#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_I--ATAC_peaks.bed all.df.numx.c5-STAT4_KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_KO_Tfh_vs_WT_Tfh.up.bed
Merged-chr18-73248613-2	chr18	73248492	73248736	+	0.000	0.000	Merged-chr18-73248613-2
Merged-chr14-56793532-6	chr14	56793394	56793668	+	0.000	0.000	Merged-chr14-56793532-6
Merged-chr10-70030263-1	chr10	70030165	70030363	+	0.000	0.000	Merged-chr10-70030263-1
Merged-chr12-113152298-18	chr12	113152016	113152594	+	0.000	0.000	Merged-chr12-113152298-18
Merged-chr9-122212743-25	chr9	122212426	122212996	+	0.000	0.000	Merged-chr9-122212743-25
Merged-chr17-83810384-8	chr17	83810254	83810531	+	0.000	0.000	Merged-chr17-83810384-8
Merged-chr8-115226321-1	chr8	115226223	115226421	+	0.000	0.000	Merged-chr8-115226321-1
Merged-chr8-115709479-13	chr8	115709294	115709636	+	0.000	0.000	Merged-chr8-115709479-13
Merged-chr1-66878572-10	chr1	66878460	66878687	+	0.000	0.000	Merged-chr1-66878572-10
Merged-chr2-11637334-22	chr2	11637078	11637549	+	0.000	0.000	Merged-chr2-11637334-22
Merged-chr5-24383650-55	chr5	24383396	24384149	+	0.000	0.000	Merged-chr5-24383650-55
Merged-chr10-80682185-27	chr10	80682033	80682338	+	0.000	0.000	Merged-chr10-80682185-27
Merged-chr13-75844274-45	chr13	75844060	75844675	+	0.000	0.000	Merged-chr13-75844274-45
Merged-chr9-64789537-48	chr9	64789327	64789718	+	0.000	0.000	Merged-chr9-64789537-48
Merged-chr16-37099650-10	chr16	37099492	37099848	+	0.000	0.000	Merged-chr16-37099650-10
Merged-chr18-56756347-65	chr18	56756014	56756608	+	0.000	0.000	Merged-chr18-56756347-65
Merged-chr13-24413373-17	chr13	24413217	24413508	+	0.000	0.000	Merged-chr13-24413373-17
Merged-chr10-81477667-3	chr10	81477558	81477786	+	0.000	0.000	Merged-chr10-81477667-3
Merged-chr4-134468116-1	chr4	134468018	134468216	+	0.000	0.000	Merged-chr4-134468116-1
Merged-chr4-62481319-32	chr4	62481068	62481612	+	0.000	0.000	Merged-chr4-62481319-32
Merged-chr5-110313300-4	chr5	110313143	110313453	+	0.000	0.000	Merged-chr5-110313300-4
Merged-chr19-53539406-49	chr19	53539155	53539807	+	0.000	0.000	Merged-chr19-53539406-49
Merged-chr12-70827464-2	chr12	70827345	70827585	+	0.000	0.000	Merged-chr12-70827464-2
Merged-chr4-24495740-1	chr4	24495642	24495840	+	0.000	0.000	Merged-chr4-24495740-1
Merged-chr15-81968524-13	chr15	81968312	81968881	+	0.000	0.000	Merged-chr15-81968524-13
Merged-chr2-126284232-9	chr2	126284086	126284378	+	0.000	0.000	Merged-chr2-126284232-9
Merged-chr6-108667761-1	chr6	108667663	108667861	+	0.000	0.000	Merged-chr6-108667761-1
Merged-chr17-44728434-62	chr17	44727753	44728931	+	0.000	0.000	Merged-chr17-44728434-62
Merged-chr4-135248593-35	chr4	135248390	135248817	+	0.000	0.000	Merged-chr4-135248593-35
Merged-chr9-123940412-12	chr9	123940172	123940603	+	0.000	0.000	Merged-chr9-123940412-12
Merged-chr15-78494389-18	chr15	78494219	78494622	+	0.000	0.000	Merged-chr15-78494389-18
Merged-chr18-38365063-36	chr18	38364868	38365413	+	0.000	0.000	Merged-chr18-38365063-36
Merged-chr10-81559709-58	chr10	81559247	81560094	+	0.000	0.000	Merged-chr10-81559709-58
Merged-chr4-156033433-76	chr4	156032692	156033829	+	0.000	0.000	Merged-chr4-156033433-76
Merged-chr13-95891213-14	chr13	95891008	95891423	+	0.000	0.000	Merged-chr13-95891213-14
Merged-chr4-135272795-85	chr4	135272557	135273159	+	0.000	0.000	Merged-chr4-135272795-85
Merged-chr1-131136133-6	chr1	131135919	131136330	+	0.000	0.000	Merged-chr1-131136133-6
Merged-chr11-95338102-17	chr11	95337781	95338363	+	0.000	0.000	Merged-chr11-95338102-17
Merged-chr2-167319080-22	chr2	167318733	167319329	+	0.000	0.000	Merged-chr2-167319080-22
Merged-chr4-156026323-38	chr4	156026074	156026525	+	0.000	0.000	Merged-chr4-156026323-38
Merged-chr11-11462075-71	chr11	11461899	11462268	+	0.000	0.000	Merged-chr11-11462075-71
Merged-chr4-43478535-62	chr4	43478288	43479053	+	0.000	0.000	Merged-chr4-43478535-62
Merged-chr2-84937691-7	chr2	84937535	84937836	+	0.000	0.000	Merged-chr2-84937691-7
Merged-chr1-37614667-46	chr1	37614095	37615307	+	0.000	0.000	Merged-chr1-37614667-46
Merged-chr5-113837178-5	chr5	113836950	113837376	+	0.000	0.000	Merged-chr5-113837178-5
Merged-chr6-137542202-2	chr6	137542019	137542387	+	0.000	0.000	Merged-chr6-137542202-2
Merged-chr4-57958304-2	chr4	57958193	57958417	+	0.000	0.000	Merged-chr4-57958304-2
Merged-chr14-121355632-5	chr14	121355411	121355787	+	0.000	0.000	Merged-chr14-121355632-5
Merged-chr15-52712614-89	chr15	52712155	52713074	+	0.000	0.000	Merged-chr15-52712614-89
Merged-chr5-150180477-11	chr5	150180270	150180668	+	0.000	0.000	Merged-chr5-150180477-11
Merged-chr8-70809462-2	chr8	70809344	70809583	+	0.000	0.000	Merged-chr8-70809462-2
Merged-chr2-126496210-58	chr2	126495848	126496385	+	0.000	0.000	Merged-chr2-126496210-58
Merged-chr5-134227852-2	chr5	134227728	134227979	+	0.000	0.000	Merged-chr5-134227852-2
Merged-chr13-45856267-2	chr13	45856090	45856446	+	0.000	0.000	Merged-chr13-45856267-2
Merged-chr9-58581586-1	chr9	58581488	58581686	+	0.000	0.000	Merged-chr9-58581586-1
Merged-chr9-44509369-1	chr9	44509271	44509469	+	0.000	0.000	Merged-chr9-44509369-1
Merged-chr11-87974863-24	chr11	87974659	87975140	+	0.000	0.000	Merged-chr11-87974863-24
Merged-chr2-167351691-26	chr2	167351514	167351930	+	0.000	0.000	Merged-chr2-167351691-26
Merged-chr3-84673728-22	chr3	84673501	84673985	+	0.000	0.000	Merged-chr3-84673728-22
Merged-chr7-106441134-51	chr7	106440675	106441500	+	0.000	0.000	Merged-chr7-106441134-51
Merged-chr3-137853117-36	chr3	137852917	137853364	+	0.000	0.000	Merged-chr3-137853117-36
Merged-chr9-32521383-3	chr9	32521232	32521513	+	0.000	0.000	Merged-chr9-32521383-3
Merged-chr6-99646583-9	chr6	99646443	99646772	+	0.000	0.000	Merged-chr6-99646583-9
Merged-chr8-53818300-1	chr8	53818202	53818400	+	0.000	0.000	Merged-chr8-53818300-1
Merged-chr16-33023975-23	chr16	33023808	33024216	+	0.000	0.000	Merged-chr16-33023975-23
Merged-chr19-46338710-45	chr19	46338469	46339012	+	0.000	0.000	Merged-chr19-46338710-45
Merged-chr1-88694534-9	chr1	88694354	88694761	+	0.000	0.000	Merged-chr1-88694534-9
Merged-chr4-44301035-47	chr4	44300846	44301281	+	0.000	0.000	Merged-chr4-44301035-47
Merged-chr4-89486626-2	chr4	89486528	89486726	+	0.000	0.000	Merged-chr4-89486626-2
Merged-chr1-160025789-2	chr1	160025629	160025952	+	0.000	0.000	Merged-chr1-160025789-2
Merged-chr7-109958822-1	chr7	109958724	109958922	+	0.000	0.000	Merged-chr7-109958822-1
Merged-chr4-135073658-24	chr4	135073486	135073854	+	0.000	0.000	Merged-chr4-135073658-24
Merged-chr2-112504437-3	chr2	112504311	112504566	+	0.000	0.000	Merged-chr2-112504437-3
Merged-chr10-59435699-1	chr10	59435601	59435799	+	0.000	0.000	Merged-chr10-59435699-1
Merged-chr3-159500242-1	chr3	159500144	159500342	+	0.000	0.000	Merged-chr3-159500242-1
Merged-chr17-44130600-14	chr17	44130395	44130831	+	0.000	0.000	Merged-chr17-44130600-14
Merged-chr17-44735939-118	chr17	44735385	44736540	+	0.000	0.000	Merged-chr17-44735939-118
Merged-chr4-156030894-44	chr4	156030712	156031151	+	0.000	0.000	Merged-chr4-156030894-44
Merged-chr18-74789604-25	chr18	74789369	74789947	+	0.000	0.000	Merged-chr18-74789604-25
Merged-chr14-7819138-4	chr14	7819040	7819238	+	0.000	0.000	Merged-chr14-7819138-4
Merged-chr17-25258027-50	chr17	25257761	25258232	+	0.000	0.000	Merged-chr17-25258027-50
Merged-chr14-121349537-45	chr14	121349306	121349813	+	0.000	0.000	Merged-chr14-121349537-45
Merged-chr4-43483112-12	chr4	43482954	43483290	+	0.000	0.000	Merged-chr4-43483112-12
Merged-chr16-52470408-42	chr16	52470163	52470708	+	0.000	0.000	Merged-chr16-52470408-42
Merged-chr3-9767219-17	chr3	9767049	9767397	+	0.000	0.000	Merged-chr3-9767219-17
Merged-chr4-152447863-18	chr4	152447673	152448088	+	0.000	0.000	Merged-chr4-152447863-18
Merged-chr4-155491513-60	chr4	155491120	155491943	+	0.000	0.000	Merged-chr4-155491513-60
Merged-chr3-102735083-92	chr3	102734840	102735369	+	0.000	0.000	Merged-chr3-102735083-92
Merged-chr11-55039805-19	chr11	55039622	55040094	+	0.000	0.000	Merged-chr11-55039805-19
Merged-chr1-181865923-4	chr1	181865678	181866134	+	0.000	0.000	Merged-chr1-181865923-4
Merged-chr4-136172134-18	chr4	136171935	136172344	+	0.000	0.000	Merged-chr4-136172134-18
Merged-chr4-135119074-2	chr4	135118939	135119211	+	0.000	0.000	Merged-chr4-135119074-2
Merged-chr4-135292823-34	chr4	135292626	135293005	+	0.000	0.000	Merged-chr4-135292823-34
Merged-chr13-43268083-3	chr13	43267953	43268247	+	0.000	0.000	Merged-chr13-43268083-3
Merged-chr11-95337203-127	chr11	95336490	95337734	+	0.000	0.000	Merged-chr11-95337203-127
Merged-chr2-22933871-17	chr2	22933670	22934069	+	0.000	0.000	Merged-chr2-22933871-17
Merged-chr2-53418517-1	chr2	53418419	53418617	+	0.000	0.000	Merged-chr2-53418517-1
Merged-chr1-176995363-2	chr1	176995242	176995487	+	0.000	0.000	Merged-chr1-176995363-2
Merged-chr13-37994067-78	chr13	37993584	37994366	+	0.000	0.000	Merged-chr13-37994067-78
Merged-chr11-49956068-20	chr11	49955844	49956278	+	0.000	0.000	Merged-chr11-49956068-20
Merged-chr1-176944899-30	chr1	176944619	176945239	+	0.000	0.000	Merged-chr1-176944899-30
Merged-chr6-82773565-31	chr6	82773317	82773811	+	0.000	0.000	Merged-chr6-82773565-31
Merged-chr10-19594652-16	chr10	19594341	19594860	+	0.000	0.000	Merged-chr10-19594652-16
Merged-chr5-107961326-100	chr5	107960764	107961885	+	0.000	0.000	Merged-chr5-107961326-100
Merged-chr8-104396039-6	chr8	104395885	104396168	+	0.000	0.000	Merged-chr8-104396039-6
Merged-chr19-18631060-3	chr19	18630962	18631160	+	0.000	0.000	Merged-chr19-18631060-3
Merged-chr2-52523552-9	chr2	52523400	52523723	+	0.000	0.000	Merged-chr2-52523552-9
Merged-chr6-131292512-2	chr6	131292344	131292683	+	0.000	0.000	Merged-chr6-131292512-2
Merged-chr11-119023233-65	chr11	119022763	119023619	+	0.000	0.000	Merged-chr11-119023233-65
Merged-chr11-78019809-7	chr11	78019668	78019979	+	0.000	0.000	Merged-chr11-78019809-7
Merged-chr5-73647714-62	chr5	73647369	73648154	+	0.000	0.000	Merged-chr5-73647714-62
Merged-chr17-12208322-6	chr17	12208153	12208479	+	0.000	0.000	Merged-chr17-12208322-6
Merged-chr17-44745562-14	chr17	44745431	44745701	+	0.000	0.000	Merged-chr17-44745562-14
Merged-chr2-11623326-4	chr2	11623212	11623447	+	0.000	0.000	Merged-chr2-11623326-4
Merged-chr2-58161990-33	chr2	58161817	58162300	+	0.000	0.000	Merged-chr2-58161990-33
Merged-chr13-43302900-1	chr13	43302802	43303000	+	0.000	0.000	Merged-chr13-43302900-1
Merged-chr7-130648204-1	chr7	130648106	130648304	+	0.000	0.000	Merged-chr7-130648204-1
Merged-chr13-115011790-8	chr13	115011643	115011969	+	0.000	0.000	Merged-chr13-115011790-8
Merged-chr2-91526999-80	chr2	91526577	91527182	+	0.000	0.000	Merged-chr2-91526999-80
Merged-chr4-11704648-98	chr4	11704423	11704917	+	0.000	0.000	Merged-chr4-11704648-98
Merged-chr5-114131025-112	chr5	114130642	114131354	+	0.000	0.000	Merged-chr5-114131025-112
Merged-chr2-126499021-9	chr2	126498761	126499261	+	0.000	0.000	Merged-chr2-126499021-9
Merged-chr13-95688740-7	chr13	95688629	95688852	+	0.000	0.000	Merged-chr13-95688740-7
Merged-chr13-101735927-5	chr13	101735781	101736062	+	0.000	0.000	Merged-chr13-101735927-5
Merged-chr9-13820918-14	chr9	13820676	13821185	+	0.000	0.000	Merged-chr9-13820918-14
Merged-chr2-27730230-3	chr2	27730042	27730385	+	0.000	0.000	Merged-chr2-27730230-3
Merged-chr5-150220578-7	chr5	150220420	150220725	+	0.000	0.000	Merged-chr5-150220578-7
Merged-chr17-79020706-82	chr17	79020412	79021088	+	0.000	0.000	Merged-chr17-79020706-82
Merged-chr2-128396137-30	chr2	128395905	128396347	+	0.000	0.000	Merged-chr2-128396137-30
Merged-chr11-101094947-1	chr11	101094849	101095047	+	0.000	0.000	Merged-chr11-101094947-1
Merged-chr10-80668783-8	chr10	80668563	80669030	+	0.000	0.000	Merged-chr10-80668783-8
Merged-chr18-62163179-10	chr18	62163022	62163316	+	0.000	0.000	Merged-chr18-62163179-10
Merged-chr2-52510042-2	chr2	52509939	52510148	+	0.000	0.000	Merged-chr2-52510042-2
Merged-chr1-74391638-119	chr1	74391107	74392404	+	0.000	0.000	Merged-chr1-74391638-119
Merged-chr8-70351517-7	chr8	70351348	70351678	+	0.000	0.000	Merged-chr8-70351517-7
Merged-chr17-87321876-10	chr17	87321620	87322068	+	0.000	0.000	Merged-chr17-87321876-10
Merged-chr5-105141732-11	chr5	105141522	105141960	+	0.000	0.000	Merged-chr5-105141732-11
Merged-chr4-43957748-73	chr4	43957382	43958124	+	0.000	0.000	Merged-chr4-43957748-73
Merged-chr3-9802270-83	chr3	9801793	9802779	+	0.000	0.000	Merged-chr3-9802270-83
Merged-chr3-102724263-19	chr3	102724024	102724496	+	0.000	0.000	Merged-chr3-102724263-19
Merged-chr8-111960848-2	chr8	111960734	111960964	+	0.000	0.000	Merged-chr8-111960848-2
Merged-chr12-100711122-1	chr12	100711024	100711222	+	0.000	0.000	Merged-chr12-100711122-1
Merged-chr19-11048219-7	chr19	11048025	11048454	+	0.000	0.000	Merged-chr19-11048219-7
Merged-chr4-126554688-2	chr4	126554512	126554866	+	0.000	0.000	Merged-chr4-126554688-2
Merged-chr1-181881730-30	chr1	181881419	181882002	+	0.000	0.000	Merged-chr1-181881730-30
Merged-chr5-134253618-20	chr5	134253306	134254149	+	0.000	0.000	Merged-chr5-134253618-20
Merged-chr13-22006398-128	chr13	22005999	22006737	+	0.000	0.000	Merged-chr13-22006398-128
Merged-chr8-122460607-106	chr8	122459866	122461020	+	0.000	0.000	Merged-chr8-122460607-106
Merged-chr12-100711512-39	chr12	100711226	100711828	+	0.000	0.000	Merged-chr12-100711512-39
Merged-chr2-79248548-10	chr2	79248363	79248755	+	0.000	0.000	Merged-chr2-79248548-10
Merged-chr4-149518177-56	chr4	149517935	149518515	+	0.000	0.000	Merged-chr4-149518177-56
Merged-chr10-79695427-10	chr10	79695129	79695675	+	0.000	0.000	Merged-chr10-79695427-10
Merged-chr7-135704133-3	chr7	135704025	135704251	+	0.000	0.000	Merged-chr7-135704133-3
Merged-chr16-32229198-4	chr16	32229080	32229334	+	0.000	0.000	Merged-chr16-32229198-4
Merged-chr3-96269426-97	chr3	96269149	96269930	+	0.000	0.000	Merged-chr3-96269426-97
Merged-chr13-30686160-2	chr13	30686059	30686264	+	0.000	0.000	Merged-chr13-30686160-2
Merged-chr9-72662335-52	chr9	72661757	72662731	+	0.000	0.000	Merged-chr9-72662335-52
Merged-chr7-106529370-91	chr7	106528927	106529896	+	0.000	0.000	Merged-chr7-106529370-91
Merged-chr7-74531821-11	chr7	74531646	74532070	+	0.000	0.000	Merged-chr7-74531821-11
Merged-chr9-44043924-14	chr9	44043760	44044107	+	0.000	0.000	Merged-chr9-44043924-14
Merged-chr2-32875161-7	chr2	32875009	32875351	+	0.000	0.000	Merged-chr2-32875161-7
Merged-chr4-133056441-57	chr4	133055868	133056947	+	0.000	0.000	Merged-chr4-133056441-57
Merged-chr15-88828677-52	chr15	88828008	88829039	+	0.000	0.000	Merged-chr15-88828677-52
Merged-chr17-86206449-38	chr17	86206108	86206820	+	0.000	0.000	Merged-chr17-86206449-38
Merged-chr5-27794167-10	chr5	27794037	27794347	+	0.000	0.000	Merged-chr5-27794167-10
Merged-chr13-43303864-113	chr13	43303210	43304446	+	0.000	0.000	Merged-chr13-43303864-113
Merged-chr2-79127545-30	chr2	79127358	79127743	+	0.000	0.000	Merged-chr2-79127545-30
Merged-chr18-75368023-1	chr18	75367925	75368123	+	0.000	0.000	Merged-chr18-75368023-1
Merged-chr4-117270488-26	chr4	117270264	117270713	+	0.000	0.000	Merged-chr4-117270488-26
Merged-chr1-37719879-14	chr1	37719577	37720174	+	0.000	0.000	Merged-chr1-37719879-14
Merged-chr11-97118364-8	chr11	97118209	97118513	+	0.000	0.000	Merged-chr11-97118364-8
Merged-chr1-131012685-13	chr1	131012509	131012840	+	0.000	0.000	Merged-chr1-131012685-13
Merged-chr3-9719164-20	chr3	9718912	9719465	+	0.000	0.000	Merged-chr3-9719164-20
Merged-chr11-68448459-1	chr11	68448361	68448559	+	0.000	0.000	Merged-chr11-68448459-1
Merged-chr4-135103074-30	chr4	135102761	135103492	+	0.000	0.000	Merged-chr4-135103074-30
Merged-chr10-81473073-16	chr10	81472775	81473297	+	0.000	0.000	Merged-chr10-81473073-16
Merged-chr1-88699644-21	chr1	88699422	88699855	+	0.000	0.000	Merged-chr1-88699644-21
Merged-chr4-135155615-17	chr4	135155284	135155925	+	0.000	0.000	Merged-chr4-135155615-17
Merged-chr6-108570612-11	chr6	108570436	108570831	+	0.000	0.000	Merged-chr6-108570612-11
Merged-chr8-83698923-131	chr8	83698211	83699906	+	0.000	0.000	Merged-chr8-83698923-131
Merged-chr2-13574550-240	chr2	13574218	13574783	+	0.000	0.000	Merged-chr2-13574550-240
Merged-chr16-52468577-24	chr16	52468391	52468818	+	0.000	0.000	Merged-chr16-52468577-24
Merged-chr19-11559745-14	chr19	11559505	11559944	+	0.000	0.000	Merged-chr19-11559745-14
Merged-chr4-11724843-6	chr4	11724573	11725010	+	0.000	0.000	Merged-chr4-11724843-6
Merged-chr13-30691415-1	chr13	30691317	30691515	+	0.000	0.000	Merged-chr13-30691415-1
Merged-chr6-108830267-1	chr6	108830169	108830367	+	0.000	0.000	Merged-chr6-108830267-1
Merged-chr14-25371936-16	chr14	25371689	25372134	+	0.000	0.000	Merged-chr14-25371936-16
Merged-chr3-89963863-2	chr3	89963765	89963963	+	0.000	0.000	Merged-chr3-89963863-2
Merged-chr2-11645530-22	chr2	11645281	11645684	+	0.000	0.000	Merged-chr2-11645530-22
Merged-chr2-9684074-22	chr2	9683811	9684386	+	0.000	0.000	Merged-chr2-9684074-22
Merged-chr14-102982512-180	chr14	102982184	102982799	+	0.000	0.000	Merged-chr14-102982512-180
Merged-chr1-161071616-1	chr1	161071518	161071716	+	0.000	0.000	Merged-chr1-161071616-1
Merged-chr5-93269035-1	chr5	93268937	93269135	+	0.000	0.000	Merged-chr5-93269035-1
Merged-chr2-154791306-111	chr2	154790942	154791700	+	0.000	0.000	Merged-chr2-154791306-111
Merged-chr2-128381991-22	chr2	128381804	128382243	+	0.000	0.000	Merged-chr2-128381991-22
Merged-chr1-176862345-25	chr1	176862065	176862536	+	0.000	0.000	Merged-chr1-176862345-25
Merged-chr9-111046426-26	chr9	111046102	111046850	+	0.000	0.000	Merged-chr9-111046426-26
Merged-chr9-122227564-6	chr9	122227404	122227748	+	0.000	0.000	Merged-chr9-122227564-6
Merged-chr6-8649574-3	chr6	8649473	8649677	+	0.000	0.000	Merged-chr6-8649574-3
Merged-chr11-97129027-2	chr11	97128876	97129180	+	0.000	0.000	Merged-chr11-97129027-2
Merged-chr2-129174665-20	chr2	129174495	129174866	+	0.000	0.000	Merged-chr2-129174665-20
Merged-chr3-89245103-10	chr3	89244812	89245447	+	0.000	0.000	Merged-chr3-89245103-10
Merged-chr11-53771554-2	chr11	53771421	53771690	+	0.000	0.000	Merged-chr11-53771554-2
Merged-chr8-57574611-4	chr8	57574481	57574741	+	0.000	0.000	Merged-chr8-57574611-4
Merged-chr11-98909769-23	chr11	98909525	98910042	+	0.000	0.000	Merged-chr11-98909769-23
Merged-chr17-35999496-29	chr17	35999080	35999693	+	0.000	0.000	Merged-chr17-35999496-29
Merged-chr2-71837940-9	chr2	71837738	71838096	+	0.000	0.000	Merged-chr2-71837940-9
Merged-chr13-81658891-4	chr13	81658769	81659003	+	0.000	0.000	Merged-chr13-81658891-4
Merged-chr8-71562914-20	chr8	71562749	71563149	+	0.000	0.000	Merged-chr8-71562914-20
Merged-chr4-132757307-47	chr4	132756985	132757756	+	0.000	0.000	Merged-chr4-132757307-47
Merged-chr3-27270365-23	chr3	27270034	27270676	+	0.000	0.000	Merged-chr3-27270365-23
Merged-chr8-94168871-1	chr8	94168773	94168971	+	0.000	0.000	Merged-chr8-94168871-1
Merged-chr1-176832832-4	chr1	176832669	176832970	+	0.000	0.000	Merged-chr1-176832832-4
Merged-chr16-91685700-49	chr16	91685493	91685977	+	0.000	0.000	Merged-chr16-91685700-49
Merged-chr6-8777648-1	chr6	8777550	8777748	+	0.000	0.000	Merged-chr6-8777648-1
Merged-chr2-75776933-48	chr2	75776363	75777321	+	0.000	0.000	Merged-chr2-75776933-48
Merged-chr8-57512766-15	chr8	57512554	57513157	+	0.000	0.000	Merged-chr8-57512766-15
Merged-chr6-50560959-32	chr6	50560724	50561205	+	0.000	0.000	Merged-chr6-50560959-32
Merged-chr1-181877231-15	chr1	181877029	181877479	+	0.000	0.000	Merged-chr1-181877231-15
Merged-chr4-133039433-1	chr4	133039335	133039533	+	0.000	0.000	Merged-chr4-133039433-1
Merged-chr14-25460263-17	chr14	25459953	25460559	+	0.000	0.000	Merged-chr14-25460263-17
Merged-chr14-100211320-52	chr14	100210961	100211536	+	0.000	0.000	Merged-chr14-100211320-52
Merged-chr18-75386799-1	chr18	75386701	75386899	+	0.000	0.000	Merged-chr18-75386799-1
Merged-chr12-24632275-3	chr12	24632143	24632438	+	0.000	0.000	Merged-chr12-24632275-3
Merged-chr5-112299660-1	chr5	112299562	112299760	+	0.000	0.000	Merged-chr5-112299660-1
Merged-chr7-140982058-21	chr7	140981816	140982361	+	0.000	0.000	Merged-chr7-140982058-21
Merged-chr15-12034488-11	chr15	12034361	12034617	+	0.000	0.000	Merged-chr15-12034488-11
Merged-chr10-120202962-1	chr10	120202864	120203062	+	0.000	0.000	Merged-chr10-120202962-1
Merged-chr11-70540175-47	chr11	70539939	70540450	+	0.000	0.000	Merged-chr11-70540175-47
Merged-chr13-74854551-37	chr13	74854272	74854823	+	0.000	0.000	Merged-chr13-74854551-37
Merged-chr18-4304168-1	chr18	4304070	4304268	+	0.000	0.000	Merged-chr18-4304168-1
Merged-chr11-109495099-18	chr11	109494845	109495318	+	0.000	0.000	Merged-chr11-109495099-18
Merged-chr10-120197275-31	chr10	120196968	120197457	+	0.000	0.000	Merged-chr10-120197275-31
Merged-chr1-86532525-44	chr1	86532227	86532780	+	0.000	0.000	Merged-chr1-86532525-44
Merged-chr4-8906961-41	chr4	8906683	8907248	+	0.000	0.000	Merged-chr4-8906961-41
Merged-chr2-27740391-16	chr2	27739948	27740620	+	0.000	0.000	Merged-chr2-27740391-16
Merged-chr3-89961609-14	chr3	89961325	89961858	+	0.000	0.000	Merged-chr3-89961609-14
Merged-chr2-79192161-5	chr2	79192003	79192305	+	0.000	0.000	Merged-chr2-79192161-5
Merged-chr3-86841762-14	chr3	86841493	86841912	+	0.000	0.000	Merged-chr3-86841762-14
Merged-chr14-20388925-54	chr14	20388672	20389209	+	0.000	0.000	Merged-chr14-20388925-54
Merged-chr1-134074702-1	chr1	134074604	134074802	+	0.000	0.000	Merged-chr1-134074702-1
Merged-chr16-44321913-9	chr16	44321744	44322047	+	0.000	0.000	Merged-chr16-44321913-9
Merged-chr16-49804249-6	chr16	49804108	49804409	+	0.000	0.000	Merged-chr16-49804249-6
Merged-chr5-37241961-6	chr5	37241773	37242141	+	0.000	0.000	Merged-chr5-37241961-6
Merged-chr16-52454226-6	chr16	52454030	52454398	+	0.000	0.000	Merged-chr16-52454226-6
Merged-chr13-29984504-92	chr13	29983859	29985419	+	0.000	0.000	Merged-chr13-29984504-92
Merged-chr6-35462751-23	chr6	35462511	35462994	+	0.000	0.000	Merged-chr6-35462751-23
Merged-chr1-134060082-41	chr1	134059894	134060343	+	0.000	0.000	Merged-chr1-134060082-41
Merged-chr13-107021671-17	chr13	107021371	107021829	+	0.000	0.000	Merged-chr13-107021671-17
Merged-chr16-52329510-16	chr16	52329291	52329707	+	0.000	0.000	Merged-chr16-52329510-16
Merged-chr2-71809524-7	chr2	71809336	71809763	+	0.000	0.000	Merged-chr2-71809524-7
Merged-chr16-77015588-1	chr16	77015490	77015688	+	0.000	0.000	Merged-chr16-77015588-1
Merged-chr9-24413892-11	chr9	24413735	24414083	+	0.000	0.000	Merged-chr9-24413892-11
Merged-chrX-71366909-38	chrX	71366046	71367426	+	0.000	0.000	Merged-chrX-71366909-38
Merged-chrX-142464957-2	chrX	142464834	142465082	+	0.000	0.000	Merged-chrX-142464957-2
Merged-chr13-33965220-126	chr13	33964785	33965498	+	0.000	0.000	Merged-chr13-33965220-126
Merged-chr11-46128715-29	chr11	46128272	46128959	+	0.000	0.000	Merged-chr11-46128715-29
Merged-chr17-27203411-4	chr17	27203190	27203683	+	0.000	0.000	Merged-chr17-27203411-4
Merged-chr2-27712723-8	chr2	27712493	27712887	+	0.000	0.000	Merged-chr2-27712723-8
Merged-chr13-22050796-90	chr13	22050402	22051244	+	0.000	0.000	Merged-chr13-22050796-90
Merged-chr17-79016098-11	chr17	79015897	79016362	+	0.000	0.000	Merged-chr17-79016098-11
Merged-chr19-6400319-26	chr19	6400024	6400769	+	0.000	0.000	Merged-chr19-6400319-26
Merged-chr19-6117937-1	chr19	6117839	6118037	+	0.000	0.000	Merged-chr19-6117937-1
Merged-chr7-74371428-9	chr7	74371172	74371616	+	0.000	0.000	Merged-chr7-74371428-9
Merged-chr10-8518233-215	chr10	8516876	8519360	+	0.000	0.000	Merged-chr10-8518233-215
Merged-chr6-86849610-4	chr6	86849512	86849710	+	0.000	0.000	Merged-chr6-86849610-4
Merged-chr10-83898059-2	chr10	83897952	83898168	+	0.000	0.000	Merged-chr10-83898059-2
Merged-chr9-123923476-12	chr9	123923300	123923626	+	0.000	0.000	Merged-chr9-123923476-12
Merged-chr9-58582361-93	chr9	58582017	58582771	+	0.000	0.000	Merged-chr9-58582361-93
Merged-chr6-131276753-31	chr6	131276419	131277167	+	0.000	0.000	Merged-chr6-131276753-31
Merged-chr5-62756252-19	chr5	62756077	62756433	+	0.000	0.000	Merged-chr5-62756252-19
Merged-chr1-193207990-101	chr1	193207438	193208574	+	0.000	0.000	Merged-chr1-193207990-101
Merged-chr2-65198704-18	chr2	65198512	65198889	+	0.000	0.000	Merged-chr2-65198704-18
Merged-chr13-24481997-16	chr13	24481845	24482160	+	0.000	0.000	Merged-chr13-24481997-16
Merged-chr4-133261852-12	chr4	133261676	133262061	+	0.000	0.000	Merged-chr4-133261852-12
Merged-chr14-121348977-3	chr14	121348855	121349108	+	0.000	0.000	Merged-chr14-121348977-3
