#name (cmd = mergePeaks -d 150 MACS2_Bcl6KO_Th1_peaks.Runx3.sig.bed MACS2_DKO_Tfh_peaks.Runx3.sig.bed MACS2_DKO_Th1_peaks.Runx3.sig.bed MACS2_Naive_peaks.Runx3.sig.bed MACS2_Prdm1KO_Tfh_peaks.Runx3.sig.bed MACS2_WT_Tfh_peaks.Runx3.sig.bed MACS2_WT_Th1_peaks.Runx3.sig.bed)	chr	start	end	strand	Stat	Parent files	Total subpeaks	MACS2_Bcl6KO_Th1_peaks.Runx3.sig.bed	MACS2_DKO_Tfh_peaks.Runx3.sig.bed	MACS2_DKO_Th1_peaks.Runx3.sig.bed	MACS2_Naive_peaks.Runx3.sig.bed	MACS2_Prdm1KO_Tfh_peaks.Runx3.sig.bed	MACS2_WT_Tfh_peaks.Runx3.sig.bed	MACS2_WT_Th1_peaks.Runx3.sig.bed
Merged-chr4-135168266-8	chr4	135168118	135168413	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx3.sig.bed|MACS2_DKO_Tfh_peaks.Runx3.sig.bed|MACS2_DKO_Th1_peaks.Runx3.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx3.sig.bed|MACS2_WT_Tfh_peaks.Runx3.sig.bed|MACS2_WT_Th1_peaks.Runx3.sig.bed	8	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_219971	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_183259b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_183259a	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_150527		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_255439	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_194397	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_185870a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_185870b
Merged-chr4-135169318-6	chr4	135169147	135169443	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx3.sig.bed|MACS2_DKO_Tfh_peaks.Runx3.sig.bed|MACS2_DKO_Th1_peaks.Runx3.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx3.sig.bed|MACS2_WT_Tfh_peaks.Runx3.sig.bed|MACS2_WT_Th1_peaks.Runx3.sig.bed	6	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_219972	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_183260	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_150528		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_255440	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_194398	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_185871
Merged-chr4-135136795-3	chr4	135136629	135136929	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx3.sig.bed|MACS2_DKO_Th1_peaks.Runx3.sig.bed|MACS2_WT_Th1_peaks.Runx3.sig.bed	3	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_219963		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_150518				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_185861
Merged-chr4-135067486-7	chr4	135067377	135067602	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx3.sig.bed|MACS2_DKO_Th1_peaks.Runx3.sig.bed|MACS2_WT_Th1_peaks.Runx3.sig.bed	7	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_219945a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_219945b		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_150501a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_150501b				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_185843a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_185843b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_185843c
Merged-chr4-135114707-4	chr4	135114503	135114878	+	0.000000	MACS2_DKO_Tfh_peaks.Runx3.sig.bed|MACS2_DKO_Th1_peaks.Runx3.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx3.sig.bed|MACS2_WT_Tfh_peaks.Runx3.sig.bed	4		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_183248	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_150514		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_255429	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_194386	
Merged-chr4-135179278-9	chr4	135179181	135179396	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx3.sig.bed|MACS2_DKO_Tfh_peaks.Runx3.sig.bed|MACS2_Naive_peaks.Runx3.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx3.sig.bed|MACS2_WT_Tfh_peaks.Runx3.sig.bed|MACS2_WT_Th1_peaks.Runx3.sig.bed	9	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_219973	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_183262a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_183262b		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_268191	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_255441a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_255441b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_194399	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_185873a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_185873b
Merged-chr4-135141219-1	chr4	135141144	135141294	+	0.000000	MACS2_DKO_Th1_peaks.Runx3.sig.bed	1			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_150519				
Merged-chr4-135186406-1	chr4	135186331	135186481	+	0.000000	MACS2_DKO_Th1_peaks.Runx3.sig.bed	1			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_150531				
Merged-chr4-135190921-1	chr4	135190846	135190996	+	0.000000	MACS2_DKO_Th1_peaks.Runx3.sig.bed	1			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_150532				
Merged-chr4-135179094-2	chr4	135179019	135179169	+	0.000000	MACS2_DKO_Th1_peaks.Runx3.sig.bed	2			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_150530a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_150530b				
Merged-chr4-135128831-2	chr4	135128715	135128947	+	0.000000	MACS2_DKO_Th1_peaks.Runx3.sig.bed|MACS2_WT_Th1_peaks.Runx3.sig.bed	2			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_150517				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_185860
Merged-chr4-135161642-2	chr4	135161563	135161721	+	0.000000	MACS2_DKO_Th1_peaks.Runx3.sig.bed|MACS2_WT_Th1_peaks.Runx3.sig.bed	2			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_150526				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_185869
Merged-chr4-135150584-5	chr4	135150475	135150709	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx3.sig.bed|MACS2_Naive_peaks.Runx3.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx3.sig.bed|MACS2_WT_Tfh_peaks.Runx3.sig.bed|MACS2_WT_Th1_peaks.Runx3.sig.bed	5	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_219965			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_268184	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_255433	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_194391	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_185863
Merged-chr4-135067045-4	chr4	135066902	135067199	+	0.000000	MACS2_DKO_Tfh_peaks.Runx3.sig.bed|MACS2_Naive_peaks.Runx3.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx3.sig.bed|MACS2_WT_Tfh_peaks.Runx3.sig.bed	4		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_183236		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_268178	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_255418	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_194374	
Merged-chr4-135129073-4	chr4	135128985	135129160	+	0.000000	MACS2_DKO_Tfh_peaks.Runx3.sig.bed|MACS2_Naive_peaks.Runx3.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx3.sig.bed|MACS2_WT_Tfh_peaks.Runx3.sig.bed	4		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_183250		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_268182	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_255431	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_194390	
Merged-chr4-135154415-1	chr4	135154340	135154490	+	0.000000	MACS2_Naive_peaks.Runx3.sig.bed	1				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_268187			
Merged-chr4-135140968-2	chr4	135140884	135141052	+	0.000000	MACS2_Naive_peaks.Runx3.sig.bed|MACS2_WT_Th1_peaks.Runx3.sig.bed	2				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_268183			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_185862
Merged-chr4-135185731-2	chr4	135185648	135185815	+	0.000000	MACS2_Naive_peaks.Runx3.sig.bed|MACS2_WT_Th1_peaks.Runx3.sig.bed	2				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_268192			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_185874
Merged-chr4-135127788-1	chr4	135127713	135127863	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx3.sig.bed	1	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_219961						
Merged-chr4-135187467-1	chr4	135187392	135187542	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx3.sig.bed	1	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_219974						
Merged-chr4-135188173-1	chr4	135188098	135188248	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx3.sig.bed	1	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_219975						
Merged-chr4-135140808-2	chr4	135140733	135140883	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx3.sig.bed	2	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_219964a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_219964b						
Merged-chr4-135119096-2	chr4	135118977	135119216	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx3.sig.bed|MACS2_WT_Th1_peaks.Runx3.sig.bed	2	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_219959						/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_185857
Merged-chr4-135114991-5	chr4	135114903	135115075	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx3.sig.bed|MACS2_WT_Th1_peaks.Runx3.sig.bed	5	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_219958a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_219958b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_219958c						/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_185856a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_185856c
Merged-chr4-135159466-7	chr4	135159371	135159557	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx3.sig.bed|MACS2_WT_Th1_peaks.Runx3.sig.bed	7	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_219970a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_219970b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_219970c,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_219970d						/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_185868a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_185868b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_185868c
Merged-chr4-135221757-3	chr4	135221623	135221873	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx3.sig.bed|MACS2_WT_Tfh_peaks.Runx3.sig.bed|MACS2_WT_Th1_peaks.Runx3.sig.bed	3	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_219980					/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_194403	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_185880
