#name (cmd = mergePeaks -d 150 MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed MACS2_DKO_Tfh_peaks.Runx2.sig.bed MACS2_DKO_Th1_peaks.Runx2.sig.bed MACS2_Naive_peaks.Runx2.sig.bed MACS2_Prdm1KO_Tfh_peaks.Runx2.sig.bed MACS2_WT_Tfh_peaks.Runx2.sig.bed MACS2_WT_Th1_peaks.Runx2.sig.bed)	chr	start	end	strand	Stat	Parent files	Total subpeaks	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed	MACS2_DKO_Tfh_peaks.Runx2.sig.bed	MACS2_DKO_Th1_peaks.Runx2.sig.bed	MACS2_Naive_peaks.Runx2.sig.bed	MACS2_Prdm1KO_Tfh_peaks.Runx2.sig.bed	MACS2_WT_Tfh_peaks.Runx2.sig.bed	MACS2_WT_Th1_peaks.Runx2.sig.bed
Merged-chr17-44650351-7	chr17	44650250	44650529	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed|MACS2_DKO_Tfh_peaks.Runx2.sig.bed|MACS2_DKO_Th1_peaks.Runx2.sig.bed|MACS2_WT_Th1_peaks.Runx2.sig.bed	7	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130543a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130543b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106905	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89436a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89436b				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109771a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109771b
Merged-chr17-44626494-7	chr17	44626372	44626666	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed|MACS2_DKO_Tfh_peaks.Runx2.sig.bed|MACS2_DKO_Th1_peaks.Runx2.sig.bed|MACS2_WT_Th1_peaks.Runx2.sig.bed	7	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130538	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106902a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106902b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106902c	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89433a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89433b				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109768
Merged-chr17-44708542-6	chr17	44708377	44708719	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed|MACS2_DKO_Tfh_peaks.Runx2.sig.bed|MACS2_DKO_Th1_peaks.Runx2.sig.bed|MACS2_WT_Th1_peaks.Runx2.sig.bed	6	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130557	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106917a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106917b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89451a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89451b				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109785
Merged-chr17-44745573-4	chr17	44745472	44745666	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed|MACS2_DKO_Tfh_peaks.Runx2.sig.bed|MACS2_DKO_Th1_peaks.Runx2.sig.bed|MACS2_WT_Th1_peaks.Runx2.sig.bed	4	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130566	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106924	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89459				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109794
Merged-chr17-44432988-5	chr17	44432870	44433118	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed|MACS2_DKO_Tfh_peaks.Runx2.sig.bed|MACS2_DKO_Th1_peaks.Runx2.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Th1_peaks.Runx2.sig.bed	5	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130515	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106883	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89413		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150021		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109746
Merged-chr17-44457991-5	chr17	44457868	44458112	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed|MACS2_DKO_Tfh_peaks.Runx2.sig.bed|MACS2_DKO_Th1_peaks.Runx2.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Th1_peaks.Runx2.sig.bed	5	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130518	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106885	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89416		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150023		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109750
Merged-chr17-44728559-14	chr17	44728451	44728697	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed|MACS2_DKO_Tfh_peaks.Runx2.sig.bed|MACS2_DKO_Th1_peaks.Runx2.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Th1_peaks.Runx2.sig.bed	14	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130562a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130562b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106920b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106920a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106920c,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106920d	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89455a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89455b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89455c		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150055a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150055b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114173	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109791a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109791b
Merged-chr17-44456280-19	chr17	44456163	44456391	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed|MACS2_DKO_Tfh_peaks.Runx2.sig.bed|MACS2_DKO_Th1_peaks.Runx2.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Th1_peaks.Runx2.sig.bed	19	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130517a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130517b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106884a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106884b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106884c,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106884d	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89415a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89415b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89415c,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89415d		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150022a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150022b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150022c,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150022d	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114142a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114142b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114142c	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109749a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109749b
Merged-chr17-44459167-7	chr17	44459025	44459325	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed|MACS2_DKO_Tfh_peaks.Runx2.sig.bed|MACS2_DKO_Th1_peaks.Runx2.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Th1_peaks.Runx2.sig.bed	7	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130519a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130519b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106886	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89417		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150024	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114143	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109751b
Merged-chr17-44609410-17	chr17	44609270	44609624	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed|MACS2_DKO_Tfh_peaks.Runx2.sig.bed|MACS2_DKO_Th1_peaks.Runx2.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Th1_peaks.Runx2.sig.bed	17	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130531a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130531b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130531c	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106899a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106899b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106899c	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89429a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89429b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89429c,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89429d,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89429e		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150035	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114153a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114153b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109762a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109762b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109762c
Merged-chr17-44463892-6	chr17	44463783	44464003	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed|MACS2_DKO_Tfh_peaks.Runx2.sig.bed|MACS2_DKO_Th1_peaks.Runx2.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Th1_peaks.Runx2.sig.bed	6	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130520	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106887	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89419		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150025	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114144	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109752
Merged-chr17-44536668-6	chr17	44536462	44536804	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed|MACS2_DKO_Tfh_peaks.Runx2.sig.bed|MACS2_DKO_Th1_peaks.Runx2.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Th1_peaks.Runx2.sig.bed	6	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130524	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106889	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89421		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150028	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114146	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109754
Merged-chr17-44557347-6	chr17	44557210	44557479	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed|MACS2_DKO_Tfh_peaks.Runx2.sig.bed|MACS2_DKO_Th1_peaks.Runx2.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Th1_peaks.Runx2.sig.bed	6	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130525	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106893	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89423		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150030	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114148	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109756
Merged-chr17-44602227-9	chr17	44602043	44602390	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed|MACS2_DKO_Tfh_peaks.Runx2.sig.bed|MACS2_DKO_Th1_peaks.Runx2.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Th1_peaks.Runx2.sig.bed	9	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130530	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106898	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89428a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89428b		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150034a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150034b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114152a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114152b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109761
Merged-chr17-44675030-9	chr17	44674816	44675217	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed|MACS2_DKO_Tfh_peaks.Runx2.sig.bed|MACS2_DKO_Th1_peaks.Runx2.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Th1_peaks.Runx2.sig.bed	9	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130551	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106912a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106912b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89443		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150047a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150047b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114166a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114166b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109778b
Merged-chr17-44678089-6	chr17	44677946	44678236	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed|MACS2_DKO_Tfh_peaks.Runx2.sig.bed|MACS2_DKO_Th1_peaks.Runx2.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Th1_peaks.Runx2.sig.bed	6	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130552	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106913	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89445		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150048	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114167	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109779
Merged-chr17-44766470-6	chr17	44766275	44766617	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed|MACS2_DKO_Tfh_peaks.Runx2.sig.bed|MACS2_DKO_Th1_peaks.Runx2.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Th1_peaks.Runx2.sig.bed	6	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130568	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106925	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89460		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150059b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114176	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109796
Merged-chr17-44671988-6	chr17	44671857	44672119	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed|MACS2_DKO_Th1_peaks.Runx2.sig.bed	6	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130550b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130550d,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130550e		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89442a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89442b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89442c				
Merged-chr17-44430528-2	chr17	44430402	44430655	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed|MACS2_DKO_Th1_peaks.Runx2.sig.bed	2	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130514		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89412				
Merged-chr17-44890257-4	chr17	44890175	44890349	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed|MACS2_DKO_Th1_peaks.Runx2.sig.bed|MACS2_WT_Th1_peaks.Runx2.sig.bed	4	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130575a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130575b		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89464				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109803
Merged-chr17-44591179-3	chr17	44591098	44591262	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed|MACS2_DKO_Th1_peaks.Runx2.sig.bed|MACS2_WT_Th1_peaks.Runx2.sig.bed	3	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130528		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89426				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109759
Merged-chr17-44620670-3	chr17	44620576	44620762	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed|MACS2_DKO_Th1_peaks.Runx2.sig.bed|MACS2_WT_Th1_peaks.Runx2.sig.bed	3	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130535		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89431				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109766
Merged-chr17-44633843-5	chr17	44633704	44633983	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed|MACS2_DKO_Th1_peaks.Runx2.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Th1_peaks.Runx2.sig.bed	5	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130542		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89435		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150041	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114159	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109770
Merged-chr17-44599690-3	chr17	44599611	44599771	+	0.000000	MACS2_DKO_Tfh_peaks.Runx2.sig.bed|MACS2_DKO_Th1_peaks.Runx2.sig.bed|MACS2_WT_Tfh_peaks.Runx2.sig.bed	3		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106896	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89427c			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114151b	
