"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0031965","GO:0031965","nuclear membrane","4/254","241/21298",0.324250392151366,0.581296845286528,0.536115389330577,"Nucb2/Osbpl6/Gch1/Tmem43",4
"GO:0031594","GO:0031594","neuromuscular junction","2/254","98/21298",0.326545932391852,0.581296845286528,0.536115389330577,"Lama2/Hdac4",2
"GO:0097223","GO:0097223","sperm part","4/254","242/21298",0.326946230979312,0.581296845286528,0.536115389330577,"Grk3/Ccr6/Spag16/Kit",4
"GO:0005834","GO:0005834","heterotrimeric G-protein complex","1/254","33/21298",0.327143521458782,0.581296845286528,0.536115389330577,"Gna13",1
"GO:0030665","GO:0030665","clathrin-coated vesicle membrane","1/254","33/21298",0.327143521458782,0.581296845286528,0.536115389330577,"Synrg",1
"GO:1905360","GO:1905360","GTPase complex","1/254","33/21298",0.327143521458782,0.581296845286528,0.536115389330577,"Gna13",1
"GO:0032838","GO:0032838","plasma membrane bounded cell projection cytoplasm","3/254","169/21298",0.327541875672285,0.581296845286528,0.536115389330577,"Spag16/Mapk1/Htt",3
"GO:0099055","GO:0099055","integral component of postsynaptic membrane","3/254","172/21298",0.337320883334295,0.594396951666262,0.548197286366473,"Adgrl2/Slc1a7/Ntrk3",3
"GO:0043235","GO:0043235","receptor complex","6/254","398/21298",0.338950305591902,0.594396951666262,0.548197286366473,"Gfra2/Igf1r/Ntrk3/Kctd12b/Kit/Alcam",6
"GO:0099240","GO:0099240","intrinsic component of synaptic membrane","4/254","247/21298",0.340444074483772,0.594396951666262,0.548197286366473,"Cntn5/Adgrl2/Slc1a7/Ntrk3",4
"GO:0044447","GO:0044447","axoneme part","1/254","35/21298",0.343121779133805,0.595851261614081,0.549538559676666,"Spag16",1
"GO:0001772","GO:0001772","immunological synapse","1/254","36/21298",0.350968605456526,0.603488520749885,0.556582210761667,"Alcam",1
"GO:0061695","GO:0061695","transferase complex, transferring phosphorus-containing groups","4/254","251/21298",0.351256476473617,0.603488520749885,0.556582210761667,"Igf1r/Cdk14/Sik2/Pfkp",4
"GO:0062023","GO:0062023","collagen-containing extracellular matrix","5/254","331/21298",0.360741286482051,0.616504949913769,0.568586934416153,"Lama2/Hapln1/Bmp7/Mmrn1/Nav2",5
"GO:0098936","GO:0098936","intrinsic component of postsynaptic membrane","3/254","181/21298",0.366589346988503,0.623201889880456,0.574763352896102,"Adgrl2/Slc1a7/Ntrk3",3
"GO:0043679","GO:0043679","axon terminus","3/254","183/21298",0.373068562247516,0.624141659797402,0.575630078939758,"Rapgef4/Rgs10/Kcnk2",3
"GO:0005814","GO:0005814","centriole","2/254","109/21298",0.374052742164975,0.624141659797402,0.575630078939758,"Htt/Mdm1",2
"GO:0097733","GO:0097733","photoreceptor cell cilium","2/254","109/21298",0.374052742164975,0.624141659797402,0.575630078939758,"Rapgef4/Myo3b",2
"GO:0097731","GO:0097731","9+0 non-motile cilium","2/254","110/21298",0.378308483239473,0.624141659797402,0.575630078939758,"Rapgef4/Myo3b",2
"GO:0005667","GO:0005667","transcription factor complex","6/254","417/21298",0.379222808218927,0.624141659797402,0.575630078939758,"Pou2af1/Lmo2/Nrf1/Sox6/Tcf12/Tcf4",6
"GO:0031672","GO:0031672","A band","1/254","40/21298",0.381433205864522,0.624141659797402,0.575630078939758,"Hdac4",1
"GO:0000152","GO:0000152","nuclear ubiquitin ligase complex","1/254","41/21298",0.388824115908289,0.624141659797402,0.575630078939758,"Phc1",1
"GO:0005771","GO:0005771","multivesicular body","1/254","41/21298",0.388824115908289,0.624141659797402,0.575630078939758,"Nsg2",1
"GO:0099522","GO:0099522","region of cytosol","1/254","41/21298",0.388824115908289,0.624141659797402,0.575630078939758,"Htt",1
"GO:1990391","GO:1990391","DNA repair complex","1/254","41/21298",0.388824115908289,0.624141659797402,0.575630078939758,"Slx4",1
"GO:0019867","GO:0019867","outer membrane","3/254","190/21298",0.395637058231401,0.624141659797402,0.575630078939758,"Nucb2/Fundc1/Mtx2",3
"GO:0031968","GO:0031968","organelle outer membrane","3/254","190/21298",0.395637058231401,0.624141659797402,0.575630078939758,"Nucb2/Fundc1/Mtx2",3
"GO:0005637","GO:0005637","nuclear inner membrane","1/254","42/21298",0.396127059623738,0.624141659797402,0.575630078939758,"Tmem43",1
"GO:0009925","GO:0009925","basal plasma membrane","1/254","42/21298",0.396127059623738,0.624141659797402,0.575630078939758,"Aqp4",1
"GO:0044295","GO:0044295","axonal growth cone","1/254","42/21298",0.396127059623738,0.624141659797402,0.575630078939758,"Kif5b",1
"GO:0098791","GO:0098791","Golgi subcompartment","6/254","426/21298",0.398357282180413,0.624608748273171,0.576060862836263,"Xylt1/Nucb2/Arfip1/Chst2/Nsg2/Snx9",6
"GO:0000307","GO:0000307","cyclin-dependent protein kinase holoenzyme complex","1/254","43/21298",0.403343079893571,0.629300952628763,0.580388364327652,"Cdk14",1
"GO:0031225","GO:0031225","anchored component of membrane","3/254","193/21298",0.405246433890968,0.629300952628763,0.580388364327652,"Nt5e/Cntn5/Gfra2",3
"GO:0030863","GO:0030863","cortical cytoskeleton","2/254","119/21298",0.416032229868785,0.642958900706304,0.592984744663139,"Tmod1/Actr2",2
"GO:0034399","GO:0034399","nuclear periphery","2/254","120/21298",0.420154362947955,0.646098643942223,0.595880450499101,"Jak2/Scaf8",2
"GO:0005801","GO:0005801","cis-Golgi network","1/254","46/21298",0.424479844993056,0.646098643942223,0.595880450499101,"Ctgf",1
"GO:0031514","GO:0031514","motile cilium","3/254","200/21298",0.427487669554238,0.646098643942223,0.595880450499101,"Grk3/Ccr6/Spag16",3
"GO:0035861","GO:0035861","site of double-strand break","1/254","47/21298",0.431358356162441,0.646098643942223,0.595880450499101,"Actr2",1
"GO:0005798","GO:0005798","Golgi-associated vesicle","2/254","123/21298",0.432430903363865,0.646098643942223,0.595880450499101,"Synrg/Vti1a",2
"GO:0044441","GO:0044441","ciliary part","6/254","443/21298",0.434396953240962,0.646098643942223,0.595880450499101,"Grk3/Ccr6/Spag16/Rapgef4/Kif5b/Myo3b",6
"GO:0098858","GO:0098858","actin-based cell projection","3/254","203/21298",0.436931903868671,0.646098643942223,0.595880450499101,"Abi1/Exoc4/Myo3b",3
"GO:0031201","GO:0031201","SNARE complex","1/254","48/21298",0.438154976440769,0.646098643942223,0.595880450499101,"Vti1a",1
"GO:0031519","GO:0031519","PcG protein complex","1/254","48/21298",0.438154976440769,0.646098643942223,0.595880450499101,"Phc1",1
"GO:0032420","GO:0032420","stereocilium","1/254","48/21298",0.438154976440769,0.646098643942223,0.595880450499101,"Myo3b",1
"GO:0044798","GO:0044798","nuclear transcription factor complex","3/254","204/21298",0.440067187824424,0.646098643942223,0.595880450499101,"Pou2af1/Tcf12/Tcf4",3
"GO:0098686","GO:0098686","hippocampal mossy fiber to CA3 synapse","1/254","49/21298",0.444870676957665,0.650195604784279,0.599658973941506,"Rapgef4",1
"GO:0098889","GO:0098889","intrinsic component of presynaptic membrane","2/254","128/21298",0.452579176622736,0.658482315536683,0.607301597838949,"Cntn5/Slc1a7",2
"GO:0030118","GO:0030118","clathrin coat","1/254","51/21298",0.458063146004163,0.663472628517241,0.611904037381063,"Synrg",1
"GO:0001650","GO:0001650","fibrillar center","2/254","131/21298",0.464471904090996,0.666875561741657,0.615042476691833,"Fhit/Dusp11",2
"GO:0008023","GO:0008023","transcription elongation factor complex","1/254","52/21298",0.464541799974838,0.666875561741657,0.615042476691833,"Ercc6",1
"GO:0030134","GO:0030134","COPII-coated ER to Golgi transport vesicle","1/254","53/21298",0.470943305331442,0.670108756044298,0.61802437008485,"Vti1a",1
"GO:0031312","GO:0031312","extrinsic component of organelle membrane","1/254","53/21298",0.470943305331442,0.670108756044298,0.61802437008485,"Wdr91",1
"GO:0030120","GO:0030120","vesicle coat","1/254","54/21298",0.477268577181092,0.673177949473767,0.620855009617324,"Synrg",1
"GO:0099738","GO:0099738","cell cortex region","1/254","54/21298",0.477268577181092,0.673177949473767,0.620855009617324,"Epb41l2",1
"GO:0031253","GO:0031253","cell projection membrane","4/254","302/21298",0.486801424070256,0.681772287388416,0.628781350271865,"Epb41l5/Gna13/Psd3/Aqp4",4
"GO:0043204","GO:0043204","perikaryon","2/254","137/21298",0.487794599922949,0.681772287388416,0.628781350271865,"Naip1/Mapk1",2
"GO:0045171","GO:0045171","intercellular bridge","1/254","56/21298",0.489694026854837,0.681772287388416,0.628781350271865,"Dusp11",1
"GO:0005871","GO:0005871","kinesin complex","1/254","57/21298",0.495795981340238,0.684367957149131,0.63117527089198,"Kif5b",1
"GO:0090734","GO:0090734","site of DNA damage","1/254","57/21298",0.495795981340238,0.684367957149131,0.63117527089198,"Actr2",1
"GO:0030658","GO:0030658","transport vesicle membrane","2/254","140/21298",0.499216884039388,0.685616956301583,0.632327191244413,"Synrg/Vti1a",2
"GO:0032421","GO:0032421","stereocilium bundle","1/254","58/21298",0.501825255891322,0.685616956301583,0.632327191244413,"Myo3b",1
"GO:0031012","GO:0031012","extracellular matrix","6/254","476/21298",0.503068788369892,0.685616956301583,0.632327191244413,"Lama2/Hapln1/Bmp7/Ctgf/Mmrn1/Nav2",6
"GO:0097525","GO:0097525","spliceosomal snRNP complex","1/254","59/21298",0.507782712812396,0.689133681673965,0.63557057817739,"Rbm31y",1
"GO:0099699","GO:0099699","integral component of synaptic membrane","3/254","229/21298",0.515968227684749,0.697312709381481,0.643113888724,"Adgrl2/Slc1a7/Ntrk3",3
"GO:0019005","GO:0019005","SCF ubiquitin ligase complex","1/254","61/21298",0.519485572148637,0.699140999183374,0.644800074202036,"Usp47",1
"GO:0030532","GO:0030532","small nuclear ribonucleoprotein complex","1/254","64/21298",0.536522206953904,0.717571378007937,0.661797946802171,"Rbm31y",1
"GO:0031256","GO:0031256","leading edge membrane","2/254","151/21298",0.53967822108849,0.717571378007937,0.661797946802171,"Epb41l5/Psd3",2
"GO:0005635","GO:0005635","nuclear envelope","5/254","409/21298",0.540261683485503,0.717571378007937,0.661797946802171,"Nucb2/Osbpl6/Gch1/Tmem43/Nup210",5
"GO:0045178","GO:0045178","basal part of cell","1/254","65/21298",0.542066304129835,0.717571378007937,0.661797946802171,"Aqp4",1
"GO:0000502","GO:0000502","proteasome complex","1/254","67/21298",0.552957101891585,0.729000587391764,0.672338817767212,"Psmb7",1
"GO:0005793","GO:0005793","endoplasmic reticulum-Golgi intermediate compartment","1/254","68/21298",0.558305361329178,0.730091626353541,0.673345055427903,"Nucb2",1
"GO:1905369","GO:1905369","endopeptidase complex","1/254","68/21298",0.558305361329178,0.730091626353541,0.673345055427903,"Psmb7",1
"GO:0044450","GO:0044450","microtubule organizing center part","2/254","157/21298",0.560780415096616,0.730371266436318,0.673602960408923,"Htt/Mdm1",2
"GO:0032592","GO:0032592","integral component of mitochondrial membrane","1/254","70/21298",0.568811429580176,0.734109398549632,0.677050545183464,"Fundc1",1
"GO:0005643","GO:0005643","nuclear pore","1/254","71/21298",0.573970742604796,0.734109398549632,0.677050545183464,"Nup210",1
"GO:0005874","GO:0005874","microtubule","5/254","425/21298",0.574416766976935,0.734109398549632,0.677050545183464,"Sntb2/Kif5b/Macf1/Srprb/Mdm1",5
"GO:0016605","GO:0016605","PML body","1/254","72/21298",0.579068562898685,0.734109398549632,0.677050545183464,"Topbp1",1
"GO:0098573","GO:0098573","intrinsic component of mitochondrial membrane","1/254","72/21298",0.579068562898685,0.734109398549632,0.677050545183464,"Fundc1",1
"GO:0000932","GO:0000932","P-body","1/254","73/21298",0.584105620517819,0.734109398549632,0.677050545183464,"Tnrc6c",1
"GO:0005881","GO:0005881","cytoplasmic microtubule","1/254","73/21298",0.584105620517819,0.734109398549632,0.677050545183464,"Srprb",1
"GO:0046658","GO:0046658","anchored component of plasma membrane","1/254","73/21298",0.584105620517819,0.734109398549632,0.677050545183464,"Cntn5",1
"GO:0060076","GO:0060076","excitatory synapse","1/254","73/21298",0.584105620517819,0.734109398549632,0.677050545183464,"Rapgef4",1
"GO:0005758","GO:0005758","mitochondrial intermembrane space","1/254","74/21298",0.589082636884767,0.737494929123177,0.680172934469151,"Nln",1
"GO:0120114","GO:0120114","Sm-like protein family complex","1/254","75/21298",0.594000324890386,0.740780327952103,0.6832029747774,"Rbm31y",1
"GO:0031526","GO:0031526","brush border membrane","1/254","77/21298",0.603660525324331,0.749932114152919,0.691643435897918,"Gna13",1
"GO:0000784","GO:0000784","nuclear chromosome, telomeric region","1/254","78/21298",0.608404421774433,0.752608701023663,0.694111984323599,"Slx4",1
"GO:0005741","GO:0005741","mitochondrial outer membrane","2/254","172/21298",0.610475169251392,0.752608701023663,0.694111984323599,"Fundc1/Mtx2",2
"GO:0008076","GO:0008076","voltage-gated potassium channel complex","1/254","80/21298",0.617723206023224,0.758648652264263,0.699682478705512,"Kcnk2",1
"GO:1902554","GO:1902554","serine/threonine protein kinase complex","1/254","83/21298",0.631288817883144,0.772372303697937,0.712339455585844,"Cdk14",1
"GO:0017053","GO:0017053","transcriptional repressor complex","1/254","84/21298",0.6357032718194,0.774838327538363,0.714613807050209,"Hdac4",1
"GO:0030864","GO:0030864","cortical actin cytoskeleton","1/254","85/21298",0.640065078595957,0.775642426127747,0.715355406857267,"Actr2",1
"GO:0098802","GO:0098802","plasma membrane receptor complex","2/254","182/21298",0.641165720669066,0.775642426127747,0.715355406857267,"Igf1r/Alcam",2
"GO:0044452","GO:0044452","nucleolar part","2/254","183/21298",0.644128120209636,0.776318592640718,0.715979018143468,"Fhit/Dusp11",2
"GO:0031970","GO:0031970","organelle envelope lumen","1/254","87/21298",0.648633244958782,0.778842149151252,0.718306430535455,"Nln",1
"GO:0005911","GO:0005911","cell-cell junction","5/254","466/21298",0.655444897744508,0.78410630359806,0.723161427141114,"Tmem65/Cxcr4/Aqp4/Vcl/Kit",5
"GO:0034705","GO:0034705","potassium channel complex","1/254","91/21298",0.665164839368796,0.792797945077938,0.731177508414719,"Kcnk2",1
"GO:0005902","GO:0005902","microvillus","1/254","92/21298",0.669175219469722,0.794645573120294,0.732881529063201,"Exoc4",1
"GO:1905368","GO:1905368","peptidase complex","1/254","93/21298",0.67313775338723,0.796423056205404,0.734520856790384,"Psmb7",1
"GO:0036464","GO:0036464","cytoplasmic ribonucleoprotein granule","2/254","197/21298",0.68359706727278,0.805846177843459,0.743211563727225,"Tnrc6c/Htt",2
"GO:0042734","GO:0042734","presynaptic membrane","2/254","200/21298",0.691575229534776,0.812286542326301,0.749151349122839,"Cntn5/Slc1a7",2
"GO:0098982","GO:0098982","GABA-ergic synapse","1/254","100/21298",0.699582722215245,0.818714562592479,0.755079749759399,"Cntn5",1
"GO:0030117","GO:0030117","membrane coat","1/254","102/21298",0.70673911505633,0.821139331522282,0.75731605286233,"Synrg",1
"GO:0048475","GO:0048475","coated membrane","1/254","102/21298",0.70673911505633,0.821139331522282,0.75731605286233,"Synrg",1
"GO:0035770","GO:0035770","ribonucleoprotein granule","2/254","210/21298",0.716980873213901,0.829199180073876,0.764749447485439,"Tnrc6c/Htt",2
"GO:0005604","GO:0005604","basement membrane","1/254","106/21298",0.720546452447437,0.829199180073876,0.764749447485439,"Lama2",1
"GO:0005913","GO:0005913","cell-cell adherens junction","1/254","107/21298",0.723895886246906,0.829199180073876,0.764749447485439,"Vcl",1
"GO:0030133","GO:0030133","transport vesicle","3/254","313/21298",0.723944794987099,0.829199180073876,0.764749447485439,"Exoc4/Synrg/Vti1a",3
"GO:0031301","GO:0031301","integral component of organelle membrane","2/254","216/21298",0.731367304765495,0.834740775403727,0.769860320805784,"Fundc1/Tmem43",2
"GO:0000781","GO:0000781","chromosome, telomeric region","1/254","111/21298",0.736898459065628,0.83676911750631,0.771731009464839,"Slx4",1
"GO:0008021","GO:0008021","synaptic vesicle","2/254","219/21298",0.738325691917333,0.83676911750631,0.771731009464839,"Exoc4/Vti1a",2
"GO:0044455","GO:0044455","mitochondrial membrane part","2/254","222/21298",0.745130280896634,0.840802738572562,0.775451116232802,"Fundc1/Mtx2",2
"GO:0034703","GO:0034703","cation channel complex","2/254","223/21298",0.747364666299024,0.840802738572562,0.775451116232802,"Scn3a/Kcnk2",2
"GO:0035068","GO:0035068","micro-ribonucleoprotein complex","1/254","116/21298",0.752297187143872,0.840802738572562,0.775451116232802,"Tnrc6c",1
"GO:0099056","GO:0099056","integral component of presynaptic membrane","1/254","116/21298",0.752297187143872,0.840802738572562,0.775451116232802,"Slc1a7",1
"GO:0005930","GO:0005930","axoneme","1/254","118/21298",0.758202272220458,0.844480461817958,0.778842987435171,"Spag16",1
"GO:0097014","GO:0097014","ciliary plasm","1/254","119/21298",0.761102018342082,0.844797085651177,0.779135001594535,"Spag16",1
"GO:0005882","GO:0005882","intermediate filament","1/254","125/21298",0.777787316463969,0.860360627458432,0.793488862866991,"Macf1",1
"GO:0070382","GO:0070382","exocytic vesicle","2/254","240/21298",0.782849845378236,0.863005119649045,0.795927811180316,"Exoc4/Vti1a",2
"GO:0001669","GO:0001669","acrosomal vesicle","1/254","129/21298",0.788260716439052,0.863493318207616,0.796378064372675,"Kit",1
"GO:0031300","GO:0031300","intrinsic component of organelle membrane","2/254","243/21298",0.788639408270113,0.863493318207616,0.796378064372675,"Fundc1/Tmem43",2
"GO:0030176","GO:0030176","integral component of endoplasmic reticulum membrane","1/254","134/21298",0.800663615259252,0.873697120705197,0.80578877353616,"Mboat4",1
"GO:0055037","GO:0055037","recycling endosome","1/254","137/21298",0.807755169913277,0.87842340148627,0.810147702853558,"Slc9a9",1
"GO:0000794","GO:0000794","condensed nuclear chromosome","1/254","139/21298",0.812342691036738,0.87842340148627,0.810147702853558,"Topbp1",1
"GO:0031227","GO:0031227","intrinsic component of endoplasmic reticulum membrane","1/254","142/21298",0.819020311686474,0.87842340148627,0.810147702853558,"Mboat4",1
"GO:0005759","GO:0005759","mitochondrial matrix","2/254","261/21298",0.820604716676493,0.87842340148627,0.810147702853558,"Suclg1/Abat",2
"GO:0005777","GO:0005777","peroxisome","1/254","145/21298",0.825461217316456,0.87842340148627,0.810147702853558,"Isoc1",1
"GO:0042579","GO:0042579","microbody","1/254","145/21298",0.825461217316456,0.87842340148627,0.810147702853558,"Isoc1",1
"GO:0019866","GO:0019866","organelle inner membrane","4/254","481/21298",0.828493709581818,0.87842340148627,0.810147702853558,"Tmem65/Suclg1/Tmem43/Slc1a3",4
"GO:0005875","GO:0005875","microtubule associated complex","1/254","147/21298",0.82962778633408,0.87842340148627,0.810147702853558,"Kif5b",1
"GO:0005789","GO:0005789","endoplasmic reticulum membrane","4/254","482/21298",0.82970063475084,0.87842340148627,0.810147702853558,"Mboat4/Rnf139/Nup210/Vti1a",4
"GO:0044445","GO:0044445","cytosolic part","2/254","269/21298",0.833372912503986,0.87842340148627,0.810147702853558,"Pfkp/Htt",2
"GO:0098798","GO:0098798","mitochondrial protein complex","2/254","270/21298",0.834910167976114,0.87842340148627,0.810147702853558,"Suclg1/Mtx2",2
"GO:0030141","GO:0030141","secretory granule","3/254","383/21298",0.838059424883896,0.878874007264605,0.810563285174786,"Myo5c/Kit/Dennd4c",3
"GO:0098827","GO:0098827","endoplasmic reticulum subcompartment","4/254","495/21298",0.84476032288557,0.883034253372295,0.814400175018281,"Mboat4/Rnf139/Nup210/Vti1a",4
"GO:0044437","GO:0044437","vacuolar part","1/254","166/21298",0.864585934914693,0.897946163914617,0.828153053243724,"Nsg2",1
"GO:0045111","GO:0045111","intermediate filament cytoskeleton","1/254","166/21298",0.864585934914693,0.897946163914617,0.828153053243724,"Macf1",1
"GO:0034702","GO:0034702","ion channel complex","2/254","296/21298",0.87063781277191,0.90133337668374,0.831276993975879,"Scn3a/Kcnk2",2
"GO:0005764","GO:0005764","lysosome","3/254","422/21298",0.882057411119182,0.908341198581042,0.837740131003536,"Cxcr4/Glb1/Nsg2",3
"GO:0000323","GO:0000323","lytic vacuole","3/254","423/21298",0.883031381902313,0.908341198581042,0.837740131003536,"Cxcr4/Glb1/Nsg2",3
"GO:1902495","GO:1902495","transmembrane transporter complex","2/254","311/21298",0.887881392690101,0.908368683444197,0.837765479598201,"Scn3a/Kcnk2",2
"GO:0016324","GO:0016324","apical plasma membrane","2/254","314/21298",0.891064883263241,0.908368683444197,0.837765479598201,"Rapgef4/Kcnk2",2
"GO:0005681","GO:0005681","spliceosomal complex","1/254","187/21298",0.894967101247879,0.908368683444197,0.837765479598201,"Scaf8",1
"GO:0005743","GO:0005743","mitochondrial inner membrane","3/254","438/21298",0.896806993884496,0.908368683444197,0.837765479598201,"Tmem65/Suclg1/Slc1a3",3
"GO:1990351","GO:1990351","transporter complex","2/254","322/21298",0.899149696144281,0.908368683444197,0.837765479598201,"Scn3a/Kcnk2",2
"GO:0000793","GO:0000793","condensed chromosome","1/254","191/21298",0.899931822607254,0.908368683444197,0.837765479598201,"Topbp1",1
"GO:0043209","GO:0043209","myelin sheath","1/254","220/21298",0.929577229985723,0.935368988428001,0.862667178507819,"Exoc4",1
"GO:0045177","GO:0045177","apical part of cell","2/254","415/21298",0.959985613489992,0.962966935271017,0.888120067400025,"Rapgef4/Kcnk2",2
"GO:0098687","GO:0098687","chromosomal region","1/254","302/21298",0.973990847093485,0.973990847093485,0.898287142667285,"Slx4",1
