#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval-0.05_up.bed
NR4980--MA0511.2.RUNX2	chr17	45703419	45703427	+	0.000	0.000	Merged-chr17-45703436-19
NR885--MA0002.2.RUNX1	chr1	192510749	192510759	-	0.000	0.000	Merged-chr1-192510804-31
NR35--MA0511.2.RUNX2	chr1	20740683	20740691	-	0.000	0.000	Merged-chr1-20740658-39
NR6290--MA0002.2.RUNX1	chr2	102379148	102379158	-	0.000	0.000	Merged-chr2-102379112-1
NR10361--MA0002.2.RUNX1	chr8	78975204	78975214	+	0.000	0.000	Merged-chr8-78975191-34
NR4785--MA0002.2.RUNX1	chr17	8225307	8225317	+	0.000	0.000	Merged-chr17-8225447-9
NR1093--MA0511.2.RUNX2	chr10	44786537	44786545	-	0.000	0.000	Merged-chr10-44786456-11
NR2790--MA0511.2.RUNX2	chr12	119148036	119148044	+	0.000	0.000	Merged-chr12-119148040-28
NR3216--MA0002.2.RUNX1	chr13	99781336	99781346	+	0.000	0.000	Merged-chr13-99781144-21
NR9732--MA0684.1.RUNX3	chr7	84740071	84740080	-	0.000	0.000	Merged-chr7-84740151-41
NR1265--MA0002.2.RUNX1	chr10	84897547	84897557	-	0.000	0.000	Merged-chr10-84897526-62
NR3772--MA0511.2.RUNX2	chr14	123163086	123163094	+	0.000	0.000	Merged-chr14-123163033-38
NR9379--MA0002.2.RUNX1	chr6	146081159	146081169	+	0.000	0.000	Merged-chr6-146081045-99
NR9606--MA0511.2.RUNX2	chr7	58392983	58392991	-	0.000	0.000	Merged-chr7-58392737-68
NR7655--MA0511.2.RUNX2	chr4	97927130	97927138	-	0.000	0.000	Merged-chr4-97927118-18
NR4403--MA0002.2.RUNX1	chr16	35485017	35485027	-	0.000	0.000	Merged-chr16-35485007-20
NR1919--MA0511.2.RUNX2	chr11	83828988	83828996	+	0.000	0.000	Merged-chr11-83828814-21
NR9868--MA0002.2.RUNX1	chr7	112238966	112238976	+	0.000	0.000	Merged-chr7-112238810-51
NR7254--MA0511.2.RUNX2	chr3	142892308	142892316	+	0.000	0.000	Merged-chr3-142892335-19
NR768--MA0002.2.RUNX1	chr1	179578841	179578851	-	0.000	0.000	Merged-chr1-179578897-31
NR10757--MA0511.2.RUNX2	chr9	42022493	42022501	+	0.000	0.000	Merged-chr9-42022537-24
NR830--MA0002.2.RUNX1	chr1	184793640	184793650	+	0.000	0.000	Merged-chr1-184793551-66
NR9358--MA0002.2.RUNX1	chr6	144910469	144910479	+	0.000	0.000	Merged-chr6-144910390-40
NR2670--MA0002.2.RUNX1	chr12	110703297	110703307	-	0.000	0.000	Merged-chr12-110703335-47
NR7012--MA0002.2.RUNX1	chr3	103091903	103091913	+	0.000	0.000	Merged-chr3-103091976-34
NR3162--MA0684.1.RUNX3	chr13	94144820	94144829	-	0.000	0.000	Merged-chr13-94144726-31
NR1482--MA0684.1.RUNX3	chr10	121382803	121382812	-	0.000	0.000	Merged-chr10-121382753-17
NR6810--MA0684.1.RUNX3	chr3	37484115	37484124	+	0.000	0.000	Merged-chr3-37484009-38
NR2801--MA0511.2.RUNX2	chr13	5757410	5757418	+	0.000	0.000	Merged-chr13-5757363-53
NR4363--MA0002.2.RUNX1	chr16	25587927	25587937	+	0.000	0.000	Merged-chr16-25587871-42
NR8994--MA0684.1.RUNX3	chr6	82956789	82956798	+	0.000	0.000	Merged-chr6-82956843-32
NR4763--MA0684.1.RUNX3	chr17	5748187	5748196	+	0.000	0.000	Merged-chr17-5748141-46
NR5060--MA0684.1.RUNX3	chr17	62857484	62857493	+	0.000	0.000	Merged-chr17-62857583-41
NR10309--MA0684.1.RUNX3	chr8	68218506	68218515	-	0.000	0.000	Merged-chr8-68218689-19
NR10051--MA0511.2.RUNX2	chr7	137476760	137476768	-	0.000	0.000	Merged-chr7-137476773-22
NR5358--MA0002.2.RUNX1	chr18	56413120	56413130	+	0.000	0.000	Merged-chr18-56413005-50
NR8940--MA0002.2.RUNX1	chr6	67475748	67475758	-	0.000	0.000	Merged-chr6-67475756-29
NR8050--MA0002.2.RUNX1	chr5	8374513	8374523	+	0.000	0.000	Merged-chr5-8374526-17
NR7024--MA0684.1.RUNX3	chr3	105133255	105133264	-	0.000	0.000	Merged-chr3-105133189-20
NR5467--MA0002.2.RUNX1	chr18	69209060	69209070	+	0.000	0.000	Merged-chr18-69209051-20
NR346--MA0002.2.RUNX1	chr1	89090406	89090416	-	0.000	0.000	Merged-chr1-89090487-27
NR2791--MA0684.1.RUNX3	chr12	119148036	119148045	+	0.000	0.000	Merged-chr12-119148040-28
NR455--MA0002.2.RUNX1	chr1	128570146	128570156	-	0.000	0.000	Merged-chr1-128570257-50
NR6753--MA0511.2.RUNX2	chr3	10151851	10151859	-	0.000	0.000	Merged-chr3-10151750-17
NR4103--MA0002.2.RUNX1	chr15	85233150	85233160	-	0.000	0.000	Merged-chr15-85233310-62
NR8734--MA0684.1.RUNX3	chr6	5997677	5997686	+	0.000	0.000	Merged-chr6-5997718-16
NR293--MA0002.2.RUNX1	chr1	80418894	80418904	+	0.000	0.000	Merged-chr1-80418874-24
NR4626--MA0002.2.RUNX1	chr16	89872228	89872238	-	0.000	0.000	Merged-chr16-89872318-26
NR468--MA0002.2.RUNX1	chr1	130838436	130838446	+	0.000	0.000	Merged-chr1-130838519-27
NR1087--MA0002.2.RUNX1	chr10	44341912	44341922	+	0.000	0.000	Merged-chr10-44341926-8
NR8204--MA0002.2.RUNX1	chr5	63943498	63943508	-	0.000	0.000	Merged-chr5-63943362-36
NR1196--MA0002.2.RUNX1	chr10	75839305	75839315	-	0.000	0.000	Merged-chr10-75839326-47
NR4625--MA0684.1.RUNX3	chr16	89817051	89817060	+	0.000	0.000	Merged-chr16-89817047-30
NR4682--MA0002.2.RUNX1	chr16	92821940	92821950	+	0.000	0.000	Merged-chr16-92822005-45
NR9375--MA0511.2.RUNX2	chr6	145284506	145284514	-	0.000	0.000	Merged-chr6-145284477-26
NR10248--MA0684.1.RUNX3	chr8	40422522	40422531	-	0.000	0.000	Merged-chr8-40422446-17
NR4463--MA0684.1.RUNX3	chr16	48594584	48594593	+	0.000	0.000	Merged-chr16-48594719-53
NR2558--MA0002.2.RUNX1	chr12	98601152	98601162	+	0.000	0.000	Merged-chr12-98601119-23
NR5776--MA0511.2.RUNX2	chr19	33429584	33429592	+	0.000	0.000	Merged-chr19-33429713-40
NR10688--MA0511.2.RUNX2	chr9	14200216	14200224	+	0.000	0.000	Merged-chr9-14200294-59
NR8783--MA0002.2.RUNX1	chr6	30657537	30657547	-	0.000	0.000	Merged-chr6-30657423-39
NR3526--MA0684.1.RUNX3	chr14	65330857	65330866	-	0.000	0.000	Merged-chr14-65330788-23
NR7294--MA0511.2.RUNX2	chr3	148510625	148510633	+	0.000	0.000	Merged-chr3-148510691-67
NR764--MA0511.2.RUNX2	chr1	179493151	179493159	+	0.000	0.000	Merged-chr1-179493163-27
NR2633--MA0002.2.RUNX1	chr12	107051466	107051476	-	0.000	0.000	Merged-chr12-107051429-24
NR8481--MA0511.2.RUNX2	chr5	115693470	115693478	+	0.000	0.000	Merged-chr5-115693567-32
NR8782--MA0684.1.RUNX3	chr6	30592266	30592275	-	0.000	0.000	Merged-chr6-30592201-27
NR678--MA0002.2.RUNX1	chr1	165985849	165985859	-	0.000	0.000	Merged-chr1-165985990-54
NR3204--MA0511.2.RUNX2	chr13	99503596	99503604	-	0.000	0.000	Merged-chr13-99503494-98
NR7021--MA0511.2.RUNX2	chr3	105133256	105133264	-	0.000	0.000	Merged-chr3-105133189-20
NR2917--MA0002.2.RUNX1	chr13	31504512	31504522	+	0.000	0.000	Merged-chr13-31504522-16
NR644--MA0002.2.RUNX1	chr1	163374768	163374778	+	0.000	0.000	Merged-chr1-163374764-34
NR1729--MA0684.1.RUNX3	chr11	54105211	54105220	-	0.000	0.000	Merged-chr11-54105258-8
NR9777--MA0684.1.RUNX3	chr7	99003412	99003421	+	0.000	0.000	Merged-chr7-99003498-20
NR7064--MA0684.1.RUNX3	chr3	109444248	109444257	-	0.000	0.000	Merged-chr3-109444108-35
NR2102--MA0002.2.RUNX1	chr11	107668371	107668381	+	0.000	0.000	Merged-chr11-107668374-46
NR10424--MA0684.1.RUNX3	chr8	94240484	94240493	+	0.000	0.000	Merged-chr8-94240399-13
NR9376--MA0684.1.RUNX3	chr6	145284505	145284514	-	0.000	0.000	Merged-chr6-145284477-26
NR352--MA0002.2.RUNX1	chr1	90677917	90677927	-	0.000	0.000	Merged-chr1-90677857-31
NR2611--MA0684.1.RUNX3	chr12	104235932	104235941	-	0.000	0.000	Merged-chr12-104236095-61
NR2529--MA0002.2.RUNX1	chr12	90810730	90810740	+	0.000	0.000	Merged-chr12-90810823-15
NR10308--MA0002.2.RUNX1	chr8	68218505	68218515	+	0.000	0.000	Merged-chr8-68218689-19
NR3812--MA0002.2.RUNX1	chr15	9575028	9575038	+	0.000	0.000	Merged-chr15-9575046-48
NR8340--MA0002.2.RUNX1	chr5	99499892	99499902	+	0.000	0.000	Merged-chr5-99499835-48
NR4718--MA0684.1.RUNX3	chr16	95263159	95263168	+	0.000	0.000	Merged-chr16-95263048-64
NR10768--MA0511.2.RUNX2	chr9	42158806	42158814	+	0.000	0.000	Merged-chr9-42158908-46
NR3650--MA0002.2.RUNX1	chr14	78474145	78474155	-	0.000	0.000	Merged-chr14-78474159-29
NR8373--MA0684.1.RUNX3	chr5	105313659	105313668	+	0.000	0.000	Merged-chr5-105313637-29
NR8101--MA0002.2.RUNX1	chr5	22740148	22740158	-	0.000	0.000	Merged-chr5-22740212-9
NR1731--MA0002.2.RUNX1	chr11	54188039	54188049	+	0.000	0.000	Merged-chr11-54188081-11
NR7406--MA0511.2.RUNX2	chr4	11492629	11492637	-	0.000	0.000	Merged-chr4-11492586-1
NR10016--MA0002.2.RUNX1	chr7	132672698	132672708	-	0.000	0.000	Merged-chr7-132672749-42
NR2908--MA0684.1.RUNX3	chr13	30682002	30682011	-	0.000	0.000	Merged-chr13-30682181-38
NR8733--MA0002.2.RUNX1	chr6	5997677	5997687	-	0.000	0.000	Merged-chr6-5997718-16
NR2445--MA0511.2.RUNX2	chr12	77788442	77788450	-	0.000	0.000	Merged-chr12-77788504-44
NR857--MA0511.2.RUNX2	chr1	191119059	191119067	-	0.000	0.000	Merged-chr1-191119060-9
NR5008--MA0002.2.RUNX1	chr17	48419792	48419802	+	0.000	0.000	Merged-chr17-48419677-1
NR9811--MA0002.2.RUNX1	chr7	104400860	104400870	-	0.000	0.000	Merged-chr7-104400949-29
NR5137--MA0684.1.RUNX3	chr17	79817129	79817138	+	0.000	0.000	Merged-chr17-79817109-13
NR1853--MA0002.2.RUNX1	chr11	75878726	75878736	-	0.000	0.000	Merged-chr11-75878686-10
NR7178--MA0684.1.RUNX3	chr3	133079931	133079940	+	0.000	0.000	Merged-chr3-133079778-18
NR6381--MA0002.2.RUNX1	chr2	124732845	124732855	-	0.000	0.000	Merged-chr2-124732800-44
NR4767--MA0002.2.RUNX1	chr17	6154600	6154610	+	0.000	0.000	Merged-chr17-6154576-19
NR6781--MA0684.1.RUNX3	chr3	21996141	21996150	-	0.000	0.000	Merged-chr3-21996009-51
NR4353--MA0002.2.RUNX1	chr16	24826554	24826564	-	0.000	0.000	Merged-chr16-24826564-20
NR4624--MA0002.2.RUNX1	chr16	89817051	89817061	-	0.000	0.000	Merged-chr16-89817047-30
NR10124--MA0684.1.RUNX3	chr8	3205372	3205381	-	0.000	0.000	Merged-chr8-3205181-19
NR9933--MA0002.2.RUNX1	chr7	121059761	121059771	-	0.000	0.000	Merged-chr7-121059708-48
NR4462--MA0002.2.RUNX1	chr16	48594584	48594594	-	0.000	0.000	Merged-chr16-48594719-53
NR4322--MA0511.2.RUNX2	chr16	22526578	22526586	-	0.000	0.000	Merged-chr16-22526487-34
NR336--MA0002.2.RUNX1	chr1	87637245	87637255	+	0.000	0.000	Merged-chr1-87637275-111
NR9912--MA0002.2.RUNX1	chr7	117559220	117559230	+	0.000	0.000	Merged-chr7-117559166-31
NR8738--MA0002.2.RUNX1	chr6	8712113	8712123	+	0.000	0.000	Merged-chr6-8712206-28
NR4587--MA0511.2.RUNX2	chr16	78573107	78573115	+	0.000	0.000	Merged-chr16-78573118-8
NR10259--MA0684.1.RUNX3	chr8	41334318	41334327	-	0.000	0.000	Merged-chr8-41334366-24
NR2317--MA0002.2.RUNX1	chr12	25784513	25784523	-	0.000	0.000	Merged-chr12-25784585-45
NR8685--MA0002.2.RUNX1	chr5	148709295	148709305	-	0.000	0.000	Merged-chr5-148709171-35
NR5059--MA0511.2.RUNX2	chr17	62857484	62857492	+	0.000	0.000	Merged-chr17-62857583-41
NR1920--MA0002.2.RUNX1	chr11	83828988	83828998	-	0.000	0.000	Merged-chr11-83828814-21
NR7573--MA0002.2.RUNX1	chr4	59895267	59895277	+	0.000	0.000	Merged-chr4-59895245-17
NR6752--MA0684.1.RUNX3	chr3	9968791	9968800	-	0.000	0.000	Merged-chr3-9968684-31
NR6004--MA0002.2.RUNX1	chr2	21222924	21222934	-	0.000	0.000	Merged-chr2-21222970-39
NR11121--MA0002.2.RUNX1	chr9	98616575	98616585	+	0.000	0.000	Merged-chr9-98616546-17
NR3742--MA0684.1.RUNX3	chr14	121325021	121325030	+	0.000	0.000	Merged-chr14-121324999-52
NR8188--MA0002.2.RUNX1	chr5	53605657	53605667	-	0.000	0.000	Merged-chr5-53605625-25
NR9885--MA0002.2.RUNX1	chr7	115501798	115501808	+	0.000	0.000	Merged-chr7-115501823-28
NR4784--MA0511.2.RUNX2	chr17	8225309	8225317	-	0.000	0.000	Merged-chr17-8225447-9
NR6242--MA0684.1.RUNX3	chr2	84582458	84582467	-	0.000	0.000	Merged-chr2-84582461-28
NR9742--MA0002.2.RUNX1	chr7	88459937	88459947	+	0.000	0.000	Merged-chr7-88459917-15
NR5511--MA0002.2.RUNX1	chr18	79297926	79297936	-	0.000	0.000	Merged-chr18-79298014-36
NR8253--MA0511.2.RUNX2	chr5	72941144	72941152	-	0.000	0.000	Merged-chr5-72941102-35
NR6417--MA0684.1.RUNX3	chr2	128544656	128544665	+	0.000	0.000	Merged-chr2-128544786-45
NR6334--MA0511.2.RUNX2	chr2	114873176	114873184	+	0.000	0.000	Merged-chr2-114873203-5
NR3844--MA0002.2.RUNX1	chr15	31440250	31440260	+	0.000	0.000	Merged-chr15-31440136-19
NR8808--MA0511.2.RUNX2	chr6	38581836	38581844	-	0.000	0.000	Merged-chr6-38581914-20
NR10770--MA0684.1.RUNX3	chr9	42158806	42158815	+	0.000	0.000	Merged-chr9-42158908-46
NR767--MA0511.2.RUNX2	chr1	179578841	179578849	+	0.000	0.000	Merged-chr1-179578897-31
NR11004--MA0002.2.RUNX1	chr9	81864010	81864020	+	0.000	0.000	Merged-chr9-81863870-55
NR3682--MA0002.2.RUNX1	chr14	101480705	101480715	-	0.000	0.000	Merged-chr14-101480860-35
NR10750--MA0002.2.RUNX1	chr9	41004623	41004633	+	0.000	0.000	Merged-chr9-41004686-23
NR7770--MA0002.2.RUNX1	chr4	119809360	119809370	-	0.000	0.000	Merged-chr4-119809399-19
NR8612--MA0511.2.RUNX2	chr5	139368218	139368226	+	0.000	0.000	Merged-chr5-139368071-16
NR6185--MA0511.2.RUNX2	chr2	72183929	72183937	-	0.000	0.000	Merged-chr2-72183936-23
NR8037--MA0002.2.RUNX1	chr5	3887153	3887163	-	0.000	0.000	Merged-chr5-3887091-30
NR4362--MA0511.2.RUNX2	chr16	25587929	25587937	-	0.000	0.000	Merged-chr16-25587871-42
NR7706--MA0002.2.RUNX1	chr4	103174377	103174387	-	0.000	0.000	Merged-chr4-103174438-7
NR7914--MA0511.2.RUNX2	chr4	145045906	145045914	+	0.000	0.000	Merged-chr4-145045932-55
NR4123--MA0511.2.RUNX2	chr15	92231534	92231542	-	0.000	0.000	Merged-chr15-92231581-21
NR1091--MA0002.2.RUNX1	chr10	44679955	44679965	+	0.000	0.000	Merged-chr10-44679817-10
NR8006--MA0511.2.RUNX2	chr4	154936711	154936719	+	0.000	0.000	Merged-chr4-154936813-27
NR10904--MA0002.2.RUNX1	chr9	66492528	66492538	+	0.000	0.000	Merged-chr9-66492510-30
NR11016--MA0684.1.RUNX3	chr9	84031079	84031088	+	0.000	0.000	Merged-chr9-84030961-27
NR3422--MA0002.2.RUNX1	chr14	48236301	48236311	+	0.000	0.000	Merged-chr14-48236278-24
NR6008--MA0684.1.RUNX3	chr2	21223169	21223178	-	0.000	0.000	Merged-chr2-21222970-39
NR345--MA0511.2.RUNX2	chr1	89090406	89090414	+	0.000	0.000	Merged-chr1-89090487-27
NR5192--MA0002.2.RUNX1	chr17	86184913	86184923	+	0.000	0.000	Merged-chr17-86185009-23
NR5734--MA0002.2.RUNX1	chr19	29185719	29185729	+	0.000	0.000	Merged-chr19-29185697-46
NR8125--MA0002.2.RUNX1	chr5	31831715	31831725	-	0.000	0.000	Merged-chr5-31831785-25
NR5986--MA0002.2.RUNX1	chr2	17597762	17597772	+	0.000	0.000	Merged-chr2-17597899-18
NR10898--MA0002.2.RUNX1	chr9	66274930	66274940	-	0.000	0.000	Merged-chr9-66274857-15
NR1341--MA0002.2.RUNX1	chr10	95998151	95998161	-	0.000	0.000	Merged-chr10-95998321-17
NR3401--MA0002.2.RUNX1	chr14	32716930	32716940	-	0.000	0.000	Merged-chr14-32716978-71
NR6143--MA0511.2.RUNX2	chr2	60080116	60080124	+	0.000	0.000	Merged-chr2-60080152-7
NR7013--MA0002.2.RUNX1	chr3	103091964	103091974	+	0.000	0.000	Merged-chr3-103091976-34
NR4307--MA0684.1.RUNX3	chr16	17695010	17695019	-	0.000	0.000	Merged-chr16-17695007-34
NR8203--MA0511.2.RUNX2	chr5	63943498	63943506	+	0.000	0.000	Merged-chr5-63943362-36
NR8869--MA0511.2.RUNX2	chr6	50009529	50009537	-	0.000	0.000	Merged-chr6-50009459-48
NR11065--MA0002.2.RUNX1	chr9	89900264	89900274	-	0.000	0.000	Merged-chr9-89900406-12
NR6348--MA0684.1.RUNX3	chr2	117399617	117399626	+	0.000	0.000	Merged-chr2-117399695-40
NR9577--MA0002.2.RUNX1	chr7	48795271	48795281	+	0.000	0.000	Merged-chr7-48795353-37
NR3937--MA0002.2.RUNX1	chr15	58750401	58750411	-	0.000	0.000	Merged-chr15-58750240-28
NR1767--MA0684.1.RUNX3	chr11	58829921	58829930	+	0.000	0.000	Merged-chr11-58829916-12
NR1780--MA0511.2.RUNX2	chr11	61564313	61564321	+	0.000	0.000	Merged-chr11-61564144-31
NR7592--MA0002.2.RUNX1	chr4	63898505	63898515	+	0.000	0.000	Merged-chr4-63898483-4
NR2557--MA0511.2.RUNX2	chr12	98601154	98601162	-	0.000	0.000	Merged-chr12-98601119-23
NR8369--MA0002.2.RUNX1	chr5	105010567	105010577	-	0.000	0.000	Merged-chr5-105010527-49
NR5520--MA0511.2.RUNX2	chr18	79473211	79473219	+	0.000	0.000	Merged-chr18-79473118-20
NR3741--MA0002.2.RUNX1	chr14	121325021	121325031	-	0.000	0.000	Merged-chr14-121324999-52
NR1171--MA0002.2.RUNX1	chr10	70133337	70133347	+	0.000	0.000	Merged-chr10-70133310-29
NR7876--MA0002.2.RUNX1	chr4	135520640	135520650	-	0.000	0.000	Merged-chr4-135520643-13
NR3774--MA0684.1.RUNX3	chr14	123163086	123163095	+	0.000	0.000	Merged-chr14-123163033-38
NR3502--MA0002.2.RUNX1	chr14	61818564	61818574	-	0.000	0.000	Merged-chr14-61818597-46
NR8639--MA0684.1.RUNX3	chr5	143038779	143038788	-	0.000	0.000	Merged-chr5-143038769-30
NR2457--MA0684.1.RUNX3	chr12	80069270	80069279	-	0.000	0.000	Merged-chr12-80069261-23
NR3340--MA0002.2.RUNX1	chr14	7913994	7914004	+	0.000	0.000	Merged-chr14-7914040-29
NR9651--MA0684.1.RUNX3	chr7	67500545	67500554	-	0.000	0.000	Merged-chr7-67500556-27
NR9730--MA0511.2.RUNX2	chr7	84740072	84740080	-	0.000	0.000	Merged-chr7-84740151-41
NR1312--MA0002.2.RUNX1	chr10	93188655	93188665	+	0.000	0.000	Merged-chr10-93188465-33
NR945--MA0002.2.RUNX1	chr10	13438594	13438604	-	0.000	0.000	Merged-chr10-13438536-33
NR3767--MA0002.2.RUNX1	chr14	122908300	122908310	-	0.000	0.000	Merged-chr14-122908322-32
NR5699--MA0002.2.RUNX1	chr19	18715927	18715937	+	0.000	0.000	Merged-chr19-18715934-3
NR1468--MA0002.2.RUNX1	chr10	120895928	120895938	-	0.000	0.000	Merged-chr10-120895921-55
NR5142--MA0002.2.RUNX1	chr17	80579292	80579302	+	0.000	0.000	Merged-chr17-80579337-18
NR2387--MA0511.2.RUNX2	chr12	55466581	55466589	+	0.000	0.000	Merged-chr12-55466597-41
NR10530--MA0002.2.RUNX1	chr8	116689978	116689988	-	0.000	0.000	Merged-chr8-116689955-52
NR10686--MA0002.2.RUNX1	chr9	14172082	14172092	-	0.000	0.000	Merged-chr9-14171965-37
NR3160--MA0511.2.RUNX2	chr13	94144821	94144829	-	0.000	0.000	Merged-chr13-94144726-31
NR1480--MA0511.2.RUNX2	chr10	121382804	121382812	-	0.000	0.000	Merged-chr10-121382753-17
NR2528--MA0511.2.RUNX2	chr12	90810732	90810740	-	0.000	0.000	Merged-chr12-90810823-15
NR10176--MA0002.2.RUNX1	chr8	22544815	22544825	+	0.000	0.000	Merged-chr8-22544867-25
NR3811--MA0511.2.RUNX2	chr15	9575030	9575038	-	0.000	0.000	Merged-chr15-9575046-48
NR10304--MA0002.2.RUNX1	chr8	68112509	68112519	+	0.000	0.000	Merged-chr8-68112424-37
NR3967--MA0511.2.RUNX2	chr15	64163572	64163580	+	0.000	0.000	Merged-chr15-64163684-42
NR10936--MA0002.2.RUNX1	chr9	70040165	70040175	+	0.000	0.000	Merged-chr9-70040199-23
NR9365--MA0002.2.RUNX1	chr6	145002345	145002355	+	0.000	0.000	Merged-chr6-145002461-23
NR10251--MA0002.2.RUNX1	chr8	40584804	40584814	-	0.000	0.000	Merged-chr8-40584789-43
NR10522--MA0002.2.RUNX1	chr8	116590654	116590664	-	0.000	0.000	Merged-chr8-116590566-65
NR10317--MA0002.2.RUNX1	chr8	70174662	70174672	+	0.000	0.000	Merged-chr8-70174484-11
NR5805--MA0684.1.RUNX3	chr19	40267494	40267503	+	0.000	0.000	Merged-chr19-40267576-38
NR10569--MA0002.2.RUNX1	chr8	121650712	121650722	-	0.000	0.000	Merged-chr8-121650674-17
NR1535--MA0002.2.RUNX1	chr10	128991149	128991159	+	0.000	0.000	Merged-chr10-128991197-23
NR3738--MA0002.2.RUNX1	chr14	121291071	121291081	-	0.000	0.000	Merged-chr14-121291161-18
NR9487--MA0002.2.RUNX1	chr7	24457834	24457844	-	0.000	0.000	Merged-chr7-24457903-49
NR5527--MA0002.2.RUNX1	chr18	80600861	80600871	-	0.000	0.000	Merged-chr18-80600681-25
NR1852--MA0511.2.RUNX2	chr11	75878726	75878734	+	0.000	0.000	Merged-chr11-75878686-10
NR8047--MA0684.1.RUNX3	chr5	7829816	7829825	-	0.000	0.000	Merged-chr5-7829791-41
NR9248--MA0002.2.RUNX1	chr6	129304397	129304407	-	0.000	0.000	Merged-chr6-129304354-36
NR2831--MA0002.2.RUNX1	chr13	13729840	13729850	+	0.000	0.000	Merged-chr13-13729900-19
NR9932--MA0511.2.RUNX2	chr7	121059761	121059769	+	0.000	0.000	Merged-chr7-121059708-48
NR3589--MA0002.2.RUNX1	chr14	70272601	70272611	-	0.000	0.000	Merged-chr14-70272572-43
NR10991--MA0684.1.RUNX3	chr9	79756092	79756101	+	0.000	0.000	Merged-chr9-79756214-5
NR1643--MA0684.1.RUNX3	chr11	32138417	32138426	-	0.000	0.000	Merged-chr11-32138495-33
NR1766--MA0002.2.RUNX1	chr11	58829921	58829931	-	0.000	0.000	Merged-chr11-58829916-12
NR4981--MA0002.2.RUNX1	chr17	45703419	45703429	-	0.000	0.000	Merged-chr17-45703436-19
NR36--MA0002.2.RUNX1	chr1	20740681	20740691	+	0.000	0.000	Merged-chr1-20740658-39
NR7296--MA0684.1.RUNX3	chr3	148510625	148510634	+	0.000	0.000	Merged-chr3-148510691-67
NR1779--MA0002.2.RUNX1	chr11	61564198	61564208	-	0.000	0.000	Merged-chr11-61564144-31
NR5867--MA0002.2.RUNX1	chr19	55408646	55408656	-	0.000	0.000	Merged-chr19-55408533-26
NR10656--MA0684.1.RUNX3	chr8	128622960	128622969	-	0.000	0.000	Merged-chr8-128622909-9
NR1094--MA0002.2.RUNX1	chr10	44786535	44786545	+	0.000	0.000	Merged-chr10-44786456-11
NR3524--MA0511.2.RUNX2	chr14	65330858	65330866	-	0.000	0.000	Merged-chr14-65330788-23
NR9607--MA0002.2.RUNX1	chr7	58392981	58392991	+	0.000	0.000	Merged-chr7-58392737-68
NR6531--MA0002.2.RUNX1	chr2	152906976	152906986	+	0.000	0.000	Merged-chr2-152906761-58
NR10430--MA0511.2.RUNX2	chr8	94633720	94633728	-	0.000	0.000	Merged-chr8-94633712-19
NR3206--MA0684.1.RUNX3	chr13	99503595	99503604	-	0.000	0.000	Merged-chr13-99503494-98
NR2661--MA0002.2.RUNX1	chr12	110332811	110332821	-	0.000	0.000	Merged-chr12-110332893-21
NR8780--MA0511.2.RUNX2	chr6	30592267	30592275	-	0.000	0.000	Merged-chr6-30592201-27
NR7255--MA0002.2.RUNX1	chr3	142892308	142892318	-	0.000	0.000	Merged-chr3-142892335-19
NR5575--MA0002.2.RUNX1	chr18	84874255	84874265	+	0.000	0.000	Merged-chr18-84874398-59
NR10758--MA0002.2.RUNX1	chr9	42022493	42022503	-	0.000	0.000	Merged-chr9-42022537-24
NR7572--MA0511.2.RUNX2	chr4	59895269	59895277	-	0.000	0.000	Merged-chr4-59895245-17
NR2802--MA0002.2.RUNX1	chr13	5757410	5757420	-	0.000	0.000	Merged-chr13-5757363-53
NR9775--MA0511.2.RUNX2	chr7	99003412	99003420	+	0.000	0.000	Merged-chr7-99003498-20
NR10853--MA0684.1.RUNX3	chr9	61055563	61055572	-	0.000	0.000	Merged-chr9-61055598-4
NR1313--MA0511.2.RUNX2	chr10	93188700	93188708	-	0.000	0.000	Merged-chr10-93188465-33
NR10291--MA0002.2.RUNX1	chr8	64805444	64805454	+	0.000	0.000	Merged-chr8-64805470-51
NR2021--MA0002.2.RUNX1	chr11	101194812	101194822	-	0.000	0.000	Merged-chr11-101194910-10
NR10422--MA0511.2.RUNX2	chr8	94240484	94240492	+	0.000	0.000	Merged-chr8-94240399-13
NR10052--MA0002.2.RUNX1	chr7	137476758	137476768	+	0.000	0.000	Merged-chr7-137476773-22
NR5458--MA0002.2.RUNX1	chr18	68227788	68227798	+	0.000	0.000	Merged-chr18-68227583-82
NR2530--MA0684.1.RUNX3	chr12	90810731	90810740	-	0.000	0.000	Merged-chr12-90810823-15
NR11130--MA0002.2.RUNX1	chr9	101249834	101249844	+	0.000	0.000	Merged-chr9-101249791-43
NR3093--MA0002.2.RUNX1	chr13	81675840	81675850	-	0.000	0.000	Merged-chr13-81675595-44
NR8421--MA0002.2.RUNX1	chr5	111059192	111059202	-	0.000	0.000	Merged-chr5-111059205-94
