#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval-0.05_up.bed
NR26599--MA0599.1.KLF5	chr17	29155792	29155801	+	0.000	0.000	Merged-chr17-29155963-15
NR48826--MA0599.1.KLF5	chr5	129192020	129192029	+	0.000	0.000	Merged-chr5-129191899-21
NR42505--MA1107.1.KLF9	chr4	71291515	71291527	-	0.000	0.000	Merged-chr4-71291736-94
NR53637--MA0740.1.KLF14	chr6	142507958	142507971	-	0.000	0.000	Merged-chr6-142507875-63
NR34332--MA1107.1.KLF9	chr2	76421442	76421454	-	0.000	0.000	Merged-chr2-76421582-29
NR50294--MA0599.1.KLF5	chr5	149647679	149647688	+	0.000	0.000	Merged-chr5-149647772-15
NR1810--MA0599.1.KLF5	chr1	127322312	127322321	+	0.000	0.000	Merged-chr1-127322582-29
NR60324--MA0740.1.KLF14	chr8	93810528	93810541	+	0.000	0.000	Merged-chr8-93810346-59
NR25249--MA0493.1.Klf1	chr16	93552856	93552866	+	0.000	0.000	Merged-chr16-93552984-42
NR8842--MA0039.3.KLF4	chr11	26657816	26657826	+	0.000	0.000	Merged-chr11-26657743-22
NR45140--MA0599.1.KLF5	chr4	150087365	150087374	-	0.000	0.000	Merged-chr4-150087480-81
NR1813--MA0741.1.KLF16	chr1	127322312	127322322	+	0.000	0.000	Merged-chr1-127322582-29
NR54630--MA1107.1.KLF9	chr7	19819224	19819236	-	0.000	0.000	Merged-chr7-19819165-4
NR49926--MA0740.1.KLF14	chr5	144358275	144358288	-	0.000	0.000	Merged-chr5-144358177-56
NR18721--MA0493.1.Klf1	chr14	31934164	31934174	-	0.000	0.000	Merged-chr14-31934172-18
NR63683--MA0493.1.Klf1	chr9	80313763	80313773	-	0.000	0.000	Merged-chr9-80313733-27
NR19282--MA1107.1.KLF9	chr14	59553387	59553399	-	0.000	0.000	Merged-chr14-59553394-22
NR11454--MA1107.1.KLF9	chr11	102074472	102074484	+	0.000	0.000	Merged-chr11-102074455-23
NR17068--MA0741.1.KLF16	chr13	94144779	94144789	-	0.000	0.000	Merged-chr13-94144726-31
NR54187--MA1107.1.KLF9	chr7	4948748	4948760	-	0.000	0.000	Merged-chr7-4948568-26
NR39956--MA0741.1.KLF16	chr3	121495133	121495143	-	0.000	0.000	Merged-chr3-121495033-1
NR7737--MA0741.1.KLF16	chr10	121382683	121382693	-	0.000	0.000	Merged-chr10-121382753-17
NR47320--MA0599.1.KLF5	chr5	96878936	96878945	+	0.000	0.000	Merged-chr5-96879087-37
NR28550--MA0493.1.Klf1	chr17	84944342	84944352	-	0.000	0.000	Merged-chr17-84944510-25
NR4622--MA1107.1.KLF9	chr10	13446829	13446841	-	0.000	0.000	Merged-chr10-13446841-15
NR29724--MA0039.3.KLF4	chr18	60625569	60625579	-	0.000	0.000	Merged-chr18-60625535-13
NR66526--MA0742.1.Klf12	chrX	113298145	113298159	-	0.000	0.000	Merged-chrX-113298172-75
NR6220--MA0742.1.Klf12	chr10	80662383	80662397	+	0.000	0.000	Merged-chr10-80662335-4
NR21712--MA0740.1.KLF14	chr15	76190076	76190089	+	0.000	0.000	Merged-chr15-76190238-30
NR1577--MA0493.1.Klf1	chr1	105565262	105565272	+	0.000	0.000	Merged-chr1-105565114-33
NR62706--MA0599.1.KLF5	chr9	53706297	53706306	-	0.000	0.000	Merged-chr9-53706205-55
NR5024--MA0741.1.KLF16	chr10	41620111	41620121	-	0.000	0.000	Merged-chr10-41620205-22
NR10467--MA0039.3.KLF4	chr11	82424778	82424788	-	0.000	0.000	Merged-chr11-82424845-7
NR1903--MA0740.1.KLF14	chr1	128713043	128713056	+	0.000	0.000	Merged-chr1-128713010-21
NR9778--MA0741.1.KLF16	chr11	66961666	66961676	+	0.000	0.000	Merged-chr11-66961666-9
NR66071--MA0493.1.Klf1	chrX	57189590	57189600	-	0.000	0.000	Merged-chrX-57189507-26
NR32575--MA0742.1.Klf12	chr2	7254629	7254643	-	0.000	0.000	Merged-chr2-7254714-17
NR4995--MA0599.1.KLF5	chr10	40683314	40683323	-	0.000	0.000	Merged-chr10-40683346-22
NR45117--MA1107.1.KLF9	chr4	149896411	149896423	-	0.000	0.000	Merged-chr4-149896301-4
NR19376--MA0039.3.KLF4	chr14	62878864	62878874	+	0.000	0.000	Merged-chr14-62878901-5
NR59288--MA0493.1.Klf1	chr8	57402507	57402517	-	0.000	0.000	Merged-chr8-57402577-20
NR39483--MA0599.1.KLF5	chr3	104616373	104616382	-	0.000	0.000	Merged-chr3-104616358-38
NR52222--MA0039.3.KLF4	chr6	108482669	108482679	-	0.000	0.000	Merged-chr6-108482601-32
NR60325--MA0599.1.KLF5	chr8	93810529	93810538	+	0.000	0.000	Merged-chr8-93810346-59
NR30267--MA0741.1.KLF16	chr18	75210434	75210444	+	0.000	0.000	Merged-chr18-75210545-14
NR13164--MA0741.1.KLF16	chr12	35770599	35770609	+	0.000	0.000	Merged-chr12-35770526-40
NR24102--MA0599.1.KLF5	chr16	24834885	24834894	+	0.000	0.000	Merged-chr16-24834930-16
NR24050--MA0740.1.KLF14	chr16	24160873	24160886	+	0.000	0.000	Merged-chr16-24160756-32
NR44833--MA1107.1.KLF9	chr4	144996131	144996143	-	0.000	0.000	Merged-chr4-144996009-47
NR47543--MA1107.1.KLF9	chr5	103917213	103917225	-	0.000	0.000	Merged-chr5-103917325-19
NR63597--MA0741.1.KLF16	chr9	77939192	77939202	+	0.000	0.000	Merged-chr9-77938986-43
NR22334--MA0742.1.Klf12	chr15	84372960	84372974	-	0.000	0.000	Merged-chr15-84372915-18
NR59092--MA0741.1.KLF16	chr8	40963171	40963181	-	0.000	0.000	Merged-chr8-40963134-88
NR25625--MA1107.1.KLF9	chr17	5748070	5748082	-	0.000	0.000	Merged-chr17-5748141-46
NR4627--MA1107.1.KLF9	chr10	13446839	13446851	-	0.000	0.000	Merged-chr10-13446841-15
NR10786--MA0741.1.KLF16	chr11	90259993	90260003	-	0.000	0.000	Merged-chr11-90260049-1
NR14748--MA0599.1.KLF5	chr12	110375370	110375379	+	0.000	0.000	Merged-chr12-110375416-20
NR6906--MA0493.1.Klf1	chr10	96690999	96691009	-	0.000	0.000	Merged-chr10-96691005-66
NR13837--MA0742.1.Klf12	chr12	82166460	82166474	-	0.000	0.000	Merged-chr12-82166286-58
NR14731--MA0741.1.KLF16	chr12	109446608	109446618	+	0.000	0.000	Merged-chr12-109446341-43
NR54686--MA0741.1.KLF16	chr7	24482003	24482013	-	0.000	0.000	Merged-chr7-24481860-36
NR54957--MA0741.1.KLF16	chr7	28423306	28423316	+	0.000	0.000	Merged-chr7-28423189-12
NR170--MA1107.1.KLF9	chr1	20912781	20912793	-	0.000	0.000	Merged-chr1-20912686-65
NR21610--MA0039.3.KLF4	chr15	73627497	73627507	-	0.000	0.000	Merged-chr15-73627530-51
NR66349--MA0740.1.KLF14	chrX	99042583	99042596	-	0.000	0.000	Merged-chrX-99042663-22
NR43647--MA0742.1.Klf12	chr4	128713448	128713462	-	0.000	0.000	Merged-chr4-128713412-15
NR39107--MA0493.1.Klf1	chr3	96040727	96040737	+	0.000	0.000	Merged-chr3-96040740-50
NR13261--MA0742.1.Klf12	chr12	52383031	52383045	+	0.000	0.000	Merged-chr12-52383146-23
NR55637--MA0599.1.KLF5	chr7	49246034	49246043	+	0.000	0.000	Merged-chr7-49246156-57
NR5539--MA0741.1.KLF16	chr10	63175382	63175392	+	0.000	0.000	Merged-chr10-63175316-22
NR6218--MA0740.1.KLF14	chr10	80662383	80662396	+	0.000	0.000	Merged-chr10-80662335-4
NR1904--MA0657.1.KLF13	chr1	128713042	128713059	+	0.000	0.000	Merged-chr1-128713010-21
NR36120--MA0599.1.KLF5	chr2	150918853	150918862	+	0.000	0.000	Merged-chr2-150918832-31
NR66690--MA0599.1.KLF5	chrX	140664765	140664774	-	0.000	0.000	Merged-chrX-140664923-33
NR13345--MA0599.1.KLF5	chr12	55357494	55357503	-	0.000	0.000	Merged-chr12-55357452-12
NR14648--MA0741.1.KLF16	chr12	108275477	108275487	+	0.000	0.000	Merged-chr12-108275445-64
NR64268--MA0740.1.KLF14	chr9	101251869	101251882	+	0.000	0.000	Merged-chr9-101251656-72
NR12273--MA0599.1.KLF5	chr11	116688053	116688062	-	0.000	0.000	Merged-chr11-116688042-60
NR2904--MA0039.3.KLF4	chr1	162477086	162477096	+	0.000	0.000	Merged-chr1-162477062-12
NR12474--MA0493.1.Klf1	chr11	118731920	118731930	+	0.000	0.000	Merged-chr11-118731916-25
NR8921--MA0599.1.KLF5	chr11	32211340	32211349	+	0.000	0.000	Merged-chr11-32211226-20
NR66350--MA0599.1.KLF5	chrX	99042586	99042595	-	0.000	0.000	Merged-chrX-99042663-22
NR8097--MA0740.1.KLF14	chr10	127621762	127621775	+	0.000	0.000	Merged-chr10-127621595-57
NR66537--MA1107.1.KLF9	chrX	113298190	113298202	-	0.000	0.000	Merged-chrX-113298172-75
NR13342--MA0740.1.KLF14	chr12	55357491	55357504	-	0.000	0.000	Merged-chr12-55357452-12
NR44624--MA0493.1.Klf1	chr4	140833017	140833027	-	0.000	0.000	Merged-chr4-140833040-18
NR1855--MA1107.1.KLF9	chr1	127796459	127796471	-	0.000	0.000	Merged-chr1-127796546-56
NR34160--MA0742.1.Klf12	chr2	72170842	72170856	-	0.000	0.000	Merged-chr2-72170854-84
NR52680--MA0741.1.KLF16	chr6	121110158	121110168	-	0.000	0.000	Merged-chr6-121110104-77
NR57927--MA0740.1.KLF14	chr7	136894457	136894470	+	0.000	0.000	Merged-chr7-136894538-85
NR14723--MA0741.1.KLF16	chr12	109446511	109446521	-	0.000	0.000	Merged-chr12-109446341-43
NR34826--MA1107.1.KLF9	chr2	104172840	104172852	-	0.000	0.000	Merged-chr2-104172938-49
NR34055--MA0741.1.KLF16	chr2	68289275	68289285	-	0.000	0.000	Merged-chr2-68289327-28
NR48350--MA0741.1.KLF16	chr5	118661942	118661952	+	0.000	0.000	Merged-chr5-118661904-17
NR19517--MA0493.1.Klf1	chr14	68078500	68078510	+	0.000	0.000	Merged-chr14-68078565-20
NR43347--MA0599.1.KLF5	chr4	120288021	120288030	+	0.000	0.000	Merged-chr4-120287807-68
NR2395--MA0493.1.Klf1	chr1	147237213	147237223	+	0.000	0.000	Merged-chr1-147237183-6
NR14658--MA1107.1.KLF9	chr12	108334121	108334133	-	0.000	0.000	Merged-chr12-108333959-92
NR20217--MA1107.1.KLF9	chr14	105897605	105897617	+	0.000	0.000	Merged-chr14-105897458-44
NR838--MA1107.1.KLF9	chr1	61016826	61016838	+	0.000	0.000	Merged-chr1-61016858-25
NR45177--MA0493.1.Klf1	chr4	150518992	150519002	+	0.000	0.000	Merged-chr4-150519164-27
NR6219--MA0657.1.KLF13	chr10	80662382	80662399	+	0.000	0.000	Merged-chr10-80662335-4
NR24918--MA0599.1.KLF5	chr16	78301700	78301709	-	0.000	0.000	Merged-chr16-78301830-77
NR39613--MA1107.1.KLF9	chr3	107630764	107630776	-	0.000	0.000	Merged-chr3-107630963-1
NR44692--MA0599.1.KLF5	chr4	141296034	141296043	+	0.000	0.000	Merged-chr4-141296105-4
NR30266--MA0493.1.Klf1	chr18	75210433	75210443	+	0.000	0.000	Merged-chr18-75210545-14
NR53162--MA0493.1.Klf1	chr6	134184204	134184214	+	0.000	0.000	Merged-chr6-134184108-53
NR59911--MA1107.1.KLF9	chr8	77268572	77268584	+	0.000	0.000	Merged-chr8-77268341-22
NR24704--MA0741.1.KLF16	chr16	58703613	58703623	+	0.000	0.000	Merged-chr16-58703563-32
NR30262--MA0740.1.KLF14	chr18	75210433	75210446	+	0.000	0.000	Merged-chr18-75210545-14
NR46620--MA1107.1.KLF9	chr5	63943574	63943586	-	0.000	0.000	Merged-chr5-63943362-36
NR28170--MA0039.3.KLF4	chr17	74864998	74865008	-	0.000	0.000	Merged-chr17-74864979-18
NR22528--MA0599.1.KLF5	chr15	89498886	89498895	+	0.000	0.000	Merged-chr15-89498857-24
NR62425--MA0493.1.Klf1	chr9	42423875	42423885	+	0.000	0.000	Merged-chr9-42423784-11
NR30279--MA1107.1.KLF9	chr18	75322572	75322584	-	0.000	0.000	Merged-chr18-75322404-42
NR34056--MA0039.3.KLF4	chr2	68289368	68289378	-	0.000	0.000	Merged-chr2-68289327-28
NR42620--MA0599.1.KLF5	chr4	88079172	88079181	-	0.000	0.000	Merged-chr4-88079193-33
NR53161--MA0039.3.KLF4	chr6	134184206	134184216	+	0.000	0.000	Merged-chr6-134184108-53
NR62895--MA0493.1.Klf1	chr9	58140060	58140070	+	0.000	0.000	Merged-chr9-58140138-21
NR60281--MA0493.1.Klf1	chr8	91507632	91507642	-	0.000	0.000	Merged-chr8-91507766-35
NR54364--MA0493.1.Klf1	chr7	16001851	16001861	-	0.000	0.000	Merged-chr7-16001989-41
NR5688--MA0599.1.KLF5	chr10	70133336	70133345	-	0.000	0.000	Merged-chr10-70133310-29
NR13343--MA0657.1.KLF13	chr12	55357488	55357505	-	0.000	0.000	Merged-chr12-55357452-12
NR26602--MA0741.1.KLF16	chr17	29155908	29155918	-	0.000	0.000	Merged-chr17-29155963-15
NR60994--MA0741.1.KLF16	chr8	119569912	119569922	-	0.000	0.000	Merged-chr8-119570093-35
NR41955--MA0493.1.Klf1	chr4	42866050	42866060	+	0.000	0.000	Merged-chr4-42865977-16
NR1422--MA0493.1.Klf1	chr1	91831309	91831319	+	0.000	0.000	Merged-chr1-91831329-12
NR10787--MA1107.1.KLF9	chr11	90259992	90260004	-	0.000	0.000	Merged-chr11-90260049-1
NR46619--MA0741.1.KLF16	chr5	63943575	63943585	-	0.000	0.000	Merged-chr5-63943362-36
NR57928--MA0657.1.KLF13	chr7	136894456	136894473	+	0.000	0.000	Merged-chr7-136894538-85
NR23049--MA0493.1.Klf1	chr15	99276217	99276227	-	0.000	0.000	Merged-chr15-99276334-34
NR58963--MA0741.1.KLF16	chr8	34397999	34398009	+	0.000	0.000	Merged-chr8-34397971-66
NR3668--MA0741.1.KLF16	chr1	180410509	180410519	+	0.000	0.000	Merged-chr1-180410391-12
NR25810--MA1107.1.KLF9	chr17	8236109	8236121	+	0.000	0.000	Merged-chr17-8235955-6
NR53918--MA0039.3.KLF4	chr6	146081187	146081197	-	0.000	0.000	Merged-chr6-146081045-99
NR59907--MA1107.1.KLF9	chr8	77268564	77268576	+	0.000	0.000	Merged-chr8-77268341-22
NR27995--MA0493.1.Klf1	chr17	70886880	70886890	-	0.000	0.000	Merged-chr17-70886838-34
NR21144--MA0741.1.KLF16	chr15	38710157	38710167	-	0.000	0.000	Merged-chr15-38710125-56
NR21227--MA1107.1.KLF9	chr15	51803263	51803275	-	0.000	0.000	Merged-chr15-51803142-36
NR39968--MA0493.1.Klf1	chr3	121689302	121689312	+	0.000	0.000	Merged-chr3-121689232-23
NR22336--MA0599.1.KLF5	chr15	84372964	84372973	-	0.000	0.000	Merged-chr15-84372915-18
NR13836--MA0740.1.KLF14	chr12	82166461	82166474	-	0.000	0.000	Merged-chr12-82166286-58
NR437--MA0599.1.KLF5	chr1	39196991	39197000	-	0.000	0.000	Merged-chr1-39196974-45
NR5812--MA0742.1.Klf12	chr10	76961984	76961998	+	0.000	0.000	Merged-chr10-76962071-59
NR8094--MA0599.1.KLF5	chr10	127621034	127621043	-	0.000	0.000	Merged-chr10-127621046-1
NR32186--MA0740.1.KLF14	chr19	55401897	55401910	-	0.000	0.000	Merged-chr19-55401887-30
NR30263--MA0657.1.KLF13	chr18	75210432	75210449	+	0.000	0.000	Merged-chr18-75210545-14
NR35645--MA0599.1.KLF5	chr2	132379897	132379906	-	0.000	0.000	Merged-chr2-132379852-19
NR39967--MA0039.3.KLF4	chr3	121689304	121689314	+	0.000	0.000	Merged-chr3-121689232-23
NR61469--MA0039.3.KLF4	chr8	125727532	125727542	-	0.000	0.000	Merged-chr8-125727602-12
NR44622--MA0742.1.Klf12	chr4	140833013	140833027	-	0.000	0.000	Merged-chr4-140833040-18
NR22340--MA0493.1.Klf1	chr15	84372976	84372986	-	0.000	0.000	Merged-chr15-84372915-18
NR52538--MA1107.1.KLF9	chr6	117937386	117937398	+	0.000	0.000	Merged-chr6-117937569-43
NR48348--MA0039.3.KLF4	chr5	118624061	118624071	+	0.000	0.000	Merged-chr5-118624196-6
NR18723--MA1107.1.KLF9	chr14	31934162	31934174	-	0.000	0.000	Merged-chr14-31934172-18
NR47514--MA0741.1.KLF16	chr5	103459368	103459378	+	0.000	0.000	Merged-chr5-103459309-20
NR20734--MA0599.1.KLF5	chr15	8616193	8616202	+	0.000	0.000	Merged-chr15-8616259-27
NR63685--MA1107.1.KLF9	chr9	80313761	80313773	-	0.000	0.000	Merged-chr9-80313733-27
NR65279--MA0493.1.Klf1	chr9	119453529	119453539	-	0.000	0.000	Merged-chr9-119453486-15
NR1910--MA1107.1.KLF9	chr1	128713043	128713055	+	0.000	0.000	Merged-chr1-128713010-21
NR11902--MA0741.1.KLF16	chr11	110337720	110337730	+	0.000	0.000	Merged-chr11-110337673-72
NR52217--MA0599.1.KLF5	chr6	108251595	108251604	-	0.000	0.000	Merged-chr6-108251708-11
NR48063--MA0741.1.KLF16	chr5	114505622	114505632	-	0.000	0.000	Merged-chr5-114505492-44
NR32579--MA0740.1.KLF14	chr2	7270305	7270318	-	0.000	0.000	Merged-chr2-7270224-62
NR32613--MA0599.1.KLF5	chr2	10314335	10314344	+	0.000	0.000	Merged-chr2-10314461-2
NR46035--MA0741.1.KLF16	chr5	29195950	29195960	-	0.000	0.000	Merged-chr5-29195906-68
NR17325--MA0742.1.Klf12	chr13	99781078	99781092	-	0.000	0.000	Merged-chr13-99781144-21
NR45429--MA0493.1.Klf1	chr4	155050223	155050233	+	0.000	0.000	Merged-chr4-155050218-26
NR1643--MA0740.1.KLF14	chr1	111864953	111864966	-	0.000	0.000	Merged-chr1-111864716-124
NR58537--MA0599.1.KLF5	chr8	11009006	11009015	+	0.000	0.000	Merged-chr8-11009107-63
NR63363--MA1107.1.KLF9	chr9	69073442	69073454	-	0.000	0.000	Merged-chr9-69073494-25
NR66073--MA1107.1.KLF9	chrX	57189588	57189600	-	0.000	0.000	Merged-chrX-57189507-26
NR54074--MA0493.1.Klf1	chr7	3292994	3293004	+	0.000	0.000	Merged-chr7-3292987-7
NR11453--MA0493.1.Klf1	chr11	102074472	102074482	+	0.000	0.000	Merged-chr11-102074455-23
NR6907--MA0741.1.KLF16	chr10	96690998	96691008	-	0.000	0.000	Merged-chr10-96691005-66
NR53015--MA0742.1.Klf12	chr6	129049282	129049296	-	0.000	0.000	Merged-chr6-129049251-27
NR59891--MA0599.1.KLF5	chr8	76902220	76902229	+	0.000	0.000	Merged-chr8-76902143-41
NR39955--MA0742.1.Klf12	chr3	121495130	121495144	-	0.000	0.000	Merged-chr3-121495033-1
NR44691--MA0742.1.Klf12	chr4	141296033	141296047	+	0.000	0.000	Merged-chr4-141296105-4
NR5814--MA0493.1.Klf1	chr10	76961984	76961994	+	0.000	0.000	Merged-chr10-76962071-59
NR59093--MA1107.1.KLF9	chr8	40963170	40963182	-	0.000	0.000	Merged-chr8-40963134-88
NR33805--MA1107.1.KLF9	chr2	53067448	53067460	-	0.000	0.000	Merged-chr2-53067376-9
NR42187--MA0742.1.Klf12	chr4	47251261	47251275	+	0.000	0.000	Merged-chr4-47251279-48
NR53830--MA0741.1.KLF16	chr6	145002394	145002404	-	0.000	0.000	Merged-chr6-145002461-23
NR13838--MA0039.3.KLF4	chr12	82166462	82166472	-	0.000	0.000	Merged-chr12-82166286-58
NR47359--MA0740.1.KLF14	chr5	99495558	99495571	+	0.000	0.000	Merged-chr5-99495568-41
NR52678--MA0493.1.Klf1	chr6	121110159	121110169	-	0.000	0.000	Merged-chr6-121110104-77
NR16017--MA0599.1.KLF5	chr13	44507131	44507140	+	0.000	0.000	Merged-chr13-44507226-54
NR63387--MA0599.1.KLF5	chr9	69467510	69467519	+	0.000	0.000	Merged-chr9-69467550-22
NR12878--MA0039.3.KLF4	chr12	17511205	17511215	+	0.000	0.000	Merged-chr12-17511273-48
NR66530--MA1107.1.KLF9	chrX	113298147	113298159	-	0.000	0.000	Merged-chrX-113298172-75
NR25870--MA0493.1.Klf1	chr17	10229875	10229885	+	0.000	0.000	Merged-chr17-10229858-11
NR6908--MA1107.1.KLF9	chr10	96690997	96691009	-	0.000	0.000	Merged-chr10-96691005-66
NR20494--MA0741.1.KLF16	chr14	121107740	121107750	-	0.000	0.000	Merged-chr14-121107843-45
NR44822--MA0039.3.KLF4	chr4	144901712	144901722	+	0.000	0.000	Merged-chr4-144901724-37
NR41956--MA0741.1.KLF16	chr4	42866051	42866061	+	0.000	0.000	Merged-chr4-42865977-16
NR20873--MA0493.1.Klf1	chr15	25696042	25696052	-	0.000	0.000	Merged-chr15-25696018-37
NR24919--MA0741.1.KLF16	chr16	78301699	78301709	-	0.000	0.000	Merged-chr16-78301830-77
NR20874--MA0741.1.KLF16	chr15	25696041	25696051	-	0.000	0.000	Merged-chr15-25696018-37
NR64870--MA0741.1.KLF16	chr9	114613221	114613231	-	0.000	0.000	Merged-chr9-114613191-38
NR1644--MA0657.1.KLF13	chr1	111864950	111864967	-	0.000	0.000	Merged-chr1-111864716-124
NR20872--MA0039.3.KLF4	chr15	25696040	25696050	-	0.000	0.000	Merged-chr15-25696018-37
NR11274--MA1107.1.KLF9	chr11	99132669	99132681	-	0.000	0.000	Merged-chr11-99132520-18
NR39485--MA1107.1.KLF9	chr3	104616371	104616383	-	0.000	0.000	Merged-chr3-104616358-38
NR20444--MA0599.1.KLF5	chr14	120313645	120313654	+	0.000	0.000	Merged-chr14-120313531-118
NR34161--MA1107.1.KLF9	chr2	72170844	72170856	-	0.000	0.000	Merged-chr2-72170854-84
NR40960--MA1107.1.KLF9	chr3	148511246	148511258	+	0.000	0.000	Merged-chr3-148511126-2
NR29804--MA0657.1.KLF13	chr18	62192590	62192607	-	0.000	0.000	Merged-chr18-62192443-48
NR32188--MA0493.1.Klf1	chr19	55401900	55401910	-	0.000	0.000	Merged-chr19-55401887-30
NR42675--MA0493.1.Klf1	chr4	89393467	89393477	-	0.000	0.000	Merged-chr4-89393499-15
NR37955--MA0740.1.KLF14	chr3	28402420	28402433	-	0.000	0.000	Merged-chr3-28402386-46
NR55643--MA1107.1.KLF9	chr7	49494867	49494879	-	0.000	0.000	Merged-chr7-49494921-17
NR33058--MA1107.1.KLF9	chr2	27187613	27187625	-	0.000	0.000	Merged-chr2-27187639-44
NR43344--MA0741.1.KLF16	chr4	120287786	120287796	-	0.000	0.000	Merged-chr4-120287807-68
NR52715--MA0599.1.KLF5	chr6	122553755	122553764	-	0.000	0.000	Merged-chr6-122553933-10
NR44689--MA0740.1.KLF14	chr4	141296033	141296046	+	0.000	0.000	Merged-chr4-141296105-4
NR53017--MA0599.1.KLF5	chr6	129049286	129049295	-	0.000	0.000	Merged-chr6-129049251-27
NR39007--MA0493.1.Klf1	chr3	93598256	93598266	+	0.000	0.000	Merged-chr3-93598203-11
NR23050--MA1107.1.KLF9	chr15	99276215	99276227	-	0.000	0.000	Merged-chr15-99276334-34
NR14643--MA0493.1.Klf1	chr12	108275431	108275441	+	0.000	0.000	Merged-chr12-108275445-64
NR60319--MA0493.1.Klf1	chr8	93810263	93810273	-	0.000	0.000	Merged-chr8-93810346-59
NR28553--MA0741.1.KLF16	chr17	84944352	84944362	-	0.000	0.000	Merged-chr17-84944510-25
NR56506--MA0742.1.Klf12	chr7	98797411	98797425	-	0.000	0.000	Merged-chr7-98797577-28
NR24051--MA0741.1.KLF16	chr16	24160874	24160884	+	0.000	0.000	Merged-chr16-24160756-32
NR5811--MA0740.1.KLF14	chr10	76961984	76961997	+	0.000	0.000	Merged-chr10-76962071-59
NR53835--MA0741.1.KLF16	chr6	145002399	145002409	-	0.000	0.000	Merged-chr6-145002461-23
NR14647--MA0742.1.Klf12	chr12	108275476	108275490	+	0.000	0.000	Merged-chr12-108275445-64
NR5094--MA0493.1.Klf1	chr10	42887291	42887301	-	0.000	0.000	Merged-chr10-42887187-18
NR41267--MA1107.1.KLF9	chr3	154683891	154683903	-	0.000	0.000	Merged-chr3-154683777-15
NR5538--MA0599.1.KLF5	chr10	63175394	63175403	+	0.000	0.000	Merged-chr10-63175316-22
NR37959--MA0039.3.KLF4	chr3	28402421	28402431	-	0.000	0.000	Merged-chr3-28402386-46
NR52155--MA0493.1.Klf1	chr6	100879806	100879816	-	0.000	0.000	Merged-chr6-100879682-24
NR19519--MA1107.1.KLF9	chr14	68078500	68078512	+	0.000	0.000	Merged-chr14-68078565-20
NR5872--MA0039.3.KLF4	chr10	77609811	77609821	-	0.000	0.000	Merged-chr10-77609801-14
NR2397--MA1107.1.KLF9	chr1	147237213	147237225	+	0.000	0.000	Merged-chr1-147237183-6
NR58538--MA0741.1.KLF16	chr8	11009006	11009016	+	0.000	0.000	Merged-chr8-11009107-63
NR1849--MA1107.1.KLF9	chr1	127796439	127796451	-	0.000	0.000	Merged-chr1-127796546-56
NR53165--MA0599.1.KLF5	chr6	134220566	134220575	+	0.000	0.000	Merged-chr6-134220428-49
NR1905--MA0742.1.Klf12	chr1	128713043	128713057	+	0.000	0.000	Merged-chr1-128713010-21
NR62700--MA0742.1.Klf12	chr9	53706252	53706266	-	0.000	0.000	Merged-chr9-53706205-55
NR66380--MA0741.1.KLF16	chrX	100777198	100777208	+	0.000	0.000	Merged-chrX-100777014-69
NR61389--MA0741.1.KLF16	chr8	124434605	124434615	+	0.000	0.000	Merged-chr8-124434522-47
NR38279--MA0039.3.KLF4	chr3	52832553	52832563	+	0.000	0.000	Merged-chr3-52832411-30
NR62420--MA0741.1.KLF16	chr9	42423817	42423827	+	0.000	0.000	Merged-chr9-42423784-11
NR66692--MA1107.1.KLF9	chrX	140664763	140664775	-	0.000	0.000	Merged-chrX-140664923-33
NR40732--MA0039.3.KLF4	chr3	142892190	142892200	-	0.000	0.000	Merged-chr3-142892335-19
NR59364--MA0599.1.KLF5	chr8	60632695	60632704	+	0.000	0.000	Merged-chr8-60632762-58
NR34825--MA0493.1.Klf1	chr2	104172842	104172852	-	0.000	0.000	Merged-chr2-104172938-49
NR24592--MA0039.3.KLF4	chr16	55421972	55421982	+	0.000	0.000	Merged-chr16-55421971-12
NR40177--MA0039.3.KLF4	chr3	127845179	127845189	+	0.000	0.000	Merged-chr3-127845262-14
NR30268--MA1107.1.KLF9	chr18	75210433	75210445	+	0.000	0.000	Merged-chr18-75210545-14
NR37956--MA0657.1.KLF13	chr3	28402417	28402434	-	0.000	0.000	Merged-chr3-28402386-46
NR14728--MA0740.1.KLF14	chr12	109446607	109446620	+	0.000	0.000	Merged-chr12-109446341-43
NR20736--MA0741.1.KLF16	chr15	8616188	8616198	+	0.000	0.000	Merged-chr15-8616259-27
NR41656--MA0741.1.KLF16	chr4	32424644	32424654	+	0.000	0.000	Merged-chr4-32424580-38
NR13840--MA0741.1.KLF16	chr12	82166463	82166473	-	0.000	0.000	Merged-chr12-82166286-58
NR61659--MA0039.3.KLF4	chr8	128420726	128420736	+	0.000	0.000	Merged-chr8-128420826-46
NR11270--MA0741.1.KLF16	chr11	99132689	99132699	-	0.000	0.000	Merged-chr11-99132520-18
NR28603--MA1107.1.KLF9	chr17	86184967	86184979	-	0.000	0.000	Merged-chr17-86185009-23
