#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.05_up.bed
NR7632--MA0493.1.Klf1	chr10	108119537	108119547	+	0.000	0.000	Merged-chr10-108119748-35
NR2513--MA0039.3.KLF4	chr1	143466274	143466284	-	0.000	0.000	Merged-chr1-143466091-51
NR59144--MA0493.1.Klf1	chr7	130369602	130369612	-	0.000	0.000	Merged-chr7-130369779-7
NR10122--MA1107.1.KLF9	chr11	60937933	60937945	-	0.000	0.000	Merged-chr11-60937827-26
NR46510--MA0039.3.KLF4	chr4	155082199	155082209	+	0.000	0.000	Merged-chr4-155082260-14
NR49230--MA0493.1.Klf1	chr5	112311048	112311058	+	0.000	0.000	Merged-chr5-112310969-9
NR63929--MA0741.1.KLF16	chr9	43785133	43785143	-	0.000	0.000	Merged-chr9-43784994-20
NR48506--MA0741.1.KLF16	chr5	92967512	92967522	+	0.000	0.000	Merged-chr5-92967427-8
NR53836--MA0493.1.Klf1	chr6	120264385	120264395	-	0.000	0.000	Merged-chr6-120264409-18
NR44875--MA0741.1.KLF16	chr4	129060105	129060115	-	0.000	0.000	Merged-chr4-129060075-18
NR6817--MA0742.1.Klf12	chr10	81525252	81525266	-	0.000	0.000	Merged-chr10-81525209-7
NR47657--MA0657.1.KLF13	chr5	54111078	54111095	+	0.000	0.000	Merged-chr5-54110931-21
NR54058--MA0599.1.KLF5	chr6	127264069	127264078	-	0.000	0.000	Merged-chr6-127264061-14
NR59676--MA0741.1.KLF16	chr7	142354082	142354092	+	0.000	0.000	Merged-chr7-142354183-49
NR15698--MA0599.1.KLF5	chr13	15982598	15982607	+	0.000	0.000	Merged-chr13-15982553-21
NR6901--MA0599.1.KLF5	chr10	83733823	83733832	-	0.000	0.000	Merged-chr10-83733897-13
NR17608--MA0657.1.KLF13	chr13	98692027	98692044	-	0.000	0.000	Merged-chr13-98692096-35
NR18914--MA0741.1.KLF16	chr14	30827015	30827025	-	0.000	0.000	Merged-chr14-30826905-18
NR26688--MA0493.1.Klf1	chr17	28590947	28590957	-	0.000	0.000	Merged-chr17-28590948-24
NR29670--MA0741.1.KLF16	chr18	46917798	46917808	-	0.000	0.000	Merged-chr18-46917814-10
NR45121--MA1107.1.KLF9	chr4	132749078	132749090	-	0.000	0.000	Merged-chr4-132748989-25
NR49015--MA1107.1.KLF9	chr5	107926655	107926667	+	0.000	0.000	Merged-chr5-107926816-56
NR13523--MA0599.1.KLF5	chr12	41040123	41040132	-	0.000	0.000	Merged-chr12-41040097-12
NR63503--MA0742.1.Klf12	chr9	21419885	21419899	-	0.000	0.000	Merged-chr9-21419783-26
NR33936--MA0741.1.KLF16	chr2	34938774	34938784	-	0.000	0.000	Merged-chr2-34938971-69
NR27380--MA0599.1.KLF5	chr17	44569346	44569355	+	0.000	0.000	Merged-chr17-44569444-63
NR50960--MA1107.1.KLF9	chr5	143976870	143976882	-	0.000	0.000	Merged-chr5-143976902-14
NR55711--MA1107.1.KLF9	chr7	24369911	24369923	-	0.000	0.000	Merged-chr7-24370030-56
NR32152--MA0039.3.KLF4	chr19	42149848	42149858	+	0.000	0.000	Merged-chr19-42149753-11
NR59655--MA0741.1.KLF16	chr7	141579228	141579238	-	0.000	0.000	Merged-chr7-141579078-48
NR33933--MA0599.1.KLF5	chr2	34938758	34938767	-	0.000	0.000	Merged-chr2-34938971-69
NR11348--MA0599.1.KLF5	chr11	88993896	88993905	-	0.000	0.000	Merged-chr11-88993773-46
NR6905--MA0742.1.Klf12	chr10	83733912	83733926	-	0.000	0.000	Merged-chr10-83733897-13
NR37621--MA0599.1.KLF5	chr2	166610541	166610550	+	0.000	0.000	Merged-chr2-166610595-30
NR7757--MA0039.3.KLF4	chr10	111635691	111635701	-	0.000	0.000	Merged-chr10-111635766-22
NR39216--MA0742.1.Klf12	chr3	68784300	68784314	-	0.000	0.000	Merged-chr3-68784168-43
NR58794--MA0599.1.KLF5	chr7	125592991	125593000	-	0.000	0.000	Merged-chr7-125593204-10
NR28018--MA0741.1.KLF16	chr17	64617890	64617900	+	0.000	0.000	Merged-chr17-64617840-28
NR32043--MA0741.1.KLF16	chr19	38746134	38746144	-	0.000	0.000	Merged-chr19-38746267-36
NR31855--MA0741.1.KLF16	chr19	31337346	31337356	-	0.000	0.000	Merged-chr19-31337298-1
NR51389--MA0599.1.KLF5	chr6	3536306	3536315	+	0.000	0.000	Merged-chr6-3536376-27
NR49220--MA0740.1.KLF14	chr5	112301909	112301922	+	0.000	0.000	Merged-chr5-112301937-36
NR25532--MA0599.1.KLF5	chr16	96089728	96089737	+	0.000	0.000	Merged-chr16-96089683-18
NR60664--MA1107.1.KLF9	chr8	48425233	48425245	-	0.000	0.000	Merged-chr8-48425330-34
NR58795--MA0741.1.KLF16	chr7	125592990	125593000	-	0.000	0.000	Merged-chr7-125593204-10
NR25322--MA0741.1.KLF16	chr16	91588190	91588200	+	0.000	0.000	Merged-chr16-91588038-25
NR23371--MA0741.1.KLF16	chr15	102110644	102110654	-	0.000	0.000	Merged-chr15-102110732-12
NR61991--MA1107.1.KLF9	chr8	96552650	96552662	-	0.000	0.000	Merged-chr8-96552694-31
NR14590--MA0741.1.KLF16	chr12	99642765	99642775	+	0.000	0.000	Merged-chr12-99642640-25
NR16087--MA0742.1.Klf12	chr13	38503553	38503567	+	0.000	0.000	Merged-chr13-38503650-43
NR67720--MA1107.1.KLF9	chrX	102037220	102037232	-	0.000	0.000	Merged-chrX-102037181-28
NR57354--MA1107.1.KLF9	chr7	81075553	81075565	-	0.000	0.000	Merged-chr7-81075371-56
NR58690--MA1107.1.KLF9	chr7	122317171	122317183	+	0.000	0.000	Merged-chr7-122317075-24
NR7716--MA0741.1.KLF16	chr10	111031831	111031841	+	0.000	0.000	Merged-chr10-111031729-43
NR39223--MA0493.1.Klf1	chr3	68784288	68784298	-	0.000	0.000	Merged-chr3-68784168-43
NR7337--MA1107.1.KLF9	chr10	94551750	94551762	-	0.000	0.000	Merged-chr10-94551623-4
NR33032--MA0039.3.KLF4	chr2	7254631	7254641	-	0.000	0.000	Merged-chr2-7254714-17
NR37075--MA0740.1.KLF14	chr2	154615971	154615984	+	0.000	0.000	Merged-chr2-154615883-15
NR37603--MA0493.1.Klf1	chr2	166227683	166227693	-	0.000	0.000	Merged-chr2-166227606-22
NR39236--MA1107.1.KLF9	chr3	68784313	68784325	-	0.000	0.000	Merged-chr3-68784168-43
NR7374--MA0599.1.KLF5	chr10	95009212	95009221	-	0.000	0.000	Merged-chr10-95009173-43
NR49948--MA0599.1.KLF5	chr5	125052283	125052292	+	0.000	0.000	Merged-chr5-125052528-23
NR57105--MA0742.1.Klf12	chr7	75760686	75760700	-	0.000	0.000	Merged-chr7-75760769-39
NR34338--MA0493.1.Klf1	chr2	59513733	59513743	-	0.000	0.000	Merged-chr2-59513816-12
NR29675--MA0741.1.KLF16	chr18	46917803	46917813	-	0.000	0.000	Merged-chr18-46917814-10
NR14514--MA1107.1.KLF9	chr12	94083598	94083610	+	0.000	0.000	Merged-chr12-94083592-14
NR42407--MA0039.3.KLF4	chr4	11684320	11684330	-	0.000	0.000	Merged-chr4-11684265-15
NR32870--MA0493.1.Klf1	chr19	60183110	60183120	+	0.000	0.000	Merged-chr19-60182957-49
NR24110--MA1107.1.KLF9	chr16	24975252	24975264	+	0.000	0.000	Merged-chr16-24975123-11
NR8106--MA0599.1.KLF5	chr10	119031179	119031188	-	0.000	0.000	Merged-chr10-119031155-35
NR21745--MA0742.1.Klf12	chr15	59762260	59762274	+	0.000	0.000	Merged-chr15-59762255-43
NR16800--MA0742.1.Klf12	chr13	63189526	63189540	-	0.000	0.000	Merged-chr13-63189715-33
NR32663--MA0742.1.Klf12	chr19	56756820	56756834	-	0.000	0.000	Merged-chr19-56756635-43
NR5073--MA0493.1.Klf1	chr10	19594672	19594682	-	0.000	0.000	Merged-chr10-19594652-16
NR5660--MA0599.1.KLF5	chr10	59897802	59897811	-	0.000	0.000	Merged-chr10-59897691-5
NR50041--MA0741.1.KLF16	chr5	129192020	129192030	+	0.000	0.000	Merged-chr5-129191899-21
NR14635--MA0741.1.KLF16	chr12	100928456	100928466	-	0.000	0.000	Merged-chr12-100928517-22
NR26985--MA0599.1.KLF5	chr17	33563749	33563758	+	0.000	0.000	Merged-chr17-33563848-35
NR49952--MA0493.1.Klf1	chr5	125052482	125052492	+	0.000	0.000	Merged-chr5-125052528-23
NR53318--MA0493.1.Klf1	chr6	100824841	100824851	-	0.000	0.000	Merged-chr6-100824678-47
NR22400--MA0741.1.KLF16	chr15	80192530	80192540	+	0.000	0.000	Merged-chr15-80192413-58
NR5072--MA0039.3.KLF4	chr10	19594670	19594680	-	0.000	0.000	Merged-chr10-19594652-16
NR54157--MA0740.1.KLF14	chr6	128796573	128796586	-	0.000	0.000	Merged-chr6-128796510-47
NR44870--MA0740.1.KLF14	chr4	129060103	129060116	-	0.000	0.000	Merged-chr4-129060075-18
NR29206--MA1107.1.KLF9	chr18	23733799	23733811	+	0.000	0.000	Merged-chr18-23733972-8
NR43525--MA0493.1.Klf1	chr4	82755889	82755899	+	0.000	0.000	Merged-chr4-82755852-39
NR12456--MA0493.1.Klf1	chr11	113802537	113802547	-	0.000	0.000	Merged-chr11-113802652-27
NR19609--MA0741.1.KLF16	chr14	59553209	59553219	+	0.000	0.000	Merged-chr14-59553394-22
NR5507--MA1107.1.KLF9	chr10	44368843	44368855	+	0.000	0.000	Merged-chr10-44368737-26
NR59671--MA0740.1.KLF14	chr7	142354081	142354094	+	0.000	0.000	Merged-chr7-142354183-49
NR49532--MA0599.1.KLF5	chr5	117126111	117126120	+	0.000	0.000	Merged-chr5-117125989-17
NR28810--MA1107.1.KLF9	chr17	87365447	87365459	-	0.000	0.000	Merged-chr17-87365443-26
NR53326--MA0039.3.KLF4	chr6	100879714	100879724	+	0.000	0.000	Merged-chr6-100879682-24
NR47660--MA0741.1.KLF16	chr5	54111080	54111090	+	0.000	0.000	Merged-chr5-54110931-21
NR16804--MA0741.1.KLF16	chr13	63189563	63189573	-	0.000	0.000	Merged-chr13-63189715-33
NR62531--MA1107.1.KLF9	chr8	117052547	117052559	-	0.000	0.000	Merged-chr8-117052612-3
NR53453--MA0742.1.Klf12	chr6	108630897	108630911	+	0.000	0.000	Merged-chr6-108631007-44
NR35464--MA0493.1.Klf1	chr2	103658743	103658753	-	0.000	0.000	Merged-chr2-103658723-12
NR24258--MA0742.1.Klf12	chr16	33687896	33687910	+	0.000	0.000	Merged-chr16-33687969-54
NR37842--MA0742.1.Klf12	chr2	168591373	168591387	-	0.000	0.000	Merged-chr2-168591388-1
NR6880--MA0599.1.KLF5	chr10	83336550	83336559	-	0.000	0.000	Merged-chr10-83336542-10
NR52296--MA0599.1.KLF5	chr6	54775930	54775939	-	0.000	0.000	Merged-chr6-54775842-27
NR52114--MA0741.1.KLF16	chr6	48802126	48802136	+	0.000	0.000	Merged-chr6-48802126-31
NR3136--MA0599.1.KLF5	chr1	161791979	161791988	-	0.000	0.000	Merged-chr1-161792020-2
NR37617--MA0493.1.Klf1	chr2	166607045	166607055	+	0.000	0.000	Merged-chr2-166607083-27
NR20733--MA0741.1.KLF16	chr14	118930942	118930952	+	0.000	0.000	Merged-chr14-118930911-17
NR32978--MA0493.1.Klf1	chr2	5003272	5003282	+	0.000	0.000	Merged-chr2-5003396-19
NR6816--MA0740.1.KLF14	chr10	81525253	81525266	-	0.000	0.000	Merged-chr10-81525209-7
NR46257--MA1107.1.KLF9	chr4	150894753	150894765	+	0.000	0.000	Merged-chr4-150894695-19
NR9540--MA0741.1.KLF16	chr11	46454880	46454890	-	0.000	0.000	Merged-chr11-46454823-30
NR53457--MA0741.1.KLF16	chr6	108630898	108630908	+	0.000	0.000	Merged-chr6-108631007-44
NR41740--MA0599.1.KLF5	chr3	148419634	148419643	-	0.000	0.000	Merged-chr3-148419698-33
NR7128--MA0493.1.Klf1	chr10	88540383	88540393	-	0.000	0.000	Merged-chr10-88540211-41
NR61231--MA1107.1.KLF9	chr8	72163000	72163012	+	0.000	0.000	Merged-chr8-72162977-17
NR10612--MA0657.1.KLF13	chr11	73132359	73132376	+	0.000	0.000	Merged-chr11-73132319-6
NR37846--MA0741.1.KLF16	chr2	168591376	168591386	-	0.000	0.000	Merged-chr2-168591388-1
NR34335--MA0742.1.Klf12	chr2	59513729	59513743	-	0.000	0.000	Merged-chr2-59513816-12
NR59571--MA0493.1.Klf1	chr7	141006602	141006612	-	0.000	0.000	Merged-chr7-141006658-12
NR11609--MA0599.1.KLF5	chr11	97146124	97146133	+	0.000	0.000	Merged-chr11-97146058-3
NR13326--MA0039.3.KLF4	chr12	25339017	25339027	-	0.000	0.000	Merged-chr12-25338973-26
NR32866--MA0740.1.KLF14	chr19	60183110	60183123	+	0.000	0.000	Merged-chr19-60182957-49
NR66140--MA0599.1.KLF5	chr9	110640928	110640937	+	0.000	0.000	Merged-chr9-110640822-1
NR55678--MA0599.1.KLF5	chr7	19790020	19790029	+	0.000	0.000	Merged-chr7-19790098-49
NR9371--MA0599.1.KLF5	chr11	32580749	32580758	-	0.000	0.000	Merged-chr11-32580688-47
NR13223--MA0039.3.KLF4	chr12	17511205	17511215	+	0.000	0.000	Merged-chr12-17511273-48
NR37661--MA0039.3.KLF4	chr2	166740622	166740632	-	0.000	0.000	Merged-chr2-166740656-12
NR42409--MA0741.1.KLF16	chr4	11684321	11684331	-	0.000	0.000	Merged-chr4-11684265-15
NR40520--MA0493.1.Klf1	chr3	115758852	115758862	-	0.000	0.000	Merged-chr3-115758930-94
NR44871--MA0657.1.KLF13	chr4	129060100	129060117	-	0.000	0.000	Merged-chr4-129060075-18
NR52507--MA0599.1.KLF5	chr6	67339548	67339557	+	0.000	0.000	Merged-chr6-67339720-32
NR47652--MA0741.1.KLF16	chr5	53946899	53946909	+	0.000	0.000	Merged-chr5-53946981-13
NR37205--MA1107.1.KLF9	chr2	157147982	157147994	-	0.000	0.000	Merged-chr2-157147783-53
NR36161--MA0599.1.KLF5	chr2	128111917	128111926	+	0.000	0.000	Merged-chr2-128111932-19
NR9899--MA0493.1.Klf1	chr11	55131242	55131252	+	0.000	0.000	Merged-chr11-55131266-10
NR11613--MA0493.1.Klf1	chr11	97146172	97146182	+	0.000	0.000	Merged-chr11-97146058-3
NR62451--MA1107.1.KLF9	chr8	115232561	115232573	-	0.000	0.000	Merged-chr8-115232618-16
NR61767--MA0742.1.Klf12	chr8	88618725	88618739	-	0.000	0.000	Merged-chr8-88618877-30
NR52320--MA0742.1.Klf12	chr6	54925959	54925973	+	0.000	0.000	Merged-chr6-54926058-40
NR25327--MA0493.1.Klf1	chr16	91588231	91588241	+	0.000	0.000	Merged-chr16-91588038-25
NR32149--MA0741.1.KLF16	chr19	42149819	42149829	+	0.000	0.000	Merged-chr19-42149753-11
NR41231--MA0741.1.KLF16	chr3	135440447	135440457	-	0.000	0.000	Merged-chr3-135440382-31
NR18593--MA0493.1.Klf1	chr14	12243814	12243824	+	0.000	0.000	Merged-chr14-12243878-61
NR26869--MA0740.1.KLF14	chr17	31873456	31873469	-	0.000	0.000	Merged-chr17-31873313-29
NR16538--MA0741.1.KLF16	chr13	54073630	54073640	+	0.000	0.000	Merged-chr13-54073650-18
NR16809--MA0741.1.KLF16	chr13	63189568	63189578	-	0.000	0.000	Merged-chr13-63189715-33
NR25326--MA0039.3.KLF4	chr16	91588233	91588243	+	0.000	0.000	Merged-chr16-91588038-25
NR50787--MA0039.3.KLF4	chr5	140839010	140839020	+	0.000	0.000	Merged-chr5-140838792-15
NR32151--MA0599.1.KLF5	chr19	42149847	42149856	+	0.000	0.000	Merged-chr19-42149753-11
NR48504--MA0741.1.KLF16	chr5	92967510	92967520	+	0.000	0.000	Merged-chr5-92967427-8
NR48334--MA0039.3.KLF4	chr5	89045091	89045101	+	0.000	0.000	Merged-chr5-89044916-44
NR18915--MA1107.1.KLF9	chr14	30827010	30827022	-	0.000	0.000	Merged-chr14-30826905-18
NR56980--MA0740.1.KLF14	chr7	66233573	66233586	+	0.000	0.000	Merged-chr7-66233598-56
NR21595--MA0599.1.KLF5	chr15	51803265	51803274	-	0.000	0.000	Merged-chr15-51803142-36
NR7621--MA0493.1.Klf1	chr10	107872813	107872823	+	0.000	0.000	Merged-chr10-107872809-21
NR33428--MA1107.1.KLF9	chr2	26312942	26312954	+	0.000	0.000	Merged-chr2-26313010-11
NR62447--MA1107.1.KLF9	chr8	115185723	115185735	+	0.000	0.000	Merged-chr8-115185594-22
NR48488--MA0599.1.KLF5	chr5	92961723	92961732	+	0.000	0.000	Merged-chr5-92961688-16
NR32867--MA0657.1.KLF13	chr19	60183109	60183126	+	0.000	0.000	Merged-chr19-60182957-49
NR38007--MA0740.1.KLF14	chr2	172390701	172390714	-	0.000	0.000	Merged-chr2-172390550-32
NR13149--MA0742.1.Klf12	chr12	12320900	12320914	-	0.000	0.000	Merged-chr12-12320871-15
NR27887--MA1107.1.KLF9	chr17	56905169	56905181	+	0.000	0.000	Merged-chr17-56905051-10
NR44329--MA1107.1.KLF9	chr4	116701026	116701038	-	0.000	0.000	Merged-chr4-116701085-12
NR28311--MA0599.1.KLF5	chr17	74865000	74865009	-	0.000	0.000	Merged-chr17-74864979-18
NR65395--MA0493.1.Klf1	chr9	94453390	94453400	+	0.000	0.000	Merged-chr9-94453263-19
NR61227--MA0741.1.KLF16	chr8	72163001	72163011	+	0.000	0.000	Merged-chr8-72162977-17
NR3159--MA0493.1.Klf1	chr1	162565216	162565226	+	0.000	0.000	Merged-chr1-162565187-22
NR32147--MA0599.1.KLF5	chr19	42149819	42149828	+	0.000	0.000	Merged-chr19-42149753-11
NR1338--MA0599.1.KLF5	chr1	85680448	85680457	+	0.000	0.000	Merged-chr1-85680352-18
NR324--MA1107.1.KLF9	chr1	36274541	36274553	+	0.000	0.000	Merged-chr1-36274584-22
NR6427--MA0742.1.Klf12	chr10	79692122	79692136	+	0.000	0.000	Merged-chr10-79692164-17
NR22232--MA1107.1.KLF9	chr15	78495159	78495171	+	0.000	0.000	Merged-chr15-78495177-43
NR46274--MA0741.1.KLF16	chr4	150995150	150995160	-	0.000	0.000	Merged-chr4-150995020-21
NR53986--MA1107.1.KLF9	chr6	125276982	125276994	+	0.000	0.000	Merged-chr6-125277000-16
NR35775--MA0599.1.KLF5	chr2	117418847	117418856	-	0.000	0.000	Merged-chr2-117418760-26
NR62465--MA0039.3.KLF4	chr8	115728737	115728747	+	0.000	0.000	Merged-chr8-115728663-11
NR37841--MA0740.1.KLF14	chr2	168591374	168591387	-	0.000	0.000	Merged-chr2-168591388-1
NR46255--MA0740.1.KLF14	chr4	150894753	150894766	+	0.000	0.000	Merged-chr4-150894695-19
NR45120--MA0493.1.Klf1	chr4	132749106	132749116	-	0.000	0.000	Merged-chr4-132748989-25
NR5071--MA0599.1.KLF5	chr10	19594672	19594681	-	0.000	0.000	Merged-chr10-19594652-16
NR66162--MA0039.3.KLF4	chr9	110896830	110896840	-	0.000	0.000	Merged-chr9-110896831-29
NR65762--MA1107.1.KLF9	chr9	104269487	104269499	-	0.000	0.000	Merged-chr9-104269530-16
NR64440--MA0493.1.Klf1	chr9	61630515	61630525	+	0.000	0.000	Merged-chr9-61630561-11
NR53968--MA0039.3.KLF4	chr6	125067857	125067867	-	0.000	0.000	Merged-chr6-125067765-41
NR14153--MA0039.3.KLF4	chr12	80331801	80331811	-	0.000	0.000	Merged-chr12-80331845-24
NR20962--MA0493.1.Klf1	chr14	122852470	122852480	-	0.000	0.000	Merged-chr14-122852603-67
NR65883--MA1107.1.KLF9	chr9	106430929	106430941	+	0.000	0.000	Merged-chr9-106430870-17
NR40114--MA0493.1.Klf1	chr3	101588958	101588968	+	0.000	0.000	Merged-chr3-101588946-10
NR49474--MA0039.3.KLF4	chr5	115516813	115516823	-	0.000	0.000	Merged-chr5-115516638-85
NR64542--MA0039.3.KLF4	chr9	64797333	64797343	+	0.000	0.000	Merged-chr9-64797561-46
NR36183--MA0039.3.KLF4	chr2	128392482	128392492	+	0.000	0.000	Merged-chr2-128392502-21
NR26826--MA0599.1.KLF5	chr17	31326300	31326309	-	0.000	0.000	Merged-chr17-31326302-35
NR17609--MA0742.1.Klf12	chr13	98692029	98692043	-	0.000	0.000	Merged-chr13-98692096-35
NR39423--MA0741.1.KLF16	chr3	84630932	84630942	-	0.000	0.000	Merged-chr3-84630888-13
NR65416--MA0741.1.KLF16	chr9	95311656	95311666	-	0.000	0.000	Merged-chr9-95311897-42
NR33021--MA0039.3.KLF4	chr2	6462522	6462532	+	0.000	0.000	Merged-chr2-6462544-11
NR22575--MA0741.1.KLF16	chr15	83474242	83474252	+	0.000	0.000	Merged-chr15-83474258-63
NR3979--MA0493.1.Klf1	chr1	182383261	182383271	-	0.000	0.000	Merged-chr1-182383219-38
NR31474--MA0742.1.Klf12	chr19	10742351	10742365	+	0.000	0.000	Merged-chr19-10742399-21
NR39220--MA0039.3.KLF4	chr3	68784302	68784312	-	0.000	0.000	Merged-chr3-68784168-43
NR13327--MA0657.1.KLF13	chr12	25351018	25351035	+	0.000	0.000	Merged-chr12-25351011-20
NR14611--MA0493.1.Klf1	chr12	100480786	100480796	+	0.000	0.000	Merged-chr12-100480598-53
NR19612--MA1107.1.KLF9	chr14	59553218	59553230	+	0.000	0.000	Merged-chr14-59553394-22
NR32300--MA0599.1.KLF5	chr19	45577319	45577328	+	0.000	0.000	Merged-chr19-45577468-39
NR27278--MA0741.1.KLF16	chr17	36982672	36982682	+	0.000	0.000	Merged-chr17-36982659-16
NR39477--MA0599.1.KLF5	chr3	87266865	87266874	-	0.000	0.000	Merged-chr3-87266700-20
NR35773--MA0740.1.KLF14	chr2	117418844	117418857	-	0.000	0.000	Merged-chr2-117418760-26
NR29848--MA0039.3.KLF4	chr18	56871833	56871843	-	0.000	0.000	Merged-chr18-56871976-16
NR7371--MA0740.1.KLF14	chr10	95009209	95009222	-	0.000	0.000	Merged-chr10-95009173-43
NR14610--MA0039.3.KLF4	chr12	100480788	100480798	+	0.000	0.000	Merged-chr12-100480598-53
NR32872--MA1107.1.KLF9	chr19	60183110	60183122	+	0.000	0.000	Merged-chr19-60182957-49
NR37623--MA1107.1.KLF9	chr2	166610540	166610552	+	0.000	0.000	Merged-chr2-166610595-30
NR7474--MA1107.1.KLF9	chr10	98776713	98776725	-	0.000	0.000	Merged-chr10-98776574-38
NR3044--MA0740.1.KLF14	chr1	159813013	159813026	-	0.000	0.000	Merged-chr1-159812982-41
NR35703--MA0742.1.Klf12	chr2	114136953	114136967	-	0.000	0.000	Merged-chr2-114137020-31
NR27193--MA0740.1.KLF14	chr17	35742070	35742083	+	0.000	0.000	Merged-chr17-35741988-36
NR58689--MA0741.1.KLF16	chr7	122317172	122317182	+	0.000	0.000	Merged-chr7-122317075-24
NR29204--MA1107.1.KLF9	chr18	23733795	23733807	+	0.000	0.000	Merged-chr18-23733972-8
NR13222--MA0599.1.KLF5	chr12	17511204	17511213	+	0.000	0.000	Merged-chr12-17511273-48
NR30218--MA1107.1.KLF9	chr18	67255871	67255883	-	0.000	0.000	Merged-chr18-67255745-40
NR47562--MA0741.1.KLF16	chr5	43824748	43824758	-	0.000	0.000	Merged-chr5-43824623-50
NR37660--MA0599.1.KLF5	chr2	166740624	166740633	-	0.000	0.000	Merged-chr2-166740656-12
NR33496--MA0039.3.KLF4	chr2	27487404	27487414	-	0.000	0.000	Merged-chr2-27487515-13
NR23372--MA1107.1.KLF9	chr15	102110643	102110655	-	0.000	0.000	Merged-chr15-102110732-12
NR22265--MA0493.1.Klf1	chr15	78835209	78835219	-	0.000	0.000	Merged-chr15-78835387-37
NR31098--MA0493.1.Klf1	chr19	3976113	3976123	+	0.000	0.000	Merged-chr19-3976009-22
NR37847--MA1107.1.KLF9	chr2	168591375	168591387	-	0.000	0.000	Merged-chr2-168591388-1
NR39902--MA0493.1.Klf1	chr3	96338265	96338275	+	0.000	0.000	Merged-chr3-96338308-3
NR23493--MA1107.1.KLF9	chr16	3962971	3962983	+	0.000	0.000	Merged-chr16-3962878-14
NR12458--MA1107.1.KLF9	chr11	113802535	113802547	-	0.000	0.000	Merged-chr11-113802652-27
NR64034--MA0599.1.KLF5	chr9	45329720	45329729	-	0.000	0.000	Merged-chr9-45329808-12
NR21752--MA1107.1.KLF9	chr15	60120074	60120086	-	0.000	0.000	Merged-chr15-60120172-38
NR183--MA0599.1.KLF5	chr1	21870789	21870798	+	0.000	0.000	Merged-chr1-21870806-15
NR14513--MA0493.1.Klf1	chr12	94083598	94083608	+	0.000	0.000	Merged-chr12-94083592-14
NR33494--MA0742.1.Klf12	chr2	27487402	27487416	-	0.000	0.000	Merged-chr2-27487515-13
NR58451--MA0039.3.KLF4	chr7	117406358	117406368	-	0.000	0.000	Merged-chr7-117406595-16
NR39239--MA1107.1.KLF9	chr3	68784323	68784335	-	0.000	0.000	Merged-chr3-68784168-43
NR40518--MA0742.1.Klf12	chr3	115758848	115758862	-	0.000	0.000	Merged-chr3-115758930-94
NR6908--MA0039.3.KLF4	chr10	83733944	83733954	-	0.000	0.000	Merged-chr10-83733897-13
NR37619--MA1107.1.KLF9	chr2	166607045	166607057	+	0.000	0.000	Merged-chr2-166607083-27
NR3055--MA0741.1.KLF16	chr1	159812996	159813006	-	0.000	0.000	Merged-chr1-159812982-41
NR50786--MA0599.1.KLF5	chr5	140839009	140839018	+	0.000	0.000	Merged-chr5-140838792-15
NR60285--MA0741.1.KLF16	chr8	25059856	25059866	+	0.000	0.000	Merged-chr8-25059963-13
NR54717--MA0742.1.Klf12	chr6	142955193	142955207	+	0.000	0.000	Merged-chr6-142955079-5
NR7713--MA0599.1.KLF5	chr10	111031829	111031838	+	0.000	0.000	Merged-chr10-111031729-43
NR37614--MA0742.1.Klf12	chr2	166607045	166607059	+	0.000	0.000	Merged-chr2-166607083-27
NR10512--MA0742.1.Klf12	chr11	70597420	70597434	-	0.000	0.000	Merged-chr11-70597550-26
NR33498--MA0741.1.KLF16	chr2	27487405	27487415	-	0.000	0.000	Merged-chr2-27487515-13
NR5506--MA0493.1.Klf1	chr10	44368843	44368853	+	0.000	0.000	Merged-chr10-44368737-26
NR7372--MA0657.1.KLF13	chr10	95009206	95009223	-	0.000	0.000	Merged-chr10-95009173-43
NR7914--MA0657.1.KLF13	chr10	117022727	117022744	+	0.000	0.000	Merged-chr10-117022803-21
NR21748--MA0742.1.Klf12	chr15	59805086	59805100	+	0.000	0.000	Merged-chr15-59805045-21
NR25343--MA0599.1.KLF5	chr16	91780938	91780947	-	0.000	0.000	Merged-chr16-91781071-63
NR47658--MA0039.3.KLF4	chr5	54111081	54111091	+	0.000	0.000	Merged-chr5-54110931-21
NR14690--MA0742.1.Klf12	chr12	102351063	102351077	-	0.000	0.000	Merged-chr12-102350976-38
NR3045--MA0657.1.KLF13	chr1	159812991	159813008	-	0.000	0.000	Merged-chr1-159812982-41
NR5505--MA0039.3.KLF4	chr10	44368845	44368855	+	0.000	0.000	Merged-chr10-44368737-26
NR40929--MA0039.3.KLF4	chr3	127892091	127892101	-	0.000	0.000	Merged-chr3-127892051-37
NR62534--MA1107.1.KLF9	chr8	117052553	117052565	-	0.000	0.000	Merged-chr8-117052612-3
NR37618--MA0741.1.KLF16	chr2	166607046	166607056	+	0.000	0.000	Merged-chr2-166607083-27
