#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval0.3-log2fc0.5_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval0.3-log2fc0.5_dn.bed
NR13315--MA0740.1.KLF14	chr11	121388259	121388272	+	0.000	0.000	Merged-chr11-121388378-24
NR69098--MA1107.1.KLF9	chr9	62425314	62425326	-	0.000	0.000	Merged-chr9-62425384-15
NR2778--MA1107.1.KLF9	chr1	139181149	139181161	-	0.000	0.000	Merged-chr1-139181025-29
NR56689--MA1107.1.KLF9	chr6	100072808	100072820	-	0.000	0.000	Merged-chr6-100072784-7
NR70467--MA0741.1.KLF16	chr9	103146975	103146985	-	0.000	0.000	Merged-chr9-103146850-8
NR6668--MA0742.1.Klf12	chr10	75170701	75170715	-	0.000	0.000	Merged-chr10-75170572-27
NR70333--MA0742.1.Klf12	chr9	98973274	98973288	-	0.000	0.000	Merged-chr9-98973397-16
NR19806--MA1107.1.KLF9	chr14	31934162	31934174	-	0.000	0.000	Merged-chr14-31934172-18
NR17958--MA0741.1.KLF16	chr13	93939770	93939780	-	0.000	0.000	Merged-chr13-93939742-17
NR12308--MA0599.1.KLF5	chr11	102467223	102467232	-	0.000	0.000	Merged-chr11-102467251-44
NR16988--MA0039.3.KLF4	chr13	53069569	53069579	+	0.000	0.000	Merged-chr13-53069490-8
NR71762--MA0493.1.Klf1	chrX	12062741	12062751	+	0.000	0.000	Merged-chrX-12062732-18
NR21112--MA0741.1.KLF16	chr14	76165442	76165452	-	0.000	0.000	Merged-chr14-76165391-21
NR27480--MA0741.1.KLF16	chr17	6477181	6477191	-	0.000	0.000	Merged-chr17-6476977-103
NR5805--MA0741.1.KLF16	chr10	42849025	42849035	-	0.000	0.000	Merged-chr10-42848913-29
NR41671--MA0493.1.Klf1	chr3	88493104	88493114	-	0.000	0.000	Merged-chr3-88493035-35
NR12858--MA0493.1.Klf1	chr11	115564180	115564190	+	0.000	0.000	Merged-chr11-115564290-52
NR12148--MA0742.1.Klf12	chr11	100545563	100545577	+	0.000	0.000	Merged-chr11-100545700-39
NR11002--MA1107.1.KLF9	chr11	74838634	74838646	-	0.000	0.000	Merged-chr11-74838839-1
NR19703--MA1107.1.KLF9	chr14	30184749	30184761	+	0.000	0.000	Merged-chr14-30184705-37
NR34028--MA0741.1.KLF16	chr19	44314782	44314792	+	0.000	0.000	Merged-chr19-44314757-47
NR41224--MA0599.1.KLF5	chr3	65319702	65319711	+	0.000	0.000	Merged-chr3-65319670-31
NR41563--MA1107.1.KLF9	chr3	84477663	84477675	+	0.000	0.000	Merged-chr3-84477603-8
NR41900--MA0599.1.KLF5	chr3	94483005	94483014	-	0.000	0.000	Merged-chr3-94482974-4
NR27523--MA0657.1.KLF13	chr17	6948670	6948687	+	0.000	0.000	Merged-chr17-6948507-80
NR5834--MA0599.1.KLF5	chr10	43706325	43706334	-	0.000	0.000	Merged-chr10-43706280-54
NR32940--MA0039.3.KLF4	chr19	4718766	4718776	+	0.000	0.000	Merged-chr19-4718820-6
NR33914--MA1107.1.KLF9	chr19	41031261	41031273	-	0.000	0.000	Merged-chr19-41031181-46
NR40348--MA1107.1.KLF9	chr3	9500015	9500027	-	0.000	0.000	Merged-chr3-9499976-58
NR63061--MA0741.1.KLF16	chr7	130631890	130631900	-	0.000	0.000	Merged-chr7-130631867-47
NR24410--MA0493.1.Klf1	chr15	93756157	93756167	+	0.000	0.000	Merged-chr15-93756205-23
NR67496--MA1107.1.KLF9	chr8	126864499	126864511	+	0.000	0.000	Merged-chr8-126864545-1
NR44722--MA0599.1.KLF5	chr4	21931235	21931244	-	0.000	0.000	Merged-chr4-21931298-41
NR11324--MA0039.3.KLF4	chr11	79678514	79678524	-	0.000	0.000	Merged-chr11-79678746-30
NR2693--MA1107.1.KLF9	chr1	136617584	136617596	-	0.000	0.000	Merged-chr1-136617404-40
NR13542--MA0657.1.KLF13	chr12	15536023	15536040	-	0.000	0.000	Merged-chr12-15536023-13
NR67215--MA0741.1.KLF16	chr8	122451268	122451278	-	0.000	0.000	Merged-chr8-122451262-3
NR7659--MA1107.1.KLF9	chr10	89764350	89764362	-	0.000	0.000	Merged-chr10-89764216-3
NR27241--MA0741.1.KLF16	chr16	96208436	96208446	-	0.000	0.000	Merged-chr16-96208613-13
NR54748--MA0599.1.KLF5	chr6	28878189	28878198	-	0.000	0.000	Merged-chr6-28878211-33
NR19553--MA0740.1.KLF14	chr14	24779207	24779220	+	0.000	0.000	Merged-chr14-24779334-63
NR67491--MA0039.3.KLF4	chr8	126721955	126721965	-	0.000	0.000	Merged-chr8-126721826-22
NR59838--MA1107.1.KLF9	chr7	29211574	29211586	+	0.000	0.000	Merged-chr7-29211529-84
NR58794--MA0599.1.KLF5	chr7	4151117	4151126	-	0.000	0.000	Merged-chr7-4151016-19
NR59145--MA0741.1.KLF16	chr7	17009467	17009477	+	0.000	0.000	Merged-chr7-17009648-32
NR50751--MA0599.1.KLF5	chr5	65950934	65950943	-	0.000	0.000	Merged-chr5-65951105-46
NR38035--MA0599.1.KLF5	chr2	122469535	122469544	+	0.000	0.000	Merged-chr2-122469407-42
NR2260--MA0599.1.KLF5	chr1	127409675	127409684	-	0.000	0.000	Merged-chr1-127409682-14
NR7226--MA0599.1.KLF5	chr10	81253308	81253317	-	0.000	0.000	Merged-chr10-81253220-18
NR71763--MA0741.1.KLF16	chrX	12062742	12062752	+	0.000	0.000	Merged-chrX-12062732-18
NR59397--MA0741.1.KLF16	chr7	24301056	24301066	+	0.000	0.000	Merged-chr7-24301044-7
NR31739--MA1107.1.KLF9	chr18	60502505	60502517	+	0.000	0.000	Merged-chr18-60502470-34
NR17792--MA1107.1.KLF9	chr13	83608480	83608492	+	0.000	0.000	Merged-chr13-83608381-13
NR42773--MA0741.1.KLF16	chr3	115897932	115897942	+	0.000	0.000	Merged-chr3-115897908-5
NR60543--MA1107.1.KLF9	chr7	49303816	49303828	-	0.000	0.000	Merged-chr7-49303959-15
NR23351--MA1107.1.KLF9	chr15	73137755	73137767	+	0.000	0.000	Merged-chr15-73137730-76
NR50872--MA0599.1.KLF5	chr5	73223277	73223286	+	0.000	0.000	Merged-chr5-73223278-33
NR68003--MA0740.1.KLF14	chr9	22132312	22132325	-	0.000	0.000	Merged-chr9-22132302-2
NR27479--MA0599.1.KLF5	chr17	6477182	6477191	-	0.000	0.000	Merged-chr17-6476977-103
NR25890--MA0599.1.KLF5	chr16	35154815	35154824	-	0.000	0.000	Merged-chr16-35154981-11
NR59254--MA0741.1.KLF16	chr7	19272311	19272321	-	0.000	0.000	Merged-chr7-19272512-2
NR31664--MA0599.1.KLF5	chr18	56621018	56621027	-	0.000	0.000	Merged-chr18-56620960-32
NR52361--MA0741.1.KLF16	chr5	118661942	118661952	+	0.000	0.000	Merged-chr5-118661904-17
NR30672--MA0493.1.Klf1	chr17	88316548	88316558	-	0.000	0.000	Merged-chr17-88316434-22
NR38348--MA0493.1.Klf1	chr2	132131490	132131500	+	0.000	0.000	Merged-chr2-132131548-24
NR13872--MA0493.1.Klf1	chr12	31756030	31756040	-	0.000	0.000	Merged-chr12-31756239-29
NR43851--MA0741.1.KLF16	chr3	146045216	146045226	-	0.000	0.000	Merged-chr3-146045142-29
NR32609--MA0657.1.KLF13	chr18	82532264	82532281	-	0.000	0.000	Merged-chr18-82532131-16
NR557--MA0742.1.Klf12	chr1	39941509	39941523	+	0.000	0.000	Merged-chr1-39941675-40
NR67162--MA0741.1.KLF16	chr8	121568422	121568432	+	0.000	0.000	Merged-chr8-121568444-23
NR49060--MA1107.1.KLF9	chr4	155154766	155154778	-	0.000	0.000	Merged-chr4-155154662-3
NR36306--MA0741.1.KLF16	chr2	59534544	59534554	+	0.000	0.000	Merged-chr2-59534510-22
NR20963--MA0039.3.KLF4	chr14	72983653	72983663	-	0.000	0.000	Merged-chr14-72983519-34
NR41117--MA0742.1.Klf12	chr3	55688149	55688163	-	0.000	0.000	Merged-chr3-55687980-1
NR36199--MA1107.1.KLF9	chr2	52542688	52542700	+	0.000	0.000	Merged-chr2-52542865-9
NR55546--MA0741.1.KLF16	chr6	54595352	54595362	+	0.000	0.000	Merged-chr6-54595326-63
NR28569--MA0599.1.KLF5	chr17	32386793	32386802	+	0.000	0.000	Merged-chr17-32386992-9
NR60517--MA0493.1.Klf1	chr7	48132275	48132285	+	0.000	0.000	Merged-chr7-48132201-46
NR34208--MA0493.1.Klf1	chr19	47915500	47915510	-	0.000	0.000	Merged-chr19-47915460-18
NR2939--MA0742.1.Klf12	chr1	150465584	150465598	+	0.000	0.000	Merged-chr1-150465561-21
NR16116--MA1107.1.KLF9	chr13	5862496	5862508	-	0.000	0.000	Merged-chr13-5862430-12
NR69094--MA0741.1.KLF16	chr9	62425311	62425321	-	0.000	0.000	Merged-chr9-62425384-15
NR66196--MA1107.1.KLF9	chr8	95154908	95154920	+	0.000	0.000	Merged-chr8-95154872-23
NR8409--MA1107.1.KLF9	chr10	118090009	118090021	-	0.000	0.000	Merged-chr10-118090052-13
NR62596--MA0740.1.KLF14	chr7	121734408	121734421	-	0.000	0.000	Merged-chr7-121734454-58
NR58557--MA0599.1.KLF5	chr6	145049107	145049116	+	0.000	0.000	Merged-chr6-145048990-28
NR24368--MA0740.1.KLF14	chr15	93374729	93374742	-	0.000	0.000	Merged-chr15-93374795-20
NR71664--MA0493.1.Klf1	chrX	7763899	7763909	+	0.000	0.000	Merged-chrX-7763872-12
NR62075--MA0599.1.KLF5	chr7	110627601	110627610	+	0.000	0.000	Merged-chr7-110627584-9
NR37172--MA0039.3.KLF4	chr2	93468306	93468316	+	0.000	0.000	Merged-chr2-93468360-20
NR25794--MA0740.1.KLF14	chr16	32658964	32658977	-	0.000	0.000	Merged-chr16-32659000-27
NR13518--MA1107.1.KLF9	chr12	12176297	12176309	+	0.000	0.000	Merged-chr12-12176537-33
NR1175--MA0599.1.KLF5	chr1	73940883	73940892	+	0.000	0.000	Merged-chr1-73940938-50
NR42786--MA0741.1.KLF16	chr3	116200271	116200281	+	0.000	0.000	Merged-chr3-116200281-40
NR27092--MA0741.1.KLF16	chr16	93574642	93574652	-	0.000	0.000	Merged-chr16-93574695-56
NR33248--MA0493.1.Klf1	chr19	8840506	8840516	-	0.000	0.000	Merged-chr19-8840578-25
NR67972--MA0599.1.KLF5	chr9	21918242	21918251	-	0.000	0.000	Merged-chr9-21918186-50
NR19148--MA0039.3.KLF4	chr14	7791561	7791571	+	0.000	0.000	Merged-chr14-7791631-72
NR66617--MA1107.1.KLF9	chr8	109957364	109957376	+	0.000	0.000	Merged-chr8-109957445-42
NR9710--MA0741.1.KLF16	chr11	31169350	31169360	+	0.000	0.000	Merged-chr11-31169541-9
NR46460--MA0741.1.KLF16	chr4	101419688	101419698	-	0.000	0.000	Merged-chr4-101419713-70
NR7016--MA0599.1.KLF5	chr10	80152178	80152187	+	0.000	0.000	Merged-chr10-80152261-5
NR71742--MA0741.1.KLF16	chrX	11807625	11807635	-	0.000	0.000	Merged-chrX-11807540-17
NR32283--MA0742.1.Klf12	chr18	75419450	75419464	+	0.000	0.000	Merged-chr18-75419579-57
NR610--MA0741.1.KLF16	chr1	42953264	42953274	-	0.000	0.000	Merged-chr1-42953184-68
NR40842--MA0599.1.KLF5	chr3	38044520	38044529	-	0.000	0.000	Merged-chr3-38044560-26
NR23347--MA1107.1.KLF9	chr15	73137747	73137759	+	0.000	0.000	Merged-chr15-73137730-76
NR38042--MA0741.1.KLF16	chr2	122765295	122765305	-	0.000	0.000	Merged-chr2-122765389-48
NR18766--MA1107.1.KLF9	chr13	112824337	112824349	+	0.000	0.000	Merged-chr13-112824318-13
NR57051--MA0599.1.KLF5	chr6	115123395	115123404	-	0.000	0.000	Merged-chr6-115123444-38
NR55002--MA0741.1.KLF16	chr6	37299120	37299130	-	0.000	0.000	Merged-chr6-37299169-1
NR7687--MA0493.1.Klf1	chr10	91028076	91028086	+	0.000	0.000	Merged-chr10-91028217-15
NR66560--MA0599.1.KLF5	chr8	107403278	107403287	-	0.000	0.000	Merged-chr8-107403354-63
NR19174--MA0657.1.KLF13	chr14	8357083	8357100	+	0.000	0.000	Merged-chr14-8357134-8
NR24407--MA0742.1.Klf12	chr15	93756157	93756171	+	0.000	0.000	Merged-chr15-93756205-23
NR59866--MA0493.1.Klf1	chr7	29307867	29307877	+	0.000	0.000	Merged-chr7-29307894-31
NR39991--MA0741.1.KLF16	chr2	173265047	173265057	-	0.000	0.000	Merged-chr2-173264964-41
NR61423--MA1107.1.KLF9	chr7	90081851	90081863	+	0.000	0.000	Merged-chr7-90081975-11
NR34129--MA0741.1.KLF16	chr19	46148528	46148538	-	0.000	0.000	Merged-chr19-46148494-21
NR20683--MA0599.1.KLF5	chr14	63906105	63906114	-	0.000	0.000	Merged-chr14-63906056-16
NR19875--MA0599.1.KLF5	chr14	34615160	34615169	-	0.000	0.000	Merged-chr14-34615266-19
NR58001--MA1107.1.KLF9	chr6	135150458	135150470	-	0.000	0.000	Merged-chr6-135150450-14
NR16264--MA1107.1.KLF9	chr13	18820886	18820898	-	0.000	0.000	Merged-chr13-18820828-2
NR26389--MA0493.1.Klf1	chr16	59567934	59567944	-	0.000	0.000	Merged-chr16-59568011-23
NR40174--MA1107.1.KLF9	chr2	178891674	178891686	+	0.000	0.000	Merged-chr2-178891686-1
NR56709--MA0599.1.KLF5	chr6	100390392	100390401	+	0.000	0.000	Merged-chr6-100390476-26
NR59419--MA0599.1.KLF5	chr7	24482004	24482013	-	0.000	0.000	Merged-chr7-24481860-36
NR62607--MA1107.1.KLF9	chr7	121890915	121890927	+	0.000	0.000	Merged-chr7-121890851-14
NR1183--MA1107.1.KLF9	chr1	73940869	73940881	+	0.000	0.000	Merged-chr1-73940938-50
NR9104--MA0741.1.KLF16	chr11	3289481	3289491	-	0.000	0.000	Merged-chr11-3289490-8
NR7424--MA0741.1.KLF16	chr10	84534028	84534038	-	0.000	0.000	Merged-chr10-84533973-56
NR56028--MA0493.1.Klf1	chr6	83413021	83413031	-	0.000	0.000	Merged-chr6-83413092-38
NR5842--MA0039.3.KLF4	chr10	43706426	43706436	-	0.000	0.000	Merged-chr10-43706280-54
NR25625--MA0039.3.KLF4	chr16	23375107	23375117	+	0.000	0.000	Merged-chr16-23375120-32
NR35412--MA0741.1.KLF16	chr2	26628300	26628310	-	0.000	0.000	Merged-chr2-26628456-31
NR13460--MA1107.1.KLF9	chr12	8827544	8827556	-	0.000	0.000	Merged-chr12-8827572-4
NR53692--MA0742.1.Klf12	chr5	140148961	140148975	+	0.000	0.000	Merged-chr5-140149143-22
NR43878--MA1107.1.KLF9	chr3	146207601	146207613	+	0.000	0.000	Merged-chr3-146207752-15
NR27071--MA0741.1.KLF16	chr16	92400130	92400140	-	0.000	0.000	Merged-chr16-92400195-21
NR17406--MA0741.1.KLF16	chr13	65070138	65070148	+	0.000	0.000	Merged-chr13-65070187-24
NR38949--MA0599.1.KLF5	chr2	151971070	151971079	+	0.000	0.000	Merged-chr2-151971067-35
NR69117--MA1107.1.KLF9	chr9	63718370	63718382	+	0.000	0.000	Merged-chr9-63718438-9
NR67773--MA0741.1.KLF16	chr9	15014186	15014196	-	0.000	0.000	Merged-chr9-15014101-6
NR71486--MA0599.1.KLF5	chr9	123229918	123229927	+	0.000	0.000	Merged-chr9-123229915-16
NR15828--MA1107.1.KLF9	chr12	112722116	112722128	-	0.000	0.000	Merged-chr12-112722334-57
NR6097--MA0742.1.Klf12	chr10	59921281	59921295	-	0.000	0.000	Merged-chr10-59921087-38
NR843--MA0599.1.KLF5	chr1	58424072	58424081	-	0.000	0.000	Merged-chr1-58424071-3
NR61661--MA0493.1.Klf1	chr7	98995318	98995328	-	0.000	0.000	Merged-chr7-98995432-21
NR31350--MA1107.1.KLF9	chr18	38276197	38276209	-	0.000	0.000	Merged-chr18-38276208-2
NR61581--MA0599.1.KLF5	chr7	96920647	96920656	-	0.000	0.000	Merged-chr7-96920782-38
NR37313--MA0599.1.KLF5	chr2	102049966	102049975	+	0.000	0.000	Merged-chr2-102050053-17
NR56712--MA0741.1.KLF16	chr6	100390392	100390402	+	0.000	0.000	Merged-chr6-100390476-26
NR35263--MA0599.1.KLF5	chr2	25095203	25095212	+	0.000	0.000	Merged-chr2-25095278-14
NR24380--MA0599.1.KLF5	chr15	93443914	93443923	+	0.000	0.000	Merged-chr15-93443797-12
NR8208--MA1107.1.KLF9	chr10	111912405	111912417	-	0.000	0.000	Merged-chr10-111912286-27
NR27090--MA0599.1.KLF5	chr16	93574643	93574652	-	0.000	0.000	Merged-chr16-93574695-56
NR70024--MA0741.1.KLF16	chr9	88719822	88719832	-	0.000	0.000	Merged-chr9-88719952-88
NR25779--MA0599.1.KLF5	chr16	32516539	32516548	-	0.000	0.000	Merged-chr16-32516451-30
NR14761--MA0493.1.Klf1	chr12	82166464	82166474	-	0.000	0.000	Merged-chr12-82166286-58
NR8418--MA0039.3.KLF4	chr10	118302306	118302316	+	0.000	0.000	Merged-chr10-118302448-26
NR34128--MA0493.1.Klf1	chr19	46148529	46148539	-	0.000	0.000	Merged-chr19-46148494-21
NR8687--MA1107.1.KLF9	chr10	122778157	122778169	+	0.000	0.000	Merged-chr10-122778014-1
NR23220--MA0741.1.KLF16	chr15	64113271	64113281	+	0.000	0.000	Merged-chr15-64113403-29
NR59084--MA0741.1.KLF16	chr7	16634142	16634152	-	0.000	0.000	Merged-chr7-16634045-17
NR9764--MA0493.1.Klf1	chr11	32138430	32138440	-	0.000	0.000	Merged-chr11-32138495-33
NR30694--MA0039.3.KLF4	chr17	88753267	88753277	+	0.000	0.000	Merged-chr17-88753234-51
NR31542--MA0741.1.KLF16	chr18	53245579	53245589	+	0.000	0.000	Merged-chr18-53245593-51
NR44893--MA0599.1.KLF5	chr4	34551670	34551679	-	0.000	0.000	Merged-chr4-34551500-9
NR39927--MA0741.1.KLF16	chr2	172392453	172392463	-	0.000	0.000	Merged-chr2-172392373-19
NR50750--MA0740.1.KLF14	chr5	65950931	65950944	-	0.000	0.000	Merged-chr5-65951105-46
NR8682--MA0039.3.KLF4	chr10	122778139	122778149	+	0.000	0.000	Merged-chr10-122778014-1
NR64712--MA0599.1.KLF5	chr8	40634802	40634811	-	0.000	0.000	Merged-chr8-40634821-50
NR20647--MA0493.1.Klf1	chr14	61744092	61744102	-	0.000	0.000	Merged-chr14-61744186-5
NR50434--MA0741.1.KLF16	chr5	54098366	54098376	-	0.000	0.000	Merged-chr5-54098374-26
NR69060--MA0599.1.KLF5	chr9	61715237	61715246	-	0.000	0.000	Merged-chr9-61715160-12
NR61352--MA0741.1.KLF16	chr7	84417846	84417856	-	0.000	0.000	Merged-chr7-84417695-8
NR6513--MA0599.1.KLF5	chr10	69571692	69571701	-	0.000	0.000	Merged-chr10-69571391-44
NR57168--MA0599.1.KLF5	chr6	118593644	118593653	-	0.000	0.000	Merged-chr6-118593680-90
NR6992--MA0599.1.KLF5	chr10	80018984	80018993	+	0.000	0.000	Merged-chr10-80018891-31
NR65107--MA1107.1.KLF9	chr8	64935179	64935191	-	0.000	0.000	Merged-chr8-64935114-22
NR22626--MA0599.1.KLF5	chr15	36438864	36438873	-	0.000	0.000	Merged-chr15-36438812-16
NR62953--MA0741.1.KLF16	chr7	128633412	128633422	-	0.000	0.000	Merged-chr7-128633323-34
NR34845--MA0599.1.KLF5	chr2	11173726	11173735	+	0.000	0.000	Merged-chr2-11173621-55
NR61330--MA0493.1.Klf1	chr7	83649041	83649051	+	0.000	0.000	Merged-chr7-83649000-10
NR44520--MA0039.3.KLF4	chr4	11017780	11017790	+	0.000	0.000	Merged-chr4-11017688-10
NR13318--MA0493.1.Klf1	chr11	121388259	121388269	+	0.000	0.000	Merged-chr11-121388378-24
NR45849--MA0599.1.KLF5	chr4	63391533	63391542	+	0.000	0.000	Merged-chr4-63391533-17
NR43799--MA0599.1.KLF5	chr3	145613473	145613482	+	0.000	0.000	Merged-chr3-145613509-1
NR26679--MA0742.1.Klf12	chr16	76283301	76283315	+	0.000	0.000	Merged-chr16-76283420-1
NR14104--MA0741.1.KLF16	chr12	52383032	52383042	+	0.000	0.000	Merged-chr12-52383146-23
NR68717--MA1107.1.KLF9	chr9	51162024	51162036	-	0.000	0.000	Merged-chr9-51161990-29
NR23137--MA0741.1.KLF16	chr15	61441928	61441938	+	0.000	0.000	Merged-chr15-61441836-34
NR42243--MA0493.1.Klf1	chr3	100533648	100533658	+	0.000	0.000	Merged-chr3-100533650-21
NR70185--MA1107.1.KLF9	chr9	94614234	94614246	+	0.000	0.000	Merged-chr9-94614117-31
NR11094--MA0599.1.KLF5	chr11	75926973	75926982	+	0.000	0.000	Merged-chr11-75926776-30
NR14766--MA0493.1.Klf1	chr12	82187387	82187397	+	0.000	0.000	Merged-chr12-82187311-20
NR31271--MA0599.1.KLF5	chr18	35830179	35830188	+	0.000	0.000	Merged-chr18-35830192-19
NR14408--MA0493.1.Klf1	chr12	69853616	69853626	+	0.000	0.000	Merged-chr12-69853558-20
NR49792--MA0599.1.KLF5	chr5	29378403	29378412	-	0.000	0.000	Merged-chr5-29378276-75
NR19155--MA0741.1.KLF16	chr14	7818951	7818961	-	0.000	0.000	Merged-chr14-7819138-4
NR66000--MA1107.1.KLF9	chr8	88298231	88298243	-	0.000	0.000	Merged-chr8-88298148-50
NR42942--MA0599.1.KLF5	chr3	122474232	122474241	+	0.000	0.000	Merged-chr3-122474297-38
NR15829--MA0740.1.KLF14	chr12	112722146	112722159	-	0.000	0.000	Merged-chr12-112722334-57
NR57951--MA0493.1.Klf1	chr6	134451034	134451044	-	0.000	0.000	Merged-chr6-134450954-21
NR31579--MA1107.1.KLF9	chr18	54822926	54822938	+	0.000	0.000	Merged-chr18-54822886-30
NR39221--MA0741.1.KLF16	chr2	158673411	158673421	+	0.000	0.000	Merged-chr2-158673458-23
NR60044--MA0599.1.KLF5	chr7	35172054	35172063	-	0.000	0.000	Merged-chr7-35172078-26
NR56516--MA1107.1.KLF9	chr6	95651459	95651471	+	0.000	0.000	Merged-chr6-95651560-12
NR43459--MA0599.1.KLF5	chr3	135307629	135307638	+	0.000	0.000	Merged-chr3-135307763-66
NR32452--MA0740.1.KLF14	chr18	80041987	80042000	+	0.000	0.000	Merged-chr18-80041946-55
NR14564--MA1107.1.KLF9	chr12	73954302	73954314	-	0.000	0.000	Merged-chr12-73954415-6
NR72263--MA0599.1.KLF5	chrX	77522737	77522746	-	0.000	0.000	Merged-chrX-77522857-17
NR37327--MA0599.1.KLF5	chr2	102183963	102183972	-	0.000	0.000	Merged-chr2-102183884-3
NR47290--MA0599.1.KLF5	chr4	125116714	125116723	-	0.000	0.000	Merged-chr4-125116565-9
NR38047--MA0741.1.KLF16	chr2	122765317	122765327	+	0.000	0.000	Merged-chr2-122765389-48
NR7854--MA0599.1.KLF5	chr10	95942200	95942209	+	0.000	0.000	Merged-chr10-95942106-29
NR41903--MA0741.1.KLF16	chr3	94483004	94483014	-	0.000	0.000	Merged-chr3-94482974-4
NR1725--MA0740.1.KLF14	chr1	93115248	93115261	+	0.000	0.000	Merged-chr1-93115270-41
NR41178--MA0742.1.Klf12	chr3	61002319	61002333	-	0.000	0.000	Merged-chr3-61002220-1
NR70332--MA0740.1.KLF14	chr9	98973275	98973288	-	0.000	0.000	Merged-chr9-98973397-16
NR12371--MA0741.1.KLF16	chr11	103808768	103808778	-	0.000	0.000	Merged-chr11-103808730-15
NR58952--MA0740.1.KLF14	chr7	12422487	12422500	-	0.000	0.000	Merged-chr7-12422521-72
NR58374--MA0493.1.Klf1	chr6	142507797	142507807	+	0.000	0.000	Merged-chr6-142507875-63
NR1072--MA0741.1.KLF16	chr1	69499061	69499071	-	0.000	0.000	Merged-chr1-69499196-51
NR35398--MA0599.1.KLF5	chr2	26586859	26586868	+	0.000	0.000	Merged-chr2-26586785-35
NR24370--MA0039.3.KLF4	chr15	93374730	93374740	-	0.000	0.000	Merged-chr15-93374795-20
NR23052--MA0740.1.KLF14	chr15	58595065	58595078	+	0.000	0.000	Merged-chr15-58595150-15
NR9125--MA0599.1.KLF5	chr11	3863952	3863961	-	0.000	0.000	Merged-chr11-3863952-34
NR64726--MA0599.1.KLF5	chr8	41240912	41240921	+	0.000	0.000	Merged-chr8-41240829-16
NR66900--MA1107.1.KLF9	chr8	117121722	117121734	+	0.000	0.000	Merged-chr8-117121600-27
NR9106--MA1107.1.KLF9	chr11	3289482	3289494	-	0.000	0.000	Merged-chr11-3289490-8
NR67775--MA1107.1.KLF9	chr9	15014183	15014195	-	0.000	0.000	Merged-chr9-15014101-6
NR25558--MA0741.1.KLF16	chr16	20804930	20804940	+	0.000	0.000	Merged-chr16-20804779-46
NR39753--MA0599.1.KLF5	chr2	168741368	168741377	+	0.000	0.000	Merged-chr2-168741453-11
NR23212--MA0741.1.KLF16	chr15	64113263	64113273	+	0.000	0.000	Merged-chr15-64113403-29
NR64612--MA0741.1.KLF16	chr8	34818005	34818015	-	0.000	0.000	Merged-chr8-34817852-8
NR13720--MA0741.1.KLF16	chr12	24975166	24975176	-	0.000	0.000	Merged-chr12-24975198-73
NR13537--MA0742.1.Klf12	chr12	14152273	14152287	-	0.000	0.000	Merged-chr12-14152213-14
NR9031--MA0599.1.KLF5	chr10	128637173	128637182	+	0.000	0.000	Merged-chr10-128637070-78
NR55668--MA1107.1.KLF9	chr6	59451129	59451141	-	0.000	0.000	Merged-chr6-59451158-16
NR28521--MA0741.1.KLF16	chr17	31693551	31693561	-	0.000	0.000	Merged-chr17-31693537-59
NR41717--MA1107.1.KLF9	chr3	89179230	89179242	-	0.000	0.000	Merged-chr3-89179239-17
NR10309--MA0599.1.KLF5	chr11	57791207	57791216	+	0.000	0.000	Merged-chr11-57791276-17
NR23953--MA0493.1.Klf1	chr15	82290612	82290622	-	0.000	0.000	Merged-chr15-82290504-11
NR56646--MA1107.1.KLF9	chr6	99270149	99270161	+	0.000	0.000	Merged-chr6-99270140-8
NR43374--MA0599.1.KLF5	chr3	132928123	132928132	-	0.000	0.000	Merged-chr3-132927951-20
NR5335--MA0741.1.KLF16	chr10	18743780	18743790	+	0.000	0.000	Merged-chr10-18743767-30
NR58373--MA0039.3.KLF4	chr6	142507799	142507809	+	0.000	0.000	Merged-chr6-142507875-63
NR57982--MA1107.1.KLF9	chr6	134981446	134981458	-	0.000	0.000	Merged-chr6-134981456-22
NR58745--MA0741.1.KLF16	chr7	3292944	3292954	+	0.000	0.000	Merged-chr7-3292987-7
NR13748--MA0740.1.KLF14	chr12	25601192	25601205	-	0.000	0.000	Merged-chr12-25601123-16
NR39757--MA0741.1.KLF16	chr2	168741484	168741494	+	0.000	0.000	Merged-chr2-168741453-11
NR42159--MA0599.1.KLF5	chr3	98013455	98013464	-	0.000	0.000	Merged-chr3-98013630-71
NR13264--MA1107.1.KLF9	chr11	120941194	120941206	-	0.000	0.000	Merged-chr11-120941184-16
NR54378--MA0599.1.KLF5	chr5	150232883	150232892	+	0.000	0.000	Merged-chr5-150232910-1
NR39977--MA0599.1.KLF5	chr2	173063391	173063400	+	0.000	0.000	Merged-chr2-173063390-29
NR36366--MA1107.1.KLF9	chr2	60880819	60880831	+	0.000	0.000	Merged-chr2-60880763-2
NR64226--MA0740.1.KLF14	chr8	14996105	14996118	-	0.000	0.000	Merged-chr8-14996187-57
