#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval0.3-log2fc0.5_up.bed
NR3727--MA0089.1.MAFG::NFE2L1	chr13	43788990	43788995	-	0.000	0.000	Merged-chr13-43789112-65
NR2317--MA0496.2.MAFK	chr11	43362488	43362506	-	0.000	0.000	Merged-chr11-43362318-2
NR5081--MA0089.1.MAFG::NFE2L1	chr15	27826216	27826221	-	0.000	0.000	Merged-chr15-27825914-54
NR8536--MA0117.2.Mafb	chr2	157887764	157887775	+	0.000	0.000	Merged-chr2-157887792-12
NR6137--MA0117.2.Mafb	chr17	7878107	7878118	+	0.000	0.000	Merged-chr17-7878189-16
NR6844--MA0591.1.Bach1::Mafk	chr18	54860890	54860904	+	0.000	0.000	Merged-chr18-54860804-67
NR3000--MA0495.2.MAFF	chr12	41565894	41565914	+	0.000	0.000	Merged-chr12-41565825-5
NR14208--MA0501.1.MAF::NFE2	chr9	36802537	36802551	+	0.000	0.000	Merged-chr9-36802612-8
NR11447--MA0089.1.MAFG::NFE2L1	chr5	147049404	147049409	+	0.000	0.000	Merged-chr5-147049236-7
NR13192--MA0501.1.MAF::NFE2	chr7	126725384	126725398	+	0.000	0.000	Merged-chr7-126725257-13
NR12697--MA0591.1.Bach1::Mafk	chr7	49335176	49335190	+	0.000	0.000	Merged-chr7-49335315-27
NR6840--MA0659.1.MAFG	chr18	54822970	54822990	+	0.000	0.000	Merged-chr18-54822886-30
NR9407--MA0659.1.MAFG	chr3	121874812	121874832	+	0.000	0.000	Merged-chr3-121874730-10
NR14603--MA0496.2.MAFK	chr9	102587547	102587565	-	0.000	0.000	Merged-chr9-102587549-11
NR3304--MA0496.2.MAFK	chr12	102588573	102588591	-	0.000	0.000	Merged-chr12-102588735-27
NR14890--MA0495.2.MAFF	chrX	71468813	71468833	+	0.000	0.000	Merged-chrX-71468864-48
NR15046--MA0117.2.Mafb	chrX	142883941	142883952	+	0.000	0.000	Merged-chrX-142883855-35
NR3002--MA0659.1.MAFG	chr12	41565894	41565914	+	0.000	0.000	Merged-chr12-41565825-5
NR4554--MA0089.1.MAFG::NFE2L1	chr14	46578307	46578312	+	0.000	0.000	Merged-chr14-46578431-37
NR10940--MA0501.1.MAF::NFE2	chr5	65903032	65903046	+	0.000	0.000	Merged-chr5-65902900-8
NR4227--MA0501.1.MAF::NFE2	chr13	113197392	113197406	+	0.000	0.000	Merged-chr13-113197409-1
NR102--MA0089.1.MAFG::NFE2L1	chr1	32104220	32104225	+	0.000	0.000	Merged-chr1-32104339-13
NR12678--MA0089.1.MAFG::NFE2L1	chr7	44528080	44528085	-	0.000	0.000	Merged-chr7-44527953-37
NR11712--MA0659.1.MAFG	chr6	52825668	52825688	+	0.000	0.000	Merged-chr6-52825813-18
NR7844--MA0089.1.MAFG::NFE2L1	chr2	70844981	70844986	+	0.000	0.000	Merged-chr2-70845075-67
NR14872--MA0501.1.MAF::NFE2	chrX	53607945	53607959	+	0.000	0.000	Merged-chrX-53607978-28
NR11170--MA0117.2.Mafb	chr5	105306180	105306191	+	0.000	0.000	Merged-chr5-105306151-101
NR11836--MA0089.1.MAFG::NFE2L1	chr6	67489080	67489085	-	0.000	0.000	Merged-chr6-67488899-31
NR5504--MA0117.2.Mafb	chr16	10683551	10683562	+	0.000	0.000	Merged-chr16-10683625-55
NR392--MA0089.1.MAFG::NFE2L1	chr1	82973416	82973421	-	0.000	0.000	Merged-chr1-82973536-4
NR2271--MA0591.1.Bach1::Mafk	chr11	31824818	31824832	+	0.000	0.000	Merged-chr11-31824780-24
NR7045--MA0501.1.MAF::NFE2	chr18	79284460	79284474	+	0.000	0.000	Merged-chr18-79284521-10
NR6590--MA0591.1.Bach1::Mafk	chr17	86134669	86134683	-	0.000	0.000	Merged-chr17-86134763-8
NR9839--MA0501.1.MAF::NFE2	chr4	32405326	32405340	-	0.000	0.000	Merged-chr4-32405236-4
NR10873--MA0659.1.MAFG	chr5	53401309	53401329	+	0.000	0.000	Merged-chr5-53401251-38
NR2809--MA0089.1.MAFG::NFE2L1	chr11	117666743	117666748	-	0.000	0.000	Merged-chr11-117666670-15
NR14868--MA0495.2.MAFF	chrX	53607939	53607959	-	0.000	0.000	Merged-chrX-53607978-28
NR1955--MA0089.1.MAFG::NFE2L1	chr10	111446408	111446413	-	0.000	0.000	Merged-chr10-111446386-39
NR1464--MA0089.1.MAFG::NFE2L1	chr10	39170486	39170491	+	0.000	0.000	Merged-chr10-39170391-11
NR2313--MA0591.1.Bach1::Mafk	chr11	43362490	43362504	-	0.000	0.000	Merged-chr11-43362318-2
NR9036--MA0501.1.MAF::NFE2	chr3	69274873	69274887	-	0.000	0.000	Merged-chr3-69274909-13
NR383--MA0501.1.MAF::NFE2	chr1	82429278	82429292	-	0.000	0.000	Merged-chr1-82429225-23
NR12699--MA0117.2.Mafb	chr7	49392350	49392361	-	0.000	0.000	Merged-chr7-49392450-14
NR732--MA0659.1.MAFG	chr1	133146148	133146168	-	0.000	0.000	Merged-chr1-133146237-29
NR5995--MA0495.2.MAFF	chr16	89974505	89974525	-	0.000	0.000	Merged-chr16-89974505-28
NR14715--MA0501.1.MAF::NFE2	chr9	116283898	116283912	-	0.000	0.000	Merged-chr9-116283998-37
NR8799--MA0089.1.MAFG::NFE2L1	chr3	14667334	14667339	-	0.000	0.000	Merged-chr3-14667308-20
NR12032--MA0117.2.Mafb	chr6	100479634	100479645	+	0.000	0.000	Merged-chr6-100479761-33
NR4240--MA0659.1.MAFG	chr13	113418359	113418379	+	0.000	0.000	Merged-chr13-113418245-6
NR5867--MA0117.2.Mafb	chr16	65351348	65351359	+	0.000	0.000	Merged-chr16-65351191-13
NR965--MA0659.1.MAFG	chr1	165075728	165075748	+	0.000	0.000	Merged-chr1-165075837-38
NR2269--MA0495.2.MAFF	chr11	31824815	31824835	+	0.000	0.000	Merged-chr11-31824780-24
NR12676--MA0089.1.MAFG::NFE2L1	chr7	44485772	44485777	+	0.000	0.000	Merged-chr7-44485840-1
NR11806--MA0591.1.Bach1::Mafk	chr6	65569979	65569993	-	0.000	0.000	Merged-chr6-65569933-17
NR11169--MA0495.2.MAFF	chr5	105306180	105306200	-	0.000	0.000	Merged-chr5-105306151-101
NR1852--MA0591.1.Bach1::Mafk	chr10	93422127	93422141	-	0.000	0.000	Merged-chr10-93422130-9
NR9112--MA0659.1.MAFG	chr3	84732098	84732118	+	0.000	0.000	Merged-chr3-84732134-27
NR14869--MA0591.1.Bach1::Mafk	chrX	53607942	53607956	+	0.000	0.000	Merged-chrX-53607978-28
NR12496--MA0495.2.MAFF	chr6	145993221	145993241	+	0.000	0.000	Merged-chr6-145993129-56
NR14546--MA0089.1.MAFG::NFE2L1	chr9	96696411	96696416	-	0.000	0.000	Merged-chr9-96696442-50
NR1779--MA0089.1.MAFG::NFE2L1	chr10	85359481	85359486	+	0.000	0.000	Merged-chr10-85359625-39
NR6146--MA0089.1.MAFG::NFE2L1	chr17	8469004	8469009	+	0.000	0.000	Merged-chr17-8468908-29
NR726--MA0495.2.MAFF	chr1	133146148	133146168	+	0.000	0.000	Merged-chr1-133146237-29
NR7009--MA0591.1.Bach1::Mafk	chr18	75304852	75304866	-	0.000	0.000	Merged-chr18-75304696-39
NR15078--MA0117.2.Mafb	chrX	159772267	159772278	+	0.000	0.000	Merged-chrX-159772302-20
NR1604--MA0496.2.MAFK	chr10	60162723	60162741	+	0.000	0.000	Merged-chr10-60162645-38
NR632--MA0495.2.MAFF	chr1	119469663	119469683	-	0.000	0.000	Merged-chr1-119469584-5
NR2680--MA0089.1.MAFG::NFE2L1	chr11	100819836	100819841	-	0.000	0.000	Merged-chr11-100819844-5
NR12950--MA0089.1.MAFG::NFE2L1	chr7	97067531	97067536	-	0.000	0.000	Merged-chr7-97067401-28
NR2201--MA0089.1.MAFG::NFE2L1	chr11	11765653	11765658	-	0.000	0.000	Merged-chr11-11765633-10
NR1953--MA0501.1.MAF::NFE2	chr10	111378299	111378313	+	0.000	0.000	Merged-chr10-111378501-63
NR634--MA0659.1.MAFG	chr1	119469663	119469683	-	0.000	0.000	Merged-chr1-119469584-5
NR12811--MA0501.1.MAF::NFE2	chr7	73517593	73517607	+	0.000	0.000	Merged-chr7-73517689-25
NR3489--MA0495.2.MAFF	chr12	116315653	116315673	+	0.000	0.000	Merged-chr12-116315725-53
NR11990--MA0117.2.Mafb	chr6	95515634	95515645	-	0.000	0.000	Merged-chr6-95515480-1
NR8595--MA0089.1.MAFG::NFE2L1	chr2	164081815	164081820	-	0.000	0.000	Merged-chr2-164081803-8
NR6852--MA0496.2.MAFK	chr18	55184456	55184474	+	0.000	0.000	Merged-chr18-55184641-11
NR5635--MA0591.1.Bach1::Mafk	chr16	32972771	32972785	+	0.000	0.000	Merged-chr16-32972762-21
NR535--MA0501.1.MAF::NFE2	chr1	97764136	97764150	-	0.000	0.000	Merged-chr1-97764346-16
NR8116--MA0089.1.MAFG::NFE2L1	chr2	114059831	114059836	-	0.000	0.000	Merged-chr2-114059851-34
NR12079--MA0591.1.Bach1::Mafk	chr6	108895319	108895333	+	0.000	0.000	Merged-chr6-108895381-27
NR8001--MA0089.1.MAFG::NFE2L1	chr2	93454550	93454555	+	0.000	0.000	Merged-chr2-93454506-54
NR1864--MA0089.1.MAFG::NFE2L1	chr10	94689283	94689288	-	0.000	0.000	Merged-chr10-94689288-1
NR2231--MA0591.1.Bach1::Mafk	chr11	20565263	20565277	+	0.000	0.000	Merged-chr11-20565128-32
NR728--MA0117.2.Mafb	chr1	133146148	133146159	+	0.000	0.000	Merged-chr1-133146237-29
NR2790--MA0591.1.Bach1::Mafk	chr11	115660530	115660544	+	0.000	0.000	Merged-chr11-115660651-9
NR4006--MA0495.2.MAFF	chr13	90101751	90101771	-	0.000	0.000	Merged-chr13-90101603-11
NR6550--MA0591.1.Bach1::Mafk	chr17	80139920	80139934	-	0.000	0.000	Merged-chr17-80140059-47
NR5557--MA0495.2.MAFF	chr16	22661302	22661322	-	0.000	0.000	Merged-chr16-22661270-2
NR11715--MA0496.2.MAFK	chr6	52825669	52825687	+	0.000	0.000	Merged-chr6-52825813-18
NR4658--MA0591.1.Bach1::Mafk	chr14	63681669	63681683	+	0.000	0.000	Merged-chr14-63681701-9
NR12752--MA0501.1.MAF::NFE2	chr7	58148188	58148202	+	0.000	0.000	Merged-chr7-58147990-20
NR7926--MA0501.1.MAF::NFE2	chr2	83625423	83625437	-	0.000	0.000	Merged-chr2-83625624-59
NR6923--MA0501.1.MAF::NFE2	chr18	65272256	65272270	-	0.000	0.000	Merged-chr18-65272227-29
NR248--MA0591.1.Bach1::Mafk	chr1	58742700	58742714	+	0.000	0.000	Merged-chr1-58742743-31
NR1171--MA0089.1.MAFG::NFE2L1	chr1	185217935	185217940	+	0.000	0.000	Merged-chr1-185218106-25
NR7779--MA0089.1.MAFG::NFE2L1	chr2	59997949	59997954	+	0.000	0.000	Merged-chr2-59997998-11
NR7288--MA0089.1.MAFG::NFE2L1	chr19	29261902	29261907	+	0.000	0.000	Merged-chr19-29261826-30
NR10146--MA0591.1.Bach1::Mafk	chr4	100095990	100096004	-	0.000	0.000	Merged-chr4-100096138-68
NR8795--MA0089.1.MAFG::NFE2L1	chr3	10466041	10466046	+	0.000	0.000	Merged-chr3-10466039-18
NR1412--MA0496.2.MAFK	chr10	25140547	25140565	+	0.000	0.000	Merged-chr10-25140477-16
NR10876--MA0496.2.MAFK	chr5	53401310	53401328	-	0.000	0.000	Merged-chr5-53401251-38
NR2703--MA0089.1.MAFG::NFE2L1	chr11	103808856	103808861	+	0.000	0.000	Merged-chr11-103808730-15
NR1473--MA0089.1.MAFG::NFE2L1	chr10	39430564	39430569	+	0.000	0.000	Merged-chr10-39430541-24
NR3740--MA0495.2.MAFF	chr13	44420069	44420089	-	0.000	0.000	Merged-chr13-44420007-1
NR5590--MA0117.2.Mafb	chr16	24953197	24953208	-	0.000	0.000	Merged-chr16-24953085-11
NR14471--MA0501.1.MAF::NFE2	chr9	83564276	83564290	+	0.000	0.000	Merged-chr9-83564254-44
NR224--MA0089.1.MAFG::NFE2L1	chr1	55430424	55430429	+	0.000	0.000	Merged-chr1-55430665-40
NR13902--MA0089.1.MAFG::NFE2L1	chr8	111527344	111527349	+	0.000	0.000	Merged-chr8-111527388-53
NR6774--MA0117.2.Mafb	chr18	36700601	36700612	+	0.000	0.000	Merged-chr18-36700596-10
NR6748--MA0089.1.MAFG::NFE2L1	chr18	32543299	32543304	-	0.000	0.000	Merged-chr18-32543284-47
NR12076--MA0495.2.MAFF	chr6	108895316	108895336	-	0.000	0.000	Merged-chr6-108895381-27
NR2254--MA0591.1.Bach1::Mafk	chr11	23570309	23570323	-	0.000	0.000	Merged-chr11-23570355-13
NR735--MA0496.2.MAFK	chr1	133146149	133146167	+	0.000	0.000	Merged-chr1-133146237-29
NR13437--MA0501.1.MAF::NFE2	chr8	18768246	18768260	-	0.000	0.000	Merged-chr8-18768213-14
NR11662--MA0591.1.Bach1::Mafk	chr6	37723511	37723525	+	0.000	0.000	Merged-chr6-37723494-25
NR1341--MA0591.1.Bach1::Mafk	chr10	13424689	13424703	+	0.000	0.000	Merged-chr10-13424690-40
NR2898--MA0591.1.Bach1::Mafk	chr12	21467967	21467981	+	0.000	0.000	Merged-chr12-21468092-6
NR14596--MA0495.2.MAFF	chr9	102587546	102587566	-	0.000	0.000	Merged-chr9-102587549-11
NR3297--MA0495.2.MAFF	chr12	102588572	102588592	-	0.000	0.000	Merged-chr12-102588735-27
NR11930--MA0089.1.MAFG::NFE2L1	chr6	85029842	85029847	-	0.000	0.000	Merged-chr6-85029852-8
NR13166--MA0495.2.MAFF	chr7	123327112	123327132	-	0.000	0.000	Merged-chr7-123327122-14
NR3724--MA0117.2.Mafb	chr13	43555048	43555059	-	0.000	0.000	Merged-chr13-43555011-40
NR7979--MA0089.1.MAFG::NFE2L1	chr2	90560139	90560144	+	0.000	0.000	Merged-chr2-90560115-12
NR12066--MA0501.1.MAF::NFE2	chr6	108314253	108314267	+	0.000	0.000	Merged-chr6-108314157-48
NR14121--MA0496.2.MAFK	chr9	14248438	14248456	-	0.000	0.000	Merged-chr9-14248366-20
NR4446--MA0591.1.Bach1::Mafk	chr14	30273210	30273224	+	0.000	0.000	Merged-chr14-30273182-14
NR9115--MA0496.2.MAFK	chr3	84732099	84732117	-	0.000	0.000	Merged-chr3-84732134-27
NR337--MA0089.1.MAFG::NFE2L1	chr1	74295463	74295468	-	0.000	0.000	Merged-chr1-74295587-31
NR11546--MA0495.2.MAFF	chr6	15726619	15726639	-	0.000	0.000	Merged-chr6-15726718-35
NR6549--MA0495.2.MAFF	chr17	80139917	80139937	-	0.000	0.000	Merged-chr17-80140059-47
NR14374--MA0117.2.Mafb	chr9	66990274	66990285	-	0.000	0.000	Merged-chr9-66990263-13
NR8632--MA0659.1.MAFG	chr2	169396602	169396622	+	0.000	0.000	Merged-chr2-169396513-5
NR15005--MA0089.1.MAFG::NFE2L1	chrX	134566714	134566719	+	0.000	0.000	Merged-chrX-134566845-16
NR3658--MA0089.1.MAFG::NFE2L1	chr13	30154492	30154497	-	0.000	0.000	Merged-chr13-30154580-19
NR9903--MA0496.2.MAFK	chr4	47272967	47272985	+	0.000	0.000	Merged-chr4-47272801-22
NR4963--MA0089.1.MAFG::NFE2L1	chr14	119227905	119227910	-	0.000	0.000	Merged-chr14-119227938-9
NR9151--MA0501.1.MAF::NFE2	chr3	89912855	89912869	+	0.000	0.000	Merged-chr3-89912987-87
NR3812--MA0591.1.Bach1::Mafk	chr13	55255262	55255276	+	0.000	0.000	Merged-chr13-55255412-37
NR9312--MA0501.1.MAF::NFE2	chr3	108781691	108781705	-	0.000	0.000	Merged-chr3-108781707-12
NR111--MA0659.1.MAFG	chr1	33454541	33454561	+	0.000	0.000	Merged-chr1-33454547-11
NR6457--MA0089.1.MAFG::NFE2L1	chr17	66074078	66074083	+	0.000	0.000	Merged-chr17-66074199-45
NR15045--MA0501.1.MAF::NFE2	chrX	142883741	142883755	+	0.000	0.000	Merged-chrX-142883855-35
NR5413--MA0089.1.MAFG::NFE2L1	chr15	94235382	94235387	+	0.000	0.000	Merged-chr15-94235397-15
NR12276--MA0591.1.Bach1::Mafk	chr6	128345843	128345857	+	0.000	0.000	Merged-chr6-128345779-18
NR6082--MA0591.1.Bach1::Mafk	chr16	95893617	95893631	+	0.000	0.000	Merged-chr16-95893684-47
NR9908--MA0501.1.MAF::NFE2	chr4	47716211	47716225	-	0.000	0.000	Merged-chr4-47716164-4
NR2750--MA0591.1.Bach1::Mafk	chr11	109375549	109375563	+	0.000	0.000	Merged-chr11-109375589-56
NR8327--MA0089.1.MAFG::NFE2L1	chr2	132691840	132691845	+	0.000	0.000	Merged-chr2-132691913-20
NR4889--MA0089.1.MAFG::NFE2L1	chr14	103621423	103621428	+	0.000	0.000	Merged-chr14-103621472-32
NR8893--MA0089.1.MAFG::NFE2L1	chr3	41031639	41031644	-	0.000	0.000	Merged-chr3-41031560-12
NR2801--MA0089.1.MAFG::NFE2L1	chr11	117092971	117092976	-	0.000	0.000	Merged-chr11-117092893-43
NR13717--MA0495.2.MAFF	chr8	83131932	83131952	-	0.000	0.000	Merged-chr8-83131891-13
NR10458--MA0117.2.Mafb	chr4	141952347	141952358	-	0.000	0.000	Merged-chr4-141952458-47
NR14668--MA0089.1.MAFG::NFE2L1	chr9	112174593	112174598	+	0.000	0.000	Merged-chr9-112174843-101
NR9105--MA0501.1.MAF::NFE2	chr3	84595297	84595311	-	0.000	0.000	Merged-chr3-84595329-34
NR14813--MA0117.2.Mafb	chrX	9243706	9243717	+	0.000	0.000	Merged-chrX-9243541-17
NR11548--MA0117.2.Mafb	chr6	15726619	15726630	+	0.000	0.000	Merged-chr6-15726718-35
NR13220--MA0089.1.MAFG::NFE2L1	chr7	129764607	129764612	-	0.000	0.000	Merged-chr7-129764736-16
NR14294--MA0659.1.MAFG	chr9	48538398	48538418	-	0.000	0.000	Merged-chr9-48538454-59
NR6587--MA0659.1.MAFG	chr17	86063692	86063712	-	0.000	0.000	Merged-chr17-86063661-27
NR226--MA0495.2.MAFF	chr1	55430720	55430740	-	0.000	0.000	Merged-chr1-55430665-40
NR1581--MA0591.1.Bach1::Mafk	chr10	58480253	58480267	-	0.000	0.000	Merged-chr10-58480234-23
NR9241--MA0089.1.MAFG::NFE2L1	chr3	96936772	96936777	-	0.000	0.000	Merged-chr3-96936595-28
NR9613--MA0495.2.MAFF	chr3	146063412	146063432	+	0.000	0.000	Merged-chr3-146063322-20
NR14598--MA0591.1.Bach1::Mafk	chr9	102587549	102587563	+	0.000	0.000	Merged-chr9-102587549-11
NR2540--MA0501.1.MAF::NFE2	chr11	75541179	75541193	-	0.000	0.000	Merged-chr11-75541431-19
NR3210--MA0659.1.MAFG	chr12	91604327	91604347	+	0.000	0.000	Merged-chr12-91604478-1
NR8527--MA0089.1.MAFG::NFE2L1	chr2	156970708	156970713	+	0.000	0.000	Merged-chr2-156970494-23
NR2625--MA0089.1.MAFG::NFE2L1	chr11	90586654	90586659	-	0.000	0.000	Merged-chr11-90586478-10
NR11087--MA0089.1.MAFG::NFE2L1	chr5	96825067	96825072	+	0.000	0.000	Merged-chr5-96825060-50
NR11463--MA0089.1.MAFG::NFE2L1	chr5	149160677	149160682	-	0.000	0.000	Merged-chr5-149160687-30
NR10488--MA0495.2.MAFF	chr4	145341974	145341994	-	0.000	0.000	Merged-chr4-145342099-62
NR1771--MA0089.1.MAFG::NFE2L1	chr10	84896036	84896041	+	0.000	0.000	Merged-chr10-84895953-22
NR103--MA0591.1.Bach1::Mafk	chr1	32104206	32104220	+	0.000	0.000	Merged-chr1-32104339-13
NR8614--MA0089.1.MAFG::NFE2L1	chr2	167936102	167936107	+	0.000	0.000	Merged-chr2-167936072-3
NR7010--MA0659.1.MAFG	chr18	75304849	75304869	+	0.000	0.000	Merged-chr18-75304696-39
NR1482--MA0089.1.MAFG::NFE2L1	chr10	40688489	40688494	-	0.000	0.000	Merged-chr10-40688620-20
NR427--MA0496.2.MAFK	chr1	85250858	85250876	+	0.000	0.000	Merged-chr1-85250842-29
NR12421--MA0496.2.MAFK	chr6	140817164	140817182	+	0.000	0.000	Merged-chr6-140817043-66
NR3649--MA0659.1.MAFG	chr13	29805496	29805516	+	0.000	0.000	Merged-chr13-29805422-4
NR356--MA0495.2.MAFF	chr1	78422793	78422813	-	0.000	0.000	Merged-chr1-78422740-38
NR5589--MA0496.2.MAFK	chr16	24391326	24391344	-	0.000	0.000	Merged-chr16-24391314-24
NR5135--MA0089.1.MAFG::NFE2L1	chr15	41830915	41830920	-	0.000	0.000	Merged-chr15-41830921-42
NR5511--MA0089.1.MAFG::NFE2L1	chr16	11646904	11646909	-	0.000	0.000	Merged-chr16-11646915-14
NR5262--MA0501.1.MAF::NFE2	chr15	65795872	65795886	-	0.000	0.000	Merged-chr15-65795798-23
NR12533--MA0496.2.MAFK	chr6	148914014	148914032	+	0.000	0.000	Merged-chr6-148914162-22
NR14194--MA0495.2.MAFF	chr9	34996151	34996171	-	0.000	0.000	Merged-chr9-34996088-18
NR8991--MA0089.1.MAFG::NFE2L1	chr3	61344221	61344226	+	0.000	0.000	Merged-chr3-61344207-16
NR14181--MA0501.1.MAF::NFE2	chr9	32652416	32652430	+	0.000	0.000	Merged-chr9-32652377-47
NR9556--MA0089.1.MAFG::NFE2L1	chr3	138992831	138992836	-	0.000	0.000	Merged-chr3-138992913-17
NR358--MA0659.1.MAFG	chr1	78422793	78422813	-	0.000	0.000	Merged-chr1-78422740-38
NR3528--MA0117.2.Mafb	chr13	3782690	3782701	-	0.000	0.000	Merged-chr13-3782702-4
NR13147--MA0501.1.MAF::NFE2	chr7	120063133	120063147	-	0.000	0.000	Merged-chr7-120063262-12
NR14196--MA0659.1.MAFG	chr9	34996151	34996171	+	0.000	0.000	Merged-chr9-34996088-18
NR6944--MA0089.1.MAFG::NFE2L1	chr18	67390124	67390129	+	0.000	0.000	Merged-chr18-67389985-1
NR9403--MA0495.2.MAFF	chr3	121874812	121874832	+	0.000	0.000	Merged-chr3-121874730-10
NR5900--MA0089.1.MAFG::NFE2L1	chr16	75823556	75823561	-	0.000	0.000	Merged-chr16-75823473-28
NR834--MA0591.1.Bach1::Mafk	chr1	152053410	152053424	+	0.000	0.000	Merged-chr1-152053412-31
NR7480--MA0117.2.Mafb	chr2	9997638	9997649	+	0.000	0.000	Merged-chr2-9997770-18
NR1971--MA0089.1.MAFG::NFE2L1	chr10	111924221	111924226	+	0.000	0.000	Merged-chr10-111924366-28
NR170--MA0659.1.MAFG	chr1	43139746	43139766	+	0.000	0.000	Merged-chr1-43139813-33
NR10072--MA0495.2.MAFF	chr4	88110178	88110198	-	0.000	0.000	Merged-chr4-88110065-14
NR1579--MA0496.2.MAFK	chr10	58383471	58383489	-	0.000	0.000	Merged-chr10-58383440-43
NR14762--MA0501.1.MAF::NFE2	chr9	119271676	119271690	+	0.000	0.000	Merged-chr9-119271668-22
NR1409--MA0591.1.Bach1::Mafk	chr10	25140549	25140563	-	0.000	0.000	Merged-chr10-25140477-16
NR2255--MA0659.1.MAFG	chr11	23570306	23570326	+	0.000	0.000	Merged-chr11-23570355-13
NR497--MA0659.1.MAFG	chr1	92119341	92119361	-	0.000	0.000	Merged-chr1-92119439-48
NR1602--MA0495.2.MAFF	chr10	60162722	60162742	-	0.000	0.000	Merged-chr10-60162645-38
NR7878--MA0591.1.Bach1::Mafk	chr2	75964936	75964950	-	0.000	0.000	Merged-chr2-75964949-43
NR14021--MA0591.1.Bach1::Mafk	chr8	126188894	126188908	+	0.000	0.000	Merged-chr8-126188962-13
NR10296--MA0495.2.MAFF	chr4	118078607	118078627	+	0.000	0.000	Merged-chr4-118078644-25
NR14722--MA0496.2.MAFK	chr9	116319685	116319703	-	0.000	0.000	Merged-chr9-116319642-35
NR1493--MA0089.1.MAFG::NFE2L1	chr10	42934724	42934729	-	0.000	0.000	Merged-chr10-42934777-29
NR8676--MA0495.2.MAFF	chr2	172977503	172977523	-	0.000	0.000	Merged-chr2-172977593-131
NR9508--MA0117.2.Mafb	chr3	133760372	133760383	+	0.000	0.000	Merged-chr3-133760332-18
NR9265--MA0089.1.MAFG::NFE2L1	chr3	101948811	101948816	-	0.000	0.000	Merged-chr3-101948658-63
NR5943--MA0496.2.MAFK	chr16	77644508	77644526	-	0.000	0.000	Merged-chr16-77644361-24
NR3363--MA0089.1.MAFG::NFE2L1	chr12	107051454	107051459	+	0.000	0.000	Merged-chr12-107051429-24
NR4990--MA0591.1.Bach1::Mafk	chr14	121710264	121710278	+	0.000	0.000	Merged-chr14-121710333-21
NR12220--MA0496.2.MAFK	chr6	122447999	122448017	-	0.000	0.000	Merged-chr6-122448134-20
NR1484--MA0501.1.MAF::NFE2	chr10	40688550	40688564	+	0.000	0.000	Merged-chr10-40688620-20
NR9405--MA0117.2.Mafb	chr3	121874821	121874832	-	0.000	0.000	Merged-chr3-121874730-10
NR13619--MA0496.2.MAFK	chr8	72324326	72324344	+	0.000	0.000	Merged-chr8-72324323-7
NR14605--MA0501.1.MAF::NFE2	chr9	102860135	102860149	-	0.000	0.000	Merged-chr9-102860175-15
NR2068--MA0591.1.Bach1::Mafk	chr10	124138701	124138715	-	0.000	0.000	Merged-chr10-124138683-21
NR7293--MA0089.1.MAFG::NFE2L1	chr19	30125327	30125332	-	0.000	0.000	Merged-chr19-30125411-22
NR4090--MA0089.1.MAFG::NFE2L1	chr13	102645056	102645061	-	0.000	0.000	Merged-chr13-102645059-45
NR7305--MA0089.1.MAFG::NFE2L1	chr19	33053369	33053374	+	0.000	0.000	Merged-chr19-33053321-32
NR7568--MA0501.1.MAF::NFE2	chr2	26753712	26753726	-	0.000	0.000	Merged-chr2-26753671-30
NR7257--MA0591.1.Bach1::Mafk	chr19	21810324	21810338	+	0.000	0.000	Merged-chr19-21810338-13
NR9674--MA0659.1.MAFG	chr3	153260800	153260820	+	0.000	0.000	Merged-chr3-153260790-34
NR4392--MA0089.1.MAFG::NFE2L1	chr14	20938759	20938764	-	0.000	0.000	Merged-chr14-20938813-17
NR5131--MA0089.1.MAFG::NFE2L1	chr15	41429472	41429477	+	0.000	0.000	Merged-chr15-41429607-8
NR119--MA0496.2.MAFK	chr1	33757037	33757055	+	0.000	0.000	Merged-chr1-33757115-3
NR3213--MA0496.2.MAFK	chr12	91604328	91604346	-	0.000	0.000	Merged-chr12-91604478-1
NR14289--MA0501.1.MAF::NFE2	chr9	48444050	48444064	-	0.000	0.000	Merged-chr9-48444071-7
NR3187--MA0089.1.MAFG::NFE2L1	chr12	86592686	86592691	+	0.000	0.000	Merged-chr12-86592700-17
NR7474--MA0496.2.MAFK	chr2	9536068	9536086	-	0.000	0.000	Merged-chr2-9536121-12
NR1780--MA0089.1.MAFG::NFE2L1	chr10	85359479	85359484	-	0.000	0.000	Merged-chr10-85359625-39
NR2948--MA0591.1.Bach1::Mafk	chr12	34953599	34953613	-	0.000	0.000	Merged-chr12-34953447-1
NR14126--MA0501.1.MAF::NFE2	chr9	14568708	14568722	-	0.000	0.000	Merged-chr9-14568666-36
NR14877--MA0089.1.MAFG::NFE2L1	chrX	57200528	57200533	+	0.000	0.000	Merged-chrX-57200663-17
