#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval0.3-log2fc0.5_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval0.3-log2fc0.5_dn.bed
NR6781--MA0684.1.RUNX3	chr3	130788181	130788190	-	0.000	0.000	Merged-chr3-130788036-10
NR3642--MA0002.2.RUNX1	chr15	31264975	31264985	-	0.000	0.000	Merged-chr15-31264963-30
NR10107--MA0511.2.RUNX2	chr8	120396889	120396897	-	0.000	0.000	Merged-chr8-120396987-32
NR5811--MA0002.2.RUNX1	chr2	73547518	73547528	-	0.000	0.000	Merged-chr2-73547425-29
NR1975--MA0002.2.RUNX1	chr11	108068735	108068745	-	0.000	0.000	Merged-chr11-108068595-28
NR9059--MA0511.2.RUNX2	chr7	3449895	3449903	+	0.000	0.000	Merged-chr7-3449845-14
NR2166--MA0511.2.RUNX2	chr12	26206937	26206945	-	0.000	0.000	Merged-chr12-26206991-18
NR1832--MA0002.2.RUNX1	chr11	87808407	87808417	+	0.000	0.000	Merged-chr11-87808482-18
NR2023--MA0511.2.RUNX2	chr11	113194938	113194946	+	0.000	0.000	Merged-chr11-113194847-27
NR4160--MA0511.2.RUNX2	chr16	37099541	37099549	-	0.000	0.000	Merged-chr16-37099650-10
NR8314--MA0511.2.RUNX2	chr6	12081956	12081964	-	0.000	0.000	Merged-chr6-12082002-27
NR4584--MA0002.2.RUNX1	chr17	31207400	31207410	+	0.000	0.000	Merged-chr17-31207385-5
NR6896--MA0002.2.RUNX1	chr3	146352405	146352415	-	0.000	0.000	Merged-chr3-146352378-36
NR7722--MA0002.2.RUNX1	chr5	43837607	43837617	+	0.000	0.000	Merged-chr5-43837616-20
NR8195--MA0684.1.RUNX3	chr5	139345140	139345149	-	0.000	0.000	Merged-chr5-139345082-66
NR1967--MA0002.2.RUNX1	chr11	107407889	107407899	-	0.000	0.000	Merged-chr11-107407910-19
NR8175--MA0002.2.RUNX1	chr5	136459000	136459010	+	0.000	0.000	Merged-chr5-136458862-38
NR5370--MA0002.2.RUNX1	chr19	37109988	37109998	+	0.000	0.000	Merged-chr19-37109967-3
NR6560--MA0511.2.RUNX2	chr3	79504698	79504706	-	0.000	0.000	Merged-chr3-79504650-9
NR4214--MA0684.1.RUNX3	chr16	49818780	49818789	+	0.000	0.000	Merged-chr16-49818889-55
NR2386--MA0002.2.RUNX1	chr12	98453479	98453489	-	0.000	0.000	Merged-chr12-98453618-41
NR7714--MA0002.2.RUNX1	chr5	37259132	37259142	-	0.000	0.000	Merged-chr5-37259222-30
NR8302--MA0684.1.RUNX3	chr6	6577522	6577531	+	0.000	0.000	Merged-chr6-6577639-1
NR2137--MA0511.2.RUNX2	chr12	16584080	16584088	+	0.000	0.000	Merged-chr12-16584018-49
NR7922--MA0511.2.RUNX2	chr5	100466876	100466884	+	0.000	0.000	Merged-chr5-100466890-43
NR9980--MA0684.1.RUNX3	chr8	94969849	94969858	-	0.000	0.000	Merged-chr8-94969690-1,Merged-chr8-94970048-23
NR10803--MA0002.2.RUNX1	chr9	121881063	121881073	+	0.000	0.000	Merged-chr9-121881048-26
NR10740--MA0511.2.RUNX2	chr9	116366366	116366374	+	0.000	0.000	Merged-chr9-116366334-59
NR4178--MA0511.2.RUNX2	chr16	43650508	43650516	+	0.000	0.000	Merged-chr16-43650685-39
NR4161--MA0684.1.RUNX3	chr16	37099540	37099549	-	0.000	0.000	Merged-chr16-37099650-10
NR1545--MA0002.2.RUNX1	chr11	19987267	19987277	+	0.000	0.000	Merged-chr11-19987339-30
NR2133--MA0684.1.RUNX3	chr12	16321296	16321305	+	0.000	0.000	Merged-chr12-16321346-3
NR10750--MA0002.2.RUNX1	chr9	117913513	117913523	+	0.000	0.000	Merged-chr9-117913452-13
NR2765--MA0684.1.RUNX3	chr13	38501512	38501521	+	0.000	0.000	Merged-chr13-38501583-20
NR10610--MA0511.2.RUNX2	chr9	96953706	96953714	-	0.000	0.000	Merged-chr9-96953731-26
NR475--MA0511.2.RUNX2	chr1	144283483	144283491	+	0.000	0.000	Merged-chr1-144283563-68
NR8354--MA0511.2.RUNX2	chr6	28949422	28949430	+	0.000	0.000	Merged-chr6-28949446-17
NR1904--MA0002.2.RUNX1	chr11	100393849	100393859	-	0.000	0.000	Merged-chr11-100393918-7
NR7796--MA0002.2.RUNX1	chr5	66096184	66096194	-	0.000	0.000	Merged-chr5-66096250-16
NR5516--MA0002.2.RUNX1	chr2	3723975	3723985	+	0.000	0.000	Merged-chr2-3723872-33
NR3836--MA0002.2.RUNX1	chr15	78518541	78518551	+	0.000	0.000	Merged-chr15-78518416-16
NR3991--MA0511.2.RUNX2	chr15	100750453	100750461	+	0.000	0.000	Merged-chr15-100750259-57
NR1070--MA0002.2.RUNX1	chr10	60346224	60346234	-	0.000	0.000	Merged-chr10-60346273-6
NR10070--MA0002.2.RUNX1	chr8	116605490	116605500	+	0.000	0.000	Merged-chr8-116605593-15
NR9978--MA0002.2.RUNX1	chr8	94969808	94969818	+	0.000	0.000	Merged-chr8-94969690-1
NR10741--MA0684.1.RUNX3	chr9	116366366	116366375	+	0.000	0.000	Merged-chr9-116366334-59
NR5604--MA0002.2.RUNX1	chr2	23041658	23041668	-	0.000	0.000	Merged-chr2-23041695-10
NR2879--MA0684.1.RUNX3	chr13	65070185	65070194	-	0.000	0.000	Merged-chr13-65070187-24
NR7645--MA0002.2.RUNX1	chr5	23626316	23626326	-	0.000	0.000	Merged-chr5-23626360-14
NR7996--MA0511.2.RUNX2	chr5	107525198	107525206	-	0.000	0.000	Merged-chr5-107525104-2
NR3414--MA0002.2.RUNX1	chr14	73123927	73123937	+	0.000	0.000	Merged-chr14-73124034-46
NR8312--MA0511.2.RUNX2	chr6	12012341	12012349	-	0.000	0.000	Merged-chr6-12012357-7
NR6205--MA0684.1.RUNX3	chr2	155553338	155553347	+	0.000	0.000	Merged-chr2-155553198-41
NR9705--MA0002.2.RUNX1	chr7	141316012	141316022	+	0.000	0.000	Merged-chr7-141316131-26
NR175--MA0511.2.RUNX2	chr1	66896357	66896365	-	0.000	0.000	Merged-chr1-66896467-67
NR2335--MA0684.1.RUNX3	chr12	86807565	86807574	-	0.000	0.000	Merged-chr12-86807614-54
NR3840--MA0511.2.RUNX2	chr15	78923726	78923734	-	0.000	0.000	Merged-chr15-78923681-44
NR3741--MA0002.2.RUNX1	chr15	59596758	59596768	-	0.000	0.000	Merged-chr15-59596634-94
NR9033--MA0002.2.RUNX1	chr6	147591275	147591285	+	0.000	0.000	Merged-chr6-147591193-1
NR3122--MA0002.2.RUNX1	chr13	113549210	113549220	+	0.000	0.000	Merged-chr13-113549207-25
NR3645--MA0002.2.RUNX1	chr15	34356866	34356876	-	0.000	0.000	Merged-chr15-34356866-8
NR1617--MA0002.2.RUNX1	chr11	46454882	46454892	+	0.000	0.000	Merged-chr11-46454823-30
NR3549--MA0002.2.RUNX1	chr14	118834510	118834520	-	0.000	0.000	Merged-chr14-118834540-52
NR1203--MA0002.2.RUNX1	chr10	85352752	85352762	+	0.000	0.000	Merged-chr10-85352707-44
NR8447--MA0511.2.RUNX2	chr6	54685314	54685322	-	0.000	0.000	Merged-chr6-54685260-34
NR4117--MA0002.2.RUNX1	chr16	31035467	31035477	-	0.000	0.000	Merged-chr16-31035448-26
NR5272--MA0002.2.RUNX1	chr19	16790168	16790178	-	0.000	0.000	Merged-chr19-16790195-21
NR329--MA0511.2.RUNX2	chr1	106035311	106035319	-	0.000	0.000	Merged-chr1-106035367-19
NR4670--MA0002.2.RUNX1	chr17	50310626	50310636	-	0.000	0.000	Merged-chr17-50310494-22
NR1616--MA0684.1.RUNX3	chr11	46421456	46421465	-	0.000	0.000	Merged-chr11-46421538-60
NR9753--MA0002.2.RUNX1	chr8	9811411	9811421	-	0.000	0.000	Merged-chr8-9811294-16
NR7997--MA0684.1.RUNX3	chr5	107525197	107525206	-	0.000	0.000	Merged-chr5-107525104-2
NR4033--MA0511.2.RUNX2	chr16	10979607	10979615	+	0.000	0.000	Merged-chr16-10979660-46
NR9534--MA0684.1.RUNX3	chr7	118254167	118254176	-	0.000	0.000	Merged-chr7-118254195-24
NR7563--MA0002.2.RUNX1	chr5	5420362	5420372	-	0.000	0.000	Merged-chr5-5420247-39
NR10672--MA0684.1.RUNX3	chr9	110907689	110907698	+	0.000	0.000	Merged-chr9-110907689-47
NR10304--MA0002.2.RUNX1	chr9	40342356	40342366	+	0.000	0.000	Merged-chr9-40342305-14
NR5521--MA0684.1.RUNX3	chr2	3764340	3764349	-	0.000	0.000	Merged-chr2-3764311-29
NR31--MA0002.2.RUNX1	chr1	21333806	21333816	+	0.000	0.000	Merged-chr1-21333700-62
NR10922--MA0684.1.RUNX3	chrX	85839395	85839404	+	0.000	0.000	Merged-chrX-85839388-40
NR9060--MA0002.2.RUNX1	chr7	3449895	3449905	-	0.000	0.000	Merged-chr7-3449845-14
NR1935--MA0684.1.RUNX3	chr11	104443544	104443553	-	0.000	0.000	Merged-chr11-104443486-1
NR10886--MA0511.2.RUNX2	chrX	59508506	59508514	-	0.000	0.000	Merged-chrX-59508552-38
NR10482--MA0002.2.RUNX1	chr9	78593272	78593282	-	0.000	0.000	Merged-chr9-78593326-11
NR3717--MA0002.2.RUNX1	chr15	52899991	52900001	+	0.000	0.000	Merged-chr15-52899831-78
NR5586--MA0511.2.RUNX2	chr2	18962705	18962713	-	0.000	0.000	Merged-chr2-18962712-7
NR2714--MA0002.2.RUNX1	chr13	29979450	29979460	-	0.000	0.000	Merged-chr13-29979339-43
NR10494--MA0684.1.RUNX3	chr9	80070225	80070234	-	0.000	0.000	Merged-chr9-80070269-16
NR9588--MA0002.2.RUNX1	chr7	126584626	126584636	+	0.000	0.000	Merged-chr7-126584739-30
NR5565--MA0511.2.RUNX2	chr2	12423841	12423849	-	0.000	0.000	Merged-chr2-12423867-9
NR8843--MA0002.2.RUNX1	chr6	134710564	134710574	+	0.000	0.000	Merged-chr6-134710635-12
NR10334--MA0511.2.RUNX2	chr9	44037340	44037348	-	0.000	0.000	Merged-chr9-44037294-17
NR3438--MA0002.2.RUNX1	chr14	75987272	75987282	+	0.000	0.000	Merged-chr14-75987280-15
NR331--MA0684.1.RUNX3	chr1	106035310	106035319	-	0.000	0.000	Merged-chr1-106035367-19
NR6130--MA0002.2.RUNX1	chr2	144637307	144637317	+	0.000	0.000	Merged-chr2-144637414-14
NR5055--MA0511.2.RUNX2	chr18	69196344	69196352	-	0.000	0.000	Merged-chr18-69196479-70
NR1966--MA0511.2.RUNX2	chr11	107407889	107407897	+	0.000	0.000	Merged-chr11-107407910-19
NR9315--MA0002.2.RUNX1	chr7	81863350	81863360	-	0.000	0.000	Merged-chr7-81863346-31
NR4734--MA0002.2.RUNX1	chr17	65864884	65864894	-	0.000	0.000	Merged-chr17-65864949-20
NR6970--MA0511.2.RUNX2	chr4	6476575	6476583	-	0.000	0.000	Merged-chr4-6476530-28
NR1214--MA0002.2.RUNX1	chr10	86794910	86794920	+	0.000	0.000	Merged-chr10-86794881-42
NR6159--MA0511.2.RUNX2	chr2	150307354	150307362	+	0.000	0.000	Merged-chr2-150307166-50
NR7015--MA0684.1.RUNX3	chr4	24569311	24569320	-	0.000	0.000	Merged-chr4-24569297-30
NR4333--MA0002.2.RUNX1	chr16	84477818	84477828	-	0.000	0.000	Merged-chr16-84477844-43
NR10879--MA0684.1.RUNX3	chrX	52760335	52760344	+	0.000	0.000	Merged-chrX-52760494-47
NR5807--MA0511.2.RUNX2	chr2	73070767	73070775	+	0.000	0.000	Merged-chr2-73070867-8
NR7--MA0511.2.RUNX2	chr1	7095995	7096003	-	0.000	0.000	Merged-chr1-7096130-35
NR3267--MA0684.1.RUNX3	chr14	48246460	48246469	-	0.000	0.000	Merged-chr14-48246381-22
NR1587--MA0684.1.RUNX3	chr11	35747243	35747252	-	0.000	0.000	Merged-chr11-35747326-7
NR10335--MA0684.1.RUNX3	chr9	44037339	44037348	-	0.000	0.000	Merged-chr9-44037294-17
NR9158--MA0002.2.RUNX1	chr7	43400070	43400080	+	0.000	0.000	Merged-chr7-43399918-26
NR7795--MA0511.2.RUNX2	chr5	66096184	66096192	+	0.000	0.000	Merged-chr5-66096250-16
NR4311--MA0684.1.RUNX3	chr16	76422747	76422756	+	0.000	0.000	Merged-chr16-76422823-13
NR5515--MA0511.2.RUNX2	chr2	3723977	3723985	-	0.000	0.000	Merged-chr2-3723872-33
NR7699--MA0511.2.RUNX2	chr5	36089621	36089629	+	0.000	0.000	Merged-chr5-36089478-45
NR10109--MA0684.1.RUNX3	chr8	120396888	120396897	-	0.000	0.000	Merged-chr8-120396987-32
NR4923--MA0002.2.RUNX1	chr18	36701976	36701986	+	0.000	0.000	Merged-chr18-36701992-26
NR708--MA0684.1.RUNX3	chr1	181227026	181227035	+	0.000	0.000	Merged-chr1-181227002-33
NR4761--MA0002.2.RUNX1	chr17	73151636	73151646	+	0.000	0.000	Merged-chr17-73151770-42
NR3259--MA0684.1.RUNX3	chr14	47476845	47476854	-	0.000	0.000	Merged-chr14-47476839-9
NR6907--MA0684.1.RUNX3	chr3	149394059	149394068	-	0.000	0.000	Merged-chr3-149393865-18
NR68--MA0002.2.RUNX1	chr1	39559239	39559249	-	0.000	0.000	Merged-chr1-39559167-24
NR2114--MA0002.2.RUNX1	chr12	8306744	8306754	-	0.000	0.000	Merged-chr12-8306600-1
NR8819--MA0002.2.RUNX1	chr6	130538634	130538644	-	0.000	0.000	Merged-chr6-130538609-12
NR6629--MA0002.2.RUNX1	chr3	94376017	94376027	-	0.000	0.000	Merged-chr3-94376064-1
NR473--MA0002.2.RUNX1	chr1	144276045	144276055	+	0.000	0.000	Merged-chr1-144275874-18
NR330--MA0002.2.RUNX1	chr1	106035309	106035319	+	0.000	0.000	Merged-chr1-106035367-19
NR905--MA0684.1.RUNX3	chr10	17512261	17512270	-	0.000	0.000	Merged-chr10-17512175-6
NR7309--MA0511.2.RUNX2	chr4	116701031	116701039	-	0.000	0.000	Merged-chr4-116701085-12
NR4901--MA0684.1.RUNX3	chr18	14675979	14675988	+	0.000	0.000	Merged-chr18-14675814-20
NR4548--MA0002.2.RUNX1	chr17	26532893	26532903	-	0.000	0.000	Merged-chr17-26532798-20
NR600--MA0684.1.RUNX3	chr1	165691743	165691752	+	0.000	0.000	Merged-chr1-165691684-32
NR598--MA0511.2.RUNX2	chr1	165691743	165691751	+	0.000	0.000	Merged-chr1-165691684-32
NR203--MA0511.2.RUNX2	chr1	75533603	75533611	-	0.000	0.000	Merged-chr1-75533497-24
NR978--MA0511.2.RUNX2	chr10	39005776	39005784	+	0.000	0.000	Merged-chr10-39005753-18
NR2615--MA0684.1.RUNX3	chr13	8742951	8742960	+	0.000	0.000	Merged-chr13-8742974-25
NR6161--MA0684.1.RUNX3	chr2	150307354	150307363	+	0.000	0.000	Merged-chr2-150307166-50
NR10597--MA0511.2.RUNX2	chr9	96545688	96545696	-	0.000	0.000	Merged-chr9-96545653-10
NR8692--MA0002.2.RUNX1	chr6	119199211	119199221	+	0.000	0.000	Merged-chr6-119199024-52
NR736--MA0002.2.RUNX1	chr1	183933979	183933989	+	0.000	0.000	Merged-chr1-183934010-20
NR4212--MA0511.2.RUNX2	chr16	49818780	49818788	+	0.000	0.000	Merged-chr16-49818889-55
NR8300--MA0511.2.RUNX2	chr6	6577522	6577530	+	0.000	0.000	Merged-chr6-6577639-1
NR7126--MA0511.2.RUNX2	chr4	62367820	62367828	+	0.000	0.000	Merged-chr4-62367859-6
NR160--MA0002.2.RUNX1	chr1	64756880	64756890	+	0.000	0.000	Merged-chr1-64756853-21
NR3448--MA0684.1.RUNX3	chr14	77742008	77742017	+	0.000	0.000	Merged-chr14-77742060-11
NR878--MA0684.1.RUNX3	chr10	10307521	10307530	-	0.000	0.000	Merged-chr10-10307543-35
NR9709--MA0511.2.RUNX2	chr7	142393441	142393449	-	0.000	0.000	Merged-chr7-142393362-24
NR2131--MA0511.2.RUNX2	chr12	16321296	16321304	+	0.000	0.000	Merged-chr12-16321346-3
NR5237--MA0684.1.RUNX3	chr19	10830053	10830062	-	0.000	0.000	Merged-chr19-10829902-50
NR7149--MA0002.2.RUNX1	chr4	70307384	70307394	-	0.000	0.000	Merged-chr4-70307334-49
NR2763--MA0511.2.RUNX2	chr13	38501512	38501520	+	0.000	0.000	Merged-chr13-38501583-20
NR477--MA0684.1.RUNX3	chr1	144283483	144283492	+	0.000	0.000	Merged-chr1-144283563-68
NR205--MA0002.2.RUNX1	chr1	75533616	75533626	-	0.000	0.000	Merged-chr1-75533497-24
NR6276--MA0002.2.RUNX1	chr2	165956427	165956437	+	0.000	0.000	Merged-chr2-165956535-28
NR2425--MA0002.2.RUNX1	chr12	105068988	105068998	-	0.000	0.000	Merged-chr12-105069151-33
NR8859--MA0002.2.RUNX1	chr6	136493691	136493701	+	0.000	0.000	Merged-chr6-136493676-34
NR8445--MA0002.2.RUNX1	chr6	54116500	54116510	-	0.000	0.000	Merged-chr6-54116572-22
NR10108--MA0002.2.RUNX1	chr8	120396887	120396897	+	0.000	0.000	Merged-chr8-120396987-32
NR2934--MA0684.1.RUNX3	chr13	85505256	85505265	-	0.000	0.000	Merged-chr13-85505133-53
NR9159--MA0511.2.RUNX2	chr7	43430966	43430974	-	0.000	0.000	Merged-chr7-43430848-7
NR7700--MA0002.2.RUNX1	chr5	36089621	36089631	-	0.000	0.000	Merged-chr5-36089478-45
NR2438--MA0002.2.RUNX1	chr12	107982497	107982507	-	0.000	0.000	Merged-chr12-107982520-41
NR2789--MA0511.2.RUNX2	chr13	45455949	45455957	+	0.000	0.000	Merged-chr13-45455779-40
NR8206--MA0002.2.RUNX1	chr5	140624014	140624024	-	0.000	0.000	Merged-chr5-140623883-3
NR2024--MA0002.2.RUNX1	chr11	113194938	113194948	-	0.000	0.000	Merged-chr11-113194847-27
NR9169--MA0002.2.RUNX1	chr7	44839664	44839674	+	0.000	0.000	Merged-chr7-44839649-46
NR8315--MA0002.2.RUNX1	chr6	12081954	12081964	+	0.000	0.000	Merged-chr6-12082002-27
NR6906--MA0002.2.RUNX1	chr3	149394058	149394068	+	0.000	0.000	Merged-chr3-149393865-18
NR8676--MA0002.2.RUNX1	chr6	114934410	114934420	-	0.000	0.000	Merged-chr6-114934394-6
NR2289--MA0002.2.RUNX1	chr12	76085159	76085169	-	0.000	0.000	Merged-chr12-76085234-6
NR1640--MA0002.2.RUNX1	chr11	51938888	51938898	-	0.000	0.000	Merged-chr11-51938980-15
NR287--MA0002.2.RUNX1	chr1	92469137	92469147	-	0.000	0.000	Merged-chr1-92469061-38
NR2655--MA0684.1.RUNX3	chr13	19518143	19518152	+	0.000	0.000	Merged-chr13-19518295-27
NR177--MA0684.1.RUNX3	chr1	66896356	66896365	-	0.000	0.000	Merged-chr1-66896467-67
NR4838--MA0002.2.RUNX1	chr17	86779459	86779469	-	0.000	0.000	Merged-chr17-86779381-46
NR6203--MA0511.2.RUNX2	chr2	155553338	155553346	+	0.000	0.000	Merged-chr2-155553198-41
NR6852--MA0684.1.RUNX3	chr3	142674814	142674823	-	0.000	0.000	Merged-chr3-142674758-15
NR428--MA0002.2.RUNX1	chr1	135128337	135128347	-	0.000	0.000	Merged-chr1-135128273-30
NR3551--MA0002.2.RUNX1	chr14	118919218	118919228	+	0.000	0.000	Merged-chr14-118919285-17
NR5483--MA0002.2.RUNX1	chr19	57113350	57113360	-	0.000	0.000	Merged-chr19-57113185-31
NR4013--MA0511.2.RUNX2	chr15	103255465	103255473	-	0.000	0.000	Merged-chr15-103255305-35
NR8959--MA0684.1.RUNX3	chr6	145105218	145105227	-	0.000	0.000	Merged-chr6-145105130-3
NR2363--MA0684.1.RUNX3	chr12	92823631	92823640	+	0.000	0.000	Merged-chr12-92823421-39
NR2713--MA0511.2.RUNX2	chr13	29979450	29979458	+	0.000	0.000	Merged-chr13-29979339-43
NR2138--MA0002.2.RUNX1	chr12	16584080	16584090	-	0.000	0.000	Merged-chr12-16584018-49
NR8449--MA0684.1.RUNX3	chr6	54685313	54685322	-	0.000	0.000	Merged-chr6-54685260-34
NR7923--MA0002.2.RUNX1	chr5	100466876	100466886	-	0.000	0.000	Merged-chr5-100466890-43
NR8363--MA0002.2.RUNX1	chr6	30671833	30671843	+	0.000	0.000	Merged-chr6-30671721-27
NR4179--MA0002.2.RUNX1	chr16	43650508	43650518	-	0.000	0.000	Merged-chr16-43650685-39
NR1231--MA0002.2.RUNX1	chr10	89415728	89415738	-	0.000	0.000	Merged-chr10-89415714-14
NR10611--MA0002.2.RUNX1	chr9	96953704	96953714	+	0.000	0.000	Merged-chr9-96953731-26
NR4035--MA0684.1.RUNX3	chr16	10979593	10979602	-	0.000	0.000	Merged-chr16-10979660-46
NR8355--MA0002.2.RUNX1	chr6	28949422	28949432	-	0.000	0.000	Merged-chr6-28949446-17
NR8311--MA0511.2.RUNX2	chr6	12012367	12012375	+	0.000	0.000	Merged-chr6-12012357-7
NR4332--MA0511.2.RUNX2	chr16	84477818	84477826	+	0.000	0.000	Merged-chr16-84477844-43
NR10670--MA0511.2.RUNX2	chr9	110907689	110907697	+	0.000	0.000	Merged-chr9-110907689-47
NR3949--MA0002.2.RUNX1	chr15	96715003	96715013	+	0.000	0.000	Merged-chr15-96714966-7
NR7081--MA0002.2.RUNX1	chr4	46485877	46485887	+	0.000	0.000	Merged-chr4-46485924-53
NR3992--MA0002.2.RUNX1	chr15	100750453	100750463	-	0.000	0.000	Merged-chr15-100750259-57
NR1550--MA0002.2.RUNX1	chr11	20064076	20064086	-	0.000	0.000	Merged-chr11-20064139-6
NR10920--MA0511.2.RUNX2	chrX	85839395	85839403	+	0.000	0.000	Merged-chrX-85839388-40
NR9250--MA0002.2.RUNX1	chr7	66104630	66104640	-	0.000	0.000	Merged-chr7-66104804-17
NR1933--MA0511.2.RUNX2	chr11	104443545	104443553	-	0.000	0.000	Merged-chr11-104443486-1
NR1215--MA0002.2.RUNX1	chr10	86795037	86795047	+	0.000	0.000	Merged-chr10-86794881-42
NR5032--MA0002.2.RUNX1	chr18	65207728	65207738	+	0.000	0.000	Merged-chr18-65207601-18
NR4006--MA0684.1.RUNX3	chr15	102376956	102376965	+	0.000	0.000	Merged-chr15-102377119-58
NR9656--MA0002.2.RUNX1	chr7	136270356	136270366	+	0.000	0.000	Merged-chr7-136270364-24
NR7310--MA0002.2.RUNX1	chr4	116701029	116701039	+	0.000	0.000	Merged-chr4-116701085-12
NR9612--MA0511.2.RUNX2	chr7	128382347	128382355	-	0.000	0.000	Merged-chr7-128382170-51
NR3060--MA0002.2.RUNX1	chr13	104615130	104615140	+	0.000	0.000	Merged-chr13-104615216-10
NR1131--MA0511.2.RUNX2	chr10	75146224	75146232	-	0.000	0.000	Merged-chr10-75146347-53
NR8818--MA0511.2.RUNX2	chr6	130538634	130538642	+	0.000	0.000	Merged-chr6-130538609-12
NR8448--MA0002.2.RUNX1	chr6	54685312	54685322	+	0.000	0.000	Merged-chr6-54685260-34
NR5--MA0002.2.RUNX1	chr1	6467286	6467296	+	0.000	0.000	Merged-chr1-6467226-38
NR3596--MA0002.2.RUNX1	chr15	5695191	5695201	+	0.000	0.000	Merged-chr15-5695186-29
NR1968--MA0684.1.RUNX3	chr11	107407889	107407898	+	0.000	0.000	Merged-chr11-107407910-19
NR7716--MA0002.2.RUNX1	chr5	38274103	38274113	-	0.000	0.000	Merged-chr5-38274062-24
NR2960--MA0002.2.RUNX1	chr13	92274667	92274677	-	0.000	0.000	Merged-chr13-92274719-16
NR7414--MA0511.2.RUNX2	chr4	136189835	136189843	+	0.000	0.000	Merged-chr4-136190007-31
NR5320--MA0511.2.RUNX2	chr19	29196946	29196954	+	0.000	0.000	Merged-chr19-29196940-3
NR7715--MA0684.1.RUNX3	chr5	37259132	37259141	+	0.000	0.000	Merged-chr5-37259222-30
NR8919--MA0511.2.RUNX2	chr6	142556424	142556432	+	0.000	0.000	Merged-chr6-142556330-1
NR1080--MA0002.2.RUNX1	chr10	61465229	61465239	-	0.000	0.000	Merged-chr10-61465182-15
NR10080--MA0002.2.RUNX1	chr8	117320884	117320894	+	0.000	0.000	Merged-chr8-117320786-24
NR9160--MA0002.2.RUNX1	chr7	43430964	43430974	+	0.000	0.000	Merged-chr7-43430848-7
NR10877--MA0511.2.RUNX2	chrX	52760335	52760343	+	0.000	0.000	Merged-chrX-52760494-47
NR1221--MA0002.2.RUNX1	chr10	88346741	88346751	+	0.000	0.000	Merged-chr10-88346697-18
NR10887--MA0002.2.RUNX1	chrX	59508504	59508514	+	0.000	0.000	Merged-chrX-59508552-38
NR7307--MA0002.2.RUNX1	chr4	116185319	116185329	+	0.000	0.000	Merged-chr4-116185296-27
NR6782--MA0002.2.RUNX1	chr3	130788205	130788215	+	0.000	0.000	Merged-chr3-130788036-10
NR4039--MA0002.2.RUNX1	chr16	14082216	14082226	+	0.000	0.000	Merged-chr16-14082395-6
NR8842--MA0002.2.RUNX1	chr6	134700987	134700997	+	0.000	0.000	Merged-chr6-134700850-79
NR3265--MA0511.2.RUNX2	chr14	48246461	48246469	-	0.000	0.000	Merged-chr14-48246381-22
NR1585--MA0511.2.RUNX2	chr11	35747244	35747252	-	0.000	0.000	Merged-chr11-35747326-7
NR7797--MA0684.1.RUNX3	chr5	66096184	66096193	+	0.000	0.000	Merged-chr5-66096250-16
NR5517--MA0684.1.RUNX3	chr2	3723976	3723985	-	0.000	0.000	Merged-chr2-3723872-33
NR6400--MA0002.2.RUNX1	chr3	19240124	19240134	-	0.000	0.000	Merged-chr3-19240113-21
NR1346--MA0511.2.RUNX2	chr10	111562798	111562806	+	0.000	0.000	Merged-chr10-111562842-26
NR7415--MA0684.1.RUNX3	chr4	136189835	136189844	+	0.000	0.000	Merged-chr4-136190007-31
NR5587--MA0002.2.RUNX1	chr2	18962703	18962713	+	0.000	0.000	Merged-chr2-18962712-7
