#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_up.bed
NR6259--MA0002.2.RUNX1	chr2	90625190	90625200	+	0.000	0.000	Merged-chr2-90625139-7
NR8100--MA0511.2.RUNX2	chr5	22740148	22740156	+	0.000	0.000	Merged-chr5-22740212-9
NR4579--MA0002.2.RUNX1	chr16	77038208	77038218	+	0.000	0.000	Merged-chr16-77038211-5
NR8938--MA0002.2.RUNX1	chr6	67184969	67184979	-	0.000	0.000	Merged-chr6-67184785-39
NR11504--MA0002.2.RUNX1	chrX	160496720	160496730	-	0.000	0.000	Merged-chrX-160496581-5
NR774--MA0684.1.RUNX3	chr1	180398588	180398597	-	0.000	0.000	Merged-chr1-180398476-24
NR6973--MA0684.1.RUNX3	chr3	96936673	96936682	-	0.000	0.000	Merged-chr3-96936595-28
NR8732--MA0511.2.RUNX2	chr6	5997677	5997685	+	0.000	0.000	Merged-chr6-5997718-16
NR5007--MA0511.2.RUNX2	chr17	48419794	48419802	-	0.000	0.000	Merged-chr17-48419677-1
NR3820--MA0684.1.RUNX3	chr15	12606557	12606566	+	0.000	0.000	Merged-chr15-12606518-21
NR4405--MA0511.2.RUNX2	chr16	35741829	35741837	-	0.000	0.000	Merged-chr16-35741769-10
NR8266--MA0002.2.RUNX1	chr5	77096146	77096156	+	0.000	0.000	Merged-chr5-77096159-4
NR9692--MA0002.2.RUNX1	chr7	78693141	78693151	-	0.000	0.000	Merged-chr7-78693122-18
NR4306--MA0002.2.RUNX1	chr16	17695009	17695019	+	0.000	0.000	Merged-chr16-17695007-34
NR8871--MA0684.1.RUNX3	chr6	50009528	50009537	-	0.000	0.000	Merged-chr6-50009459-48
NR8000--MA0684.1.RUNX3	chr4	152038883	152038892	-	0.000	0.000	Merged-chr4-152038898-1
NR168--MA0684.1.RUNX3	chr1	54421901	54421910	+	0.000	0.000	Merged-chr1-54421982-33
NR2212--MA0002.2.RUNX1	chr11	117872034	117872044	+	0.000	0.000	Merged-chr11-117872185-83
NR6380--MA0511.2.RUNX2	chr2	124732845	124732853	+	0.000	0.000	Merged-chr2-124732800-44
NR4766--MA0511.2.RUNX2	chr17	6154602	6154610	-	0.000	0.000	Merged-chr17-6154576-19
NR6224--MA0684.1.RUNX3	chr2	79121098	79121107	+	0.000	0.000	Merged-chr2-79121079-51
NR6347--MA0002.2.RUNX1	chr2	117399617	117399627	-	0.000	0.000	Merged-chr2-117399695-40
NR6618--MA0002.2.RUNX1	chr2	165408114	165408124	-	0.000	0.000	Merged-chr2-165408039-24
NR4623--MA0511.2.RUNX2	chr16	89817051	89817059	+	0.000	0.000	Merged-chr16-89817047-30
NR6204--MA0002.2.RUNX1	chr2	75991099	75991109	-	0.000	0.000	Merged-chr2-75991050-38
NR7901--MA0002.2.RUNX1	chr4	140867636	140867646	-	0.000	0.000	Merged-chr4-140867435-11
NR8679--MA0684.1.RUNX3	chr5	148267027	148267036	-	0.000	0.000	Merged-chr5-148266957-7
NR928--MA0684.1.RUNX3	chr10	9856012	9856021	+	0.000	0.000	Merged-chr10-9856019-18
NR4461--MA0511.2.RUNX2	chr16	48594584	48594592	+	0.000	0.000	Merged-chr16-48594719-53
NR6313--MA0002.2.RUNX1	chr2	107006053	107006063	+	0.000	0.000	Merged-chr2-107005967-12
NR1100--MA0002.2.RUNX1	chr10	53461315	53461325	-	0.000	0.000	Merged-chr10-53461441-37
NR766--MA0684.1.RUNX3	chr1	179493151	179493160	+	0.000	0.000	Merged-chr1-179493163-27
NR11477--MA0002.2.RUNX1	chrX	140537818	140537828	+	0.000	0.000	Merged-chrX-140537922-35
NR5440--MA0002.2.RUNX1	chr18	65819116	65819126	+	0.000	0.000	Merged-chr18-65819211-50
NR3760--MA0002.2.RUNX1	chr14	122012007	122012017	-	0.000	0.000	Merged-chr14-122012077-50
NR226--MA0511.2.RUNX2	chr1	64527765	64527773	-	0.000	0.000	Merged-chr1-64527761-39
NR6551--MA0684.1.RUNX3	chr2	154754296	154754305	+	0.000	0.000	Merged-chr2-154754253-27
NR8354--MA0002.2.RUNX1	chr5	102960141	102960151	-	0.000	0.000	Merged-chr5-102960204-17
NR127--MA0002.2.RUNX1	chr1	43888668	43888678	+	0.000	0.000	Merged-chr1-43888618-32
NR2320--MA0684.1.RUNX3	chr12	26057915	26057924	+	0.000	0.000	Merged-chr12-26057851-43
NR8483--MA0684.1.RUNX3	chr5	115693470	115693479	+	0.000	0.000	Merged-chr5-115693567-32
NR4252--MA0684.1.RUNX3	chr16	10806273	10806282	-	0.000	0.000	Merged-chr16-10806280-14
NR335--MA0511.2.RUNX2	chr1	87637247	87637255	-	0.000	0.000	Merged-chr1-87637275-111
NR11172--MA0002.2.RUNX1	chr9	110594066	110594076	+	0.000	0.000	Merged-chr9-110594121-11
NR4602--MA0511.2.RUNX2	chr16	84995833	84995841	+	0.000	0.000	Merged-chr16-84995665-26
NR5201--MA0002.2.RUNX1	chr17	86872889	86872899	+	0.000	0.000	Merged-chr17-86872864-48
NR4898--MA0002.2.RUNX1	chr17	29155805	29155815	+	0.000	0.000	Merged-chr17-29155963-15
NR11300--MA0002.2.RUNX1	chr9	120116423	120116433	-	0.000	0.000	Merged-chr9-120116499-4
NR4854--MA0511.2.RUNX2	chr17	21733926	21733934	+	0.000	0.000	Merged-chr17-21733799-41
NR8658--MA0684.1.RUNX3	chr5	144308222	144308231	-	0.000	0.000	Merged-chr5-144308281-9
NR9911--MA0511.2.RUNX2	chr7	117559222	117559230	-	0.000	0.000	Merged-chr7-117559166-31
NR3773--MA0002.2.RUNX1	chr14	123163086	123163096	-	0.000	0.000	Merged-chr14-123163033-38
NR10570--MA0002.2.RUNX1	chr8	121650749	121650759	-	0.000	0.000	Merged-chr8-121650674-17
NR8638--MA0002.2.RUNX1	chr5	143038778	143038788	+	0.000	0.000	Merged-chr5-143038769-30
NR2456--MA0002.2.RUNX1	chr12	80069269	80069279	+	0.000	0.000	Merged-chr12-80069261-23
NR5291--MA0002.2.RUNX1	chr18	34827856	34827866	+	0.000	0.000	Merged-chr18-34827772-23
NR2412--MA0511.2.RUNX2	chr12	70280743	70280751	+	0.000	0.000	Merged-chr12-70280726-6
NR282--MA0511.2.RUNX2	chr1	78657916	78657924	-	0.000	0.000	Merged-chr1-78658063-75
NR9650--MA0002.2.RUNX1	chr7	67500544	67500554	+	0.000	0.000	Merged-chr7-67500556-27
NR2979--MA0002.2.RUNX1	chr13	46780001	46780011	+	0.000	0.000	Merged-chr13-46780080-38
NR2664--MA0511.2.RUNX2	chr12	110454471	110454479	-	0.000	0.000	Merged-chr12-110454424-31
NR4122--MA0684.1.RUNX3	chr15	91643903	91643912	-	0.000	0.000	Merged-chr15-91644070-43
NR10602--MA0002.2.RUNX1	chr8	124509391	124509401	+	0.000	0.000	Merged-chr8-124509346-29
NR2489--MA0684.1.RUNX3	chr12	84933859	84933868	-	0.000	0.000	Merged-chr12-84934066-14
NR4519--MA0511.2.RUNX2	chr16	57465311	57465319	+	0.000	0.000	Merged-chr16-57465471-22
NR4105--MA0511.2.RUNX2	chr15	85328196	85328204	-	0.000	0.000	Merged-chr15-85328019-32
NR11075--MA0684.1.RUNX3	chr9	92217806	92217815	+	0.000	0.000	Merged-chr9-92217904-40
NR4406--MA0684.1.RUNX3	chr16	35741828	35741837	-	0.000	0.000	Merged-chr16-35741769-10
NR2578--MA0002.2.RUNX1	chr12	100277062	100277072	-	0.000	0.000	Merged-chr12-100277058-24
NR8346--MA0002.2.RUNX1	chr5	100916620	100916630	-	0.000	0.000	Merged-chr5-100916697-39
NR6003--MA0511.2.RUNX2	chr2	21222924	21222932	+	0.000	0.000	Merged-chr2-21222970-39
NR105--MA0684.1.RUNX3	chr1	40412576	40412585	+	0.000	0.000	Merged-chr1-40412603-5
NR11120--MA0511.2.RUNX2	chr9	98616577	98616585	-	0.000	0.000	Merged-chr9-98616546-17
NR228--MA0002.2.RUNX1	chr1	64549479	64549489	+	0.000	0.000	Merged-chr1-64549530-8
NR1562--MA0002.2.RUNX1	chr11	4289433	4289443	+	0.000	0.000	Merged-chr11-4289401-53
NR6460--MA0511.2.RUNX2	chr2	135737687	135737695	-	0.000	0.000	Merged-chr2-135737673-31
NR7582--MA0002.2.RUNX1	chr4	63644529	63644539	+	0.000	0.000	Merged-chr4-63644435-12
NR214--MA0684.1.RUNX3	chr1	61402534	61402543	+	0.000	0.000	Merged-chr1-61402618-25
NR5968--MA0002.2.RUNX1	chr2	12439743	12439753	-	0.000	0.000	Merged-chr2-12439797-45
NR1671--MA0002.2.RUNX1	chr11	43494196	43494206	-	0.000	0.000	Merged-chr11-43494170-22
NR2054--MA0684.1.RUNX3	chr11	103951403	103951412	+	0.000	0.000	Merged-chr11-103951331-24
NR9741--MA0511.2.RUNX2	chr7	88459939	88459947	-	0.000	0.000	Merged-chr7-88459917-15
NR5510--MA0511.2.RUNX2	chr18	79297926	79297934	+	0.000	0.000	Merged-chr18-79298014-36
NR4528--MA0684.1.RUNX3	chr16	58519518	58519527	+	0.000	0.000	Merged-chr16-58519695-16
NR890--MA0002.2.RUNX1	chr1	193181245	193181255	+	0.000	0.000	Merged-chr1-193181317-39
NR4716--MA0511.2.RUNX2	chr16	95263159	95263167	+	0.000	0.000	Merged-chr16-95263048-64
NR6582--MA0511.2.RUNX2	chr2	158133242	158133250	-	0.000	0.000	Merged-chr2-158133215-37
NR1911--MA0511.2.RUNX2	chr11	83550393	83550401	+	0.000	0.000	Merged-chr11-83550444-44
NR7723--MA0002.2.RUNX1	chr4	108987529	108987539	+	0.000	0.000	Merged-chr4-108987548-41
NR7852--MA0684.1.RUNX3	chr4	134059083	134059092	+	0.000	0.000	Merged-chr4-134059039-2
NR3843--MA0511.2.RUNX2	chr15	31440252	31440260	-	0.000	0.000	Merged-chr15-31440136-19
NR4554--MA0511.2.RUNX2	chr16	70365448	70365456	+	0.000	0.000	Merged-chr16-70365429-20
NR459--MA0002.2.RUNX1	chr1	128787116	128787126	+	0.000	0.000	Merged-chr1-128787255-73
NR1793--MA0002.2.RUNX1	chr11	64116918	64116928	+	0.000	0.000	Merged-chr11-64116814-48
NR4184--MA0002.2.RUNX1	chr15	99065732	99065742	+	0.000	0.000	Merged-chr15-99065640-20
NR2447--MA0684.1.RUNX3	chr12	77788441	77788450	-	0.000	0.000	Merged-chr12-77788504-44
NR859--MA0684.1.RUNX3	chr1	191119058	191119067	-	0.000	0.000	Merged-chr1-191119060-9
NR4379--MA0684.1.RUNX3	chr16	31205789	31205798	-	0.000	0.000	Merged-chr16-31205914-4
NR3681--MA0511.2.RUNX2	chr14	101480705	101480713	+	0.000	0.000	Merged-chr14-101480860-35
NR2156--MA0002.2.RUNX1	chr11	113005337	113005347	-	0.000	0.000	Merged-chr11-113005354-7
NR5804--MA0002.2.RUNX1	chr19	40267494	40267504	-	0.000	0.000	Merged-chr19-40267576-38
NR10921--MA0002.2.RUNX1	chr9	69174353	69174363	+	0.000	0.000	Merged-chr9-69174203-32
NR1031--MA0002.2.RUNX1	chr10	34118005	34118015	+	0.000	0.000	Merged-chr10-34117997-36
NR2364--MA0511.2.RUNX2	chr12	41500246	41500254	-	0.000	0.000	Merged-chr12-41500391-75
NR2906--MA0511.2.RUNX2	chr13	30682003	30682011	-	0.000	0.000	Merged-chr13-30682181-38
NR10302--MA0002.2.RUNX1	chr8	67986948	67986958	+	0.000	0.000	Merged-chr8-67986835-44
NR2413--MA0684.1.RUNX3	chr12	70280743	70280752	+	0.000	0.000	Merged-chr12-70280726-6
NR3691--MA0002.2.RUNX1	chr14	101892389	101892399	+	0.000	0.000	Merged-chr14-101892350-14
NR8699--MA0002.2.RUNX1	chr5	149641831	149641841	+	0.000	0.000	Merged-chr5-149641711-30
NR1411--MA0002.2.RUNX1	chr10	116664342	116664352	-	0.000	0.000	Merged-chr10-116664420-26
NR1934--MA0002.2.RUNX1	chr11	86371399	86371409	+	0.000	0.000	Merged-chr11-86371454-26
NR7160--MA0002.2.RUNX1	chr3	130571234	130571244	+	0.000	0.000	Merged-chr3-130571110-5
NR8956--MA0684.1.RUNX3	chr6	71595949	71595958	+	0.000	0.000	Merged-chr6-71596014-5
NR5817--MA0002.2.RUNX1	chr19	41597724	41597734	+	0.000	0.000	Merged-chr19-41597921-2
NR9363--MA0002.2.RUNX1	chr6	144961868	144961878	+	0.000	0.000	Merged-chr6-144962023-22
NR3822--MA0511.2.RUNX2	chr15	18951819	18951827	-	0.000	0.000	Merged-chr15-18951851-25
NR2026--MA0002.2.RUNX1	chr11	101199796	101199806	-	0.000	0.000	Merged-chr11-101199720-6
NR167--MA0002.2.RUNX1	chr1	54421901	54421911	-	0.000	0.000	Merged-chr1-54421982-33
NR6657--MA0684.1.RUNX3	chr2	169590635	169590644	-	0.000	0.000	Merged-chr2-169590672-10
NR2377--MA0511.2.RUNX2	chr12	52830989	52830997	-	0.000	0.000	Merged-chr12-52830906-26
NR4106--MA0684.1.RUNX3	chr15	85328195	85328204	-	0.000	0.000	Merged-chr15-85328019-32
NR7540--MA0002.2.RUNX1	chr4	56114154	56114164	+	0.000	0.000	Merged-chr4-56114012-43
NR8046--MA0002.2.RUNX1	chr5	7829815	7829825	+	0.000	0.000	Merged-chr5-7829791-41
NR10772--MA0002.2.RUNX1	chr9	42272815	42272825	-	0.000	0.000	Merged-chr9-42272782-11
NR4087--MA0684.1.RUNX3	chr15	82235890	82235899	+	0.000	0.000	Merged-chr15-82235726-13
NR11360--MA0684.1.RUNX3	chrX	17521350	17521359	+	0.000	0.000	Merged-chrX-17521323-26
NR11135--MA0002.2.RUNX1	chr9	103337161	103337171	-	0.000	0.000	Merged-chr9-103337204-21
NR3690--MA0684.1.RUNX3	chr14	101879179	101879188	+	0.000	0.000	Merged-chr14-101879110-69
NR10903--MA0511.2.RUNX2	chr9	66492530	66492538	-	0.000	0.000	Merged-chr9-66492510-30
NR3736--MA0002.2.RUNX1	chr14	121137372	121137382	-	0.000	0.000	Merged-chr14-121137502-35
NR4324--MA0684.1.RUNX3	chr16	22526577	22526586	-	0.000	0.000	Merged-chr16-22526487-34
NR1785--MA0002.2.RUNX1	chr11	63148463	63148473	+	0.000	0.000	Merged-chr11-63148506-21
NR11200--MA0511.2.RUNX2	chr9	114446464	114446472	+	0.000	0.000	Merged-chr9-114446417-16
NR3051--MA0002.2.RUNX1	chr13	67082097	67082107	+	0.000	0.000	Merged-chr13-67082172-4
NR10990--MA0002.2.RUNX1	chr9	79756092	79756102	-	0.000	0.000	Merged-chr9-79756214-5
NR1642--MA0002.2.RUNX1	chr11	32138416	32138426	+	0.000	0.000	Merged-chr11-32138495-33
NR9633--MA0684.1.RUNX3	chr7	65373500	65373509	+	0.000	0.000	Merged-chr7-65373607-20
NR5254--MA0002.2.RUNX1	chr18	14374795	14374805	+	0.000	0.000	Merged-chr18-14374933-6
NR10913--MA0002.2.RUNX1	chr9	67901997	67902007	-	0.000	0.000	Merged-chr9-67901955-26
NR1645--MA0511.2.RUNX2	chr11	32542359	32542367	-	0.000	0.000	Merged-chr11-32542195-1
NR11499--MA0511.2.RUNX2	chrX	159828383	159828391	+	0.000	0.000	Merged-chrX-159828290-35
NR5733--MA0511.2.RUNX2	chr19	29185721	29185729	-	0.000	0.000	Merged-chr19-29185697-46
NR9594--MA0002.2.RUNX1	chr7	55890218	55890228	+	0.000	0.000	Merged-chr7-55890160-26
NR1675--MA0684.1.RUNX3	chr11	43767288	43767297	+	0.000	0.000	Merged-chr11-43767173-52
NR6017--MA0684.1.RUNX3	chr2	25620565	25620574	-	0.000	0.000	Merged-chr2-25620603-21
NR5492--MA0684.1.RUNX3	chr18	75374181	75374190	-	0.000	0.000	Merged-chr18-75374196-25
NR7295--MA0002.2.RUNX1	chr3	148510625	148510635	-	0.000	0.000	Merged-chr3-148510691-67
NR4589--MA0684.1.RUNX3	chr16	78573107	78573116	+	0.000	0.000	Merged-chr16-78573118-8
NR7966--MA0684.1.RUNX3	chr4	149912635	149912644	-	0.000	0.000	Merged-chr4-149912693-20
NR7152--MA0002.2.RUNX1	chr3	129613934	129613944	+	0.000	0.000	Merged-chr3-129613875-22
NR10655--MA0002.2.RUNX1	chr8	128622959	128622969	+	0.000	0.000	Merged-chr8-128622909-9
NR7281--MA0684.1.RUNX3	chr3	145538122	145538131	+	0.000	0.000	Merged-chr3-145538069-30
NR11095--MA0002.2.RUNX1	chr9	95316947	95316957	+	0.000	0.000	Merged-chr9-95316947-35
NR11366--MA0002.2.RUNX1	chrX	23810500	23810510	+	0.000	0.000	Merged-chrX-23810547-42
NR8263--MA0684.1.RUNX3	chr5	75791956	75791965	+	0.000	0.000	Merged-chr5-75792010-32
NR1912--MA0684.1.RUNX3	chr11	83550393	83550402	+	0.000	0.000	Merged-chr11-83550444-44
NR9755--MA0684.1.RUNX3	chr7	92087615	92087624	-	0.000	0.000	Merged-chr7-92087702-17
NR5524--MA0684.1.RUNX3	chr18	80228697	80228706	+	0.000	0.000	Merged-chr18-80228617-43
NR10493--MA0002.2.RUNX1	chr8	111785409	111785419	-	0.000	0.000	Merged-chr8-111785274-13
NR5981--MA0684.1.RUNX3	chr2	14992740	14992749	+	0.000	0.000	Merged-chr2-14992808-37
NR1101--MA0511.2.RUNX2	chr10	56115381	56115389	+	0.000	0.000	Merged-chr10-56115476-67
NR3553--MA0002.2.RUNX1	chr14	67877890	67877900	-	0.000	0.000	Merged-chr14-67877957-30
NR10621--MA0002.2.RUNX1	chr8	126832837	126832847	-	0.000	0.000	Merged-chr8-126833007-101
NR7707--MA0002.2.RUNX1	chr4	103174416	103174426	+	0.000	0.000	Merged-chr4-103174438-7
NR3953--MA0684.1.RUNX3	chr15	61651350	61651359	-	0.000	0.000	Merged-chr15-61651331-17
NR1131--MA0684.1.RUNX3	chr10	60162674	60162683	-	0.000	0.000	Merged-chr10-60162645-38
NR5170--MA0511.2.RUNX2	chr17	84056421	84056429	+	0.000	0.000	Merged-chr17-84056540-29
NR3205--MA0002.2.RUNX1	chr13	99503594	99503604	+	0.000	0.000	Merged-chr13-99503494-98
NR8769--MA0511.2.RUNX2	chr6	24894869	24894877	+	0.000	0.000	Merged-chr6-24894743-37
NR7022--MA0002.2.RUNX1	chr3	105133254	105133264	+	0.000	0.000	Merged-chr3-105133189-20
NR7959--MA0002.2.RUNX1	chr4	148683727	148683737	+	0.000	0.000	Merged-chr4-148683681-71
NR8399--MA0002.2.RUNX1	chr5	107209928	107209938	-	0.000	0.000	Merged-chr5-107209984-10
NR7896--MA0511.2.RUNX2	chr4	139242158	139242166	-	0.000	0.000	Merged-chr4-139242159-17
NR3936--MA0511.2.RUNX2	chr15	58750401	58750409	+	0.000	0.000	Merged-chr15-58750240-28
NR7131--MA0002.2.RUNX1	chr3	123192399	123192409	-	0.000	0.000	Merged-chr3-123192207-28
NR237--MA0511.2.RUNX2	chr1	69513558	69513566	-	0.000	0.000	Merged-chr1-69513618-39
NR11074--MA0002.2.RUNX1	chr9	92217818	92217828	+	0.000	0.000	Merged-chr9-92217904-40
NR5232--MA0684.1.RUNX3	chr18	10154729	10154738	-	0.000	0.000	Merged-chr18-10154788-16
NR3675--MA0002.2.RUNX1	chr14	87050452	87050462	-	0.000	0.000	Merged-chr14-87050365-8
NR1995--MA0002.2.RUNX1	chr11	98487922	98487932	+	0.000	0.000	Merged-chr11-98487809-30
NR10743--MA0002.2.RUNX1	chr9	37554385	37554395	+	0.000	0.000	Merged-chr9-37554470-32
NR2378--MA0684.1.RUNX3	chr12	52830988	52830997	-	0.000	0.000	Merged-chr12-52830906-26
NR10809--MA0002.2.RUNX1	chr9	51961338	51961348	-	0.000	0.000	Merged-chr9-51961362-1
NR4408--MA0511.2.RUNX2	chr16	35765630	35765638	-	0.000	0.000	Merged-chr16-35765641-23
NR6466--MA0684.1.RUNX3	chr2	137224836	137224845	-	0.000	0.000	Merged-chr2-137224983-29
NR3056--MA0002.2.RUNX1	chr13	72818141	72818151	+	0.000	0.000	Merged-chr13-72817976-1
NR6069--MA0511.2.RUNX2	chr2	34798917	34798925	+	0.000	0.000	Merged-chr2-34798985-4
NR3727--MA0684.1.RUNX3	chr14	118658446	118658455	+	0.000	0.000	Merged-chr14-118658326-68
NR7971--MA0511.2.RUNX2	chr4	150339060	150339068	-	0.000	0.000	Merged-chr4-150339180-18
NR3740--MA0511.2.RUNX2	chr14	121325021	121325029	+	0.000	0.000	Merged-chr14-121324999-52
NR11358--MA0002.2.RUNX1	chrX	17521364	17521374	+	0.000	0.000	Merged-chrX-17521323-26
NR8255--MA0684.1.RUNX3	chr5	72941143	72941152	-	0.000	0.000	Merged-chr5-72941102-35
NR5672--MA0511.2.RUNX2	chr19	14466273	14466281	+	0.000	0.000	Merged-chr19-14466199-30
NR10504--MA0002.2.RUNX1	chr8	113670089	113670099	-	0.000	0.000	Merged-chr8-113669969-10
NR10362--MA0684.1.RUNX3	chr8	78975205	78975214	-	0.000	0.000	Merged-chr8-78975191-34
NR7875--MA0511.2.RUNX2	chr4	135520640	135520648	+	0.000	0.000	Merged-chr4-135520643-13
NR6079--MA0002.2.RUNX1	chr2	36220299	36220309	+	0.000	0.000	Merged-chr2-36220233-13
NR9042--MA0002.2.RUNX1	chr6	94760977	94760987	+	0.000	0.000	Merged-chr6-94761021-48
NR11119--MA0002.2.RUNX1	chr9	98339692	98339702	+	0.000	0.000	Merged-chr9-98339700-17
NR6336--MA0684.1.RUNX3	chr2	114873176	114873185	+	0.000	0.000	Merged-chr2-114873203-5
NR6415--MA0511.2.RUNX2	chr2	128544656	128544664	+	0.000	0.000	Merged-chr2-128544786-45
NR1930--MA0511.2.RUNX2	chr11	85545771	85545779	-	0.000	0.000	Merged-chr11-85545806-18
NR3035--MA0002.2.RUNX1	chr13	63274699	63274709	+	0.000	0.000	Merged-chr13-63274780-57
NR10769--MA0002.2.RUNX1	chr9	42158806	42158816	-	0.000	0.000	Merged-chr9-42158908-46
NR9945--MA0002.2.RUNX1	chr7	123030901	123030911	+	0.000	0.000	Merged-chr7-123030929-30
NR10930--MA0511.2.RUNX2	chr9	69757417	69757425	+	0.000	0.000	Merged-chr9-69757438-24
NR5443--MA0002.2.RUNX1	chr18	65819308	65819318	-	0.000	0.000	Merged-chr18-65819211-50
NR11436--MA0511.2.RUNX2	chrX	93617323	93617331	+	0.000	0.000	Merged-chrX-93617420-5
NR3287--MA0002.2.RUNX1	chr13	112388364	112388374	+	0.000	0.000	Merged-chr13-112388467-40
NR10626--MA0002.2.RUNX1	chr8	126854490	126854500	-	0.000	0.000	Merged-chr8-126854569-38
NR1563--MA0511.2.RUNX2	chr11	4344088	4344096	-	0.000	0.000	Merged-chr11-4344147-20
NR3100--MA0511.2.RUNX2	chr13	84769189	84769197	-	0.000	0.000	Merged-chr13-84769190-19
NR5700--MA0684.1.RUNX3	chr19	18715928	18715937	-	0.000	0.000	Merged-chr19-18715934-3
NR9041--MA0684.1.RUNX3	chr6	94660393	94660402	+	0.000	0.000	Merged-chr6-94660484-13
NR2813--MA0002.2.RUNX1	chr13	9360205	9360215	+	0.000	0.000	Merged-chr13-9360244-14
NR6187--MA0684.1.RUNX3	chr2	72183928	72183937	-	0.000	0.000	Merged-chr2-72183936-23
NR1721--MA0684.1.RUNX3	chr11	53097005	53097014	+	0.000	0.000	Merged-chr11-53097142-34
NR2449--MA0511.2.RUNX2	chr12	78356654	78356662	+	0.000	0.000	Merged-chr12-78356695-8
NR4950--MA0002.2.RUNX1	chr17	35420629	35420639	+	0.000	0.000	Merged-chr17-35420549-18
NR6537--MA0511.2.RUNX2	chr2	153336331	153336339	-	0.000	0.000	Merged-chr2-153336329-40
NR7407--MA0002.2.RUNX1	chr4	11492627	11492637	+	0.000	0.000	Merged-chr4-11492586-1
NR5141--MA0511.2.RUNX2	chr17	80579294	80579302	-	0.000	0.000	Merged-chr17-80579337-18
NR7122--MA0684.1.RUNX3	chr3	122309164	122309173	+	0.000	0.000	Merged-chr3-122309117-4
NR5442--MA0684.1.RUNX3	chr18	65819117	65819126	-	0.000	0.000	Merged-chr18-65819211-50
NR9177--MA0002.2.RUNX1	chr6	122587661	122587671	+	0.000	0.000	Merged-chr6-122587687-4
NR7916--MA0684.1.RUNX3	chr4	145045906	145045915	+	0.000	0.000	Merged-chr4-145045932-55
NR1463--MA0684.1.RUNX3	chr10	119382450	119382459	-	0.000	0.000	Merged-chr10-119382475-33
NR4125--MA0684.1.RUNX3	chr15	92231533	92231542	-	0.000	0.000	Merged-chr15-92231581-21
NR10685--MA0511.2.RUNX2	chr9	14172082	14172090	+	0.000	0.000	Merged-chr9-14171965-37
NR7625--MA0002.2.RUNX1	chr4	86887090	86887100	+	0.000	0.000	Merged-chr4-86887188-3
NR8008--MA0684.1.RUNX3	chr4	154936711	154936720	+	0.000	0.000	Merged-chr4-154936813-27
NR11396--MA0511.2.RUNX2	chrX	52819526	52819534	+	0.000	0.000	Merged-chrX-52819571-21
NR7310--MA0511.2.RUNX2	chr3	149262212	149262220	+	0.000	0.000	Merged-chr3-149262161-2
NR3123--MA0002.2.RUNX1	chr13	89670127	89670137	-	0.000	0.000	Merged-chr13-89670013-3
NR10813--MA0511.2.RUNX2	chr9	52356782	52356790	-	0.000	0.000	Merged-chr9-52356728-32
NR7463--MA0002.2.RUNX1	chr4	34429713	34429723	+	0.000	0.000	Merged-chr4-34429561-69
NR7258--MA0002.2.RUNX1	chr3	143647010	143647020	+	0.000	0.000	Merged-chr3-143647123-49
NR662--MA0002.2.RUNX1	chr1	164935953	164935963	-	0.000	0.000	Merged-chr1-164935888-24
NR10909--MA0684.1.RUNX3	chr9	67813735	67813744	+	0.000	0.000	Merged-chr9-67813867-45
NR3279--MA0002.2.RUNX1	chr13	111656050	111656060	+	0.000	0.000	Merged-chr13-111655949-74
NR9047--MA0002.2.RUNX1	chr6	97300902	97300912	-	0.000	0.000	Merged-chr6-97300820-20
NR1760--MA0511.2.RUNX2	chr11	58290445	58290453	-	0.000	0.000	Merged-chr11-58290425-28
NR11058--MA0002.2.RUNX1	chr9	88722011	88722021	-	0.000	0.000	Merged-chr9-88721964-40
NR771--MA0002.2.RUNX1	chr1	179847489	179847499	+	0.000	0.000	Merged-chr1-179847496-1
NR11014--MA0511.2.RUNX2	chr9	84031079	84031087	+	0.000	0.000	Merged-chr9-84030961-27
NR5709--MA0511.2.RUNX2	chr19	21771765	21771773	+	0.000	0.000	Merged-chr19-21771815-24
NR9361--MA0002.2.RUNX1	chr6	144953072	144953082	-	0.000	0.000	Merged-chr6-144953133-29
NR9632--MA0002.2.RUNX1	chr7	65373500	65373510	-	0.000	0.000	Merged-chr7-65373607-20
NR9156--MA0002.2.RUNX1	chr6	120199762	120199772	+	0.000	0.000	Merged-chr6-120199707-32
NR6006--MA0511.2.RUNX2	chr2	21223170	21223178	-	0.000	0.000	Merged-chr2-21222970-39
NR9364--MA0511.2.RUNX2	chr6	145002347	145002355	-	0.000	0.000	Merged-chr6-145002461-23
NR10294--MA0002.2.RUNX1	chr8	64826527	64826537	-	0.000	0.000	Merged-chr8-64826546-37
NR5034--MA0002.2.RUNX1	chr17	52468606	52468616	-	0.000	0.000	Merged-chr17-52468640-52
NR3354--MA0002.2.RUNX1	chr14	18820779	18820789	+	0.000	0.000	Merged-chr14-18820757-45
