#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval0.3-log2fc0.5_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval0.3-log2fc0.5_dn.bed
NR11052--MA0002.2.RUNX1	chrX	36609446	36609456	+	0.000	0.000	Merged-chrX-36609305-28
NR11198--MA0511.2.RUNX2	chrX	163879520	163879528	+	0.000	0.000	Merged-chrX-163879591-51
NR10820--MA0511.2.RUNX2	chr9	96953706	96953714	-	0.000	0.000	Merged-chr9-96953731-26
NR8809--MA0684.1.RUNX3	chr6	99309242	99309251	-	0.000	0.000	Merged-chr6-99309133-1
NR3719--MA0002.2.RUNX1	chr14	105480283	105480293	+	0.000	0.000	Merged-chr14-105480266-22
NR8247--MA0002.2.RUNX1	chr5	115693470	115693480	-	0.000	0.000	Merged-chr5-115693567-32
NR1211--MA0002.2.RUNX1	chr10	84632083	84632093	-	0.000	0.000	Merged-chr10-84632170-33
NR8184--MA0511.2.RUNX2	chr5	107449103	107449111	-	0.000	0.000	Merged-chr5-107449243-36
NR258--MA0684.1.RUNX3	chr1	78537715	78537724	+	0.000	0.000	Merged-chr1-78537773-101
NR81--MA0002.2.RUNX1	chr1	39478710	39478720	-	0.000	0.000	Merged-chr1-39478588-52
NR6900--MA0002.2.RUNX1	chr3	115642817	115642827	+	0.000	0.000	Merged-chr3-115642696-110
NR10572--MA0002.2.RUNX1	chr9	61715133	61715143	+	0.000	0.000	Merged-chr9-61715160-12
NR1224--MA0002.2.RUNX1	chr10	86795037	86795047	+	0.000	0.000	Merged-chr10-86794881-42
NR4538--MA0684.1.RUNX3	chr16	90331260	90331269	+	0.000	0.000	Merged-chr16-90331129-56
NR8478--MA0002.2.RUNX1	chr6	5997677	5997687	-	0.000	0.000	Merged-chr6-5997718-16
NR5848--MA0002.2.RUNX1	chr2	31180525	31180535	-	0.000	0.000	Merged-chr2-31180309-64
NR3231--MA0002.2.RUNX1	chr13	108100837	108100847	+	0.000	0.000	Merged-chr13-108100820-31
NR9360--MA0002.2.RUNX1	chr7	49495093	49495103	+	0.000	0.000	Merged-chr7-49494921-17
NR9678--MA0002.2.RUNX1	chr7	117559283	117559293	+	0.000	0.000	Merged-chr7-117559166-31
NR3210--MA0002.2.RUNX1	chr13	105047065	105047075	-	0.000	0.000	Merged-chr13-105047400-59
NR5956--MA0684.1.RUNX3	chr2	62294040	62294049	-	0.000	0.000	Merged-chr2-62294008-18
NR10977--MA0684.1.RUNX3	chr9	119823990	119823999	+	0.000	0.000	Merged-chr9-119823942-29
NR8880--MA0002.2.RUNX1	chr6	115577646	115577656	+	0.000	0.000	Merged-chr6-115577839-87
NR1381--MA0002.2.RUNX1	chr10	117118607	117118617	-	0.000	0.000	Merged-chr10-117118585-40
NR5412--MA0684.1.RUNX3	chr18	84302688	84302697	+	0.000	0.000	Merged-chr18-84302803-33
NR9984--MA0002.2.RUNX1	chr8	41334317	41334327	+	0.000	0.000	Merged-chr8-41334366-24
NR3454--MA0002.2.RUNX1	chr14	48236301	48236311	+	0.000	0.000	Merged-chr14-48236278-24
NR6831--MA0002.2.RUNX1	chr3	100999247	100999257	-	0.000	0.000	Merged-chr3-100999215-37
NR3311--MA0002.2.RUNX1	chr13	117242260	117242270	-	0.000	0.000	Merged-chr13-117242416-107
NR7274--MA0511.2.RUNX2	chr4	44170240	44170248	+	0.000	0.000	Merged-chr4-44170097-14
NR3629--MA0002.2.RUNX1	chr14	73389250	73389260	+	0.000	0.000	Merged-chr14-73389146-30
NR4370--MA0002.2.RUNX1	chr16	48594584	48594594	-	0.000	0.000	Merged-chr16-48594719-53
NR5352--MA0002.2.RUNX1	chr18	79297926	79297936	-	0.000	0.000	Merged-chr18-79298014-36
NR6701--MA0002.2.RUNX1	chr3	68240113	68240123	-	0.000	0.000	Merged-chr3-68240034-18
NR7141--MA0002.2.RUNX1	chr3	152127413	152127423	+	0.000	0.000	Merged-chr3-152127515-20
NR7664--MA0002.2.RUNX1	chr4	137879945	137879955	-	0.000	0.000	Merged-chr4-137879843-32
NR5513--MA0684.1.RUNX3	chr19	24978194	24978203	-	0.000	0.000	Merged-chr19-24978219-7
NR1011--MA0684.1.RUNX3	chr10	39793435	39793444	-	0.000	0.000	Merged-chr10-39793457-38
NR9989--MA0002.2.RUNX1	chr8	46420600	46420610	-	0.000	0.000	Merged-chr8-46420639-16
NR10974--MA0511.2.RUNX2	chr9	119823990	119823998	+	0.000	0.000	Merged-chr9-119823942-29
NR9118--MA0002.2.RUNX1	chr6	140533079	140533089	+	0.000	0.000	Merged-chr6-140533090-20
NR2830--MA0684.1.RUNX3	chr13	24866804	24866813	+	0.000	0.000	Merged-chr13-24866887-32
NR5966--MA0511.2.RUNX2	chr2	65871110	65871118	-	0.000	0.000	Merged-chr2-65871141-19
NR3872--MA0511.2.RUNX2	chr15	38535574	38535582	+	0.000	0.000	Merged-chr15-38535554-39
NR702--MA0511.2.RUNX2	chr1	172197314	172197322	-	0.000	0.000	Merged-chr1-172197316-25
NR1116--MA0511.2.RUNX2	chr10	68192333	68192341	-	0.000	0.000	Merged-chr10-68192489-136
NR1017--MA0002.2.RUNX1	chr10	40479355	40479365	+	0.000	0.000	Merged-chr10-40479489-48
NR9465--MA0684.1.RUNX3	chr7	80828607	80828616	+	0.000	0.000	Merged-chr7-80828687-47
NR35--MA0684.1.RUNX3	chr1	21333807	21333816	-	0.000	0.000	Merged-chr1-21333700-62
NR10701--MA0511.2.RUNX2	chr9	80313776	80313784	-	0.000	0.000	Merged-chr9-80313733-27
NR10225--MA0511.2.RUNX2	chr8	115568647	115568655	-	0.000	0.000	Merged-chr8-115568627-19
NR7275--MA0684.1.RUNX3	chr4	44170240	44170249	+	0.000	0.000	Merged-chr4-44170097-14
NR7003--MA0002.2.RUNX1	chr3	135307683	135307693	-	0.000	0.000	Merged-chr3-135307763-66
NR1487--MA0002.2.RUNX1	chr10	128637206	128637216	+	0.000	0.000	Merged-chr10-128637070-78
NR6815--MA0002.2.RUNX1	chr3	96881060	96881070	+	0.000	0.000	Merged-chr3-96881145-10
NR1073--MA0002.2.RUNX1	chr10	60162574	60162584	+	0.000	0.000	Merged-chr10-60162645-38
NR4993--MA0684.1.RUNX3	chr17	79603669	79603678	+	0.000	0.000	Merged-chr17-79603742-19
NR9458--MA0002.2.RUNX1	chr7	80643398	80643408	-	0.000	0.000	Merged-chr7-80643369-34
NR8856--MA0002.2.RUNX1	chr6	108736419	108736429	+	0.000	0.000	Merged-chr6-108736324-30
NR10867--MA0002.2.RUNX1	chr9	105689681	105689691	+	0.000	0.000	Merged-chr9-105689631-24
NR2531--MA0002.2.RUNX1	chr12	102067865	102067875	-	0.000	0.000	Merged-chr12-102067904-11
NR672--MA0002.2.RUNX1	chr1	165837746	165837756	-	0.000	0.000	Merged-chr1-165837829-51
NR201--MA0684.1.RUNX3	chr1	61046401	61046410	-	0.000	0.000	Merged-chr1-61046287-60
NR6980--MA0002.2.RUNX1	chr3	130894420	130894430	-	0.000	0.000	Merged-chr3-130894407-22
NR11067--MA0684.1.RUNX3	chrX	42337012	42337021	-	0.000	0.000	Merged-chrX-42336875-23
NR5967--MA0684.1.RUNX3	chr2	65871109	65871118	-	0.000	0.000	Merged-chr2-65871141-19
NR780--MA0684.1.RUNX3	chr1	180546333	180546342	-	0.000	0.000	Merged-chr1-180546359-32
NR8530--MA0002.2.RUNX1	chr6	32328212	32328222	+	0.000	0.000	Merged-chr6-32328311-28
NR6231--MA0002.2.RUNX1	chr2	128544656	128544666	-	0.000	0.000	Merged-chr2-128544786-45
NR2937--MA0002.2.RUNX1	chr13	52874144	52874154	-	0.000	0.000	Merged-chr13-52874286-33
NR10117--MA0684.1.RUNX3	chr8	91395943	91395952	+	0.000	0.000	Merged-chr8-91395862-46
NR3648--MA0002.2.RUNX1	chr14	75444779	75444789	+	0.000	0.000	Merged-chr14-75444835-23
NR8272--MA0002.2.RUNX1	chr5	118710115	118710125	+	0.000	0.000	Merged-chr5-118710096-15
NR1064--MA0684.1.RUNX3	chr10	58480391	58480400	+	0.000	0.000	Merged-chr10-58480234-23
NR7007--MA0684.1.RUNX3	chr3	135629097	135629106	+	0.000	0.000	Merged-chr3-135628984-19
NR3408--MA0684.1.RUNX3	chr14	27384346	27384355	+	0.000	0.000	Merged-chr14-27384235-54
NR4686--MA0002.2.RUNX1	chr17	13472611	13472621	-	0.000	0.000	Merged-chr17-13472637-18
NR5545--MA0684.1.RUNX3	chr19	32138397	32138406	+	0.000	0.000	Merged-chr19-32138517-38
NR5397--MA0002.2.RUNX1	chr18	83465305	83465315	+	0.000	0.000	Merged-chr18-83465273-18
NR7605--MA0684.1.RUNX3	chr4	132040469	132040478	+	0.000	0.000	Merged-chr4-132040319-80
NR755--MA0511.2.RUNX2	chr1	179240818	179240826	+	0.000	0.000	Merged-chr1-179240877-38
NR4652--MA0002.2.RUNX1	chr17	7926010	7926020	+	0.000	0.000	Merged-chr17-7925954-52
NR5158--MA0002.2.RUNX1	chr18	31628605	31628615	-	0.000	0.000	Merged-chr18-31628663-46
NR3478--MA0002.2.RUNX1	chr14	53806399	53806409	-	0.000	0.000	Merged-chr14-53806193-41
NR10897--MA0511.2.RUNX2	chr9	110907689	110907697	+	0.000	0.000	Merged-chr9-110907689-47
NR6570--MA0684.1.RUNX3	chr3	10151850	10151859	-	0.000	0.000	Merged-chr3-10151750-17
NR3718--MA0511.2.RUNX2	chr14	105480285	105480293	-	0.000	0.000	Merged-chr14-105480266-22
NR10069--MA0684.1.RUNX3	chr8	79046885	79046894	+	0.000	0.000	Merged-chr8-79046826-18
NR9368--MA0002.2.RUNX1	chr7	55960761	55960771	-	0.000	0.000	Merged-chr7-55960600-37
NR8643--MA0684.1.RUNX3	chr6	55057575	55057584	-	0.000	0.000	Merged-chr6-55057514-12
NR4787--MA0002.2.RUNX1	chr17	31789468	31789478	-	0.000	0.000	Merged-chr17-31789470-34
NR6053--MA0002.2.RUNX1	chr2	79062027	79062037	+	0.000	0.000	Merged-chr2-79062091-23
NR7418--MA0511.2.RUNX2	chr4	89003207	89003215	+	0.000	0.000	Merged-chr4-89003285-28
NR6893--MA0511.2.RUNX2	chr3	109740742	109740750	+	0.000	0.000	Merged-chr3-109740806-11
NR10027--MA0684.1.RUNX3	chr8	61561437	61561446	+	0.000	0.000	Merged-chr8-61561458-9
NR10116--MA0002.2.RUNX1	chr8	91395943	91395953	-	0.000	0.000	Merged-chr8-91395862-46
NR9468--MA0684.1.RUNX3	chr7	80937068	80937077	+	0.000	0.000	Merged-chr7-80936896-39
NR4526--MA0684.1.RUNX3	chr16	89817051	89817060	+	0.000	0.000	Merged-chr16-89817047-30
NR2846--MA0684.1.RUNX3	chr13	31179580	31179589	-	0.000	0.000	Merged-chr13-31179647-13
NR6392--MA0684.1.RUNX3	chr2	158323022	158323031	-	0.000	0.000	Merged-chr2-158323146-37
NR6471--MA0511.2.RUNX2	chr2	169089154	169089162	+	0.000	0.000	Merged-chr2-169089199-37
NR368--MA0684.1.RUNX3	chr1	97614015	97614024	+	0.000	0.000	Merged-chr1-97613912-17
NR2829--MA0511.2.RUNX2	chr13	24866804	24866812	+	0.000	0.000	Merged-chr13-24866887-32
NR2968--MA0684.1.RUNX3	chr13	59840899	59840908	-	0.000	0.000	Merged-chr13-59840941-45
NR4086--MA0002.2.RUNX1	chr15	94231417	94231427	+	0.000	0.000	Merged-chr15-94231457-27
NR1459--MA0511.2.RUNX2	chr10	122567063	122567071	+	0.000	0.000	Merged-chr10-122566962-17
NR8924--MA0511.2.RUNX2	chr6	119509054	119509062	-	0.000	0.000	Merged-chr6-119509030-36
NR8540--MA0684.1.RUNX3	chr6	34364971	34364980	+	0.000	0.000	Merged-chr6-34364838-25
NR151--MA0684.1.RUNX3	chr1	54421901	54421910	+	0.000	0.000	Merged-chr1-54421982-33
NR2804--MA0684.1.RUNX3	chr13	20306402	20306411	-	0.000	0.000	Merged-chr13-20306536-31
NR6268--MA0002.2.RUNX1	chr2	135737685	135737695	+	0.000	0.000	Merged-chr2-135737673-31
NR6700--MA0511.2.RUNX2	chr3	68240113	68240121	+	0.000	0.000	Merged-chr3-68240034-18
NR6873--MA0684.1.RUNX3	chr3	107819324	107819333	-	0.000	0.000	Merged-chr3-107819260-44
NR10068--MA0002.2.RUNX1	chr8	79046885	79046895	-	0.000	0.000	Merged-chr8-79046826-18
NR1911--MA0002.2.RUNX1	chr11	85324191	85324201	+	0.000	0.000	Merged-chr11-85324179-42
NR3720--MA0684.1.RUNX3	chr14	105480284	105480293	-	0.000	0.000	Merged-chr14-105480266-22
NR11080--MA0002.2.RUNX1	chrX	52679311	52679321	-	0.000	0.000	Merged-chrX-52679336-26
NR2132--MA0684.1.RUNX3	chr11	116255860	116255869	-	0.000	0.000	Merged-chr11-116256028-23
NR5189--MA0684.1.RUNX3	chr18	36709048	36709057	-	0.000	0.000	Merged-chr18-36708852-70
NR6965--MA0511.2.RUNX2	chr3	128122336	128122344	-	0.000	0.000	Merged-chr3-128122378-34
NR7421--MA0002.2.RUNX1	chr4	89008715	89008725	-	0.000	0.000	Merged-chr4-89008819-38
NR256--MA0511.2.RUNX2	chr1	78537715	78537723	+	0.000	0.000	Merged-chr1-78537773-101
NR2288--MA0684.1.RUNX3	chr12	41331184	41331193	-	0.000	0.000	Merged-chr12-41331287-30
NR5993--MA0002.2.RUNX1	chr2	70425864	70425874	+	0.000	0.000	Merged-chr2-70425902-24
NR6184--MA0511.2.RUNX2	chr2	118700448	118700456	+	0.000	0.000	Merged-chr2-118700490-41
NR4536--MA0511.2.RUNX2	chr16	90331260	90331268	+	0.000	0.000	Merged-chr16-90331129-56
NR6988--MA0002.2.RUNX1	chr3	132791318	132791328	-	0.000	0.000	Merged-chr3-132791387-40
NR6735--MA0684.1.RUNX3	chr3	84035953	84035962	+	0.000	0.000	Merged-chr3-84035969-7
NR2865--MA0684.1.RUNX3	chr13	34914837	34914846	-	0.000	0.000	Merged-chr13-34914852-26
NR8855--MA0511.2.RUNX2	chr6	108736421	108736429	-	0.000	0.000	Merged-chr6-108736324-30
NR1929--MA0002.2.RUNX1	chr11	86872721	86872731	+	0.000	0.000	Merged-chr11-86872855-18
NR8137--MA0002.2.RUNX1	chr5	100622450	100622460	+	0.000	0.000	Merged-chr5-100622533-21
NR6185--MA0684.1.RUNX3	chr2	118700448	118700457	+	0.000	0.000	Merged-chr2-118700490-41
NR9956--MA0002.2.RUNX1	chr8	34120821	34120831	+	0.000	0.000	Merged-chr8-34120698-35
NR3730--MA0511.2.RUNX2	chr14	116210532	116210540	+	0.000	0.000	Merged-chr14-116210530-30
NR8368--MA0002.2.RUNX1	chr5	140151425	140151435	+	0.000	0.000	Merged-chr5-140151320-8
NR6230--MA0511.2.RUNX2	chr2	128544656	128544664	+	0.000	0.000	Merged-chr2-128544786-45
NR1461--MA0684.1.RUNX3	chr10	122567063	122567072	+	0.000	0.000	Merged-chr10-122566962-17
NR1712--MA0002.2.RUNX1	chr11	52224161	52224171	-	0.000	0.000	Merged-chr11-52224357-50
NR11199--MA0002.2.RUNX1	chrX	163879520	163879530	-	0.000	0.000	Merged-chrX-163879591-51
NR10821--MA0002.2.RUNX1	chr9	96953704	96953714	+	0.000	0.000	Merged-chr9-96953731-26
NR4738--MA0511.2.RUNX2	chr17	26532893	26532901	+	0.000	0.000	Merged-chr17-26532798-20
NR10602--MA0684.1.RUNX3	chr9	66492529	66492538	-	0.000	0.000	Merged-chr9-66492510-30
NR4245--MA0684.1.RUNX3	chr16	22526577	22526586	-	0.000	0.000	Merged-chr16-22526487-34
NR9630--MA0002.2.RUNX1	chr7	112918451	112918461	-	0.000	0.000	Merged-chr7-112918407-20
NR8185--MA0002.2.RUNX1	chr5	107449101	107449111	+	0.000	0.000	Merged-chr5-107449243-36
NR10311--MA0002.2.RUNX1	chr8	124617348	124617358	-	0.000	0.000	Merged-chr8-124617386-28
NR9677--MA0002.2.RUNX1	chr7	117559092	117559102	+	0.000	0.000	Merged-chr7-117559166-31
NR6266--MA0002.2.RUNX1	chr2	135737621	135737631	+	0.000	0.000	Merged-chr2-135737673-31
NR5511--MA0511.2.RUNX2	chr19	24978195	24978203	-	0.000	0.000	Merged-chr19-24978219-7
NR9547--MA0002.2.RUNX1	chr7	101027879	101027889	+	0.000	0.000	Merged-chr7-101027827-19
NR4303--MA0511.2.RUNX2	chr16	32520610	32520618	-	0.000	0.000	Merged-chr16-32520584-37
NR9990--MA0684.1.RUNX3	chr8	46420600	46420609	+	0.000	0.000	Merged-chr8-46420639-16
NR3874--MA0684.1.RUNX3	chr15	38535574	38535583	+	0.000	0.000	Merged-chr15-38535554-39
NR3731--MA0684.1.RUNX3	chr14	116210532	116210541	+	0.000	0.000	Merged-chr14-116210530-30
NR3235--MA0002.2.RUNX1	chr13	108527450	108527460	+	0.000	0.000	Merged-chr13-108527257-30
NR883--MA0002.2.RUNX1	chr1	193146437	193146447	-	0.000	0.000	Merged-chr1-193146532-29
NR6052--MA0511.2.RUNX2	chr2	79062029	79062037	-	0.000	0.000	Merged-chr2-79062091-23
NR901--MA0684.1.RUNX3	chr10	4632281	4632290	-	0.000	0.000	Merged-chr10-4632472-72
NR10500--MA0002.2.RUNX1	chr9	50966404	50966414	+	0.000	0.000	Merged-chr9-50966454-25
NR3832--MA0684.1.RUNX3	chr15	27668287	27668296	-	0.000	0.000	Merged-chr15-27668249-55
NR9181--MA0002.2.RUNX1	chr6	146005518	146005528	-	0.000	0.000	Merged-chr6-146005521-31
NR3445--MA0002.2.RUNX1	chr14	43925223	43925233	-	0.000	0.000	Merged-chr14-43925389-59
NR1351--MA0002.2.RUNX1	chr10	111544108	111544118	+	0.000	0.000	Merged-chr10-111544120-26
NR10973--MA0511.2.RUNX2	chr9	119823983	119823991	+	0.000	0.000	Merged-chr9-119823942-29
NR3749--MA0684.1.RUNX3	chr14	119236410	119236419	-	0.000	0.000	Merged-chr14-119236354-10
NR11065--MA0511.2.RUNX2	chrX	42337013	42337021	-	0.000	0.000	Merged-chrX-42336875-23
NR10731--MA0002.2.RUNX1	chr9	85011667	85011677	+	0.000	0.000	Merged-chr9-85011578-31
NR10493--MA0684.1.RUNX3	chr9	48562592	48562601	-	0.000	0.000	Merged-chr9-48562670-30
NR6530--MA0002.2.RUNX1	chr2	179966853	179966863	-	0.000	0.000	Merged-chr2-179966777-32
NR7288--MA0002.2.RUNX1	chr4	46560439	46560449	+	0.000	0.000	Merged-chr4-46560470-31
NR1062--MA0511.2.RUNX2	chr10	58480391	58480399	+	0.000	0.000	Merged-chr10-58480234-23
NR5574--MA0002.2.RUNX1	chr19	36183374	36183384	-	0.000	0.000	Merged-chr19-36183401-31
NR453--MA0002.2.RUNX1	chr1	128399307	128399317	-	0.000	0.000	Merged-chr1-128399248-36
NR7111--MA0002.2.RUNX1	chr3	146063404	146063414	+	0.000	0.000	Merged-chr3-146063322-20
NR4085--MA0511.2.RUNX2	chr15	94231419	94231427	-	0.000	0.000	Merged-chr15-94231457-27
NR7429--MA0002.2.RUNX1	chr4	95278164	95278174	-	0.000	0.000	Merged-chr4-95278286-49
NR2900--MA0511.2.RUNX2	chr13	41615012	41615020	-	0.000	0.000	Merged-chr13-41614922-33
NR3179--MA0002.2.RUNX1	chr13	101713878	101713888	+	0.000	0.000	Merged-chr13-101713890-21
NR4309--MA0684.1.RUNX3	chr16	34125768	34125777	+	0.000	0.000	Merged-chr16-34125712-27
NR3406--MA0511.2.RUNX2	chr14	27384346	27384354	+	0.000	0.000	Merged-chr14-27384235-54
