#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Tcf7/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval0.3-log2fc0.5_up.bed
NR6800--MA1421.1.TCF7L1	chr5	97983291	97983302	+	0.000	0.000	Merged-chr5-97983447-49
NR4299--MA1421.1.TCF7L1	chr18	82607534	82607545	+	0.000	0.000	Merged-chr18-82607647-23
NR3335--MA0523.1.TCF7L2	chr15	100668288	100668301	-	0.000	0.000	Merged-chr15-100668117-50
NR124--MA0523.1.TCF7L2	chr1	59189725	59189738	+	0.000	0.000	Merged-chr1-59189721-10
NR1723--MA1421.1.TCF7L1	chr12	25360063	25360074	+	0.000	0.000	Merged-chr12-25360161-60
NR8074--MA0769.1.Tcf7	chr7	135605122	135605133	+	0.000	0.000	Merged-chr7-135605308-40
NR8433--MA0523.1.TCF7L2	chr8	115188726	115188739	-	0.000	0.000	Merged-chr8-115188643-43
NR3537--MA0523.1.TCF7L2	chr16	49772876	49772889	+	0.000	0.000	Merged-chr16-49772867-33
NR7423--MA0769.1.Tcf7	chr6	108512292	108512303	-	0.000	0.000	Merged-chr6-108512233-21
NR1457--MA0769.1.Tcf7	chr11	68432895	68432906	+	0.000	0.000	Merged-chr11-68432875-7
NR1242--MA0769.1.Tcf7	chr10	118096221	118096232	+	0.000	0.000	Merged-chr10-118096400-51
NR6680--MA0523.1.TCF7L2	chr5	64488158	64488171	-	0.000	0.000	Merged-chr5-64487990-63
NR3874--MA0769.1.Tcf7	chr17	50148311	50148322	+	0.000	0.000	Merged-chr17-50148334-29
NR9127--MA1421.1.TCF7L1	chrX	107088409	107088420	-	0.000	0.000	Merged-chrX-107088422-23
NR592--MA0769.1.Tcf7	chr1	170853678	170853689	+	0.000	0.000	Merged-chr1-170853758-47
NR7316--MA0769.1.Tcf7	chr6	88782959	88782970	-	0.000	0.000	Merged-chr6-88783083-54
NR2574--MA0769.1.Tcf7	chr13	117051689	117051700	+	0.000	0.000	Merged-chr13-117051602-40
NR2888--MA0523.1.TCF7L2	chr14	78687934	78687947	-	0.000	0.000	Merged-chr14-78687892-42
NR3664--MA0769.1.Tcf7	chr16	91366677	91366688	+	0.000	0.000	Merged-chr16-91366873-55
NR1256--MA0769.1.Tcf7	chr10	120193465	120193476	+	0.000	0.000	Merged-chr10-120193454-50
NR5844--MA0769.1.Tcf7	chr3	131057422	131057433	-	0.000	0.000	Merged-chr3-131057396-52
NR6495--MA0523.1.TCF7L2	chr4	149515888	149515901	+	0.000	0.000	Merged-chr4-149515822-34
NR1840--MA0523.1.TCF7L2	chr12	69412093	69412106	-	0.000	0.000	Merged-chr12-69412167-34
NR8205--MA0769.1.Tcf7	chr8	35628454	35628465	-	0.000	0.000	Merged-chr8-35628375-52
NR1439--MA1421.1.TCF7L1	chr11	64021029	64021040	-	0.000	0.000	Merged-chr11-64021089-15
NR1621--MA0523.1.TCF7L2	chr11	111056295	111056308	+	0.000	0.000	Merged-chr11-111056370-11
NR1645--MA1421.1.TCF7L1	chr11	115999711	115999722	-	0.000	0.000	Merged-chr11-115999757-14
NR2643--MA0523.1.TCF7L2	chr14	20173902	20173915	+	0.000	0.000	Merged-chr14-20174041-54
NR2572--MA1421.1.TCF7L1	chr13	117051689	117051700	+	0.000	0.000	Merged-chr13-117051602-40
NR3884--MA0523.1.TCF7L2	chr17	56034617	56034630	-	0.000	0.000	Merged-chr17-56034700-41
NR6431--MA0523.1.TCF7L2	chr4	138089686	138089699	+	0.000	0.000	Merged-chr4-138089649-31
NR1440--MA0523.1.TCF7L2	chr11	64021027	64021040	-	0.000	0.000	Merged-chr11-64021089-15
NR1718--MA0769.1.Tcf7	chr12	21472608	21472619	-	0.000	0.000	Merged-chr12-21472738-21
NR3160--MA1421.1.TCF7L1	chr15	58750194	58750205	-	0.000	0.000	Merged-chr15-58750240-28
NR1245--MA1421.1.TCF7L1	chr10	118419238	118419249	+	0.000	0.000	Merged-chr10-118419236-59
NR4554--MA0523.1.TCF7L2	chr2	6706347	6706360	-	0.000	0.000	Merged-chr2-6706159-91
NR5429--MA1421.1.TCF7L1	chr3	27291599	27291610	-	0.000	0.000	Merged-chr3-27291392-45
NR7125--MA1421.1.TCF7L1	chr6	39714578	39714589	+	0.000	0.000	Merged-chr6-39714600-24
NR4058--MA1421.1.TCF7L1	chr18	24116825	24116836	+	0.000	0.000	Merged-chr18-24116838-23
NR4432--MA1421.1.TCF7L1	chr19	36478299	36478310	+	0.000	0.000	Merged-chr19-36478148-8
NR9121--MA0769.1.Tcf7	chrX	100789554	100789565	-	0.000	0.000	Merged-chrX-100789555-32
NR7765--MA1421.1.TCF7L1	chr7	65714383	65714394	+	0.000	0.000	Merged-chr7-65714407-39
NR4769--MA0523.1.TCF7L2	chr2	58130084	58130097	-	0.000	0.000	Merged-chr2-58130034-66
NR441--MA0523.1.TCF7L2	chr1	143466098	143466111	+	0.000	0.000	Merged-chr1-143466091-51
NR1441--MA0769.1.Tcf7	chr11	64021029	64021040	-	0.000	0.000	Merged-chr11-64021089-15
NR7341--MA0523.1.TCF7L2	chr6	94534988	94535001	-	0.000	0.000	Merged-chr6-94534982-12
NR6671--MA0769.1.Tcf7	chr5	64045294	64045305	-	0.000	0.000	Merged-chr5-64045165-50
NR7314--MA1421.1.TCF7L1	chr6	88782959	88782970	-	0.000	0.000	Merged-chr6-88783083-54
NR7520--MA1421.1.TCF7L1	chr6	129627626	129627637	-	0.000	0.000	Merged-chr6-129627649-22
NR6676--MA0769.1.Tcf7	chr5	64455558	64455569	-	0.000	0.000	Merged-chr5-64455679-15
NR4841--MA0769.1.Tcf7	chr2	72282907	72282918	+	0.000	0.000	Merged-chr2-72282934-17
NR6678--MA1421.1.TCF7L1	chr5	64488116	64488127	+	0.000	0.000	Merged-chr5-64487990-63
NR639--MA0523.1.TCF7L2	chr1	180531596	180531609	-	0.000	0.000	Merged-chr1-180531418-30
NR7323--MA0769.1.Tcf7	chr6	89421749	89421760	-	0.000	0.000	Merged-chr6-89421751-50
NR8865--MA0769.1.Tcf7	chr9	96754565	96754576	+	0.000	0.000	Merged-chr9-96754558-43
NR8999--MA0523.1.TCF7L2	chr9	119453609	119453622	-	0.000	0.000	Merged-chr9-119453486-15
NR3317--MA0523.1.TCF7L2	chr15	98623375	98623388	-	0.000	0.000	Merged-chr15-98623504-45
NR8720--MA0523.1.TCF7L2	chr9	69023583	69023596	-	0.000	0.000	Merged-chr9-69023585-49
NR125--MA0769.1.Tcf7	chr1	59189713	59189724	+	0.000	0.000	Merged-chr1-59189721-10
NR8357--MA1421.1.TCF7L1	chr8	88771558	88771569	-	0.000	0.000	Merged-chr8-88771445-24
NR4421--MA0769.1.Tcf7	chr19	33081784	33081795	-	0.000	0.000	Merged-chr19-33081699-35
NR6675--MA0523.1.TCF7L2	chr5	64455556	64455569	-	0.000	0.000	Merged-chr5-64455679-15
NR5458--MA1421.1.TCF7L1	chr3	38280379	38280390	-	0.000	0.000	Merged-chr3-38280395-39
NR2792--MA0523.1.TCF7L2	chr14	59087406	59087419	+	0.000	0.000	Merged-chr14-59087274-14
NR4645--MA0769.1.Tcf7	chr2	32715042	32715053	-	0.000	0.000	Merged-chr2-32715137-51
NR9187--MA0523.1.TCF7L2	chrX	167101942	167101955	-	0.000	0.000	Merged-chrX-167102061-51
NR2508--MA1421.1.TCF7L1	chr13	107867139	107867150	+	0.000	0.000	Merged-chr13-107866970-30
NR1657--MA1421.1.TCF7L1	chr11	117848740	117848751	-	0.000	0.000	Merged-chr11-117848914-89
NR2573--MA0523.1.TCF7L2	chr13	117051689	117051702	+	0.000	0.000	Merged-chr13-117051602-40
NR600--MA0769.1.Tcf7	chr1	171762154	171762165	-	0.000	0.000	Merged-chr1-171762244-38
NR6825--MA0769.1.Tcf7	chr5	100875854	100875865	-	0.000	0.000	Merged-chr5-100875815-38
NR251--MA0523.1.TCF7L2	chr1	91093482	91093495	-	0.000	0.000	Merged-chr1-91093429-45
NR4300--MA0523.1.TCF7L2	chr18	82607534	82607547	+	0.000	0.000	Merged-chr18-82607647-23
NR481--MA1421.1.TCF7L1	chr1	151083957	151083968	-	0.000	0.000	Merged-chr1-151084034-24
NR3555--MA1421.1.TCF7L1	chr16	52086791	52086802	+	0.000	0.000	Merged-chr16-52086970-39
NR2775--MA0523.1.TCF7L2	chr14	54578411	54578424	+	0.000	0.000	Merged-chr14-54578277-39
NR599--MA0523.1.TCF7L2	chr1	171762152	171762165	-	0.000	0.000	Merged-chr1-171762244-38
NR2160--MA0523.1.TCF7L2	chr13	9203627	9203640	-	0.000	0.000	Merged-chr13-9203705-17
NR1533--MA0769.1.Tcf7	chr11	93995373	93995384	+	0.000	0.000	Merged-chr11-93995310-5
NR3675--MA1421.1.TCF7L1	chr16	92743981	92743992	+	0.000	0.000	Merged-chr16-92743989-33
NR3037--MA0769.1.Tcf7	chr15	9528431	9528442	-	0.000	0.000	Merged-chr15-9528468-81
NR1736--MA0523.1.TCF7L2	chr12	28685892	28685905	-	0.000	0.000	Merged-chr12-28685865-17
NR1408--MA1421.1.TCF7L1	chr11	52318713	52318724	+	0.000	0.000	Merged-chr11-52318681-44
NR6432--MA0769.1.Tcf7	chr4	138089686	138089697	+	0.000	0.000	Merged-chr4-138089649-31
NR5730--MA0523.1.TCF7L2	chr3	108645108	108645121	+	0.000	0.000	Merged-chr3-108645070-17
NR2687--MA1421.1.TCF7L1	chr14	36316957	36316968	-	0.000	0.000	Merged-chr14-36316941-55
NR8118--MA0523.1.TCF7L2	chr7	143501125	143501138	-	0.000	0.000	Merged-chr7-143501142-12
NR3251--MA0523.1.TCF7L2	chr15	84168877	84168890	-	0.000	0.000	Merged-chr15-84168860-11
NR6571--MA0769.1.Tcf7	chr5	22587659	22587670	-	0.000	0.000	Merged-chr5-22587622-39
NR306--MA0769.1.Tcf7	chr1	105565176	105565187	-	0.000	0.000	Merged-chr1-105565114-33
NR2767--MA0769.1.Tcf7	chr14	54061809	54061820	-	0.000	0.000	Merged-chr14-54061633-25
NR7422--MA0523.1.TCF7L2	chr6	108512290	108512303	-	0.000	0.000	Merged-chr6-108512233-21
NR5089--MA0523.1.TCF7L2	chr2	129180195	129180208	-	0.000	0.000	Merged-chr2-129180074-1
NR872--MA1421.1.TCF7L1	chr10	44700276	44700287	-	0.000	0.000	Merged-chr10-44700385-25
NR9142--MA1421.1.TCF7L1	chrX	132288201	132288212	+	0.000	0.000	Merged-chrX-132288230-18
NR8335--MA1421.1.TCF7L1	chr8	83779701	83779712	-	0.000	0.000	Merged-chr8-83779707-23
NR6679--MA0769.1.Tcf7	chr5	64488116	64488127	+	0.000	0.000	Merged-chr5-64487990-63
NR9180--MA1421.1.TCF7L1	chrX	164318701	164318712	-	0.000	0.000	Merged-chrX-164318746-35
NR6677--MA1421.1.TCF7L1	chr5	64455648	64455659	-	0.000	0.000	Merged-chr5-64455679-15
NR7690--MA1421.1.TCF7L1	chr7	25205430	25205441	+	0.000	0.000	Merged-chr7-25205538-69
NR7515--MA1421.1.TCF7L1	chr6	129406118	129406129	-	0.000	0.000	Merged-chr6-129406250-15
NR490--MA0769.1.Tcf7	chr1	152053401	152053412	+	0.000	0.000	Merged-chr1-152053412-31
NR1166--MA1421.1.TCF7L1	chr10	109115281	109115292	-	0.000	0.000	Merged-chr10-109115316-22
NR1912--MA0523.1.TCF7L2	chr12	79692291	79692304	-	0.000	0.000	Merged-chr12-79692424-46
NR2575--MA0769.1.Tcf7	chr13	117051697	117051708	+	0.000	0.000	Merged-chr13-117051602-40
NR7580--MA0523.1.TCF7L2	chr6	142785367	142785380	+	0.000	0.000	Merged-chr6-142785520-28
NR244--MA0769.1.Tcf7	chr1	88450938	88450949	-	0.000	0.000	Merged-chr1-88450830-24
NR2766--MA0523.1.TCF7L2	chr14	54061807	54061820	-	0.000	0.000	Merged-chr14-54061633-25
NR3419--MA0769.1.Tcf7	chr16	23308225	23308236	-	0.000	0.000	Merged-chr16-23308226-35
NR758--MA0523.1.TCF7L2	chr10	13446870	13446883	-	0.000	0.000	Merged-chr10-13446841-15
NR8434--MA0769.1.Tcf7	chr8	115188728	115188739	-	0.000	0.000	Merged-chr8-115188643-43
NR636--MA1421.1.TCF7L1	chr1	180390381	180390392	-	0.000	0.000	Merged-chr1-180390562-55
NR3209--MA0769.1.Tcf7	chr15	73182578	73182589	+	0.000	0.000	Merged-chr15-73182706-35
NR3173--MA0523.1.TCF7L2	chr15	63971803	63971816	-	0.000	0.000	Merged-chr15-63971776-11
NR358--MA0523.1.TCF7L2	chr1	127348985	127348998	-	0.000	0.000	Merged-chr1-127349004-28
NR4086--MA1421.1.TCF7L1	chr18	34827759	34827770	-	0.000	0.000	Merged-chr18-34827772-23
NR8336--MA0769.1.Tcf7	chr8	83779701	83779712	-	0.000	0.000	Merged-chr8-83779707-23
NR5311--MA1421.1.TCF7L1	chr2	168429802	168429813	+	0.000	0.000	Merged-chr2-168429700-17
NR838--MA1421.1.TCF7L1	chr10	34171286	34171297	+	0.000	0.000	Merged-chr10-34171360-52
NR7618--MA1421.1.TCF7L1	chr6	146081207	146081218	+	0.000	0.000	Merged-chr6-146081045-99
NR9049--MA0523.1.TCF7L2	chrX	20772012	20772025	-	0.000	0.000	Merged-chrX-20771944-57
NR781--MA1421.1.TCF7L1	chr10	19504574	19504585	+	0.000	0.000	Merged-chr10-19504569-39
NR8359--MA0769.1.Tcf7	chr8	88771558	88771569	-	0.000	0.000	Merged-chr8-88771445-24
NR5717--MA0523.1.TCF7L2	chr3	105900046	105900059	+	0.000	0.000	Merged-chr3-105899940-9
NR1725--MA1421.1.TCF7L1	chr12	25360128	25360139	+	0.000	0.000	Merged-chr12-25360161-60
NR9118--MA0523.1.TCF7L2	chrX	100789427	100789440	-	0.000	0.000	Merged-chrX-100789555-32
NR7424--MA1421.1.TCF7L1	chr6	108535506	108535517	-	0.000	0.000	Merged-chr6-108535473-34
NR3417--MA1421.1.TCF7L1	chr16	23308225	23308236	-	0.000	0.000	Merged-chr16-23308226-35
NR1460--MA0769.1.Tcf7	chr11	70113941	70113952	-	0.000	0.000	Merged-chr11-70113983-20
NR4840--MA0523.1.TCF7L2	chr2	72282256	72282269	-	0.000	0.000	Merged-chr2-72282447-88
NR2644--MA0769.1.Tcf7	chr14	20173902	20173913	+	0.000	0.000	Merged-chr14-20174041-54
NR6956--MA1421.1.TCF7L1	chr5	137857125	137857136	+	0.000	0.000	Merged-chr5-137857044-20
NR7281--MA1421.1.TCF7L1	chr6	82744605	82744616	+	0.000	0.000	Merged-chr6-82744737-54
NR6810--MA1421.1.TCF7L1	chr5	100526271	100526282	-	0.000	0.000	Merged-chr5-100526478-48
NR1590--MA0769.1.Tcf7	chr11	106416609	106416620	-	0.000	0.000	Merged-chr11-106416403-62
NR6569--MA1421.1.TCF7L1	chr5	22587659	22587670	-	0.000	0.000	Merged-chr5-22587622-39
NR8503--MA0769.1.Tcf7	chr8	128418695	128418706	-	0.000	0.000	Merged-chr8-128418642-30
NR3864--MA0769.1.Tcf7	chr17	48318939	48318950	+	0.000	0.000	Merged-chr17-48318964-29
NR9006--MA0523.1.TCF7L2	chr9	120030099	120030112	-	0.000	0.000	Merged-chr9-120030028-3
NR4573--MA0523.1.TCF7L2	chr2	11617019	11617032	+	0.000	0.000	Merged-chr2-11617013-39
NR6252--MA0769.1.Tcf7	chr4	88010647	88010658	-	0.000	0.000	Merged-chr4-88010715-29
NR8502--MA1421.1.TCF7L1	chr8	128418695	128418706	-	0.000	0.000	Merged-chr8-128418642-30
NR3509--MA0523.1.TCF7L2	chr16	44766969	44766982	-	0.000	0.000	Merged-chr16-44767090-2
NR7342--MA0769.1.Tcf7	chr6	94534990	94535001	-	0.000	0.000	Merged-chr6-94534982-12
NR6270--MA0769.1.Tcf7	chr4	89302313	89302324	-	0.000	0.000	Merged-chr4-89302202-17
NR5639--MA0523.1.TCF7L2	chr3	95909552	95909565	-	0.000	0.000	Merged-chr3-95909537-31
NR4885--MA1421.1.TCF7L1	chr2	83745486	83745497	-	0.000	0.000	Merged-chr2-83745257-69
NR829--MA1421.1.TCF7L1	chr10	28564338	28564349	-	0.000	0.000	Merged-chr10-28564478-17
NR4977--MA0769.1.Tcf7	chr2	107005953	107005964	+	0.000	0.000	Merged-chr2-107005967-12
NR5731--MA0769.1.Tcf7	chr3	108645108	108645119	+	0.000	0.000	Merged-chr3-108645070-17
NR3538--MA0769.1.Tcf7	chr16	49772876	49772887	+	0.000	0.000	Merged-chr16-49772867-33
NR4301--MA0769.1.Tcf7	chr18	82607534	82607545	+	0.000	0.000	Merged-chr18-82607647-23
NR8454--MA1421.1.TCF7L1	chr8	122464034	122464045	-	0.000	0.000	Merged-chr8-122464115-42
NR8864--MA0523.1.TCF7L2	chr9	96754565	96754578	+	0.000	0.000	Merged-chr9-96754558-43
NR5082--MA0769.1.Tcf7	chr2	127923295	127923306	-	0.000	0.000	Merged-chr2-127923410-36
NR3556--MA0769.1.Tcf7	chr16	52086791	52086802	+	0.000	0.000	Merged-chr16-52086970-39
NR8101--MA0769.1.Tcf7	chr7	140947313	140947324	-	0.000	0.000	Merged-chr7-140947277-49
NR3677--MA0769.1.Tcf7	chr16	92743981	92743992	+	0.000	0.000	Merged-chr16-92743989-33
NR925--MA0523.1.TCF7L2	chr10	59932767	59932780	+	0.000	0.000	Merged-chr10-59932702-41
NR6526--MA1421.1.TCF7L1	chr4	155082318	155082329	+	0.000	0.000	Merged-chr4-155082260-14
NR91--MA0523.1.TCF7L2	chr1	43403602	43403615	-	0.000	0.000	Merged-chr1-43403565-20
NR8656--MA1421.1.TCF7L1	chr9	50852881	50852892	-	0.000	0.000	Merged-chr9-50852835-21
NR3252--MA0769.1.Tcf7	chr15	84168879	84168890	-	0.000	0.000	Merged-chr15-84168860-11
NR3458--MA0769.1.Tcf7	chr16	33053359	33053370	-	0.000	0.000	Merged-chr16-33053250-22
NR5264--MA0523.1.TCF7L2	chr2	158719399	158719412	-	0.000	0.000	Merged-chr2-158719347-62
NR1412--MA0523.1.TCF7L2	chr11	53845753	53845766	+	0.000	0.000	Merged-chr11-53845784-30
NR3991--MA1421.1.TCF7L1	chr17	86850838	86850849	+	0.000	0.000	Merged-chr17-86850931-27
NR1646--MA0769.1.Tcf7	chr11	115999711	115999722	-	0.000	0.000	Merged-chr11-115999757-14
NR1459--MA0523.1.TCF7L2	chr11	70113939	70113952	-	0.000	0.000	Merged-chr11-70113983-20
NR6921--MA1421.1.TCF7L1	chr5	122652790	122652801	+	0.000	0.000	Merged-chr5-122652679-26
NR2215--MA0523.1.TCF7L2	chr13	30760531	30760544	-	0.000	0.000	Merged-chr13-30760784-79
NR9031--MA0769.1.Tcf7	chr9	123734309	123734320	-	0.000	0.000	Merged-chr9-123734197-54
NR898--MA0523.1.TCF7L2	chr10	53889554	53889567	+	0.000	0.000	Merged-chr10-53889619-14
NR5081--MA1421.1.TCF7L1	chr2	127923295	127923306	-	0.000	0.000	Merged-chr2-127923410-36
NR6648--MA0769.1.Tcf7	chr5	52245288	52245299	-	0.000	0.000	Merged-chr5-52245311-7
NR8458--MA1421.1.TCF7L1	chr8	123203520	123203531	+	0.000	0.000	Merged-chr8-123203714-21
NR3310--MA0523.1.TCF7L2	chr15	97780960	97780973	-	0.000	0.000	Merged-chr15-97780994-12
NR3142--MA0523.1.TCF7L2	chr15	52753837	52753850	+	0.000	0.000	Merged-chr15-52753697-52
NR7282--MA0523.1.TCF7L2	chr6	82744605	82744618	+	0.000	0.000	Merged-chr6-82744737-54
NR7523--MA0769.1.Tcf7	chr6	129917725	129917736	+	0.000	0.000	Merged-chr6-129917853-39
NR1844--MA1421.1.TCF7L1	chr12	69516445	69516456	+	0.000	0.000	Merged-chr12-69516635-49
NR123--MA1421.1.TCF7L1	chr1	59189713	59189724	+	0.000	0.000	Merged-chr1-59189721-10
NR7410--MA1421.1.TCF7L1	chr6	106985333	106985344	-	0.000	0.000	Merged-chr6-106985589-26
NR4961--MA0769.1.Tcf7	chr2	104177520	104177531	-	0.000	0.000	Merged-chr2-104177493-61
NR7425--MA0769.1.Tcf7	chr6	108535506	108535517	-	0.000	0.000	Merged-chr6-108535473-34
NR8432--MA1421.1.TCF7L1	chr8	115188728	115188739	-	0.000	0.000	Merged-chr8-115188643-43
NR3661--MA0769.1.Tcf7	chr16	90277003	90277014	-	0.000	0.000	Merged-chr16-90277146-33
NR7796--MA1421.1.TCF7L1	chr7	74442532	74442543	-	0.000	0.000	Merged-chr7-74442520-32
