#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_up.bed
NR8618--MA0089.1.MAFG::NFE2L1	chr4	133185424	133185429	-	0.000	0.000	Merged-chr4-133185402-47
NR11335--MA0501.1.MAF::NFE2	chr8	69149355	69149369	-	0.000	0.000	Merged-chr8-69149326-14
NR2614--MA0496.2.MAFK	chr12	40244075	40244093	-	0.000	0.000	Merged-chr12-40244001-31
NR11554--MA0089.1.MAFG::NFE2L1	chr8	111527344	111527349	+	0.000	0.000	Merged-chr8-111527388-53
NR10456--MA0495.2.MAFF	chr7	16343735	16343755	-	0.000	0.000	Merged-chr7-16343810-22
NR9258--MA0089.1.MAFG::NFE2L1	chr5	103680516	103680521	-	0.000	0.000	Merged-chr5-103680526-14
NR4661--MA0089.1.MAFG::NFE2L1	chr16	22526618	22526623	+	0.000	0.000	Merged-chr16-22526487-34
NR8726--MA0659.1.MAFG	chr4	144916721	144916741	-	0.000	0.000	Merged-chr4-144916675-7
NR4297--MA0591.1.Bach1::Mafk	chr15	59726090	59726104	-	0.000	0.000	Merged-chr15-59726056-17
NR2552--MA0495.2.MAFF	chr12	25851735	25851755	-	0.000	0.000	Merged-chr12-25851772-17
NR8379--MA0591.1.Bach1::Mafk	chr4	89530185	89530199	-	0.000	0.000	Merged-chr4-89530281-33
NR11076--MA0089.1.MAFG::NFE2L1	chr7	130893287	130893292	+	0.000	0.000	Merged-chr7-130893114-41
NR8090--MA0117.2.Mafb	chr3	155235659	155235670	-	0.000	0.000	Merged-chr3-155235663-12
NR1887--MA0496.2.MAFK	chr11	46660876	46660894	+	0.000	0.000	Merged-chr11-46660819-1
NR8336--MA0591.1.Bach1::Mafk	chr4	88079191	88079205	+	0.000	0.000	Merged-chr4-88079193-33
NR12039--MA0591.1.Bach1::Mafk	chr9	68972415	68972429	+	0.000	0.000	Merged-chr9-68972513-17
NR3845--MA0089.1.MAFG::NFE2L1	chr14	61046558	61046563	+	0.000	0.000	Merged-chr14-61046434-63
NR3087--MA0495.2.MAFF	chr13	18757806	18757826	+	0.000	0.000	Merged-chr13-18757680-4
NR42--MA0501.1.MAF::NFE2	chr1	15544449	15544463	+	0.000	0.000	Merged-chr1-15544410-27
NR4533--MA0591.1.Bach1::Mafk	chr15	98631600	98631614	+	0.000	0.000	Merged-chr15-98631640-23
NR322--MA0089.1.MAFG::NFE2L1	chr1	86580623	86580628	+	0.000	0.000	Merged-chr1-86580596-17
NR10758--MA0501.1.MAF::NFE2	chr7	88459922	88459936	+	0.000	0.000	Merged-chr7-88459917-15
NR4924--MA0496.2.MAFK	chr16	84879330	84879348	-	0.000	0.000	Merged-chr16-84879378-33
NR11964--MA0591.1.Bach1::Mafk	chr9	61187133	61187147	+	0.000	0.000	Merged-chr9-61187199-16
NR7003--MA0501.1.MAF::NFE2	chr2	135737701	135737715	-	0.000	0.000	Merged-chr2-135737673-31
NR537--MA0089.1.MAFG::NFE2L1	chr1	136898486	136898491	-	0.000	0.000	Merged-chr1-136898317-25
NR7531--MA0496.2.MAFK	chr3	30952368	30952386	-	0.000	0.000	Merged-chr3-30952502-53
NR6108--MA0659.1.MAFG	chr19	33429569	33429589	-	0.000	0.000	Merged-chr19-33429713-40
NR6403--MA0591.1.Bach1::Mafk	chr2	28540198	28540212	+	0.000	0.000	Merged-chr2-28540150-39
NR11313--MA0496.2.MAFK	chr8	54660906	54660924	-	0.000	0.000	Merged-chr8-54660891-16
NR2555--MA0501.1.MAF::NFE2	chr12	25851741	25851755	+	0.000	0.000	Merged-chr12-25851772-17
NR4471--MA0591.1.Bach1::Mafk	chr15	85828784	85828798	+	0.000	0.000	Merged-chr15-85828905-13
NR1006--MA0495.2.MAFF	chr10	3238612	3238632	-	0.000	0.000	Merged-chr10-3238463-21
NR3085--MA0591.1.Bach1::Mafk	chr13	18757549	18757563	-	0.000	0.000	Merged-chr13-18757680-4
NR5484--MA0501.1.MAF::NFE2	chr17	86206502	86206516	-	0.000	0.000	Merged-chr17-86206449-38
NR811--MA0591.1.Bach1::Mafk	chr1	180410494	180410508	+	0.000	0.000	Merged-chr1-180410391-12
NR6368--MA0089.1.MAFG::NFE2L1	chr2	18519389	18519394	+	0.000	0.000	Merged-chr2-18519177-24
NR11578--MA0089.1.MAFG::NFE2L1	chr8	115739844	115739849	-	0.000	0.000	Merged-chr8-115739981-29
NR5890--MA0089.1.MAFG::NFE2L1	chr18	82513661	82513666	+	0.000	0.000	Merged-chr18-82513500-48
NR1216--MA0496.2.MAFK	chr10	53346650	53346668	-	0.000	0.000	Merged-chr10-53346835-25
NR12441--MA0117.2.Mafb	chrX	56346306	56346317	-	0.000	0.000	Merged-chrX-56346415-28
NR12064--MA0591.1.Bach1::Mafk	chr9	75209438	75209452	-	0.000	0.000	Merged-chr9-75209368-16
NR4435--MA0501.1.MAF::NFE2	chr15	81308188	81308202	-	0.000	0.000	Merged-chr15-81308219-24
NR3432--MA0501.1.MAF::NFE2	chr13	97439978	97439992	-	0.000	0.000	Merged-chr13-97439792-27
NR2387--MA0591.1.Bach1::Mafk	chr11	115128698	115128712	+	0.000	0.000	Merged-chr11-115128624-38
NR3728--MA0591.1.Bach1::Mafk	chr14	27236626	27236640	-	0.000	0.000	Merged-chr14-27236582-4
NR1507--MA0089.1.MAFG::NFE2L1	chr10	98861677	98861682	-	0.000	0.000	Merged-chr10-98861710-33
NR8640--MA0591.1.Bach1::Mafk	chr4	135664671	135664685	-	0.000	0.000	Merged-chr4-135664760-27
NR1138--MA0501.1.MAF::NFE2	chr10	37321077	37321091	-	0.000	0.000	Merged-chr10-37320977-4
NR5486--MA0496.2.MAFK	chr17	86206503	86206521	-	0.000	0.000	Merged-chr17-86206449-38
NR4067--MA0501.1.MAF::NFE2	chr14	118681328	118681342	-	0.000	0.000	Merged-chr14-118681179-25
NR9065--MA0089.1.MAFG::NFE2L1	chr5	64371445	64371450	-	0.000	0.000	Merged-chr5-64371502-26
NR12302--MA0089.1.MAFG::NFE2L1	chr9	114455682	114455687	-	0.000	0.000	Merged-chr9-114455654-16
NR2234--MA0089.1.MAFG::NFE2L1	chr11	97246738	97246743	-	0.000	0.000	Merged-chr11-97246717-13
NR4938--MA0496.2.MAFK	chr16	89835838	89835856	+	0.000	0.000	Merged-chr16-89835915-50
NR5048--MA0495.2.MAFF	chr16	97442080	97442100	-	0.000	0.000	Merged-chr16-97442198-19
NR10159--MA0659.1.MAFG	chr6	128345840	128345860	+	0.000	0.000	Merged-chr6-128345779-18
NR6942--MA0501.1.MAF::NFE2	chr2	128111947	128111961	-	0.000	0.000	Merged-chr2-128111932-19
NR10690--MA0591.1.Bach1::Mafk	chr7	78766234	78766248	-	0.000	0.000	Merged-chr7-78766372-38
NR837--MA0089.1.MAFG::NFE2L1	chr1	181877201	181877206	-	0.000	0.000	Merged-chr1-181877231-15
NR6482--MA0496.2.MAFK	chr2	38548157	38548175	-	0.000	0.000	Merged-chr2-38548313-22
NR10410--MA0591.1.Bach1::Mafk	chr7	3290321	3290335	-	0.000	0.000	Merged-chr7-3290343-35
NR1290--MA0117.2.Mafb	chr10	67841235	67841246	+	0.000	0.000	Merged-chr10-67841086-29
NR11701--MA0659.1.MAFG	chr8	125344032	125344052	-	0.000	0.000	Merged-chr8-125344095-45
NR1800--MA0501.1.MAF::NFE2	chr11	20611331	20611345	-	0.000	0.000	Merged-chr11-20611228-24
NR11041--MA0495.2.MAFF	chr7	126725174	126725194	+	0.000	0.000	Merged-chr7-126725257-13
NR8525--MA0089.1.MAFG::NFE2L1	chr4	119415501	119415506	-	0.000	0.000	Merged-chr4-119415497-57
NR299--MA0591.1.Bach1::Mafk	chr1	83006366	83006380	-	0.000	0.000	Merged-chr1-83006483-46
NR5046--MA0089.1.MAFG::NFE2L1	chr16	97402597	97402602	-	0.000	0.000	Merged-chr16-97402543-6
NR4782--MA0495.2.MAFF	chr16	45310575	45310595	+	0.000	0.000	Merged-chr16-45310615-7
NR3130--MA0659.1.MAFG	chr13	30192169	30192189	+	0.000	0.000	Merged-chr13-30192249-19
NR8712--MA0089.1.MAFG::NFE2L1	chr4	144906846	144906851	+	0.000	0.000	Merged-chr4-144906777-28
NR235--MA0496.2.MAFK	chr1	69350805	69350823	-	0.000	0.000	Merged-chr1-69350970-27
NR141--MA0496.2.MAFK	chr1	43474710	43474728	+	0.000	0.000	Merged-chr1-43474630-75
NR276--MA0495.2.MAFF	chr1	80321300	80321320	-	0.000	0.000	Merged-chr1-80321528-19
NR6364--MA0089.1.MAFG::NFE2L1	chr2	17855771	17855776	-	0.000	0.000	Merged-chr2-17855738-13
NR11807--MA0495.2.MAFF	chr9	14248437	14248457	+	0.000	0.000	Merged-chr9-14248366-20
NR815--MA0117.2.Mafb	chr1	180987726	180987737	-	0.000	0.000	Merged-chr1-180987901-35
NR3268--MA0501.1.MAF::NFE2	chr13	52915689	52915703	-	0.000	0.000	Merged-chr13-52915528-4
NR5762--MA0117.2.Mafb	chr18	62125591	62125602	-	0.000	0.000	Merged-chr18-62125570-18
NR12326--MA0089.1.MAFG::NFE2L1	chr9	116212178	116212183	-	0.000	0.000	Merged-chr9-116212405-59
NR3260--MA0117.2.Mafb	chr13	52004069	52004080	-	0.000	0.000	Merged-chr13-52004248-54
NR1995--MA0089.1.MAFG::NFE2L1	chr11	66982989	66982994	+	0.000	0.000	Merged-chr11-66982927-21
NR7918--MA0495.2.MAFF	chr3	133626798	133626818	+	0.000	0.000	Merged-chr3-133626779-42
NR9124--MA0501.1.MAF::NFE2	chr5	86783379	86783393	-	0.000	0.000	Merged-chr5-86783243-43
NR10650--MA0591.1.Bach1::Mafk	chr7	73517590	73517604	+	0.000	0.000	Merged-chr7-73517689-25
NR1886--MA0591.1.Bach1::Mafk	chr11	46660878	46660892	-	0.000	0.000	Merged-chr11-46660819-1
NR8065--MA0591.1.Bach1::Mafk	chr3	152800799	152800813	-	0.000	0.000	Merged-chr3-152800764-1
NR4695--MA0659.1.MAFG	chr16	24854663	24854683	-	0.000	0.000	Merged-chr16-24854563-13
NR9101--MA0117.2.Mafb	chr5	74132971	74132982	-	0.000	0.000	Merged-chr5-74132835-25
NR8810--MA0089.1.MAFG::NFE2L1	chr4	149868917	149868922	+	0.000	0.000	Merged-chr4-149868944-10
NR3461--MA0089.1.MAFG::NFE2L1	chr13	99648028	99648033	+	0.000	0.000	Merged-chr13-99648016-28
NR8107--MA0591.1.Bach1::Mafk	chr3	157884231	157884245	-	0.000	0.000	Merged-chr3-157884103-23
NR11966--MA0659.1.MAFG	chr9	61187130	61187150	+	0.000	0.000	Merged-chr9-61187199-16
NR759--MA0089.1.MAFG::NFE2L1	chr1	172895559	172895564	-	0.000	0.000	Merged-chr1-172895498-15
NR10780--MA0591.1.Bach1::Mafk	chr7	97626067	97626081	+	0.000	0.000	Merged-chr7-97625910-13
NR7316--MA0089.1.MAFG::NFE2L1	chr2	168575051	168575056	+	0.000	0.000	Merged-chr2-168575169-53
NR7833--MA0495.2.MAFF	chr3	115584871	115584891	+	0.000	0.000	Merged-chr3-115584831-13
NR1414--MA0089.1.MAFG::NFE2L1	chr10	85829481	85829486	-	0.000	0.000	Merged-chr10-85829298-76
NR10651--MA0501.1.MAF::NFE2	chr7	73517593	73517607	+	0.000	0.000	Merged-chr7-73517689-25
NR7391--MA0089.1.MAFG::NFE2L1	chr2	173448695	173448700	-	0.000	0.000	Merged-chr2-173448878-59
NR12396--MA0495.2.MAFF	chr9	123740893	123740913	+	0.000	0.000	Merged-chr9-123740966-33
NR3850--MA0089.1.MAFG::NFE2L1	chr14	61774047	61774052	+	0.000	0.000	Merged-chr14-61773988-12
NR11848--MA0495.2.MAFF	chr9	35475547	35475567	+	0.000	0.000	Merged-chr9-35475679-27
NR7895--MA0089.1.MAFG::NFE2L1	chr3	130571193	130571198	+	0.000	0.000	Merged-chr3-130571110-5
NR10641--MA0089.1.MAFG::NFE2L1	chr7	68070809	68070814	-	0.000	0.000	Merged-chr7-68070882-29
NR8838--MA0591.1.Bach1::Mafk	chr4	155126757	155126771	+	0.000	0.000	Merged-chr4-155126874-51
NR5324--MA0117.2.Mafb	chr17	56443638	56443649	-	0.000	0.000	Merged-chr17-56443573-18
NR6199--MA0089.1.MAFG::NFE2L1	chr19	53800694	53800699	-	0.000	0.000	Merged-chr19-53800770-48
NR5671--MA0591.1.Bach1::Mafk	chr18	39877924	39877938	+	0.000	0.000	Merged-chr18-39877975-43
NR4343--MA0501.1.MAF::NFE2	chr15	64156010	64156024	+	0.000	0.000	Merged-chr15-64155964-10
NR2293--MA0501.1.MAF::NFE2	chr11	106125984	106125998	-	0.000	0.000	Merged-chr11-106126005-12
NR8421--MA0501.1.MAF::NFE2	chr4	102983051	102983065	-	0.000	0.000	Merged-chr4-102982899-26
NR1098--MA0501.1.MAF::NFE2	chr10	25457374	25457388	-	0.000	0.000	Merged-chr10-25457296-47
NR7389--MA0501.1.MAF::NFE2	chr2	172971966	172971980	+	0.000	0.000	Merged-chr2-172972051-17
NR11204--MA0089.1.MAFG::NFE2L1	chr8	11452691	11452696	-	0.000	0.000	Merged-chr8-11452787-41
NR3973--MA0501.1.MAF::NFE2	chr14	78559181	78559195	+	0.000	0.000	Merged-chr14-78559223-28
NR3081--MA0089.1.MAFG::NFE2L1	chr13	16642143	16642148	+	0.000	0.000	Merged-chr13-16642164-24
NR3138--MA0496.2.MAFK	chr13	31505465	31505483	-	0.000	0.000	Merged-chr13-31505526-12
NR177--MA0591.1.Bach1::Mafk	chr1	55196485	55196499	+	0.000	0.000	Merged-chr1-55196547-23
NR5457--MA0591.1.Bach1::Mafk	chr17	80762648	80762662	+	0.000	0.000	Merged-chr17-80762560-27
NR8198--MA0591.1.Bach1::Mafk	chr4	41295743	41295757	+	0.000	0.000	Merged-chr4-41295781-15
NR11858--MA0501.1.MAF::NFE2	chr9	38728416	38728430	+	0.000	0.000	Merged-chr9-38728411-36
NR2569--MA0089.1.MAFG::NFE2L1	chr12	28829634	28829639	-	0.000	0.000	Merged-chr12-28829718-31
NR10363--MA0089.1.MAFG::NFE2L1	chr6	146185786	146185791	-	0.000	0.000	Merged-chr6-146185680-43
NR357--MA0501.1.MAF::NFE2	chr1	91831435	91831449	+	0.000	0.000	Merged-chr1-91831329-12
NR4819--MA0501.1.MAF::NFE2	chr16	52292837	52292851	+	0.000	0.000	Merged-chr16-52292729-42
NR2756--MA0089.1.MAFG::NFE2L1	chr12	91009109	91009114	-	0.000	0.000	Merged-chr12-91009085-35
NR11970--MA0089.1.MAFG::NFE2L1	chr9	61216311	61216316	+	0.000	0.000	Merged-chr9-61216256-31
NR3206--MA0089.1.MAFG::NFE2L1	chr13	45866857	45866862	-	0.000	0.000	Merged-chr13-45867017-27
NR653--MA0089.1.MAFG::NFE2L1	chr1	160246056	160246061	+	0.000	0.000	Merged-chr1-160246205-43
NR11969--MA0496.2.MAFK	chr9	61187131	61187149	-	0.000	0.000	Merged-chr9-61187199-16
NR6095--MA0089.1.MAFG::NFE2L1	chr19	32935826	32935831	-	0.000	0.000	Merged-chr19-32935830-20
NR6551--MA0496.2.MAFK	chr2	52955272	52955290	-	0.000	0.000	Merged-chr2-52955279-28
NR9174--MA0659.1.MAFG	chr5	92353778	92353798	-	0.000	0.000	Merged-chr5-92353751-46
NR6544--MA0591.1.Bach1::Mafk	chr2	52955274	52955288	+	0.000	0.000	Merged-chr2-52955279-28
NR3521--MA0117.2.Mafb	chr13	107574564	107574575	-	0.000	0.000	Merged-chr13-107574590-2
NR7086--MA0496.2.MAFK	chr2	145804908	145804926	+	0.000	0.000	Merged-chr2-145804796-32
NR7223--MA0089.1.MAFG::NFE2L1	chr2	158160159	158160164	-	0.000	0.000	Merged-chr2-158160127-37
NR5128--MA0117.2.Mafb	chr17	17845681	17845692	+	0.000	0.000	Merged-chr17-17845619-46
NR812--MA0501.1.MAF::NFE2	chr1	180410497	180410511	+	0.000	0.000	Merged-chr1-180410391-12
NR9841--MA0117.2.Mafb	chr6	82775641	82775652	-	0.000	0.000	Merged-chr6-82775550-35
NR233--MA0495.2.MAFF	chr1	69350804	69350824	-	0.000	0.000	Merged-chr1-69350970-27
NR9989--MA0089.1.MAFG::NFE2L1	chr6	106981478	106981483	-	0.000	0.000	Merged-chr6-106981432-3
NR4394--MA0496.2.MAFK	chr15	73627475	73627493	+	0.000	0.000	Merged-chr15-73627530-51
NR6105--MA0089.1.MAFG::NFE2L1	chr19	33429564	33429569	-	0.000	0.000	Merged-chr19-33429713-40
NR2667--MA0089.1.MAFG::NFE2L1	chr12	69501882	69501887	+	0.000	0.000	Merged-chr12-69501974-43
NR1220--MA0501.1.MAF::NFE2	chr10	53348580	53348594	-	0.000	0.000	Merged-chr10-53348557-41
NR10085--MA0089.1.MAFG::NFE2L1	chr6	119159841	119159846	-	0.000	0.000	Merged-chr6-119159656-11
NR8738--MA0117.2.Mafb	chr4	145361301	145361312	-	0.000	0.000	Merged-chr4-145361226-45
NR11334--MA0591.1.Bach1::Mafk	chr8	69149358	69149372	-	0.000	0.000	Merged-chr8-69149326-14
NR9631--MA0659.1.MAFG	chr6	29735986	29736006	+	0.000	0.000	Merged-chr6-29735888-24
NR1549--MA0089.1.MAFG::NFE2L1	chr10	111924394	111924399	+	0.000	0.000	Merged-chr10-111924366-28
NR9149--MA0501.1.MAF::NFE2	chr5	90742151	90742165	+	0.000	0.000	Merged-chr5-90742238-22
NR10743--MA0591.1.Bach1::Mafk	chr7	84196450	84196464	+	0.000	0.000	Merged-chr7-84196453-50
NR5023--MA0496.2.MAFK	chr16	95893615	95893633	-	0.000	0.000	Merged-chr16-95893684-47
NR6109--MA0501.1.MAF::NFE2	chr19	33429575	33429589	+	0.000	0.000	Merged-chr19-33429713-40
NR10155--MA0495.2.MAFF	chr6	128345840	128345860	+	0.000	0.000	Merged-chr6-128345779-18
NR7317--MA0117.2.Mafb	chr2	168575070	168575081	+	0.000	0.000	Merged-chr2-168575169-53
NR11300--MA0089.1.MAFG::NFE2L1	chr8	53611886	53611891	-	0.000	0.000	Merged-chr8-53611772-3
NR8727--MA0501.1.MAF::NFE2	chr4	144916727	144916741	+	0.000	0.000	Merged-chr4-144916675-7
NR6611--MA0591.1.Bach1::Mafk	chr2	70920180	70920194	+	0.000	0.000	Merged-chr2-70920097-22
NR4945--MA0496.2.MAFK	chr16	89974506	89974524	+	0.000	0.000	Merged-chr16-89974505-28
NR677--MA0089.1.MAFG::NFE2L1	chr1	161671183	161671188	+	0.000	0.000	Merged-chr1-161671075-50
NR9698--MA0089.1.MAFG::NFE2L1	chr6	48723848	48723853	-	0.000	0.000	Merged-chr6-48723812-13
NR7628--MA0501.1.MAF::NFE2	chr3	79336208	79336222	-	0.000	0.000	Merged-chr3-79336264-23
NR2752--MA0089.1.MAFG::NFE2L1	chr12	90810920	90810925	+	0.000	0.000	Merged-chr12-90810823-15
NR3587--MA0501.1.MAF::NFE2	chr13	110842271	110842285	-	0.000	0.000	Merged-chr13-110842123-42
NR11811--MA0659.1.MAFG	chr9	14248437	14248457	+	0.000	0.000	Merged-chr9-14248366-20
NR3317--MA0089.1.MAFG::NFE2L1	chr13	67082077	67082082	-	0.000	0.000	Merged-chr13-67082172-4
NR178--MA0501.1.MAF::NFE2	chr1	55196488	55196502	+	0.000	0.000	Merged-chr1-55196547-23
NR12120--MA0495.2.MAFF	chr9	83564270	83564290	+	0.000	0.000	Merged-chr9-83564254-44
NR5377--MA0089.1.MAFG::NFE2L1	chr17	72822227	72822232	+	0.000	0.000	Merged-chr17-72822157-16
NR5511--MA0501.1.MAF::NFE2	chr17	88213816	88213830	-	0.000	0.000	Merged-chr17-88213709-19
NR5753--MA0089.1.MAFG::NFE2L1	chr18	61638188	61638193	-	0.000	0.000	Merged-chr18-61638222-61
NR5265--MA0496.2.MAFK	chr17	42887611	42887629	+	0.000	0.000	Merged-chr17-42887503-23
NR6393--MA0089.1.MAFG::NFE2L1	chr2	25620598	25620603	+	0.000	0.000	Merged-chr2-25620603-21
NR359--MA0495.2.MAFF	chr1	92119341	92119361	+	0.000	0.000	Merged-chr1-92119439-48
NR10157--MA0117.2.Mafb	chr6	128345849	128345860	-	0.000	0.000	Merged-chr6-128345779-18
NR2390--MA0495.2.MAFF	chr11	115172976	115172996	+	0.000	0.000	Merged-chr11-115173098-6
NR2361--MA0089.1.MAFG::NFE2L1	chr11	113174285	113174290	-	0.000	0.000	Merged-chr11-113174221-33
NR6198--MA0501.1.MAF::NFE2	chr19	53760490	53760504	+	0.000	0.000	Merged-chr19-53760542-10
NR6156--MA0117.2.Mafb	chr19	44078358	44078369	-	0.000	0.000	Merged-chr19-44078434-18
NR2916--MA0591.1.Bach1::Mafk	chr12	112449503	112449517	-	0.000	0.000	Merged-chr12-112449427-68
NR12122--MA0591.1.Bach1::Mafk	chr9	83564273	83564287	+	0.000	0.000	Merged-chr9-83564254-44
NR4968--MA0496.2.MAFK	chr16	91545686	91545704	+	0.000	0.000	Merged-chr16-91545855-29
NR12243--MA0117.2.Mafb	chr9	106234135	106234146	+	0.000	0.000	Merged-chr9-106234085-16
NR11728--MA0089.1.MAFG::NFE2L1	chr8	126828233	126828238	+	0.000	0.000	Merged-chr8-126828287-16
NR4666--MA0659.1.MAFG	chr16	22794955	22794975	+	0.000	0.000	Merged-chr16-22794765-7
NR1972--MA0495.2.MAFF	chr11	61564180	61564200	+	0.000	0.000	Merged-chr11-61564144-31
NR9177--MA0501.1.MAF::NFE2	chr5	92373330	92373344	-	0.000	0.000	Merged-chr5-92373310-21
NR4358--MA0591.1.Bach1::Mafk	chr15	66795456	66795470	+	0.000	0.000	Merged-chr15-66795478-40
NR11324--MA0089.1.MAFG::NFE2L1	chr8	68206907	68206912	-	0.000	0.000	Merged-chr8-68206925-32
NR4433--MA0117.2.Mafb	chr15	81308188	81308199	+	0.000	0.000	Merged-chr15-81308219-24
NR8463--MA0089.1.MAFG::NFE2L1	chr4	109430919	109430924	-	0.000	0.000	Merged-chr4-109431070-25
NR11810--MA0591.1.Bach1::Mafk	chr9	14248440	14248454	-	0.000	0.000	Merged-chr9-14248366-20
NR4691--MA0495.2.MAFF	chr16	24854663	24854683	-	0.000	0.000	Merged-chr16-24854563-13
NR6257--MA0496.2.MAFK	chr19	58850791	58850809	-	0.000	0.000	Merged-chr19-58850860-26
NR107--MA0089.1.MAFG::NFE2L1	chr1	38557862	38557867	+	0.000	0.000	Merged-chr1-38557840-50
NR3724--MA0501.1.MAF::NFE2	chr14	26919463	26919477	+	0.000	0.000	Merged-chr14-26919575-5
NR843--MA0495.2.MAFF	chr1	182100628	182100648	-	0.000	0.000	Merged-chr1-182100503-13
NR6910--MA0501.1.MAF::NFE2	chr2	122020597	122020611	+	0.000	0.000	Merged-chr2-122020740-8
NR4916--MA0591.1.Bach1::Mafk	chr16	84620084	84620098	-	0.000	0.000	Merged-chr16-84619977-8
NR5777--MA0089.1.MAFG::NFE2L1	chr18	64919471	64919476	+	0.000	0.000	Merged-chr18-64919536-37
NR828--MA0591.1.Bach1::Mafk	chr1	181299467	181299481	+	0.000	0.000	Merged-chr1-181299360-30
NR7641--MA0501.1.MAF::NFE2	chr3	84595486	84595500	+	0.000	0.000	Merged-chr3-84595329-34
NR845--MA0659.1.MAFG	chr1	182100628	182100648	-	0.000	0.000	Merged-chr1-182100503-13
NR7920--MA0496.2.MAFK	chr3	133626799	133626817	+	0.000	0.000	Merged-chr3-133626779-42
NR2877--MA0591.1.Bach1::Mafk	chr12	107182222	107182236	-	0.000	0.000	Merged-chr12-107182241-26
NR11814--MA0496.2.MAFK	chr9	14248438	14248456	+	0.000	0.000	Merged-chr9-14248366-20
NR6616--MA0089.1.MAFG::NFE2L1	chr2	71837912	71837917	+	0.000	0.000	Merged-chr2-71837940-9
NR2169--MA0591.1.Bach1::Mafk	chr11	87724909	87724923	+	0.000	0.000	Merged-chr11-87724985-4
NR6691--MA0089.1.MAFG::NFE2L1	chr2	91835340	91835345	+	0.000	0.000	Merged-chr2-91835374-51
NR12040--MA0591.1.Bach1::Mafk	chr9	68972415	68972429	-	0.000	0.000	Merged-chr9-68972513-17
NR12351--MA0089.1.MAFG::NFE2L1	chr9	118361144	118361149	-	0.000	0.000	Merged-chr9-118361138-26
NR6208--MA0591.1.Bach1::Mafk	chr19	55401797	55401811	+	0.000	0.000	Merged-chr19-55401887-30
NR7847--MA0089.1.MAFG::NFE2L1	chr3	121442544	121442549	-	0.000	0.000	Merged-chr3-121442451-4
NR2171--MA0496.2.MAFK	chr11	87724907	87724925	+	0.000	0.000	Merged-chr11-87724985-4
NR8978--MA0089.1.MAFG::NFE2L1	chr5	30240764	30240769	-	0.000	0.000	Merged-chr5-30240775-35
NR4174--MA0501.1.MAF::NFE2	chr15	28081382	28081396	+	0.000	0.000	Merged-chr15-28081319-36
NR8339--MA0496.2.MAFK	chr4	88079189	88079207	-	0.000	0.000	Merged-chr4-88079193-33
NR7379--MA0496.2.MAFK	chr2	172392429	172392447	+	0.000	0.000	Merged-chr2-172392373-19
NR2570--MA0089.1.MAFG::NFE2L1	chr12	28829700	28829705	-	0.000	0.000	Merged-chr12-28829718-31
NR9123--MA0591.1.Bach1::Mafk	chr5	86783382	86783396	-	0.000	0.000	Merged-chr5-86783243-43
NR10897--MA0117.2.Mafb	chr7	112239002	112239013	-	0.000	0.000	Merged-chr7-112238810-51
NR4387--MA0501.1.MAF::NFE2	chr15	73318867	73318881	-	0.000	0.000	Merged-chr15-73318798-19
NR6792--MA0591.1.Bach1::Mafk	chr2	114059831	114059845	+	0.000	0.000	Merged-chr2-114059851-34
NR9512--MA0501.1.MAF::NFE2	chr5	147063447	147063461	-	0.000	0.000	Merged-chr5-147063758-85
NR362--MA0591.1.Bach1::Mafk	chr1	92119344	92119358	+	0.000	0.000	Merged-chr1-92119439-48
NR6801--MA0089.1.MAFG::NFE2L1	chr2	115610676	115610681	+	0.000	0.000	Merged-chr2-115610633-33
NR7993--MA0495.2.MAFF	chr3	144134643	144134663	-	0.000	0.000	Merged-chr3-144134560-2
NR7470--MA0591.1.Bach1::Mafk	chr3	9151718	9151732	+	0.000	0.000	Merged-chr3-9151770-9
NR12160--MA0089.1.MAFG::NFE2L1	chr9	89793190	89793195	+	0.000	0.000	Merged-chr9-89793274-43
NR2635--MA0117.2.Mafb	chr12	53032990	53033001	+	0.000	0.000	Merged-chr12-53032976-31
NR4665--MA0591.1.Bach1::Mafk	chr16	22794958	22794972	-	0.000	0.000	Merged-chr16-22794765-7
NR2044--MA0591.1.Bach1::Mafk	chr11	71230852	71230866	+	0.000	0.000	Merged-chr11-71230864-28
NR2091--MA0496.2.MAFK	chr11	75878753	75878771	-	0.000	0.000	Merged-chr11-75878686-10
NR11729--MA0591.1.Bach1::Mafk	chr8	126828231	126828245	+	0.000	0.000	Merged-chr8-126828287-16
NR9170--MA0495.2.MAFF	chr5	92353778	92353798	+	0.000	0.000	Merged-chr5-92353751-46
NR3248--MA0089.1.MAFG::NFE2L1	chr13	49270739	49270744	+	0.000	0.000	Merged-chr13-49270675-31
NR4622--MA0591.1.Bach1::Mafk	chr16	14350969	14350983	-	0.000	0.000	Merged-chr16-14350919-24
NR8704--MA0591.1.Bach1::Mafk	chr4	142015045	142015059	-	0.000	0.000	Merged-chr4-142015063-42
