#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Tcf7/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval0.3-log2fc0.5_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval0.3-log2fc0.5_dn.bed
NR4646--MA0523.1.TCF7L2	chr4	63655217	63655230	+	0.000	0.000	Merged-chr4-63655103-11
NR790--MA0769.1.Tcf7	chr10	81247930	81247941	-	0.000	0.000	Merged-chr10-81248090-40
NR3947--MA0769.1.Tcf7	chr2	153325731	153325742	+	0.000	0.000	Merged-chr2-153325949-22
NR3611--MA0523.1.TCF7L2	chr2	61494270	61494283	-	0.000	0.000	Merged-chr2-61494309-57
NR2226--MA1421.1.TCF7L1	chr14	87349057	87349068	-	0.000	0.000	Merged-chr14-87349015-16
NR4852--MA0523.1.TCF7L2	chr4	132040443	132040456	+	0.000	0.000	Merged-chr4-132040319-80
NR3467--MA1421.1.TCF7L1	chr2	11441904	11441915	-	0.000	0.000	Merged-chr2-11441982-17
NR681--MA1421.1.TCF7L1	chr10	42633463	42633474	+	0.000	0.000	Merged-chr10-42633342-1
NR3750--MA0769.1.Tcf7	chr2	103668301	103668312	-	0.000	0.000	Merged-chr2-103668249-32
NR6460--MA0769.1.Tcf7	chr8	110846145	110846156	-	0.000	0.000	Merged-chr8-110845988-12
NR1528--MA0523.1.TCF7L2	chr12	99544783	99544796	+	0.000	0.000	Merged-chr12-99544732-47
NR2893--MA0769.1.Tcf7	chr17	31693696	31693707	-	0.000	0.000	Merged-chr17-31693537-59
NR2320--MA0769.1.Tcf7	chr15	18951828	18951839	-	0.000	0.000	Merged-chr15-18951851-25
NR1324--MA1421.1.TCF7L1	chr11	120631054	120631065	-	0.000	0.000	Merged-chr11-120630995-1
NR674--MA0769.1.Tcf7	chr10	39768375	39768386	-	0.000	0.000	Merged-chr10-39768344-17
NR6120--MA0769.1.Tcf7	chr7	112400197	112400208	+	0.000	0.000	Merged-chr7-112400264-32
NR5354--MA0523.1.TCF7L2	chr5	148377544	148377557	+	0.000	0.000	Merged-chr5-148377759-34
NR1194--MA1421.1.TCF7L1	chr11	90225116	90225127	-	0.000	0.000	Merged-chr11-90225249-59
NR4246--MA0523.1.TCF7L2	chr3	101066413	101066426	-	0.000	0.000	Merged-chr3-101066330-34
NR4706--MA0769.1.Tcf7	chr4	88912351	88912362	+	0.000	0.000	Merged-chr4-88912378-27
NR692--MA0769.1.Tcf7	chr10	43740321	43740332	+	0.000	0.000	Merged-chr10-43740419-60
NR146--MA0523.1.TCF7L2	chr1	80416614	80416627	-	0.000	0.000	Merged-chr1-80416536-28
NR3607--MA0523.1.TCF7L2	chr2	59969282	59969295	-	0.000	0.000	Merged-chr2-59969233-23
NR3634--MA0769.1.Tcf7	chr2	68884946	68884957	-	0.000	0.000	Merged-chr2-68884857-23
NR2756--MA0523.1.TCF7L2	chr16	78247903	78247916	-	0.000	0.000	Merged-chr16-78247900-23
NR4848--MA0523.1.TCF7L2	chr4	130706923	130706936	-	0.000	0.000	Merged-chr4-130706849-20
NR2588--MA0523.1.TCF7L2	chr16	4752301	4752314	-	0.000	0.000	Merged-chr16-4752313-9
NR845--MA1421.1.TCF7L1	chr10	93577784	93577795	-	0.000	0.000	Merged-chr10-93577545-47
NR6119--MA0523.1.TCF7L2	chr7	112400197	112400210	+	0.000	0.000	Merged-chr7-112400264-32
NR6216--MA1421.1.TCF7L1	chr7	132317272	132317283	+	0.000	0.000	Merged-chr7-132317352-2
NR2705--MA0523.1.TCF7L2	chr16	48745640	48745653	-	0.000	0.000	Merged-chr16-48745701-29
NR2537--MA0523.1.TCF7L2	chr15	95826801	95826814	-	0.000	0.000	Merged-chr15-95826706-34
NR3406--MA0769.1.Tcf7	chr19	57093567	57093578	+	0.000	0.000	Merged-chr19-57093567-48
NR5474--MA0523.1.TCF7L2	chr6	51200468	51200481	-	0.000	0.000	Merged-chr6-51200388-15
NR992--MA0523.1.TCF7L2	chr10	128940662	128940675	-	0.000	0.000	Merged-chr10-128940717-41
NR218--MA0769.1.Tcf7	chr1	94025609	94025620	+	0.000	0.000	Merged-chr1-94025615-17
NR2599--MA1421.1.TCF7L1	chr16	10669094	10669105	-	0.000	0.000	Merged-chr16-10669015-79
NR2352--MA0769.1.Tcf7	chr15	36855724	36855735	-	0.000	0.000	Merged-chr15-36855718-24
NR5062--MA0769.1.Tcf7	chr5	46445799	46445810	+	0.000	0.000	Merged-chr5-46445949-13
NR3092--MA1421.1.TCF7L1	chr18	35776812	35776823	-	0.000	0.000	Merged-chr18-35776738-19
NR4897--MA1421.1.TCF7L1	chr4	144986271	144986282	+	0.000	0.000	Merged-chr4-144986370-39
NR2473--MA0769.1.Tcf7	chr15	74667790	74667801	-	0.000	0.000	Merged-chr15-74667710-27
NR1139--MA1421.1.TCF7L1	chr11	73267034	73267045	+	0.000	0.000	Merged-chr11-73267242-14
NR6144--MA0523.1.TCF7L2	chr7	116557587	116557600	-	0.000	0.000	Merged-chr7-116557657-1
NR2697--MA0769.1.Tcf7	chr16	45261521	45261532	+	0.000	0.000	Merged-chr16-45261551-46
NR4282--MA1421.1.TCF7L1	chr3	108124309	108124320	-	0.000	0.000	Merged-chr3-108124378-33
NR6282--MA0769.1.Tcf7	chr7	144907996	144908007	+	0.000	0.000	Merged-chr7-144908072-14
NR1379--MA0769.1.Tcf7	chr12	35999207	35999218	+	0.000	0.000	Merged-chr12-35999221-22
NR3681--MA1421.1.TCF7L1	chr2	78984308	78984319	-	0.000	0.000	Merged-chr2-78984258-28
NR2199--MA1421.1.TCF7L1	chr14	75444803	75444814	+	0.000	0.000	Merged-chr14-75444835-23
NR1809--MA0769.1.Tcf7	chr13	59841073	59841084	+	0.000	0.000	Merged-chr13-59840941-45
NR2375--MA0769.1.Tcf7	chr15	53688644	53688655	-	0.000	0.000	Merged-chr15-53688797-27
NR3630--MA1421.1.TCF7L1	chr2	68884858	68884869	+	0.000	0.000	Merged-chr2-68884857-23
NR1370--MA1421.1.TCF7L1	chr12	33076560	33076571	+	0.000	0.000	Merged-chr12-33076409-32
NR5061--MA0523.1.TCF7L2	chr5	46445799	46445812	+	0.000	0.000	Merged-chr5-46445949-13
NR2393--MA0769.1.Tcf7	chr15	59019052	59019063	+	0.000	0.000	Merged-chr15-59019141-20
NR3577--MA0769.1.Tcf7	chr2	56028488	56028499	+	0.000	0.000	Merged-chr2-56028640-17
NR5618--MA0769.1.Tcf7	chr6	98632683	98632694	+	0.000	0.000	Merged-chr6-98632758-43
NR2507--MA0523.1.TCF7L2	chr15	85347170	85347183	-	0.000	0.000	Merged-chr15-85347177-12
NR3845--MA1421.1.TCF7L1	chr2	132180715	132180726	+	0.000	0.000	Merged-chr2-132180846-32
NR4452--MA0769.1.Tcf7	chr3	144232070	144232081	-	0.000	0.000	Merged-chr3-144232172-58
NR5541--MA1421.1.TCF7L1	chr6	70862832	70862843	-	0.000	0.000	Merged-chr6-70862834-28
NR2713--MA0523.1.TCF7L2	chr16	51719911	51719924	+	0.000	0.000	Merged-chr16-51719841-20
NR613--MA0769.1.Tcf7	chr10	13469065	13469076	+	0.000	0.000	Merged-chr10-13469041-19
NR4582--MA0769.1.Tcf7	chr4	32560452	32560463	-	0.000	0.000	Merged-chr4-32560610-21
NR3735--MA0523.1.TCF7L2	chr2	102044453	102044466	-	0.000	0.000	Merged-chr2-102044515-18
NR415--MA1421.1.TCF7L1	chr1	164072256	164072267	+	0.000	0.000	Merged-chr1-164072258-30
NR2604--MA0769.1.Tcf7	chr16	11577792	11577803	+	0.000	0.000	Merged-chr16-11577786-44
NR846--MA0769.1.Tcf7	chr10	93577784	93577795	-	0.000	0.000	Merged-chr10-93577545-47
NR6079--MA0523.1.TCF7L2	chr7	101555788	101555801	-	0.000	0.000	Merged-chr7-101555691-65
NR6977--MA0769.1.Tcf7	chrX	71464353	71464364	-	0.000	0.000	Merged-chrX-71464449-26
NR6285--MA0523.1.TCF7L2	chr8	4507785	4507798	-	0.000	0.000	Merged-chr8-4507701-32
NR2351--MA0523.1.TCF7L2	chr15	36855722	36855735	-	0.000	0.000	Merged-chr15-36855718-24
NR4014--MA0769.1.Tcf7	chr2	170147682	170147693	+	0.000	0.000	Merged-chr2-170147732-33
NR3988--MA0523.1.TCF7L2	chr2	163298933	163298946	-	0.000	0.000	Merged-chr2-163299110-16
NR4299--MA1421.1.TCF7L1	chr3	115584852	115584863	-	0.000	0.000	Merged-chr3-115584831-13
NR6331--MA1421.1.TCF7L1	chr8	36010599	36010610	+	0.000	0.000	Merged-chr8-36010714-39
NR2506--MA0769.1.Tcf7	chr15	85042792	85042803	-	0.000	0.000	Merged-chr15-85042702-72
NR726--MA0523.1.TCF7L2	chr10	61599722	61599735	+	0.000	0.000	Merged-chr10-61599733-13
NR2758--MA1421.1.TCF7L1	chr16	78452568	78452579	+	0.000	0.000	Merged-chr16-78452542-29
NR764--MA0523.1.TCF7L2	chr10	75417902	75417915	-	0.000	0.000	Merged-chr10-75417748-37
NR1779--MA0769.1.Tcf7	chr13	51712205	51712216	-	0.000	0.000	Merged-chr13-51712212-27
NR4704--MA1421.1.TCF7L1	chr4	88912351	88912362	+	0.000	0.000	Merged-chr4-88912378-27
NR295--MA0523.1.TCF7L2	chr1	135807747	135807760	+	0.000	0.000	Merged-chr1-135807785-37
NR2757--MA0769.1.Tcf7	chr16	78247905	78247916	-	0.000	0.000	Merged-chr16-78247900-23
NR339--MA0523.1.TCF7L2	chr1	150100066	150100079	+	0.000	0.000	Merged-chr1-150100024-34
NR3632--MA0769.1.Tcf7	chr2	68884858	68884869	+	0.000	0.000	Merged-chr2-68884857-23
NR5835--MA0523.1.TCF7L2	chr6	146960263	146960276	-	0.000	0.000	Merged-chr6-146960171-26
NR2892--MA0523.1.TCF7L2	chr17	31693694	31693707	-	0.000	0.000	Merged-chr17-31693537-59
NR6748--MA1421.1.TCF7L1	chr9	82967388	82967399	+	0.000	0.000	Merged-chr9-82967336-26
NR1260--MA0769.1.Tcf7	chr11	108921231	108921242	-	0.000	0.000	Merged-chr11-108921185-1
NR1372--MA0769.1.Tcf7	chr12	33076560	33076571	+	0.000	0.000	Merged-chr12-33076409-32
NR1470--MA0523.1.TCF7L2	chr12	76950384	76950397	+	0.000	0.000	Merged-chr12-76950525-26
NR3534--MA0769.1.Tcf7	chr2	35445582	35445593	+	0.000	0.000	Merged-chr2-35445506-29
NR6911--MA0769.1.Tcf7	chr9	120692066	120692077	-	0.000	0.000	Merged-chr9-120691973-52
NR3093--MA0523.1.TCF7L2	chr18	35776810	35776823	-	0.000	0.000	Merged-chr18-35776738-19
NR2029--MA0523.1.TCF7L2	chr14	7832268	7832281	-	0.000	0.000	Merged-chr14-7832137-26
NR528--MA0523.1.TCF7L2	chr1	184235700	184235713	-	0.000	0.000	Merged-chr1-184235792-37
NR3381--MA0523.1.TCF7L2	chr19	46518642	46518655	-	0.000	0.000	Merged-chr19-46518736-37
NR1200--MA0523.1.TCF7L2	chr11	94253346	94253359	-	0.000	0.000	Merged-chr11-94253305-42
NR3682--MA0769.1.Tcf7	chr2	78984308	78984319	-	0.000	0.000	Merged-chr2-78984258-28
NR6392--MA0769.1.Tcf7	chr8	70160266	70160277	-	0.000	0.000	Merged-chr8-70160118-32
NR1590--MA0523.1.TCF7L2	chr12	110861505	110861518	-	0.000	0.000	Merged-chr12-110861556-21
NR2252--MA0769.1.Tcf7	chr14	103017271	103017282	-	0.000	0.000	Merged-chr14-103017290-44
NR2972--MA1421.1.TCF7L1	chr17	64629129	64629140	-	0.000	0.000	Merged-chr17-64628994-21
NR1415--MA0523.1.TCF7L2	chr12	52796572	52796585	-	0.000	0.000	Merged-chr12-52796443-43
NR5203--MA0523.1.TCF7L2	chr5	103917177	103917190	+	0.000	0.000	Merged-chr5-103917325-19
NR4390--MA0523.1.TCF7L2	chr3	135621474	135621487	+	0.000	0.000	Merged-chr3-135621532-24
NR5265--MA1421.1.TCF7L1	chr5	118614716	118614727	+	0.000	0.000	Merged-chr5-118614593-18
NR7070--MA0523.1.TCF7L2	chrX	166808397	166808410	-	0.000	0.000	Merged-chrX-166808277-26
NR3490--MA0769.1.Tcf7	chr2	19716062	19716073	-	0.000	0.000	Merged-chr2-19715961-49
NR4773--MA0523.1.TCF7L2	chr4	102887069	102887082	+	0.000	0.000	Merged-chr4-102887084-22
NR2172--MA0769.1.Tcf7	chr14	68044794	68044805	+	0.000	0.000	Merged-chr14-68044800-35
NR998--MA1421.1.TCF7L1	chr10	130340304	130340315	+	0.000	0.000	Merged-chr10-130340277-13
NR717--MA0523.1.TCF7L2	chr10	58351891	58351904	+	0.000	0.000	Merged-chr10-58351765-21
NR4692--MA0769.1.Tcf7	chr4	86725321	86725332	+	0.000	0.000	Merged-chr4-86725378-12
NR4120--MA0523.1.TCF7L2	chr3	55660081	55660094	+	0.000	0.000	Merged-chr3-55660012-44
NR5518--MA0769.1.Tcf7	chr6	65569962	65569973	+	0.000	0.000	Merged-chr6-65569933-17
NR5405--MA0523.1.TCF7L2	chr6	15783259	15783272	+	0.000	0.000	Merged-chr6-15783250-24
NR4554--MA0523.1.TCF7L2	chr4	6675221	6675234	-	0.000	0.000	Merged-chr4-6675237-24
NR1655--MA0523.1.TCF7L2	chr12	117639045	117639058	+	0.000	0.000	Merged-chr12-117639216-79
NR383--MA1421.1.TCF7L1	chr1	156901812	156901823	+	0.000	0.000	Merged-chr1-156901975-24
NR3351--MA0523.1.TCF7L2	chr19	34505334	34505347	+	0.000	0.000	Merged-chr19-34505331-35
NR4182--MA1421.1.TCF7L1	chr3	84595450	84595461	-	0.000	0.000	Merged-chr3-84595329-34
NR1392--MA0523.1.TCF7L2	chr12	41167987	41168000	-	0.000	0.000	Merged-chr12-41167989-46
NR75--MA1421.1.TCF7L1	chr1	58734463	58734474	-	0.000	0.000	Merged-chr1-58734414-54
NR2774--MA1421.1.TCF7L1	chr16	87726093	87726104	-	0.000	0.000	Merged-chr16-87726198-44
NR5416--MA1421.1.TCF7L1	chr6	24894528	24894539	+	0.000	0.000	Merged-chr6-24894743-37
NR5923--MA1421.1.TCF7L1	chr7	43481436	43481447	-	0.000	0.000	Merged-chr7-43481332-27
NR2626--MA0523.1.TCF7L2	chr16	24187371	24187384	+	0.000	0.000	Merged-chr16-24187219-39
NR2723--MA1421.1.TCF7L1	chr16	55757159	55757170	+	0.000	0.000	Merged-chr16-55757262-26
NR4815--MA1421.1.TCF7L1	chr4	117153894	117153905	-	0.000	0.000	Merged-chr4-117153955-7
NR2062--MA0523.1.TCF7L2	chr14	27384156	27384169	-	0.000	0.000	Merged-chr14-27384235-54
NR6343--MA1421.1.TCF7L1	chr8	41334201	41334212	+	0.000	0.000	Merged-chr8-41334366-24
NR5888--MA1421.1.TCF7L1	chr7	24380034	24380045	+	0.000	0.000	Merged-chr7-24380227-53
NR5439--MA0523.1.TCF7L2	chr6	37299213	37299226	-	0.000	0.000	Merged-chr6-37299169-1
NR1279--MA1421.1.TCF7L1	chr11	113536989	113537000	-	0.000	0.000	Merged-chr11-113536889-33
NR1656--MA0769.1.Tcf7	chr12	117639045	117639056	+	0.000	0.000	Merged-chr12-117639216-79
NR2504--MA1421.1.TCF7L1	chr15	85042792	85042803	-	0.000	0.000	Merged-chr15-85042702-72
NR5813--MA0523.1.TCF7L2	chr6	145139884	145139897	+	0.000	0.000	Merged-chr6-145139958-22
NR4008--MA0769.1.Tcf7	chr2	168575215	168575226	-	0.000	0.000	Merged-chr2-168575169-53
NR3961--MA0769.1.Tcf7	chr2	157746769	157746780	+	0.000	0.000	Merged-chr2-157746803-36
NR1562--MA0769.1.Tcf7	chr12	106658339	106658350	-	0.000	0.000	Merged-chr12-106658505-23
NR862--MA0523.1.TCF7L2	chr10	96201432	96201445	+	0.000	0.000	Merged-chr10-96201472-66
NR4705--MA0523.1.TCF7L2	chr4	88912351	88912364	+	0.000	0.000	Merged-chr4-88912378-27
NR2710--MA1421.1.TCF7L1	chr16	51719825	51719836	+	0.000	0.000	Merged-chr16-51719841-20
NR269--MA0523.1.TCF7L2	chr1	127812978	127812991	+	0.000	0.000	Merged-chr1-127813157-23
NR5353--MA0769.1.Tcf7	chr5	148373460	148373471	+	0.000	0.000	Merged-chr5-148373511-17
NR4152--MA1421.1.TCF7L1	chr3	68240094	68240105	+	0.000	0.000	Merged-chr3-68240034-18
NR2698--MA0523.1.TCF7L2	chr16	45347113	45347126	+	0.000	0.000	Merged-chr16-45346908-42
NR6573--MA0769.1.Tcf7	chr9	11559578	11559589	-	0.000	0.000	Merged-chr9-11559688-28
NR2251--MA0523.1.TCF7L2	chr14	103017269	103017282	-	0.000	0.000	Merged-chr14-103017290-44
NR639--MA0523.1.TCF7L2	chr10	24111236	24111249	-	0.000	0.000	Merged-chr10-24111264-14
NR904--MA1421.1.TCF7L1	chr10	111544155	111544166	+	0.000	0.000	Merged-chr10-111544120-26
NR1468--MA1421.1.TCF7L1	chr12	76950384	76950395	+	0.000	0.000	Merged-chr12-76950525-26
NR6345--MA0769.1.Tcf7	chr8	41334201	41334212	+	0.000	0.000	Merged-chr8-41334366-24
NR4124--MA0523.1.TCF7L2	chr3	58552641	58552654	+	0.000	0.000	Merged-chr3-58552438-57
NR5807--MA1421.1.TCF7L1	chr6	144922984	144922995	-	0.000	0.000	Merged-chr6-144923057-24
NR5821--MA0523.1.TCF7L2	chr6	145469522	145469535	+	0.000	0.000	Merged-chr6-145469437-17
NR5833--MA0769.1.Tcf7	chr6	146960240	146960251	-	0.000	0.000	Merged-chr6-146960171-26
NR6484--MA1421.1.TCF7L1	chr8	117299279	117299290	-	0.000	0.000	Merged-chr8-117299202-13
NR1384--MA0769.1.Tcf7	chr12	39649245	39649256	-	0.000	0.000	Merged-chr12-39649191-14
NR4713--MA0523.1.TCF7L2	chr4	89505391	89505404	-	0.000	0.000	Merged-chr4-89505388-45
NR3269--MA0523.1.TCF7L2	chr18	89272675	89272688	+	0.000	0.000	Merged-chr18-89272605-14
NR2228--MA0769.1.Tcf7	chr14	87349057	87349068	-	0.000	0.000	Merged-chr14-87349015-16
NR2727--MA1421.1.TCF7L1	chr16	57319958	57319969	+	0.000	0.000	Merged-chr16-57319907-20
NR2492--MA0769.1.Tcf7	chr15	80602680	80602691	-	0.000	0.000	Merged-chr15-80602759-36
NR3147--MA1421.1.TCF7L1	chr18	55107226	55107237	-	0.000	0.000	Merged-chr18-55107186-34
NR5239--MA1421.1.TCF7L1	chr5	111531974	111531985	-	0.000	0.000	Merged-chr5-111531814-27
NR5817--MA0523.1.TCF7L2	chr6	145285831	145285844	-	0.000	0.000	Merged-chr6-145285757-35
NR3749--MA1421.1.TCF7L1	chr2	103668301	103668312	-	0.000	0.000	Merged-chr2-103668249-32
NR3088--MA0523.1.TCF7L2	chr18	33781014	33781027	+	0.000	0.000	Merged-chr18-33781041-12
NR2898--MA1421.1.TCF7L1	chr17	33865686	33865697	+	0.000	0.000	Merged-chr17-33865585-36
NR2255--MA0769.1.Tcf7	chr14	104517112	104517123	+	0.000	0.000	Merged-chr14-104517244-7
NR6686--MA1421.1.TCF7L1	chr9	66492614	66492625	-	0.000	0.000	Merged-chr9-66492510-30
NR609--MA0523.1.TCF7L2	chr10	12974821	12974834	+	0.000	0.000	Merged-chr10-12974738-28
NR1394--MA1421.1.TCF7L1	chr12	41168036	41168047	+	0.000	0.000	Merged-chr12-41167989-46
NR6033--MA1421.1.TCF7L1	chr7	84143206	84143217	-	0.000	0.000	Merged-chr7-84143230-35
NR2847--MA1421.1.TCF7L1	chr17	15440503	15440514	+	0.000	0.000	Merged-chr17-15440327-25
NR647--MA0523.1.TCF7L2	chr10	25387533	25387546	-	0.000	0.000	Merged-chr10-25387454-21
NR4118--MA1421.1.TCF7L1	chr3	55660081	55660092	+	0.000	0.000	Merged-chr3-55660012-44
NR2392--MA0523.1.TCF7L2	chr15	59019052	59019065	+	0.000	0.000	Merged-chr15-59019141-20
NR4300--MA0523.1.TCF7L2	chr3	115584850	115584863	-	0.000	0.000	Merged-chr3-115584831-13
NR2600--MA0769.1.Tcf7	chr16	10669094	10669105	-	0.000	0.000	Merged-chr16-10669015-79
NR4926--MA1421.1.TCF7L1	chr4	149282666	149282677	-	0.000	0.000	Merged-chr4-149282639-35
NR5543--MA0769.1.Tcf7	chr6	70862832	70862843	-	0.000	0.000	Merged-chr6-70862834-28
NR2775--MA0523.1.TCF7L2	chr16	87726091	87726104	-	0.000	0.000	Merged-chr16-87726198-44
NR672--MA0523.1.TCF7L2	chr10	39768386	39768399	+	0.000	0.000	Merged-chr10-39768344-17
NR2063--MA0769.1.Tcf7	chr14	27384158	27384169	-	0.000	0.000	Merged-chr14-27384235-54
NR5440--MA0769.1.Tcf7	chr6	37299215	37299226	-	0.000	0.000	Merged-chr6-37299169-1
NR6563--MA0523.1.TCF7L2	chr9	3404678	3404691	-	0.000	0.000	Merged-chr9-3404634-1
NR5178--MA1421.1.TCF7L1	chr5	97090319	97090330	+	0.000	0.000	Merged-chr5-97090318-20
NR4311--MA1421.1.TCF7L1	chr3	121330403	121330414	-	0.000	0.000	Merged-chr3-121330261-59
NR2051--MA1421.1.TCF7L1	chr14	21507260	21507271	-	0.000	0.000	Merged-chr14-21507188-15
NR847--MA0769.1.Tcf7	chr10	93933212	93933223	+	0.000	0.000	Merged-chr10-93933103-29
NR5705--MA0523.1.TCF7L2	chr6	127336822	127336835	-	0.000	0.000	Merged-chr6-127336586-54
NR3445--MA0523.1.TCF7L2	chr2	6622257	6622270	-	0.000	0.000	Merged-chr2-6622331-33
NR1377--MA1421.1.TCF7L1	chr12	35999207	35999218	+	0.000	0.000	Merged-chr12-35999221-22
NR4290--MA0523.1.TCF7L2	chr3	109421018	109421031	+	0.000	0.000	Merged-chr3-109421125-43
NR5691--MA0769.1.Tcf7	chr6	124072940	124072951	-	0.000	0.000	Merged-chr6-124072960-16
NR2169--MA0523.1.TCF7L2	chr14	66805895	66805908	-	0.000	0.000	Merged-chr14-66805736-29
NR2520--MA0769.1.Tcf7	chr15	91616725	91616736	-	0.000	0.000	Merged-chr15-91616695-12
NR3149--MA0769.1.Tcf7	chr18	55107226	55107237	-	0.000	0.000	Merged-chr18-55107186-34
NR47--MA0769.1.Tcf7	chr1	40847738	40847749	-	0.000	0.000	Merged-chr1-40847809-27
NR2253--MA1421.1.TCF7L1	chr14	104517112	104517123	+	0.000	0.000	Merged-chr14-104517244-7
NR1471--MA0769.1.Tcf7	chr12	76950368	76950379	+	0.000	0.000	Merged-chr12-76950525-26
NR642--MA0523.1.TCF7L2	chr10	24158808	24158821	+	0.000	0.000	Merged-chr10-24158889-20
NR1710--MA0523.1.TCF7L2	chr13	30725061	30725074	-	0.000	0.000	Merged-chr13-30725098-13
NR217--MA0523.1.TCF7L2	chr1	94025609	94025622	+	0.000	0.000	Merged-chr1-94025615-17
NR4817--MA0769.1.Tcf7	chr4	117153894	117153905	-	0.000	0.000	Merged-chr4-117153955-7
NR4714--MA0769.1.Tcf7	chr4	89505393	89505404	-	0.000	0.000	Merged-chr4-89505388-45
NR1719--MA0523.1.TCF7L2	chr13	32312730	32312743	+	0.000	0.000	Merged-chr13-32312856-23
NR3247--MA0523.1.TCF7L2	chr18	81521367	81521380	-	0.000	0.000	Merged-chr18-81521430-36
NR5111--MA0523.1.TCF7L2	chr5	73344293	73344306	-	0.000	0.000	Merged-chr5-73344482-20
NR1140--MA0769.1.Tcf7	chr11	73267034	73267045	+	0.000	0.000	Merged-chr11-73267242-14
NR3621--MA0523.1.TCF7L2	chr2	65871123	65871136	-	0.000	0.000	Merged-chr2-65871141-19
NR1361--MA0523.1.TCF7L2	chr12	25601139	25601152	-	0.000	0.000	Merged-chr12-25601123-16
NR4853--MA0769.1.Tcf7	chr4	132040443	132040454	+	0.000	0.000	Merged-chr4-132040319-80
NR1385--MA1421.1.TCF7L1	chr12	40038239	40038250	-	0.000	0.000	Merged-chr12-40038291-1
NR5822--MA0769.1.Tcf7	chr6	145469522	145469533	+	0.000	0.000	Merged-chr6-145469437-17
NR4607--MA0769.1.Tcf7	chr4	44316392	44316403	-	0.000	0.000	Merged-chr4-44316514-33
NR5267--MA0769.1.Tcf7	chr5	118614716	118614727	+	0.000	0.000	Merged-chr5-118614593-18
NR3647--MA0769.1.Tcf7	chr2	70922738	70922749	+	0.000	0.000	Merged-chr2-70922738-17
NR5928--MA0523.1.TCF7L2	chr7	47111293	47111306	+	0.000	0.000	Merged-chr7-47111394-88
NR5809--MA0769.1.Tcf7	chr6	144922984	144922995	-	0.000	0.000	Merged-chr6-144923057-24
NR5388--MA1421.1.TCF7L1	chr6	5997772	5997783	-	0.000	0.000	Merged-chr6-5997718-16
NR2728--MA0523.1.TCF7L2	chr16	57319958	57319971	+	0.000	0.000	Merged-chr16-57319907-20
NR5191--MA0769.1.Tcf7	chr5	100622576	100622587	+	0.000	0.000	Merged-chr5-100622533-21
NR5706--MA0769.1.Tcf7	chr6	127336824	127336835	-	0.000	0.000	Merged-chr6-127336586-54
NR4849--MA0769.1.Tcf7	chr4	130706925	130706936	-	0.000	0.000	Merged-chr4-130706849-20
NR1830--MA0769.1.Tcf7	chr13	69488208	69488219	-	0.000	0.000	Merged-chr13-69488029-32
NR5939--MA1421.1.TCF7L1	chr7	49581702	49581713	-	0.000	0.000	Merged-chr7-49581640-7
NR964--MA0523.1.TCF7L2	chr10	121300836	121300849	-	0.000	0.000	Merged-chr10-121300859-24
NR6760--MA0523.1.TCF7L2	chr9	85011576	85011589	+	0.000	0.000	Merged-chr9-85011578-31
NR2644--MA1421.1.TCF7L1	chr16	29800549	29800560	-	0.000	0.000	Merged-chr16-29800573-21
NR143--MA0523.1.TCF7L2	chr1	80321411	80321424	+	0.000	0.000	Merged-chr1-80321528-19
NR5187--MA0769.1.Tcf7	chr5	98018288	98018299	+	0.000	0.000	Merged-chr5-98018284-53
NR4639--MA0769.1.Tcf7	chr4	62552174	62552185	-	0.000	0.000	Merged-chr4-62552113-23
NR5690--MA0523.1.TCF7L2	chr6	124072938	124072951	-	0.000	0.000	Merged-chr6-124072960-16
NR3352--MA0769.1.Tcf7	chr19	34505334	34505345	+	0.000	0.000	Merged-chr19-34505331-35
NR4330--MA0769.1.Tcf7	chr3	126589697	126589708	+	0.000	0.000	Merged-chr3-126589665-27
NR5940--MA0523.1.TCF7L2	chr7	49581700	49581713	-	0.000	0.000	Merged-chr7-49581640-7
NR1331--MA0523.1.TCF7L2	chr11	121100824	121100837	+	0.000	0.000	Merged-chr11-121100966-23
NR6080--MA0769.1.Tcf7	chr7	101555790	101555801	-	0.000	0.000	Merged-chr7-101555691-65
NR6962--MA0769.1.Tcf7	chrX	37141905	37141916	-	0.000	0.000	Merged-chrX-37141960-22
NR5143--MA1421.1.TCF7L1	chr5	92103276	92103287	-	0.000	0.000	Merged-chr5-92103243-24
NR3030--MA0769.1.Tcf7	chr17	85023887	85023898	-	0.000	0.000	Merged-chr17-85023702-53
NR6705--MA0523.1.TCF7L2	chr9	70310227	70310240	-	0.000	0.000	Merged-chr9-70310142-32
NR4117--MA1421.1.TCF7L1	chr3	55660069	55660080	+	0.000	0.000	Merged-chr3-55660012-44
NR1920--MA0523.1.TCF7L2	chr13	101713894	101713907	+	0.000	0.000	Merged-chr13-101713890-21
NR2706--MA0769.1.Tcf7	chr16	48745642	48745653	-	0.000	0.000	Merged-chr16-48745701-29
