#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval0.3-log2fc0.5_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval0.3-log2fc0.5_dn.bed
NR41727--MA0493.1.Klf1	chr3	89378396	89378406	-	0.000	0.000	Merged-chr3-89378543-26
NR18191--MA0599.1.KLF5	chr13	99431575	99431584	+	0.000	0.000	Merged-chr13-99431578-17
NR13358--MA0039.3.KLF4	chr12	4065645	4065655	+	0.000	0.000	Merged-chr12-4065716-30
NR12502--MA0657.1.KLF13	chr11	106536354	106536371	+	0.000	0.000	Merged-chr11-106536245-61
NR61281--MA1107.1.KLF9	chr7	81860872	81860884	+	0.000	0.000	Merged-chr7-81860726-21
NR13185--MA0740.1.KLF14	chr11	120190045	120190058	+	0.000	0.000	Merged-chr11-120189977-47
NR13727--MA0740.1.KLF14	chr12	25155527	25155540	-	0.000	0.000	Merged-chr12-25155613-40
NR57723--MA0740.1.KLF14	chr6	128796573	128796586	-	0.000	0.000	Merged-chr6-128796510-47
NR11547--MA0599.1.KLF5	chr11	87745142	87745151	-	0.000	0.000	Merged-chr11-87745119-47
NR13721--MA1107.1.KLF9	chr12	25092720	25092732	-	0.000	0.000	Merged-chr12-25092783-66
NR51759--MA0657.1.KLF13	chr5	107303699	107303716	+	0.000	0.000	Merged-chr5-107303598-32
NR32115--MA0493.1.Klf1	chr18	69196484	69196494	+	0.000	0.000	Merged-chr18-69196479-70
NR13274--MA0493.1.Klf1	chr11	120990482	120990492	+	0.000	0.000	Merged-chr11-120990355-3
NR10484--MA0599.1.KLF5	chr11	60811289	60811298	+	0.000	0.000	Merged-chr11-60811220-49
NR62049--MA0740.1.KLF14	chr7	110203785	110203798	-	0.000	0.000	Merged-chr7-110203728-41
NR11313--MA1107.1.KLF9	chr11	79653382	79653394	-	0.000	0.000	Merged-chr11-79653344-69
NR18907--MA0493.1.Klf1	chr13	117223259	117223269	+	0.000	0.000	Merged-chr13-117223399-24
NR46634--MA1107.1.KLF9	chr4	107006402	107006414	-	0.000	0.000	Merged-chr4-107006366-21
NR18612--MA0599.1.KLF5	chr13	108862404	108862413	+	0.000	0.000	Merged-chr13-108862166-40
NR38148--MA0741.1.KLF16	chr2	127335994	127336004	+	0.000	0.000	Merged-chr2-127336140-52
NR56850--MA0740.1.KLF14	chr6	108630897	108630910	+	0.000	0.000	Merged-chr6-108631007-44
NR13166--MA1107.1.KLF9	chr11	119877300	119877312	-	0.000	0.000	Merged-chr11-119877317-14
NR8864--MA0599.1.KLF5	chr10	127141554	127141563	+	0.000	0.000	Merged-chr10-127141602-99
NR63859--MA0039.3.KLF4	chr7	143724084	143724094	+	0.000	0.000	Merged-chr7-143724096-15
NR43252--MA0039.3.KLF4	chr3	130691424	130691434	+	0.000	0.000	Merged-chr3-130691489-97
NR119--MA0742.1.Klf12	chr1	13559532	13559546	-	0.000	0.000	Merged-chr1-13559747-54
NR22460--MA1107.1.KLF9	chr15	25884682	25884694	-	0.000	0.000	Merged-chr15-25884835-36
NR1490--MA0599.1.KLF5	chr1	85720716	85720725	+	0.000	0.000	Merged-chr1-85720773-26
NR9166--MA0599.1.KLF5	chr11	4206008	4206017	-	0.000	0.000	Merged-chr11-4206247-48
NR57638--MA1107.1.KLF9	chr6	127575267	127575279	+	0.000	0.000	Merged-chr6-127575169-36
NR68884--MA0493.1.Klf1	chr9	57278571	57278581	+	0.000	0.000	Merged-chr9-57278495-40
NR13278--MA1107.1.KLF9	chr11	120990484	120990496	+	0.000	0.000	Merged-chr11-120990355-3
NR48801--MA0493.1.Klf1	chr4	150894668	150894678	+	0.000	0.000	Merged-chr4-150894695-19
NR12861--MA0742.1.Klf12	chr11	115603927	115603941	-	0.000	0.000	Merged-chr11-115603871-66
NR43060--MA1107.1.KLF9	chr3	126690981	126690993	+	0.000	0.000	Merged-chr3-126690917-48
NR18630--MA0599.1.KLF5	chr13	109239466	109239475	+	0.000	0.000	Merged-chr13-109239401-35
NR26108--MA1107.1.KLF9	chr16	44362189	44362201	+	0.000	0.000	Merged-chr16-44362356-45
NR33218--MA1107.1.KLF9	chr19	8592093	8592105	-	0.000	0.000	Merged-chr19-8592238-38
NR70997--MA0493.1.Klf1	chr9	114016562	114016572	-	0.000	0.000	Merged-chr9-114016465-30
NR39324--MA0599.1.KLF5	chr2	160471239	160471248	+	0.000	0.000	Merged-chr2-160471164-70
NR30791--MA0599.1.KLF5	chr18	4296001	4296010	+	0.000	0.000	Merged-chr18-4296046-21
NR50023--MA0493.1.Klf1	chr5	35176592	35176602	+	0.000	0.000	Merged-chr5-35176446-65
NR7728--MA0039.3.KLF4	chr10	93069552	93069562	+	0.000	0.000	Merged-chr10-93069523-27
NR63759--MA0740.1.KLF14	chr7	142354081	142354094	+	0.000	0.000	Merged-chr7-142354183-49
NR12504--MA0741.1.KLF16	chr11	106536356	106536366	+	0.000	0.000	Merged-chr11-106536245-61
NR11878--MA0493.1.Klf1	chr11	97104261	97104271	+	0.000	0.000	Merged-chr11-97104187-33
NR15529--MA0740.1.KLF14	chr12	107961261	107961274	+	0.000	0.000	Merged-chr12-107961222-28
NR68910--MA0741.1.KLF16	chr9	57708567	57708577	-	0.000	0.000	Merged-chr9-57708660-35
NR37307--MA0741.1.KLF16	chr2	101762097	101762107	+	0.000	0.000	Merged-chr2-101762037-3
NR46616--MA0039.3.KLF4	chr4	106935042	106935052	-	0.000	0.000	Merged-chr4-106934885-1
NR58620--MA0039.3.KLF4	chr6	146452299	146452309	+	0.000	0.000	Merged-chr6-146452180-48
NR52444--MA1107.1.KLF9	chr5	120831203	120831215	+	0.000	0.000	Merged-chr5-120831228-43
NR61277--MA1107.1.KLF9	chr7	81860864	81860876	+	0.000	0.000	Merged-chr7-81860726-21
NR57258--MA0741.1.KLF16	chr6	120188245	120188255	-	0.000	0.000	Merged-chr6-120188171-90
NR21017--MA1107.1.KLF9	chr14	74646346	74646358	-	0.000	0.000	Merged-chr14-74646498-47
NR39627--MA0039.3.KLF4	chr2	167313857	167313867	+	0.000	0.000	Merged-chr2-167313855-44
NR50756--MA0657.1.KLF13	chr5	65991415	65991432	-	0.000	0.000	Merged-chr5-65991414-25
NR12408--MA0741.1.KLF16	chr11	105126387	105126397	+	0.000	0.000	Merged-chr11-105126391-86
NR65508--MA0599.1.KLF5	chr8	72135223	72135232	-	0.000	0.000	Merged-chr8-72135322-43
NR66924--MA0493.1.Klf1	chr8	117481972	117481982	-	0.000	0.000	Merged-chr8-117482001-12
NR44482--MA0493.1.Klf1	chr4	8834802	8834812	-	0.000	0.000	Merged-chr4-8834782-18
NR18299--MA0599.1.KLF5	chr13	101664209	101664218	+	0.000	0.000	Merged-chr13-101664276-40
NR30451--MA0599.1.KLF5	chr17	83854489	83854498	+	0.000	0.000	Merged-chr17-83854411-35
NR12833--MA0740.1.KLF14	chr11	115367771	115367784	+	0.000	0.000	Merged-chr11-115367614-40
NR26457--MA0039.3.KLF4	chr16	64800653	64800663	+	0.000	0.000	Merged-chr16-64800516-42
NR40449--MA1107.1.KLF9	chr3	19459141	19459153	-	0.000	0.000	Merged-chr3-19459037-66
NR25954--MA0740.1.KLF14	chr16	36985751	36985764	-	0.000	0.000	Merged-chr16-36985776-57
NR69111--MA0741.1.KLF16	chr9	63377763	63377773	-	0.000	0.000	Merged-chr9-63377789-57
NR69950--MA0740.1.KLF14	chr9	86425812	86425825	+	0.000	0.000	Merged-chr9-86425989-29
NR24861--MA0741.1.KLF16	chr15	102073849	102073859	+	0.000	0.000	Merged-chr15-102074000-76
NR61147--MA0039.3.KLF4	chr7	80123282	80123292	+	0.000	0.000	Merged-chr7-80123359-34
NR13288--MA0493.1.Klf1	chr11	121204191	121204201	+	0.000	0.000	Merged-chr11-121204419-68
NR5356--MA0039.3.KLF4	chr10	19530340	19530350	+	0.000	0.000	Merged-chr10-19530154-52
NR33817--MA0741.1.KLF16	chr19	38746191	38746201	-	0.000	0.000	Merged-chr19-38746267-36
NR13728--MA0657.1.KLF13	chr12	25155524	25155541	-	0.000	0.000	Merged-chr12-25155613-40
NR894--MA0741.1.KLF16	chr1	59913806	59913816	-	0.000	0.000	Merged-chr1-59913870-9
NR4862--MA1107.1.KLF9	chr1	191999183	191999195	-	0.000	0.000	Merged-chr1-191999183-26
NR69656--MA1107.1.KLF9	chr9	78074219	78074231	+	0.000	0.000	Merged-chr9-78074095-46
NR47890--MA1107.1.KLF9	chr4	134734841	134734853	+	0.000	0.000	Merged-chr4-134734669-83
NR33815--MA0599.1.KLF5	chr19	38746192	38746201	-	0.000	0.000	Merged-chr19-38746267-36
NR45697--MA1107.1.KLF9	chr4	59531339	59531351	-	0.000	0.000	Merged-chr4-59531324-24
NR50758--MA0741.1.KLF16	chr5	65991420	65991430	-	0.000	0.000	Merged-chr5-65991414-25
NR33492--MA0493.1.Klf1	chr19	21786047	21786057	-	0.000	0.000	Merged-chr19-21785964-7
NR55043--MA0493.1.Klf1	chr6	38360278	38360288	-	0.000	0.000	Merged-chr6-38360325-47
NR17102--MA0599.1.KLF5	chr13	55714694	55714703	-	0.000	0.000	Merged-chr13-55714775-39
NR58420--MA0493.1.Klf1	chr6	142862378	142862388	-	0.000	0.000	Merged-chr6-142862347-56
NR24776--MA0599.1.KLF5	chr15	100461152	100461161	-	0.000	0.000	Merged-chr15-100461368-57
NR15391--MA1107.1.KLF9	chr12	105001113	105001125	+	0.000	0.000	Merged-chr12-105001185-43
NR16347--MA0741.1.KLF16	chr13	24419794	24419804	-	0.000	0.000	Merged-chr13-24419838-27
NR53222--MA0599.1.KLF5	chr5	134393838	134393847	-	0.000	0.000	Merged-chr5-134393835-14
NR55049--MA0740.1.KLF14	chr6	38551313	38551326	-	0.000	0.000	Merged-chr6-38551188-3
NR18178--MA0493.1.Klf1	chr13	98692033	98692043	-	0.000	0.000	Merged-chr13-98692096-35
NR22134--MA1107.1.KLF9	chr14	122187049	122187061	+	0.000	0.000	Merged-chr14-122187060-26
NR35645--MA0493.1.Klf1	chr2	31131250	31131260	+	0.000	0.000	Merged-chr2-31131193-36
NR28450--MA0493.1.Klf1	chr17	29500859	29500869	-	0.000	0.000	Merged-chr17-29500871-30
NR6689--MA0493.1.Klf1	chr10	75536274	75536284	+	0.000	0.000	Merged-chr10-75536310-39
NR38198--MA0740.1.KLF14	chr2	128470705	128470718	-	0.000	0.000	Merged-chr2-128470524-44
NR48086--MA0599.1.KLF5	chr4	137603899	137603908	+	0.000	0.000	Merged-chr4-137603877-24
NR51274--MA1107.1.KLF9	chr5	93092476	93092488	-	0.000	0.000	Merged-chr5-93092425-6
NR28361--MA0599.1.KLF5	chr17	28516348	28516357	+	0.000	0.000	Merged-chr17-28516201-30
NR65365--MA0740.1.KLF14	chr8	70806706	70806719	+	0.000	0.000	Merged-chr8-70806772-33
NR24112--MA0741.1.KLF16	chr15	85832293	85832303	+	0.000	0.000	Merged-chr15-85832285-49
NR55510--MA0741.1.KLF16	chr6	54092923	54092933	+	0.000	0.000	Merged-chr6-54092801-44
NR33491--MA0039.3.KLF4	chr19	21786045	21786055	-	0.000	0.000	Merged-chr19-21785964-7
NR49064--MA0599.1.KLF5	chr4	155217452	155217461	-	0.000	0.000	Merged-chr4-155217471-52
NR41594--MA0599.1.KLF5	chr3	86920414	86920423	+	0.000	0.000	Merged-chr3-86920469-86
NR10274--MA0741.1.KLF16	chr11	55131119	55131129	+	0.000	0.000	Merged-chr11-55131266-10
NR21726--MA0599.1.KLF5	chr14	115250768	115250777	-	0.000	0.000	Merged-chr14-115250840-27
NR49991--MA0741.1.KLF16	chr5	34637180	34637190	+	0.000	0.000	Merged-chr5-34637135-1
NR39481--MA0740.1.KLF14	chr2	164497516	164497529	-	0.000	0.000	Merged-chr2-164497556-49
NR72178--MA0039.3.KLF4	chrX	73880898	73880908	+	0.000	0.000	Merged-chrX-73880699-35
NR47711--MA0741.1.KLF16	chr4	132808292	132808302	-	0.000	0.000	Merged-chr4-132808337-17
NR11484--MA1107.1.KLF9	chr11	85140058	85140070	+	0.000	0.000	Merged-chr11-85140096-67
NR12477--MA0741.1.KLF16	chr11	106193666	106193676	+	0.000	0.000	Merged-chr11-106193514-84
NR13068--MA0039.3.KLF4	chr11	117781012	117781022	-	0.000	0.000	Merged-chr11-117781135-87
NR28454--MA1107.1.KLF9	chr17	29500855	29500867	-	0.000	0.000	Merged-chr17-29500871-30
NR28452--MA0741.1.KLF16	chr17	29500856	29500866	-	0.000	0.000	Merged-chr17-29500871-30
NR13735--MA0039.3.KLF4	chr12	25155610	25155620	+	0.000	0.000	Merged-chr12-25155613-40
NR57255--MA0599.1.KLF5	chr6	120188238	120188247	-	0.000	0.000	Merged-chr6-120188171-90
NR12235--MA0599.1.KLF5	chr11	101448390	101448399	-	0.000	0.000	Merged-chr11-101448490-55
NR42660--MA0039.3.KLF4	chr3	109133239	109133249	+	0.000	0.000	Merged-chr3-109133281-24
NR16361--MA0493.1.Klf1	chr13	24682488	24682498	-	0.000	0.000	Merged-chr13-24682422-48
NR71973--MA0740.1.KLF14	chrX	48433737	48433750	+	0.000	0.000	Merged-chrX-48433621-61
NR18876--MA1107.1.KLF9	chr13	114887433	114887445	-	0.000	0.000	Merged-chr13-114887526-35
NR41433--MA0741.1.KLF16	chr3	79194582	79194592	-	0.000	0.000	Merged-chr3-79194432-21
NR54697--MA0741.1.KLF16	chr6	22424210	22424220	+	0.000	0.000	Merged-chr6-22424289-78
NR10709--MA0599.1.KLF5	chr11	68545938	68545947	-	0.000	0.000	Merged-chr11-68546136-23
NR52696--MA0493.1.Klf1	chr5	124497061	124497071	+	0.000	0.000	Merged-chr5-124497096-41
NR9990--MA0493.1.Klf1	chr11	49100591	49100601	-	0.000	0.000	Merged-chr11-49100506-9
NR39545--MA0741.1.KLF16	chr2	165983255	165983265	-	0.000	0.000	Merged-chr2-165983267-1
NR60574--MA0599.1.KLF5	chr7	49741665	49741674	+	0.000	0.000	Merged-chr7-49741664-32
NR34456--MA0740.1.KLF14	chr19	56756561	56756574	-	0.000	0.000	Merged-chr19-56756635-43
NR15127--MA0039.3.KLF4	chr12	94083600	94083610	+	0.000	0.000	Merged-chr12-94083592-14
NR9543--MA0599.1.KLF5	chr11	21192111	21192120	-	0.000	0.000	Merged-chr11-21192059-23
NR35434--MA0657.1.KLF13	chr2	27009824	27009841	+	0.000	0.000	Merged-chr2-27009935-56
NR13110--MA0599.1.KLF5	chr11	118248640	118248649	+	0.000	0.000	Merged-chr11-118248688-60
NR50020--MA0740.1.KLF14	chr5	35176592	35176605	+	0.000	0.000	Merged-chr5-35176446-65
NR7817--MA0740.1.KLF14	chr10	94942957	94942970	+	0.000	0.000	Merged-chr10-94942923-6
NR14917--MA0741.1.KLF16	chr12	87411316	87411326	-	0.000	0.000	Merged-chr12-87411276-22
NR44267--MA0039.3.KLF4	chr3	154628325	154628335	+	0.000	0.000	Merged-chr3-154628476-23
NR34019--MA0599.1.KLF5	chr19	44146473	44146482	+	0.000	0.000	Merged-chr19-44146311-57
NR28921--MA0599.1.KLF5	chr17	36167765	36167774	+	0.000	0.000	Merged-chr17-36167828-41
NR21128--MA0741.1.KLF16	chr14	76579977	76579987	-	0.000	0.000	Merged-chr14-76580010-38
NR1499--MA1107.1.KLF9	chr1	85720772	85720784	+	0.000	0.000	Merged-chr1-85720773-26
NR9994--MA1107.1.KLF9	chr11	49100589	49100601	-	0.000	0.000	Merged-chr11-49100506-9
NR23803--MA0599.1.KLF5	chr15	80264287	80264296	+	0.000	0.000	Merged-chr15-80264351-45
NR11489--MA0740.1.KLF14	chr11	85140178	85140191	-	0.000	0.000	Merged-chr11-85140096-67
NR12281--MA0741.1.KLF16	chr11	102284777	102284787	-	0.000	0.000	Merged-chr11-102284938-63
NR55513--MA1107.1.KLF9	chr6	54092922	54092934	+	0.000	0.000	Merged-chr6-54092801-44
NR15817--MA1107.1.KLF9	chr12	112673269	112673281	+	0.000	0.000	Merged-chr12-112673444-1
NR48758--MA0599.1.KLF5	chr4	149759719	149759728	-	0.000	0.000	Merged-chr4-149759725-31
NR43434--MA0599.1.KLF5	chr3	134339449	134339458	+	0.000	0.000	Merged-chr3-134339453-34
NR59985--MA0493.1.Klf1	chr7	31028758	31028768	+	0.000	0.000	Merged-chr7-31028766-21
NR44108--MA0741.1.KLF16	chr3	152152188	152152198	+	0.000	0.000	Merged-chr3-152152191-31
NR24614--MA0741.1.KLF16	chr15	98634714	98634724	+	0.000	0.000	Merged-chr15-98634819-42
NR743--MA0741.1.KLF16	chr1	52578326	52578336	+	0.000	0.000	Merged-chr1-52578518-39
NR35327--MA0741.1.KLF16	chr2	25422773	25422783	-	0.000	0.000	Merged-chr2-25422687-75
NR34919--MA0599.1.KLF5	chr2	13575063	13575072	+	0.000	0.000	Merged-chr2-13575035-10
NR23699--MA1107.1.KLF9	chr15	78835207	78835219	-	0.000	0.000	Merged-chr15-78835387-37
NR33647--MA0741.1.KLF16	chr19	31337343	31337353	-	0.000	0.000	Merged-chr19-31337298-1
NR41032--MA0741.1.KLF16	chr3	52677348	52677358	+	0.000	0.000	Merged-chr3-52677309-55
NR40817--MA1107.1.KLF9	chr3	37280943	37280955	-	0.000	0.000	Merged-chr3-37281103-32
NR16815--MA0741.1.KLF16	chr13	45917290	45917300	+	0.000	0.000	Merged-chr13-45917473-39
NR16339--MA0741.1.KLF16	chr13	23581489	23581499	+	0.000	0.000	Merged-chr13-23581680-55
NR67289--MA1107.1.KLF9	chr8	123065734	123065746	-	0.000	0.000	Merged-chr8-123065416-88
NR58384--MA0741.1.KLF16	chr6	142571413	142571423	-	0.000	0.000	Merged-chr6-142571386-44
NR71205--MA0039.3.KLF4	chr9	117896557	117896567	+	0.000	0.000	Merged-chr9-117896590-25
NR56191--MA1107.1.KLF9	chr6	87541368	87541380	+	0.000	0.000	Merged-chr6-87541310-26
NR54693--MA0599.1.KLF5	chr6	22424204	22424213	+	0.000	0.000	Merged-chr6-22424289-78
NR51964--MA1107.1.KLF9	chr5	112239855	112239867	-	0.000	0.000	Merged-chr5-112239781-12
NR3679--MA1107.1.KLF9	chr1	165816640	165816652	-	0.000	0.000	Merged-chr1-165816619-40
NR66893--MA1107.1.KLF9	chr8	117052561	117052573	-	0.000	0.000	Merged-chr8-117052612-3
NR35485--MA0599.1.KLF5	chr2	28640924	28640933	+	0.000	0.000	Merged-chr2-28641113-91
NR2506--MA0741.1.KLF16	chr1	133801282	133801292	-	0.000	0.000	Merged-chr1-133801271-79
NR35436--MA0741.1.KLF16	chr2	27009826	27009836	+	0.000	0.000	Merged-chr2-27009935-56
NR61221--MA0599.1.KLF5	chr7	80803351	80803360	+	0.000	0.000	Merged-chr7-80803211-85
NR25797--MA0740.1.KLF14	chr16	32812976	32812989	-	0.000	0.000	Merged-chr16-32813091-39
NR47685--MA1107.1.KLF9	chr4	132749038	132749050	-	0.000	0.000	Merged-chr4-132748989-25
NR63369--MA0493.1.Klf1	chr7	136255659	136255669	-	0.000	0.000	Merged-chr7-136255803-24
NR50445--MA0741.1.KLF16	chr5	54111080	54111090	+	0.000	0.000	Merged-chr5-54110931-21
NR12011--MA0493.1.Klf1	chr11	98457949	98457959	-	0.000	0.000	Merged-chr11-98457960-97
NR11601--MA1107.1.KLF9	chr11	88204244	88204256	+	0.000	0.000	Merged-chr11-88204255-77
NR51046--MA0039.3.KLF4	chr5	77167224	77167234	-	0.000	0.000	Merged-chr5-77167373-14
NR25692--MA0599.1.KLF5	chr16	29978035	29978044	-	0.000	0.000	Merged-chr16-29977874-22
NR67635--MA0599.1.KLF5	chr8	128595266	128595275	-	0.000	0.000	Merged-chr8-128595191-53
NR60770--MA0742.1.Klf12	chr7	63930350	63930364	+	0.000	0.000	Merged-chr7-63930287-48
NR27018--MA0741.1.KLF16	chr16	91588232	91588242	+	0.000	0.000	Merged-chr16-91588038-25
NR10486--MA0740.1.KLF14	chr11	60811332	60811345	+	0.000	0.000	Merged-chr11-60811220-49
NR23951--MA0599.1.KLF5	chr15	82224430	82224439	-	0.000	0.000	Merged-chr15-82224462-30
NR15705--MA0039.3.KLF4	chr12	110506241	110506251	-	0.000	0.000	Merged-chr12-110506270-12
NR12925--MA0599.1.KLF5	chr11	116138894	116138903	+	0.000	0.000	Merged-chr11-116138884-66
NR13046--MA0742.1.Klf12	chr11	117611226	117611240	+	0.000	0.000	Merged-chr11-117611199-52
NR65466--MA0740.1.KLF14	chr8	71665695	71665708	-	0.000	0.000	Merged-chr8-71665590-47
NR10302--MA0599.1.KLF5	chr11	57664956	57664965	-	0.000	0.000	Merged-chr11-57664898-25
NR46683--MA0740.1.KLF14	chr4	108071455	108071468	+	0.000	0.000	Merged-chr4-108071343-55
NR47336--MA1107.1.KLF9	chr4	126260940	126260952	-	0.000	0.000	Merged-chr4-126260949-19
NR69247--MA0742.1.Klf12	chr9	66593175	66593189	+	0.000	0.000	Merged-chr9-66593034-105
NR23118--MA0493.1.Klf1	chr15	60120108	60120118	-	0.000	0.000	Merged-chr15-60120172-38
NR49884--MA0599.1.KLF5	chr5	31602559	31602568	-	0.000	0.000	Merged-chr5-31602596-35
NR60804--MA0657.1.KLF13	chr7	64043086	64043103	-	0.000	0.000	Merged-chr7-64043125-48
NR20234--MA0741.1.KLF16	chr14	52343664	52343674	+	0.000	0.000	Merged-chr14-52343445-41
NR69027--MA0599.1.KLF5	chr9	60998295	60998304	-	0.000	0.000	Merged-chr9-60998373-9
NR33942--MA0740.1.KLF14	chr19	41597370	41597383	-	0.000	0.000	Merged-chr19-41597559-38
NR4861--MA0741.1.KLF16	chr1	191999184	191999194	-	0.000	0.000	Merged-chr1-191999183-26
NR54451--MA0493.1.Klf1	chr6	3183402	3183412	-	0.000	0.000	Merged-chr6-3183386-125
NR26092--MA0493.1.Klf1	chr16	44337718	44337728	-	0.000	0.000	Merged-chr16-44337753-20
NR20314--MA0493.1.Klf1	chr14	54146702	54146712	+	0.000	0.000	Merged-chr14-54146707-32
NR12141--MA0493.1.Klf1	chr11	100411933	100411943	+	0.000	0.000	Merged-chr11-100411934-13
NR11946--MA1107.1.KLF9	chr11	97719314	97719326	+	0.000	0.000	Merged-chr11-97719070-35
NR41080--MA0599.1.KLF5	chr3	54567655	54567664	+	0.000	0.000	Merged-chr3-54567528-25
NR33355--MA0741.1.KLF16	chr19	11517006	11517016	+	0.000	0.000	Merged-chr19-11516991-67
NR60117--MA1107.1.KLF9	chr7	37978641	37978653	+	0.000	0.000	Merged-chr7-37978660-9
NR32998--MA1107.1.KLF9	chr19	5273112	5273124	-	0.000	0.000	Merged-chr19-5273188-67
NR26660--MA1107.1.KLF9	chr16	75909016	75909028	-	0.000	0.000	Merged-chr16-75909090-59
NR11195--MA0599.1.KLF5	chr11	78094720	78094729	-	0.000	0.000	Merged-chr11-78094778-43
NR57263--MA0039.3.KLF4	chr6	120264383	120264393	-	0.000	0.000	Merged-chr6-120264409-18
NR58634--MA0741.1.KLF16	chr6	146725225	146725235	+	0.000	0.000	Merged-chr6-146725139-81
NR65366--MA0599.1.KLF5	chr8	70806707	70806716	+	0.000	0.000	Merged-chr8-70806772-33
NR12860--MA0740.1.KLF14	chr11	115603928	115603941	-	0.000	0.000	Merged-chr11-115603871-66
NR5403--MA0493.1.Klf1	chr10	21188024	21188034	+	0.000	0.000	Merged-chr10-21187975-21
NR14867--MA0493.1.Klf1	chr12	85973778	85973788	+	0.000	0.000	Merged-chr12-85973794-44
NR14787--MA0599.1.KLF5	chr12	84218646	84218655	+	0.000	0.000	Merged-chr12-84218783-53
NR65490--MA1107.1.KLF9	chr8	71668273	71668285	-	0.000	0.000	Merged-chr8-71668308-31
NR13011--MA1107.1.KLF9	chr11	117299851	117299863	-	0.000	0.000	Merged-chr11-117299965-22
NR48351--MA0599.1.KLF5	chr4	141148500	141148509	+	0.000	0.000	Merged-chr4-141148544-3
NR60774--MA0741.1.KLF16	chr7	63930351	63930361	+	0.000	0.000	Merged-chr7-63930287-48
NR11833--MA0741.1.KLF16	chr11	95834562	95834572	+	0.000	0.000	Merged-chr11-95834511-50
NR66889--MA1107.1.KLF9	chr8	117052553	117052565	-	0.000	0.000	Merged-chr8-117052612-3
NR11396--MA0493.1.Klf1	chr11	82214556	82214566	-	0.000	0.000	Merged-chr11-82214647-44
NR1522--MA1107.1.KLF9	chr1	86415831	86415843	+	0.000	0.000	Merged-chr1-86415733-84
NR13357--MA0599.1.KLF5	chr12	4065644	4065653	+	0.000	0.000	Merged-chr12-4065716-30
NR56867--MA0742.1.Klf12	chr6	108665781	108665795	+	0.000	0.000	Merged-chr6-108665749-34
NR59346--MA0599.1.KLF5	chr7	19790020	19790029	+	0.000	0.000	Merged-chr7-19790098-49
NR48659--MA1107.1.KLF9	chr4	148060462	148060474	+	0.000	0.000	Merged-chr4-148060529-23
NR39602--MA1107.1.KLF9	chr2	166786851	166786863	-	0.000	0.000	Merged-chr2-166786664-60
NR16043--MA0039.3.KLF4	chr12	118424068	118424078	-	0.000	0.000	Merged-chr12-118424167-25
NR16935--MA0493.1.Klf1	chr13	51748283	51748293	+	0.000	0.000	Merged-chr13-51748371-46
NR46918--MA1107.1.KLF9	chr4	116168772	116168784	+	0.000	0.000	Merged-chr4-116168946-31
NR35048--MA0741.1.KLF16	chr2	18524633	18524643	-	0.000	0.000	Merged-chr2-18524516-29
NR63858--MA0599.1.KLF5	chr7	143724083	143724092	+	0.000	0.000	Merged-chr7-143724096-15
NR43251--MA0599.1.KLF5	chr3	130691423	130691432	+	0.000	0.000	Merged-chr3-130691489-97
NR50646--MA0039.3.KLF4	chr5	64651650	64651660	-	0.000	0.000	Merged-chr5-64651532-36
NR47592--MA0493.1.Klf1	chr4	130899883	130899893	-	0.000	0.000	Merged-chr4-130900085-53
NR54288--MA0741.1.KLF16	chr5	149246287	149246297	+	0.000	0.000	Merged-chr5-149246178-51
NR55470--MA0599.1.KLF5	chr6	52962623	52962632	-	0.000	0.000	Merged-chr6-52962536-54
NR45389--MA0039.3.KLF4	chr4	47251263	47251273	+	0.000	0.000	Merged-chr4-47251279-48
NR52956--MA1107.1.KLF9	chr5	129908533	129908545	-	0.000	0.000	Merged-chr5-129908644-57
NR47934--MA0741.1.KLF16	chr4	135168279	135168289	+	0.000	0.000	Merged-chr4-135168211-13
NR61789--MA1107.1.KLF9	chr7	101634556	101634568	-	0.000	0.000	Merged-chr7-101634721-37
NR60806--MA0741.1.KLF16	chr7	64043091	64043101	-	0.000	0.000	Merged-chr7-64043125-48
NR52741--MA1107.1.KLF9	chr5	125052282	125052294	+	0.000	0.000	Merged-chr5-125052528-23
NR41039--MA1107.1.KLF9	chr3	52732159	52732171	+	0.000	0.000	Merged-chr3-52732187-17
NR62786--MA0599.1.KLF5	chr7	127144674	127144683	+	0.000	0.000	Merged-chr7-127144596-50
NR8448--MA0039.3.KLF4	chr10	118470797	118470807	-	0.000	0.000	Merged-chr10-118470709-40
NR2712--MA0742.1.Klf12	chr1	136707559	136707573	-	0.000	0.000	Merged-chr1-136707647-26
NR28946--MA0741.1.KLF16	chr17	37046869	37046879	+	0.000	0.000	Merged-chr17-37046853-1
NR54255--MA0599.1.KLF5	chr5	148489466	148489475	-	0.000	0.000	Merged-chr5-148489625-52
NR17339--MA0039.3.KLF4	chr13	63189528	63189538	-	0.000	0.000	Merged-chr13-63189715-33
