#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval0.3-log2fc0.5_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval0.3-log2fc0.5_dn.bed
NR8366--MA0684.1.RUNX3	chr6	130031808	130031817	+	0.000	0.000	Merged-chr6-130031811-45
NR5432--MA0002.2.RUNX1	chr2	72365426	72365436	+	0.000	0.000	Merged-chr2-72365558-19
NR2011--MA0511.2.RUNX2	chr12	33129764	33129772	-	0.000	0.000	Merged-chr12-33129599-30
NR8489--MA0002.2.RUNX1	chr6	146434552	146434562	-	0.000	0.000	Merged-chr6-146434496-35
NR7635--MA0002.2.RUNX1	chr5	115085000	115085010	+	0.000	0.000	Merged-chr5-115085067-14
NR6272--MA0684.1.RUNX3	chr3	106996465	106996474	+	0.000	0.000	Merged-chr3-106996369-21
NR2805--MA0511.2.RUNX2	chr13	98803941	98803949	+	0.000	0.000	Merged-chr13-98803850-12
NR8203--MA0002.2.RUNX1	chr6	108717915	108717925	+	0.000	0.000	Merged-chr6-108717791-30
NR261--MA0511.2.RUNX2	chr1	80015619	80015627	-	0.000	0.000	Merged-chr1-80015644-32
NR4909--MA0002.2.RUNX1	chr19	8592422	8592432	-	0.000	0.000	Merged-chr19-8592238-38
NR8332--MA0684.1.RUNX3	chr6	127617437	127617446	+	0.000	0.000	Merged-chr6-127617353-34
NR4052--MA0511.2.RUNX2	chr16	91789929	91789937	+	0.000	0.000	Merged-chr16-91789935-50
NR4989--MA0511.2.RUNX2	chr19	32266644	32266652	+	0.000	0.000	Merged-chr19-32266743-101
NR1710--MA0684.1.RUNX3	chr11	77519247	77519256	-	0.000	0.000	Merged-chr11-77519189-54
NR3765--MA0002.2.RUNX1	chr16	14088506	14088516	+	0.000	0.000	Merged-chr16-14088440-49
NR8088--MA0002.2.RUNX1	chr6	87395086	87395096	+	0.000	0.000	Merged-chr6-87395104-19
NR337--MA0002.2.RUNX1	chr1	94048234	94048244	-	0.000	0.000	Merged-chr1-94048267-32
NR9990--MA0002.2.RUNX1	chr9	116214505	116214515	+	0.000	0.000	Merged-chr9-116214567-36
NR2325--MA0684.1.RUNX3	chr12	111442586	111442595	-	0.000	0.000	Merged-chr12-111442481-10
NR4528--MA0684.1.RUNX3	chr18	10742979	10742988	-	0.000	0.000	Merged-chr18-10742937-26
NR8197--MA0002.2.RUNX1	chr6	108318369	108318379	+	0.000	0.000	Merged-chr6-108318445-25
NR1832--MA0684.1.RUNX3	chr11	108036817	108036826	+	0.000	0.000	Merged-chr11-108036756-13
NR6155--MA0684.1.RUNX3	chr3	88452427	88452436	+	0.000	0.000	Merged-chr3-88452451-33
NR2146--MA0511.2.RUNX2	chr12	82394383	82394391	+	0.000	0.000	Merged-chr12-82394298-69
NR2417--MA0511.2.RUNX2	chr13	5847055	5847063	+	0.000	0.000	Merged-chr13-5847113-25
NR8371--MA0511.2.RUNX2	chr6	130387068	130387076	+	0.000	0.000	Merged-chr6-130387166-57
NR144--MA0511.2.RUNX2	chr1	51572884	51572892	-	0.000	0.000	Merged-chr1-51572755-47
NR3996--MA0002.2.RUNX1	chr16	78546726	78546736	-	0.000	0.000	Merged-chr16-78546881-68
NR1650--MA0002.2.RUNX1	chr11	62494961	62494971	-	0.000	0.000	Merged-chr11-62495019-47
NR9764--MA0002.2.RUNX1	chr9	79919425	79919435	-	0.000	0.000	Merged-chr9-79919473-56
NR5262--MA0002.2.RUNX1	chr2	29632143	29632153	-	0.000	0.000	Merged-chr2-29632325-58
NR3710--MA0002.2.RUNX1	chr15	100461456	100461466	+	0.000	0.000	Merged-chr15-100461368-57
NR8033--MA0002.2.RUNX1	chr6	70830906	70830916	+	0.000	0.000	Merged-chr6-70831056-63
NR1811--MA0684.1.RUNX3	chr11	104582881	104582890	-	0.000	0.000	Merged-chr11-104582835-39
NR6405--MA0684.1.RUNX3	chr3	133506492	133506501	+	0.000	0.000	Merged-chr3-133506515-24
NR1523--MA0511.2.RUNX2	chr11	16988016	16988024	+	0.000	0.000	Merged-chr11-16987963-24
NR4629--MA0684.1.RUNX3	chr18	39282250	39282259	+	0.000	0.000	Merged-chr18-39282313-47
NR2012--MA0684.1.RUNX3	chr12	33129763	33129772	-	0.000	0.000	Merged-chr12-33129599-30
NR1980--MA0511.2.RUNX2	chr12	21472602	21472610	-	0.000	0.000	Merged-chr12-21472738-21
NR1824--MA0684.1.RUNX3	chr11	106961728	106961737	+	0.000	0.000	Merged-chr11-106961822-47
NR9995--MA0002.2.RUNX1	chr9	116366366	116366376	-	0.000	0.000	Merged-chr9-116366334-59
NR9600--MA0002.2.RUNX1	chr9	43096539	43096549	-	0.000	0.000	Merged-chr9-43096353-58
NR7444--MA0002.2.RUNX1	chr5	77252315	77252325	-	0.000	0.000	Merged-chr5-77252339-67
NR8698--MA0684.1.RUNX3	chr7	72344532	72344541	-	0.000	0.000	Merged-chr7-72344400-34
NR7696--MA0002.2.RUNX1	chr5	124215134	124215144	-	0.000	0.000	Merged-chr5-124215011-42
NR10169--MA0511.2.RUNX2	chrX	85868244	85868252	+	0.000	0.000	Merged-chrX-85868335-21
NR2419--MA0002.2.RUNX1	chr13	5847065	5847075	-	0.000	0.000	Merged-chr13-5847113-25
NR3451--MA0684.1.RUNX3	chr15	37461457	37461466	+	0.000	0.000	Merged-chr15-37461428-38
NR2548--MA0684.1.RUNX3	chr13	37783871	37783880	+	0.000	0.000	Merged-chr13-37783892-22
NR1817--MA0002.2.RUNX1	chr11	106352128	106352138	+	0.000	0.000	Merged-chr11-106352092-27
NR2405--MA0684.1.RUNX3	chr12	118428539	118428548	-	0.000	0.000	Merged-chr12-118428603-36
NR1502--MA0511.2.RUNX2	chr11	10276429	10276437	-	0.000	0.000	Merged-chr11-10276392-45
NR6074--MA0002.2.RUNX1	chr3	68789751	68789761	-	0.000	0.000	Merged-chr3-68789660-34
NR4608--MA0684.1.RUNX3	chr18	36701977	36701986	-	0.000	0.000	Merged-chr18-36701992-26
NR4145--MA0511.2.RUNX2	chr17	12165580	12165588	+	0.000	0.000	Merged-chr17-12165459-54
NR7522--MA0511.2.RUNX2	chr5	100875965	100875973	+	0.000	0.000	Merged-chr5-100875815-38
NR6126--MA0684.1.RUNX3	chr3	84022995	84023004	+	0.000	0.000	Merged-chr3-84022944-34
NR1764--MA0002.2.RUNX1	chr11	94141817	94141827	-	0.000	0.000	Merged-chr11-94141772-16
NR1559--MA0002.2.RUNX1	chr11	30187397	30187407	+	0.000	0.000	Merged-chr11-30187397-59
NR2147--MA0684.1.RUNX3	chr12	82394383	82394392	+	0.000	0.000	Merged-chr12-82394298-69
NR6186--MA0511.2.RUNX2	chr3	94375473	94375481	-	0.000	0.000	Merged-chr3-94375656-27
NR4111--MA0511.2.RUNX2	chr17	6008219	6008227	-	0.000	0.000	Merged-chr17-6008372-53
NR6358--MA0002.2.RUNX1	chr3	126690814	126690824	+	0.000	0.000	Merged-chr3-126690917-48
NR1416--MA0002.2.RUNX1	chr10	121189372	121189382	+	0.000	0.000	Merged-chr10-121189304-59
NR6314--MA0511.2.RUNX2	chr3	115692546	115692554	+	0.000	0.000	Merged-chr3-115692552-34
NR9864--MA0684.1.RUNX3	chr9	94993757	94993766	+	0.000	0.000	Merged-chr9-94993790-30
NR9672--MA0511.2.RUNX2	chr9	56104474	56104482	+	0.000	0.000	Merged-chr9-56104454-58
NR9450--MA0684.1.RUNX3	chr8	122530696	122530705	-	0.000	0.000	Merged-chr8-122530722-16
NR3761--MA0511.2.RUNX2	chr16	14088468	14088476	-	0.000	0.000	Merged-chr16-14088440-49
NR9573--MA0002.2.RUNX1	chr9	32628884	32628894	+	0.000	0.000	Merged-chr9-32628980-21
NR2779--MA0684.1.RUNX3	chr13	93764721	93764730	+	0.000	0.000	Merged-chr13-93764810-22
NR3457--MA0002.2.RUNX1	chr15	38602935	38602945	-	0.000	0.000	Merged-chr15-38603137-3
NR3728--MA0002.2.RUNX1	chr15	102722147	102722157	+	0.000	0.000	Merged-chr15-102722024-72
NR5821--MA0511.2.RUNX2	chr2	166610501	166610509	+	0.000	0.000	Merged-chr2-166610595-30
NR7753--MA0511.2.RUNX2	chr5	136460078	136460086	+	0.000	0.000	Merged-chr5-136460136-37
NR1809--MA0002.2.RUNX1	chr11	104582880	104582890	+	0.000	0.000	Merged-chr11-104582835-39
NR8368--MA0511.2.RUNX2	chr6	130237896	130237904	+	0.000	0.000	Merged-chr6-130237898-58
NR9966--MA0002.2.RUNX1	chr9	114787859	114787869	+	0.000	0.000	Merged-chr9-114787935-34
NR1899--MA0002.2.RUNX1	chr11	119166074	119166084	+	0.000	0.000	Merged-chr11-119166198-51
NR1855--MA0511.2.RUNX2	chr11	109790431	109790439	-	0.000	0.000	Merged-chr11-109790418-22
NR5116--MA0002.2.RUNX1	chr19	57113350	57113360	-	0.000	0.000	Merged-chr19-57113185-31
NR1904--MA0684.1.RUNX3	chr11	119385129	119385138	+	0.000	0.000	Merged-chr11-119385060-32
NR6079--MA0002.2.RUNX1	chr3	69142549	69142559	-	0.000	0.000	Merged-chr3-69142731-30
NR9390--MA0002.2.RUNX1	chr8	111976525	111976535	-	0.000	0.000	Merged-chr8-111976573-47
NR9856--MA0684.1.RUNX3	chr9	94441585	94441594	+	0.000	0.000	Merged-chr9-94441414-62
NR1389--MA0002.2.RUNX1	chr10	118469299	118469309	+	0.000	0.000	Merged-chr10-118469177-44
NR2248--MA0684.1.RUNX3	chr12	99468132	99468141	+	0.000	0.000	Merged-chr12-99468213-62
NR3797--MA0002.2.RUNX1	chr16	23328327	23328337	+	0.000	0.000	Merged-chr16-23328334-50
NR2105--MA0684.1.RUNX3	chr12	73593511	73593520	+	0.000	0.000	Merged-chr12-73593577-88
NR4193--MA0511.2.RUNX2	chr17	25248490	25248498	+	0.000	0.000	Merged-chr17-25248347-49
NR7014--MA0002.2.RUNX1	chr4	126256483	126256493	+	0.000	0.000	Merged-chr4-126256366-61
NR7570--MA0511.2.RUNX2	chr5	105840059	105840067	-	0.000	0.000	Merged-chr5-105840151-44
NR7636--MA0511.2.RUNX2	chr5	115516845	115516853	+	0.000	0.000	Merged-chr5-115516638-85
NR1103--MA0002.2.RUNX1	chr10	68040165	68040175	-	0.000	0.000	Merged-chr10-68039987-57
NR7266--MA0002.2.RUNX1	chr5	21030384	21030394	+	0.000	0.000	Merged-chr5-21030379-15
NR941--MA0002.2.RUNX1	chr10	21976437	21976447	+	0.000	0.000	Merged-chr10-21976372-39
NR1626--MA0002.2.RUNX1	chr11	55031376	55031386	-	0.000	0.000	Merged-chr11-55031517-56
NR1484--MA0684.1.RUNX3	chr11	4206049	4206058	+	0.000	0.000	Merged-chr11-4206247-48
NR8820--MA0002.2.RUNX1	chr7	101060674	101060684	+	0.000	0.000	Merged-chr7-101060728-39
NR3558--MA0002.2.RUNX1	chr15	74935318	74935328	-	0.000	0.000	Merged-chr15-74935411-23
NR9578--MA0002.2.RUNX1	chr9	32815742	32815752	-	0.000	0.000	Merged-chr9-32815663-32
NR5823--MA0002.2.RUNX1	chr2	166610501	166610511	-	0.000	0.000	Merged-chr2-166610595-30
NR6206--MA0684.1.RUNX3	chr3	95722626	95722635	-	0.000	0.000	Merged-chr3-95722546-39
NR1516--MA0684.1.RUNX3	chr11	14142622	14142631	-	0.000	0.000	Merged-chr11-14142731-31
NR1368--MA0002.2.RUNX1	chr10	117898610	117898620	-	0.000	0.000	Merged-chr10-117898542-54
NR6266--MA0511.2.RUNX2	chr3	105900027	105900035	+	0.000	0.000	Merged-chr3-105899940-9
NR4238--MA0511.2.RUNX2	chr17	34896559	34896567	+	0.000	0.000	Merged-chr17-34896478-26
NR7615--MA0511.2.RUNX2	chr5	113830596	113830604	-	0.000	0.000	Merged-chr5-113830533-46
NR9673--MA0684.1.RUNX3	chr9	56104474	56104483	+	0.000	0.000	Merged-chr9-56104454-58
NR8326--MA0511.2.RUNX2	chr6	127302987	127302995	+	0.000	0.000	Merged-chr6-127302896-25
NR1162--MA0511.2.RUNX2	chr10	77520645	77520653	+	0.000	0.000	Merged-chr10-77520752-38
NR5294--MA0002.2.RUNX1	chr2	35412450	35412460	-	0.000	0.000	Merged-chr2-35412302-68
NR920--MA0002.2.RUNX1	chr10	18917547	18917557	-	0.000	0.000	Merged-chr10-18917466-61
NR1605--MA0002.2.RUNX1	chr11	51931919	51931929	-	0.000	0.000	Merged-chr11-51931974-36
NR7182--MA0511.2.RUNX2	chr4	151977978	151977986	-	0.000	0.000	Merged-chr4-151978013-24
NR5469--MA0002.2.RUNX1	chr2	79227895	79227905	-	0.000	0.000	Merged-chr2-79227897-44
NR824--MA0002.2.RUNX1	chr1	191780421	191780431	-	0.000	0.000	Merged-chr1-191780513-20
NR9828--MA0002.2.RUNX1	chr9	86624344	86624354	+	0.000	0.000	Merged-chr9-86624608-86
NR9513--MA0511.2.RUNX2	chr9	5298620	5298628	-	0.000	0.000	Merged-chr9-5298744-86
NR1638--MA0684.1.RUNX3	chr11	58017538	58017547	-	0.000	0.000	Merged-chr11-58017541-22
NR3917--MA0002.2.RUNX1	chr16	51767801	51767811	-	0.000	0.000	Merged-chr16-51767896-20
NR1380--MA0511.2.RUNX2	chr10	118407016	118407024	+	0.000	0.000	Merged-chr10-118407091-36
NR1922--MA0511.2.RUNX2	chr11	121475787	121475795	-	0.000	0.000	Merged-chr11-121475688-49
NR3503--MA0002.2.RUNX1	chr15	53235522	53235532	-	0.000	0.000	Merged-chr15-53235617-41
NR1281--MA0002.2.RUNX1	chr10	95266290	95266300	-	0.000	0.000	Merged-chr10-95266356-28
NR5041--MA0684.1.RUNX3	chr19	41354448	41354457	-	0.000	0.000	Merged-chr19-41354593-71
NR5978--MA0684.1.RUNX3	chr3	28244427	28244436	-	0.000	0.000	Merged-chr3-28244555-21
NR8098--MA0684.1.RUNX3	chr6	88835196	88835205	+	0.000	0.000	Merged-chr6-88835222-14
NR2901--MA0002.2.RUNX1	chr13	113870521	113870531	+	0.000	0.000	Merged-chr13-113870669-48
NR4217--MA0511.2.RUNX2	chr17	29304535	29304543	+	0.000	0.000	Merged-chr17-29304449-24
NR1727--MA0002.2.RUNX1	chr11	80785971	80785981	-	0.000	0.000	Merged-chr11-80785938-31
NR3758--MA0511.2.RUNX2	chr16	14088428	14088436	-	0.000	0.000	Merged-chr16-14088440-49
NR1393--MA0511.2.RUNX2	chr10	118599819	118599827	+	0.000	0.000	Merged-chr10-118599644-70
NR1171--MA0684.1.RUNX3	chr10	78345838	78345847	+	0.000	0.000	Merged-chr10-78345751-13
NR1294--MA0002.2.RUNX1	chr10	96274204	96274214	+	0.000	0.000	Merged-chr10-96274144-52
NR1836--MA0002.2.RUNX1	chr11	108223122	108223132	+	0.000	0.000	Merged-chr11-108223138-56
NR10171--MA0684.1.RUNX3	chrX	85868244	85868253	+	0.000	0.000	Merged-chrX-85868335-21
NR1965--MA0684.1.RUNX3	chr12	16584080	16584089	+	0.000	0.000	Merged-chr12-16584018-49
NR532--MA0002.2.RUNX1	chr1	144355776	144355786	+	0.000	0.000	Merged-chr1-144355940-45
NR1151--MA0002.2.RUNX1	chr10	75429655	75429665	-	0.000	0.000	Merged-chr10-75429705-8
NR9536--MA0002.2.RUNX1	chr9	14296249	14296259	+	0.000	0.000	Merged-chr9-14296291-25
NR9665--MA0684.1.RUNX3	chr9	54612826	54612835	-	0.000	0.000	Merged-chr9-54612864-43
NR5828--MA0002.2.RUNX1	chr2	167363581	167363591	-	0.000	0.000	Merged-chr2-167363421-42
NR1598--MA0684.1.RUNX3	chr11	49978358	49978367	-	0.000	0.000	Merged-chr11-49978330-26
NR1869--MA0684.1.RUNX3	chr11	113194938	113194947	+	0.000	0.000	Merged-chr11-113194847-27
NR6983--MA0002.2.RUNX1	chr4	119812890	119812900	-	0.000	0.000	Merged-chr4-119812995-31
NR5957--MA0684.1.RUNX3	chr3	21965700	21965709	+	0.000	0.000	Merged-chr3-21965803-23
NR9330--MA0511.2.RUNX2	chr8	91082104	91082112	-	0.000	0.000	Merged-chr8-91082333-75
NR5395--MA0002.2.RUNX1	chr2	65133924	65133934	-	0.000	0.000	Merged-chr2-65133825-19
NR750--MA0002.2.RUNX1	chr1	181860899	181860909	+	0.000	0.000	Merged-chr1-181860828-54
NR9919--MA0511.2.RUNX2	chr9	108083386	108083394	-	0.000	0.000	Merged-chr9-108083224-47
NR73--MA0684.1.RUNX3	chr1	36025100	36025109	-	0.000	0.000	Merged-chr1-36025179-31
NR1709--MA0511.2.RUNX2	chr11	77519248	77519256	-	0.000	0.000	Merged-chr11-77519189-54
NR2149--MA0511.2.RUNX2	chr12	84361962	84361970	+	0.000	0.000	Merged-chr12-84361872-57
NR1468--MA0684.1.RUNX3	chr10	130439221	130439230	-	0.000	0.000	Merged-chr10-130439179-24
NR5112--MA0511.2.RUNX2	chr19	57055914	57055922	+	0.000	0.000	Merged-chr19-57055875-36
NR3333--MA0002.2.RUNX1	chr14	121999718	121999728	+	0.000	0.000	Merged-chr14-121999673-38
NR3128--MA0002.2.RUNX1	chr14	65113811	65113821	+	0.000	0.000	Merged-chr14-65113927-33
NR1719--MA0002.2.RUNX1	chr11	79670801	79670811	+	0.000	0.000	Merged-chr11-79670763-15
NR9767--MA0002.2.RUNX1	chr9	80070224	80070234	+	0.000	0.000	Merged-chr9-80070269-16
NR872--MA0002.2.RUNX1	chr10	8176542	8176552	+	0.000	0.000	Merged-chr10-8176500-34
NR1209--MA0002.2.RUNX1	chr10	85352752	85352762	+	0.000	0.000	Merged-chr10-85352707-44
NR7725--MA0684.1.RUNX3	chr5	130172532	130172541	-	0.000	0.000	Merged-chr5-130172555-2
NR6452--MA0002.2.RUNX1	chr3	142281311	142281321	-	0.000	0.000	Merged-chr3-142281213-32
NR7977--MA0684.1.RUNX3	chr6	54685313	54685322	-	0.000	0.000	Merged-chr6-54685260-34
NR5631--MA0684.1.RUNX3	chr2	128318463	128318472	+	0.000	0.000	Merged-chr2-128318457-15
NR5155--MA0684.1.RUNX3	chr2	3731499	3731508	-	0.000	0.000	Merged-chr2-3731526-64
NR1146--MA0511.2.RUNX2	chr10	75146224	75146232	-	0.000	0.000	Merged-chr10-75146347-53
NR6975--MA0002.2.RUNX1	chr4	118162239	118162249	-	0.000	0.000	Merged-chr4-118162293-29
NR7686--MA0002.2.RUNX1	chr5	122430271	122430281	-	0.000	0.000	Merged-chr5-122430278-22
NR7689--MA0511.2.RUNX2	chr5	123382150	123382158	+	0.000	0.000	Merged-chr5-123382042-18
NR3663--MA0511.2.RUNX2	chr15	93913639	93913647	+	0.000	0.000	Merged-chr15-93913565-49
NR1679--MA0002.2.RUNX1	chr11	73094866	73094876	+	0.000	0.000	Merged-chr11-73094669-63
NR4990--MA0002.2.RUNX1	chr19	32266644	32266654	-	0.000	0.000	Merged-chr19-32266743-101
NR7053--MA0684.1.RUNX3	chr4	134043265	134043274	+	0.000	0.000	Merged-chr4-134043155-17
NR7176--MA0002.2.RUNX1	chr4	150808643	150808653	+	0.000	0.000	Merged-chr4-150808794-106
NR9954--MA0511.2.RUNX2	chr9	114016573	114016581	+	0.000	0.000	Merged-chr9-114016465-30
NR6322--MA0002.2.RUNX1	chr3	116465928	116465938	+	0.000	0.000	Merged-chr3-116465927-56
NR1394--MA0684.1.RUNX3	chr10	118599819	118599828	+	0.000	0.000	Merged-chr10-118599644-70
NR3424--MA0511.2.RUNX2	chr15	35529530	35529538	-	0.000	0.000	Merged-chr15-35529547-26
NR9094--MA0684.1.RUNX3	chr7	143644145	143644154	+	0.000	0.000	Merged-chr7-143644190-29
NR9074--MA0002.2.RUNX1	chr7	141637454	141637464	+	0.000	0.000	Merged-chr7-141637525-19
NR963--MA0511.2.RUNX2	chr10	26799660	26799668	+	0.000	0.000	Merged-chr10-26799592-100
NR9696--MA0511.2.RUNX2	chr9	61670020	61670028	+	0.000	0.000	Merged-chr9-61669996-60
NR3163--MA0002.2.RUNX1	chr14	73123927	73123937	+	0.000	0.000	Merged-chr14-73124034-46
NR2975--MA0002.2.RUNX1	chr14	20168672	20168682	+	0.000	0.000	Merged-chr14-20168649-33
NR5637--MA0002.2.RUNX1	chr2	128470345	128470355	+	0.000	0.000	Merged-chr2-128470524-44
NR9331--MA0684.1.RUNX3	chr8	91082103	91082112	-	0.000	0.000	Merged-chr8-91082333-75
NR1806--MA0684.1.RUNX3	chr11	104361986	104361995	-	0.000	0.000	Merged-chr11-104361864-47
NR3338--MA0002.2.RUNX1	chr14	122186975	122186985	+	0.000	0.000	Merged-chr14-122187060-26
NR3689--MA0511.2.RUNX2	chr15	97836699	97836707	-	0.000	0.000	Merged-chr15-97837039-84
NR1343--MA0511.2.RUNX2	chr10	115363299	115363307	+	0.000	0.000	Merged-chr10-115363388-18
NR9662--MA0511.2.RUNX2	chr9	54612827	54612835	-	0.000	0.000	Merged-chr9-54612864-43
NR502--MA0684.1.RUNX3	chr1	138136673	138136682	+	0.000	0.000	Merged-chr1-138136631-55
NR7634--MA0511.2.RUNX2	chr5	115085002	115085010	-	0.000	0.000	Merged-chr5-115085067-14
NR10--MA0684.1.RUNX3	chr1	7147198	7147207	+	0.000	0.000	Merged-chr1-7147128-26
NR3699--MA0002.2.RUNX1	chr15	99008944	99008954	-	0.000	0.000	Merged-chr15-99008995-43
NR5064--MA0511.2.RUNX2	chr19	45998267	45998275	+	0.000	0.000	Merged-chr19-45998382-59
NR7393--MA0684.1.RUNX3	chr5	62772103	62772112	+	0.000	0.000	Merged-chr5-62772215-28
NR7809--MA0511.2.RUNX2	chr5	148678762	148678770	+	0.000	0.000	Merged-chr5-148678733-37
NR5587--MA0511.2.RUNX2	chr2	117447071	117447079	-	0.000	0.000	Merged-chr2-117447085-57
NR1257--MA0002.2.RUNX1	chr10	93171415	93171425	-	0.000	0.000	Merged-chr10-93171456-51
NR3764--MA0511.2.RUNX2	chr16	14088508	14088516	-	0.000	0.000	Merged-chr16-14088440-49
NR3337--MA0684.1.RUNX3	chr14	122063903	122063912	+	0.000	0.000	Merged-chr14-122063804-67
NR7376--MA0511.2.RUNX2	chr5	53509645	53509653	+	0.000	0.000	Merged-chr5-53509705-20
NR3189--MA0002.2.RUNX1	chr14	76569400	76569410	-	0.000	0.000	Merged-chr14-76569463-39
NR6837--MA0002.2.RUNX1	chr4	88046626	88046636	-	0.000	0.000	Merged-chr4-88046485-60
NR5474--MA0684.1.RUNX3	chr2	79550561	79550570	-	0.000	0.000	Merged-chr2-79550583-34
NR7819--MA0002.2.RUNX1	chr5	149246236	149246246	-	0.000	0.000	Merged-chr5-149246178-51
NR1309--MA0684.1.RUNX3	chr10	98776540	98776549	+	0.000	0.000	Merged-chr10-98776574-38
NR10114--MA0002.2.RUNX1	chrX	52760335	52760345	-	0.000	0.000	Merged-chrX-52760494-47
NR7405--MA0002.2.RUNX1	chr5	64819593	64819603	+	0.000	0.000	Merged-chr5-64819652-30
NR3717--MA0684.1.RUNX3	chr15	100706485	100706494	-	0.000	0.000	Merged-chr15-100706630-70
NR6946--MA0002.2.RUNX1	chr4	108371622	108371632	+	0.000	0.000	Merged-chr4-108371608-19
NR7329--MA0684.1.RUNX3	chr5	35166061	35166070	-	0.000	0.000	Merged-chr5-35166204-55
NR5378--MA0684.1.RUNX3	chr2	60845518	60845527	-	0.000	0.000	Merged-chr2-60845573-40
NR191--MA0684.1.RUNX3	chr1	61039367	61039376	-	0.000	0.000	Merged-chr1-61039499-28
NR9195--MA0684.1.RUNX3	chr8	33663503	33663512	+	0.000	0.000	Merged-chr8-33663493-16
NR7408--MA0511.2.RUNX2	chr5	65737571	65737579	+	0.000	0.000	Merged-chr5-65737481-18
NR10223--MA0002.2.RUNX1	chrX	142792337	142792347	+	0.000	0.000	Merged-chrX-142792362-24
NR4647--MA0002.2.RUNX1	chr18	43493103	43493113	+	0.000	0.000	Merged-chr18-43493033-11
NR171--MA0002.2.RUNX1	chr1	58301377	58301387	-	0.000	0.000	Merged-chr1-58301246-36
NR6370--MA0002.2.RUNX1	chr3	127891922	127891932	+	0.000	0.000	Merged-chr3-127892051-37
NR1335--MA0511.2.RUNX2	chr10	111562798	111562806	+	0.000	0.000	Merged-chr10-111562842-26
NR5119--MA0002.2.RUNX1	chr19	57119827	57119837	-	0.000	0.000	Merged-chr19-57119872-11
NR1636--MA0684.1.RUNX3	chr11	57911898	57911907	+	0.000	0.000	Merged-chr11-57911963-18
NR3439--MA0002.2.RUNX1	chr15	36650165	36650175	+	0.000	0.000	Merged-chr15-36650116-39
NR6750--MA0002.2.RUNX1	chr4	53920804	53920814	-	0.000	0.000	Merged-chr4-53920761-26
NR5261--MA0511.2.RUNX2	chr2	29632143	29632151	+	0.000	0.000	Merged-chr2-29632325-58
NR4994--MA0684.1.RUNX3	chr19	32275797	32275806	+	0.000	0.000	Merged-chr19-32275869-3
NR9459--MA0002.2.RUNX1	chr8	124242428	124242438	+	0.000	0.000	Merged-chr8-124242348-54
NR3425--MA0684.1.RUNX3	chr15	35529529	35529538	-	0.000	0.000	Merged-chr15-35529547-26
NR663--MA0511.2.RUNX2	chr1	165691743	165691751	+	0.000	0.000	Merged-chr1-165691684-32
NR9045--MA0002.2.RUNX1	chr7	139197238	139197248	-	0.000	0.000	Merged-chr7-139197222-17
NR3--MA0511.2.RUNX2	chr1	6467288	6467296	-	0.000	0.000	Merged-chr1-6467226-38
NR2281--MA0684.1.RUNX3	chr12	103116834	103116843	+	0.000	0.000	Merged-chr12-103116842-39
NR3756--MA0511.2.RUNX2	chr16	14088391	14088399	-	0.000	0.000	Merged-chr16-14088440-49
NR9697--MA0684.1.RUNX3	chr9	61670020	61670029	+	0.000	0.000	Merged-chr9-61669996-60
NR2803--MA0002.2.RUNX1	chr13	98803826	98803836	-	0.000	0.000	Merged-chr13-98803850-12
NR197--MA0002.2.RUNX1	chr1	64508647	64508657	+	0.000	0.000	Merged-chr1-64508658-48
NR8300--MA0002.2.RUNX1	chr6	122826642	122826652	+	0.000	0.000	Merged-chr6-122826486-57
NR1314--MA0511.2.RUNX2	chr10	98897685	98897693	-	0.000	0.000	Merged-chr10-98897679-33
NR8823--MA0002.2.RUNX1	chr7	101634590	101634600	+	0.000	0.000	Merged-chr7-101634721-37
NR1196--MA0002.2.RUNX1	chr10	83719013	83719023	+	0.000	0.000	Merged-chr10-83719047-59
NR10215--MA0002.2.RUNX1	chrX	136986279	136986289	+	0.000	0.000	Merged-chrX-136986316-28
NR3276--MA0684.1.RUNX3	chr14	105240288	105240297	-	0.000	0.000	Merged-chr14-105240325-24
NR8727--MA0002.2.RUNX1	chr7	79262666	79262676	-	0.000	0.000	Merged-chr7-79262630-29
NR4973--MA0684.1.RUNX3	chr19	21897584	21897593	-	0.000	0.000	Merged-chr19-21897533-47
NR5035--MA0511.2.RUNX2	chr19	40300140	40300148	+	0.000	0.000	Merged-chr19-40300210-18
NR2151--MA0684.1.RUNX3	chr12	84361962	84361971	+	0.000	0.000	Merged-chr12-84361872-57
NR785--MA0511.2.RUNX2	chr1	187228921	187228929	-	0.000	0.000	Merged-chr1-187228770-56
NR10218--MA0511.2.RUNX2	chrX	140505939	140505947	+	0.000	0.000	Merged-chrX-140506133-71
NR7443--MA0511.2.RUNX2	chr5	77252315	77252323	+	0.000	0.000	Merged-chr5-77252339-67
NR2131--MA0002.2.RUNX1	chr12	79381722	79381732	-	0.000	0.000	Merged-chr12-79381630-18
