#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval0.3-log2fc0.5_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval0.3-log2fc0.5_dn.bed
NR9323--MA0117.2.Mafb	chr5	67395571	67395582	-	0.000	0.000	Merged-chr5-67395507-40
NR10726--MA0591.1.Bach1::Mafk	chr6	145135502	145135516	-	0.000	0.000	Merged-chr6-145135361-11
NR12040--MA0591.1.Bach1::Mafk	chr8	122772828	122772842	-	0.000	0.000	Merged-chr8-122772813-21
NR11046--MA0089.1.MAFG::NFE2L1	chr7	67421999	67422004	-	0.000	0.000	Merged-chr7-67421949-40
NR4933--MA0089.1.MAFG::NFE2L1	chr16	36989704	36989709	+	0.000	0.000	Merged-chr16-36989738-26
NR9330--MA0496.2.MAFK	chr5	67404582	67404600	-	0.000	0.000	Merged-chr5-67404737-28
NR12298--MA0591.1.Bach1::Mafk	chr9	44999341	44999355	+	0.000	0.000	Merged-chr9-44999415-9
NR5110--MA0501.1.MAF::NFE2	chr16	76763190	76763204	-	0.000	0.000	Merged-chr16-76763076-33
NR10606--MA0089.1.MAFG::NFE2L1	chr6	140466497	140466502	-	0.000	0.000	Merged-chr6-140466408-37
NR2396--MA0089.1.MAFG::NFE2L1	chr11	108068696	108068701	-	0.000	0.000	Merged-chr11-108068595-28
NR9373--MA0659.1.MAFG	chr5	74471049	74471069	-	0.000	0.000	Merged-chr5-74471085-11
NR1826--MA0501.1.MAF::NFE2	chr10	126936060	126936074	-	0.000	0.000	Merged-chr10-126935963-18
NR6857--MA0501.1.MAF::NFE2	chr2	80268278	80268292	-	0.000	0.000	Merged-chr2-80268215-10
NR4126--MA0591.1.Bach1::Mafk	chr14	73170121	73170135	+	0.000	0.000	Merged-chr14-73170198-47
NR10859--MA0496.2.MAFK	chr7	25107336	25107354	+	0.000	0.000	Merged-chr7-25107253-25
NR1741--MA0089.1.MAFG::NFE2L1	chr10	118166252	118166257	+	0.000	0.000	Merged-chr10-118166257-15
NR12073--MA0089.1.MAFG::NFE2L1	chr8	124843028	124843033	-	0.000	0.000	Merged-chr8-124843002-14
NR2381--MA0089.1.MAFG::NFE2L1	chr11	106493418	106493423	-	0.000	0.000	Merged-chr11-106493297-20
NR9700--MA0117.2.Mafb	chr5	120831390	120831401	+	0.000	0.000	Merged-chr5-120831228-43
NR9362--MA0496.2.MAFK	chr5	74456859	74456877	+	0.000	0.000	Merged-chr5-74456993-19
NR8450--MA0501.1.MAF::NFE2	chr4	24569373	24569387	-	0.000	0.000	Merged-chr4-24569297-30
NR3133--MA0089.1.MAFG::NFE2L1	chr12	116269745	116269750	-	0.000	0.000	Merged-chr12-116269685-29
NR2015--MA0089.1.MAFG::NFE2L1	chr11	50134602	50134607	+	0.000	0.000	Merged-chr11-50134469-13
NR9539--MA0089.1.MAFG::NFE2L1	chr5	100466778	100466783	+	0.000	0.000	Merged-chr5-100466890-43
NR2658--MA0659.1.MAFG	chr12	31997008	31997028	+	0.000	0.000	Merged-chr12-31997107-37
NR4894--MA0501.1.MAF::NFE2	chr16	30024847	30024861	-	0.000	0.000	Merged-chr16-30024852-47
NR3131--MA0591.1.Bach1::Mafk	chr12	116269657	116269671	-	0.000	0.000	Merged-chr12-116269685-29
NR11724--MA0501.1.MAF::NFE2	chr8	57660444	57660458	-	0.000	0.000	Merged-chr8-57660259-14
NR9318--MA0591.1.Bach1::Mafk	chr5	66137399	66137413	+	0.000	0.000	Merged-chr5-66137441-17
NR5809--MA0089.1.MAFG::NFE2L1	chr18	35848621	35848626	+	0.000	0.000	Merged-chr18-35848691-1
NR3627--MA0117.2.Mafb	chr13	99395132	99395143	-	0.000	0.000	Merged-chr13-99395160-4
NR12312--MA0117.2.Mafb	chr9	50836359	50836370	-	0.000	0.000	Merged-chr9-50836533-61
NR10262--MA0117.2.Mafb	chr6	90746481	90746492	+	0.000	0.000	Merged-chr6-90746372-25
NR3298--MA0496.2.MAFK	chr13	24515260	24515278	-	0.000	0.000	Merged-chr13-24515324-15
NR4651--MA0089.1.MAFG::NFE2L1	chr15	80619974	80619979	+	0.000	0.000	Merged-chr15-80619928-23
NR8087--MA0117.2.Mafb	chr3	130803898	130803909	-	0.000	0.000	Merged-chr3-130803996-20
NR3947--MA0591.1.Bach1::Mafk	chr14	27351647	27351661	+	0.000	0.000	Merged-chr14-27351647-44
NR10992--MA0089.1.MAFG::NFE2L1	chr7	51917018	51917023	-	0.000	0.000	Merged-chr7-51916961-18
NR12682--MA0495.2.MAFF	chr9	107629890	107629910	-	0.000	0.000	Merged-chr9-107629977-18
NR2228--MA0089.1.MAFG::NFE2L1	chr11	83060609	83060614	+	0.000	0.000	Merged-chr11-83060592-20
NR10513--MA0089.1.MAFG::NFE2L1	chr6	127575435	127575440	-	0.000	0.000	Merged-chr6-127575169-36
NR4070--MA0496.2.MAFK	chr14	64434221	64434239	+	0.000	0.000	Merged-chr14-64434245-45
NR1589--MA0089.1.MAFG::NFE2L1	chr10	95179109	95179114	+	0.000	0.000	Merged-chr10-95179066-28
NR11585--MA0591.1.Bach1::Mafk	chr7	143666886	143666900	+	0.000	0.000	Merged-chr7-143666979-29
NR3459--MA0089.1.MAFG::NFE2L1	chr13	63541683	63541688	+	0.000	0.000	Merged-chr13-63541673-31
NR3205--MA0495.2.MAFF	chr13	9082703	9082723	-	0.000	0.000	Merged-chr13-9082570-19
NR12454--MA0495.2.MAFF	chr9	78593280	78593300	+	0.000	0.000	Merged-chr9-78593326-11
NR9088--MA0659.1.MAFG	chr5	3358936	3358956	-	0.000	0.000	Merged-chr5-3358967-15
NR10914--MA0496.2.MAFK	chr7	30000837	30000855	-	0.000	0.000	Merged-chr7-30000834-5
NR12471--MA0089.1.MAFG::NFE2L1	chr9	79970812	79970817	+	0.000	0.000	Merged-chr9-79970896-33
NR325--MA0089.1.MAFG::NFE2L1	chr1	88267989	88267994	-	0.000	0.000	Merged-chr1-88267879-42
NR8444--MA0495.2.MAFF	chr4	24569373	24569393	+	0.000	0.000	Merged-chr4-24569297-30
NR2590--MA0089.1.MAFG::NFE2L1	chr12	8854585	8854590	-	0.000	0.000	Merged-chr12-8854460-15
NR4499--MA0591.1.Bach1::Mafk	chr15	55838810	55838824	-	0.000	0.000	Merged-chr15-55838772-33
NR1477--MA0496.2.MAFK	chr10	83094422	83094440	+	0.000	0.000	Merged-chr10-83094341-29
NR2239--MA0089.1.MAFG::NFE2L1	chr11	83640473	83640478	-	0.000	0.000	Merged-chr11-83640282-44
NR9079--MA0117.2.Mafb	chr5	3193799	3193810	-	0.000	0.000	Merged-chr5-3193757-27
NR2111--MA0089.1.MAFG::NFE2L1	chr11	62466776	62466781	+	0.000	0.000	Merged-chr11-62466803-41
NR7668--MA0591.1.Bach1::Mafk	chr3	52470149	52470163	-	0.000	0.000	Merged-chr3-52470194-16
NR5134--MA0591.1.Bach1::Mafk	chr16	84496931	84496945	-	0.000	0.000	Merged-chr16-84496971-26
NR9331--MA0089.1.MAFG::NFE2L1	chr5	67437667	67437672	+	0.000	0.000	Merged-chr5-67437495-24
NR1989--MA0089.1.MAFG::NFE2L1	chr11	44544221	44544226	-	0.000	0.000	Merged-chr11-44544227-34
NR8262--MA0501.1.MAF::NFE2	chr3	146173169	146173183	+	0.000	0.000	Merged-chr3-146173193-9
NR5642--MA0117.2.Mafb	chr17	86329771	86329782	-	0.000	0.000	Merged-chr17-86329621-27
NR3946--MA0089.1.MAFG::NFE2L1	chr14	27351659	27351664	+	0.000	0.000	Merged-chr14-27351647-44
NR2902--MA0089.1.MAFG::NFE2L1	chr12	98444990	98444995	-	0.000	0.000	Merged-chr12-98445028-18
NR9324--MA0495.2.MAFF	chr5	67404581	67404601	+	0.000	0.000	Merged-chr5-67404737-28
NR4586--MA0089.1.MAFG::NFE2L1	chr15	67158914	67158919	+	0.000	0.000	Merged-chr15-67158847-15
NR8400--MA0089.1.MAFG::NFE2L1	chr4	7112369	7112374	+	0.000	0.000	Merged-chr4-7112485-9
NR9219--MA0501.1.MAF::NFE2	chr5	31576819	31576833	+	0.000	0.000	Merged-chr5-31576784-60
NR2539--MA0089.1.MAFG::NFE2L1	chr11	119352198	119352203	-	0.000	0.000	Merged-chr11-119352427-33
NR2160--MA0496.2.MAFK	chr11	72941084	72941102	-	0.000	0.000	Merged-chr11-72940930-27
NR3929--MA0501.1.MAF::NFE2	chr14	20846165	20846179	-	0.000	0.000	Merged-chr14-20846065-30
NR9687--MA0495.2.MAFF	chr5	118620495	118620515	-	0.000	0.000	Merged-chr5-118620530-42
NR9644--MA0089.1.MAFG::NFE2L1	chr5	115084914	115084919	-	0.000	0.000	Merged-chr5-115085067-14
NR9371--MA0591.1.Bach1::Mafk	chr5	74471052	74471066	-	0.000	0.000	Merged-chr5-74471085-11
NR2322--MA0089.1.MAFG::NFE2L1	chr11	95356989	95356994	-	0.000	0.000	Merged-chr11-95356897-59
NR3291--MA0495.2.MAFF	chr13	24515259	24515279	-	0.000	0.000	Merged-chr13-24515324-15
NR2382--MA0501.1.MAF::NFE2	chr11	106493408	106493422	-	0.000	0.000	Merged-chr11-106493297-20
NR6571--MA0501.1.MAF::NFE2	chr2	27740436	27740450	-	0.000	0.000	Merged-chr2-27740391-16
NR1319--MA0089.1.MAFG::NFE2L1	chr10	44069388	44069393	+	0.000	0.000	Merged-chr10-44069344-19
NR9689--MA0659.1.MAFG	chr5	118620495	118620515	-	0.000	0.000	Merged-chr5-118620530-42
NR4381--MA0495.2.MAFF	chr15	11952477	11952497	-	0.000	0.000	Merged-chr15-11952376-20
NR636--MA0089.1.MAFG::NFE2L1	chr1	153645468	153645473	-	0.000	0.000	Merged-chr1-153645501-10
NR12302--MA0501.1.MAF::NFE2	chr9	44999344	44999358	+	0.000	0.000	Merged-chr9-44999415-9
NR2220--MA0089.1.MAFG::NFE2L1	chr11	79654578	79654583	-	0.000	0.000	Merged-chr11-79654538-19
NR232--MA0089.1.MAFG::NFE2L1	chr1	69548609	69548614	+	0.000	0.000	Merged-chr1-69548718-45
NR2926--MA0089.1.MAFG::NFE2L1	chr12	100871394	100871399	+	0.000	0.000	Merged-chr12-100871436-2
NR10104--MA0501.1.MAF::NFE2	chr6	54760023	54760037	+	0.000	0.000	Merged-chr6-54760187-57
NR3720--MA0591.1.Bach1::Mafk	chr13	109238839	109238853	+	0.000	0.000	Merged-chr13-109238823-1
NR6253--MA0501.1.MAF::NFE2	chr19	33160060	33160074	+	0.000	0.000	Merged-chr19-33160221-22
NR12870--MA0501.1.MAF::NFE2	chrX	12937058	12937072	-	0.000	0.000	Merged-chrX-12936951-61
NR2412--MA0495.2.MAFF	chr11	109744078	109744098	+	0.000	0.000	Merged-chr11-109744155-21
NR5887--MA0496.2.MAFK	chr18	55107148	55107166	-	0.000	0.000	Merged-chr18-55107186-34
NR8928--MA0089.1.MAFG::NFE2L1	chr4	141419643	141419648	-	0.000	0.000	Merged-chr4-141419764-31
NR1100--MA0117.2.Mafb	chr1	192742073	192742084	-	0.000	0.000	Merged-chr1-192742211-3
NR9944--MA0089.1.MAFG::NFE2L1	chr6	8648661	8648666	+	0.000	0.000	Merged-chr6-8648625-101
NR7729--MA0117.2.Mafb	chr3	69156710	69156721	+	0.000	0.000	Merged-chr3-69156652-55
NR87--MA0591.1.Bach1::Mafk	chr1	39025303	39025317	-	0.000	0.000	Merged-chr1-39025379-41
NR2837--MA0089.1.MAFG::NFE2L1	chr12	86592793	86592798	+	0.000	0.000	Merged-chr12-86592700-17
NR7406--MA0089.1.MAFG::NFE2L1	chr2	164868596	164868601	+	0.000	0.000	Merged-chr2-164868622-33
NR2640--MA0496.2.MAFK	chr12	26185251	26185269	+	0.000	0.000	Merged-chr12-26185150-29
NR12301--MA0659.1.MAFG	chr9	44999338	44999358	-	0.000	0.000	Merged-chr9-44999415-9
NR10316--MA0496.2.MAFK	chr6	99420833	99420851	-	0.000	0.000	Merged-chr6-99420809-31
NR4500--MA0659.1.MAFG	chr15	55838807	55838827	+	0.000	0.000	Merged-chr15-55838772-33
NR11350--MA0659.1.MAFG	chr7	116409582	116409602	+	0.000	0.000	Merged-chr7-116409560-37
NR10903--MA0495.2.MAFF	chr7	30000772	30000792	-	0.000	0.000	Merged-chr7-30000834-5
NR12110--MA0089.1.MAFG::NFE2L1	chr8	127331975	127331980	-	0.000	0.000	Merged-chr8-127331897-21
NR3207--MA0591.1.Bach1::Mafk	chr13	9082706	9082720	-	0.000	0.000	Merged-chr13-9082570-19
NR2633--MA0089.1.MAFG::NFE2L1	chr12	25362914	25362919	-	0.000	0.000	Merged-chr12-25363030-6
NR9666--MA0089.1.MAFG::NFE2L1	chr5	115526591	115526596	+	0.000	0.000	Merged-chr5-115526646-4
NR8506--MA0117.2.Mafb	chr4	48073062	48073073	+	0.000	0.000	Merged-chr4-48073233-8
NR5942--MA0495.2.MAFF	chr18	65207395	65207415	+	0.000	0.000	Merged-chr18-65207601-18
NR7417--MA0089.1.MAFG::NFE2L1	chr2	166399330	166399335	+	0.000	0.000	Merged-chr2-166399399-25
NR12627--MA0089.1.MAFG::NFE2L1	chr9	96754397	96754402	-	0.000	0.000	Merged-chr9-96754558-43
NR10908--MA0495.2.MAFF	chr7	30000836	30000856	+	0.000	0.000	Merged-chr7-30000834-5
NR4037--MA0501.1.MAF::NFE2	chr14	55913484	55913498	-	0.000	0.000	Merged-chr14-55913661-13
NR5828--MA0501.1.MAF::NFE2	chr18	39835789	39835803	+	0.000	0.000	Merged-chr18-39835954-30
NR4087--MA0495.2.MAFF	chr14	68048502	68048522	-	0.000	0.000	Merged-chr14-68048538-29
NR1280--MA0117.2.Mafb	chr10	39293245	39293256	+	0.000	0.000	Merged-chr10-39293099-66
NR4457--MA0501.1.MAF::NFE2	chr15	41612398	41612412	+	0.000	0.000	Merged-chr15-41612397-47
NR1352--MA0501.1.MAF::NFE2	chr10	59965032	59965046	+	0.000	0.000	Merged-chr10-59964870-60
NR1426--MA0089.1.MAFG::NFE2L1	chr10	76270398	76270403	-	0.000	0.000	Merged-chr10-76270300-7
NR8720--MA0089.1.MAFG::NFE2L1	chr4	110020531	110020536	-	0.000	0.000	Merged-chr4-110020467-31
NR9594--MA0591.1.Bach1::Mafk	chr5	107524498	107524512	+	0.000	0.000	Merged-chr5-107524666-44
NR4503--MA0496.2.MAFK	chr15	55838808	55838826	-	0.000	0.000	Merged-chr15-55838772-33
NR7602--MA0089.1.MAFG::NFE2L1	chr3	19451182	19451187	+	0.000	0.000	Merged-chr3-19451166-41
NR11353--MA0496.2.MAFK	chr7	116409583	116409601	-	0.000	0.000	Merged-chr7-116409560-37
NR6298--MA0089.1.MAFG::NFE2L1	chr19	41366599	41366604	+	0.000	0.000	Merged-chr19-41366765-21
NR9588--MA0089.1.MAFG::NFE2L1	chr5	105798540	105798545	-	0.000	0.000	Merged-chr5-105798670-49
NR4991--MA0089.1.MAFG::NFE2L1	chr16	51887525	51887530	+	0.000	0.000	Merged-chr16-51887577-12
NR12461--MA0496.2.MAFK	chr9	78593281	78593299	-	0.000	0.000	Merged-chr9-78593326-11
NR8449--MA0659.1.MAFG	chr4	24569373	24569393	-	0.000	0.000	Merged-chr4-24569297-30
NR7489--MA0659.1.MAFG	chr2	173431830	173431850	+	0.000	0.000	Merged-chr2-173431870-16
NR3609--MA0089.1.MAFG::NFE2L1	chr13	95765285	95765290	+	0.000	0.000	Merged-chr13-95765232-46
NR8451--MA0496.2.MAFK	chr4	24569374	24569392	+	0.000	0.000	Merged-chr4-24569297-30
NR9541--MA0496.2.MAFK	chr5	100466828	100466846	-	0.000	0.000	Merged-chr5-100466890-43
NR8458--MA0117.2.Mafb	chr4	26338671	26338682	-	0.000	0.000	Merged-chr4-26338850-16
NR9360--MA0659.1.MAFG	chr5	74456858	74456878	+	0.000	0.000	Merged-chr5-74456993-19
NR1475--MA0591.1.Bach1::Mafk	chr10	83094424	83094438	-	0.000	0.000	Merged-chr10-83094341-29
NR1159--MA0089.1.MAFG::NFE2L1	chr10	8415554	8415559	-	0.000	0.000	Merged-chr10-8415419-33
NR8077--MA0089.1.MAFG::NFE2L1	chr3	129588849	129588854	-	0.000	0.000	Merged-chr3-129588899-30
NR9769--MA0591.1.Bach1::Mafk	chr5	136179727	136179741	+	0.000	0.000	Merged-chr5-136179761-8
NR2980--MA0117.2.Mafb	chr12	106777779	106777790	-	0.000	0.000	Merged-chr12-106777834-6
NR4838--MA0089.1.MAFG::NFE2L1	chr16	10976318	10976323	+	0.000	0.000	Merged-chr16-10976349-23
NR9925--MA0501.1.MAF::NFE2	chr6	6577517	6577531	+	0.000	0.000	Merged-chr6-6577639-1
NR5941--MA0089.1.MAFG::NFE2L1	chr18	65189404	65189409	-	0.000	0.000	Merged-chr18-65189388-18
NR6870--MA0089.1.MAFG::NFE2L1	chr2	83762333	83762338	-	0.000	0.000	Merged-chr2-83762342-13
NR10820--MA0591.1.Bach1::Mafk	chr7	16326350	16326364	+	0.000	0.000	Merged-chr7-16326408-27
NR5677--MA0501.1.MAF::NFE2	chr17	90584449	90584463	+	0.000	0.000	Merged-chr17-90584319-17
NR533--MA0117.2.Mafb	chr1	138186079	138186090	-	0.000	0.000	Merged-chr1-138186154-28
NR5376--MA0089.1.MAFG::NFE2L1	chr17	26503163	26503168	+	0.000	0.000	Merged-chr17-26503198-72
NR5261--MA0089.1.MAFG::NFE2L1	chr16	97002607	97002612	-	0.000	0.000	Merged-chr16-97002537-1
NR4482--MA0496.2.MAFK	chr15	51823241	51823259	+	0.000	0.000	Merged-chr15-51823268-39
NR7848--MA0117.2.Mafb	chr3	96881001	96881012	-	0.000	0.000	Merged-chr3-96881145-10
NR9086--MA0591.1.Bach1::Mafk	chr5	3358939	3358953	-	0.000	0.000	Merged-chr5-3358967-15
NR7333--MA0089.1.MAFG::NFE2L1	chr2	152775705	152775710	-	0.000	0.000	Merged-chr2-152775622-43
NR5006--MA0659.1.MAFG	chr16	52468520	52468540	+	0.000	0.000	Merged-chr16-52468577-24
NR12198--MA0591.1.Bach1::Mafk	chr9	18473654	18473668	-	0.000	0.000	Merged-chr9-18473624-68
NR9335--MA0501.1.MAF::NFE2	chr5	67437637	67437651	+	0.000	0.000	Merged-chr5-67437495-24
NR9363--MA0496.2.MAFK	chr5	74456859	74456877	-	0.000	0.000	Merged-chr5-74456993-19
NR1685--MA0117.2.Mafb	chr10	111719771	111719782	+	0.000	0.000	Merged-chr10-111719810-23
NR2158--MA0501.1.MAF::NFE2	chr11	72941083	72941097	-	0.000	0.000	Merged-chr11-72940930-27
NR6806--MA0089.1.MAFG::NFE2L1	chr2	69003121	69003126	+	0.000	0.000	Merged-chr2-69003152-17
NR10973--MA0591.1.Bach1::Mafk	chr7	49762896	49762910	+	0.000	0.000	Merged-chr7-49762758-15
NR5--MA0501.1.MAF::NFE2	chr1	7147249	7147263	+	0.000	0.000	Merged-chr1-7147128-26
NR10688--MA0117.2.Mafb	chr6	143176979	143176990	-	0.000	0.000	Merged-chr6-143176847-16
NR4--MA0591.1.Bach1::Mafk	chr1	7147246	7147260	+	0.000	0.000	Merged-chr1-7147128-26
NR9596--MA0496.2.MAFK	chr5	107524496	107524514	+	0.000	0.000	Merged-chr5-107524666-44
NR58--MA0591.1.Bach1::Mafk	chr1	33883565	33883579	+	0.000	0.000	Merged-chr1-33883578-48
NR2659--MA0659.1.MAFG	chr12	31997008	31997028	-	0.000	0.000	Merged-chr12-31997107-37
NR6998--MA0496.2.MAFK	chr2	117335755	117335773	+	0.000	0.000	Merged-chr2-117335736-33
NR2801--MA0591.1.Bach1::Mafk	chr12	81845115	81845129	-	0.000	0.000	Merged-chr12-81845150-28
NR3427--MA0089.1.MAFG::NFE2L1	chr13	53390276	53390281	-	0.000	0.000	Merged-chr13-53390437-27
NR9368--MA0496.2.MAFK	chr5	74470990	74471008	+	0.000	0.000	Merged-chr5-74471085-11
NR2661--MA0496.2.MAFK	chr12	31997009	31997027	-	0.000	0.000	Merged-chr12-31997107-37
NR330--MA0496.2.MAFK	chr1	88497496	88497514	-	0.000	0.000	Merged-chr1-88497619-10
NR4443--MA0089.1.MAFG::NFE2L1	chr15	38535543	38535548	-	0.000	0.000	Merged-chr15-38535554-39
NR2415--MA0496.2.MAFK	chr11	109744079	109744097	+	0.000	0.000	Merged-chr11-109744155-21
NR6313--MA0089.1.MAFG::NFE2L1	chr19	45579250	45579255	+	0.000	0.000	Merged-chr19-45579112-22
NR8588--MA0089.1.MAFG::NFE2L1	chr4	83380667	83380672	-	0.000	0.000	Merged-chr4-83380604-15
NR11347--MA0495.2.MAFF	chr7	116409582	116409602	+	0.000	0.000	Merged-chr7-116409560-37
NR4071--MA0496.2.MAFK	chr14	64434221	64434239	-	0.000	0.000	Merged-chr14-64434245-45
NR12056--MA0501.1.MAF::NFE2	chr8	123341849	123341863	-	0.000	0.000	Merged-chr8-123341706-13
NR9084--MA0117.2.Mafb	chr5	3358945	3358956	-	0.000	0.000	Merged-chr5-3358967-15
NR327--MA0591.1.Bach1::Mafk	chr1	88497498	88497512	-	0.000	0.000	Merged-chr1-88497619-10
NR5009--MA0496.2.MAFK	chr16	52468521	52468539	-	0.000	0.000	Merged-chr16-52468577-24
NR7933--MA0089.1.MAFG::NFE2L1	chr3	107796755	107796760	-	0.000	0.000	Merged-chr3-107796765-38
NR3203--MA0117.2.Mafb	chr13	8742921	8742932	+	0.000	0.000	Merged-chr13-8742974-25
NR12041--MA0501.1.MAF::NFE2	chr8	122772825	122772839	-	0.000	0.000	Merged-chr8-122772813-21
NR12455--MA0495.2.MAFF	chr9	78593280	78593300	-	0.000	0.000	Merged-chr9-78593326-11
NR1180--MA0117.2.Mafb	chr10	16742433	16742444	-	0.000	0.000	Merged-chr10-16742341-18
NR3208--MA0659.1.MAFG	chr13	9082703	9082723	+	0.000	0.000	Merged-chr13-9082570-19
NR4050--MA0089.1.MAFG::NFE2L1	chr14	60727282	60727287	+	0.000	0.000	Merged-chr14-60727314-32
NR8875--MA0089.1.MAFG::NFE2L1	chr4	133680330	133680335	-	0.000	0.000	Merged-chr4-133680421-5
NR4438--MA0591.1.Bach1::Mafk	chr15	37192981	37192995	+	0.000	0.000	Merged-chr15-37193081-4
NR8445--MA0495.2.MAFF	chr4	24569373	24569393	-	0.000	0.000	Merged-chr4-24569297-30
NR2335--MA0496.2.MAFK	chr11	97825332	97825350	+	0.000	0.000	Merged-chr11-97825467-43
NR10846--MA0659.1.MAFG	chr7	19332921	19332941	+	0.000	0.000	Merged-chr7-19332998-44
NR9091--MA0496.2.MAFK	chr5	3358937	3358955	+	0.000	0.000	Merged-chr5-3358967-15
NR4486--MA0501.1.MAF::NFE2	chr15	52944851	52944865	-	0.000	0.000	Merged-chr15-52944849-44
NR2641--MA0501.1.MAF::NFE2	chr12	26206991	26207005	+	0.000	0.000	Merged-chr12-26206991-18
NR10217--MA0501.1.MAF::NFE2	chr6	83478815	83478829	+	0.000	0.000	Merged-chr6-83478852-15
NR6611--MA0089.1.MAFG::NFE2L1	chr2	34945686	34945691	-	0.000	0.000	Merged-chr2-34945759-18
NR5972--MA0089.1.MAFG::NFE2L1	chr18	70678712	70678717	+	0.000	0.000	Merged-chr18-70678715-18
NR12387--MA0089.1.MAFG::NFE2L1	chr9	66667313	66667318	-	0.000	0.000	Merged-chr9-66667231-9
NR9325--MA0495.2.MAFF	chr5	67404581	67404601	-	0.000	0.000	Merged-chr5-67404737-28
NR12923--MA0117.2.Mafb	chrX	57253761	57253772	+	0.000	0.000	Merged-chrX-57253722-63
NR9538--MA0089.1.MAFG::NFE2L1	chr5	100466750	100466755	-	0.000	0.000	Merged-chr5-100466890-43
NR138--MA0591.1.Bach1::Mafk	chr1	55489650	55489664	+	0.000	0.000	Merged-chr1-55489612-12
NR6570--MA0591.1.Bach1::Mafk	chr2	27740439	27740453	-	0.000	0.000	Merged-chr2-27740391-16
NR6031--MA0089.1.MAFG::NFE2L1	chr18	79079970	79079975	+	0.000	0.000	Merged-chr18-79080001-30
NR10312--MA0495.2.MAFF	chr6	99420832	99420852	+	0.000	0.000	Merged-chr6-99420809-31
NR1199--MA0117.2.Mafb	chr10	20855280	20855291	+	0.000	0.000	Merged-chr10-20855169-17
NR139--MA0089.1.MAFG::NFE2L1	chr1	55489689	55489694	-	0.000	0.000	Merged-chr1-55489612-12
NR6824--MA0089.1.MAFG::NFE2L1	chr2	71843497	71843502	+	0.000	0.000	Merged-chr2-71843530-15
NR9595--MA0501.1.MAF::NFE2	chr5	107524501	107524515	+	0.000	0.000	Merged-chr5-107524666-44
NR12295--MA0495.2.MAFF	chr9	44999338	44999358	+	0.000	0.000	Merged-chr9-44999415-9
NR10809--MA0591.1.Bach1::Mafk	chr7	16057373	16057387	+	0.000	0.000	Merged-chr7-16057177-61
NR3294--MA0659.1.MAFG	chr13	24515259	24515279	+	0.000	0.000	Merged-chr13-24515324-15
NR5294--MA0591.1.Bach1::Mafk	chr17	6861921	6861935	+	0.000	0.000	Merged-chr17-6861769-90
NR3458--MA0089.1.MAFG::NFE2L1	chr13	63411879	63411884	-	0.000	0.000	Merged-chr13-63411826-2
NR10974--MA0501.1.MAF::NFE2	chr7	49762883	49762897	+	0.000	0.000	Merged-chr7-49762758-15
NR9333--MA0591.1.Bach1::Mafk	chr5	67437634	67437648	+	0.000	0.000	Merged-chr5-67437495-24
NR4474--MA0089.1.MAFG::NFE2L1	chr15	50651979	50651984	-	0.000	0.000	Merged-chr15-50651925-26
NR12470--MA0089.1.MAFG::NFE2L1	chr9	79962151	79962156	+	0.000	0.000	Merged-chr9-79962043-27
NR12297--MA0117.2.Mafb	chr9	44999347	44999358	-	0.000	0.000	Merged-chr9-44999415-9
NR10712--MA0089.1.MAFG::NFE2L1	chr6	144182984	144182989	-	0.000	0.000	Merged-chr6-144182833-5
NR12016--MA0591.1.Bach1::Mafk	chr8	120715486	120715500	-	0.000	0.000	Merged-chr8-120715474-36
NR324--MA0089.1.MAFG::NFE2L1	chr1	88267991	88267996	+	0.000	0.000	Merged-chr1-88267879-42
NR10910--MA0659.1.MAFG	chr7	30000836	30000856	+	0.000	0.000	Merged-chr7-30000834-5
NR5313--MA0089.1.MAFG::NFE2L1	chr17	13564981	13564986	-	0.000	0.000	Merged-chr17-13564978-21
NR12017--MA0089.1.MAFG::NFE2L1	chr8	120716137	120716142	-	0.000	0.000	Merged-chr8-120716115-9
NR1678--MA0501.1.MAF::NFE2	chr10	111444440	111444454	-	0.000	0.000	Merged-chr10-111444388-2
NR2599--MA0591.1.Bach1::Mafk	chr12	15811771	15811785	+	0.000	0.000	Merged-chr12-15811908-21
NR12294--MA0089.1.MAFG::NFE2L1	chr9	44582570	44582575	-	0.000	0.000	Merged-chr9-44582588-15
NR4501--MA0659.1.MAFG	chr15	55838807	55838827	-	0.000	0.000	Merged-chr15-55838772-33
NR11351--MA0659.1.MAFG	chr7	116409582	116409602	-	0.000	0.000	Merged-chr7-116409560-37
NR2223--MA0089.1.MAFG::NFE2L1	chr11	79678678	79678683	-	0.000	0.000	Merged-chr11-79678746-30
NR9375--MA0496.2.MAFK	chr5	74471050	74471068	+	0.000	0.000	Merged-chr5-74471085-11
NR12299--MA0591.1.Bach1::Mafk	chr9	44999341	44999355	-	0.000	0.000	Merged-chr9-44999415-9
NR5943--MA0495.2.MAFF	chr18	65207395	65207415	-	0.000	0.000	Merged-chr18-65207601-18
