#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval0.3-log2fc0.5_up.bed
NR14033--MA0599.1.KLF5	chr12	52383120	52383129	-	0.000	0.000	Merged-chr12-52383146-23
NR15575--MA0599.1.KLF5	chr12	109446608	109446617	+	0.000	0.000	Merged-chr12-109446341-43
NR10331--MA0493.1.Klf1	chr11	66961629	66961639	+	0.000	0.000	Merged-chr11-66961666-9
NR39058--MA0039.3.KLF4	chr2	163603908	163603918	+	0.000	0.000	Merged-chr2-163604093-28
NR44331--MA0740.1.KLF14	chr4	32258327	32258340	-	0.000	0.000	Merged-chr4-32258239-72
NR20062--MA0599.1.KLF5	chr14	51984695	51984704	-	0.000	0.000	Merged-chr14-51984849-36
NR63264--MA0742.1.Klf12	chr8	69822548	69822562	-	0.000	0.000	Merged-chr8-69822616-46
NR60593--MA0741.1.KLF16	chr7	110796447	110796457	-	0.000	0.000	Merged-chr7-110796429-1
NR14043--MA0741.1.KLF16	chr12	52383145	52383155	-	0.000	0.000	Merged-chr12-52383146-23
NR28884--MA0599.1.KLF5	chr17	52601275	52601284	+	0.000	0.000	Merged-chr17-52601188-69
NR65175--MA1107.1.KLF9	chr8	123163083	123163095	+	0.000	0.000	Merged-chr8-123163099-40
NR879--MA1107.1.KLF9	chr1	60017018	60017030	+	0.000	0.000	Merged-chr1-60017133-4
NR664--MA1107.1.KLF9	chr1	51532529	51532541	-	0.000	0.000	Merged-chr1-51532484-11
NR49448--MA0740.1.KLF14	chr5	53605579	53605592	-	0.000	0.000	Merged-chr5-53605625-25
NR41883--MA1107.1.KLF9	chr3	101748387	101748399	+	0.000	0.000	Merged-chr3-101748481-44
NR53744--MA1107.1.KLF9	chr6	33683797	33683809	-	0.000	0.000	Merged-chr6-33683719-46
NR33672--MA0742.1.Klf12	chr19	43921666	43921680	-	0.000	0.000	Merged-chr19-43921566-29
NR1490--MA0599.1.KLF5	chr1	88008553	88008562	+	0.000	0.000	Merged-chr1-88008403-52
NR49564--MA0493.1.Klf1	chr5	64990218	64990228	-	0.000	0.000	Merged-chr5-64990076-28
NR68879--MA1107.1.KLF9	chr9	116243760	116243772	-	0.000	0.000	Merged-chr9-116243832-57
NR27958--MA0741.1.KLF16	chr17	30363632	30363642	+	0.000	0.000	Merged-chr17-30363504-27
NR12976--MA1107.1.KLF9	chr11	117686232	117686244	+	0.000	0.000	Merged-chr11-117686143-68
NR66287--MA0742.1.Klf12	chr9	45847205	45847219	+	0.000	0.000	Merged-chr9-45847286-6
NR43579--MA0039.3.KLF4	chr3	148419632	148419642	-	0.000	0.000	Merged-chr3-148419698-33
NR19599--MA0599.1.KLF5	chr14	25421859	25421868	-	0.000	0.000	Merged-chr14-25421957-44
NR63855--MA0740.1.KLF14	chr8	84811133	84811146	-	0.000	0.000	Merged-chr8-84811046-12
NR28883--MA1107.1.KLF9	chr17	52601160	52601172	-	0.000	0.000	Merged-chr17-52601188-69
NR33674--MA0039.3.KLF4	chr19	43921668	43921678	-	0.000	0.000	Merged-chr19-43921566-29
NR36394--MA0493.1.Klf1	chr2	77176493	77176503	+	0.000	0.000	Merged-chr2-77176488-48
NR35715--MA0039.3.KLF4	chr2	53051379	53051389	-	0.000	0.000	Merged-chr2-53051556-37
NR35984--MA1107.1.KLF9	chr2	61755185	61755197	+	0.000	0.000	Merged-chr2-61755182-23
NR46313--MA0599.1.KLF5	chr4	118260693	118260702	+	0.000	0.000	Merged-chr4-118260858-21
NR63268--MA0741.1.KLF16	chr8	69822511	69822521	-	0.000	0.000	Merged-chr8-69822616-46
NR663--MA0741.1.KLF16	chr1	51532538	51532548	-	0.000	0.000	Merged-chr1-51532484-11
NR11452--MA1107.1.KLF9	chr11	90257459	90257471	+	0.000	0.000	Merged-chr11-90257307-51
NR14029--MA0599.1.KLF5	chr12	52383032	52383041	+	0.000	0.000	Merged-chr12-52383146-23
NR3--MA0741.1.KLF16	chr1	4496534	4496544	-	0.000	0.000	Merged-chr1-4496602-47
NR57102--MA0599.1.KLF5	chr6	144664962	144664971	+	0.000	0.000	Merged-chr6-144664964-20
NR18396--MA0741.1.KLF16	chr13	101669126	101669136	-	0.000	0.000	Merged-chr13-101669067-25
NR52632--MA0740.1.KLF14	chr5	141241508	141241521	-	0.000	0.000	Merged-chr5-141241462-54
NR3876--MA0599.1.KLF5	chr1	180387656	180387665	-	0.000	0.000	Merged-chr1-180387589-46
NR37107--MA0039.3.KLF4	chr2	114153383	114153393	-	0.000	0.000	Merged-chr2-114153480-37
NR14707--MA0741.1.KLF16	chr12	84934200	84934210	-	0.000	0.000	Merged-chr12-84934066-14
NR2448--MA0742.1.Klf12	chr1	138604168	138604182	+	0.000	0.000	Merged-chr1-138604109-41
NR35663--MA0599.1.KLF5	chr2	49744503	49744512	+	0.000	0.000	Merged-chr2-49744707-28
NR33676--MA0741.1.KLF16	chr19	43921669	43921679	-	0.000	0.000	Merged-chr19-43921566-29
NR10671--MA0742.1.Klf12	chr11	74100913	74100927	-	0.000	0.000	Merged-chr11-74100988-13
NR40435--MA0039.3.KLF4	chr3	37761157	37761167	-	0.000	0.000	Merged-chr3-37761034-43
NR69414--MA1107.1.KLF9	chr9	124028677	124028689	+	0.000	0.000	Merged-chr9-124028680-14
NR10801--MA1107.1.KLF9	chr11	76184658	76184670	-	0.000	0.000	Merged-chr11-76184587-9
NR12888--MA0599.1.KLF5	chr11	116624294	116624303	-	0.000	0.000	Merged-chr11-116624122-60
NR21375--MA0741.1.KLF16	chr14	103620082	103620092	-	0.000	0.000	Merged-chr14-103620031-34
NR66863--MA0741.1.KLF16	chr9	65003982	65003992	+	0.000	0.000	Merged-chr9-65004115-12
NR65987--MA0599.1.KLF5	chr9	32740970	32740979	+	0.000	0.000	Merged-chr9-32741073-58
NR2897--MA1107.1.KLF9	chr1	156217437	156217449	-	0.000	0.000	Merged-chr1-156217514-18
NR46178--MA0741.1.KLF16	chr4	115088857	115088867	+	0.000	0.000	Merged-chr4-115088941-29
NR23578--MA0741.1.KLF16	chr15	82188231	82188241	+	0.000	0.000	Merged-chr15-82188110-14
NR65959--MA1107.1.KLF9	chr9	32495507	32495519	-	0.000	0.000	Merged-chr9-32495799-63
NR57232--MA0599.1.KLF5	chr6	146080242	146080251	+	0.000	0.000	Merged-chr6-146080250-19
NR9623--MA0599.1.KLF5	chr11	46462215	46462224	-	0.000	0.000	Merged-chr11-46462115-37
NR29736--MA1107.1.KLF9	chr17	83158740	83158752	+	0.000	0.000	Merged-chr17-83158899-1
NR55068--MA0741.1.KLF16	chr6	97300923	97300933	-	0.000	0.000	Merged-chr6-97300820-20
NR58445--MA0741.1.KLF16	chr7	28451967	28451977	+	0.000	0.000	Merged-chr7-28452002-19
NR38788--MA0039.3.KLF4	chr2	158105824	158105834	-	0.000	0.000	Merged-chr2-158105775-9
NR59948--MA1107.1.KLF9	chr7	92420557	92420569	-	0.000	0.000	Merged-chr7-92420666-38
NR14046--MA1107.1.KLF9	chr12	52383146	52383158	-	0.000	0.000	Merged-chr12-52383146-23
NR9192--MA1107.1.KLF9	chr11	11519489	11519501	+	0.000	0.000	Merged-chr11-11519616-36
NR55827--MA0599.1.KLF5	chr6	120206738	120206747	+	0.000	0.000	Merged-chr6-120206801-39
NR34443--MA0493.1.Klf1	chr2	5614018	5614028	+	0.000	0.000	Merged-chr2-5614101-68
NR62595--MA0039.3.KLF4	chr8	25149324	25149334	+	0.000	0.000	Merged-chr8-25149287-19
NR51932--MA0741.1.KLF16	chr5	134099616	134099626	-	0.000	0.000	Merged-chr5-134099725-50
NR46667--MA0741.1.KLF16	chr4	128654748	128654758	-	0.000	0.000	Merged-chr4-128654743-48
NR13968--MA1107.1.KLF9	chr12	40536189	40536201	+	0.000	0.000	Merged-chr12-40536190-67
NR49449--MA0657.1.KLF13	chr5	53605576	53605593	-	0.000	0.000	Merged-chr5-53605625-25
NR24622--MA0741.1.KLF16	chr15	102746860	102746870	+	0.000	0.000	Merged-chr15-102746842-41
NR35891--MA0493.1.Klf1	chr2	60375320	60375330	-	0.000	0.000	Merged-chr2-60375404-17
NR28682--MA1107.1.KLF9	chr17	47171165	47171177	-	0.000	0.000	Merged-chr17-47171280-54
NR26283--MA1107.1.KLF9	chr16	87746842	87746854	-	0.000	0.000	Merged-chr16-87746947-32
NR38565--MA0740.1.KLF14	chr2	153292440	153292453	+	0.000	0.000	Merged-chr2-153292567-49
NR39991--MA0740.1.KLF14	chr3	7613191	7613204	-	0.000	0.000	Merged-chr3-7613271-98
NR22162--MA0599.1.KLF5	chr15	28026000	28026009	-	0.000	0.000	Merged-chr15-28025754-115
NR2903--MA0599.1.KLF5	chr1	156217567	156217576	-	0.000	0.000	Merged-chr1-156217514-18
NR35978--MA0657.1.KLF13	chr2	61755184	61755201	+	0.000	0.000	Merged-chr2-61755182-23
NR63587--MA1107.1.KLF9	chr8	75071863	75071875	+	0.000	0.000	Merged-chr8-75071889-52
NR47999--MA0599.1.KLF5	chr4	150087352	150087361	-	0.000	0.000	Merged-chr4-150087480-81
NR8196--MA0039.3.KLF4	chr10	117651214	117651224	-	0.000	0.000	Merged-chr10-117651194-26
NR37963--MA0740.1.KLF14	chr2	139671566	139671579	-	0.000	0.000	Merged-chr2-139671820-32
NR47506--MA0493.1.Klf1	chr4	141766461	141766471	-	0.000	0.000	Merged-chr4-141766554-24
NR27364--MA1107.1.KLF9	chr17	21617593	21617605	-	0.000	0.000	Merged-chr17-21617473-39
NR19039--MA1107.1.KLF9	chr13	113023847	113023859	-	0.000	0.000	Merged-chr13-113023939-34
NR33416--MA0741.1.KLF16	chr19	36384695	36384705	+	0.000	0.000	Merged-chr19-36384536-37
NR45362--MA0493.1.Klf1	chr4	82755889	82755899	+	0.000	0.000	Merged-chr4-82755852-39
NR13553--MA0599.1.KLF5	chr12	17511204	17511213	+	0.000	0.000	Merged-chr12-17511273-48
NR63266--MA0599.1.KLF5	chr8	69822552	69822561	-	0.000	0.000	Merged-chr8-69822616-46
NR37624--MA0599.1.KLF5	chr2	128092269	128092278	+	0.000	0.000	Merged-chr2-128092262-29
NR67186--MA0741.1.KLF16	chr9	72660394	72660404	+	0.000	0.000	Merged-chr9-72660303-37
NR12668--MA1107.1.KLF9	chr11	113537055	113537067	+	0.000	0.000	Merged-chr11-113536889-33
NR3997--MA0493.1.Klf1	chr1	182537330	182537340	+	0.000	0.000	Merged-chr1-182537225-11
NR28889--MA0493.1.Klf1	chr17	52602273	52602283	+	0.000	0.000	Merged-chr17-52602412-35
NR50357--MA0741.1.KLF16	chr5	98167607	98167617	-	0.000	0.000	Merged-chr5-98167553-86
NR10054--MA1107.1.KLF9	chr11	58290595	58290607	+	0.000	0.000	Merged-chr11-58290425-28
NR67836--MA0599.1.KLF5	chr9	92274696	92274705	-	0.000	0.000	Merged-chr9-92274591-56
NR31649--MA0599.1.KLF5	chr18	73643138	73643147	+	0.000	0.000	Merged-chr18-73643262-33
NR1306--MA0741.1.KLF16	chr1	79858712	79858722	+	0.000	0.000	Merged-chr1-79858629-58
NR37600--MA0039.3.KLF4	chr2	127319251	127319261	-	0.000	0.000	Merged-chr2-127319189-56
NR25650--MA1107.1.KLF9	chr16	45998441	45998453	+	0.000	0.000	Merged-chr16-45998415-40
NR10274--MA0493.1.Klf1	chr11	62761931	62761941	-	0.000	0.000	Merged-chr11-62762057-29
NR34497--MA0742.1.Klf12	chr2	7254629	7254643	-	0.000	0.000	Merged-chr2-7254714-17
NR27164--MA0599.1.KLF5	chr17	12715316	12715325	+	0.000	0.000	Merged-chr17-12715294-20
NR12902--MA0599.1.KLF5	chr11	116688053	116688062	-	0.000	0.000	Merged-chr11-116688042-60
NR35103--MA1107.1.KLF9	chr2	29669262	29669274	-	0.000	0.000	Merged-chr2-29669203-21
NR57225--MA0742.1.Klf12	chr6	145992967	145992981	+	0.000	0.000	Merged-chr6-145993129-56
NR41160--MA0599.1.KLF5	chr3	84772130	84772139	-	0.000	0.000	Merged-chr3-84772067-31
NR51713--MA1107.1.KLF9	chr5	129190327	129190339	+	0.000	0.000	Merged-chr5-129190300-30
NR27061--MA0599.1.KLF5	chr17	8306075	8306084	+	0.000	0.000	Merged-chr17-8305975-23
NR19770--MA0599.1.KLF5	chr14	32388451	32388460	-	0.000	0.000	Merged-chr14-32388438-6
NR66862--MA0493.1.Klf1	chr9	65003981	65003991	+	0.000	0.000	Merged-chr9-65004115-12
NR16007--MA1107.1.KLF9	chr12	117553354	117553366	-	0.000	0.000	Merged-chr12-117553468-60
NR61734--MA0039.3.KLF4	chr7	137476771	137476781	+	0.000	0.000	Merged-chr7-137476773-22
NR16849--MA0741.1.KLF16	chr13	45885146	45885156	+	0.000	0.000	Merged-chr13-45885080-29
NR60592--MA0599.1.KLF5	chr7	110796453	110796462	-	0.000	0.000	Merged-chr7-110796429-1
NR13449--MA0657.1.KLF13	chr12	8829881	8829898	-	0.000	0.000	Merged-chr12-8829730-25
NR23248--MA0599.1.KLF5	chr15	77807393	77807402	-	0.000	0.000	Merged-chr15-77807264-57
NR60215--MA1107.1.KLF9	chr7	100700068	100700080	-	0.000	0.000	Merged-chr7-100699955-31
NR25632--MA0039.3.KLF4	chr16	45261509	45261519	+	0.000	0.000	Merged-chr16-45261551-46
NR49708--MA1107.1.KLF9	chr5	72844495	72844507	+	0.000	0.000	Merged-chr5-72844506-23
NR37846--MA0740.1.KLF14	chr2	132669325	132669338	+	0.000	0.000	Merged-chr2-132669439-31
NR36211--MA1107.1.KLF9	chr2	72170844	72170856	-	0.000	0.000	Merged-chr2-72170854-84
NR17102--MA0493.1.Klf1	chr13	54611402	54611412	-	0.000	0.000	Merged-chr13-54611305-69
NR8318--MA1107.1.KLF9	chr10	118633633	118633645	+	0.000	0.000	Merged-chr10-118633664-46
NR13535--MA0493.1.Klf1	chr12	16811111	16811121	-	0.000	0.000	Merged-chr12-16811127-55
NR62740--MA0493.1.Klf1	chr8	34651918	34651928	-	0.000	0.000	Merged-chr8-34651925-47
NR45940--MA0493.1.Klf1	chr4	106935044	106935054	-	0.000	0.000	Merged-chr4-106934885-1
NR35784--MA0741.1.KLF16	chr2	57102547	57102557	-	0.000	0.000	Merged-chr2-57102684-19
NR36896--MA1107.1.KLF9	chr2	104172840	104172852	-	0.000	0.000	Merged-chr2-104172938-49
NR53713--MA0741.1.KLF16	chr6	30617394	30617404	+	0.000	0.000	Merged-chr6-30617295-15
NR62847--MA1107.1.KLF9	chr8	40963170	40963182	-	0.000	0.000	Merged-chr8-40963134-88
NR31439--MA0599.1.KLF5	chr18	67212685	67212694	+	0.000	0.000	Merged-chr18-67212775-57
NR14424--MA0599.1.KLF5	chr12	73647844	73647853	-	0.000	0.000	Merged-chr12-73647879-51
NR70143--MA0493.1.Klf1	chrX	106704772	106704782	-	0.000	0.000	Merged-chrX-106704745-40
NR7314--MA0742.1.Klf12	chr10	88732261	88732275	+	0.000	0.000	Merged-chr10-88732383-10
NR53263--MA0599.1.KLF5	chr5	150840383	150840392	+	0.000	0.000	Merged-chr5-150840546-64
NR7358--MA1107.1.KLF9	chr10	89765927	89765939	-	0.000	0.000	Merged-chr10-89765992-47
NR37727--MA0493.1.Klf1	chr2	130555167	130555177	+	0.000	0.000	Merged-chr2-130555023-33
NR54786--MA1107.1.KLF9	chr6	86645288	86645300	-	0.000	0.000	Merged-chr6-86645182-42
NR37964--MA0657.1.KLF13	chr2	139671563	139671580	-	0.000	0.000	Merged-chr2-139671820-32
NR70175--MA0599.1.KLF5	chrX	113298101	113298110	+	0.000	0.000	Merged-chrX-113298172-75
NR33865--MA0599.1.KLF5	chr19	47755818	47755827	+	0.000	0.000	Merged-chr19-47755810-9
NR35906--MA0599.1.KLF5	chr2	60774639	60774648	-	0.000	0.000	Merged-chr2-60774747-55
NR19775--MA0599.1.KLF5	chr14	32716954	32716963	+	0.000	0.000	Merged-chr14-32716978-71
NR42134--MA0599.1.KLF5	chr3	108383898	108383907	-	0.000	0.000	Merged-chr3-108383794-50
NR45752--MA0741.1.KLF16	chr4	101217266	101217276	-	0.000	0.000	Merged-chr4-101217167-64
NR46028--MA0599.1.KLF5	chr4	108371566	108371575	-	0.000	0.000	Merged-chr4-108371608-19
NR55340--MA0741.1.KLF16	chr6	108448396	108448406	+	0.000	0.000	Merged-chr6-108448378-58
NR21739--MA1107.1.KLF9	chr14	120313644	120313656	+	0.000	0.000	Merged-chr14-120313531-118
NR17343--MA0039.3.KLF4	chr13	63274677	63274687	+	0.000	0.000	Merged-chr13-63274780-57
NR57245--MA0039.3.KLF4	chr6	146271369	146271379	+	0.000	0.000	Merged-chr6-146271470-40
NR36668--MA1107.1.KLF9	chr2	92464877	92464889	+	0.000	0.000	Merged-chr2-92464936-24
NR874--MA0742.1.Klf12	chr1	60017018	60017032	+	0.000	0.000	Merged-chr1-60017133-4
NR5644--MA1107.1.KLF9	chr10	42699262	42699274	+	0.000	0.000	Merged-chr10-42699170-35
NR14431--MA0740.1.KLF14	chr12	73876643	73876656	+	0.000	0.000	Merged-chr12-73876720-26
NR15817--MA0039.3.KLF4	chr12	112699402	112699412	+	0.000	0.000	Merged-chr12-112699364-12
NR29483--MA0599.1.KLF5	chr17	74865014	74865023	-	0.000	0.000	Merged-chr17-74864979-18
NR15747--MA0599.1.KLF5	chr12	111914281	111914290	-	0.000	0.000	Merged-chr12-111914227-24
NR25682--MA1107.1.KLF9	chr16	49982434	49982446	-	0.000	0.000	Merged-chr16-49982447-38
NR66433--MA0741.1.KLF16	chr9	51764955	51764965	-	0.000	0.000	Merged-chr9-51764760-1
NR41882--MA0741.1.KLF16	chr3	101748388	101748398	+	0.000	0.000	Merged-chr3-101748481-44
NR64753--MA0741.1.KLF16	chr8	116645534	116645544	-	0.000	0.000	Merged-chr8-116645599-31
NR23419--MA0741.1.KLF16	chr15	80192525	80192535	+	0.000	0.000	Merged-chr15-80192413-58
NR62597--MA0741.1.KLF16	chr8	25149323	25149333	+	0.000	0.000	Merged-chr8-25149287-19
NR45259--MA0039.3.KLF4	chr4	63636225	63636235	-	0.000	0.000	Merged-chr4-63636346-15
NR70623--MA0599.1.KLF5	chrX	169880464	169880473	-	0.000	0.000	Merged-chrX-169880422-92
NR24252--MA1107.1.KLF9	chr15	98631526	98631538	-	0.000	0.000	Merged-chr15-98631640-23
NR19617--MA0039.3.KLF4	chr14	25768329	25768339	+	0.000	0.000	Merged-chr14-25768243-1
NR3282--MA0599.1.KLF5	chr1	167001196	167001205	-	0.000	0.000	Merged-chr1-167001079-46
NR67093--MA0740.1.KLF14	chr9	70484978	70484991	+	0.000	0.000	Merged-chr9-70485119-27
NR621--MA1107.1.KLF9	chr1	43880615	43880627	-	0.000	0.000	Merged-chr1-43880599-41
NR64016--MA0493.1.Klf1	chr8	88647317	88647327	-	0.000	0.000	Merged-chr8-88647358-34
NR62843--MA0742.1.Klf12	chr8	40963168	40963182	-	0.000	0.000	Merged-chr8-40963134-88
NR41980--MA0599.1.KLF5	chr3	104968046	104968055	-	0.000	0.000	Merged-chr3-104968115-29
NR63531--MA0599.1.KLF5	chr8	72285418	72285427	+	0.000	0.000	Merged-chr8-72285397-19
NR878--MA0741.1.KLF16	chr1	60017019	60017029	+	0.000	0.000	Merged-chr1-60017133-4
NR31165--MA0741.1.KLF16	chr18	60625570	60625580	-	0.000	0.000	Merged-chr18-60625535-13
NR22096--MA0599.1.KLF5	chr15	25413775	25413784	+	0.000	0.000	Merged-chr15-25413790-40
NR14302--MA0039.3.KLF4	chr12	69537885	69537895	-	0.000	0.000	Merged-chr12-69537994-76
NR19895--MA1107.1.KLF9	chr14	41050722	41050734	-	0.000	0.000	Merged-chr14-41050635-35
NR49623--MA0039.3.KLF4	chr5	66190792	66190802	-	0.000	0.000	Merged-chr5-66190965-54
NR37847--MA0657.1.KLF13	chr2	132669324	132669341	+	0.000	0.000	Merged-chr2-132669439-31
NR35913--MA0742.1.Klf12	chr2	60828754	60828768	+	0.000	0.000	Merged-chr2-60828859-27
NR54120--MA0493.1.Klf1	chr6	50560914	50560924	+	0.000	0.000	Merged-chr6-50560959-32
NR43578--MA0599.1.KLF5	chr3	148419634	148419643	-	0.000	0.000	Merged-chr3-148419698-33
NR19894--MA0741.1.KLF16	chr14	41050723	41050733	-	0.000	0.000	Merged-chr14-41050635-35
NR8200--MA0741.1.KLF16	chr10	117660138	117660148	-	0.000	0.000	Merged-chr10-117659981-30
NR33673--MA0599.1.KLF5	chr19	43921670	43921679	-	0.000	0.000	Merged-chr19-43921566-29
NR67424--MA1107.1.KLF9	chr9	80313843	80313855	-	0.000	0.000	Merged-chr9-80313733-27
NR35915--MA0493.1.Klf1	chr2	60828754	60828764	+	0.000	0.000	Merged-chr2-60828859-27
NR31449--MA0741.1.KLF16	chr18	67255713	67255723	-	0.000	0.000	Merged-chr18-67255745-40
NR47378--MA0599.1.KLF5	chr4	139319888	139319897	+	0.000	0.000	Merged-chr4-139319909-27
NR31044--MA0742.1.Klf12	chr18	55161682	55161696	-	0.000	0.000	Merged-chr18-55161771-19
NR30717--MA0599.1.KLF5	chr18	37813940	37813949	+	0.000	0.000	Merged-chr18-37813954-31
NR4121--MA0493.1.Klf1	chr1	184573176	184573186	+	0.000	0.000	Merged-chr1-184573445-38
NR35789--MA0741.1.KLF16	chr2	57102552	57102562	-	0.000	0.000	Merged-chr2-57102684-19
NR19519--MA0039.3.KLF4	chr14	20023917	20023927	-	0.000	0.000	Merged-chr14-20024041-29
NR40434--MA0599.1.KLF5	chr3	37761159	37761168	-	0.000	0.000	Merged-chr3-37761034-43
NR58153--MA0493.1.Klf1	chr7	24481950	24481960	+	0.000	0.000	Merged-chr7-24481860-36
NR59117--MA1107.1.KLF9	chr7	49121347	49121359	+	0.000	0.000	Merged-chr7-49121386-30
NR66370--MA1107.1.KLF9	chr9	50414244	50414256	-	0.000	0.000	Merged-chr9-50414250-13
NR38769--MA0599.1.KLF5	chr2	157447413	157447422	+	0.000	0.000	Merged-chr2-157447566-79
NR55335--MA1107.1.KLF9	chr6	108338414	108338426	-	0.000	0.000	Merged-chr6-108338556-41
NR34987--MA0599.1.KLF5	chr2	27432662	27432671	+	0.000	0.000	Merged-chr2-27432813-10
NR65736--MA0742.1.Klf12	chr9	21419885	21419899	-	0.000	0.000	Merged-chr9-21419783-26
NR4941--MA0599.1.KLF5	chr10	7212249	7212258	-	0.000	0.000	Merged-chr10-7212223-140
NR20064--MA0741.1.KLF16	chr14	51984943	51984953	+	0.000	0.000	Merged-chr14-51984849-36
NR31905--MA0493.1.Klf1	chr18	79092637	79092647	+	0.000	0.000	Merged-chr18-79092831-54
NR45542--MA1107.1.KLF9	chr4	89359537	89359549	-	0.000	0.000	Merged-chr4-89359690-21
NR58152--MA0039.3.KLF4	chr7	24481952	24481962	+	0.000	0.000	Merged-chr7-24481860-36
NR18395--MA0599.1.KLF5	chr13	101669129	101669138	-	0.000	0.000	Merged-chr13-101669067-25
NR13141--MA0039.3.KLF4	chr11	119671196	119671206	-	0.000	0.000	Merged-chr11-119671227-50
NR35668--MA0742.1.Klf12	chr2	49846311	49846325	+	0.000	0.000	Merged-chr2-49846316-44
NR67094--MA0657.1.KLF13	chr9	70484977	70484994	+	0.000	0.000	Merged-chr9-70485119-27
NR10333--MA1107.1.KLF9	chr11	66961629	66961641	+	0.000	0.000	Merged-chr11-66961666-9
NR70625--MA0741.1.KLF16	chrX	169880468	169880478	-	0.000	0.000	Merged-chrX-169880422-92
NR14370--MA0740.1.KLF14	chr12	71030418	71030431	+	0.000	0.000	Merged-chr12-71030638-56
NR65164--MA1107.1.KLF9	chr8	123163061	123163073	+	0.000	0.000	Merged-chr8-123163099-40
NR16845--MA0039.3.KLF4	chr13	45885061	45885071	+	0.000	0.000	Merged-chr13-45885080-29
NR25211--MA0740.1.KLF14	chr16	24160873	24160886	+	0.000	0.000	Merged-chr16-24160756-32
NR63858--MA0493.1.Klf1	chr8	84811136	84811146	-	0.000	0.000	Merged-chr8-84811046-12
NR6132--MA0741.1.KLF16	chr10	68445692	68445702	-	0.000	0.000	Merged-chr10-68445900-93
NR61459--MA0493.1.Klf1	chr7	130369645	130369655	+	0.000	0.000	Merged-chr7-130369779-7
NR49543--MA0039.3.KLF4	chr5	64651650	64651660	-	0.000	0.000	Merged-chr5-64651532-36
NR35905--MA0742.1.Klf12	chr2	60774635	60774649	-	0.000	0.000	Merged-chr2-60774747-55
NR24370--MA0741.1.KLF16	chr15	99652668	99652678	-	0.000	0.000	Merged-chr15-99652729-6
NR4943--MA0740.1.KLF14	chr10	7212273	7212286	-	0.000	0.000	Merged-chr10-7212223-140
NR59932--MA1107.1.KLF9	chr7	92165107	92165119	-	0.000	0.000	Merged-chr7-92165181-43
NR55900--MA0493.1.Klf1	chr6	121110180	121110190	-	0.000	0.000	Merged-chr6-121110104-77
NR35849--MA0599.1.KLF5	chr2	59513733	59513742	-	0.000	0.000	Merged-chr2-59513816-12
NR8195--MA0599.1.KLF5	chr10	117651216	117651225	-	0.000	0.000	Merged-chr10-117651194-26
NR31166--MA1107.1.KLF9	chr18	60625567	60625579	-	0.000	0.000	Merged-chr18-60625535-13
NR40336--MA0599.1.KLF5	chr3	35721119	35721128	-	0.000	0.000	Merged-chr3-35721125-55
NR10673--MA0039.3.KLF4	chr11	74100915	74100925	-	0.000	0.000	Merged-chr11-74100988-13
NR15649--MA0493.1.Klf1	chr12	110454256	110454266	-	0.000	0.000	Merged-chr12-110454424-31
NR28913--MA0742.1.Klf12	chr17	56023587	56023601	-	0.000	0.000	Merged-chr17-56023630-14
NR62910--MA0742.1.Klf12	chr8	46654713	46654727	+	0.000	0.000	Merged-chr8-46654782-26
NR65146--MA0039.3.KLF4	chr8	122917784	122917794	+	0.000	0.000	Merged-chr8-122917932-59
NR7628--MA1107.1.KLF9	chr10	98745688	98745700	+	0.000	0.000	Merged-chr10-98745748-77
NR61465--MA0742.1.Klf12	chr7	130812682	130812696	-	0.000	0.000	Merged-chr7-130812664-20
NR37599--MA0599.1.KLF5	chr2	127319253	127319262	-	0.000	0.000	Merged-chr2-127319189-56
NR49553--MA0741.1.KLF16	chr5	64905946	64905956	+	0.000	0.000	Merged-chr5-64905944-90
NR45538--MA1107.1.KLF9	chr4	89359529	89359541	-	0.000	0.000	Merged-chr4-89359690-21
NR10357--MA0599.1.KLF5	chr11	67633844	67633853	-	0.000	0.000	Merged-chr11-67633953-18
NR22112--MA0742.1.Klf12	chr15	25692698	25692712	-	0.000	0.000	Merged-chr15-25692698-43
NR65169--MA1107.1.KLF9	chr8	123163071	123163083	+	0.000	0.000	Merged-chr8-123163099-40
NR11120--MA0599.1.KLF5	chr11	82205855	82205864	+	0.000	0.000	Merged-chr11-82205985-28
NR49436--MA0039.3.KLF4	chr5	53437813	53437823	+	0.000	0.000	Merged-chr5-53437793-20
NR14036--MA0599.1.KLF5	chr12	52383137	52383146	-	0.000	0.000	Merged-chr12-52383146-23
NR63580--MA1107.1.KLF9	chr8	75071849	75071861	+	0.000	0.000	Merged-chr8-75071889-52
NR8205--MA0741.1.KLF16	chr10	117660143	117660153	-	0.000	0.000	Merged-chr10-117659981-30
NR22768--MA0493.1.Klf1	chr15	59805063	59805073	-	0.000	0.000	Merged-chr15-59805045-21
