#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_dn.bed
NR8714--MA0002.2.RUNX1	chr5	151423113	151423123	-	0.000	0.000	Merged-chr5-151422935-26
NR8760--MA0511.2.RUNX2	chr6	22330738	22330746	-	0.000	0.000	Merged-chr6-22330722-48
NR7235--MA0002.2.RUNX1	chr3	138753295	138753305	+	0.000	0.000	Merged-chr3-138753245-27
NR7586--MA0511.2.RUNX2	chr4	63847321	63847329	-	0.000	0.000	Merged-chr4-63847263-40
NR8294--MA0002.2.RUNX1	chr5	92166180	92166190	+	0.000	0.000	Merged-chr5-92166159-12
NR1228--MA0002.2.RUNX1	chr10	80271558	80271568	+	0.000	0.000	Merged-chr10-80271512-28
NR8965--MA0684.1.RUNX3	chr6	71962876	71962885	-	0.000	0.000	Merged-chr6-71962835-53
NR3269--MA0002.2.RUNX1	chr13	110564085	110564095	-	0.000	0.000	Merged-chr13-110564159-46
NR4572--MA0684.1.RUNX3	chr16	75984026	75984035	-	0.000	0.000	Merged-chr16-75984013-36
NR10589--MA0002.2.RUNX1	chr8	123341811	123341821	+	0.000	0.000	Merged-chr8-123341706-13
NR6361--MA0684.1.RUNX3	chr2	119157083	119157092	-	0.000	0.000	Merged-chr2-119156876-75
NR1227--MA0684.1.RUNX3	chr10	80271339	80271348	-	0.000	0.000	Merged-chr10-80271512-28
NR8--MA0511.2.RUNX2	chr1	6467288	6467296	-	0.000	0.000	Merged-chr1-6467226-38
NR2937--MA0684.1.RUNX3	chr13	35871294	35871303	+	0.000	0.000	Merged-chr13-35871308-48
NR3456--MA0511.2.RUNX2	chr14	54042372	54042380	+	0.000	0.000	Merged-chr14-54042366-24
NR3029--MA0684.1.RUNX3	chr13	63112800	63112809	+	0.000	0.000	Merged-chr13-63112828-16
NR4849--MA0002.2.RUNX1	chr17	19435175	19435185	-	0.000	0.000	Merged-chr17-19435269-18
NR4164--MA0002.2.RUNX1	chr15	97420651	97420661	+	0.000	0.000	Merged-chr15-97420521-14
NR230--MA0002.2.RUNX1	chr1	64756880	64756890	+	0.000	0.000	Merged-chr1-64756853-21
NR548--MA0002.2.RUNX1	chr1	144276045	144276055	+	0.000	0.000	Merged-chr1-144275874-18
NR6575--MA0511.2.RUNX2	chr2	157190801	157190809	+	0.000	0.000	Merged-chr2-157190874-9
NR5970--MA0002.2.RUNX1	chr2	13233447	13233457	+	0.000	0.000	Merged-chr2-13233524-26
NR6999--MA0002.2.RUNX1	chr3	101274922	101274932	+	0.000	0.000	Merged-chr3-101274930-55
NR6955--MA0511.2.RUNX2	chr3	95101040	95101048	-	0.000	0.000	Merged-chr3-95101078-19
NR309--MA0002.2.RUNX1	chr1	82836463	82836473	-	0.000	0.000	Merged-chr1-82836652-59
NR4034--MA0002.2.RUNX1	chr15	76037761	76037771	-	0.000	0.000	Merged-chr15-76037668-45
NR1752--MA0002.2.RUNX1	chr11	57686222	57686232	+	0.000	0.000	Merged-chr11-57686202-30
NR2224--MA0002.2.RUNX1	chr11	119083833	119083843	-	0.000	0.000	Merged-chr11-119083935-60
NR9517--MA0684.1.RUNX3	chr7	30402557	30402566	+	0.000	0.000	Merged-chr7-30402572-19
NR2747--MA0002.2.RUNX1	chr12	115861846	115861856	+	0.000	0.000	Merged-chr12-115861982-39
NR11476--MA0002.2.RUNX1	chrX	139813504	139813514	-	0.000	0.000	Merged-chrX-139813635-78
NR2842--MA0684.1.RUNX3	chr13	19518143	19518152	+	0.000	0.000	Merged-chr13-19518295-27
NR7751--MA0002.2.RUNX1	chr4	116185319	116185329	+	0.000	0.000	Merged-chr4-116185296-27
NR11346--MA0002.2.RUNX1	chrX	12006238	12006248	+	0.000	0.000	Merged-chrX-12006353-78
NR221--MA0684.1.RUNX3	chr1	62834665	62834674	+	0.000	0.000	Merged-chr1-62834522-10
NR9699--MA0511.2.RUNX2	chr7	79423062	79423070	-	0.000	0.000	Merged-chr7-79423104-20
NR7049--MA0002.2.RUNX1	chr3	108718344	108718354	-	0.000	0.000	Merged-chr3-108718262-42
NR7449--MA0684.1.RUNX3	chr4	24569311	24569320	-	0.000	0.000	Merged-chr4-24569297-30
NR6176--MA0002.2.RUNX1	chr2	69778728	69778738	-	0.000	0.000	Merged-chr2-69778594-66
NR6447--MA0002.2.RUNX1	chr2	132264125	132264135	+	0.000	0.000	Merged-chr2-132264143-23
NR8584--MA0002.2.RUNX1	chr5	136458777	136458787	-	0.000	0.000	Merged-chr5-136458862-38
NR1962--MA0002.2.RUNX1	chr11	90675679	90675689	-	0.000	0.000	Merged-chr11-90675808-18
NR4876--MA0002.2.RUNX1	chr17	26532893	26532903	-	0.000	0.000	Merged-chr17-26532798-20
NR674--MA0511.2.RUNX2	chr1	165691743	165691751	+	0.000	0.000	Merged-chr1-165691684-32
NR4114--MA0002.2.RUNX1	chr15	86051393	86051403	+	0.000	0.000	Merged-chr15-86051383-21
NR2292--MA0684.1.RUNX3	chr12	16584080	16584089	+	0.000	0.000	Merged-chr12-16584018-49
NR8997--MA0684.1.RUNX3	chr6	83066176	83066185	+	0.000	0.000	Merged-chr6-83066192-22
NR2913--MA0511.2.RUNX2	chr13	30912399	30912407	-	0.000	0.000	Merged-chr13-30912363-13
NR2272--MA0002.2.RUNX1	chr12	13512612	13512622	-	0.000	0.000	Merged-chr12-13512538-15
NR5301--MA0002.2.RUNX1	chr18	36701976	36701986	+	0.000	0.000	Merged-chr18-36701992-26
NR10098--MA0002.2.RUNX1	chr7	142396753	142396763	+	0.000	0.000	Merged-chr7-142396800-18
NR958--MA0511.2.RUNX2	chr10	17565508	17565516	-	0.000	0.000	Merged-chr10-17565414-37
NR4190--MA0684.1.RUNX3	chr15	99333229	99333238	+	0.000	0.000	Merged-chr15-99333202-49
NR1845--MA0002.2.RUNX1	chr11	74908052	74908062	+	0.000	0.000	Merged-chr11-74908000-16
NR4507--MA0002.2.RUNX1	chr16	55520063	55520073	+	0.000	0.000	Merged-chr16-55519957-45
NR4636--MA0684.1.RUNX3	chr16	90331260	90331269	+	0.000	0.000	Merged-chr16-90331129-56
NR2337--MA0684.1.RUNX3	chr12	32292954	32292963	+	0.000	0.000	Merged-chr12-32292976-7
NR4597--MA0002.2.RUNX1	chr16	84800041	84800051	-	0.000	0.000	Merged-chr16-84800124-30
NR11394--MA0002.2.RUNX1	chrX	52760335	52760345	-	0.000	0.000	Merged-chrX-52760494-47
NR1553--MA0002.2.RUNX1	chr11	3703701	3703711	-	0.000	0.000	Merged-chr11-3703654-26
NR156--MA0511.2.RUNX2	chr1	53843241	53843249	+	0.000	0.000	Merged-chr1-53843171-20
NR2472--MA0511.2.RUNX2	chr12	82268113	82268121	-	0.000	0.000	Merged-chr12-82268056-22
NR10298--MA0511.2.RUNX2	chr8	66497233	66497241	+	0.000	0.000	Merged-chr8-66497339-52
NR5925--MA0002.2.RUNX1	chr2	3740372	3740382	+	0.000	0.000	Merged-chr2-3740398-41
NR2309--MA0002.2.RUNX1	chr12	25362963	25362973	+	0.000	0.000	Merged-chr12-25363030-6
NR9960--MA0002.2.RUNX1	chr7	125630575	125630585	+	0.000	0.000	Merged-chr7-125630465-44
NR4925--MA0511.2.RUNX2	chr17	32424230	32424238	-	0.000	0.000	Merged-chr17-32424197-48
NR11246--MA0511.2.RUNX2	chr9	116369244	116369252	-	0.000	0.000	Merged-chr9-116369265-54
NR6235--MA0002.2.RUNX1	chr2	80684883	80684893	-	0.000	0.000	Merged-chr2-80684823-58
NR7313--MA0002.2.RUNX1	chr3	149394058	149394068	+	0.000	0.000	Merged-chr3-149393865-18
NR5362--MA0002.2.RUNX1	chr18	56459018	56459028	-	0.000	0.000	Merged-chr18-56459089-42
NR7822--MA0684.1.RUNX3	chr4	129496800	129496809	+	0.000	0.000	Merged-chr4-129496759-24
NR4568--MA0002.2.RUNX1	chr16	75983972	75983982	+	0.000	0.000	Merged-chr16-75984013-36
NR9625--MA0002.2.RUNX1	chr7	63984492	63984502	+	0.000	0.000	Merged-chr7-63984461-22
NR8341--MA0511.2.RUNX2	chr5	100466876	100466884	+	0.000	0.000	Merged-chr5-100466890-43
NR9877--MA0002.2.RUNX1	chr7	114316566	114316576	-	0.000	0.000	Merged-chr7-114316593-23
NR11222--MA0002.2.RUNX1	chr9	115610228	115610238	+	0.000	0.000	Merged-chr9-115610141-16
NR11474--MA0002.2.RUNX1	chrX	139798081	139798091	-	0.000	0.000	Merged-chrX-139798042-22
NR9320--MA0002.2.RUNX1	chr6	140493270	140493280	-	0.000	0.000	Merged-chr6-140493334-8
NR8516--MA0511.2.RUNX2	chr5	122430271	122430279	+	0.000	0.000	Merged-chr5-122430278-22
NR5755--MA0002.2.RUNX1	chr19	32138397	32138407	-	0.000	0.000	Merged-chr19-32138517-38
NR2112--MA0684.1.RUNX3	chr11	108068601	108068610	+	0.000	0.000	Merged-chr11-108068595-28
NR9700--MA0002.2.RUNX1	chr7	79423060	79423070	+	0.000	0.000	Merged-chr7-79423104-20
NR10017--MA0511.2.RUNX2	chr7	132686646	132686654	+	0.000	0.000	Merged-chr7-132686748-28
NR157--MA0684.1.RUNX3	chr1	53843241	53843250	+	0.000	0.000	Merged-chr1-53843171-20
NR10633--MA0002.2.RUNX1	chr8	127968156	127968166	-	0.000	0.000	Merged-chr8-127968270-33
NR7382--MA0002.2.RUNX1	chr4	6476573	6476583	+	0.000	0.000	Merged-chr4-6476530-28
NR5611--MA0684.1.RUNX3	chr19	5257355	5257364	-	0.000	0.000	Merged-chr19-5257394-33
NR12--MA0002.2.RUNX1	chr1	7095993	7096003	+	0.000	0.000	Merged-chr1-7096130-35
NR2565--MA0511.2.RUNX2	chr12	99544780	99544788	+	0.000	0.000	Merged-chr12-99544732-47
NR7252--MA0002.2.RUNX1	chr3	142863419	142863429	-	0.000	0.000	Merged-chr3-142863489-16
NR11195--MA0002.2.RUNX1	chr9	114016573	114016583	-	0.000	0.000	Merged-chr9-114016465-30
NR1497--MA0002.2.RUNX1	chr10	122748709	122748719	+	0.000	0.000	Merged-chr10-122748643-28
NR2085--MA0684.1.RUNX3	chr11	106687555	106687564	-	0.000	0.000	Merged-chr11-106687558-7
NR2194--MA0684.1.RUNX3	chr11	116255860	116255869	-	0.000	0.000	Merged-chr11-116256028-23
NR8293--MA0511.2.RUNX2	chr5	92166182	92166190	-	0.000	0.000	Merged-chr5-92166159-12
NR6679--MA0511.2.RUNX2	chr2	173077077	173077085	-	0.000	0.000	Merged-chr2-173077118-17
NR5455--MA0002.2.RUNX1	chr18	67882892	67882902	-	0.000	0.000	Merged-chr18-67882933-18
NR4429--MA0684.1.RUNX3	chr16	43650508	43650517	+	0.000	0.000	Merged-chr16-43650685-39
NR9814--MA0002.2.RUNX1	chr7	105373094	105373104	+	0.000	0.000	Merged-chr7-105373185-17
NR4809--MA0684.1.RUNX3	chr17	12756060	12756069	+	0.000	0.000	Merged-chr17-12756128-8
NR8577--MA0511.2.RUNX2	chr5	136187975	136187983	+	0.000	0.000	Merged-chr5-136188126-9
NR390--MA0002.2.RUNX1	chr1	95674257	95674267	+	0.000	0.000	Merged-chr1-95674241-20
NR1617--MA0002.2.RUNX1	chr11	21314722	21314732	+	0.000	0.000	Merged-chr11-21314524-33
NR9873--MA0511.2.RUNX2	chr7	114082292	114082300	-	0.000	0.000	Merged-chr7-114082253-23
NR10680--MA0684.1.RUNX3	chr9	13518644	13518653	+	0.000	0.000	Merged-chr9-13518732-12
NR1978--MA0002.2.RUNX1	chr11	95777702	95777712	+	0.000	0.000	Merged-chr11-95777825-14
NR9949--MA0002.2.RUNX1	chr7	123217604	123217614	+	0.000	0.000	Merged-chr7-123217710-2
NR7998--MA0002.2.RUNX1	chr4	151991083	151991093	-	0.000	0.000	Merged-chr4-151991103-9
NR5132--MA0511.2.RUNX2	chr17	79394210	79394218	-	0.000	0.000	Merged-chr17-79394145-31
NR931--MA0684.1.RUNX3	chr10	10307521	10307530	-	0.000	0.000	Merged-chr10-10307543-35
NR7507--MA0002.2.RUNX1	chr4	46618589	46618599	-	0.000	0.000	Merged-chr4-46618486-40
NR4067--MA0511.2.RUNX2	chr15	78923726	78923734	-	0.000	0.000	Merged-chr15-78923681-44
NR11244--MA0511.2.RUNX2	chr9	116366366	116366374	+	0.000	0.000	Merged-chr9-116366334-59
NR1609--MA0002.2.RUNX1	chr11	19987267	19987277	+	0.000	0.000	Merged-chr11-19987339-30
NR4920--MA0002.2.RUNX1	chr17	31835916	31835926	-	0.000	0.000	Merged-chr17-31835834-15
NR5303--MA0684.1.RUNX3	chr18	36709048	36709057	-	0.000	0.000	Merged-chr18-36708852-70
NR8168--MA0511.2.RUNX2	chr5	41762249	41762257	-	0.000	0.000	Merged-chr5-41762366-35
NR2048--MA0684.1.RUNX3	chr11	103375408	103375417	-	0.000	0.000	Merged-chr11-103375376-18
NR11475--MA0511.2.RUNX2	chrX	139813504	139813512	+	0.000	0.000	Merged-chrX-139813635-78
NR361--MA0002.2.RUNX1	chr1	91380683	91380693	+	0.000	0.000	Merged-chr1-91380709-23
NR3454--MA0002.2.RUNX1	chr14	53878769	53878779	+	0.000	0.000	Merged-chr14-53878640-27
NR9745--MA0002.2.RUNX1	chr7	89296950	89296960	-	0.000	0.000	Merged-chr7-89296974-11
NR9874--MA0684.1.RUNX3	chr7	114082291	114082300	-	0.000	0.000	Merged-chr7-114082253-23
NR2690--MA0002.2.RUNX1	chr12	112868447	112868457	+	0.000	0.000	Merged-chr12-112868485-40
NR10634--MA0511.2.RUNX2	chr8	127968207	127968215	-	0.000	0.000	Merged-chr8-127968270-33
NR231--MA0002.2.RUNX1	chr1	64986260	64986270	+	0.000	0.000	Merged-chr1-64986300-23
NR3946--MA0511.2.RUNX2	chr15	60120156	60120164	-	0.000	0.000	Merged-chr15-60120172-38
NR7588--MA0684.1.RUNX3	chr4	63847320	63847329	-	0.000	0.000	Merged-chr4-63847263-40
NR3608--MA0002.2.RUNX1	chr14	73290032	73290042	+	0.000	0.000	Merged-chr14-73290096-39
NR9976--MA0002.2.RUNX1	chr7	126584626	126584636	+	0.000	0.000	Merged-chr7-126584739-30
NR5126--MA0002.2.RUNX1	chr17	78352741	78352751	+	0.000	0.000	Merged-chr17-78352623-8
NR10481--MA0684.1.RUNX3	chr8	110813284	110813293	+	0.000	0.000	Merged-chr8-110813191-16
NR9575--MA0002.2.RUNX1	chr7	47127392	47127402	-	0.000	0.000	Merged-chr7-47127326-4
NR2682--MA0002.2.RUNX1	chr12	112605990	112606000	+	0.000	0.000	Merged-chr12-112605824-36
NR5300--MA0511.2.RUNX2	chr18	36701978	36701986	-	0.000	0.000	Merged-chr18-36701992-26
NR5966--MA0511.2.RUNX2	chr2	12423841	12423849	-	0.000	0.000	Merged-chr2-12423867-9
NR9832--MA0684.1.RUNX3	chr7	106271099	106271108	+	0.000	0.000	Merged-chr7-106271098-32
NR2443--MA0002.2.RUNX1	chr12	76953590	76953600	+	0.000	0.000	Merged-chr12-76953735-9
NR1225--MA0511.2.RUNX2	chr10	80271340	80271348	-	0.000	0.000	Merged-chr10-80271512-28
NR92--MA0002.2.RUNX1	chr1	39559239	39559249	-	0.000	0.000	Merged-chr1-39559167-24
NR15--MA0002.2.RUNX1	chr1	7147198	7147208	-	0.000	0.000	Merged-chr1-7147128-26
NR3458--MA0684.1.RUNX3	chr14	54042372	54042381	+	0.000	0.000	Merged-chr14-54042366-24
NR5200--MA0684.1.RUNX3	chr17	86779459	86779468	+	0.000	0.000	Merged-chr17-86779381-46
NR9206--MA0002.2.RUNX1	chr6	127302987	127302997	-	0.000	0.000	Merged-chr6-127302896-25
NR4850--MA0684.1.RUNX3	chr17	19435175	19435184	+	0.000	0.000	Merged-chr17-19435269-18
NR6653--MA0002.2.RUNX1	chr2	168429763	168429773	-	0.000	0.000	Merged-chr2-168429700-17
NR3947--MA0684.1.RUNX3	chr15	60120155	60120164	-	0.000	0.000	Merged-chr15-60120172-38
NR1599--MA0511.2.RUNX2	chr11	14142623	14142631	-	0.000	0.000	Merged-chr11-14142731-31
NR8442--MA0002.2.RUNX1	chr5	112278260	112278270	+	0.000	0.000	Merged-chr5-112278382-13
NR10519--MA0002.2.RUNX1	chr8	115276496	115276506	-	0.000	0.000	Merged-chr8-115276533-28
NR9010--MA0002.2.RUNX1	chr6	86595128	86595138	+	0.000	0.000	Merged-chr6-86595040-14
NR1757--MA0684.1.RUNX3	chr11	57911898	57911907	+	0.000	0.000	Merged-chr11-57911963-18
NR3497--MA0511.2.RUNX2	chr14	61518777	61518785	+	0.000	0.000	Merged-chr14-61518892-20
NR3398--MA0002.2.RUNX1	chr14	30579522	30579532	-	0.000	0.000	Merged-chr14-30579338-21
NR7489--MA0511.2.RUNX2	chr4	41307579	41307587	-	0.000	0.000	Merged-chr4-41307588-21
NR4333--MA0002.2.RUNX1	chr16	23328327	23328337	+	0.000	0.000	Merged-chr16-23328334-50
NR5315--MA0002.2.RUNX1	chr18	39102372	39102382	+	0.000	0.000	Merged-chr18-39102352-12
NR175--MA0002.2.RUNX1	chr1	54871549	54871559	-	0.000	0.000	Merged-chr1-54871447-51
NR5967--MA0684.1.RUNX3	chr2	12423840	12423849	-	0.000	0.000	Merged-chr2-12423867-9
NR6850--MA0002.2.RUNX1	chr3	59062263	59062273	+	0.000	0.000	Merged-chr3-59062358-13
NR2970--MA0511.2.RUNX2	chr13	45455949	45455957	+	0.000	0.000	Merged-chr13-45455779-40
NR5361--MA0511.2.RUNX2	chr18	56459018	56459026	+	0.000	0.000	Merged-chr18-56459089-42
NR6897--MA0002.2.RUNX1	chr3	85195114	85195124	-	0.000	0.000	Merged-chr3-85195248-52
NR6883--MA0684.1.RUNX3	chr3	79504697	79504706	-	0.000	0.000	Merged-chr3-79504650-9
NR10478--MA0684.1.RUNX3	chr8	110813252	110813261	+	0.000	0.000	Merged-chr8-110813191-16
NR11090--MA0002.2.RUNX1	chr9	94993741	94993751	-	0.000	0.000	Merged-chr9-94993790-30
NR2840--MA0511.2.RUNX2	chr13	19518143	19518151	+	0.000	0.000	Merged-chr13-19518295-27
NR6972--MA0002.2.RUNX1	chr3	96881060	96881070	+	0.000	0.000	Merged-chr3-96881145-10
NR9158--MA0002.2.RUNX1	chr6	120264458	120264468	+	0.000	0.000	Merged-chr6-120264409-18
NR9114--MA0511.2.RUNX2	chr6	114883676	114883684	+	0.000	0.000	Merged-chr6-114883519-32
NR1444--MA0684.1.RUNX3	chr10	118407016	118407025	+	0.000	0.000	Merged-chr10-118407091-36
NR7434--MA0511.2.RUNX2	chr4	21842815	21842823	+	0.000	0.000	Merged-chr4-21842691-16
NR5754--MA0511.2.RUNX2	chr19	32138397	32138405	+	0.000	0.000	Merged-chr19-32138517-38
NR4944--MA0002.2.RUNX1	chr17	35115619	35115629	-	0.000	0.000	Merged-chr17-35115733-16
NR8761--MA0002.2.RUNX1	chr6	22330736	22330746	+	0.000	0.000	Merged-chr6-22330722-48
NR3499--MA0002.2.RUNX1	chr14	61518823	61518833	-	0.000	0.000	Merged-chr14-61518892-20
NR7587--MA0002.2.RUNX1	chr4	63847319	63847329	+	0.000	0.000	Merged-chr4-63847263-40
NR7050--MA0684.1.RUNX3	chr3	108718344	108718353	+	0.000	0.000	Merged-chr3-108718262-42
NR10632--MA0511.2.RUNX2	chr8	127968156	127968164	+	0.000	0.000	Merged-chr8-127968270-33
NR7381--MA0511.2.RUNX2	chr4	6476575	6476583	-	0.000	0.000	Merged-chr4-6476530-28
NR7447--MA0511.2.RUNX2	chr4	24569312	24569320	-	0.000	0.000	Merged-chr4-24569297-30
NR5274--MA0684.1.RUNX3	chr18	23734926	23734935	-	0.000	0.000	Merged-chr18-23734973-16
NR3103--MA0684.1.RUNX3	chr13	85399091	85399100	-	0.000	0.000	Merged-chr13-85399027-23
NR11--MA0511.2.RUNX2	chr1	7095995	7096003	-	0.000	0.000	Merged-chr1-7096130-35
NR2915--MA0684.1.RUNX3	chr13	30912398	30912407	-	0.000	0.000	Merged-chr13-30912363-13
NR3626--MA0684.1.RUNX3	chr14	74990692	74990701	-	0.000	0.000	Merged-chr14-74990757-12
NR9789--MA0684.1.RUNX3	chr7	99946599	99946608	+	0.000	0.000	Merged-chr7-99946527-26
NR3193--MA0684.1.RUNX3	chr13	98803826	98803835	+	0.000	0.000	Merged-chr13-98803850-12
NR2290--MA0511.2.RUNX2	chr12	16584080	16584088	+	0.000	0.000	Merged-chr12-16584018-49
NR8995--MA0511.2.RUNX2	chr6	83066176	83066184	+	0.000	0.000	Merged-chr6-83066192-22
NR546--MA0684.1.RUNX3	chr1	144206511	144206520	-	0.000	0.000	Merged-chr1-144206482-15
NR398--MA0002.2.RUNX1	chr1	97614015	97614025	-	0.000	0.000	Merged-chr1-97613912-17
NR9--MA0002.2.RUNX1	chr1	6467286	6467296	+	0.000	0.000	Merged-chr1-6467226-38
NR2114--MA0002.2.RUNX1	chr11	108088370	108088380	-	0.000	0.000	Merged-chr11-108088190-36
NR10436--MA0684.1.RUNX3	chr8	94969849	94969858	-	0.000	0.000	Merged-chr8-94970048-23
NR8134--MA0002.2.RUNX1	chr5	33468931	33468941	+	0.000	0.000	Merged-chr5-33468852-15
NR2971--MA0684.1.RUNX3	chr13	45455949	45455958	+	0.000	0.000	Merged-chr13-45455779-40
NR4634--MA0511.2.RUNX2	chr16	90331260	90331268	+	0.000	0.000	Merged-chr16-90331129-56
NR2584--MA0002.2.RUNX1	chr12	100508856	100508866	-	0.000	0.000	Merged-chr12-100508863-24
NR6576--MA0002.2.RUNX1	chr2	157190801	157190811	-	0.000	0.000	Merged-chr2-157190874-9
NR4482--MA0002.2.RUNX1	chr16	50533851	50533861	-	0.000	0.000	Merged-chr16-50533988-11
NR2474--MA0684.1.RUNX3	chr12	82268112	82268121	-	0.000	0.000	Merged-chr12-82268056-22
NR2824--MA0511.2.RUNX2	chr13	12507639	12507647	+	0.000	0.000	Merged-chr13-12507577-43
NR6956--MA0002.2.RUNX1	chr3	95101038	95101048	+	0.000	0.000	Merged-chr3-95101078-19
NR1600--MA0002.2.RUNX1	chr11	14142621	14142631	+	0.000	0.000	Merged-chr11-14142731-31
NR6175--MA0002.2.RUNX1	chr2	69002507	69002517	+	0.000	0.000	Merged-chr2-69002641-39
NR4180--MA0511.2.RUNX2	chr15	98869571	98869579	+	0.000	0.000	Merged-chr15-98869705-35
NR3277--MA0511.2.RUNX2	chr13	111297823	111297831	+	0.000	0.000	Merged-chr13-111297823-12
NR2467--MA0002.2.RUNX1	chr12	81933736	81933746	+	0.000	0.000	Merged-chr12-81933629-26
NR4765--MA0684.1.RUNX3	chr17	5804540	5804549	-	0.000	0.000	Merged-chr17-5804562-52
NR8562--MA0002.2.RUNX1	chr5	134295857	134295867	-	0.000	0.000	Merged-chr5-134295794-17
NR6263--MA0002.2.RUNX1	chr2	91078419	91078429	+	0.000	0.000	Merged-chr2-91078502-21
NR2846--MA0684.1.RUNX3	chr13	20183650	20183659	-	0.000	0.000	Merged-chr13-20183711-2
NR2032--MA0002.2.RUNX1	chr11	102061325	102061335	-	0.000	0.000	Merged-chr11-102061381-17
NR2969--MA0002.2.RUNX1	chr13	45443302	45443312	-	0.000	0.000	Merged-chr13-45443236-24
NR987--MA0684.1.RUNX3	chr10	20855251	20855260	-	0.000	0.000	Merged-chr10-20855169-17
NR8343--MA0684.1.RUNX3	chr5	100466876	100466885	+	0.000	0.000	Merged-chr5-100466890-43
NR2925--MA0511.2.RUNX2	chr13	32966242	32966250	-	0.000	0.000	Merged-chr13-32966239-7
NR8737--MA0002.2.RUNX1	chr6	8641058	8641068	-	0.000	0.000	Merged-chr6-8641126-10
NR5661--MA0002.2.RUNX1	chr19	12479475	12479485	-	0.000	0.000	Merged-chr19-12479491-16
NR9308--MA0511.2.RUNX2	chr6	137795425	137795433	+	0.000	0.000	Merged-chr6-137795480-24
NR9609--MA0684.1.RUNX3	chr7	58485603	58485612	+	0.000	0.000	Merged-chr7-58485685-22
NR10019--MA0684.1.RUNX3	chr7	132686646	132686655	+	0.000	0.000	Merged-chr7-132686748-28
NR2825--MA0684.1.RUNX3	chr13	12507639	12507648	+	0.000	0.000	Merged-chr13-12507577-43
NR11154--MA0002.2.RUNX1	chr9	106313015	106313025	+	0.000	0.000	Merged-chr9-106313051-17
NR1552--MA0002.2.RUNX1	chr11	3702162	3702172	+	0.000	0.000	Merged-chr11-3702327-20
NR9093--MA0511.2.RUNX2	chr6	108561135	108561143	+	0.000	0.000	Merged-chr6-108561234-16
NR579--MA0002.2.RUNX1	chr1	153058380	153058390	-	0.000	0.000	Merged-chr1-153058312-17
NR2567--MA0684.1.RUNX3	chr12	99544780	99544789	+	0.000	0.000	Merged-chr12-99544732-47
NR2838--MA0684.1.RUNX3	chr13	17627285	17627294	+	0.000	0.000	Merged-chr13-17627310-18
NR8828--MA0511.2.RUNX2	chr6	41189074	41189082	+	0.000	0.000	Merged-chr6-41189154-9
NR6877--MA0511.2.RUNX2	chr3	69223878	69223886	-	0.000	0.000	Merged-chr3-69223977-21
NR959--MA0002.2.RUNX1	chr10	17565506	17565516	+	0.000	0.000	Merged-chr10-17565414-37
NR1901--MA0511.2.RUNX2	chr11	82203896	82203904	+	0.000	0.000	Merged-chr11-82203990-35
NR2037--MA0002.2.RUNX1	chr11	102317762	102317772	+	0.000	0.000	Merged-chr11-102317551-136
NR3986--MA0002.2.RUNX1	chr15	66785614	66785624	-	0.000	0.000	Merged-chr15-66785581-20
NR8785--MA0002.2.RUNX1	chr6	30671900	30671910	-	0.000	0.000	Merged-chr6-30671721-27
NR8470--MA0511.2.RUNX2	chr5	115085108	115085116	+	0.000	0.000	Merged-chr5-115085067-14
NR2275--MA0684.1.RUNX3	chr12	15808617	15808626	-	0.000	0.000	Merged-chr12-15808656-13
NR4078--MA0002.2.RUNX1	chr15	80639971	80639981	-	0.000	0.000	Merged-chr15-80640065-19
NR11146--MA0002.2.RUNX1	chr9	105499566	105499576	+	0.000	0.000	Merged-chr9-105499679-15
NR2003--MA0002.2.RUNX1	chr11	98953010	98953020	+	0.000	0.000	Merged-chr11-98953016-12
NR8295--MA0684.1.RUNX3	chr5	92166181	92166190	-	0.000	0.000	Merged-chr5-92166159-12
NR4458--MA0002.2.RUNX1	chr16	46001671	46001681	-	0.000	0.000	Merged-chr16-46001866-55
NR2512--MA0684.1.RUNX3	chr12	86971251	86971260	-	0.000	0.000	Merged-chr12-86971344-14
NR5470--MA0002.2.RUNX1	chr18	70462823	70462833	+	0.000	0.000	Merged-chr18-70462917-22
NR3856--MA0002.2.RUNX1	chr15	34467873	34467883	+	0.000	0.000	Merged-chr15-34468001-12
NR8579--MA0684.1.RUNX3	chr5	136187975	136187984	+	0.000	0.000	Merged-chr5-136188126-9
NR636--MA0511.2.RUNX2	chr1	161909273	161909281	+	0.000	0.000	Merged-chr1-161909340-8
NR907--MA0511.2.RUNX2	chr10	4977487	4977495	-	0.000	0.000	Merged-chr10-4977529-37
NR4427--MA0511.2.RUNX2	chr16	43650508	43650516	+	0.000	0.000	Merged-chr16-43650685-39
NR4807--MA0511.2.RUNX2	chr17	12756060	12756068	+	0.000	0.000	Merged-chr17-12756128-8
NR2138--MA0002.2.RUNX1	chr11	109744010	109744020	+	0.000	0.000	Merged-chr11-109744155-21
