#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval0.3-log2fc0.5_up.bed
NR50849--MA1107.1.KLF9	chr5	72201980	72201992	-	0.000	0.000	Merged-chr5-72202096-40
NR69235--MA0741.1.KLF16	chr9	66158205	66158215	+	0.000	0.000	Merged-chr9-66158396-48
NR21168--MA0493.1.Klf1	chr14	78692261	78692271	-	0.000	0.000	Merged-chr14-78692214-30
NR30452--MA0039.3.KLF4	chr17	83854490	83854500	+	0.000	0.000	Merged-chr17-83854411-35
NR50854--MA0493.1.Klf1	chr5	72202164	72202174	+	0.000	0.000	Merged-chr5-72202096-40
NR38138--MA0493.1.Klf1	chr2	127319253	127319263	-	0.000	0.000	Merged-chr2-127319189-56
NR10872--MA0599.1.KLF5	chr11	70597424	70597433	-	0.000	0.000	Merged-chr11-70597550-26
NR13675--MA0742.1.Klf12	chr12	21480429	21480443	+	0.000	0.000	Merged-chr12-21480312-60
NR497--MA1107.1.KLF9	chr1	39196989	39197001	-	0.000	0.000	Merged-chr1-39196974-45
NR67725--MA1107.1.KLF9	chr9	14172184	14172196	-	0.000	0.000	Merged-chr9-14171965-37
NR33946--MA1107.1.KLF9	chr19	41597650	41597662	+	0.000	0.000	Merged-chr19-41597559-38
NR71232--MA0741.1.KLF16	chr9	118518953	118518963	-	0.000	0.000	Merged-chr9-118519152-31
NR28125--MA1107.1.KLF9	chr17	25583845	25583857	+	0.000	0.000	Merged-chr17-25583989-33
NR13056--MA0742.1.Klf12	chr11	117686232	117686246	+	0.000	0.000	Merged-chr11-117686143-68
NR65527--MA0039.3.KLF4	chr8	72291267	72291277	-	0.000	0.000	Merged-chr8-72291225-23
NR34458--MA0039.3.KLF4	chr19	56756562	56756572	-	0.000	0.000	Merged-chr19-56756635-43
NR5864--MA0657.1.KLF13	chr10	44409978	44409995	+	0.000	0.000	Merged-chr10-44410043-43
NR26295--MA0493.1.Klf1	chr16	55735672	55735682	-	0.000	0.000	Merged-chr16-55735684-24
NR30480--MA0493.1.Klf1	chr17	84116652	84116662	-	0.000	0.000	Merged-chr17-84116630-65
NR29573--MA1107.1.KLF9	chr17	56913625	56913637	-	0.000	0.000	Merged-chr17-56913567-28
NR50097--MA1107.1.KLF9	chr5	36722602	36722614	+	0.000	0.000	Merged-chr5-36722614-37
NR56855--MA0741.1.KLF16	chr6	108630898	108630908	+	0.000	0.000	Merged-chr6-108631007-44
NR18290--MA0741.1.KLF16	chr13	101540641	101540651	+	0.000	0.000	Merged-chr13-101540748-63
NR27708--MA0599.1.KLF5	chr17	12206001	12206010	+	0.000	0.000	Merged-chr17-12205812-57
NR57181--MA0599.1.KLF5	chr6	119199116	119199125	+	0.000	0.000	Merged-chr6-119199024-52
NR1077--MA0599.1.KLF5	chr1	69513669	69513678	+	0.000	0.000	Merged-chr1-69513618-39
NR8364--MA0657.1.KLF13	chr10	117530900	117530917	-	0.000	0.000	Merged-chr10-117530898-41
NR10494--MA0741.1.KLF16	chr11	60937982	60937992	-	0.000	0.000	Merged-chr11-60937827-26
NR15833--MA0493.1.Klf1	chr12	112800574	112800584	-	0.000	0.000	Merged-chr12-112800686-25
NR62089--MA0599.1.KLF5	chr7	110796453	110796462	-	0.000	0.000	Merged-chr7-110796429-1
NR52711--MA1107.1.KLF9	chr5	124629073	124629085	-	0.000	0.000	Merged-chr5-124629076-75
NR61096--MA0039.3.KLF4	chr7	79249795	79249805	-	0.000	0.000	Merged-chr7-79249720-34
NR8428--MA0493.1.Klf1	chr10	118419174	118419184	-	0.000	0.000	Merged-chr10-118419236-59
NR11408--MA0742.1.Klf12	chr11	82952050	82952064	+	0.000	0.000	Merged-chr11-82952114-4
NR14681--MA0599.1.KLF5	chr12	79447261	79447270	+	0.000	0.000	Merged-chr12-79447275-32
NR50848--MA0741.1.KLF16	chr5	72201987	72201997	-	0.000	0.000	Merged-chr5-72202096-40
NR45195--MA0599.1.KLF5	chr4	43972419	43972428	+	0.000	0.000	Merged-chr4-43972345-49
NR46343--MA0741.1.KLF16	chr4	97996086	97996096	+	0.000	0.000	Merged-chr4-97996259-58
NR23133--MA0742.1.Klf12	chr15	61408819	61408833	+	0.000	0.000	Merged-chr15-61408601-39
NR12394--MA0599.1.KLF5	chr11	104631541	104631550	-	0.000	0.000	Merged-chr11-104631492-24
NR65559--MA1107.1.KLF9	chr8	72762443	72762455	-	0.000	0.000	Merged-chr8-72762514-4
NR66895--MA1107.1.KLF9	chr8	117052565	117052577	-	0.000	0.000	Merged-chr8-117052612-3
NR72115--MA0599.1.KLF5	chrX	71474486	71474495	+	0.000	0.000	Merged-chrX-71474506-18
NR4114--MA0599.1.KLF5	chr1	177008855	177008864	+	0.000	0.000	Merged-chr1-177008942-27
NR42239--MA0599.1.KLF5	chr3	100442832	100442841	-	0.000	0.000	Merged-chr3-100442814-47
NR14636--MA0493.1.Klf1	chr12	77060212	77060222	+	0.000	0.000	Merged-chr12-77060270-44
NR11294--MA1107.1.KLF9	chr11	79132166	79132178	+	0.000	0.000	Merged-chr11-79132078-52
NR63832--MA0493.1.Klf1	chr7	143501134	143501144	+	0.000	0.000	Merged-chr7-143501142-12
NR58584--MA0493.1.Klf1	chr6	145256892	145256902	+	0.000	0.000	Merged-chr6-145256997-16
NR48326--MA0599.1.KLF5	chr4	140983709	140983718	-	0.000	0.000	Merged-chr4-140983649-41
NR21727--MA0039.3.KLF4	chr14	115250766	115250776	-	0.000	0.000	Merged-chr14-115250840-27
NR23820--MA0740.1.KLF14	chr15	80711050	80711063	-	0.000	0.000	Merged-chr15-80711165-82
NR22039--MA0493.1.Klf1	chr14	120520131	120520141	+	0.000	0.000	Merged-chr14-120520145-25
NR3296--MA0741.1.KLF16	chr1	156667701	156667711	-	0.000	0.000	Merged-chr1-156667693-16
NR47383--MA0740.1.KLF14	chr4	128654746	128654759	-	0.000	0.000	Merged-chr4-128654743-48
NR46636--MA0742.1.Klf12	chr4	107196648	107196662	+	0.000	0.000	Merged-chr4-107196669-22
NR4144--MA0742.1.Klf12	chr1	178182342	178182356	+	0.000	0.000	Merged-chr1-178182458-49
NR9241--MA0599.1.KLF5	chr11	5005466	5005475	+	0.000	0.000	Merged-chr11-5005546-13
NR58249--MA0599.1.KLF5	chr6	140722427	140722436	+	0.000	0.000	Merged-chr6-140722560-90
NR49201--MA0599.1.KLF5	chr5	3501818	3501827	-	0.000	0.000	Merged-chr5-3501855-46
NR33487--MA0741.1.KLF16	chr19	21785262	21785272	+	0.000	0.000	Merged-chr19-21785424-37
NR64823--MA1107.1.KLF9	chr8	46654702	46654714	-	0.000	0.000	Merged-chr8-46654782-26
NR51766--MA0599.1.KLF5	chr5	107359501	107359510	+	0.000	0.000	Merged-chr5-107359666-49
NR56856--MA1107.1.KLF9	chr6	108630897	108630909	+	0.000	0.000	Merged-chr6-108631007-44
NR68193--MA1107.1.KLF9	chr9	32815712	32815724	-	0.000	0.000	Merged-chr9-32815663-32
NR70499--MA0493.1.Klf1	chr9	103708549	103708559	-	0.000	0.000	Merged-chr9-103708759-48
NR20800--MA0599.1.KLF5	chr14	67912074	67912083	+	0.000	0.000	Merged-chr14-67911920-26
NR8484--MA0742.1.Klf12	chr10	119005763	119005777	+	0.000	0.000	Merged-chr10-119005704-15
NR5865--MA0039.3.KLF4	chr10	44420274	44420284	+	0.000	0.000	Merged-chr10-44420150-34
NR64720--MA1107.1.KLF9	chr8	40963170	40963182	-	0.000	0.000	Merged-chr8-40963134-88
NR66798--MA0740.1.KLF14	chr8	115397893	115397906	-	0.000	0.000	Merged-chr8-115397759-2
NR10330--MA0741.1.KLF16	chr11	57952969	57952979	-	0.000	0.000	Merged-chr11-57952769-40
NR20912--MA0599.1.KLF5	chr14	70774534	70774543	-	0.000	0.000	Merged-chr14-70774567-63
NR46048--MA0599.1.KLF5	chr4	83354992	83355001	+	0.000	0.000	Merged-chr4-83354968-34
NR45193--MA0740.1.KLF14	chr4	43972418	43972431	+	0.000	0.000	Merged-chr4-43972345-49
NR31678--MA0493.1.Klf1	chr18	57249690	57249700	+	0.000	0.000	Merged-chr18-57249763-26
NR10518--MA1107.1.KLF9	chr11	61639552	61639564	+	0.000	0.000	Merged-chr11-61639314-57
NR23949--MA0599.1.KLF5	chr15	82224398	82224407	+	0.000	0.000	Merged-chr15-82224462-30
NR24689--MA0493.1.Klf1	chr15	99009038	99009048	+	0.000	0.000	Merged-chr15-99008995-43
NR35927--MA0741.1.KLF16	chr2	36230449	36230459	-	0.000	0.000	Merged-chr2-36230505-28
NR45177--MA0493.1.Klf1	chr4	43937233	43937243	+	0.000	0.000	Merged-chr4-43937152-65
NR64953--MA1107.1.KLF9	chr8	57401522	57401534	+	0.000	0.000	Merged-chr8-57401385-31
NR16939--MA0741.1.KLF16	chr13	51776417	51776427	+	0.000	0.000	Merged-chr13-51776600-43
NR66911--MA0741.1.KLF16	chr8	117289163	117289173	-	0.000	0.000	Merged-chr8-117289266-15
NR41037--MA0493.1.Klf1	chr3	52732159	52732169	+	0.000	0.000	Merged-chr3-52732187-17
NR13473--MA0657.1.KLF13	chr12	8829881	8829898	-	0.000	0.000	Merged-chr12-8829730-25
NR28489--MA0493.1.Klf1	chr17	31077832	31077842	-	0.000	0.000	Merged-chr17-31077750-28
NR55341--MA1107.1.KLF9	chr6	50560914	50560926	+	0.000	0.000	Merged-chr6-50560959-32
NR46714--MA1107.1.KLF9	chr4	108371564	108371576	-	0.000	0.000	Merged-chr4-108371608-19
NR59347--MA0741.1.KLF16	chr7	19790020	19790030	+	0.000	0.000	Merged-chr7-19790098-49
NR23822--MA0039.3.KLF4	chr15	80711051	80711061	-	0.000	0.000	Merged-chr15-80711165-82
NR31925--MA0599.1.KLF5	chr18	65107251	65107260	+	0.000	0.000	Merged-chr18-65107334-45
NR57194--MA1107.1.KLF9	chr6	119199106	119199118	+	0.000	0.000	Merged-chr6-119199024-52
NR31024--MA1107.1.KLF9	chr18	23828649	23828661	-	0.000	0.000	Merged-chr18-23828715-22
NR16623--MA1107.1.KLF9	chr13	38503553	38503565	+	0.000	0.000	Merged-chr13-38503650-43
NR7905--MA0741.1.KLF16	chr10	98782188	98782198	+	0.000	0.000	Merged-chr10-98782064-50
NR26668--MA0599.1.KLF5	chr16	75921058	75921067	+	0.000	0.000	Merged-chr16-75921068-56
NR42518--MA0741.1.KLF16	chr3	105704893	105704903	+	0.000	0.000	Merged-chr3-105704887-86
NR35276--MA1107.1.KLF9	chr2	25170652	25170664	-	0.000	0.000	Merged-chr2-25170502-21
NR32208--MA1107.1.KLF9	chr18	73816983	73816995	+	0.000	0.000	Merged-chr18-73816843-39
NR55270--MA0740.1.KLF14	chr6	48664902	48664915	-	0.000	0.000	Merged-chr6-48664827-36
NR1897--MA0599.1.KLF5	chr1	106515650	106515659	+	0.000	0.000	Merged-chr1-106515798-55
NR58383--MA0493.1.Klf1	chr6	142571414	142571424	-	0.000	0.000	Merged-chr6-142571386-44
NR42597--MA0493.1.Klf1	chr3	108383790	108383800	-	0.000	0.000	Merged-chr3-108383794-50
NR29265--MA1107.1.KLF9	chr17	47943098	47943110	+	0.000	0.000	Merged-chr17-47943297-31
NR39841--MA0039.3.KLF4	chr2	170307066	170307076	-	0.000	0.000	Merged-chr2-170306902-1
NR39095--MA0599.1.KLF5	chr2	155236560	155236569	-	0.000	0.000	Merged-chr2-155236613-57
NR54458--MA0493.1.Klf1	chr6	3536249	3536259	+	0.000	0.000	Merged-chr6-3536376-27
NR5858--MA0741.1.KLF16	chr10	44368930	44368940	-	0.000	0.000	Merged-chr10-44368737-26
NR10975--MA0741.1.KLF16	chr11	74547200	74547210	-	0.000	0.000	Merged-chr11-74547322-69
NR28399--MA1107.1.KLF9	chr17	29152729	29152741	-	0.000	0.000	Merged-chr17-29152803-18
NR23368--MA0741.1.KLF16	chr15	73169068	73169078	-	0.000	0.000	Merged-chr15-73169118-30
NR35701--MA0039.3.KLF4	chr2	32166595	32166605	-	0.000	0.000	Merged-chr2-32166737-9
NR25693--MA0039.3.KLF4	chr16	29978020	29978030	-	0.000	0.000	Merged-chr16-29977874-22
NR61245--MA1107.1.KLF9	chr7	81075344	81075356	+	0.000	0.000	Merged-chr7-81075371-56
NR10327--MA0599.1.KLF5	chr11	57952970	57952979	-	0.000	0.000	Merged-chr11-57952769-40
NR53187--MA0742.1.Klf12	chr5	134275719	134275733	-	0.000	0.000	Merged-chr5-134275761-27
NR5967--MA0741.1.KLF16	chr10	53889514	53889524	-	0.000	0.000	Merged-chr10-53889619-14
NR63765--MA1107.1.KLF9	chr7	142354081	142354093	+	0.000	0.000	Merged-chr7-142354183-49
NR57848--MA1107.1.KLF9	chr6	131294132	131294144	-	0.000	0.000	Merged-chr6-131294237-12
NR12847--MA0599.1.KLF5	chr11	115475639	115475648	-	0.000	0.000	Merged-chr11-115475686-55
NR4842--MA0741.1.KLF16	chr1	191738896	191738906	-	0.000	0.000	Merged-chr1-191738954-40
NR44668--MA0741.1.KLF16	chr4	20033057	20033067	-	0.000	0.000	Merged-chr4-20033263-40
NR57186--MA0493.1.Klf1	chr6	119199115	119199125	+	0.000	0.000	Merged-chr6-119199024-52
NR7899--MA0741.1.KLF16	chr10	98776529	98776539	-	0.000	0.000	Merged-chr10-98776574-38
NR92--MA0742.1.Klf12	chr1	13301832	13301846	+	0.000	0.000	Merged-chr1-13301807-39
NR27089--MA0741.1.KLF16	chr16	93572668	93572678	+	0.000	0.000	Merged-chr16-93572534-34
NR2507--MA1107.1.KLF9	chr1	133801265	133801277	-	0.000	0.000	Merged-chr1-133801271-79
NR42610--MA1107.1.KLF9	chr3	108459069	108459081	+	0.000	0.000	Merged-chr3-108458860-74
NR33812--MA0741.1.KLF16	chr19	38746134	38746144	-	0.000	0.000	Merged-chr19-38746267-36
NR54256--MA0741.1.KLF16	chr5	148489495	148489505	-	0.000	0.000	Merged-chr5-148489625-52
NR69973--MA1107.1.KLF9	chr9	87026076	87026088	+	0.000	0.000	Merged-chr9-87025935-38
NR42289--MA0599.1.KLF5	chr3	101570912	101570921	+	0.000	0.000	Merged-chr3-101570775-35
NR67306--MA0493.1.Klf1	chr8	123411506	123411516	-	0.000	0.000	Merged-chr8-123411565-31
NR44463--MA1107.1.KLF9	chr4	6925027	6925039	-	0.000	0.000	Merged-chr4-6924913-49
NR55509--MA0741.1.KLF16	chr6	54092919	54092929	+	0.000	0.000	Merged-chr6-54092801-44
NR54941--MA1107.1.KLF9	chr6	33683797	33683809	-	0.000	0.000	Merged-chr6-33683719-46
NR12846--MA1107.1.KLF9	chr11	115461902	115461914	-	0.000	0.000	Merged-chr11-115461970-11
NR66802--MA1107.1.KLF9	chr8	115397894	115397906	-	0.000	0.000	Merged-chr8-115397759-2
NR24850--MA1107.1.KLF9	chr15	101388110	101388122	+	0.000	0.000	Merged-chr15-101388154-52
NR42478--MA0741.1.KLF16	chr3	104771698	104771708	-	0.000	0.000	Merged-chr3-104771571-48
NR32496--MA0599.1.KLF5	chr18	80609768	80609777	+	0.000	0.000	Merged-chr18-80609939-56
NR45855--MA0741.1.KLF16	chr4	63401085	63401095	+	0.000	0.000	Merged-chr4-63401068-56
NR18191--MA0599.1.KLF5	chr13	99431575	99431584	+	0.000	0.000	Merged-chr13-99431578-17
NR13358--MA0039.3.KLF4	chr12	4065645	4065655	+	0.000	0.000	Merged-chr12-4065716-30
NR12502--MA0657.1.KLF13	chr11	106536354	106536371	+	0.000	0.000	Merged-chr11-106536245-61
NR46020--MA0657.1.KLF13	chr4	82755888	82755905	+	0.000	0.000	Merged-chr4-82755852-39
NR51896--MA0493.1.Klf1	chr5	111196086	111196096	+	0.000	0.000	Merged-chr5-111196079-28
NR13185--MA0740.1.KLF14	chr11	120190045	120190058	+	0.000	0.000	Merged-chr11-120189977-47
NR57723--MA0740.1.KLF14	chr6	128796573	128796586	-	0.000	0.000	Merged-chr6-128796510-47
NR8156--MA0493.1.Klf1	chr10	111031828	111031838	+	0.000	0.000	Merged-chr10-111031729-43
NR650--MA0741.1.KLF16	chr1	43561579	43561589	-	0.000	0.000	Merged-chr1-43561326-30
NR11547--MA0599.1.KLF5	chr11	87745142	87745151	-	0.000	0.000	Merged-chr11-87745119-47
NR13721--MA1107.1.KLF9	chr12	25092720	25092732	-	0.000	0.000	Merged-chr12-25092783-66
NR64952--MA0741.1.KLF16	chr8	57401525	57401535	+	0.000	0.000	Merged-chr8-57401385-31
NR3297--MA1107.1.KLF9	chr1	156667700	156667712	-	0.000	0.000	Merged-chr1-156667693-16
NR13274--MA0493.1.Klf1	chr11	120990482	120990492	+	0.000	0.000	Merged-chr11-120990355-3
NR62049--MA0740.1.KLF14	chr7	110203785	110203798	-	0.000	0.000	Merged-chr7-110203728-41
NR16722--MA0741.1.KLF16	chr13	43176748	43176758	-	0.000	0.000	Merged-chr13-43176890-1
NR18907--MA0493.1.Klf1	chr13	117223259	117223269	+	0.000	0.000	Merged-chr13-117223399-24
NR46634--MA1107.1.KLF9	chr4	107006402	107006414	-	0.000	0.000	Merged-chr4-107006366-21
NR18612--MA0599.1.KLF5	chr13	108862404	108862413	+	0.000	0.000	Merged-chr13-108862166-40
NR56850--MA0740.1.KLF14	chr6	108630897	108630910	+	0.000	0.000	Merged-chr6-108631007-44
NR13166--MA1107.1.KLF9	chr11	119877300	119877312	-	0.000	0.000	Merged-chr11-119877317-14
NR8864--MA0599.1.KLF5	chr10	127141554	127141563	+	0.000	0.000	Merged-chr10-127141602-99
NR63859--MA0039.3.KLF4	chr7	143724084	143724094	+	0.000	0.000	Merged-chr7-143724096-15
NR119--MA0742.1.Klf12	chr1	13559532	13559546	-	0.000	0.000	Merged-chr1-13559747-54
NR22460--MA1107.1.KLF9	chr15	25884682	25884694	-	0.000	0.000	Merged-chr15-25884835-36
NR9166--MA0599.1.KLF5	chr11	4206008	4206017	-	0.000	0.000	Merged-chr11-4206247-48
NR13973--MA0599.1.KLF5	chr12	35770599	35770608	+	0.000	0.000	Merged-chr12-35770526-40
NR15328--MA1107.1.KLF9	chr12	102699350	102699362	+	0.000	0.000	Merged-chr12-102699394-36
NR13278--MA1107.1.KLF9	chr11	120990484	120990496	+	0.000	0.000	Merged-chr11-120990355-3
NR48801--MA0493.1.Klf1	chr4	150894668	150894678	+	0.000	0.000	Merged-chr4-150894695-19
NR43060--MA1107.1.KLF9	chr3	126690981	126690993	+	0.000	0.000	Merged-chr3-126690917-48
NR26108--MA1107.1.KLF9	chr16	44362189	44362201	+	0.000	0.000	Merged-chr16-44362356-45
NR33218--MA1107.1.KLF9	chr19	8592093	8592105	-	0.000	0.000	Merged-chr19-8592238-38
NR70997--MA0493.1.Klf1	chr9	114016562	114016572	-	0.000	0.000	Merged-chr9-114016465-30
NR39324--MA0599.1.KLF5	chr2	160471239	160471248	+	0.000	0.000	Merged-chr2-160471164-70
NR54064--MA1107.1.KLF9	chr5	144358184	144358196	-	0.000	0.000	Merged-chr5-144358177-56
NR36496--MA0039.3.KLF4	chr2	68289368	68289378	-	0.000	0.000	Merged-chr2-68289327-28
NR30791--MA0599.1.KLF5	chr18	4296001	4296010	+	0.000	0.000	Merged-chr18-4296046-21
NR50023--MA0493.1.Klf1	chr5	35176592	35176602	+	0.000	0.000	Merged-chr5-35176446-65
NR6107--MA0599.1.KLF5	chr10	59932633	59932642	+	0.000	0.000	Merged-chr10-59932702-41
NR55064--MA0742.1.Klf12	chr6	38810071	38810085	+	0.000	0.000	Merged-chr6-38810070-95
NR63759--MA0740.1.KLF14	chr7	142354081	142354094	+	0.000	0.000	Merged-chr7-142354183-49
NR12504--MA0741.1.KLF16	chr11	106536356	106536366	+	0.000	0.000	Merged-chr11-106536245-61
NR15529--MA0740.1.KLF14	chr12	107961261	107961274	+	0.000	0.000	Merged-chr12-107961222-28
NR27011--MA0599.1.KLF5	chr16	91545916	91545925	-	0.000	0.000	Merged-chr16-91545855-29
NR37307--MA0741.1.KLF16	chr2	101762097	101762107	+	0.000	0.000	Merged-chr2-101762037-3
NR46616--MA0039.3.KLF4	chr4	106935042	106935052	-	0.000	0.000	Merged-chr4-106934885-1
NR56818--MA0741.1.KLF16	chr6	108251611	108251621	-	0.000	0.000	Merged-chr6-108251708-11
NR48479--MA0493.1.Klf1	chr4	144901710	144901720	+	0.000	0.000	Merged-chr4-144901724-37
NR66704--MA1107.1.KLF9	chr8	111769389	111769401	-	0.000	0.000	Merged-chr8-111769335-16
NR39627--MA0039.3.KLF4	chr2	167313857	167313867	+	0.000	0.000	Merged-chr2-167313855-44
NR58531--MA1107.1.KLF9	chr6	144664979	144664991	+	0.000	0.000	Merged-chr6-144664964-20
NR66924--MA0493.1.Klf1	chr8	117481972	117481982	-	0.000	0.000	Merged-chr8-117482001-12
NR44482--MA0493.1.Klf1	chr4	8834802	8834812	-	0.000	0.000	Merged-chr4-8834782-18
NR18299--MA0599.1.KLF5	chr13	101664209	101664218	+	0.000	0.000	Merged-chr13-101664276-40
NR11407--MA0740.1.KLF14	chr11	82952050	82952063	+	0.000	0.000	Merged-chr11-82952114-4
NR30451--MA0599.1.KLF5	chr17	83854489	83854498	+	0.000	0.000	Merged-chr17-83854411-35
NR58607--MA0741.1.KLF16	chr6	146081079	146081089	-	0.000	0.000	Merged-chr6-146081045-99
NR62090--MA0741.1.KLF16	chr7	110796447	110796457	-	0.000	0.000	Merged-chr7-110796429-1
NR26457--MA0039.3.KLF4	chr16	64800653	64800663	+	0.000	0.000	Merged-chr16-64800516-42
NR25954--MA0740.1.KLF14	chr16	36985751	36985764	-	0.000	0.000	Merged-chr16-36985776-57
NR418--MA0039.3.KLF4	chr1	37030908	37030918	+	0.000	0.000	Merged-chr1-37030914-29
NR55068--MA0741.1.KLF16	chr6	38810072	38810082	+	0.000	0.000	Merged-chr6-38810070-95
NR57756--MA0742.1.Klf12	chr6	129533779	129533793	-	0.000	0.000	Merged-chr6-129533929-3
NR8551--MA0599.1.KLF5	chr10	120697633	120697642	+	0.000	0.000	Merged-chr10-120697518-32
NR61147--MA0039.3.KLF4	chr7	80123282	80123292	+	0.000	0.000	Merged-chr7-80123359-34
NR33817--MA0741.1.KLF16	chr19	38746191	38746201	-	0.000	0.000	Merged-chr19-38746267-36
NR29415--MA0599.1.KLF5	chr17	51814475	51814484	-	0.000	0.000	Merged-chr17-51814512-17
NR5398--MA0599.1.KLF5	chr10	21159059	21159068	+	0.000	0.000	Merged-chr10-21158926-108
NR69656--MA1107.1.KLF9	chr9	78074219	78074231	+	0.000	0.000	Merged-chr9-78074095-46
NR47890--MA1107.1.KLF9	chr4	134734841	134734853	+	0.000	0.000	Merged-chr4-134734669-83
NR33815--MA0599.1.KLF5	chr19	38746192	38746201	-	0.000	0.000	Merged-chr19-38746267-36
NR6387--MA0742.1.Klf12	chr10	67607749	67607763	-	0.000	0.000	Merged-chr10-67607847-59
NR8089--MA1107.1.KLF9	chr10	107868929	107868941	-	0.000	0.000	Merged-chr10-107868994-49
NR33492--MA0493.1.Klf1	chr19	21786047	21786057	-	0.000	0.000	Merged-chr19-21785964-7
NR17102--MA0599.1.KLF5	chr13	55714694	55714703	-	0.000	0.000	Merged-chr13-55714775-39
NR58420--MA0493.1.Klf1	chr6	142862378	142862388	-	0.000	0.000	Merged-chr6-142862347-56
NR15391--MA1107.1.KLF9	chr12	105001113	105001125	+	0.000	0.000	Merged-chr12-105001185-43
NR16347--MA0741.1.KLF16	chr13	24419794	24419804	-	0.000	0.000	Merged-chr13-24419838-27
NR53437--MA0599.1.KLF5	chr5	136953067	136953076	+	0.000	0.000	Merged-chr5-136953170-41
NR56814--MA0599.1.KLF5	chr6	108251595	108251604	-	0.000	0.000	Merged-chr6-108251708-11
NR8549--MA0740.1.KLF14	chr10	120697614	120697627	+	0.000	0.000	Merged-chr10-120697518-32
NR46322--MA0493.1.Klf1	chr4	95188385	95188395	-	0.000	0.000	Merged-chr4-95188222-47
NR1688--MA0741.1.KLF16	chr1	91825520	91825530	-	0.000	0.000	Merged-chr1-91825474-20
NR18178--MA0493.1.Klf1	chr13	98692033	98692043	-	0.000	0.000	Merged-chr13-98692096-35
NR22134--MA1107.1.KLF9	chr14	122187049	122187061	+	0.000	0.000	Merged-chr14-122187060-26
NR66714--MA0493.1.Klf1	chr8	111769477	111769487	+	0.000	0.000	Merged-chr8-111769335-16
NR25730--MA0039.3.KLF4	chr16	31075020	31075030	+	0.000	0.000	Merged-chr16-31075015-28
NR38198--MA0740.1.KLF14	chr2	128470705	128470718	-	0.000	0.000	Merged-chr2-128470524-44
NR48086--MA0599.1.KLF5	chr4	137603899	137603908	+	0.000	0.000	Merged-chr4-137603877-24
NR35976--MA0742.1.Klf12	chr2	38548378	38548392	-	0.000	0.000	Merged-chr2-38548313-22
NR28361--MA0599.1.KLF5	chr17	28516348	28516357	+	0.000	0.000	Merged-chr17-28516201-30
NR55510--MA0741.1.KLF16	chr6	54092923	54092933	+	0.000	0.000	Merged-chr6-54092801-44
NR33491--MA0039.3.KLF4	chr19	21786045	21786055	-	0.000	0.000	Merged-chr19-21785964-7
NR65534--MA0742.1.Klf12	chr8	72350817	72350831	-	0.000	0.000	Merged-chr8-72350903-23
NR10274--MA0741.1.KLF16	chr11	55131119	55131129	+	0.000	0.000	Merged-chr11-55131266-10
NR21726--MA0599.1.KLF5	chr14	115250768	115250777	-	0.000	0.000	Merged-chr14-115250840-27
NR47711--MA0741.1.KLF16	chr4	132808292	132808302	-	0.000	0.000	Merged-chr4-132808337-17
NR5970--MA1107.1.KLF9	chr10	53889522	53889534	-	0.000	0.000	Merged-chr10-53889619-14
NR23364--MA0599.1.KLF5	chr15	73169064	73169073	-	0.000	0.000	Merged-chr15-73169118-30
NR42315--MA0742.1.Klf12	chr3	101748435	101748449	+	0.000	0.000	Merged-chr3-101748481-44
NR61689--MA0741.1.KLF16	chr7	99834114	99834124	-	0.000	0.000	Merged-chr7-99833987-52
NR44554--MA0740.1.KLF14	chr4	11900135	11900148	-	0.000	0.000	Merged-chr4-11900204-55
NR18088--MA1107.1.KLF9	chr13	97406770	97406782	+	0.000	0.000	Merged-chr13-97406780-35
NR42660--MA0039.3.KLF4	chr3	109133239	109133249	+	0.000	0.000	Merged-chr3-109133281-24
NR18876--MA1107.1.KLF9	chr13	114887433	114887445	-	0.000	0.000	Merged-chr13-114887526-35
NR38929--MA0599.1.KLF5	chr2	151543655	151543664	-	0.000	0.000	Merged-chr2-151543630-14
NR10709--MA0599.1.KLF5	chr11	68545938	68545947	-	0.000	0.000	Merged-chr11-68546136-23
NR62287--MA1107.1.KLF9	chr7	116484540	116484552	-	0.000	0.000	Merged-chr7-116484434-42
NR60574--MA0599.1.KLF5	chr7	49741665	49741674	+	0.000	0.000	Merged-chr7-49741664-32
NR34456--MA0740.1.KLF14	chr19	56756561	56756574	-	0.000	0.000	Merged-chr19-56756635-43
NR15127--MA0039.3.KLF4	chr12	94083600	94083610	+	0.000	0.000	Merged-chr12-94083592-14
NR68373--MA0741.1.KLF16	chr9	42209282	42209292	-	0.000	0.000	Merged-chr9-42209382-102
NR50020--MA0740.1.KLF14	chr5	35176592	35176605	+	0.000	0.000	Merged-chr5-35176446-65
NR7817--MA0740.1.KLF14	chr10	94942957	94942970	+	0.000	0.000	Merged-chr10-94942923-6
