#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval0.3-log2fc0.5_up.bed
NR8050--MA0684.1.RUNX3	chr5	75791956	75791965	+	0.000	0.000	Merged-chr5-75792010-32
NR3138--MA0511.2.RUNX2	chr13	98124604	98124612	+	0.000	0.000	Merged-chr13-98124541-43
NR6720--MA0511.2.RUNX2	chr3	79210462	79210470	+	0.000	0.000	Merged-chr3-79210417-27
NR822--MA0684.1.RUNX3	chr1	184534678	184534687	+	0.000	0.000	Merged-chr1-184534660-49
NR4342--MA0684.1.RUNX3	chr16	43376987	43376996	-	0.000	0.000	Merged-chr16-43376977-35
NR154--MA0511.2.RUNX2	chr1	54871549	54871557	+	0.000	0.000	Merged-chr1-54871447-51
NR2785--MA0002.2.RUNX1	chr13	13557176	13557186	-	0.000	0.000	Merged-chr13-13557258-36
NR10088--MA0002.2.RUNX1	chr8	83086764	83086774	+	0.000	0.000	Merged-chr8-83086902-25
NR2642--MA0002.2.RUNX1	chr12	114108980	114108990	+	0.000	0.000	Merged-chr12-114109126-31
NR7379--MA0002.2.RUNX1	chr4	82365251	82365261	-	0.000	0.000	Merged-chr4-82365199-20
NR660--MA0684.1.RUNX3	chr1	164966197	164966206	+	0.000	0.000	Merged-chr1-164966286-53
NR2166--MA0002.2.RUNX1	chr11	121064257	121064267	-	0.000	0.000	Merged-chr11-121064322-30
NR9015--MA0511.2.RUNX2	chr6	129598094	129598102	+	0.000	0.000	Merged-chr6-129598126-11
NR4944--MA0511.2.RUNX2	chr17	65929515	65929523	+	0.000	0.000	Merged-chr17-65929405-47
NR7064--MA0511.2.RUNX2	chr3	142207653	142207661	-	0.000	0.000	Merged-chr3-142207646-13
NR3148--MA0002.2.RUNX1	chr13	98692165	98692175	-	0.000	0.000	Merged-chr13-98692096-35
NR5179--MA0511.2.RUNX2	chr18	34827831	34827839	-	0.000	0.000	Merged-chr18-34827772-23
NR10197--MA0002.2.RUNX1	chr8	111998969	111998979	-	0.000	0.000	Merged-chr8-111998914-9
NR10219--MA0511.2.RUNX2	chr8	115450956	115450964	-	0.000	0.000	Merged-chr8-115450993-14
NR5288--MA0511.2.RUNX2	chr18	65691625	65691633	+	0.000	0.000	Merged-chr18-65691617-34
NR9839--MA0684.1.RUNX3	chr7	140981913	140981922	+	0.000	0.000	Merged-chr7-140982058-21
NR4954--MA0002.2.RUNX1	chr17	71288303	71288313	+	0.000	0.000	Merged-chr17-71288308-17
NR8172--MA0684.1.RUNX3	chr5	105675578	105675587	-	0.000	0.000	Merged-chr5-105675662-27
NR4910--MA0511.2.RUNX2	chr17	57183081	57183089	-	0.000	0.000	Merged-chr17-57183114-28
NR4212--MA0684.1.RUNX3	chr16	14088507	14088516	-	0.000	0.000	Merged-chr16-14088440-49
NR6015--MA0002.2.RUNX1	chr2	72535996	72536006	+	0.000	0.000	Merged-chr2-72536133-16
NR4020--MA0511.2.RUNX2	chr15	80319603	80319611	-	0.000	0.000	Merged-chr15-80319451-11
NR6809--MA0002.2.RUNX1	chr3	95697805	95697815	-	0.000	0.000	Merged-chr3-95697809-14
NR4858--MA0002.2.RUNX1	chr17	50148362	50148372	+	0.000	0.000	Merged-chr17-50148334-29
NR2512--MA0002.2.RUNX1	chr12	99633809	99633819	+	0.000	0.000	Merged-chr12-99633921-16
NR7821--MA0002.2.RUNX1	chr5	10254861	10254871	+	0.000	0.000	Merged-chr5-10254903-14
NR4400--MA0511.2.RUNX2	chr16	50632866	50632874	+	0.000	0.000	Merged-chr16-50633027-57
NR8532--MA0002.2.RUNX1	chr6	32779623	32779633	+	0.000	0.000	Merged-chr6-32779774-10
NR6918--MA0002.2.RUNX1	chr3	117728497	117728507	-	0.000	0.000	Merged-chr3-117728445-14
NR8727--MA0684.1.RUNX3	chr6	86548166	86548175	-	0.000	0.000	Merged-chr6-86548021-53
NR6233--MA0002.2.RUNX1	chr2	129180047	129180057	+	0.000	0.000	Merged-chr2-129180074-1
NR4077--MA0002.2.RUNX1	chr15	93397479	93397489	-	0.000	0.000	Merged-chr15-93397510-3
NR2002--MA0002.2.RUNX1	chr11	98948109	98948119	-	0.000	0.000	Merged-chr11-98948156-24
NR8165--MA0002.2.RUNX1	chr5	105313659	105313669	-	0.000	0.000	Merged-chr5-105313637-29
NR6904--MA0684.1.RUNX3	chr3	115692658	115692667	+	0.000	0.000	Merged-chr3-115692552-34
NR4953--MA0684.1.RUNX3	chr17	71216502	71216511	-	0.000	0.000	Merged-chr17-71216494-9
NR9103--MA0511.2.RUNX2	chr6	137795425	137795433	+	0.000	0.000	Merged-chr6-137795480-24
NR10576--MA0684.1.RUNX3	chr9	62020497	62020506	+	0.000	0.000	Merged-chr9-62020503-14
NR4827--MA0511.2.RUNX2	chr17	44121820	44121828	+	0.000	0.000	Merged-chr17-44121634-62
NR4810--MA0684.1.RUNX3	chr17	35246463	35246472	-	0.000	0.000	Merged-chr17-35246340-22
NR2383--MA0684.1.RUNX3	chr12	78356654	78356663	+	0.000	0.000	Merged-chr12-78356695-8
NR6408--MA0002.2.RUNX1	chr2	163084463	163084473	+	0.000	0.000	Merged-chr2-163084384-15
NR5883--MA0002.2.RUNX1	chr2	45141055	45141065	+	0.000	0.000	Merged-chr2-45141075-18
NR2191--MA0511.2.RUNX2	chr12	11300798	11300806	-	0.000	0.000	Merged-chr12-11300955-23
NR6180--MA0002.2.RUNX1	chr2	117418859	117418869	+	0.000	0.000	Merged-chr2-117418760-26
NR4172--MA0684.1.RUNX3	chr16	3982463	3982472	+	0.000	0.000	Merged-chr16-3982293-15
NR4566--MA0002.2.RUNX1	chr16	91789929	91789939	-	0.000	0.000	Merged-chr16-91789935-50
NR6868--MA0511.2.RUNX2	chr3	107761657	107761665	-	0.000	0.000	Merged-chr3-107761625-19
NR2366--MA0511.2.RUNX2	chr12	73702205	73702213	+	0.000	0.000	Merged-chr12-73702200-1
NR5028--MA0511.2.RUNX2	chr17	84758459	84758467	+	0.000	0.000	Merged-chr17-84758646-47
NR4675--MA0002.2.RUNX1	chr17	12163000	12163010	+	0.000	0.000	Merged-chr17-12163028-32
NR7009--MA0684.1.RUNX3	chr3	135662285	135662294	-	0.000	0.000	Merged-chr3-135662466-47
NR3550--MA0002.2.RUNX1	chr14	63377573	63377583	-	0.000	0.000	Merged-chr14-63377518-21
NR10298--MA0002.2.RUNX1	chr8	123341811	123341821	+	0.000	0.000	Merged-chr8-123341706-13
NR6612--MA0684.1.RUNX3	chr3	36854118	36854127	+	0.000	0.000	Merged-chr3-36854131-63
NR8971--MA0511.2.RUNX2	chr6	124375733	124375741	+	0.000	0.000	Merged-chr6-124375670-49
NR473--MA0511.2.RUNX2	chr1	131993387	131993395	+	0.000	0.000	Merged-chr1-131993308-10
NR5--MA0684.1.RUNX3	chr1	6467287	6467296	-	0.000	0.000	Merged-chr1-6467226-38
NR6420--MA0511.2.RUNX2	chr2	164081738	164081746	-	0.000	0.000	Merged-chr2-164081803-8
NR2091--MA0684.1.RUNX3	chr11	109694174	109694183	-	0.000	0.000	Merged-chr11-109694201-12
NR6721--MA0684.1.RUNX3	chr3	79210462	79210471	+	0.000	0.000	Merged-chr3-79210417-27
NR1902--MA0002.2.RUNX1	chr11	83649493	83649503	-	0.000	0.000	Merged-chr11-83649434-27
NR1760--MA0684.1.RUNX3	chr11	58829921	58829930	+	0.000	0.000	Merged-chr11-58829916-12
NR2759--MA0511.2.RUNX2	chr13	9360279	9360287	-	0.000	0.000	Merged-chr13-9360244-14
NR2742--MA0684.1.RUNX3	chr13	5806318	5806327	-	0.000	0.000	Merged-chr13-5806398-17
NR10538--MA0511.2.RUNX2	chr9	57300341	57300349	-	0.000	0.000	Merged-chr9-57300223-10
NR6847--MA0511.2.RUNX2	chr3	102748759	102748767	-	0.000	0.000	Merged-chr3-102748787-20
NR8091--MA0002.2.RUNX1	chr5	92245653	92245663	+	0.000	0.000	Merged-chr5-92245649-42
NR406--MA0002.2.RUNX1	chr1	118511502	118511512	+	0.000	0.000	Merged-chr1-118511443-9
NR10168--MA0002.2.RUNX1	chr8	106643193	106643203	+	0.000	0.000	Merged-chr8-106643215-49
NR9139--MA0002.2.RUNX1	chr6	142862176	142862186	+	0.000	0.000	Merged-chr6-142862347-56
NR4802--MA0684.1.RUNX3	chr17	34630398	34630407	-	0.000	0.000	Merged-chr17-34630470-19
NR2646--MA0684.1.RUNX3	chr12	114615864	114615873	+	0.000	0.000	Merged-chr12-114615725-85
NR4449--MA0002.2.RUNX1	chr16	57572009	57572019	+	0.000	0.000	Merged-chr16-57572005-26
NR9125--MA0684.1.RUNX3	chr6	140819581	140819590	+	0.000	0.000	Merged-chr6-140819599-25
NR5116--MA0511.2.RUNX2	chr18	14985720	14985728	-	0.000	0.000	Merged-chr18-14985821-9
NR8871--MA0684.1.RUNX3	chr6	114680716	114680725	-	0.000	0.000	Merged-chr6-114680975-48
NR644--MA0684.1.RUNX3	chr1	164053770	164053779	-	0.000	0.000	Merged-chr1-164053798-7
NR5461--MA0002.2.RUNX1	chr19	9053245	9053255	-	0.000	0.000	Merged-chr19-9053271-35
NR496--MA0002.2.RUNX1	chr1	134473338	134473348	-	0.000	0.000	Merged-chr1-134473303-4
NR9820--MA0002.2.RUNX1	chr7	139911332	139911342	+	0.000	0.000	Merged-chr7-139911302-6
NR8745--MA0511.2.RUNX2	chr6	87447421	87447429	+	0.000	0.000	Merged-chr6-87447444-55
NR2878--MA0002.2.RUNX1	chr13	38501736	38501746	-	0.000	0.000	Merged-chr13-38501583-20
NR8917--MA0002.2.RUNX1	chr6	119217784	119217794	+	0.000	0.000	Merged-chr6-119217771-9
NR5970--MA0684.1.RUNX3	chr2	66127275	66127284	+	0.000	0.000	Merged-chr2-66127129-8
NR8755--MA0002.2.RUNX1	chr6	88757235	88757245	+	0.000	0.000	Merged-chr6-88757111-24
NR4875--MA0511.2.RUNX2	chr17	50729826	50729834	-	0.000	0.000	Merged-chr17-50729760-39
NR928--MA0684.1.RUNX3	chr10	12985259	12985268	+	0.000	0.000	Merged-chr10-12985296-24
NR4732--MA0511.2.RUNX2	chr17	25867734	25867742	-	0.000	0.000	Merged-chr17-25867746-11
NR9469--MA0511.2.RUNX2	chr7	81319870	81319878	+	0.000	0.000	Merged-chr7-81320014-23
NR1971--MA0002.2.RUNX1	chr11	95908109	95908119	-	0.000	0.000	Merged-chr11-95907988-15
NR6393--MA0511.2.RUNX2	chr2	158450879	158450887	+	0.000	0.000	Merged-chr2-158450944-19
NR5854--MA0002.2.RUNX1	chr2	32493637	32493647	-	0.000	0.000	Merged-chr2-32493543-52
NR6565--MA0002.2.RUNX1	chr3	9924802	9924812	+	0.000	0.000	Merged-chr3-9924809-24
NR845--MA0511.2.RUNX2	chr1	189085445	189085453	+	0.000	0.000	Merged-chr1-189085418-26
NR5440--MA0002.2.RUNX1	chr19	4475725	4475735	-	0.000	0.000	Merged-chr19-4475764-2
NR4636--MA0511.2.RUNX2	chr17	3521570	3521578	+	0.000	0.000	Merged-chr17-3521498-21
NR3760--MA0002.2.RUNX1	chr14	121409137	121409147	+	0.000	0.000	Merged-chr14-121409086-22
NR2192--MA0684.1.RUNX3	chr12	11300797	11300806	-	0.000	0.000	Merged-chr12-11300955-23
NR431--MA0511.2.RUNX2	chr1	125487532	125487540	+	0.000	0.000	Merged-chr1-125487640-13
NR6217--MA0002.2.RUNX1	chr2	128068244	128068254	+	0.000	0.000	Merged-chr2-128068200-5
NR11211--MA0684.1.RUNX3	chrX	167037991	167038000	-	0.000	0.000	Merged-chrX-167038027-22
NR8231--MA0684.1.RUNX3	chr5	114041829	114041838	+	0.000	0.000	Merged-chr5-114041714-24
NR7914--MA0002.2.RUNX1	chr5	32148743	32148753	+	0.000	0.000	Merged-chr5-32148738-21
NR1732--MA0002.2.RUNX1	chr11	54217762	54217772	-	0.000	0.000	Merged-chr11-54217626-10
NR478--MA0511.2.RUNX2	chr1	132618073	132618081	-	0.000	0.000	Merged-chr1-132618127-11
NR749--MA0511.2.RUNX2	chr1	178218442	178218450	-	0.000	0.000	Merged-chr1-178218511-16
NR2172--MA0002.2.RUNX1	chr11	121712892	121712902	-	0.000	0.000	Merged-chr11-121712816-9
NR2509--MA0002.2.RUNX1	chr12	99576853	99576863	-	0.000	0.000	Merged-chr12-99576915-38
NR5820--MA0002.2.RUNX1	chr2	27693898	27693908	-	0.000	0.000	Merged-chr2-27693880-30
NR4745--MA0511.2.RUNX2	chr17	27323200	27323208	-	0.000	0.000	Merged-chr17-27323176-36
NR7136--MA0511.2.RUNX2	chr3	149443136	149443144	-	0.000	0.000	Merged-chr3-149443176-11
NR1984--MA0002.2.RUNX1	chr11	97129168	97129178	+	0.000	0.000	Merged-chr11-97129027-2
NR8357--MA0511.2.RUNX2	chr5	139300569	139300577	+	0.000	0.000	Merged-chr5-139300628-14
NR6011--MA0511.2.RUNX2	chr2	72365443	72365451	-	0.000	0.000	Merged-chr2-72365558-19
NR8192--MA0002.2.RUNX1	chr5	107759284	107759294	-	0.000	0.000	Merged-chr5-107759301-16
NR5201--MA0002.2.RUNX1	chr18	39102372	39102382	+	0.000	0.000	Merged-chr18-39102352-12
NR3250--MA0002.2.RUNX1	chr13	111043826	111043836	+	0.000	0.000	Merged-chr13-111043861-34
NR1570--MA0002.2.RUNX1	chr11	16952288	16952298	-	0.000	0.000	Merged-chr11-16952284-5
NR10984--MA0002.2.RUNX1	chr9	120030055	120030065	+	0.000	0.000	Merged-chr9-120030028-3
NR2618--MA0002.2.RUNX1	chr12	111599110	111599120	+	0.000	0.000	Merged-chr12-111599080-10
NR2303--MA0511.2.RUNX2	chr12	54568751	54568759	+	0.000	0.000	Merged-chr12-54568862-31
NR6164--MA0002.2.RUNX1	chr2	114153652	114153662	+	0.000	0.000	Merged-chr2-114153480-37
NR6706--MA0002.2.RUNX1	chr3	68784215	68784225	-	0.000	0.000	Merged-chr3-68784168-43
NR4484--MA0002.2.RUNX1	chr16	76249895	76249905	+	0.000	0.000	Merged-chr16-76249767-78
NR444--MA0511.2.RUNX2	chr1	127651301	127651309	+	0.000	0.000	Merged-chr1-127651305-2
NR9812--MA0002.2.RUNX1	chr7	137476758	137476768	+	0.000	0.000	Merged-chr7-137476773-22
NR8638--MA0002.2.RUNX1	chr6	54807563	54807573	-	0.000	0.000	Merged-chr6-54807598-18
NR4679--MA0684.1.RUNX3	chr17	12165580	12165589	+	0.000	0.000	Merged-chr17-12165459-54
NR9793--MA0002.2.RUNX1	chr7	132729698	132729708	-	0.000	0.000	Merged-chr7-132729590-8
NR2999--MA0684.1.RUNX3	chr13	73491290	73491299	-	0.000	0.000	Merged-chr13-73491277-13
NR4136--MA0002.2.RUNX1	chr15	100265778	100265788	-	0.000	0.000	Merged-chr15-100265875-19
NR5833--MA0002.2.RUNX1	chr2	29725254	29725264	+	0.000	0.000	Merged-chr2-29725132-37
NR5962--MA0684.1.RUNX3	chr2	65133924	65133933	+	0.000	0.000	Merged-chr2-65133825-19
NR6673--MA0684.1.RUNX3	chr3	58671329	58671338	+	0.000	0.000	Merged-chr3-58671349-14
NR1731--MA0684.1.RUNX3	chr11	54217571	54217580	+	0.000	0.000	Merged-chr11-54217626-10
NR6468--MA0684.1.RUNX3	chr2	168429763	168429772	+	0.000	0.000	Merged-chr2-168429700-17
NR249--MA0002.2.RUNX1	chr1	74373602	74373612	-	0.000	0.000	Merged-chr1-74373535-14
NR6796--MA0002.2.RUNX1	chr3	93522155	93522165	+	0.000	0.000	Merged-chr3-93522162-5
NR1854--MA0002.2.RUNX1	chr11	76993050	76993060	-	0.000	0.000	Merged-chr11-76993098-31
NR9209--MA0511.2.RUNX2	chr6	146813237	146813245	-	0.000	0.000	Merged-chr6-146813295-20
NR6719--MA0002.2.RUNX1	chr3	78964752	78964762	+	0.000	0.000	Merged-chr3-78964803-59
NR457--MA0511.2.RUNX2	chr1	128617795	128617803	-	0.000	0.000	Merged-chr1-128617938-22
NR8733--MA0684.1.RUNX3	chr6	86600251	86600260	+	0.000	0.000	Merged-chr6-86600149-54
NR11151--MA0002.2.RUNX1	chrX	101734128	101734138	+	0.000	0.000	Merged-chrX-101734120-41
NR2198--MA0002.2.RUNX1	chr12	13410417	13410427	-	0.000	0.000	Merged-chr12-13410341-33
NR3772--MA0684.1.RUNX3	chr14	122063903	122063912	+	0.000	0.000	Merged-chr14-122063804-67
NR8171--MA0002.2.RUNX1	chr5	105675577	105675587	+	0.000	0.000	Merged-chr5-105675662-27
NR10692--MA0002.2.RUNX1	chr9	79810687	79810697	-	0.000	0.000	Merged-chr9-79810670-36
NR10963--MA0002.2.RUNX1	chr9	118519322	118519332	-	0.000	0.000	Merged-chr9-118519152-31
NR1029--MA0684.1.RUNX3	chr10	44565401	44565410	-	0.000	0.000	Merged-chr10-44565261-15
NR4192--MA0002.2.RUNX1	chr16	10815182	10815192	-	0.000	0.000	Merged-chr16-10815093-30
NR4258--MA0002.2.RUNX1	chr16	24223000	24223010	-	0.000	0.000	Merged-chr16-24223189-62
NR4529--MA0002.2.RUNX1	chr16	89872228	89872238	-	0.000	0.000	Merged-chr16-89872318-26
NR9772--MA0002.2.RUNX1	chr7	130448313	130448323	-	0.000	0.000	Merged-chr7-130448231-21
NR6622--MA0511.2.RUNX2	chr3	37606148	37606156	-	0.000	0.000	Merged-chr3-37605967-27
NR3590--MA0002.2.RUNX1	chr14	67887047	67887057	-	0.000	0.000	Merged-chr14-67887091-21
NR10089--MA0511.2.RUNX2	chr8	83767866	83767874	+	0.000	0.000	Merged-chr8-83767708-6
NR8998--MA0684.1.RUNX3	chr6	126995692	126995701	-	0.000	0.000	Merged-chr6-126995755-15
NR105--MA0684.1.RUNX3	chr1	40585668	40585677	-	0.000	0.000	Merged-chr1-40585603-1
NR6718--MA0684.1.RUNX3	chr3	75930326	75930335	-	0.000	0.000	Merged-chr3-75930291-55
NR4496--MA0684.1.RUNX3	chr16	78546726	78546735	+	0.000	0.000	Merged-chr16-78546881-68
NR10310--MA0002.2.RUNX1	chr8	124509391	124509401	+	0.000	0.000	Merged-chr8-124509346-29
NR3642--MA0684.1.RUNX3	chr14	75068999	75069008	-	0.000	0.000	Merged-chr14-75068888-3
NR3494--MA0002.2.RUNX1	chr14	55882463	55882473	+	0.000	0.000	Merged-chr14-55882429-48
NR4082--MA0684.1.RUNX3	chr15	93913639	93913648	+	0.000	0.000	Merged-chr15-93913565-49
NR5968--MA0002.2.RUNX1	chr2	66120188	66120198	+	0.000	0.000	Merged-chr2-66120274-20
NR1737--MA0002.2.RUNX1	chr11	54240074	54240084	-	0.000	0.000	Merged-chr11-54240142-13
NR7710--MA0002.2.RUNX1	chr4	144906594	144906604	+	0.000	0.000	Merged-chr4-144906777-28
NR4191--MA0684.1.RUNX3	chr16	10806273	10806282	-	0.000	0.000	Merged-chr16-10806280-14
NR2799--MA0511.2.RUNX2	chr13	19219834	19219842	+	0.000	0.000	Merged-chr13-19219739-41
NR6536--MA0002.2.RUNX1	chr2	181879067	181879077	+	0.000	0.000	Merged-chr2-181879155-37
NR4528--MA0684.1.RUNX3	chr16	89872149	89872158	+	0.000	0.000	Merged-chr16-89872318-26
NR9371--MA0002.2.RUNX1	chr7	56202994	56203004	+	0.000	0.000	Merged-chr7-56202998-14
NR11133--MA0511.2.RUNX2	chrX	93617323	93617331	+	0.000	0.000	Merged-chrX-93617420-5
NR8197--MA0002.2.RUNX1	chr5	110735786	110735796	-	0.000	0.000	Merged-chr5-110735767-7
NR797--MA0511.2.RUNX2	chr1	182504347	182504355	-	0.000	0.000	Merged-chr1-182504417-24
NR2229--MA0684.1.RUNX3	chr12	25270161	25270170	+	0.000	0.000	Merged-chr12-25270049-10
NR1802--MA0511.2.RUNX2	chr11	67564417	67564425	+	0.000	0.000	Merged-chr11-67564427-31
NR4588--MA0511.2.RUNX2	chr16	94067858	94067866	-	0.000	0.000	Merged-chr16-94067922-8
NR11163--MA0684.1.RUNX3	chrX	106622660	106622669	+	0.000	0.000	Merged-chrX-106622619-36
NR2957--MA0684.1.RUNX3	chr13	56476959	56476968	+	0.000	0.000	Merged-chr13-56477022-46
NR8947--MA0511.2.RUNX2	chr6	122293952	122293960	-	0.000	0.000	Merged-chr6-122294065-56
NR3019--MA0511.2.RUNX2	chr13	81162520	81162528	-	0.000	0.000	Merged-chr13-81162609-12
NR9817--MA0002.2.RUNX1	chr7	139157681	139157691	-	0.000	0.000	Merged-chr7-139157777-16
NR7200--MA0002.2.RUNX1	chr4	8842997	8843007	+	0.000	0.000	Merged-chr4-8842999-47
NR1684--MA0002.2.RUNX1	chr11	46454882	46454892	+	0.000	0.000	Merged-chr11-46454823-30
NR50--MA0002.2.RUNX1	chr1	34510855	34510865	-	0.000	0.000	Merged-chr1-34510825-54
NR4031--MA0511.2.RUNX2	chr15	82111959	82111967	-	0.000	0.000	Merged-chr15-82112003-17
NR4968--MA0511.2.RUNX2	chr17	73810291	73810299	-	0.000	0.000	Merged-chr17-73810198-2
NR5838--MA0002.2.RUNX1	chr2	30257926	30257936	+	0.000	0.000	Merged-chr2-30257905-18
NR1812--MA0002.2.RUNX1	chr11	68442540	68442550	+	0.000	0.000	Merged-chr11-68442579-25
NR6234--MA0511.2.RUNX2	chr2	129180169	129180177	-	0.000	0.000	Merged-chr2-129180074-1
NR7660--MA0511.2.RUNX2	chr4	137854093	137854101	+	0.000	0.000	Merged-chr4-137854061-36
NR3744--MA0002.2.RUNX1	chr14	118828007	118828017	+	0.000	0.000	Merged-chr14-118827968-19
NR144--MA0511.2.RUNX2	chr1	53843241	53843249	+	0.000	0.000	Merged-chr1-53843171-20
NR8708--MA0511.2.RUNX2	chr6	72841926	72841934	+	0.000	0.000	Merged-chr6-72841906-9
NR7561--MA0002.2.RUNX1	chr4	122923025	122923035	+	0.000	0.000	Merged-chr4-122923030-28
NR10793--MA0002.2.RUNX1	chr9	94441585	94441595	-	0.000	0.000	Merged-chr9-94441414-62
NR7961--MA0684.1.RUNX3	chr5	44220689	44220698	+	0.000	0.000	Merged-chr5-44220668-26
NR2156--MA0002.2.RUNX1	chr11	119164546	119164556	-	0.000	0.000	Merged-chr11-119164536-11
NR4392--MA0511.2.RUNX2	chr16	50298930	50298938	-	0.000	0.000	Merged-chr16-50299012-15
NR7213--MA0002.2.RUNX1	chr4	11492627	11492637	+	0.000	0.000	Merged-chr4-11492586-1
NR4359--MA0002.2.RUNX1	chr16	45019096	45019106	-	0.000	0.000	Merged-chr16-45019020-28
NR2159--MA0511.2.RUNX2	chr11	119671401	119671409	-	0.000	0.000	Merged-chr11-119671227-50
NR9750--MA0684.1.RUNX3	chr7	128158909	128158918	-	0.000	0.000	Merged-chr7-128158931-27
NR3905--MA0684.1.RUNX3	chr15	58750401	58750410	+	0.000	0.000	Merged-chr15-58750240-28
NR2221--MA0511.2.RUNX2	chr12	17511244	17511252	-	0.000	0.000	Merged-chr12-17511273-48
NR6419--MA0002.2.RUNX1	chr2	164041119	164041129	-	0.000	0.000	Merged-chr2-164041176-18
NR4468--MA0002.2.RUNX1	chr16	64758703	64758713	+	0.000	0.000	Merged-chr16-64758494-145
NR1491--MA0511.2.RUNX2	chr10	128991151	128991159	-	0.000	0.000	Merged-chr10-128991197-23
NR8433--MA0684.1.RUNX3	chr5	148678762	148678771	+	0.000	0.000	Merged-chr5-148678733-37
NR5894--MA0002.2.RUNX1	chr2	48473236	48473246	-	0.000	0.000	Merged-chr2-48473305-60
NR206--MA0684.1.RUNX3	chr1	62829801	62829810	-	0.000	0.000	Merged-chr1-62829921-36
NR8036--MA0511.2.RUNX2	chr5	73152455	73152463	-	0.000	0.000	Merged-chr5-73152389-40
NR7702--MA0002.2.RUNX1	chr4	141862149	141862159	-	0.000	0.000	Merged-chr4-141862091-43
NR5546--MA0002.2.RUNX1	chr19	32172610	32172620	-	0.000	0.000	Merged-chr19-32172725-56
NR10540--MA0684.1.RUNX3	chr9	57300340	57300349	-	0.000	0.000	Merged-chr9-57300223-10
NR6134--MA0684.1.RUNX3	chr2	104177548	104177557	+	0.000	0.000	Merged-chr2-104177493-61
NR1520--MA0002.2.RUNX1	chr11	3702162	3702172	+	0.000	0.000	Merged-chr11-3702327-20
NR4249--MA0684.1.RUNX3	chr16	23197033	23197042	-	0.000	0.000	Merged-chr16-23196963-14
NR6879--MA0511.2.RUNX2	chr3	108718344	108718352	+	0.000	0.000	Merged-chr3-108718262-42
NR3995--MA0684.1.RUNX3	chr15	76795408	76795417	+	0.000	0.000	Merged-chr15-76795426-7
NR8189--MA0002.2.RUNX1	chr5	107612456	107612466	+	0.000	0.000	Merged-chr5-107612497-14
NR10520--MA0002.2.RUNX1	chr9	55285418	55285428	+	0.000	0.000	Merged-chr9-55285466-14
NR2426--MA0684.1.RUNX3	chr12	84762819	84762828	-	0.000	0.000	Merged-chr12-84762785-51
NR7540--MA0002.2.RUNX1	chr4	117478350	117478360	-	0.000	0.000	Merged-chr4-117478210-39
NR2029--MA0511.2.RUNX2	chr11	101199655	101199663	+	0.000	0.000	Merged-chr11-101199720-6
NR1153--MA0002.2.RUNX1	chr10	75978319	75978329	+	0.000	0.000	Merged-chr10-75978406-17
NR4708--MA0511.2.RUNX2	chr17	18957940	18957948	+	0.000	0.000	Merged-chr17-18957901-23
NR991--MA0002.2.RUNX1	chr10	30716230	30716240	+	0.000	0.000	Merged-chr10-30716378-49
NR8298--MA0002.2.RUNX1	chr5	124873279	124873289	-	0.000	0.000	Merged-chr5-124873220-16
NR1881--MA0002.2.RUNX1	chr11	79696700	79696710	+	0.000	0.000	Merged-chr11-79696665-15
NR6018--MA0002.2.RUNX1	chr2	72536095	72536105	+	0.000	0.000	Merged-chr2-72536133-16
NR1903--MA0511.2.RUNX2	chr11	83746275	83746283	+	0.000	0.000	Merged-chr11-83746367-9
NR5764--MA0002.2.RUNX1	chr2	11693298	11693308	+	0.000	0.000	Merged-chr2-11693188-23
NR2343--MA0511.2.RUNX2	chr12	70219231	70219239	+	0.000	0.000	Merged-chr12-70219283-39
NR4324--MA0684.1.RUNX3	chr16	35905583	35905592	-	0.000	0.000	Merged-chr16-35905598-39
NR1785--MA0002.2.RUNX1	chr11	62576731	62576741	+	0.000	0.000	Merged-chr11-62576695-29
NR2373--MA0684.1.RUNX3	chr12	75837679	75837688	+	0.000	0.000	Merged-chr12-75837700-7
NR11121--MA0684.1.RUNX3	chrX	77640460	77640469	-	0.000	0.000	Merged-chrX-77640531-25
NR8363--MA0511.2.RUNX2	chr5	139320774	139320782	-	0.000	0.000	Merged-chr5-139320705-5
NR4176--MA0002.2.RUNX1	chr16	4503549	4503559	-	0.000	0.000	Merged-chr16-4503652-20
NR3594--MA0684.1.RUNX3	chr14	67911799	67911808	+	0.000	0.000	Merged-chr14-67911920-26
NR9904--MA0684.1.RUNX3	chr8	14088824	14088833	-	0.000	0.000	Merged-chr8-14088778-16
NR6064--MA0511.2.RUNX2	chr2	80684883	80684891	+	0.000	0.000	Merged-chr2-80684823-58
NR5730--MA0002.2.RUNX1	chr2	3658032	3658042	+	0.000	0.000	Merged-chr2-3658087-77
NR3845--MA0002.2.RUNX1	chr15	34389220	34389230	+	0.000	0.000	Merged-chr15-34389092-27
NR1023--MA0002.2.RUNX1	chr10	43004711	43004721	-	0.000	0.000	Merged-chr10-43004823-13
