#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1-pval0.3-log2fc0.5_up.bed
NR36584--MA0657.1.KLF13	chr2	90503394	90503411	-	0.000	0.000	Merged-chr2-90503478-20
NR57903--MA0657.1.KLF13	chr7	16891716	16891733	+	0.000	0.000	Merged-chr7-16891959-60
NR55594--MA0599.1.KLF5	chr6	114916498	114916507	-	0.000	0.000	Merged-chr6-114916622-10
NR44481--MA0741.1.KLF16	chr4	41348061	41348071	+	0.000	0.000	Merged-chr4-41348000-22
NR11469--MA0741.1.KLF16	chr11	90687383	90687393	-	0.000	0.000	Merged-chr11-90687520-18
NR35--MA0493.1.Klf1	chr1	7455103	7455113	+	0.000	0.000	Merged-chr1-7455103-17
NR2687--MA0741.1.KLF16	chr1	151083937	151083947	-	0.000	0.000	Merged-chr1-151084034-24
NR65685--MA0741.1.KLF16	chr9	21167776	21167786	+	0.000	0.000	Merged-chr9-21167831-1
NR34--MA0039.3.KLF4	chr1	7455105	7455115	+	0.000	0.000	Merged-chr1-7455103-17
NR50993--MA0741.1.KLF16	chr5	113873220	113873230	-	0.000	0.000	Merged-chr5-113873174-24
NR10252--MA0599.1.KLF5	chr11	62574428	62574437	+	0.000	0.000	Merged-chr11-62574522-33
NR54485--MA0039.3.KLF4	chr6	71831704	71831714	-	0.000	0.000	Merged-chr6-71831897-1
NR61238--MA0493.1.Klf1	chr7	127137854	127137864	+	0.000	0.000	Merged-chr7-127137762-54
NR59711--MA1107.1.KLF9	chr7	80889954	80889966	-	0.000	0.000	Merged-chr7-80889840-60
NR55697--MA0493.1.Klf1	chr6	117890465	117890475	-	0.000	0.000	Merged-chr6-117890433-39
NR12638--MA0599.1.KLF5	chr11	113187329	113187338	+	0.000	0.000	Merged-chr11-113187180-1
NR70291--MA0741.1.KLF16	chrX	142228659	142228669	+	0.000	0.000	Merged-chrX-142228756-3
NR28330--MA0599.1.KLF5	chr17	36023774	36023783	-	0.000	0.000	Merged-chr17-36023858-33
NR30792--MA0599.1.KLF5	chr18	39145633	39145642	-	0.000	0.000	Merged-chr18-39145494-15
NR5496--MA1107.1.KLF9	chr10	39462173	39462185	-	0.000	0.000	Merged-chr10-39462164-7
NR51034--MA0599.1.KLF5	chr5	113994155	113994164	+	0.000	0.000	Merged-chr5-113994160-2
NR35203--MA0599.1.KLF5	chr2	30827727	30827736	+	0.000	0.000	Merged-chr2-30827687-7
NR15148--MA0741.1.KLF16	chr12	100901128	100901138	+	0.000	0.000	Merged-chr12-100901378-37
NR29774--MA0599.1.KLF5	chr17	83634502	83634511	+	0.000	0.000	Merged-chr17-83634380-4
NR57905--MA0599.1.KLF5	chr7	16891718	16891727	+	0.000	0.000	Merged-chr7-16891959-60
NR7006--MA0599.1.KLF5	chr10	81659620	81659629	-	0.000	0.000	Merged-chr10-81659727-10
NR6587--MA0493.1.Klf1	chr10	79692122	79692132	+	0.000	0.000	Merged-chr10-79692164-17
NR7118--MA0599.1.KLF5	chr10	83733823	83733832	-	0.000	0.000	Merged-chr10-83733897-13
NR44478--MA0741.1.KLF16	chr4	41348058	41348068	+	0.000	0.000	Merged-chr4-41348000-22
NR20315--MA0599.1.KLF5	chr14	56293348	56293357	-	0.000	0.000	Merged-chr14-56293381-8
NR9839--MA0493.1.Klf1	chr11	53324640	53324650	+	0.000	0.000	Merged-chr11-53324720-33
NR14742--MA0493.1.Klf1	chr12	85704750	85704760	-	0.000	0.000	Merged-chr12-85704920-2
NR9680--MA0657.1.KLF13	chr11	49652933	49652950	-	0.000	0.000	Merged-chr11-49653033-21
NR26278--MA0740.1.KLF14	chr16	87746841	87746854	-	0.000	0.000	Merged-chr16-87746947-32
NR14743--MA0741.1.KLF16	chr12	85704749	85704759	-	0.000	0.000	Merged-chr12-85704920-2
NR40745--MA0742.1.Klf12	chr3	60785691	60785705	+	0.000	0.000	Merged-chr3-60785574-76
NR25423--MA1107.1.KLF9	chr16	33745251	33745263	-	0.000	0.000	Merged-chr16-33745427-22
NR41600--MA0599.1.KLF5	chr3	96198489	96198498	+	0.000	0.000	Merged-chr3-96198410-32
NR40431--MA0741.1.KLF16	chr3	37687251	37687261	-	0.000	0.000	Merged-chr3-37687372-57
NR65689--MA0599.1.KLF5	chr9	21167894	21167903	-	0.000	0.000	Merged-chr9-21167831-1
NR40197--MA0599.1.KLF5	chr3	21961301	21961310	-	0.000	0.000	Merged-chr3-21961340-12
NR57913--MA0039.3.KLF4	chr7	16891760	16891770	+	0.000	0.000	Merged-chr7-16891959-60
NR65723--MA0741.1.KLF16	chr9	21320713	21320723	-	0.000	0.000	Merged-chr9-21320762-47
NR33--MA0599.1.KLF5	chr1	7455104	7455113	+	0.000	0.000	Merged-chr1-7455103-17
NR1430--MA0599.1.KLF5	chr1	85957487	85957496	+	0.000	0.000	Merged-chr1-85957579-22
NR54484--MA0599.1.KLF5	chr6	71831706	71831715	-	0.000	0.000	Merged-chr6-71831897-1
NR26871--MA0039.3.KLF4	chr17	3521536	3521546	-	0.000	0.000	Merged-chr17-3521498-21
NR42210--MA0657.1.KLF13	chr3	109456620	109456637	-	0.000	0.000	Merged-chr3-109456576-4
NR65117--MA0741.1.KLF16	chr8	122712170	122712180	-	0.000	0.000	Merged-chr8-122712057-14
NR17698--MA0039.3.KLF4	chr13	81705649	81705659	-	0.000	0.000	Merged-chr13-81705633-6
NR70758--MA0740.1.KLF14	chrY	90800452	90800465	-	0.000	0.000	Merged-chrY-90800606-25
NR66372--MA0599.1.KLF5	chr9	50470500	50470509	+	0.000	0.000	Merged-chr9-50470528-16
NR65683--MA0741.1.KLF16	chr9	21167774	21167784	+	0.000	0.000	Merged-chr9-21167831-1
NR57838--MA1107.1.KLF9	chr7	16295678	16295690	+	0.000	0.000	Merged-chr7-16295835-16
NR55694--MA1107.1.KLF9	chr6	117882193	117882205	-	0.000	0.000	Merged-chr6-117882212-27
NR60724--MA0599.1.KLF5	chr7	113572968	113572977	-	0.000	0.000	Merged-chr7-113573033-33
NR37674--MA0039.3.KLF4	chr2	128878968	128878978	+	0.000	0.000	Merged-chr2-128879047-18
NR11998--MA0599.1.KLF5	chr11	100770769	100770778	+	0.000	0.000	Merged-chr11-100770914-54
NR44132--MA0599.1.KLF5	chr4	8913759	8913768	-	0.000	0.000	Merged-chr4-8913815-2
NR47034--MA0493.1.Klf1	chr4	134059064	134059074	+	0.000	0.000	Merged-chr4-134059039-2
NR45767--MA1107.1.KLF9	chr4	101235202	101235214	+	0.000	0.000	Merged-chr4-101235092-24
NR28329--MA0742.1.Klf12	chr17	36023770	36023784	-	0.000	0.000	Merged-chr17-36023858-33
NR55699--MA1107.1.KLF9	chr6	117890463	117890475	-	0.000	0.000	Merged-chr6-117890433-39
NR70759--MA0657.1.KLF13	chrY	90800449	90800466	-	0.000	0.000	Merged-chrY-90800606-25
NR57904--MA0742.1.Klf12	chr7	16891717	16891731	+	0.000	0.000	Merged-chr7-16891959-60
NR66577--MA0039.3.KLF4	chr9	57577531	57577541	-	0.000	0.000	Merged-chr9-57577523-17
NR44484--MA0741.1.KLF16	chr4	41348064	41348074	+	0.000	0.000	Merged-chr4-41348000-22
NR70762--MA0039.3.KLF4	chrY	90800453	90800463	-	0.000	0.000	Merged-chrY-90800606-25
NR61155--MA1107.1.KLF9	chr7	125583559	125583571	-	0.000	0.000	Merged-chr7-125583623-4
NR41306--MA0599.1.KLF5	chr3	89387212	89387221	+	0.000	0.000	Merged-chr3-89387256-27
NR31974--MA0599.1.KLF5	chr18	80495782	80495791	+	0.000	0.000	Merged-chr18-80495918-16
NR35513--MA1107.1.KLF9	chr2	38472631	38472643	+	0.000	0.000	Merged-chr2-38472573-96
NR45539--MA1107.1.KLF9	chr4	89359531	89359543	-	0.000	0.000	Merged-chr4-89359690-21
NR27452--MA1107.1.KLF9	chr17	24084754	24084766	+	0.000	0.000	Merged-chr17-24084802-20
NR54452--MA0741.1.KLF16	chr6	70831524	70831534	+	0.000	0.000	Merged-chr6-70831450-1
NR25191--MA0741.1.KLF16	chr16	22265997	22266007	+	0.000	0.000	Merged-chr16-22266085-1
NR25184--MA0599.1.KLF5	chr16	22265963	22265972	+	0.000	0.000	Merged-chr16-22266085-1
NR65688--MA0741.1.KLF16	chr9	21167780	21167790	+	0.000	0.000	Merged-chr9-21167831-1
NR43163--MA0493.1.Klf1	chr3	137833414	137833424	+	0.000	0.000	Merged-chr3-137833460-41
NR29077--MA1107.1.KLF9	chr17	57335020	57335032	-	0.000	0.000	Merged-chr17-57334984-16
NR10435--MA0741.1.KLF16	chr11	69580361	69580371	+	0.000	0.000	Merged-chr11-69580339-58
NR5495--MA0493.1.Klf1	chr10	39462175	39462185	-	0.000	0.000	Merged-chr10-39462164-7
NR24887--MA0599.1.KLF5	chr16	10814916	10814925	+	0.000	0.000	Merged-chr16-10815093-30
NR25189--MA0599.1.KLF5	chr16	22265997	22266006	+	0.000	0.000	Merged-chr16-22266085-1
NR59298--MA1107.1.KLF9	chr7	63984433	63984445	-	0.000	0.000	Merged-chr7-63984461-22
NR44476--MA0741.1.KLF16	chr4	41348056	41348066	+	0.000	0.000	Merged-chr4-41348000-22
NR39327--MA1107.1.KLF9	chr2	167680329	167680341	-	0.000	0.000	Merged-chr2-167680290-50
NR23335--MA1107.1.KLF9	chr15	78896291	78896303	-	0.000	0.000	Merged-chr15-78896310-38
NR67262--MA0740.1.KLF14	chr9	75436069	75436082	+	0.000	0.000	Merged-chr9-75436054-36
NR42209--MA0741.1.KLF16	chr3	109456515	109456525	-	0.000	0.000	Merged-chr3-109456576-4
NR20177--MA0039.3.KLF4	chr14	53795321	53795331	-	0.000	0.000	Merged-chr14-53795361-42
NR9626--MA1107.1.KLF9	chr11	46462213	46462225	-	0.000	0.000	Merged-chr11-46462115-37
NR10532--MA0742.1.Klf12	chr11	70622581	70622595	-	0.000	0.000	Merged-chr11-70622499-26
NR14744--MA1107.1.KLF9	chr12	85704748	85704760	-	0.000	0.000	Merged-chr12-85704920-2
NR23286--MA0742.1.Klf12	chr15	78475755	78475769	-	0.000	0.000	Merged-chr15-78475824-65
NR27816--MA1107.1.KLF9	chr17	28488303	28488315	+	0.000	0.000	Merged-chr17-28488439-21
NR17017--MA0599.1.KLF5	chr13	52801166	52801175	+	0.000	0.000	Merged-chr13-52800951-49
NR45764--MA0741.1.KLF16	chr4	101235203	101235213	+	0.000	0.000	Merged-chr4-101235092-24
NR17351--MA0039.3.KLF4	chr13	63530398	63530408	-	0.000	0.000	Merged-chr13-63530431-8
NR37673--MA0599.1.KLF5	chr2	128878967	128878976	+	0.000	0.000	Merged-chr2-128879047-18
NR65122--MA1107.1.KLF9	chr8	122712177	122712189	-	0.000	0.000	Merged-chr8-122712057-14
NR66526--MA0493.1.Klf1	chr9	56098021	56098031	+	0.000	0.000	Merged-chr9-56098023-21
NR19069--MA0741.1.KLF16	chr13	113556698	113556708	+	0.000	0.000	Merged-chr13-113556743-10
NR23333--MA0740.1.KLF14	chr15	78896290	78896303	-	0.000	0.000	Merged-chr15-78896310-38
NR16155--MA0493.1.Klf1	chr13	4191114	4191124	-	0.000	0.000	Merged-chr13-4191269-39
NR23246--MA0039.3.KLF4	chr15	77801369	77801379	-	0.000	0.000	Merged-chr15-77801397-5
NR27531--MA0599.1.KLF5	chr17	25015824	25015833	-	0.000	0.000	Merged-chr17-25015631-3
NR66576--MA0599.1.KLF5	chr9	57577533	57577542	-	0.000	0.000	Merged-chr9-57577523-17
NR70761--MA0599.1.KLF5	chrY	90800455	90800464	-	0.000	0.000	Merged-chrY-90800606-25
NR32900--MA0599.1.KLF5	chr19	10305051	10305060	-	0.000	0.000	Merged-chr19-10304967-15
NR28916--MA0493.1.Klf1	chr17	56023591	56023601	-	0.000	0.000	Merged-chr17-56023630-14
NR35483--MA0039.3.KLF4	chr2	35690020	35690030	+	0.000	0.000	Merged-chr2-35690128-14
NR27988--MA0599.1.KLF5	chr17	31207815	31207824	+	0.000	0.000	Merged-chr17-31207894-59
NR7090--MA0742.1.Klf12	chr10	83336546	83336560	-	0.000	0.000	Merged-chr10-83336542-10
NR407--MA0599.1.KLF5	chr1	37469429	37469438	-	0.000	0.000	Merged-chr1-37469260-14
NR47959--MA0741.1.KLF16	chr4	149664358	149664368	+	0.000	0.000	Merged-chr4-149664202-47
NR42204--MA0740.1.KLF14	chr3	109456513	109456526	-	0.000	0.000	Merged-chr3-109456576-4
NR64185--MA1107.1.KLF9	chr8	95020747	95020759	+	0.000	0.000	Merged-chr8-95020727-36
NR617--MA0741.1.KLF16	chr1	43562529	43562539	+	0.000	0.000	Merged-chr1-43562449-72
NR13009--MA0740.1.KLF14	chr11	117825865	117825878	-	0.000	0.000	Merged-chr11-117825821-14
NR54486--MA1107.1.KLF9	chr6	71831704	71831716	-	0.000	0.000	Merged-chr6-71831897-1
NR65016--MA0493.1.Klf1	chr8	121573581	121573591	+	0.000	0.000	Merged-chr8-121573521-19
NR35039--MA0741.1.KLF16	chr2	28466358	28466368	-	0.000	0.000	Merged-chr2-28466275-30
NR45765--MA1107.1.KLF9	chr4	101235194	101235206	+	0.000	0.000	Merged-chr4-101235092-24
NR45760--MA0039.3.KLF4	chr4	101235196	101235206	+	0.000	0.000	Merged-chr4-101235092-24
NR27884--MA1107.1.KLF9	chr17	29193443	29193455	+	0.000	0.000	Merged-chr17-29193494-23
NR57837--MA0493.1.Klf1	chr7	16295678	16295688	+	0.000	0.000	Merged-chr7-16295835-16
NR23287--MA0039.3.KLF4	chr15	78475757	78475767	-	0.000	0.000	Merged-chr15-78475824-65
NR62911--MA0599.1.KLF5	chr8	46654735	46654744	-	0.000	0.000	Merged-chr8-46654782-26
NR7094--MA1107.1.KLF9	chr10	83336548	83336560	-	0.000	0.000	Merged-chr10-83336542-10
NR10531--MA0740.1.KLF14	chr11	70622582	70622595	-	0.000	0.000	Merged-chr11-70622499-26
NR55343--MA0039.3.KLF4	chr6	108512317	108512327	-	0.000	0.000	Merged-chr6-108512233-21
NR2688--MA0741.1.KLF16	chr1	151083943	151083953	-	0.000	0.000	Merged-chr1-151084034-24
NR31658--MA0741.1.KLF16	chr18	73765448	73765458	-	0.000	0.000	Merged-chr18-73765273-28
NR45756--MA0039.3.KLF4	chr4	101235174	101235184	+	0.000	0.000	Merged-chr4-101235092-24
NR33252--MA0599.1.KLF5	chr19	29347353	29347362	+	0.000	0.000	Merged-chr19-29347328-12
NR20176--MA0599.1.KLF5	chr14	53795323	53795332	-	0.000	0.000	Merged-chr14-53795361-42
NR54711--MA0657.1.KLF13	chr6	85131908	85131925	+	0.000	0.000	Merged-chr6-85131905-22
NR7312--MA0740.1.KLF14	chr10	88732261	88732274	+	0.000	0.000	Merged-chr10-88732383-10
NR59712--MA1107.1.KLF9	chr7	80889962	80889974	-	0.000	0.000	Merged-chr7-80889840-60
NR7005--MA0742.1.Klf12	chr10	81659616	81659630	-	0.000	0.000	Merged-chr10-81659727-10
NR53877--MA0599.1.KLF5	chr6	39372820	39372829	+	0.000	0.000	Merged-chr6-39372871-18
NR44134--MA1107.1.KLF9	chr4	8913755	8913767	-	0.000	0.000	Merged-chr4-8913815-2
NR25183--MA0740.1.KLF14	chr16	22265962	22265975	+	0.000	0.000	Merged-chr16-22266085-1
NR14425--MA0741.1.KLF16	chr12	73647843	73647853	-	0.000	0.000	Merged-chr12-73647879-51
NR58059--MA0493.1.Klf1	chr7	19665133	19665143	+	0.000	0.000	Merged-chr7-19665223-91
NR45556--MA0493.1.Klf1	chr4	89393467	89393477	-	0.000	0.000	Merged-chr4-89393499-15
NR28309--MA0599.1.KLF5	chr17	35897356	35897365	-	0.000	0.000	Merged-chr17-35897359-63
NR20286--MA0741.1.KLF16	chr14	55660554	55660564	+	0.000	0.000	Merged-chr14-55660377-55
NR7313--MA0657.1.KLF13	chr10	88732260	88732277	+	0.000	0.000	Merged-chr10-88732383-10
NR12637--MA0742.1.Klf12	chr11	113187328	113187342	+	0.000	0.000	Merged-chr11-113187180-1
NR26280--MA0039.3.KLF4	chr16	87746842	87746852	-	0.000	0.000	Merged-chr16-87746947-32
NR61536--MA0599.1.KLF5	chr7	132772647	132772656	-	0.000	0.000	Merged-chr7-132772585-7
NR51035--MA0493.1.Klf1	chr5	113994149	113994159	+	0.000	0.000	Merged-chr5-113994160-2
NR35204--MA0493.1.Klf1	chr2	30827726	30827736	+	0.000	0.000	Merged-chr2-30827687-7
NR9625--MA0493.1.Klf1	chr11	46462215	46462225	-	0.000	0.000	Merged-chr11-46462115-37
NR45775--MA0741.1.KLF16	chr4	101235227	101235237	+	0.000	0.000	Merged-chr4-101235092-24
NR41493--MA0740.1.KLF14	chr3	94886971	94886984	+	0.000	0.000	Merged-chr3-94886845-57
NR9651--MA0039.3.KLF4	chr11	48926915	48926925	+	0.000	0.000	Merged-chr11-48927051-20
NR66528--MA1107.1.KLF9	chr9	56098021	56098033	+	0.000	0.000	Merged-chr9-56098023-21
NR26491--MA0742.1.Klf12	chr16	91796038	91796052	+	0.000	0.000	Merged-chr16-91796085-21
NR23344--MA0740.1.KLF14	chr15	78926666	78926679	-	0.000	0.000	Merged-chr15-78926468-45
NR28807--MA0599.1.KLF5	chr17	50148548	50148557	+	0.000	0.000	Merged-chr17-50148334-29
NR7007--MA0493.1.Klf1	chr10	81659620	81659630	-	0.000	0.000	Merged-chr10-81659727-10
NR15150--MA0741.1.KLF16	chr12	100901171	100901181	+	0.000	0.000	Merged-chr12-100901378-37
NR49625--MA1107.1.KLF9	chr5	66190792	66190804	-	0.000	0.000	Merged-chr5-66190965-54
NR28337--MA0741.1.KLF16	chr17	36023792	36023802	+	0.000	0.000	Merged-chr17-36023858-33
NR7004--MA0740.1.KLF14	chr10	81659617	81659630	-	0.000	0.000	Merged-chr10-81659727-10
NR14738--MA0740.1.KLF14	chr12	85704747	85704760	-	0.000	0.000	Merged-chr12-85704920-2
NR15819--MA0039.3.KLF4	chr12	112724356	112724366	-	0.000	0.000	Merged-chr12-112724264-39
NR41162--MA0493.1.Klf1	chr3	84772125	84772135	-	0.000	0.000	Merged-chr3-84772067-31
NR47957--MA0741.1.KLF16	chr4	149664344	149664354	+	0.000	0.000	Merged-chr4-149664202-47
NR55342--MA0599.1.KLF5	chr6	108512319	108512328	-	0.000	0.000	Merged-chr6-108512233-21
NR30791--MA0741.1.KLF16	chr18	39141855	39141865	-	0.000	0.000	Merged-chr18-39141814-16
NR16154--MA0742.1.Klf12	chr13	4191110	4191124	-	0.000	0.000	Merged-chr13-4191269-39
NR58052--MA0599.1.KLF5	chr7	19665038	19665047	+	0.000	0.000	Merged-chr7-19665223-91
NR10537--MA0599.1.KLF5	chr11	70622648	70622657	+	0.000	0.000	Merged-chr11-70622499-26
NR41166--MA1107.1.KLF9	chr3	84772128	84772140	-	0.000	0.000	Merged-chr3-84772067-31
NR10434--MA0599.1.KLF5	chr11	69580361	69580370	+	0.000	0.000	Merged-chr11-69580339-58
NR51529--MA0599.1.KLF5	chr5	123749566	123749575	-	0.000	0.000	Merged-chr5-123749470-86
NR16848--MA0599.1.KLF5	chr13	45885146	45885155	+	0.000	0.000	Merged-chr13-45885080-29
NR17014--MA0039.3.KLF4	chr13	52800952	52800962	+	0.000	0.000	Merged-chr13-52800951-49
NR32697--MA0599.1.KLF5	chr19	5850415	5850424	+	0.000	0.000	Merged-chr19-5850230-41
NR41494--MA0657.1.KLF13	chr3	94886970	94886987	+	0.000	0.000	Merged-chr3-94886845-57
NR44480--MA0741.1.KLF16	chr4	41348060	41348070	+	0.000	0.000	Merged-chr4-41348000-22
NR16847--MA1107.1.KLF9	chr13	45885059	45885071	+	0.000	0.000	Merged-chr13-45885080-29
NR65018--MA1107.1.KLF9	chr8	121573581	121573593	+	0.000	0.000	Merged-chr8-121573521-19
NR28948--MA0741.1.KLF16	chr17	56357746	56357756	+	0.000	0.000	Merged-chr17-56357646-33
NR57839--MA1107.1.KLF9	chr7	16295761	16295773	+	0.000	0.000	Merged-chr7-16295835-16
NR36585--MA0741.1.KLF16	chr2	90503399	90503409	-	0.000	0.000	Merged-chr2-90503478-20
NR56428--MA0599.1.KLF5	chr6	134036560	134036569	+	0.000	0.000	Merged-chr6-134036634-9
NR14739--MA0657.1.KLF13	chr12	85704744	85704761	-	0.000	0.000	Merged-chr12-85704920-2
NR1431--MA0493.1.Klf1	chr1	85957486	85957496	+	0.000	0.000	Merged-chr1-85957579-22
NR50992--MA0741.1.KLF16	chr5	113873212	113873222	-	0.000	0.000	Merged-chr5-113873174-24
NR41496--MA0741.1.KLF16	chr3	94886972	94886982	+	0.000	0.000	Merged-chr3-94886845-57
NR70629--MA1107.1.KLF9	chrX	169973433	169973445	+	0.000	0.000	Merged-chrX-169973362-71
NR58054--MA0740.1.KLF14	chr7	19665133	19665146	+	0.000	0.000	Merged-chr7-19665223-91
NR20183--MA0599.1.KLF5	chr14	54147759	54147768	+	0.000	0.000	Merged-chr14-54147628-16
NR7093--MA0493.1.Klf1	chr10	83336550	83336560	-	0.000	0.000	Merged-chr10-83336542-10
NR34849--MA0039.3.KLF4	chr2	25148075	25148085	+	0.000	0.000	Merged-chr2-25148103-14
NR27815--MA0741.1.KLF16	chr17	28488306	28488316	+	0.000	0.000	Merged-chr17-28488439-21
NR27453--MA1107.1.KLF9	chr17	24084756	24084768	+	0.000	0.000	Merged-chr17-24084802-20
NR64184--MA0741.1.KLF16	chr8	95020752	95020762	+	0.000	0.000	Merged-chr8-95020727-36
NR62913--MA1107.1.KLF9	chr8	46654702	46654714	-	0.000	0.000	Merged-chr8-46654782-26
NR66524--MA0742.1.Klf12	chr9	56098021	56098035	+	0.000	0.000	Merged-chr9-56098023-21
NR55326--MA0741.1.KLF16	chr6	108309886	108309896	+	0.000	0.000	Merged-chr6-108309702-1
NR11999--MA0493.1.Klf1	chr11	100770768	100770778	+	0.000	0.000	Merged-chr11-100770914-54
NR11915--MA0741.1.KLF16	chr11	98948047	98948057	+	0.000	0.000	Merged-chr11-98948156-24
NR13696--MA0657.1.KLF13	chr12	25351018	25351035	+	0.000	0.000	Merged-chr12-25351011-20
NR3727--MA0039.3.KLF4	chr1	177382971	177382981	+	0.000	0.000	Merged-chr1-177382915-26
NR12412--MA0039.3.KLF4	chr11	108223332	108223342	+	0.000	0.000	Merged-chr11-108223138-56
NR14741--MA0599.1.KLF5	chr12	85704750	85704759	-	0.000	0.000	Merged-chr12-85704920-2
NR58055--MA0657.1.KLF13	chr7	19665132	19665149	+	0.000	0.000	Merged-chr7-19665223-91
NR7317--MA1107.1.KLF9	chr10	88732261	88732273	+	0.000	0.000	Merged-chr10-88732383-10
NR32750--MA0740.1.KLF14	chr19	6869691	6869704	-	0.000	0.000	Merged-chr19-6869528-29
NR7117--MA0742.1.Klf12	chr10	83733819	83733833	-	0.000	0.000	Merged-chr10-83733897-13
NR3996--MA0039.3.KLF4	chr1	182537332	182537342	+	0.000	0.000	Merged-chr1-182537225-11
NR41305--MA0740.1.KLF14	chr3	89387211	89387224	+	0.000	0.000	Merged-chr3-89387256-27
NR27449--MA0039.3.KLF4	chr17	24084758	24084768	+	0.000	0.000	Merged-chr17-24084802-20
NR42996--MA0039.3.KLF4	chr3	135417975	135417985	+	0.000	0.000	Merged-chr3-135417903-41
NR13011--MA0741.1.KLF16	chr11	117825867	117825877	-	0.000	0.000	Merged-chr11-117825821-14
NR29772--MA0657.1.KLF13	chr17	83634500	83634517	+	0.000	0.000	Merged-chr17-83634380-4
NR25421--MA0741.1.KLF16	chr16	33745252	33745262	-	0.000	0.000	Merged-chr16-33745427-22
NR14782--MA0599.1.KLF5	chr12	86800994	86801003	-	0.000	0.000	Merged-chr12-86801088-15
NR24888--MA0493.1.Klf1	chr16	10814915	10814925	+	0.000	0.000	Merged-chr16-10815093-30
NR59430--MA0740.1.KLF14	chr7	68296329	68296342	-	0.000	0.000	Merged-chr7-68296444-19
NR6584--MA0742.1.Klf12	chr10	79692122	79692136	+	0.000	0.000	Merged-chr10-79692164-17
NR25419--MA0599.1.KLF5	chr16	33745253	33745262	-	0.000	0.000	Merged-chr16-33745427-22
NR57957--MA0741.1.KLF16	chr7	19001275	19001285	-	0.000	0.000	Merged-chr7-19001300-48
NR7009--MA1107.1.KLF9	chr10	81659612	81659624	-	0.000	0.000	Merged-chr10-81659727-10
NR66508--MA0742.1.Klf12	chr9	55283730	55283744	+	0.000	0.000	Merged-chr9-55283833-16
NR66509--MA0493.1.Klf1	chr9	55283730	55283740	+	0.000	0.000	Merged-chr9-55283833-16
NR22148--MA0039.3.KLF4	chr15	27672037	27672047	+	0.000	0.000	Merged-chr15-27671906-23
NR65123--MA1107.1.KLF9	chr8	122712179	122712191	-	0.000	0.000	Merged-chr8-122712057-14
NR20318--MA1107.1.KLF9	chr14	56293346	56293358	-	0.000	0.000	Merged-chr14-56293381-8
NR41164--MA1107.1.KLF9	chr3	84772121	84772133	-	0.000	0.000	Merged-chr3-84772067-31
NR49624--MA0493.1.Klf1	chr5	66190794	66190804	-	0.000	0.000	Merged-chr5-66190965-54
NR10422--MA1107.1.KLF9	chr11	69366848	69366860	+	0.000	0.000	Merged-chr11-69366832-87
NR34848--MA0599.1.KLF5	chr2	25148074	25148083	+	0.000	0.000	Merged-chr2-25148103-14
NR59431--MA0657.1.KLF13	chr7	68296326	68296343	-	0.000	0.000	Merged-chr7-68296444-19
NR3491--MA0741.1.KLF16	chr1	172357747	172357757	+	0.000	0.000	Merged-chr1-172357746-23
NR65119--MA1107.1.KLF9	chr8	122712171	122712183	-	0.000	0.000	Merged-chr8-122712057-14
NR55695--MA0740.1.KLF14	chr6	117890462	117890475	-	0.000	0.000	Merged-chr6-117890433-39
NR27774--MA0599.1.KLF5	chr17	28217913	28217922	-	0.000	0.000	Merged-chr17-28217876-56
NR64186--MA1107.1.KLF9	chr8	95020751	95020763	+	0.000	0.000	Merged-chr8-95020727-36
NR70627--MA1107.1.KLF9	chrX	169973429	169973441	+	0.000	0.000	Merged-chrX-169973362-71
NR69892--MA0741.1.KLF16	chrX	73082601	73082611	+	0.000	0.000	Merged-chrX-73082481-64
NR1112--MA0599.1.KLF5	chr1	72123745	72123754	-	0.000	0.000	Merged-chr1-72123822-28
NR30079--MA0741.1.KLF16	chr17	88060027	88060037	-	0.000	0.000	Merged-chr17-88060218-12
NR45771--MA0493.1.Klf1	chr4	101235218	101235228	+	0.000	0.000	Merged-chr4-101235092-24
NR51526--MA0039.3.KLF4	chr5	123749539	123749549	-	0.000	0.000	Merged-chr5-123749470-86
NR27885--MA1107.1.KLF9	chr17	29193445	29193457	+	0.000	0.000	Merged-chr17-29193494-23
NR27813--MA0741.1.KLF16	chr17	28488300	28488310	+	0.000	0.000	Merged-chr17-28488439-21
NR44483--MA0741.1.KLF16	chr4	41348063	41348073	+	0.000	0.000	Merged-chr4-41348000-22
NR55595--MA1107.1.KLF9	chr6	114916507	114916519	-	0.000	0.000	Merged-chr6-114916622-10
NR58918--MA0039.3.KLF4	chr7	45025110	45025120	+	0.000	0.000	Merged-chr7-45025072-11
NR65147--MA0493.1.Klf1	chr8	122917782	122917792	+	0.000	0.000	Merged-chr8-122917932-59
NR47956--MA0599.1.KLF5	chr4	149664358	149664367	+	0.000	0.000	Merged-chr4-149664202-47
