#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh-pval0.3-log2fc0.5_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh-pval0.3-log2fc0.5_dn.bed
NR39702--MA0741.1.KLF16	chr2	168159011	168159021	+	0.000	0.000	Merged-chr2-168159188-34
NR41422--MA1107.1.KLF9	chr3	79129198	79129210	-	0.000	0.000	Merged-chr3-79129160-12
NR54853--MA0599.1.KLF5	chr6	30509824	30509833	-	0.000	0.000	Merged-chr6-30509699-52
NR61336--MA0741.1.KLF16	chr7	83742756	83742766	+	0.000	0.000	Merged-chr7-83742815-34
NR69179--MA0741.1.KLF16	chr9	65087634	65087644	-	0.000	0.000	Merged-chr9-65087693-13
NR68995--MA0039.3.KLF4	chr9	59565755	59565765	-	0.000	0.000	Merged-chr9-59565831-20
NR70997--MA0493.1.Klf1	chr9	114016562	114016572	-	0.000	0.000	Merged-chr9-114016465-30
NR44485--MA0741.1.KLF16	chr4	8913758	8913768	-	0.000	0.000	Merged-chr4-8913815-2
NR46792--MA0599.1.KLF5	chr4	111435252	111435261	-	0.000	0.000	Merged-chr4-111435287-1
NR9184--MA0599.1.KLF5	chr11	4463006	4463015	+	0.000	0.000	Merged-chr11-4463139-8
NR35551--MA0599.1.KLF5	chr2	29890388	29890397	+	0.000	0.000	Merged-chr2-29890513-1
NR33143--MA0599.1.KLF5	chr19	6839878	6839887	-	0.000	0.000	Merged-chr19-6839786-2
NR71671--MA0599.1.KLF5	chrX	7947823	7947832	+	0.000	0.000	Merged-chrX-7947943-52
NR8872--MA1107.1.KLF9	chr10	127151463	127151475	+	0.000	0.000	Merged-chr10-127151405-14
NR4164--MA0493.1.Klf1	chr1	178777942	178777952	+	0.000	0.000	Merged-chr1-178777930-3
NR30521--MA0039.3.KLF4	chr17	84860067	84860077	+	0.000	0.000	Merged-chr17-84860120-51
NR41516--MA0039.3.KLF4	chr3	82365264	82365274	-	0.000	0.000	Merged-chr3-82365236-33
NR62470--MA0741.1.KLF16	chr7	119673721	119673731	-	0.000	0.000	Merged-chr7-119673662-33
NR14051--MA0493.1.Klf1	chr12	41566225	41566235	-	0.000	0.000	Merged-chr12-41566300-31
NR68348--MA0599.1.KLF5	chr9	41160883	41160892	-	0.000	0.000	Merged-chr9-41160864-12
NR62961--MA0740.1.KLF14	chr7	128690362	128690375	+	0.000	0.000	Merged-chr7-128690319-14
NR58825--MA0741.1.KLF16	chr7	4777376	4777386	+	0.000	0.000	Merged-chr7-4777194-35
NR66210--MA0741.1.KLF16	chr8	95349083	95349093	-	0.000	0.000	Merged-chr8-95348986-27
NR66499--MA0493.1.Klf1	chr8	105937184	105937194	+	0.000	0.000	Merged-chr8-105937160-21
NR7076--MA0741.1.KLF16	chr10	80576628	80576638	+	0.000	0.000	Merged-chr10-80576663-4
NR9350--MA0742.1.Klf12	chr11	6680660	6680674	+	0.000	0.000	Merged-chr11-6680624-1
NR23793--MA0493.1.Klf1	chr15	80233831	80233841	+	0.000	0.000	Merged-chr15-80233973-50
NR8681--MA0599.1.KLF5	chr10	122778138	122778147	+	0.000	0.000	Merged-chr10-122778014-1
NR22134--MA1107.1.KLF9	chr14	122187049	122187061	+	0.000	0.000	Merged-chr14-122187060-26
NR41420--MA0741.1.KLF16	chr3	79129230	79129240	-	0.000	0.000	Merged-chr3-79129160-12
NR42765--MA0740.1.KLF14	chr3	115897889	115897902	+	0.000	0.000	Merged-chr3-115897908-5
NR33145--MA0741.1.KLF16	chr19	6839888	6839898	-	0.000	0.000	Merged-chr19-6839786-2
NR23792--MA0039.3.KLF4	chr15	80233833	80233843	+	0.000	0.000	Merged-chr15-80233973-50
NR68356--MA1107.1.KLF9	chr9	41160887	41160899	-	0.000	0.000	Merged-chr9-41160864-12
NR35225--MA0599.1.KLF5	chr2	24750200	24750209	-	0.000	0.000	Merged-chr2-24750294-26
NR41469--MA0599.1.KLF5	chr3	81102428	81102437	-	0.000	0.000	Merged-chr3-81102418-9
NR72529--MA0599.1.KLF5	chrX	134808068	134808077	+	0.000	0.000	Merged-chrX-134808077-16
NR37865--MA0741.1.KLF16	chr2	118901192	118901202	+	0.000	0.000	Merged-chr2-118901034-1
NR54411--MA0741.1.KLF16	chr5	150894465	150894475	-	0.000	0.000	Merged-chr5-150894547-1
NR52155--MA0599.1.KLF5	chr5	114667638	114667647	-	0.000	0.000	Merged-chr5-114667670-56
NR12798--MA1107.1.KLF9	chr11	114813034	114813046	+	0.000	0.000	Merged-chr11-114812922-18
NR16012--MA0493.1.Klf1	chr12	117103159	117103169	+	0.000	0.000	Merged-chr12-117103253-4
NR26992--MA0599.1.KLF5	chr16	91358558	91358567	+	0.000	0.000	Merged-chr16-91358652-12
NR66202--MA0741.1.KLF16	chr8	95349075	95349085	-	0.000	0.000	Merged-chr8-95348986-27
NR52635--MA0741.1.KLF16	chr5	123974575	123974585	-	0.000	0.000	Merged-chr5-123974757-35
NR62962--MA0657.1.KLF13	chr7	128690361	128690378	+	0.000	0.000	Merged-chr7-128690319-14
NR25674--MA0599.1.KLF5	chr16	28853748	28853757	+	0.000	0.000	Merged-chr16-28853718-1
NR42455--MA1107.1.KLF9	chr3	103862686	103862698	+	0.000	0.000	Merged-chr3-103862515-1,Merged-chr3-103862758-3
NR46220--MA0742.1.Klf12	chr4	87669660	87669674	+	0.000	0.000	Merged-chr4-87669731-33
NR49866--MA0599.1.KLF5	chr5	31154329	31154338	-	0.000	0.000	Merged-chr5-31154214-47
NR68352--MA0741.1.KLF16	chr9	41160886	41160896	-	0.000	0.000	Merged-chr9-41160864-12
NR66738--MA0741.1.KLF16	chr8	113669801	113669811	-	0.000	0.000	Merged-chr8-113669969-10
NR62964--MA0741.1.KLF16	chr7	128690436	128690446	-	0.000	0.000	Merged-chr7-128690319-14
NR40177--MA1107.1.KLF9	chr2	178891774	178891786	+	0.000	0.000	Merged-chr2-178891686-1
NR9351--MA0599.1.KLF5	chr11	6680674	6680683	+	0.000	0.000	Merged-chr11-6680624-1
NR26092--MA0493.1.Klf1	chr16	44337718	44337728	-	0.000	0.000	Merged-chr16-44337753-20
NR57263--MA0039.3.KLF4	chr6	120264383	120264393	-	0.000	0.000	Merged-chr6-120264409-18
NR57273--MA0493.1.Klf1	chr6	120464176	120464186	+	0.000	0.000	Merged-chr6-120464092-4
NR31056--MA0741.1.KLF16	chr18	24653031	24653041	-	0.000	0.000	Merged-chr18-24652935-1
NR68724--MA1107.1.KLF9	chr9	51162038	51162050	-	0.000	0.000	Merged-chr9-51161990-29
NR10521--MA0493.1.Klf1	chr11	61660913	61660923	-	0.000	0.000	Merged-chr11-61660971-31
NR40057--MA0493.1.Klf1	chr2	174018093	174018103	+	0.000	0.000	Merged-chr2-174018150-40
NR23789--MA0742.1.Klf12	chr15	80233831	80233845	+	0.000	0.000	Merged-chr15-80233973-50
NR6986--MA0599.1.KLF5	chr10	79997317	79997326	+	0.000	0.000	Merged-chr10-79997412-19
NR1844--MA0039.3.KLF4	chr1	98088160	98088170	-	0.000	0.000	Merged-chr1-98088226-2
NR19642--MA0741.1.KLF16	chr14	27262417	27262427	+	0.000	0.000	Merged-chr14-27262535-17
NR71811--MA0493.1.Klf1	chrX	17319515	17319525	+	0.000	0.000	Merged-chrX-17319399-10
NR60359--MA1107.1.KLF9	chr7	45068180	45068192	-	0.000	0.000	Merged-chr7-45068056-13
NR42008--MA1107.1.KLF9	chr3	95523788	95523800	+	0.000	0.000	Merged-chr3-95523820-51
NR61337--MA1107.1.KLF9	chr7	83742755	83742767	+	0.000	0.000	Merged-chr7-83742815-34
NR36589--MA0599.1.KLF5	chr2	71801020	71801029	-	0.000	0.000	Merged-chr2-71801040-44
NR67266--MA0741.1.KLF16	chr8	122769455	122769465	-	0.000	0.000	Merged-chr8-122769435-21
NR10529--MA0741.1.KLF16	chr11	61760705	61760715	-	0.000	0.000	Merged-chr11-61760771-9
NR9349--MA0657.1.KLF13	chr11	6680659	6680676	+	0.000	0.000	Merged-chr11-6680624-1
NR5193--MA0742.1.Klf12	chr10	10307604	10307618	-	0.000	0.000	Merged-chr10-10307543-35
NR18130--MA0493.1.Klf1	chr13	97790018	97790028	+	0.000	0.000	Merged-chr13-97790032-25
NR10367--MA0741.1.KLF16	chr11	58199548	58199558	+	0.000	0.000	Merged-chr11-58199630-58
NR15527--MA1107.1.KLF9	chr12	107953673	107953685	+	0.000	0.000	Merged-chr12-107953476-22
NR39083--MA1107.1.KLF9	chr2	154713412	154713424	+	0.000	0.000	Merged-chr2-154713279-3
NR33883--MA0493.1.Klf1	chr19	40509069	40509079	-	0.000	0.000	Merged-chr19-40509084-1
NR30520--MA0599.1.KLF5	chr17	84860066	84860075	+	0.000	0.000	Merged-chr17-84860120-51
NR57516--MA0599.1.KLF5	chr6	125349698	125349707	+	0.000	0.000	Merged-chr6-125349786-48
NR41515--MA0599.1.KLF5	chr3	82365266	82365275	-	0.000	0.000	Merged-chr3-82365236-33
NR57995--MA0599.1.KLF5	chr6	135150462	135150471	-	0.000	0.000	Merged-chr6-135150450-14
NR46745--MA0599.1.KLF5	chr4	109229934	109229943	+	0.000	0.000	Merged-chr4-109229977-29
NR60820--MA0039.3.KLF4	chr7	64161050	64161060	-	0.000	0.000	Merged-chr7-64160970-41
NR31055--MA0599.1.KLF5	chr18	24653032	24653041	-	0.000	0.000	Merged-chr18-24652935-1
NR11411--MA0741.1.KLF16	chr11	82954818	82954828	-	0.000	0.000	Merged-chr11-82954782-27
NR41608--MA1107.1.KLF9	chr3	87488050	87488062	+	0.000	0.000	Merged-chr3-87488125-17
NR51786--MA1107.1.KLF9	chr5	107926653	107926665	+	0.000	0.000	Merged-chr5-107926816-56
NR41179--MA0493.1.Klf1	chr3	61002323	61002333	-	0.000	0.000	Merged-chr3-61002220-1
NR39079--MA1107.1.KLF9	chr2	154713404	154713416	+	0.000	0.000	Merged-chr2-154713279-3
NR10203--MA0039.3.KLF4	chr11	53785628	53785638	+	0.000	0.000	Merged-chr11-53785670-24
NR5803--MA0599.1.KLF5	chr10	42849028	42849037	-	0.000	0.000	Merged-chr10-42848913-29
NR72065--MA0599.1.KLF5	chrX	59134863	59134872	+	0.000	0.000	Merged-chrX-59134766-110
NR23791--MA0599.1.KLF5	chr15	80233832	80233841	+	0.000	0.000	Merged-chr15-80233973-50
NR42931--MA0741.1.KLF16	chr3	121982314	121982324	+	0.000	0.000	Merged-chr3-121982250-28
NR23796--MA0740.1.KLF14	chr15	80233917	80233930	-	0.000	0.000	Merged-chr15-80233973-50
NR14620--MA0740.1.KLF14	chr12	76710657	76710670	+	0.000	0.000	Merged-chr12-76710800-1
NR62244--MA1107.1.KLF9	chr7	115416166	115416178	-	0.000	0.000	Merged-chr7-115416169-1
NR17824--MA0741.1.KLF16	chr13	85505186	85505196	-	0.000	0.000	Merged-chr13-85505133-53
NR16350--MA0599.1.KLF5	chr13	24547215	24547224	-	0.000	0.000	Merged-chr13-24547194-39
NR49043--MA0741.1.KLF16	chr4	155082401	155082411	-	0.000	0.000	Merged-chr4-155082260-14
NR14842--MA0599.1.KLF5	chr12	85486977	85486986	-	0.000	0.000	Merged-chr12-85486872-12
NR57997--MA0741.1.KLF16	chr6	135150455	135150465	-	0.000	0.000	Merged-chr6-135150450-14
NR4825--MA0493.1.Klf1	chr1	191421288	191421298	-	0.000	0.000	Merged-chr1-191421132-37
NR45365--MA0599.1.KLF5	chr4	47011207	47011216	-	0.000	0.000	Merged-chr4-47011023-46
NR66735--MA0599.1.KLF5	chr8	113669802	113669811	-	0.000	0.000	Merged-chr8-113669969-10
NR11730--MA0741.1.KLF16	chr11	94223704	94223714	-	0.000	0.000	Merged-chr11-94223709-9
NR32921--MA0741.1.KLF16	chr19	4302475	4302485	-	0.000	0.000	Merged-chr19-4302422-5
NR68354--MA1107.1.KLF9	chr9	41160881	41160893	-	0.000	0.000	Merged-chr9-41160864-12
NR71781--MA0493.1.Klf1	chrX	12151847	12151857	+	0.000	0.000	Merged-chrX-12151801-24
NR19154--MA0493.1.Klf1	chr14	7818952	7818962	-	0.000	0.000	Merged-chr14-7819138-4
NR27586--MA1107.1.KLF9	chr17	8342709	8342721	+	0.000	0.000	Merged-chr17-8342878-22
NR41606--MA0741.1.KLF16	chr3	87488051	87488061	+	0.000	0.000	Merged-chr3-87488125-17
NR43267--MA0741.1.KLF16	chr3	130819808	130819818	+	0.000	0.000	Merged-chr3-130819788-3
NR10362--MA0740.1.KLF14	chr11	58199547	58199560	+	0.000	0.000	Merged-chr11-58199630-58
NR67036--MA1107.1.KLF9	chr8	119927822	119927834	+	0.000	0.000	Merged-chr8-119927830-10
NR71427--MA1107.1.KLF9	chr9	121455038	121455050	-	0.000	0.000	Merged-chr9-121454962-55
NR54412--MA1107.1.KLF9	chr5	150894464	150894476	-	0.000	0.000	Merged-chr5-150894547-1
NR41239--MA0741.1.KLF16	chr3	65650796	65650806	-	0.000	0.000	Merged-chr3-65650597-39
NR52157--MA0741.1.KLF16	chr5	114667637	114667647	-	0.000	0.000	Merged-chr5-114667670-56
NR42333--MA0599.1.KLF5	chr3	101939312	101939321	+	0.000	0.000	Merged-chr3-101939314-18
NR57262--MA0599.1.KLF5	chr6	120264385	120264394	-	0.000	0.000	Merged-chr6-120264409-18
NR40601--MA0599.1.KLF5	chr3	28244441	28244450	+	0.000	0.000	Merged-chr3-28244555-21
NR12796--MA1107.1.KLF9	chr11	114813030	114813042	+	0.000	0.000	Merged-chr11-114812922-18
NR58570--MA1107.1.KLF9	chr6	145135517	145135529	+	0.000	0.000	Merged-chr6-145135361-11
NR68384--MA0741.1.KLF16	chr9	42423778	42423788	+	0.000	0.000	Merged-chr9-42423784-11
NR37864--MA0599.1.KLF5	chr2	118901192	118901201	+	0.000	0.000	Merged-chr2-118901034-1
NR25626--MA1107.1.KLF9	chr16	23375103	23375115	+	0.000	0.000	Merged-chr16-23375120-32
NR42774--MA0741.1.KLF16	chr3	115897933	115897943	+	0.000	0.000	Merged-chr3-115897908-5
NR6987--MA0741.1.KLF16	chr10	79997317	79997327	+	0.000	0.000	Merged-chr10-79997412-19
NR1843--MA0599.1.KLF5	chr1	98088155	98088164	-	0.000	0.000	Merged-chr1-98088226-2
NR68350--MA0741.1.KLF16	chr9	41160880	41160890	-	0.000	0.000	Merged-chr9-41160864-12
NR22198--MA0741.1.KLF16	chr14	123001582	123001592	+	0.000	0.000	Merged-chr14-123001594-21
NR41587--MA1107.1.KLF9	chr3	86104010	86104022	-	0.000	0.000	Merged-chr3-86103938-30
NR4178--MA0741.1.KLF16	chr1	178959914	178959924	-	0.000	0.000	Merged-chr1-178959718-2
NR36939--MA0741.1.KLF16	chr2	84618168	84618178	+	0.000	0.000	Merged-chr2-84617980-37
NR61658--MA0599.1.KLF5	chr7	98995318	98995327	-	0.000	0.000	Merged-chr7-98995432-21
NR58002--MA1107.1.KLF9	chr6	135150460	135150472	-	0.000	0.000	Merged-chr6-135150450-14
NR2041--MA1107.1.KLF9	chr1	119637160	119637172	+	0.000	0.000	Merged-chr1-119636990-21
NR13035--MA0741.1.KLF16	chr11	117326037	117326047	-	0.000	0.000	Merged-chr11-117325818-58
NR3920--MA0599.1.KLF5	chr1	171270329	171270338	+	0.000	0.000	Merged-chr1-171270416-54
NR45364--MA0740.1.KLF14	chr4	47011208	47011221	-	0.000	0.000	Merged-chr4-47011023-46
NR35362--MA0740.1.KLF14	chr2	26140407	26140420	+	0.000	0.000	Merged-chr2-26140409-110
NR30518--MA0741.1.KLF16	chr17	84859879	84859889	+	0.000	0.000	Merged-chr17-84860120-51
NR8866--MA0740.1.KLF14	chr10	127151483	127151496	+	0.000	0.000	Merged-chr10-127151405-14
NR19640--MA0741.1.KLF16	chr14	27262415	27262425	+	0.000	0.000	Merged-chr14-27262535-17
NR42766--MA0741.1.KLF16	chr3	115897890	115897900	+	0.000	0.000	Merged-chr3-115897908-5
NR3922--MA0741.1.KLF16	chr1	171270329	171270339	+	0.000	0.000	Merged-chr1-171270416-54
NR34030--MA0741.1.KLF16	chr19	44314784	44314794	+	0.000	0.000	Merged-chr19-44314757-47
NR66205--MA0741.1.KLF16	chr8	95349078	95349088	-	0.000	0.000	Merged-chr8-95348986-27
NR67893--MA0599.1.KLF5	chr9	21167894	21167903	-	0.000	0.000	Merged-chr9-21167831-1
NR5423--MA1107.1.KLF9	chr10	22149875	22149887	-	0.000	0.000	Merged-chr10-22149944-1
NR67740--MA0741.1.KLF16	chr9	14281806	14281816	-	0.000	0.000	Merged-chr9-14281792-3
NR11510--MA1107.1.KLF9	chr11	86683900	86683912	+	0.000	0.000	Merged-chr11-86683864-65
NR11509--MA0741.1.KLF16	chr11	86683901	86683911	+	0.000	0.000	Merged-chr11-86683864-65
NR3267--MA0599.1.KLF5	chr1	156473590	156473599	+	0.000	0.000	Merged-chr1-156473479-2
NR54980--MA0741.1.KLF16	chr6	34988510	34988520	-	0.000	0.000	Merged-chr6-34988361-14
NR58823--MA0599.1.KLF5	chr7	4777376	4777385	+	0.000	0.000	Merged-chr7-4777194-35
NR36362--MA1107.1.KLF9	chr2	60880811	60880823	+	0.000	0.000	Merged-chr2-60880763-2
NR72969--MA0741.1.KLF16	chrX	167209168	167209178	-	0.000	0.000	Merged-chrX-167209109-55
NR34840--MA0039.3.KLF4	chr2	10374033	10374043	-	0.000	0.000	Merged-chr2-10373891-14
NR18132--MA1107.1.KLF9	chr13	97790018	97790030	+	0.000	0.000	Merged-chr13-97790032-25
NR57275--MA0741.1.KLF16	chr6	120464179	120464189	+	0.000	0.000	Merged-chr6-120464092-4
NR68727--MA1107.1.KLF9	chr9	51162044	51162056	-	0.000	0.000	Merged-chr9-51161990-29
NR8867--MA0657.1.KLF13	chr10	127151482	127151499	+	0.000	0.000	Merged-chr10-127151405-14
NR29391--MA1107.1.KLF9	chr17	51396114	51396126	-	0.000	0.000	Merged-chr17-51396225-19
NR60358--MA0493.1.Klf1	chr7	45068182	45068192	-	0.000	0.000	Merged-chr7-45068056-13
NR43911--MA1107.1.KLF9	chr3	148219378	148219390	-	0.000	0.000	Merged-chr3-148219203-2
NR68477--MA0741.1.KLF16	chr9	44708542	44708552	-	0.000	0.000	Merged-chr9-44708535-22
NR28288--MA1107.1.KLF9	chr17	27997436	27997448	-	0.000	0.000	Merged-chr17-27997387-33
NR29051--MA1107.1.KLF9	chr17	45119806	45119818	+	0.000	0.000	Merged-chr17-45119999-67
NR60818--MA0742.1.Klf12	chr7	64161048	64161062	-	0.000	0.000	Merged-chr7-64160970-41
NR36367--MA1107.1.KLF9	chr2	60880821	60880833	+	0.000	0.000	Merged-chr2-60880763-2
NR39077--MA1107.1.KLF9	chr2	154713400	154713412	+	0.000	0.000	Merged-chr2-154713279-3
NR19645--MA0741.1.KLF16	chr14	27262420	27262430	+	0.000	0.000	Merged-chr14-27262535-17
NR17826--MA1107.1.KLF9	chr13	85505187	85505199	-	0.000	0.000	Merged-chr13-85505133-53
NR7074--MA0740.1.KLF14	chr10	80576627	80576640	+	0.000	0.000	Merged-chr10-80576663-4
NR36940--MA1107.1.KLF9	chr2	84618167	84618179	+	0.000	0.000	Merged-chr2-84617980-37
NR45367--MA0741.1.KLF16	chr4	47011206	47011216	-	0.000	0.000	Merged-chr4-47011023-46
NR9162--MA0599.1.KLF5	chr11	4186706	4186715	-	0.000	0.000	Merged-chr11-4186832-60
NR64833--MA0039.3.KLF4	chr8	46859843	46859853	-	0.000	0.000	Merged-chr8-46859659-64
NR20492--MA0493.1.Klf1	chr14	57571573	57571583	-	0.000	0.000	Merged-chr14-57571607-60
NR41777--MA0742.1.Klf12	chr3	89960612	89960626	+	0.000	0.000	Merged-chr3-89960726-41
NR58565--MA0740.1.KLF14	chr6	145135517	145135530	+	0.000	0.000	Merged-chr6-145135361-11
NR29047--MA1107.1.KLF9	chr17	45119798	45119810	+	0.000	0.000	Merged-chr17-45119999-67
NR67263--MA0599.1.KLF5	chr8	122769452	122769461	-	0.000	0.000	Merged-chr8-122769435-21
NR41423--MA1107.1.KLF9	chr3	79129200	79129212	-	0.000	0.000	Merged-chr3-79129160-12
NR71783--MA0741.1.KLF16	chrX	12151848	12151858	+	0.000	0.000	Merged-chrX-12151801-24
NR31057--MA1107.1.KLF9	chr18	24653030	24653042	-	0.000	0.000	Merged-chr18-24652935-1
NR41778--MA0599.1.KLF5	chr3	89960613	89960622	+	0.000	0.000	Merged-chr3-89960726-41
NR35770--MA1107.1.KLF9	chr2	32778329	32778341	+	0.000	0.000	Merged-chr2-32778262-13
NR39978--MA0493.1.Klf1	chr2	173063390	173063400	+	0.000	0.000	Merged-chr2-173063390-29
NR46793--MA0599.1.KLF5	chr4	111435259	111435268	-	0.000	0.000	Merged-chr4-111435287-1
NR33144--MA0599.1.KLF5	chr19	6839889	6839898	-	0.000	0.000	Merged-chr19-6839786-2
NR49042--MA0599.1.KLF5	chr4	155082402	155082411	-	0.000	0.000	Merged-chr4-155082260-14
NR34027--MA0741.1.KLF16	chr19	44314781	44314791	+	0.000	0.000	Merged-chr19-44314757-47
NR8873--MA1107.1.KLF9	chr10	127151483	127151495	+	0.000	0.000	Merged-chr10-127151405-14
NR18126--MA0740.1.KLF14	chr13	97790018	97790031	+	0.000	0.000	Merged-chr13-97790032-25
NR14621--MA0599.1.KLF5	chr12	76710658	76710667	+	0.000	0.000	Merged-chr12-76710800-1
NR67737--MA0741.1.KLF16	chr9	14281780	14281790	-	0.000	0.000	Merged-chr9-14281792-3
NR63566--MA0493.1.Klf1	chr7	139951281	139951291	+	0.000	0.000	Merged-chr7-139951341-4
NR28665--MA1107.1.KLF9	chr17	34127648	34127660	+	0.000	0.000	Merged-chr17-34127670-6
NR42772--MA0741.1.KLF16	chr3	115897931	115897941	+	0.000	0.000	Merged-chr3-115897908-5
NR68349--MA0599.1.KLF5	chr9	41160889	41160898	-	0.000	0.000	Merged-chr9-41160864-12
NR48760--MA0740.1.KLF14	chr4	149854339	149854352	-	0.000	0.000	Merged-chr4-149854542-67
NR48717--MA1107.1.KLF9	chr4	148704855	148704867	-	0.000	0.000	Merged-chr4-148704871-18
NR54854--MA0493.1.Klf1	chr6	30509824	30509834	-	0.000	0.000	Merged-chr6-30509699-52
NR16218--MA1107.1.KLF9	chr13	13531063	13531075	-	0.000	0.000	Merged-chr13-13531086-27
NR23797--MA0741.1.KLF16	chr15	80233919	80233929	-	0.000	0.000	Merged-chr15-80233973-50
NR4176--MA0741.1.KLF16	chr1	178959911	178959921	-	0.000	0.000	Merged-chr1-178959718-2
NR8985--MA0039.3.KLF4	chr10	128135576	128135586	+	0.000	0.000	Merged-chr10-128135587-20
NR71672--MA0493.1.Klf1	chrX	7947822	7947832	+	0.000	0.000	Merged-chrX-7947943-52
NR13033--MA0741.1.KLF16	chr11	117326035	117326045	-	0.000	0.000	Merged-chr11-117325818-58
NR67035--MA0493.1.Klf1	chr8	119927822	119927832	+	0.000	0.000	Merged-chr8-119927830-10
NR9189--MA1107.1.KLF9	chr11	4463001	4463013	+	0.000	0.000	Merged-chr11-4463139-8
NR18127--MA0657.1.KLF13	chr13	97790017	97790034	+	0.000	0.000	Merged-chr13-97790032-25
NR11095--MA0741.1.KLF16	chr11	75926973	75926983	+	0.000	0.000	Merged-chr11-75926776-30
NR12799--MA1107.1.KLF9	chr11	114813036	114813048	+	0.000	0.000	Merged-chr11-114812922-18
NR13155--MA0741.1.KLF16	chr11	119352857	119352867	-	0.000	0.000	Merged-chr11-119352857-1
NR53218--MA1107.1.KLF9	chr5	134373279	134373291	+	0.000	0.000	Merged-chr5-134373166-2
NR13894--MA0493.1.Klf1	chr12	32999958	32999968	-	0.000	0.000	Merged-chr12-32999849-21
NR8679--MA0742.1.Klf12	chr10	122778137	122778151	+	0.000	0.000	Merged-chr10-122778014-1
NR52356--MA0039.3.KLF4	chr5	118589291	118589301	-	0.000	0.000	Merged-chr5-118589133-25
NR42777--MA0741.1.KLF16	chr3	115897936	115897946	+	0.000	0.000	Merged-chr3-115897908-5
NR37660--MA1107.1.KLF9	chr2	113430869	113430881	+	0.000	0.000	Merged-chr2-113431034-10
NR68720--MA1107.1.KLF9	chr9	51162030	51162042	-	0.000	0.000	Merged-chr9-51161990-29
NR51499--MA0039.3.KLF4	chr5	99891685	99891695	+	0.000	0.000	Merged-chr5-99891648-1
NR22195--MA0599.1.KLF5	chr14	123001573	123001582	+	0.000	0.000	Merged-chr14-123001594-21
NR10530--MA1107.1.KLF9	chr11	61760704	61760716	-	0.000	0.000	Merged-chr11-61760771-9
NR31243--MA0599.1.KLF5	chr18	35383408	35383417	-	0.000	0.000	Merged-chr18-35383519-5
NR70377--MA0493.1.Klf1	chr9	100540497	100540507	-	0.000	0.000	Merged-chr9-100540480-23
NR35226--MA0493.1.Klf1	chr2	24750200	24750210	-	0.000	0.000	Merged-chr2-24750294-26
NR12771--MA0741.1.KLF16	chr11	114401824	114401834	-	0.000	0.000	Merged-chr11-114401705-1
NR34739--MA0741.1.KLF16	chr2	4917751	4917761	-	0.000	0.000	Merged-chr2-4917704-47
NR40178--MA1107.1.KLF9	chr2	178891776	178891788	+	0.000	0.000	Merged-chr2-178891686-1
NR48763--MA0741.1.KLF16	chr4	149854341	149854351	-	0.000	0.000	Merged-chr4-149854542-67
NR47332--MA0039.3.KLF4	chr4	126253893	126253903	-	0.000	0.000	Merged-chr4-126253924-28
NR13134--MA0741.1.KLF16	chr11	119023850	119023860	+	0.000	0.000	Merged-chr11-119023765-1
NR35906--MA1107.1.KLF9	chr2	35729771	35729783	+	0.000	0.000	Merged-chr2-35729635-16
NR36360--MA1107.1.KLF9	chr2	60880807	60880819	+	0.000	0.000	Merged-chr2-60880763-2
NR25559--MA0599.1.KLF5	chr16	20909143	20909152	-	0.000	0.000	Merged-chr16-20909231-43
NR70374--MA0657.1.KLF13	chr9	100540491	100540508	-	0.000	0.000	Merged-chr9-100540480-23
NR68725--MA1107.1.KLF9	chr9	51162040	51162052	-	0.000	0.000	Merged-chr9-51161990-29
NR72669--MA0493.1.Klf1	chrX	152327577	152327587	+	0.000	0.000	Merged-chrX-152327497-47
NR13147--MA0741.1.KLF16	chr11	119238420	119238430	-	0.000	0.000	Merged-chr11-119238341-66
NR28479--MA0493.1.Klf1	chr17	30575638	30575648	-	0.000	0.000	Merged-chr17-30575700-2
NR57261--MA0742.1.Klf12	chr6	120264381	120264395	-	0.000	0.000	Merged-chr6-120264409-18
NR25675--MA0493.1.Klf1	chr16	28853747	28853757	+	0.000	0.000	Merged-chr16-28853718-1
NR860--MA0493.1.Klf1	chr1	58953882	58953892	+	0.000	0.000	Merged-chr1-58953999-17
NR42769--MA0741.1.KLF16	chr3	115897928	115897938	+	0.000	0.000	Merged-chr3-115897908-5
NR1887--MA0599.1.KLF5	chr1	106032121	106032130	+	0.000	0.000	Merged-chr1-106032051-18
NR42009--MA1107.1.KLF9	chr3	95523790	95523802	+	0.000	0.000	Merged-chr3-95523820-51
NR50689--MA0599.1.KLF5	chr5	64959358	64959367	-	0.000	0.000	Merged-chr5-64959516-90
NR34033--MA0741.1.KLF16	chr19	44314787	44314797	+	0.000	0.000	Merged-chr19-44314757-47
NR58817--MA0599.1.KLF5	chr7	4777044	4777053	-	0.000	0.000	Merged-chr7-4777194-35
NR49867--MA0493.1.Klf1	chr5	31154329	31154339	-	0.000	0.000	Merged-chr5-31154214-47
