"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0099055","GO:0099055","integral component of postsynaptic membrane","1/129","172/21298",0.649777377972985,0.763071895158018,0.750620020978239,"Cacna1e",1
"GO:0098589","GO:0098589","membrane region","2/129","373/21298",0.663154573031908,0.774808149103607,0.762164761701549,"Atp1b3/Atp1b1",2
"GO:0098936","GO:0098936","intrinsic component of postsynaptic membrane","1/129","181/21298",0.668564211217231,0.776300233144764,0.763632497784324,"Cacna1e",1
"GO:0043679","GO:0043679","axon terminus","1/129","183/21298",0.672601302749866,0.776300233144764,0.763632497784324,"Ntrk2",1
"GO:0030017","GO:0030017","sarcomere","1/129","184/21298",0.67460151264545,0.776300233144764,0.763632497784324,"Ankrd2",1
"GO:0005681","GO:0005681","spliceosomal complex","1/129","187/21298",0.680529678084433,0.779206481406675,0.76649132163194,"Snrpd3",1
"GO:0098862","GO:0098862","cluster of actin-based cell projections","1/129","189/21298",0.684422125482981,0.779764511122401,0.767040245369771,"Cdh23",1
"GO:0005770","GO:0005770","late endosome","1/129","192/21298",0.690172730839058,0.782423541396754,0.769655885354656,"Magi2",1
"GO:0044449","GO:0044449","contractile fiber part","1/129","198/21298",0.701363830013812,0.784053858021738,0.771259598329819,"Ankrd2",1
"GO:0031514","GO:0031514","motile cilium","1/129","200/21298",0.705004323866197,0.784053858021738,0.771259598329819,"Spef2",1
"GO:0030426","GO:0030426","growth cone","1/129","201/21298",0.706808022900289,0.784053858021738,0.771259598329819,"Ntrk2",1
"GO:0098858","GO:0098858","actin-based cell projection","1/129","203/21298",0.710382656568414,0.784053858021738,0.771259598329819,"Cdh23",1
"GO:0030427","GO:0030427","site of polarized growth","1/129","204/21298",0.712153722569963,0.784053858021738,0.771259598329819,"Ntrk2",1
"GO:0044306","GO:0044306","neuron projection terminus","1/129","204/21298",0.712153722569963,0.784053858021738,0.771259598329819,"Ntrk2",1
"GO:0030016","GO:0030016","myofibril","1/129","207/21298",0.717402697234952,0.786053673046909,0.773226780197833,"Ankrd2",1
"GO:0008021","GO:0008021","synaptic vesicle","1/129","219/21298",0.737465619263983,0.804188699102153,0.791065877305726,"Rab2a",1
"GO:0043292","GO:0043292","contractile fiber","1/129","222/21298",0.742256408919521,0.805576860865263,0.792431386923311,"Ankrd2",1
"GO:0000139","GO:0000139","Golgi membrane","1/129","226/21298",0.74850944176285,0.808531425300438,0.795337738516634,"Rab2a",1
"GO:0033267","GO:0033267","axon part","2/129","447/21298",0.75687897260069,0.813733731105906,0.800455152639227,"Ntrk2/Mbp",2
"GO:0070382","GO:0070382","exocytic vesicle","1/129","240/21298",0.769232832684901,0.823151021891786,0.809718771247264,"Rab2a",1
"GO:0031300","GO:0031300","intrinsic component of organelle membrane","1/129","243/21298",0.773448100608548,0.823812162973756,0.810369123771013,"Rab2a",1
"GO:0044431","GO:0044431","Golgi apparatus part","2/129","481/21298",0.791890501344047,0.839550577813827,0.825850717775955,"Ctgf/Rab2a",2
"GO:0044445","GO:0044445","cytosolic part","1/129","269/21298",0.806922483165805,0.848882931146603,0.835030784947705,"Dnajb1",1
"GO:0098798","GO:0098798","mitochondrial protein complex","1/129","270/21298",0.808106895152662,0.848882931146603,0.835030784947705,"Suclg2",1
"GO:0031253","GO:0031253","cell projection membrane","1/129","302/21298",0.842428641543733,0.880895702801438,0.866521169384085,"C2cd5",1
"GO:0016607","GO:0016607","nuclear speck","1/129","311/21298",0.850932234308224,0.885743098439015,0.871289464794067,"Hexim2",1
"GO:0062023","GO:0062023","collagen-containing extracellular matrix","1/129","331/21298",0.868233374996047,0.899662637439343,0.884981863534909,"Runx1",1
"GO:0150034","GO:0150034","distal axon","1/129","366/21298",0.893850026439805,0.922034486732952,0.906988647027588,"Ntrk2",1
"GO:0005764","GO:0005764","lysosome","1/129","422/21298",0.924945797774916,0.938207473826182,0.922897721897508,"Pebp4",1
"GO:0000323","GO:0000323","lytic vacuole","1/129","423/21298",0.925409583561802,0.938207473826182,0.922897721897508,"Pebp4",1
"GO:0005874","GO:0005874","microtubule","1/129","425/21298",0.92632864100093,0.938207473826182,0.922897721897508,"Gramd3",1
"GO:0098791","GO:0098791","Golgi subcompartment","1/129","426/21298",0.926783947152939,0.938207473826182,0.922897721897508,"Rab2a",1
"GO:0005743","GO:0005743","mitochondrial inner membrane","1/129","438/21298",0.932034614688424,0.938207473826182,0.922897721897508,"Timm8a2",1
"GO:0044441","GO:0044441","ciliary part","1/129","443/21298",0.934110497957945,0.938207473826182,0.922897721897508,"Spef2",1
"GO:0019866","GO:0019866","organelle inner membrane","1/129","481/21298",0.947961306561761,0.947961306561761,0.932492390734162,"Timm8a2",1
