#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-log2fc-1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-log2fc-1_dn.bed
NR12514--MA0741.1.KLF16	chr11	109792072	109792082	+	0.000	0.000	Merged-chr11-109792147-5
NR38342--MA1107.1.KLF9	chr2	147832633	147832645	+	0.000	0.000	Merged-chr2-147832545-2
NR20815--MA1107.1.KLF9	chr14	73349358	73349370	-	0.000	0.000	Merged-chr14-73349439-20
NR21799--MA0741.1.KLF16	chr14	121315914	121315924	-	0.000	0.000	Merged-chr14-121315767-6
NR28088--MA1107.1.KLF9	chr17	33565075	33565087	+	0.000	0.000	Merged-chr17-33564988-8
NR28278--MA0741.1.KLF16	chr17	35706199	35706209	-	0.000	0.000	Merged-chr17-35706172-14
NR30828--MA0657.1.KLF13	chr18	43492976	43492993	-	0.000	0.000	Merged-chr18-43493033-11
NR27997--MA0493.1.Klf1	chr17	31326305	31326315	-	0.000	0.000	Merged-chr17-31326302-35
NR32601--MA0599.1.KLF5	chr19	4943139	4943148	+	0.000	0.000	Merged-chr19-4942974-44
NR891--MA0741.1.KLF16	chr1	60447262	60447272	+	0.000	0.000	Merged-chr1-60447262-12
NR52302--MA0039.3.KLF4	chr5	137425543	137425553	+	0.000	0.000	Merged-chr5-137425710-17
NR57648--MA0741.1.KLF16	chr7	4777376	4777386	+	0.000	0.000	Merged-chr7-4777194-35
NR9136--MA0493.1.Klf1	chr11	6410291	6410301	-	0.000	0.000	Merged-chr11-6410402-18
NR13723--MA0742.1.Klf12	chr12	26418535	26418549	+	0.000	0.000	Merged-chr12-26418553-8
NR7977--MA0493.1.Klf1	chr10	111562799	111562809	+	0.000	0.000	Merged-chr10-111562842-26
NR68210--MA0493.1.Klf1	chr9	104377377	104377387	-	0.000	0.000	Merged-chr9-104377297-14
NR34566--MA0599.1.KLF5	chr2	11320369	11320378	+	0.000	0.000	Merged-chr2-11320345-22
NR47829--MA1107.1.KLF9	chr4	148115749	148115761	+	0.000	0.000	Merged-chr4-148115678-7
NR39441--MA1107.1.KLF9	chr2	169520065	169520077	-	0.000	0.000	Merged-chr2-169519991-22
NR64284--MA0740.1.KLF14	chr8	104439601	104439614	-	0.000	0.000	Merged-chr8-104439585-1
NR57654--MA0493.1.Klf1	chr7	4806952	4806962	+	0.000	0.000	Merged-chr7-4806867-16
NR36852--MA1107.1.KLF9	chr2	103664550	103664562	+	0.000	0.000	Merged-chr2-103664594-1
NR21251--MA0039.3.KLF4	chr14	100308307	100308317	+	0.000	0.000	Merged-chr14-100308241-13
NR40576--MA1107.1.KLF9	chr3	52297519	52297531	+	0.000	0.000	Merged-chr3-52297502-16
NR24177--MA0493.1.Klf1	chr15	97329485	97329495	-	0.000	0.000	Merged-chr15-97329409-11
NR49588--MA1107.1.KLF9	chr5	65897998	65898010	+	0.000	0.000	Merged-chr5-65898025-23
NR5901--MA0741.1.KLF16	chr10	60125883	60125893	-	0.000	0.000	Merged-chr10-60126055-19
NR58882--MA1107.1.KLF9	chr7	44572480	44572492	+	0.000	0.000	Merged-chr7-44572491-3
NR38338--MA1107.1.KLF9	chr2	147832625	147832637	+	0.000	0.000	Merged-chr2-147832545-2
NR68579--MA0741.1.KLF16	chr9	110880152	110880162	-	0.000	0.000	Merged-chr9-110880207-47
NR8650--MA1107.1.KLF9	chr10	125333670	125333682	+	0.000	0.000	Merged-chr10-125333760-2
NR232--MA1107.1.KLF9	chr1	25765023	25765035	-	0.000	0.000	Merged-chr1-25764961-1
NR54403--MA0599.1.KLF5	chr6	66313067	66313076	+	0.000	0.000	Merged-chr6-66313006-24
NR26383--MA1107.1.KLF9	chr16	90329845	90329857	+	0.000	0.000	Merged-chr16-90329904-1
NR13048--MA0493.1.Klf1	chr11	118035288	118035298	-	0.000	0.000	Merged-chr11-118035350-21
NR61543--MA0741.1.KLF16	chr7	133003567	133003577	-	0.000	0.000	Merged-chr7-133003648-18
NR4935--MA0039.3.KLF4	chr10	6904142	6904152	-	0.000	0.000	Merged-chr10-6904105-6
NR66191--MA1107.1.KLF9	chr9	44013971	44013983	+	0.000	0.000	Merged-chr9-44013875-7
NR13676--MA0740.1.KLF14	chr12	25155527	25155540	-	0.000	0.000	Merged-chr12-25155613-40
NR32054--MA1107.1.KLF9	chr18	81352857	81352869	+	0.000	0.000	Merged-chr18-81352759-5
NR30122--MA0657.1.KLF13	chr17	88581667	88581684	-	0.000	0.000	Merged-chr17-88581790-53
NR20857--MA0599.1.KLF5	chr14	74797407	74797416	+	0.000	0.000	Merged-chr14-74797519-9
NR36302--MA0742.1.Klf12	chr2	75054041	75054055	+	0.000	0.000	Merged-chr2-75054199-1
NR27926--MA0741.1.KLF16	chr17	29500852	29500862	-	0.000	0.000	Merged-chr17-29500871-30
NR69100--MA0741.1.KLF16	chr9	119887711	119887721	-	0.000	0.000	Merged-chr9-119887655-1
NR13217--MA0741.1.KLF16	chr11	120660893	120660903	+	0.000	0.000	Merged-chr11-120660742-13
NR17421--MA0493.1.Klf1	chr13	65070137	65070147	+	0.000	0.000	Merged-chr13-65070187-24
NR11921--MA0599.1.KLF5	chr11	99012471	99012480	-	0.000	0.000	Merged-chr11-99012536-12
NR3332--MA0599.1.KLF5	chr1	167637966	167637975	-	0.000	0.000	Merged-chr1-167638015-1
NR219--MA1107.1.KLF9	chr1	25764997	25765009	-	0.000	0.000	Merged-chr1-25764961-1
NR30--MA0741.1.KLF16	chr1	7206768	7206778	+	0.000	0.000	Merged-chr1-7206621-34
NR30001--MA0599.1.KLF5	chr17	86760427	86760436	-	0.000	0.000	Merged-chr17-86760300-15
NR27764--MA0741.1.KLF16	chr17	27909769	27909779	-	0.000	0.000	Merged-chr17-27909900-10
NR36303--MA0599.1.KLF5	chr2	75054042	75054051	+	0.000	0.000	Merged-chr2-75054199-1
NR46767--MA0493.1.Klf1	chr4	130017554	130017564	-	0.000	0.000	Merged-chr4-130017376-16
NR1045--MA0741.1.KLF16	chr1	66897062	66897072	+	0.000	0.000	Merged-chr1-66897217-4
NR40027--MA0599.1.KLF5	chr3	8857250	8857259	-	0.000	0.000	Merged-chr3-8857306-3
NR58878--MA1107.1.KLF9	chr7	44572472	44572484	+	0.000	0.000	Merged-chr7-44572491-3
NR19615--MA0599.1.KLF5	chr14	25719559	25719568	+	0.000	0.000	Merged-chr14-25719567-22
NR8655--MA1107.1.KLF9	chr10	125333680	125333692	+	0.000	0.000	Merged-chr10-125333760-2
NR30672--MA0493.1.Klf1	chr18	35854610	35854620	-	0.000	0.000	Merged-chr18-35854632-7
NR29999--MA0599.1.KLF5	chr17	86760417	86760426	-	0.000	0.000	Merged-chr17-86760300-15
NR12241--MA0599.1.KLF5	chr11	104310605	104310614	+	0.000	0.000	Merged-chr11-104310634-7
NR46902--MA0599.1.KLF5	chr4	132771916	132771925	+	0.000	0.000	Merged-chr4-132771976-11
NR35682--MA1107.1.KLF9	chr2	50303445	50303457	+	0.000	0.000	Merged-chr2-50303497-2
NR10048--MA0599.1.KLF5	chr11	58283331	58283340	-	0.000	0.000	Merged-chr11-58283474-2
NR36306--MA0741.1.KLF16	chr2	75054042	75054052	+	0.000	0.000	Merged-chr2-75054199-1
NR65753--MA0741.1.KLF16	chr9	21601242	21601252	-	0.000	0.000	Merged-chr9-21601283-11
NR39229--MA0742.1.Klf12	chr2	166664664	166664678	-	0.000	0.000	Merged-chr2-166664771-14
NR36508--MA1107.1.KLF9	chr2	84482072	84482084	+	0.000	0.000	Merged-chr2-84481991-45
NR47087--MA0493.1.Klf1	chr4	134652273	134652283	-	0.000	0.000	Merged-chr4-134652470-11
NR9330--MA0741.1.KLF16	chr11	21247765	21247775	+	0.000	0.000	Merged-chr11-21247881-35
NR54069--MA0740.1.KLF14	chr6	48693967	48693980	-	0.000	0.000	Merged-chr6-48693973-35
NR32059--MA1107.1.KLF9	chr18	81352867	81352879	+	0.000	0.000	Merged-chr18-81352759-5
NR34472--MA0493.1.Klf1	chr2	6522535	6522545	+	0.000	0.000	Merged-chr2-6522633-5
NR27930--MA1107.1.KLF9	chr17	29500857	29500869	-	0.000	0.000	Merged-chr17-29500871-30
NR52993--MA0741.1.KLF16	chr5	146912634	146912644	+	0.000	0.000	Merged-chr5-146912476-8
NR31654--MA1107.1.KLF9	chr18	73745234	73745246	-	0.000	0.000	Merged-chr18-73745138-6
NR54756--MA1107.1.KLF9	chr6	86127181	86127193	-	0.000	0.000	Merged-chr6-86127203-6
NR67972--MA0599.1.KLF5	chr9	96756950	96756959	+	0.000	0.000	Merged-chr9-96756986-4
NR10534--MA0741.1.KLF16	chr11	70622584	70622594	-	0.000	0.000	Merged-chr11-70622499-26
NR67589--MA0741.1.KLF16	chr9	84972157	84972167	-	0.000	0.000	Merged-chr9-84971931-23
NR48979--MA0599.1.KLF5	chr5	31251672	31251681	-	0.000	0.000	Merged-chr5-31251770-31
NR26720--MA0493.1.Klf1	chr16	95804383	95804393	-	0.000	0.000	Merged-chr16-95804427-5
NR39231--MA0039.3.KLF4	chr2	166664666	166664676	-	0.000	0.000	Merged-chr2-166664771-14
NR13677--MA0657.1.KLF13	chr12	25155524	25155541	-	0.000	0.000	Merged-chr12-25155613-40
NR22396--MA1107.1.KLF9	chr15	38122405	38122417	+	0.000	0.000	Merged-chr15-38122272-49
NR29775--MA0493.1.Klf1	chr17	83634501	83634511	+	0.000	0.000	Merged-chr17-83634380-4
NR9526--MA1107.1.KLF9	chr11	35747426	35747438	-	0.000	0.000	Merged-chr11-35747326-7
NR25737--MA0742.1.Klf12	chr16	55815573	55815587	+	0.000	0.000	Merged-chr16-55815632-3
NR6956--MA0599.1.KLF5	chr10	81401779	81401788	-	0.000	0.000	Merged-chr10-81401925-26
NR40614--MA0599.1.KLF5	chr3	54567551	54567560	+	0.000	0.000	Merged-chr3-54567528-25
NR25391--MA0741.1.KLF16	chr16	32658898	32658908	+	0.000	0.000	Merged-chr16-32659000-27
NR27940--MA0493.1.Klf1	chr17	29638104	29638114	+	0.000	0.000	Merged-chr17-29638161-9
NR66332--MA0599.1.KLF5	chr9	48793851	48793860	-	0.000	0.000	Merged-chr9-48793966-3
NR28274--MA0599.1.KLF5	chr17	35706103	35706112	-	0.000	0.000	Merged-chr17-35706172-14
NR17372--MA1107.1.KLF9	chr13	64049708	64049720	-	0.000	0.000	Merged-chr13-64049732-3
NR46391--MA1107.1.KLF9	chr4	119947766	119947778	-	0.000	0.000	Merged-chr4-119947761-47
NR14710--MA0741.1.KLF16	chr12	85127196	85127206	+	0.000	0.000	Merged-chr12-85127239-15
NR40575--MA0741.1.KLF16	chr3	52297524	52297534	+	0.000	0.000	Merged-chr3-52297502-16
NR30933--MA0599.1.KLF5	chr18	50022791	50022800	+	0.000	0.000	Merged-chr18-50022640-10
NR6960--MA0493.1.Klf1	chr10	81401814	81401824	-	0.000	0.000	Merged-chr10-81401925-26
NR16358--MA0039.3.KLF4	chr13	19457278	19457288	-	0.000	0.000	Merged-chr13-19457344-7
NR42906--MA0741.1.KLF16	chr3	132928122	132928132	-	0.000	0.000	Merged-chr3-132927951-20
NR55028--MA0741.1.KLF16	chr6	95552790	95552800	+	0.000	0.000	Merged-chr6-95552744-18
NR61875--MA0741.1.KLF16	chr7	140264979	140264989	-	0.000	0.000	Merged-chr7-140265035-12
NR20985--MA0741.1.KLF16	chr14	77848570	77848580	-	0.000	0.000	Merged-chr14-77848610-6
NR4584--MA0599.1.KLF5	chr1	191802743	191802752	-	0.000	0.000	Merged-chr1-191802759-25
NR40837--MA1107.1.KLF9	chr3	65985104	65985116	+	0.000	0.000	Merged-chr3-65985116-9
NR50676--MA0599.1.KLF5	chr5	107533757	107533766	+	0.000	0.000	Merged-chr5-107533890-8
NR30006--MA0493.1.Klf1	chr17	86760427	86760437	-	0.000	0.000	Merged-chr17-86760300-15
NR62349--MA0740.1.KLF14	chr8	11107238	11107251	-	0.000	0.000	Merged-chr8-11107220-18
NR22083--MA1107.1.KLF9	chr15	12588867	12588879	+	0.000	0.000	Merged-chr15-12588856-30
NR59693--MA0657.1.KLF13	chr7	80598072	80598089	-	0.000	0.000	Merged-chr7-80598123-7
NR13594--MA0740.1.KLF14	chr12	20815807	20815820	-	0.000	0.000	Merged-chr12-20815724-27
NR41955--MA0599.1.KLF5	chr3	103927745	103927754	-	0.000	0.000	Merged-chr3-103927636-31
NR13596--MA0599.1.KLF5	chr12	20815810	20815819	-	0.000	0.000	Merged-chr12-20815724-27
NR11193--MA0742.1.Klf12	chr11	83637042	83637056	-	0.000	0.000	Merged-chr11-83637048-8
NR29776--MA0741.1.KLF16	chr17	83634502	83634512	+	0.000	0.000	Merged-chr17-83634380-4
NR40031--MA0741.1.KLF16	chr3	8857234	8857244	-	0.000	0.000	Merged-chr3-8857306-3
NR63297--MA0741.1.KLF16	chr8	70072890	70072900	-	0.000	0.000	Merged-chr8-70072773-24
NR5409--MA1107.1.KLF9	chr10	34096459	34096471	+	0.000	0.000	Merged-chr10-34096665-20
NR16046--MA0493.1.Klf1	chr12	117821810	117821820	-	0.000	0.000	Merged-chr12-117821685-9
NR29372--MA1107.1.KLF9	chr17	71918812	71918824	-	0.000	0.000	Merged-chr17-71918800-1
NR40971--MA0039.3.KLF4	chr3	75696350	75696360	-	0.000	0.000	Merged-chr3-75696372-7
NR1627--MA1107.1.KLF9	chr1	92258931	92258943	+	0.000	0.000	Merged-chr1-92258987-8
NR57176--MA1107.1.KLF9	chr6	145135508	145135520	-	0.000	0.000	Merged-chr6-145135361-11
NR55463--MA0599.1.KLF5	chr6	112948655	112948664	+	0.000	0.000	Merged-chr6-112948653-15
NR14602--MA0742.1.Klf12	chr12	80315625	80315639	+	0.000	0.000	Merged-chr12-80315468-2
NR67404--MA0493.1.Klf1	chr9	79947684	79947694	-	0.000	0.000	Merged-chr9-79947658-22
NR13259--MA0740.1.KLF14	chr11	120941193	120941206	-	0.000	0.000	Merged-chr11-120941184-16
NR39721--MA0493.1.Klf1	chr2	174566141	174566151	+	0.000	0.000	Merged-chr2-174566072-46
NR41027--MA0039.3.KLF4	chr3	79504657	79504667	+	0.000	0.000	Merged-chr3-79504650-9
NR52301--MA0599.1.KLF5	chr5	137425542	137425551	+	0.000	0.000	Merged-chr5-137425710-17
NR954--MA0039.3.KLF4	chr1	64081561	64081571	+	0.000	0.000	Merged-chr1-64081598-14
NR67949--MA0742.1.Klf12	chr9	96299770	96299784	-	0.000	0.000	Merged-chr9-96299738-12
NR21419--MA1107.1.KLF9	chr14	105632077	105632089	-	0.000	0.000	Merged-chr14-105632232-2
NR10536--MA1107.1.KLF9	chr11	70622583	70622595	-	0.000	0.000	Merged-chr11-70622499-26
NR32594--MA0599.1.KLF5	chr19	4943123	4943132	+	0.000	0.000	Merged-chr19-4942974-44
NR67398--MA0741.1.KLF16	chr9	79895081	79895091	+	0.000	0.000	Merged-chr9-79895109-7
NR22482--MA0741.1.KLF16	chr15	42913336	42913346	-	0.000	0.000	Merged-chr15-42913222-5
NR33671--MA0741.1.KLF16	chr19	43809535	43809545	+	0.000	0.000	Merged-chr19-43809499-23
NR8254--MA0493.1.Klf1	chr10	117969969	117969979	-	0.000	0.000	Merged-chr10-117970017-9
NR30834--MA1107.1.KLF9	chr18	43492980	43492992	-	0.000	0.000	Merged-chr18-43493033-11
NR64819--MA1107.1.KLF9	chr8	117855303	117855315	-	0.000	0.000	Merged-chr8-117855395-3
NR65601--MA0599.1.KLF5	chr9	15004539	15004548	+	0.000	0.000	Merged-chr9-15004523-21
NR66242--MA1107.1.KLF9	chr9	44582652	44582664	-	0.000	0.000	Merged-chr9-44582588-15
NR3241--MA0741.1.KLF16	chr1	165816641	165816651	-	0.000	0.000	Merged-chr1-165816619-40
NR63672--MA0599.1.KLF5	chr8	79173658	79173667	+	0.000	0.000	Merged-chr8-79173625-13
NR12773--MA0742.1.Klf12	chr11	115258237	115258251	-	0.000	0.000	Merged-chr11-115258229-4
NR41945--MA0039.3.KLF4	chr3	103406614	103406624	-	0.000	0.000	Merged-chr3-103406514-32
NR22312--MA1107.1.KLF9	chr15	36241632	36241644	-	0.000	0.000	Merged-chr15-36241584-11
NR7513--MA0742.1.Klf12	chr10	94647207	94647221	+	0.000	0.000	Merged-chr10-94647234-6
NR4934--MA0599.1.KLF5	chr10	6904144	6904153	-	0.000	0.000	Merged-chr10-6904105-6
NR17367--MA0742.1.Klf12	chr13	64049706	64049720	-	0.000	0.000	Merged-chr13-64049732-3
NR41302--MA0599.1.KLF5	chr3	89378533	89378542	+	0.000	0.000	Merged-chr3-89378543-26
NR24832--MA1107.1.KLF9	chr16	7550779	7550791	-	0.000	0.000	Merged-chr16-7550847-1
NR68995--MA1107.1.KLF9	chr9	117553319	117553331	+	0.000	0.000	Merged-chr9-117553194-1
NR56203--MA1107.1.KLF9	chr6	127942030	127942042	+	0.000	0.000	Merged-chr6-127942038-1
NR52994--MA1107.1.KLF9	chr5	146912619	146912631	+	0.000	0.000	Merged-chr5-146912476-8
NR7080--MA0742.1.Klf12	chr10	83154013	83154027	-	0.000	0.000	Merged-chr10-83154095-25
NR38331--MA1107.1.KLF9	chr2	147832607	147832619	+	0.000	0.000	Merged-chr2-147832545-2
NR6360--MA0741.1.KLF16	chr10	75536381	75536391	-	0.000	0.000	Merged-chr10-75536310-39
NR16432--MA0599.1.KLF5	chr13	24547347	24547356	-	0.000	0.000	Merged-chr13-24547194-39
NR41287--MA0039.3.KLF4	chr3	89251469	89251479	+	0.000	0.000	Merged-chr3-89251546-19
NR46724--MA0493.1.Klf1	chr4	129525473	129525483	+	0.000	0.000	Merged-chr4-129525565-21
NR26797--MA1107.1.KLF9	chr16	97002493	97002505	+	0.000	0.000	Merged-chr16-97002537-1
NR16838--MA0039.3.KLF4	chr13	45455941	45455951	+	0.000	0.000	Merged-chr13-45455779-40
NR55458--MA1107.1.KLF9	chr6	112862175	112862187	+	0.000	0.000	Merged-chr6-112862022-40
NR62353--MA1107.1.KLF9	chr8	11107239	11107251	-	0.000	0.000	Merged-chr8-11107220-18
NR32351--MA0039.3.KLF4	chr18	87702175	87702185	-	0.000	0.000	Merged-chr18-87702011-3
NR1478--MA0741.1.KLF16	chr1	87811582	87811592	+	0.000	0.000	Merged-chr1-87811547-25
NR13153--MA0493.1.Klf1	chr11	119877314	119877324	-	0.000	0.000	Merged-chr11-119877317-14
NR49590--MA1107.1.KLF9	chr5	65898002	65898014	+	0.000	0.000	Merged-chr5-65898025-23
NR25372--MA0493.1.Klf1	chr16	32516549	32516559	-	0.000	0.000	Merged-chr16-32516451-30
NR66903--MA0741.1.KLF16	chr9	65598927	65598937	-	0.000	0.000	Merged-chr9-65598978-11
NR23408--MA0599.1.KLF5	chr15	80012091	80012100	+	0.000	0.000	Merged-chr15-80012139-10
NR33451--MA0493.1.Klf1	chr19	37333675	37333685	-	0.000	0.000	Merged-chr19-37333490-26
NR40036--MA0741.1.KLF16	chr3	8857259	8857269	-	0.000	0.000	Merged-chr3-8857306-3
NR20813--MA0741.1.KLF16	chr14	73349365	73349375	-	0.000	0.000	Merged-chr14-73349439-20
NR27999--MA1107.1.KLF9	chr17	31326298	31326310	-	0.000	0.000	Merged-chr17-31326302-35
NR36197--MA0741.1.KLF16	chr2	71843327	71843337	+	0.000	0.000	Merged-chr2-71843530-15
NR25385--MA1107.1.KLF9	chr16	32645441	32645453	-	0.000	0.000	Merged-chr16-32645495-50
NR31917--MA0657.1.KLF13	chr18	79365967	79365984	-	0.000	0.000	Merged-chr18-79366086-1
NR33768--MA0039.3.KLF4	chr19	45807915	45807925	+	0.000	0.000	Merged-chr19-45807954-8
NR4715--MA0599.1.KLF5	chr1	193273200	193273209	-	0.000	0.000	Merged-chr1-193273386-37
NR24837--MA1107.1.KLF9	chr16	7550789	7550801	-	0.000	0.000	Merged-chr16-7550847-1
NR56208--MA1107.1.KLF9	chr6	127942096	127942108	+	0.000	0.000	Merged-chr6-127942038-1
NR25388--MA0741.1.KLF16	chr16	32658894	32658904	+	0.000	0.000	Merged-chr16-32659000-27
NR43818--MA0599.1.KLF5	chr3	153261775	153261784	-	0.000	0.000	Merged-chr3-153261788-1
NR8286--MA0493.1.Klf1	chr10	118446205	118446215	+	0.000	0.000	Merged-chr10-118446344-23
NR56492--MA0657.1.KLF13	chr6	134981442	134981459	-	0.000	0.000	Merged-chr6-134981456-22
NR11113--MA0599.1.KLF5	chr11	81771322	81771331	+	0.000	0.000	Merged-chr11-81771187-1
NR221--MA1107.1.KLF9	chr1	25765001	25765013	-	0.000	0.000	Merged-chr1-25764961-1
NR25736--MA0740.1.KLF14	chr16	55815573	55815586	+	0.000	0.000	Merged-chr16-55815632-3
NR54073--MA0741.1.KLF16	chr6	48693969	48693979	-	0.000	0.000	Merged-chr6-48693973-35
NR361--MA0599.1.KLF5	chr1	36571861	36571870	-	0.000	0.000	Merged-chr1-36571820-13
NR52459--MA0741.1.KLF16	chr5	139377552	139377562	-	0.000	0.000	Merged-chr5-139377554-24
NR39230--MA0599.1.KLF5	chr2	166664668	166664677	-	0.000	0.000	Merged-chr2-166664771-14
NR24860--MA0493.1.Klf1	chr16	8731956	8731966	+	0.000	0.000	Merged-chr16-8732071-1
NR10438--MA0039.3.KLF4	chr11	69606004	69606014	-	0.000	0.000	Merged-chr11-69605875-33
NR32052--MA1107.1.KLF9	chr18	81352853	81352865	+	0.000	0.000	Merged-chr18-81352759-5
NR26802--MA1107.1.KLF9	chr16	97002517	97002529	+	0.000	0.000	Merged-chr16-97002537-1
NR63680--MA0039.3.KLF4	chr8	79649707	79649717	-	0.000	0.000	Merged-chr8-79649666-1
NR33021--MA1107.1.KLF9	chr19	16373317	16373329	+	0.000	0.000	Merged-chr19-16373273-16
NR115--MA0599.1.KLF5	chr1	15792020	15792029	-	0.000	0.000	Merged-chr1-15791984-23
NR1043--MA0741.1.KLF16	chr1	66897060	66897070	+	0.000	0.000	Merged-chr1-66897217-4
NR37273--MA1107.1.KLF9	chr2	118658632	118658644	-	0.000	0.000	Merged-chr2-118658566-8
NR7072--MA0742.1.Klf12	chr10	82961529	82961543	+	0.000	0.000	Merged-chr10-82961512-14
NR14391--MA0493.1.Klf1	chr12	71897542	71897552	-	0.000	0.000	Merged-chr12-71897525-19
NR29771--MA0740.1.KLF14	chr17	83634501	83634514	+	0.000	0.000	Merged-chr17-83634380-4
NR63292--MA0740.1.KLF14	chr8	70072891	70072904	-	0.000	0.000	Merged-chr8-70072773-24
NR6358--MA0599.1.KLF5	chr10	75536382	75536391	-	0.000	0.000	Merged-chr10-75536310-39
NR17423--MA1107.1.KLF9	chr13	65070137	65070149	+	0.000	0.000	Merged-chr13-65070187-24
NR58876--MA1107.1.KLF9	chr7	44572468	44572480	+	0.000	0.000	Merged-chr7-44572491-3
NR8644--MA1107.1.KLF9	chr10	125333658	125333670	+	0.000	0.000	Merged-chr10-125333760-2
NR226--MA1107.1.KLF9	chr1	25765011	25765023	-	0.000	0.000	Merged-chr1-25764961-1
NR46769--MA1107.1.KLF9	chr4	130017552	130017564	-	0.000	0.000	Merged-chr4-130017376-16
NR30829--MA0742.1.Klf12	chr18	43492978	43492992	-	0.000	0.000	Merged-chr18-43493033-11
NR26382--MA0493.1.Klf1	chr16	90329845	90329855	+	0.000	0.000	Merged-chr16-90329904-1
NR34475--MA0599.1.KLF5	chr2	6522621	6522630	-	0.000	0.000	Merged-chr2-6522633-5
NR58200--MA1107.1.KLF9	chr7	24945273	24945285	+	0.000	0.000	Merged-chr7-24945337-3
NR5164--MA1107.1.KLF9	chr10	18084138	18084150	+	0.000	0.000	Merged-chr10-18084037-10
NR66728--MA0599.1.KLF5	chr9	62026843	62026852	+	0.000	0.000	Merged-chr9-62026837-17
NR12996--MA0742.1.Klf12	chr11	117792336	117792350	-	0.000	0.000	Merged-chr11-117792399-10
NR40583--MA0039.3.KLF4	chr3	52470109	52470119	-	0.000	0.000	Merged-chr3-52470194-16
NR32268--MA0493.1.Klf1	chr18	84859616	84859626	+	0.000	0.000	Merged-chr18-84859622-32
NR54754--MA1107.1.KLF9	chr6	86127141	86127153	-	0.000	0.000	Merged-chr6-86127203-6
NR33632--MA0657.1.KLF13	chr19	42179282	42179299	-	0.000	0.000	Merged-chr19-42179187-7
NR50633--MA0599.1.KLF5	chr5	106685003	106685012	+	0.000	0.000	Merged-chr5-106684923-4
NR13727--MA0493.1.Klf1	chr12	26418535	26418545	+	0.000	0.000	Merged-chr12-26418553-8
NR25740--MA0493.1.Klf1	chr16	55815573	55815583	+	0.000	0.000	Merged-chr16-55815632-3
NR19067--MA0599.1.KLF5	chr13	113484744	113484753	+	0.000	0.000	Merged-chr13-113484650-2
NR42308--MA0599.1.KLF5	chr3	116384512	116384521	+	0.000	0.000	Merged-chr3-116384613-7
NR39583--MA1107.1.KLF9	chr2	173038316	173038328	-	0.000	0.000	Merged-chr2-173038301-38
NR34474--MA1107.1.KLF9	chr2	6522535	6522547	+	0.000	0.000	Merged-chr2-6522633-5
NR32910--MA0741.1.KLF16	chr19	10783230	10783240	+	0.000	0.000	Merged-chr19-10783314-18
NR66746--MA0599.1.KLF5	chr9	62373429	62373438	+	0.000	0.000	Merged-chr9-62373386-1
NR57361--MA1107.1.KLF9	chr6	147366197	147366209	+	0.000	0.000	Merged-chr6-147366310-2
NR41002--MA1107.1.KLF9	chr3	79129192	79129204	-	0.000	0.000	Merged-chr3-79129160-12
NR54096--MA1107.1.KLF9	chr6	49973801	49973813	-	0.000	0.000	Merged-chr6-49973713-27
NR49176--MA0599.1.KLF5	chr5	35771275	35771284	-	0.000	0.000	Merged-chr5-35771159-16
NR37874--MA0742.1.Klf12	chr2	135328913	135328927	-	0.000	0.000	Merged-chr2-135329020-14
NR29544--MA1107.1.KLF9	chr17	78247293	78247305	-	0.000	0.000	Merged-chr17-78247091-26
NR14620--MA0493.1.Klf1	chr12	81845220	81845230	-	0.000	0.000	Merged-chr12-81845150-28
NR8658--MA1107.1.KLF9	chr10	125333686	125333698	+	0.000	0.000	Merged-chr10-125333760-2
NR56496--MA0493.1.Klf1	chr6	134981448	134981458	-	0.000	0.000	Merged-chr6-134981456-22
NR65995--MA0039.3.KLF4	chr9	32759427	32759437	-	0.000	0.000	Merged-chr9-32759617-51
NR29777--MA1107.1.KLF9	chr17	83634501	83634513	+	0.000	0.000	Merged-chr17-83634380-4
NR363--MA0741.1.KLF16	chr1	36571856	36571866	-	0.000	0.000	Merged-chr1-36571820-13
NR41920--MA1107.1.KLF9	chr3	102697871	102697883	+	0.000	0.000	Merged-chr3-102697819-15
NR1048--MA0741.1.KLF16	chr1	66897065	66897075	+	0.000	0.000	Merged-chr1-66897217-4
NR44840--MA0039.3.KLF4	chr4	46617577	46617587	+	0.000	0.000	Merged-chr4-46617709-8
NR67952--MA0493.1.Klf1	chr9	96299774	96299784	-	0.000	0.000	Merged-chr9-96299738-12
NR41026--MA0599.1.KLF5	chr3	79504656	79504665	+	0.000	0.000	Merged-chr3-79504650-9
NR41007--MA1107.1.KLF9	chr3	79129202	79129214	-	0.000	0.000	Merged-chr3-79129160-12
NR5966--MA1107.1.KLF9	chr10	61465213	61465225	+	0.000	0.000	Merged-chr10-61465182-15
NR6963--MA0599.1.KLF5	chr10	81401939	81401948	-	0.000	0.000	Merged-chr10-81401925-26
NR62603--MA0741.1.KLF16	chr8	25578424	25578434	+	0.000	0.000	Merged-chr8-25578502-39
