#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh-log2fc-1_up.bed
NR3636--MA0493.1.Klf1	chr1	165322330	165322340	+	0.000	0.000	Merged-chr1-165322509-22
NR42662--MA1107.1.KLF9	chr3	109133237	109133249	+	0.000	0.000	Merged-chr3-109133281-24
NR26795--MA0741.1.KLF16	chr16	84682179	84682189	+	0.000	0.000	Merged-chr16-84682332-17
NR41599--MA0741.1.KLF16	chr3	86955539	86955549	-	0.000	0.000	Merged-chr3-86955467-9
NR46911--MA0599.1.KLF5	chr4	116144612	116144621	-	0.000	0.000	Merged-chr4-116144473-31
NR16439--MA0493.1.Klf1	chr13	28500931	28500941	+	0.000	0.000	Merged-chr13-28501043-27
NR63930--MA0741.1.KLF16	chr8	3205053	3205063	-	0.000	0.000	Merged-chr8-3205181-19
NR5726--MA1107.1.KLF9	chr10	40688558	40688570	+	0.000	0.000	Merged-chr10-40688620-20
NR31440--MA0493.1.Klf1	chr18	43687776	43687786	+	0.000	0.000	Merged-chr18-43687697-2
NR57410--MA0741.1.KLF16	chr6	124493101	124493111	+	0.000	0.000	Merged-chr6-124493051-20
NR41350--MA0740.1.KLF14	chr3	69524994	69525007	+	0.000	0.000	Merged-chr3-69525025-15
NR63831--MA0039.3.KLF4	chr7	143501136	143501146	+	0.000	0.000	Merged-chr7-143501142-12
NR26793--MA0599.1.KLF5	chr16	84682179	84682188	+	0.000	0.000	Merged-chr16-84682332-17
NR54906--MA0599.1.KLF5	chr6	31803465	31803474	-	0.000	0.000	Merged-chr6-31803356-16
NR62051--MA0742.1.Klf12	chr7	110203784	110203798	-	0.000	0.000	Merged-chr7-110203728-41
NR50639--MA0039.3.KLF4	chr5	64455581	64455591	+	0.000	0.000	Merged-chr5-64455679-15
NR39734--MA1107.1.KLF9	chr2	168531561	168531573	-	0.000	0.000	Merged-chr2-168531705-18
NR69195--MA0599.1.KLF5	chr9	65598989	65598998	+	0.000	0.000	Merged-chr9-65598978-11
NR24851--MA0599.1.KLF5	chr15	101453411	101453420	-	0.000	0.000	Merged-chr15-101453520-15
NR43494--MA1107.1.KLF9	chr3	135675685	135675697	+	0.000	0.000	Merged-chr3-135675679-12
NR57424--MA0599.1.KLF5	chr6	124759474	124759483	+	0.000	0.000	Merged-chr6-124759478-13
NR65166--MA1107.1.KLF9	chr8	68158285	68158297	+	0.000	0.000	Merged-chr8-68158417-16
NR49585--MA0742.1.Klf12	chr5	23722185	23722199	+	0.000	0.000	Merged-chr5-23722080-21
NR26233--MA1107.1.KLF9	chr16	49982428	49982440	-	0.000	0.000	Merged-chr16-49982447-38
NR41917--MA0742.1.Klf12	chr3	94758217	94758231	+	0.000	0.000	Merged-chr3-94758240-64
NR16440--MA1107.1.KLF9	chr13	28500931	28500943	+	0.000	0.000	Merged-chr13-28501043-27
NR51639--MA0741.1.KLF16	chr5	103365877	103365887	-	0.000	0.000	Merged-chr5-103365833-17
NR67614--MA0741.1.KLF16	chr8	128333493	128333503	-	0.000	0.000	Merged-chr8-128333532-18
NR41078--MA0493.1.Klf1	chr3	54567550	54567560	+	0.000	0.000	Merged-chr3-54567528-25
NR34867--MA0039.3.KLF4	chr2	11496686	11496696	-	0.000	0.000	Merged-chr2-11496832-15
NR24398--MA0039.3.KLF4	chr15	93694682	93694692	+	0.000	0.000	Merged-chr15-93694661-9
NR3638--MA1107.1.KLF9	chr1	165322330	165322342	+	0.000	0.000	Merged-chr1-165322509-22
NR8483--MA0740.1.KLF14	chr10	119005763	119005776	+	0.000	0.000	Merged-chr10-119005704-15
NR23336--MA1107.1.KLF9	chr15	72972016	72972028	+	0.000	0.000	Merged-chr15-72972006-8
NR16436--MA0039.3.KLF4	chr13	28500906	28500916	+	0.000	0.000	Merged-chr13-28501043-27
NR24663--MA1107.1.KLF9	chr15	98927705	98927717	+	0.000	0.000	Merged-chr15-98927787-24
NR63830--MA0599.1.KLF5	chr7	143501135	143501144	+	0.000	0.000	Merged-chr7-143501142-12
NR42661--MA0493.1.Klf1	chr3	109133237	109133247	+	0.000	0.000	Merged-chr3-109133281-24
NR4783--MA0599.1.KLF5	chr1	191097790	191097799	+	0.000	0.000	Merged-chr1-191097986-4
NR24668--MA1107.1.KLF9	chr15	98927715	98927727	+	0.000	0.000	Merged-chr15-98927787-24
NR16823--MA0599.1.KLF5	chr13	46619870	46619879	-	0.000	0.000	Merged-chr13-46619803-12
NR62172--MA0740.1.KLF14	chr7	113256229	113256242	+	0.000	0.000	Merged-chr7-113256129-11
NR35588--MA0599.1.KLF5	chr2	30469932	30469941	+	0.000	0.000	Merged-chr2-30470096-26
NR61939--MA0741.1.KLF16	chr7	106256574	106256584	-	0.000	0.000	Merged-chr7-106256658-33
NR24347--MA0599.1.KLF5	chr15	91664704	91664713	-	0.000	0.000	Merged-chr15-91664603-13
NR41921--MA0493.1.Klf1	chr3	94758217	94758227	+	0.000	0.000	Merged-chr3-94758240-64
NR69170--MA0599.1.KLF5	chr9	64936740	64936749	+	0.000	0.000	Merged-chr9-64936635-11
NR33944--MA0039.3.KLF4	chr19	41597652	41597662	+	0.000	0.000	Merged-chr19-41597559-38
NR41916--MA0740.1.KLF14	chr3	94758217	94758230	+	0.000	0.000	Merged-chr3-94758240-64
NR72565--MA0741.1.KLF16	chrX	136708341	136708351	-	0.000	0.000	Merged-chrX-136708336-25
NR42593--MA0741.1.KLF16	chr3	108381990	108382000	-	0.000	0.000	Merged-chr3-108382142-14
NR68967--MA0599.1.KLF5	chr9	58583283	58583292	-	0.000	0.000	Merged-chr9-58583464-18
NR39714--MA1107.1.KLF9	chr2	168492187	168492199	-	0.000	0.000	Merged-chr2-168492092-36
NR47458--MA0741.1.KLF16	chr4	129508009	129508019	-	0.000	0.000	Merged-chr4-129508062-20
NR53249--MA1107.1.KLF9	chr5	134494506	134494518	+	0.000	0.000	Merged-chr5-134494514-28
NR62173--MA0657.1.KLF13	chr7	113256228	113256245	+	0.000	0.000	Merged-chr7-113256129-11
NR46713--MA0741.1.KLF16	chr4	108371565	108371575	-	0.000	0.000	Merged-chr4-108371608-19
NR34866--MA0599.1.KLF5	chr2	11496688	11496697	-	0.000	0.000	Merged-chr2-11496832-15
NR31386--MA0599.1.KLF5	chr18	39657008	39657017	-	0.000	0.000	Merged-chr18-39657147-8
NR47459--MA0742.1.Klf12	chr4	129508045	129508059	-	0.000	0.000	Merged-chr4-129508062-20
NR66479--MA0599.1.KLF5	chr8	105835631	105835640	+	0.000	0.000	Merged-chr8-105835555-20
NR41076--MA0493.1.Klf1	chr3	54567518	54567528	+	0.000	0.000	Merged-chr3-54567528-25
NR24854--MA0599.1.KLF5	chr15	101973883	101973892	+	0.000	0.000	Merged-chr15-101973849-27
NR22455--MA0599.1.KLF5	chr15	25865888	25865897	-	0.000	0.000	Merged-chr15-25865817-16
NR66712--MA0599.1.KLF5	chr8	111769473	111769482	+	0.000	0.000	Merged-chr8-111769335-16
NR33945--MA0741.1.KLF16	chr19	41597651	41597661	+	0.000	0.000	Merged-chr19-41597559-38
NR43493--MA0493.1.Klf1	chr3	135675685	135675695	+	0.000	0.000	Merged-chr3-135675679-12
NR47615--MA1107.1.KLF9	chr4	131046353	131046365	+	0.000	0.000	Merged-chr4-131046528-13
NR3637--MA0741.1.KLF16	chr1	165322331	165322341	+	0.000	0.000	Merged-chr1-165322509-22
NR49589--MA1107.1.KLF9	chr5	23722185	23722197	+	0.000	0.000	Merged-chr5-23722080-21
NR5229--MA0039.3.KLF4	chr10	12949607	12949617	+	0.000	0.000	Merged-chr10-12949602-11
NR66707--MA1107.1.KLF9	chr8	111769395	111769407	-	0.000	0.000	Merged-chr8-111769335-16
NR41202--MA0493.1.Klf1	chr3	63609915	63609925	-	0.000	0.000	Merged-chr3-63609909-22
NR24661--MA1107.1.KLF9	chr15	98927701	98927713	+	0.000	0.000	Merged-chr15-98927787-24
NR31442--MA0741.1.KLF16	chr18	43687765	43687775	+	0.000	0.000	Merged-chr18-43687697-2
NR24657--MA1107.1.KLF9	chr15	98927693	98927705	+	0.000	0.000	Merged-chr15-98927787-24
NR23335--MA0493.1.Klf1	chr15	72972016	72972026	+	0.000	0.000	Merged-chr15-72972006-8
NR9313--MA0599.1.KLF5	chr11	6410291	6410300	-	0.000	0.000	Merged-chr11-6410402-18
NR23799--MA0741.1.KLF16	chr15	80255959	80255969	-	0.000	0.000	Merged-chr15-80256078-1
NR23800--MA1107.1.KLF9	chr15	80255958	80255970	-	0.000	0.000	Merged-chr15-80256078-1
NR8321--MA0493.1.Klf1	chr10	117104436	117104446	-	0.000	0.000	Merged-chr10-117104293-23
NR23334--MA0039.3.KLF4	chr15	72972018	72972028	+	0.000	0.000	Merged-chr15-72972006-8
NR24619--MA0740.1.KLF14	chr15	98699668	98699681	-	0.000	0.000	Merged-chr15-98699636-21
NR46711--MA0599.1.KLF5	chr4	108371566	108371575	-	0.000	0.000	Merged-chr4-108371608-19
NR46912--MA0493.1.Klf1	chr4	116144607	116144617	-	0.000	0.000	Merged-chr4-116144473-31
NR4106--MA0599.1.KLF5	chr1	176827654	176827663	-	0.000	0.000	Merged-chr1-176827492-35
NR44616--MA0493.1.Klf1	chr4	15273293	15273303	+	0.000	0.000	Merged-chr4-15273435-28
NR69196--MA0741.1.KLF16	chr9	65598989	65598999	+	0.000	0.000	Merged-chr9-65598978-11
NR65337--MA0493.1.Klf1	chr8	70619089	70619099	+	0.000	0.000	Merged-chr8-70619084-21
NR37442--MA0742.1.Klf12	chr2	104095803	104095817	-	0.000	0.000	Merged-chr2-104095908-22
NR69172--MA1107.1.KLF9	chr9	64936724	64936736	+	0.000	0.000	Merged-chr9-64936635-11
NR53248--MA0493.1.Klf1	chr5	134494506	134494516	+	0.000	0.000	Merged-chr5-134494514-28
NR35591--MA0741.1.KLF16	chr2	30469938	30469948	+	0.000	0.000	Merged-chr2-30470096-26
NR27293--MA0657.1.KLF13	chr16	97204522	97204539	-	0.000	0.000	Merged-chr16-97204388-55
NR68969--MA1107.1.KLF9	chr9	58583281	58583293	-	0.000	0.000	Merged-chr9-58583464-18
NR34775--MA0599.1.KLF5	chr2	6391454	6391463	+	0.000	0.000	Merged-chr2-6391519-10
NR26794--MA0493.1.Klf1	chr16	84682178	84682188	+	0.000	0.000	Merged-chr16-84682332-17
NR34793--MA0599.1.KLF5	chr2	9536042	9536051	+	0.000	0.000	Merged-chr2-9536121-12
NR26234--MA1107.1.KLF9	chr16	49982430	49982442	-	0.000	0.000	Merged-chr16-49982447-38
NR48046--MA0599.1.KLF5	chr4	136281912	136281921	-	0.000	0.000	Merged-chr4-136281808-2
NR23333--MA0599.1.KLF5	chr15	72972017	72972026	+	0.000	0.000	Merged-chr15-72972006-8
NR41204--MA1107.1.KLF9	chr3	63609913	63609925	-	0.000	0.000	Merged-chr3-63609909-22
NR68228--MA0599.1.KLF5	chr9	35323877	35323886	+	0.000	0.000	Merged-chr9-35323967-9
NR16437--MA1107.1.KLF9	chr13	28500904	28500916	+	0.000	0.000	Merged-chr13-28501043-27
NR41203--MA0741.1.KLF16	chr3	63609914	63609924	-	0.000	0.000	Merged-chr3-63609909-22
NR49588--MA0493.1.Klf1	chr5	23722185	23722195	+	0.000	0.000	Merged-chr5-23722080-21
NR48045--MA0740.1.KLF14	chr4	136281909	136281922	-	0.000	0.000	Merged-chr4-136281808-2
NR57372--MA0599.1.KLF5	chr6	122553755	122553764	-	0.000	0.000	Merged-chr6-122553933-10
NR65526--MA1107.1.KLF9	chr8	72285493	72285505	+	0.000	0.000	Merged-chr8-72285397-19
NR37441--MA0740.1.KLF14	chr2	104095804	104095817	-	0.000	0.000	Merged-chr2-104095908-22
NR62055--MA1107.1.KLF9	chr7	110203786	110203798	-	0.000	0.000	Merged-chr7-110203728-41
