#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-log2fc-1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-log2fc-1_dn.bed
NR6688--MA0591.1.Bach1::Mafk	chr2	68884777	68884791	-	0.000	0.000	Merged-chr2-68884857-23
NR11659--MA0496.2.MAFK	chr8	22537098	22537116	+	0.000	0.000	Merged-chr8-22537059-19
NR1264--MA0501.1.MAF::NFE2	chr10	39765057	39765071	+	0.000	0.000	Merged-chr10-39764888-24
NR2327--MA0117.2.Mafb	chr11	113865954	113865965	+	0.000	0.000	Merged-chr11-113865875-24
NR11118--MA0495.2.MAFF	chr7	79301003	79301023	-	0.000	0.000	Merged-chr7-79300921-71
NR1347--MA0496.2.MAFK	chr10	58383471	58383489	-	0.000	0.000	Merged-chr10-58383440-43
NR2795--MA0496.2.MAFK	chr12	102588573	102588591	+	0.000	0.000	Merged-chr12-102588735-27
NR4777--MA0089.1.MAFG::NFE2L1	chr16	38017132	38017137	+	0.000	0.000	Merged-chr16-38017190-20
NR914--MA0117.2.Mafb	chr1	177521696	177521707	-	0.000	0.000	Merged-chr1-177521722-5
NR6391--MA0591.1.Bach1::Mafk	chr2	10024545	10024559	-	0.000	0.000	Merged-chr2-10024427-23
NR11752--MA0501.1.MAF::NFE2	chr8	65443359	65443373	+	0.000	0.000	Merged-chr8-65443536-30
NR1876--MA0089.1.MAFG::NFE2L1	chr11	23754468	23754473	+	0.000	0.000	Merged-chr11-23754497-34
NR4951--MA0089.1.MAFG::NFE2L1	chr16	76901180	76901185	-	0.000	0.000	Merged-chr16-76901209-11
NR7598--MA0659.1.MAFG	chr3	8971766	8971786	-	0.000	0.000	Merged-chr3-8971852-23
NR11165--MA0659.1.MAFG	chr7	83597297	83597317	+	0.000	0.000	Merged-chr7-83597333-20
NR10270--MA0501.1.MAF::NFE2	chr6	91713068	91713082	-	0.000	0.000	Merged-chr6-91712946-25
NR2923--MA0117.2.Mafb	chr12	114434895	114434906	-	0.000	0.000	Merged-chr12-114434753-22
NR11553--MA0089.1.MAFG::NFE2L1	chr7	140329884	140329889	-	0.000	0.000	Merged-chr7-140329792-16
NR4209--MA0089.1.MAFG::NFE2L1	chr15	36759083	36759088	-	0.000	0.000	Merged-chr15-36759289-17
NR6934--MA0089.1.MAFG::NFE2L1	chr2	117021988	117021993	-	0.000	0.000	Merged-chr2-117022022-6
NR2124--MA0496.2.MAFK	chr11	84073005	84073023	+	0.000	0.000	Merged-chr11-84073104-12
NR121--MA0089.1.MAFG::NFE2L1	chr1	43500382	43500387	+	0.000	0.000	Merged-chr1-43500582-54
NR1856--MA0659.1.MAFG	chr11	19993172	19993192	-	0.000	0.000	Merged-chr11-19993082-47
NR5791--MA0089.1.MAFG::NFE2L1	chr18	57970375	57970380	-	0.000	0.000	Merged-chr18-57970531-36
NR10884--MA0495.2.MAFF	chr7	16343735	16343755	-	0.000	0.000	Merged-chr7-16343810-22
NR8912--MA0117.2.Mafb	chr4	129256811	129256822	+	0.000	0.000	Merged-chr4-129256674-19
NR12164--MA0495.2.MAFF	chr8	128333587	128333607	+	0.000	0.000	Merged-chr8-128333532-18
NR10144--MA0089.1.MAFG::NFE2L1	chr6	67014823	67014828	-	0.000	0.000	Merged-chr6-67014748-19
NR12216--MA0089.1.MAFG::NFE2L1	chr9	15104004	15104009	+	0.000	0.000	Merged-chr9-15103870-28
NR10269--MA0591.1.Bach1::Mafk	chr6	91713071	91713085	-	0.000	0.000	Merged-chr6-91712946-25
NR4549--MA0501.1.MAF::NFE2	chr15	95276867	95276881	+	0.000	0.000	Merged-chr15-95276729-22
NR7377--MA0496.2.MAFK	chr2	160746764	160746782	+	0.000	0.000	Merged-chr2-160746776-15
NR2624--MA0089.1.MAFG::NFE2L1	chr12	75494801	75494806	+	0.000	0.000	Merged-chr12-75494766-18
NR11366--MA0501.1.MAF::NFE2	chr7	118104853	118104867	-	0.000	0.000	Merged-chr7-118104738-1,Merged-chr7-118105003-9
NR11190--MA0501.1.MAF::NFE2	chr7	90039722	90039736	+	0.000	0.000	Merged-chr7-90039651-42
NR11168--MA0496.2.MAFK	chr7	83597298	83597316	-	0.000	0.000	Merged-chr7-83597333-20
NR588--MA0591.1.Bach1::Mafk	chr1	135873066	135873080	+	0.000	0.000	Merged-chr1-135873175-7
NR5265--MA0501.1.MAF::NFE2	chr17	31789323	31789337	+	0.000	0.000	Merged-chr17-31789470-34
NR2321--MA0501.1.MAF::NFE2	chr11	113470178	113470192	-	0.000	0.000	Merged-chr11-113470175-37
NR5334--MA0117.2.Mafb	chr17	47272520	47272531	-	0.000	0.000	Merged-chr17-47272458-17
NR1555--MA0495.2.MAFF	chr10	94913464	94913484	-	0.000	0.000	Merged-chr10-94913400-13
NR1890--MA0496.2.MAFK	chr11	32020158	32020176	+	0.000	0.000	Merged-chr11-32020422-50
NR6754--MA0089.1.MAFG::NFE2L1	chr2	83746472	83746477	-	0.000	0.000	Merged-chr2-83746640-22
NR9924--MA0501.1.MAF::NFE2	chr6	5110612	5110626	+	0.000	0.000	Merged-chr6-5110563-29
NR320--MA0501.1.MAF::NFE2	chr1	82443778	82443792	-	0.000	0.000	Merged-chr1-82443829-28
NR6749--MA0496.2.MAFK	chr2	83700796	83700814	+	0.000	0.000	Merged-chr2-83700891-43
NR27--MA0501.1.MAF::NFE2	chr1	15544449	15544463	+	0.000	0.000	Merged-chr1-15544410-27
NR949--MA0089.1.MAFG::NFE2L1	chr1	181157298	181157303	-	0.000	0.000	Merged-chr1-181157308-13
NR10889--MA0496.2.MAFK	chr7	16343736	16343754	+	0.000	0.000	Merged-chr7-16343810-22
NR6767--MA0089.1.MAFG::NFE2L1	chr2	84582471	84582476	+	0.000	0.000	Merged-chr2-84582461-28
NR4032--MA0496.2.MAFK	chr14	101470025	101470043	-	0.000	0.000	Merged-chr14-101470106-24
NR6363--MA0089.1.MAFG::NFE2L1	chr2	5045453	5045458	+	0.000	0.000	Merged-chr2-5045339-13
NR11658--MA0591.1.Bach1::Mafk	chr8	22537100	22537114	+	0.000	0.000	Merged-chr8-22537059-19
NR184--MA0591.1.Bach1::Mafk	chr1	58742700	58742714	+	0.000	0.000	Merged-chr1-58742743-31
NR9954--MA0659.1.MAFG	chr6	15726619	15726639	+	0.000	0.000	Merged-chr6-15726718-35
NR11122--MA0659.1.MAFG	chr7	79301003	79301023	-	0.000	0.000	Merged-chr7-79300921-71
NR1102--MA0501.1.MAF::NFE2	chr1	193337427	193337441	-	0.000	0.000	Merged-chr1-193337231-35
NR4127--MA0089.1.MAFG::NFE2L1	chr14	122075929	122075934	-	0.000	0.000	Merged-chr14-122075957-11
NR6362--MA0117.2.Mafb	chr2	5045420	5045431	-	0.000	0.000	Merged-chr2-5045339-13
NR11362--MA0495.2.MAFF	chr7	118104853	118104873	+	0.000	0.000	Merged-chr7-118104738-1,Merged-chr7-118105003-9
NR2791--MA0591.1.Bach1::Mafk	chr12	102588575	102588589	+	0.000	0.000	Merged-chr12-102588735-27
NR11686--MA0117.2.Mafb	chr8	34208232	34208243	-	0.000	0.000	Merged-chr8-34208072-51
NR2789--MA0495.2.MAFF	chr12	102588572	102588592	-	0.000	0.000	Merged-chr12-102588735-27
NR3545--MA0659.1.MAFG	chr13	108763560	108763580	-	0.000	0.000	Merged-chr13-108763497-25
NR458--MA0495.2.MAFF	chr1	106187695	106187715	-	0.000	0.000	Merged-chr1-106187715-26
NR4025--MA0089.1.MAFG::NFE2L1	chr14	100222466	100222471	-	0.000	0.000	Merged-chr14-100222353-13
NR11234--MA0117.2.Mafb	chr7	99546274	99546285	-	0.000	0.000	Merged-chr7-99546388-26
NR5667--MA0501.1.MAF::NFE2	chr18	32311873	32311887	-	0.000	0.000	Merged-chr18-32311918-36
NR2122--MA0495.2.MAFF	chr11	84073004	84073024	+	0.000	0.000	Merged-chr11-84073104-12
NR8529--MA0659.1.MAFG	chr4	57640333	57640353	+	0.000	0.000	Merged-chr4-57640378-35
NR12868--MA0496.2.MAFK	chrX	42336961	42336979	-	0.000	0.000	Merged-chrX-42336875-23
NR12436--MA0117.2.Mafb	chr9	66990274	66990285	-	0.000	0.000	Merged-chr9-66990263-13
NR11364--MA0117.2.Mafb	chr7	118104853	118104864	+	0.000	0.000	Merged-chr7-118104738-1,Merged-chr7-118105003-9
NR12510--MA0089.1.MAFG::NFE2L1	chr9	82787439	82787444	-	0.000	0.000	Merged-chr9-82787525-14
NR12438--MA0501.1.MAF::NFE2	chr9	66991099	66991113	-	0.000	0.000	Merged-chr9-66991184-10
NR592--MA0496.2.MAFK	chr1	135873064	135873082	+	0.000	0.000	Merged-chr1-135873175-7
NR5275--MA0591.1.Bach1::Mafk	chr17	33865654	33865668	-	0.000	0.000	Merged-chr17-33865585-36
NR12166--MA0501.1.MAF::NFE2	chr8	128333587	128333601	-	0.000	0.000	Merged-chr8-128333532-18
NR9951--MA0089.1.MAFG::NFE2L1	chr6	15726641	15726646	+	0.000	0.000	Merged-chr6-15726718-35
NR8332--MA0117.2.Mafb	chr3	155235659	155235670	-	0.000	0.000	Merged-chr3-155235663-12
NR1557--MA0591.1.Bach1::Mafk	chr10	94913467	94913481	-	0.000	0.000	Merged-chr10-94913400-13
NR7500--MA0089.1.MAFG::NFE2L1	chr2	170055510	170055515	+	0.000	0.000	Merged-chr2-170055593-21
NR7661--MA0591.1.Bach1::Mafk	chr3	28236952	28236966	-	0.000	0.000	Merged-chr3-28236857-20
NR10060--MA0089.1.MAFG::NFE2L1	chr6	49641517	49641522	-	0.000	0.000	Merged-chr6-49641577-10
NR11125--MA0496.2.MAFK	chr7	79301004	79301022	-	0.000	0.000	Merged-chr7-79300921-71
NR8853--MA0591.1.Bach1::Mafk	chr4	120044801	120044815	-	0.000	0.000	Merged-chr4-120044912-16
NR5056--MA0496.2.MAFK	chr16	92400176	92400194	-	0.000	0.000	Merged-chr16-92400195-21
NR10615--MA0117.2.Mafb	chr6	134425312	134425323	-	0.000	0.000	Merged-chr6-134425334-10
NR4814--MA0089.1.MAFG::NFE2L1	chr16	45093313	45093318	-	0.000	0.000	Merged-chr16-45093384-16
NR8785--MA0501.1.MAF::NFE2	chr4	109471196	109471210	-	0.000	0.000	Merged-chr4-109471151-19
NR11114--MA0089.1.MAFG::NFE2L1	chr7	79190874	79190879	-	0.000	0.000	Merged-chr7-79190820-25
NR2215--MA0591.1.Bach1::Mafk	chr11	99562706	99562720	-	0.000	0.000	Merged-chr11-99562680-10
NR1637--MA0089.1.MAFG::NFE2L1	chr10	107946646	107946651	+	0.000	0.000	Merged-chr10-107946593-22
NR10216--MA0501.1.MAF::NFE2	chr6	83478971	83478985	-	0.000	0.000	Merged-chr6-83478852-15
NR5641--MA0089.1.MAFG::NFE2L1	chr18	21300401	21300406	+	0.000	0.000	Merged-chr18-21300237-62
NR8579--MA0117.2.Mafb	chr4	63486681	63486692	+	0.000	0.000	Merged-chr4-63486767-20
NR8641--MA0591.1.Bach1::Mafk	chr4	88912419	88912433	+	0.000	0.000	Merged-chr4-88912378-27
NR8335--MA0496.2.MAFK	chr3	155235651	155235669	+	0.000	0.000	Merged-chr3-155235663-12
NR12849--MA0089.1.MAFG::NFE2L1	chrX	20798954	20798959	-	0.000	0.000	Merged-chrX-20799052-1
NR10132--MA0591.1.Bach1::Mafk	chr6	65569979	65569993	-	0.000	0.000	Merged-chr6-65569933-17
NR10417--MA0495.2.MAFF	chr6	114905019	114905039	+	0.000	0.000	Merged-chr6-114905018-60
NR2172--MA0496.2.MAFK	chr11	90576718	90576736	-	0.000	0.000	Merged-chr11-90576690-20
NR3707--MA0089.1.MAFG::NFE2L1	chr14	25473289	25473294	-	0.000	0.000	Merged-chr14-25473279-61
NR2477--MA0089.1.MAFG::NFE2L1	chr12	15900273	15900278	-	0.000	0.000	Merged-chr12-15900388-10
NR2794--MA0501.1.MAF::NFE2	chr12	102588578	102588592	+	0.000	0.000	Merged-chr12-102588735-27
NR8427--MA0591.1.Bach1::Mafk	chr4	32388170	32388184	-	0.000	0.000	Merged-chr4-32388354-27
NR10553--MA0117.2.Mafb	chr6	127767690	127767701	+	0.000	0.000	Merged-chr6-127767567-1
NR3686--MA0501.1.MAF::NFE2	chr14	17409642	17409656	-	0.000	0.000	Merged-chr14-17409796-22
NR12861--MA0495.2.MAFF	chrX	42336960	42336980	+	0.000	0.000	Merged-chrX-42336875-23
NR10397--MA0089.1.MAFG::NFE2L1	chr6	108895613	108895618	+	0.000	0.000	Merged-chr6-108895381-27
NR10409--MA0089.1.MAFG::NFE2L1	chr6	114445149	114445154	-	0.000	0.000	Merged-chr6-114445139-32
NR10005--MA0089.1.MAFG::NFE2L1	chr6	33004649	33004654	+	0.000	0.000	Merged-chr6-33004502-19
NR12167--MA0496.2.MAFK	chr8	128333588	128333606	+	0.000	0.000	Merged-chr8-128333532-18
NR3726--MA0117.2.Mafb	chr14	31556160	31556171	-	0.000	0.000	Merged-chr14-31556211-33
NR4647--MA0089.1.MAFG::NFE2L1	chr16	11502729	11502734	-	0.000	0.000	Merged-chr16-11502658-14
NR2793--MA0659.1.MAFG	chr12	102588572	102588592	-	0.000	0.000	Merged-chr12-102588735-27
NR183--MA0089.1.MAFG::NFE2L1	chr1	58742727	58742732	+	0.000	0.000	Merged-chr1-58742743-31
NR7153--MA0591.1.Bach1::Mafk	chr2	132102955	132102969	+	0.000	0.000	Merged-chr2-132102969-23
NR12519--MA0591.1.Bach1::Mafk	chr9	82967396	82967410	-	0.000	0.000	Merged-chr9-82967336-26
NR774--MA0089.1.MAFG::NFE2L1	chr1	160251549	160251554	+	0.000	0.000	Merged-chr1-160251414-1
NR4243--MA0089.1.MAFG::NFE2L1	chr15	50942749	50942754	+	0.000	0.000	Merged-chr15-50942797-12
NR3934--MA0501.1.MAF::NFE2	chr14	71104155	71104169	-	0.000	0.000	Merged-chr14-71104246-27
NR10609--MA0089.1.MAFG::NFE2L1	chr6	134148219	134148224	+	0.000	0.000	Merged-chr6-134148194-39
NR8854--MA0501.1.MAF::NFE2	chr4	120044798	120044812	-	0.000	0.000	Merged-chr4-120044912-16
NR6752--MA0501.1.MAF::NFE2	chr2	83700882	83700896	+	0.000	0.000	Merged-chr2-83700891-43
NR586--MA0495.2.MAFF	chr1	135873063	135873083	+	0.000	0.000	Merged-chr1-135873175-7
NR7659--MA0089.1.MAFG::NFE2L1	chr3	28236923	28236928	-	0.000	0.000	Merged-chr3-28236857-20
NR9807--MA0496.2.MAFK	chr5	136550857	136550875	-	0.000	0.000	Merged-chr5-136550897-14
NR2480--MA0117.2.Mafb	chr12	16185679	16185690	-	0.000	0.000	Merged-chr12-16185844-40
NR12437--MA0591.1.Bach1::Mafk	chr9	66991102	66991116	-	0.000	0.000	Merged-chr9-66991184-10
NR1138--MA0495.2.MAFF	chr10	7041181	7041201	-	0.000	0.000	Merged-chr10-7041240-23
NR7215--MA0501.1.MAF::NFE2	chr2	143903663	143903677	-	0.000	0.000	Merged-chr2-143903810-20
NR6728--MA0089.1.MAFG::NFE2L1	chr2	79062050	79062055	+	0.000	0.000	Merged-chr2-79062091-23
NR2796--MA0496.2.MAFK	chr12	102588573	102588591	-	0.000	0.000	Merged-chr12-102588735-27
NR3407--MA0496.2.MAFK	chr13	92639331	92639349	-	0.000	0.000	Merged-chr13-92639220-17
NR185--MA0501.1.MAF::NFE2	chr1	58742703	58742717	+	0.000	0.000	Merged-chr1-58742743-31
NR3546--MA0496.2.MAFK	chr13	108763561	108763579	+	0.000	0.000	Merged-chr13-108763497-25
NR11166--MA0659.1.MAFG	chr7	83597297	83597317	-	0.000	0.000	Merged-chr7-83597333-20
NR8699--MA0089.1.MAFG::NFE2L1	chr4	97841379	97841384	+	0.000	0.000	Merged-chr4-97841251-2
NR11120--MA0591.1.Bach1::Mafk	chr7	79301006	79301020	+	0.000	0.000	Merged-chr7-79300921-71
NR2821--MA0117.2.Mafb	chr12	105069094	105069105	+	0.000	0.000	Merged-chr12-105069151-33
NR910--MA0591.1.Bach1::Mafk	chr1	176986352	176986366	-	0.000	0.000	Merged-chr1-176986467-25
NR7251--MA0089.1.MAFG::NFE2L1	chr2	146517123	146517128	+	0.000	0.000	Merged-chr2-146517219-24
NR2125--MA0496.2.MAFK	chr11	84073005	84073023	-	0.000	0.000	Merged-chr11-84073104-12
NR4548--MA0591.1.Bach1::Mafk	chr15	95276864	95276878	-	0.000	0.000	Merged-chr15-95276729-22
NR8118--MA0089.1.MAFG::NFE2L1	chr3	133563707	133563712	-	0.000	0.000	Merged-chr3-133563771-42
NR4420--MA0591.1.Bach1::Mafk	chr15	78607720	78607734	-	0.000	0.000	Merged-chr15-78607691-21
NR6892--MA0591.1.Bach1::Mafk	chr2	106955881	106955895	-	0.000	0.000	Merged-chr2-106955835-17
NR8784--MA0089.1.MAFG::NFE2L1	chr4	109471206	109471211	-	0.000	0.000	Merged-chr4-109471151-19
NR8353--MA0591.1.Bach1::Mafk	chr3	157884231	157884245	-	0.000	0.000	Merged-chr3-157884103-23
NR1173--MA0089.1.MAFG::NFE2L1	chr10	13469059	13469064	+	0.000	0.000	Merged-chr10-13469041-19
NR12165--MA0495.2.MAFF	chr8	128333587	128333607	-	0.000	0.000	Merged-chr8-128333532-18
NR2214--MA0089.1.MAFG::NFE2L1	chr11	99562713	99562718	-	0.000	0.000	Merged-chr11-99562680-10
NR2168--MA0117.2.Mafb	chr11	90576726	90576737	-	0.000	0.000	Merged-chr11-90576690-20
NR9911--MA0591.1.Bach1::Mafk	chr5	150223497	150223511	-	0.000	0.000	Merged-chr5-150223706-44
NR7378--MA0496.2.MAFK	chr2	160746764	160746782	-	0.000	0.000	Merged-chr2-160746776-15
NR12270--MA0089.1.MAFG::NFE2L1	chr9	37236187	37236192	+	0.000	0.000	Merged-chr9-37236124-32
NR2112--MA0089.1.MAFG::NFE2L1	chr11	82417265	82417270	-	0.000	0.000	Merged-chr11-82417240-10
NR2875--MA0591.1.Bach1::Mafk	chr12	110389698	110389712	-	0.000	0.000	Merged-chr12-110389691-32
NR860--MA0496.2.MAFK	chr1	170729602	170729620	+	0.000	0.000	Merged-chr1-170729637-43
NR4381--MA0591.1.Bach1::Mafk	chr15	73423160	73423174	-	0.000	0.000	Merged-chr15-73423381-101
NR8463--MA0591.1.Bach1::Mafk	chr4	41295743	41295757	+	0.000	0.000	Merged-chr4-41295781-15
NR2107--MA0501.1.MAF::NFE2	chr11	80505177	80505191	+	0.000	0.000	Merged-chr11-80505144-23
NR9804--MA0591.1.Bach1::Mafk	chr5	136550859	136550873	-	0.000	0.000	Merged-chr5-136550897-14
NR10509--MA0496.2.MAFK	chr6	124683829	124683847	+	0.000	0.000	Merged-chr6-124683900-13
NR7953--MA0089.1.MAFG::NFE2L1	chr3	103780958	103780963	+	0.000	0.000	Merged-chr3-103780888-34
NR9333--MA0591.1.Bach1::Mafk	chr5	36996779	36996793	+	0.000	0.000	Merged-chr5-36996710-15
NR6553--MA0495.2.MAFF	chr2	44953119	44953139	+	0.000	0.000	Merged-chr2-44953031-31
NR11962--MA0501.1.MAF::NFE2	chr8	110079909	110079923	-	0.000	0.000	Merged-chr8-110079856-46
NR8114--MA0089.1.MAFG::NFE2L1	chr3	133160001	133160006	-	0.000	0.000	Merged-chr3-133159832-24
NR1891--MA0496.2.MAFK	chr11	32020158	32020176	-	0.000	0.000	Merged-chr11-32020422-50
NR5717--MA0089.1.MAFG::NFE2L1	chr18	46013384	46013389	-	0.000	0.000	Merged-chr18-46013388-48
NR26--MA0591.1.Bach1::Mafk	chr1	15544446	15544460	+	0.000	0.000	Merged-chr1-15544410-27
NR3067--MA0089.1.MAFG::NFE2L1	chr13	17185298	17185303	+	0.000	0.000	Merged-chr13-17185459-34
NR1750--MA0591.1.Bach1::Mafk	chr10	122755166	122755180	-	0.000	0.000	Merged-chr10-122755211-20
NR4156--MA0117.2.Mafb	chr15	9463659	9463670	+	0.000	0.000	Merged-chr15-9463567-25
NR8528--MA0591.1.Bach1::Mafk	chr4	57640336	57640350	+	0.000	0.000	Merged-chr4-57640378-35
NR2988--MA0117.2.Mafb	chr12	117712684	117712695	-	0.000	0.000	Merged-chr12-117712681-21
NR10964--MA0591.1.Bach1::Mafk	chr7	35745327	35745341	+	0.000	0.000	Merged-chr7-35745412-12
NR9912--MA0496.2.MAFK	chr5	150223495	150223513	+	0.000	0.000	Merged-chr5-150223706-44
NR12264--MA0501.1.MAF::NFE2	chr9	32901451	32901465	+	0.000	0.000	Merged-chr9-32901528-39
NR3405--MA0495.2.MAFF	chr13	92639330	92639350	-	0.000	0.000	Merged-chr13-92639220-17
NR9955--MA0659.1.MAFG	chr6	15726619	15726639	-	0.000	0.000	Merged-chr6-15726718-35
NR1295--MA0089.1.MAFG::NFE2L1	chr10	42934724	42934729	-	0.000	0.000	Merged-chr10-42934777-29
NR11941--MA0089.1.MAFG::NFE2L1	chr8	105255093	105255098	+	0.000	0.000	Merged-chr8-105255163-4
NR2121--MA0089.1.MAFG::NFE2L1	chr11	84043294	84043299	+	0.000	0.000	Merged-chr11-84043342-35
NR9318--MA0501.1.MAF::NFE2	chr5	34430987	34431001	+	0.000	0.000	Merged-chr5-34430803-28
NR724--MA0089.1.MAFG::NFE2L1	chr1	155138999	155139004	+	0.000	0.000	Merged-chr1-155138999-23
NR146--MA0591.1.Bach1::Mafk	chr1	52274431	52274445	-	0.000	0.000	Merged-chr1-52274408-12
NR11363--MA0495.2.MAFF	chr7	118104853	118104873	-	0.000	0.000	Merged-chr7-118104738-1,Merged-chr7-118105003-9
NR8036--MA0089.1.MAFG::NFE2L1	chr3	121872946	121872951	+	0.000	0.000	Merged-chr3-121872910-8
NR9949--MA0495.2.MAFF	chr6	15726619	15726639	+	0.000	0.000	Merged-chr6-15726718-35
NR11117--MA0495.2.MAFF	chr7	79301003	79301023	+	0.000	0.000	Merged-chr7-79300921-71
NR2123--MA0495.2.MAFF	chr11	84073004	84073024	-	0.000	0.000	Merged-chr11-84073104-12
NR1558--MA0501.1.MAF::NFE2	chr10	94913464	94913478	-	0.000	0.000	Merged-chr10-94913400-13
NR1271--MA0501.1.MAF::NFE2	chr10	40688550	40688564	+	0.000	0.000	Merged-chr10-40688620-20
NR8532--MA0496.2.MAFK	chr4	57640334	57640352	+	0.000	0.000	Merged-chr4-57640378-35
NR11119--MA0117.2.Mafb	chr7	79301012	79301023	-	0.000	0.000	Merged-chr7-79300921-71
NR10107--MA0501.1.MAF::NFE2	chr6	59185422	59185436	-	0.000	0.000	Merged-chr6-59185393-33
NR593--MA0496.2.MAFK	chr1	135873064	135873082	-	0.000	0.000	Merged-chr1-135873175-7
NR4195--MA0591.1.Bach1::Mafk	chr15	31239948	31239962	-	0.000	0.000	Merged-chr15-31239940-27
NR4696--MA0089.1.MAFG::NFE2L1	chr16	22526618	22526623	+	0.000	0.000	Merged-chr16-22526487-34
NR5666--MA0591.1.Bach1::Mafk	chr18	32311876	32311890	-	0.000	0.000	Merged-chr18-32311918-36
NR11935--MA0501.1.MAF::NFE2	chr8	104416226	104416240	+	0.000	0.000	Merged-chr8-104416222-18
NR3132--MA0591.1.Bach1::Mafk	chr13	36203180	36203194	+	0.000	0.000	Merged-chr13-36203222-10
NR5333--MA0089.1.MAFG::NFE2L1	chr17	47272503	47272508	-	0.000	0.000	Merged-chr17-47272458-17
NR1853--MA0495.2.MAFF	chr11	19993172	19993192	+	0.000	0.000	Merged-chr11-19993082-47
NR5747--MA0495.2.MAFF	chr18	53951275	53951295	+	0.000	0.000	Merged-chr18-53951279-47
NR10885--MA0591.1.Bach1::Mafk	chr7	16343738	16343752	+	0.000	0.000	Merged-chr7-16343810-22
NR12211--MA0089.1.MAFG::NFE2L1	chr9	14926806	14926811	-	0.000	0.000	Merged-chr9-14926732-51
NR11369--MA0591.1.Bach1::Mafk	chr7	118104889	118104903	-	0.000	0.000	Merged-chr7-118104738-1,Merged-chr7-118105003-9
NR10883--MA0495.2.MAFF	chr7	16343735	16343755	+	0.000	0.000	Merged-chr7-16343810-22
NR10152--MA0089.1.MAFG::NFE2L1	chr6	67292021	67292026	+	0.000	0.000	Merged-chr6-67292204-22
NR3948--MA0591.1.Bach1::Mafk	chr14	73253976	73253990	+	0.000	0.000	Merged-chr14-73253840-37
NR12154--MA0495.2.MAFF	chr8	127447443	127447463	-	0.000	0.000	Merged-chr8-127447217-34
NR12513--MA0089.1.MAFG::NFE2L1	chr9	82809130	82809135	-	0.000	0.000	Merged-chr9-82809314-11
NR2649--MA0591.1.Bach1::Mafk	chr12	81845115	81845129	-	0.000	0.000	Merged-chr12-81845150-28
NR8334--MA0501.1.MAF::NFE2	chr3	155235656	155235670	+	0.000	0.000	Merged-chr3-155235663-12
NR6751--MA0089.1.MAFG::NFE2L1	chr2	83700881	83700886	+	0.000	0.000	Merged-chr2-83700891-43
NR10632--MA0496.2.MAFK	chr6	135237645	135237663	+	0.000	0.000	Merged-chr6-135237527-22
NR11123--MA0501.1.MAF::NFE2	chr7	79301009	79301023	+	0.000	0.000	Merged-chr7-79300921-71
NR8336--MA0496.2.MAFK	chr3	155235651	155235669	-	0.000	0.000	Merged-chr3-155235663-12
NR8710--MA0591.1.Bach1::Mafk	chr4	99100302	99100316	+	0.000	0.000	Merged-chr4-99100196-17
NR455--MA0089.1.MAFG::NFE2L1	chr1	106153205	106153210	-	0.000	0.000	Merged-chr1-106153126-17
NR11483--MA0089.1.MAFG::NFE2L1	chr7	130886494	130886499	-	0.000	0.000	Merged-chr7-130886495-31
NR527--MA0501.1.MAF::NFE2	chr1	127215125	127215139	-	0.000	0.000	Merged-chr1-127215096-15
NR9489--MA0089.1.MAFG::NFE2L1	chr5	91402614	91402619	+	0.000	0.000	Merged-chr5-91402780-78
NR5746--MA0089.1.MAFG::NFE2L1	chr18	53951221	53951226	-	0.000	0.000	Merged-chr18-53951279-47
NR10552--MA0089.1.MAFG::NFE2L1	chr6	127767654	127767659	+	0.000	0.000	Merged-chr6-127767567-1
NR12862--MA0495.2.MAFF	chrX	42336960	42336980	-	0.000	0.000	Merged-chrX-42336875-23
NR10214--MA0117.2.Mafb	chr6	83478971	83478982	+	0.000	0.000	Merged-chr6-83478852-15
NR10267--MA0591.1.Bach1::Mafk	chr6	91489112	91489126	+	0.000	0.000	Merged-chr6-91488939-35
NR4497--MA0501.1.MAF::NFE2	chr15	85377115	85377129	+	0.000	0.000	Merged-chr15-85377015-15
NR2232--MA0501.1.MAF::NFE2	chr11	101620188	101620202	-	0.000	0.000	Merged-chr11-101620245-33
NR1462--MA0591.1.Bach1::Mafk	chr10	81473052	81473066	-	0.000	0.000	Merged-chr10-81473073-16
NR4942--MA0117.2.Mafb	chr16	76202324	76202335	-	0.000	0.000	Merged-chr16-76202306-30
NR4245--MA0591.1.Bach1::Mafk	chr15	50942747	50942761	+	0.000	0.000	Merged-chr15-50942797-12
NR12168--MA0496.2.MAFK	chr8	128333588	128333606	-	0.000	0.000	Merged-chr8-128333532-18
NR5931--MA0089.1.MAFG::NFE2L1	chr18	75426321	75426326	-	0.000	0.000	Merged-chr18-75426395-54
NR9889--MA0089.1.MAFG::NFE2L1	chr5	149160677	149160682	-	0.000	0.000	Merged-chr5-149160687-30
NR3933--MA0591.1.Bach1::Mafk	chr14	71104158	71104172	-	0.000	0.000	Merged-chr14-71104246-27
