#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-log2fc-1_up.bed
NR2395--MA0493.1.Klf1	chr1	147237213	147237223	+	0.000	0.000	Merged-chr1-147237183-6
NR33861--MA0039.3.KLF4	chr2	58481444	58481454	-	0.000	0.000	Merged-chr2-58481590-14
NR20217--MA1107.1.KLF9	chr14	105897605	105897617	+	0.000	0.000	Merged-chr14-105897458-44
NR29587--MA1107.1.KLF9	chr18	54940235	54940247	+	0.000	0.000	Merged-chr18-54940174-2
NR34388--MA0493.1.Klf1	chr2	79052364	79052374	-	0.000	0.000	Merged-chr2-79052352-13
NR18131--MA1107.1.KLF9	chr13	117707702	117707714	-	0.000	0.000	Merged-chr13-117707656-2
NR48362--MA0599.1.KLF5	chr5	119359919	119359928	-	0.000	0.000	Merged-chr5-119360019-16
NR62639--MA1107.1.KLF9	chr9	50512114	50512126	-	0.000	0.000	Merged-chr9-50512107-7
NR7841--MA0740.1.KLF14	chr10	121796244	121796257	+	0.000	0.000	Merged-chr10-121796258-28
NR14564--MA1107.1.KLF9	chr12	106614643	106614655	+	0.000	0.000	Merged-chr12-106614679-1
NR57567--MA0742.1.Klf12	chr7	128070050	128070064	+	0.000	0.000	Merged-chr7-128070068-7
NR48549--MA1107.1.KLF9	chr5	122899250	122899262	-	0.000	0.000	Merged-chr5-122899343-2
NR838--MA1107.1.KLF9	chr1	61016826	61016838	+	0.000	0.000	Merged-chr1-61016858-25
NR35385--MA0741.1.KLF16	chr2	126552954	126552964	-	0.000	0.000	Merged-chr2-126553067-12
NR61237--MA0599.1.KLF5	chr8	122678196	122678205	+	0.000	0.000	Merged-chr8-122678075-1
NR46271--MA0740.1.KLF14	chr5	35462422	35462435	+	0.000	0.000	Merged-chr5-35462574-17
NR45177--MA0493.1.Klf1	chr4	150518992	150519002	+	0.000	0.000	Merged-chr4-150519164-27
NR21326--MA0599.1.KLF5	chr15	58585722	58585731	+	0.000	0.000	Merged-chr15-58585809-25
NR46965--MA0657.1.KLF13	chr5	75978536	75978553	+	0.000	0.000	Merged-chr5-75978410-42
NR6219--MA0657.1.KLF13	chr10	80662382	80662399	+	0.000	0.000	Merged-chr10-80662335-4
NR24918--MA0599.1.KLF5	chr16	78301700	78301709	-	0.000	0.000	Merged-chr16-78301830-77
NR22644--MA0741.1.KLF16	chr15	93375911	93375921	-	0.000	0.000	Merged-chr15-93375803-4
NR44095--MA0039.3.KLF4	chr4	134372587	134372597	+	0.000	0.000	Merged-chr4-134372505-25
NR18598--MA0599.1.KLF5	chr14	27174410	27174419	-	0.000	0.000	Merged-chr14-27174454-2
NR39613--MA1107.1.KLF9	chr3	107630764	107630776	-	0.000	0.000	Merged-chr3-107630963-1
NR44692--MA0599.1.KLF5	chr4	141296034	141296043	+	0.000	0.000	Merged-chr4-141296105-4
NR14318--MA1107.1.KLF9	chr12	102283797	102283809	-	0.000	0.000	Merged-chr12-102283791-1
NR45073--MA0039.3.KLF4	chr4	148775056	148775066	-	0.000	0.000	Merged-chr4-148774974-1
NR16946--MA0493.1.Klf1	chr13	89521652	89521662	+	0.000	0.000	Merged-chr13-89521757-30
NR55996--MA0742.1.Klf12	chr7	73771832	73771846	-	0.000	0.000	Merged-chr7-73771720-13
NR34048--MA0493.1.Klf1	chr2	66634848	66634858	-	0.000	0.000	Merged-chr2-66634909-17
NR34993--MA0599.1.KLF5	chr2	115636173	115636182	+	0.000	0.000	Merged-chr2-115636218-2
NR33638--MA1107.1.KLF9	chr2	35783399	35783411	-	0.000	0.000	Merged-chr2-35783526-7
NR30266--MA0493.1.Klf1	chr18	75210433	75210443	+	0.000	0.000	Merged-chr18-75210545-14
NR53162--MA0493.1.Klf1	chr6	134184204	134184214	+	0.000	0.000	Merged-chr6-134184108-53
NR59911--MA1107.1.KLF9	chr8	77268572	77268584	+	0.000	0.000	Merged-chr8-77268341-22
NR24704--MA0741.1.KLF16	chr16	58703613	58703623	+	0.000	0.000	Merged-chr16-58703563-32
NR7500--MA0742.1.Klf12	chr10	117651249	117651263	-	0.000	0.000	Merged-chr10-117651194-26
NR22965--MA0039.3.KLF4	chr15	98699669	98699679	-	0.000	0.000	Merged-chr15-98699636-21
NR30262--MA0740.1.KLF14	chr18	75210433	75210446	+	0.000	0.000	Merged-chr18-75210545-14
NR46620--MA1107.1.KLF9	chr5	63943574	63943586	-	0.000	0.000	Merged-chr5-63943362-36
NR39198--MA0599.1.KLF5	chr3	97055084	97055093	+	0.000	0.000	Merged-chr3-97055000-19
NR28170--MA0039.3.KLF4	chr17	74864998	74865008	-	0.000	0.000	Merged-chr17-74864979-18
NR29144--MA1107.1.KLF9	chr18	34119162	34119174	+	0.000	0.000	Merged-chr18-34119023-1
NR22528--MA0599.1.KLF5	chr15	89498886	89498895	+	0.000	0.000	Merged-chr15-89498857-24
NR12036--MA0493.1.Klf1	chr11	114068455	114068465	+	0.000	0.000	Merged-chr11-114068502-5
NR11509--MA0742.1.Klf12	chr11	102467269	102467283	-	0.000	0.000	Merged-chr11-102467251-44
NR62425--MA0493.1.Klf1	chr9	42423875	42423885	+	0.000	0.000	Merged-chr9-42423784-11
NR30279--MA1107.1.KLF9	chr18	75322572	75322584	-	0.000	0.000	Merged-chr18-75322404-42
NR16945--MA0039.3.KLF4	chr13	89521654	89521664	+	0.000	0.000	Merged-chr13-89521757-30
NR34056--MA0039.3.KLF4	chr2	68289368	68289378	-	0.000	0.000	Merged-chr2-68289327-28
NR5576--MA0599.1.KLF5	chr10	67194229	67194238	+	0.000	0.000	Merged-chr10-67194243-31
NR50678--MA0741.1.KLF16	chr6	30617392	30617402	+	0.000	0.000	Merged-chr6-30617295-15
NR42620--MA0599.1.KLF5	chr4	88079172	88079181	-	0.000	0.000	Merged-chr4-88079193-33
NR37658--MA0493.1.Klf1	chr2	181081018	181081028	-	0.000	0.000	Merged-chr2-181081085-14
NR48590--MA0742.1.Klf12	chr5	123470990	123471004	+	0.000	0.000	Merged-chr5-123471228-26
NR44288--MA0741.1.KLF16	chr4	136140417	136140427	+	0.000	0.000	Merged-chr4-136140503-4
NR53161--MA0039.3.KLF4	chr6	134184206	134184216	+	0.000	0.000	Merged-chr6-134184108-53
NR62895--MA0493.1.Klf1	chr9	58140060	58140070	+	0.000	0.000	Merged-chr9-58140138-21
NR23618--MA0599.1.KLF5	chr16	5030007	5030016	+	0.000	0.000	Merged-chr16-5030081-11
NR30808--MA0493.1.Klf1	chr19	5098553	5098563	-	0.000	0.000	Merged-chr19-5098548-15
NR27734--MA0039.3.KLF4	chr17	57052896	57052906	+	0.000	0.000	Merged-chr17-57053010-4
NR4485--MA1107.1.KLF9	chr10	5795637	5795649	+	0.000	0.000	Merged-chr10-5795457-7
NR60281--MA0493.1.Klf1	chr8	91507632	91507642	-	0.000	0.000	Merged-chr8-91507766-35
NR54364--MA0493.1.Klf1	chr7	16001851	16001861	-	0.000	0.000	Merged-chr7-16001989-41
NR5688--MA0599.1.KLF5	chr10	70133336	70133345	-	0.000	0.000	Merged-chr10-70133310-29
NR18127--MA1107.1.KLF9	chr13	117707694	117707706	-	0.000	0.000	Merged-chr13-117707656-2
NR13343--MA0657.1.KLF13	chr12	55357488	55357505	-	0.000	0.000	Merged-chr12-55357452-12
NR26602--MA0741.1.KLF16	chr17	29155908	29155918	-	0.000	0.000	Merged-chr17-29155963-15
NR60994--MA0741.1.KLF16	chr8	119569912	119569922	-	0.000	0.000	Merged-chr8-119570093-35
NR52838--MA0493.1.Klf1	chr6	125678725	125678735	-	0.000	0.000	Merged-chr6-125678786-19
NR28848--MA0599.1.KLF5	chr18	5941450	5941459	+	0.000	0.000	Merged-chr18-5941516-3
NR41955--MA0493.1.Klf1	chr4	42866050	42866060	+	0.000	0.000	Merged-chr4-42865977-16
NR1422--MA0493.1.Klf1	chr1	91831309	91831319	+	0.000	0.000	Merged-chr1-91831329-12
NR55129--MA0741.1.KLF16	chr7	30717490	30717500	+	0.000	0.000	Merged-chr7-30717543-30
NR42997--MA0742.1.Klf12	chr4	109212667	109212681	-	0.000	0.000	Merged-chr4-109212639-1
NR10787--MA1107.1.KLF9	chr11	90259992	90260004	-	0.000	0.000	Merged-chr11-90260049-1
NR42032--MA0039.3.KLF4	chr4	44170198	44170208	+	0.000	0.000	Merged-chr4-44170097-14
NR46619--MA0741.1.KLF16	chr5	63943575	63943585	-	0.000	0.000	Merged-chr5-63943362-36
NR10950--MA0742.1.Klf12	chr11	95232186	95232200	-	0.000	0.000	Merged-chr11-95232173-16
NR7504--MA0741.1.KLF16	chr10	117651252	117651262	-	0.000	0.000	Merged-chr10-117651194-26
NR57928--MA0657.1.KLF13	chr7	136894456	136894473	+	0.000	0.000	Merged-chr7-136894538-85
NR23049--MA0493.1.Klf1	chr15	99276217	99276227	-	0.000	0.000	Merged-chr15-99276334-34
NR58963--MA0741.1.KLF16	chr8	34397999	34398009	+	0.000	0.000	Merged-chr8-34397971-66
NR13806--MA1107.1.KLF9	chr12	80885786	80885798	-	0.000	0.000	Merged-chr12-80885869-36
NR23994--MA0599.1.KLF5	chr16	21245997	21246006	+	0.000	0.000	Merged-chr16-21246157-22
NR12086--MA0599.1.KLF5	chr11	114965661	114965670	-	0.000	0.000	Merged-chr11-114965534-1
NR3668--MA0741.1.KLF16	chr1	180410509	180410519	+	0.000	0.000	Merged-chr1-180410391-12
NR20943--MA0741.1.KLF16	chr15	28024564	28024574	+	0.000	0.000	Merged-chr15-28024714-15
NR25810--MA1107.1.KLF9	chr17	8236109	8236121	+	0.000	0.000	Merged-chr17-8235955-6
NR64855--MA1107.1.KLF9	chr9	114468458	114468470	+	0.000	0.000	Merged-chr9-114468375-1
NR55358--MA0657.1.KLF13	chr7	44311301	44311318	-	0.000	0.000	Merged-chr7-44311321-7
NR14619--MA0741.1.KLF16	chr12	107940920	107940930	+	0.000	0.000	Merged-chr12-107941052-7
NR955--MA0741.1.KLF16	chr1	72870430	72870440	-	0.000	0.000	Merged-chr1-72870469-25
NR61009--MA0741.1.KLF16	chr8	119678723	119678733	+	0.000	0.000	Merged-chr8-119678653-6
NR51564--MA1107.1.KLF9	chr6	72841929	72841941	+	0.000	0.000	Merged-chr6-72841906-9
NR39515--MA1107.1.KLF9	chr3	104938117	104938129	-	0.000	0.000	Merged-chr3-104938092-13
NR59907--MA1107.1.KLF9	chr8	77268564	77268576	+	0.000	0.000	Merged-chr8-77268341-22
NR32858--MA0740.1.KLF14	chr2	24762033	24762046	-	0.000	0.000	Merged-chr2-24762167-12
NR35609--MA0599.1.KLF5	chr2	131950811	131950820	+	0.000	0.000	Merged-chr2-131950850-26
NR50349--MA1107.1.KLF9	chr5	150595501	150595513	-	0.000	0.000	Merged-chr5-150595349-1
NR2883--MA1107.1.KLF9	chr1	161791977	161791989	-	0.000	0.000	Merged-chr1-161792020-2
NR50134--MA1107.1.KLF9	chr5	148266887	148266899	-	0.000	0.000	Merged-chr5-148266957-7
NR14225--MA0493.1.Klf1	chr12	100277002	100277012	-	0.000	0.000	Merged-chr12-100277058-24
NR27995--MA0493.1.Klf1	chr17	70886880	70886890	-	0.000	0.000	Merged-chr17-70886838-34
NR12777--MA0741.1.KLF16	chr12	8829810	8829820	-	0.000	0.000	Merged-chr12-8829730-25
NR21144--MA0741.1.KLF16	chr15	38710157	38710167	-	0.000	0.000	Merged-chr15-38710125-56
NR23561--MA0742.1.Klf12	chr16	4469938	4469952	+	0.000	0.000	Merged-chr16-4469915-27
NR66361--MA0741.1.KLF16	chrX	99136009	99136019	-	0.000	0.000	Merged-chrX-99136067-62
NR48106--MA0039.3.KLF4	chr5	114801282	114801292	+	0.000	0.000	Merged-chr5-114801255-6
NR41981--MA0039.3.KLF4	chr4	43171520	43171530	-	0.000	0.000	Merged-chr4-43171535-31
NR40360--MA0599.1.KLF5	chr3	132928115	132928124	-	0.000	0.000	Merged-chr3-132927951-20
NR1879--MA0493.1.Klf1	chr1	128540352	128540362	+	0.000	0.000	Merged-chr1-128540410-9
NR10954--MA0741.1.KLF16	chr11	95232173	95232183	-	0.000	0.000	Merged-chr11-95232173-16
NR23747--MA1107.1.KLF9	chr16	11505472	11505484	-	0.000	0.000	Merged-chr16-11505551-12
NR39968--MA0493.1.Klf1	chr3	121689302	121689312	+	0.000	0.000	Merged-chr3-121689232-23
NR15902--MA0599.1.KLF5	chr13	40676878	40676887	+	0.000	0.000	Merged-chr13-40676828-31
NR22336--MA0599.1.KLF5	chr15	84372964	84372973	-	0.000	0.000	Merged-chr15-84372915-18
NR13565--MA0740.1.KLF14	chr12	71577497	71577510	-	0.000	0.000	Merged-chr12-71577475-38
NR13836--MA0740.1.KLF14	chr12	82166461	82166474	-	0.000	0.000	Merged-chr12-82166286-58
NR437--MA0599.1.KLF5	chr1	39196991	39197000	-	0.000	0.000	Merged-chr1-39196974-45
NR29367--MA0741.1.KLF16	chr18	39758262	39758272	+	0.000	0.000	Merged-chr18-39758407-11
NR16942--MA0740.1.KLF14	chr13	89521652	89521665	+	0.000	0.000	Merged-chr13-89521757-30
NR5920--MA1107.1.KLF9	chr10	78115174	78115186	-	0.000	0.000	Merged-chr10-78115092-14
NR34536--MA1107.1.KLF9	chr2	90752628	90752640	-	0.000	0.000	Merged-chr2-90752646-2
NR58782--MA0740.1.KLF14	chr8	22757685	22757698	+	0.000	0.000	Merged-chr8-22757594-30
NR5812--MA0742.1.Klf12	chr10	76961984	76961998	+	0.000	0.000	Merged-chr10-76962071-59
NR47822--MA0039.3.KLF4	chr5	111531901	111531911	+	0.000	0.000	Merged-chr5-111531814-27
NR7097--MA1107.1.KLF9	chr10	105322135	105322147	-	0.000	0.000	Merged-chr10-105322037-2
NR8094--MA0599.1.KLF5	chr10	127621034	127621043	-	0.000	0.000	Merged-chr10-127621046-1
NR13278--MA1107.1.KLF9	chr12	52818792	52818804	-	0.000	0.000	Merged-chr12-52818712-31
NR45344--MA0599.1.KLF5	chr4	152247436	152247445	+	0.000	0.000	Merged-chr4-152247398-23
NR5365--MA1107.1.KLF9	chr10	60225622	60225634	+	0.000	0.000	Merged-chr10-60225461-7
NR30263--MA0657.1.KLF13	chr18	75210432	75210449	+	0.000	0.000	Merged-chr18-75210545-14
NR53817--MA0742.1.Klf12	chr6	144890400	144890414	+	0.000	0.000	Merged-chr6-144890317-11
NR35645--MA0599.1.KLF5	chr2	132379897	132379906	-	0.000	0.000	Merged-chr2-132379852-19
NR18925--MA0493.1.Klf1	chr14	47740786	47740796	+	0.000	0.000	Merged-chr14-47740703-52
NR3624--MA1107.1.KLF9	chr1	179847492	179847504	-	0.000	0.000	Merged-chr1-179847496-1
NR47188--MA0599.1.KLF5	chr5	91517629	91517638	-	0.000	0.000	Merged-chr5-91517668-20
NR39967--MA0039.3.KLF4	chr3	121689304	121689314	+	0.000	0.000	Merged-chr3-121689232-23
NR5579--MA0741.1.KLF16	chr10	67194235	67194245	+	0.000	0.000	Merged-chr10-67194243-31
NR51015--MA0599.1.KLF5	chr6	48602656	48602665	-	0.000	0.000	Merged-chr6-48602759-1
NR61469--MA0039.3.KLF4	chr8	125727532	125727542	-	0.000	0.000	Merged-chr8-125727602-12
NR25045--MA1107.1.KLF9	chr16	89960823	89960835	-	0.000	0.000	Merged-chr16-89960655-20
NR24072--MA0493.1.Klf1	chr16	24468002	24468012	-	0.000	0.000	Merged-chr16-24467843-15
NR44622--MA0742.1.Klf12	chr4	140833013	140833027	-	0.000	0.000	Merged-chr4-140833040-18
NR22340--MA0493.1.Klf1	chr15	84372976	84372986	-	0.000	0.000	Merged-chr15-84372915-18
NR52538--MA1107.1.KLF9	chr6	117937386	117937398	+	0.000	0.000	Merged-chr6-117937569-43
NR62377--MA0599.1.KLF5	chr9	41048321	41048330	-	0.000	0.000	Merged-chr9-41048392-23
NR66048--MA0742.1.Klf12	chrX	56346456	56346470	-	0.000	0.000	Merged-chrX-56346415-28
NR33349--MA0599.1.KLF5	chr2	31612975	31612984	-	0.000	0.000	Merged-chr2-31612988-19
NR24301--MA0599.1.KLF5	chr16	34096072	34096081	-	0.000	0.000	Merged-chr16-34095886-29
NR48348--MA0039.3.KLF4	chr5	118624061	118624071	+	0.000	0.000	Merged-chr5-118624196-6
NR52664--MA0741.1.KLF16	chr6	120666243	120666253	+	0.000	0.000	Merged-chr6-120666537-45
NR18723--MA1107.1.KLF9	chr14	31934162	31934174	-	0.000	0.000	Merged-chr14-31934172-18
NR49684--MA0039.3.KLF4	chr5	141081190	141081200	-	0.000	0.000	Merged-chr5-141081137-7
NR47514--MA0741.1.KLF16	chr5	103459368	103459378	+	0.000	0.000	Merged-chr5-103459309-20
NR37117--MA0493.1.Klf1	chr2	168742133	168742143	+	0.000	0.000	Merged-chr2-168742095-110
NR20734--MA0599.1.KLF5	chr15	8616193	8616202	+	0.000	0.000	Merged-chr15-8616259-27
NR63685--MA1107.1.KLF9	chr9	80313761	80313773	-	0.000	0.000	Merged-chr9-80313733-27
NR4178--MA0599.1.KLF5	chr1	191152676	191152685	+	0.000	0.000	Merged-chr1-191152485-1
NR65279--MA0493.1.Klf1	chr9	119453529	119453539	-	0.000	0.000	Merged-chr9-119453486-15
NR1910--MA1107.1.KLF9	chr1	128713043	128713055	+	0.000	0.000	Merged-chr1-128713010-21
NR7486--MA0742.1.Klf12	chr10	117651101	117651115	-	0.000	0.000	Merged-chr10-117651194-26
NR14413--MA0657.1.KLF13	chr12	104459607	104459624	-	0.000	0.000	Merged-chr12-104459701-1
NR25006--MA0741.1.KLF16	chr16	87625623	87625633	+	0.000	0.000	Merged-chr16-87625520-13
NR46791--MA1107.1.KLF9	chr5	67155783	67155795	+	0.000	0.000	Merged-chr5-67155759-12
NR42073--MA0039.3.KLF4	chr4	45514201	45514211	+	0.000	0.000	Merged-chr4-45514037-30
NR52839--MA0741.1.KLF16	chr6	125678724	125678734	-	0.000	0.000	Merged-chr6-125678786-19
NR52217--MA0599.1.KLF5	chr6	108251595	108251604	-	0.000	0.000	Merged-chr6-108251708-11
NR48063--MA0741.1.KLF16	chr5	114505622	114505632	-	0.000	0.000	Merged-chr5-114505492-44
NR23715--MA0742.1.Klf12	chr16	10958702	10958716	-	0.000	0.000	Merged-chr16-10958757-32
NR44093--MA0742.1.Klf12	chr4	134372585	134372599	+	0.000	0.000	Merged-chr4-134372505-25
NR48062--MA1107.1.KLF9	chr5	114461495	114461507	-	0.000	0.000	Merged-chr5-114461497-19
NR32579--MA0740.1.KLF14	chr2	7270305	7270318	-	0.000	0.000	Merged-chr2-7270224-62
NR32613--MA0599.1.KLF5	chr2	10314335	10314344	+	0.000	0.000	Merged-chr2-10314461-2
NR46035--MA0741.1.KLF16	chr5	29195950	29195960	-	0.000	0.000	Merged-chr5-29195906-68
NR17325--MA0742.1.Klf12	chr13	99781078	99781092	-	0.000	0.000	Merged-chr13-99781144-21
NR51336--MA0039.3.KLF4	chr6	61270453	61270463	+	0.000	0.000	Merged-chr6-61270558-8
NR45429--MA0493.1.Klf1	chr4	155050223	155050233	+	0.000	0.000	Merged-chr4-155050218-26
NR47190--MA0741.1.KLF16	chr5	91517628	91517638	-	0.000	0.000	Merged-chr5-91517668-20
NR66050--MA0039.3.KLF4	chrX	56346458	56346468	-	0.000	0.000	Merged-chrX-56346415-28
NR16106--MA0599.1.KLF5	chr13	49251351	49251360	-	0.000	0.000	Merged-chr13-49251247-4
NR60202--MA0599.1.KLF5	chr8	87472636	87472645	+	0.000	0.000	Merged-chr8-87472817-24
NR41550--MA0741.1.KLF16	chr4	14930483	14930493	+	0.000	0.000	Merged-chr4-14930557-36
NR48104--MA0742.1.Klf12	chr5	114801280	114801294	+	0.000	0.000	Merged-chr5-114801255-6
NR58537--MA0599.1.KLF5	chr8	11009006	11009015	+	0.000	0.000	Merged-chr8-11009107-63
NR23241--MA0740.1.KLF14	chr15	100914884	100914897	+	0.000	0.000	Merged-chr15-100915024-15
NR63363--MA1107.1.KLF9	chr9	69073442	69073454	-	0.000	0.000	Merged-chr9-69073494-25
NR38131--MA0493.1.Klf1	chr3	39375592	39375602	+	0.000	0.000	Merged-chr3-39375690-8
NR66073--MA1107.1.KLF9	chrX	57189588	57189600	-	0.000	0.000	Merged-chrX-57189507-26
NR54074--MA0493.1.Klf1	chr7	3292994	3293004	+	0.000	0.000	Merged-chr7-3292987-7
NR11453--MA0493.1.Klf1	chr11	102074472	102074482	+	0.000	0.000	Merged-chr11-102074455-23
NR6907--MA0741.1.KLF16	chr10	96690998	96691008	-	0.000	0.000	Merged-chr10-96691005-66
NR8089--MA1107.1.KLF9	chr10	127592973	127592985	+	0.000	0.000	Merged-chr10-127593065-1
NR53015--MA0742.1.Klf12	chr6	129049282	129049296	-	0.000	0.000	Merged-chr6-129049251-27
NR44286--MA0599.1.KLF5	chr4	136140417	136140426	+	0.000	0.000	Merged-chr4-136140503-4
NR51708--MA0740.1.KLF14	chr6	84473457	84473470	-	0.000	0.000	Merged-chr6-84473454-1
NR23719--MA0741.1.KLF16	chr16	10958705	10958715	-	0.000	0.000	Merged-chr16-10958757-32
NR44097--MA0741.1.KLF16	chr4	134372586	134372596	+	0.000	0.000	Merged-chr4-134372505-25
NR47950--MA0741.1.KLF16	chr5	113165013	113165023	+	0.000	0.000	Merged-chr5-113165071-16
NR59891--MA0599.1.KLF5	chr8	76902220	76902229	+	0.000	0.000	Merged-chr8-76902143-41
NR32178--MA0740.1.KLF14	chr19	55364432	55364445	-	0.000	0.000	Merged-chr19-55364335-1
NR39955--MA0742.1.Klf12	chr3	121495130	121495144	-	0.000	0.000	Merged-chr3-121495033-1
NR11591--MA0741.1.KLF16	chr11	104231387	104231397	+	0.000	0.000	Merged-chr11-104231376-24
NR44691--MA0742.1.Klf12	chr4	141296033	141296047	+	0.000	0.000	Merged-chr4-141296105-4
NR38130--MA0039.3.KLF4	chr3	39375594	39375604	+	0.000	0.000	Merged-chr3-39375690-8
NR22354--MA0493.1.Klf1	chr15	84663067	84663077	-	0.000	0.000	Merged-chr15-84663201-26
NR34778--MA0039.3.KLF4	chr2	102955387	102955397	-	0.000	0.000	Merged-chr2-102955467-1
NR5814--MA0493.1.Klf1	chr10	76961984	76961994	+	0.000	0.000	Merged-chr10-76962071-59
NR15145--MA1107.1.KLF9	chr12	117348694	117348706	-	0.000	0.000	Merged-chr12-117348724-32
NR48108--MA0741.1.KLF16	chr5	114801281	114801291	+	0.000	0.000	Merged-chr5-114801255-6
NR47211--MA0599.1.KLF5	chr5	92128735	92128744	+	0.000	0.000	Merged-chr5-92128744-12
NR16142--MA0599.1.KLF5	chr13	51598238	51598247	-	0.000	0.000	Merged-chr13-51598262-24
NR59093--MA1107.1.KLF9	chr8	40963170	40963182	-	0.000	0.000	Merged-chr8-40963134-88
NR33805--MA1107.1.KLF9	chr2	53067448	53067460	-	0.000	0.000	Merged-chr2-53067376-9
NR12575--MA0599.1.KLF5	chr11	120581252	120581261	-	0.000	0.000	Merged-chr11-120581105-4
NR53830--MA0741.1.KLF16	chr6	145002394	145002404	-	0.000	0.000	Merged-chr6-145002461-23
NR33358--MA0493.1.Klf1	chr2	31860940	31860950	-	0.000	0.000	Merged-chr2-31860876-1
NR13838--MA0039.3.KLF4	chr12	82166462	82166472	-	0.000	0.000	Merged-chr12-82166286-58
NR512--MA0741.1.KLF16	chr1	40228150	40228160	-	0.000	0.000	Merged-chr1-40228252-23
NR33800--MA0039.3.KLF4	chr2	53051379	53051389	-	0.000	0.000	Merged-chr2-53051556-37
NR47359--MA0740.1.KLF14	chr5	99495558	99495571	+	0.000	0.000	Merged-chr5-99495568-41
NR52678--MA0493.1.Klf1	chr6	121110159	121110169	-	0.000	0.000	Merged-chr6-121110104-77
NR66056--MA0493.1.Klf1	chrX	56374554	56374564	-	0.000	0.000	Merged-chrX-56374648-33
NR39370--MA0741.1.KLF16	chr3	101933740	101933750	-	0.000	0.000	Merged-chr3-101933748-15
NR44283--MA0740.1.KLF14	chr4	136140416	136140429	+	0.000	0.000	Merged-chr4-136140503-4
NR22362--MA0039.3.KLF4	chr15	84663176	84663186	-	0.000	0.000	Merged-chr15-84663201-26
NR55741--MA1107.1.KLF9	chr7	58759362	58759374	+	0.000	0.000	Merged-chr7-58759463-23
NR38602--MA0599.1.KLF5	chr3	81835923	81835932	-	0.000	0.000	Merged-chr3-81835793-30
NR63387--MA0599.1.KLF5	chr9	69467510	69467519	+	0.000	0.000	Merged-chr9-69467550-22
NR12878--MA0039.3.KLF4	chr12	17511205	17511215	+	0.000	0.000	Merged-chr12-17511273-48
NR19752--MA0599.1.KLF5	chr14	76177401	76177410	+	0.000	0.000	Merged-chr14-76177407-12
NR59420--MA1107.1.KLF9	chr8	61321594	61321606	+	0.000	0.000	Merged-chr8-61321606-56
NR63359--MA1107.1.KLF9	chr9	69068527	69068539	-	0.000	0.000	Merged-chr9-69068633-33
NR66530--MA1107.1.KLF9	chrX	113298147	113298159	-	0.000	0.000	Merged-chrX-113298172-75
NR25870--MA0493.1.Klf1	chr17	10229875	10229885	+	0.000	0.000	Merged-chr17-10229858-11
NR6908--MA1107.1.KLF9	chr10	96690997	96691009	-	0.000	0.000	Merged-chr10-96691005-66
NR51947--MA0599.1.KLF5	chr6	91156641	91156650	+	0.000	0.000	Merged-chr6-91156791-33
NR34050--MA0599.1.KLF5	chr2	66634947	66634956	-	0.000	0.000	Merged-chr2-66634909-17
NR4801--MA0742.1.Klf12	chr10	24803530	24803544	-	0.000	0.000	Merged-chr10-24803463-6
NR24862--MA0742.1.Klf12	chr16	76283301	76283315	+	0.000	0.000	Merged-chr16-76283420-1
NR55993--MA0599.1.KLF5	chr7	73771763	73771772	-	0.000	0.000	Merged-chr7-73771720-13
NR20494--MA0741.1.KLF16	chr14	121107740	121107750	-	0.000	0.000	Merged-chr14-121107843-45
NR44822--MA0039.3.KLF4	chr4	144901712	144901722	+	0.000	0.000	Merged-chr4-144901724-37
NR41956--MA0741.1.KLF16	chr4	42866051	42866061	+	0.000	0.000	Merged-chr4-42865977-16
NR20873--MA0493.1.Klf1	chr15	25696042	25696052	-	0.000	0.000	Merged-chr15-25696018-37
NR24919--MA0741.1.KLF16	chr16	78301699	78301709	-	0.000	0.000	Merged-chr16-78301830-77
NR35000--MA1107.1.KLF9	chr2	115636168	115636180	+	0.000	0.000	Merged-chr2-115636218-2
NR20098--MA1107.1.KLF9	chr14	102811707	102811719	-	0.000	0.000	Merged-chr14-102811644-20
NR4616--MA0039.3.KLF4	chr10	13035455	13035465	-	0.000	0.000	Merged-chr10-13035332-21
NR39925--MA0741.1.KLF16	chr3	121201210	121201220	+	0.000	0.000	Merged-chr3-121201249-12
NR20874--MA0741.1.KLF16	chr15	25696041	25696051	-	0.000	0.000	Merged-chr15-25696018-37
NR64870--MA0741.1.KLF16	chr9	114613221	114613231	-	0.000	0.000	Merged-chr9-114613191-38
NR34283--MA0599.1.KLF5	chr2	74681818	74681827	-	0.000	0.000	Merged-chr2-74681883-2
NR54458--MA0741.1.KLF16	chr7	16980381	16980391	+	0.000	0.000	Merged-chr7-16980470-23
NR6127--MA0742.1.Klf12	chr10	80371798	80371812	-	0.000	0.000	Merged-chr10-80371641-4
NR55733--MA0493.1.Klf1	chr7	58758695	58758705	+	0.000	0.000	Merged-chr7-58758564-8
