#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-log2fc-1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-log2fc-1_dn.bed
NR9968--MA0089.1.MAFG::NFE2L1	chr4	59531247	59531252	-	0.000	0.000	Merged-chr4-59531324-24
NR14273--MA0496.2.MAFK	chr9	45247853	45247871	+	0.000	0.000	Merged-chr9-45247703-45
NR11205--MA0496.2.MAFK	chr5	107646129	107646147	+	0.000	0.000	Merged-chr5-107646170-26
NR13725--MA0496.2.MAFK	chr8	84825733	84825751	+	0.000	0.000	Merged-chr8-84825845-44
NR4618--MA0501.1.MAF::NFE2	chr14	55913540	55913554	+	0.000	0.000	Merged-chr14-55913661-13
NR3284--MA0089.1.MAFG::NFE2L1	chr12	100871394	100871399	+	0.000	0.000	Merged-chr12-100871436-2
NR958--MA0089.1.MAFG::NFE2L1	chr1	164665797	164665802	+	0.000	0.000	Merged-chr1-164665875-3
NR14298--MA0117.2.Mafb	chr9	48817242	48817253	-	0.000	0.000	Merged-chr9-48817420-28
NR2744--MA0089.1.MAFG::NFE2L1	chr11	108223095	108223100	-	0.000	0.000	Merged-chr11-108223138-56
NR3673--MA0089.1.MAFG::NFE2L1	chr13	32993542	32993547	-	0.000	0.000	Merged-chr13-32993550-50
NR9964--MA0089.1.MAFG::NFE2L1	chr4	59225036	59225041	-	0.000	0.000	Merged-chr4-59225002-19
NR3483--MA0659.1.MAFG	chr12	115888110	115888130	+	0.000	0.000	Merged-chr12-115888214-32
NR14394--MA0089.1.MAFG::NFE2L1	chr9	73068535	73068540	+	0.000	0.000	Merged-chr9-73068515-27
NR15034--MA0501.1.MAF::NFE2	chrX	142385197	142385211	+	0.000	0.000	Merged-chrX-142385026-32
NR14147--MA0591.1.Bach1::Mafk	chr9	21609997	21610011	-	0.000	0.000	Merged-chr9-21610100-42
NR13161--MA0089.1.MAFG::NFE2L1	chr7	122402357	122402362	-	0.000	0.000	Merged-chr7-122402258-36
NR6520--MA0501.1.MAF::NFE2	chr17	73656553	73656567	-	0.000	0.000	Merged-chr17-73656544-26
NR6899--MA0591.1.Bach1::Mafk	chr18	62921997	62922011	+	0.000	0.000	Merged-chr18-62921831-1
NR8511--MA0501.1.MAF::NFE2	chr2	154732949	154732963	+	0.000	0.000	Merged-chr2-154732933-29
NR7180--MA0117.2.Mafb	chr19	9038340	9038351	+	0.000	0.000	Merged-chr19-9038318-39
NR1402--MA0117.2.Mafb	chr10	21976504	21976515	-	0.000	0.000	Merged-chr10-21976372-39
NR14302--MA0089.1.MAFG::NFE2L1	chr9	50852635	50852640	-	0.000	0.000	Merged-chr9-50852835-21
NR7501--MA0495.2.MAFF	chr2	13237655	13237675	-	0.000	0.000	Merged-chr2-13237654-25
NR1893--MA0495.2.MAFF	chr10	96588455	96588475	-	0.000	0.000	Merged-chr10-96588454-52
NR5841--MA0089.1.MAFG::NFE2L1	chr16	59459685	59459690	-	0.000	0.000	Merged-chr16-59459484-51
NR14241--MA0659.1.MAFG	chr9	43785161	43785181	+	0.000	0.000	Merged-chr9-43784994-20
NR14315--MA0089.1.MAFG::NFE2L1	chr9	55102276	55102281	+	0.000	0.000	Merged-chr9-55102396-26
NR10562--MA0501.1.MAF::NFE2	chr4	150991502	150991516	+	0.000	0.000	Merged-chr4-150991460-24
NR12269--MA0089.1.MAFG::NFE2L1	chr6	127617297	127617302	-	0.000	0.000	Merged-chr6-127617353-34
NR2572--MA0501.1.MAF::NFE2	chr11	80602773	80602787	+	0.000	0.000	Merged-chr11-80602702-1
NR7407--MA0591.1.Bach1::Mafk	chr19	56647501	56647515	-	0.000	0.000	Merged-chr19-56647541-17
NR13603--MA0591.1.Bach1::Mafk	chr8	71587146	71587160	-	0.000	0.000	Merged-chr8-71587200-14
NR11203--MA0495.2.MAFF	chr5	107646128	107646148	+	0.000	0.000	Merged-chr5-107646170-26
NR2560--MA0117.2.Mafb	chr11	79520159	79520170	-	0.000	0.000	Merged-chr11-79520137-35
NR4715--MA0501.1.MAF::NFE2	chr14	71138231	71138245	+	0.000	0.000	Merged-chr14-71138006-34
NR15041--MA0659.1.MAFG	chrX	142792380	142792400	+	0.000	0.000	Merged-chrX-142792362-24
NR2588--MA0591.1.Bach1::Mafk	chr11	84529519	84529533	-	0.000	0.000	Merged-chr11-84529608-6
NR5350--MA0591.1.Bach1::Mafk	chr15	81819705	81819719	-	0.000	0.000	Merged-chr15-81819861-26
NR1366--MA0495.2.MAFF	chr10	19104809	19104829	+	0.000	0.000	Merged-chr10-19104955-55
NR6128--MA0659.1.MAFG	chr17	5802392	5802412	-	0.000	0.000	Merged-chr17-5802429-65
NR6034--MA0659.1.MAFG	chr16	92944067	92944087	-	0.000	0.000	Merged-chr16-92944045-14
NR798--MA0089.1.MAFG::NFE2L1	chr1	144275698	144275703	+	0.000	0.000	Merged-chr1-144275874-18
NR6900--MA0496.2.MAFK	chr18	62921995	62922013	+	0.000	0.000	Merged-chr18-62921831-1
NR2584--MA0089.1.MAFG::NFE2L1	chr11	83640473	83640478	-	0.000	0.000	Merged-chr11-83640282-44
NR4223--MA0591.1.Bach1::Mafk	chr13	113168629	113168643	+	0.000	0.000	Merged-chr13-113168484-63
NR14146--MA0089.1.MAFG::NFE2L1	chr9	21610004	21610009	-	0.000	0.000	Merged-chr9-21610100-42
NR6373--MA0591.1.Bach1::Mafk	chr17	47598366	47598380	-	0.000	0.000	Merged-chr17-47598322-32
NR6028--MA0495.2.MAFF	chr16	92944067	92944087	+	0.000	0.000	Merged-chr16-92944045-14
NR5206--MA0089.1.MAFG::NFE2L1	chr15	58649984	58649989	-	0.000	0.000	Merged-chr15-58650001-42
NR9136--MA0089.1.MAFG::NFE2L1	chr3	88491378	88491383	+	0.000	0.000	Merged-chr3-88491281-8
NR8282--MA0089.1.MAFG::NFE2L1	chr2	128422822	128422827	-	0.000	0.000	Merged-chr2-128422805-32
NR15044--MA0496.2.MAFK	chrX	142792381	142792399	-	0.000	0.000	Merged-chrX-142792362-24
NR7251--MA0089.1.MAFG::NFE2L1	chr19	21785914	21785919	-	0.000	0.000	Merged-chr19-21785964-7
NR8886--MA0089.1.MAFG::NFE2L1	chr3	37606061	37606066	+	0.000	0.000	Merged-chr3-37605967-27
NR5764--MA0117.2.Mafb	chr16	50632883	50632894	-	0.000	0.000	Merged-chr16-50633027-57
NR8597--MA0089.1.MAFG::NFE2L1	chr2	164868596	164868601	+	0.000	0.000	Merged-chr2-164868622-33
NR1651--MA0089.1.MAFG::NFE2L1	chr10	68512603	68512608	-	0.000	0.000	Merged-chr10-68512591-23
NR14691--MA0659.1.MAFG	chr9	114787911	114787931	+	0.000	0.000	Merged-chr9-114787935-34
NR6037--MA0496.2.MAFK	chr16	92944068	92944086	-	0.000	0.000	Merged-chr16-92944045-14
NR6713--MA0496.2.MAFK	chr18	23828828	23828846	+	0.000	0.000	Merged-chr18-23828715-22
NR4635--MA0591.1.Bach1::Mafk	chr14	59553428	59553442	+	0.000	0.000	Merged-chr14-59553394-22
NR1508--MA0591.1.Bach1::Mafk	chr10	44434868	44434882	+	0.000	0.000	Merged-chr10-44434814-22
NR10049--MA0089.1.MAFG::NFE2L1	chr4	83380667	83380672	-	0.000	0.000	Merged-chr4-83380604-15
NR12295--MA0495.2.MAFF	chr6	129406125	129406145	+	0.000	0.000	Merged-chr6-129406250-15
NR2638--MA0591.1.Bach1::Mafk	chr11	94386618	94386632	-	0.000	0.000	Merged-chr11-94386453-49
NR4225--MA0496.2.MAFK	chr13	113168627	113168645	+	0.000	0.000	Merged-chr13-113168484-63
NR14657--MA0089.1.MAFG::NFE2L1	chr9	111047388	111047393	-	0.000	0.000	Merged-chr9-111047494-21
NR14271--MA0659.1.MAFG	chr9	45247852	45247872	+	0.000	0.000	Merged-chr9-45247703-45
NR14802--MA0495.2.MAFF	chrX	7308346	7308366	+	0.000	0.000	Merged-chrX-7308441-13
NR5212--MA0496.2.MAFK	chr15	58655207	58655225	-	0.000	0.000	Merged-chr15-58655104-54
NR890--MA0089.1.MAFG::NFE2L1	chr1	156459786	156459791	+	0.000	0.000	Merged-chr1-156459929-41
NR6898--MA0495.2.MAFF	chr18	62921994	62922014	-	0.000	0.000	Merged-chr18-62921831-1
NR1748--MA0591.1.Bach1::Mafk	chr10	81407753	81407767	-	0.000	0.000	Merged-chr10-81407786-38
NR1686--MA0089.1.MAFG::NFE2L1	chr10	76542916	76542921	+	0.000	0.000	Merged-chr10-76543066-52
NR11250--MA0089.1.MAFG::NFE2L1	chr5	114041780	114041785	-	0.000	0.000	Merged-chr5-114041714-24
NR7410--MA0496.2.MAFK	chr19	56647499	56647517	-	0.000	0.000	Merged-chr19-56647541-17
NR12870--MA0089.1.MAFG::NFE2L1	chr7	81179674	81179679	+	0.000	0.000	Merged-chr7-81179607-41
NR7312--MA0501.1.MAF::NFE2	chr19	34582987	34583001	+	0.000	0.000	Merged-chr19-34583205-74
NR5027--MA0117.2.Mafb	chr15	6555772	6555783	-	0.000	0.000	Merged-chr15-6555772-24
NR12681--MA0089.1.MAFG::NFE2L1	chr7	45338435	45338440	-	0.000	0.000	Merged-chr7-45338434-19
NR1871--MA0089.1.MAFG::NFE2L1	chr10	95179109	95179114	+	0.000	0.000	Merged-chr10-95179066-28
NR737--MA0089.1.MAFG::NFE2L1	chr1	133159538	133159543	+	0.000	0.000	Merged-chr1-133159409-33
NR14274--MA0496.2.MAFK	chr9	45247853	45247871	-	0.000	0.000	Merged-chr9-45247703-45
NR1710--MA0591.1.Bach1::Mafk	chr10	78476945	78476959	+	0.000	0.000	Merged-chr10-78476877-17
NR11206--MA0496.2.MAFK	chr5	107646129	107646147	-	0.000	0.000	Merged-chr5-107646170-26
NR10936--MA0089.1.MAFG::NFE2L1	chr5	65737508	65737513	-	0.000	0.000	Merged-chr5-65737481-18
NR5235--MA0089.1.MAFG::NFE2L1	chr15	62157635	62157640	-	0.000	0.000	Merged-chr15-62157779-32
NR14073--MA0089.1.MAFG::NFE2L1	chr8	128646934	128646939	-	0.000	0.000	Merged-chr8-128646767-27
NR7250--MA0495.2.MAFF	chr19	21785904	21785924	+	0.000	0.000	Merged-chr19-21785964-7
NR12437--MA0117.2.Mafb	chr6	142884202	142884213	-	0.000	0.000	Merged-chr6-142884312-23
NR928--MA0501.1.MAF::NFE2	chr1	159812892	159812906	+	0.000	0.000	Merged-chr1-159812982-41
NR13944--MA0591.1.Bach1::Mafk	chr8	117033602	117033616	-	0.000	0.000	Merged-chr8-117033568-28
NR15038--MA0495.2.MAFF	chrX	142792380	142792400	-	0.000	0.000	Merged-chrX-142792362-24
NR1823--MA0117.2.Mafb	chr10	89415701	89415712	+	0.000	0.000	Merged-chr10-89415714-14
NR446--MA0089.1.MAFG::NFE2L1	chr1	88622659	88622664	-	0.000	0.000	Merged-chr1-88622560-34
NR7237--MA0495.2.MAFF	chr19	20424388	20424408	+	0.000	0.000	Merged-chr19-20424322-22
NR5435--MA0089.1.MAFG::NFE2L1	chr15	97721654	97721659	+	0.000	0.000	Merged-chr15-97721467-22
NR149--MA0591.1.Bach1::Mafk	chr1	38884063	38884077	+	0.000	0.000	Merged-chr1-38884000-31
NR9277--MA0591.1.Bach1::Mafk	chr3	104762378	104762392	+	0.000	0.000	Merged-chr3-104762450-40
NR13733--MA0089.1.MAFG::NFE2L1	chr8	86484982	86484987	-	0.000	0.000	Merged-chr8-86484982-16
NR3484--MA0659.1.MAFG	chr12	115888110	115888130	-	0.000	0.000	Merged-chr12-115888214-32
NR11518--MA0591.1.Bach1::Mafk	chr6	8649427	8649441	-	0.000	0.000	Merged-chr6-8649574-3
NR12124--MA0089.1.MAFG::NFE2L1	chr6	115594669	115594674	-	0.000	0.000	Merged-chr6-115594731-47
NR14184--MA0089.1.MAFG::NFE2L1	chr9	33080437	33080442	+	0.000	0.000	Merged-chr9-33080507-34
NR13197--MA0591.1.Bach1::Mafk	chr7	127181061	127181075	+	0.000	0.000	Merged-chr7-127180997-43
NR14389--MA0591.1.Bach1::Mafk	chr9	72390559	72390573	+	0.000	0.000	Merged-chr9-72390608-30
NR2005--MA0591.1.Bach1::Mafk	chr10	118628164	118628178	+	0.000	0.000	Merged-chr10-118628235-24
NR3941--MA0659.1.MAFG	chr13	76129008	76129028	+	0.000	0.000	Merged-chr13-76128854-26
NR5411--MA0591.1.Bach1::Mafk	chr15	93910415	93910429	+	0.000	0.000	Merged-chr15-93910453-15
NR14346--MA0591.1.Bach1::Mafk	chr9	62421237	62421251	+	0.000	0.000	Merged-chr9-62421317-30
NR1755--MA0495.2.MAFF	chr10	82778148	82778168	+	0.000	0.000	Merged-chr10-82778212-17
NR4617--MA0089.1.MAFG::NFE2L1	chr14	55913539	55913544	+	0.000	0.000	Merged-chr14-55913661-13
NR5584--MA0591.1.Bach1::Mafk	chr16	24215443	24215457	+	0.000	0.000	Merged-chr16-24215617-40
NR14242--MA0659.1.MAFG	chr9	43785161	43785181	-	0.000	0.000	Merged-chr9-43784994-20
NR3395--MA0117.2.Mafb	chr12	111442335	111442346	+	0.000	0.000	Merged-chr12-111442481-10
NR9374--MA0089.1.MAFG::NFE2L1	chr3	116434961	116434966	+	0.000	0.000	Merged-chr3-116434903-21
NR1305--MA0117.2.Mafb	chr10	8176513	8176524	+	0.000	0.000	Merged-chr10-8176500-34
NR10552--MA0089.1.MAFG::NFE2L1	chr4	149759588	149759593	+	0.000	0.000	Merged-chr4-149759725-31
NR164--MA0089.1.MAFG::NFE2L1	chr1	40380387	40380392	+	0.000	0.000	Merged-chr1-40380538-51
NR5028--MA0591.1.Bach1::Mafk	chr15	6555766	6555780	+	0.000	0.000	Merged-chr15-6555772-24
NR4712--MA0495.2.MAFF	chr14	71138225	71138245	+	0.000	0.000	Merged-chr14-71138006-34
NR264--MA0591.1.Bach1::Mafk	chr1	61039454	61039468	-	0.000	0.000	Merged-chr1-61039499-28
NR11204--MA0495.2.MAFF	chr5	107646128	107646148	-	0.000	0.000	Merged-chr5-107646170-26
NR13945--MA0501.1.MAF::NFE2	chr8	117033599	117033613	-	0.000	0.000	Merged-chr8-117033568-28
NR13724--MA0495.2.MAFF	chr8	84825732	84825752	+	0.000	0.000	Merged-chr8-84825845-44
NR3944--MA0496.2.MAFK	chr13	76129009	76129027	-	0.000	0.000	Merged-chr13-76128854-26
NR9963--MA0089.1.MAFG::NFE2L1	chr4	59225038	59225043	+	0.000	0.000	Merged-chr4-59225002-19
NR15042--MA0659.1.MAFG	chrX	142792380	142792400	-	0.000	0.000	Merged-chrX-142792362-24
NR1367--MA0495.2.MAFF	chr10	19104809	19104829	-	0.000	0.000	Merged-chr10-19104955-55
NR6030--MA0117.2.Mafb	chr16	92944076	92944087	-	0.000	0.000	Merged-chr16-92944045-14
NR7638--MA0089.1.MAFG::NFE2L1	chr2	37565818	37565823	+	0.000	0.000	Merged-chr2-37565860-32
NR5464--MA0089.1.MAFG::NFE2L1	chr15	101147271	101147276	-	0.000	0.000	Merged-chr15-101147362-18
NR6901--MA0496.2.MAFK	chr18	62921995	62922013	-	0.000	0.000	Merged-chr18-62921831-1
NR14334--MA0591.1.Bach1::Mafk	chr9	60991739	60991753	-	0.000	0.000	Merged-chr9-60991715-48
NR6035--MA0501.1.MAF::NFE2	chr16	92944073	92944087	+	0.000	0.000	Merged-chr16-92944045-14
NR6029--MA0495.2.MAFF	chr16	92944067	92944087	-	0.000	0.000	Merged-chr16-92944045-14
NR2402--MA0591.1.Bach1::Mafk	chr11	54017771	54017785	-	0.000	0.000	Merged-chr11-54017821-14
NR14325--MA0089.1.MAFG::NFE2L1	chr9	57577549	57577554	-	0.000	0.000	Merged-chr9-57577523-17
NR1747--MA0591.1.Bach1::Mafk	chr10	81407753	81407767	+	0.000	0.000	Merged-chr10-81407786-38
NR12438--MA0496.2.MAFK	chr6	142884194	142884212	+	0.000	0.000	Merged-chr6-142884312-23
NR11292--MA0117.2.Mafb	chr5	120697034	120697045	-	0.000	0.000	Merged-chr5-120697061-40
NR5210--MA0659.1.MAFG	chr15	58655206	58655226	-	0.000	0.000	Merged-chr15-58655104-54
NR14692--MA0659.1.MAFG	chr9	114787911	114787931	-	0.000	0.000	Merged-chr9-114787935-34
NR6063--MA0501.1.MAF::NFE2	chr16	94660247	94660261	-	0.000	0.000	Merged-chr16-94660460-20
NR11389--MA0501.1.MAF::NFE2	chr5	140637018	140637032	-	0.000	0.000	Merged-chr5-140636895-23
NR2455--MA0501.1.MAF::NFE2	chr11	61629877	61629891	+	0.000	0.000	Merged-chr11-61629890-18
NR10998--MA0089.1.MAFG::NFE2L1	chr5	77167484	77167489	+	0.000	0.000	Merged-chr5-77167373-14
NR4224--MA0501.1.MAF::NFE2	chr13	113168632	113168646	+	0.000	0.000	Merged-chr13-113168484-63
NR15040--MA0591.1.Bach1::Mafk	chrX	142792383	142792397	+	0.000	0.000	Merged-chrX-142792362-24
NR13998--MA0501.1.MAF::NFE2	chr8	124046011	124046025	-	0.000	0.000	Merged-chr8-124045987-6
NR11992--MA0501.1.MAF::NFE2	chr6	95712230	95712244	-	0.000	0.000	Merged-chr6-95712332-22
NR4226--MA0496.2.MAFK	chr13	113168627	113168645	-	0.000	0.000	Merged-chr13-113168484-63
NR11000--MA0591.1.Bach1::Mafk	chr5	77367828	77367842	+	0.000	0.000	Merged-chr5-77367800-15
NR14272--MA0659.1.MAFG	chr9	45247852	45247872	-	0.000	0.000	Merged-chr9-45247703-45
NR5101--MA0501.1.MAF::NFE2	chr15	34050356	34050370	-	0.000	0.000	Merged-chr15-34050417-28
NR14803--MA0495.2.MAFF	chrX	7308346	7308366	-	0.000	0.000	Merged-chrX-7308441-13
NR2659--MA0501.1.MAF::NFE2	chr11	97719193	97719207	-	0.000	0.000	Merged-chr11-97719070-35
NR14145--MA0495.2.MAFF	chr9	21609994	21610014	+	0.000	0.000	Merged-chr9-21610100-42
NR5477--MA0501.1.MAF::NFE2	chr15	103153084	103153098	+	0.000	0.000	Merged-chr15-103152944-45
NR14243--MA0496.2.MAFK	chr9	43785162	43785180	+	0.000	0.000	Merged-chr9-43784994-20
NR11991--MA0591.1.Bach1::Mafk	chr6	95712233	95712247	-	0.000	0.000	Merged-chr6-95712332-22
NR693--MA0089.1.MAFG::NFE2L1	chr1	128830886	128830891	-	0.000	0.000	Merged-chr1-128830861-23
NR1380--MA0117.2.Mafb	chr10	20855280	20855291	+	0.000	0.000	Merged-chr10-20855169-17
NR12321--MA0117.2.Mafb	chr6	130538555	130538566	-	0.000	0.000	Merged-chr6-130538609-12
NR9133--MA0089.1.MAFG::NFE2L1	chr3	88325033	88325038	-	0.000	0.000	Merged-chr3-88325153-39
NR14071--MA0117.2.Mafb	chr8	128572215	128572226	-	0.000	0.000	Merged-chr8-128572314-34
NR14741--MA0495.2.MAFF	chr9	117910891	117910911	+	0.000	0.000	Merged-chr9-117910970-21
NR1749--MA0501.1.MAF::NFE2	chr10	81407756	81407770	+	0.000	0.000	Merged-chr10-81407786-38
NR2650--MA0591.1.Bach1::Mafk	chr11	97123496	97123510	+	0.000	0.000	Merged-chr11-97123645-15
NR6136--MA0117.2.Mafb	chr17	6746195	6746206	+	0.000	0.000	Merged-chr17-6746171-15
NR14543--MA0089.1.MAFG::NFE2L1	chr9	96299846	96299851	+	0.000	0.000	Merged-chr9-96299738-12
NR7584--MA0117.2.Mafb	chr2	29649882	29649893	-	0.000	0.000	Merged-chr2-29649675-51
NR11179--MA0089.1.MAFG::NFE2L1	chr5	105541195	105541200	+	0.000	0.000	Merged-chr5-105541026-23
NR7238--MA0495.2.MAFF	chr19	20424388	20424408	-	0.000	0.000	Merged-chr19-20424322-22
NR11467--MA0496.2.MAFK	chr5	149235157	149235175	-	0.000	0.000	Merged-chr5-149235115-37
NR12696--MA0501.1.MAF::NFE2	chr7	48919488	48919502	-	0.000	0.000	Merged-chr7-48919531-17
NR13927--MA0089.1.MAFG::NFE2L1	chr8	115183824	115183829	+	0.000	0.000	Merged-chr8-115183735-24
NR14529--MA0117.2.Mafb	chr9	95120208	95120219	-	0.000	0.000	Merged-chr9-95120288-34
NR6556--MA0089.1.MAFG::NFE2L1	chr17	80169141	80169146	+	0.000	0.000	Merged-chr17-80169005-20
NR1756--MA0495.2.MAFF	chr10	82778148	82778168	-	0.000	0.000	Merged-chr10-82778212-17
NR2571--MA0591.1.Bach1::Mafk	chr11	80602770	80602784	+	0.000	0.000	Merged-chr11-80602702-1
NR5207--MA0495.2.MAFF	chr15	58655206	58655226	+	0.000	0.000	Merged-chr15-58655104-54
NR5211--MA0496.2.MAFK	chr15	58655207	58655225	+	0.000	0.000	Merged-chr15-58655104-54
NR12267--MA0496.2.MAFK	chr6	127302957	127302975	+	0.000	0.000	Merged-chr6-127302896-25
NR14237--MA0495.2.MAFF	chr9	43785161	43785181	+	0.000	0.000	Merged-chr9-43784994-20
NR6250--MA0089.1.MAFG::NFE2L1	chr17	28013402	28013407	+	0.000	0.000	Merged-chr17-28013455-33
NR12025--MA0089.1.MAFG::NFE2L1	chr6	99402040	99402045	-	0.000	0.000	Merged-chr6-99401904-51
NR14693--MA0496.2.MAFK	chr9	114787912	114787930	+	0.000	0.000	Merged-chr9-114787935-34
NR14804--MA0591.1.Bach1::Mafk	chrX	7308349	7308363	-	0.000	0.000	Merged-chrX-7308441-13
NR13704--MA0117.2.Mafb	chr8	81807732	81807743	-	0.000	0.000	Merged-chr8-81807701-6
NR7591--MA0591.1.Bach1::Mafk	chr2	31131196	31131210	-	0.000	0.000	Merged-chr2-31131193-36
NR8046--MA0089.1.MAFG::NFE2L1	chr2	102849971	102849976	-	0.000	0.000	Merged-chr2-102849968-21
NR4043--MA0117.2.Mafb	chr13	95419599	95419610	-	0.000	0.000	Merged-chr13-95419619-28
NR4014--MA0089.1.MAFG::NFE2L1	chr13	90931390	90931395	+	0.000	0.000	Merged-chr13-90931322-30
NR4713--MA0495.2.MAFF	chr14	71138225	71138245	-	0.000	0.000	Merged-chr14-71138006-34
NR3942--MA0501.1.MAF::NFE2	chr13	76129014	76129028	+	0.000	0.000	Merged-chr13-76128854-26
NR14239--MA0117.2.Mafb	chr9	43785170	43785181	-	0.000	0.000	Merged-chr9-43784994-20
