#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-log2fc-1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-log2fc-1_dn.bed
NR3887--MA0599.1.KLF5	chr1	180280034	180280043	+	0.000	0.000	Merged-chr1-180279893-43
NR43927--MA0493.1.Klf1	chr4	102908262	102908272	-	0.000	0.000	Merged-chr4-102908208-33
NR41778--MA1107.1.KLF9	chr3	148799601	148799613	+	0.000	0.000	Merged-chr3-148799603-2
NR57085--MA0741.1.KLF16	chr7	75397646	75397656	+	0.000	0.000	Merged-chr7-75397713-20
NR66179--MA0599.1.KLF5	chr9	111439057	111439066	-	0.000	0.000	Merged-chr9-111439119-15
NR11329--MA1107.1.KLF9	chr11	88595863	88595875	+	0.000	0.000	Merged-chr11-88595910-28
NR37591--MA0741.1.KLF16	chr2	165983255	165983265	-	0.000	0.000	Merged-chr2-165983267-1
NR35428--MA0599.1.KLF5	chr2	102050138	102050147	-	0.000	0.000	Merged-chr2-102050053-17
NR34001--MA1107.1.KLF9	chr2	36091472	36091484	+	0.000	0.000	Merged-chr2-36091401-36
NR38639--MA0741.1.KLF16	chr3	28236853	28236863	+	0.000	0.000	Merged-chr3-28236857-20
NR18752--MA1107.1.KLF9	chr14	21078650	21078662	-	0.000	0.000	Merged-chr14-21078723-20
NR2693--MA1107.1.KLF9	chr1	151125220	151125232	+	0.000	0.000	Merged-chr1-151125310-30
NR51823--MA0599.1.KLF5	chr6	35381370	35381379	-	0.000	0.000	Merged-chr6-35381159-33
NR29766--MA0599.1.KLF5	chr18	54992555	54992564	-	0.000	0.000	Merged-chr18-54992765-44
NR58766--MA1107.1.KLF9	chr7	125034731	125034743	-	0.000	0.000	Merged-chr7-125034795-1
NR60571--MA0599.1.KLF5	chr8	45410379	45410388	-	0.000	0.000	Merged-chr8-45410262-39
NR59397--MA0741.1.KLF16	chr7	136164719	136164729	+	0.000	0.000	Merged-chr7-136164647-23
NR49092--MA0740.1.KLF14	chr5	110343022	110343035	-	0.000	0.000	Merged-chr5-110342964-29
NR10016--MA0493.1.Klf1	chr11	59787715	59787725	+	0.000	0.000	Merged-chr11-59787548-18
NR39483--MA0599.1.KLF5	chr3	87385418	87385427	-	0.000	0.000	Merged-chr3-87385488-4
NR52428--MA0039.3.KLF4	chr6	59363660	59363670	+	0.000	0.000	Merged-chr6-59363496-31
NR4829--MA0493.1.Klf1	chr10	7212276	7212286	-	0.000	0.000	Merged-chr10-7212223-140
NR5479--MA0039.3.KLF4	chr10	43706426	43706436	-	0.000	0.000	Merged-chr10-43706280-54
NR6032--MA1107.1.KLF9	chr10	69571690	69571702	-	0.000	0.000	Merged-chr10-69571391-44
NR29765--MA1107.1.KLF9	chr18	54822926	54822938	+	0.000	0.000	Merged-chr18-54822886-30
NR23898--MA0493.1.Klf1	chr16	18733719	18733729	-	0.000	0.000	Merged-chr16-18733506-32
NR38411--MA0740.1.KLF14	chr3	8717392	8717405	+	0.000	0.000	Merged-chr3-8717539-26
NR51934--MA1107.1.KLF9	chr6	41177284	41177296	+	0.000	0.000	Merged-chr6-41177322-23
NR21504--MA0599.1.KLF5	chr15	38535549	38535558	+	0.000	0.000	Merged-chr15-38535554-39
NR56282--MA1107.1.KLF9	chr7	35119048	35119060	-	0.000	0.000	Merged-chr7-35119008-87
NR10011--MA0741.1.KLF16	chr11	59787693	59787703	+	0.000	0.000	Merged-chr11-59787548-18
NR43819--MA0039.3.KLF4	chr4	99120545	99120555	-	0.000	0.000	Merged-chr4-99120724-28
NR5417--MA0741.1.KLF16	chr10	41690298	41690308	-	0.000	0.000	Merged-chr10-41690253-38
NR46150--MA0599.1.KLF5	chr4	148638546	148638555	+	0.000	0.000	Merged-chr4-148638535-16
NR1914--MA0741.1.KLF16	chr1	119637161	119637171	+	0.000	0.000	Merged-chr1-119636990-21
NR42878--MA0493.1.Klf1	chr4	44672759	44672769	+	0.000	0.000	Merged-chr4-44672853-18
NR63813--MA1107.1.KLF9	chr9	37236228	37236240	-	0.000	0.000	Merged-chr9-37236124-32
NR21841--MA0742.1.Klf12	chr15	66558935	66558949	+	0.000	0.000	Merged-chr15-66559012-25
NR19990--MA1107.1.KLF9	chr14	73377970	73377982	-	0.000	0.000	Merged-chr14-73378030-18
NR21723--MA0493.1.Klf1	chr15	59019026	59019036	+	0.000	0.000	Merged-chr15-59019141-20
NR13837--MA0742.1.Klf12	chr12	69853616	69853630	+	0.000	0.000	Merged-chr12-69853558-20
NR47310--MA0039.3.KLF4	chr5	32768181	32768191	+	0.000	0.000	Merged-chr5-32768073-31
NR65797--MA0599.1.KLF5	chr9	105078826	105078835	-	0.000	0.000	Merged-chr9-105078921-24
NR13442--MA1107.1.KLF9	chr12	33220641	33220653	-	0.000	0.000	Merged-chr12-33220672-27
NR65399--MA0741.1.KLF16	chr9	94607630	94607640	-	0.000	0.000	Merged-chr9-94607543-65
NR65998--MA0493.1.Klf1	chr9	107719431	107719441	+	0.000	0.000	Merged-chr9-107719377-27
NR158--MA0599.1.KLF5	chr1	21052392	21052401	-	0.000	0.000	Merged-chr1-21052360-12
NR56709--MA0599.1.KLF5	chr7	48137396	48137405	-	0.000	0.000	Merged-chr7-48137318-1
NR56746--MA0741.1.KLF16	chr7	49494958	49494968	+	0.000	0.000	Merged-chr7-49494921-17
NR19987--MA0599.1.KLF5	chr14	73377972	73377981	-	0.000	0.000	Merged-chr14-73378030-18
NR52496--MA0741.1.KLF16	chr6	66973327	66973337	+	0.000	0.000	Merged-chr6-66973310-7
NR65997--MA0039.3.KLF4	chr9	107719433	107719443	+	0.000	0.000	Merged-chr9-107719377-27
NR18557--MA0599.1.KLF5	chr14	7929181	7929190	-	0.000	0.000	Merged-chr14-7929252-11
NR18561--MA0741.1.KLF16	chr14	7929186	7929196	-	0.000	0.000	Merged-chr14-7929252-11
NR49093--MA0657.1.KLF13	chr5	110343019	110343036	-	0.000	0.000	Merged-chr5-110342964-29
NR13900--MA0599.1.KLF5	chr12	71577482	71577491	-	0.000	0.000	Merged-chr12-71577475-38
NR8039--MA0741.1.KLF16	chr10	118310793	118310803	+	0.000	0.000	Merged-chr10-118310957-20
NR41107--MA0039.3.KLF4	chr3	132791416	132791426	+	0.000	0.000	Merged-chr3-132791387-40
NR56712--MA0741.1.KLF16	chr7	48137407	48137417	+	0.000	0.000	Merged-chr7-48137318-1
NR9194--MA0741.1.KLF16	chr11	23124544	23124554	+	0.000	0.000	Merged-chr11-23124595-33
NR63809--MA1107.1.KLF9	chr9	37236220	37236232	-	0.000	0.000	Merged-chr9-37236124-32
NR52254--MA0039.3.KLF4	chr6	53455550	53455560	+	0.000	0.000	Merged-chr6-53455637-20
NR19456--MA0742.1.Klf12	chr14	55062885	55062899	+	0.000	0.000	Merged-chr14-55062835-18
NR53590--MA0039.3.KLF4	chr6	114777885	114777895	+	0.000	0.000	Merged-chr6-114777982-17
NR67183--MA0039.3.KLF4	chrX	20798895	20798905	-	0.000	0.000	Merged-chrX-20799052-1
NR67011--MA0741.1.KLF16	chrX	7880096	7880106	-	0.000	0.000	Merged-chrX-7879904-24
NR9450--MA1107.1.KLF9	chr11	40718532	40718544	+	0.000	0.000	Merged-chr11-40718408-12
NR12283--MA0741.1.KLF16	chr11	109347875	109347885	-	0.000	0.000	Merged-chr11-109347836-28
NR61766--MA0741.1.KLF16	chr8	88604242	88604252	-	0.000	0.000	Merged-chr8-88604204-17
NR18556--MA1107.1.KLF9	chr14	7864735	7864747	-	0.000	0.000	Merged-chr14-7864865-9
NR16148--MA1107.1.KLF9	chr13	41638190	41638202	-	0.000	0.000	Merged-chr13-41638264-26
NR7760--MA0742.1.Klf12	chr10	111715397	111715411	-	0.000	0.000	Merged-chr10-111715471-15
NR42373--MA0742.1.Klf12	chr4	10875650	10875664	+	0.000	0.000	Merged-chr4-10875548-10
NR17126--MA1107.1.KLF9	chr13	78199145	78199157	+	0.000	0.000	Merged-chr13-78199141-21
NR21173--MA0741.1.KLF16	chr15	12397259	12397269	-	0.000	0.000	Merged-chr15-12397193-17
NR29763--MA0741.1.KLF16	chr18	54822921	54822931	+	0.000	0.000	Merged-chr18-54822886-30
NR40479--MA0741.1.KLF16	chr3	110141786	110141796	-	0.000	0.000	Merged-chr3-110141817-15
NR25056--MA0741.1.KLF16	chr16	78328218	78328228	-	0.000	0.000	Merged-chr16-78328138-10
NR57436--MA0741.1.KLF16	chr7	84149143	84149153	-	0.000	0.000	Merged-chr7-84149073-24
NR55221--MA0599.1.KLF5	chr7	4464608	4464617	+	0.000	0.000	Merged-chr7-4464501-45
NR17458--MA0493.1.Klf1	chr13	95524226	95524236	+	0.000	0.000	Merged-chr13-95524264-2
NR3821--MA0599.1.KLF5	chr1	178530678	178530687	+	0.000	0.000	Merged-chr1-178530666-29
NR34611--MA1107.1.KLF9	chr2	70425767	70425779	+	0.000	0.000	Merged-chr2-70425902-24
NR52332--MA0741.1.KLF16	chr6	55057598	55057608	+	0.000	0.000	Merged-chr6-55057514-12
NR57933--MA0493.1.Klf1	chr7	102347594	102347604	+	0.000	0.000	Merged-chr7-102347477-20
NR32423--MA0493.1.Klf1	chr19	46983950	46983960	+	0.000	0.000	Merged-chr19-46983880-15
NR25688--MA0741.1.KLF16	chr17	5138643	5138653	-	0.000	0.000	Merged-chr17-5138884-51
NR2718--MA0599.1.KLF5	chr1	151698130	151698139	-	0.000	0.000	Merged-chr1-151698105-31
NR963--MA0741.1.KLF16	chr1	69499065	69499075	-	0.000	0.000	Merged-chr1-69499196-51
NR59129--MA0741.1.KLF16	chr7	129774305	129774315	+	0.000	0.000	Merged-chr7-129774380-36
NR60814--MA0599.1.KLF5	chr8	61606944	61606953	+	0.000	0.000	Merged-chr8-61607091-30
NR28927--MA1107.1.KLF9	chr17	88668530	88668542	+	0.000	0.000	Merged-chr17-88668603-31
NR65105--MA0741.1.KLF16	chr9	78845415	78845425	-	0.000	0.000	Merged-chr9-78845462-22
NR24263--MA1107.1.KLF9	chr16	33745249	33745261	-	0.000	0.000	Merged-chr16-33745427-22
NR41632--MA0741.1.KLF16	chr3	146045216	146045226	-	0.000	0.000	Merged-chr3-146045142-29
NR11760--MA1107.1.KLF9	chr11	98796810	98796822	-	0.000	0.000	Merged-chr11-98796800-22
NR38436--MA0742.1.Klf12	chr3	9500013	9500027	-	0.000	0.000	Merged-chr3-9499976-58
NR16500--MA0742.1.Klf12	chr13	52976726	52976740	+	0.000	0.000	Merged-chr13-52976718-35
NR38505--MA0039.3.KLF4	chr3	18054897	18054907	+	0.000	0.000	Merged-chr3-18054823-5
NR15672--MA1107.1.KLF9	chr13	13492078	13492090	+	0.000	0.000	Merged-chr13-13492146-24
NR62317--MA1107.1.KLF9	chr8	110929463	110929475	-	0.000	0.000	Merged-chr8-110929357-31
NR66569--MA1107.1.KLF9	chr9	118477724	118477736	-	0.000	0.000	Merged-chr9-118477763-16
NR5482--MA0599.1.KLF5	chr10	43706480	43706489	-	0.000	0.000	Merged-chr10-43706280-54
NR66573--MA0039.3.KLF4	chr9	118512857	118512867	-	0.000	0.000	Merged-chr9-118512920-16
NR49097--MA0039.3.KLF4	chr5	110343023	110343033	-	0.000	0.000	Merged-chr5-110342964-29
NR9056--MA0741.1.KLF16	chr11	19019048	19019058	-	0.000	0.000	Merged-chr11-19019022-32
NR43588--MA1107.1.KLF9	chr4	84040030	84040042	-	0.000	0.000	Merged-chr4-84040175-1
NR41629--MA0599.1.KLF5	chr3	146045213	146045222	-	0.000	0.000	Merged-chr3-146045142-29
NR42074--MA0599.1.KLF5	chr3	154269932	154269941	+	0.000	0.000	Merged-chr3-154269984-40
NR63146--MA0741.1.KLF16	chr8	126826470	126826480	-	0.000	0.000	Merged-chr8-126826357-7
NR35601--MA0741.1.KLF16	chr2	106194374	106194384	+	0.000	0.000	Merged-chr2-106194531-13
NR21335--MA0493.1.Klf1	chr15	31239986	31239996	+	0.000	0.000	Merged-chr15-31239940-27
NR6223--MA0599.1.KLF5	chr10	75932513	75932522	+	0.000	0.000	Merged-chr10-75932376-39
NR49590--MA1107.1.KLF9	chr5	118710065	118710077	-	0.000	0.000	Merged-chr5-118710096-15
NR52608--MA0741.1.KLF16	chr6	72391045	72391055	-	0.000	0.000	Merged-chr6-72391108-3
NR12071--MA0039.3.KLF4	chr11	103776913	103776923	-	0.000	0.000	Merged-chr11-103776919-6
NR30279--MA0039.3.KLF4	chr18	68195223	68195233	-	0.000	0.000	Merged-chr18-68195286-23
NR46152--MA0741.1.KLF16	chr4	148638548	148638558	+	0.000	0.000	Merged-chr4-148638535-16
NR58291--MA0741.1.KLF16	chr7	113419648	113419658	+	0.000	0.000	Merged-chr7-113419557-35
NR25004--MA0657.1.KLF13	chr16	76310889	76310906	-	0.000	0.000	Merged-chr16-76310830-49
NR13836--MA0740.1.KLF14	chr12	69853616	69853629	+	0.000	0.000	Merged-chr12-69853558-20
NR21334--MA0039.3.KLF4	chr15	31239988	31239998	+	0.000	0.000	Merged-chr15-31239940-27
NR12472--MA0741.1.KLF16	chr11	113866005	113866015	+	0.000	0.000	Merged-chr11-113865875-24
NR29758--MA0657.1.KLF13	chr18	54822919	54822936	+	0.000	0.000	Merged-chr18-54822886-30
NR22312--MA0039.3.KLF4	chr15	79281445	79281455	+	0.000	0.000	Merged-chr15-79281486-15
NR43818--MA0599.1.KLF5	chr4	99120547	99120556	-	0.000	0.000	Merged-chr4-99120724-28
NR21330--MA0740.1.KLF14	chr15	31239986	31239999	+	0.000	0.000	Merged-chr15-31239940-27
NR51668--MA0493.1.Klf1	chr6	28878189	28878199	-	0.000	0.000	Merged-chr6-28878211-33
NR51373--MA0599.1.KLF5	chr6	3345455	3345464	+	0.000	0.000	Merged-chr6-3345422-65
NR47591--MA0741.1.KLF16	chr5	47983092	47983102	-	0.000	0.000	Merged-chr5-47983242-36
NR7321--MA0741.1.KLF16	chr10	94087500	94087510	+	0.000	0.000	Merged-chr10-94087553-20
NR62871--MA0741.1.KLF16	chr8	122769457	122769467	-	0.000	0.000	Merged-chr8-122769435-21
NR2446--MA0599.1.KLF5	chr1	138134538	138134547	+	0.000	0.000	Merged-chr1-138134522-12
NR10801--MA1107.1.KLF9	chr11	77887855	77887867	+	0.000	0.000	Merged-chr11-77887652-60
NR32164--MA1107.1.KLF9	chr19	42770731	42770743	-	0.000	0.000	Merged-chr19-42770693-24
NR65842--MA0039.3.KLF4	chr9	106071783	106071793	+	0.000	0.000	Merged-chr9-106071900-22
NR7318--MA0599.1.KLF5	chr10	94087495	94087504	+	0.000	0.000	Merged-chr10-94087553-20
NR58643--MA1107.1.KLF9	chr7	121734715	121734727	-	0.000	0.000	Merged-chr7-121734819-1
NR13544--MA0740.1.KLF14	chr12	46818533	46818546	-	0.000	0.000	Merged-chr12-46818433-12
NR37002--MA0741.1.KLF16	chr2	153003077	153003087	-	0.000	0.000	Merged-chr2-153002914-29
NR63409--MA0741.1.KLF16	chr9	15531413	15531423	+	0.000	0.000	Merged-chr9-15531370-12
NR61971--MA1107.1.KLF9	chr8	95833259	95833271	+	0.000	0.000	Merged-chr8-95833320-2
NR15261--MA1107.1.KLF9	chr12	112629099	112629111	-	0.000	0.000	Merged-chr12-112629266-49
NR40016--MA0599.1.KLF5	chr3	98406700	98406709	+	0.000	0.000	Merged-chr3-98406778-20
NR14306--MA0741.1.KLF16	chr12	84851596	84851606	+	0.000	0.000	Merged-chr12-84851532-12
NR65996--MA0599.1.KLF5	chr9	107719432	107719441	+	0.000	0.000	Merged-chr9-107719377-27
NR38042--MA0599.1.KLF5	chr2	172940357	172940366	-	0.000	0.000	Merged-chr2-172940358-59
NR4504--MA1107.1.KLF9	chr1	191486774	191486786	-	0.000	0.000	Merged-chr1-191486758-12
NR10018--MA1107.1.KLF9	chr11	59787715	59787727	+	0.000	0.000	Merged-chr11-59787548-18
NR61762--MA0599.1.KLF5	chr8	88604238	88604247	-	0.000	0.000	Merged-chr8-88604204-17
NR42554--MA0599.1.KLF5	chr4	33261507	33261516	-	0.000	0.000	Merged-chr4-33261624-24
NR37809--MA0741.1.KLF16	chr2	168525574	168525584	+	0.000	0.000	Merged-chr2-168525389-54
NR6950--MA0741.1.KLF16	chr10	84904054	84904064	+	0.000	0.000	Merged-chr10-84904074-24
NR63042--MA0599.1.KLF5	chr8	124898279	124898288	+	0.000	0.000	Merged-chr8-124898466-1
NR8882--MA0741.1.KLF16	chr11	4390659	4390669	-	0.000	0.000	Merged-chr11-4390804-16
NR24869--MA1107.1.KLF9	chr16	72663657	72663669	-	0.000	0.000	Merged-chr16-72663616-18
NR60739--MA0493.1.Klf1	chr8	57503830	57503840	-	0.000	0.000	Merged-chr8-57503871-22
NR21331--MA0657.1.KLF13	chr15	31239985	31240002	+	0.000	0.000	Merged-chr15-31239940-27
NR60455--MA0741.1.KLF16	chr8	34689214	34689224	-	0.000	0.000	Merged-chr8-34689039-1
NR56744--MA0741.1.KLF16	chr7	49494956	49494966	+	0.000	0.000	Merged-chr7-49494921-17
NR29432--MA1107.1.KLF9	chr18	35776623	35776635	+	0.000	0.000	Merged-chr18-35776738-19
NR51835--MA0599.1.KLF5	chr6	37299261	37299270	+	0.000	0.000	Merged-chr6-37299169-1
NR61059--MA0493.1.Klf1	chr8	70619130	70619140	+	0.000	0.000	Merged-chr8-70619084-21
NR52495--MA0599.1.KLF5	chr6	66973327	66973336	+	0.000	0.000	Merged-chr6-66973310-7
NR21725--MA1107.1.KLF9	chr15	59019024	59019036	+	0.000	0.000	Merged-chr15-59019141-20
NR40119--MA0493.1.Klf1	chr3	101598151	101598161	+	0.000	0.000	Merged-chr3-101598272-22
NR23206--MA0039.3.KLF4	chr15	99223645	99223655	-	0.000	0.000	Merged-chr15-99223705-10
NR56281--MA0493.1.Klf1	chr7	35119050	35119060	-	0.000	0.000	Merged-chr7-35119008-87
NR63141--MA0740.1.KLF14	chr8	126699187	126699200	-	0.000	0.000	Merged-chr8-126699390-72
NR63239--MA0741.1.KLF16	chr8	128333493	128333503	-	0.000	0.000	Merged-chr8-128333532-18
NR60877--MA0039.3.KLF4	chr8	67860358	67860368	+	0.000	0.000	Merged-chr8-67860375-11
NR52603--MA0740.1.KLF14	chr6	72391045	72391058	-	0.000	0.000	Merged-chr6-72391108-3
NR67436--MA0741.1.KLF16	chrX	57189589	57189599	-	0.000	0.000	Merged-chrX-57189507-26
NR62866--MA0599.1.KLF5	chr8	122769452	122769461	-	0.000	0.000	Merged-chr8-122769435-21
NR52170--MA0740.1.KLF14	chr6	51442421	51442434	-	0.000	0.000	Merged-chr6-51442349-19
NR65767--MA0039.3.KLF4	chr9	104373467	104373477	+	0.000	0.000	Merged-chr9-104373447-21
NR63816--MA1107.1.KLF9	chr9	37236234	37236246	-	0.000	0.000	Merged-chr9-37236124-32
NR38504--MA0599.1.KLF5	chr3	18054896	18054905	+	0.000	0.000	Merged-chr3-18054823-5
NR54321--MA0493.1.Klf1	chr6	134425244	134425254	+	0.000	0.000	Merged-chr6-134425334-10
NR63144--MA0039.3.KLF4	chr8	126721955	126721965	-	0.000	0.000	Merged-chr8-126721826-22
NR2692--MA0741.1.KLF16	chr1	151125221	151125231	+	0.000	0.000	Merged-chr1-151125310-30
NR18671--MA0493.1.Klf1	chr14	19042616	19042626	-	0.000	0.000	Merged-chr14-19042517-33
NR43820--MA0741.1.KLF16	chr4	99120546	99120556	-	0.000	0.000	Merged-chr4-99120724-28
NR45497--MA0493.1.Klf1	chr4	135964520	135964530	-	0.000	0.000	Merged-chr4-135964574-9
NR12471--MA0039.3.KLF4	chr11	113866006	113866016	+	0.000	0.000	Merged-chr11-113865875-24
NR49096--MA0599.1.KLF5	chr5	110343025	110343034	-	0.000	0.000	Merged-chr5-110342964-29
NR64449--MA0039.3.KLF4	chr9	61779367	61779377	+	0.000	0.000	Merged-chr9-61779248-32
NR66177--MA0740.1.KLF14	chr9	111439054	111439067	-	0.000	0.000	Merged-chr9-111439119-15
NR41174--MA0599.1.KLF5	chr3	133556856	133556865	-	0.000	0.000	Merged-chr3-133556901-17
NR27164--MA0493.1.Klf1	chr17	35342093	35342103	+	0.000	0.000	Merged-chr17-35341927-1
NR67066--MA0493.1.Klf1	chrX	12062741	12062751	+	0.000	0.000	Merged-chrX-12062732-18
NR31555--MA0493.1.Klf1	chr19	16373323	16373333	+	0.000	0.000	Merged-chr19-16373273-16
NR63327--MA0741.1.KLF16	chr9	11559554	11559564	-	0.000	0.000	Merged-chr9-11559688-28
NR451--MA0741.1.KLF16	chr1	39702691	39702701	-	0.000	0.000	Merged-chr1-39702774-23
NR53688--MA0740.1.KLF14	chr6	116682493	116682506	-	0.000	0.000	Merged-chr6-116682504-22
NR61073--MA0740.1.KLF14	chr8	70766717	70766730	+	0.000	0.000	Merged-chr8-70766803-2
NR52292--MA0740.1.KLF14	chr6	54760113	54760126	+	0.000	0.000	Merged-chr6-54760187-57
NR32425--MA1107.1.KLF9	chr19	46983950	46983962	+	0.000	0.000	Merged-chr19-46983880-15
NR34019--MA0493.1.Klf1	chr2	37765371	37765381	-	0.000	0.000	Merged-chr2-37765232-35
NR34606--MA0599.1.KLF5	chr2	70425766	70425775	+	0.000	0.000	Merged-chr2-70425902-24
NR6031--MA0741.1.KLF16	chr10	69571691	69571701	-	0.000	0.000	Merged-chr10-69571391-44
NR30278--MA0599.1.KLF5	chr18	68195225	68195234	-	0.000	0.000	Merged-chr18-68195286-23
NR39484--MA0741.1.KLF16	chr3	87385417	87385427	-	0.000	0.000	Merged-chr3-87385488-4
NR52173--MA0493.1.Klf1	chr6	51442424	51442434	-	0.000	0.000	Merged-chr6-51442349-19
NR8257--MA0599.1.KLF5	chr10	121611882	121611891	+	0.000	0.000	Merged-chr10-121611915-8
NR7308--MA0657.1.KLF13	chr10	93933173	93933190	-	0.000	0.000	Merged-chr10-93933103-29
NR52294--MA0493.1.Klf1	chr6	54760113	54760123	+	0.000	0.000	Merged-chr6-54760187-57
NR38857--MA1107.1.KLF9	chr3	41042418	41042430	-	0.000	0.000	Merged-chr3-41042408-11
NR22311--MA0599.1.KLF5	chr15	79281444	79281453	+	0.000	0.000	Merged-chr15-79281486-15
NR966--MA1107.1.KLF9	chr1	69499066	69499078	-	0.000	0.000	Merged-chr1-69499196-51
NR12284--MA1107.1.KLF9	chr11	109356816	109356828	-	0.000	0.000	Merged-chr11-109356957-22
NR52171--MA0657.1.KLF13	chr6	51442418	51442435	-	0.000	0.000	Merged-chr6-51442349-19
NR65106--MA0657.1.KLF13	chr9	78845548	78845565	+	0.000	0.000	Merged-chr9-78845462-22
NR22404--MA1107.1.KLF9	chr15	80219313	80219325	-	0.000	0.000	Merged-chr15-80219438-40
NR33183--MA0657.1.KLF13	chr2	17855796	17855813	-	0.000	0.000	Merged-chr2-17855738-13
NR28921--MA0742.1.Klf12	chr17	88668541	88668555	+	0.000	0.000	Merged-chr17-88668603-31
NR52293--MA0039.3.KLF4	chr6	54760115	54760125	+	0.000	0.000	Merged-chr6-54760187-57
NR7708--MA1107.1.KLF9	chr10	110952118	110952130	+	0.000	0.000	Merged-chr10-110952029-21
NR38442--MA0599.1.KLF5	chr3	9609646	9609655	-	0.000	0.000	Merged-chr3-9609543-49
NR23204--MA0740.1.KLF14	chr15	99223644	99223657	-	0.000	0.000	Merged-chr15-99223705-10
NR21799--MA0599.1.KLF5	chr15	62181616	62181625	-	0.000	0.000	Merged-chr15-62181612-21
NR38481--MA0741.1.KLF16	chr3	10212202	10212212	-	0.000	0.000	Merged-chr3-10212114-17
NR8879--MA0741.1.KLF16	chr11	4390656	4390666	-	0.000	0.000	Merged-chr11-4390804-16
NR52606--MA0741.1.KLF16	chr6	72391043	72391053	-	0.000	0.000	Merged-chr6-72391108-3
NR443--MA0741.1.KLF16	chr1	39556198	39556208	-	0.000	0.000	Merged-chr1-39556139-36
NR18559--MA0039.3.KLF4	chr14	7929179	7929189	-	0.000	0.000	Merged-chr14-7929252-11
NR57083--MA0740.1.KLF14	chr7	75397645	75397658	+	0.000	0.000	Merged-chr7-75397713-20
NR45673--MA0599.1.KLF5	chr4	139086350	139086359	+	0.000	0.000	Merged-chr4-139086245-11
NR36812--MA1107.1.KLF9	chr2	148021931	148021943	+	0.000	0.000	Merged-chr2-148022020-1
NR61052--MA0599.1.KLF5	chr8	70619090	70619099	+	0.000	0.000	Merged-chr8-70619084-21
NR24261--MA0741.1.KLF16	chr16	33745250	33745260	-	0.000	0.000	Merged-chr16-33745427-22
NR29269--MA0741.1.KLF16	chr18	25591058	25591068	+	0.000	0.000	Merged-chr18-25591016-9
NR33341--MA1107.1.KLF9	chr2	25185927	25185939	-	0.000	0.000	Merged-chr2-25185987-36
NR66568--MA0493.1.Klf1	chr9	118477726	118477736	-	0.000	0.000	Merged-chr9-118477763-16
NR15675--MA1107.1.KLF9	chr13	13492084	13492096	+	0.000	0.000	Merged-chr13-13492146-24
NR67438--MA1107.1.KLF9	chrX	57189590	57189602	-	0.000	0.000	Merged-chrX-57189507-26
NR65770--MA0741.1.KLF16	chr9	104373460	104373470	+	0.000	0.000	Merged-chr9-104373447-21
NR63326--MA0599.1.KLF5	chr9	11559555	11559564	-	0.000	0.000	Merged-chr9-11559688-28
NR62316--MA0741.1.KLF16	chr8	110929464	110929474	-	0.000	0.000	Merged-chr8-110929357-31
NR58642--MA0599.1.KLF5	chr7	121734723	121734732	-	0.000	0.000	Merged-chr7-121734819-1
NR65030--MA0742.1.Klf12	chr9	77456724	77456738	+	0.000	0.000	Merged-chr9-77456588-28
NR41644--MA1107.1.KLF9	chr3	146063401	146063413	-	0.000	0.000	Merged-chr3-146063322-20
NR61296--MA0740.1.KLF14	chr8	77376621	77376634	+	0.000	0.000	Merged-chr8-77376569-21
NR32355--MA0493.1.Klf1	chr19	46148529	46148539	-	0.000	0.000	Merged-chr19-46148494-21
NR43914--MA0493.1.Klf1	chr4	102521074	102521084	-	0.000	0.000	Merged-chr4-102521123-26
NR331--MA1107.1.KLF9	chr1	36322004	36322016	-	0.000	0.000	Merged-chr1-36321937-14
NR9191--MA0599.1.KLF5	chr11	23124549	23124558	+	0.000	0.000	Merged-chr11-23124595-33
NR17282--MA0741.1.KLF16	chr13	89521653	89521663	+	0.000	0.000	Merged-chr13-89521757-30
NR36817--MA1107.1.KLF9	chr2	148021941	148021953	+	0.000	0.000	Merged-chr2-148022020-1
NR40120--MA1107.1.KLF9	chr3	101598151	101598163	+	0.000	0.000	Merged-chr3-101598272-22
NR39312--MA1107.1.KLF9	chr3	79127837	79127849	-	0.000	0.000	Merged-chr3-79127993-19
NR23205--MA0657.1.KLF13	chr15	99223641	99223658	-	0.000	0.000	Merged-chr15-99223705-10
NR40466--MA0599.1.KLF5	chr3	109444053	109444062	+	0.000	0.000	Merged-chr3-109444108-35
NR24558--MA0741.1.KLF16	chr16	49959188	49959198	+	0.000	0.000	Merged-chr16-49959222-29
NR41774--MA1107.1.KLF9	chr3	148799593	148799605	+	0.000	0.000	Merged-chr3-148799603-2
NR10141--MA1107.1.KLF9	chr11	61231500	61231512	-	0.000	0.000	Merged-chr11-61231556-8
NR60834--MA0039.3.KLF4	chr8	64788880	64788890	+	0.000	0.000	Merged-chr8-64788923-42
NR15685--MA0493.1.Klf1	chr13	13582202	13582212	-	0.000	0.000	Merged-chr13-13582107-29
