#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-log2fc-1_up.bed
NR7818--MA0089.1.MAFG::NFE2L1	chr3	87387598	87387603	-	0.000	0.000	Merged-chr3-87387698-10
NR5886--MA0496.2.MAFK	chr18	67443152	67443170	-	0.000	0.000	Merged-chr18-67443121-15
NR9663--MA0089.1.MAFG::NFE2L1	chr5	113613431	113613436	-	0.000	0.000	Merged-chr5-113613297-13
NR8025--MA0591.1.Bach1::Mafk	chr3	116434931	116434945	+	0.000	0.000	Merged-chr3-116434903-21
NR4248--MA0117.2.Mafb	chr15	53222579	53222590	+	0.000	0.000	Merged-chr15-53222571-24
NR10223--MA0117.2.Mafb	chr6	85147822	85147833	-	0.000	0.000	Merged-chr6-85147771-14
NR443--MA0495.2.MAFF	chr1	105292042	105292062	+	0.000	0.000	Merged-chr1-105291975-13
NR8658--MA0089.1.MAFG::NFE2L1	chr4	89369137	89369142	+	0.000	0.000	Merged-chr4-89369224-21
NR4035--MA0089.1.MAFG::NFE2L1	chr14	102828623	102828628	+	0.000	0.000	Merged-chr14-102828632-27
NR11425--MA0117.2.Mafb	chr7	123397492	123397503	-	0.000	0.000	Merged-chr7-123397563-15
NR1047--MA0089.1.MAFG::NFE2L1	chr1	189085413	189085418	-	0.000	0.000	Merged-chr1-189085418-26
NR7891--MA0089.1.MAFG::NFE2L1	chr3	96563289	96563294	-	0.000	0.000	Merged-chr3-96563377-23
NR12065--MA0496.2.MAFK	chr8	122299744	122299762	+	0.000	0.000	Merged-chr8-122299759-10
NR4716--MA0591.1.Bach1::Mafk	chr16	24474951	24474965	-	0.000	0.000	Merged-chr16-24474974-11
NR5642--MA0089.1.MAFG::NFE2L1	chr18	23828700	23828705	-	0.000	0.000	Merged-chr18-23828715-22
NR351--MA0659.1.MAFG	chr1	85982152	85982172	-	0.000	0.000	Merged-chr1-85981995-4
NR4371--MA0501.1.MAF::NFE2	chr15	73182618	73182632	-	0.000	0.000	Merged-chr15-73182706-35
NR12298--MA0496.2.MAFK	chr9	43785162	43785180	+	0.000	0.000	Merged-chr9-43784994-20
NR5900--MA0496.2.MAFK	chr18	70462883	70462901	-	0.000	0.000	Merged-chr18-70462917-22
NR3785--MA0089.1.MAFG::NFE2L1	chr14	49226072	49226077	-	0.000	0.000	Merged-chr14-49226087-9
NR11103--MA0117.2.Mafb	chr7	75863458	75863469	-	0.000	0.000	Merged-chr7-75863636-9
NR1778--MA0496.2.MAFK	chr10	127229322	127229340	-	0.000	0.000	Merged-chr10-127229219-13
NR12430--MA0117.2.Mafb	chr9	65404821	65404832	-	0.000	0.000	Merged-chr9-65404846-10
NR9606--MA0591.1.Bach1::Mafk	chr5	105291092	105291106	+	0.000	0.000	Merged-chr5-105291153-16
NR6435--MA0496.2.MAFK	chr2	19628290	19628308	+	0.000	0.000	Merged-chr2-19628399-27
NR6716--MA0591.1.Bach1::Mafk	chr2	75685656	75685670	+	0.000	0.000	Merged-chr2-75685689-38
NR36--MA0089.1.MAFG::NFE2L1	chr1	20766678	20766683	-	0.000	0.000	Merged-chr1-20766829-14
NR10994--MA0501.1.MAF::NFE2	chr7	45771276	45771290	+	0.000	0.000	Merged-chr7-45771241-24
NR6290--MA0591.1.Bach1::Mafk	chr19	55773301	55773315	+	0.000	0.000	Merged-chr19-55773145-3
NR12451--MA0495.2.MAFF	chr9	72097291	72097311	+	0.000	0.000	Merged-chr9-72097262-35
NR10009--MA0117.2.Mafb	chr6	33675663	33675674	+	0.000	0.000	Merged-chr6-33675584-7
NR4724--MA0089.1.MAFG::NFE2L1	chr16	24856262	24856267	-	0.000	0.000	Merged-chr16-24856288-3
NR12896--MA0117.2.Mafb	chrX	75056277	75056288	-	0.000	0.000	Merged-chrX-75056362-10
NR12453--MA0659.1.MAFG	chr9	72097291	72097311	-	0.000	0.000	Merged-chr9-72097262-35
NR11800--MA0495.2.MAFF	chr8	75202261	75202281	-	0.000	0.000	Merged-chr8-75202303-18
NR4719--MA0591.1.Bach1::Mafk	chr16	24517910	24517924	-	0.000	0.000	Merged-chr16-24517976-11
NR2465--MA0591.1.Bach1::Mafk	chr12	12278425	12278439	-	0.000	0.000	Merged-chr12-12278395-37
NR7803--MA0591.1.Bach1::Mafk	chr3	84046622	84046636	-	0.000	0.000	Merged-chr3-84046424-40
NR111--MA0501.1.MAF::NFE2	chr1	43224401	43224415	-	0.000	0.000	Merged-chr1-43224405-37
NR979--MA0089.1.MAFG::NFE2L1	chr1	183179981	183179986	+	0.000	0.000	Merged-chr1-183179810-7
NR3341--MA0495.2.MAFF	chr13	75844206	75844226	-	0.000	0.000	Merged-chr13-75844274-45
NR9596--MA0089.1.MAFG::NFE2L1	chr5	103719956	103719961	-	0.000	0.000	Merged-chr5-103720100-12
NR12833--MA0089.1.MAFG::NFE2L1	chr9	124028740	124028745	-	0.000	0.000	Merged-chr9-124028680-14
NR7406--MA0501.1.MAF::NFE2	chr2	164017342	164017356	-	0.000	0.000	Merged-chr2-164017275-1
NR4368--MA0501.1.MAF::NFE2	chr15	73006580	73006594	-	0.000	0.000	Merged-chr15-73006650-8
NR907--MA0117.2.Mafb	chr1	176835123	176835134	-	0.000	0.000	Merged-chr1-176835151-1
NR473--MA0089.1.MAFG::NFE2L1	chr1	108038595	108038600	+	0.000	0.000	Merged-chr1-108038539-17
NR472--MA0501.1.MAF::NFE2	chr1	107590012	107590026	-	0.000	0.000	Merged-chr1-107590197-16
NR9871--MA0496.2.MAFK	chr5	146655356	146655374	-	0.000	0.000	Merged-chr5-146655552-37
NR775--MA0089.1.MAFG::NFE2L1	chr1	160268516	160268521	+	0.000	0.000	Merged-chr1-160268500-8
NR12595--MA0495.2.MAFF	chr9	94441517	94441537	-	0.000	0.000	Merged-chr9-94441414-62
NR8000--MA0117.2.Mafb	chr3	109352538	109352549	-	0.000	0.000	Merged-chr3-109352543-53
NR4459--MA0089.1.MAFG::NFE2L1	chr15	81562241	81562246	+	0.000	0.000	Merged-chr15-81562208-7
NR6114--MA0089.1.MAFG::NFE2L1	chr19	18555805	18555810	-	0.000	0.000	Merged-chr19-18555822-23
NR11357--MA0496.2.MAFK	chr7	117449845	117449863	+	0.000	0.000	Merged-chr7-117449738-12
NR7721--MA0591.1.Bach1::Mafk	chr3	55600489	55600503	+	0.000	0.000	Merged-chr3-55600303-1
NR11626--MA0089.1.MAFG::NFE2L1	chr8	13599160	13599165	-	0.000	0.000	Merged-chr8-13599016-7
NR12179--MA0089.1.MAFG::NFE2L1	chr8	128646934	128646939	-	0.000	0.000	Merged-chr8-128646767-27
NR5829--MA0591.1.Bach1::Mafk	chr18	62163118	62163132	+	0.000	0.000	Merged-chr18-62163179-10
NR9755--MA0496.2.MAFK	chr5	125107468	125107486	+	0.000	0.000	Merged-chr5-125107407-3
NR9668--MA0659.1.MAFG	chr5	113664320	113664340	-	0.000	0.000	Merged-chr5-113664370-10
NR828--MA0591.1.Bach1::Mafk	chr1	165682766	165682780	+	0.000	0.000	Merged-chr1-165682736-19
NR1369--MA0089.1.MAFG::NFE2L1	chr10	61940473	61940478	+	0.000	0.000	Merged-chr10-61940523-1
NR11813--MA0089.1.MAFG::NFE2L1	chr8	77482223	77482228	-	0.000	0.000	Merged-chr8-77482121-16
NR204--MA0501.1.MAF::NFE2	chr1	61039451	61039465	-	0.000	0.000	Merged-chr1-61039499-28
NR5445--MA0591.1.Bach1::Mafk	chr17	71620892	71620906	-	0.000	0.000	Merged-chr17-71620932-1
NR7734--MA0089.1.MAFG::NFE2L1	chr3	58625183	58625188	-	0.000	0.000	Merged-chr3-58625270-4
NR3468--MA0591.1.Bach1::Mafk	chr13	99932699	99932713	-	0.000	0.000	Merged-chr13-99932700-36
NR8041--MA0659.1.MAFG	chr3	121946881	121946901	+	0.000	0.000	Merged-chr3-121946709-4
NR9670--MA0496.2.MAFK	chr5	113664321	113664339	+	0.000	0.000	Merged-chr5-113664370-10
NR12083--MA0591.1.Bach1::Mafk	chr8	123287513	123287527	+	0.000	0.000	Merged-chr8-123287508-25
NR1507--MA0495.2.MAFF	chr10	88783292	88783312	-	0.000	0.000	Merged-chr10-88783253-12
NR11170--MA0591.1.Bach1::Mafk	chr7	83671782	83671796	+	0.000	0.000	Merged-chr7-83671717-3
NR873--MA0089.1.MAFG::NFE2L1	chr1	171629077	171629082	-	0.000	0.000	Merged-chr1-171629248-54
NR6488--MA0591.1.Bach1::Mafk	chr2	31239514	31239528	+	0.000	0.000	Merged-chr2-31239481-10
NR11044--MA0496.2.MAFK	chr7	63919523	63919541	+	0.000	0.000	Merged-chr7-63919556-12
NR5338--MA0591.1.Bach1::Mafk	chr17	47564742	47564756	+	0.000	0.000	Merged-chr17-47564757-20
NR1569--MA0089.1.MAFG::NFE2L1	chr10	96237270	96237275	-	0.000	0.000	Merged-chr10-96237123-5
NR2503--MA0495.2.MAFF	chr12	25256485	25256505	+	0.000	0.000	Merged-chr12-25256439-11
NR12063--MA0495.2.MAFF	chr8	122299743	122299763	+	0.000	0.000	Merged-chr8-122299759-10
NR5898--MA0495.2.MAFF	chr18	70462882	70462902	-	0.000	0.000	Merged-chr18-70462917-22
NR7710--MA0496.2.MAFK	chr3	52866480	52866498	+	0.000	0.000	Merged-chr3-52866362-11
NR5177--MA0501.1.MAF::NFE2	chr17	12039410	12039424	+	0.000	0.000	Merged-chr17-12039403-15
NR11811--MA0089.1.MAFG::NFE2L1	chr8	77482153	77482158	+	0.000	0.000	Merged-chr8-77482121-16
NR11342--MA0591.1.Bach1::Mafk	chr7	115311006	115311020	-	0.000	0.000	Merged-chr7-115311049-7
NR8950--MA0089.1.MAFG::NFE2L1	chr4	134547510	134547515	+	0.000	0.000	Merged-chr4-134547498-8
NR10626--MA0496.2.MAFK	chr6	134856076	134856094	+	0.000	0.000	Merged-chr6-134856256-11
NR12007--MA0501.1.MAF::NFE2	chr8	115408605	115408619	-	0.000	0.000	Merged-chr8-115408581-14
NR8959--MA0501.1.MAF::NFE2	chr4	135493523	135493537	-	0.000	0.000	Merged-chr4-135493487-11
NR10680--MA0501.1.MAF::NFE2	chr6	140305667	140305681	+	0.000	0.000	Merged-chr6-140305740-13
NR9081--MA0591.1.Bach1::Mafk	chr4	147579611	147579625	-	0.000	0.000	Merged-chr4-147579504-4
NR12666--MA0089.1.MAFG::NFE2L1	chr9	105502606	105502611	-	0.000	0.000	Merged-chr9-105502533-10
NR8783--MA0501.1.MAF::NFE2	chr4	108826237	108826251	+	0.000	0.000	Merged-chr4-108826101-25
NR606--MA0496.2.MAFK	chr1	136423390	136423408	-	0.000	0.000	Merged-chr1-136423367-9
NR3800--MA0089.1.MAFG::NFE2L1	chr14	54146777	54146782	-	0.000	0.000	Merged-chr14-54146707-32
NR870--MA0496.2.MAFK	chr1	171627886	171627904	-	0.000	0.000	Merged-chr1-171628029-22
NR6223--MA0089.1.MAFG::NFE2L1	chr19	42305982	42305987	+	0.000	0.000	Merged-chr19-42305883-1
NR4440--MA0089.1.MAFG::NFE2L1	chr15	80216733	80216738	-	0.000	0.000	Merged-chr15-80216610-25
NR9628--MA0089.1.MAFG::NFE2L1	chr5	107759290	107759295	+	0.000	0.000	Merged-chr5-107759301-16
NR5375--MA0501.1.MAF::NFE2	chr17	57183022	57183036	-	0.000	0.000	Merged-chr17-57183114-28
NR10592--MA0089.1.MAFG::NFE2L1	chr6	130627378	130627383	-	0.000	0.000	Merged-chr6-130627344-1
NR580--MA0089.1.MAFG::NFE2L1	chr1	134473336	134473341	+	0.000	0.000	Merged-chr1-134473303-4
NR7098--MA0495.2.MAFF	chr2	128365990	128366010	+	0.000	0.000	Merged-chr2-128365920-27
NR2985--MA0089.1.MAFG::NFE2L1	chr12	117348646	117348651	+	0.000	0.000	Merged-chr12-117348724-32
NR12988--MA0659.1.MAFG	chrX	142792380	142792400	+	0.000	0.000	Merged-chrX-142792362-24
NR7998--MA0495.2.MAFF	chr3	109352529	109352549	+	0.000	0.000	Merged-chr3-109352543-53
NR12360--MA0089.1.MAFG::NFE2L1	chr9	55102276	55102281	+	0.000	0.000	Merged-chr9-55102396-26
NR5897--MA0501.1.MAF::NFE2	chr18	70458226	70458240	-	0.000	0.000	Merged-chr18-70458236-15
NR5830--MA0501.1.MAF::NFE2	chr18	62163121	62163135	+	0.000	0.000	Merged-chr18-62163179-10
NR12199--MA0089.1.MAFG::NFE2L1	chr9	14185751	14185756	+	0.000	0.000	Merged-chr9-14185865-8
NR7221--MA0659.1.MAFG	chr2	144245718	144245738	+	0.000	0.000	Merged-chr2-144245539-27
NR12990--MA0496.2.MAFK	chrX	142792381	142792399	+	0.000	0.000	Merged-chrX-142792362-24
NR3044--MA0089.1.MAFG::NFE2L1	chr13	8400881	8400886	+	0.000	0.000	Merged-chr13-8400702-31
NR11356--MA0501.1.MAF::NFE2	chr7	117449844	117449858	-	0.000	0.000	Merged-chr7-117449738-12
NR2190--MA0089.1.MAFG::NFE2L1	chr11	95351135	95351140	-	0.000	0.000	Merged-chr11-95351110-19
NR6125--MA0495.2.MAFF	chr19	21785904	21785924	+	0.000	0.000	Merged-chr19-21785964-7
NR9624--MA0089.1.MAFG::NFE2L1	chr5	107649020	107649025	+	0.000	0.000	Merged-chr5-107649073-49
NR6515--MA0501.1.MAF::NFE2	chr2	34508772	34508786	-	0.000	0.000	Merged-chr2-34508742-2
NR10294--MA0501.1.MAF::NFE2	chr6	95712230	95712244	-	0.000	0.000	Merged-chr6-95712332-22
NR11442--MA0089.1.MAFG::NFE2L1	chr7	125511602	125511607	-	0.000	0.000	Merged-chr7-125511628-40
NR6323--MA0591.1.Bach1::Mafk	chr19	58358286	58358300	-	0.000	0.000	Merged-chr19-58358384-21
NR4735--MA0117.2.Mafb	chr16	30948338	30948349	-	0.000	0.000	Merged-chr16-30948411-38
NR2466--MA0659.1.MAFG	chr12	12278413	12278433	+	0.000	0.000	Merged-chr12-12278395-37
NR9814--MA0591.1.Bach1::Mafk	chr5	137870853	137870867	+	0.000	0.000	Merged-chr5-137870793-17
NR5114--MA0089.1.MAFG::NFE2L1	chr16	96940692	96940697	+	0.000	0.000	Merged-chr16-96940530-1
NR12875--MA0089.1.MAFG::NFE2L1	chrX	50565195	50565200	-	0.000	0.000	Merged-chrX-50565283-19
NR9865--MA0495.2.MAFF	chr5	146655355	146655375	-	0.000	0.000	Merged-chr5-146655552-37
NR11831--MA0089.1.MAFG::NFE2L1	chr8	81756826	81756831	+	0.000	0.000	Merged-chr8-81756964-44
NR2502--MA0089.1.MAFG::NFE2L1	chr12	25250232	25250237	-	0.000	0.000	Merged-chr12-25250156-1
NR6465--MA0496.2.MAFK	chr2	27693884	27693902	+	0.000	0.000	Merged-chr2-27693880-30
NR352--MA0496.2.MAFK	chr1	85982153	85982171	+	0.000	0.000	Merged-chr1-85981995-4
NR11142--MA0117.2.Mafb	chr7	81319849	81319860	+	0.000	0.000	Merged-chr7-81320014-23
NR9722--MA0089.1.MAFG::NFE2L1	chr5	122163514	122163519	+	0.000	0.000	Merged-chr5-122163401-39
NR2500--MA0591.1.Bach1::Mafk	chr12	25211459	25211473	+	0.000	0.000	Merged-chr12-25211568-13
NR702--MA0495.2.MAFF	chr1	153304719	153304739	+	0.000	0.000	Merged-chr1-153304811-42
NR3531--MA0089.1.MAFG::NFE2L1	chr13	107866816	107866821	+	0.000	0.000	Merged-chr13-107866970-30
NR4460--MA0089.1.MAFG::NFE2L1	chr15	81819851	81819856	+	0.000	0.000	Merged-chr15-81819861-26
NR5832--MA0496.2.MAFK	chr18	62163116	62163134	-	0.000	0.000	Merged-chr18-62163179-10
NR124--MA0496.2.MAFK	chr1	43888561	43888579	-	0.000	0.000	Merged-chr1-43888618-32
NR8455--MA0659.1.MAFG	chr4	40785958	40785978	+	0.000	0.000	Merged-chr4-40785986-16
NR6730--MA0495.2.MAFF	chr2	79122643	79122663	+	0.000	0.000	Merged-chr2-79122721-3
NR8222--MA0117.2.Mafb	chr3	143936478	143936489	-	0.000	0.000	Merged-chr3-143936594-7
NR2419--MA0501.1.MAF::NFE2	chr11	121039351	121039365	-	0.000	0.000	Merged-chr11-121039238-62
NR10078--MA0501.1.MAF::NFE2	chr6	52703449	52703463	+	0.000	0.000	Merged-chr6-52703457-14
NR2227--MA0496.2.MAFK	chr11	101199676	101199694	-	0.000	0.000	Merged-chr11-101199720-6
NR9664--MA0495.2.MAFF	chr5	113664320	113664340	+	0.000	0.000	Merged-chr5-113664370-10
NR12261--MA0501.1.MAF::NFE2	chr9	32521408	32521422	+	0.000	0.000	Merged-chr9-32521383-3
NR12454--MA0496.2.MAFK	chr9	72097292	72097310	+	0.000	0.000	Merged-chr9-72097262-35
NR971--MA0591.1.Bach1::Mafk	chr1	182543296	182543310	-	0.000	0.000	Merged-chr1-182543382-10
NR11782--MA0591.1.Bach1::Mafk	chr8	71587146	71587160	+	0.000	0.000	Merged-chr8-71587200-14
NR5601--MA0089.1.MAFG::NFE2L1	chr18	4305050	4305055	+	0.000	0.000	Merged-chr18-4305032-14
NR6154--MA0089.1.MAFG::NFE2L1	chr19	29391488	29391493	+	0.000	0.000	Merged-chr19-29391437-12
NR11803--MA0496.2.MAFK	chr8	75202262	75202280	+	0.000	0.000	Merged-chr8-75202303-18
NR9559--MA0089.1.MAFG::NFE2L1	chr5	96948964	96948969	+	0.000	0.000	Merged-chr5-96949155-39
NR3657--MA0089.1.MAFG::NFE2L1	chr14	8345647	8345652	+	0.000	0.000	Merged-chr14-8345507-1
NR6129--MA0501.1.MAF::NFE2	chr19	21785904	21785918	-	0.000	0.000	Merged-chr19-21785964-7
NR3166--MA0089.1.MAFG::NFE2L1	chr13	44807384	44807389	-	0.000	0.000	Merged-chr13-44807320-10
NR8444--MA0496.2.MAFK	chr4	33791656	33791674	+	0.000	0.000	Merged-chr4-33791808-5
NR6947--MA0089.1.MAFG::NFE2L1	chr2	118159735	118159740	+	0.000	0.000	Merged-chr2-118159783-1
NR12907--MA0501.1.MAF::NFE2	chrX	77801768	77801782	+	0.000	0.000	Merged-chrX-77801758-16
NR199--MA0591.1.Bach1::Mafk	chr1	60875488	60875502	+	0.000	0.000	Merged-chr1-60875356-55
NR1777--MA0501.1.MAF::NFE2	chr10	127229306	127229320	-	0.000	0.000	Merged-chr10-127229219-13
NR2469--MA0496.2.MAFK	chr12	12278414	12278432	+	0.000	0.000	Merged-chr12-12278395-37
NR1998--MA0591.1.Bach1::Mafk	chr11	61030109	61030123	-	0.000	0.000	Merged-chr11-61030137-9
NR10311--MA0495.2.MAFF	chr6	99435314	99435334	-	0.000	0.000	Merged-chr6-99435291-39
NR8574--MA0496.2.MAFK	chr4	62696111	62696129	+	0.000	0.000	Merged-chr4-62695960-32
NR5618--MA0496.2.MAFK	chr18	10744228	10744246	-	0.000	0.000	Merged-chr18-10744169-16
NR1716--MA0501.1.MAF::NFE2	chr10	118628167	118628181	+	0.000	0.000	Merged-chr10-118628235-24
NR5487--MA0501.1.MAF::NFE2	chr17	79616788	79616802	-	0.000	0.000	Merged-chr17-79616795-12
NR6509--MA0659.1.MAFG	chr2	34140005	34140025	-	0.000	0.000	Merged-chr2-34139840-30
NR9355--MA0089.1.MAFG::NFE2L1	chr5	44220711	44220716	-	0.000	0.000	Merged-chr5-44220668-26
NR12291--MA0089.1.MAFG::NFE2L1	chr9	43095839	43095844	-	0.000	0.000	Merged-chr9-43095855-1
NR9650--MA0591.1.Bach1::Mafk	chr5	112227401	112227415	+	0.000	0.000	Merged-chr5-112227442-20
NR7106--MA0089.1.MAFG::NFE2L1	chr2	128401353	128401358	-	0.000	0.000	Merged-chr2-128401504-24
NR11139--MA0591.1.Bach1::Mafk	chr7	80821097	80821111	+	0.000	0.000	Merged-chr7-80821063-7
NR1776--MA0659.1.MAFG	chr10	127229321	127229341	+	0.000	0.000	Merged-chr10-127229219-13
NR12369--MA0501.1.MAF::NFE2	chr9	57288681	57288695	+	0.000	0.000	Merged-chr9-57288731-24
NR8458--MA0496.2.MAFK	chr4	40785959	40785977	-	0.000	0.000	Merged-chr4-40785986-16
NR6178--MA0089.1.MAFG::NFE2L1	chr19	32935826	32935831	-	0.000	0.000	Merged-chr19-32935830-20
NR7528--MA0501.1.MAF::NFE2	chr2	173385434	173385448	+	0.000	0.000	Merged-chr2-173385310-1
NR8630--MA0591.1.Bach1::Mafk	chr4	88045003	88045017	+	0.000	0.000	Merged-chr4-88045023-3
NR1221--MA0659.1.MAFG	chr10	25185492	25185512	+	0.000	0.000	Merged-chr10-25185355-12
NR11360--MA0089.1.MAFG::NFE2L1	chr7	117988649	117988654	-	0.000	0.000	Merged-chr7-117988670-8
NR7095--MA0501.1.MAF::NFE2	chr2	128111947	128111961	-	0.000	0.000	Merged-chr2-128111932-19
NR2225--MA0501.1.MAF::NFE2	chr11	101199681	101199695	+	0.000	0.000	Merged-chr11-101199720-6
NR9114--MA0591.1.Bach1::Mafk	chr4	150894697	150894711	-	0.000	0.000	Merged-chr4-150894695-19
NR3170--MA0496.2.MAFK	chr13	45443021	45443039	+	0.000	0.000	Merged-chr13-45443236-24
NR2018--MA0501.1.MAF::NFE2	chr11	62815700	62815714	+	0.000	0.000	Merged-chr11-62815685-10
NR7092--MA0089.1.MAFG::NFE2L1	chr2	127312816	127312821	-	0.000	0.000	Merged-chr2-127312939-16
NR8042--MA0496.2.MAFK	chr3	121946882	121946900	+	0.000	0.000	Merged-chr3-121946709-4
NR11869--MA0117.2.Mafb	chr8	87609903	87609914	-	0.000	0.000	Merged-chr8-87609985-1
NR4475--MA0496.2.MAFK	chr15	82906878	82906896	+	0.000	0.000	Merged-chr15-82906941-10
NR1417--MA0089.1.MAFG::NFE2L1	chr10	76542916	76542921	+	0.000	0.000	Merged-chr10-76543066-52
NR2858--MA0501.1.MAF::NFE2	chr12	108811335	108811349	-	0.000	0.000	Merged-chr12-108811310-19
NR8120--MA0089.1.MAFG::NFE2L1	chr3	133614202	133614207	-	0.000	0.000	Merged-chr3-133614378-37
NR12984--MA0495.2.MAFF	chrX	142792380	142792400	+	0.000	0.000	Merged-chrX-142792362-24
NR3853--MA0089.1.MAFG::NFE2L1	chr14	61774045	61774050	-	0.000	0.000	Merged-chr14-61773988-12
NR2433--MA0089.1.MAFG::NFE2L1	chr12	3846377	3846382	-	0.000	0.000	Merged-chr12-3846265-11
NR3700--MA0591.1.Bach1::Mafk	chr14	21137151	21137165	-	0.000	0.000	Merged-chr14-21137112-4
NR444--MA0495.2.MAFF	chr1	105292042	105292062	-	0.000	0.000	Merged-chr1-105291975-13
NR9351--MA0089.1.MAFG::NFE2L1	chr5	43824756	43824761	-	0.000	0.000	Merged-chr5-43824623-50
NR2735--MA0089.1.MAFG::NFE2L1	chr12	94085273	94085278	+	0.000	0.000	Merged-chr12-94085440-4
NR1315--MA0089.1.MAFG::NFE2L1	chr10	44403554	44403559	-	0.000	0.000	Merged-chr10-44403501-23
NR12066--MA0496.2.MAFK	chr8	122299744	122299762	-	0.000	0.000	Merged-chr8-122299759-10
NR2331--MA0089.1.MAFG::NFE2L1	chr11	114322876	114322881	-	0.000	0.000	Merged-chr11-114322815-29
NR12986--MA0117.2.Mafb	chrX	142792389	142792400	-	0.000	0.000	Merged-chrX-142792362-24
NR12413--MA0117.2.Mafb	chr9	62020524	62020535	+	0.000	0.000	Merged-chr9-62020503-14
NR11341--MA0117.2.Mafb	chr7	115311003	115311014	+	0.000	0.000	Merged-chr7-115311049-7
NR6457--MA0501.1.MAF::NFE2	chr2	26154263	26154277	+	0.000	0.000	Merged-chr2-26154226-16
NR6203--MA0496.2.MAFK	chr19	38775852	38775870	-	0.000	0.000	Merged-chr19-38775813-4
NR1587--MA0495.2.MAFF	chr10	98776481	98776501	-	0.000	0.000	Merged-chr10-98776574-38
NR10088--MA0501.1.MAF::NFE2	chr6	54116510	54116524	-	0.000	0.000	Merged-chr6-54116572-22
NR11231--MA0591.1.Bach1::Mafk	chr7	97626067	97626081	+	0.000	0.000	Merged-chr7-97625910-13
NR474--MA0501.1.MAF::NFE2	chr1	108038596	108038610	+	0.000	0.000	Merged-chr1-108038539-17
NR5143--MA0089.1.MAFG::NFE2L1	chr17	6153952	6153957	-	0.000	0.000	Merged-chr17-6153777-10
NR5026--MA0117.2.Mafb	chr16	90995165	90995176	-	0.000	0.000	Merged-chr16-90995039-12
NR6436--MA0496.2.MAFK	chr2	19628290	19628308	-	0.000	0.000	Merged-chr2-19628399-27
NR12411--MA0496.2.MAFK	chr9	62020446	62020464	+	0.000	0.000	Merged-chr9-62020503-14
NR10290--MA0495.2.MAFF	chr6	95712230	95712250	+	0.000	0.000	Merged-chr6-95712332-22
NR2040--MA0089.1.MAFG::NFE2L1	chr11	70005735	70005740	+	0.000	0.000	Merged-chr11-70005839-25
NR3527--MA0117.2.Mafb	chr13	107534043	107534054	-	0.000	0.000	Merged-chr13-107534013-23
NR1639--MA0501.1.MAF::NFE2	chr10	108331696	108331710	-	0.000	0.000	Merged-chr10-108331523-1
NR7402--MA0089.1.MAFG::NFE2L1	chr2	164017272	164017277	+	0.000	0.000	Merged-chr2-164017275-1
NR11725--MA0591.1.Bach1::Mafk	chr8	46639932	46639946	+	0.000	0.000	Merged-chr8-46640017-4
NR2053--MA0089.1.MAFG::NFE2L1	chr11	72000377	72000382	+	0.000	0.000	Merged-chr11-72000404-31
NR141--MA0501.1.MAF::NFE2	chr1	52100694	52100708	-	0.000	0.000	Merged-chr1-52100715-41
NR12423--MA0089.1.MAFG::NFE2L1	chr9	64914760	64914765	+	0.000	0.000	Merged-chr9-64914839-18
NR3168--MA0591.1.Bach1::Mafk	chr13	45443023	45443037	+	0.000	0.000	Merged-chr13-45443236-24
NR4225--MA0089.1.MAFG::NFE2L1	chr15	38447488	38447493	-	0.000	0.000	Merged-chr15-38447365-8
NR9199--MA0089.1.MAFG::NFE2L1	chr5	10866605	10866610	+	0.000	0.000	Merged-chr5-10866661-52
NR4903--MA0089.1.MAFG::NFE2L1	chr16	58709279	58709284	-	0.000	0.000	Merged-chr16-58709115-34
NR12341--MA0591.1.Bach1::Mafk	chr9	51015901	51015915	-	0.000	0.000	Merged-chr9-51015891-3
NR10624--MA0659.1.MAFG	chr6	134856075	134856095	+	0.000	0.000	Merged-chr6-134856256-11
NR3342--MA0591.1.Bach1::Mafk	chr13	75844209	75844223	+	0.000	0.000	Merged-chr13-75844274-45
NR4416--MA0117.2.Mafb	chr15	78515770	78515781	+	0.000	0.000	Merged-chr15-78515914-15
NR11129--MA0089.1.MAFG::NFE2L1	chr7	80203810	80203815	-	0.000	0.000	Merged-chr7-80203762-1
NR10766--MA0089.1.MAFG::NFE2L1	chr6	145105673	145105678	+	0.000	0.000	Merged-chr6-145105439-36
NR6399--MA0659.1.MAFG	chr2	11645493	11645513	-	0.000	0.000	Merged-chr2-11645530-22
NR4727--MA0089.1.MAFG::NFE2L1	chr16	29776107	29776112	+	0.000	0.000	Merged-chr16-29776043-7
NR7802--MA0089.1.MAFG::NFE2L1	chr3	84046515	84046520	+	0.000	0.000	Merged-chr3-84046424-40
NR6572--MA0089.1.MAFG::NFE2L1	chr2	48249599	48249604	-	0.000	0.000	Merged-chr2-48249744-17
NR446--MA0591.1.Bach1::Mafk	chr1	105292045	105292059	-	0.000	0.000	Merged-chr1-105291975-13
