#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-log2fc-1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-log2fc-1_dn.bed
NR4762--MA0089.1.MAFG::NFE2L1	chr15	97504675	97504680	+	0.000	0.000	Merged-chr15-97504522-7
NR9331--MA0089.1.MAFG::NFE2L1	chr5	67437667	67437672	+	0.000	0.000	Merged-chr5-67437495-24
NR1989--MA0089.1.MAFG::NFE2L1	chr11	44544221	44544226	-	0.000	0.000	Merged-chr11-44544227-34
NR8262--MA0501.1.MAF::NFE2	chr3	146173169	146173183	+	0.000	0.000	Merged-chr3-146173193-9
NR9324--MA0495.2.MAFF	chr5	67404581	67404601	+	0.000	0.000	Merged-chr5-67404737-28
NR12495--MA0089.1.MAFG::NFE2L1	chr9	82787439	82787444	-	0.000	0.000	Merged-chr9-82787525-14
NR8400--MA0089.1.MAFG::NFE2L1	chr4	7112369	7112374	+	0.000	0.000	Merged-chr4-7112485-9
NR2539--MA0089.1.MAFG::NFE2L1	chr11	119352198	119352203	-	0.000	0.000	Merged-chr11-119352427-33
NR2160--MA0496.2.MAFK	chr11	72941084	72941102	-	0.000	0.000	Merged-chr11-72940930-27
NR3929--MA0501.1.MAF::NFE2	chr14	20846165	20846179	-	0.000	0.000	Merged-chr14-20846065-30
NR9687--MA0495.2.MAFF	chr5	118620495	118620515	-	0.000	0.000	Merged-chr5-118620530-42
NR9644--MA0089.1.MAFG::NFE2L1	chr5	115084914	115084919	-	0.000	0.000	Merged-chr5-115085067-14
NR9371--MA0591.1.Bach1::Mafk	chr5	74471052	74471066	-	0.000	0.000	Merged-chr5-74471085-11
NR3291--MA0495.2.MAFF	chr13	24515259	24515279	-	0.000	0.000	Merged-chr13-24515324-15
NR2382--MA0501.1.MAF::NFE2	chr11	106493408	106493422	-	0.000	0.000	Merged-chr11-106493297-20
NR6571--MA0501.1.MAF::NFE2	chr2	27740436	27740450	-	0.000	0.000	Merged-chr2-27740391-16
NR1319--MA0089.1.MAFG::NFE2L1	chr10	44069388	44069393	+	0.000	0.000	Merged-chr10-44069344-19
NR9689--MA0659.1.MAFG	chr5	118620495	118620515	-	0.000	0.000	Merged-chr5-118620530-42
NR4381--MA0495.2.MAFF	chr15	11952477	11952497	-	0.000	0.000	Merged-chr15-11952376-20
NR636--MA0089.1.MAFG::NFE2L1	chr1	153645468	153645473	-	0.000	0.000	Merged-chr1-153645501-10
NR12302--MA0501.1.MAF::NFE2	chr9	44999344	44999358	+	0.000	0.000	Merged-chr9-44999415-9
NR11173--MA0089.1.MAFG::NFE2L1	chr7	97463559	97463564	+	0.000	0.000	Merged-chr7-97463655-18
NR2220--MA0089.1.MAFG::NFE2L1	chr11	79654578	79654583	-	0.000	0.000	Merged-chr11-79654538-19
NR232--MA0089.1.MAFG::NFE2L1	chr1	69548609	69548614	+	0.000	0.000	Merged-chr1-69548718-45
NR2926--MA0089.1.MAFG::NFE2L1	chr12	100871394	100871399	+	0.000	0.000	Merged-chr12-100871436-2
NR3720--MA0591.1.Bach1::Mafk	chr13	109238839	109238853	+	0.000	0.000	Merged-chr13-109238823-1
NR11947--MA0501.1.MAF::NFE2	chr8	107574918	107574932	-	0.000	0.000	Merged-chr8-107575004-5
NR6253--MA0501.1.MAF::NFE2	chr19	33160060	33160074	+	0.000	0.000	Merged-chr19-33160221-22
NR2412--MA0495.2.MAFF	chr11	109744078	109744098	+	0.000	0.000	Merged-chr11-109744155-21
NR5887--MA0496.2.MAFK	chr18	55107148	55107166	-	0.000	0.000	Merged-chr18-55107186-34
NR8928--MA0089.1.MAFG::NFE2L1	chr4	141419643	141419648	-	0.000	0.000	Merged-chr4-141419764-31
NR1100--MA0117.2.Mafb	chr1	192742073	192742084	-	0.000	0.000	Merged-chr1-192742211-3
NR3385--MA0496.2.MAFK	chr13	45827704	45827722	-	0.000	0.000	Merged-chr13-45827627-7
NR6163--MA0089.1.MAFG::NFE2L1	chr19	10824348	10824353	-	0.000	0.000	Merged-chr19-10824298-4
NR2837--MA0089.1.MAFG::NFE2L1	chr12	86592793	86592798	+	0.000	0.000	Merged-chr12-86592700-17
NR2640--MA0496.2.MAFK	chr12	26185251	26185269	+	0.000	0.000	Merged-chr12-26185150-29
NR12301--MA0659.1.MAFG	chr9	44999338	44999358	-	0.000	0.000	Merged-chr9-44999415-9
NR10316--MA0496.2.MAFK	chr6	99420833	99420851	-	0.000	0.000	Merged-chr6-99420809-31
NR11350--MA0659.1.MAFG	chr7	116409582	116409602	+	0.000	0.000	Merged-chr7-116409560-37
NR10903--MA0495.2.MAFF	chr7	30000772	30000792	-	0.000	0.000	Merged-chr7-30000834-5
NR6392--MA0501.1.MAF::NFE2	chr19	57329142	57329156	+	0.000	0.000	Merged-chr19-57329037-3
NR3207--MA0591.1.Bach1::Mafk	chr13	9082706	9082720	-	0.000	0.000	Merged-chr13-9082570-19
NR2633--MA0089.1.MAFG::NFE2L1	chr12	25362914	25362919	-	0.000	0.000	Merged-chr12-25363030-6
NR9666--MA0089.1.MAFG::NFE2L1	chr5	115526591	115526596	+	0.000	0.000	Merged-chr5-115526646-4
NR8506--MA0117.2.Mafb	chr4	48073062	48073073	+	0.000	0.000	Merged-chr4-48073233-8
NR5942--MA0495.2.MAFF	chr18	65207395	65207415	+	0.000	0.000	Merged-chr18-65207601-18
NR7417--MA0089.1.MAFG::NFE2L1	chr2	166399330	166399335	+	0.000	0.000	Merged-chr2-166399399-25
NR12627--MA0089.1.MAFG::NFE2L1	chr9	96754397	96754402	-	0.000	0.000	Merged-chr9-96754558-43
NR3382--MA0591.1.Bach1::Mafk	chr13	45827706	45827720	+	0.000	0.000	Merged-chr13-45827627-7
NR10908--MA0495.2.MAFF	chr7	30000836	30000856	+	0.000	0.000	Merged-chr7-30000834-5
NR5828--MA0501.1.MAF::NFE2	chr18	39835789	39835803	+	0.000	0.000	Merged-chr18-39835954-30
NR730--MA0089.1.MAFG::NFE2L1	chr1	163411973	163411978	+	0.000	0.000	Merged-chr1-163411894-2
NR1280--MA0117.2.Mafb	chr10	39293245	39293256	+	0.000	0.000	Merged-chr10-39293099-66
NR1267--MA0659.1.MAFG	chr10	34096552	34096572	-	0.000	0.000	Merged-chr10-34096665-20
NR10167--MA0659.1.MAFG	chr6	67014762	67014782	-	0.000	0.000	Merged-chr6-67014748-19
NR1426--MA0089.1.MAFG::NFE2L1	chr10	76270398	76270403	-	0.000	0.000	Merged-chr10-76270300-7
NR10855--MA0089.1.MAFG::NFE2L1	chr7	24945352	24945357	+	0.000	0.000	Merged-chr7-24945337-3
NR7529--MA0591.1.Bach1::Mafk	chr2	177897153	177897167	+	0.000	0.000	Merged-chr2-177897114-64
NR11353--MA0496.2.MAFK	chr7	116409583	116409601	-	0.000	0.000	Merged-chr7-116409560-37
NR7528--MA0089.1.MAFG::NFE2L1	chr2	177897167	177897172	-	0.000	0.000	Merged-chr2-177897114-64
NR4991--MA0089.1.MAFG::NFE2L1	chr16	51887525	51887530	+	0.000	0.000	Merged-chr16-51887577-12
NR12461--MA0496.2.MAFK	chr9	78593281	78593299	-	0.000	0.000	Merged-chr9-78593326-11
NR9382--MA0591.1.Bach1::Mafk	chr5	77086718	77086732	-	0.000	0.000	Merged-chr5-77086649-7
NR8458--MA0117.2.Mafb	chr4	26338671	26338682	-	0.000	0.000	Merged-chr4-26338850-16
NR9360--MA0659.1.MAFG	chr5	74456858	74456878	+	0.000	0.000	Merged-chr5-74456993-19
NR1475--MA0591.1.Bach1::Mafk	chr10	83094424	83094438	-	0.000	0.000	Merged-chr10-83094341-29
NR1159--MA0089.1.MAFG::NFE2L1	chr10	8415554	8415559	-	0.000	0.000	Merged-chr10-8415419-33
NR8077--MA0089.1.MAFG::NFE2L1	chr3	129588849	129588854	-	0.000	0.000	Merged-chr3-129588899-30
NR11772--MA0501.1.MAF::NFE2	chr8	70635680	70635694	-	0.000	0.000	Merged-chr8-70635559-11
NR9769--MA0591.1.Bach1::Mafk	chr5	136179727	136179741	+	0.000	0.000	Merged-chr5-136179761-8
NR2980--MA0117.2.Mafb	chr12	106777779	106777790	-	0.000	0.000	Merged-chr12-106777834-6
NR6481--MA0089.1.MAFG::NFE2L1	chr2	11534844	11534849	+	0.000	0.000	Merged-chr2-11534930-5
NR12747--MA0089.1.MAFG::NFE2L1	chr9	115134830	115134835	+	0.000	0.000	Merged-chr9-115134877-14
NR4838--MA0089.1.MAFG::NFE2L1	chr16	10976318	10976323	+	0.000	0.000	Merged-chr16-10976349-23
NR750--MA0089.1.MAFG::NFE2L1	chr1	164665797	164665802	+	0.000	0.000	Merged-chr1-164665875-3
NR9925--MA0501.1.MAF::NFE2	chr6	6577517	6577531	+	0.000	0.000	Merged-chr6-6577639-1
NR2992--MA0495.2.MAFF	chr12	107405029	107405049	-	0.000	0.000	Merged-chr12-107404973-19
NR5941--MA0089.1.MAFG::NFE2L1	chr18	65189404	65189409	-	0.000	0.000	Merged-chr18-65189388-18
NR6870--MA0089.1.MAFG::NFE2L1	chr2	83762333	83762338	-	0.000	0.000	Merged-chr2-83762342-13
NR10820--MA0591.1.Bach1::Mafk	chr7	16326350	16326364	+	0.000	0.000	Merged-chr7-16326408-27
NR3403--MA0089.1.MAFG::NFE2L1	chr13	51325654	51325659	+	0.000	0.000	Merged-chr13-51325526-1
NR5261--MA0089.1.MAFG::NFE2L1	chr16	97002607	97002612	-	0.000	0.000	Merged-chr16-97002537-1
NR9335--MA0501.1.MAF::NFE2	chr5	67437637	67437651	+	0.000	0.000	Merged-chr5-67437495-24
NR4133--MA0591.1.Bach1::Mafk	chr14	74797639	74797653	+	0.000	0.000	Merged-chr14-74797519-9
NR6215--MA0089.1.MAFG::NFE2L1	chr19	23388577	23388582	-	0.000	0.000	Merged-chr19-23388451-6
NR9363--MA0496.2.MAFK	chr5	74456859	74456877	-	0.000	0.000	Merged-chr5-74456993-19
NR2158--MA0501.1.MAF::NFE2	chr11	72941083	72941097	-	0.000	0.000	Merged-chr11-72940930-27
NR6806--MA0089.1.MAFG::NFE2L1	chr2	69003121	69003126	+	0.000	0.000	Merged-chr2-69003152-17
NR10973--MA0591.1.Bach1::Mafk	chr7	49762896	49762910	+	0.000	0.000	Merged-chr7-49762758-15
NR10688--MA0117.2.Mafb	chr6	143176979	143176990	-	0.000	0.000	Merged-chr6-143176847-16
NR2801--MA0591.1.Bach1::Mafk	chr12	81845115	81845129	-	0.000	0.000	Merged-chr12-81845150-28
NR3427--MA0089.1.MAFG::NFE2L1	chr13	53390276	53390281	-	0.000	0.000	Merged-chr13-53390437-27
NR9368--MA0496.2.MAFK	chr5	74470990	74471008	+	0.000	0.000	Merged-chr5-74471085-11
NR3516--MA0117.2.Mafb	chr13	81013330	81013341	+	0.000	0.000	Merged-chr13-81013354-1
NR330--MA0496.2.MAFK	chr1	88497496	88497514	-	0.000	0.000	Merged-chr1-88497619-10
NR2415--MA0496.2.MAFK	chr11	109744079	109744097	+	0.000	0.000	Merged-chr11-109744155-21
NR1831--MA0089.1.MAFG::NFE2L1	chr10	127178892	127178897	-	0.000	0.000	Merged-chr10-127178772-9
NR2760--MA0089.1.MAFG::NFE2L1	chr12	71897749	71897754	+	0.000	0.000	Merged-chr12-71897525-19
NR6390--MA0495.2.MAFF	chr19	57329136	57329156	-	0.000	0.000	Merged-chr19-57329037-3
NR10163--MA0495.2.MAFF	chr6	67014762	67014782	-	0.000	0.000	Merged-chr6-67014748-19
NR8588--MA0089.1.MAFG::NFE2L1	chr4	83380667	83380672	-	0.000	0.000	Merged-chr4-83380604-15
NR11347--MA0495.2.MAFF	chr7	116409582	116409602	+	0.000	0.000	Merged-chr7-116409560-37
NR2686--MA0089.1.MAFG::NFE2L1	chr12	40460003	40460008	+	0.000	0.000	Merged-chr12-40459917-13
NR7846--MA0089.1.MAFG::NFE2L1	chr3	96306520	96306525	-	0.000	0.000	Merged-chr3-96306635-3
NR327--MA0591.1.Bach1::Mafk	chr1	88497498	88497512	-	0.000	0.000	Merged-chr1-88497619-10
NR3203--MA0117.2.Mafb	chr13	8742921	8742932	+	0.000	0.000	Merged-chr13-8742974-25
NR12041--MA0501.1.MAF::NFE2	chr8	122772825	122772839	-	0.000	0.000	Merged-chr8-122772813-21
NR12455--MA0495.2.MAFF	chr9	78593280	78593300	-	0.000	0.000	Merged-chr9-78593326-11
NR1180--MA0117.2.Mafb	chr10	16742433	16742444	-	0.000	0.000	Merged-chr10-16742341-18
NR3208--MA0659.1.MAFG	chr13	9082703	9082723	+	0.000	0.000	Merged-chr13-9082570-19
NR5838--MA0495.2.MAFF	chr18	43492936	43492956	+	0.000	0.000	Merged-chr18-43493033-11
NR8875--MA0089.1.MAFG::NFE2L1	chr4	133680330	133680335	-	0.000	0.000	Merged-chr4-133680421-5
NR4438--MA0591.1.Bach1::Mafk	chr15	37192981	37192995	+	0.000	0.000	Merged-chr15-37193081-4
NR10217--MA0501.1.MAF::NFE2	chr6	83478815	83478829	+	0.000	0.000	Merged-chr6-83478852-15
NR6611--MA0089.1.MAFG::NFE2L1	chr2	34945686	34945691	-	0.000	0.000	Merged-chr2-34945759-18
NR5972--MA0089.1.MAFG::NFE2L1	chr18	70678712	70678717	+	0.000	0.000	Merged-chr18-70678715-18
NR1268--MA0496.2.MAFK	chr10	34096553	34096571	+	0.000	0.000	Merged-chr10-34096665-20
NR12387--MA0089.1.MAFG::NFE2L1	chr9	66667313	66667318	-	0.000	0.000	Merged-chr9-66667231-9
NR9325--MA0495.2.MAFF	chr5	67404581	67404601	-	0.000	0.000	Merged-chr5-67404737-28
NR13072--MA0501.1.MAF::NFE2	chrY	1244631	1244645	+	0.000	0.000	Merged-chrY-1244513-1
NR138--MA0591.1.Bach1::Mafk	chr1	55489650	55489664	+	0.000	0.000	Merged-chr1-55489612-12
NR6570--MA0591.1.Bach1::Mafk	chr2	27740439	27740453	-	0.000	0.000	Merged-chr2-27740391-16
NR10312--MA0495.2.MAFF	chr6	99420832	99420852	+	0.000	0.000	Merged-chr6-99420809-31
NR139--MA0089.1.MAFG::NFE2L1	chr1	55489689	55489694	-	0.000	0.000	Merged-chr1-55489612-12
NR6824--MA0089.1.MAFG::NFE2L1	chr2	71843497	71843502	+	0.000	0.000	Merged-chr2-71843530-15
NR2780--MA0089.1.MAFG::NFE2L1	chr12	76305069	76305074	+	0.000	0.000	Merged-chr12-76305169-2
NR11771--MA0659.1.MAFG	chr8	70635680	70635700	+	0.000	0.000	Merged-chr8-70635559-11
NR12295--MA0495.2.MAFF	chr9	44999338	44999358	+	0.000	0.000	Merged-chr9-44999415-9
NR3294--MA0659.1.MAFG	chr13	24515259	24515279	+	0.000	0.000	Merged-chr13-24515324-15
NR3458--MA0089.1.MAFG::NFE2L1	chr13	63411879	63411884	-	0.000	0.000	Merged-chr13-63411826-2
NR10974--MA0501.1.MAF::NFE2	chr7	49762883	49762897	+	0.000	0.000	Merged-chr7-49762758-15
NR9333--MA0591.1.Bach1::Mafk	chr5	67437634	67437648	+	0.000	0.000	Merged-chr5-67437495-24
NR4474--MA0089.1.MAFG::NFE2L1	chr15	50651979	50651984	-	0.000	0.000	Merged-chr15-50651925-26
NR12470--MA0089.1.MAFG::NFE2L1	chr9	79962151	79962156	+	0.000	0.000	Merged-chr9-79962043-27
NR1996--MA0501.1.MAF::NFE2	chr11	46458125	46458139	-	0.000	0.000	Merged-chr11-46458055-5
NR12297--MA0117.2.Mafb	chr9	44999347	44999358	-	0.000	0.000	Merged-chr9-44999415-9
NR10712--MA0089.1.MAFG::NFE2L1	chr6	144182984	144182989	-	0.000	0.000	Merged-chr6-144182833-5
NR10910--MA0659.1.MAFG	chr7	30000836	30000856	+	0.000	0.000	Merged-chr7-30000834-5
NR511--MA0501.1.MAF::NFE2	chr1	131755079	131755093	+	0.000	0.000	Merged-chr1-131755018-5
NR5313--MA0089.1.MAFG::NFE2L1	chr17	13564981	13564986	-	0.000	0.000	Merged-chr17-13564978-21
NR12017--MA0089.1.MAFG::NFE2L1	chr8	120716137	120716142	-	0.000	0.000	Merged-chr8-120716115-9
NR9941--MA0117.2.Mafb	chr6	8299319	8299330	+	0.000	0.000	Merged-chr6-8299314-15
NR1678--MA0501.1.MAF::NFE2	chr10	111444440	111444454	-	0.000	0.000	Merged-chr10-111444388-2
NR12294--MA0089.1.MAFG::NFE2L1	chr9	44582570	44582575	-	0.000	0.000	Merged-chr9-44582588-15
NR11351--MA0659.1.MAFG	chr7	116409582	116409602	-	0.000	0.000	Merged-chr7-116409560-37
NR2513--MA0591.1.Bach1::Mafk	chr11	116866099	116866113	-	0.000	0.000	Merged-chr11-116866223-5
NR9375--MA0496.2.MAFK	chr5	74471050	74471068	+	0.000	0.000	Merged-chr5-74471085-11
NR10649--MA0089.1.MAFG::NFE2L1	chr6	141595593	141595598	-	0.000	0.000	Merged-chr6-141595501-1
NR12299--MA0591.1.Bach1::Mafk	chr9	44999341	44999355	-	0.000	0.000	Merged-chr9-44999415-9
NR2187--MA0501.1.MAF::NFE2	chr11	76770747	76770761	+	0.000	0.000	Merged-chr11-76770779-7
NR5943--MA0495.2.MAFF	chr18	65207395	65207415	-	0.000	0.000	Merged-chr18-65207601-18
NR10909--MA0495.2.MAFF	chr7	30000836	30000856	-	0.000	0.000	Merged-chr7-30000834-5
NR6892--MA0501.1.MAF::NFE2	chr2	90528309	90528323	-	0.000	0.000	Merged-chr2-90528384-23
NR4408--MA0089.1.MAFG::NFE2L1	chr15	31117636	31117641	-	0.000	0.000	Merged-chr15-31117559-26
NR5793--MA0501.1.MAF::NFE2	chr18	32311873	32311887	-	0.000	0.000	Merged-chr18-32311918-36
NR12619--MA0089.1.MAFG::NFE2L1	chr9	96545543	96545548	-	0.000	0.000	Merged-chr9-96545653-10
NR333--MA0089.1.MAFG::NFE2L1	chr1	88699521	88699526	+	0.000	0.000	Merged-chr1-88699644-21
NR10069--MA0089.1.MAFG::NFE2L1	chr6	48788008	48788013	-	0.000	0.000	Merged-chr6-48788087-5
NR10532--MA0089.1.MAFG::NFE2L1	chr6	129552655	129552660	-	0.000	0.000	Merged-chr6-129552660-25
NR329--MA0496.2.MAFK	chr1	88497496	88497514	+	0.000	0.000	Merged-chr1-88497619-10
NR5133--MA0089.1.MAFG::NFE2L1	chr16	84477184	84477189	-	0.000	0.000	Merged-chr16-84477262-1
NR10170--MA0496.2.MAFK	chr6	67014763	67014781	-	0.000	0.000	Merged-chr6-67014748-19
NR2067--MA0501.1.MAF::NFE2	chr11	58189756	58189770	-	0.000	0.000	Merged-chr11-58189839-18
NR4581--MA0089.1.MAFG::NFE2L1	chr15	66806496	66806501	+	0.000	0.000	Merged-chr15-66806580-18
NR5997--MA0501.1.MAF::NFE2	chr18	74213965	74213979	-	0.000	0.000	Merged-chr18-74213885-15
NR1329--MA0089.1.MAFG::NFE2L1	chr10	53344081	53344086	-	0.000	0.000	Merged-chr10-53344095-9
NR2836--MA0089.1.MAFG::NFE2L1	chr12	86592686	86592691	+	0.000	0.000	Merged-chr12-86592700-17
NR6393--MA0496.2.MAFK	chr19	57329137	57329155	+	0.000	0.000	Merged-chr19-57329037-3
NR12459--MA0501.1.MAF::NFE2	chr9	78593280	78593294	-	0.000	0.000	Merged-chr9-78593326-11
NR12426--MA0089.1.MAFG::NFE2L1	chr9	75424533	75424538	+	0.000	0.000	Merged-chr9-75424594-10
NR10860--MA0496.2.MAFK	chr7	25107336	25107354	-	0.000	0.000	Merged-chr7-25107253-25
NR1314--MA0089.1.MAFG::NFE2L1	chr10	43740063	43740068	+	0.000	0.000	Merged-chr10-43739922-3
NR7275--MA0117.2.Mafb	chr2	147772828	147772839	+	0.000	0.000	Merged-chr2-147772755-1
NR10569--MA0089.1.MAFG::NFE2L1	chr6	134883908	134883913	+	0.000	0.000	Merged-chr6-134883955-22
NR6002--MA0591.1.Bach1::Mafk	chr18	75410379	75410393	-	0.000	0.000	Merged-chr18-75410439-27
NR5620--MA0089.1.MAFG::NFE2L1	chr17	83985416	83985421	-	0.000	0.000	Merged-chr17-83985583-7
NR9361--MA0659.1.MAFG	chr5	74456858	74456878	-	0.000	0.000	Merged-chr5-74456993-19
NR2730--MA0117.2.Mafb	chr12	55060478	55060489	-	0.000	0.000	Merged-chr12-55060486-57
NR9688--MA0659.1.MAFG	chr5	118620495	118620515	+	0.000	0.000	Merged-chr5-118620530-42
NR1265--MA0591.1.Bach1::Mafk	chr10	34096555	34096569	-	0.000	0.000	Merged-chr10-34096665-20
NR10975--MA0501.1.MAF::NFE2	chr7	49762899	49762913	+	0.000	0.000	Merged-chr7-49762758-15
NR12456--MA0591.1.Bach1::Mafk	chr9	78593283	78593297	-	0.000	0.000	Merged-chr9-78593326-11
NR3487--MA0089.1.MAFG::NFE2L1	chr13	70611221	70611226	-	0.000	0.000	Merged-chr13-70611194-23
NR5142--MA0089.1.MAFG::NFE2L1	chr16	84800308	84800313	+	0.000	0.000	Merged-chr16-84800124-30
NR9449--MA0495.2.MAFF	chr5	91264283	91264303	-	0.000	0.000	Merged-chr5-91264360-12
NR10481--MA0591.1.Bach1::Mafk	chr6	125541049	125541063	+	0.000	0.000	Merged-chr6-125540912-17
NR9690--MA0496.2.MAFK	chr5	118620496	118620514	+	0.000	0.000	Merged-chr5-118620530-42
NR8967--MA0501.1.MAF::NFE2	chr4	145209530	145209544	+	0.000	0.000	Merged-chr4-145209474-14
NR4373--MA0117.2.Mafb	chr15	9463659	9463670	+	0.000	0.000	Merged-chr15-9463567-25
NR7626--MA0591.1.Bach1::Mafk	chr3	27210452	27210466	-	0.000	0.000	Merged-chr3-27210457-3
NR201--MA0495.2.MAFF	chr1	64081518	64081538	+	0.000	0.000	Merged-chr1-64081598-14
NR12300--MA0659.1.MAFG	chr9	44999338	44999358	+	0.000	0.000	Merged-chr9-44999415-9
NR12250--MA0501.1.MAF::NFE2	chr9	32901451	32901465	+	0.000	0.000	Merged-chr9-32901528-39
NR2637--MA0117.2.Mafb	chr12	26185259	26185270	-	0.000	0.000	Merged-chr12-26185150-29
NR3944--MA0496.2.MAFK	chr14	27268382	27268400	-	0.000	0.000	Merged-chr14-27268313-23
NR10905--MA0501.1.MAF::NFE2	chr7	30000772	30000786	-	0.000	0.000	Merged-chr7-30000834-5
NR1677--MA0591.1.Bach1::Mafk	chr10	111444443	111444457	-	0.000	0.000	Merged-chr10-111444388-2
NR2993--MA0496.2.MAFK	chr12	107405030	107405048	+	0.000	0.000	Merged-chr12-107404973-19
NR11779--MA0117.2.Mafb	chr8	71528834	71528845	-	0.000	0.000	Merged-chr8-71528841-21
NR1595--MA0495.2.MAFF	chr10	96357117	96357137	+	0.000	0.000	Merged-chr10-96357351-35
NR9369--MA0496.2.MAFK	chr5	74470990	74471008	-	0.000	0.000	Merged-chr5-74471085-11
NR5840--MA0659.1.MAFG	chr18	43492936	43492956	+	0.000	0.000	Merged-chr18-43493033-11
NR6609--MA0089.1.MAFG::NFE2L1	chr2	34494420	34494425	-	0.000	0.000	Merged-chr2-34494375-14
NR12620--MA0089.1.MAFG::NFE2L1	chr9	96545573	96545578	-	0.000	0.000	Merged-chr9-96545653-10
NR1465--MA0591.1.Bach1::Mafk	chr10	82053777	82053791	+	0.000	0.000	Merged-chr10-82053844-6
NR3293--MA0591.1.Bach1::Mafk	chr13	24515262	24515276	+	0.000	0.000	Merged-chr13-24515324-15
NR4522--MA0089.1.MAFG::NFE2L1	chr15	59520704	59520709	-	0.000	0.000	Merged-chr15-59520520-55
NR11348--MA0495.2.MAFF	chr7	116409582	116409602	-	0.000	0.000	Merged-chr7-116409560-37
NR12303--MA0496.2.MAFK	chr9	44999339	44999357	+	0.000	0.000	Merged-chr9-44999415-9
NR5397--MA0117.2.Mafb	chr17	28366194	28366205	-	0.000	0.000	Merged-chr17-28366309-12
NR117--MA0591.1.Bach1::Mafk	chr1	43558494	43558508	-	0.000	0.000	Merged-chr1-43558472-4
NR3209--MA0659.1.MAFG	chr13	9082703	9082723	-	0.000	0.000	Merged-chr13-9082570-19
NR5839--MA0495.2.MAFF	chr18	43492936	43492956	-	0.000	0.000	Merged-chr18-43493033-11
NR164--MA0659.1.MAFG	chr1	60902847	60902867	+	0.000	0.000	Merged-chr1-60902675-29
NR1929--MA0117.2.Mafb	chr11	20661879	20661890	-	0.000	0.000	Merged-chr11-20661877-12
NR1476--MA0501.1.MAF::NFE2	chr10	83094421	83094435	-	0.000	0.000	Merged-chr10-83094341-29
NR5260--MA0089.1.MAFG::NFE2L1	chr16	96912772	96912777	+	0.000	0.000	Merged-chr16-96912864-1
NR4935--MA0089.1.MAFG::NFE2L1	chr16	38017281	38017286	-	0.000	0.000	Merged-chr16-38017190-20
NR11990--MA0089.1.MAFG::NFE2L1	chr8	116617425	116617430	+	0.000	0.000	Merged-chr8-116617441-19
NR4296--MA0591.1.Bach1::Mafk	chr14	120572331	120572345	-	0.000	0.000	Merged-chr14-120572441-59
NR10785--MA0089.1.MAFG::NFE2L1	chr7	4777053	4777058	+	0.000	0.000	Merged-chr7-4777194-35
NR3383--MA0591.1.Bach1::Mafk	chr13	45827706	45827720	-	0.000	0.000	Merged-chr13-45827627-7
NR9332--MA0117.2.Mafb	chr5	67437640	67437651	-	0.000	0.000	Merged-chr5-67437495-24
NR145--MA0501.1.MAF::NFE2	chr1	58734252	58734266	-	0.000	0.000	Merged-chr1-58734414-54
NR8285--MA0089.1.MAFG::NFE2L1	chr3	149394037	149394042	+	0.000	0.000	Merged-chr3-149393865-18
NR3147--MA0117.2.Mafb	chr12	117712684	117712695	-	0.000	0.000	Merged-chr12-117712681-21
NR2601--MA0501.1.MAF::NFE2	chr12	15932269	15932283	+	0.000	0.000	Merged-chr12-15932271-28
NR12296--MA0495.2.MAFF	chr9	44999338	44999358	-	0.000	0.000	Merged-chr9-44999415-9
NR5792--MA0591.1.Bach1::Mafk	chr18	32311876	32311890	-	0.000	0.000	Merged-chr18-32311918-36
NR3295--MA0659.1.MAFG	chr13	24515259	24515279	-	0.000	0.000	Merged-chr13-24515324-15
NR6829--MA0089.1.MAFG::NFE2L1	chr2	73547503	73547508	+	0.000	0.000	Merged-chr2-73547425-29
NR9358--MA0495.2.MAFF	chr5	74456858	74456878	+	0.000	0.000	Merged-chr5-74456993-19
NR12766--MA0089.1.MAFG::NFE2L1	chr9	117215558	117215563	+	0.000	0.000	Merged-chr9-117215431-1
NR3148--MA0089.1.MAFG::NFE2L1	chr12	117712719	117712724	-	0.000	0.000	Merged-chr12-117712681-21
NR7743--MA0089.1.MAFG::NFE2L1	chr3	79181461	79181466	+	0.000	0.000	Merged-chr3-79181699-42
NR8468--MA0591.1.Bach1::Mafk	chr4	32363656	32363670	+	0.000	0.000	Merged-chr4-32363760-31
NR8383--MA0089.1.MAFG::NFE2L1	chr4	3660133	3660138	-	0.000	0.000	Merged-chr4-3660095-25
NR10911--MA0659.1.MAFG	chr7	30000836	30000856	-	0.000	0.000	Merged-chr7-30000834-5
NR2387--MA0501.1.MAF::NFE2	chr11	106994510	106994524	+	0.000	0.000	Merged-chr11-106994404-9
NR11935--MA0089.1.MAFG::NFE2L1	chr8	105801795	105801800	+	0.000	0.000	Merged-chr8-105801857-10
NR8219--MA0089.1.MAFG::NFE2L1	chr3	143777360	143777365	-	0.000	0.000	Merged-chr3-143777288-1
