#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-log2fc-1_up.bed
NR12098--MA0501.1.MAF::NFE2	chr8	126551246	126551260	-	0.000	0.000	Merged-chr8-126551138-20
NR12849--MA0089.1.MAFG::NFE2L1	chr9	124028740	124028745	-	0.000	0.000	Merged-chr9-124028680-14
NR5176--MA0089.1.MAFG::NFE2L1	chr16	89872268	89872273	+	0.000	0.000	Merged-chr16-89872318-26
NR11175--MA0591.1.Bach1::Mafk	chr7	97626067	97626081	+	0.000	0.000	Merged-chr7-97625910-13
NR12090--MA0591.1.Bach1::Mafk	chr8	126551191	126551205	-	0.000	0.000	Merged-chr8-126551138-20
NR7823--MA0501.1.MAF::NFE2	chr3	94380006	94380020	-	0.000	0.000	Merged-chr3-94379948-32
NR12171--MA0496.2.MAFK	chr9	7501376	7501394	-	0.000	0.000	Merged-chr9-7501482-49
NR12091--MA0495.2.MAFF	chr8	126551246	126551266	+	0.000	0.000	Merged-chr8-126551138-20
NR7613--MA0496.2.MAFK	chr3	21917648	21917666	-	0.000	0.000	Merged-chr3-21917648-70
NR5274--MA0089.1.MAFG::NFE2L1	chr16	97402597	97402602	-	0.000	0.000	Merged-chr16-97402543-6
NR7259--MA0089.1.MAFG::NFE2L1	chr2	146265178	146265183	-	0.000	0.000	Merged-chr2-146265229-24
NR11121--MA0501.1.MAF::NFE2	chr7	84196453	84196467	+	0.000	0.000	Merged-chr7-84196453-50
NR76--MA0495.2.MAFF	chr1	37585875	37585895	+	0.000	0.000	Merged-chr1-37586082-40
NR10786--MA0089.1.MAFG::NFE2L1	chr7	4836448	4836453	+	0.000	0.000	Merged-chr7-4836481-36
NR11606--MA0591.1.Bach1::Mafk	chr8	10438984	10438998	+	0.000	0.000	Merged-chr8-10438986-14
NR3038--MA0089.1.MAFG::NFE2L1	chr12	112699369	112699374	+	0.000	0.000	Merged-chr12-112699364-12
NR3189--MA0117.2.Mafb	chr13	5913406	5913417	-	0.000	0.000	Merged-chr13-5913367-24
NR7690--MA0501.1.MAF::NFE2	chr3	59222498	59222512	+	0.000	0.000	Merged-chr3-59222464-17
NR6472--MA0117.2.Mafb	chr2	8965118	8965129	+	0.000	0.000	Merged-chr2-8965212-53
NR10395--MA0089.1.MAFG::NFE2L1	chr6	114644708	114644713	-	0.000	0.000	Merged-chr6-114644613-24
NR207--MA0117.2.Mafb	chr1	64486460	64486471	+	0.000	0.000	Merged-chr1-64486540-36
NR541--MA0591.1.Bach1::Mafk	chr1	138952346	138952360	+	0.000	0.000	Merged-chr1-138952405-35
NR2266--MA0591.1.Bach1::Mafk	chr11	87074104	87074118	-	0.000	0.000	Merged-chr11-87073947-35
NR6434--MA0501.1.MAF::NFE2	chr2	3445099	3445113	-	0.000	0.000	Merged-chr2-3444938-11
NR11119--MA0495.2.MAFF	chr7	84196447	84196467	-	0.000	0.000	Merged-chr7-84196453-50
NR2492--MA0495.2.MAFF	chr11	115460288	115460308	+	0.000	0.000	Merged-chr11-115460107-26
NR11810--MA0089.1.MAFG::NFE2L1	chr8	76902051	76902056	-	0.000	0.000	Merged-chr8-76902143-41
NR8897--MA0501.1.MAF::NFE2	chr4	135664668	135664682	-	0.000	0.000	Merged-chr4-135664760-27
NR488--MA0495.2.MAFF	chr1	128772711	128772731	+	0.000	0.000	Merged-chr1-128772538-19
NR2264--MA0495.2.MAFF	chr11	87074101	87074121	-	0.000	0.000	Merged-chr11-87073947-35
NR10719--MA0591.1.Bach1::Mafk	chr6	144689199	144689213	-	0.000	0.000	Merged-chr6-144689209-25
NR2797--MA0089.1.MAFG::NFE2L1	chr12	79522614	79522619	-	0.000	0.000	Merged-chr12-79522633-19
NR11120--MA0591.1.Bach1::Mafk	chr7	84196450	84196464	+	0.000	0.000	Merged-chr7-84196453-50
NR10254--MA0501.1.MAF::NFE2	chr6	89065108	89065122	+	0.000	0.000	Merged-chr6-89065226-11
NR11939--MA0495.2.MAFF	chr8	106795004	106795024	+	0.000	0.000	Merged-chr8-106794988-23
NR7161--MA0591.1.Bach1::Mafk	chr2	132004830	132004844	-	0.000	0.000	Merged-chr2-132004928-41
NR11356--MA0089.1.MAFG::NFE2L1	chr7	117090989	117090994	-	0.000	0.000	Merged-chr7-117091001-52
NR4376--MA0089.1.MAFG::NFE2L1	chr15	10583678	10583683	+	0.000	0.000	Merged-chr15-10583571-15
NR4323--MA0496.2.MAFK	chr14	122290558	122290576	-	0.000	0.000	Merged-chr14-122290582-19
NR11744--MA0591.1.Bach1::Mafk	chr8	68212140	68212154	-	0.000	0.000	Merged-chr8-68212337-24
NR8607--MA0089.1.MAFG::NFE2L1	chr4	88179470	88179475	-	0.000	0.000	Merged-chr4-88179548-21
NR6356--MA0591.1.Bach1::Mafk	chr19	53824995	53825009	+	0.000	0.000	Merged-chr19-53825131-32
NR10323--MA0117.2.Mafb	chr6	100581278	100581289	+	0.000	0.000	Merged-chr6-100581320-61
NR7958--MA0117.2.Mafb	chr3	109444223	109444234	-	0.000	0.000	Merged-chr3-109444108-35
NR11454--MA0089.1.MAFG::NFE2L1	chr7	130893287	130893292	+	0.000	0.000	Merged-chr7-130893114-41
NR12259--MA0496.2.MAFK	chr9	35475548	35475566	-	0.000	0.000	Merged-chr9-35475679-27
NR2918--MA0089.1.MAFG::NFE2L1	chr12	99610497	99610502	+	0.000	0.000	Merged-chr12-99610571-42
NR8895--MA0089.1.MAFG::NFE2L1	chr4	135567843	135567848	+	0.000	0.000	Merged-chr4-135567986-19
NR12096--MA0659.1.MAFG	chr8	126551246	126551266	+	0.000	0.000	Merged-chr8-126551138-20
NR11387--MA0501.1.MAF::NFE2	chr7	120063133	120063147	-	0.000	0.000	Merged-chr7-120063262-12
NR11163--MA0089.1.MAFG::NFE2L1	chr7	92463712	92463717	+	0.000	0.000	Merged-chr7-92463612-13
NR1686--MA0591.1.Bach1::Mafk	chr10	111957848	111957862	+	0.000	0.000	Merged-chr10-111957923-33
NR10045--MA0089.1.MAFG::NFE2L1	chr6	39725692	39725697	-	0.000	0.000	Merged-chr6-39725742-2
NR8616--MA0089.1.MAFG::NFE2L1	chr4	89178073	89178078	+	0.000	0.000	Merged-chr4-89178152-23
NR4774--MA0089.1.MAFG::NFE2L1	chr15	100060731	100060736	+	0.000	0.000	Merged-chr15-100060928-68
NR11150--MA0501.1.MAF::NFE2	chr7	89712840	89712854	-	0.000	0.000	Merged-chr7-89712844-48
NR5831--MA0495.2.MAFF	chr18	41888225	41888245	+	0.000	0.000	Merged-chr18-41888397-77
NR83--MA0496.2.MAFK	chr1	37585876	37585894	-	0.000	0.000	Merged-chr1-37586082-40
NR10245--MA0089.1.MAFG::NFE2L1	chr6	87394938	87394943	-	0.000	0.000	Merged-chr6-87395104-19
NR12256--MA0591.1.Bach1::Mafk	chr9	35475550	35475564	-	0.000	0.000	Merged-chr9-35475679-27
NR470--MA0591.1.Bach1::Mafk	chr1	127345063	127345077	+	0.000	0.000	Merged-chr1-127345077-51
NR6685--MA0501.1.MAF::NFE2	chr2	50324905	50324919	-	0.000	0.000	Merged-chr2-50324872-17
NR10967--MA0591.1.Bach1::Mafk	chr7	49335176	49335190	+	0.000	0.000	Merged-chr7-49335315-27
NR8339--MA0591.1.Bach1::Mafk	chr3	155235696	155235710	+	0.000	0.000	Merged-chr3-155235663-12
NR12099--MA0496.2.MAFK	chr8	126551247	126551265	+	0.000	0.000	Merged-chr8-126551138-20
NR8469--MA0501.1.MAF::NFE2	chr4	32424392	32424406	-	0.000	0.000	Merged-chr4-32424256-17
NR11453--MA0591.1.Bach1::Mafk	chr7	130812517	130812531	-	0.000	0.000	Merged-chr7-130812664-20
NR1156--MA0117.2.Mafb	chr10	8114751	8114762	+	0.000	0.000	Merged-chr10-8114818-9
NR2339--MA0501.1.MAF::NFE2	chr11	97936081	97936095	+	0.000	0.000	Merged-chr11-97936039-14
NR2486--MA0495.2.MAFF	chr11	115460240	115460260	+	0.000	0.000	Merged-chr11-115460107-26
NR3559--MA0591.1.Bach1::Mafk	chr13	89454870	89454884	+	0.000	0.000	Merged-chr13-89454773-11
NR11561--MA0089.1.MAFG::NFE2L1	chr7	141097387	141097392	+	0.000	0.000	Merged-chr7-141097451-2
NR8470--MA0495.2.MAFF	chr4	32425703	32425723	+	0.000	0.000	Merged-chr4-32425710-19
NR2488--MA0659.1.MAFG	chr11	115460240	115460260	+	0.000	0.000	Merged-chr11-115460107-26
NR386--MA0591.1.Bach1::Mafk	chr1	106158132	106158146	-	0.000	0.000	Merged-chr1-106158254-8
NR4994--MA0501.1.MAF::NFE2	chr16	52143460	52143474	+	0.000	0.000	Merged-chr16-52143257-58
NR5333--MA0089.1.MAFG::NFE2L1	chr17	17845633	17845638	+	0.000	0.000	Merged-chr17-17845619-46
NR9506--MA0496.2.MAFK	chr5	96879084	96879102	+	0.000	0.000	Merged-chr5-96879087-37
NR2276--MA0495.2.MAFF	chr11	87802193	87802213	+	0.000	0.000	Merged-chr11-87802102-29
NR6060--MA0089.1.MAFG::NFE2L1	chr18	82492980	82492985	+	0.000	0.000	Merged-chr18-82492983-14
NR3361--MA0089.1.MAFG::NFE2L1	chr13	43775259	43775264	+	0.000	0.000	Merged-chr13-43775108-65
NR939--MA0495.2.MAFF	chr1	183052781	183052801	+	0.000	0.000	Merged-chr1-183052837-15
NR1882--MA0659.1.MAFG	chr11	4249445	4249465	-	0.000	0.000	Merged-chr11-4249438-7
NR5776--MA0591.1.Bach1::Mafk	chr18	24054011	24054025	-	0.000	0.000	Merged-chr18-24054062-25
NR11874--MA0089.1.MAFG::NFE2L1	chr8	86773153	86773158	+	0.000	0.000	Merged-chr8-86773052-11
NR131--MA0591.1.Bach1::Mafk	chr1	52753955	52753969	-	0.000	0.000	Merged-chr1-52754097-20
NR1761--MA0117.2.Mafb	chr10	121382776	121382787	+	0.000	0.000	Merged-chr10-121382753-17
NR2495--MA0496.2.MAFK	chr11	115460289	115460307	+	0.000	0.000	Merged-chr11-115460107-26
NR4392--MA0591.1.Bach1::Mafk	chr15	25692550	25692564	-	0.000	0.000	Merged-chr15-25692698-43
NR8130--MA0089.1.MAFG::NFE2L1	chr3	136630042	136630047	-	0.000	0.000	Merged-chr3-136630225-22
NR8367--MA0591.1.Bach1::Mafk	chr3	157884231	157884245	-	0.000	0.000	Merged-chr3-157884103-23
NR11479--MA0591.1.Bach1::Mafk	chr7	132765334	132765348	-	0.000	0.000	Merged-chr7-132765248-56
NR8849--MA0089.1.MAFG::NFE2L1	chr4	129008941	129008946	-	0.000	0.000	Merged-chr4-129008820-34
NR10436--MA0495.2.MAFF	chr6	121210700	121210720	-	0.000	0.000	Merged-chr6-121210795-40
NR7824--MA0496.2.MAFK	chr3	94380007	94380025	-	0.000	0.000	Merged-chr3-94379948-32
NR11406--MA0089.1.MAFG::NFE2L1	chr7	123354620	123354625	+	0.000	0.000	Merged-chr7-123354508-1
NR5833--MA0089.1.MAFG::NFE2L1	chr18	41888474	41888479	+	0.000	0.000	Merged-chr18-41888397-77
NR11888--MA0591.1.Bach1::Mafk	chr8	91395875	91395889	-	0.000	0.000	Merged-chr8-91395862-46
NR12092--MA0495.2.MAFF	chr8	126551246	126551266	-	0.000	0.000	Merged-chr8-126551138-20
NR12095--MA0591.1.Bach1::Mafk	chr8	126551249	126551263	-	0.000	0.000	Merged-chr8-126551138-20
NR10074--MA0089.1.MAFG::NFE2L1	chr6	50427838	50427843	-	0.000	0.000	Merged-chr6-50427690-6
NR10559--MA0117.2.Mafb	chr6	134348651	134348662	-	0.000	0.000	Merged-chr6-134348726-53
NR2783--MA0495.2.MAFF	chr12	76923293	76923313	+	0.000	0.000	Merged-chr12-76923289-32
NR77--MA0495.2.MAFF	chr1	37585875	37585895	-	0.000	0.000	Merged-chr1-37586082-40
NR12094--MA0117.2.Mafb	chr8	126551246	126551257	+	0.000	0.000	Merged-chr8-126551138-20
NR206--MA0495.2.MAFF	chr1	64486460	64486480	-	0.000	0.000	Merged-chr1-64486540-36
NR5179--MA0089.1.MAFG::NFE2L1	chr16	90279410	90279415	-	0.000	0.000	Merged-chr16-90279320-12
NR4609--MA0591.1.Bach1::Mafk	chr15	73423160	73423174	-	0.000	0.000	Merged-chr15-73423381-101
NR79--MA0659.1.MAFG	chr1	37585875	37585895	+	0.000	0.000	Merged-chr1-37586082-40
NR6005--MA0089.1.MAFG::NFE2L1	chr18	75716330	75716335	+	0.000	0.000	Merged-chr18-75716251-26
NR8109--MA0501.1.MAF::NFE2	chr3	133623604	133623618	+	0.000	0.000	Merged-chr3-133623556-36
NR6455--MA0117.2.Mafb	chr2	7254680	7254691	+	0.000	0.000	Merged-chr2-7254714-17
NR208--MA0659.1.MAFG	chr1	64486460	64486480	+	0.000	0.000	Merged-chr1-64486540-36
NR90--MA0496.2.MAFK	chr1	39196873	39196891	+	0.000	0.000	Merged-chr1-39196974-45
NR8407--MA0659.1.MAFG	chr4	8988453	8988473	-	0.000	0.000	Merged-chr4-8988398-15
NR1347--MA0089.1.MAFG::NFE2L1	chr10	59636946	59636951	-	0.000	0.000	Merged-chr10-59636988-40
NR7304--MA0501.1.MAF::NFE2	chr2	150582221	150582235	-	0.000	0.000	Merged-chr2-150582331-12
NR6353--MA0501.1.MAF::NFE2	chr19	53566189	53566203	+	0.000	0.000	Merged-chr19-53566161-15
NR6035--MA0659.1.MAFG	chr18	79303644	79303664	+	0.000	0.000	Merged-chr18-79303705-44
NR5946--MA0501.1.MAF::NFE2	chr18	65626630	65626644	-	0.000	0.000	Merged-chr18-65626623-8
NR5612--MA0117.2.Mafb	chr17	83483964	83483975	-	0.000	0.000	Merged-chr17-83484048-22
NR7140--MA0591.1.Bach1::Mafk	chr2	128465764	128465778	+	0.000	0.000	Merged-chr2-128465659-44
NR864--MA0089.1.MAFG::NFE2L1	chr1	176944965	176944970	+	0.000	0.000	Merged-chr1-176944899-30
NR8739--MA0591.1.Bach1::Mafk	chr4	115063128	115063142	+	0.000	0.000	Merged-chr4-115063345-31
NR3010--MA0495.2.MAFF	chr12	110210329	110210349	-	0.000	0.000	Merged-chr12-110210281-21
NR7595--MA0117.2.Mafb	chr3	18243876	18243887	-	0.000	0.000	Merged-chr3-18243680-52
NR1747--MA0089.1.MAFG::NFE2L1	chr10	118766320	118766325	+	0.000	0.000	Merged-chr10-118766153-45
NR3012--MA0659.1.MAFG	chr12	110210329	110210349	+	0.000	0.000	Merged-chr12-110210281-21
NR4331--MA0089.1.MAFG::NFE2L1	chr14	122830647	122830652	+	0.000	0.000	Merged-chr14-122830576-36
NR2338--MA0591.1.Bach1::Mafk	chr11	97936078	97936092	+	0.000	0.000	Merged-chr11-97936039-14
NR2267--MA0659.1.MAFG	chr11	87074101	87074121	+	0.000	0.000	Merged-chr11-87073947-35
NR9504--MA0591.1.Bach1::Mafk	chr5	96879086	96879100	+	0.000	0.000	Merged-chr5-96879087-37
NR3195--MA0501.1.MAF::NFE2	chr13	6626996	6627010	-	0.000	0.000	Merged-chr13-6626818-32
NR11424--MA0089.1.MAFG::NFE2L1	chr7	125511602	125511607	-	0.000	0.000	Merged-chr7-125511628-40
NR1157--MA0496.2.MAFK	chr10	8114752	8114770	-	0.000	0.000	Merged-chr10-8114818-9
NR1233--MA0591.1.Bach1::Mafk	chr10	25457377	25457391	-	0.000	0.000	Merged-chr10-25457296-47
NR2070--MA0117.2.Mafb	chr11	59293985	59293996	-	0.000	0.000	Merged-chr11-59293910-11
NR699--MA0089.1.MAFG::NFE2L1	chr1	160246056	160246061	+	0.000	0.000	Merged-chr1-160246205-43
NR11964--MA0117.2.Mafb	chr8	111976532	111976543	-	0.000	0.000	Merged-chr8-111976573-47
NR8689--MA0089.1.MAFG::NFE2L1	chr4	106749721	106749726	-	0.000	0.000	Merged-chr4-106749870-11
NR2493--MA0591.1.Bach1::Mafk	chr11	115460291	115460305	+	0.000	0.000	Merged-chr11-115460107-26
NR3022--MA0089.1.MAFG::NFE2L1	chr12	110706907	110706912	-	0.000	0.000	Merged-chr12-110706932-16
NR1580--MA0591.1.Bach1::Mafk	chr10	94021250	94021264	-	0.000	0.000	Merged-chr10-94021256-59
NR4607--MA0501.1.MAF::NFE2	chr15	73318867	73318881	-	0.000	0.000	Merged-chr15-73318798-19
NR12385--MA0591.1.Bach1::Mafk	chr9	66274760	66274774	-	0.000	0.000	Merged-chr9-66274857-15
NR2149--MA0591.1.Bach1::Mafk	chr11	71230852	71230866	+	0.000	0.000	Merged-chr11-71230864-28
NR9037--MA0089.1.MAFG::NFE2L1	chr4	148998311	148998316	-	0.000	0.000	Merged-chr4-148998288-20
NR940--MA0591.1.Bach1::Mafk	chr1	183052784	183052798	-	0.000	0.000	Merged-chr1-183052837-15
NR7608--MA0495.2.MAFF	chr3	21917647	21917667	+	0.000	0.000	Merged-chr3-21917648-70
NR11420--MA0089.1.MAFG::NFE2L1	chr7	125190107	125190112	-	0.000	0.000	Merged-chr7-125190262-47
NR12511--MA0495.2.MAFF	chr9	83564270	83564290	+	0.000	0.000	Merged-chr9-83564254-44
NR318--MA0089.1.MAFG::NFE2L1	chr1	86580623	86580628	+	0.000	0.000	Merged-chr1-86580596-17
NR4842--MA0089.1.MAFG::NFE2L1	chr16	11631756	11631761	-	0.000	0.000	Merged-chr16-11631674-10
NR12097--MA0659.1.MAFG	chr8	126551246	126551266	-	0.000	0.000	Merged-chr8-126551138-20
NR12514--MA0501.1.MAF::NFE2	chr9	83564276	83564290	+	0.000	0.000	Merged-chr9-83564254-44
NR6450--MA0591.1.Bach1::Mafk	chr2	6086121	6086135	-	0.000	0.000	Merged-chr2-6086104-9
NR12260--MA0591.1.Bach1::Mafk	chr9	35475643	35475657	-	0.000	0.000	Merged-chr9-35475679-27
NR6725--MA0089.1.MAFG::NFE2L1	chr2	53102208	53102213	-	0.000	0.000	Merged-chr2-53102302-39
NR1369--MA0591.1.Bach1::Mafk	chr10	64083944	64083958	+	0.000	0.000	Merged-chr10-64084079-2
NR2150--MA0501.1.MAF::NFE2	chr11	71230855	71230869	+	0.000	0.000	Merged-chr11-71230864-28
NR11325--MA0591.1.Bach1::Mafk	chr7	114171587	114171601	-	0.000	0.000	Merged-chr7-114171743-56
NR11053--MA0089.1.MAFG::NFE2L1	chr7	72111021	72111026	+	0.000	0.000	Merged-chr7-72110898-16
NR703--MA0089.1.MAFG::NFE2L1	chr1	161671183	161671188	+	0.000	0.000	Merged-chr1-161671075-50
NR12317--MA0117.2.Mafb	chr9	52349313	52349324	+	0.000	0.000	Merged-chr9-52349266-37
NR8608--MA0501.1.MAF::NFE2	chr4	88179505	88179519	+	0.000	0.000	Merged-chr4-88179548-21
NR12100--MA0496.2.MAFK	chr8	126551247	126551265	-	0.000	0.000	Merged-chr8-126551138-20
NR2487--MA0495.2.MAFF	chr11	115460240	115460260	-	0.000	0.000	Merged-chr11-115460107-26
NR8471--MA0495.2.MAFF	chr4	32425703	32425723	-	0.000	0.000	Merged-chr4-32425710-19
NR12093--MA0089.1.MAFG::NFE2L1	chr8	126551256	126551261	-	0.000	0.000	Merged-chr8-126551138-20
NR2489--MA0659.1.MAFG	chr11	115460240	115460260	-	0.000	0.000	Merged-chr11-115460107-26
NR1485--MA0089.1.MAFG::NFE2L1	chr10	84678907	84678912	-	0.000	0.000	Merged-chr10-84678816-22
NR9507--MA0496.2.MAFK	chr5	96879084	96879102	-	0.000	0.000	Merged-chr5-96879087-37
NR6745--MA0089.1.MAFG::NFE2L1	chr2	59393329	59393334	-	0.000	0.000	Merged-chr2-59393267-21
NR714--MA0591.1.Bach1::Mafk	chr1	162215977	162215991	-	0.000	0.000	Merged-chr1-162215888-4
NR2496--MA0496.2.MAFK	chr11	115460289	115460307	-	0.000	0.000	Merged-chr11-115460107-26
NR12848--MA0501.1.MAF::NFE2	chr9	123960359	123960373	-	0.000	0.000	Merged-chr9-123960411-24
NR4584--MA0089.1.MAFG::NFE2L1	chr15	67138905	67138910	-	0.000	0.000	Merged-chr15-67138945-51
NR3013--MA0496.2.MAFK	chr12	110210330	110210348	-	0.000	0.000	Merged-chr12-110210281-21
NR12045--MA0501.1.MAF::NFE2	chr8	123051729	123051743	+	0.000	0.000	Merged-chr8-123051694-23
NR2537--MA0089.1.MAFG::NFE2L1	chr11	119106314	119106319	-	0.000	0.000	Merged-chr11-119106412-14
NR12316--MA0089.1.MAFG::NFE2L1	chr9	52259704	52259709	-	0.000	0.000	Merged-chr9-52259787-26
NR5428--MA0117.2.Mafb	chr17	34398757	34398768	+	0.000	0.000	Merged-chr17-34398614-61
NR1370--MA0501.1.MAF::NFE2	chr10	64083947	64083961	+	0.000	0.000	Merged-chr10-64084079-2
NR11171--MA0089.1.MAFG::NFE2L1	chr7	97067531	97067536	-	0.000	0.000	Merged-chr7-97067401-28
NR3940--MA0089.1.MAFG::NFE2L1	chr14	27114522	27114527	-	0.000	0.000	Merged-chr14-27114435-1
NR3994--MA0501.1.MAF::NFE2	chr14	46578293	46578307	-	0.000	0.000	Merged-chr14-46578431-37
