#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-log2fc-1_up.bed
NR68380--MA0740.1.KLF14	chr9	42423777	42423790	+	0.000	0.000	Merged-chr9-42423784-11
NR9449--MA0493.1.Klf1	chr11	20035549	20035559	-	0.000	0.000	Merged-chr11-20035595-25
NR62207--MA1107.1.KLF9	chr7	114284552	114284564	-	0.000	0.000	Merged-chr7-114284648-5
NR20807--MA0599.1.KLF5	chr14	68078501	68078510	+	0.000	0.000	Merged-chr14-68078565-20
NR30840--MA0039.3.KLF4	chr18	5819885	5819895	+	0.000	0.000	Merged-chr18-5820020-28
NR2500--MA0740.1.KLF14	chr1	133711221	133711234	-	0.000	0.000	Merged-chr1-133711440-47
NR9821--MA0599.1.KLF5	chr11	35024113	35024122	-	0.000	0.000	Merged-chr11-35024082-11
NR56582--MA0599.1.KLF5	chr6	97487828	97487837	-	0.000	0.000	Merged-chr6-97487837-16
NR22388--MA0741.1.KLF16	chr15	12285296	12285306	+	0.000	0.000	Merged-chr15-12285432-27
NR42907--MA0039.3.KLF4	chr3	121312522	121312532	-	0.000	0.000	Merged-chr3-121312656-21
NR31954--MA0599.1.KLF5	chr18	65928607	65928616	-	0.000	0.000	Merged-chr18-65928532-5
NR69556--MA0741.1.KLF16	chr9	75646907	75646917	+	0.000	0.000	Merged-chr9-75646856-3
NR23214--MA0741.1.KLF16	chr15	64113265	64113275	+	0.000	0.000	Merged-chr15-64113403-29
NR4161--MA0740.1.KLF14	chr1	178777942	178777955	+	0.000	0.000	Merged-chr1-178777930-3
NR65038--MA1107.1.KLF9	chr8	61283216	61283228	+	0.000	0.000	Merged-chr8-61283229-50
NR31287--MA0742.1.Klf12	chr18	35930531	35930545	-	0.000	0.000	Merged-chr18-35930608-30
NR42454--MA0741.1.KLF16	chr3	103862687	103862697	+	0.000	0.000	Merged-chr3-103862515-1
NR36344--MA0742.1.Klf12	chr2	60693659	60693673	-	0.000	0.000	Merged-chr2-60693604-10
NR24911--MA0741.1.KLF16	chr15	102746860	102746870	+	0.000	0.000	Merged-chr15-102746842-41
NR19646--MA0741.1.KLF16	chr14	27262421	27262431	+	0.000	0.000	Merged-chr14-27262535-17
NR45891--MA0493.1.Klf1	chr4	63928473	63928483	+	0.000	0.000	Merged-chr4-63928441-11
NR31254--MA0039.3.KLF4	chr18	35726963	35726973	-	0.000	0.000	Merged-chr18-35726871-27
NR50916--MA0599.1.KLF5	chr5	74260700	74260709	-	0.000	0.000	Merged-chr5-74260801-106
NR31940--MA0493.1.Klf1	chr18	65465773	65465783	+	0.000	0.000	Merged-chr18-65465716-25
NR45533--MA0493.1.Klf1	chr4	55343393	55343403	+	0.000	0.000	Merged-chr4-55343422-62
NR44862--MA0741.1.KLF16	chr4	33390940	33390950	+	0.000	0.000	Merged-chr4-33390737-19
NR26898--MA0493.1.Klf1	chr16	89816939	89816949	+	0.000	0.000	Merged-chr16-89817047-30
NR39199--MA1107.1.KLF9	chr2	158179182	158179194	-	0.000	0.000	Merged-chr2-158179183-18
NR18814--MA1107.1.KLF9	chr13	113490604	113490616	-	0.000	0.000	Merged-chr13-113490560-4
NR45368--MA0741.1.KLF16	chr4	47011210	47011220	-	0.000	0.000	Merged-chr4-47011023-46
NR40426--MA0741.1.KLF16	chr3	14886502	14886512	+	0.000	0.000	Merged-chr3-14886723-76
NR11440--MA1107.1.KLF9	chr11	83185914	83185926	-	0.000	0.000	Merged-chr11-83185820-16
NR8204--MA0741.1.KLF16	chr10	111619936	111619946	-	0.000	0.000	Merged-chr10-111620030-35
NR3928--MA0741.1.KLF16	chr1	171397810	171397820	+	0.000	0.000	Merged-chr1-171397853-5
NR38863--MA0657.1.KLF13	chr2	148856884	148856901	+	0.000	0.000	Merged-chr2-148856922-22
NR66814--MA0599.1.KLF5	chr8	115568531	115568540	+	0.000	0.000	Merged-chr8-115568627-19
NR65155--MA0493.1.Klf1	chr8	67860356	67860366	+	0.000	0.000	Merged-chr8-67860375-11
NR27411--MA0741.1.KLF16	chr17	5138645	5138655	-	0.000	0.000	Merged-chr17-5138884-51
NR27802--MA0657.1.KLF13	chr17	14149009	14149026	-	0.000	0.000	Merged-chr17-14149120-2
NR15048--MA0741.1.KLF16	chr12	92303485	92303495	-	0.000	0.000	Merged-chr12-92303389-10
NR57506--MA0493.1.Klf1	chr6	125229079	125229089	-	0.000	0.000	Merged-chr6-125228994-3
NR54501--MA0599.1.KLF5	chr6	6863882	6863891	+	0.000	0.000	Merged-chr6-6863748-29
NR35838--MA1107.1.KLF9	chr2	34249716	34249728	+	0.000	0.000	Merged-chr2-34249826-31
NR4174--MA0740.1.KLF14	chr1	178959912	178959925	-	0.000	0.000	Merged-chr1-178959718-2
NR42943--MA0741.1.KLF16	chr3	122474232	122474242	+	0.000	0.000	Merged-chr3-122474297-38
NR62243--MA1107.1.KLF9	chr7	115416164	115416176	-	0.000	0.000	Merged-chr7-115416169-1
NR46735--MA0493.1.Klf1	chr4	109079908	109079918	+	0.000	0.000	Merged-chr4-109079913-32
NR5969--MA0741.1.KLF16	chr10	53889523	53889533	-	0.000	0.000	Merged-chr10-53889619-14
NR11100--MA1107.1.KLF9	chr11	76015514	76015526	+	0.000	0.000	Merged-chr11-76015482-22
NR61041--MA0741.1.KLF16	chr7	75914148	75914158	-	0.000	0.000	Merged-chr7-75914112-33
NR3352--MA0741.1.KLF16	chr1	157555237	157555247	+	0.000	0.000	Merged-chr1-157555103-45
NR2983--MA0039.3.KLF4	chr1	151236860	151236870	+	0.000	0.000	Merged-chr1-151236737-36
NR48711--MA0741.1.KLF16	chr4	148638548	148638558	+	0.000	0.000	Merged-chr4-148638535-16
NR23955--MA0741.1.KLF16	chr15	82380285	82380295	-	0.000	0.000	Merged-chr15-82380157-26
NR62598--MA0599.1.KLF5	chr7	121734411	121734420	-	0.000	0.000	Merged-chr7-121734454-58
NR867--MA0039.3.KLF4	chr1	59163175	59163185	+	0.000	0.000	Merged-chr1-59163188-37
NR15023--MA0742.1.Klf12	chr12	91604356	91604370	-	0.000	0.000	Merged-chr12-91604206-14,Merged-chr12-91604478-1
NR21117--MA1107.1.KLF9	chr14	76165437	76165449	-	0.000	0.000	Merged-chr14-76165391-21
NR5284--MA0741.1.KLF16	chr10	14325298	14325308	-	0.000	0.000	Merged-chr10-14325229-5
NR5826--MA0741.1.KLF16	chr10	43520080	43520090	+	0.000	0.000	Merged-chr10-43520023-14
NR24056--MA0742.1.Klf12	chr15	84372972	84372986	-	0.000	0.000	Merged-chr15-84372915-18
NR23607--MA0741.1.KLF16	chr15	77071685	77071695	-	0.000	0.000	Merged-chr15-77071598-27
NR55160--MA1107.1.KLF9	chr6	43619501	43619513	+	0.000	0.000	Merged-chr6-43619418-19
NR18389--MA1107.1.KLF9	chr13	102773320	102773332	-	0.000	0.000	Merged-chr13-102773383-12
NR4165--MA1107.1.KLF9	chr1	178777942	178777954	+	0.000	0.000	Merged-chr1-178777930-3
NR30143--MA0657.1.KLF13	chr17	78087125	78087142	+	0.000	0.000	Merged-chr17-78087139-42
NR61807--MA1107.1.KLF9	chr7	102100316	102100328	+	0.000	0.000	Merged-chr7-102100187-36
NR38733--MA0657.1.KLF13	chr2	145161290	145161307	-	0.000	0.000	Merged-chr2-145161321-32
NR62118--MA1107.1.KLF9	chr7	111847388	111847400	+	0.000	0.000	Merged-chr7-111847259-1
NR14053--MA0599.1.KLF5	chr12	41566408	41566417	+	0.000	0.000	Merged-chr12-41566300-31
NR54631--MA0599.1.KLF5	chr6	17307666	17307675	-	0.000	0.000	Merged-chr6-17307561-30
NR14034--MA1107.1.KLF9	chr12	40536189	40536201	+	0.000	0.000	Merged-chr12-40536190-67
NR48019--MA1107.1.KLF9	chr4	136123304	136123316	-	0.000	0.000	Merged-chr4-136123235-13
NR4972--MA0599.1.KLF5	chr1	193589281	193589290	-	0.000	0.000	Merged-chr1-193589231-21
NR15123--MA0741.1.KLF16	chr12	93572170	93572180	+	0.000	0.000	Merged-chr12-93572105-1
NR8199--MA0599.1.KLF5	chr10	111619931	111619940	-	0.000	0.000	Merged-chr10-111620030-35
NR528--MA0493.1.Klf1	chr1	39714011	39714021	-	0.000	0.000	Merged-chr1-39714046-47
NR39675--MA0599.1.KLF5	chr2	167936117	167936126	-	0.000	0.000	Merged-chr2-167936072-3
NR37356--MA0493.1.Klf1	chr2	102188785	102188795	+	0.000	0.000	Merged-chr2-102188857-2
NR16215--MA0599.1.KLF5	chr13	13493672	13493681	+	0.000	0.000	Merged-chr13-13493678-12
NR67339--MA1107.1.KLF9	chr8	124022256	124022268	-	0.000	0.000	Merged-chr8-124022219-1
NR61266--MA0493.1.Klf1	chr7	81549053	81549063	-	0.000	0.000	Merged-chr7-81548936-4
NR11436--MA1107.1.KLF9	chr11	83185906	83185918	-	0.000	0.000	Merged-chr11-83185820-16
NR1685--MA0741.1.KLF16	chr1	91825517	91825527	-	0.000	0.000	Merged-chr1-91825474-20
NR33494--MA0599.1.KLF5	chr19	21859233	21859242	-	0.000	0.000	Merged-chr19-21859200-5
NR29412--MA0599.1.KLF5	chr17	51735761	51735770	-	0.000	0.000	Merged-chr17-51735735-27
NR67264--MA0599.1.KLF5	chr8	122769458	122769467	-	0.000	0.000	Merged-chr8-122769435-21
NR15124--MA1107.1.KLF9	chr12	93572149	93572161	+	0.000	0.000	Merged-chr12-93572105-1
NR8987--MA0599.1.KLF5	chr10	128149934	128149943	+	0.000	0.000	Merged-chr10-128149784-21
NR11003--MA0599.1.KLF5	chr11	74881144	74881153	+	0.000	0.000	Merged-chr11-74881176-15
NR14052--MA1107.1.KLF9	chr12	41566223	41566235	-	0.000	0.000	Merged-chr12-41566300-31
NR68381--MA0657.1.KLF13	chr9	42423776	42423793	+	0.000	0.000	Merged-chr9-42423784-11
NR2778--MA1107.1.KLF9	chr1	139181149	139181161	-	0.000	0.000	Merged-chr1-139181025-29
NR56689--MA1107.1.KLF9	chr6	100072808	100072820	-	0.000	0.000	Merged-chr6-100072784-7
NR70467--MA0741.1.KLF16	chr9	103146975	103146985	-	0.000	0.000	Merged-chr9-103146850-8
NR6668--MA0742.1.Klf12	chr10	75170701	75170715	-	0.000	0.000	Merged-chr10-75170572-27
NR54761--MA0599.1.KLF5	chr6	28932062	28932071	+	0.000	0.000	Merged-chr6-28932026-12
NR70333--MA0742.1.Klf12	chr9	98973274	98973288	-	0.000	0.000	Merged-chr9-98973397-16
NR19638--MA0741.1.KLF16	chr14	27114835	27114845	+	0.000	0.000	Merged-chr14-27114945-21
NR19806--MA1107.1.KLF9	chr14	31934162	31934174	-	0.000	0.000	Merged-chr14-31934172-18
NR17958--MA0741.1.KLF16	chr13	93939770	93939780	-	0.000	0.000	Merged-chr13-93939742-17
NR68818--MA0740.1.KLF14	chr9	55410727	55410740	+	0.000	0.000	Merged-chr9-55410514-19
NR16988--MA0039.3.KLF4	chr13	53069569	53069579	+	0.000	0.000	Merged-chr13-53069490-8
NR71762--MA0493.1.Klf1	chrX	12062741	12062751	+	0.000	0.000	Merged-chrX-12062732-18
NR21112--MA0741.1.KLF16	chr14	76165442	76165452	-	0.000	0.000	Merged-chr14-76165391-21
NR27480--MA0741.1.KLF16	chr17	6477181	6477191	-	0.000	0.000	Merged-chr17-6476977-103
NR27751--MA0741.1.KLF16	chr17	13480012	13480022	-	0.000	0.000	Merged-chr17-13479919-17
NR29402--MA1107.1.KLF9	chr17	51735656	51735668	+	0.000	0.000	Merged-chr17-51735735-27
NR50602--MA1107.1.KLF9	chr5	63943574	63943586	-	0.000	0.000	Merged-chr5-63943362-36
NR5805--MA0741.1.KLF16	chr10	42849025	42849035	-	0.000	0.000	Merged-chr10-42848913-29
NR60986--MA1107.1.KLF9	chr7	73479743	73479755	+	0.000	0.000	Merged-chr7-73479778-28
NR56904--MA1107.1.KLF9	chr6	112162829	112162841	+	0.000	0.000	Merged-chr6-112162678-1
NR46342--MA0599.1.KLF5	chr4	97996086	97996095	+	0.000	0.000	Merged-chr4-97996259-58
NR70252--MA0599.1.KLF5	chr9	96536974	96536983	-	0.000	0.000	Merged-chr9-96537068-27
NR4160--MA0742.1.Klf12	chr1	178777844	178777858	-	0.000	0.000	Merged-chr1-178777930-3
NR23706--MA0657.1.KLF13	chr15	78919832	78919849	-	0.000	0.000	Merged-chr15-78920036-14
NR16067--MA0740.1.KLF14	chr12	119238857	119238870	-	0.000	0.000	Merged-chr12-119238922-2
NR38375--MA0599.1.KLF5	chr2	132379897	132379906	-	0.000	0.000	Merged-chr2-132379852-19
NR41224--MA0599.1.KLF5	chr3	65319702	65319711	+	0.000	0.000	Merged-chr3-65319670-31
NR41563--MA1107.1.KLF9	chr3	84477663	84477675	+	0.000	0.000	Merged-chr3-84477603-8
NR41900--MA0599.1.KLF5	chr3	94483005	94483014	-	0.000	0.000	Merged-chr3-94482974-4
NR30680--MA1107.1.KLF9	chr17	88480557	88480569	-	0.000	0.000	Merged-chr17-88480530-23
NR32316--MA0740.1.KLF14	chr18	76222448	76222461	+	0.000	0.000	Merged-chr18-76222464-24
NR5834--MA0599.1.KLF5	chr10	43706325	43706334	-	0.000	0.000	Merged-chr10-43706280-54
NR32940--MA0039.3.KLF4	chr19	4718766	4718776	+	0.000	0.000	Merged-chr19-4718820-6
NR33914--MA1107.1.KLF9	chr19	41031261	41031273	-	0.000	0.000	Merged-chr19-41031181-46
NR63061--MA0741.1.KLF16	chr7	130631890	130631900	-	0.000	0.000	Merged-chr7-130631867-47
NR71925--MA0741.1.KLF16	chrX	41401273	41401283	-	0.000	0.000	Merged-chrX-41401443-3
NR69895--MA1107.1.KLF9	chr9	85319569	85319581	-	0.000	0.000	Merged-chr9-85319747-2
NR24410--MA0493.1.Klf1	chr15	93756157	93756167	+	0.000	0.000	Merged-chr15-93756205-23
NR375--MA0740.1.KLF14	chr1	36272648	36272661	-	0.000	0.000	Merged-chr1-36272682-8
NR67496--MA1107.1.KLF9	chr8	126864499	126864511	+	0.000	0.000	Merged-chr8-126864545-1
NR34794--MA0493.1.Klf1	chr2	9536041	9536051	+	0.000	0.000	Merged-chr2-9536121-12
NR2693--MA1107.1.KLF9	chr1	136617584	136617596	-	0.000	0.000	Merged-chr1-136617404-40
NR50826--MA1107.1.KLF9	chr5	71701053	71701065	+	0.000	0.000	Merged-chr5-71701009-20
NR27241--MA0741.1.KLF16	chr16	96208436	96208446	-	0.000	0.000	Merged-chr16-96208613-13
NR54748--MA0599.1.KLF5	chr6	28878189	28878198	-	0.000	0.000	Merged-chr6-28878211-33
NR55501--MA0740.1.KLF14	chr6	53986472	53986485	-	0.000	0.000	Merged-chr6-53986314-10
NR45363--MA1107.1.KLF9	chr4	47001272	47001284	+	0.000	0.000	Merged-chr4-47001144-9
NR67491--MA0039.3.KLF4	chr8	126721955	126721965	-	0.000	0.000	Merged-chr8-126721826-22
NR67738--MA0741.1.KLF16	chr9	14281803	14281813	-	0.000	0.000	Merged-chr9-14281792-3
NR38035--MA0599.1.KLF5	chr2	122469535	122469544	+	0.000	0.000	Merged-chr2-122469407-42
NR47759--MA0599.1.KLF5	chr4	133299228	133299237	+	0.000	0.000	Merged-chr4-133299309-8
NR2260--MA0599.1.KLF5	chr1	127409675	127409684	-	0.000	0.000	Merged-chr1-127409682-14
NR40094--MA0741.1.KLF16	chr2	174556042	174556052	-	0.000	0.000	Merged-chr2-174555978-36
NR71763--MA0741.1.KLF16	chrX	12062742	12062752	+	0.000	0.000	Merged-chrX-12062732-18
NR59397--MA0741.1.KLF16	chr7	24301056	24301066	+	0.000	0.000	Merged-chr7-24301044-7
NR31739--MA1107.1.KLF9	chr18	60502505	60502517	+	0.000	0.000	Merged-chr18-60502470-34
NR42773--MA0741.1.KLF16	chr3	115897932	115897942	+	0.000	0.000	Merged-chr3-115897908-5
NR60543--MA1107.1.KLF9	chr7	49303816	49303828	-	0.000	0.000	Merged-chr7-49303959-15
NR42093--MA0039.3.KLF4	chr3	96575127	96575137	+	0.000	0.000	Merged-chr3-96575084-6
NR30686--MA0599.1.KLF5	chr17	88597611	88597620	+	0.000	0.000	Merged-chr17-88597413-65
NR68003--MA0740.1.KLF14	chr9	22132312	22132325	-	0.000	0.000	Merged-chr9-22132302-2
NR27479--MA0599.1.KLF5	chr17	6477182	6477191	-	0.000	0.000	Merged-chr17-6476977-103
NR59964--MA0493.1.Klf1	chr7	30717402	30717412	+	0.000	0.000	Merged-chr7-30717543-30
NR67842--MA0599.1.KLF5	chr9	20757379	20757388	-	0.000	0.000	Merged-chr9-20757221-14
NR25890--MA0599.1.KLF5	chr16	35154815	35154824	-	0.000	0.000	Merged-chr16-35154981-11
NR5964--MA0599.1.KLF5	chr10	53889515	53889524	-	0.000	0.000	Merged-chr10-53889619-14
NR40497--MA0599.1.KLF5	chr3	22115518	22115527	+	0.000	0.000	Merged-chr3-22115498-23
NR52361--MA0741.1.KLF16	chr5	118661942	118661952	+	0.000	0.000	Merged-chr5-118661904-17
NR35986--MA0039.3.KLF4	chr2	38825400	38825410	+	0.000	0.000	Merged-chr2-38825321-27
NR61065--MA0493.1.Klf1	chr7	78383921	78383931	+	0.000	0.000	Merged-chr7-78384000-1
NR30672--MA0493.1.Klf1	chr17	88316548	88316558	-	0.000	0.000	Merged-chr17-88316434-22
NR2563--MA0039.3.KLF4	chr1	134332897	134332907	+	0.000	0.000	Merged-chr1-134332992-10
NR13872--MA0493.1.Klf1	chr12	31756030	31756040	-	0.000	0.000	Merged-chr12-31756239-29
NR43851--MA0741.1.KLF16	chr3	146045216	146045226	-	0.000	0.000	Merged-chr3-146045142-29
NR32609--MA0657.1.KLF13	chr18	82532264	82532281	-	0.000	0.000	Merged-chr18-82532131-16
NR10804--MA0493.1.Klf1	chr11	69962022	69962032	-	0.000	0.000	Merged-chr11-69962137-7
NR557--MA0742.1.Klf12	chr1	39941509	39941523	+	0.000	0.000	Merged-chr1-39941675-40
NR49060--MA1107.1.KLF9	chr4	155154766	155154778	-	0.000	0.000	Merged-chr4-155154662-3
NR49818--MA0599.1.KLF5	chr5	30353819	30353828	-	0.000	0.000	Merged-chr5-30353789-16
NR36306--MA0741.1.KLF16	chr2	59534544	59534554	+	0.000	0.000	Merged-chr2-59534510-22
NR23708--MA0741.1.KLF16	chr15	78919839	78919849	-	0.000	0.000	Merged-chr15-78920036-14
NR41117--MA0742.1.Klf12	chr3	55688149	55688163	-	0.000	0.000	Merged-chr3-55687980-1
NR36199--MA1107.1.KLF9	chr2	52542688	52542700	+	0.000	0.000	Merged-chr2-52542865-9
NR29407--MA1107.1.KLF9	chr17	51735666	51735678	+	0.000	0.000	Merged-chr17-51735735-27
NR22052--MA0599.1.KLF5	chr14	120974732	120974741	-	0.000	0.000	Merged-chr14-120974661-5
NR3757--MA0493.1.Klf1	chr1	167000941	167000951	-	0.000	0.000	Merged-chr1-167001079-46
NR55546--MA0741.1.KLF16	chr6	54595352	54595362	+	0.000	0.000	Merged-chr6-54595326-63
NR60517--MA0493.1.Klf1	chr7	48132275	48132285	+	0.000	0.000	Merged-chr7-48132201-46
NR34208--MA0493.1.Klf1	chr19	47915500	47915510	-	0.000	0.000	Merged-chr19-47915460-18
NR2939--MA0742.1.Klf12	chr1	150465584	150465598	+	0.000	0.000	Merged-chr1-150465561-21
NR66196--MA1107.1.KLF9	chr8	95154908	95154920	+	0.000	0.000	Merged-chr8-95154872-23
NR13974--MA0039.3.KLF4	chr12	35770600	35770610	+	0.000	0.000	Merged-chr12-35770526-40
NR8409--MA1107.1.KLF9	chr10	118090009	118090021	-	0.000	0.000	Merged-chr10-118090052-13
NR62596--MA0740.1.KLF14	chr7	121734408	121734421	-	0.000	0.000	Merged-chr7-121734454-58
NR68904--MA1107.1.KLF9	chr9	57647824	57647836	-	0.000	0.000	Merged-chr9-57647746-26
NR58557--MA0599.1.KLF5	chr6	145049107	145049116	+	0.000	0.000	Merged-chr6-145048990-28
NR32327--MA0741.1.KLF16	chr18	76222439	76222449	+	0.000	0.000	Merged-chr18-76222464-24
NR71664--MA0493.1.Klf1	chrX	7763899	7763909	+	0.000	0.000	Merged-chrX-7763872-12
NR62075--MA0599.1.KLF5	chr7	110627601	110627610	+	0.000	0.000	Merged-chr7-110627584-9
NR7695--MA1107.1.KLF9	chr10	91122848	91122860	-	0.000	0.000	Merged-chr10-91122777-7
NR45355--MA0493.1.Klf1	chr4	46666442	46666452	-	0.000	0.000	Merged-chr4-46666522-9
NR41353--MA1107.1.KLF9	chr3	69524992	69525004	+	0.000	0.000	Merged-chr3-69525025-15
NR46681--MA0039.3.KLF4	chr4	107989142	107989152	-	0.000	0.000	Merged-chr4-107989218-22
NR8124--MA0740.1.KLF14	chr10	110455856	110455869	+	0.000	0.000	Merged-chr10-110455939-29
NR46417--MA0741.1.KLF16	chr4	101217269	101217279	-	0.000	0.000	Merged-chr4-101217167-64
NR1175--MA0599.1.KLF5	chr1	73940883	73940892	+	0.000	0.000	Merged-chr1-73940938-50
NR16921--MA0741.1.KLF16	chr13	51685364	51685374	-	0.000	0.000	Merged-chr13-51685389-6
NR54756--MA1107.1.KLF9	chr6	28931996	28932008	+	0.000	0.000	Merged-chr6-28932026-12
NR27092--MA0741.1.KLF16	chr16	93574642	93574652	-	0.000	0.000	Merged-chr16-93574695-56
NR35685--MA0741.1.KLF16	chr2	31950221	31950231	-	0.000	0.000	Merged-chr2-31950269-16
NR10805--MA0741.1.KLF16	chr11	69962021	69962031	-	0.000	0.000	Merged-chr11-69962137-7
NR4177--MA0741.1.KLF16	chr1	178959912	178959922	-	0.000	0.000	Merged-chr1-178959718-2
NR9710--MA0741.1.KLF16	chr11	31169350	31169360	+	0.000	0.000	Merged-chr11-31169541-9
NR42104--MA0599.1.KLF5	chr3	96675345	96675354	+	0.000	0.000	Merged-chr3-96675499-26
NR14622--MA0741.1.KLF16	chr12	76710658	76710668	+	0.000	0.000	Merged-chr12-76710800-1
NR46460--MA0741.1.KLF16	chr4	101419688	101419698	-	0.000	0.000	Merged-chr4-101419713-70
NR10120--MA0741.1.KLF16	chr11	52248933	52248943	-	0.000	0.000	Merged-chr11-52248814-1
NR23384--MA0741.1.KLF16	chr15	73716729	73716739	+	0.000	0.000	Merged-chr15-73716639-32
NR14608--MA1107.1.KLF9	chr12	76596419	76596431	-	0.000	0.000	Merged-chr12-76596548-12
NR16825--MA0741.1.KLF16	chr13	46619869	46619879	-	0.000	0.000	Merged-chr13-46619803-12
NR7016--MA0599.1.KLF5	chr10	80152178	80152187	+	0.000	0.000	Merged-chr10-80152261-5
NR16265--MA0599.1.KLF5	chr13	18948287	18948296	+	0.000	0.000	Merged-chr13-18948396-31
NR71742--MA0741.1.KLF16	chrX	11807625	11807635	-	0.000	0.000	Merged-chrX-11807540-17
NR69900--MA1107.1.KLF9	chr9	85319579	85319591	-	0.000	0.000	Merged-chr9-85319747-2
NR68180--MA0599.1.KLF5	chr9	32716367	32716376	+	0.000	0.000	Merged-chr9-32716245-5
NR32283--MA0742.1.Klf12	chr18	75419450	75419464	+	0.000	0.000	Merged-chr18-75419579-57
NR44605--MA1107.1.KLF9	chr4	14922365	14922377	-	0.000	0.000	Merged-chr4-14922203-28
NR610--MA0741.1.KLF16	chr1	42953264	42953274	-	0.000	0.000	Merged-chr1-42953184-68
NR68819--MA0657.1.KLF13	chr9	55410726	55410743	+	0.000	0.000	Merged-chr9-55410514-19
NR61806--MA0741.1.KLF16	chr7	102100319	102100329	+	0.000	0.000	Merged-chr7-102100187-36
NR25041--MA0657.1.KLF13	chr16	5406911	5406928	+	0.000	0.000	Merged-chr16-5406898-13
NR65318--MA0599.1.KLF5	chr8	70601369	70601378	+	0.000	0.000	Merged-chr8-70601430-20
NR25453--MA0742.1.Klf12	chr16	17804703	17804717	+	0.000	0.000	Merged-chr16-17804658-22
NR60209--MA0599.1.KLF5	chr7	43475859	43475868	+	0.000	0.000	Merged-chr7-43475865-26
NR2232--MA0039.3.KLF4	chr1	126474664	126474674	+	0.000	0.000	Merged-chr1-126474743-1
NR45260--MA0039.3.KLF4	chr4	45514004	45514014	-	0.000	0.000	Merged-chr4-45514037-30
NR36643--MA0493.1.Klf1	chr2	72995842	72995852	-	0.000	0.000	Merged-chr2-72995875-37
NR18766--MA1107.1.KLF9	chr13	112824337	112824349	+	0.000	0.000	Merged-chr13-112824318-13
NR15410--MA0740.1.KLF14	chr12	105537582	105537595	+	0.000	0.000	Merged-chr12-105537597-12
NR5059--MA1107.1.KLF9	chr10	4900684	4900696	+	0.000	0.000	Merged-chr10-4900498-14
NR57051--MA0599.1.KLF5	chr6	115123395	115123404	-	0.000	0.000	Merged-chr6-115123444-38
NR55002--MA0741.1.KLF16	chr6	37299120	37299130	-	0.000	0.000	Merged-chr6-37299169-1
NR27702--MA1107.1.KLF9	chr17	12036302	12036314	+	0.000	0.000	Merged-chr17-12036318-13
NR7687--MA0493.1.Klf1	chr10	91028076	91028086	+	0.000	0.000	Merged-chr10-91028217-15
NR47109--MA0740.1.KLF14	chr4	120747002	120747015	-	0.000	0.000	Merged-chr4-120746874-1
NR19174--MA0657.1.KLF13	chr14	8357083	8357100	+	0.000	0.000	Merged-chr14-8357134-8
NR24407--MA0742.1.Klf12	chr15	93756157	93756171	+	0.000	0.000	Merged-chr15-93756205-23
NR56194--MA0599.1.KLF5	chr6	87590783	87590792	+	0.000	0.000	Merged-chr6-87590737-28
NR61423--MA1107.1.KLF9	chr7	90081851	90081863	+	0.000	0.000	Merged-chr7-90081975-11
NR20683--MA0599.1.KLF5	chr14	63906105	63906114	-	0.000	0.000	Merged-chr14-63906056-16
NR19875--MA0599.1.KLF5	chr14	34615160	34615169	-	0.000	0.000	Merged-chr14-34615266-19
NR58001--MA1107.1.KLF9	chr6	135150458	135150470	-	0.000	0.000	Merged-chr6-135150450-14
NR16264--MA1107.1.KLF9	chr13	18820886	18820898	-	0.000	0.000	Merged-chr13-18820828-2
NR40174--MA1107.1.KLF9	chr2	178891674	178891686	+	0.000	0.000	Merged-chr2-178891686-1
NR56709--MA0599.1.KLF5	chr6	100390392	100390401	+	0.000	0.000	Merged-chr6-100390476-26
NR59419--MA0599.1.KLF5	chr7	24482004	24482013	-	0.000	0.000	Merged-chr7-24481860-36
NR68385--MA1107.1.KLF9	chr9	42423777	42423789	+	0.000	0.000	Merged-chr9-42423784-11
NR62607--MA1107.1.KLF9	chr7	121890915	121890927	+	0.000	0.000	Merged-chr7-121890851-14
NR1183--MA1107.1.KLF9	chr1	73940869	73940881	+	0.000	0.000	Merged-chr1-73940938-50
NR70329--MA0741.1.KLF16	chr9	98339852	98339862	-	0.000	0.000	Merged-chr9-98339700-17
NR5842--MA0039.3.KLF4	chr10	43706426	43706436	-	0.000	0.000	Merged-chr10-43706280-54
NR27756--MA0741.1.KLF16	chr17	13480017	13480027	-	0.000	0.000	Merged-chr17-13479919-17
NR35412--MA0741.1.KLF16	chr2	26628300	26628310	-	0.000	0.000	Merged-chr2-26628456-31
NR13460--MA1107.1.KLF9	chr12	8827544	8827556	-	0.000	0.000	Merged-chr12-8827572-4
NR53692--MA0742.1.Klf12	chr5	140148961	140148975	+	0.000	0.000	Merged-chr5-140149143-22
NR18426--MA1107.1.KLF9	chr13	103747829	103747841	+	0.000	0.000	Merged-chr13-103747773-12
