#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-log2fc-1_up.bed
NR5677--MA0511.2.RUNX2	chr2	136987997	136988005	-	0.000	0.000	Merged-chr2-136988057-20
NR1446--MA0511.2.RUNX2	chr10	127231156	127231164	+	0.000	0.000	Merged-chr10-127231137-38
NR1281--MA0002.2.RUNX1	chr10	95266290	95266300	-	0.000	0.000	Merged-chr10-95266356-28
NR1599--MA0002.2.RUNX1	chr11	50213201	50213211	+	0.000	0.000	Merged-chr11-50213336-46
NR8719--MA0511.2.RUNX2	chr7	75642400	75642408	-	0.000	0.000	Merged-chr7-75642451-22
NR4217--MA0511.2.RUNX2	chr17	29304535	29304543	+	0.000	0.000	Merged-chr17-29304449-24
NR1727--MA0002.2.RUNX1	chr11	80785971	80785981	-	0.000	0.000	Merged-chr11-80785938-31
NR9632--MA0002.2.RUNX1	chr9	48357393	48357403	-	0.000	0.000	Merged-chr9-48357343-17
NR1393--MA0511.2.RUNX2	chr10	118599819	118599827	+	0.000	0.000	Merged-chr10-118599644-70
NR1171--MA0684.1.RUNX3	chr10	78345838	78345847	+	0.000	0.000	Merged-chr10-78345751-13
NR1294--MA0002.2.RUNX1	chr10	96274204	96274214	+	0.000	0.000	Merged-chr10-96274144-52
NR1836--MA0002.2.RUNX1	chr11	108223122	108223132	+	0.000	0.000	Merged-chr11-108223138-56
NR3596--MA0511.2.RUNX2	chr15	82111959	82111967	-	0.000	0.000	Merged-chr15-82112003-17
NR10171--MA0684.1.RUNX3	chrX	85868244	85868253	+	0.000	0.000	Merged-chrX-85868335-21
NR532--MA0002.2.RUNX1	chr1	144355776	144355786	+	0.000	0.000	Merged-chr1-144355940-45
NR9536--MA0002.2.RUNX1	chr9	14296249	14296259	+	0.000	0.000	Merged-chr9-14296291-25
NR3354--MA0002.2.RUNX1	chr15	4816995	4817005	+	0.000	0.000	Merged-chr15-4816968-28
NR9665--MA0684.1.RUNX3	chr9	54612826	54612835	-	0.000	0.000	Merged-chr9-54612864-43
NR5828--MA0002.2.RUNX1	chr2	167363581	167363591	-	0.000	0.000	Merged-chr2-167363421-42
NR1598--MA0684.1.RUNX3	chr11	49978358	49978367	-	0.000	0.000	Merged-chr11-49978330-26
NR6983--MA0002.2.RUNX1	chr4	119812890	119812900	-	0.000	0.000	Merged-chr4-119812995-31
NR5957--MA0684.1.RUNX3	chr3	21965700	21965709	+	0.000	0.000	Merged-chr3-21965803-23
NR9330--MA0511.2.RUNX2	chr8	91082104	91082112	-	0.000	0.000	Merged-chr8-91082333-75
NR9582--MA0511.2.RUNX2	chr9	37576668	37576676	+	0.000	0.000	Merged-chr9-37576736-24
NR5395--MA0002.2.RUNX1	chr2	65133924	65133934	-	0.000	0.000	Merged-chr2-65133825-19
NR73--MA0684.1.RUNX3	chr1	36025100	36025109	-	0.000	0.000	Merged-chr1-36025179-31
NR3101--MA0684.1.RUNX3	chr14	60072651	60072660	+	0.000	0.000	Merged-chr14-60072713-24
NR3846--MA0511.2.RUNX2	chr16	36724113	36724121	-	0.000	0.000	Merged-chr16-36724137-4
NR1468--MA0684.1.RUNX3	chr10	130439221	130439230	-	0.000	0.000	Merged-chr10-130439179-24
NR5112--MA0511.2.RUNX2	chr19	57055914	57055922	+	0.000	0.000	Merged-chr19-57055875-36
NR3128--MA0002.2.RUNX1	chr14	65113811	65113821	+	0.000	0.000	Merged-chr14-65113927-33
NR5364--MA0511.2.RUNX2	chr2	59482996	59483004	-	0.000	0.000	Merged-chr2-59482840-22
NR7567--MA0511.2.RUNX2	chr5	105675683	105675691	-	0.000	0.000	Merged-chr5-105675662-27
NR3617--MA0002.2.RUNX1	chr15	85328194	85328204	+	0.000	0.000	Merged-chr15-85328019-32
NR6452--MA0002.2.RUNX1	chr3	142281311	142281321	-	0.000	0.000	Merged-chr3-142281213-32
NR7977--MA0684.1.RUNX3	chr6	54685313	54685322	-	0.000	0.000	Merged-chr6-54685260-34
NR5631--MA0684.1.RUNX3	chr2	128318463	128318472	+	0.000	0.000	Merged-chr2-128318457-15
NR6975--MA0002.2.RUNX1	chr4	118162239	118162249	-	0.000	0.000	Merged-chr4-118162293-29
NR7686--MA0002.2.RUNX1	chr5	122430271	122430281	-	0.000	0.000	Merged-chr5-122430278-22
NR2952--MA0511.2.RUNX2	chr14	12243955	12243963	-	0.000	0.000	Merged-chr14-12243878-61
NR6670--MA0002.2.RUNX1	chr4	32343745	32343755	+	0.000	0.000	Merged-chr4-32343944-58
NR1679--MA0002.2.RUNX1	chr11	73094866	73094876	+	0.000	0.000	Merged-chr11-73094669-63
NR7053--MA0684.1.RUNX3	chr4	134043265	134043274	+	0.000	0.000	Merged-chr4-134043155-17
NR3345--MA0684.1.RUNX3	chr14	123163086	123163095	+	0.000	0.000	Merged-chr14-123163033-38
NR1394--MA0684.1.RUNX3	chr10	118599819	118599828	+	0.000	0.000	Merged-chr10-118599644-70
NR9094--MA0684.1.RUNX3	chr7	143644145	143644154	+	0.000	0.000	Merged-chr7-143644190-29
NR9636--MA0684.1.RUNX3	chr9	48404003	48404012	+	0.000	0.000	Merged-chr9-48403880-28
NR9074--MA0002.2.RUNX1	chr7	141637454	141637464	+	0.000	0.000	Merged-chr7-141637525-19
NR3977--MA0684.1.RUNX3	chr16	70365448	70365457	+	0.000	0.000	Merged-chr16-70365429-20
NR7350--MA0511.2.RUNX2	chr5	43915407	43915415	+	0.000	0.000	Merged-chr5-43915438-14
NR1549--MA0002.2.RUNX1	chr11	26575270	26575280	+	0.000	0.000	Merged-chr11-26575325-18
NR2975--MA0002.2.RUNX1	chr14	20168672	20168682	+	0.000	0.000	Merged-chr14-20168649-33
NR5637--MA0002.2.RUNX1	chr2	128470345	128470355	+	0.000	0.000	Merged-chr2-128470524-44
NR9331--MA0684.1.RUNX3	chr8	91082103	91082112	-	0.000	0.000	Merged-chr8-91082333-75
NR3338--MA0002.2.RUNX1	chr14	122186975	122186985	+	0.000	0.000	Merged-chr14-122187060-26
NR1343--MA0511.2.RUNX2	chr10	115363299	115363307	+	0.000	0.000	Merged-chr10-115363388-18
NR9662--MA0511.2.RUNX2	chr9	54612827	54612835	-	0.000	0.000	Merged-chr9-54612864-43
NR7220--MA0511.2.RUNX2	chr5	10254863	10254871	-	0.000	0.000	Merged-chr5-10254903-14
NR3033--MA0002.2.RUNX1	chr14	36316927	36316937	-	0.000	0.000	Merged-chr14-36316941-55
NR7393--MA0684.1.RUNX3	chr5	62772103	62772112	+	0.000	0.000	Merged-chr5-62772215-28
NR7809--MA0511.2.RUNX2	chr5	148678762	148678770	+	0.000	0.000	Merged-chr5-148678733-37
NR7376--MA0511.2.RUNX2	chr5	53509645	53509653	+	0.000	0.000	Merged-chr5-53509705-20
NR5474--MA0684.1.RUNX3	chr2	79550561	79550570	-	0.000	0.000	Merged-chr2-79550583-34
NR7548--MA0002.2.RUNX1	chr5	105152073	105152083	-	0.000	0.000	Merged-chr5-105152132-21
NR1309--MA0684.1.RUNX3	chr10	98776540	98776549	+	0.000	0.000	Merged-chr10-98776574-38
NR3668--MA0511.2.RUNX2	chr15	94453065	94453073	+	0.000	0.000	Merged-chr15-94453103-20
NR2792--MA0002.2.RUNX1	chr13	96030864	96030874	+	0.000	0.000	Merged-chr13-96030885-26
NR6946--MA0002.2.RUNX1	chr4	108371622	108371632	+	0.000	0.000	Merged-chr4-108371608-19
NR7329--MA0684.1.RUNX3	chr5	35166061	35166070	-	0.000	0.000	Merged-chr5-35166204-55
NR5378--MA0684.1.RUNX3	chr2	60845518	60845527	-	0.000	0.000	Merged-chr2-60845573-40
NR191--MA0684.1.RUNX3	chr1	61039367	61039376	-	0.000	0.000	Merged-chr1-61039499-28
NR7408--MA0511.2.RUNX2	chr5	65737571	65737579	+	0.000	0.000	Merged-chr5-65737481-18
NR10223--MA0002.2.RUNX1	chrX	142792337	142792347	+	0.000	0.000	Merged-chrX-142792362-24
NR6261--MA0002.2.RUNX1	chr3	105133254	105133264	+	0.000	0.000	Merged-chr3-105133189-20
NR171--MA0002.2.RUNX1	chr1	58301377	58301387	-	0.000	0.000	Merged-chr1-58301246-36
NR5314--MA0511.2.RUNX2	chr2	48249784	48249792	+	0.000	0.000	Merged-chr2-48249744-17
NR9446--MA0002.2.RUNX1	chr8	122315073	122315083	+	0.000	0.000	Merged-chr8-122315135-21
NR5201--MA0684.1.RUNX3	chr2	14312721	14312730	+	0.000	0.000	Merged-chr2-14312633-23
NR1636--MA0684.1.RUNX3	chr11	57911898	57911907	+	0.000	0.000	Merged-chr11-57911963-18
NR2043--MA0002.2.RUNX1	chr12	41045020	41045030	-	0.000	0.000	Merged-chr12-41044922-24
NR4517--MA0002.2.RUNX1	chr18	6244820	6244830	-	0.000	0.000	Merged-chr18-6244765-26
NR9045--MA0002.2.RUNX1	chr7	139197238	139197248	-	0.000	0.000	Merged-chr7-139197222-17
NR8734--MA0684.1.RUNX3	chr7	80450004	80450013	+	0.000	0.000	Merged-chr7-80450087-44
NR2281--MA0684.1.RUNX3	chr12	103116834	103116843	+	0.000	0.000	Merged-chr12-103116842-39
NR5214--MA0684.1.RUNX3	chr2	17845529	17845538	-	0.000	0.000	Merged-chr2-17845339-45
NR2803--MA0002.2.RUNX1	chr13	98803826	98803836	-	0.000	0.000	Merged-chr13-98803850-12
NR9014--MA0511.2.RUNX2	chr7	132749006	132749014	+	0.000	0.000	Merged-chr7-132748920-16
NR1196--MA0002.2.RUNX1	chr10	83719013	83719023	+	0.000	0.000	Merged-chr10-83719047-59
NR10215--MA0002.2.RUNX1	chrX	136986279	136986289	+	0.000	0.000	Merged-chrX-136986316-28
NR3276--MA0684.1.RUNX3	chr14	105240288	105240297	-	0.000	0.000	Merged-chr14-105240325-24
NR8727--MA0002.2.RUNX1	chr7	79262666	79262676	-	0.000	0.000	Merged-chr7-79262630-29
NR5035--MA0511.2.RUNX2	chr19	40300140	40300148	+	0.000	0.000	Merged-chr19-40300210-18
NR785--MA0511.2.RUNX2	chr1	187228921	187228929	-	0.000	0.000	Merged-chr1-187228770-56
NR7443--MA0511.2.RUNX2	chr5	77252315	77252323	+	0.000	0.000	Merged-chr5-77252339-67
NR6984--MA0511.2.RUNX2	chr4	119897310	119897318	-	0.000	0.000	Merged-chr4-119897419-50
NR338--MA0002.2.RUNX1	chr1	94048268	94048278	-	0.000	0.000	Merged-chr1-94048267-32
NR2531--MA0684.1.RUNX3	chr13	33077448	33077457	+	0.000	0.000	Merged-chr13-33077340-51
NR6841--MA0511.2.RUNX2	chr4	88115657	88115665	-	0.000	0.000	Merged-chr4-88115597-29
NR2306--MA0002.2.RUNX1	chr12	107731129	107731139	-	0.000	0.000	Merged-chr12-107731071-10
NR4714--MA0002.2.RUNX1	chr18	62186217	62186227	-	0.000	0.000	Merged-chr18-62186304-32
NR576--MA0684.1.RUNX3	chr1	155476449	155476458	-	0.000	0.000	Merged-chr1-155476472-40
NR4281--MA0002.2.RUNX1	chr17	45686811	45686821	+	0.000	0.000	Merged-chr17-45686924-2
NR512--MA0511.2.RUNX2	chr1	139009758	139009766	-	0.000	0.000	Merged-chr1-139009798-23
NR10118--MA0684.1.RUNX3	chrX	52819526	52819535	+	0.000	0.000	Merged-chrX-52819571-21
NR6612--MA0002.2.RUNX1	chr4	6472963	6472973	-	0.000	0.000	Merged-chr4-6472958-17
NR6470--MA0684.1.RUNX3	chr3	142892308	142892317	+	0.000	0.000	Merged-chr3-142892335-19
NR717--MA0684.1.RUNX3	chr1	176827610	176827619	-	0.000	0.000	Merged-chr1-176827492-35
NR8401--MA0002.2.RUNX1	chr6	136683866	136683876	-	0.000	0.000	Merged-chr6-136683885-26
NR4442--MA0684.1.RUNX3	chr17	80579293	80579302	-	0.000	0.000	Merged-chr17-80579337-18
NR2491--MA0684.1.RUNX3	chr13	24779334	24779343	-	0.000	0.000	Merged-chr13-24779175-40
NR1415--MA0511.2.RUNX2	chr10	121189374	121189382	-	0.000	0.000	Merged-chr10-121189304-59
NR8924--MA0002.2.RUNX1	chr7	118135779	118135789	-	0.000	0.000	Merged-chr7-118135744-21
NR9036--MA0684.1.RUNX3	chr7	137476759	137476768	-	0.000	0.000	Merged-chr7-137476773-22
NR77--MA0002.2.RUNX1	chr1	36274646	36274656	+	0.000	0.000	Merged-chr1-36274584-22
NR8782--MA0684.1.RUNX3	chr7	92087615	92087624	-	0.000	0.000	Merged-chr7-92087702-17
NR2808--MA0002.2.RUNX1	chr13	99385132	99385142	-	0.000	0.000	Merged-chr13-99385105-49
NR5279--MA0511.2.RUNX2	chr2	31119119	31119127	-	0.000	0.000	Merged-chr2-31119071-33
NR935--MA0684.1.RUNX3	chr10	21479581	21479590	+	0.000	0.000	Merged-chr10-21479566-37
NR439--MA0002.2.RUNX1	chr1	127638086	127638096	-	0.000	0.000	Merged-chr1-127638103-34
NR4435--MA0002.2.RUNX1	chr17	79578856	79578866	+	0.000	0.000	Merged-chr17-79578807-24
NR10044--MA0684.1.RUNX3	chr9	123941456	123941465	+	0.000	0.000	Merged-chr9-123941453-43
NR756--MA0511.2.RUNX2	chr1	182504347	182504355	-	0.000	0.000	Merged-chr1-182504417-24
NR5179--MA0684.1.RUNX3	chr2	9564615	9564624	-	0.000	0.000	Merged-chr2-9564694-16
NR8490--MA0684.1.RUNX3	chr6	146434552	146434561	+	0.000	0.000	Merged-chr6-146434496-35
NR2867--MA0511.2.RUNX2	chr13	108860301	108860309	-	0.000	0.000	Merged-chr13-108860435-34
NR4177--MA0002.2.RUNX1	chr17	19435175	19435185	-	0.000	0.000	Merged-chr17-19435269-18
NR5036--MA0684.1.RUNX3	chr19	40300140	40300149	+	0.000	0.000	Merged-chr19-40300210-18
NR2768--MA0002.2.RUNX1	chr13	92859007	92859017	+	0.000	0.000	Merged-chr13-92859070-18
NR5559--MA0684.1.RUNX3	chr2	109992836	109992845	-	0.000	0.000	Merged-chr2-109992727-6
NR4910--MA0684.1.RUNX3	chr19	8592422	8592431	+	0.000	0.000	Merged-chr19-8592238-38
NR2211--MA0002.2.RUNX1	chr12	92672604	92672614	+	0.000	0.000	Merged-chr12-92672528-30
NR8916--MA0002.2.RUNX1	chr7	117418904	117418914	+	0.000	0.000	Merged-chr7-117419068-12
NR8330--MA0511.2.RUNX2	chr6	127617443	127617451	+	0.000	0.000	Merged-chr6-127617353-34
NR2529--MA0002.2.RUNX1	chr13	32982845	32982855	+	0.000	0.000	Merged-chr13-32982935-23
NR2320--MA0002.2.RUNX1	chr12	110506191	110506201	-	0.000	0.000	Merged-chr12-110506270-12
NR6455--MA0002.2.RUNX1	chr3	142281331	142281341	-	0.000	0.000	Merged-chr3-142281213-32
NR2528--MA0684.1.RUNX3	chr13	32982809	32982818	-	0.000	0.000	Merged-chr13-32982935-23
NR2856--MA0002.2.RUNX1	chr13	107095622	107095632	-	0.000	0.000	Merged-chr13-107095527-25
NR4936--MA0684.1.RUNX3	chr19	14620505	14620514	-	0.000	0.000	Merged-chr19-14620634-30
NR6153--MA0511.2.RUNX2	chr3	88452427	88452435	+	0.000	0.000	Merged-chr3-88452451-33
NR8733--MA0002.2.RUNX1	chr7	80450004	80450014	-	0.000	0.000	Merged-chr7-80450087-44
NR4026--MA0002.2.RUNX1	chr16	89872228	89872238	-	0.000	0.000	Merged-chr16-89872318-26
NR8114--MA0002.2.RUNX1	chr6	91125039	91125049	+	0.000	0.000	Merged-chr6-91125010-35
NR5832--MA0002.2.RUNX1	chr2	167805042	167805052	-	0.000	0.000	Merged-chr2-167805304-70
NR6467--MA0684.1.RUNX3	chr3	142863419	142863428	+	0.000	0.000	Merged-chr3-142863489-16
NR1853--MA0002.2.RUNX1	chr11	109694173	109694183	+	0.000	0.000	Merged-chr11-109694201-12
NR1982--MA0684.1.RUNX3	chr12	21472601	21472610	-	0.000	0.000	Merged-chr12-21472738-21
NR4101--MA0002.2.RUNX1	chr16	97964374	97964384	+	0.000	0.000	Merged-chr16-97964279-31
NR6403--MA0511.2.RUNX2	chr3	133506492	133506500	+	0.000	0.000	Merged-chr3-133506515-24
NR7287--MA0684.1.RUNX3	chr5	23637511	23637520	+	0.000	0.000	Merged-chr5-23637519-38
NR2345--MA0684.1.RUNX3	chr12	114646586	114646595	+	0.000	0.000	Merged-chr12-114646696-21
NR2577--MA0002.2.RUNX1	chr13	45443302	45443312	-	0.000	0.000	Merged-chr13-45443236-24
NR5097--MA0684.1.RUNX3	chr19	56756536	56756545	+	0.000	0.000	Merged-chr19-56756635-43
NR2163--MA0002.2.RUNX1	chr12	86310024	86310034	+	0.000	0.000	Merged-chr12-86310059-67
NR531--MA0511.2.RUNX2	chr1	144355778	144355786	-	0.000	0.000	Merged-chr1-144355940-45
NR2358--MA0684.1.RUNX3	chr12	115012937	115012946	+	0.000	0.000	Merged-chr12-115012998-22
NR6651--MA0684.1.RUNX3	chr4	21842815	21842824	+	0.000	0.000	Merged-chr4-21842691-16
NR2420--MA0684.1.RUNX3	chr13	5847055	5847064	+	0.000	0.000	Merged-chr13-5847113-25
NR7157--MA0684.1.RUNX3	chr4	148070074	148070083	+	0.000	0.000	Merged-chr4-148069999-26
NR2609--MA0002.2.RUNX1	chr13	52998748	52998758	+	0.000	0.000	Merged-chr13-52998796-35
NR5301--MA0002.2.RUNX1	chr2	36220299	36220309	+	0.000	0.000	Merged-chr2-36220233-13
NR2546--MA0511.2.RUNX2	chr13	37783871	37783879	+	0.000	0.000	Merged-chr13-37783892-22
NR5824--MA0002.2.RUNX1	chr2	166610520	166610530	-	0.000	0.000	Merged-chr2-166610595-30
NR9641--MA0002.2.RUNX1	chr9	50537351	50537361	-	0.000	0.000	Merged-chr9-50537430-19
NR2699--MA0002.2.RUNX1	chr13	76129025	76129035	+	0.000	0.000	Merged-chr13-76128854-26
NR174--MA0002.2.RUNX1	chr1	59180217	59180227	-	0.000	0.000	Merged-chr1-59180254-19
NR2285--MA0002.2.RUNX1	chr12	105001112	105001122	-	0.000	0.000	Merged-chr12-105001185-43
NR8201--MA0684.1.RUNX3	chr6	108630933	108630942	-	0.000	0.000	Merged-chr6-108631007-44
NR6521--MA0684.1.RUNX3	chr3	146758175	146758184	-	0.000	0.000	Merged-chr3-146758289-47
NR3127--MA0511.2.RUNX2	chr14	65113813	65113821	-	0.000	0.000	Merged-chr14-65113927-33
NR1792--MA0002.2.RUNX1	chr11	100804662	100804672	-	0.000	0.000	Merged-chr11-100804708-41
NR8165--MA0511.2.RUNX2	chr6	99435255	99435263	+	0.000	0.000	Merged-chr6-99435291-39
NR6263--MA0684.1.RUNX3	chr3	105133255	105133264	-	0.000	0.000	Merged-chr3-105133189-20
NR2777--MA0511.2.RUNX2	chr13	93764721	93764729	+	0.000	0.000	Merged-chr13-93764810-22
NR8323--MA0684.1.RUNX3	chr6	126811746	126811755	-	0.000	0.000	Merged-chr6-126811749-38
NR2264--MA0002.2.RUNX1	chr12	100636404	100636414	+	0.000	0.000	Merged-chr12-100636391-39
NR8575--MA0684.1.RUNX3	chr7	31161058	31161067	-	0.000	0.000	Merged-chr7-31161172-57
NR2886--MA0511.2.RUNX2	chr13	111297823	111297831	+	0.000	0.000	Merged-chr13-111297823-12
NR8703--MA0684.1.RUNX3	chr7	73518592	73518601	+	0.000	0.000	Merged-chr7-73518565-13
NR4519--MA0684.1.RUNX3	chr18	6310276	6310285	-	0.000	0.000	Merged-chr18-6310381-25
NR4310--MA0684.1.RUNX3	chr17	50148363	50148372	-	0.000	0.000	Merged-chr17-50148334-29
NR7810--MA0002.2.RUNX1	chr5	148678762	148678772	-	0.000	0.000	Merged-chr5-148678733-37
NR4323--MA0684.1.RUNX3	chr17	51814545	51814554	+	0.000	0.000	Merged-chr17-51814512-17
NR2418--MA0002.2.RUNX1	chr13	5847055	5847065	-	0.000	0.000	Merged-chr13-5847113-25
NR4227--MA0684.1.RUNX3	chr17	31176502	31176511	-	0.000	0.000	Merged-chr17-31176516-21
NR6268--MA0684.1.RUNX3	chr3	105900027	105900036	+	0.000	0.000	Merged-chr3-105899940-9
NR4316--MA0002.2.RUNX1	chr17	51396111	51396121	+	0.000	0.000	Merged-chr17-51396225-19
NR8328--MA0684.1.RUNX3	chr6	127302987	127302996	+	0.000	0.000	Merged-chr6-127302896-25
NR3843--MA0684.1.RUNX3	chr16	35952649	35952658	+	0.000	0.000	Merged-chr16-35952666-4
NR8166--MA0684.1.RUNX3	chr6	99435255	99435264	+	0.000	0.000	Merged-chr6-99435291-39
NR8417--MA0002.2.RUNX1	chr6	137825165	137825175	+	0.000	0.000	Merged-chr6-137825145-19
NR6466--MA0002.2.RUNX1	chr3	142863419	142863429	-	0.000	0.000	Merged-chr3-142863489-16
NR1524--MA0002.2.RUNX1	chr11	16988016	16988026	-	0.000	0.000	Merged-chr11-16987963-24
NR1981--MA0002.2.RUNX1	chr12	21472600	21472610	+	0.000	0.000	Merged-chr12-21472738-21
NR1633--MA0002.2.RUNX1	chr11	57911870	57911880	+	0.000	0.000	Merged-chr11-57911963-18
NR6260--MA0511.2.RUNX2	chr3	105133256	105133264	-	0.000	0.000	Merged-chr3-105133189-20
NR4219--MA0684.1.RUNX3	chr17	29304535	29304544	+	0.000	0.000	Merged-chr17-29304449-24
NR266--MA0684.1.RUNX3	chr1	80418895	80418904	-	0.000	0.000	Merged-chr1-80418874-24
NR2505--MA0684.1.RUNX3	chr13	29756208	29756217	+	0.000	0.000	Merged-chr13-29756237-14
NR4308--MA0002.2.RUNX1	chr17	50148362	50148372	+	0.000	0.000	Merged-chr17-50148334-29
NR5986--MA0002.2.RUNX1	chr3	30965810	30965820	+	0.000	0.000	Merged-chr3-30965854-44
NR6098--MA0684.1.RUNX3	chr3	79210462	79210471	+	0.000	0.000	Merged-chr3-79210417-27
NR4146--MA0002.2.RUNX1	chr17	12165580	12165590	-	0.000	0.000	Merged-chr17-12165459-54
NR5638--MA0002.2.RUNX1	chr2	128470658	128470668	-	0.000	0.000	Merged-chr2-128470524-44
NR6187--MA0002.2.RUNX1	chr3	94375471	94375481	+	0.000	0.000	Merged-chr3-94375656-27
NR6143--MA0511.2.RUNX2	chr3	86837547	86837555	-	0.000	0.000	Merged-chr3-86837478-31
NR2227--MA0002.2.RUNX1	chr12	94115027	94115037	+	0.000	0.000	Merged-chr12-94114920-18
NR8809--MA0684.1.RUNX3	chr7	98809878	98809887	-	0.000	0.000	Merged-chr7-98809754-32
NR1916--MA0684.1.RUNX3	chr11	120729876	120729885	+	0.000	0.000	Merged-chr11-120729772-16
NR2627--MA0684.1.RUNX3	chr13	55641101	55641110	+	0.000	0.000	Merged-chr13-55640933-22
NR5585--MA0002.2.RUNX1	chr2	117399727	117399737	-	0.000	0.000	Merged-chr2-117399695-40
NR940--MA0002.2.RUNX1	chr10	21975602	21975612	-	0.000	0.000	Merged-chr10-21975536-24
NR5171--MA0002.2.RUNX1	chr2	7254732	7254742	+	0.000	0.000	Merged-chr2-7254714-17
NR5280--MA0002.2.RUNX1	chr2	31119117	31119127	+	0.000	0.000	Merged-chr2-31119071-33
NR4049--MA0684.1.RUNX3	chr16	90995116	90995125	+	0.000	0.000	Merged-chr16-90995039-12
NR3252--MA0002.2.RUNX1	chr14	102828680	102828690	-	0.000	0.000	Merged-chr14-102828632-27
NR6457--MA0684.1.RUNX3	chr3	142281331	142281340	+	0.000	0.000	Merged-chr3-142281213-32
NR2349--MA0002.2.RUNX1	chr12	114809400	114809410	+	0.000	0.000	Merged-chr12-114809482-22
NR3652--MA0684.1.RUNX3	chr15	93302037	93302046	-	0.000	0.000	Merged-chr15-93302109-22
NR2305--MA0511.2.RUNX2	chr12	107731129	107731137	+	0.000	0.000	Merged-chr12-107731071-10
NR1333--MA0002.2.RUNX1	chr10	111213766	111213776	+	0.000	0.000	Merged-chr10-111213770-2
NR5772--MA0511.2.RUNX2	chr2	158133242	158133250	-	0.000	0.000	Merged-chr2-158133215-37
NR1856--MA0002.2.RUNX1	chr11	109790429	109790439	+	0.000	0.000	Merged-chr11-109790418-22
NR7975--MA0511.2.RUNX2	chr6	54685314	54685322	-	0.000	0.000	Merged-chr6-54685260-34
NR7210--MA0002.2.RUNX1	chr5	3461071	3461081	-	0.000	0.000	Merged-chr5-3460999-61
NR661--MA0002.2.RUNX1	chr1	165603453	165603463	-	0.000	0.000	Merged-chr1-165603509-17
NR932--MA0002.2.RUNX1	chr10	21354055	21354065	+	0.000	0.000	Merged-chr10-21353968-32
NR9936--MA0002.2.RUNX1	chr9	110896835	110896845	+	0.000	0.000	Merged-chr9-110896831-29
NR5163--MA0002.2.RUNX1	chr2	6309612	6309622	-	0.000	0.000	Merged-chr2-6309619-42
NR3135--MA0002.2.RUNX1	chr14	67911799	67911809	-	0.000	0.000	Merged-chr14-67911920-26
NR4389--MA0684.1.RUNX3	chr17	71192225	71192234	+	0.000	0.000	Merged-chr17-71192022-46
NR6148--MA0511.2.RUNX2	chr3	86961165	86961173	-	0.000	0.000	Merged-chr3-86961231-31
NR3387--MA0002.2.RUNX1	chr15	27579081	27579091	+	0.000	0.000	Merged-chr15-27579137-17
NR7352--MA0684.1.RUNX3	chr5	43915407	43915416	+	0.000	0.000	Merged-chr5-43915438-14
NR3343--MA0511.2.RUNX2	chr14	123163086	123163094	+	0.000	0.000	Merged-chr14-123163033-38
NR9826--MA0684.1.RUNX3	chr9	86624320	86624329	-	0.000	0.000	Merged-chr9-86624608-86
NR9634--MA0511.2.RUNX2	chr9	48404003	48404011	+	0.000	0.000	Merged-chr9-48403880-28
NR9264--MA0002.2.RUNX1	chr8	68212389	68212399	-	0.000	0.000	Merged-chr8-68212337-24
NR1550--MA0684.1.RUNX3	chr11	26575271	26575280	-	0.000	0.000	Merged-chr11-26575325-18
NR3353--MA0002.2.RUNX1	chr15	4816961	4816971	+	0.000	0.000	Merged-chr15-4816968-28
NR1345--MA0684.1.RUNX3	chr10	115363299	115363308	+	0.000	0.000	Merged-chr10-115363388-18
NR3419--MA0002.2.RUNX1	chr15	34389220	34389230	+	0.000	0.000	Merged-chr15-34389092-27
NR3975--MA0511.2.RUNX2	chr16	70365448	70365456	+	0.000	0.000	Merged-chr16-70365429-20
NR6144--MA0684.1.RUNX3	chr3	86837546	86837555	-	0.000	0.000	Merged-chr3-86837478-31
NR9915--MA0002.2.RUNX1	chr9	107334653	107334663	-	0.000	0.000	Merged-chr9-107334469-86
NR7693--MA0002.2.RUNX1	chr5	124036062	124036072	-	0.000	0.000	Merged-chr5-124035854-90
NR5413--MA0002.2.RUNX1	chr2	69415321	69415331	-	0.000	0.000	Merged-chr2-69415236-25
NR8618--MA0684.1.RUNX3	chr7	48795272	48795281	-	0.000	0.000	Merged-chr7-48795353-37
NR7222--MA0684.1.RUNX3	chr5	10254862	10254871	-	0.000	0.000	Merged-chr5-10254903-14
NR4239--MA0002.2.RUNX1	chr17	34896559	34896569	-	0.000	0.000	Merged-chr17-34896478-26
NR7074--MA0002.2.RUNX1	chr4	135169304	135169314	+	0.000	0.000	Merged-chr4-135169344-25
NR8456--MA0684.1.RUNX3	chr6	144910470	144910479	-	0.000	0.000	Merged-chr6-144910390-40
NR4176--MA0511.2.RUNX2	chr17	19435175	19435183	+	0.000	0.000	Merged-chr17-19435269-18
NR3095--MA0002.2.RUNX1	chr14	59087387	59087397	-	0.000	0.000	Merged-chr14-59087274-14
