#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1-log2fc-1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1-log2fc-1_dn.bed
NR68206--MA0493.1.Klf1	chr9	104373465	104373475	+	0.000	0.000	Merged-chr9-104373447-21
NR3332--MA0599.1.KLF5	chr1	167637966	167637975	-	0.000	0.000	Merged-chr1-167638015-1
NR219--MA1107.1.KLF9	chr1	25764997	25765009	-	0.000	0.000	Merged-chr1-25764961-1
NR13469--MA0741.1.KLF16	chr12	11196563	11196573	-	0.000	0.000	Merged-chr12-11196431-27
NR58878--MA1107.1.KLF9	chr7	44572472	44572484	+	0.000	0.000	Merged-chr7-44572491-3
NR8655--MA1107.1.KLF9	chr10	125333680	125333692	+	0.000	0.000	Merged-chr10-125333760-2
NR41117--MA0599.1.KLF5	chr3	84135568	84135577	-	0.000	0.000	Merged-chr3-84135582-9
NR35682--MA1107.1.KLF9	chr2	50303445	50303457	+	0.000	0.000	Merged-chr2-50303497-2
NR10048--MA0599.1.KLF5	chr11	58283331	58283340	-	0.000	0.000	Merged-chr11-58283474-2
NR6153--MA1107.1.KLF9	chr10	68908231	68908243	+	0.000	0.000	Merged-chr10-68908384-20
NR57073--MA0742.1.Klf12	chr6	144329535	144329549	+	0.000	0.000	Merged-chr6-144329601-7
NR30131--MA0599.1.KLF5	chr17	88654068	88654077	-	0.000	0.000	Merged-chr17-88654141-3
NR7122--MA1107.1.KLF9	chr10	83898127	83898139	+	0.000	0.000	Merged-chr10-83898059-2
NR54756--MA1107.1.KLF9	chr6	86127181	86127193	-	0.000	0.000	Merged-chr6-86127203-6
NR21029--MA0493.1.Klf1	chr14	79236476	79236486	+	0.000	0.000	Merged-chr14-79236608-48
NR43465--MA0740.1.KLF14	chr3	146039642	146039655	-	0.000	0.000	Merged-chr3-146039588-29
NR12446--MA1107.1.KLF9	chr11	109124573	109124585	+	0.000	0.000	Merged-chr11-109124612-1
NR40767--MA0742.1.Klf12	chr3	62338937	62338951	-	0.000	0.000	Merged-chr3-62339060-22
NR27116--MA0493.1.Klf1	chr17	10425409	10425419	+	0.000	0.000	Merged-chr17-10425505-16
NR59736--MA0493.1.Klf1	chr7	81454606	81454616	+	0.000	0.000	Merged-chr7-81454544-19
NR23655--MA0741.1.KLF16	chr15	83725116	83725126	-	0.000	0.000	Merged-chr15-83724977-20
NR22119--MA0493.1.Klf1	chr15	25696042	25696052	-	0.000	0.000	Merged-chr15-25696018-37
NR64255--MA0599.1.KLF5	chr8	104039727	104039736	-	0.000	0.000	Merged-chr8-104039758-41
NR11132--MA0039.3.KLF4	chr11	82424778	82424788	-	0.000	0.000	Merged-chr11-82424845-7
NR60679--MA0599.1.KLF5	chr7	112679261	112679270	+	0.000	0.000	Merged-chr7-112679423-49
NR55883--MA0599.1.KLF5	chr6	120934470	120934479	-	0.000	0.000	Merged-chr6-120934426-25
NR18200--MA0741.1.KLF16	chr13	98299071	98299081	+	0.000	0.000	Merged-chr13-98299222-33
NR54219--MA0657.1.KLF13	chr6	53709830	53709847	-	0.000	0.000	Merged-chr6-53709881-31
NR45239--MA0493.1.Klf1	chr4	63374452	63374462	-	0.000	0.000	Merged-chr4-63374421-2
NR25521--MA0740.1.KLF14	chr16	37385004	37385017	+	0.000	0.000	Merged-chr16-37384954-25
NR7127--MA1107.1.KLF9	chr10	83898137	83898149	+	0.000	0.000	Merged-chr10-83898059-2
NR60174--MA0742.1.Klf12	chr7	99795659	99795673	+	0.000	0.000	Merged-chr7-99795499-24
NR40746--MA0742.1.Klf12	chr3	61002319	61002333	-	0.000	0.000	Merged-chr3-61002220-1
NR37201--MA0741.1.KLF16	chr2	117335585	117335595	-	0.000	0.000	Merged-chr2-117335736-33
NR66332--MA0599.1.KLF5	chr9	48793851	48793860	-	0.000	0.000	Merged-chr9-48793966-3
NR41023--MA0493.1.Klf1	chr3	79451644	79451654	-	0.000	0.000	Merged-chr3-79451498-29
NR49148--MA0741.1.KLF16	chr5	35462423	35462433	+	0.000	0.000	Merged-chr5-35462574-17
NR70042--MA0493.1.Klf1	chrX	99136010	99136020	-	0.000	0.000	Merged-chrX-99136067-62
NR67329--MA0741.1.KLF16	chr9	77939192	77939202	+	0.000	0.000	Merged-chr9-77938986-43
NR55888--MA0599.1.KLF5	chr6	121017549	121017558	-	0.000	0.000	Merged-chr6-121017523-33
NR42906--MA0741.1.KLF16	chr3	132928122	132928132	-	0.000	0.000	Merged-chr3-132927951-20
NR47069--MA0740.1.KLF14	chr4	134372585	134372598	+	0.000	0.000	Merged-chr4-134372505-25
NR22083--MA1107.1.KLF9	chr15	12588867	12588879	+	0.000	0.000	Merged-chr15-12588856-30
NR9894--MA0493.1.Klf1	chr11	54002528	54002538	+	0.000	0.000	Merged-chr11-54002404-3
NR41073--MA0599.1.KLF5	chr3	81835918	81835927	-	0.000	0.000	Merged-chr3-81835793-30
NR24930--MA0741.1.KLF16	chr16	13448013	13448023	-	0.000	0.000	Merged-chr16-13448119-36
NR69808--MA0599.1.KLF5	chrX	56374516	56374525	-	0.000	0.000	Merged-chrX-56374648-33
NR33200--MA0599.1.KLF5	chr19	26414902	26414911	+	0.000	0.000	Merged-chr19-26414799-20
NR23049--MA0599.1.KLF5	chr15	74538494	74538503	-	0.000	0.000	Merged-chr15-74538442-18
NR46970--MA0599.1.KLF5	chr4	133468215	133468224	-	0.000	0.000	Merged-chr4-133468292-6
NR49886--MA0599.1.KLF5	chr5	75978515	75978524	-	0.000	0.000	Merged-chr5-75978410-42
NR21460--MA0599.1.KLF5	chr14	111676017	111676026	+	0.000	0.000	Merged-chr14-111675959-27
NR20912--MA0599.1.KLF5	chr14	75527267	75527276	+	0.000	0.000	Merged-chr14-75527299-19
NR29122--MA0493.1.Klf1	chr17	63405677	63405687	+	0.000	0.000	Merged-chr17-63405591-44
NR29372--MA1107.1.KLF9	chr17	71918812	71918824	-	0.000	0.000	Merged-chr17-71918800-1
NR16713--MA0493.1.Klf1	chr13	40676877	40676887	+	0.000	0.000	Merged-chr13-40676828-31
NR59106--MA0657.1.KLF13	chr7	48958896	48958913	-	0.000	0.000	Merged-chr7-48959052-34
NR14602--MA0742.1.Klf12	chr12	80315625	80315639	+	0.000	0.000	Merged-chr12-80315468-2
NR13464--MA0740.1.KLF14	chr12	11196562	11196575	-	0.000	0.000	Merged-chr12-11196431-27
NR51608--MA0039.3.KLF4	chr5	124961820	124961830	+	0.000	0.000	Merged-chr5-124961637-18
NR21372--MA0740.1.KLF14	chr14	103620080	103620093	-	0.000	0.000	Merged-chr14-103620031-34
NR67794--MA0599.1.KLF5	chr9	89909814	89909823	-	0.000	0.000	Merged-chr9-89909785-17
NR45972--MA0741.1.KLF16	chr4	107434701	107434711	-	0.000	0.000	Merged-chr4-107434749-32
NR49644--MA0493.1.Klf1	chr5	67155660	67155670	+	0.000	0.000	Merged-chr5-67155759-12
NR30834--MA1107.1.KLF9	chr18	43492980	43492992	-	0.000	0.000	Merged-chr18-43493033-11
NR64819--MA1107.1.KLF9	chr8	117855303	117855315	-	0.000	0.000	Merged-chr8-117855395-3
NR19025--MA0741.1.KLF16	chr13	112801417	112801427	-	0.000	0.000	Merged-chr13-112801565-4
NR65601--MA0599.1.KLF5	chr9	15004539	15004548	+	0.000	0.000	Merged-chr9-15004523-21
NR68650--MA1107.1.KLF9	chr9	112735690	112735702	-	0.000	0.000	Merged-chr9-112735573-2
NR58331--MA0741.1.KLF16	chr7	27325318	27325328	+	0.000	0.000	Merged-chr7-27325300-3
NR63967--MA0493.1.Klf1	chr8	87472689	87472699	+	0.000	0.000	Merged-chr8-87472817-24
NR25524--MA0741.1.KLF16	chr16	37385005	37385015	+	0.000	0.000	Merged-chr16-37384954-25
NR39619--MA0599.1.KLF5	chr2	173444557	173444566	+	0.000	0.000	Merged-chr2-173444560-32
NR40771--MA0493.1.Klf1	chr3	62338941	62338951	-	0.000	0.000	Merged-chr3-62339060-22
NR12773--MA0742.1.Klf12	chr11	115258237	115258251	-	0.000	0.000	Merged-chr11-115258229-4
NR25256--MA0599.1.KLF5	chr16	26371873	26371882	+	0.000	0.000	Merged-chr16-26371721-24
NR15123--MA0740.1.KLF14	chr12	100277051	100277064	+	0.000	0.000	Merged-chr12-100277058-24
NR41302--MA0599.1.KLF5	chr3	89378533	89378542	+	0.000	0.000	Merged-chr3-89378543-26
NR24832--MA1107.1.KLF9	chr16	7550779	7550791	-	0.000	0.000	Merged-chr16-7550847-1
NR4906--MA1107.1.KLF9	chr10	5795637	5795649	+	0.000	0.000	Merged-chr10-5795457-7
NR20943--MA0741.1.KLF16	chr14	76165446	76165456	-	0.000	0.000	Merged-chr14-76165391-21
NR61801--MA0740.1.KLF14	chr7	139398838	139398851	-	0.000	0.000	Merged-chr7-139398663-1
NR56203--MA1107.1.KLF9	chr6	127942030	127942042	+	0.000	0.000	Merged-chr6-127942038-1
NR58831--MA0493.1.Klf1	chr7	43351266	43351276	-	0.000	0.000	Merged-chr7-43351376-2
NR38331--MA1107.1.KLF9	chr2	147832607	147832619	+	0.000	0.000	Merged-chr2-147832545-2
NR65151--MA0657.1.KLF13	chr8	122923713	122923730	+	0.000	0.000	Merged-chr8-122923631-1
NR26797--MA1107.1.KLF9	chr16	97002493	97002505	+	0.000	0.000	Merged-chr16-97002537-1
NR29149--MA1107.1.KLF9	chr17	64182518	64182530	-	0.000	0.000	Merged-chr17-64182571-3
NR32351--MA0039.3.KLF4	chr18	87702175	87702185	-	0.000	0.000	Merged-chr18-87702011-3
NR24935--MA0741.1.KLF16	chr16	13448309	13448319	-	0.000	0.000	Merged-chr16-13448119-36
NR40766--MA0740.1.KLF14	chr3	62338938	62338951	-	0.000	0.000	Merged-chr3-62339060-22
NR25372--MA0493.1.Klf1	chr16	32516549	32516559	-	0.000	0.000	Merged-chr16-32516451-30
NR65175--MA1107.1.KLF9	chr8	123163083	123163095	+	0.000	0.000	Merged-chr8-123163099-40
NR41191--MA0741.1.KLF16	chr3	87948271	87948281	-	0.000	0.000	Merged-chr3-87948447-14
NR31917--MA0657.1.KLF13	chr18	79365967	79365984	-	0.000	0.000	Merged-chr18-79366086-1
NR24837--MA1107.1.KLF9	chr16	7550789	7550801	-	0.000	0.000	Merged-chr16-7550847-1
NR56208--MA1107.1.KLF9	chr6	127942096	127942108	+	0.000	0.000	Merged-chr6-127942038-1
NR43818--MA0599.1.KLF5	chr3	153261775	153261784	-	0.000	0.000	Merged-chr3-153261788-1
NR56492--MA0657.1.KLF13	chr6	134981442	134981459	-	0.000	0.000	Merged-chr6-134981456-22
NR11113--MA0599.1.KLF5	chr11	81771322	81771331	+	0.000	0.000	Merged-chr11-81771187-1
NR221--MA1107.1.KLF9	chr1	25765001	25765013	-	0.000	0.000	Merged-chr1-25764961-1
NR40254--MA0741.1.KLF16	chr3	27984085	27984095	-	0.000	0.000	Merged-chr3-27984101-47
NR47075--MA1107.1.KLF9	chr4	134372585	134372597	+	0.000	0.000	Merged-chr4-134372505-25
NR24860--MA0493.1.Klf1	chr16	8731956	8731966	+	0.000	0.000	Merged-chr16-8732071-1
NR46069--MA0741.1.KLF16	chr4	109229939	109229949	+	0.000	0.000	Merged-chr4-109229977-29
NR10671--MA0742.1.Klf12	chr11	74100913	74100927	-	0.000	0.000	Merged-chr11-74100988-13
NR26802--MA1107.1.KLF9	chr16	97002517	97002529	+	0.000	0.000	Merged-chr16-97002537-1
NR33021--MA1107.1.KLF9	chr19	16373317	16373329	+	0.000	0.000	Merged-chr19-16373273-16
NR59734--MA0599.1.KLF5	chr7	81454607	81454616	+	0.000	0.000	Merged-chr7-81454544-19
NR45240--MA1107.1.KLF9	chr4	63374450	63374462	-	0.000	0.000	Merged-chr4-63374421-2
NR23894--MA0740.1.KLF14	chr15	89498795	89498808	+	0.000	0.000	Merged-chr15-89498857-24
NR21375--MA0741.1.KLF16	chr14	103620082	103620092	-	0.000	0.000	Merged-chr14-103620031-34
NR23578--MA0741.1.KLF16	chr15	82188231	82188241	+	0.000	0.000	Merged-chr15-82188110-14
NR60681--MA0741.1.KLF16	chr7	112679261	112679271	+	0.000	0.000	Merged-chr7-112679423-49
NR50152--MA0039.3.KLF4	chr5	91083241	91083251	-	0.000	0.000	Merged-chr5-91083328-13
NR26144--MA1107.1.KLF9	chr16	78264701	78264713	-	0.000	0.000	Merged-chr16-78264728-2
NR27122--MA1107.1.KLF9	chr17	10425426	10425438	+	0.000	0.000	Merged-chr17-10425505-16
NR58445--MA0741.1.KLF16	chr7	28451967	28451977	+	0.000	0.000	Merged-chr7-28452002-19
NR16445--MA1107.1.KLF9	chr13	24654997	24655009	-	0.000	0.000	Merged-chr13-24655048-11
NR68208--MA1107.1.KLF9	chr9	104373465	104373477	+	0.000	0.000	Merged-chr9-104373447-21
NR58876--MA1107.1.KLF9	chr7	44572468	44572480	+	0.000	0.000	Merged-chr7-44572491-3
NR8644--MA1107.1.KLF9	chr10	125333658	125333670	+	0.000	0.000	Merged-chr10-125333760-2
NR226--MA1107.1.KLF9	chr1	25765011	25765023	-	0.000	0.000	Merged-chr1-25764961-1
NR16714--MA0741.1.KLF16	chr13	40676878	40676888	+	0.000	0.000	Merged-chr13-40676828-31
NR70125--MA0599.1.KLF5	chrX	104857315	104857324	+	0.000	0.000	Merged-chrX-104857124-25
NR30829--MA0742.1.Klf12	chr18	43492978	43492992	-	0.000	0.000	Merged-chr18-43493033-11
NR26382--MA0493.1.Klf1	chr16	90329845	90329855	+	0.000	0.000	Merged-chr16-90329904-1
NR58200--MA1107.1.KLF9	chr7	24945273	24945285	+	0.000	0.000	Merged-chr7-24945337-3
NR62064--MA0599.1.KLF5	chr7	143052705	143052714	-	0.000	0.000	Merged-chr7-143052544-1
NR20914--MA0741.1.KLF16	chr14	75527331	75527341	+	0.000	0.000	Merged-chr14-75527299-19
NR54754--MA1107.1.KLF9	chr6	86127141	86127153	-	0.000	0.000	Merged-chr6-86127203-6
NR33632--MA0657.1.KLF13	chr19	42179282	42179299	-	0.000	0.000	Merged-chr19-42179187-7
NR47999--MA0599.1.KLF5	chr4	150087352	150087361	-	0.000	0.000	Merged-chr4-150087480-81
NR12444--MA1107.1.KLF9	chr11	109124569	109124581	+	0.000	0.000	Merged-chr11-109124612-1
NR50633--MA0599.1.KLF5	chr5	106685003	106685012	+	0.000	0.000	Merged-chr5-106684923-4
NR19067--MA0599.1.KLF5	chr13	113484744	113484753	+	0.000	0.000	Merged-chr13-113484650-2
NR7162--MA0657.1.KLF13	chr10	84534023	84534040	-	0.000	0.000	Merged-chr10-84533973-56
NR57361--MA1107.1.KLF9	chr6	147366197	147366209	+	0.000	0.000	Merged-chr6-147366310-2
NR53830--MA0741.1.KLF16	chr6	38524013	38524023	-	0.000	0.000	Merged-chr6-38524100-15
NR45362--MA0493.1.Klf1	chr4	82755889	82755899	+	0.000	0.000	Merged-chr4-82755852-39
NR41002--MA1107.1.KLF9	chr3	79129192	79129204	-	0.000	0.000	Merged-chr3-79129160-12
NR64104--MA1107.1.KLF9	chr8	93661976	93661988	-	0.000	0.000	Merged-chr8-93661902-1
NR54096--MA1107.1.KLF9	chr6	49973801	49973813	-	0.000	0.000	Merged-chr6-49973713-27
NR19085--MA0599.1.KLF5	chr13	114280933	114280942	-	0.000	0.000	Merged-chr13-114280997-1
NR393--MA0599.1.KLF5	chr1	37300937	37300946	-	0.000	0.000	Merged-chr1-37301008-22
NR24739--MA0039.3.KLF4	chr16	4469940	4469950	+	0.000	0.000	Merged-chr16-4469915-27
NR58328--MA0741.1.KLF16	chr7	27325315	27325325	+	0.000	0.000	Merged-chr7-27325300-3
NR23597--MA0599.1.KLF5	chr15	83009224	83009233	-	0.000	0.000	Merged-chr15-83009288-27
NR57225--MA0742.1.Klf12	chr6	145992967	145992981	+	0.000	0.000	Merged-chr6-145993129-56
NR8658--MA1107.1.KLF9	chr10	125333686	125333698	+	0.000	0.000	Merged-chr10-125333760-2
NR25310--MA1107.1.KLF9	chr16	30722575	30722587	-	0.000	0.000	Merged-chr16-30722513-29
NR56496--MA0493.1.Klf1	chr6	134981448	134981458	-	0.000	0.000	Merged-chr6-134981456-22
NR70037--MA0740.1.KLF14	chrX	99136007	99136020	-	0.000	0.000	Merged-chrX-99136067-62
NR4901--MA0741.1.KLF16	chr10	5795624	5795634	+	0.000	0.000	Merged-chr10-5795457-7
NR51607--MA0599.1.KLF5	chr5	124961819	124961828	+	0.000	0.000	Merged-chr5-124961637-18
NR67177--MA1107.1.KLF9	chr9	71358898	71358910	+	0.000	0.000	Merged-chr9-71359059-9
NR41007--MA1107.1.KLF9	chr3	79129202	79129214	-	0.000	0.000	Merged-chr3-79129160-12
NR7134--MA1107.1.KLF9	chr10	83898169	83898181	+	0.000	0.000	Merged-chr10-83898059-2
NR11005--MA0039.3.KLF4	chr11	78973220	78973230	-	0.000	0.000	Merged-chr11-78973372-27
NR60686--MA0741.1.KLF16	chr7	112679302	112679312	+	0.000	0.000	Merged-chr7-112679423-49
NR12458--MA1107.1.KLF9	chr11	109356816	109356828	-	0.000	0.000	Merged-chr11-109356957-22
NR41687--MA0039.3.KLF4	chr3	96938955	96938965	-	0.000	0.000	Merged-chr3-96938962-26
NR1840--MA0493.1.Klf1	chr1	118627882	118627892	+	0.000	0.000	Merged-chr1-118628003-42
NR60797--MA1107.1.KLF9	chr7	115924288	115924300	-	0.000	0.000	Merged-chr7-115924236-1
NR34825--MA0599.1.KLF5	chr2	24776345	24776354	+	0.000	0.000	Merged-chr2-24776490-30
NR65342--MA1107.1.KLF9	chr8	125888311	125888323	-	0.000	0.000	Merged-chr8-125888357-1
NR15402--MA0599.1.KLF5	chr12	105981714	105981723	-	0.000	0.000	Merged-chr12-105981568-18
NR70044--MA1107.1.KLF9	chrX	99136008	99136020	-	0.000	0.000	Merged-chrX-99136067-62
NR40924--MA0039.3.KLF4	chr3	68981201	68981211	+	0.000	0.000	Merged-chr3-68981196-42
NR61681--MA1107.1.KLF9	chr7	136171729	136171741	-	0.000	0.000	Merged-chr7-136171818-25
NR5836--MA0039.3.KLF4	chr10	58351781	58351791	-	0.000	0.000	Merged-chr10-58351765-21
NR1844--MA1107.1.KLF9	chr1	118627882	118627894	+	0.000	0.000	Merged-chr1-118628003-42
NR22028--MA0493.1.Klf1	chr15	10600110	10600120	+	0.000	0.000	Merged-chr15-10599937-7
NR19408--MA0599.1.KLF5	chr14	8214802	8214811	-	0.000	0.000	Merged-chr14-8214738-3
NR35215--MA0039.3.KLF4	chr2	31043126	31043136	-	0.000	0.000	Merged-chr2-31043017-22
NR23048--MA0742.1.Klf12	chr15	74538490	74538504	-	0.000	0.000	Merged-chr15-74538442-18
NR44169--MA0039.3.KLF4	chr4	11386620	11386630	+	0.000	0.000	Merged-chr4-11386729-1
NR55863--MA0741.1.KLF16	chr6	120539391	120539401	-	0.000	0.000	Merged-chr6-120539283-23
NR5683--MA0740.1.KLF14	chr10	43706498	43706511	-	0.000	0.000	Merged-chr10-43706280-54
NR15817--MA0039.3.KLF4	chr12	112699402	112699412	+	0.000	0.000	Merged-chr12-112699364-12
NR50187--MA0741.1.KLF16	chr5	91517628	91517638	-	0.000	0.000	Merged-chr5-91517668-20
NR41011--MA0741.1.KLF16	chr3	79129232	79129242	-	0.000	0.000	Merged-chr3-79129160-12
NR49330--MA0741.1.KLF16	chr5	44239421	44239431	+	0.000	0.000	Merged-chr5-44239344-7
NR49853--MA0741.1.KLF16	chr5	75143468	75143478	+	0.000	0.000	Merged-chr5-75143306-22
NR39925--MA0493.1.Klf1	chr2	181081018	181081028	-	0.000	0.000	Merged-chr2-181081085-14
NR70038--MA0657.1.KLF13	chrX	99136004	99136021	-	0.000	0.000	Merged-chrX-99136067-62
NR16715--MA1107.1.KLF9	chr13	40676877	40676889	+	0.000	0.000	Merged-chr13-40676828-31
NR17582--MA0741.1.KLF16	chr13	73265757	73265767	+	0.000	0.000	Merged-chr13-73265684-17
NR50956--MA0742.1.Klf12	chr5	113165068	113165082	+	0.000	0.000	Merged-chr5-113165071-16
NR41070--MA1107.1.KLF9	chr3	81547097	81547109	+	0.000	0.000	Merged-chr3-81547186-1
NR31914--MA0599.1.KLF5	chr18	79284666	79284675	+	0.000	0.000	Merged-chr18-79284521-10
NR41024--MA0741.1.KLF16	chr3	79451643	79451653	-	0.000	0.000	Merged-chr3-79451498-29
NR65370--MA0493.1.Klf1	chr8	126129474	126129484	-	0.000	0.000	Merged-chr8-126129401-4
NR33793--MA0740.1.KLF14	chr19	46148526	46148539	-	0.000	0.000	Merged-chr19-46148494-21
NR53831--MA1107.1.KLF9	chr6	38524012	38524024	-	0.000	0.000	Merged-chr6-38524100-15
NR14489--MA0741.1.KLF16	chr12	76324804	76324814	+	0.000	0.000	Merged-chr12-76324931-27
NR57360--MA0741.1.KLF16	chr6	147366198	147366208	+	0.000	0.000	Merged-chr6-147366310-2
NR56957--MA0039.3.KLF4	chr6	142851961	142851971	+	0.000	0.000	Merged-chr6-142851785-1
NR64113--MA0741.1.KLF16	chr8	93810534	93810544	+	0.000	0.000	Merged-chr8-93810346-59
NR46973--MA0599.1.KLF5	chr4	133468463	133468472	-	0.000	0.000	Merged-chr4-133468292-6
NR24830--MA1107.1.KLF9	chr16	7550775	7550787	-	0.000	0.000	Merged-chr16-7550847-1
NR4904--MA1107.1.KLF9	chr10	5795633	5795645	+	0.000	0.000	Merged-chr10-5795457-7
NR60489--MA1107.1.KLF9	chr7	108306323	108306335	-	0.000	0.000	Merged-chr7-108306427-2
NR27119--MA0741.1.KLF16	chr17	10425421	10425431	+	0.000	0.000	Merged-chr17-10425505-16
NR27886--MA0599.1.KLF5	chr17	29297795	29297804	+	0.000	0.000	Merged-chr17-29297953-13
NR31395--MA0599.1.KLF5	chr18	65924896	65924905	-	0.000	0.000	Merged-chr18-65924997-33
NR36485--MA1107.1.KLF9	chr2	82119479	82119491	-	0.000	0.000	Merged-chr2-82119507-1
NR45971--MA0742.1.Klf12	chr4	107434698	107434712	-	0.000	0.000	Merged-chr4-107434749-32
NR60180--MA1107.1.KLF9	chr7	99795664	99795676	+	0.000	0.000	Merged-chr7-99795499-24
NR61392--MA0599.1.KLF5	chr7	128554785	128554794	+	0.000	0.000	Merged-chr7-128554722-15
NR31396--MA0741.1.KLF16	chr18	65924895	65924905	-	0.000	0.000	Merged-chr18-65924997-33
NR24118--MA0039.3.KLF4	chr15	95848708	95848718	+	0.000	0.000	Merged-chr15-95848757-7
NR46972--MA1107.1.KLF9	chr4	133468213	133468225	-	0.000	0.000	Merged-chr4-133468292-6
NR55108--MA0599.1.KLF5	chr6	98609322	98609331	+	0.000	0.000	Merged-chr6-98609321-36
NR56210--MA1107.1.KLF9	chr6	127942100	127942112	+	0.000	0.000	Merged-chr6-127942038-1
NR25370--MA0493.1.Klf1	chr16	32516539	32516549	-	0.000	0.000	Merged-chr16-32516451-30
NR65398--MA0599.1.KLF5	chr8	126536325	126536334	+	0.000	0.000	Merged-chr8-126536353-14
NR65164--MA1107.1.KLF9	chr8	123163061	123163073	+	0.000	0.000	Merged-chr8-123163099-40
NR24066--MA0599.1.KLF5	chr15	94089628	94089637	-	0.000	0.000	Merged-chr15-94089786-40
NR5109--MA0599.1.KLF5	chr10	16601079	16601088	-	0.000	0.000	Merged-chr10-16601020-18
NR24934--MA0493.1.Klf1	chr16	13448310	13448320	-	0.000	0.000	Merged-chr16-13448119-36
NR35185--MA1107.1.KLF9	chr2	30690445	30690457	+	0.000	0.000	Merged-chr2-30690325-1
NR15403--MA0741.1.KLF16	chr12	105981750	105981760	-	0.000	0.000	Merged-chr12-105981568-18
NR60092--MA0599.1.KLF5	chr7	98361329	98361338	+	0.000	0.000	Merged-chr7-98361326-25
NR24826--MA1107.1.KLF9	chr16	7550767	7550779	-	0.000	0.000	Merged-chr16-7550847-1
NR35849--MA0599.1.KLF5	chr2	59513733	59513742	-	0.000	0.000	Merged-chr2-59513816-12
NR38325--MA1107.1.KLF9	chr2	147743965	147743977	-	0.000	0.000	Merged-chr2-147744071-13
NR10673--MA0039.3.KLF4	chr11	74100915	74100925	-	0.000	0.000	Merged-chr11-74100988-13
NR26225--MA0741.1.KLF16	chr16	84625104	84625114	-	0.000	0.000	Merged-chr16-84625247-15
NR18946--MA0599.1.KLF5	chr13	111789166	111789175	+	0.000	0.000	Merged-chr13-111789059-2
NR21462--MA0039.3.KLF4	chr14	111676018	111676028	+	0.000	0.000	Merged-chr14-111675959-27
NR20938--MA0599.1.KLF5	chr14	76165439	76165448	-	0.000	0.000	Merged-chr14-76165391-21
NR1590--MA1107.1.KLF9	chr1	90660271	90660283	-	0.000	0.000	Merged-chr1-90660312-12
NR29192--MA1107.1.KLF9	chr17	65559496	65559508	+	0.000	0.000	Merged-chr17-65559393-20
NR25071--MA0599.1.KLF5	chr16	18733719	18733728	-	0.000	0.000	Merged-chr16-18733506-32
NR65169--MA1107.1.KLF9	chr8	123163071	123163083	+	0.000	0.000	Merged-chr8-123163099-40
NR49436--MA0039.3.KLF4	chr5	53437813	53437823	+	0.000	0.000	Merged-chr5-53437793-20
NR66166--MA0599.1.KLF5	chr9	42897683	42897692	-	0.000	0.000	Merged-chr9-42897501-20
NR1363--MA0599.1.KLF5	chr1	84287044	84287053	+	0.000	0.000	Merged-chr1-84286949-27
NR24738--MA0599.1.KLF5	chr16	4469939	4469948	+	0.000	0.000	Merged-chr16-4469915-27
NR55890--MA0741.1.KLF16	chr6	121017543	121017553	-	0.000	0.000	Merged-chr6-121017523-33
NR26142--MA1107.1.KLF9	chr16	78264697	78264709	-	0.000	0.000	Merged-chr16-78264728-2
NR60177--MA0493.1.Klf1	chr7	99795659	99795669	+	0.000	0.000	Merged-chr7-99795499-24
NR16443--MA1107.1.KLF9	chr13	24654993	24655005	-	0.000	0.000	Merged-chr13-24655048-11
NR34427--MA1107.1.KLF9	chr2	4567389	4567401	-	0.000	0.000	Merged-chr2-4567527-13
NR9038--MA1107.1.KLF9	chr11	4344284	4344296	-	0.000	0.000	Merged-chr11-4344147-20
NR20445--MA0742.1.Klf12	chr14	60425780	60425794	+	0.000	0.000	Merged-chr14-60425753-10
NR16074--MA0741.1.KLF16	chr12	118213901	118213911	-	0.000	0.000	Merged-chr12-118213971-4
NR58650--MA1107.1.KLF9	chr7	34630505	34630517	-	0.000	0.000	Merged-chr7-34630517-24
NR33016--MA0599.1.KLF5	chr19	16373324	16373333	+	0.000	0.000	Merged-chr19-16373273-16
NR35180--MA0742.1.Klf12	chr2	30690445	30690459	+	0.000	0.000	Merged-chr2-30690325-1
NR37944--MA0599.1.KLF5	chr2	136713340	136713349	+	0.000	0.000	Merged-chr2-136713421-11
NR53751--MA0039.3.KLF4	chr6	34497703	34497713	-	0.000	0.000	Merged-chr6-34497714-15
NR1205--MA0039.3.KLF4	chr1	74570563	74570573	+	0.000	0.000	Merged-chr1-74570528-25
NR38343--MA0741.1.KLF16	chr2	147832654	147832664	-	0.000	0.000	Merged-chr2-147832545-2
NR23047--MA0740.1.KLF14	chr15	74538491	74538504	-	0.000	0.000	Merged-chr15-74538442-18
NR11004--MA0599.1.KLF5	chr11	78973222	78973231	-	0.000	0.000	Merged-chr11-78973372-27
NR9742--MA0599.1.KLF5	chr11	50952641	50952650	+	0.000	0.000	Merged-chr11-50952542-18
