#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-log2fc-1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-log2fc-1_dn.bed
NR22997--MA0741.1.KLF16	chr15	98907989	98907999	+	0.000	0.000	Merged-chr15-98907951-8
NR51448--MA1107.1.KLF9	chr6	70709684	70709696	-	0.000	0.000	Merged-chr6-70709572-48
NR30--MA0740.1.KLF14	chr1	7206767	7206780	+	0.000	0.000	Merged-chr1-7206621-34
NR55803--MA1107.1.KLF9	chr7	64048783	64048795	-	0.000	0.000	Merged-chr7-64048843-48
NR47850--MA0493.1.Klf1	chr5	112239656	112239666	-	0.000	0.000	Merged-chr5-112239781-12
NR24640--MA1107.1.KLF9	chr16	55924216	55924228	+	0.000	0.000	Merged-chr16-55924140-18
NR12856--MA0493.1.Klf1	chr12	16580530	16580540	-	0.000	0.000	Merged-chr12-16580677-15
NR900--MA0741.1.KLF16	chr1	66878638	66878648	+	0.000	0.000	Merged-chr1-66878572-10
NR55798--MA0740.1.KLF14	chr7	64048782	64048795	-	0.000	0.000	Merged-chr7-64048843-48
NR18186--MA1107.1.KLF9	chr13	119657283	119657295	+	0.000	0.000	Merged-chr13-119657260-10
NR30544--MA1107.1.KLF9	chr18	84159095	84159107	+	0.000	0.000	Merged-chr18-84159275-32
NR31352--MA0742.1.Klf12	chr19	23388471	23388485	-	0.000	0.000	Merged-chr19-23388451-6
NR20901--MA0741.1.KLF16	chr15	25865810	25865820	-	0.000	0.000	Merged-chr15-25865817-16
NR46287--MA0741.1.KLF16	chr5	35786170	35786180	+	0.000	0.000	Merged-chr5-35786047-15
NR24242--MA0741.1.KLF16	chr16	32658891	32658901	+	0.000	0.000	Merged-chr16-32659000-27
NR9716--MA1107.1.KLF9	chr11	62815590	62815602	-	0.000	0.000	Merged-chr11-62815685-10
NR55057--MA0599.1.KLF5	chr7	29906112	29906121	-	0.000	0.000	Merged-chr7-29906235-59
NR50287--MA1107.1.KLF9	chr5	149594184	149594196	+	0.000	0.000	Merged-chr5-149594297-11
NR18532--MA0599.1.KLF5	chr14	25534318	25534327	+	0.000	0.000	Merged-chr14-25534315-15
NR5840--MA1107.1.KLF9	chr10	77264471	77264483	+	0.000	0.000	Merged-chr10-77264465-20
NR21777--MA0742.1.Klf12	chr15	76799702	76799716	+	0.000	0.000	Merged-chr15-76799596-17
NR1391--MA1107.1.KLF9	chr1	91193338	91193350	-	0.000	0.000	Merged-chr1-91193266-65
NR52592--MA1107.1.KLF9	chr6	119199104	119199116	+	0.000	0.000	Merged-chr6-119199024-52
NR21708--MA0599.1.KLF5	chr15	76118015	76118024	-	0.000	0.000	Merged-chr15-76118130-3
NR11251--MA1107.1.KLF9	chr11	99012469	99012481	-	0.000	0.000	Merged-chr11-99012536-12
NR55155--MA0493.1.Klf1	chr7	31028758	31028768	+	0.000	0.000	Merged-chr7-31028766-21
NR47854--MA0039.3.KLF4	chr5	112239765	112239775	-	0.000	0.000	Merged-chr5-112239781-12
NR22--MA0740.1.KLF14	chr1	7206452	7206465	+	0.000	0.000	Merged-chr1-7206621-34
NR26914--MA0039.3.KLF4	chr17	34127650	34127660	+	0.000	0.000	Merged-chr17-34127670-6
NR34802--MA0599.1.KLF5	chr2	103750420	103750429	+	0.000	0.000	Merged-chr2-103750485-21
NR19507--MA0742.1.Klf12	chr14	67951870	67951884	+	0.000	0.000	Merged-chr14-67951902-1
NR52584--MA0493.1.Klf1	chr6	119199104	119199114	+	0.000	0.000	Merged-chr6-119199024-52
NR13013--MA0740.1.KLF14	chr12	25155527	25155540	-	0.000	0.000	Merged-chr12-25155613-40
NR11448--MA0039.3.KLF4	chr11	102061346	102061356	+	0.000	0.000	Merged-chr11-102061381-17
NR6021--MA0039.3.KLF4	chr10	79925508	79925518	+	0.000	0.000	Merged-chr10-79925589-24
NR63064--MA0741.1.KLF16	chr9	62026865	62026875	-	0.000	0.000	Merged-chr9-62026837-17
NR28584--MA1107.1.KLF9	chr17	85901171	85901183	+	0.000	0.000	Merged-chr17-85901349-9
NR33--MA0741.1.KLF16	chr1	7206768	7206778	+	0.000	0.000	Merged-chr1-7206621-34
NR4546--MA0599.1.KLF5	chr10	8370348	8370357	+	0.000	0.000	Merged-chr10-8370203-10
NR905--MA0741.1.KLF16	chr1	66897063	66897073	+	0.000	0.000	Merged-chr1-66897217-4
NR24879--MA0493.1.Klf1	chr16	76422776	76422786	+	0.000	0.000	Merged-chr16-76422823-13
NR38750--MA0599.1.KLF5	chr3	87840999	87841008	+	0.000	0.000	Merged-chr3-87841057-16
NR18485--MA0742.1.Klf12	chr14	21525773	21525787	+	0.000	0.000	Merged-chr14-21525854-33
NR37081--MA0039.3.KLF4	chr2	168429754	168429764	+	0.000	0.000	Merged-chr2-168429700-17
NR47416--MA0039.3.KLF4	chr5	100485641	100485651	-	0.000	0.000	Merged-chr5-100485645-6
NR47470--MA1107.1.KLF9	chr5	100872341	100872353	-	0.000	0.000	Merged-chr5-100872198-32
NR23--MA0657.1.KLF13	chr1	7206451	7206468	+	0.000	0.000	Merged-chr1-7206621-34
NR42777--MA0039.3.KLF4	chr4	101235196	101235206	+	0.000	0.000	Merged-chr4-101235092-24
NR43330--MA1107.1.KLF9	chr4	120053628	120053640	-	0.000	0.000	Merged-chr4-120053646-59
NR50665--MA0599.1.KLF5	chr6	30230375	30230384	-	0.000	0.000	Merged-chr6-30230479-12
NR48427--MA0599.1.KLF5	chr5	121100551	121100560	+	0.000	0.000	Merged-chr5-121100615-3
NR14633--MA0039.3.KLF4	chr12	107963070	107963080	+	0.000	0.000	Merged-chr12-107963174-17
NR65221--MA0742.1.Klf12	chr9	118863766	118863780	-	0.000	0.000	Merged-chr9-118863800-9
NR20662--MA0039.3.KLF4	chr15	5250438	5250448	+	0.000	0.000	Merged-chr15-5250378-18
NR11064--MA1107.1.KLF9	chr11	97133378	97133390	+	0.000	0.000	Merged-chr11-97133494-13
NR65226--MA1107.1.KLF9	chr9	118863768	118863780	-	0.000	0.000	Merged-chr9-118863800-9
NR39343--MA0740.1.KLF14	chr3	101701452	101701465	-	0.000	0.000	Merged-chr3-101701370-14
NR17601--MA0741.1.KLF16	chr13	104937957	104937967	-	0.000	0.000	Merged-chr13-104937983-19
NR43326--MA1107.1.KLF9	chr4	120053612	120053624	-	0.000	0.000	Merged-chr4-120053646-59
NR9216--MA0741.1.KLF16	chr11	51898827	51898837	-	0.000	0.000	Merged-chr11-51898870-27
NR42930--MA1107.1.KLF9	chr4	107358144	107358156	+	0.000	0.000	Merged-chr4-107358068-17
NR52576--MA0740.1.KLF14	chr6	119199104	119199117	+	0.000	0.000	Merged-chr6-119199024-52
NR985--MA0599.1.KLF5	chr1	74249504	74249513	-	0.000	0.000	Merged-chr1-74249677-3
NR19462--MA0599.1.KLF5	chr14	66241492	66241501	-	0.000	0.000	Merged-chr14-66241484-22
NR28070--MA1107.1.KLF9	chr17	72079246	72079258	-	0.000	0.000	Merged-chr17-72079335-3
NR32169--MA0742.1.Klf12	chr19	55260945	55260959	+	0.000	0.000	Merged-chr19-55260920-21
NR5766--MA0493.1.Klf1	chr10	75536382	75536392	-	0.000	0.000	Merged-chr10-75536310-39
NR19560--MA0493.1.Klf1	chr14	69774965	69774975	-	0.000	0.000	Merged-chr14-69774788-96
NR62558--MA0599.1.KLF5	chr9	45329720	45329729	-	0.000	0.000	Merged-chr9-45329808-12
NR25448--MA0742.1.Klf12	chr16	95712323	95712337	-	0.000	0.000	Merged-chr16-95712235-1
NR27074--MA0039.3.KLF4	chr17	35742089	35742099	+	0.000	0.000	Merged-chr17-35741988-36
NR12370--MA0742.1.Klf12	chr11	117792458	117792472	-	0.000	0.000	Merged-chr11-117792399-10
NR38752--MA0741.1.KLF16	chr3	87840999	87841009	+	0.000	0.000	Merged-chr3-87841057-16
NR26335--MA0599.1.KLF5	chr17	25913670	25913679	+	0.000	0.000	Merged-chr17-25913616-30
NR49570--MA1107.1.KLF9	chr5	139377607	139377619	-	0.000	0.000	Merged-chr5-139377554-24
NR42142--MA0039.3.KLF4	chr4	46617577	46617587	+	0.000	0.000	Merged-chr4-46617709-8
NR42926--MA1107.1.KLF9	chr4	107357987	107357999	+	0.000	0.000	Merged-chr4-107358068-17
NR2294--MA0039.3.KLF4	chr1	138843411	138843421	-	0.000	0.000	Merged-chr1-138843569-18
NR23531--MA0599.1.KLF5	chr16	3859463	3859472	-	0.000	0.000	Merged-chr16-3859586-8
NR65219--MA0740.1.KLF14	chr9	118863767	118863780	-	0.000	0.000	Merged-chr9-118863800-9
NR26638--MA0039.3.KLF4	chr17	29638106	29638116	+	0.000	0.000	Merged-chr17-29638161-9
NR772--MA0740.1.KLF14	chr1	58953882	58953895	+	0.000	0.000	Merged-chr1-58953999-17
NR61302--MA0740.1.KLF14	chr8	123341733	123341746	+	0.000	0.000	Merged-chr8-123341706-13
NR23736--MA1107.1.KLF9	chr16	11448975	11448987	+	0.000	0.000	Merged-chr16-11448842-30
NR16005--MA0741.1.KLF16	chr13	43554872	43554882	-	0.000	0.000	Merged-chr13-43555011-40
NR44444--MA0493.1.Klf1	chr4	138033652	138033662	-	0.000	0.000	Merged-chr4-138033707-13
NR33472--MA0599.1.KLF5	chr2	32834828	32834837	+	0.000	0.000	Merged-chr2-32834738-24
NR31721--MA1107.1.KLF9	chr19	40661294	40661306	+	0.000	0.000	Merged-chr19-40661209-23
NR21902--MA0741.1.KLF16	chr15	78810442	78810452	-	0.000	0.000	Merged-chr15-78810431-5
NR50895--MA0742.1.Klf12	chr6	43353650	43353664	-	0.000	0.000	Merged-chr6-43353601-7
NR39346--MA0741.1.KLF16	chr3	101701454	101701464	-	0.000	0.000	Merged-chr3-101701370-14
NR31606--MA0599.1.KLF5	chr19	37110672	37110681	+	0.000	0.000	Merged-chr19-37110576-17
NR47852--MA1107.1.KLF9	chr5	112239645	112239657	-	0.000	0.000	Merged-chr5-112239781-12
NR5484--MA1107.1.KLF9	chr10	62248020	62248032	-	0.000	0.000	Merged-chr10-62247968-20
NR27577--MA0742.1.Klf12	chr17	52156653	52156667	+	0.000	0.000	Merged-chr17-52156639-23
NR1063--MA0742.1.Klf12	chr1	75213259	75213273	-	0.000	0.000	Merged-chr1-75213327-22
NR17609--MA1107.1.KLF9	chr13	104937964	104937976	-	0.000	0.000	Merged-chr13-104937983-19
NR43817--MA0741.1.KLF16	chr4	130017259	130017269	+	0.000	0.000	Merged-chr4-130017376-16
NR3266--MA0742.1.Klf12	chr1	170972720	170972734	+	0.000	0.000	Merged-chr1-170972744-20
NR49566--MA0741.1.KLF16	chr5	139377604	139377614	-	0.000	0.000	Merged-chr5-139377554-24
NR32905--MA0039.3.KLF4	chr2	25148133	25148143	+	0.000	0.000	Merged-chr2-25148103-14
NR37944--MA0599.1.KLF5	chr3	28244441	28244450	+	0.000	0.000	Merged-chr3-28244555-21
NR30785--MA0599.1.KLF5	chr19	4943123	4943132	+	0.000	0.000	Merged-chr19-4942974-44
NR42782--MA0741.1.KLF16	chr4	101235195	101235205	+	0.000	0.000	Merged-chr4-101235092-24
NR27578--MA0599.1.KLF5	chr17	52156672	52156681	+	0.000	0.000	Merged-chr17-52156639-23
NR30551--MA1107.1.KLF9	chr18	84159109	84159121	+	0.000	0.000	Merged-chr18-84159275-32
NR17991--MA0740.1.KLF14	chr13	113556697	113556710	+	0.000	0.000	Merged-chr13-113556743-10
NR40787--MA0039.3.KLF4	chr3	144561695	144561705	-	0.000	0.000	Merged-chr3-144561824-38
NR47661--MA0599.1.KLF5	chr5	107554525	107554534	-	0.000	0.000	Merged-chr5-107554534-24
NR4605--MA1107.1.KLF9	chr10	12929346	12929358	-	0.000	0.000	Merged-chr10-12929241-10
NR13715--MA0039.3.KLF4	chr12	77077947	77077957	+	0.000	0.000	Merged-chr12-77077923-9
NR47415--MA0599.1.KLF5	chr5	100485643	100485652	-	0.000	0.000	Merged-chr5-100485645-6
NR54967--MA1107.1.KLF9	chr7	28609175	28609187	+	0.000	0.000	Merged-chr7-28609310-17
NR6833--MA0740.1.KLF14	chr10	95193990	95194003	-	0.000	0.000	Merged-chr10-95194130-23
NR31613--MA0742.1.Klf12	chr19	37333607	37333621	+	0.000	0.000	Merged-chr19-37333490-26
NR52493--MA0599.1.KLF5	chr6	115972920	115972929	-	0.000	0.000	Merged-chr6-115972922-11
NR26851--MA0599.1.KLF5	chr17	33550436	33550445	+	0.000	0.000	Merged-chr17-33550477-13
NR11227--MA1107.1.KLF9	chr11	98925097	98925109	-	0.000	0.000	Merged-chr11-98925291-3
NR30547--MA1107.1.KLF9	chr18	84159101	84159113	+	0.000	0.000	Merged-chr18-84159275-32
NR11220--MA0741.1.KLF16	chr11	98925110	98925120	-	0.000	0.000	Merged-chr11-98925291-3
NR26282--MA0493.1.Klf1	chr17	25014182	25014192	+	0.000	0.000	Merged-chr17-25014289-16
NR55805--MA0741.1.KLF16	chr7	64049100	64049110	-	0.000	0.000	Merged-chr7-64048843-48
NR47848--MA0039.3.KLF4	chr5	112239654	112239664	-	0.000	0.000	Merged-chr5-112239781-12
NR11250--MA0493.1.Klf1	chr11	99012471	99012481	-	0.000	0.000	Merged-chr11-99012536-12
NR42784--MA1107.1.KLF9	chr4	101235186	101235198	+	0.000	0.000	Merged-chr4-101235092-24
NR21276--MA0493.1.Klf1	chr15	57921705	57921715	+	0.000	0.000	Merged-chr15-57921644-21
NR24245--MA0741.1.KLF16	chr16	32658894	32658904	+	0.000	0.000	Merged-chr16-32659000-27
NR65434--MA1107.1.KLF9	chr9	121682271	121682283	+	0.000	0.000	Merged-chr9-121682469-52
NR63063--MA0599.1.KLF5	chr9	62026866	62026875	-	0.000	0.000	Merged-chr9-62026837-17
NR43769--MA0741.1.KLF16	chr4	129621213	129621223	+	0.000	0.000	Merged-chr4-129621333-30
NR5088--MA0599.1.KLF5	chr10	42838839	42838848	-	0.000	0.000	Merged-chr10-42838902-52
NR52587--MA0493.1.Klf1	chr6	119199125	119199135	+	0.000	0.000	Merged-chr6-119199024-52
NR24638--MA0741.1.KLF16	chr16	55924217	55924227	+	0.000	0.000	Merged-chr16-55924140-18
NR6834--MA0657.1.KLF13	chr10	95193987	95194004	-	0.000	0.000	Merged-chr10-95194130-23
NR419--MA0741.1.KLF16	chr1	38963795	38963805	-	0.000	0.000	Merged-chr1-38963759-8
NR51039--MA0740.1.KLF14	chr6	48693967	48693980	-	0.000	0.000	Merged-chr6-48693973-35
NR59777--MA1107.1.KLF9	chr8	71668273	71668285	-	0.000	0.000	Merged-chr8-71668308-31
NR31801--MA0741.1.KLF16	chr19	43809535	43809545	+	0.000	0.000	Merged-chr19-43809499-23
NR26637--MA0599.1.KLF5	chr17	29638105	29638114	+	0.000	0.000	Merged-chr17-29638161-9
NR44415--MA0599.1.KLF5	chr4	137890767	137890776	+	0.000	0.000	Merged-chr4-137890747-20
NR43324--MA1107.1.KLF9	chr4	120053608	120053620	-	0.000	0.000	Merged-chr4-120053646-59
NR45196--MA0599.1.KLF5	chr4	150894786	150894795	+	0.000	0.000	Merged-chr4-150894695-19
NR57495--MA0493.1.Klf1	chr7	127137854	127137864	+	0.000	0.000	Merged-chr7-127137762-54
NR61308--MA1107.1.KLF9	chr8	123341778	123341790	-	0.000	0.000	Merged-chr8-123341706-13
NR11225--MA0741.1.KLF16	chr11	98925116	98925126	-	0.000	0.000	Merged-chr11-98925291-3
NR14221--MA0599.1.KLF5	chr12	99942542	99942551	+	0.000	0.000	Merged-chr12-99942644-16
NR6836--MA0741.1.KLF16	chr10	95193992	95194002	-	0.000	0.000	Merged-chr10-95194130-23
NR1068--MA1107.1.KLF9	chr1	75213261	75213273	-	0.000	0.000	Merged-chr1-75213327-22
NR52870--MA0599.1.KLF5	chr6	127165834	127165843	+	0.000	0.000	Merged-chr6-127165836-16
NR17597--MA1107.1.KLF9	chr13	104937911	104937923	+	0.000	0.000	Merged-chr13-104937983-19
NR11063--MA0741.1.KLF16	chr11	97133379	97133389	+	0.000	0.000	Merged-chr11-97133494-13
NR43768--MA0493.1.Klf1	chr4	129621212	129621222	+	0.000	0.000	Merged-chr4-129621333-30
NR55619--MA0039.3.KLF4	chr7	48132277	48132287	+	0.000	0.000	Merged-chr7-48132201-46
NR58226--MA0039.3.KLF4	chr7	141270825	141270835	+	0.000	0.000	Merged-chr7-141270891-9
NR19508--MA0039.3.KLF4	chr14	67951872	67951882	+	0.000	0.000	Merged-chr14-67951902-1
NR47245--MA1107.1.KLF9	chr5	93115635	93115647	-	0.000	0.000	Merged-chr5-93115776-9
NR17182--MA0599.1.KLF5	chr13	95524227	95524236	+	0.000	0.000	Merged-chr13-95524264-2
NR42924--MA1107.1.KLF9	chr4	107357951	107357963	+	0.000	0.000	Merged-chr4-107358068-17
NR43912--MA0599.1.KLF5	chr4	132389493	132389502	+	0.000	0.000	Merged-chr4-132389358-16
NR19893--MA0742.1.Klf12	chr14	86744693	86744707	-	0.000	0.000	Merged-chr14-86744622-36
NR49565--MA0599.1.KLF5	chr5	139377611	139377620	-	0.000	0.000	Merged-chr5-139377554-24
NR17604--MA0741.1.KLF16	chr13	104937965	104937975	-	0.000	0.000	Merged-chr13-104937983-19
NR32904--MA0599.1.KLF5	chr2	25148132	25148141	+	0.000	0.000	Merged-chr2-25148103-14
NR23841--MA0742.1.Klf12	chr16	17177859	17177873	+	0.000	0.000	Merged-chr16-17177816-6
NR32899--MA0493.1.Klf1	chr2	25148073	25148083	+	0.000	0.000	Merged-chr2-25148103-14
NR13714--MA0599.1.KLF5	chr12	77077930	77077939	+	0.000	0.000	Merged-chr12-77077923-9
NR3723--MA1107.1.KLF9	chr1	181228987	181228999	+	0.000	0.000	Merged-chr1-181229140-10
NR22998--MA1107.1.KLF9	chr15	98907988	98908000	+	0.000	0.000	Merged-chr15-98907951-8
NR35406--MA0742.1.Klf12	chr2	127304896	127304910	+	0.000	0.000	Merged-chr2-127304764-20
NR17293--MA0741.1.KLF16	chr13	98737376	98737386	+	0.000	0.000	Merged-chr13-98737529-22
NR42780--MA0741.1.KLF16	chr4	101235179	101235189	+	0.000	0.000	Merged-chr4-101235092-24
NR52580--MA0599.1.KLF5	chr6	119199116	119199125	+	0.000	0.000	Merged-chr6-119199024-52
NR2525--MA0740.1.KLF14	chr1	151582200	151582213	+	0.000	0.000	Merged-chr1-151582085-10
NR58636--MA0599.1.KLF5	chr8	13703969	13703978	-	0.000	0.000	Merged-chr8-13703943-8
NR53850--MA0657.1.KLF13	chr6	145135516	145135533	+	0.000	0.000	Merged-chr6-145135361-11
NR15594--MA0740.1.KLF14	chr13	24515170	24515183	+	0.000	0.000	Merged-chr13-24515324-15
NR51449--MA1107.1.KLF9	chr6	70709686	70709698	-	0.000	0.000	Merged-chr6-70709572-48
NR28657--MA0599.1.KLF5	chr17	86969786	86969795	-	0.000	0.000	Merged-chr17-86969824-22
NR17774--MA0599.1.KLF5	chr13	109239466	109239475	+	0.000	0.000	Merged-chr13-109239401-35
NR1437--MA0493.1.Klf1	chr1	92190675	92190685	+	0.000	0.000	Merged-chr1-92190679-18
NR5483--MA0493.1.Klf1	chr10	62248022	62248032	-	0.000	0.000	Merged-chr10-62247968-20
NR24641--MA1107.1.KLF9	chr16	55924231	55924243	+	0.000	0.000	Merged-chr16-55924140-18
NR11011--MA0599.1.KLF5	chr11	96912747	96912756	-	0.000	0.000	Merged-chr11-96912869-14
NR43818--MA1107.1.KLF9	chr4	130017254	130017266	+	0.000	0.000	Merged-chr4-130017376-16
NR45197--MA0741.1.KLF16	chr4	150894786	150894796	+	0.000	0.000	Merged-chr4-150894695-19
NR33630--MA0741.1.KLF16	chr2	35448827	35448837	-	0.000	0.000	Merged-chr2-35448714-11
NR9991--MA0742.1.Klf12	chr11	70622581	70622595	-	0.000	0.000	Merged-chr11-70622499-26
NR48431--MA0741.1.KLF16	chr5	121100546	121100556	+	0.000	0.000	Merged-chr5-121100615-3
NR30545--MA1107.1.KLF9	chr18	84159097	84159109	+	0.000	0.000	Merged-chr18-84159275-32
NR5480--MA0741.1.KLF16	chr10	62247948	62247958	-	0.000	0.000	Merged-chr10-62247968-20
NR39441--MA0493.1.Klf1	chr3	103406616	103406626	-	0.000	0.000	Merged-chr3-103406514-32
NR64455--MA0599.1.KLF5	chr9	106312898	106312907	-	0.000	0.000	Merged-chr9-106313051-17
NR24877--MA0740.1.KLF14	chr16	76422776	76422789	+	0.000	0.000	Merged-chr16-76422823-13
NR899--MA0493.1.Klf1	chr1	66878637	66878647	+	0.000	0.000	Merged-chr1-66878572-10
NR9717--MA1107.1.KLF9	chr11	62815622	62815634	-	0.000	0.000	Merged-chr11-62815685-10
NR5053--MA1107.1.KLF9	chr10	42220496	42220508	+	0.000	0.000	Merged-chr10-42220589-14
NR11449--MA1107.1.KLF9	chr11	102061344	102061356	+	0.000	0.000	Merged-chr11-102061381-17
NR2526--MA0657.1.KLF13	chr1	151582199	151582216	+	0.000	0.000	Merged-chr1-151582085-10
NR5841--MA1107.1.KLF9	chr10	77264473	77264485	+	0.000	0.000	Merged-chr10-77264465-20
NR51043--MA0741.1.KLF16	chr6	48693969	48693979	-	0.000	0.000	Merged-chr6-48693973-35
NR52593--MA1107.1.KLF9	chr6	119199106	119199118	+	0.000	0.000	Merged-chr6-119199024-52
NR15469--MA0493.1.Klf1	chr13	17536549	17536559	+	0.000	0.000	Merged-chr13-17536592-6
NR26169--MA0599.1.KLF5	chr17	23748258	23748267	+	0.000	0.000	Merged-chr17-23748319-15
NR7555--MA0039.3.KLF4	chr10	117969967	117969977	-	0.000	0.000	Merged-chr10-117970017-9
NR52585--MA0493.1.Klf1	chr6	119199115	119199125	+	0.000	0.000	Merged-chr6-119199024-52
NR52591--MA0741.1.KLF16	chr6	119199131	119199141	+	0.000	0.000	Merged-chr6-119199024-52
NR67039--MA1107.1.KLF9	chrX	169973433	169973445	+	0.000	0.000	Merged-chrX-169973362-71
NR17590--MA1107.1.KLF9	chr13	104937897	104937909	+	0.000	0.000	Merged-chr13-104937983-19
NR1510--MA0599.1.KLF5	chr1	97613887	97613896	+	0.000	0.000	Merged-chr1-97613912-17
NR51178--MA0599.1.KLF5	chr6	52962471	52962480	-	0.000	0.000	Merged-chr6-52962536-54
NR1512--MA0741.1.KLF16	chr1	97613887	97613897	+	0.000	0.000	Merged-chr1-97613912-17
NR28585--MA1107.1.KLF9	chr17	85901173	85901185	+	0.000	0.000	Merged-chr17-85901349-9
NR10634--MA0599.1.KLF5	chr11	87808383	87808392	+	0.000	0.000	Merged-chr11-87808482-18
NR46690--MA0741.1.KLF16	chr5	64841073	64841083	+	0.000	0.000	Merged-chr5-64840917-11
NR21709--MA0493.1.Klf1	chr15	76118015	76118025	-	0.000	0.000	Merged-chr15-76118130-3
NR19655--MA0599.1.KLF5	chr14	74797407	74797416	+	0.000	0.000	Merged-chr14-74797519-9
NR55595--MA0740.1.KLF14	chr7	47095181	47095194	-	0.000	0.000	Merged-chr7-47095108-11
NR32893--MA0742.1.Klf12	chr2	25148073	25148087	+	0.000	0.000	Merged-chr2-25148103-14
NR61951--MA0740.1.KLF14	chr9	21601280	21601293	-	0.000	0.000	Merged-chr9-21601283-11
NR52495--MA0039.3.KLF4	chr6	115972938	115972948	-	0.000	0.000	Merged-chr6-115972922-11
NR43821--MA0741.1.KLF16	chr4	130017553	130017563	-	0.000	0.000	Merged-chr4-130017376-16
NR30385--MA1107.1.KLF9	chr18	80178394	80178406	+	0.000	0.000	Merged-chr18-80178605-23
NR6866--MA0599.1.KLF5	chr10	96118232	96118241	-	0.000	0.000	Merged-chr10-96118246-10
NR61307--MA0493.1.Klf1	chr8	123341780	123341790	-	0.000	0.000	Merged-chr8-123341706-13
NR44413--MA0657.1.KLF13	chr4	137890765	137890782	+	0.000	0.000	Merged-chr4-137890747-20
NR1067--MA0493.1.Klf1	chr1	75213263	75213273	-	0.000	0.000	Merged-chr1-75213327-22
NR21776--MA1107.1.KLF9	chr15	76799671	76799683	+	0.000	0.000	Merged-chr15-76799596-17
NR43327--MA1107.1.KLF9	chr4	120053614	120053626	-	0.000	0.000	Merged-chr4-120053646-59
NR4345--MA1107.1.KLF9	chr1	193198496	193198508	+	0.000	0.000	Merged-chr1-193198474-9
NR56623--MA0493.1.Klf1	chr7	101466458	101466468	-	0.000	0.000	Merged-chr7-101466620-78
NR42931--MA1107.1.KLF9	chr4	107358219	107358231	+	0.000	0.000	Merged-chr4-107358068-17
NR28071--MA1107.1.KLF9	chr17	72079248	72079260	-	0.000	0.000	Merged-chr17-72079335-3
NR9990--MA0740.1.KLF14	chr11	70622582	70622595	-	0.000	0.000	Merged-chr11-70622499-26
NR50666--MA0493.1.Klf1	chr6	30230375	30230385	-	0.000	0.000	Merged-chr6-30230479-12
NR24055--MA0657.1.KLF13	chr16	24238376	24238393	-	0.000	0.000	Merged-chr16-24238458-30
NR31354--MA0039.3.KLF4	chr19	23388473	23388483	-	0.000	0.000	Merged-chr19-23388451-6
NR32901--MA1107.1.KLF9	chr2	25148073	25148085	+	0.000	0.000	Merged-chr2-25148103-14
NR42927--MA1107.1.KLF9	chr4	107358012	107358024	+	0.000	0.000	Merged-chr4-107358068-17
NR17292--MA0493.1.Klf1	chr13	98737375	98737385	+	0.000	0.000	Merged-chr13-98737529-22
NR418--MA0599.1.KLF5	chr1	38963796	38963805	-	0.000	0.000	Merged-chr1-38963759-8
NR26639--MA0039.3.KLF4	chr17	29638118	29638128	+	0.000	0.000	Merged-chr17-29638161-9
NR5262--MA0599.1.KLF5	chr10	57632022	57632031	-	0.000	0.000	Merged-chr10-57632105-19
NR17291--MA0039.3.KLF4	chr13	98737377	98737387	+	0.000	0.000	Merged-chr13-98737529-22
NR13018--MA0493.1.Klf1	chr12	25155530	25155540	-	0.000	0.000	Merged-chr12-25155613-40
NR19463--MA0493.1.Klf1	chr14	66241492	66241502	-	0.000	0.000	Merged-chr14-66241484-22
NR3722--MA0493.1.Klf1	chr1	181228987	181228997	+	0.000	0.000	Merged-chr1-181229140-10
NR46750--MA0493.1.Klf1	chr5	65850929	65850939	-	0.000	0.000	Merged-chr5-65850971-35
NR21707--MA0742.1.Klf12	chr15	76118011	76118025	-	0.000	0.000	Merged-chr15-76118130-3
NR58835--MA0493.1.Klf1	chr8	25578494	25578504	-	0.000	0.000	Merged-chr8-25578502-39
NR2506--MA0039.3.KLF4	chr1	151382183	151382193	+	0.000	0.000	Merged-chr1-151382217-13
NR47853--MA1107.1.KLF9	chr5	112239654	112239666	-	0.000	0.000	Merged-chr5-112239781-12
NR50290--MA1107.1.KLF9	chr5	149594190	149594202	+	0.000	0.000	Merged-chr5-149594297-11
NR43919--MA1107.1.KLF9	chr4	132775197	132775209	-	0.000	0.000	Merged-chr4-132775105-24
NR55923--MA1107.1.KLF9	chr7	67425608	67425620	+	0.000	0.000	Merged-chr7-67425669-21
NR46177--MA0741.1.KLF16	chr5	33520516	33520526	+	0.000	0.000	Merged-chr5-33520453-4
NR2529--MA1107.1.KLF9	chr1	151582186	151582198	+	0.000	0.000	Merged-chr1-151582085-10
NR62497--MA0599.1.KLF5	chr9	44582654	44582663	-	0.000	0.000	Merged-chr9-44582588-15
NR20933--MA0039.3.KLF4	chr15	27800441	27800451	+	0.000	0.000	Merged-chr15-27800406-19
NR51041--MA0599.1.KLF5	chr6	48693970	48693979	-	0.000	0.000	Merged-chr6-48693973-35
