#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh-log2fc-1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh-log2fc-1_dn.bed
NR138--MA0089.1.MAFG::NFE2L1	chr1	36797660	36797665	-	0.000	0.000	Merged-chr1-36797700-29
NR6369--MA0659.1.MAFG	chr17	46807793	46807813	+	0.000	0.000	Merged-chr17-46807874-5
NR4239--MA0591.1.Bach1::Mafk	chr13	113418362	113418376	-	0.000	0.000	Merged-chr13-113418245-6
NR2316--MA0496.2.MAFK	chr11	43362488	43362506	+	0.000	0.000	Merged-chr11-43362621-15
NR3648--MA0591.1.Bach1::Mafk	chr13	29805499	29805513	-	0.000	0.000	Merged-chr13-29805422-4
NR6389--MA0591.1.Bach1::Mafk	chr17	50132922	50132936	-	0.000	0.000	Merged-chr17-50132792-1
NR14263--MA0591.1.Bach1::Mafk	chr9	44999341	44999355	+	0.000	0.000	Merged-chr9-44999415-9
NR10739--MA0089.1.MAFG::NFE2L1	chr5	24973402	24973407	+	0.000	0.000	Merged-chr5-24973426-11
NR12006--MA0591.1.Bach1::Mafk	chr6	97915933	97915947	-	0.000	0.000	Merged-chr6-97915834-2
NR2802--MA0591.1.Bach1::Mafk	chr11	117194556	117194570	+	0.000	0.000	Merged-chr11-117194632-5
NR3651--MA0501.1.MAF::NFE2	chr13	29805502	29805516	+	0.000	0.000	Merged-chr13-29805422-4
NR3368--MA0089.1.MAFG::NFE2L1	chr12	107942103	107942108	+	0.000	0.000	Merged-chr12-107942260-4
NR631--MA0495.2.MAFF	chr1	119469663	119469683	+	0.000	0.000	Merged-chr1-119469584-5
NR3461--MA0591.1.Bach1::Mafk	chr12	114927842	114927856	-	0.000	0.000	Merged-chr12-114927894-5
NR633--MA0659.1.MAFG	chr1	119469663	119469683	+	0.000	0.000	Merged-chr1-119469584-5
NR2805--MA0496.2.MAFK	chr11	117194554	117194572	-	0.000	0.000	Merged-chr11-117194632-5
NR4005--MA0495.2.MAFF	chr13	90101751	90101771	+	0.000	0.000	Merged-chr13-90101603-11
NR19--MA0495.2.MAFF	chr1	13281525	13281545	-	0.000	0.000	Merged-chr1-13281685-7
NR1886--MA0495.2.MAFF	chr10	96519651	96519671	+	0.000	0.000	Merged-chr10-96519469-9
NR4998--MA0591.1.Bach1::Mafk	chr14	121903488	121903502	+	0.000	0.000	Merged-chr14-121903586-22
NR12957--MA0495.2.MAFF	chr7	98995279	98995299	-	0.000	0.000	Merged-chr7-98995432-21
NR3750--MA0659.1.MAFG	chr13	44819586	44819606	-	0.000	0.000	Merged-chr13-44819494-25
NR3086--MA0089.1.MAFG::NFE2L1	chr12	70232369	70232374	+	0.000	0.000	Merged-chr12-70232391-28
