#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Bcl6/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR1907--MA0731.1.BCL6B	chr8	12607380	12607396	-	0.000	0.000	Merged-chr8-12607436-37
NR307--MA0463.1.Bcl6	chr11	19019310	19019323	+	0.000	0.000	Merged-chr11-19019022-32
NR712--MA0731.1.BCL6B	chr14	103550684	103550700	+	0.000	0.000	Merged-chr14-103550672-31
NR1060--MA0731.1.BCL6B	chr2	15049399	15049415	+	0.000	0.000	Merged-chr2-15049301-58
NR428--MA0463.1.Bcl6	chr12	55438927	55438940	+	0.000	0.000	Merged-chr12-55438958-24
NR1378--MA0731.1.BCL6B	chr3	146783896	146783912	-	0.000	0.000	Merged-chr3-146783871-10
NR1472--MA0463.1.Bcl6	chr4	130802114	130802127	-	0.000	0.000	Merged-chr4-130802230-25
NR1649--MA0731.1.BCL6B	chr6	31076174	31076190	-	0.000	0.000	Merged-chr6-31076077-28
NR692--MA0463.1.Bcl6	chr14	75845845	75845858	-	0.000	0.000	Merged-chr14-75845908-1
NR930--MA0731.1.BCL6B	chr17	79347975	79347991	+	0.000	0.000	Merged-chr17-79348160-59
NR1132--MA0463.1.Bcl6	chr2	93132375	93132388	-	0.000	0.000	Merged-chr2-93132297-53
NR28--MA0731.1.BCL6B	chr1	67061649	67061665	-	0.000	0.000	Merged-chr1-67061660-57
NR1911--MA0463.1.Bcl6	chr8	25578406	25578419	+	0.000	0.000	Merged-chr8-25578502-39
NR420--MA0731.1.BCL6B	chr12	41090013	41090029	-	0.000	0.000	Merged-chr12-41090116-16
NR1280--MA0463.1.Bcl6	chr3	88376308	88376321	+	0.000	0.000	Merged-chr3-88376347-33
NR1822--MA0463.1.Bcl6	chr7	100591176	100591189	-	0.000	0.000	Merged-chr7-100591140-72
NR1164--MA0463.1.Bcl6	chr2	125731781	125731794	+	0.000	0.000	Merged-chr2-125731924-29
NR1174--MA0731.1.BCL6B	chr2	132131470	132131486	-	0.000	0.000	Merged-chr2-132131548-24
NR1276--MA0463.1.Bcl6	chr3	86110365	86110378	+	0.000	0.000	Merged-chr3-86110244-24
NR1294--MA0463.1.Bcl6	chr3	97971364	97971377	+	0.000	0.000	Merged-chr3-97971358-25
NR1315--MA0731.1.BCL6B	chr3	107062567	107062583	-	0.000	0.000	Merged-chr3-107062583-69
NR2062--MA0463.1.Bcl6	chr9	83834446	83834459	+	0.000	0.000	Merged-chr9-83834539-74
NR1872--MA0463.1.Bcl6	chr7	130273182	130273195	-	0.000	0.000	Merged-chr7-130273384-25
NR927--MA0731.1.BCL6B	chr17	75990565	75990581	+	0.000	0.000	Merged-chr17-75990723-1
NR743--MA0463.1.Bcl6	chr15	59092627	59092640	-	0.000	0.000	Merged-chr15-59092578-15
NR761--MA0463.1.Bcl6	chr15	76617078	76617091	+	0.000	0.000	Merged-chr15-76616972-96
NR2076--MA0463.1.Bcl6	chr9	96348912	96348925	+	0.000	0.000	Merged-chr9-96348984-8
NR627--MA0463.1.Bcl6	chr13	113484652	113484665	+	0.000	0.000	Merged-chr13-113484650-2
NR744--MA0731.1.BCL6B	chr15	59263728	59263744	+	0.000	0.000	Merged-chr15-59263707-44
NR37--MA0463.1.Bcl6	chr1	79701872	79701885	+	0.000	0.000	Merged-chr1-79701854-14
NR1658--MA0463.1.Bcl6	chr6	48086588	48086601	+	0.000	0.000	Merged-chr6-48086485-91
NR343--MA0731.1.BCL6B	chr11	69995661	69995677	+	0.000	0.000	Merged-chr11-69995623-48
NR1564--MA0463.1.Bcl6	chr5	68012934	68012947	-	0.000	0.000	Merged-chr5-68012876-26
NR595--MA0731.1.BCL6B	chr13	97762206	97762222	-	0.000	0.000	Merged-chr13-97762198-40
NR202--MA0463.1.Bcl6	chr10	18923347	18923360	-	0.000	0.000	Merged-chr10-18923473-26
NR1318--MA0463.1.Bcl6	chr3	109747809	109747822	+	0.000	0.000	Merged-chr3-109747952-27
NR793--MA0463.1.Bcl6	chr16	11157864	11157877	-	0.000	0.000	Merged-chr16-11157893-21
NR226--MA0731.1.BCL6B	chr10	63176747	63176763	+	0.000	0.000	Merged-chr10-63176806-32
NR471--MA0463.1.Bcl6	chr12	98445746	98445759	+	0.000	0.000	Merged-chr12-98445818-15
NR1097--MA0731.1.BCL6B	chr2	60037444	60037460	-	0.000	0.000	Merged-chr2-60037299-59
NR1484--MA0463.1.Bcl6	chr4	136081884	136081897	+	0.000	0.000	Merged-chr4-136081901-45
NR337--MA0463.1.Bcl6	chr11	67010721	67010734	+	0.000	0.000	Merged-chr11-67010576-15
NR449--MA0463.1.Bcl6	chr12	80887378	80887391	-	0.000	0.000	Merged-chr12-80887298-29
NR1811--MA0463.1.Bcl6	chr7	83564940	83564953	-	0.000	0.000	Merged-chr7-83565043-35
NR1923--MA0463.1.Bcl6	chr8	46747876	46747889	-	0.000	0.000	Merged-chr8-46747933-31
NR1153--MA0463.1.Bcl6	chr2	116900081	116900094	+	0.000	0.000	Merged-chr2-116900141-29
NR1941--MA0463.1.Bcl6	chr8	83748760	83748773	-	0.000	0.000	Merged-chr8-83748656-80
NR1028--MA0463.1.Bcl6	chr19	34550722	34550735	-	0.000	0.000	Merged-chr19-34550799-53
NR675--MA0731.1.BCL6B	chr14	61971215	61971231	-	0.000	0.000	Merged-chr14-61971047-1
NR1807--MA0463.1.Bcl6	chr7	80583354	80583367	-	0.000	0.000	Merged-chr7-80583398-64
NR145--MA0463.1.Bcl6	chr1	170632632	170632645	+	0.000	0.000	Merged-chr1-170632592-34
NR2015--MA0463.1.Bcl6	chr9	46273043	46273056	-	0.000	0.000	Merged-chr9-46273034-67
NR1770--MA0731.1.BCL6B	chr7	28372749	28372765	-	0.000	0.000	Merged-chr7-28372841-69
NR830--MA0463.1.Bcl6	chr16	75696404	75696417	+	0.000	0.000	Merged-chr16-75696433-23
NR1055--MA0463.1.Bcl6	chr2	11429807	11429820	-	0.000	0.000	Merged-chr2-11429787-25
NR1802--MA0731.1.BCL6B	chr7	68286116	68286132	-	0.000	0.000	Merged-chr7-68286059-41
NR2037--MA0731.1.BCL6B	chr9	65551084	65551100	-	0.000	0.000	Merged-chr9-65551237-57
NR306--MA0731.1.BCL6B	chr11	16838859	16838875	+	0.000	0.000	Merged-chr11-16838980-8
NR293--MA0463.1.Bcl6	chr11	3931994	3932007	+	0.000	0.000	Merged-chr11-3931934-36
NR2146--MA0731.1.BCL6B	chrX	100494214	100494230	-	0.000	0.000	Merged-chrX-100494288-61
NR829--MA0731.1.BCL6B	chr16	75617786	75617802	-	0.000	0.000	Merged-chr16-75617911-31
NR1973--MA0463.1.Bcl6	chr8	117673711	117673724	-	0.000	0.000	Merged-chr8-117673653-52
NR253--MA0731.1.BCL6B	chr10	95842886	95842902	-	0.000	0.000	Merged-chr10-95843057-27
NR2093--MA0731.1.BCL6B	chr9	106438567	106438583	+	0.000	0.000	Merged-chr9-106438400-53
NR1848--MA0463.1.Bcl6	chr7	113250661	113250674	-	0.000	0.000	Merged-chr7-113250807-31
NR1633--MA0463.1.Bcl6	chr5	146897121	146897134	-	0.000	0.000	Merged-chr5-146897155-34
NR2016--MA0731.1.BCL6B	chr9	46273043	46273059	+	0.000	0.000	Merged-chr9-46273034-67
NR1078--MA0463.1.Bcl6	chr2	38926702	38926715	-	0.000	0.000	Merged-chr2-38926558-133
NR1405--MA0463.1.Bcl6	chr4	41295729	41295742	+	0.000	0.000	Merged-chr4-41295781-15
NR1875--MA0463.1.Bcl6	chr7	130673942	130673955	-	0.000	0.000	Merged-chr7-130673894-22
NR522--MA0463.1.Bcl6	chr13	17432660	17432673	+	0.000	0.000	Merged-chr13-17432552-25
NR659--MA0731.1.BCL6B	chr14	47277005	47277021	-	0.000	0.000	Merged-chr14-47276879-81
NR44--MA0463.1.Bcl6	chr1	85961120	85961133	+	0.000	0.000	Merged-chr1-85961052-28
NR867--MA0463.1.Bcl6	chr17	3105108	3105121	+	0.000	0.000	Merged-chr17-3105029-21
NR670--MA0463.1.Bcl6	chr14	55604120	55604133	-	0.000	0.000	Merged-chr14-55604128-61
NR1419--MA0463.1.Bcl6	chr4	59682660	59682673	+	0.000	0.000	Merged-chr4-59682801-45
NR1972--MA0731.1.BCL6B	chr8	117121670	117121686	+	0.000	0.000	Merged-chr8-117121600-27
NR1231--MA0463.1.Bcl6	chr2	173023764	173023777	+	0.000	0.000	Merged-chr2-173023748-35
NR769--MA0463.1.Bcl6	chr15	80149805	80149818	+	0.000	0.000	Merged-chr15-80149719-49
NR326--MA0463.1.Bcl6	chr11	55204358	55204371	-	0.000	0.000	Merged-chr11-55204497-48
NR1227--MA0463.1.Bcl6	chr2	169398595	169398608	+	0.000	0.000	Merged-chr2-169398588-9
NR590--MA0463.1.Bcl6	chr13	92671666	92671679	-	0.000	0.000	Merged-chr13-92671922-24
NR1339--MA0463.1.Bcl6	chr3	129823545	129823558	-	0.000	0.000	Merged-chr3-129823527-31
NR2120--MA0463.1.Bcl6	chr9	122246143	122246156	-	0.000	0.000	Merged-chr9-122246104-16
NR1930--MA0463.1.Bcl6	chr8	68627284	68627297	+	0.000	0.000	Merged-chr8-68627437-32
NR380--MA0463.1.Bcl6	chr11	103344789	103344802	+	0.000	0.000	Merged-chr11-103344829-56
NR1281--MA0463.1.Bcl6	chr3	88914017	88914030	+	0.000	0.000	Merged-chr3-88913993-52
NR349--MA0463.1.Bcl6	chr11	75655918	75655931	+	0.000	0.000	Merged-chr11-75656010-33
NR1393--MA0463.1.Bcl6	chr4	11492943	11492956	+	0.000	0.000	Merged-chr4-11492964-72
NR1035--MA0463.1.Bcl6	chr19	44078437	44078450	+	0.000	0.000	Merged-chr19-44078434-18
NR1917--MA0463.1.Bcl6	chr8	33184841	33184854	-	0.000	0.000	Merged-chr8-33184833-17
NR910--MA0731.1.BCL6B	chr17	51912478	51912494	+	0.000	0.000	Merged-chr17-51912401-22
