#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Bcl6KO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR1075--MA0766.1.GATA5	chr11	108920430	108920437	+	0.000	0.000	Merged-chr11-108920606-78
NR5915--MA0482.1.Gata4	chr9	103624593	103624603	+	0.000	0.000	Merged-chr9-103624813-32
NR1297--MA0140.2.GATA1::TAL1	chr12	103129144	103129161	+	0.000	0.000	Merged-chr12-103129177-1
NR4056--MA0482.1.Gata4	chr4	122872202	122872212	+	0.000	0.000	Merged-chr4-122872187-66
NR1640--MA0140.2.GATA1::TAL1	chr13	107571662	107571679	+	0.000	0.000	Merged-chr13-107571801-8
NR1962--MA0140.2.GATA1::TAL1	chr15	8073365	8073382	-	0.000	0.000	Merged-chr15-8073323-37
NR565--MA0766.1.GATA5	chr10	57486994	57487001	-	0.000	0.000	Merged-chr10-57486904-2
NR2972--MA0035.3.Gata1	chr2	11216988	11216998	+	0.000	0.000	Merged-chr2-11216759-41
NR5609--MA0766.1.GATA5	chr8	124520720	124520727	-	0.000	0.000	Merged-chr8-124520851-52
NR1978--MA0766.1.GATA5	chr15	19857647	19857654	-	0.000	0.000	Merged-chr15-19857574-17
NR2188--MA1104.1.GATA6	chr16	18073880	18073892	+	0.000	0.000	Merged-chr16-18073888-8
NR3082--MA0140.2.GATA1::TAL1	chr2	59055790	59055807	+	0.000	0.000	Merged-chr2-59055992-29
NR4941--MA0766.1.GATA5	chr6	140598741	140598748	-	0.000	0.000	Merged-chr6-140598794-45
NR3563--MA0482.1.Gata4	chr3	60527924	60527934	-	0.000	0.000	Merged-chr3-60527809-145
NR250--MA0140.2.GATA1::TAL1	chr1	135753132	135753149	+	0.000	0.000	Merged-chr1-135753058-42
NR1216--MA0766.1.GATA5	chr12	75494881	75494888	+	0.000	0.000	Merged-chr12-75494766-18
NR3629--MA0482.1.Gata4	chr3	100436946	100436956	-	0.000	0.000	Merged-chr3-100436966-50
NR2985--MA0035.3.Gata1	chr2	13760572	13760582	-	0.000	0.000	Merged-chr2-13760550-51
NR3866--MA0036.3.GATA2	chr4	10770162	10770172	-	0.000	0.000	Merged-chr4-10770192-53
NR3005--MA0766.1.GATA5	chr2	25054340	25054347	-	0.000	0.000	Merged-chr2-25054565-53
NR1791--MA0037.3.GATA3	chr14	60072723	60072730	-	0.000	0.000	Merged-chr14-60072713-24
NR1787--MA0482.1.Gata4	chr14	59397232	59397242	-	0.000	0.000	Merged-chr14-59397210-50
NR5394--MA0766.1.GATA5	chr8	33663413	33663420	-	0.000	0.000	Merged-chr8-33663493-16
NR1163--MA0766.1.GATA5	chr12	40017264	40017271	+	0.000	0.000	Merged-chr12-40017136-45
NR5137--MA0035.3.Gata1	chr7	78583902	78583912	-	0.000	0.000	Merged-chr7-78583930-15
NR3043--MA0035.3.Gata1	chr2	37771974	37771984	+	0.000	0.000	Merged-chr2-37771950-75
NR2534--MA0037.3.GATA3	chr17	71491184	71491191	-	0.000	0.000	Merged-chr17-71491103-50
NR1328--MA0036.3.GATA2	chr12	115605183	115605193	+	0.000	0.000	Merged-chr12-115605160-24
NR89--MA0036.3.GATA2	chr1	61402629	61402639	+	0.000	0.000	Merged-chr1-61402618-25
NR6003--MA0037.3.GATA3	chr9	120493245	120493252	-	0.000	0.000	Merged-chr9-120493281-1
NR1386--MA0482.1.Gata4	chr13	8457034	8457044	+	0.000	0.000	Merged-chr13-8457184-81
NR2709--MA0037.3.GATA3	chr18	67768398	67768405	-	0.000	0.000	Merged-chr18-67768535-29
NR3998--MA0766.1.GATA5	chr4	98282497	98282504	-	0.000	0.000	Merged-chr4-98282479-46
NR5474--MA0482.1.Gata4	chr8	104655150	104655160	-	0.000	0.000	Merged-chr8-104655147-42
NR3794--MA0482.1.Gata4	chr3	145950718	145950728	-	0.000	0.000	Merged-chr3-145950506-72
NR1718--MA0766.1.GATA5	chr14	21683129	21683136	+	0.000	0.000	Merged-chr14-21683018-22
NR5997--MA0482.1.Gata4	chr9	117910718	117910728	+	0.000	0.000	Merged-chr9-117910565-1
NR3284--MA0482.1.Gata4	chr2	121457053	121457063	+	0.000	0.000	Merged-chr2-121457132-54
NR1208--MA0766.1.GATA5	chr12	72976850	72976857	+	0.000	0.000	Merged-chr12-72976950-23
NR2927--MA0037.3.GATA3	chr19	55688659	55688666	-	0.000	0.000	Merged-chr19-55688769-29
NR970--MA0036.3.GATA2	chr11	85518616	85518626	+	0.000	0.000	Merged-chr11-85518426-19
NR622--MA0036.3.GATA2	chr10	80827013	80827023	-	0.000	0.000	Merged-chr10-80827107-1
NR5344--MA0482.1.Gata4	chr7	143649723	143649733	+	0.000	0.000	Merged-chr7-143649559-54
NR4174--MA0037.3.GATA3	chr4	150517582	150517589	-	0.000	0.000	Merged-chr4-150517532-35
NR951--MA0482.1.Gata4	chr11	75269412	75269422	-	0.000	0.000	Merged-chr11-75269578-15
NR5519--MA0482.1.Gata4	chr8	110929178	110929188	-	0.000	0.000	Merged-chr8-110929357-31
NR6017--MA0140.2.GATA1::TAL1	chr9	123021037	123021054	-	0.000	0.000	Merged-chr9-123021299-81
NR3154--MA0482.1.Gata4	chr2	84479310	84479320	+	0.000	0.000	Merged-chr2-84479185-38
NR1745--MA0482.1.Gata4	chr14	50824343	50824353	+	0.000	0.000	Merged-chr14-50824445-24
NR693--MA0482.1.Gata4	chr10	96201431	96201441	-	0.000	0.000	Merged-chr10-96201472-66
NR39--MA0035.3.Gata1	chr1	38884127	38884137	+	0.000	0.000	Merged-chr1-38884000-31
NR744--MA0036.3.GATA2	chr10	116664336	116664346	-	0.000	0.000	Merged-chr10-116664420-26
NR5195--MA0482.1.Gata4	chr7	101504104	101504114	+	0.000	0.000	Merged-chr7-101503907-73
NR5374--MA1104.1.GATA6	chr8	22928843	22928855	+	0.000	0.000	Merged-chr8-22928761-11
NR5916--MA1104.1.GATA6	chr9	103624591	103624603	-	0.000	0.000	Merged-chr9-103624813-32
NR5076--MA0035.3.Gata1	chr7	43894805	43894815	+	0.000	0.000	Merged-chr7-43894981-37
NR2712--MA0036.3.GATA2	chr18	67768397	67768407	+	0.000	0.000	Merged-chr18-67768535-29
NR4057--MA1104.1.GATA6	chr4	122872200	122872212	-	0.000	0.000	Merged-chr4-122872187-66
NR4060--MA0035.3.Gata1	chr4	122872201	122872211	+	0.000	0.000	Merged-chr4-122872187-66
NR2212--MA0766.1.GATA5	chr16	32645538	32645545	-	0.000	0.000	Merged-chr16-32645495-50
NR614--MA0036.3.GATA2	chr10	75125673	75125683	+	0.000	0.000	Merged-chr10-75125705-12
NR4708--MA0037.3.GATA3	chr6	85147637	85147644	+	0.000	0.000	Merged-chr6-85147771-14
NR696--MA0035.3.Gata1	chr10	96201432	96201442	-	0.000	0.000	Merged-chr10-96201472-66
NR2930--MA0036.3.GATA2	chr19	55688658	55688668	+	0.000	0.000	Merged-chr19-55688769-29
NR18--MA0035.3.Gata1	chr1	20912725	20912735	+	0.000	0.000	Merged-chr1-20912686-65
NR1970--MA0140.2.GATA1::TAL1	chr15	12588890	12588907	+	0.000	0.000	Merged-chr15-12588856-30
NR4152--MA0140.2.GATA1::TAL1	chr4	147525207	147525224	+	0.000	0.000	Merged-chr4-147525258-1
NR1214--MA0482.1.Gata4	chr12	75494878	75494888	-	0.000	0.000	Merged-chr12-75494766-18
NR5225--MA0036.3.GATA2	chr7	113419585	113419595	-	0.000	0.000	Merged-chr7-113419557-35
NR1374--MA1104.1.GATA6	chr13	5757295	5757307	+	0.000	0.000	Merged-chr13-5757363-53
NR659--MA0037.3.GATA3	chr10	93228777	93228784	+	0.000	0.000	Merged-chr10-93228796-6
NR566--MA0035.3.Gata1	chr10	57486993	57487003	+	0.000	0.000	Merged-chr10-57486904-2
NR665--MA0140.2.GATA1::TAL1	chr10	93228766	93228783	-	0.000	0.000	Merged-chr10-93228796-6
NR4994--MA0766.1.GATA5	chr7	15930172	15930179	-	0.000	0.000	Merged-chr7-15930108-23
NR2704--MA0036.3.GATA2	chr18	66502126	66502136	-	0.000	0.000	Merged-chr18-66502099-22
NR3221--MA0482.1.Gata4	chr2	102039327	102039337	-	0.000	0.000	Merged-chr2-102039537-38
NR5153--MA0482.1.Gata4	chr7	89171936	89171946	-	0.000	0.000	Merged-chr7-89172043-28
NR507--MA0766.1.GATA5	chr10	19009337	19009344	+	0.000	0.000	Merged-chr10-19009477-32
NR5998--MA1104.1.GATA6	chr9	117910716	117910728	-	0.000	0.000	Merged-chr9-117910565-1
NR826--MA0482.1.Gata4	chr11	11522194	11522204	-	0.000	0.000	Merged-chr11-11522120-49
NR3006--MA0035.3.Gata1	chr2	25054339	25054349	+	0.000	0.000	Merged-chr2-25054565-53
NR3285--MA1104.1.GATA6	chr2	121457051	121457063	-	0.000	0.000	Merged-chr2-121457132-54
NR4612--MA0766.1.GATA5	chr6	32158581	32158588	-	0.000	0.000	Merged-chr6-32158498-25
NR5395--MA0035.3.Gata1	chr8	33663412	33663422	+	0.000	0.000	Merged-chr8-33663493-16
NR1164--MA0035.3.Gata1	chr12	40017262	40017272	-	0.000	0.000	Merged-chr12-40017136-45
NR5345--MA1104.1.GATA6	chr7	143649721	143649733	-	0.000	0.000	Merged-chr7-143649559-54
NR3757--MA0482.1.Gata4	chr3	138334459	138334469	-	0.000	0.000	Merged-chr3-138334424-50
NR131--MA0035.3.Gata1	chr1	86344522	86344532	+	0.000	0.000	Merged-chr1-86344486-59
NR1206--MA0482.1.Gata4	chr12	72976847	72976857	-	0.000	0.000	Merged-chr12-72976950-23
NR6002--MA0140.2.GATA1::TAL1	chr9	120057222	120057239	-	0.000	0.000	Merged-chr9-120057282-6
NR2826--MA0036.3.GATA2	chr19	9899582	9899592	+	0.000	0.000	Merged-chr19-9899505-60
NR2903--MA0482.1.Gata4	chr19	38401404	38401414	+	0.000	0.000	Merged-chr19-38401486-46
NR4124--MA0037.3.GATA3	chr4	145361256	145361263	+	0.000	0.000	Merged-chr4-145361226-45
NR6056--MA0037.3.GATA3	chrX	11753199	11753206	+	0.000	0.000	Merged-chrX-11753307-53
NR5156--MA0035.3.Gata1	chr7	89171937	89171947	-	0.000	0.000	Merged-chr7-89172043-28
NR306--MA0035.3.Gata1	chr1	153141157	153141167	+	0.000	0.000	Merged-chr1-153140977-54
NR3155--MA1104.1.GATA6	chr2	84479308	84479320	-	0.000	0.000	Merged-chr2-84479185-38
NR1746--MA1104.1.GATA6	chr14	50824341	50824353	-	0.000	0.000	Merged-chr14-50824445-24
NR662--MA0036.3.GATA2	chr10	93228775	93228785	-	0.000	0.000	Merged-chr10-93228796-6
NR2783--MA0766.1.GATA5	chr18	82450654	82450661	-	0.000	0.000	Merged-chr18-82450533-7
NR1544--MA0140.2.GATA1::TAL1	chr13	95688758	95688775	+	0.000	0.000	Merged-chr13-95688740-7
NR1998--MA1104.1.GATA6	chr15	50667569	50667581	-	0.000	0.000	Merged-chr15-50667671-62
NR2578--MA0766.1.GATA5	chr17	80323832	80323839	-	0.000	0.000	Merged-chr17-80323753-51
NR2645--MA0482.1.Gata4	chr18	37852547	37852557	-	0.000	0.000	Merged-chr18-37852381-39
NR694--MA1104.1.GATA6	chr10	96201431	96201443	+	0.000	0.000	Merged-chr10-96201472-66
NR2186--MA0037.3.GATA3	chr16	18073883	18073890	+	0.000	0.000	Merged-chr16-18073888-8
NR5196--MA1104.1.GATA6	chr7	101504102	101504114	-	0.000	0.000	Merged-chr7-101503907-73
NR3194--MA0482.1.Gata4	chr2	92192026	92192036	-	0.000	0.000	Merged-chr2-92192158-30
NR1437--MA0482.1.Gata4	chr13	35129616	35129626	+	0.000	0.000	Merged-chr13-35129636-40
NR5162--MA1104.1.GATA6	chr7	90218185	90218197	-	0.000	0.000	Merged-chr7-90218311-11
NR4846--MA0036.3.GATA2	chr6	129284595	129284605	+	0.000	0.000	Merged-chr6-129284661-64
NR266--MA0035.3.Gata1	chr1	138044431	138044441	-	0.000	0.000	Merged-chr1-138044637-18
NR2953--MA0140.2.GATA1::TAL1	chr2	9594140	9594157	+	0.000	0.000	Merged-chr2-9594121-50
NR1454--MA0037.3.GATA3	chr13	45030897	45030904	-	0.000	0.000	Merged-chr13-45031032-27
NR3908--MA0140.2.GATA1::TAL1	chr4	46689561	46689578	+	0.000	0.000	Merged-chr4-46689596-22
NR545--MA0036.3.GATA2	chr10	45132512	45132522	-	0.000	0.000	Merged-chr10-45132499-25
NR2000--MA0766.1.GATA5	chr15	50667571	50667578	-	0.000	0.000	Merged-chr15-50667671-62
NR5826--MA1104.1.GATA6	chr9	85201418	85201430	+	0.000	0.000	Merged-chr9-85201407-31
NR1339--MA0036.3.GATA2	chr12	116177227	116177237	+	0.000	0.000	Merged-chr12-116177118-24
NR3619--MA0482.1.Gata4	chr3	97076429	97076439	-	0.000	0.000	Merged-chr3-97076384-70
NR1278--MA0035.3.Gata1	chr12	98674785	98674795	-	0.000	0.000	Merged-chr12-98674935-52
NR829--MA0036.3.GATA2	chr11	11522195	11522205	-	0.000	0.000	Merged-chr11-11522120-49
NR2213--MA0035.3.Gata1	chr16	32645537	32645547	+	0.000	0.000	Merged-chr16-32645495-50
NR4621--MA0035.3.Gata1	chr6	33929791	33929801	+	0.000	0.000	Merged-chr6-33929791-25
NR5154--MA1104.1.GATA6	chr7	89171936	89171948	+	0.000	0.000	Merged-chr7-89172043-28
NR5517--MA0482.1.Gata4	chr8	110859815	110859825	+	0.000	0.000	Merged-chr8-110860019-49
NR479--MA0140.2.GATA1::TAL1	chr10	7667482	7667499	+	0.000	0.000	Merged-chr10-7667535-49
NR1015--MA0482.1.Gata4	chr11	98655198	98655208	+	0.000	0.000	Merged-chr11-98655229-18
NR4300--MA1104.1.GATA6	chr5	65795512	65795524	-	0.000	0.000	Merged-chr5-65795420-10
NR1267--MA0482.1.Gata4	chr12	91384509	91384519	-	0.000	0.000	Merged-chr12-91384407-62
NR2016--MA0036.3.GATA2	chr15	59010877	59010887	+	0.000	0.000	Merged-chr15-59010782-34
NR1634--MA0140.2.GATA1::TAL1	chr13	103412866	103412883	-	0.000	0.000	Merged-chr13-103412841-15
NR2574--MA0035.3.Gata1	chr17	80062159	80062169	+	0.000	0.000	Merged-chr17-80062114-120
NR4697--MA0140.2.GATA1::TAL1	chr6	83312667	83312684	+	0.000	0.000	Merged-chr6-83312550-87
NR4230--MA0482.1.Gata4	chr5	23894287	23894297	+	0.000	0.000	Merged-chr5-23894337-39
NR3997--MA0037.3.GATA3	chr4	98282497	98282504	-	0.000	0.000	Merged-chr4-98282479-46
NR1717--MA0037.3.GATA3	chr14	21683129	21683136	+	0.000	0.000	Merged-chr14-21683018-22
NR3758--MA1104.1.GATA6	chr3	138334459	138334471	+	0.000	0.000	Merged-chr3-138334424-50
NR1207--MA1104.1.GATA6	chr12	72976847	72976859	+	0.000	0.000	Merged-chr12-72976950-23
NR595--MA0482.1.Gata4	chr10	67586331	67586341	+	0.000	0.000	Merged-chr10-67586382-65
NR5914--MA0037.3.GATA3	chr9	103624593	103624600	-	0.000	0.000	Merged-chr9-103624813-32
NR2587--MA0035.3.Gata1	chr17	83123211	83123221	-	0.000	0.000	Merged-chr17-83123061-32
NR4243--MA0482.1.Gata4	chr5	30343454	30343464	-	0.000	0.000	Merged-chr5-30343363-21
NR4995--MA0035.3.Gata1	chr7	15930171	15930181	+	0.000	0.000	Merged-chr7-15930108-23
NR4055--MA0037.3.GATA3	chr4	122872202	122872209	-	0.000	0.000	Merged-chr4-122872187-66
NR2614--MA0036.3.GATA2	chr18	6411269	6411279	+	0.000	0.000	Merged-chr18-6411189-24
NR171--MA0035.3.Gata1	chr1	95747471	95747481	-	0.000	0.000	Merged-chr1-95747553-17
NR6032--MA0482.1.Gata4	chrX	7421266	7421276	-	0.000	0.000	Merged-chrX-7421154-31
NR2979--MA0140.2.GATA1::TAL1	chr2	12389239	12389256	-	0.000	0.000	Merged-chr2-12389274-16
NR2975--MA0036.3.GATA2	chr2	11320205	11320215	-	0.000	0.000	Merged-chr2-11320345-22
NR4613--MA0035.3.Gata1	chr6	32158580	32158590	+	0.000	0.000	Merged-chr6-32158498-25
NR3195--MA1104.1.GATA6	chr2	92192026	92192038	+	0.000	0.000	Merged-chr2-92192158-30
NR598--MA0035.3.Gata1	chr10	67586330	67586340	+	0.000	0.000	Merged-chr10-67586382-65
NR203--MA0035.3.Gata1	chr1	118403837	118403847	+	0.000	0.000	Merged-chr1-118403887-21
NR2162--MA0482.1.Gata4	chr16	7419926	7419936	+	0.000	0.000	Merged-chr16-7419949-42
NR107--MA0035.3.Gata1	chr1	69331723	69331733	-	0.000	0.000	Merged-chr1-69331775-34
NR5669--MA0037.3.GATA3	chr9	15029165	15029172	+	0.000	0.000	Merged-chr9-15029277-27
NR5312--MA0140.2.GATA1::TAL1	chr7	133003528	133003545	-	0.000	0.000	Merged-chr7-133003648-18
NR3891--MA0036.3.GATA2	chr4	40183011	40183021	+	0.000	0.000	Merged-chr4-40183077-21
NR4678--MA0766.1.GATA5	chr6	67184856	67184863	+	0.000	0.000	Merged-chr6-67184785-39
NR1276--MA1104.1.GATA6	chr12	98674784	98674796	+	0.000	0.000	Merged-chr12-98674935-52
NR2603--MA0766.1.GATA5	chr17	87514007	87514014	+	0.000	0.000	Merged-chr17-87513976-28
NR192--MA0036.3.GATA2	chr1	106375060	106375070	+	0.000	0.000	Merged-chr1-106375068-41
NR529--MA0036.3.GATA2	chr10	34117969	34117979	+	0.000	0.000	Merged-chr10-34117997-36
NR1863--MA0036.3.GATA2	chr14	79481996	79482006	+	0.000	0.000	Merged-chr14-79481875-1
NR2379--MA0766.1.GATA5	chr17	6079941	6079948	+	0.000	0.000	Merged-chr17-6079781-61
NR6120--MA0482.1.Gata4	chrX	113084408	113084418	-	0.000	0.000	Merged-chrX-113084391-25
NR4711--MA0482.1.Gata4	chr6	86148686	86148696	-	0.000	0.000	Merged-chr6-86148822-10
NR234--MA0766.1.GATA5	chr1	130838475	130838482	+	0.000	0.000	Merged-chr1-130838519-27
NR1385--MA0037.3.GATA3	chr13	8457041	8457048	-	0.000	0.000	Merged-chr13-8457184-81
NR875--MA1104.1.GATA6	chr11	43492831	43492843	-	0.000	0.000	Merged-chr11-43492848-27
NR5996--MA0037.3.GATA3	chr9	117910718	117910725	-	0.000	0.000	Merged-chr9-117910565-1
NR4201--MA0482.1.Gata4	chr4	156235718	156235728	-	0.000	0.000	Merged-chr4-156235547-2
NR2316--MA0482.1.Gata4	chr16	78217251	78217261	-	0.000	0.000	Merged-chr16-78217190-12
NR3283--MA0037.3.GATA3	chr2	121457053	121457060	-	0.000	0.000	Merged-chr2-121457132-54
NR5343--MA0037.3.GATA3	chr7	143649723	143649730	-	0.000	0.000	Merged-chr7-143649559-54
NR6123--MA0035.3.Gata1	chrX	113084409	113084419	-	0.000	0.000	Merged-chrX-113084391-25
NR2677--MA0482.1.Gata4	chr18	56888877	56888887	+	0.000	0.000	Merged-chr18-56889017-47
NR4238--MA0035.3.Gata1	chr5	28123271	28123281	+	0.000	0.000	Merged-chr5-28123342-28
NR1961--MA0766.1.GATA5	chr15	8073376	8073383	+	0.000	0.000	Merged-chr15-8073323-37
NR1951--MA0036.3.GATA2	chr15	5108583	5108593	+	0.000	0.000	Merged-chr15-5108448-64
NR152--MA0482.1.Gata4	chr1	94035513	94035523	+	0.000	0.000	Merged-chr1-94035484-87
NR2829--MA0035.3.Gata1	chr19	10816013	10816023	+	0.000	0.000	Merged-chr19-10816124-38
NR126--MA1104.1.GATA6	chr1	85981819	85981831	+	0.000	0.000	Merged-chr1-85981995-4
NR304--MA0035.3.Gata1	chr1	151683047	151683057	+	0.000	0.000	Merged-chr1-151683056-48
NR2805--MA0482.1.Gata4	chr18	89206487	89206497	-	0.000	0.000	Merged-chr18-89206335-76
NR2001--MA0035.3.Gata1	chr15	50667570	50667580	+	0.000	0.000	Merged-chr15-50667671-62
NR4246--MA0036.3.GATA2	chr5	30343455	30343465	-	0.000	0.000	Merged-chr5-30343363-21
NR5672--MA0036.3.GATA2	chr9	15029163	15029173	-	0.000	0.000	Merged-chr9-15029277-27
NR117--MA0766.1.GATA5	chr1	74726885	74726892	-	0.000	0.000	Merged-chr1-74726770-27
NR1744--MA0037.3.GATA3	chr14	50824343	50824350	-	0.000	0.000	Merged-chr14-50824445-24
NR5561--MA0037.3.GATA3	chr8	115739982	115739989	+	0.000	0.000	Merged-chr8-115739981-29
NR6136--MA0035.3.Gata1	chrX	151344007	151344017	+	0.000	0.000	Merged-chrX-151344027-1
NR1834--MA0140.2.GATA1::TAL1	chr14	76569410	76569427	+	0.000	0.000	Merged-chr14-76569463-39
NR165--MA0482.1.Gata4	chr1	95268072	95268082	-	0.000	0.000	Merged-chr1-95268129-85
NR317--MA0035.3.Gata1	chr1	156956632	156956642	+	0.000	0.000	Merged-chr1-156956579-55
NR87--MA0482.1.Gata4	chr1	61402630	61402640	+	0.000	0.000	Merged-chr1-61402618-25
NR596--MA1104.1.GATA6	chr10	67586329	67586341	-	0.000	0.000	Merged-chr10-67586382-65
NR5194--MA0037.3.GATA3	chr7	101504104	101504111	-	0.000	0.000	Merged-chr7-101503907-73
NR4244--MA1104.1.GATA6	chr5	30343443	30343455	+	0.000	0.000	Merged-chr5-30343363-21
NR6001--MA0036.3.GATA2	chr9	120057231	120057241	-	0.000	0.000	Merged-chr9-120057282-6
NR5574--MA0037.3.GATA3	chr8	117548685	117548692	-	0.000	0.000	Merged-chr8-117548585-70
NR6033--MA1104.1.GATA6	chrX	7421266	7421278	+	0.000	0.000	Merged-chrX-7421154-31
NR562--MA0037.3.GATA3	chr10	57486994	57487001	-	0.000	0.000	Merged-chr10-57486904-2
NR4554--MA0482.1.Gata4	chr5	149392278	149392288	-	0.000	0.000	Merged-chr5-149392157-30
NR2782--MA1104.1.GATA6	chr18	82450652	82450664	-	0.000	0.000	Merged-chr18-82450533-7
NR2163--MA1104.1.GATA6	chr16	7419924	7419936	-	0.000	0.000	Merged-chr16-7419949-42
NR4458--MA0482.1.Gata4	chr5	124446837	124446847	-	0.000	0.000	Merged-chr5-124446724-12
NR4172--MA0036.3.GATA2	chr4	150099086	150099096	-	0.000	0.000	Merged-chr4-150099112-23
NR2268--MA0482.1.Gata4	chr16	55907184	55907194	-	0.000	0.000	Merged-chr16-55907118-61
NR3232--MA0766.1.GATA5	chr2	103073764	103073771	+	0.000	0.000	Merged-chr2-103073644-68
NR588--MA1104.1.GATA6	chr10	67101010	67101022	+	0.000	0.000	Merged-chr10-67100974-5
NR1794--MA0036.3.GATA2	chr14	60072722	60072732	+	0.000	0.000	Merged-chr14-60072713-24
NR6146--MA0766.1.GATA5	chrX	167131029	167131036	-	0.000	0.000	Merged-chrX-167131211-21
NR2006--MA0035.3.Gata1	chr15	55097389	55097399	-	0.000	0.000	Merged-chr15-55097336-26
NR6121--MA1104.1.GATA6	chrX	113084408	113084420	+	0.000	0.000	Merged-chrX-113084391-25
NR1390--MA0766.1.GATA5	chr13	8457041	8457048	-	0.000	0.000	Merged-chr13-8457184-81
NR5544--MA0766.1.GATA5	chr8	114888906	114888913	+	0.000	0.000	Merged-chr8-114888790-56
NR3854--MA0036.3.GATA2	chr4	8917324	8917334	+	0.000	0.000	Merged-chr4-8917370-13
NR2115--MA0035.3.Gata1	chr15	93298391	93298401	+	0.000	0.000	Merged-chr15-93298411-30
NR5130--MA0766.1.GATA5	chr7	75863453	75863460	-	0.000	0.000	Merged-chr7-75863636-9
NR968--MA0037.3.GATA3	chr11	85518617	85518624	-	0.000	0.000	Merged-chr11-85518426-19
NR2537--MA0036.3.GATA2	chr17	71491183	71491193	+	0.000	0.000	Merged-chr17-71491103-50
NR6006--MA0036.3.GATA2	chr9	120493244	120493254	+	0.000	0.000	Merged-chr9-120493281-1
NR4326--MA0036.3.GATA2	chr5	89036398	89036408	-	0.000	0.000	Merged-chr5-89036442-30
NR2385--MA0766.1.GATA5	chr17	12960400	12960407	-	0.000	0.000	Merged-chr17-12960561-54
NR577--MA0140.2.GATA1::TAL1	chr10	60305438	60305455	-	0.000	0.000	Merged-chr10-60305430-32
NR4679--MA0035.3.Gata1	chr6	67184854	67184864	-	0.000	0.000	Merged-chr6-67184785-39
NR4707--MA0140.2.GATA1::TAL1	chr6	85144533	85144550	-	0.000	0.000	Merged-chr6-85144672-14
NR2499--MA0482.1.Gata4	chr17	44718328	44718338	-	0.000	0.000	Merged-chr17-44718379-50
NR3756--MA0037.3.GATA3	chr3	138334462	138334469	+	0.000	0.000	Merged-chr3-138334424-50
NR1205--MA0037.3.GATA3	chr12	72976850	72976857	+	0.000	0.000	Merged-chr12-72976950-23
NR153--MA1104.1.GATA6	chr1	94035511	94035523	-	0.000	0.000	Merged-chr1-94035484-87
NR2008--MA0482.1.Gata4	chr15	58595043	58595053	-	0.000	0.000	Merged-chr15-58595150-15
NR1534--MA0036.3.GATA2	chr13	94966147	94966157	+	0.000	0.000	Merged-chr13-94966148-17
NR4002--MA0482.1.Gata4	chr4	102568738	102568748	+	0.000	0.000	Merged-chr4-102568697-4
NR166--MA1104.1.GATA6	chr1	95268072	95268084	+	0.000	0.000	Merged-chr1-95268129-85
NR4177--MA0036.3.GATA2	chr4	150517581	150517591	+	0.000	0.000	Merged-chr4-150517532-35
NR309--MA0036.3.GATA2	chr1	153746759	153746769	+	0.000	0.000	Merged-chr1-153746853-3
NR1924--MA0766.1.GATA5	chr14	118796306	118796313	-	0.000	0.000	Merged-chr14-118796395-16
NR91--MA0035.3.Gata1	chr1	61402629	61402639	+	0.000	0.000	Merged-chr1-61402618-25
NR3540--MA0140.2.GATA1::TAL1	chr3	38884453	38884470	-	0.000	0.000	Merged-chr3-38884372-6
NR3193--MA0037.3.GATA3	chr2	92192029	92192036	+	0.000	0.000	Merged-chr2-92192158-30
NR3259--MA0037.3.GATA3	chr2	115855978	115855985	-	0.000	0.000	Merged-chr2-115856078-28
NR1648--MA0140.2.GATA1::TAL1	chr13	109213002	109213019	-	0.000	0.000	Merged-chr13-109213117-28
NR5635--MA0036.3.GATA2	chr8	128743065	128743075	-	0.000	0.000	Merged-chr8-128743140-10
NR5231--MA0766.1.GATA5	chr7	114580613	114580620	+	0.000	0.000	Merged-chr7-114580600-10
NR1959--MA0037.3.GATA3	chr15	8073376	8073383	+	0.000	0.000	Merged-chr15-8073323-37
NR5160--MA0035.3.Gata1	chr7	89248435	89248445	-	0.000	0.000	Merged-chr7-89248341-51
NR4555--MA1104.1.GATA6	chr5	149392278	149392290	+	0.000	0.000	Merged-chr5-149392157-30
NR4528--MA0035.3.Gata1	chr5	143038557	143038567	+	0.000	0.000	Merged-chr5-143038769-30
NR3716--MA0036.3.GATA2	chr3	131156308	131156318	+	0.000	0.000	Merged-chr3-131156512-43
NR5834--MA0482.1.Gata4	chr9	92274723	92274733	-	0.000	0.000	Merged-chr9-92274591-56
NR2269--MA1104.1.GATA6	chr16	55907184	55907196	+	0.000	0.000	Merged-chr16-55907118-61
NR4379--MA0035.3.Gata1	chr5	100648334	100648344	-	0.000	0.000	Merged-chr5-100648193-27
NR5800--MA0482.1.Gata4	chr9	80318150	80318160	+	0.000	0.000	Merged-chr9-80318250-48
NR3424--MA0036.3.GATA2	chr2	153350781	153350791	-	0.000	0.000	Merged-chr2-153350886-63
NR3230--MA0482.1.Gata4	chr2	103073761	103073771	-	0.000	0.000	Merged-chr2-103073644-68
