#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Bcl6/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR2191--MA0463.1.Bcl6	chr8	120702038	120702051	+	0.000	0.000	Merged-chr8-120702084-56
NR1643--MA0463.1.Bcl6	chr5	23844215	23844228	-	0.000	0.000	Merged-chr5-23844143-49
NR1755--MA0463.1.Bcl6	chr5	138116873	138116886	+	0.000	0.000	Merged-chr5-138117022-54
NR1773--MA0463.1.Bcl6	chr5	151416701	151416714	-	0.000	0.000	Merged-chr5-151416725-1
NR1312--MA0463.1.Bcl6	chr3	52732081	52732094	-	0.000	0.000	Merged-chr3-52732187-17
NR1545--MA0463.1.Bcl6	chr4	106281644	106281657	-	0.000	0.000	Merged-chr4-106281606-32
NR961--MA0731.1.BCL6B	chr17	80772627	80772643	-	0.000	0.000	Merged-chr17-80772766-52
NR662--MA0463.1.Bcl6	chr14	48236232	48236245	+	0.000	0.000	Merged-chr14-48236278-24
NR416--MA0463.1.Bcl6	chr11	118035409	118035422	+	0.000	0.000	Merged-chr11-118035350-21
NR2098--MA0463.1.Bcl6	chr7	142435488	142435501	+	0.000	0.000	Merged-chr7-142435660-33
NR1120--MA0463.1.Bcl6	chr2	30415789	30415802	-	0.000	0.000	Merged-chr2-30415934-79
NR59--MA0463.1.Bcl6	chr1	86344411	86344424	+	0.000	0.000	Merged-chr1-86344486-59
NR1102--MA0731.1.BCL6B	chr2	18403850	18403866	+	0.000	0.000	Merged-chr2-18403900-7
NR1232--MA0463.1.Bcl6	chr2	132022887	132022900	+	0.000	0.000	Merged-chr2-132022814-33
NR2210--MA0463.1.Bcl6	chr9	5623462	5623475	-	0.000	0.000	Merged-chr9-5623590-21
NR1463--MA0731.1.BCL6B	chr4	11454055	11454071	+	0.000	0.000	Merged-chr4-11453952-20
NR1320--MA0731.1.BCL6B	chr3	63609872	63609888	-	0.000	0.000	Merged-chr3-63609909-22
NR2309--MA0463.1.Bcl6	chr9	117910900	117910913	-	0.000	0.000	Merged-chr9-117910970-21
NR1062--MA0731.1.BCL6B	chr19	21852997	21853013	+	0.000	0.000	Merged-chr19-21852993-8
NR1604--MA0731.1.BCL6B	chr4	147814874	147814890	-	0.000	0.000	Merged-chr4-147814812-35
NR1904--MA0463.1.Bcl6	chr6	134035717	134035730	-	0.000	0.000	Merged-chr6-134035696-155
NR1349--MA0463.1.Bcl6	chr3	86248060	86248073	+	0.000	0.000	Merged-chr3-86247740-69
NR1255--MA0463.1.Bcl6	chr2	158794586	158794599	+	0.000	0.000	Merged-chr2-158794730-73
NR1367--MA0463.1.Bcl6	chr3	101929712	101929725	-	0.000	0.000	Merged-chr3-101929538-16
NR1978--MA0731.1.BCL6B	chr7	45873193	45873209	+	0.000	0.000	Merged-chr7-45873052-66
NR1909--MA0463.1.Bcl6	chr6	135011564	135011577	-	0.000	0.000	Merged-chr6-135011680-51
NR1564--MA0731.1.BCL6B	chr4	121002575	121002591	-	0.000	0.000	Merged-chr4-121002570-50
NR2260--MA0463.1.Bcl6	chr9	78074163	78074176	-	0.000	0.000	Merged-chr9-78074095-46
NR802--MA0731.1.BCL6B	chr15	86173709	86173725	+	0.000	0.000	Merged-chr15-86173737-35
NR1944--MA0731.1.BCL6B	chr6	148436696	148436712	-	0.000	0.000	Merged-chr6-148436541-68
NR2229--MA0463.1.Bcl6	chr9	35117633	35117646	+	0.000	0.000	Merged-chr9-35117725-13
NR923--MA0463.1.Bcl6	chr17	23925348	23925361	+	0.000	0.000	Merged-chr17-23925294-2
NR1782--MA0731.1.BCL6B	chr6	15793395	15793411	-	0.000	0.000	Merged-chr6-15793359-107
NR1577--MA0731.1.BCL6B	chr4	132757308	132757324	+	0.000	0.000	Merged-chr4-132757307-47
NR386--MA0463.1.Bcl6	chr11	80666516	80666529	+	0.000	0.000	Merged-chr11-80666360-28
NR928--MA0463.1.Bcl6	chr17	29304584	29304597	-	0.000	0.000	Merged-chr17-29304449-24
NR1614--MA0463.1.Bcl6	chr5	3497909	3497922	-	0.000	0.000	Merged-chr5-3497810-31
NR1059--MA0463.1.Bcl6	chr19	14668773	14668786	-	0.000	0.000	Merged-chr19-14668781-26
NR1230--MA0731.1.BCL6B	chr2	130664268	130664284	-	0.000	0.000	Merged-chr2-130664423-57
NR866--MA0463.1.Bcl6	chr16	52292678	52292691	+	0.000	0.000	Merged-chr16-52292729-42
NR1657--MA0731.1.BCL6B	chr5	45790284	45790300	+	0.000	0.000	Merged-chr5-45790409-20
NR2069--MA0463.1.Bcl6	chr7	128392783	128392796	-	0.000	0.000	Merged-chr7-128392760-60
NR1212--MA0463.1.Bcl6	chr2	117441216	117441229	+	0.000	0.000	Merged-chr2-117441143-41
NR2199--MA0463.1.Bcl6	chr8	123051768	123051781	-	0.000	0.000	Merged-chr8-123051694-23
NR1256--MA0731.1.BCL6B	chr2	158794583	158794599	-	0.000	0.000	Merged-chr2-158794730-73
NR951--MA0731.1.BCL6B	chr17	57194412	57194428	-	0.000	0.000	Merged-chr17-57194359-63
NR441--MA0731.1.BCL6B	chr12	35831526	35831542	-	0.000	0.000	Merged-chr12-35831478-13
NR1002--MA0463.1.Bcl6	chr18	57976984	57976997	-	0.000	0.000	Merged-chr18-57976918-16
NR1378--MA0731.1.BCL6B	chr3	108916907	108916923	-	0.000	0.000	Merged-chr3-108916963-5
NR821--MA0731.1.BCL6B	chr16	10384151	10384167	+	0.000	0.000	Merged-chr16-10384220-18
NR1226--MA0463.1.Bcl6	chr2	125866159	125866172	+	0.000	0.000	Merged-chr2-125866332-46
NR558--MA0463.1.Bcl6	chr13	44260136	44260149	+	0.000	0.000	Merged-chr13-44260111-9
NR343--MA0463.1.Bcl6	chr11	22936719	22936732	-	0.000	0.000	Merged-chr11-22936648-30
NR1244--MA0463.1.Bcl6	chr2	147012096	147012109	+	0.000	0.000	Merged-chr2-147011946-5
NR943--MA0731.1.BCL6B	chr17	50291676	50291692	-	0.000	0.000	Merged-chr17-50291771-9
NR1477--MA0463.1.Bcl6	chr4	43972343	43972356	-	0.000	0.000	Merged-chr4-43972345-49
NR209--MA0463.1.Bcl6	chr1	191599406	191599419	-	0.000	0.000	Merged-chr1-191599385-45
NR1086--MA0731.1.BCL6B	chr19	61110280	61110296	+	0.000	0.000	Merged-chr19-61110222-22
NR1495--MA0463.1.Bcl6	chr4	59295218	59295231	+	0.000	0.000	Merged-chr4-59295271-36
NR84--MA0731.1.BCL6B	chr1	105443380	105443396	-	0.000	0.000	Merged-chr1-105443622-43
NR1392--MA0463.1.Bcl6	chr3	123386117	123386130	+	0.000	0.000	Merged-chr3-123385920-64
NR1052--MA0463.1.Bcl6	chr19	10842396	10842409	+	0.000	0.000	Merged-chr19-10842319-36
NR969--MA0731.1.BCL6B	chr17	86506945	86506961	-	0.000	0.000	Merged-chr17-86506766-3,Merged-chr17-86507070-1
NR1276--MA0463.1.Bcl6	chr2	170520575	170520588	-	0.000	0.000	Merged-chr2-170520657-42
NR805--MA0463.1.Bcl6	chr15	96285881	96285894	+	0.000	0.000	Merged-chr15-96285638-75
NR1182--MA0463.1.Bcl6	chr2	79698323	79698336	+	0.000	0.000	Merged-chr2-79698404-21
NR521--MA0731.1.BCL6B	chr12	116200612	116200628	+	0.000	0.000	Merged-chr12-116200493-21
NR393--MA0463.1.Bcl6	chr11	97127124	97127137	+	0.000	0.000	Merged-chr11-97127179-61
NR2008--MA0463.1.Bcl6	chr7	88460108	88460121	-	0.000	0.000	Merged-chr7-88459917-15
NR882--MA0731.1.BCL6B	chr16	75617786	75617802	-	0.000	0.000	Merged-chr16-75617911-31
NR534--MA0731.1.BCL6B	chr13	6471745	6471761	+	0.000	0.000	Merged-chr13-6471803-19
NR953--MA0463.1.Bcl6	chr17	65740379	65740392	-	0.000	0.000	Merged-chr17-65740416-17
NR2156--MA0463.1.Bcl6	chr8	85060065	85060078	-	0.000	0.000	Merged-chr8-85060180-46
NR183--MA0463.1.Bcl6	chr1	177457120	177457133	+	0.000	0.000	Merged-chr1-177456987-38
NR1299--MA0463.1.Bcl6	chr3	31145932	31145945	+	0.000	0.000	Merged-chr3-31145985-42
NR971--MA0463.1.Bcl6	chr17	86904207	86904220	+	0.000	0.000	Merged-chr17-86904097-54
NR510--MA0463.1.Bcl6	chr12	108894189	108894202	-	0.000	0.000	Merged-chr12-108894024-86
NR837--MA0463.1.Bcl6	chr16	23300303	23300316	+	0.000	0.000	Merged-chr16-23300229-19
NR765--MA0731.1.BCL6B	chr15	38122933	38122949	+	0.000	0.000	Merged-chr15-38122880-9
NR949--MA0463.1.Bcl6	chr17	56885000	56885013	+	0.000	0.000	Merged-chr17-56885050-19
NR1756--MA0463.1.Bcl6	chr5	138155798	138155811	-	0.000	0.000	Merged-chr5-138155756-50
NR1774--MA0463.1.Bcl6	chr5	151416847	151416860	-	0.000	0.000	Merged-chr5-151416725-1
NR2076--MA0463.1.Bcl6	chr7	130812771	130812784	-	0.000	0.000	Merged-chr7-130812664-20
NR985--MA0463.1.Bcl6	chr18	32880671	32880684	-	0.000	0.000	Merged-chr18-32880667-46
NR2332--MA0731.1.BCL6B	chrX	60000259	60000275	-	0.000	0.000	Merged-chrX-60000246-8
NR533--MA0463.1.Bcl6	chr13	6471748	6471761	+	0.000	0.000	Merged-chr13-6471803-19
NR1015--MA0731.1.BCL6B	chr18	67290579	67290595	-	0.000	0.000	Merged-chr18-67290612-3
NR2236--MA0731.1.BCL6B	chr9	46273043	46273059	+	0.000	0.000	Merged-chr9-46273034-67
NR1331--MA0463.1.Bcl6	chr3	75517780	75517793	-	0.000	0.000	Merged-chr3-75517936-30
NR1103--MA0463.1.Bcl6	chr2	18609092	18609105	+	0.000	0.000	Merged-chr2-18609153-119
NR681--MA0463.1.Bcl6	chr14	63193889	63193902	+	0.000	0.000	Merged-chr14-63193803-41
NR220--MA0463.1.Bcl6	chr10	18197438	18197451	-	0.000	0.000	Merged-chr10-18197362-51
NR2305--MA0463.1.Bcl6	chr9	114427528	114427541	+	0.000	0.000	Merged-chr9-114427606-33
NR453--MA0463.1.Bcl6	chr12	65172677	65172690	-	0.000	0.000	Merged-chr12-65172767-62
NR117--MA0731.1.BCL6B	chr1	132316104	132316120	+	0.000	0.000	Merged-chr1-132316198-37
NR369--MA0731.1.BCL6B	chr11	69766431	69766447	-	0.000	0.000	Merged-chr11-69766217-75
NR350--MA0463.1.Bcl6	chr11	34833783	34833796	+	0.000	0.000	Merged-chr11-34833705-58
NR207--MA0463.1.Bcl6	chr1	191193935	191193948	+	0.000	0.000	Merged-chr1-191193945-62
NR1831--MA0731.1.BCL6B	chr6	70103457	70103473	-	0.000	0.000	Merged-chr6-70103466-27
NR471--MA0463.1.Bcl6	chr12	77781603	77781616	+	0.000	0.000	Merged-chr12-77781498-27
NR2337--MA0731.1.BCL6B	chrX	104587399	104587415	+	0.000	0.000	Merged-chrX-104587558-7
NR677--MA0463.1.Bcl6	chr14	59558951	59558964	-	0.000	0.000	Merged-chr14-59558966-13
NR1578--MA0463.1.Bcl6	chr4	132843297	132843310	+	0.000	0.000	Merged-chr4-132843203-52
NR444--MA0731.1.BCL6B	chr12	40579987	40580003	+	0.000	0.000	Merged-chr12-40580075-1
NR1023--MA0463.1.Bcl6	chr18	69644888	69644901	-	0.000	0.000	Merged-chr18-69644802-19
NR449--MA0463.1.Bcl6	chr12	52818807	52818820	-	0.000	0.000	Merged-chr12-52818712-31
NR467--MA0463.1.Bcl6	chr12	75496175	75496188	-	0.000	0.000	Merged-chr12-75496120-14
NR1368--MA0463.1.Bcl6	chr3	104968184	104968197	+	0.000	0.000	Merged-chr3-104968115-29
NR295--MA0731.1.BCL6B	chr10	95557518	95557534	+	0.000	0.000	Merged-chr10-95557525-27
NR906--MA0463.1.Bcl6	chr16	97869925	97869938	-	0.000	0.000	Merged-chr16-97869698-43
NR1807--MA0463.1.Bcl6	chr6	48086588	48086601	+	0.000	0.000	Merged-chr6-48086485-91
NR436--MA0731.1.BCL6B	chr12	30557461	30557477	-	0.000	0.000	Merged-chr12-30557589-12
NR1825--MA0463.1.Bcl6	chr6	65573452	65573465	+	0.000	0.000	Merged-chr6-65573561-44
NR163--MA0463.1.Bcl6	chr1	165762952	165762965	-	0.000	0.000	Merged-chr1-165762998-3
NR293--MA0463.1.Bcl6	chr10	94378508	94378521	+	0.000	0.000	Merged-chr10-94378414-58
NR1400--MA0463.1.Bcl6	chr3	129308481	129308494	+	0.000	0.000	Merged-chr3-129308560-67
NR177--MA0463.1.Bcl6	chr1	171939422	171939435	-	0.000	0.000	Merged-chr1-171939454-57
NR2234--MA0731.1.BCL6B	chr9	46067768	46067784	+	0.000	0.000	Merged-chr9-46067902-17
NR1470--MA0731.1.BCL6B	chr4	32869023	32869039	+	0.000	0.000	Merged-chr4-32869066-16
NR388--MA0731.1.BCL6B	chr11	87967898	87967914	+	0.000	0.000	Merged-chr11-87968039-56
NR746--MA0463.1.Bcl6	chr14	121478475	121478488	-	0.000	0.000	Merged-chr14-121478313-77
NR764--MA0463.1.Bcl6	chr15	36708581	36708594	+	0.000	0.000	Merged-chr15-36708582-23
NR406--MA0463.1.Bcl6	chr11	109671896	109671909	+	0.000	0.000	Merged-chr11-109672054-52
NR1307--MA0463.1.Bcl6	chr3	37605793	37605806	-	0.000	0.000	Merged-chr3-37605967-27
NR1419--MA0463.1.Bcl6	chr3	142706757	142706770	+	0.000	0.000	Merged-chr3-142706916-9
NR1231--MA0463.1.Bcl6	chr2	131423734	131423747	+	0.000	0.000	Merged-chr2-131423775-8
NR1210--MA0731.1.BCL6B	chr2	116942592	116942608	-	0.000	0.000	Merged-chr2-116942591-14
NR1191--MA0731.1.BCL6B	chr2	93199059	93199075	-	0.000	0.000	Merged-chr2-93199242-68
NR2312--MA0463.1.Bcl6	chr9	121317241	121317254	+	0.000	0.000	Merged-chr9-121317284-25
NR675--MA0463.1.Bcl6	chr14	57680133	57680146	+	0.000	0.000	Merged-chr14-57680165-28
NR1209--MA0463.1.Bcl6	chr2	116942586	116942599	+	0.000	0.000	Merged-chr2-116942591-14
NR1688--MA0463.1.Bcl6	chr5	91960046	91960059	-	0.000	0.000	Merged-chr5-91960197-8
NR1680--MA0731.1.BCL6B	chr5	77130534	77130550	+	0.000	0.000	Merged-chr5-77130540-43
NR2317--MA0463.1.Bcl6	chr9	123936671	123936684	-	0.000	0.000	Merged-chr9-123936830-62
NR1693--MA0731.1.BCL6B	chr5	92624739	92624755	-	0.000	0.000	Merged-chr5-92624653-16
NR1616--MA0731.1.BCL6B	chr5	5749605	5749621	+	0.000	0.000	Merged-chr5-5749564-48
NR197--MA0731.1.BCL6B	chr1	184441418	184441434	+	0.000	0.000	Merged-chr1-184441398-48
NR689--MA0463.1.Bcl6	chr14	68044927	68044940	+	0.000	0.000	Merged-chr14-68044800-35
NR116--MA0463.1.Bcl6	chr1	131867396	131867409	+	0.000	0.000	Merged-chr1-131867489-64
NR228--MA0463.1.Bcl6	chr10	28816361	28816374	+	0.000	0.000	Merged-chr10-28816240-37
NR229--MA0731.1.BCL6B	chr10	31742552	31742568	-	0.000	0.000	Merged-chr10-31742619-29
NR2250--MA0463.1.Bcl6	chr9	63738565	63738578	+	0.000	0.000	Merged-chr9-63738316-120
NR2219--MA0463.1.Bcl6	chr9	21679884	21679897	-	0.000	0.000	Merged-chr9-21680027-16
NR246--MA0463.1.Bcl6	chr10	60351997	60352010	-	0.000	0.000	Merged-chr10-60352057-41
