#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Prdm1KO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR4460--MA0599.1.KLF5	chr1	191397273	191397282	-	0.000	0.000	Merged-chr1-191397050-148
NR63390--MA0741.1.KLF16	chr9	7805169	7805179	-	0.000	0.000	Merged-chr9-7805138-27
NR32755--MA1107.1.KLF9	chr2	13575018	13575030	-	0.000	0.000	Merged-chr2-13575035-10
NR9426--MA0599.1.KLF5	chr11	58994599	58994608	-	0.000	0.000	Merged-chr11-58994584-23
NR24243--MA0599.1.KLF5	chr16	44140635	44140644	-	0.000	0.000	Merged-chr16-44140552-3
NR26424--MA0742.1.Klf12	chr17	28256980	28256994	-	0.000	0.000	Merged-chr17-28256965-58
NR26838--MA1107.1.KLF9	chr17	35706196	35706208	-	0.000	0.000	Merged-chr17-35706172-14
NR55518--MA0599.1.KLF5	chr7	4842742	4842751	+	0.000	0.000	Merged-chr7-4842734-18
NR21739--MA0599.1.KLF5	chr15	76196091	76196100	-	0.000	0.000	Merged-chr15-76196304-121
NR22056--MA0741.1.KLF16	chr15	80192525	80192535	+	0.000	0.000	Merged-chr15-80192413-58
NR35250--MA1107.1.KLF9	chr2	119873009	119873021	-	0.000	0.000	Merged-chr2-119872988-44
NR22193--MA0599.1.KLF5	chr15	82899131	82899140	+	0.000	0.000	Merged-chr15-82899429-110
NR66052--MA0741.1.KLF16	chr9	110131961	110131971	-	0.000	0.000	Merged-chr9-110132063-73
NR22327--MA0741.1.KLF16	chr15	85036990	85037000	+	0.000	0.000	Merged-chr15-85036968-63
NR35640--MA0741.1.KLF16	chr2	131820506	131820516	+	0.000	0.000	Merged-chr2-131820410-33
NR6598--MA0039.3.KLF4	chr10	80658923	80658933	-	0.000	0.000	Merged-chr10-80658824-84
NR8060--MA0740.1.KLF14	chr10	127151463	127151476	+	0.000	0.000	Merged-chr10-127151405-14
NR61776--MA0741.1.KLF16	chr8	86888278	86888288	+	0.000	0.000	Merged-chr8-86888287-32
NR3683--MA0493.1.Klf1	chr1	172455668	172455678	-	0.000	0.000	Merged-chr1-172455714-32
NR56684--MA0740.1.KLF14	chr7	38085241	38085254	-	0.000	0.000	Merged-chr7-38085350-130
NR64126--MA1107.1.KLF9	chr9	45133863	45133875	-	0.000	0.000	Merged-chr9-45134040-15
NR36668--MA0599.1.KLF5	chr2	160873039	160873048	-	0.000	0.000	Merged-chr2-160872923-80
NR40186--MA0599.1.KLF5	chr3	121967722	121967731	+	0.000	0.000	Merged-chr3-121967857-57
NR48681--MA0599.1.KLF5	chr5	107437891	107437900	-	0.000	0.000	Merged-chr5-107438056-55
NR46353--MA0741.1.KLF16	chr5	4104511	4104521	+	0.000	0.000	Merged-chr5-4104538-75
NR53449--MA1107.1.KLF9	chr6	99270149	99270161	+	0.000	0.000	Merged-chr6-99270140-8
NR6922--MA0740.1.KLF14	chr10	87025106	87025119	+	0.000	0.000	Merged-chr10-87025164-32
NR54516--MA0039.3.KLF4	chr6	134014645	134014655	-	0.000	0.000	Merged-chr6-134014705-25
NR28217--MA0493.1.Klf1	chr17	80441971	80441981	-	0.000	0.000	Merged-chr17-80441791-30
NR24215--MA1107.1.KLF9	chr16	42910236	42910248	+	0.000	0.000	Merged-chr16-42910111-17
NR4798--MA0741.1.KLF16	chr10	5163906	5163916	+	0.000	0.000	Merged-chr10-5163946-25
NR34054--MA0599.1.KLF5	chr2	69712405	69712414	-	0.000	0.000	Merged-chr2-69712301-22
NR8354--MA0599.1.KLF5	chr11	4251670	4251679	+	0.000	0.000	Merged-chr11-4251644-19
NR62931--MA0740.1.KLF14	chr8	122830611	122830624	-	0.000	0.000	Merged-chr8-122830523-28
NR62958--MA1107.1.KLF9	chr8	122917782	122917794	+	0.000	0.000	Merged-chr8-122917932-59
NR67544--MA0741.1.KLF16	chrX	75382320	75382330	+	0.000	0.000	Merged-chrX-75382175-2,Merged-chrX-75382490-45
NR23299--MA0742.1.Klf12	chr16	3872304	3872318	+	0.000	0.000	Merged-chr16-3872425-54
NR22502--MA0599.1.KLF5	chr15	89089056	89089065	-	0.000	0.000	Merged-chr15-89089221-62
NR65668--MA1107.1.KLF9	chr9	103449313	103449325	-	0.000	0.000	Merged-chr9-103449335-34
NR29250--MA0741.1.KLF16	chr18	36735028	36735038	+	0.000	0.000	Merged-chr18-36735138-69
NR818--MA0599.1.KLF5	chr1	59482081	59482090	-	0.000	0.000	Merged-chr1-59482272-104
NR49135--MA0657.1.KLF13	chr5	115534698	115534715	-	0.000	0.000	Merged-chr5-115534807-71
NR26087--MA0599.1.KLF5	chr17	23677485	23677494	+	0.000	0.000	Merged-chr17-23677473-43
NR42122--MA0741.1.KLF16	chr4	41098442	41098452	+	0.000	0.000	Merged-chr4-41098181-38
NR60344--MA1107.1.KLF9	chr8	22858949	22858961	-	0.000	0.000	Merged-chr8-22859146-16
NR34035--MA1107.1.KLF9	chr2	68382446	68382458	-	0.000	0.000	Merged-chr2-68382520-132
NR49189--MA0599.1.KLF5	chr5	117138725	117138734	+	0.000	0.000	Merged-chr5-117138837-45
NR62296--MA0493.1.Klf1	chr8	111094542	111094552	-	0.000	0.000	Merged-chr8-111094698-82
NR2468--MA0493.1.Klf1	chr1	138304341	138304351	+	0.000	0.000	Merged-chr1-138304184-80
NR61341--MA0599.1.KLF5	chr8	72400469	72400478	+	0.000	0.000	Merged-chr8-72400536-10
NR26068--MA1107.1.KLF9	chr17	22867288	22867300	+	0.000	0.000	Merged-chr17-22867283-5
NR3673--MA0741.1.KLF16	chr1	172312271	172312281	-	0.000	0.000	Merged-chr1-172312178-79
NR32528--MA0599.1.KLF5	chr2	3925319	3925328	+	0.000	0.000	Merged-chr2-3925386-29
NR17020--MA1107.1.KLF9	chr13	96700911	96700923	-	0.000	0.000	Merged-chr13-96700841-9
NR485--MA0039.3.KLF4	chr1	39896764	39896774	-	0.000	0.000	Merged-chr1-39896761-43
NR22174--MA0742.1.Klf12	chr15	82135445	82135459	+	0.000	0.000	Merged-chr15-82135590-1
NR35238--MA0599.1.KLF5	chr2	119742874	119742883	-	0.000	0.000	Merged-chr2-119742846-8
NR3349--MA0657.1.KLF13	chr1	165780476	165780493	+	0.000	0.000	Merged-chr1-165780595-120
NR4768--MA1107.1.KLF9	chr10	4334474	4334486	-	0.000	0.000	Merged-chr10-4334373-40
NR6606--MA0741.1.KLF16	chr10	80676624	80676634	-	0.000	0.000	Merged-chr10-80676683-73
NR11359--MA0493.1.Klf1	chr11	103267523	103267533	+	0.000	0.000	Merged-chr11-103267533-59
NR36574--MA0599.1.KLF5	chr2	158673564	158673573	-	0.000	0.000	Merged-chr2-158673458-23
NR25691--MA0599.1.KLF5	chr17	7169950	7169959	-	0.000	0.000	Merged-chr17-7169938-73
NR67849--MA0599.1.KLF5	chrX	134308002	134308011	-	0.000	0.000	Merged-chrX-134308001-68
NR28315--MA0740.1.KLF14	chr17	84187898	84187911	+	0.000	0.000	Merged-chr17-84188018-120
NR49440--MA0740.1.KLF14	chr5	122233404	122233417	+	0.000	0.000	Merged-chr5-122233772-36
NR22--MA0599.1.KLF5	chr1	6214614	6214623	+	0.000	0.000	Merged-chr1-6214817-88
NR22703--MA0493.1.Klf1	chr15	93273098	93273108	+	0.000	0.000	Merged-chr15-93272956-59
NR8340--MA0493.1.Klf1	chr11	4123459	4123469	+	0.000	0.000	Merged-chr11-4123471-40
NR57491--MA0740.1.KLF14	chr7	79149063	79149076	+	0.000	0.000	Merged-chr7-79148932-59
NR64556--MA0742.1.Klf12	chr9	64253637	64253651	+	0.000	0.000	Merged-chr9-64253507-68
NR11820--MA0493.1.Klf1	chr11	115367745	115367755	+	0.000	0.000	Merged-chr11-115367614-40
NR65305--MA0039.3.KLF4	chr9	92266033	92266043	+	0.000	0.000	Merged-chr9-92266025-66
NR42374--MA0741.1.KLF16	chr4	45418395	45418405	+	0.000	0.000	Merged-chr4-45418381-22
NR62525--MA0599.1.KLF5	chr8	117471481	117471490	+	0.000	0.000	Merged-chr8-117471438-26
NR60459--MA0741.1.KLF16	chr8	33508774	33508784	+	0.000	0.000	Merged-chr8-33508683-13
NR23498--MA0599.1.KLF5	chr16	14159486	14159495	+	0.000	0.000	Merged-chr16-14159517-83
NR58106--MA1107.1.KLF9	chr7	101348277	101348289	+	0.000	0.000	Merged-chr7-101348162-53
NR55514--MA0741.1.KLF16	chr7	4777060	4777070	-	0.000	0.000	Merged-chr7-4777194-35
NR22165--MA0741.1.KLF16	chr15	81872355	81872365	+	0.000	0.000	Merged-chr15-81872198-88
NR50577--MA0657.1.KLF13	chr5	139372346	139372363	-	0.000	0.000	Merged-chr5-139372178-54
NR59060--MA0741.1.KLF16	chr7	127244521	127244531	+	0.000	0.000	Merged-chr7-127244446-56
NR23862--MA0741.1.KLF16	chr16	29729111	29729121	+	0.000	0.000	Merged-chr16-29729038-10
NR41061--MA0599.1.KLF5	chr3	144412725	144412734	-	0.000	0.000	Merged-chr3-144412864-41
NR46733--MA0741.1.KLF16	chr5	24908830	24908840	+	0.000	0.000	Merged-chr5-24908670-93
NR64378--MA0599.1.KLF5	chr9	57956929	57956938	-	0.000	0.000	Merged-chr9-57956974-45
NR13384--MA0741.1.KLF16	chr12	76324804	76324814	+	0.000	0.000	Merged-chr12-76324931-27
NR21551--MA0599.1.KLF5	chr15	67410182	67410191	-	0.000	0.000	Merged-chr15-67410100-57
NR54324--MA1107.1.KLF9	chr6	127946045	127946057	+	0.000	0.000	Merged-chr6-127945972-30
NR12587--MA1107.1.KLF9	chr12	17736622	17736634	-	0.000	0.000	Merged-chr12-17736753-13
NR9783--MA1107.1.KLF9	chr11	68901410	68901422	+	0.000	0.000	Merged-chr11-68901565-50
NR52086--MA0740.1.KLF14	chr6	47740030	47740043	+	0.000	0.000	Merged-chr6-47740033-80
NR26319--MA0741.1.KLF16	chr17	26885317	26885327	-	0.000	0.000	Merged-chr17-26885199-21
NR26641--MA1107.1.KLF9	chr17	33629371	33629383	+	0.000	0.000	Merged-chr17-33629191-60
NR11265--MA0493.1.Klf1	chr11	102074472	102074482	+	0.000	0.000	Merged-chr11-102074455-23
NR27177--MA0599.1.KLF5	chr17	46674345	46674354	+	0.000	0.000	Merged-chr17-46674317-50
NR62116--MA0657.1.KLF13	chr8	105855082	105855099	-	0.000	0.000	Merged-chr8-105855087-69
NR47141--MA0740.1.KLF14	chr5	36945296	36945309	+	0.000	0.000	Merged-chr5-36945334-10
NR42897--MA0741.1.KLF16	chr4	62480506	62480516	-	0.000	0.000	Merged-chr4-62480522-129
NR38521--MA0599.1.KLF5	chr3	61364470	61364479	+	0.000	0.000	Merged-chr3-61364290-182
NR27950--MA0741.1.KLF16	chr17	71663046	71663056	+	0.000	0.000	Merged-chr17-71662918-53
NR53783--MA0740.1.KLF14	chr6	115134861	115134874	-	0.000	0.000	Merged-chr6-115134991-29
NR66479--MA0741.1.KLF16	chr9	118453946	118453956	-	0.000	0.000	Merged-chr9-118453688-29
NR62637--MA0599.1.KLF5	chr8	119585891	119585900	-	0.000	0.000	Merged-chr8-119585972-66
NR53252--MA1107.1.KLF9	chr6	91441256	91441268	+	0.000	0.000	Merged-chr6-91441090-75
NR39038--MA0599.1.KLF5	chr3	89880572	89880581	+	0.000	0.000	Merged-chr3-89880377-16
NR38187--MA0741.1.KLF16	chr3	38044519	38044529	-	0.000	0.000	Merged-chr3-38044560-26
NR51806--MA0741.1.KLF16	chr6	30896913	30896923	-	0.000	0.000	Merged-chr6-30896699-63
NR10103--MA0740.1.KLF14	chr11	75654263	75654276	+	0.000	0.000	Merged-chr11-75654262-32
NR48547--MA0599.1.KLF5	chr5	104982848	104982857	-	0.000	0.000	Merged-chr5-104982699-45
NR38729--MA0741.1.KLF16	chr3	81036925	81036935	+	0.000	0.000	Merged-chr3-81036856-27
NR10193--MA0493.1.Klf1	chr11	77446866	77446876	+	0.000	0.000	Merged-chr11-77446738-31
NR20121--MA0599.1.KLF5	chr14	105232536	105232545	-	0.000	0.000	Merged-chr14-105232653-27
NR59215--MA0599.1.KLF5	chr7	131542741	131542750	+	0.000	0.000	Merged-chr7-131542725-30
NR6720--MA0493.1.Klf1	chr10	81401863	81401873	+	0.000	0.000	Merged-chr10-81401925-26
NR41794--MA0742.1.Klf12	chr4	11900134	11900148	-	0.000	0.000	Merged-chr4-11900204-55
NR40852--MA1107.1.KLF9	chr3	138867308	138867320	+	0.000	0.000	Merged-chr3-138867429-26
NR57698--MA0741.1.KLF16	chr7	82867041	82867051	-	0.000	0.000	Merged-chr7-82866836-179
NR60297--MA0741.1.KLF16	chr8	22166297	22166307	-	0.000	0.000	Merged-chr8-22166326-62
NR51520--MA1107.1.KLF9	chr6	16221247	16221259	+	0.000	0.000	Merged-chr6-16221366-31
NR12154--MA0599.1.KLF5	chr11	119345073	119345082	-	0.000	0.000	Merged-chr11-119345028-19
NR49615--MA0740.1.KLF14	chr5	124095850	124095863	-	0.000	0.000	Merged-chr5-124095874-61
NR43429--MA0599.1.KLF5	chr4	101250526	101250535	-	0.000	0.000	Merged-chr4-101250420-26
NR2879--MA0741.1.KLF16	chr1	155099727	155099737	+	0.000	0.000	Merged-chr1-155099585-8
NR52395--MA1107.1.KLF9	chr6	54228988	54229000	-	0.000	0.000	Merged-chr6-54229087-24
NR25417--MA1107.1.KLF9	chr16	96341340	96341352	+	0.000	0.000	Merged-chr16-96341450-15
NR58428--MA0039.3.KLF4	chr7	110627602	110627612	+	0.000	0.000	Merged-chr7-110627584-9
NR47291--MA0742.1.Klf12	chr5	52786627	52786641	-	0.000	0.000	Merged-chr5-52786683-41
NR32720--MA0740.1.KLF14	chr2	12923944	12923957	-	0.000	0.000	Merged-chr2-12924162-70
NR18311--MA0039.3.KLF4	chr14	20253471	20253481	+	0.000	0.000	Merged-chr14-20253489-29
NR26708--MA0742.1.Klf12	chr17	34203548	34203562	-	0.000	0.000	Merged-chr17-34203495-21
NR32142--MA0742.1.Klf12	chr19	53906228	53906242	-	0.000	0.000	Merged-chr19-53906236-47
NR11297--MA0599.1.KLF5	chr11	102309185	102309194	+	0.000	0.000	Merged-chr11-102309316-55
NR3705--MA0741.1.KLF16	chr1	172633057	172633067	-	0.000	0.000	Merged-chr1-172633006-61
NR32312--MA1107.1.KLF9	chr19	57477444	57477456	+	0.000	0.000	Merged-chr19-57477375-13
NR38972--MA1107.1.KLF9	chr3	88832610	88832622	+	0.000	0.000	Merged-chr3-88832556-26
NR35199--MA0742.1.Klf12	chr2	119271301	119271315	+	0.000	0.000	Merged-chr2-119271057-44
NR44746--MA1107.1.KLF9	chr4	133073422	133073434	-	0.000	0.000	Merged-chr4-133073490-32
NR20661--MA0039.3.KLF4	chr15	6554962	6554972	-	0.000	0.000	Merged-chr15-6554904-39
NR68043--MA0493.1.Klf1	chrX	152327592	152327602	-	0.000	0.000	Merged-chrX-152327497-47
NR6664--MA0740.1.KLF14	chr10	81253305	81253318	-	0.000	0.000	Merged-chr10-81253220-18
NR36234--MA0599.1.KLF5	chr2	152735266	152735275	-	0.000	0.000	Merged-chr2-152735160-32
NR36906--MA0741.1.KLF16	chr2	166713900	166713910	-	0.000	0.000	Merged-chr2-166713802-88
NR4984--MA0740.1.KLF14	chr10	17948132	17948145	+	0.000	0.000	Merged-chr10-17948244-7
NR27731--MA1107.1.KLF9	chr17	65724579	65724591	-	0.000	0.000	Merged-chr17-65724346-42
NR67633--MA1107.1.KLF9	chrX	95164324	95164336	-	0.000	0.000	Merged-chrX-95164272-24
NR7251--MA0741.1.KLF16	chr10	98729063	98729073	-	0.000	0.000	Merged-chr10-98728864-24
NR31116--MA0599.1.KLF5	chr19	8252232	8252241	-	0.000	0.000	Merged-chr19-8252316-31
NR5416--MA0599.1.KLF5	chr10	42277715	42277724	+	0.000	0.000	Merged-chr10-42277879-42
NR4807--MA0657.1.KLF13	chr10	5805649	5805666	+	0.000	0.000	Merged-chr10-5805785-87
NR40660--MA0741.1.KLF16	chr3	135438196	135438206	-	0.000	0.000	Merged-chr3-135438319-11
NR19425--MA0599.1.KLF5	chr14	66281027	66281036	+	0.000	0.000	Merged-chr14-66280950-46
NR26893--MA0599.1.KLF5	chr17	36020593	36020602	-	0.000	0.000	Merged-chr17-36020745-74
NR68268--MA0741.1.KLF16	chrX	164382135	164382145	-	0.000	0.000	Merged-chrX-164382152-46
NR30182--MA0741.1.KLF16	chr18	74442312	74442322	-	0.000	0.000	Merged-chr18-74442456-61
NR45668--MA0741.1.KLF16	chr4	147809444	147809454	+	0.000	0.000	Merged-chr4-147809534-83
NR19327--MA0741.1.KLF16	chr14	62733893	62733903	-	0.000	0.000	Merged-chr14-62733787-20
NR3356--MA1107.1.KLF9	chr1	165796161	165796173	-	0.000	0.000	Merged-chr1-165796055-6
NR66588--MA0741.1.KLF16	chr9	119963510	119963520	+	0.000	0.000	Merged-chr9-119963439-34
NR12287--MA0740.1.KLF14	chr11	121848127	121848140	-	0.000	0.000	Merged-chr11-121848040-41
NR54342--MA1107.1.KLF9	chr6	128318396	128318408	+	0.000	0.000	Merged-chr6-128318516-29
NR38148--MA0039.3.KLF4	chr3	37281183	37281193	+	0.000	0.000	Merged-chr3-37281103-32
NR66827--MA0740.1.KLF14	chr9	123366838	123366851	-	0.000	0.000	Merged-chr9-123366861-57
NR38078--MA0599.1.KLF5	chr3	35754039	35754048	-	0.000	0.000	Merged-chr3-35754323-108
NR47381--MA0599.1.KLF5	chr5	57964411	57964420	-	0.000	0.000	Merged-chr5-57964492-18
NR64037--MA0741.1.KLF16	chr9	44379433	44379443	-	0.000	0.000	Merged-chr9-44379436-63
NR38754--MA0599.1.KLF5	chr3	82365266	82365275	-	0.000	0.000	Merged-chr3-82365236-33
NR9443--MA1107.1.KLF9	chr11	59293929	59293941	-	0.000	0.000	Merged-chr11-59293910-11
NR47103--MA0493.1.Klf1	chr5	36089549	36089559	+	0.000	0.000	Merged-chr5-36089478-45
NR49761--MA1107.1.KLF9	chr5	129008591	129008603	+	0.000	0.000	Merged-chr5-129008452-69
NR64029--MA0599.1.KLF5	chr9	44319959	44319968	-	0.000	0.000	Merged-chr9-44320120-72
NR58931--MA0599.1.KLF5	chr7	125603402	125603411	+	0.000	0.000	Merged-chr7-125603403-47
NR14650--MA0039.3.KLF4	chr12	112699402	112699412	+	0.000	0.000	Merged-chr12-112699364-12
NR36346--MA0599.1.KLF5	chr2	154408141	154408150	-	0.000	0.000	Merged-chr2-154408006-43
NR68075--MA0599.1.KLF5	chrX	153498148	153498157	-	0.000	0.000	Merged-chrX-153498293-79
NR19752--MA0740.1.KLF14	chr14	75787115	75787128	+	0.000	0.000	Merged-chr14-75786967-70
NR55852--MA0657.1.KLF13	chr7	18925312	18925329	-	0.000	0.000	Merged-chr7-18925390-20
NR16068--MA0742.1.Klf12	chr13	55513542	55513556	+	0.000	0.000	Merged-chr13-55513377-73
NR19546--MA0599.1.KLF5	chr14	70175471	70175480	+	0.000	0.000	Merged-chr14-70175652-83
NR67406--MA0599.1.KLF5	chrX	71215021	71215030	-	0.000	0.000	Merged-chrX-71215140-87
NR160--MA0740.1.KLF14	chr1	20912780	20912793	-	0.000	0.000	Merged-chr1-20912686-65
NR6197--MA0599.1.KLF5	chr10	75765130	75765139	-	0.000	0.000	Merged-chr10-75765225-18
NR43517--MA0039.3.KLF4	chr4	105316978	105316988	-	0.000	0.000	Merged-chr4-105316897-22
NR59073--MA0741.1.KLF16	chr7	127512318	127512328	+	0.000	0.000	Merged-chr7-127512446-128
NR33487--MA0657.1.KLF13	chr2	35424174	35424191	-	0.000	0.000	Merged-chr2-35424058-21
NR26717--MA0039.3.KLF4	chr17	34299545	34299555	+	0.000	0.000	Merged-chr17-34299510-15
NR56358--MA0657.1.KLF13	chr7	28693857	28693874	-	0.000	0.000	Merged-chr7-28693715-55
NR11503--MA0599.1.KLF5	chr11	107449490	107449499	+	0.000	0.000	Merged-chr11-107449414-20
NR12108--MA0742.1.Klf12	chr11	118000707	118000721	-	0.000	0.000	Merged-chr11-118000770-19
NR23937--MA0599.1.KLF5	chr16	31664100	31664109	-	0.000	0.000	Merged-chr16-31663921-80
NR59940--MA0657.1.KLF13	chr8	4325099	4325116	+	0.000	0.000	Merged-chr8-4325221-77
NR9574--MA0599.1.KLF5	chr11	61579741	61579750	+	0.000	0.000	Merged-chr11-61579552-34
NR16808--MA1107.1.KLF9	chr13	89454703	89454715	-	0.000	0.000	Merged-chr13-89454773-11
NR34605--MA0599.1.KLF5	chr2	92393030	92393039	-	0.000	0.000	Merged-chr2-92392954-19
NR19890--MA0493.1.Klf1	chr14	84443428	84443438	+	0.000	0.000	Merged-chr14-84443299-57
NR163--MA0039.3.KLF4	chr1	20912781	20912791	-	0.000	0.000	Merged-chr1-20912686-65
NR47215--MA0493.1.Klf1	chr5	43353009	43353019	-	0.000	0.000	Merged-chr5-43353171-1
NR40293--MA0741.1.KLF16	chr3	122984562	122984572	+	0.000	0.000	Merged-chr3-122984427-120
NR47052--MA0742.1.Klf12	chr5	35105817	35105831	+	0.000	0.000	Merged-chr5-35105769-58
NR45165--MA0493.1.Klf1	chr4	138319729	138319739	+	0.000	0.000	Merged-chr4-138319664-19
NR61960--MA0741.1.KLF16	chr8	95349079	95349089	-	0.000	0.000	Merged-chr8-95348986-27
NR34282--MA0493.1.Klf1	chr2	75114167	75114177	+	0.000	0.000	Merged-chr2-75114355-21
NR51482--MA0741.1.KLF16	chr6	12125234	12125244	+	0.000	0.000	Merged-chr6-12125440-73
NR16066--MA0599.1.KLF5	chr13	55513478	55513487	-	0.000	0.000	Merged-chr13-55513377-73
NR34139--MA0493.1.Klf1	chr2	71786880	71786890	-	0.000	0.000	Merged-chr2-71787122-109
NR23190--MA0741.1.KLF16	chr15	102136244	102136254	+	0.000	0.000	Merged-chr15-102136200-54
NR10592--MA0741.1.KLF16	chr11	86683897	86683907	+	0.000	0.000	Merged-chr11-86683864-65
NR27410--MA0599.1.KLF5	chr17	50292854	50292863	+	0.000	0.000	Merged-chr17-50292906-47
NR51819--MA0741.1.KLF16	chr6	31033155	31033165	+	0.000	0.000	Merged-chr6-31033300-19
NR20221--MA0742.1.Klf12	chr14	118137116	118137130	+	0.000	0.000	Merged-chr14-118137201-79
NR63078--MA0599.1.KLF5	chr8	124751870	124751879	+	0.000	0.000	Merged-chr8-124751868-63
NR966--MA0599.1.KLF5	chr1	69513676	69513685	+	0.000	0.000	Merged-chr1-69513618-39
NR40858--MA0599.1.KLF5	chr3	139205633	139205642	-	0.000	0.000	Merged-chr3-139205719-57
NR26962--MA0740.1.KLF14	chr17	40934667	40934680	+	0.000	0.000	Merged-chr17-40934697-83
NR23923--MA0493.1.Klf1	chr16	31429647	31429657	-	0.000	0.000	Merged-chr16-31429450-123
NR26633--MA0493.1.Klf1	chr17	33566316	33566326	+	0.000	0.000	Merged-chr17-33566318-8
NR6707--MA0493.1.Klf1	chr10	81378566	81378576	+	0.000	0.000	Merged-chr10-81378614-74
NR27498--MA0039.3.KLF4	chr17	55712519	55712529	+	0.000	0.000	Merged-chr17-55712492-56
NR26384--MA0742.1.Klf12	chr17	27826183	27826197	-	0.000	0.000	Merged-chr17-27826379-77
NR19688--MA0741.1.KLF16	chr14	74835075	74835085	+	0.000	0.000	Merged-chr14-74835162-39
NR3702--MA0599.1.KLF5	chr1	172633026	172633035	+	0.000	0.000	Merged-chr1-172633006-61
NR50739--MA0039.3.KLF4	chr5	140999420	140999430	-	0.000	0.000	Merged-chr5-140999389-30
NR49655--MA0599.1.KLF5	chr5	124729790	124729799	+	0.000	0.000	Merged-chr5-124729814-15
NR6075--MA1107.1.KLF9	chr10	69571690	69571702	-	0.000	0.000	Merged-chr10-69571391-44
NR55778--MA0599.1.KLF5	chr7	16310208	16310217	-	0.000	0.000	Merged-chr7-16310124-145
NR10632--MA0493.1.Klf1	chr11	87751729	87751739	-	0.000	0.000	Merged-chr11-87751770-19
NR7287--MA0599.1.KLF5	chr10	99108106	99108115	-	0.000	0.000	Merged-chr10-99108106-1
NR27940--MA0657.1.KLF13	chr17	71479625	71479642	+	0.000	0.000	Merged-chr17-71479574-16
NR38262--MA0741.1.KLF16	chr3	40949780	40949790	+	0.000	0.000	Merged-chr3-40950143-167
NR9328--MA0599.1.KLF5	chr11	55097986	55097995	-	0.000	0.000	Merged-chr11-55097968-86
NR15186--MA0741.1.KLF16	chr13	21366911	21366921	+	0.000	0.000	Merged-chr13-21366779-27
NR47327--MA0493.1.Klf1	chr5	53401299	53401309	+	0.000	0.000	Merged-chr5-53401251-38
NR30944--MA0599.1.KLF5	chr19	5689543	5689552	-	0.000	0.000	Merged-chr19-5689700-11
NR47102--MA0039.3.KLF4	chr5	36089551	36089561	+	0.000	0.000	Merged-chr5-36089478-45
NR6011--MA0740.1.KLF14	chr10	67979419	67979432	+	0.000	0.000	Merged-chr10-67979614-53
NR33239--MA0740.1.KLF14	chr2	30828300	30828313	+	0.000	0.000	Merged-chr2-30828081-87
NR28271--MA0493.1.Klf1	chr17	83527428	83527438	-	0.000	0.000	Merged-chr17-83527412-40
NR36364--MA0599.1.KLF5	chr2	154569994	154570003	-	0.000	0.000	Merged-chr2-154570093-4
NR31911--MA0741.1.KLF16	chr19	46003399	46003409	+	0.000	0.000	Merged-chr19-46003515-58
NR44661--MA1107.1.KLF9	chr4	131696256	131696268	+	0.000	0.000	Merged-chr4-131696229-22
NR9309--MA1107.1.KLF9	chr11	54802296	54802308	-	0.000	0.000	Merged-chr11-54802192-79
NR68093--MA0599.1.KLF5	chrX	155262418	155262427	+	0.000	0.000	Merged-chrX-155262500-58
NR62118--MA0741.1.KLF16	chr8	105855087	105855097	-	0.000	0.000	Merged-chr8-105855087-69
NR11069--MA0599.1.KLF5	chr11	98457882	98457891	+	0.000	0.000	Merged-chr11-98457960-97
NR46721--MA0742.1.Klf12	chr5	24685924	24685938	-	0.000	0.000	Merged-chr5-24685796-115
NR32080--MA0741.1.KLF16	chr19	53142404	53142414	-	0.000	0.000	Merged-chr19-53142483-91
NR39039--MA0741.1.KLF16	chr3	89912928	89912938	+	0.000	0.000	Merged-chr3-89912987-87
NR31040--MA0599.1.KLF5	chr19	6921978	6921987	-	0.000	0.000	Merged-chr19-6921946-63
NR10739--MA1107.1.KLF9	chr11	89303686	89303698	-	0.000	0.000	Merged-chr11-89303624-23
NR56880--MA1107.1.KLF9	chr7	45162287	45162299	+	0.000	0.000	Merged-chr7-45162253-48
NR44303--MA1107.1.KLF9	chr4	125123089	125123101	-	0.000	0.000	Merged-chr4-125123148-48
NR14526--MA0493.1.Klf1	chr12	110737982	110737992	-	0.000	0.000	Merged-chr12-110737948-78
NR16159--MA1107.1.KLF9	chr13	58385341	58385353	-	0.000	0.000	Merged-chr13-58385175-66
NR60406--MA0740.1.KLF14	chr8	26953139	26953152	-	0.000	0.000	Merged-chr8-26953337-32
NR53812--MA1107.1.KLF9	chr6	116193622	116193634	+	0.000	0.000	Merged-chr6-116193488-104
NR30195--MA0741.1.KLF16	chr18	74760782	74760792	+	0.000	0.000	Merged-chr18-74760741-10
NR14446--MA0599.1.KLF5	chr12	109067991	109068000	+	0.000	0.000	Merged-chr12-109068052-48
NR63651--MA0599.1.KLF5	chr9	22557570	22557579	+	0.000	0.000	Merged-chr9-22557649-9
NR43064--MA0741.1.KLF16	chr4	83321985	83321995	+	0.000	0.000	Merged-chr4-83321868-23
