#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR7616--MA0036.3.GATA2	chr9	52059904	52059914	-	0.000	0.000	Merged-chr9-52059994-13
NR4843--MA0037.3.GATA3	chr3	51744642	51744649	-	0.000	0.000	Merged-chr3-51744632-10
NR1099--MA1104.1.GATA6	chr11	11836939	11836951	-	0.000	0.000	Merged-chr11-11837020-26
NR4297--MA0482.1.Gata4	chr2	76214462	76214472	-	0.000	0.000	Merged-chr2-76214615-2
NR7760--MA0035.3.Gata1	chr9	95113474	95113484	+	0.000	0.000	Merged-chr9-95113538-34
NR7826--MA0035.3.Gata1	chr9	102867022	102867032	-	0.000	0.000	Merged-chr9-102867048-29
NR4077--MA0036.3.GATA2	chr2	18403845	18403855	+	0.000	0.000	Merged-chr2-18403900-7
NR2474--MA0482.1.Gata4	chr14	61853658	61853668	+	0.000	0.000	Merged-chr14-61853631-6
NR2269--MA0482.1.Gata4	chr14	16172523	16172533	-	0.000	0.000	Merged-chr14-16172497-2
NR2448--MA1104.1.GATA6	chr14	57656686	57656698	-	0.000	0.000	Merged-chr14-57656758-9
NR6361--MA0037.3.GATA3	chr6	87041205	87041212	+	0.000	0.000	Merged-chr6-87041204-35
NR2719--MA1104.1.GATA6	chr15	25673747	25673759	-	0.000	0.000	Merged-chr15-25673661-24
NR10--MA0035.3.Gata1	chr1	9883472	9883482	-	0.000	0.000	Merged-chr1-9883358-36
NR3300--MA0482.1.Gata4	chr16	94374312	94374322	+	0.000	0.000	Merged-chr16-94374445-4
NR1620--MA0482.1.Gata4	chr12	82187424	82187434	+	0.000	0.000	Merged-chr12-82187311-20
NR6265--MA1104.1.GATA6	chr6	55511844	55511856	-	0.000	0.000	Merged-chr6-55511868-6
NR5110--MA0140.2.GATA1::TAL1	chr3	130810226	130810243	-	0.000	0.000	Merged-chr3-130810133-82
NR4856--MA1104.1.GATA6	chr3	55115679	55115691	-	0.000	0.000	Merged-chr3-55115739-6
NR6741--MA0037.3.GATA3	chr7	19093680	19093687	-	0.000	0.000	Merged-chr7-19093740-100
NR2259--MA0035.3.Gata1	chr14	10445399	10445409	+	0.000	0.000	Merged-chr14-10445443-9
NR5296--MA0037.3.GATA3	chr4	11404221	11404228	-	0.000	0.000	Merged-chr4-11404244-13
NR2000--MA1104.1.GATA6	chr13	62880362	62880374	+	0.000	0.000	Merged-chr13-62880327-44
NR7901--MA0035.3.Gata1	chr9	118512895	118512905	-	0.000	0.000	Merged-chr9-118512920-16
NR5745--MA0035.3.Gata1	chr5	8489970	8489980	+	0.000	0.000	Merged-chr5-8489877-17
NR5969--MA0140.2.GATA1::TAL1	chr5	92398400	92398417	-	0.000	0.000	Merged-chr5-92398390-31
NR5306--MA0766.1.GATA5	chr4	11610149	11610156	+	0.000	0.000	Merged-chr4-11610147-18
NR3074--MA0036.3.GATA2	chr16	45093369	45093379	-	0.000	0.000	Merged-chr16-45093384-16
NR1946--MA0766.1.GATA5	chr13	49188131	49188138	+	0.000	0.000	Merged-chr13-49188113-1
NR6929--MA1104.1.GATA6	chr7	89841971	89841983	+	0.000	0.000	Merged-chr7-89842093-31
NR1623--MA0035.3.Gata1	chr12	82187423	82187433	+	0.000	0.000	Merged-chr12-82187311-20
NR4978--MA1104.1.GATA6	chr3	95666281	95666293	-	0.000	0.000	Merged-chr3-95666288-23
NR5819--MA0036.3.GATA2	chr5	32488277	32488287	-	0.000	0.000	Merged-chr5-32488180-22
NR839--MA1104.1.GATA6	chr10	77021622	77021634	-	0.000	0.000	Merged-chr10-77021563-39
NR7491--MA0482.1.Gata4	chr9	15029162	15029172	-	0.000	0.000	Merged-chr9-15029277-27
NR3183--MA0036.3.GATA2	chr16	58670209	58670219	+	0.000	0.000	Merged-chr16-58670422-58
NR2679--MA1104.1.GATA6	chr15	5185681	5185693	+	0.000	0.000	Merged-chr15-5185700-102
NR1206--MA0037.3.GATA3	chr11	64086047	64086054	-	0.000	0.000	Merged-chr11-64086070-15
NR7895--MA0035.3.Gata1	chr9	116283894	116283904	+	0.000	0.000	Merged-chr9-116283998-37
NR1458--MA0037.3.GATA3	chr12	16258477	16258484	+	0.000	0.000	Merged-chr12-16258722-16
NR4835--MA0037.3.GATA3	chr3	37483951	37483958	+	0.000	0.000	Merged-chr3-37484009-38
NR6716--MA0482.1.Gata4	chr7	6127302	6127312	+	0.000	0.000	Merged-chr7-6127268-44
NR3292--MA0036.3.GATA2	chr16	92995629	92995639	+	0.000	0.000	Merged-chr16-92995449-20
NR2788--MA1104.1.GATA6	chr15	52900012	52900024	+	0.000	0.000	Merged-chr15-52899831-78
NR2009--MA0482.1.Gata4	chr13	63548592	63548602	-	0.000	0.000	Merged-chr13-63548573-9
NR1755--MA0482.1.Gata4	chr12	107362204	107362214	-	0.000	0.000	Merged-chr12-107362270-34
NR4325--MA1104.1.GATA6	chr2	84016489	84016501	-	0.000	0.000	Merged-chr2-84016424-23
NR3430--MA0766.1.GATA5	chr17	32349205	32349212	+	0.000	0.000	Merged-chr17-32349293-10
NR7523--MA0482.1.Gata4	chr9	32592070	32592080	+	0.000	0.000	Merged-chr9-32592064-58
NR3682--MA0766.1.GATA5	chr18	39091413	39091420	+	0.000	0.000	Merged-chr18-39091619-9
NR2026--MA1104.1.GATA6	chr13	66991736	66991748	+	0.000	0.000	Merged-chr13-66991703-16
NR6206--MA0482.1.Gata4	chr6	29279096	29279106	-	0.000	0.000	Merged-chr6-29279043-26
NR7173--MA0037.3.GATA3	chr8	27137213	27137220	-	0.000	0.000	Merged-chr8-27137178-38
NR3975--MA1104.1.GATA6	chr19	32755814	32755826	+	0.000	0.000	Merged-chr19-32755999-1
NR1060--MA0035.3.Gata1	chr11	8524116	8524126	+	0.000	0.000	Merged-chr11-8524008-23
NR1997--MA0035.3.Gata1	chr13	61788292	61788302	+	0.000	0.000	Merged-chr13-61788395-14
NR3924--MA0482.1.Gata4	chr19	16418579	16418589	+	0.000	0.000	Merged-chr19-16418552-32
NR6315--MA0482.1.Gata4	chr6	70805953	70805963	+	0.000	0.000	Merged-chr6-70805784-73
NR1583--MA0035.3.Gata1	chr12	73384066	73384076	+	0.000	0.000	Merged-chr12-73384028-7
NR4338--MA1104.1.GATA6	chr2	84868761	84868773	-	0.000	0.000	Merged-chr2-84868738-21
NR2479--MA0482.1.Gata4	chr14	62342731	62342741	-	0.000	0.000	Merged-chr14-62342844-35
NR3704--MA0036.3.GATA2	chr18	46448739	46448749	-	0.000	0.000	Merged-chr18-46448750-18
NR1277--MA0036.3.GATA2	chr11	80068120	80068130	+	0.000	0.000	Merged-chr11-80068268-1
NR2340--MA0037.3.GATA3	chr14	31401017	31401024	+	0.000	0.000	Merged-chr14-31401139-16
NR5094--MA0036.3.GATA2	chr3	127759488	127759498	+	0.000	0.000	Merged-chr3-127759429-25
NR5646--MA0766.1.GATA5	chr4	145361256	145361263	+	0.000	0.000	Merged-chr4-145361226-45
NR5480--MA0140.2.GATA1::TAL1	chr4	86725373	86725390	+	0.000	0.000	Merged-chr4-86725378-12
NR5243--MA0140.2.GATA1::TAL1	chr3	149474481	149474498	-	0.000	0.000	Merged-chr3-149474598-6
NR6061--MA1104.1.GATA6	chr5	114681319	114681331	+	0.000	0.000	Merged-chr5-114681129-21
NR7824--MA1104.1.GATA6	chr9	102867021	102867033	+	0.000	0.000	Merged-chr9-102867048-29
NR7526--MA0035.3.Gata1	chr9	32592069	32592079	+	0.000	0.000	Merged-chr9-32592064-58
NR3024--MA0035.3.Gata1	chr16	27395272	27395282	+	0.000	0.000	Merged-chr16-27395267-15
NR1514--MA0036.3.GATA2	chr12	41852217	41852227	+	0.000	0.000	Merged-chr12-41852230-53
NR6209--MA0035.3.Gata1	chr6	29279097	29279107	-	0.000	0.000	Merged-chr6-29279043-26
NR1495--MA0036.3.GATA2	chr12	36057887	36057897	+	0.000	0.000	Merged-chr12-36057875-8
NR1100--MA0036.3.GATA2	chr11	11836940	11836950	+	0.000	0.000	Merged-chr11-11837020-26
NR4029--MA0482.1.Gata4	chr2	6711290	6711300	+	0.000	0.000	Merged-chr2-6711188-63
NR5721--MA0766.1.GATA5	chr4	150517582	150517589	-	0.000	0.000	Merged-chr4-150517532-35
NR985--MA0036.3.GATA2	chr10	117377487	117377497	+	0.000	0.000	Merged-chr10-117377577-5
NR71--MA0035.3.Gata1	chr1	43457246	43457256	+	0.000	0.000	Merged-chr1-43457148-27
NR3632--MA0482.1.Gata4	chr18	7703683	7703693	+	0.000	0.000	Merged-chr18-7703691-3
NR1681--MA0482.1.Gata4	chr12	91384509	91384519	-	0.000	0.000	Merged-chr12-91384407-62
NR7448--MA0766.1.GATA5	chr8	127589470	127589477	-	0.000	0.000	Merged-chr8-127589399-43
NR1461--MA0036.3.GATA2	chr12	16258475	16258485	-	0.000	0.000	Merged-chr12-16258722-16
NR6821--MA0037.3.GATA3	chr7	43894806	43894813	-	0.000	0.000	Merged-chr7-43894981-37
NR1999--MA0482.1.Gata4	chr13	62880362	62880372	-	0.000	0.000	Merged-chr13-62880327-44
NR6249--MA1104.1.GATA6	chr6	49354719	49354731	-	0.000	0.000	Merged-chr6-49354722-8
NR4298--MA1104.1.GATA6	chr2	76214462	76214474	+	0.000	0.000	Merged-chr2-76214615-2
NR7853--MA0035.3.Gata1	chr9	105689627	105689637	+	0.000	0.000	Merged-chr9-105689631-24
NR5588--MA0140.2.GATA1::TAL1	chr4	124769246	124769263	-	0.000	0.000	Merged-chr4-124769177-27
NR2475--MA1104.1.GATA6	chr14	61853656	61853668	-	0.000	0.000	Merged-chr14-61853631-6
NR1365--MA0036.3.GATA2	chr11	106439013	106439023	+	0.000	0.000	Merged-chr11-106438995-31
NR1917--MA0766.1.GATA5	chr13	34864587	34864594	+	0.000	0.000	Merged-chr13-34864620-19
NR7522--MA0140.2.GATA1::TAL1	chr9	32495844	32495861	-	0.000	0.000	Merged-chr9-32495799-63
NR5825--MA0035.3.Gata1	chr5	32950841	32950851	+	0.000	0.000	Merged-chr5-32950856-18
NR3301--MA1104.1.GATA6	chr16	94374310	94374322	-	0.000	0.000	Merged-chr16-94374445-4
NR1621--MA1104.1.GATA6	chr12	82187422	82187434	-	0.000	0.000	Merged-chr12-82187311-20
NR7486--MA0035.3.Gata1	chr9	14201337	14201347	+	0.000	0.000	Merged-chr9-14201080-12
NR1049--MA0037.3.GATA3	chr11	6568134	6568141	-	0.000	0.000	Merged-chr11-6568162-40
NR7462--MA0482.1.Gata4	chr9	5311522	5311532	+	0.000	0.000	Merged-chr9-5311572-34
NR1484--MA0766.1.GATA5	chr12	32183055	32183062	-	0.000	0.000	Merged-chr12-32183013-17
NR3112--MA0035.3.Gata1	chr16	50555184	50555194	+	0.000	0.000	Merged-chr16-50555141-20
NR813--MA0035.3.Gata1	chr10	69244596	69244606	-	0.000	0.000	Merged-chr10-69244536-1
NR5572--MA0766.1.GATA5	chr4	120717460	120717467	+	0.000	0.000	Merged-chr4-120717361-2
NR5909--MA0766.1.GATA5	chr5	71903684	71903691	-	0.000	0.000	Merged-chr5-71903621-28
NR3418--MA0140.2.GATA1::TAL1	chr17	26781125	26781142	-	0.000	0.000	Merged-chr17-26781224-26
NR7737--MA0140.2.GATA1::TAL1	chr9	88332668	88332685	-	0.000	0.000	Merged-chr9-88332643-26
NR7903--MA0766.1.GATA5	chr9	118686280	118686287	-	0.000	0.000	Merged-chr9-118686441-13
NR1336--MA0035.3.Gata1	chr11	98783302	98783312	-	0.000	0.000	Merged-chr11-98783373-52
NR5737--MA0036.3.GATA2	chr4	154798017	154798027	-	0.000	0.000	Merged-chr4-154798011-18
NR2047--MA0035.3.Gata1	chr13	73505698	73505708	+	0.000	0.000	Merged-chr13-73505560-1
NR1245--MA0766.1.GATA5	chr11	70265525	70265532	-	0.000	0.000	Merged-chr11-70265494-15
NR2034--MA0140.2.GATA1::TAL1	chr13	67332546	67332563	-	0.000	0.000	Merged-chr13-67332541-54
NR1312--MA0482.1.Gata4	chr11	94370970	94370980	-	0.000	0.000	Merged-chr11-94371007-27
NR7832--MA0035.3.Gata1	chr9	103426518	103426528	-	0.000	0.000	Merged-chr9-103426550-25
NR4107--MA0035.3.Gata1	chr2	28418247	28418257	-	0.000	0.000	Merged-chr2-28418249-8
NR5718--MA0482.1.Gata4	chr4	150517582	150517592	+	0.000	0.000	Merged-chr4-150517532-35
NR8017--MA1104.1.GATA6	chrX	163848602	163848614	-	0.000	0.000	Merged-chrX-163848776-29
NR5171--MA0766.1.GATA5	chr3	139024692	139024699	-	0.000	0.000	Merged-chr3-139024771-15
NR7492--MA1104.1.GATA6	chr9	15029162	15029174	+	0.000	0.000	Merged-chr9-15029277-27
NR1581--MA1104.1.GATA6	chr12	73384065	73384077	-	0.000	0.000	Merged-chr12-73384028-7
NR1944--MA0482.1.Gata4	chr13	49188128	49188138	-	0.000	0.000	Merged-chr13-49188113-1
NR7620--MA1104.1.GATA6	chr9	54614612	54614624	+	0.000	0.000	Merged-chr9-54614475-15
NR4840--MA0766.1.GATA5	chr3	37738511	37738518	+	0.000	0.000	Merged-chr3-37738517-40
NR5280--MA0766.1.GATA5	chr3	159505789	159505796	+	0.000	0.000	Merged-chr3-159505893-1
NR1658--MA0140.2.GATA1::TAL1	chr12	87442641	87442658	-	0.000	0.000	Merged-chr12-87442765-7
NR6717--MA1104.1.GATA6	chr7	6127300	6127312	-	0.000	0.000	Merged-chr7-6127268-44
NR430--MA0766.1.GATA5	chr1	151457358	151457365	+	0.000	0.000	Merged-chr1-151457268-30
NR6794--MA0037.3.GATA3	chr7	30280502	30280509	+	0.000	0.000	Merged-chr7-30280528-94
NR5142--MA0482.1.Gata4	chr3	136611951	136611961	-	0.000	0.000	Merged-chr3-136611929-48
NR1756--MA1104.1.GATA6	chr12	107362204	107362216	+	0.000	0.000	Merged-chr12-107362270-34
NR6720--MA0035.3.Gata1	chr7	6127301	6127311	+	0.000	0.000	Merged-chr7-6127268-44
NR7524--MA1104.1.GATA6	chr9	32592068	32592080	-	0.000	0.000	Merged-chr9-32592064-58
NR1315--MA0035.3.Gata1	chr11	95379180	95379190	+	0.000	0.000	Merged-chr11-95379150-8
NR7597--MA0482.1.Gata4	chr9	48538517	48538527	-	0.000	0.000	Merged-chr9-48538454-59
NR4081--MA0037.3.GATA3	chr2	19320161	19320168	-	0.000	0.000	Merged-chr2-19320316-15
NR1214--MA0036.3.GATA2	chr11	64899064	64899074	+	0.000	0.000	Merged-chr11-64899021-36
NR1957--MA0482.1.Gata4	chr13	52008137	52008147	+	0.000	0.000	Merged-chr13-52008191-11
NR4619--MA0482.1.Gata4	chr2	144941394	144941404	-	0.000	0.000	Merged-chr2-144941527-10
NR1476--MA0766.1.GATA5	chr12	28589598	28589605	-	0.000	0.000	Merged-chr12-28589573-34
NR1052--MA0036.3.GATA2	chr11	6568133	6568143	+	0.000	0.000	Merged-chr11-6568162-40
NR1604--MA0766.1.GATA5	chr12	76527619	76527626	+	0.000	0.000	Merged-chr12-76527633-28
NR5334--MA1104.1.GATA6	chr4	33110180	33110192	-	0.000	0.000	Merged-chr4-33110299-20
NR991--MA0035.3.Gata1	chr10	117377579	117377589	+	0.000	0.000	Merged-chr10-117377577-5
NR5307--MA0035.3.Gata1	chr4	11610147	11610157	-	0.000	0.000	Merged-chr4-11610147-18
NR3925--MA1104.1.GATA6	chr19	16418577	16418589	-	0.000	0.000	Merged-chr19-16418552-32
NR1947--MA0035.3.Gata1	chr13	49188129	49188139	-	0.000	0.000	Merged-chr13-49188113-1
NR5883--MA0482.1.Gata4	chr5	63768124	63768134	+	0.000	0.000	Merged-chr5-63767981-25
NR5493--MA0035.3.Gata1	chr4	89486086	89486096	-	0.000	0.000	Merged-chr4-89486149-23
NR7624--MA0766.1.GATA5	chr9	57866816	57866823	-	0.000	0.000	Merged-chr9-57866692-28
NR5810--MA0037.3.GATA3	chr5	30887493	30887500	+	0.000	0.000	Merged-chr5-30887642-12
NR1328--MA0035.3.Gata1	chr11	98660772	98660782	-	0.000	0.000	Merged-chr11-98660794-12
NR7943--MA0482.1.Gata4	chrX	37141895	37141905	-	0.000	0.000	Merged-chrX-37141960-22
NR6034--MA0140.2.GATA1::TAL1	chr5	107061821	107061838	-	0.000	0.000	Merged-chr5-107061883-14
NR6593--MA0140.2.GATA1::TAL1	chr6	131405138	131405155	-	0.000	0.000	Merged-chr6-131405258-29
NR7518--MA0036.3.GATA2	chr9	32495853	32495863	-	0.000	0.000	Merged-chr9-32495799-63
NR651--MA0036.3.GATA2	chr10	12806116	12806126	+	0.000	0.000	Merged-chr10-12806040-40
NR1097--MA0037.3.GATA3	chr11	11836941	11836948	-	0.000	0.000	Merged-chr11-11837020-26
NR5644--MA0482.1.Gata4	chr4	145361253	145361263	-	0.000	0.000	Merged-chr4-145361226-45
NR7205--MA0035.3.Gata1	chr8	34164659	34164669	+	0.000	0.000	Merged-chr8-34164566-26
NR5163--MA0766.1.GATA5	chr3	138008344	138008351	+	0.000	0.000	Merged-chr3-138008366-30
NR82--MA1104.1.GATA6	chr1	54179553	54179565	+	0.000	0.000	Merged-chr1-54179404-9
NR7226--MA0140.2.GATA1::TAL1	chr8	46859565	46859582	+	0.000	0.000	Merged-chr8-46859659-64
NR3431--MA0035.3.Gata1	chr17	32349203	32349213	-	0.000	0.000	Merged-chr17-32349293-10
NR1844--MA1104.1.GATA6	chr12	117679066	117679078	-	0.000	0.000	Merged-chr12-117679056-43
NR3406--MA0766.1.GATA5	chr17	18462930	18462937	-	0.000	0.000	Merged-chr17-18462916-14
NR3110--MA1104.1.GATA6	chr16	50555183	50555195	-	0.000	0.000	Merged-chr16-50555141-20
NR811--MA1104.1.GATA6	chr10	68105559	68105571	+	0.000	0.000	Merged-chr10-68105401-48
NR5405--MA0482.1.Gata4	chr4	62636268	62636278	+	0.000	0.000	Merged-chr4-62636315-14
NR5220--MA0035.3.Gata1	chr3	146192716	146192726	-	0.000	0.000	Merged-chr3-146192596-55
NR1569--MA0482.1.Gata4	chr12	69446042	69446052	-	0.000	0.000	Merged-chr12-69446107-1
NR5294--MA1104.1.GATA6	chr4	6881074	6881086	+	0.000	0.000	Merged-chr4-6881171-35
NR1211--MA0140.2.GATA1::TAL1	chr11	64086048	64086065	+	0.000	0.000	Merged-chr11-64086070-15
NR802--MA0766.1.GATA5	chr10	62601488	62601495	-	0.000	0.000	Merged-chr10-62601551-11
NR7102--MA1104.1.GATA6	chr7	143584199	143584211	-	0.000	0.000	Merged-chr7-143584150-23
NR4870--MA0035.3.Gata1	chr3	60565324	60565334	+	0.000	0.000	Merged-chr3-60565389-13
NR44--MA0482.1.Gata4	chr1	36069476	36069486	-	0.000	0.000	Merged-chr1-36069573-10
NR1197--MA0766.1.GATA5	chr11	58948841	58948848	+	0.000	0.000	Merged-chr11-58948790-70
NR3683--MA0140.2.GATA1::TAL1	chr18	39091402	39091419	-	0.000	0.000	Merged-chr18-39091619-9
NR5647--MA0035.3.Gata1	chr4	145361254	145361264	-	0.000	0.000	Merged-chr4-145361226-45
NR3696--MA0035.3.Gata1	chr18	46013366	46013376	-	0.000	0.000	Merged-chr18-46013388-48
NR2884--MA0036.3.GATA2	chr15	91616649	91616659	-	0.000	0.000	Merged-chr15-91616695-12
NR4105--MA1104.1.GATA6	chr2	28418246	28418258	+	0.000	0.000	Merged-chr2-28418249-8
NR3672--MA0482.1.Gata4	chr18	35887841	35887851	+	0.000	0.000	Merged-chr18-35887802-1
NR614--MA0140.2.GATA1::TAL1	chr1	193449786	193449803	-	0.000	0.000	Merged-chr1-193449672-37
NR7759--MA0766.1.GATA5	chr9	95113475	95113482	-	0.000	0.000	Merged-chr9-95113538-34
NR7555--MA0482.1.Gata4	chr9	41118249	41118259	-	0.000	0.000	Merged-chr9-41118206-38
NR7463--MA1104.1.GATA6	chr9	5311520	5311532	-	0.000	0.000	Merged-chr9-5311572-34
NR3403--MA0140.2.GATA1::TAL1	chr17	17394561	17394578	-	0.000	0.000	Merged-chr17-17394461-20
NR1104--MA0140.2.GATA1::TAL1	chr11	21167122	21167139	+	0.000	0.000	Merged-chr11-21166963-42
NR840--MA0035.3.Gata1	chr10	77530588	77530598	+	0.000	0.000	Merged-chr10-77530396-56
NR5251--MA0766.1.GATA5	chr3	152929753	152929760	-	0.000	0.000	Merged-chr3-152929727-94
NR1819--MA0482.1.Gata4	chr12	116177228	116177238	+	0.000	0.000	Merged-chr12-116177118-24
NR199--MA0037.3.GATA3	chr1	88578424	88578431	+	0.000	0.000	Merged-chr1-88578300-28
NR1262--MA0036.3.GATA2	chr11	75836223	75836233	-	0.000	0.000	Merged-chr11-75835904-47
NR4920--MA0766.1.GATA5	chr3	69177419	69177426	-	0.000	0.000	Merged-chr3-69177555-55
NR2764--MA0766.1.GATA5	chr15	41429629	41429636	+	0.000	0.000	Merged-chr15-41429607-8
NR1313--MA1104.1.GATA6	chr11	95379179	95379191	-	0.000	0.000	Merged-chr11-95379150-8
NR5222--MA0482.1.Gata4	chr3	146699130	146699140	+	0.000	0.000	Merged-chr3-146699153-10
NR7178--MA0035.3.Gata1	chr8	27137212	27137222	+	0.000	0.000	Merged-chr8-27137178-38
NR7449--MA0035.3.Gata1	chr8	127589469	127589479	+	0.000	0.000	Merged-chr8-127589399-43
NR3542--MA0482.1.Gata4	chr17	71491184	71491194	+	0.000	0.000	Merged-chr17-71491103-50
NR7292--MA0766.1.GATA5	chr8	81695137	81695144	-	0.000	0.000	Merged-chr8-81695130-10
NR3152--MA0035.3.Gata1	chr16	56800671	56800681	+	0.000	0.000	Merged-chr16-56800625-33
NR3051--MA0036.3.GATA2	chr16	43661708	43661718	-	0.000	0.000	Merged-chr16-43661789-37
NR5474--MA0482.1.Gata4	chr4	86725372	86725382	+	0.000	0.000	Merged-chr4-86725378-12
NR5719--MA1104.1.GATA6	chr4	150517580	150517592	-	0.000	0.000	Merged-chr4-150517532-35
NR3675--MA0035.3.Gata1	chr18	35887840	35887850	+	0.000	0.000	Merged-chr18-35887802-1
NR2024--MA0037.3.GATA3	chr13	66991739	66991746	+	0.000	0.000	Merged-chr13-66991703-16
NR6316--MA0140.2.GATA1::TAL1	chr6	70805954	70805971	+	0.000	0.000	Merged-chr6-70805784-73
NR2940--MA0482.1.Gata4	chr16	4762246	4762256	-	0.000	0.000	Merged-chr16-4762365-8
NR4017--MA0140.2.GATA1::TAL1	chr2	3525983	3526000	+	0.000	0.000	Merged-chr2-3525948-8
NR1689--MA0036.3.GATA2	chr12	92625446	92625456	+	0.000	0.000	Merged-chr12-92625384-3
NR2720--MA0036.3.GATA2	chr15	25673748	25673758	+	0.000	0.000	Merged-chr15-25673661-24
NR4872--MA0482.1.Gata4	chr3	60565491	60565501	-	0.000	0.000	Merged-chr3-60565389-13
NR5777--MA0036.3.GATA2	chr5	20009984	20009994	+	0.000	0.000	Merged-chr5-20010277-12
NR2750--MA0140.2.GATA1::TAL1	chr15	36440104	36440121	-	0.000	0.000	Merged-chr15-36440213-15
NR5491--MA0140.2.GATA1::TAL1	chr4	89092374	89092391	+	0.000	0.000	Merged-chr4-89092305-7
NR6539--MA1104.1.GATA6	chr6	128839184	128839196	+	0.000	0.000	Merged-chr6-128839257-138
NR1600--MA0140.2.GATA1::TAL1	chr12	75836921	75836938	+	0.000	0.000	Merged-chr12-75836908-24
NR1142--MA0766.1.GATA5	chr11	36001079	36001086	-	0.000	0.000	Merged-chr11-36000971-2
NR4336--MA0037.3.GATA3	chr2	84868763	84868770	-	0.000	0.000	Merged-chr2-84868738-21
NR1485--MA0035.3.Gata1	chr12	32183054	32183064	+	0.000	0.000	Merged-chr12-32183013-17
NR6813--MA0035.3.Gata1	chr7	37490502	37490512	+	0.000	0.000	Merged-chr7-37490614-68
NR3019--MA0037.3.GATA3	chr16	27395273	27395280	-	0.000	0.000	Merged-chr16-27395267-15
NR7598--MA1104.1.GATA6	chr9	48538517	48538529	+	0.000	0.000	Merged-chr9-48538454-59
NR7822--MA0037.3.GATA3	chr9	102867024	102867031	+	0.000	0.000	Merged-chr9-102867048-29
NR2743--MA0766.1.GATA5	chr15	36375104	36375111	+	0.000	0.000	Merged-chr15-36375084-60
NR1958--MA1104.1.GATA6	chr13	52008135	52008147	-	0.000	0.000	Merged-chr13-52008191-11
NR874--MA0036.3.GATA2	chr10	85359514	85359524	+	0.000	0.000	Merged-chr10-85359625-39
NR7726--MA1104.1.GATA6	chr9	86579813	86579825	-	0.000	0.000	Merged-chr9-86579809-9
NR1246--MA0035.3.Gata1	chr11	70265524	70265534	+	0.000	0.000	Merged-chr11-70265494-15
NR1155--MA0766.1.GATA5	chr11	46389539	46389546	-	0.000	0.000	Merged-chr11-46389577-59
NR2943--MA0035.3.Gata1	chr16	4762247	4762257	-	0.000	0.000	Merged-chr16-4762365-8
NR3681--MA1104.1.GATA6	chr18	39091410	39091422	+	0.000	0.000	Merged-chr18-39091619-9
NR4261--MA0766.1.GATA5	chr2	65552090	65552097	+	0.000	0.000	Merged-chr2-65551988-12
NR7927--MA0482.1.Gata4	chrX	9202158	9202168	+	0.000	0.000	Merged-chrX-9202139-21
NR5884--MA1104.1.GATA6	chr5	63768122	63768134	-	0.000	0.000	Merged-chr5-63767981-25
NR6930--MA0036.3.GATA2	chr7	89841972	89841982	-	0.000	0.000	Merged-chr7-89842093-31
NR2255--MA0037.3.GATA3	chr14	10445400	10445407	-	0.000	0.000	Merged-chr14-10445443-9
NR364--MA0036.3.GATA2	chr1	133571485	133571495	-	0.000	0.000	Merged-chr1-133571423-3
NR2159--MA1104.1.GATA6	chr13	107571659	107571671	-	0.000	0.000	Merged-chr13-107571801-8
NR1254--MA0036.3.GATA2	chr11	74371770	74371780	-	0.000	0.000	Merged-chr11-74371741-4
NR5172--MA0035.3.Gata1	chr3	139024691	139024701	+	0.000	0.000	Merged-chr3-139024771-15
NR7765--MA0482.1.Gata4	chr9	96353968	96353978	-	0.000	0.000	Merged-chr9-96354104-1
NR7898--MA0035.3.Gata1	chr9	118272889	118272899	-	0.000	0.000	Merged-chr9-118272859-65
NR4296--MA0037.3.GATA3	chr2	76214465	76214472	+	0.000	0.000	Merged-chr2-76214615-2
NR3694--MA1104.1.GATA6	chr18	46013365	46013377	+	0.000	0.000	Merged-chr18-46013388-48
NR5897--MA1104.1.GATA6	chr5	65832146	65832158	-	0.000	0.000	Merged-chr5-65832305-23
NR2268--MA0037.3.GATA3	chr14	16172526	16172533	+	0.000	0.000	Merged-chr14-16172497-2
NR3218--MA0036.3.GATA2	chr16	66086701	66086711	+	0.000	0.000	Merged-chr16-66086640-17
NR5185--MA0035.3.Gata1	chr3	142709057	142709067	+	0.000	0.000	Merged-chr3-142708899-26
NR1139--MA0482.1.Gata4	chr11	36001079	36001089	+	0.000	0.000	Merged-chr11-36000971-2
NR2964--MA0036.3.GATA2	chr16	8640132	8640142	-	0.000	0.000	Merged-chr16-8639905-53
NR4602--MA0035.3.Gata1	chr2	144195215	144195225	+	0.000	0.000	Merged-chr2-144195285-6
NR1775--MA1104.1.GATA6	chr12	112606009	112606021	-	0.000	0.000	Merged-chr12-112605824-36
NR5494--MA0140.2.GATA1::TAL1	chr4	89486077	89486094	-	0.000	0.000	Merged-chr4-89486149-23
NR1477--MA0035.3.Gata1	chr12	28589597	28589607	+	0.000	0.000	Merged-chr12-28589573-34
