#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR4566--MA0002.2.RUNX1	chr18	54940565	54940575	-	0.000	0.000	Merged-chr18-54940674-40
NR2829--MA0684.1.RUNX3	chr14	15273275	15273284	-	0.000	0.000	Merged-chr14-15273135-43
NR4946--MA0002.2.RUNX1	chr2	18524635	18524645	+	0.000	0.000	Merged-chr2-18524516-29
NR4360--MA0511.2.RUNX2	chr17	80772670	80772678	-	0.000	0.000	Merged-chr17-80772766-52
NR8763--MA0002.2.RUNX1	chr8	84832332	84832342	+	0.000	0.000	Merged-chr8-84832139-76
NR536--MA0002.2.RUNX1	chr1	144283483	144283493	-	0.000	0.000	Merged-chr1-144283563-68
NR2746--MA0511.2.RUNX2	chr13	119706667	119706675	-	0.000	0.000	Merged-chr13-119706684-31
NR8558--MA0002.2.RUNX1	chr8	14090512	14090522	+	0.000	0.000	Merged-chr8-14090395-62
NR807--MA0002.2.RUNX1	chr10	7005413	7005423	-	0.000	0.000	Merged-chr10-7005430-4
NR122--MA0002.2.RUNX1	chr1	38777641	38777651	-	0.000	0.000	Merged-chr1-38777708-41
NR1079--MA0684.1.RUNX3	chr10	68673690	68673699	-	0.000	0.000	Merged-chr10-68673774-53
NR6193--MA0002.2.RUNX1	chr3	145538145	145538155	-	0.000	0.000	Merged-chr3-145538069-30
NR9398--MA0684.1.RUNX3	chr9	120054930	120054939	+	0.000	0.000	Merged-chr9-120055033-46
NR9477--MA0511.2.RUNX2	chrX	57310110	57310118	-	0.000	0.000	Merged-chrX-57310232-22
NR8938--MA0002.2.RUNX1	chr8	127588517	127588527	+	0.000	0.000	Merged-chr8-127588569-23
NR6116--MA0002.2.RUNX1	chr3	136688185	136688195	+	0.000	0.000	Merged-chr3-136688298-63
NR8796--MA0684.1.RUNX3	chr8	96552737	96552746	-	0.000	0.000	Merged-chr8-96552694-31
NR3139--MA0684.1.RUNX3	chr14	115017782	115017791	-	0.000	0.000	Merged-chr14-115017884-47
NR6721--MA0684.1.RUNX3	chr4	134642024	134642033	+	0.000	0.000	Merged-chr4-134642170-32
NR6573--MA0002.2.RUNX1	chr4	88046544	88046554	-	0.000	0.000	Merged-chr4-88046485-60
NR1360--MA0002.2.RUNX1	chr11	5541337	5541347	-	0.000	0.000	Merged-chr11-5541384-26
NR4688--MA0002.2.RUNX1	chr18	78014888	78014898	+	0.000	0.000	Merged-chr18-78014896-40
NR2342--MA0002.2.RUNX1	chr13	28502512	28502522	-	0.000	0.000	Merged-chr13-28502397-49
NR1760--MA0684.1.RUNX3	chr11	119076033	119076042	+	0.000	0.000	Merged-chr11-119075997-48
NR8510--MA0684.1.RUNX3	chr7	141194084	141194093	-	0.000	0.000	Merged-chr7-141194198-81
NR2616--MA0511.2.RUNX2	chr13	99503596	99503604	-	0.000	0.000	Merged-chr13-99503494-98
NR8762--MA0684.1.RUNX3	chr8	84813285	84813294	-	0.000	0.000	Merged-chr8-84813219-19
NR8014--MA0002.2.RUNX1	chr6	140817135	140817145	-	0.000	0.000	Merged-chr6-140817043-66
NR409--MA0511.2.RUNX2	chr1	105435212	105435220	-	0.000	0.000	Merged-chr1-105435161-34
NR9125--MA0684.1.RUNX3	chr9	57998048	57998057	-	0.000	0.000	Merged-chr9-57998251-45
NR2355--MA0002.2.RUNX1	chr13	32902689	32902699	+	0.000	0.000	Merged-chr13-32902705-9
NR6608--MA0511.2.RUNX2	chr4	97657874	97657882	+	0.000	0.000	Merged-chr4-97657761-27
NR4386--MA0511.2.RUNX2	chr17	87282094	87282102	-	0.000	0.000	Merged-chr17-87282284-1
NR5097--MA0511.2.RUNX2	chr2	53904946	53904954	+	0.000	0.000	Merged-chr2-53905002-1
NR1501--MA0002.2.RUNX1	chr11	50371494	50371504	-	0.000	0.000	Merged-chr11-50371605-32
NR4558--MA0002.2.RUNX1	chr18	53937434	53937444	+	0.000	0.000	Merged-chr18-53937531-41
NR2007--MA0002.2.RUNX1	chr12	73604919	73604929	-	0.000	0.000	Merged-chr12-73604732-122
NR4687--MA0684.1.RUNX3	chr18	77822831	77822840	+	0.000	0.000	Merged-chr18-77822747-6
NR2136--MA0684.1.RUNX3	chr12	100988529	100988538	+	0.000	0.000	Merged-chr12-100988724-71
NR1389--MA0511.2.RUNX2	chr11	11657343	11657351	+	0.000	0.000	Merged-chr11-11657249-55
NR6175--MA0511.2.RUNX2	chr3	144411167	144411175	-	0.000	0.000	Merged-chr3-144411311-32
NR3118--MA0684.1.RUNX3	chr14	105480284	105480293	-	0.000	0.000	Merged-chr14-105480266-22
NR8027--MA0002.2.RUNX1	chr6	143067015	143067025	-	0.000	0.000	Merged-chr6-143067094-13
NR3956--MA0002.2.RUNX1	chr16	94485294	94485304	+	0.000	0.000	Merged-chr16-94485171-25
NR8583--MA0511.2.RUNX2	chr8	19335596	19335604	-	0.000	0.000	Merged-chr8-19335441-2
NR6032--MA0511.2.RUNX2	chr3	115692546	115692554	+	0.000	0.000	Merged-chr3-115692552-34
NR6303--MA0511.2.RUNX2	chr4	10770174	10770182	+	0.000	0.000	Merged-chr4-10770192-53
NR8903--MA0684.1.RUNX3	chr8	119914362	119914371	-	0.000	0.000	Merged-chr8-119914410-20
NR6062--MA0684.1.RUNX3	chr3	121444168	121444177	-	0.000	0.000	Merged-chr3-121444097-11
NR3794--MA0002.2.RUNX1	chr16	57399725	57399735	+	0.000	0.000	Merged-chr16-57399739-13
NR6141--MA0511.2.RUNX2	chr3	141690927	141690935	+	0.000	0.000	Merged-chr3-141690828-16
NR4256--MA0511.2.RUNX2	chr17	56717938	56717946	-	0.000	0.000	Merged-chr17-56717989-1
NR5602--MA0002.2.RUNX1	chr3	9633480	9633490	+	0.000	0.000	Merged-chr3-9633388-6
NR3380--MA0002.2.RUNX1	chr15	53235522	53235532	-	0.000	0.000	Merged-chr15-53235617-41
NR6313--MA0002.2.RUNX1	chr4	11492627	11492637	+	0.000	0.000	Merged-chr4-11492586-1
NR117--MA0511.2.RUNX2	chr1	38557783	38557791	+	0.000	0.000	Merged-chr1-38557840-50
NR766--MA0684.1.RUNX3	chr1	189855828	189855837	-	0.000	0.000	Merged-chr1-189855745-11
NR6565--MA0002.2.RUNX1	chr4	86712877	86712887	+	0.000	0.000	Merged-chr4-86712811-38
NR1352--MA0002.2.RUNX1	chr11	3371444	3371454	+	0.000	0.000	Merged-chr11-3371528-30
NR5810--MA0511.2.RUNX2	chr3	59858890	59858898	-	0.000	0.000	Merged-chr3-59858951-1
NR845--MA0511.2.RUNX2	chr10	12614550	12614558	+	0.000	0.000	Merged-chr10-12614708-18
NR4014--MA0002.2.RUNX1	chr17	8988441	8988451	+	0.000	0.000	Merged-chr17-8988548-64
NR352--MA0684.1.RUNX3	chr1	88587508	88587517	+	0.000	0.000	Merged-chr1-88587471-60
NR4808--MA0002.2.RUNX1	chr19	24301133	24301143	+	0.000	0.000	Merged-chr19-24301170-38
NR5840--MA0684.1.RUNX3	chr3	65435375	65435384	+	0.000	0.000	Merged-chr3-65435198-48
NR1289--MA0684.1.RUNX3	chr10	118714234	118714243	+	0.000	0.000	Merged-chr10-118714396-52
NR683--MA0511.2.RUNX2	chr1	175602475	175602483	+	0.000	0.000	Merged-chr1-175602466-27
NR2320--MA0684.1.RUNX3	chr13	21579854	21579863	-	0.000	0.000	Merged-chr13-21579773-26
NR6154--MA0511.2.RUNX2	chr3	142674815	142674823	-	0.000	0.000	Merged-chr3-142674758-15
NR6203--MA0684.1.RUNX3	chr3	146686722	146686731	-	0.000	0.000	Merged-chr3-146686610-31
NR3664--MA0002.2.RUNX1	chr16	23838334	23838344	+	0.000	0.000	Merged-chr16-23838386-46
NR3935--MA0002.2.RUNX1	chr16	92038190	92038200	-	0.000	0.000	Merged-chr16-92038114-2
NR1570--MA0002.2.RUNX1	chr11	75279833	75279843	-	0.000	0.000	Merged-chr11-75279801-60
NR4027--MA0002.2.RUNX1	chr17	10335037	10335047	+	0.000	0.000	Merged-chr17-10335076-3
NR8658--MA0684.1.RUNX3	chr8	36319285	36319294	-	0.000	0.000	Merged-chr8-36319399-12
NR4649--MA0511.2.RUNX2	chr18	70633836	70633844	+	0.000	0.000	Merged-chr18-70633740-34
NR2032--MA0511.2.RUNX2	chr12	79633989	79633997	-	0.000	0.000	Merged-chr12-79634130-2
NR8115--MA0002.2.RUNX1	chr7	16950377	16950387	-	0.000	0.000	Merged-chr7-16950305-32
NR8515--MA0684.1.RUNX3	chr7	143021894	143021903	+	0.000	0.000	Merged-chr7-143021894-22
NR5976--MA0002.2.RUNX1	chr3	98281076	98281086	+	0.000	0.000	Merged-chr3-98281152-46
NR8367--MA0002.2.RUNX1	chr7	99536408	99536418	-	0.000	0.000	Merged-chr7-99536356-6
NR1950--MA0002.2.RUNX1	chr12	52035392	52035402	+	0.000	0.000	Merged-chr12-52035285-2
NR4963--MA0511.2.RUNX2	chr2	21222924	21222932	+	0.000	0.000	Merged-chr2-21222970-39
NR2042--MA0002.2.RUNX1	chr12	84209273	84209283	-	0.000	0.000	Merged-chr12-84209279-4
NR6796--MA0002.2.RUNX1	chr4	148683727	148683737	+	0.000	0.000	Merged-chr4-148683681-71
NR3805--MA0002.2.RUNX1	chr16	59007358	59007368	+	0.000	0.000	Merged-chr16-59007299-38
NR4201--MA0511.2.RUNX2	chr17	44256761	44256769	-	0.000	0.000	Merged-chr17-44256797-30
NR4724--MA0511.2.RUNX2	chr18	84851323	84851331	-	0.000	0.000	Merged-chr18-84851440-69
NR6577--MA0684.1.RUNX3	chr4	88115656	88115665	-	0.000	0.000	Merged-chr4-88115597-29
NR9411--MA0002.2.RUNX1	chr9	123734267	123734277	+	0.000	0.000	Merged-chr9-123734197-54
NR3772--MA0684.1.RUNX3	chr16	52007168	52007177	-	0.000	0.000	Merged-chr16-52007257-28
NR6286--MA0002.2.RUNX1	chr4	8811197	8811207	+	0.000	0.000	Merged-chr4-8811216-44
NR2203--MA0684.1.RUNX3	chr12	116138977	116138986	+	0.000	0.000	Merged-chr12-116138953-46
NR4006--MA0002.2.RUNX1	chr17	7889095	7889105	-	0.000	0.000	Merged-chr17-7889151-33
NR8366--MA0684.1.RUNX3	chr7	99087176	99087185	-	0.000	0.000	Merged-chr7-99087128-56
NR4357--MA0511.2.RUNX2	chr17	80419014	80419022	+	0.000	0.000	Merged-chr17-80418993-27
NR7906--MA0002.2.RUNX1	chr6	128411302	128411312	+	0.000	0.000	Merged-chr6-128411332-35
NR8889--MA0684.1.RUNX3	chr8	117776364	117776373	-	0.000	0.000	Merged-chr8-117776265-26
NR8075--MA0002.2.RUNX1	chr6	149348341	149348351	-	0.000	0.000	Merged-chr6-149348388-7
NR6609--MA0684.1.RUNX3	chr4	97657874	97657883	+	0.000	0.000	Merged-chr4-97657761-27
NR4115--MA0002.2.RUNX1	chr17	21733926	21733936	-	0.000	0.000	Merged-chr17-21733799-41
NR6047--MA0002.2.RUNX1	chr3	116808332	116808342	+	0.000	0.000	Merged-chr3-116808199-73
NR4638--MA0002.2.RUNX1	chr18	69196342	69196352	+	0.000	0.000	Merged-chr18-69196479-70
NR4909--MA0002.2.RUNX1	chr2	11619774	11619784	+	0.000	0.000	Merged-chr2-11619993-9
NR71--MA0002.2.RUNX1	chr1	20259103	20259113	+	0.000	0.000	Merged-chr1-20259129-7
NR6447--MA0684.1.RUNX3	chr4	53826423	53826432	-	0.000	0.000	Merged-chr4-53826364-82
NR228--MA0002.2.RUNX1	chr1	67149988	67149998	+	0.000	0.000	Merged-chr1-67149862-1
NR3513--MA0002.2.RUNX1	chr15	89131568	89131578	-	0.000	0.000	Merged-chr15-89131620-40
NR6718--MA0684.1.RUNX3	chr4	134511127	134511136	-	0.000	0.000	Merged-chr4-134511089-32
NR1291--MA0002.2.RUNX1	chr10	118882694	118882704	-	0.000	0.000	Merged-chr10-118882775-60
NR7330--MA0002.2.RUNX1	chr5	134282794	134282804	+	0.000	0.000	Merged-chr5-134282688-60
NR5921--MA0002.2.RUNX1	chr3	84069505	84069515	+	0.000	0.000	Merged-chr3-84069466-34
NR6699--MA0684.1.RUNX3	chr4	132040469	132040478	+	0.000	0.000	Merged-chr4-132040319-80
NR4624--MA0684.1.RUNX3	chr18	65819117	65819126	-	0.000	0.000	Merged-chr18-65819211-50
NR707--MA0511.2.RUNX2	chr1	179240818	179240826	+	0.000	0.000	Merged-chr1-179240877-38
NR8507--MA0684.1.RUNX3	chr7	140882330	140882339	+	0.000	0.000	Merged-chr7-140882177-67
NR2054--MA0684.1.RUNX3	chr12	86807565	86807574	-	0.000	0.000	Merged-chr12-86807614-54
NR2177--MA0002.2.RUNX1	chr12	115145466	115145476	+	0.000	0.000	Merged-chr12-115145586-48
NR6142--MA0684.1.RUNX3	chr3	141690927	141690936	+	0.000	0.000	Merged-chr3-141690828-16
NR4257--MA0684.1.RUNX3	chr17	56717937	56717946	-	0.000	0.000	Merged-chr17-56717989-1
NR9371--MA0002.2.RUNX1	chr9	115611927	115611937	+	0.000	0.000	Merged-chr9-115612034-68
NR8074--MA0684.1.RUNX3	chr6	149348299	149348308	+	0.000	0.000	Merged-chr6-149348388-7
NR1575--MA0002.2.RUNX1	chr11	75561221	75561231	+	0.000	0.000	Merged-chr11-75561175-6
NR131--MA0511.2.RUNX2	chr1	39896694	39896702	-	0.000	0.000	Merged-chr1-39896761-43
NR4508--MA0002.2.RUNX1	chr18	39559518	39559528	-	0.000	0.000	Merged-chr18-39559520-6
NR7343--MA0002.2.RUNX1	chr5	137072177	137072187	+	0.000	0.000	Merged-chr5-137072251-26
NR3983--MA0002.2.RUNX1	chr16	97326252	97326262	-	0.000	0.000	Merged-chr16-97326270-33
NR6046--MA0684.1.RUNX3	chr3	116652129	116652138	-	0.000	0.000	Merged-chr3-116652176-28
NR2037--MA0511.2.RUNX2	chr12	80795095	80795103	-	0.000	0.000	Merged-chr12-80795087-3
NR1703--MA0002.2.RUNX1	chr11	109671985	109671995	+	0.000	0.000	Merged-chr11-109672054-52
NR1783--MA0511.2.RUNX2	chr12	3547756	3547764	-	0.000	0.000	Merged-chr12-3547708-30
NR7595--MA0002.2.RUNX1	chr6	51768163	51768173	+	0.000	0.000	Merged-chr6-51768092-8
NR8454--MA0684.1.RUNX3	chr7	123355109	123355118	+	0.000	0.000	Merged-chr7-123355107-50
NR227--MA0684.1.RUNX3	chr1	66896356	66896365	-	0.000	0.000	Merged-chr1-66896467-67
NR8249--MA0684.1.RUNX3	chr7	64141526	64141535	+	0.000	0.000	Merged-chr7-64141555-53
NR3906--MA0002.2.RUNX1	chr16	87657461	87657471	+	0.000	0.000	Merged-chr16-87657392-20
NR6582--MA0511.2.RUNX2	chr4	89524893	89524901	-	0.000	0.000	Merged-chr4-89524865-47
NR9403--MA0002.2.RUNX1	chr9	121682307	121682317	-	0.000	0.000	Merged-chr9-121682469-52
NR479--MA0684.1.RUNX3	chr1	128614922	128614931	-	0.000	0.000	Merged-chr1-128615083-92
NR3221--MA0002.2.RUNX1	chr15	5144621	5144631	+	0.000	0.000	Merged-chr15-5144505-4
NR1812--MA0002.2.RUNX1	chr12	12354508	12354518	+	0.000	0.000	Merged-chr12-12354547-3
NR3700--MA0511.2.RUNX2	chr16	32520610	32520618	-	0.000	0.000	Merged-chr16-32520584-37
NR8708--MA0511.2.RUNX2	chr8	66860268	66860276	-	0.000	0.000	Merged-chr8-66860248-21
NR7561--MA0002.2.RUNX1	chr6	43619393	43619403	-	0.000	0.000	Merged-chr6-43619418-19
NR2299--MA0002.2.RUNX1	chr13	13729840	13729850	+	0.000	0.000	Merged-chr13-13729900-19
NR5881--MA0002.2.RUNX1	chr3	75930325	75930335	+	0.000	0.000	Merged-chr3-75930291-55
NR760--MA0002.2.RUNX1	chr1	189783119	189783129	+	0.000	0.000	Merged-chr1-189783161-5
NR3996--MA0002.2.RUNX1	chr17	5402773	5402783	-	0.000	0.000	Merged-chr17-5402492-35
NR1921--MA0002.2.RUNX1	chr12	40427671	40427681	+	0.000	0.000	Merged-chr12-40427719-34
NR2699--MA0684.1.RUNX3	chr13	109845031	109845040	-	0.000	0.000	Merged-chr13-109845162-65
NR6409--MA0511.2.RUNX2	chr4	40845073	40845081	-	0.000	0.000	Merged-chr4-40845013-13
NR8718--MA0002.2.RUNX1	chr8	69196705	69196715	+	0.000	0.000	Merged-chr8-69196673-22
NR3505--MA0002.2.RUNX1	chr15	85233150	85233160	-	0.000	0.000	Merged-chr15-85233310-62
NR3962--MA0002.2.RUNX1	chr16	95705086	95705096	+	0.000	0.000	Merged-chr16-95704955-1
NR2016--MA0511.2.RUNX2	chr12	76853983	76853991	-	0.000	0.000	Merged-chr12-76853895-20
NR4616--MA0684.1.RUNX3	chr18	65312498	65312507	+	0.000	0.000	Merged-chr18-65312505-49
NR2665--MA0684.1.RUNX3	chr13	107868595	107868604	-	0.000	0.000	Merged-chr13-107868532-1
NR6499--MA0511.2.RUNX2	chr4	63049713	63049721	-	0.000	0.000	Merged-chr4-63049665-7
NR6104--MA0511.2.RUNX2	chr3	133339538	133339546	+	0.000	0.000	Merged-chr3-133339521-12
NR329--MA0002.2.RUNX1	chr1	85763516	85763526	-	0.000	0.000	Merged-chr1-85763508-29
NR1663--MA0002.2.RUNX1	chr11	98487922	98487932	+	0.000	0.000	Merged-chr11-98487809-30
NR5480--MA0002.2.RUNX1	chr2	156877905	156877915	+	0.000	0.000	Merged-chr2-156878033-50
NR1792--MA0684.1.RUNX3	chr12	8208226	8208235	-	0.000	0.000	Merged-chr12-8208226-52
NR3595--MA0002.2.RUNX1	chr16	8655804	8655814	+	0.000	0.000	Merged-chr16-8655850-21
NR8208--MA0002.2.RUNX1	chr7	49335376	49335386	+	0.000	0.000	Merged-chr7-49335315-27
NR9363--MA0002.2.RUNX1	chr9	114613237	114613247	-	0.000	0.000	Merged-chr9-114613191-38
NR1838--MA0002.2.RUNX1	chr12	17511242	17511252	+	0.000	0.000	Merged-chr12-17511273-48
NR4229--MA0002.2.RUNX1	chr17	50525260	50525270	+	0.000	0.000	Merged-chr17-50525188-50
NR6736--MA0511.2.RUNX2	chr4	136266856	136266864	-	0.000	0.000	Merged-chr4-136266898-41
NR5926--MA0002.2.RUNX1	chr3	86196699	86196709	-	0.000	0.000	Merged-chr3-86196613-32
NR1030--MA0684.1.RUNX3	chr10	56486719	56486728	+	0.000	0.000	Merged-chr10-56486689-18
NR8317--MA0002.2.RUNX1	chr7	80444655	80444665	+	0.000	0.000	Merged-chr7-80444672-5
NR1424--MA0002.2.RUNX1	chr11	22762816	22762826	-	0.000	0.000	Merged-chr11-22762651-14
NR9472--MA0002.2.RUNX1	chrX	53670471	53670481	+	0.000	0.000	Merged-chrX-53670342-87
NR6051--MA0511.2.RUNX2	chr3	117572993	117573001	+	0.000	0.000	Merged-chr3-117572909-2
NR2135--MA0002.2.RUNX1	chr12	100988529	100988539	-	0.000	0.000	Merged-chr12-100988724-71
NR6418--MA0684.1.RUNX3	chr4	41708558	41708567	-	0.000	0.000	Merged-chr4-41708469-7
NR7844--MA0684.1.RUNX3	chr6	117431711	117431720	+	0.000	0.000	Merged-chr6-117431708-65
NR8555--MA0684.1.RUNX3	chr8	13955210	13955219	-	0.000	0.000	Merged-chr8-13955228-14
NR1391--MA0684.1.RUNX3	chr11	11657343	11657352	+	0.000	0.000	Merged-chr11-11657249-55
NR1785--MA0002.2.RUNX1	chr12	3547754	3547764	+	0.000	0.000	Merged-chr12-3547708-30
NR1470--MA0511.2.RUNX2	chr11	43767288	43767296	+	0.000	0.000	Merged-chr11-43767173-52
NR1741--MA0511.2.RUNX2	chr11	118209711	118209719	+	0.000	0.000	Merged-chr11-118209707-5
NR5816--MA0684.1.RUNX3	chr3	60531040	60531049	+	0.000	0.000	Merged-chr3-60530998-30
NR4132--MA0511.2.RUNX2	chr17	25584079	25584087	-	0.000	0.000	Merged-chr17-25583989-33
NR5939--MA0002.2.RUNX1	chr3	88772699	88772709	+	0.000	0.000	Merged-chr3-88772617-19
NR8886--MA0511.2.RUNX2	chr8	117776365	117776373	-	0.000	0.000	Merged-chr8-117776265-26
NR1708--MA0002.2.RUNX1	chr11	113201777	113201787	-	0.000	0.000	Merged-chr11-113201628-64
NR5402--MA0684.1.RUNX3	chr2	140066580	140066589	+	0.000	0.000	Merged-chr2-140066734-59
NR5730--MA0002.2.RUNX1	chr3	41170107	41170117	-	0.000	0.000	Merged-chr3-41169963-6
NR5525--MA0002.2.RUNX1	chr2	169089154	169089164	-	0.000	0.000	Merged-chr2-169089199-37
NR7761--MA0511.2.RUNX2	chr6	97447186	97447194	-	0.000	0.000	Merged-chr6-97447180-22
NR289--MA0002.2.RUNX1	chr1	82819631	82819641	-	0.000	0.000	Merged-chr1-82819589-51
NR9342--MA0002.2.RUNX1	chr9	108617515	108617525	+	0.000	0.000	Merged-chr9-108617434-16
NR7391--MA0002.2.RUNX1	chr5	149016051	149016061	-	0.000	0.000	Merged-chr5-149015984-54
NR8045--MA0684.1.RUNX3	chr6	144910470	144910479	-	0.000	0.000	Merged-chr6-144910390-40
NR5777--MA0002.2.RUNX1	chr3	52498969	52498979	+	0.000	0.000	Merged-chr3-52498930-55
NR497--MA0511.2.RUNX2	chr1	135019149	135019157	+	0.000	0.000	Merged-chr1-135019182-17
NR2405--MA0684.1.RUNX3	chr13	46616883	46616892	-	0.000	0.000	Merged-chr13-46616857-10
NR7314--MA0002.2.RUNX1	chr5	125339640	125339650	-	0.000	0.000	Merged-chr5-125339591-35
NR1798--MA0002.2.RUNX1	chr12	8818046	8818056	-	0.000	0.000	Merged-chr12-8817903-12
NR5886--MA0002.2.RUNX1	chr3	76268629	76268639	+	0.000	0.000	Merged-chr3-76268438-1
NR3811--MA0002.2.RUNX1	chr16	62853031	62853041	+	0.000	0.000	Merged-chr16-62853027-5
NR8899--MA0511.2.RUNX2	chr8	119812443	119812451	+	0.000	0.000	Merged-chr8-119812593-113
NR3940--MA0684.1.RUNX3	chr16	92801759	92801768	-	0.000	0.000	Merged-chr16-92801827-54
NR2117--MA0511.2.RUNX2	chr12	98269813	98269821	+	0.000	0.000	Merged-chr12-98269804-132
NR3858--MA0002.2.RUNX1	chr16	76249895	76249905	+	0.000	0.000	Merged-chr16-76249767-78
NR159--MA0002.2.RUNX1	chr1	51104850	51104860	-	0.000	0.000	Merged-chr1-51104887-5
NR7902--MA0511.2.RUNX2	chr6	128007301	128007309	+	0.000	0.000	Merged-chr6-128007455-5
NR1764--MA0002.2.RUNX1	chr11	119166074	119166084	+	0.000	0.000	Merged-chr11-119166198-51
NR8342--MA0511.2.RUNX2	chr7	90131277	90131285	-	0.000	0.000	Merged-chr7-90131300-10
NR3967--MA0002.2.RUNX1	chr16	96273469	96273479	-	0.000	0.000	Merged-chr16-96273446-72
NR1350--MA0002.2.RUNX1	chr11	3328488	3328498	+	0.000	0.000	Merged-chr11-3328528-3
NR1621--MA0002.2.RUNX1	chr11	85324191	85324201	+	0.000	0.000	Merged-chr11-85324179-42
NR9193--MA0002.2.RUNX1	chr9	77966098	77966108	+	0.000	0.000	Merged-chr9-77966049-24
NR3652--MA0511.2.RUNX2	chr16	22461878	22461886	-	0.000	0.000	Merged-chr16-22461951-26
NR6043--MA0511.2.RUNX2	chr3	116380635	116380643	+	0.000	0.000	Merged-chr3-116380638-41
NR9420--MA0511.2.RUNX2	chrX	11647196	11647204	+	0.000	0.000	Merged-chrX-11647127-35
NR9321--MA0002.2.RUNX1	chr9	102539952	102539962	-	0.000	0.000	Merged-chr9-102539934-44
NR7370--MA0002.2.RUNX1	chr5	143235103	143235113	-	0.000	0.000	Merged-chr5-143235302-59
NR7641--MA0002.2.RUNX1	chr6	65590218	65590228	+	0.000	0.000	Merged-chr6-65590340-6
NR7912--MA0002.2.RUNX1	chr6	129067174	129067184	+	0.000	0.000	Merged-chr6-129067175-32
NR3761--MA0511.2.RUNX2	chr16	49818780	49818788	+	0.000	0.000	Merged-chr16-49818889-55
NR9573--MA0002.2.RUNX1	chrX	151344070	151344080	+	0.000	0.000	Merged-chrX-151344027-1
NR1876--MA0511.2.RUNX2	chr12	34248929	34248937	+	0.000	0.000	Merged-chr12-34249045-49
NR5071--MA0002.2.RUNX1	chr2	49313370	49313380	-	0.000	0.000	Merged-chr2-49313171-56
NR5342--MA0002.2.RUNX1	chr2	127587255	127587265	+	0.000	0.000	Merged-chr2-127587331-50
NR4809--MA0511.2.RUNX2	chr19	26646307	26646315	-	0.000	0.000	Merged-chr19-26646309-47
NR3662--MA0002.2.RUNX1	chr16	23284583	23284593	-	0.000	0.000	Merged-chr16-23284588-3
NR3728--MA0002.2.RUNX1	chr16	42165180	42165190	-	0.000	0.000	Merged-chr16-42165090-50
NR7422--MA0684.1.RUNX3	chr6	8068567	8068576	+	0.000	0.000	Merged-chr6-8068549-6
NR4439--MA0002.2.RUNX1	chr18	7524413	7524423	-	0.000	0.000	Merged-chr18-7524437-7
NR9225--MA0002.2.RUNX1	chr9	84031079	84031089	-	0.000	0.000	Merged-chr9-84030961-27
NR3857--MA0684.1.RUNX3	chr16	76002577	76002586	+	0.000	0.000	Merged-chr16-76002490-12
NR3043--MA0002.2.RUNX1	chr14	78908656	78908666	+	0.000	0.000	Merged-chr14-78908483-12
NR7896--MA0511.2.RUNX2	chr6	127434327	127434335	-	0.000	0.000	Merged-chr6-127434285-47
NR3870--MA0511.2.RUNX2	chr16	78546726	78546734	+	0.000	0.000	Merged-chr16-78546881-68
NR8878--MA0511.2.RUNX2	chr8	116689973	116689981	+	0.000	0.000	Merged-chr8-116689955-52
NR4376--MA0511.2.RUNX2	chr17	86038397	86038405	+	0.000	0.000	Merged-chr17-86038391-20
NR3771--MA0002.2.RUNX1	chr16	52007167	52007177	+	0.000	0.000	Merged-chr16-52007257-28
NR6228--MA0002.2.RUNX1	chr3	152355531	152355541	+	0.000	0.000	Merged-chr3-152355609-21
NR8037--MA0684.1.RUNX3	chr6	144211185	144211194	+	0.000	0.000	Merged-chr6-144211213-1
NR1809--MA0002.2.RUNX1	chr12	11178964	11178974	+	0.000	0.000	Merged-chr12-11178887-31
NR6707--MA0511.2.RUNX2	chr4	133873112	133873120	-	0.000	0.000	Merged-chr4-133873054-46
NR9320--MA0684.1.RUNX3	chr9	102539905	102539914	-	0.000	0.000	Merged-chr9-102539934-44
NR5484--MA0684.1.RUNX3	chr2	158166806	158166815	+	0.000	0.000	Merged-chr2-158166857-55
NR3261--MA0002.2.RUNX1	chr15	25843519	25843529	+	0.000	0.000	Merged-chr15-25843481-99
NR1253--MA0684.1.RUNX3	chr10	108168050	108168059	-	0.000	0.000	Merged-chr10-108168166-48
NR7514--MA0511.2.RUNX2	chr6	34277855	34277863	+	0.000	0.000	Merged-chr6-34277890-22
NR5464--MA0002.2.RUNX1	chr2	152826006	152826016	-	0.000	0.000	Merged-chr2-152825903-49
NR7971--MA0511.2.RUNX2	chr6	136944726	136944734	+	0.000	0.000	Merged-chr6-136944749-25
NR3784--MA0002.2.RUNX1	chr16	55758395	55758405	-	0.000	0.000	Merged-chr16-55758589-1
NR4438--MA0684.1.RUNX3	chr18	7410390	7410399	-	0.000	0.000	Merged-chr18-7410256-40
NR1504--MA0002.2.RUNX1	chr11	50851164	50851174	+	0.000	0.000	Merged-chr11-50851355-7
NR8477--MA0511.2.RUNX2	chr7	132226872	132226880	+	0.000	0.000	Merged-chr7-132226896-31
