#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Bcl6/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR1163--MA0731.1.BCL6B	chr17	21501098	21501114	-	0.000	0.000	Merged-chr17-21500914-14
NR274--MA0463.1.Bcl6	chr10	21553115	21553128	-	0.000	0.000	Merged-chr10-21553167-27
NR1381--MA0731.1.BCL6B	chr2	35233016	35233032	+	0.000	0.000	Merged-chr2-35233017-25
NR2377--MA0463.1.Bcl6	chr7	80857356	80857369	-	0.000	0.000	Merged-chr7-80857503-23
NR1176--MA0731.1.BCL6B	chr17	35823017	35823033	+	0.000	0.000	Merged-chr17-35823208-57
NR2395--MA0463.1.Bcl6	chr7	99468976	99468989	+	0.000	0.000	Merged-chr7-99468692-92
NR1394--MA0731.1.BCL6B	chr2	46082295	46082311	+	0.000	0.000	Merged-chr2-46082259-1
NR1189--MA0463.1.Bcl6	chr17	51762828	51762841	+	0.000	0.000	Merged-chr17-51762690-29
NR1865--MA0463.1.Bcl6	chr4	86739316	86739329	-	0.000	0.000	Merged-chr4-86739424-15
NR2167--MA0463.1.Bcl6	chr6	32314436	32314449	-	0.000	0.000	Merged-chr6-32314262-1
NR1310--MA0463.1.Bcl6	chr18	83934315	83934328	-	0.000	0.000	Merged-chr18-83934444-16
NR2606--MA0463.1.Bcl6	chr9	61385976	61385989	+	0.000	0.000	Merged-chr9-61385921-10
NR1896--MA0731.1.BCL6B	chr4	101298359	101298375	-	0.000	0.000	Merged-chr4-101298593-40
NR43--MA0463.1.Bcl6	chr1	36252998	36253011	+	0.000	0.000	Merged-chr1-36253004-32
NR754--MA0463.1.Bcl6	chr13	109912925	109912938	-	0.000	0.000	Merged-chr13-109912847-3
NR508--MA0463.1.Bcl6	chr12	25864290	25864303	+	0.000	0.000	Merged-chr12-25864437-46
NR876--MA0731.1.BCL6B	chr14	79331573	79331589	-	0.000	0.000	Merged-chr14-79331457-66
NR1570--MA0463.1.Bcl6	chr2	164081821	164081834	-	0.000	0.000	Merged-chr2-164081803-8
NR191--MA0731.1.BCL6B	chr1	172277328	172277344	+	0.000	0.000	Merged-chr1-172277440-42
NR1897--MA0463.1.Bcl6	chr4	101998738	101998751	-	0.000	0.000	Merged-chr4-101998677-38
NR571--MA0731.1.BCL6B	chr12	85123318	85123334	+	0.000	0.000	Merged-chr12-85123310-39
NR746--MA0731.1.BCL6B	chr13	106998766	106998782	-	0.000	0.000	Merged-chr13-106998870-40
NR1907--MA0731.1.BCL6B	chr4	109079933	109079949	-	0.000	0.000	Merged-chr4-109079913-32
NR998--MA0731.1.BCL6B	chr15	78903365	78903381	-	0.000	0.000	Merged-chr15-78903471-19
NR213--MA0463.1.Bcl6	chr1	182163153	182163166	-	0.000	0.000	Merged-chr1-182163114-26
NR1472--MA0463.1.Bcl6	chr2	92055638	92055651	-	0.000	0.000	Merged-chr2-92055769-38
NR1073--MA0731.1.BCL6B	chr16	44321829	44321845	+	0.000	0.000	Merged-chr16-44321913-9
NR1132--MA0463.1.Bcl6	chr16	96767747	96767760	+	0.000	0.000	Merged-chr16-96767615-1
NR558--MA0463.1.Bcl6	chr12	71932985	71932998	-	0.000	0.000	Merged-chr12-71933079-55
NR1867--MA0731.1.BCL6B	chr4	86739315	86739331	-	0.000	0.000	Merged-chr4-86739424-15
NR1911--MA0463.1.Bcl6	chr4	116651704	116651717	-	0.000	0.000	Merged-chr4-116651530-57
NR455--MA0463.1.Bcl6	chr11	77386339	77386352	+	0.000	0.000	Merged-chr11-77386373-55
NR209--MA0463.1.Bcl6	chr1	180829885	180829898	+	0.000	0.000	Merged-chr1-180830009-39
NR903--MA0463.1.Bcl6	chr14	118089292	118089305	-	0.000	0.000	Merged-chr14-118089540-176
NR685--MA0731.1.BCL6B	chr13	67375782	67375798	-	0.000	0.000	Merged-chr13-67375654-59
NR1099--MA0731.1.BCL6B	chr16	65533857	65533873	-	0.000	0.000	Merged-chr16-65533669-35
NR800--MA0463.1.Bcl6	chr14	14098861	14098874	-	0.000	0.000	Merged-chr14-14098740-35
NR1034--MA0463.1.Bcl6	chr16	11577696	11577709	-	0.000	0.000	Merged-chr16-11577786-44
NR1916--MA0463.1.Bcl6	chr4	119127468	119127481	-	0.000	0.000	Merged-chr4-119127359-48
NR271--MA0731.1.BCL6B	chr10	19530152	19530168	-	0.000	0.000	Merged-chr10-19530154-52
NR1822--MA0463.1.Bcl6	chr4	48045108	48045121	-	0.000	0.000	Merged-chr4-48045107-76
NR2254--MA0463.1.Bcl6	chr6	119479228	119479241	-	0.000	0.000	Merged-chr6-119479144-6
NR805--MA0463.1.Bcl6	chr14	18670786	18670799	+	0.000	0.000	Merged-chr14-18670985-9
NR316--MA0731.1.BCL6B	chr10	56848144	56848160	+	0.000	0.000	Merged-chr10-56848025-2
NR147--MA0463.1.Bcl6	chr1	135818023	135818036	-	0.000	0.000	Merged-chr1-135817909-9
NR1044--MA0731.1.BCL6B	chr16	17508848	17508864	-	0.000	0.000	Merged-chr16-17508961-62
NR76--MA0731.1.BCL6B	chr1	66279479	66279495	+	0.000	0.000	Merged-chr1-66279555-43
NR1169--MA0463.1.Bcl6	chr17	29500923	29500936	+	0.000	0.000	Merged-chr17-29500871-30
NR2122--MA0731.1.BCL6B	chr5	138264029	138264045	-	0.000	0.000	Merged-chr5-138263904-55
NR286--MA0463.1.Bcl6	chr10	37232213	37232226	+	0.000	0.000	Merged-chr10-37232300-62
NR971--MA0463.1.Bcl6	chr15	53274957	53274970	+	0.000	0.000	Merged-chr15-53274876-10
NR146--MA0731.1.BCL6B	chr1	131153224	131153240	-	0.000	0.000	Merged-chr1-131153253-37
NR1307--MA0731.1.BCL6B	chr18	79258159	79258175	+	0.000	0.000	Merged-chr18-79258074-1
NR855--MA0463.1.Bcl6	chr14	55604120	55604133	-	0.000	0.000	Merged-chr14-55604128-61
NR2114--MA0731.1.BCL6B	chr5	125106445	125106461	+	0.000	0.000	Merged-chr5-125106359-47
NR1541--MA0463.1.Bcl6	chr2	144527546	144527559	-	0.000	0.000	Merged-chr2-144527541-67
NR2058--MA0463.1.Bcl6	chr5	72161046	72161059	+	0.000	0.000	Merged-chr5-72161207-53
NR1397--MA0731.1.BCL6B	chr2	49764785	49764801	-	0.000	0.000	Merged-chr2-49764736-24
NR2618--MA0463.1.Bcl6	chr9	78113247	78113260	-	0.000	0.000	Merged-chr9-78113316-53
NR430--MA0463.1.Bcl6	chr11	51638254	51638267	-	0.000	0.000	Merged-chr11-51638186-26
NR2550--MA0731.1.BCL6B	chr8	117471568	117471584	+	0.000	0.000	Merged-chr8-117471438-26
NR757--MA0463.1.Bcl6	chr13	110683371	110683384	+	0.000	0.000	Merged-chr13-110683272-3
NR305--MA0463.1.Bcl6	chr10	51464417	51464430	+	0.000	0.000	Merged-chr10-51464441-1
NR518--MA0731.1.BCL6B	chr12	33434055	33434071	+	0.000	0.000	Merged-chr12-33434060-41
NR1259--MA0731.1.BCL6B	chr18	36525746	36525762	+	0.000	0.000	Merged-chr18-36525718-16
NR2538--MA0463.1.Bcl6	chr8	105855013	105855026	-	0.000	0.000	Merged-chr8-105855087-69
NR2066--MA0731.1.BCL6B	chr5	77170705	77170721	-	0.000	0.000	Merged-chr5-77170742-14
NR2608--MA0731.1.BCL6B	chr9	61924864	61924880	-	0.000	0.000	Merged-chr9-61925004-1
NR677--MA0463.1.Bcl6	chr13	61710900	61710913	+	0.000	0.000	Merged-chr13-61710985-22
NR2556--MA0463.1.Bcl6	chr8	122551369	122551382	+	0.000	0.000	Merged-chr8-122551287-97
NR2668--MA0463.1.Bcl6	chr9	109862882	109862895	-	0.000	0.000	Merged-chr9-109862838-42
NR122--MA0463.1.Bcl6	chr1	105780191	105780204	+	0.000	0.000	Merged-chr1-105780158-1
NR1135--MA0463.1.Bcl6	chr16	97272489	97272502	+	0.000	0.000	Merged-chr16-97272459-57
NR2113--MA0463.1.Bcl6	chr5	124907074	124907087	+	0.000	0.000	Merged-chr5-124907107-45
NR2250--MA0731.1.BCL6B	chr6	117146748	117146764	-	0.000	0.000	Merged-chr6-117146729-2
NR2568--MA0731.1.BCL6B	chr8	127447272	127447288	+	0.000	0.000	Merged-chr8-127447217-34
NR1274--MA0463.1.Bcl6	chr18	46182171	46182184	-	0.000	0.000	Merged-chr18-46182052-26
NR1941--MA0463.1.Bcl6	chr4	134683114	134683127	-	0.000	0.000	Merged-chr4-134683033-16
NR566--MA0731.1.BCL6B	chr12	80938837	80938853	+	0.000	0.000	Merged-chr12-80938954-22
NR485--MA0463.1.Bcl6	chr11	117334409	117334422	-	0.000	0.000	Merged-chr11-117334271-49
NR391--MA0463.1.Bcl6	chr10	124784884	124784897	-	0.000	0.000	Merged-chr10-124784824-1
NR2494--MA0463.1.Bcl6	chr8	61283117	61283130	-	0.000	0.000	Merged-chr8-61283229-50
NR1731--MA0463.1.Bcl6	chr3	141841339	141841352	+	0.000	0.000	Merged-chr3-141841340-1
NR2391--MA0463.1.Bcl6	chr7	97371626	97371639	-	0.000	0.000	Merged-chr7-97371683-55
NR178--MA0731.1.BCL6B	chr1	165812650	165812666	-	0.000	0.000	Merged-chr1-165812825-36
NR1288--MA0463.1.Bcl6	chr18	61643667	61643680	+	0.000	0.000	Merged-chr18-61643847-38
NR2146--MA0731.1.BCL6B	chr6	13838596	13838612	+	0.000	0.000	Merged-chr6-13838758-42
NR1503--MA0463.1.Bcl6	chr2	122486098	122486111	+	0.000	0.000	Merged-chr2-122485879-27
NR2378--MA0463.1.Bcl6	chr7	80905148	80905161	+	0.000	0.000	Merged-chr7-80905285-49
NR2396--MA0463.1.Bcl6	chr7	100591176	100591189	-	0.000	0.000	Merged-chr7-100591140-72
NR2181--MA0463.1.Bcl6	chr6	41526470	41526483	-	0.000	0.000	Merged-chr6-41526509-3
NR2293--MA0463.1.Bcl6	chr6	143115346	143115359	-	0.000	0.000	Merged-chr6-143115547-2
NR177--MA0463.1.Bcl6	chr1	165812653	165812666	+	0.000	0.000	Merged-chr1-165812825-36
NR2539--MA0731.1.BCL6B	chr8	106973589	106973605	-	0.000	0.000	Merged-chr8-106973584-40
NR2620--MA0463.1.Bcl6	chr9	80067562	80067575	+	0.000	0.000	Merged-chr9-80067411-128
NR2029--MA0731.1.BCL6B	chr5	45926350	45926366	+	0.000	0.000	Merged-chr5-45926189-15
NR1517--MA0463.1.Bcl6	chr2	132230318	132230331	-	0.000	0.000	Merged-chr2-132230330-32
NR2607--MA0463.1.Bcl6	chr9	61681177	61681190	-	0.000	0.000	Merged-chr9-61681164-50
NR979--MA0463.1.Bcl6	chr15	62730649	62730662	+	0.000	0.000	Merged-chr15-62730717-24
NR2465--MA0731.1.BCL6B	chr8	36140259	36140275	-	0.000	0.000	Merged-chr8-36140320-4
NR1419--MA0463.1.Bcl6	chr2	54272664	54272677	-	0.000	0.000	Merged-chr2-54272736-1
NR80--MA0463.1.Bcl6	chr1	69331973	69331986	+	0.000	0.000	Merged-chr1-69331775-34
NR49--MA0463.1.Bcl6	chr1	40085978	40085991	-	0.000	0.000	Merged-chr1-40085963-65
NR460--MA0463.1.Bcl6	chr11	89024322	89024335	-	0.000	0.000	Merged-chr11-89024298-29
NR489--MA0731.1.BCL6B	chr12	4817611	4817627	+	0.000	0.000	Merged-chr12-4817506-66
NR684--MA0463.1.Bcl6	chr13	67375785	67375798	+	0.000	0.000	Merged-chr13-67375654-59
NR1227--MA0463.1.Bcl6	chr17	85189679	85189692	-	0.000	0.000	Merged-chr17-85189630-51
NR1332--MA0731.1.BCL6B	chr19	18615923	18615939	+	0.000	0.000	Merged-chr19-18615969-1
NR2563--MA0463.1.Bcl6	chr8	125557520	125557533	-	0.000	0.000	Merged-chr8-125557520-11
NR1800--MA0463.1.Bcl6	chr4	26338968	26338981	+	0.000	0.000	Merged-chr4-26338850-16
NR1693--MA0731.1.BCL6B	chr3	115933922	115933938	+	0.000	0.000	Merged-chr3-115933714-29
NR1930--MA0463.1.Bcl6	chr4	128689115	128689128	+	0.000	0.000	Merged-chr4-128689044-23
NR1311--MA0731.1.BCL6B	chr18	83934315	83934331	+	0.000	0.000	Merged-chr18-83934444-16
NR595--MA0463.1.Bcl6	chr12	107011658	107011671	+	0.000	0.000	Merged-chr12-107011663-34
NR229--MA0731.1.BCL6B	chr1	193170088	193170104	-	0.000	0.000	Merged-chr1-193170086-7
NR1834--MA0731.1.BCL6B	chr4	56088668	56088684	-	0.000	0.000	Merged-chr4-56088865-1
NR1420--MA0731.1.BCL6B	chr2	54272664	54272680	+	0.000	0.000	Merged-chr2-54272736-1
