#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR15803--MA0039.3.KLF4	chr12	112672984	112672994	-	0.000	0.000	Merged-chr12-112673105-15
NR30698--MA0599.1.KLF5	chr18	36561366	36561375	-	0.000	0.000	Merged-chr18-36561309-15
NR51713--MA1107.1.KLF9	chr5	129190327	129190339	+	0.000	0.000	Merged-chr5-129190300-30
NR17148--MA0740.1.KLF14	chr13	55339504	55339517	+	0.000	0.000	Merged-chr13-55339554-36
NR12509--MA0741.1.KLF16	chr11	109721563	109721573	-	0.000	0.000	Merged-chr11-109721493-1
NR40830--MA1107.1.KLF9	chr3	65974830	65974842	+	0.000	0.000	Merged-chr3-65974924-71
NR43201--MA0599.1.KLF5	chr3	138867307	138867316	+	0.000	0.000	Merged-chr3-138867429-26
NR10287--MA0741.1.KLF16	chr11	64086122	64086132	+	0.000	0.000	Merged-chr11-64086070-15
NR38239--MA0493.1.Klf1	chr2	146855823	146855833	+	0.000	0.000	Merged-chr2-146855966-67
NR51297--MA0657.1.KLF13	chr5	118710003	118710020	-	0.000	0.000	Merged-chr5-118710096-15
NR19398--MA0493.1.Klf1	chr14	7791559	7791569	+	0.000	0.000	Merged-chr14-7791631-72
NR54283--MA0741.1.KLF16	chr6	54972658	54972668	+	0.000	0.000	Merged-chr6-54972728-67
NR6867--MA0741.1.KLF16	chr10	80848767	80848777	+	0.000	0.000	Merged-chr10-80848752-35
NR51266--MA0493.1.Klf1	chr5	118332442	118332452	-	0.000	0.000	Merged-chr5-118332202-59
NR3627--MA0742.1.Klf12	chr1	175692676	175692690	+	0.000	0.000	Merged-chr1-175692845-123
NR69352--MA1107.1.KLF9	chr9	122886862	122886874	-	0.000	0.000	Merged-chr9-122886924-53
NR31749--MA0741.1.KLF16	chr18	75392714	75392724	+	0.000	0.000	Merged-chr18-75392555-48
NR24351--MA0599.1.KLF5	chr15	99457771	99457780	+	0.000	0.000	Merged-chr15-99457871-64
NR38237--MA0742.1.Klf12	chr2	146855823	146855837	+	0.000	0.000	Merged-chr2-146855966-67
NR36286--MA0742.1.Klf12	chr2	73892863	73892877	-	0.000	0.000	Merged-chr2-73892753-86
NR59967--MA0493.1.Klf1	chr7	92669963	92669973	-	0.000	0.000	Merged-chr7-92669664-130
NR41132--MA1107.1.KLF9	chr3	84259805	84259817	+	0.000	0.000	Merged-chr3-84259792-61
NR52592--MA0039.3.KLF4	chr5	140871490	140871500	+	0.000	0.000	Merged-chr5-140871418-38
NR21622--MA1107.1.KLF9	chr14	118700612	118700624	+	0.000	0.000	Merged-chr14-118700795-2
NR42635--MA0740.1.KLF14	chr3	127553070	127553083	-	0.000	0.000	Merged-chr3-127553183-75
NR29661--MA0742.1.Klf12	chr17	80441894	80441908	-	0.000	0.000	Merged-chr17-80441791-30
NR60480--MA0599.1.KLF5	chr7	107708923	107708932	-	0.000	0.000	Merged-chr7-107708862-18
NR19827--MA0740.1.KLF14	chr14	34768436	34768449	-	0.000	0.000	Merged-chr14-34768619-7
NR982--MA0741.1.KLF16	chr1	64737811	64737821	+	0.000	0.000	Merged-chr1-64737763-173
NR29456--MA0742.1.Klf12	chr17	74363699	74363713	+	0.000	0.000	Merged-chr17-74363818-10
NR45801--MA0493.1.Klf1	chr4	101647752	101647762	-	0.000	0.000	Merged-chr4-101647647-98
NR66862--MA0493.1.Klf1	chr9	65003981	65003991	+	0.000	0.000	Merged-chr9-65004115-12
NR21165--MA0039.3.KLF4	chr14	98169362	98169372	+	0.000	0.000	Merged-chr14-98169356-45
NR68823--MA0599.1.KLF5	chr9	115205647	115205656	+	0.000	0.000	Merged-chr9-115205642-30
NR63038--MA0599.1.KLF5	chr8	60632658	60632667	-	0.000	0.000	Merged-chr8-60632762-58
NR8658--MA1107.1.KLF9	chr10	125333686	125333698	+	0.000	0.000	Merged-chr10-125333760-2
NR42316--MA1107.1.KLF9	chr3	116424259	116424271	-	0.000	0.000	Merged-chr3-116424067-206
NR61734--MA0039.3.KLF4	chr7	137476771	137476781	+	0.000	0.000	Merged-chr7-137476773-22
NR25310--MA1107.1.KLF9	chr16	30722575	30722587	-	0.000	0.000	Merged-chr16-30722513-29
NR67199--MA0741.1.KLF16	chr9	73044794	73044804	+	0.000	0.000	Merged-chr9-73044693-99
NR56496--MA0493.1.Klf1	chr6	134981448	134981458	-	0.000	0.000	Merged-chr6-134981456-22
NR21030--MA0740.1.KLF14	chr14	79301672	79301685	-	0.000	0.000	Merged-chr14-79301363-102
NR47869--MA0493.1.Klf1	chr4	148444819	148444829	-	0.000	0.000	Merged-chr4-148444677-50
NR35355--MA0599.1.KLF5	chr2	33131188	33131197	+	0.000	0.000	Merged-chr2-33131105-122
NR65995--MA0039.3.KLF4	chr9	32759427	32759437	-	0.000	0.000	Merged-chr9-32759617-51
NR11841--MA0741.1.KLF16	chr11	98358337	98358347	-	0.000	0.000	Merged-chr11-98358396-75
NR70037--MA0740.1.KLF14	chrX	99136007	99136020	-	0.000	0.000	Merged-chrX-99136067-62
NR35140--MA0599.1.KLF5	chr2	30251840	30251849	+	0.000	0.000	Merged-chr2-30251853-47
NR52136--MA1107.1.KLF9	chr5	135632604	135632616	+	0.000	0.000	Merged-chr5-135632742-49
NR5952--MA0039.3.KLF4	chr10	61452857	61452867	-	0.000	0.000	Merged-chr10-61452794-18
NR37498--MA0741.1.KLF16	chr2	122738437	122738447	-	0.000	0.000	Merged-chr2-122738590-87
NR30031--MA0599.1.KLF5	chr17	87282837	87282846	-	0.000	0.000	Merged-chr17-87283099-186
NR54088--MA0493.1.Klf1	chr6	49217977	49217987	-	0.000	0.000	Merged-chr6-49217985-45
NR53681--MA0741.1.KLF16	chr6	30047975	30047985	+	0.000	0.000	Merged-chr6-30048099-79
NR33703--MA0493.1.Klf1	chr19	44487412	44487422	+	0.000	0.000	Merged-chr19-44487506-16
NR63412--MA0740.1.KLF14	chr8	70804003	70804016	+	0.000	0.000	Merged-chr8-70804146-8
NR13507--MA0039.3.KLF4	chr12	13269421	13269431	-	0.000	0.000	Merged-chr12-13269296-75
NR8590--MA0741.1.KLF16	chr10	123076469	123076479	-	0.000	0.000	Merged-chr10-123076393-79
NR34568--MA0039.3.KLF4	chr2	11496926	11496936	+	0.000	0.000	Merged-chr2-11496832-15
NR22825--MA0741.1.KLF16	chr15	62079506	62079516	+	0.000	0.000	Merged-chr15-62079594-24
NR42536--MA0493.1.Klf1	chr3	123515034	123515044	-	0.000	0.000	Merged-chr3-123515174-4
NR363--MA0741.1.KLF16	chr1	36571856	36571866	-	0.000	0.000	Merged-chr1-36571820-13
NR23685--MA0039.3.KLF4	chr15	84663176	84663186	-	0.000	0.000	Merged-chr15-84663201-26
NR67751--MA0599.1.KLF5	chr9	88858899	88858908	-	0.000	0.000	Merged-chr9-88858930-57
NR3204--MA0741.1.KLF16	chr1	165236939	165236949	+	0.000	0.000	Merged-chr1-165236818-106
NR41920--MA1107.1.KLF9	chr3	102697871	102697883	+	0.000	0.000	Merged-chr3-102697819-15
NR16012--MA0493.1.Klf1	chr12	117700178	117700188	+	0.000	0.000	Merged-chr12-117700149-23
NR16147--MA0599.1.KLF5	chr13	3634021	3634030	+	0.000	0.000	Merged-chr13-3634138-58
NR27369--MA1107.1.KLF9	chr17	21650558	21650570	-	0.000	0.000	Merged-chr17-21650461-76
NR54745--MA0039.3.KLF4	chr6	85432040	85432050	-	0.000	0.000	Merged-chr6-85432014-45
NR13222--MA0599.1.KLF5	chr11	120721412	120721421	+	0.000	0.000	Merged-chr11-120721188-71
NR60592--MA0599.1.KLF5	chr7	110796453	110796462	-	0.000	0.000	Merged-chr7-110796429-1
NR56311--MA0740.1.KLF14	chr6	129477061	129477074	+	0.000	0.000	Merged-chr6-129476936-30
NR43872--MA0493.1.Klf1	chr3	153944707	153944717	-	0.000	0.000	Merged-chr3-153944513-90
NR19882--MA0599.1.KLF5	chr14	40967032	40967041	+	0.000	0.000	Merged-chr14-40966984-107
NR8583--MA0599.1.KLF5	chr10	123076428	123076437	+	0.000	0.000	Merged-chr10-123076393-79
NR59098--MA1107.1.KLF9	chr7	47022585	47022597	+	0.000	0.000	Merged-chr7-47022743-46
NR25336--MA0657.1.KLF13	chr16	31944155	31944172	-	0.000	0.000	Merged-chr16-31944206-17
NR69007--MA0741.1.KLF16	chr9	117653940	117653950	+	0.000	0.000	Merged-chr9-117653773-19
NR18320--MA0741.1.KLF16	chr13	100108066	100108076	-	0.000	0.000	Merged-chr13-100108112-61
NR36878--MA1107.1.KLF9	chr2	104095783	104095795	-	0.000	0.000	Merged-chr2-104095908-22
NR65558--MA0599.1.KLF5	chr9	8042875	8042884	-	0.000	0.000	Merged-chr9-8042887-59
NR34005--MA0493.1.Klf1	chr19	54107710	54107720	-	0.000	0.000	Merged-chr19-54107722-12
NR45290--MA1107.1.KLF9	chr4	70307110	70307122	-	0.000	0.000	Merged-chr4-70307334-49
NR41473--MA0493.1.Klf1	chr3	94758217	94758227	+	0.000	0.000	Merged-chr3-94758240-64
NR4901--MA0741.1.KLF16	chr10	5795624	5795634	+	0.000	0.000	Merged-chr10-5795457-7
NR31215--MA0599.1.KLF5	chr18	61399023	61399032	+	0.000	0.000	Merged-chr18-61398839-2,Merged-chr18-61399172-23
NR5515--MA0599.1.KLF5	chr10	39731478	39731487	-	0.000	0.000	Merged-chr10-39731442-1
NR62238--MA0740.1.KLF14	chr8	4250694	4250707	+	0.000	0.000	Merged-chr8-4250741-13
NR22927--MA1107.1.KLF9	chr15	66994527	66994539	-	0.000	0.000	Merged-chr15-66994727-12
NR51607--MA0599.1.KLF5	chr5	124961819	124961828	+	0.000	0.000	Merged-chr5-124961637-18
NR60573--MA1107.1.KLF9	chr7	110237822	110237834	-	0.000	0.000	Merged-chr7-110237722-33
NR13449--MA0657.1.KLF13	chr12	8829881	8829898	-	0.000	0.000	Merged-chr12-8829730-25
NR51946--MA1107.1.KLF9	chr5	134232299	134232311	-	0.000	0.000	Merged-chr5-134232433-54
NR68482--MA0741.1.KLF16	chr9	108662031	108662041	+	0.000	0.000	Merged-chr9-108662200-36
NR10046--MA0493.1.Klf1	chr11	58239298	58239308	+	0.000	0.000	Merged-chr11-58239488-46
NR44840--MA0039.3.KLF4	chr4	46617577	46617587	+	0.000	0.000	Merged-chr4-46617709-8
NR19541--MA0741.1.KLF16	chr14	20393752	20393762	-	0.000	0.000	Merged-chr14-20393638-49
NR50227--MA0741.1.KLF16	chr5	92603039	92603049	-	0.000	0.000	Merged-chr5-92603127-58
NR63150--MA0657.1.KLF13	chr8	64947108	64947125	+	0.000	0.000	Merged-chr8-64947122-116
NR38933--MA0493.1.Klf1	chr2	160764019	160764029	-	0.000	0.000	Merged-chr2-160764002-27
NR61776--MA0599.1.KLF5	chr7	139125700	139125709	-	0.000	0.000	Merged-chr7-139125728-10
NR40588--MA0740.1.KLF14	chr3	52499083	52499096	-	0.000	0.000	Merged-chr3-52498930-55
NR10991--MA0599.1.KLF5	chr11	78512244	78512253	-	0.000	0.000	Merged-chr11-78512240-60
NR66321--MA0599.1.KLF5	chr9	47530210	47530219	-	0.000	0.000	Merged-chr9-47530154-53
NR55035--MA0742.1.Klf12	chr6	95718854	95718868	-	0.000	0.000	Merged-chr6-95718685-98
NR64486--MA0599.1.KLF5	chr8	109868478	109868487	-	0.000	0.000	Merged-chr8-109868700-77
NR49399--MA1107.1.KLF9	chr5	52138344	52138356	-	0.000	0.000	Merged-chr5-52138442-3
NR27294--MA0599.1.KLF5	chr17	17838277	17838286	-	0.000	0.000	Merged-chr17-17838305-60
NR40486--MA0742.1.Klf12	chr3	41083260	41083274	-	0.000	0.000	Merged-chr3-41083179-113
NR41026--MA0599.1.KLF5	chr3	79504656	79504665	+	0.000	0.000	Merged-chr3-79504650-9
NR26625--MA0599.1.KLF5	chr16	94328348	94328357	+	0.000	0.000	Merged-chr16-94328439-39
NR12670--MA0742.1.Klf12	chr11	113565796	113565810	+	0.000	0.000	Merged-chr11-113565665-54
NR49184--MA1107.1.KLF9	chr5	35789746	35789758	-	0.000	0.000	Merged-chr5-35789877-12
NR53355--MA0742.1.Klf12	chr6	3399469	3399483	-	0.000	0.000	Merged-chr6-3399502-52
NR15742--MA0599.1.KLF5	chr12	111813928	111813937	+	0.000	0.000	Merged-chr12-111814044-70
NR51653--MA0741.1.KLF16	chr5	125475787	125475797	-	0.000	0.000	Merged-chr5-125475935-61
NR12838--MA0740.1.KLF14	chr11	116012766	116012779	+	0.000	0.000	Merged-chr11-116012659-52
NR50535--MA0599.1.KLF5	chr5	103692373	103692382	-	0.000	0.000	Merged-chr5-103692321-99
NR24226--MA0599.1.KLF5	chr15	98181307	98181316	+	0.000	0.000	Merged-chr15-98181409-51
NR11373--MA0493.1.Klf1	chr11	88620237	88620247	+	0.000	0.000	Merged-chr11-88620334-19
NR46356--MA0740.1.KLF14	chr4	119195347	119195360	+	0.000	0.000	Merged-chr4-119195443-60
NR25632--MA0039.3.KLF4	chr16	45261509	45261519	+	0.000	0.000	Merged-chr16-45261551-46
NR16339--MA0493.1.Klf1	chr13	17943969	17943979	+	0.000	0.000	Merged-chr13-17943897-84
NR65544--MA0493.1.Klf1	chr9	7764018	7764028	+	0.000	0.000	Merged-chr9-7764239-129
NR67177--MA1107.1.KLF9	chr9	71358898	71358910	+	0.000	0.000	Merged-chr9-71359059-9
NR41007--MA1107.1.KLF9	chr3	79129202	79129214	-	0.000	0.000	Merged-chr3-79129160-12
NR39287--MA0741.1.KLF16	chr2	167062801	167062811	+	0.000	0.000	Merged-chr2-167062925-72
NR31685--MA0599.1.KLF5	chr18	74442313	74442322	-	0.000	0.000	Merged-chr18-74442456-61
NR7134--MA1107.1.KLF9	chr10	83898169	83898181	+	0.000	0.000	Merged-chr10-83898059-2
NR11005--MA0039.3.KLF4	chr11	78973220	78973230	-	0.000	0.000	Merged-chr11-78973372-27
NR45278--MA0599.1.KLF5	chr4	65605074	65605083	-	0.000	0.000	Merged-chr4-65605051-78
NR62908--MA0741.1.KLF16	chr8	46617377	46617387	-	0.000	0.000	Merged-chr8-46617433-87
NR60686--MA0741.1.KLF16	chr7	112679302	112679312	+	0.000	0.000	Merged-chr7-112679423-49
NR49708--MA1107.1.KLF9	chr5	72844495	72844507	+	0.000	0.000	Merged-chr5-72844506-23
NR45954--MA0599.1.KLF5	chr4	107253789	107253798	-	0.000	0.000	Merged-chr4-107253637-93
NR11869--MA0740.1.KLF14	chr11	98741859	98741872	+	0.000	0.000	Merged-chr11-98741907-41
NR14885--MA0599.1.KLF5	chr12	89451072	89451081	-	0.000	0.000	Merged-chr12-89451029-28
NR34107--MA0039.3.KLF4	chr19	56722084	56722094	-	0.000	0.000	Merged-chr19-56721958-31
NR52896--MA0742.1.Klf12	chr5	144965204	144965218	-	0.000	0.000	Merged-chr5-144965112-15
NR51176--MA1107.1.KLF9	chr5	115516824	115516836	+	0.000	0.000	Merged-chr5-115516638-85
NR16926--MA0599.1.KLF5	chr13	49421173	49421182	-	0.000	0.000	Merged-chr13-49421289-67
NR5832--MA0740.1.KLF14	chr10	58323531	58323544	+	0.000	0.000	Merged-chr10-58323476-78
NR12185--MA0741.1.KLF16	chr11	103016992	103017002	+	0.000	0.000	Merged-chr11-103017025-48
NR5966--MA1107.1.KLF9	chr10	61465213	61465225	+	0.000	0.000	Merged-chr10-61465182-15
NR37846--MA0740.1.KLF14	chr2	132669325	132669338	+	0.000	0.000	Merged-chr2-132669439-31
NR61397--MA0741.1.KLF16	chr7	128611332	128611342	-	0.000	0.000	Merged-chr7-128611334-65
NR36211--MA1107.1.KLF9	chr2	72170844	72170856	-	0.000	0.000	Merged-chr2-72170854-84
NR8494--MA0741.1.KLF16	chr10	121501346	121501356	-	0.000	0.000	Merged-chr10-121501347-25
NR3228--MA0599.1.KLF5	chr1	165763060	165763069	-	0.000	0.000	Merged-chr1-165762998-3
NR45720--MA1107.1.KLF9	chr4	99120672	99120684	+	0.000	0.000	Merged-chr4-99120724-28
NR33376--MA0741.1.KLF16	chr19	34475188	34475198	+	0.000	0.000	Merged-chr19-34475070-71
NR57600--MA0599.1.KLF5	chr7	4131499	4131508	+	0.000	0.000	Merged-chr7-4131352-22
NR4564--MA0599.1.KLF5	chr1	191397226	191397235	-	0.000	0.000	Merged-chr1-191397050-148
NR44882--MA0599.1.KLF5	chr4	48045211	48045220	+	0.000	0.000	Merged-chr4-48045107-76
NR26870--MA1107.1.KLF9	chr17	3326534	3326546	-	0.000	0.000	Merged-chr17-3326553-34
NR44262--MA0740.1.KLF14	chr4	21755650	21755663	+	0.000	0.000	Merged-chr4-21755446-36
NR12119--MA0599.1.KLF5	chr11	102097109	102097118	+	0.000	0.000	Merged-chr11-102097167-18
NR59891--MA0493.1.Klf1	chr7	90476001	90476011	-	0.000	0.000	Merged-chr7-90476243-63
NR12458--MA1107.1.KLF9	chr11	109356816	109356828	-	0.000	0.000	Merged-chr11-109356957-22
NR70398--MA0740.1.KLF14	chrX	153360036	153360049	-	0.000	0.000	Merged-chrX-153359894-79
NR60543--MA0741.1.KLF16	chr7	110122032	110122042	-	0.000	0.000	Merged-chr7-110122221-130
NR21084--MA0742.1.Klf12	chr14	84443428	84443442	+	0.000	0.000	Merged-chr14-84443299-57
NR52753--MA0742.1.Klf12	chr5	143622436	143622450	-	0.000	0.000	Merged-chr5-143622364-69
NR58241--MA1107.1.KLF9	chr7	25181431	25181443	-	0.000	0.000	Merged-chr7-25181593-26
NR5516--MA0741.1.KLF16	chr10	39731477	39731487	-	0.000	0.000	Merged-chr10-39731442-1
NR26718--MA1107.1.KLF9	chr16	95769881	95769893	-	0.000	0.000	Merged-chr16-95769994-72
NR29674--MA0742.1.Klf12	chr17	80468614	80468628	+	0.000	0.000	Merged-chr17-80468641-48
NR3294--MA0741.1.KLF16	chr1	167269664	167269674	-	0.000	0.000	Merged-chr1-167269786-33
NR67411--MA0599.1.KLF5	chr9	80164861	80164870	+	0.000	0.000	Merged-chr9-80164813-89
NR36896--MA1107.1.KLF9	chr2	104172840	104172852	-	0.000	0.000	Merged-chr2-104172938-49
NR40968--MA0740.1.KLF14	chr3	75557240	75557253	+	0.000	0.000	Merged-chr3-75557381-3
NR18545--MA1107.1.KLF9	chr13	102895955	102895967	+	0.000	0.000	Merged-chr13-102896052-33
NR600--MA0741.1.KLF16	chr1	43110696	43110706	+	0.000	0.000	Merged-chr1-43110700-26
NR52374--MA0493.1.Klf1	chr5	138161010	138161020	+	0.000	0.000	Merged-chr5-138161091-53
NR53713--MA0741.1.KLF16	chr6	30617394	30617404	+	0.000	0.000	Merged-chr6-30617295-15
NR48448--MA0741.1.KLF16	chr4	156203248	156203258	+	0.000	0.000	Merged-chr4-156203414-81
NR61222--MA0740.1.KLF14	chr7	126928821	126928834	+	0.000	0.000	Merged-chr7-126928885-54
NR39052--MA0599.1.KLF5	chr2	163472689	163472698	+	0.000	0.000	Merged-chr2-163472521-59
NR20636--MA0493.1.Klf1	chr14	66281026	66281036	+	0.000	0.000	Merged-chr14-66280950-46
NR20960--MA0657.1.KLF13	chr14	76767495	76767512	-	0.000	0.000	Merged-chr14-76767447-8
NR41687--MA0039.3.KLF4	chr3	96938955	96938965	-	0.000	0.000	Merged-chr3-96938962-26
NR62847--MA1107.1.KLF9	chr8	40963170	40963182	-	0.000	0.000	Merged-chr8-40963134-88
NR41472--MA0039.3.KLF4	chr3	94758219	94758229	+	0.000	0.000	Merged-chr3-94758240-64
NR64426--MA0741.1.KLF16	chr8	107293777	107293787	+	0.000	0.000	Merged-chr8-107293969-4
NR1840--MA0493.1.Klf1	chr1	118627882	118627892	+	0.000	0.000	Merged-chr1-118628003-42
NR36323--MA1107.1.KLF9	chr2	75563647	75563659	+	0.000	0.000	Merged-chr2-75563664-35
NR60797--MA1107.1.KLF9	chr7	115924288	115924300	-	0.000	0.000	Merged-chr7-115924236-1
NR34825--MA0599.1.KLF5	chr2	24776345	24776354	+	0.000	0.000	Merged-chr2-24776490-30
NR1648--MA0740.1.KLF14	chr1	93512060	93512073	-	0.000	0.000	Merged-chr1-93512028-56
NR18747--MA0741.1.KLF16	chr13	108316275	108316285	+	0.000	0.000	Merged-chr13-108316339-65
NR65342--MA1107.1.KLF9	chr8	125888311	125888323	-	0.000	0.000	Merged-chr8-125888357-1
NR39033--MA1107.1.KLF9	chr2	163431458	163431470	+	0.000	0.000	Merged-chr2-163431267-6
NR15093--MA0599.1.KLF5	chr12	99393117	99393126	-	0.000	0.000	Merged-chr12-99392913-146
NR16796--MA0741.1.KLF16	chr13	43262263	43262273	-	0.000	0.000	Merged-chr13-43262292-22
NR13805--MA0741.1.KLF16	chr12	31567824	31567834	+	0.000	0.000	Merged-chr12-31567847-31
NR59898--MA0742.1.Klf12	chr7	90476109	90476123	-	0.000	0.000	Merged-chr7-90476243-63
NR2440--MA0741.1.KLF16	chr1	138299676	138299686	+	0.000	0.000	Merged-chr1-138299764-45
NR831--MA1107.1.KLF9	chr1	58856915	58856927	-	0.000	0.000	Merged-chr1-58857046-16
NR17810--MA0599.1.KLF5	chr13	85289390	85289399	-	0.000	0.000	Merged-chr13-85289179-92
NR21604--MA0039.3.KLF4	chr14	118649759	118649769	+	0.000	0.000	Merged-chr14-118649804-48
NR55877--MA0599.1.KLF5	chr6	120916849	120916858	+	0.000	0.000	Merged-chr6-120916830-68
NR47989--MA0741.1.KLF16	chr4	150009093	150009103	+	0.000	0.000	Merged-chr4-150009127-129
NR37526--MA0599.1.KLF5	chr2	125014924	125014933	-	0.000	0.000	Merged-chr2-125015027-17
NR7386--MA0599.1.KLF5	chr10	91082860	91082869	-	0.000	0.000	Merged-chr10-91082825-101
NR45372--MA0741.1.KLF16	chr4	83321983	83321993	+	0.000	0.000	Merged-chr4-83321868-23
NR27682--MA0740.1.KLF14	chr17	27325126	27325139	-	0.000	0.000	Merged-chr17-27325215-15
NR69931--MA0599.1.KLF5	chrX	74297080	74297089	+	0.000	0.000	Merged-chrX-74297029-55
NR33823--MA0039.3.KLF4	chr19	46869322	46869332	-	0.000	0.000	Merged-chr19-46869507-48
NR52809--MA0599.1.KLF5	chr5	144190245	144190254	+	0.000	0.000	Merged-chr5-144190229-35
NR11381--MA0039.3.KLF4	chr11	88993828	88993838	-	0.000	0.000	Merged-chr11-88993773-46
NR40825--MA0740.1.KLF14	chr3	65974830	65974843	+	0.000	0.000	Merged-chr3-65974924-71
NR53263--MA0599.1.KLF5	chr5	150840383	150840392	+	0.000	0.000	Merged-chr5-150840546-64
NR22838--MA0741.1.KLF16	chr15	62092798	62092808	-	0.000	0.000	Merged-chr15-62092754-58
NR8874--MA0741.1.KLF16	chr10	128547446	128547456	-	0.000	0.000	Merged-chr10-128547376-1
NR27906--MA0039.3.KLF4	chr17	29459585	29459595	-	0.000	0.000	Merged-chr17-29459656-10
NR17622--MA0741.1.KLF16	chr13	74350296	74350306	+	0.000	0.000	Merged-chr13-74350234-59
NR5734--MA0493.1.Klf1	chr10	45635525	45635535	-	0.000	0.000	Merged-chr10-45635407-27
NR15402--MA0599.1.KLF5	chr12	105981714	105981723	-	0.000	0.000	Merged-chr12-105981568-18
NR62772--MA0599.1.KLF5	chr8	35826694	35826703	+	0.000	0.000	Merged-chr8-35826884-2
NR15741--MA1107.1.KLF9	chr12	111813876	111813888	+	0.000	0.000	Merged-chr12-111814044-70
NR70044--MA1107.1.KLF9	chrX	99136008	99136020	-	0.000	0.000	Merged-chrX-99136067-62
NR67738--MA0599.1.KLF5	chr9	88599514	88599523	+	0.000	0.000	Merged-chr9-88599592-56
NR58353--MA1107.1.KLF9	chr7	27447695	27447707	-	0.000	0.000	Merged-chr7-27447621-80
NR68192--MA0599.1.KLF5	chr9	104263004	104263013	+	0.000	0.000	Merged-chr9-104262960-58
NR13991--MA0741.1.KLF16	chr12	46819422	46819432	-	0.000	0.000	Merged-chr12-46819376-53
NR18318--MA0599.1.KLF5	chr13	100108067	100108076	-	0.000	0.000	Merged-chr13-100108112-61
NR1234--MA0740.1.KLF14	chr1	75125200	75125213	+	0.000	0.000	Merged-chr1-75124981-94
NR13209--MA0599.1.KLF5	chr11	120581252	120581261	-	0.000	0.000	Merged-chr11-120581105-4
NR68398--MA0599.1.KLF5	chr9	107630089	107630098	-	0.000	0.000	Merged-chr9-107629977-18
NR62414--MA0599.1.KLF5	chr8	13494559	13494568	-	0.000	0.000	Merged-chr8-13494435-15
NR26384--MA0741.1.KLF16	chr16	90334348	90334358	+	0.000	0.000	Merged-chr16-90334244-28
NR60579--MA0599.1.KLF5	chr7	110614206	110614215	+	0.000	0.000	Merged-chr7-110614567-79
NR19869--MA0599.1.KLF5	chr14	37135105	37135114	+	0.000	0.000	Merged-chr14-37135226-86
NR62603--MA0741.1.KLF16	chr8	25578424	25578434	+	0.000	0.000	Merged-chr8-25578502-39
NR40924--MA0039.3.KLF4	chr3	68981201	68981211	+	0.000	0.000	Merged-chr3-68981196-42
NR32976--MA0493.1.Klf1	chr19	14598247	14598257	+	0.000	0.000	Merged-chr19-14598034-110
NR48888--MA0599.1.KLF5	chr5	25529782	25529791	-	0.000	0.000	Merged-chr5-25529854-76
NR63830--MA0493.1.Klf1	chr8	84192371	84192381	+	0.000	0.000	Merged-chr8-84192532-82
NR8694--MA1107.1.KLF9	chr10	126901390	126901402	-	0.000	0.000	Merged-chr10-126901254-64
NR39373--MA0657.1.KLF13	chr2	168205490	168205507	+	0.000	0.000	Merged-chr2-168205572-57
NR22503--MA0599.1.KLF5	chr15	43870070	43870079	-	0.000	0.000	Merged-chr15-43869939-26
NR54786--MA1107.1.KLF9	chr6	86645288	86645300	-	0.000	0.000	Merged-chr6-86645182-42
NR13208--MA0742.1.Klf12	chr11	120581248	120581262	-	0.000	0.000	Merged-chr11-120581105-4
NR65115--MA0599.1.KLF5	chr8	122678266	122678275	+	0.000	0.000	Merged-chr8-122678075-1
NR68495--MA0741.1.KLF16	chr9	108832652	108832662	-	0.000	0.000	Merged-chr9-108832464-53
NR12495--MA0599.1.KLF5	chr11	109611791	109611800	+	0.000	0.000	Merged-chr11-109611660-96
NR68501--MA0599.1.KLF5	chr9	108991704	108991713	-	0.000	0.000	Merged-chr9-108991792-53
NR37432--MA0599.1.KLF5	chr2	121449201	121449210	+	0.000	0.000	Merged-chr2-121449280-76
NR17585--MA1107.1.KLF9	chr13	73482637	73482649	+	0.000	0.000	Merged-chr13-73482646-29
NR20744--MA0741.1.KLF16	chr14	70351389	70351399	+	0.000	0.000	Merged-chr14-70351270-70
NR5179--MA0493.1.Klf1	chr10	19167797	19167807	-	0.000	0.000	Merged-chr10-19167953-53
NR61681--MA1107.1.KLF9	chr7	136171729	136171741	-	0.000	0.000	Merged-chr7-136171818-25
NR34027--MA1107.1.KLF9	chr19	55062150	55062162	+	0.000	0.000	Merged-chr19-55062253-32
NR43330--MA1107.1.KLF9	chr3	142882208	142882220	+	0.000	0.000	Merged-chr3-142881954-134
NR70175--MA0599.1.KLF5	chrX	113298101	113298110	+	0.000	0.000	Merged-chrX-113298172-75
NR27136--MA0039.3.KLF4	chr17	12201315	12201325	-	0.000	0.000	Merged-chr17-12201252-1
NR35239--MA0599.1.KLF5	chr2	32132823	32132832	-	0.000	0.000	Merged-chr2-32132816-8
NR46006--MA0741.1.KLF16	chr4	107923663	107923673	+	0.000	0.000	Merged-chr4-107923581-50
