#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR15321--MA0599.1.KLF5	chr12	101958209	101958218	+	0.000	0.000	Merged-chr12-101958185-60
NR56010--MA0740.1.KLF14	chr6	90604825	90604838	+	0.000	0.000	Merged-chr6-90604806-66
NR38591--MA0740.1.KLF14	chr2	127916566	127916579	+	0.000	0.000	Merged-chr2-127916886-61
NR724--MA0657.1.KLF13	chr1	36797587	36797604	+	0.000	0.000	Merged-chr1-36797700-29
NR64061--MA0740.1.KLF14	chr8	83608104	83608117	-	0.000	0.000	Merged-chr8-83608300-96
NR47932--MA0599.1.KLF5	chr4	126148458	126148467	+	0.000	0.000	Merged-chr4-126148616-62
NR48323--MA0493.1.Klf1	chr4	134372585	134372595	+	0.000	0.000	Merged-chr4-134372505-25
NR8274--MA0599.1.KLF5	chr10	99107163	99107172	+	0.000	0.000	Merged-chr10-99107143-4
NR65249--MA0599.1.KLF5	chr8	122870480	122870489	-	0.000	0.000	Merged-chr8-122870569-43
NR53830--MA1107.1.KLF9	chr5	146867616	146867628	+	0.000	0.000	Merged-chr5-146867667-49
NR18218--MA1107.1.KLF9	chr13	89794070	89794082	+	0.000	0.000	Merged-chr13-89793936-1
NR58697--MA0039.3.KLF4	chr7	25209519	25209529	+	0.000	0.000	Merged-chr7-25209520-33
NR54689--MA0742.1.Klf12	chr6	32342385	32342399	+	0.000	0.000	Merged-chr6-32342276-1
NR42985--MA0741.1.KLF16	chr3	103102648	103102658	-	0.000	0.000	Merged-chr3-103102606-96
NR11312--MA0657.1.KLF13	chr11	75195049	75195066	+	0.000	0.000	Merged-chr11-75195247-19
NR30161--MA0741.1.KLF16	chr17	62818535	62818545	-	0.000	0.000	Merged-chr17-62818358-6
NR69295--MA0599.1.KLF5	chrX	134541676	134541685	+	0.000	0.000	Merged-chrX-134541555-76
NR39537--MA0742.1.Klf12	chr2	156730794	156730808	-	0.000	0.000	Merged-chr2-156730705-70
NR3832--MA0599.1.KLF5	chr1	161876854	161876863	+	0.000	0.000	Merged-chr1-161876687-148
NR52714--MA0493.1.Klf1	chr5	123524265	123524275	-	0.000	0.000	Merged-chr5-123524243-58
NR17084--MA0741.1.KLF16	chr13	54693932	54693942	-	0.000	0.000	Merged-chr13-54694129-87
NR25882--MA0741.1.KLF16	chr16	11134651	11134661	+	0.000	0.000	Merged-chr16-11134662-66
NR24117--MA0742.1.Klf12	chr15	76069050	76069064	-	0.000	0.000	Merged-chr15-76068913-1
NR55683--MA1107.1.KLF9	chr6	81987075	81987087	+	0.000	0.000	Merged-chr6-81987223-26
NR51147--MA0741.1.KLF16	chr5	72658315	72658325	-	0.000	0.000	Merged-chr5-72658444-8
NR50100--MA0493.1.Klf1	chr5	30666883	30666893	-	0.000	0.000	Merged-chr5-30666768-54
NR26110--MA0599.1.KLF5	chr16	20611594	20611603	+	0.000	0.000	Merged-chr16-20611515-66
NR45191--MA0039.3.KLF4	chr4	11077626	11077636	-	0.000	0.000	Merged-chr4-11077783-17
NR56750--MA0039.3.KLF4	chr6	117146806	117146816	+	0.000	0.000	Merged-chr6-117146729-2
NR30049--MA0599.1.KLF5	chr17	56627042	56627051	-	0.000	0.000	Merged-chr17-56627075-72
NR42338--MA0039.3.KLF4	chr3	82365264	82365274	-	0.000	0.000	Merged-chr3-82365236-33
NR67839--MA0039.3.KLF4	chr9	106429379	106429389	-	0.000	0.000	Merged-chr9-106429526-66
NR12723--MA0599.1.KLF5	chr11	115814719	115814728	-	0.000	0.000	Merged-chr11-115814861-30
NR44251--MA0741.1.KLF16	chr3	143915101	143915111	-	0.000	0.000	Merged-chr3-143914964-9
NR26388--MA0741.1.KLF16	chr16	30388907	30388917	+	0.000	0.000	Merged-chr16-30388899-122
NR29365--MA1107.1.KLF9	chr17	34287839	34287851	+	0.000	0.000	Merged-chr17-34287917-16
NR6718--MA0657.1.KLF13	chr10	59951877	59951894	+	0.000	0.000	Merged-chr10-59952014-65
NR58721--MA0599.1.KLF5	chr7	25316870	25316879	+	0.000	0.000	Merged-chr7-25316715-33
NR34044--MA0741.1.KLF16	chr19	8871397	8871407	-	0.000	0.000	Merged-chr19-8871512-57
NR13034--MA0599.1.KLF5	chr11	120990483	120990492	+	0.000	0.000	Merged-chr11-120990355-3
NR11199--MA0599.1.KLF5	chr11	70669982	70669991	-	0.000	0.000	Merged-chr11-70669977-7
NR13244--MA0657.1.KLF13	chr12	12580876	12580893	+	0.000	0.000	Merged-chr12-12580881-28
NR7753--MA0741.1.KLF16	chr10	82699711	82699721	-	0.000	0.000	Merged-chr10-82699714-1
NR27991--MA1107.1.KLF9	chr16	93973601	93973613	-	0.000	0.000	Merged-chr16-93973640-19
NR11412--MA0740.1.KLF14	chr11	77508249	77508262	-	0.000	0.000	Merged-chr11-77508225-26
NR33765--MA1107.1.KLF9	chr19	3943434	3943446	-	0.000	0.000	Merged-chr19-3943382-37
NR11660--MA0599.1.KLF5	chr11	85842221	85842230	+	0.000	0.000	Merged-chr11-85842112-19
NR42908--MA0741.1.KLF16	chr3	101288005	101288015	-	0.000	0.000	Merged-chr3-101288021-52
NR35806--MA1107.1.KLF9	chr2	26445361	26445373	+	0.000	0.000	Merged-chr2-26445495-99
NR13701--MA0599.1.KLF5	chr12	32168872	32168881	-	0.000	0.000	Merged-chr12-32169009-55
NR34762--MA0599.1.KLF5	chr19	47067650	47067659	+	0.000	0.000	Merged-chr19-47067623-11
NR14576--MA0599.1.KLF5	chr12	75818297	75818306	-	0.000	0.000	Merged-chr12-75818494-81
NR19121--MA0599.1.KLF5	chr13	113031870	113031879	-	0.000	0.000	Merged-chr13-113031920-44
NR68738--MA0740.1.KLF14	chrX	37110317	37110330	+	0.000	0.000	Merged-chrX-37110282-56
NR25534--MA0741.1.KLF16	chr16	4586749	4586759	+	0.000	0.000	Merged-chr16-4586695-68
NR16956--MA1107.1.KLF9	chr13	49371711	49371723	+	0.000	0.000	Merged-chr13-49371654-30
NR26795--MA0599.1.KLF5	chr16	52031548	52031557	+	0.000	0.000	Merged-chr16-52031587-66
NR30599--MA0493.1.Klf1	chr17	74717646	74717656	+	0.000	0.000	Merged-chr17-74717725-59
NR58429--MA0742.1.Klf12	chr7	19272627	19272641	+	0.000	0.000	Merged-chr7-19272512-2
NR62490--MA0740.1.KLF14	chr8	22166439	22166452	-	0.000	0.000	Merged-chr8-22166326-62
NR36108--MA1107.1.KLF9	chr2	32493473	32493485	-	0.000	0.000	Merged-chr2-32493543-52
NR6654--MA0599.1.KLF5	chr10	58854577	58854586	+	0.000	0.000	Merged-chr10-58854590-1
NR29290--MA0599.1.KLF5	chr17	33033402	33033411	-	0.000	0.000	Merged-chr17-33033246-71
NR29227--MA0493.1.Klf1	chr17	31077832	31077842	-	0.000	0.000	Merged-chr17-31077750-28
NR10509--MA0740.1.KLF14	chr11	49659210	49659223	-	0.000	0.000	Merged-chr11-49659123-29
NR67374--MA0741.1.KLF16	chr9	88599551	88599561	-	0.000	0.000	Merged-chr9-88599592-56
NR18334--MA0039.3.KLF4	chr13	92530703	92530713	+	0.000	0.000	Merged-chr13-92530781-75
NR40651--MA1107.1.KLF9	chr3	9867653	9867665	+	0.000	0.000	Merged-chr3-9867662-24
NR23822--MA0740.1.KLF14	chr15	60187587	60187600	+	0.000	0.000	Merged-chr15-60187458-69
NR12844--MA0599.1.KLF5	chr11	117018524	117018533	+	0.000	0.000	Merged-chr11-117018543-24
NR52746--MA0599.1.KLF5	chr5	123973657	123973666	+	0.000	0.000	Merged-chr5-123973673-46
NR49682--MA0599.1.KLF5	chr5	17341593	17341602	+	0.000	0.000	Merged-chr5-17341610-1
NR49619--MA0493.1.Klf1	chr5	16424474	16424484	+	0.000	0.000	Merged-chr5-16424463-1
NR49955--MA0740.1.KLF14	chr5	24685635	24685648	+	0.000	0.000	Merged-chr5-24685796-115
NR21303--MA0741.1.KLF16	chr14	70577729	70577739	+	0.000	0.000	Merged-chr14-70577863-60
NR69049--MA0599.1.KLF5	chrX	77810715	77810724	+	0.000	0.000	Merged-chrX-77810805-25
NR29080--MA0741.1.KLF16	chr17	27909769	27909779	-	0.000	0.000	Merged-chr17-27909900-10
NR24387--MA0599.1.KLF5	chr15	79546771	79546780	-	0.000	0.000	Merged-chr15-79546600-91
NR13020--MA0493.1.Klf1	chr11	120579935	120579945	+	0.000	0.000	Merged-chr11-120580081-9
NR11935--MA0740.1.KLF14	chr11	96065398	96065411	+	0.000	0.000	Merged-chr11-96065187-86
NR24109--MA0493.1.Klf1	chr15	75929912	75929922	-	0.000	0.000	Merged-chr15-75929724-50
NR50132--MA0599.1.KLF5	chr5	31526819	31526828	+	0.000	0.000	Merged-chr5-31527001-59
NR47799--MA0740.1.KLF14	chr4	120951733	120951746	+	0.000	0.000	Merged-chr4-120951582-67
NR43003--MA1107.1.KLF9	chr3	103397749	103397761	-	0.000	0.000	Merged-chr3-103397699-44
NR5930--MA0741.1.KLF16	chr10	26375342	26375352	+	0.000	0.000	Merged-chr10-26375400-153
NR47404--MA0740.1.KLF14	chr4	107879688	107879701	-	0.000	0.000	Merged-chr4-107879747-57
NR62249--MA0742.1.Klf12	chr8	11635866	11635880	-	0.000	0.000	Merged-chr8-11635696-171
NR68627--MA0741.1.KLF16	chrX	13461786	13461796	-	0.000	0.000	Merged-chrX-13461805-52
NR63296--MA0039.3.KLF4	chr8	57580022	57580032	+	0.000	0.000	Merged-chr8-57580004-34
NR53412--MA0741.1.KLF16	chr5	137601149	137601159	+	0.000	0.000	Merged-chr5-137600985-67
NR61192--MA0741.1.KLF16	chr7	118243889	118243899	-	0.000	0.000	Merged-chr7-118243751-117
NR35993--MA0741.1.KLF16	chr2	30796610	30796620	+	0.000	0.000	Merged-chr2-30796578-35
NR48862--MA0741.1.KLF16	chr4	147809444	147809454	+	0.000	0.000	Merged-chr4-147809534-83
NR61463--MA0741.1.KLF16	chr7	127218494	127218504	-	0.000	0.000	Merged-chr7-127218487-51
NR35712--MA1107.1.KLF9	chr2	23006372	23006384	+	0.000	0.000	Merged-chr2-23006422-36
NR67102--MA0599.1.KLF5	chr9	77910965	77910974	-	0.000	0.000	Merged-chr9-77910963-98
NR33323--MA0599.1.KLF5	chr18	76929953	76929962	-	0.000	0.000	Merged-chr18-76929986-57
NR48547--MA0493.1.Klf1	chr4	138250262	138250272	-	0.000	0.000	Merged-chr4-138250390-66
NR60013--MA0039.3.KLF4	chr7	73479745	73479755	+	0.000	0.000	Merged-chr7-73479778-28
NR48322--MA0039.3.KLF4	chr4	134372587	134372597	+	0.000	0.000	Merged-chr4-134372505-25
NR66813--MA0742.1.Klf12	chr9	64023083	64023097	+	0.000	0.000	Merged-chr9-64023001-53
NR56708--MA0740.1.KLF14	chr6	115768357	115768370	+	0.000	0.000	Merged-chr6-115768473-6
NR20249--MA0657.1.KLF13	chr14	33099299	33099316	+	0.000	0.000	Merged-chr14-33099452-34
NR756--MA0599.1.KLF5	chr1	38129704	38129713	+	0.000	0.000	Merged-chr1-38129687-97
NR23235--MA0741.1.KLF16	chr15	36609150	36609160	-	0.000	0.000	Merged-chr15-36609064-106
NR44279--MA0740.1.KLF14	chr3	144714792	144714805	-	0.000	0.000	Merged-chr3-144714756-6
NR26423--MA0493.1.Klf1	chr16	32516539	32516549	-	0.000	0.000	Merged-chr16-32516451-30
NR50897--MA0493.1.Klf1	chr5	64803417	64803427	+	0.000	0.000	Merged-chr5-64803282-82
NR47688--MA0741.1.KLF16	chr4	119232861	119232871	-	0.000	0.000	Merged-chr4-119232903-70
NR57761--MA0599.1.KLF5	chr6	144211134	144211143	+	0.000	0.000	Merged-chr6-144211213-1
NR34121--MA0740.1.KLF14	chr19	10980017	10980030	-	0.000	0.000	Merged-chr19-10979908-59
NR47385--MA0740.1.KLF14	chr4	107066867	107066880	-	0.000	0.000	Merged-chr4-107066974-53
NR52652--MA0599.1.KLF5	chr5	122354271	122354280	+	0.000	0.000	Merged-chr5-122354420-69
NR60257--MA0740.1.KLF14	chr7	80535204	80535217	+	0.000	0.000	Merged-chr7-80535254-6
NR21421--MA0742.1.Klf12	chr14	75284262	75284276	-	0.000	0.000	Merged-chr14-75284367-55
NR44755--MA0039.3.KLF4	chr3	154628590	154628600	+	0.000	0.000	Merged-chr3-154628476-23
NR61485--MA0599.1.KLF5	chr7	127393668	127393677	-	0.000	0.000	Merged-chr7-127393642-77
NR65915--MA1107.1.KLF9	chr9	22467503	22467515	+	0.000	0.000	Merged-chr9-22467397-3
NR66030--MA0599.1.KLF5	chr9	31030819	31030828	+	0.000	0.000	Merged-chr9-31031019-7
NR27989--MA0741.1.KLF16	chr16	93973602	93973612	-	0.000	0.000	Merged-chr16-93973640-19
NR30761--MA0740.1.KLF14	chr17	80441895	80441908	-	0.000	0.000	Merged-chr17-80441791-30
NR25372--MA0741.1.KLF16	chr15	101147301	101147311	+	0.000	0.000	Merged-chr15-101147362-18
NR61986--MA0741.1.KLF16	chr7	143053680	143053690	+	0.000	0.000	Merged-chr7-143053542-3
NR30859--MA0741.1.KLF16	chr17	83527425	83527435	-	0.000	0.000	Merged-chr17-83527412-40
NR15451--MA0599.1.KLF5	chr12	107941006	107941015	+	0.000	0.000	Merged-chr12-107941052-7
NR26673--MA1107.1.KLF9	chr16	45742983	45742995	-	0.000	0.000	Merged-chr16-45742884-57
NR61440--MA0657.1.KLF13	chr7	127021276	127021293	+	0.000	0.000	Merged-chr7-127021165-12
NR4009--MA0599.1.KLF5	chr1	167269685	167269694	-	0.000	0.000	Merged-chr1-167269786-33
NR21010--MA0599.1.KLF5	chr14	57999005	57999014	-	0.000	0.000	Merged-chr14-57999124-66
NR56689--MA0740.1.KLF14	chr6	115037871	115037884	+	0.000	0.000	Merged-chr6-115037733-55
NR65243--MA0039.3.KLF4	chr8	122678628	122678638	+	0.000	0.000	Merged-chr8-122678514-57
NR29926--MA0599.1.KLF5	chr17	52483867	52483876	+	0.000	0.000	Merged-chr17-52484066-25
NR66589--MA0742.1.Klf12	chr9	56418262	56418276	+	0.000	0.000	Merged-chr9-56418111-4
NR66217--MA1107.1.KLF9	chr9	41105527	41105539	+	0.000	0.000	Merged-chr9-41105401-34
NR47376--MA1107.1.KLF9	chr4	106842066	106842078	-	0.000	0.000	Merged-chr4-106841993-21
NR44451--MA1107.1.KLF9	chr3	148726899	148726911	+	0.000	0.000	Merged-chr3-148726865-16
NR28295--MA0742.1.Klf12	chr17	6948438	6948452	+	0.000	0.000	Merged-chr17-6948507-80
NR28943--MA0493.1.Klf1	chr17	25797109	25797119	-	0.000	0.000	Merged-chr17-25797064-37
NR39586--MA0740.1.KLF14	chr2	158624841	158624854	+	0.000	0.000	Merged-chr2-158625094-66
NR68089--MA0599.1.KLF5	chr9	113707840	113707849	-	0.000	0.000	Merged-chr9-113708059-59
NR34986--MA0599.1.KLF5	chr19	58238474	58238483	-	0.000	0.000	Merged-chr19-58238492-37
NR3017--MA0493.1.Klf1	chr1	136119102	136119112	-	0.000	0.000	Merged-chr1-136119041-6
NR1858--MA0493.1.Klf1	chr1	85703776	85703786	-	0.000	0.000	Merged-chr1-85703643-71
NR11526--MA0599.1.KLF5	chr11	79023548	79023557	-	0.000	0.000	Merged-chr11-79023583-48
NR16679--MA0742.1.Klf12	chr13	34994172	34994186	-	0.000	0.000	Merged-chr13-34994132-82
NR55835--MA0740.1.KLF14	chr6	86472448	86472461	-	0.000	0.000	Merged-chr6-86472482-99
NR19990--MA0742.1.Klf12	chr14	21831248	21831262	+	0.000	0.000	Merged-chr14-21831414-105
NR17285--MA1107.1.KLF9	chr13	60601898	60601910	-	0.000	0.000	Merged-chr13-60602062-34
NR14021--MA0599.1.KLF5	chr12	51692059	51692068	+	0.000	0.000	Merged-chr12-51692065-4
NR25500--MA0741.1.KLF16	chr15	103323589	103323599	-	0.000	0.000	Merged-chr15-103323812-100
NR20238--MA0741.1.KLF16	chr14	32716954	32716964	+	0.000	0.000	Merged-chr14-32716978-71
NR10951--MA0741.1.KLF16	chr11	61855232	61855242	-	0.000	0.000	Merged-chr11-61855241-5
NR30040--MA0742.1.Klf12	chr17	56626990	56627004	-	0.000	0.000	Merged-chr17-56627075-72
NR15688--MA0741.1.KLF16	chr12	113140206	113140216	-	0.000	0.000	Merged-chr12-113140346-61
NR69067--MA0599.1.KLF5	chrX	93631888	93631897	+	0.000	0.000	Merged-chrX-93632081-74
NR16401--MA1107.1.KLF9	chr13	21366908	21366920	+	0.000	0.000	Merged-chr13-21366779-27
NR61909--MA0741.1.KLF16	chr7	141361819	141361829	+	0.000	0.000	Merged-chr7-141361701-19
NR64083--MA0657.1.KLF13	chr8	83768637	83768654	-	0.000	0.000	Merged-chr8-83768833-20
NR15554--MA0742.1.Klf12	chr12	110737910	110737924	-	0.000	0.000	Merged-chr12-110737948-78
NR25678--MA0493.1.Klf1	chr16	7453488	7453498	+	0.000	0.000	Merged-chr16-7453487-1
NR11186--MA0741.1.KLF16	chr11	70562941	70562951	+	0.000	0.000	Merged-chr11-70562826-54
NR13733--MA0657.1.KLF13	chr12	33036350	33036367	+	0.000	0.000	Merged-chr12-33036196-25
NR34057--MA0741.1.KLF16	chr19	8898080	8898090	-	0.000	0.000	Merged-chr19-8898104-54
NR66123--MA1107.1.KLF9	chr9	35176012	35176024	+	0.000	0.000	Merged-chr9-35175859-80
NR42855--MA0741.1.KLF16	chr3	97658193	97658203	-	0.000	0.000	Merged-chr3-97658299-79
NR7766--MA0741.1.KLF16	chr10	82796050	82796060	-	0.000	0.000	Merged-chr10-82796187-2
NR53948--MA0599.1.KLF5	chr5	150118567	150118576	-	0.000	0.000	Merged-chr5-150118801-72
NR60264--MA0742.1.Klf12	chr7	80583397	80583411	-	0.000	0.000	Merged-chr7-80583398-64
NR36051--MA0599.1.KLF5	chr2	31774123	31774132	-	0.000	0.000	Merged-chr2-31774266-6
NR47273--MA1107.1.KLF9	chr4	101419615	101419627	-	0.000	0.000	Merged-chr4-101419713-70
NR45775--MA0599.1.KLF5	chr4	41640383	41640392	-	0.000	0.000	Merged-chr4-41640132-67
NR27424--MA0599.1.KLF5	chr16	76373099	76373108	+	0.000	0.000	Merged-chr16-76373079-131
NR45214--MA0740.1.KLF14	chr4	11966540	11966553	-	0.000	0.000	Merged-chr4-11966313-126
NR61700--MA0741.1.KLF16	chr7	135716611	135716621	-	0.000	0.000	Merged-chr7-135716348-117
NR25752--MA0741.1.KLF16	chr16	8829877	8829887	+	0.000	0.000	Merged-chr16-8830247-150
NR9573--MA0039.3.KLF4	chr10	128716455	128716465	+	0.000	0.000	Merged-chr10-128716299-65
NR9583--MA0493.1.Klf1	chr10	128940596	128940606	-	0.000	0.000	Merged-chr10-128940717-41
NR63641--MA0742.1.Klf12	chr8	70558526	70558540	+	0.000	0.000	Merged-chr8-70558477-31
NR36933--MA0599.1.KLF5	chr2	61755186	61755195	+	0.000	0.000	Merged-chr2-61755182-23
NR34614--MA0493.1.Klf1	chr19	41981145	41981155	-	0.000	0.000	Merged-chr19-41981286-107
NR44205--MA1107.1.KLF9	chr3	143493080	143493092	+	0.000	0.000	Merged-chr3-143493127-1
NR69272--MA0741.1.KLF16	chrX	133689117	133689127	-	0.000	0.000	Merged-chrX-133688960-40
NR63633--MA0493.1.Klf1	chr8	70539366	70539376	-	0.000	0.000	Merged-chr8-70539223-96
NR62002--MA0599.1.KLF5	chr7	143667073	143667082	+	0.000	0.000	Merged-chr7-143666979-29
NR62341--MA1107.1.KLF9	chr8	14888959	14888971	-	0.000	0.000	Merged-chr8-14888762-80
NR19232--MA1107.1.KLF9	chr13	117203235	117203247	-	0.000	0.000	Merged-chr13-117203167-67
NR6098--MA1107.1.KLF9	chr10	37250044	37250056	+	0.000	0.000	Merged-chr10-37249909-39
NR58376--MA0493.1.Klf1	chr7	18873316	18873326	+	0.000	0.000	Merged-chr7-18873432-45
NR11043--MA0741.1.KLF16	chr11	67025086	67025096	+	0.000	0.000	Merged-chr11-67025090-52
NR62569--MA0740.1.KLF14	chr8	25017043	25017056	+	0.000	0.000	Merged-chr8-25017163-89
NR58296--MA0599.1.KLF5	chr7	16310234	16310243	+	0.000	0.000	Merged-chr7-16310124-145
NR58018--MA0493.1.Klf1	chr7	4647538	4647548	+	0.000	0.000	Merged-chr7-4647555-37
NR7977--MA0599.1.KLF5	chr10	89747873	89747882	+	0.000	0.000	Merged-chr10-89747839-80
NR11575--MA0742.1.Klf12	chr11	80154065	80154079	-	0.000	0.000	Merged-chr11-80154113-41
NR55228--MA0599.1.KLF5	chr6	54972572	54972581	-	0.000	0.000	Merged-chr6-54972728-67
NR66591--MA0740.1.KLF14	chr9	56418341	56418354	-	0.000	0.000	Merged-chr9-56418520-156
NR53425--MA0741.1.KLF16	chr5	137741616	137741626	-	0.000	0.000	Merged-chr5-137741418-73
NR26333--MA1107.1.KLF9	chr16	28829310	28829322	+	0.000	0.000	Merged-chr16-28829477-1
NR58487--MA0657.1.KLF13	chr7	19749887	19749904	+	0.000	0.000	Merged-chr7-19749873-53
NR38428--MA0599.1.KLF5	chr2	122234711	122234720	+	0.000	0.000	Merged-chr2-122234725-76
NR47394--MA1107.1.KLF9	chr4	107223775	107223787	+	0.000	0.000	Merged-chr4-107223959-21
NR61476--MA0741.1.KLF16	chr7	127244515	127244525	+	0.000	0.000	Merged-chr7-127244446-56
NR18160--MA1107.1.KLF9	chr13	89454713	89454725	-	0.000	0.000	Merged-chr13-89454773-11
NR680--MA0599.1.KLF5	chr1	36069654	36069663	-	0.000	0.000	Merged-chr1-36069573-10
NR54580--MA0741.1.KLF16	chr6	28421778	28421788	-	0.000	0.000	Merged-chr6-28421757-53
NR64138--MA0741.1.KLF16	chr8	84687912	84687922	+	0.000	0.000	Merged-chr8-84687755-60
NR7743--MA1107.1.KLF9	chr10	82127997	82128009	-	0.000	0.000	Merged-chr10-82128088-63
NR60288--MA0599.1.KLF5	chr7	80905091	80905100	+	0.000	0.000	Merged-chr7-80905285-49
NR25280--MA0599.1.KLF5	chr15	99276217	99276226	-	0.000	0.000	Merged-chr15-99276334-34
NR20879--MA0742.1.Klf12	chr14	54464158	54464172	+	0.000	0.000	Merged-chr14-54464203-140
NR62631--MA0740.1.KLF14	chr8	26698687	26698700	-	0.000	0.000	Merged-chr8-26698799-12
NR49825--MA0740.1.KLF14	chr5	21645775	21645788	-	0.000	0.000	Merged-chr5-21645848-87
NR52300--MA0741.1.KLF16	chr5	113873330	113873340	-	0.000	0.000	Merged-chr5-113873174-24
NR7875--MA0741.1.KLF16	chr10	85379150	85379160	+	0.000	0.000	Merged-chr10-85379202-1
NR57308--MA0741.1.KLF16	chr6	134437136	134437146	-	0.000	0.000	Merged-chr6-134437142-33
NR34708--MA0741.1.KLF16	chr19	46003462	46003472	-	0.000	0.000	Merged-chr19-46003515-58
NR65163--MA1107.1.KLF9	chr8	121578157	121578169	+	0.000	0.000	Merged-chr8-121578320-1
NR42759--MA0741.1.KLF16	chr3	96172460	96172470	+	0.000	0.000	Merged-chr3-96172434-58
NR3961--MA1107.1.KLF9	chr1	165691587	165691599	+	0.000	0.000	Merged-chr1-165691684-32
NR68755--MA1107.1.KLF9	chrX	38182049	38182061	-	0.000	0.000	Merged-chrX-38181994-21
NR66395--MA0657.1.KLF13	chr9	45291898	45291915	+	0.000	0.000	Merged-chr9-45291923-45
NR53272--MA0742.1.Klf12	chr5	135689092	135689106	-	0.000	0.000	Merged-chr5-135689128-71
NR37122--MA1107.1.KLF9	chr2	69897142	69897154	-	0.000	0.000	Merged-chr2-69897295-21
NR64643--MA0599.1.KLF5	chr8	105613999	105614008	-	0.000	0.000	Merged-chr8-105614025-28
NR55679--MA1107.1.KLF9	chr6	81987067	81987079	+	0.000	0.000	Merged-chr6-81987223-26
NR38645--MA0657.1.KLF13	chr2	128817957	128817974	+	0.000	0.000	Merged-chr2-128818111-117
NR9141--MA0741.1.KLF16	chr10	121796149	121796159	+	0.000	0.000	Merged-chr10-121796258-28
NR62593--MA0599.1.KLF5	chr8	25578428	25578437	+	0.000	0.000	Merged-chr8-25578502-39
NR36284--MA0599.1.KLF5	chr2	36049432	36049441	-	0.000	0.000	Merged-chr2-36049261-79
NR9412--MA0741.1.KLF16	chr10	127289098	127289108	+	0.000	0.000	Merged-chr10-127289127-70
NR10114--MA0599.1.KLF5	chr11	22851601	22851610	-	0.000	0.000	Merged-chr11-22851672-11
NR12709--MA1107.1.KLF9	chr11	115603685	115603697	-	0.000	0.000	Merged-chr11-115603871-66
NR7732--MA0741.1.KLF16	chr10	81606092	81606102	+	0.000	0.000	Merged-chr10-81606133-64
NR31912--MA0039.3.KLF4	chr18	32311869	32311879	-	0.000	0.000	Merged-chr18-32311918-36
NR55782--MA0740.1.KLF14	chr6	85374726	85374739	+	0.000	0.000	Merged-chr6-85374701-69
NR14446--MA0493.1.Klf1	chr12	70136350	70136360	-	0.000	0.000	Merged-chr12-70136433-62
NR34284--MA0742.1.Klf12	chr19	29063991	29064005	+	0.000	0.000	Merged-chr19-29064177-55
NR68749--MA0741.1.KLF16	chrX	38182050	38182060	-	0.000	0.000	Merged-chrX-38181994-21
NR68617--MA0493.1.Klf1	chrX	13347125	13347135	+	0.000	0.000	Merged-chrX-13347316-78
NR32977--MA0740.1.KLF14	chr18	67289139	67289152	-	0.000	0.000	Merged-chr18-67289383-133
NR2065--MA0742.1.Klf12	chr1	93804178	93804192	-	0.000	0.000	Merged-chr1-93804092-59
NR48010--MA0493.1.Klf1	chr4	128962472	128962482	+	0.000	0.000	Merged-chr4-128962566-44
NR46175--MA0493.1.Klf1	chr4	53491583	53491593	-	0.000	0.000	Merged-chr4-53491453-32
NR27423--MA1107.1.KLF9	chr16	76283384	76283396	-	0.000	0.000	Merged-chr16-76283420-1
NR45998--MA0657.1.KLF13	chr4	45530875	45530892	+	0.000	0.000	Merged-chr4-45530813-118
NR48984--MA0741.1.KLF16	chr4	150112966	150112976	-	0.000	0.000	Merged-chr4-150113122-17
NR26655--MA0039.3.KLF4	chr16	45021603	45021613	+	0.000	0.000	Merged-chr16-45021572-18
NR66567--MA0493.1.Klf1	chr9	55512320	55512330	-	0.000	0.000	Merged-chr9-55512060-92
NR66281--MA0599.1.KLF5	chr9	44084871	44084880	-	0.000	0.000	Merged-chr9-44084798-37
NR55674--MA0039.3.KLF4	chr6	81965973	81965983	-	0.000	0.000	Merged-chr6-81965824-61
NR16407--MA0599.1.KLF5	chr13	21754145	21754154	+	0.000	0.000	Merged-chr13-21754069-74
NR25373--MA1107.1.KLF9	chr15	101147300	101147312	+	0.000	0.000	Merged-chr15-101147362-18
NR25710--MA0599.1.KLF5	chr16	7767853	7767862	+	0.000	0.000	Merged-chr16-7768064-22
NR68615--MA0742.1.Klf12	chrX	13347125	13347139	+	0.000	0.000	Merged-chrX-13347316-78
NR10964--MA0741.1.KLF16	chr11	62648089	62648099	-	0.000	0.000	Merged-chr11-62648207-2
NR29295--MA0599.1.KLF5	chr17	33629372	33629381	+	0.000	0.000	Merged-chr17-33629191-60
NR15306--MA0741.1.KLF16	chr12	101082426	101082436	-	0.000	0.000	Merged-chr12-101082565-4
NR1415--MA0493.1.Klf1	chr1	69683246	69683256	-	0.000	0.000	Merged-chr1-69683222-14
NR59870--MA0740.1.KLF14	chr7	64043089	64043102	-	0.000	0.000	Merged-chr7-64043125-48
