#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Prdm1KO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR1816--MA0766.1.GATA5	chr13	61788293	61788300	-	0.000	0.000	Merged-chr13-61788395-14
NR3958--MA0482.1.Gata4	chr2	144195216	144195226	+	0.000	0.000	Merged-chr2-144195285-6
NR5081--MA0036.3.GATA2	chr5	65535550	65535560	+	0.000	0.000	Merged-chr5-65535639-23
NR6210--MA0037.3.GATA3	chr7	127288042	127288049	+	0.000	0.000	Merged-chr7-127288112-51
NR1121--MA0036.3.GATA2	chr11	77625290	77625300	+	0.000	0.000	Merged-chr11-77625263-36
NR2099--MA0482.1.Gata4	chr14	40927276	40927286	-	0.000	0.000	Merged-chr14-40927194-29
NR5559--MA0037.3.GATA3	chr6	87041205	87041212	+	0.000	0.000	Merged-chr6-87041204-35
NR1954--MA0140.2.GATA1::TAL1	chr13	107571662	107571679	+	0.000	0.000	Merged-chr13-107571801-8
NR5789--MA0766.1.GATA5	chr6	134189986	134189993	+	0.000	0.000	Merged-chr6-134189868-22
NR6842--MA0037.3.GATA3	chr9	100522273	100522280	+	0.000	0.000	Merged-chr9-100522209-27
NR83--MA0140.2.GATA1::TAL1	chr1	53825011	53825028	-	0.000	0.000	Merged-chr1-53824914-19
NR6393--MA0140.2.GATA1::TAL1	chr8	72351715	72351732	-	0.000	0.000	Merged-chr8-72351655-27
NR5365--MA0036.3.GATA2	chr5	149246271	149246281	-	0.000	0.000	Merged-chr5-149246178-51
NR5989--MA0035.3.Gata1	chr7	65705270	65705280	-	0.000	0.000	Merged-chr7-65705151-59
NR1689--MA0037.3.GATA3	chr13	30548966	30548973	-	0.000	0.000	Merged-chr13-30549048-17
NR2675--MA0140.2.GATA1::TAL1	chr16	22608368	22608385	-	0.000	0.000	Merged-chr16-22608248-9
NR4699--MA1104.1.GATA6	chr4	88275906	88275918	-	0.000	0.000	Merged-chr4-88275744-16
NR1203--MA0140.2.GATA1::TAL1	chr11	97141115	97141132	-	0.000	0.000	Merged-chr11-97140987-36
NR3478--MA0037.3.GATA3	chr19	40499239	40499246	+	0.000	0.000	Merged-chr19-40499344-12
NR3717--MA0036.3.GATA2	chr2	80324387	80324397	+	0.000	0.000	Merged-chr2-80324472-29
NR3252--MA0482.1.Gata4	chr18	61571093	61571103	+	0.000	0.000	Merged-chr18-61571068-18
NR1453--MA0035.3.Gata1	chr12	85707229	85707239	-	0.000	0.000	Merged-chr12-85707188-3
NR1698--MA0140.2.GATA1::TAL1	chr13	32829109	32829126	+	0.000	0.000	Merged-chr13-32829119-10
NR4029--MA0482.1.Gata4	chr2	154754225	154754235	-	0.000	0.000	Merged-chr2-154754253-27
NR2528--MA1104.1.GATA6	chr15	82914619	82914631	+	0.000	0.000	Merged-chr15-82914694-36
NR3861--MA0035.3.Gata1	chr2	118638375	118638385	+	0.000	0.000	Merged-chr2-118638272-10
NR2206--MA0482.1.Gata4	chr14	65351500	65351510	+	0.000	0.000	Merged-chr14-65351604-1
NR995--MA0766.1.GATA5	chr11	32489306	32489313	+	0.000	0.000	Merged-chr11-32489418-40
NR1014--MA0766.1.GATA5	chr11	46389539	46389546	-	0.000	0.000	Merged-chr11-46389577-59
NR800--MA0035.3.Gata1	chr10	95746062	95746072	+	0.000	0.000	Merged-chr10-95746044-53
NR2953--MA0036.3.GATA2	chr17	34196617	34196627	+	0.000	0.000	Merged-chr17-34196730-34
NR5697--MA0035.3.Gata1	chr6	120799147	120799157	-	0.000	0.000	Merged-chr6-120799097-7
NR159--MA1104.1.GATA6	chr1	75487547	75487559	-	0.000	0.000	Merged-chr1-75487610-71
NR5867--MA0036.3.GATA2	chr7	16001894	16001904	-	0.000	0.000	Merged-chr7-16001989-41
NR778--MA0037.3.GATA3	chr10	89326995	89327002	+	0.000	0.000	Merged-chr10-89327162-49
NR3460--MA0035.3.Gata1	chr19	33053336	33053346	+	0.000	0.000	Merged-chr19-33053321-32
NR3255--MA0035.3.Gata1	chr18	61571092	61571102	+	0.000	0.000	Merged-chr18-61571068-18
NR5562--MA0036.3.GATA2	chr6	87041203	87041213	-	0.000	0.000	Merged-chr6-87041204-35
NR307--MA0140.2.GATA1::TAL1	chr1	128771002	128771019	-	0.000	0.000	Merged-chr1-128770934-28
NR3687--MA0766.1.GATA5	chr2	58179219	58179226	-	0.000	0.000	Merged-chr2-58179178-61
NR6074--MA0140.2.GATA1::TAL1	chr7	104200246	104200263	+	0.000	0.000	Merged-chr7-104200085-28
NR5020--MA0482.1.Gata4	chr5	35771305	35771315	+	0.000	0.000	Merged-chr5-35771159-16
NR6921--MA0766.1.GATA5	chr9	118686280	118686287	-	0.000	0.000	Merged-chr9-118686441-13
NR1649--MA0036.3.GATA2	chr13	15759399	15759409	-	0.000	0.000	Merged-chr13-15759294-52
NR5681--MA0766.1.GATA5	chr6	116673515	116673522	-	0.000	0.000	Merged-chr6-116673479-1
NR2437--MA0482.1.Gata4	chr15	41429626	41429636	-	0.000	0.000	Merged-chr15-41429607-8
NR3269--MA0140.2.GATA1::TAL1	chr18	67270258	67270275	-	0.000	0.000	Merged-chr18-67270168-25
NR2964--MA0037.3.GATA3	chr17	36020628	36020635	+	0.000	0.000	Merged-chr17-36020745-74
NR6049--MA0482.1.Gata4	chr7	100449172	100449182	+	0.000	0.000	Merged-chr7-100449076-60
NR5999--MA0766.1.GATA5	chr7	78583904	78583911	+	0.000	0.000	Merged-chr7-78583930-15
NR1680--MA0140.2.GATA1::TAL1	chr13	23571232	23571249	+	0.000	0.000	Merged-chr13-23571300-72
NR2780--MA0766.1.GATA5	chr16	57319940	57319947	+	0.000	0.000	Merged-chr16-57319907-20
NR6608--MA1104.1.GATA6	chr9	7576784	7576796	+	0.000	0.000	Merged-chr9-7576753-19
NR6039--MA0035.3.Gata1	chr7	92805485	92805495	-	0.000	0.000	Merged-chr7-92805492-6
NR3491--MA0766.1.GATA5	chr19	46613397	46613404	-	0.000	0.000	Merged-chr19-46613309-39
NR5703--MA0036.3.GATA2	chr6	122742623	122742633	+	0.000	0.000	Merged-chr6-122742614-91
NR1211--MA0766.1.GATA5	chr11	97994753	97994760	+	0.000	0.000	Merged-chr11-97994878-44
NR1201--MA0036.3.GATA2	chr11	96441663	96441673	-	0.000	0.000	Merged-chr11-96441741-50
NR3143--MA0766.1.GATA5	chr18	6484970	6484977	-	0.000	0.000	Merged-chr18-6484878-33
NR6267--MA0482.1.Gata4	chr7	143004938	143004948	-	0.000	0.000	Merged-chr7-143004947-1
NR1325--MA0482.1.Gata4	chr12	4234234	4234244	+	0.000	0.000	Merged-chr12-4234133-70
NR7016--MA0036.3.GATA2	chrX	109114138	109114148	-	0.000	0.000	Merged-chrX-109113990-42
NR3395--MA0766.1.GATA5	chr19	12805884	12805891	+	0.000	0.000	Merged-chr19-12806193-62
NR5987--MA1104.1.GATA6	chr7	65705269	65705281	+	0.000	0.000	Merged-chr7-65705151-59
NR3072--MA0035.3.Gata1	chr17	71618157	71618167	+	0.000	0.000	Merged-chr17-71618121-41
NR4239--MA0482.1.Gata4	chr3	68543032	68543042	+	0.000	0.000	Merged-chr3-68543251-15
NR1909--MA0766.1.GATA5	chr13	94381980	94381987	+	0.000	0.000	Merged-chr13-94381981-20
NR6032--MA0037.3.GATA3	chr7	90349365	90349372	+	0.000	0.000	Merged-chr7-90349289-16
NR1214--MA0036.3.GATA2	chr11	98682374	98682384	-	0.000	0.000	Merged-chr11-98682471-63
NR3452--MA0035.3.Gata1	chr19	32186975	32186985	-	0.000	0.000	Merged-chr19-32186788-54
NR5926--MA0035.3.Gata1	chr7	30280500	30280510	-	0.000	0.000	Merged-chr7-30280528-94
NR2053--MA0037.3.GATA3	chr14	16172526	16172533	+	0.000	0.000	Merged-chr14-16172497-2
NR2850--MA0035.3.Gata1	chr16	91685628	91685638	+	0.000	0.000	Merged-chr16-91685700-49
NR3603--MA0482.1.Gata4	chr2	26753535	26753545	-	0.000	0.000	Merged-chr2-26753671-30
NR5392--MA0036.3.GATA2	chr6	4664523	4664533	+	0.000	0.000	Merged-chr6-4664595-18
NR1328--MA0035.3.Gata1	chr12	4234233	4234243	+	0.000	0.000	Merged-chr12-4234133-70
NR1442--MA0766.1.GATA5	chr12	84773167	84773174	-	0.000	0.000	Merged-chr12-84773092-54
NR1259--MA0037.3.GATA3	chr11	108910990	108910997	-	0.000	0.000	Merged-chr11-108910906-74
NR3374--MA0766.1.GATA5	chr19	4119836	4119843	+	0.000	0.000	Merged-chr19-4119891-46
NR5787--MA0482.1.Gata4	chr6	134189983	134189993	-	0.000	0.000	Merged-chr6-134189868-22
NR752--MA0035.3.Gata1	chr10	79937303	79937313	+	0.000	0.000	Merged-chr10-79937148-47
NR55--MA0035.3.Gata1	chr1	38694229	38694239	-	0.000	0.000	Merged-chr1-38694375-50
NR1859--MA0036.3.GATA2	chr13	86659508	86659518	+	0.000	0.000	Merged-chr13-86659384-2
NR3253--MA1104.1.GATA6	chr18	61571091	61571103	-	0.000	0.000	Merged-chr18-61571068-18
NR1817--MA0035.3.Gata1	chr13	61788292	61788302	+	0.000	0.000	Merged-chr13-61788395-14
NR5947--MA0036.3.GATA2	chr7	45083050	45083060	+	0.000	0.000	Merged-chr7-45083107-80
NR3872--MA0037.3.GATA3	chr2	121457053	121457060	-	0.000	0.000	Merged-chr2-121457132-54
NR2207--MA1104.1.GATA6	chr14	65351498	65351510	-	0.000	0.000	Merged-chr14-65351604-1
NR1017--MA0140.2.GATA1::TAL1	chr11	48800279	48800296	+	0.000	0.000	Merged-chr11-48800274-60
NR5015--MA0035.3.Gata1	chr5	32950841	32950851	+	0.000	0.000	Merged-chr5-32950856-18
NR2990--MA0766.1.GATA5	chr17	47521587	47521594	+	0.000	0.000	Merged-chr17-47521683-42
NR1810--MA1104.1.GATA6	chr13	60468355	60468367	-	0.000	0.000	Merged-chr13-60468287-16
NR6765--MA0140.2.GATA1::TAL1	chr9	77954512	77954529	-	0.000	0.000	Merged-chr9-77954587-30
NR6821--MA0035.3.Gata1	chr9	96167387	96167397	+	0.000	0.000	Merged-chr9-96167406-22
NR3683--MA0140.2.GATA1::TAL1	chr2	58149845	58149862	+	0.000	0.000	Merged-chr2-58150099-18
NR1739--MA0766.1.GATA5	chr13	42049139	42049146	+	0.000	0.000	Merged-chr13-42049130-34
NR2250--MA0037.3.GATA3	chr14	78436108	78436115	+	0.000	0.000	Merged-chr14-78436014-44
NR2884--MA0036.3.GATA2	chr17	3209753	3209763	+	0.000	0.000	Merged-chr17-3209784-17
NR3876--MA0766.1.GATA5	chr2	121457053	121457060	-	0.000	0.000	Merged-chr2-121457132-54
NR3742--MA0037.3.GATA3	chr2	92192029	92192036	+	0.000	0.000	Merged-chr2-92192158-30
NR6799--MA0037.3.GATA3	chr9	88719913	88719920	+	0.000	0.000	Merged-chr9-88719952-88
NR6972--MA0036.3.GATA2	chrX	37110342	37110352	-	0.000	0.000	Merged-chrX-37110282-56
NR1695--MA1104.1.GATA6	chr13	30742667	30742679	+	0.000	0.000	Merged-chr13-30742638-44
NR3403--MA0140.2.GATA1::TAL1	chr19	14386879	14386896	+	0.000	0.000	Merged-chr19-14386985-23
NR3518--MA0036.3.GATA2	chr19	59926170	59926180	+	0.000	0.000	Merged-chr19-59926305-20
NR6656--MA0037.3.GATA3	chr9	32706422	32706429	-	0.000	0.000	Merged-chr9-32706237-53
NR5004--MA0482.1.Gata4	chr5	30343454	30343464	-	0.000	0.000	Merged-chr5-30343363-21
NR1439--MA0482.1.Gata4	chr12	84773167	84773177	+	0.000	0.000	Merged-chr12-84773092-54
NR10--MA0482.1.Gata4	chr1	9883471	9883481	-	0.000	0.000	Merged-chr1-9883358-36
NR2860--MA0766.1.GATA5	chr16	94374312	94374319	-	0.000	0.000	Merged-chr16-94374445-4
NR991--MA0036.3.GATA2	chr11	32200302	32200312	-	0.000	0.000	Merged-chr11-32200377-38
NR1686--MA0766.1.GATA5	chr13	24682444	24682451	+	0.000	0.000	Merged-chr13-24682422-48
NR5021--MA1104.1.GATA6	chr5	35771303	35771315	-	0.000	0.000	Merged-chr5-35771159-16
NR1823--MA0037.3.GATA3	chr13	62880365	62880372	+	0.000	0.000	Merged-chr13-62880327-44
NR3070--MA1104.1.GATA6	chr17	71618156	71618168	-	0.000	0.000	Merged-chr17-71618121-41
NR3433--MA0482.1.Gata4	chr19	29418706	29418716	+	0.000	0.000	Merged-chr19-29418635-70
NR2263--MA0037.3.GATA3	chr14	79481997	79482004	-	0.000	0.000	Merged-chr14-79481875-1
NR2754--MA0036.3.GATA2	chr16	49800132	49800142	+	0.000	0.000	Merged-chr16-49800187-31
NR1015--MA0035.3.Gata1	chr11	46389538	46389548	+	0.000	0.000	Merged-chr11-46389577-59
NR3746--MA0766.1.GATA5	chr2	92192029	92192036	+	0.000	0.000	Merged-chr2-92192158-30
NR2441--MA0035.3.Gata1	chr15	41429627	41429637	-	0.000	0.000	Merged-chr15-41429607-8
NR3542--MA0482.1.Gata4	chr2	6711290	6711300	+	0.000	0.000	Merged-chr2-6711188-63
NR5254--MA0036.3.GATA2	chr5	107978461	107978471	-	0.000	0.000	Merged-chr5-107978348-39
NR5331--MA0482.1.Gata4	chr5	143133104	143133114	+	0.000	0.000	Merged-chr5-143133108-49
NR2513--MA0140.2.GATA1::TAL1	chr15	80743668	80743685	-	0.000	0.000	Merged-chr15-80743505-96
NR3698--MA0482.1.Gata4	chr2	61803714	61803724	-	0.000	0.000	Merged-chr2-61803678-26
NR6489--MA0140.2.GATA1::TAL1	chr8	108973785	108973802	-	0.000	0.000	Merged-chr8-108973872-37
NR1260--MA1104.1.GATA6	chr11	108910988	108911000	-	0.000	0.000	Merged-chr11-108910906-74
NR2101--MA0036.3.GATA2	chr14	40927277	40927287	-	0.000	0.000	Merged-chr14-40927194-29
NR1326--MA1104.1.GATA6	chr12	4234232	4234244	-	0.000	0.000	Merged-chr12-4234133-70
NR5440--MA0482.1.Gata4	chr6	31218639	31218649	-	0.000	0.000	Merged-chr6-31218507-77
NR5898--MA0140.2.GATA1::TAL1	chr7	25238363	25238380	-	0.000	0.000	Merged-chr7-25238227-126
NR5235--MA0482.1.Gata4	chr5	107259798	107259808	-	0.000	0.000	Merged-chr5-107259796-31
NR2385--MA0037.3.GATA3	chr15	8073376	8073383	+	0.000	0.000	Merged-chr15-8073323-37
NR2686--MA0140.2.GATA1::TAL1	chr16	26041689	26041706	-	0.000	0.000	Merged-chr16-26041610-31
NR3688--MA0035.3.Gata1	chr2	58179218	58179228	+	0.000	0.000	Merged-chr2-58179178-61
NR3959--MA0035.3.Gata1	chr2	144195215	144195225	+	0.000	0.000	Merged-chr2-144195285-6
NR5548--MA0766.1.GATA5	chr6	82922017	82922024	+	0.000	0.000	Merged-chr6-82922037-57
NR5809--MA0036.3.GATA2	chr6	141047176	141047186	-	0.000	0.000	Merged-chr6-141047196-1
NR1036--MA0036.3.GATA2	chr11	58189860	58189870	-	0.000	0.000	Merged-chr11-58189839-18
NR4445--MA0037.3.GATA3	chr3	136531893	136531900	-	0.000	0.000	Merged-chr3-136531691-41
NR1730--MA0140.2.GATA1::TAL1	chr13	41302995	41303012	-	0.000	0.000	Merged-chr13-41302926-20
NR1907--MA0482.1.Gata4	chr13	94381977	94381987	-	0.000	0.000	Merged-chr13-94381981-20
NR1796--MA1104.1.GATA6	chr13	58475753	58475765	-	0.000	0.000	Merged-chr13-58475654-27
NR5233--MA0036.3.GATA2	chr5	107259626	107259636	-	0.000	0.000	Merged-chr5-107259796-31
NR6930--MA0036.3.GATA2	chr9	120961808	120961818	-	0.000	0.000	Merged-chr9-120961674-26
NR5679--MA1104.1.GATA6	chr6	116673513	116673525	-	0.000	0.000	Merged-chr6-116673479-1
NR3604--MA1104.1.GATA6	chr2	26753535	26753547	+	0.000	0.000	Merged-chr2-26753671-30
NR1745--MA0482.1.Gata4	chr13	48572469	48572479	-	0.000	0.000	Merged-chr13-48572336-21
NR2526--MA0037.3.GATA3	chr15	82914622	82914629	+	0.000	0.000	Merged-chr15-82914694-36
NR2781--MA0035.3.Gata1	chr16	57319938	57319948	-	0.000	0.000	Merged-chr16-57319907-20
NR712--MA0482.1.Gata4	chr10	67586331	67586341	+	0.000	0.000	Merged-chr10-67586382-65
NR5238--MA0035.3.Gata1	chr5	107259799	107259809	-	0.000	0.000	Merged-chr5-107259796-31
NR988--MA0035.3.Gata1	chr11	30166378	30166388	-	0.000	0.000	Merged-chr11-30166468-16
NR4893--MA0766.1.GATA5	chr4	148638466	148638473	+	0.000	0.000	Merged-chr4-148638535-16
NR6420--MA0036.3.GATA2	chr8	84357742	84357752	+	0.000	0.000	Merged-chr8-84357932-29
NR3396--MA0035.3.Gata1	chr19	12805882	12805892	-	0.000	0.000	Merged-chr19-12806193-62
NR4535--MA0036.3.GATA2	chr3	152928849	152928859	+	0.000	0.000	Merged-chr3-152928852-31
NR6682--MA0766.1.GATA5	chr9	41118252	41118259	+	0.000	0.000	Merged-chr9-41118206-38
NR5897--MA1104.1.GATA6	chr7	24407233	24407245	-	0.000	0.000	Merged-chr7-24407263-37
NR6793--MA0140.2.GATA1::TAL1	chr9	86076694	86076711	+	0.000	0.000	Merged-chr9-86076684-25
NR6605--MA0766.1.GATA5	chr9	5311522	5311529	-	0.000	0.000	Merged-chr9-5311572-34
NR3022--MA0140.2.GATA1::TAL1	chr17	51904162	51904179	-	0.000	0.000	Merged-chr17-51904088-32
NR4915--MA0036.3.GATA2	chr4	150938225	150938235	+	0.000	0.000	Merged-chr4-150938152-39
NR4450--MA0482.1.Gata4	chr3	136611951	136611961	-	0.000	0.000	Merged-chr3-136611929-48
NR311--MA0482.1.Gata4	chr1	130838472	130838482	-	0.000	0.000	Merged-chr1-130838519-27
NR3547--MA0482.1.Gata4	chr2	11118945	11118955	-	0.000	0.000	Merged-chr2-11118835-29
NR4328--MA0037.3.GATA3	chr3	104643972	104643979	-	0.000	0.000	Merged-chr3-104644064-46
NR1596--MA0482.1.Gata4	chr12	118255859	118255869	-	0.000	0.000	Merged-chr12-118255780-45
NR563--MA0482.1.Gata4	chr1	192693231	192693241	-	0.000	0.000	Merged-chr1-192693207-29
NR1248--MA0482.1.Gata4	chr11	104609418	104609428	-	0.000	0.000	Merged-chr11-104609685-47
NR715--MA0035.3.Gata1	chr10	67586330	67586340	+	0.000	0.000	Merged-chr10-67586382-65
NR5611--MA0037.3.GATA3	chr6	97523196	97523203	+	0.000	0.000	Merged-chr6-97523334-26
NR614--MA0036.3.GATA2	chr10	21268930	21268940	-	0.000	0.000	Merged-chr10-21269012-32
NR6300--MA0766.1.GATA5	chr8	19703493	19703500	+	0.000	0.000	Merged-chr8-19703358-67
NR6762--MA0482.1.Gata4	chr9	77466973	77466983	+	0.000	0.000	Merged-chr9-77466988-20
NR5116--MA0036.3.GATA2	chr5	90742163	90742173	+	0.000	0.000	Merged-chr5-90742238-22
NR4591--MA0036.3.GATA2	chr4	11900202	11900212	-	0.000	0.000	Merged-chr4-11900204-55
NR1265--MA1104.1.GATA6	chr11	108911011	108911023	-	0.000	0.000	Merged-chr11-108910906-74
NR5055--MA0035.3.Gata1	chr5	52149470	52149480	-	0.000	0.000	Merged-chr5-52149380-37
NR3375--MA0035.3.Gata1	chr19	4119834	4119844	-	0.000	0.000	Merged-chr19-4119891-46
NR5225--MA0036.3.GATA2	chr5	105244864	105244874	-	0.000	0.000	Merged-chr5-105244982-37
NR6651--MA0036.3.GATA2	chr9	32495853	32495863	-	0.000	0.000	Merged-chr9-32495799-63
NR1466--MA0482.1.Gata4	chr12	91384509	91384519	-	0.000	0.000	Merged-chr12-91384407-62
NR3459--MA0766.1.GATA5	chr19	33053337	33053344	-	0.000	0.000	Merged-chr19-33053321-32
NR3434--MA1104.1.GATA6	chr19	29418704	29418716	-	0.000	0.000	Merged-chr19-29418635-70
NR566--MA0035.3.Gata1	chr1	192693232	192693242	-	0.000	0.000	Merged-chr1-192693207-29
NR2334--MA0766.1.GATA5	chr14	105232720	105232727	-	0.000	0.000	Merged-chr14-105232653-27
NR1231--MA0037.3.GATA3	chr11	100818519	100818526	+	0.000	0.000	Merged-chr11-100818640-6
NR1155--MA0140.2.GATA1::TAL1	chr11	83473049	83473066	-	0.000	0.000	Merged-chr11-83473066-65
NR3364--MA0482.1.Gata4	chr18	89206487	89206497	-	0.000	0.000	Merged-chr18-89206335-76
NR574--MA0036.3.GATA2	chr1	193449493	193449503	+	0.000	0.000	Merged-chr1-193449672-37
NR2991--MA0035.3.Gata1	chr17	47521585	47521595	-	0.000	0.000	Merged-chr17-47521683-42
NR1065--MA0482.1.Gata4	chr11	70240049	70240059	+	0.000	0.000	Merged-chr11-70239985-43
NR2966--MA0766.1.GATA5	chr17	36020628	36020635	+	0.000	0.000	Merged-chr17-36020745-74
NR160--MA0036.3.GATA2	chr1	75487548	75487558	+	0.000	0.000	Merged-chr1-75487610-71
NR5424--MA0482.1.Gata4	chr6	29279101	29279111	-	0.000	0.000	Merged-chr6-29279043-26
NR5332--MA1104.1.GATA6	chr5	143133102	143133114	-	0.000	0.000	Merged-chr5-143133108-49
NR2098--MA0037.3.GATA3	chr14	40927279	40927286	+	0.000	0.000	Merged-chr14-40927194-29
NR1515--MA0037.3.GATA3	chr12	103331559	103331566	-	0.000	0.000	Merged-chr12-103331678-52
NR5441--MA1104.1.GATA6	chr6	31218639	31218651	+	0.000	0.000	Merged-chr6-31218507-77
NR5236--MA1104.1.GATA6	chr5	107259798	107259810	+	0.000	0.000	Merged-chr5-107259796-31
NR6948--MA0036.3.GATA2	chr9	124281595	124281605	+	0.000	0.000	Merged-chr9-124281557-1
NR4331--MA0036.3.GATA2	chr3	104643971	104643981	+	0.000	0.000	Merged-chr3-104644064-46
NR792--MA0036.3.GATA2	chr10	95283593	95283603	+	0.000	0.000	Merged-chr10-95283638-28
NR5108--MA0036.3.GATA2	chr5	89036398	89036408	-	0.000	0.000	Merged-chr5-89036442-30
NR5785--MA0482.1.Gata4	chr6	133904594	133904604	-	0.000	0.000	Merged-chr6-133904717-21
NR3142--MA1104.1.GATA6	chr18	6484968	6484980	-	0.000	0.000	Merged-chr18-6484878-33
NR1078--MA0482.1.Gata4	chr11	70653429	70653439	-	0.000	0.000	Merged-chr11-70653653-5
NR3490--MA0037.3.GATA3	chr19	46613397	46613404	-	0.000	0.000	Merged-chr19-46613309-39
NR3155--MA0140.2.GATA1::TAL1	chr18	36701897	36701914	-	0.000	0.000	Merged-chr18-36701992-26
NR3096--MA0035.3.Gata1	chr17	80062159	80062169	+	0.000	0.000	Merged-chr17-80062114-120
NR1908--MA1104.1.GATA6	chr13	94381977	94381989	+	0.000	0.000	Merged-chr13-94381981-20
NR1519--MA0766.1.GATA5	chr12	103331559	103331566	-	0.000	0.000	Merged-chr12-103331678-52
NR5249--MA1104.1.GATA6	chr5	107978336	107978348	+	0.000	0.000	Merged-chr5-107978348-39
NR4615--MA0036.3.GATA2	chr4	40773026	40773036	+	0.000	0.000	Merged-chr4-40773188-44
NR5403--MA0482.1.Gata4	chr6	15743688	15743698	+	0.000	0.000	Merged-chr6-15743639-18
NR1746--MA1104.1.GATA6	chr13	48572469	48572481	+	0.000	0.000	Merged-chr13-48572336-21
NR3774--MA0037.3.GATA3	chr2	102812794	102812801	+	0.000	0.000	Merged-chr2-102812992-26
NR4825--MA0035.3.Gata1	chr4	135114477	135114487	+	0.000	0.000	Merged-chr4-135114591-19
NR713--MA1104.1.GATA6	chr10	67586329	67586341	-	0.000	0.000	Merged-chr10-67586382-65
NR2205--MA0037.3.GATA3	chr14	65351500	65351507	-	0.000	0.000	Merged-chr14-65351604-1
NR1951--MA0037.3.GATA3	chr13	107571661	107571668	-	0.000	0.000	Merged-chr13-107571801-8
NR2154--MA0036.3.GATA2	chr14	54197800	54197810	+	0.000	0.000	Merged-chr14-54197805-29
NR2425--MA0036.3.GATA2	chr15	36440113	36440123	-	0.000	0.000	Merged-chr15-36440213-15
NR197--MA0140.2.GATA1::TAL1	chr1	86532670	86532687	+	0.000	0.000	Merged-chr1-86532525-44
NR2948--MA0036.3.GATA2	chr17	34103077	34103087	+	0.000	0.000	Merged-chr17-34102981-20
NR4891--MA0482.1.Gata4	chr4	148638463	148638473	-	0.000	0.000	Merged-chr4-148638535-16
NR1099--MA0766.1.GATA5	chr11	75169169	75169176	-	0.000	0.000	Merged-chr11-75169080-24
NR4195--MA0036.3.GATA2	chr3	51744641	51744651	+	0.000	0.000	Merged-chr3-51744632-10
NR4814--MA0482.1.Gata4	chr4	132040442	132040452	-	0.000	0.000	Merged-chr4-132040319-80
NR312--MA1104.1.GATA6	chr1	130838472	130838484	+	0.000	0.000	Merged-chr1-130838519-27
NR3548--MA1104.1.GATA6	chr2	11118945	11118957	+	0.000	0.000	Merged-chr2-11118835-29
NR1597--MA1104.1.GATA6	chr12	118255859	118255871	+	0.000	0.000	Merged-chr12-118255780-45
NR2709--MA0036.3.GATA2	chr16	44294065	44294075	+	0.000	0.000	Merged-chr16-44294172-8
NR564--MA1104.1.GATA6	chr1	192693231	192693243	+	0.000	0.000	Merged-chr1-192693207-29
NR1040--MA1104.1.GATA6	chr11	58948838	58948850	+	0.000	0.000	Merged-chr11-58948790-70
NR3064--MA0482.1.Gata4	chr17	71491184	71491194	+	0.000	0.000	Merged-chr17-71491103-50
NR6635--MA0036.3.GATA2	chr9	24413892	24413902	-	0.000	0.000	Merged-chr9-24413892-11
NR274--MA0036.3.GATA2	chr1	118477151	118477161	+	0.000	0.000	Merged-chr1-118477016-17
NR6048--MA0037.3.GATA3	chr7	100449172	100449179	-	0.000	0.000	Merged-chr7-100449076-60
NR2656--MA0036.3.GATA2	chr16	17015988	17015998	-	0.000	0.000	Merged-chr16-17015762-57
NR4894--MA0035.3.Gata1	chr4	148638464	148638474	-	0.000	0.000	Merged-chr4-148638535-16
NR1738--MA1104.1.GATA6	chr13	42049136	42049148	+	0.000	0.000	Merged-chr13-42049130-34
NR5265--MA0140.2.GATA1::TAL1	chr5	115532261	115532278	-	0.000	0.000	Merged-chr5-115532166-6
NR4817--MA0035.3.Gata1	chr4	132040443	132040453	-	0.000	0.000	Merged-chr4-132040319-80
NR6683--MA0035.3.Gata1	chr9	41118250	41118260	-	0.000	0.000	Merged-chr9-41118206-38
NR6606--MA0035.3.Gata1	chr9	5311521	5311531	+	0.000	0.000	Merged-chr9-5311572-34
NR2951--MA0482.1.Gata4	chr17	34196618	34196628	+	0.000	0.000	Merged-chr17-34196730-34
NR5073--MA0140.2.GATA1::TAL1	chr5	64472609	64472626	+	0.000	0.000	Merged-chr5-64472447-77
NR4883--MA0482.1.Gata4	chr4	147398574	147398584	-	0.000	0.000	Merged-chr4-147398590-67
NR6301--MA0035.3.Gata1	chr8	19703491	19703501	-	0.000	0.000	Merged-chr8-19703358-67
NR5425--MA1104.1.GATA6	chr6	29279096	29279108	+	0.000	0.000	Merged-chr6-29279043-26
NR1813--MA0037.3.GATA3	chr13	61788293	61788300	-	0.000	0.000	Merged-chr13-61788395-14
NR6800--MA0482.1.Gata4	chr9	88719910	88719920	-	0.000	0.000	Merged-chr9-88719952-88
NR4803--MA0140.2.GATA1::TAL1	chr4	124769246	124769263	-	0.000	0.000	Merged-chr4-124769177-27
NR3602--MA0037.3.GATA3	chr2	26753538	26753545	+	0.000	0.000	Merged-chr2-26753671-30
