#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR7630--MA0036.3.GATA2	chr9	61707988	61707998	+	0.000	0.000	Merged-chr9-61708026-57
NR7435--MA0766.1.GATA5	chr8	124520720	124520727	-	0.000	0.000	Merged-chr8-124520851-52
NR4006--MA0035.3.Gata1	chr19	58296956	58296966	+	0.000	0.000	Merged-chr19-58296968-24
NR5161--MA0035.3.Gata1	chr3	137969287	137969297	+	0.000	0.000	Merged-chr3-137969157-49
NR8008--MA0482.1.Gata4	chrX	153140121	153140131	+	0.000	0.000	Merged-chrX-153140079-69
NR4648--MA0482.1.Gata4	chr2	152904623	152904633	+	0.000	0.000	Merged-chr2-152904288-57
NR3446--MA0036.3.GATA2	chr17	35910099	35910109	+	0.000	0.000	Merged-chr17-35910117-56
NR1766--MA0036.3.GATA2	chr12	108646504	108646514	+	0.000	0.000	Merged-chr12-108646363-75
NR2078--MA0482.1.Gata4	chr13	93785453	93785463	+	0.000	0.000	Merged-chr13-93785385-35
NR6170--MA0037.3.GATA3	chr6	4664524	4664531	-	0.000	0.000	Merged-chr6-4664595-18
NR5541--MA0035.3.Gata1	chr4	109105445	109105455	-	0.000	0.000	Merged-chr4-109105447-43
NR1418--MA0036.3.GATA2	chr11	114883354	114883364	-	0.000	0.000	Merged-chr11-114883420-19
NR4413--MA0037.3.GATA3	chr2	104763430	104763437	+	0.000	0.000	Merged-chr2-104763396-33
NR2462--MA0037.3.GATA3	chr14	60072723	60072730	-	0.000	0.000	Merged-chr14-60072713-24
NR3422--MA0766.1.GATA5	chr17	27323303	27323310	-	0.000	0.000	Merged-chr17-27323176-36
NR800--MA0035.3.Gata1	chr10	62327713	62327723	-	0.000	0.000	Merged-chr10-62327638-49
NR3470--MA0482.1.Gata4	chr17	44893784	44893794	-	0.000	0.000	Merged-chr17-44893726-24
NR1934--MA0140.2.GATA1::TAL1	chr13	43485437	43485454	+	0.000	0.000	Merged-chr13-43485409-24
NR3715--MA1104.1.GATA6	chr18	49982266	49982278	-	0.000	0.000	Merged-chr18-49982392-61
NR4997--MA0140.2.GATA1::TAL1	chr3	102804024	102804041	+	0.000	0.000	Merged-chr3-102804136-20
NR1094--MA0036.3.GATA2	chr11	11564365	11564375	+	0.000	0.000	Merged-chr11-11564485-53
NR1271--MA0140.2.GATA1::TAL1	chr11	79207653	79207670	+	0.000	0.000	Merged-chr11-79207824-18
NR5140--MA0035.3.Gata1	chr3	136531892	136531902	+	0.000	0.000	Merged-chr3-136531691-41
NR6036--MA0482.1.Gata4	chr5	107265164	107265174	+	0.000	0.000	Merged-chr5-107265096-67
NR3186--MA0037.3.GATA3	chr16	58679050	58679057	+	0.000	0.000	Merged-chr16-58678885-20
NR3425--MA0036.3.GATA2	chr17	29193400	29193410	-	0.000	0.000	Merged-chr17-29193494-23
NR5392--MA0035.3.Gata1	chr4	59281126	59281136	+	0.000	0.000	Merged-chr4-59281104-23
NR6196--MA1104.1.GATA6	chr6	15793426	15793438	+	0.000	0.000	Merged-chr6-15793359-107
NR6559--MA0482.1.Gata4	chr6	130078306	130078316	+	0.000	0.000	Merged-chr6-130078295-22
NR473--MA0037.3.GATA3	chr1	161794946	161794953	-	0.000	0.000	Merged-chr1-161794797-65
NR469--MA0482.1.Gata4	chr1	161670986	161670996	-	0.000	0.000	Merged-chr1-161671075-50
NR5891--MA0482.1.Gata4	chr5	64472608	64472618	+	0.000	0.000	Merged-chr5-64472447-77
NR7908--MA0482.1.Gata4	chr9	120493245	120493255	+	0.000	0.000	Merged-chr9-120493281-1
NR2827--MA0140.2.GATA1::TAL1	chr15	75786334	75786351	-	0.000	0.000	Merged-chr15-75786444-9
NR922--MA0035.3.Gata1	chr10	96467082	96467092	+	0.000	0.000	Merged-chr10-96466990-21
NR1220--MA1104.1.GATA6	chr11	65806924	65806936	+	0.000	0.000	Merged-chr11-65807044-98
NR7669--MA0036.3.GATA2	chr9	72465982	72465992	-	0.000	0.000	Merged-chr9-72465991-47
NR2689--MA0482.1.Gata4	chr15	8280450	8280460	+	0.000	0.000	Merged-chr15-8280344-8
NR3244--MA0482.1.Gata4	chr16	84713357	84713367	+	0.000	0.000	Merged-chr16-84713563-77
NR4405--MA1104.1.GATA6	chr2	98665145	98665157	+	0.000	0.000	Merged-chr2-98665090-39
NR3101--MA0482.1.Gata4	chr16	49774803	49774813	+	0.000	0.000	Merged-chr16-49774880-113
NR339--MA0482.1.Gata4	chr1	127297166	127297176	+	0.000	0.000	Merged-chr1-127297024-52
NR4973--MA0036.3.GATA2	chr3	93550239	93550249	+	0.000	0.000	Merged-chr3-93550146-53
NR3505--MA0035.3.Gata1	chr17	56291309	56291319	+	0.000	0.000	Merged-chr17-56291357-21
NR3550--MA0140.2.GATA1::TAL1	chr17	73804724	73804741	-	0.000	0.000	Merged-chr17-73804609-2
NR5965--MA0766.1.GATA5	chr5	92375117	92375124	-	0.000	0.000	Merged-chr5-92374946-3
NR5489--MA0766.1.GATA5	chr4	89044206	89044213	-	0.000	0.000	Merged-chr4-89044155-38
NR5556--MA0482.1.Gata4	chr4	117478331	117478341	-	0.000	0.000	Merged-chr4-117478210-39
NR1014--MA0140.2.GATA1::TAL1	chr10	128696396	128696413	+	0.000	0.000	Merged-chr10-128696320-57
NR1734--MA0766.1.GATA5	chr12	102350999	102351006	-	0.000	0.000	Merged-chr12-102350976-38
NR6538--MA0482.1.Gata4	chr6	128764089	128764099	+	0.000	0.000	Merged-chr6-128764213-62
NR375--MA0140.2.GATA1::TAL1	chr1	136601138	136601155	+	0.000	0.000	Merged-chr1-136600909-41
NR4243--MA0037.3.GATA3	chr2	62352186	62352193	-	0.000	0.000	Merged-chr2-62352277-29
NR7483--MA0766.1.GATA5	chr9	13466584	13466591	+	0.000	0.000	Merged-chr9-13466686-68
NR1187--MA0035.3.Gata1	chr11	58171749	58171759	-	0.000	0.000	Merged-chr11-58171716-43
NR1729--MA0035.3.Gata1	chr12	102283831	102283841	-	0.000	0.000	Merged-chr12-102283791-1
NR1638--MA0766.1.GATA5	chr12	84773167	84773174	-	0.000	0.000	Merged-chr12-84773092-54
NR2119--MA1104.1.GATA6	chr13	101702249	101702261	+	0.000	0.000	Merged-chr13-101702260-81
NR3765--MA0140.2.GATA1::TAL1	chr18	67212824	67212841	+	0.000	0.000	Merged-chr18-67212775-57
NR7582--MA0036.3.GATA2	chr9	46154655	46154665	+	0.000	0.000	Merged-chr9-46154778-41
NR3090--MA0766.1.GATA5	chr16	45942381	45942388	+	0.000	0.000	Merged-chr16-45942365-39
NR6284--MA0037.3.GATA3	chr6	61225494	61225501	-	0.000	0.000	Merged-chr6-61225621-10
NR1272--MA0482.1.Gata4	chr11	79207970	79207980	+	0.000	0.000	Merged-chr11-79207824-18
NR7977--MA0482.1.Gata4	chrX	134601054	134601064	+	0.000	0.000	Merged-chrX-134601254-82
NR7376--MA0140.2.GATA1::TAL1	chr8	111595994	111596011	+	0.000	0.000	Merged-chr8-111595874-65
NR433--MA0036.3.GATA2	chr1	153141157	153141167	+	0.000	0.000	Merged-chr1-153140977-54
NR6141--MA0037.3.GATA3	chr5	146882396	146882403	-	0.000	0.000	Merged-chr5-146882424-24
NR2850--MA0035.3.Gata1	chr15	78835267	78835277	-	0.000	0.000	Merged-chr15-78835387-37
NR3951--MA0482.1.Gata4	chr19	29367423	29367433	-	0.000	0.000	Merged-chr19-29367376-49
NR1381--MA0482.1.Gata4	chr11	108248586	108248596	+	0.000	0.000	Merged-chr11-108248558-56
NR6568--MA1104.1.GATA6	chr6	130102976	130102988	-	0.000	0.000	Merged-chr6-130103023-31
NR914--MA0035.3.Gata1	chr10	96015953	96015963	-	0.000	0.000	Merged-chr10-96015913-48
NR369--MA0037.3.GATA3	chr1	136601137	136601144	-	0.000	0.000	Merged-chr1-136600909-41
NR7646--MA1104.1.GATA6	chr9	66295132	66295144	-	0.000	0.000	Merged-chr9-66295082-25
NR1708--MA0035.3.Gata1	chr12	92976671	92976681	+	0.000	0.000	Merged-chr12-92976529-13
NR3221--MA0036.3.GATA2	chr16	70365413	70365423	+	0.000	0.000	Merged-chr16-70365429-20
NR3897--MA0766.1.GATA5	chr19	4119836	4119843	+	0.000	0.000	Merged-chr19-4119891-46
NR3026--MA0766.1.GATA5	chr16	33073043	33073050	+	0.000	0.000	Merged-chr16-33073178-28
NR55--MA0035.3.Gata1	chr1	38662664	38662674	+	0.000	0.000	Merged-chr1-38662810-22
NR6313--MA0140.2.GATA1::TAL1	chr6	67483247	67483264	+	0.000	0.000	Merged-chr6-67483330-21
NR6872--MA0140.2.GATA1::TAL1	chr7	73518569	73518586	+	0.000	0.000	Merged-chr7-73518565-13
NR3919--MA0036.3.GATA2	chr19	12805882	12805892	-	0.000	0.000	Merged-chr19-12806193-62
NR5785--MA0036.3.GATA2	chr5	24505728	24505738	+	0.000	0.000	Merged-chr5-24505685-17
NR696--MA0037.3.GATA3	chr10	21975620	21975627	-	0.000	0.000	Merged-chr10-21975536-24
NR1359--MA0766.1.GATA5	chr11	101627409	101627416	-	0.000	0.000	Merged-chr11-101627512-104
NR993--MA0482.1.Gata4	chr10	117918706	117918716	-	0.000	0.000	Merged-chr10-117918701-83
NR3471--MA1104.1.GATA6	chr17	44893784	44893796	+	0.000	0.000	Merged-chr17-44893726-24
NR3444--MA0035.3.Gata1	chr17	35758905	35758915	+	0.000	0.000	Merged-chr17-35758886-16
NR7651--MA0482.1.Gata4	chr9	67712080	67712090	-	0.000	0.000	Merged-chr9-67712232-1
NR186--MA0037.3.GATA3	chr1	85794297	85794304	+	0.000	0.000	Merged-chr1-85794071-131
NR6037--MA1104.1.GATA6	chr5	107265162	107265174	-	0.000	0.000	Merged-chr5-107265096-67
NR2839--MA0037.3.GATA3	chr15	78495178	78495185	+	0.000	0.000	Merged-chr15-78495177-43
NR1939--MA0035.3.Gata1	chr13	45850806	45850816	+	0.000	0.000	Merged-chr13-45850664-56
NR4059--MA0035.3.Gata1	chr2	13760572	13760582	-	0.000	0.000	Merged-chr2-13760550-51
NR3247--MA0036.3.GATA2	chr16	84864871	84864881	+	0.000	0.000	Merged-chr16-84864807-26
NR7436--MA0035.3.Gata1	chr8	124520719	124520729	+	0.000	0.000	Merged-chr8-124520851-52
NR5179--MA0036.3.GATA2	chr3	142281017	142281027	+	0.000	0.000	Merged-chr3-142281213-32
NR6513--MA0037.3.GATA3	chr6	125231717	125231724	-	0.000	0.000	Merged-chr6-125231768-97
NR5706--MA1104.1.GATA6	chr4	149065059	149065071	+	0.000	0.000	Merged-chr4-149065047-12
NR5892--MA1104.1.GATA6	chr5	64472606	64472618	-	0.000	0.000	Merged-chr5-64472447-77
NR7909--MA1104.1.GATA6	chr9	120493243	120493255	-	0.000	0.000	Merged-chr9-120493281-1
NR3433--MA0482.1.Gata4	chr17	32350601	32350611	+	0.000	0.000	Merged-chr17-32350599-47
NR372--MA0036.3.GATA2	chr1	136601136	136601146	+	0.000	0.000	Merged-chr1-136600909-41
NR7402--MA0035.3.Gata1	chr8	120563936	120563946	-	0.000	0.000	Merged-chr8-120564046-29
NR5180--MA0035.3.Gata1	chr3	142281017	142281027	+	0.000	0.000	Merged-chr3-142281213-32
NR6985--MA0036.3.GATA2	chr7	108943815	108943825	-	0.000	0.000	Merged-chr7-108943832-1
NR2493--MA0766.1.GATA5	chr14	66241477	66241484	-	0.000	0.000	Merged-chr14-66241484-22
NR7106--MA0766.1.GATA5	chr7	143649723	143649730	-	0.000	0.000	Merged-chr7-143649559-54
NR3736--MA0036.3.GATA2	chr18	61479925	61479935	+	0.000	0.000	Merged-chr18-61480035-15
NR3423--MA0035.3.Gata1	chr17	27323302	27323312	+	0.000	0.000	Merged-chr17-27323176-36
NR5939--MA0036.3.GATA2	chr5	89036398	89036408	-	0.000	0.000	Merged-chr5-89036442-30
NR2693--MA0035.3.Gata1	chr15	8280449	8280459	+	0.000	0.000	Merged-chr15-8280344-8
NR1437--MA0036.3.GATA2	chr12	4454561	4454571	-	0.000	0.000	Merged-chr12-4454481-33
NR3102--MA1104.1.GATA6	chr16	49774801	49774813	-	0.000	0.000	Merged-chr16-49774880-113
NR3369--MA0036.3.GATA2	chr17	12165547	12165557	+	0.000	0.000	Merged-chr17-12165459-54
NR404--MA0036.3.GATA2	chr1	143993246	143993256	+	0.000	0.000	Merged-chr1-143993220-9
NR3426--MA0140.2.GATA1::TAL1	chr17	29193391	29193408	-	0.000	0.000	Merged-chr17-29193494-23
NR3226--MA0036.3.GATA2	chr16	75984112	75984122	+	0.000	0.000	Merged-chr16-75984013-36
NR5557--MA1104.1.GATA6	chr4	117478331	117478343	+	0.000	0.000	Merged-chr4-117478210-39
NR1899--MA0035.3.Gata1	chr13	29979221	29979231	-	0.000	0.000	Merged-chr13-29979339-43
NR1922--MA0140.2.GATA1::TAL1	chr13	42093813	42093830	-	0.000	0.000	Merged-chr13-42093848-28
NR242--MA0036.3.GATA2	chr1	94048305	94048315	+	0.000	0.000	Merged-chr1-94048267-32
NR1875--MA0482.1.Gata4	chr13	10019409	10019419	-	0.000	0.000	Merged-chr13-10019536-22
NR3064--MA0036.3.GATA2	chr16	44965407	44965417	-	0.000	0.000	Merged-chr16-44965339-61
NR1779--MA0482.1.Gata4	chr12	112743309	112743319	+	0.000	0.000	Merged-chr12-112743369-41
NR7199--MA0036.3.GATA2	chr8	33898108	33898118	-	0.000	0.000	Merged-chr8-33898095-27
NR2733--MA0036.3.GATA2	chr15	34412344	34412354	-	0.000	0.000	Merged-chr15-34412458-31
NR7481--MA0482.1.Gata4	chr9	13466581	13466591	-	0.000	0.000	Merged-chr9-13466686-68
NR2420--MA0035.3.Gata1	chr14	53132797	53132807	+	0.000	0.000	Merged-chr14-53132661-29
NR6831--MA0766.1.GATA5	chr7	45510504	45510511	-	0.000	0.000	Merged-chr7-45510367-63
NR680--MA0482.1.Gata4	chr10	17550174	17550184	-	0.000	0.000	Merged-chr10-17550297-37
NR4968--MA0037.3.GATA3	chr3	89906214	89906221	-	0.000	0.000	Merged-chr3-89906356-37
NR526--MA0036.3.GATA2	chr1	170853678	170853688	-	0.000	0.000	Merged-chr1-170853758-47
NR2842--MA0036.3.GATA2	chr15	78495176	78495186	-	0.000	0.000	Merged-chr15-78495177-43
NR5038--MA0766.1.GATA5	chr3	115729287	115729294	-	0.000	0.000	Merged-chr3-115729400-55
NR1002--MA0036.3.GATA2	chr10	120183061	120183071	+	0.000	0.000	Merged-chr10-120183053-23
NR1382--MA1104.1.GATA6	chr11	108248584	108248596	-	0.000	0.000	Merged-chr11-108248558-56
NR6802--MA0482.1.Gata4	chr7	30535312	30535322	-	0.000	0.000	Merged-chr7-30535126-64
NR6321--MA0766.1.GATA5	chr6	71980506	71980513	+	0.000	0.000	Merged-chr6-71980569-75
NR6987--MA0766.1.GATA5	chr7	108943833	108943840	+	0.000	0.000	Merged-chr7-108943832-1
NR1878--MA0035.3.Gata1	chr13	10019410	10019420	-	0.000	0.000	Merged-chr13-10019536-22
NR92--MA0482.1.Gata4	chr1	61203277	61203287	-	0.000	0.000	Merged-chr1-61203375-24
NR6935--MA0035.3.Gata1	chr7	90007379	90007389	-	0.000	0.000	Merged-chr7-90007418-46
NR74--MA0140.2.GATA1::TAL1	chr1	43538870	43538887	+	0.000	0.000	Merged-chr1-43538951-30
NR3442--MA1104.1.GATA6	chr17	35741880	35741892	+	0.000	0.000	Merged-chr17-35741988-36
NR7211--MA0140.2.GATA1::TAL1	chr8	36159091	36159108	+	0.000	0.000	Merged-chr8-36159106-37
NR7069--MA0036.3.GATA2	chr7	132765248	132765258	-	0.000	0.000	Merged-chr7-132765248-56
NR754--MA0766.1.GATA5	chr10	40713354	40713361	+	0.000	0.000	Merged-chr10-40713251-44
NR744--MA0036.3.GATA2	chr10	39488318	39488328	-	0.000	0.000	Merged-chr10-39488240-32
NR3965--MA1104.1.GATA6	chr19	31210682	31210694	-	0.000	0.000	Merged-chr19-31210653-54
NR4965--MA0140.2.GATA1::TAL1	chr3	89231608	89231625	+	0.000	0.000	Merged-chr3-89231593-29
NR3372--MA0482.1.Gata4	chr17	12205680	12205690	+	0.000	0.000	Merged-chr17-12205812-57
NR1639--MA0035.3.Gata1	chr12	84773166	84773176	+	0.000	0.000	Merged-chr12-84773092-54
NR4654--MA0766.1.GATA5	chr2	153350783	153350790	+	0.000	0.000	Merged-chr2-153350886-63
NR3091--MA0035.3.Gata1	chr16	45942379	45942389	-	0.000	0.000	Merged-chr16-45942365-39
NR6194--MA0037.3.GATA3	chr6	15793429	15793436	+	0.000	0.000	Merged-chr6-15793359-107
NR1976--MA0482.1.Gata4	chr13	55636687	55636697	+	0.000	0.000	Merged-chr13-55636712-28
NR2002--MA0140.2.GATA1::TAL1	chr13	63112806	63112823	-	0.000	0.000	Merged-chr13-63112828-16
NR4019--MA0482.1.Gata4	chr2	3764478	3764488	+	0.000	0.000	Merged-chr2-3764311-29
NR4796--MA0140.2.GATA1::TAL1	chr3	9924646	9924663	-	0.000	0.000	Merged-chr3-9924809-24
NR2911--MA0482.1.Gata4	chr15	97373363	97373373	+	0.000	0.000	Merged-chr15-97373444-153
NR3069--MA0036.3.GATA2	chr16	45025478	45025488	-	0.000	0.000	Merged-chr16-45025536-40
NR7529--MA0035.3.Gata1	chr9	32710126	32710136	+	0.000	0.000	Merged-chr9-32710187-80
NR6579--MA0140.2.GATA1::TAL1	chr6	130312046	130312063	+	0.000	0.000	Merged-chr6-130312055-26
NR5078--MA0482.1.Gata4	chr3	126693183	126693193	+	0.000	0.000	Merged-chr3-126693084-1
NR1204--MA0035.3.Gata1	chr11	62076948	62076958	-	0.000	0.000	Merged-chr11-62077068-25
NR5139--MA0766.1.GATA5	chr3	136531893	136531900	-	0.000	0.000	Merged-chr3-136531691-41
NR2815--MA0482.1.Gata4	chr15	67410168	67410178	-	0.000	0.000	Merged-chr15-67410100-57
NR213--MA0036.3.GATA2	chr1	90677874	90677884	+	0.000	0.000	Merged-chr1-90677857-31
NR3434--MA1104.1.GATA6	chr17	32350599	32350611	-	0.000	0.000	Merged-chr17-32350599-47
NR1846--MA0482.1.Gata4	chr12	118255859	118255869	-	0.000	0.000	Merged-chr12-118255780-45
NR7276--MA0766.1.GATA5	chr8	75082611	75082618	+	0.000	0.000	Merged-chr8-75082480-28
NR6242--MA0035.3.Gata1	chr6	42245803	42245813	+	0.000	0.000	Merged-chr6-42245976-48
NR475--MA0766.1.GATA5	chr1	161794946	161794953	-	0.000	0.000	Merged-chr1-161794797-65
NR4710--MA0140.2.GATA1::TAL1	chr2	166754395	166754412	+	0.000	0.000	Merged-chr2-166754668-37
NR5637--MA1104.1.GATA6	chr4	145312625	145312637	+	0.000	0.000	Merged-chr4-145312696-44
NR3454--MA0140.2.GATA1::TAL1	chr17	36844344	36844361	-	0.000	0.000	Merged-chr17-36844405-20
NR5519--MA0766.1.GATA5	chr4	101586047	101586054	+	0.000	0.000	Merged-chr4-101585990-74
NR3297--MA0766.1.GATA5	chr16	93918466	93918473	-	0.000	0.000	Merged-chr16-93918388-61
NR3910--MA0037.3.GATA3	chr19	11540581	11540588	-	0.000	0.000	Merged-chr19-11540460-39
NR3287--MA0036.3.GATA2	chr16	92641311	92641321	-	0.000	0.000	Merged-chr16-92641253-41
NR6531--MA0766.1.GATA5	chr6	127419918	127419925	+	0.000	0.000	Merged-chr6-127420078-9
NR1259--MA0036.3.GATA2	chr11	75169168	75169178	+	0.000	0.000	Merged-chr11-75169080-24
NR3970--MA0140.2.GATA1::TAL1	chr19	32172571	32172588	+	0.000	0.000	Merged-chr19-32172725-56
NR717--MA0482.1.Gata4	chr10	26494573	26494583	-	0.000	0.000	Merged-chr10-26494616-56
NR5357--MA0766.1.GATA5	chr4	47319835	47319842	+	0.000	0.000	Merged-chr4-47319930-54
NR2914--MA0035.3.Gata1	chr15	97373362	97373372	+	0.000	0.000	Merged-chr15-97373444-153
NR3539--MA0482.1.Gata4	chr17	71204549	71204559	+	0.000	0.000	Merged-chr17-71204716-50
NR6640--MA0766.1.GATA5	chr6	140598741	140598748	-	0.000	0.000	Merged-chr6-140598794-45
NR3006--MA0035.3.Gata1	chr16	19985111	19985121	+	0.000	0.000	Merged-chr16-19985121-18
NR7417--MA0766.1.GATA5	chr8	122533230	122533237	+	0.000	0.000	Merged-chr8-122533289-14
NR2818--MA0035.3.Gata1	chr15	67410169	67410179	-	0.000	0.000	Merged-chr15-67410100-57
NR1968--MA0482.1.Gata4	chr13	52922195	52922205	-	0.000	0.000	Merged-chr13-52922066-27
NR1876--MA1104.1.GATA6	chr13	10019409	10019421	+	0.000	0.000	Merged-chr13-10019536-22
NR6566--MA0037.3.GATA3	chr6	130102978	130102985	-	0.000	0.000	Merged-chr6-130103023-31
NR6786--MA0036.3.GATA2	chr7	27933592	27933602	-	0.000	0.000	Merged-chr7-27933719-74
NR2927--MA0035.3.Gata1	chr15	103258539	103258549	+	0.000	0.000	Merged-chr15-103258343-65
NR7644--MA0037.3.GATA3	chr9	66295134	66295141	-	0.000	0.000	Merged-chr9-66295082-25
NR7574--MA0482.1.Gata4	chr9	45945095	45945105	-	0.000	0.000	Merged-chr9-45945206-63
NR7482--MA1104.1.GATA6	chr9	13466581	13466593	+	0.000	0.000	Merged-chr9-13466686-68
NR2540--MA1104.1.GATA6	chr14	78687946	78687958	-	0.000	0.000	Merged-chr14-78687892-42
NR3343--MA0482.1.Gata4	chr17	7927890	7927900	+	0.000	0.000	Merged-chr17-7928003-98
NR681--MA1104.1.GATA6	chr10	17550174	17550186	+	0.000	0.000	Merged-chr10-17550297-37
NR6996--MA0035.3.Gata1	chr7	109951589	109951599	-	0.000	0.000	Merged-chr7-109951636-55
NR4650--MA0035.3.Gata1	chr2	152904622	152904632	+	0.000	0.000	Merged-chr2-152904288-57
NR8007--MA0037.3.GATA3	chrX	153140121	153140128	-	0.000	0.000	Merged-chrX-153140079-69
NR7107--MA0035.3.Gata1	chr7	143649722	143649732	+	0.000	0.000	Merged-chr7-143649559-54
NR1044--MA0482.1.Gata4	chr11	6528673	6528683	-	0.000	0.000	Merged-chr11-6528717-51
NR4995--MA1104.1.GATA6	chr3	102804001	102804013	-	0.000	0.000	Merged-chr3-102804136-20
NR5384--MA0482.1.Gata4	chr4	59204659	59204669	+	0.000	0.000	Merged-chr4-59204829-36
NR467--MA0766.1.GATA5	chr1	161309343	161309350	+	0.000	0.000	Merged-chr1-161309457-43
NR1219--MA0482.1.Gata4	chr11	65806924	65806934	-	0.000	0.000	Merged-chr11-65807044-98
NR93--MA1104.1.GATA6	chr1	61203277	61203289	+	0.000	0.000	Merged-chr1-61203375-24
NR6370--MA1104.1.GATA6	chr6	91125077	91125089	+	0.000	0.000	Merged-chr6-91125010-35
NR3237--MA0035.3.Gata1	chr16	76337179	76337189	-	0.000	0.000	Merged-chr16-76337291-62
NR4782--MA0482.1.Gata4	chr2	181497622	181497632	+	0.000	0.000	Merged-chr2-181497766-4
NR7527--MA1104.1.GATA6	chr9	32710125	32710137	-	0.000	0.000	Merged-chr9-32710187-80
NR476--MA0140.2.GATA1::TAL1	chr1	161794947	161794964	+	0.000	0.000	Merged-chr1-161794797-65
NR4466--MA0036.3.GATA2	chr2	117412149	117412159	-	0.000	0.000	Merged-chr2-117412269-30
NR1166--MA0482.1.Gata4	chr11	51760530	51760540	-	0.000	0.000	Merged-chr11-51760433-27
NR2120--MA0036.3.GATA2	chr13	101702250	101702260	-	0.000	0.000	Merged-chr13-101702260-81
NR6035--MA0037.3.GATA3	chr5	107265164	107265171	-	0.000	0.000	Merged-chr5-107265096-67
NR4999--MA0766.1.GATA5	chr3	104638424	104638431	+	0.000	0.000	Merged-chr3-104638712-128
NR1868--MA1104.1.GATA6	chr13	3637161	3637173	-	0.000	0.000	Merged-chr13-3636993-50
NR2924--MA0766.1.GATA5	chr15	101388145	101388152	-	0.000	0.000	Merged-chr15-101388154-52
NR6558--MA0037.3.GATA3	chr6	130078306	130078313	-	0.000	0.000	Merged-chr6-130078295-22
NR6255--MA0036.3.GATA2	chr6	50387874	50387884	-	0.000	0.000	Merged-chr6-50387910-30
NR385--MA0482.1.Gata4	chr1	139009693	139009703	+	0.000	0.000	Merged-chr1-139009798-23
NR4652--MA0482.1.Gata4	chr2	153350780	153350790	-	0.000	0.000	Merged-chr2-153350886-63
NR7626--MA0140.2.GATA1::TAL1	chr9	61187265	61187282	+	0.000	0.000	Merged-chr9-61187199-16
NR5039--MA0035.3.Gata1	chr3	115729286	115729296	+	0.000	0.000	Merged-chr3-115729400-55
NR5890--MA0037.3.GATA3	chr5	64472608	64472615	-	0.000	0.000	Merged-chr5-64472447-77
NR7907--MA0037.3.GATA3	chr9	120493245	120493252	-	0.000	0.000	Merged-chr9-120493281-1
NR72--MA1104.1.GATA6	chr1	43538867	43538879	-	0.000	0.000	Merged-chr1-43538951-30
NR1725--MA0037.3.GATA3	chr12	102283833	102283840	+	0.000	0.000	Merged-chr12-102283791-1
NR5542--MA0037.3.GATA3	chr4	109136724	109136731	-	0.000	0.000	Merged-chr4-109136872-28
NR6322--MA0035.3.Gata1	chr6	71980504	71980514	-	0.000	0.000	Merged-chr6-71980569-75
NR6988--MA0035.3.Gata1	chr7	108943815	108943825	-	0.000	0.000	Merged-chr7-108943832-1
NR7905--MA0140.2.GATA1::TAL1	chr9	119430469	119430486	-	0.000	0.000	Merged-chr9-119430482-19
NR6502--MA0766.1.GATA5	chr6	122742624	122742631	-	0.000	0.000	Merged-chr6-122742614-91
NR2912--MA1104.1.GATA6	chr15	97373361	97373373	-	0.000	0.000	Merged-chr15-97373444-153
NR5124--MA0482.1.Gata4	chr3	133332579	133332589	+	0.000	0.000	Merged-chr3-133332565-72
NR4793--MA0036.3.GATA2	chr3	9867515	9867525	-	0.000	0.000	Merged-chr3-9867662-24
NR6550--MA0482.1.Gata4	chr6	129680395	129680405	+	0.000	0.000	Merged-chr6-129680529-50
NR755--MA0035.3.Gata1	chr10	40713352	40713362	-	0.000	0.000	Merged-chr10-40713251-44
NR7056--MA0482.1.Gata4	chr7	127293656	127293666	+	0.000	0.000	Merged-chr7-127293782-25
NR3100--MA0037.3.GATA3	chr16	49774803	49774810	-	0.000	0.000	Merged-chr16-49774880-113
NR5079--MA1104.1.GATA6	chr3	126693181	126693193	-	0.000	0.000	Merged-chr3-126693084-1
NR341--MA0035.3.Gata1	chr1	127297165	127297175	+	0.000	0.000	Merged-chr1-127297024-52
NR1416--MA0482.1.Gata4	chr11	114883353	114883363	-	0.000	0.000	Merged-chr11-114883420-19
NR7579--MA0482.1.Gata4	chr9	46149548	46149558	-	0.000	0.000	Merged-chr9-46149631-49
NR2908--MA0482.1.Gata4	chr15	96827786	96827796	-	0.000	0.000	Merged-chr15-96827730-24
NR4697--MA0036.3.GATA2	chr2	162998788	162998798	-	0.000	0.000	Merged-chr2-162998735-32
NR2449--MA0037.3.GATA3	chr14	57713188	57713195	+	0.000	0.000	Merged-chr14-57713043-44
NR5555--MA0037.3.GATA3	chr4	117478334	117478341	+	0.000	0.000	Merged-chr4-117478210-39
NR4655--MA0035.3.Gata1	chr2	153350781	153350791	-	0.000	0.000	Merged-chr2-153350886-63
NR2398--MA0036.3.GATA2	chr14	46578325	46578335	-	0.000	0.000	Merged-chr14-46578431-37
