#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR59044--MA0741.1.KLF16	chr7	30588867	30588877	-	0.000	0.000	Merged-chr7-30588881-85
NR66339--MA0493.1.Klf1	chr9	44582590	44582600	+	0.000	0.000	Merged-chr9-44582588-15
NR67842--MA0741.1.KLF16	chr9	106429380	106429390	-	0.000	0.000	Merged-chr9-106429526-66
NR64228--MA0740.1.KLF14	chr8	88200442	88200455	-	0.000	0.000	Merged-chr8-88200364-5
NR41998--MA0599.1.KLF5	chr3	65974774	65974783	-	0.000	0.000	Merged-chr3-65974924-71
NR12088--MA0599.1.KLF5	chr11	98150239	98150248	+	0.000	0.000	Merged-chr11-98150418-13
NR21391--MA0599.1.KLF5	chr14	74835317	74835326	+	0.000	0.000	Merged-chr14-74835162-39
NR23647--MA0599.1.KLF5	chr15	51083962	51083971	-	0.000	0.000	Merged-chr15-51083978-6
NR49010--MA0740.1.KLF14	chr4	150854997	150855010	-	0.000	0.000	Merged-chr4-150855126-53
NR49162--MA0657.1.KLF13	chr4	154927994	154928011	-	0.000	0.000	Merged-chr4-154927887-94
NR35946--MA0493.1.Klf1	chr2	30133740	30133750	+	0.000	0.000	Merged-chr2-30133753-51
NR47283--MA0493.1.Klf1	chr4	101509397	101509407	-	0.000	0.000	Merged-chr4-101509184-37
NR4040--MA0493.1.Klf1	chr1	167349953	167349963	+	0.000	0.000	Merged-chr1-167350096-67
NR40428--MA1107.1.KLF9	chr2	179130667	179130679	-	0.000	0.000	Merged-chr2-179130481-5
NR19013--MA1107.1.KLF9	chr13	109239167	109239179	-	0.000	0.000	Merged-chr13-109239401-35
NR41505--MA0493.1.Klf1	chr3	41742608	41742618	-	0.000	0.000	Merged-chr3-41742487-85
NR23628--MA1107.1.KLF9	chr15	50048913	50048925	-	0.000	0.000	Merged-chr15-50048880-3
NR54--MA0493.1.Klf1	chr1	6467070	6467080	-	0.000	0.000	Merged-chr1-6467226-38
NR47950--MA0493.1.Klf1	chr4	126467899	126467909	+	0.000	0.000	Merged-chr4-126467953-5
NR6340--MA1107.1.KLF9	chr10	43479186	43479198	+	0.000	0.000	Merged-chr10-43478998-1
NR30542--MA0599.1.KLF5	chr17	72918261	72918270	+	0.000	0.000	Merged-chr17-72918406-213
NR23413--MA1107.1.KLF9	chr15	38635249	38635261	+	0.000	0.000	Merged-chr15-38635237-53
NR53972--MA0740.1.KLF14	chr5	150594589	150594602	-	0.000	0.000	Merged-chr5-150594562-11
NR9050--MA1107.1.KLF9	chr10	118787589	118787601	+	0.000	0.000	Merged-chr10-118787587-44
NR53404--MA0741.1.KLF16	chr5	137533587	137533597	+	0.000	0.000	Merged-chr5-137533458-74
NR35985--MA0741.1.KLF16	chr2	30658607	30658617	+	0.000	0.000	Merged-chr2-30658589-67
NR24288--MA1107.1.KLF9	chr15	78450165	78450177	+	0.000	0.000	Merged-chr15-78450295-54
NR53767--MA0740.1.KLF14	chr5	144919928	144919941	+	0.000	0.000	Merged-chr5-144919868-22
NR38376--MA0741.1.KLF16	chr2	121271554	121271564	+	0.000	0.000	Merged-chr2-121271299-80
NR65943--MA0493.1.Klf1	chr9	25186658	25186668	+	0.000	0.000	Merged-chr9-25186654-66
NR22575--MA0599.1.KLF5	chr14	122983251	122983260	-	0.000	0.000	Merged-chr14-122983276-115
NR10834--MA0741.1.KLF16	chr11	60115422	60115432	-	0.000	0.000	Merged-chr11-60115208-93
NR1215--MA0741.1.KLF16	chr1	60180566	60180576	+	0.000	0.000	Merged-chr1-60180462-64
NR2773--MA1107.1.KLF9	chr1	128675698	128675710	-	0.000	0.000	Merged-chr1-128675769-5
NR20858--MA0742.1.Klf12	chr14	54225387	54225401	+	0.000	0.000	Merged-chr14-54225223-49
NR67904--MA0599.1.KLF5	chr9	107340713	107340722	+	0.000	0.000	Merged-chr9-107340908-4
NR59021--MA0657.1.KLF13	chr7	30453968	30453985	+	0.000	0.000	Merged-chr7-30453953-45
NR23823--MA0657.1.KLF13	chr15	60187586	60187603	+	0.000	0.000	Merged-chr15-60187458-69
NR34145--MA0741.1.KLF16	chr19	12012382	12012392	+	0.000	0.000	Merged-chr19-12012380-1
NR22341--MA1107.1.KLF9	chr14	118982622	118982634	+	0.000	0.000	Merged-chr14-118982661-72
NR67960--MA0742.1.Klf12	chr9	108347992	108348006	+	0.000	0.000	Merged-chr9-108347879-58
NR53616--MA1107.1.KLF9	chr5	140636818	140636830	+	0.000	0.000	Merged-chr5-140636895-23
NR49226--MA0742.1.Klf12	chr4	155774591	155774605	+	0.000	0.000	Merged-chr4-155774656-37
NR29259--MA0493.1.Klf1	chr17	32201282	32201292	-	0.000	0.000	Merged-chr17-32201258-15
NR47405--MA0657.1.KLF13	chr4	107879685	107879702	-	0.000	0.000	Merged-chr4-107879747-57
NR68297--MA0740.1.KLF14	chr9	120011336	120011349	-	0.000	0.000	Merged-chr9-120011388-73
NR3081--MA0741.1.KLF16	chr1	138299676	138299686	+	0.000	0.000	Merged-chr1-138299764-45
NR54952--MA1107.1.KLF9	chr6	43619501	43619513	+	0.000	0.000	Merged-chr6-43619418-19
NR64791--MA0599.1.KLF5	chr8	109693351	109693360	-	0.000	0.000	Merged-chr8-109693387-98
NR15091--MA0741.1.KLF16	chr12	91849246	91849256	+	0.000	0.000	Merged-chr12-91849094-58
NR43178--MA0741.1.KLF16	chr3	108210652	108210662	-	0.000	0.000	Merged-chr3-108210619-89
NR58713--MA0741.1.KLF16	chr7	25278958	25278968	+	0.000	0.000	Merged-chr7-25278932-64
NR61978--MA0741.1.KLF16	chr7	142538136	142538146	+	0.000	0.000	Merged-chr7-142538103-10
NR3957--MA1107.1.KLF9	chr1	165691579	165691591	+	0.000	0.000	Merged-chr1-165691684-32
NR68330--MA1107.1.KLF9	chr9	120493402	120493414	-	0.000	0.000	Merged-chr9-120493281-1
NR66832--MA0599.1.KLF5	chr9	64811408	64811417	-	0.000	0.000	Merged-chr9-64811336-89
NR40325--MA1107.1.KLF9	chr2	174473084	174473096	+	0.000	0.000	Merged-chr2-174473048-89
NR53630--MA0493.1.Klf1	chr5	140649114	140649124	+	0.000	0.000	Merged-chr5-140649068-64
NR69631--MA0741.1.KLF16	chrX	164076220	164076230	+	0.000	0.000	Merged-chrX-164076386-67
NR10262--MA0599.1.KLF5	chr11	26593653	26593662	+	0.000	0.000	Merged-chr11-26593510-80
NR66120--MA0742.1.Klf12	chr9	35176012	35176026	+	0.000	0.000	Merged-chr9-35175859-80
NR17574--MA0742.1.Klf12	chr13	69821333	69821347	+	0.000	0.000	Merged-chr13-69821460-47
NR33957--MA0741.1.KLF16	chr19	6306510	6306520	-	0.000	0.000	Merged-chr19-6306556-54
NR25261--MA0039.3.KLF4	chr15	98934146	98934156	-	0.000	0.000	Merged-chr15-98934343-98
NR28351--MA0657.1.KLF13	chr17	8389479	8389496	-	0.000	0.000	Merged-chr17-8389397-65
NR31340--MA0741.1.KLF16	chr18	6135975	6135985	-	0.000	0.000	Merged-chr18-6136132-113
NR59424--MA0741.1.KLF16	chr7	45053345	45053355	-	0.000	0.000	Merged-chr7-45053291-37
NR61929--MA0599.1.KLF5	chr7	141563016	141563025	+	0.000	0.000	Merged-chr7-141562954-7
NR18805--MA0741.1.KLF16	chr13	104286979	104286989	+	0.000	0.000	Merged-chr13-104286833-75
NR34939--MA0741.1.KLF16	chr19	57077250	57077260	-	0.000	0.000	Merged-chr19-57077212-7
NR65048--MA0740.1.KLF14	chr8	119575030	119575043	-	0.000	0.000	Merged-chr8-119575055-76
NR29723--MA0741.1.KLF16	chr17	47611531	47611541	-	0.000	0.000	Merged-chr17-47611424-64
NR62025--MA0599.1.KLF5	chr7	144553860	144553869	+	0.000	0.000	Merged-chr7-144553854-62
NR51142--MA0599.1.KLF5	chr5	72658310	72658319	-	0.000	0.000	Merged-chr5-72658444-8
NR47963--MA1107.1.KLF9	chr4	126556924	126556936	-	0.000	0.000	Merged-chr4-126557087-49
NR14236--MA0493.1.Klf1	chr12	59011938	59011948	+	0.000	0.000	Merged-chr12-59012056-72
NR32117--MA0741.1.KLF16	chr18	36734991	36735001	+	0.000	0.000	Merged-chr18-36735138-69
NR10910--MA1107.1.KLF9	chr11	61267141	61267153	-	0.000	0.000	Merged-chr11-61267126-61
NR11446--MA0599.1.KLF5	chr11	78115565	78115574	-	0.000	0.000	Merged-chr11-78115538-52
NR63515--MA0741.1.KLF16	chr8	68420305	68420315	-	0.000	0.000	Merged-chr8-68420195-2
NR53522--MA1107.1.KLF9	chr5	139372294	139372306	-	0.000	0.000	Merged-chr5-139372178-54
NR30708--MA0741.1.KLF16	chr17	79355135	79355145	-	0.000	0.000	Merged-chr17-79355271-160
NR37258--MA0599.1.KLF5	chr2	73386579	73386588	+	0.000	0.000	Merged-chr2-73386455-80
NR28278--MA0741.1.KLF16	chr17	6687592	6687602	-	0.000	0.000	Merged-chr17-6687537-4
NR18991--MA0741.1.KLF16	chr13	109190499	109190509	-	0.000	0.000	Merged-chr13-109190361-18
NR9700--MA0493.1.Klf1	chr11	4637692	4637702	-	0.000	0.000	Merged-chr11-4637853-53
NR12087--MA1107.1.KLF9	chr11	97999468	97999480	-	0.000	0.000	Merged-chr11-97999442-46
NR66944--MA0599.1.KLF5	chr9	70542642	70542651	+	0.000	0.000	Merged-chr9-70542837-79
NR13299--MA0599.1.KLF5	chr12	13518263	13518272	-	0.000	0.000	Merged-chr12-13518316-35
NR64410--MA0493.1.Klf1	chr8	94953958	94953968	+	0.000	0.000	Merged-chr8-94953876-9
NR11449--MA0741.1.KLF16	chr11	78115614	78115624	-	0.000	0.000	Merged-chr11-78115538-52
NR11780--MA0039.3.KLF4	chr11	88993828	88993838	-	0.000	0.000	Merged-chr11-88993773-46
NR57416--MA1107.1.KLF9	chr6	136967742	136967754	-	0.000	0.000	Merged-chr6-136967705-9
NR64884--MA1107.1.KLF9	chr8	114506054	114506066	-	0.000	0.000	Merged-chr8-114506190-31
NR32940--MA1107.1.KLF9	chr18	66410807	66410819	+	0.000	0.000	Merged-chr18-66410673-37
NR37631--MA0741.1.KLF16	chr2	91237010	91237020	+	0.000	0.000	Merged-chr2-91237090-79
NR36041--MA0039.3.KLF4	chr2	31131094	31131104	-	0.000	0.000	Merged-chr2-31131193-36
NR33261--MA0599.1.KLF5	chr18	74773490	74773499	+	0.000	0.000	Merged-chr18-74773331-55
NR40656--MA0039.3.KLF4	chr3	10013167	10013177	-	0.000	0.000	Merged-chr3-10012893-114
NR58076--MA1107.1.KLF9	chr7	5061227	5061239	-	0.000	0.000	Merged-chr7-5061292-3
NR5377--MA0599.1.KLF5	chr10	8176481	8176490	-	0.000	0.000	Merged-chr10-8176500-34
NR19251--MA0493.1.Klf1	chr13	117220697	117220707	+	0.000	0.000	Merged-chr13-117220840-63
NR28975--MA0493.1.Klf1	chr17	26676375	26676385	-	0.000	0.000	Merged-chr17-26676631-68
NR58199--MA0740.1.KLF14	chr7	12780439	12780452	+	0.000	0.000	Merged-chr7-12780581-64
NR16461--MA0599.1.KLF5	chr13	24547215	24547224	-	0.000	0.000	Merged-chr13-24547194-39
NR20255--MA0039.3.KLF4	chr14	33099302	33099312	+	0.000	0.000	Merged-chr14-33099452-34
NR38342--MA0741.1.KLF16	chr2	120094297	120094307	-	0.000	0.000	Merged-chr2-120094273-12
NR9493--MA0039.3.KLF4	chr10	128094778	128094788	-	0.000	0.000	Merged-chr10-128094692-20
NR27815--MA0657.1.KLF13	chr16	90810507	90810524	-	0.000	0.000	Merged-chr16-90810372-70
NR33795--MA0741.1.KLF16	chr19	4148556	4148566	-	0.000	0.000	Merged-chr19-4148597-46
NR11897--MA1107.1.KLF9	chr11	95309668	95309680	+	0.000	0.000	Merged-chr11-95309723-1
NR44681--MA0740.1.KLF14	chr3	152943213	152943226	+	0.000	0.000	Merged-chr3-152943273-41
NR63679--MA0599.1.KLF5	chr8	70699012	70699021	+	0.000	0.000	Merged-chr8-70699111-121
NR54631--MA0599.1.KLF5	chr6	29768349	29768358	-	0.000	0.000	Merged-chr6-29768613-160
NR68563--MA1107.1.KLF9	chrX	12015228	12015240	+	0.000	0.000	Merged-chrX-12015103-56
NR69099--MA0599.1.KLF5	chrX	95853001	95853010	-	0.000	0.000	Merged-chrX-95852985-11
NR11306--MA0741.1.KLF16	chr11	75173507	75173517	+	0.000	0.000	Merged-chr11-75173558-64
NR34745--MA0740.1.KLF14	chr19	46761444	46761457	+	0.000	0.000	Merged-chr19-46761432-95
NR37883--MA0741.1.KLF16	chr2	104027817	104027827	-	0.000	0.000	Merged-chr2-104027987-88
NR10280--MA0599.1.KLF5	chr11	29515067	29515076	+	0.000	0.000	Merged-chr11-29515062-56
NR50182--MA0599.1.KLF5	chr5	33629645	33629654	+	0.000	0.000	Merged-chr5-33629620-114
NR26129--MA0599.1.KLF5	chr16	20695922	20695931	-	0.000	0.000	Merged-chr16-20696066-20
NR5935--MA0741.1.KLF16	chr10	26375347	26375357	+	0.000	0.000	Merged-chr10-26375400-153
NR23204--MA0599.1.KLF5	chr15	36283143	36283152	+	0.000	0.000	Merged-chr15-36282913-112
NR67437--MA0039.3.KLF4	chr9	92266088	92266098	-	0.000	0.000	Merged-chr9-92266025-66
NR1022--MA0599.1.KLF5	chr1	51574247	51574256	-	0.000	0.000	Merged-chr1-51574162-1
NR10002--MA0493.1.Klf1	chr11	20112904	20112914	+	0.000	0.000	Merged-chr11-20112942-88
NR10486--MA0599.1.KLF5	chr11	49051307	49051316	+	0.000	0.000	Merged-chr11-49051380-85
NR37136--MA1107.1.KLF9	chr2	70838775	70838787	+	0.000	0.000	Merged-chr2-70838733-21
NR8894--MA0740.1.KLF14	chr10	117063812	117063825	-	0.000	0.000	Merged-chr10-117063673-90
NR52562--MA1107.1.KLF9	chr5	120511173	120511185	-	0.000	0.000	Merged-chr5-120511260-45
NR28509--MA1107.1.KLF9	chr17	12755962	12755974	+	0.000	0.000	Merged-chr17-12756128-8
NR24755--MA0599.1.KLF5	chr15	86034288	86034297	-	0.000	0.000	Merged-chr15-86034188-82
NR69202--MA0599.1.KLF5	chrX	104671068	104671077	+	0.000	0.000	Merged-chrX-104671009-69
NR24540--MA0599.1.KLF5	chr15	81872259	81872268	+	0.000	0.000	Merged-chr15-81872198-88
NR67152--MA0599.1.KLF5	chr9	78588156	78588165	-	0.000	0.000	Merged-chr9-78588077-71
NR6343--MA0740.1.KLF14	chr10	43722542	43722555	+	0.000	0.000	Merged-chr10-43722672-2
NR8955--MA0493.1.Klf1	chr10	117792693	117792703	+	0.000	0.000	Merged-chr10-117792709-55
NR18623--MA0599.1.KLF5	chr13	100833505	100833514	+	0.000	0.000	Merged-chr13-100833237-73
NR31720--MA0039.3.KLF4	chr18	23752463	23752473	+	0.000	0.000	Merged-chr18-23752563-64
NR62043--MA0599.1.KLF5	chr8	3353399	3353408	+	0.000	0.000	Merged-chr8-3353373-47
NR59941--MA0493.1.Klf1	chr7	67425708	67425718	-	0.000	0.000	Merged-chr7-67425669-21
NR54822--MA0039.3.KLF4	chr6	39205385	39205395	+	0.000	0.000	Merged-chr6-39205460-39
NR44237--MA1107.1.KLF9	chr3	143863775	143863787	-	0.000	0.000	Merged-chr3-143863871-1
NR40483--MA0599.1.KLF5	chr2	180024971	180024980	+	0.000	0.000	Merged-chr2-180024959-69
NR63665--MA0493.1.Klf1	chr8	70611236	70611246	+	0.000	0.000	Merged-chr8-70611140-7
NR1571--MA0039.3.KLF4	chr1	75213261	75213271	-	0.000	0.000	Merged-chr1-75213327-22
NR7201--MA0741.1.KLF16	chr10	75060550	75060560	+	0.000	0.000	Merged-chr10-75060687-104
NR12880--MA0493.1.Klf1	chr11	117781359	117781369	-	0.000	0.000	Merged-chr11-117781135-87
NR5250--MA0741.1.KLF16	chr10	4432428	4432438	+	0.000	0.000	Merged-chr10-4432497-94
NR65420--MA0599.1.KLF5	chr8	126584351	126584360	-	0.000	0.000	Merged-chr8-126584527-70
NR55522--MA0740.1.KLF14	chr6	71271513	71271526	-	0.000	0.000	Merged-chr6-71271585-90
NR26393--MA0599.1.KLF5	chr16	30722532	30722541	-	0.000	0.000	Merged-chr16-30722513-29
NR11153--MA0742.1.Klf12	chr11	69948280	69948294	+	0.000	0.000	Merged-chr11-69948307-18
NR53571--MA0740.1.KLF14	chr5	140389389	140389402	+	0.000	0.000	Merged-chr5-140389352-56
NR58931--MA0741.1.KLF16	chr7	29211552	29211562	+	0.000	0.000	Merged-chr7-29211529-84
NR52414--MA0039.3.KLF4	chr5	115125303	115125313	-	0.000	0.000	Merged-chr5-115125406-34
NR66440--MA0740.1.KLF14	chr9	48985180	48985193	-	0.000	0.000	Merged-chr9-48985134-97
NR29985--MA0599.1.KLF5	chr17	56009201	56009210	-	0.000	0.000	Merged-chr17-56009009-115
NR5922--MA1107.1.KLF9	chr10	26319066	26319078	+	0.000	0.000	Merged-chr10-26319233-6
NR41461--MA0599.1.KLF5	chr3	40949780	40949789	+	0.000	0.000	Merged-chr3-40950143-167
NR21275--MA0599.1.KLF5	chr14	70175471	70175480	+	0.000	0.000	Merged-chr14-70175652-83
NR15072--MA0740.1.KLF14	chr12	91684567	91684580	-	0.000	0.000	Merged-chr12-91684536-24
NR10433--MA0741.1.KLF16	chr11	44925050	44925060	+	0.000	0.000	Merged-chr11-44925133-6
NR25919--MA0741.1.KLF16	chr16	13256478	13256488	-	0.000	0.000	Merged-chr16-13256575-87
NR41831--MA0741.1.KLF16	chr3	59042511	59042521	+	0.000	0.000	Merged-chr3-59042548-4
NR12987--MA1107.1.KLF9	chr11	119238575	119238587	+	0.000	0.000	Merged-chr11-119238341-66
NR67693--MA0741.1.KLF16	chr9	101034637	101034647	-	0.000	0.000	Merged-chr9-101034724-70
NR12433--MA0599.1.KLF5	chr11	106193700	106193709	+	0.000	0.000	Merged-chr11-106193514-84
NR59437--MA0741.1.KLF16	chr7	45154573	45154583	-	0.000	0.000	Merged-chr7-45154586-68
NR58511--MA0493.1.Klf1	chr7	19852375	19852385	+	0.000	0.000	Merged-chr7-19852266-7
NR68102--MA1107.1.KLF9	chr9	114546940	114546952	-	0.000	0.000	Merged-chr9-114546935-29
NR21622--MA0741.1.KLF16	chr14	87439818	87439828	+	0.000	0.000	Merged-chr14-87439901-5
NR49798--MA0740.1.KLF14	chr5	21054806	21054819	-	0.000	0.000	Merged-chr5-21054874-6
NR9149--MA1107.1.KLF9	chr10	121796196	121796208	+	0.000	0.000	Merged-chr10-121796258-28
NR65142--MA0741.1.KLF16	chr8	120668133	120668143	+	0.000	0.000	Merged-chr8-120668120-83
NR32064--MA0741.1.KLF16	chr18	35562642	35562652	-	0.000	0.000	Merged-chr18-35562450-92
NR42510--MA0740.1.KLF14	chr3	89164915	89164928	-	0.000	0.000	Merged-chr3-89164880-59
NR63462--MA0741.1.KLF16	chr8	64947168	64947178	-	0.000	0.000	Merged-chr8-64947122-116
NR27785--MA0741.1.KLF16	chr16	90220989	90220999	+	0.000	0.000	Merged-chr16-90220998-103
NR55672--MA0742.1.Klf12	chr6	81965971	81965985	-	0.000	0.000	Merged-chr6-81965824-61
NR56577--MA1107.1.KLF9	chr6	112089828	112089840	+	0.000	0.000	Merged-chr6-112089999-2
NR11576--MA0599.1.KLF5	chr11	80154069	80154078	-	0.000	0.000	Merged-chr11-80154113-41
NR2057--MA0742.1.Klf12	chr1	93754892	93754906	+	0.000	0.000	Merged-chr1-93754706-110
NR38226--MA1107.1.KLF9	chr2	118491085	118491097	+	0.000	0.000	Merged-chr2-118491236-48
NR22967--MA0740.1.KLF14	chr15	25844961	25844974	+	0.000	0.000	Merged-chr15-25844896-23
NR63701--MA0740.1.KLF14	chr8	70804003	70804016	+	0.000	0.000	Merged-chr8-70804146-8
NR47416--MA0742.1.Klf12	chr4	107923618	107923632	+	0.000	0.000	Merged-chr4-107923581-50
NR48310--MA0741.1.KLF16	chr4	134187236	134187246	-	0.000	0.000	Merged-chr4-134187105-62
NR28420--MA0493.1.Klf1	chr17	10425426	10425436	+	0.000	0.000	Merged-chr17-10425505-16
NR60503--MA0493.1.Klf1	chr7	90349233	90349243	+	0.000	0.000	Merged-chr7-90349289-16
NR34678--MA0599.1.KLF5	chr19	45047770	45047779	+	0.000	0.000	Merged-chr19-45047719-125
NR8798--MA0740.1.KLF14	chr10	115362342	115362355	+	0.000	0.000	Merged-chr10-115362620-120
NR69501--MA0741.1.KLF16	chrX	152336664	152336674	-	0.000	0.000	Merged-chrX-152336709-50
NR64412--MA0740.1.KLF14	chr8	94977055	94977068	-	0.000	0.000	Merged-chr8-94977226-37
NR12634--MA0493.1.Klf1	chr11	114699692	114699702	-	0.000	0.000	Merged-chr11-114699717-26
NR26217--MA0039.3.KLF4	chr16	23375107	23375117	+	0.000	0.000	Merged-chr16-23375120-32
NR10799--MA0493.1.Klf1	chr11	59191959	59191969	+	0.000	0.000	Merged-chr11-59191865-65
NR67345--MA0741.1.KLF16	chr9	87021994	87022004	+	0.000	0.000	Merged-chr9-87022127-59
NR9656--MA0741.1.KLF16	chr11	3863923	3863933	-	0.000	0.000	Merged-chr11-3863952-34
NR24177--MA0493.1.Klf1	chr15	76660214	76660224	-	0.000	0.000	Merged-chr15-76660069-59
NR34267--MA0741.1.KLF16	chr19	28612458	28612468	+	0.000	0.000	Merged-chr19-28612481-21
NR21387--MA0599.1.KLF5	chr14	74732292	74732301	-	0.000	0.000	Merged-chr14-74732316-54
NR326--MA1107.1.KLF9	chr1	16656892	16656904	+	0.000	0.000	Merged-chr1-16656979-64
NR63463--MA1107.1.KLF9	chr8	64947146	64947158	-	0.000	0.000	Merged-chr8-64947122-116
NR63800--MA0599.1.KLF5	chr8	71665704	71665713	-	0.000	0.000	Merged-chr8-71665590-47
NR47975--MA0740.1.KLF14	chr4	127126018	127126031	-	0.000	0.000	Merged-chr4-127126078-44
NR68056--MA0741.1.KLF16	chr9	111118106	111118116	+	0.000	0.000	Merged-chr9-111118282-73
NR2016--MA0740.1.KLF14	chr1	92180455	92180468	+	0.000	0.000	Merged-chr1-92180417-91
NR3420--MA1107.1.KLF9	chr1	149791487	149791499	+	0.000	0.000	Merged-chr1-149791427-1
NR10902--MA0493.1.Klf1	chr11	61175040	61175050	-	0.000	0.000	Merged-chr11-61175090-72
NR5901--MA0741.1.KLF16	chr10	25576375	25576385	-	0.000	0.000	Merged-chr10-25576456-2
NR53998--MA0599.1.KLF5	chr6	3399473	3399482	-	0.000	0.000	Merged-chr6-3399502-52
NR10146--MA0599.1.KLF5	chr11	23497955	23497964	+	0.000	0.000	Merged-chr11-23497943-92
NR22700--MA0741.1.KLF16	chr15	9071394	9071404	+	0.000	0.000	Merged-chr15-9071380-92
NR66073--MA0740.1.KLF14	chr9	32539680	32539693	+	0.000	0.000	Merged-chr9-32539747-88
NR58882--MA1107.1.KLF9	chr7	28598227	28598239	-	0.000	0.000	Merged-chr7-28598236-46
NR61434--MA0741.1.KLF16	chr7	126928822	126928832	+	0.000	0.000	Merged-chr7-126928885-54
NR25155--MA0493.1.Klf1	chr15	96461113	96461123	+	0.000	0.000	Merged-chr15-96460915-125
NR25486--MA0741.1.KLF16	chr15	102722223	102722233	-	0.000	0.000	Merged-chr15-102722024-72
NR69550--MA1107.1.KLF9	chrX	160138408	160138420	+	0.000	0.000	Merged-chrX-160138243-80
NR69482--MA0741.1.KLF16	chrX	151017370	151017380	+	0.000	0.000	Merged-chrX-151017218-72
NR38355--MA0741.1.KLF16	chr2	120628942	120628952	+	0.000	0.000	Merged-chr2-120628986-58
NR8954--MA0039.3.KLF4	chr10	117792695	117792705	+	0.000	0.000	Merged-chr10-117792709-55
NR23781--MA0493.1.Klf1	chr15	58823642	58823652	-	0.000	0.000	Merged-chr15-58823489-98
NR35628--MA1107.1.KLF9	chr2	19553971	19553983	-	0.000	0.000	Merged-chr2-19554188-54
NR11688--MA0599.1.KLF5	chr11	87127022	87127031	+	0.000	0.000	Merged-chr11-87127243-79
NR61966--MA0742.1.Klf12	chr7	142532905	142532919	-	0.000	0.000	Merged-chr7-142532783-1
NR59871--MA0657.1.KLF13	chr7	64043086	64043103	-	0.000	0.000	Merged-chr7-64043125-48
NR51964--MA0742.1.Klf12	chr5	105541185	105541199	+	0.000	0.000	Merged-chr5-105541026-23
NR31733--MA0741.1.KLF16	chr18	23803978	23803988	-	0.000	0.000	Merged-chr18-23803965-77
NR49241--MA0740.1.KLF14	chr4	155869440	155869453	+	0.000	0.000	Merged-chr4-155869503-64
NR59000--MA0657.1.KLF13	chr7	30321673	30321690	-	0.000	0.000	Merged-chr7-30321790-4
NR59514--MA0740.1.KLF14	chr7	45923525	45923538	+	0.000	0.000	Merged-chr7-45923352-110
NR39889--MA1107.1.KLF9	chr2	166786577	166786589	+	0.000	0.000	Merged-chr2-166786664-60
NR62248--MA1107.1.KLF9	chr8	11635795	11635807	-	0.000	0.000	Merged-chr8-11635696-171
NR45591--MA1107.1.KLF9	chr4	33261505	33261517	-	0.000	0.000	Merged-chr4-33261624-24
NR36270--MA0742.1.Klf12	chr2	35445535	35445549	+	0.000	0.000	Merged-chr2-35445506-29
NR34124--MA0741.1.KLF16	chr19	10980019	10980029	-	0.000	0.000	Merged-chr19-10979908-59
NR7562--MA0741.1.KLF16	chr10	80576565	80576575	+	0.000	0.000	Merged-chr10-80576663-4
NR40482--MA1107.1.KLF9	chr2	180024848	180024860	+	0.000	0.000	Merged-chr2-180024959-69
NR42738--MA1107.1.KLF9	chr3	95871429	95871441	+	0.000	0.000	Merged-chr3-95871445-39
NR6939--MA0742.1.Klf12	chr10	67285400	67285414	-	0.000	0.000	Merged-chr10-67285223-89
NR49307--MA0740.1.KLF14	chr5	4104510	4104523	+	0.000	0.000	Merged-chr5-4104538-75
NR42446--MA0741.1.KLF16	chr3	88493136	88493146	-	0.000	0.000	Merged-chr3-88493035-35
NR42523--MA1107.1.KLF9	chr3	89243752	89243764	+	0.000	0.000	Merged-chr3-89243790-13
NR47356--MA0740.1.KLF14	chr4	106316076	106316089	+	0.000	0.000	Merged-chr4-106316326-74
NR11115--MA0599.1.KLF5	chr11	69409499	69409508	-	0.000	0.000	Merged-chr11-69409455-74
NR21121--MA0742.1.Klf12	chr14	61556960	61556974	-	0.000	0.000	Merged-chr14-61556804-76
NR34011--MA0599.1.KLF5	chr19	7295484	7295493	+	0.000	0.000	Merged-chr19-7295405-60
NR43735--MA0599.1.KLF5	chr3	131024245	131024254	-	0.000	0.000	Merged-chr3-131024201-9
NR9186--MA0599.1.KLF5	chr10	123076428	123076437	+	0.000	0.000	Merged-chr10-123076393-79
NR58068--MA0493.1.Klf1	chr7	5038235	5038245	+	0.000	0.000	Merged-chr7-5038413-57
NR34217--MA0599.1.KLF5	chr19	21778240	21778249	-	0.000	0.000	Merged-chr19-21778385-93
NR68335--MA1107.1.KLF9	chr9	120493434	120493446	-	0.000	0.000	Merged-chr9-120493281-1
NR40220--MA0657.1.KLF13	chr2	173230066	173230083	-	0.000	0.000	Merged-chr2-173229947-59,Merged-chr2-173230258-1
NR27665--MA0039.3.KLF4	chr16	88194688	88194698	+	0.000	0.000	Merged-chr16-88194687-2
NR55576--MA0742.1.Klf12	chr6	72552992	72553006	+	0.000	0.000	Merged-chr6-72552853-56
NR58069--MA0740.1.KLF14	chr7	5038266	5038279	+	0.000	0.000	Merged-chr7-5038413-57
