#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Prdm1/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR1570--MA0508.2.PRDM1	chr3	146699285	146699294	+	0.000	0.000	Merged-chr3-146699153-10
NR2347--MA0508.2.PRDM1	chr9	7509854	7509863	-	0.000	0.000	Merged-chr9-7510063-49
NR2204--MA0508.2.PRDM1	chr7	128611242	128611251	-	0.000	0.000	Merged-chr7-128611334-65
NR1602--MA0508.2.PRDM1	chr4	9631243	9631252	-	0.000	0.000	Merged-chr4-9631004-95
NR2294--MA0508.2.PRDM1	chr8	81609216	81609225	+	0.000	0.000	Merged-chr8-81609244-13
NR2089--MA0508.2.PRDM1	chr7	17135547	17135556	+	0.000	0.000	Merged-chr7-17135418-14
NR2151--MA0508.2.PRDM1	chr7	96818524	96818533	-	0.000	0.000	Merged-chr7-96818578-56
NR358--MA0508.2.PRDM1	chr11	20477808	20477817	+	0.000	0.000	Merged-chr11-20477652-51
NR2326--MA0508.2.PRDM1	chr8	119437062	119437071	-	0.000	0.000	Merged-chr8-119437136-21
NR576--MA0508.2.PRDM1	chr12	119157258	119157267	-	0.000	0.000	Merged-chr12-119157162-44
NR1310--MA0508.2.PRDM1	chr2	102886819	102886828	+	0.000	0.000	Merged-chr2-102886878-67
NR2068--MA0508.2.PRDM1	chr6	142823521	142823530	-	0.000	0.000	Merged-chr6-142823375-40
NR2448--MA0508.2.PRDM1	chr9	114632418	114632427	+	0.000	0.000	Merged-chr9-114632456-28
NR175--MA0508.2.PRDM1	chr1	177338777	177338786	+	0.000	0.000	Merged-chr1-177338915-41
NR1161--MA0508.2.PRDM1	chr19	11513696	11513705	-	0.000	0.000	Merged-chr19-11513556-25
NR1703--MA0508.2.PRDM1	chr4	120368960	120368969	-	0.000	0.000	Merged-chr4-120368822-25
NR2209--MA0508.2.PRDM1	chr7	132428584	132428593	+	0.000	0.000	Merged-chr7-132428517-16
NR2395--MA0508.2.PRDM1	chr9	63738502	63738511	+	0.000	0.000	Merged-chr9-63738316-120
NR207--MA0508.2.PRDM1	chr1	193273460	193273469	+	0.000	0.000	Merged-chr1-193273386-37
NR2299--MA0508.2.PRDM1	chr8	86856347	86856356	-	0.000	0.000	Merged-chr8-86856376-59
NR316--MA0508.2.PRDM1	chr10	111235243	111235252	-	0.000	0.000	Merged-chr10-111235215-1
NR2427--MA0508.2.PRDM1	chr9	90104899	90104908	+	0.000	0.000	Merged-chr9-90104933-13
NR297--MA0508.2.PRDM1	chr10	93453449	93453458	-	0.000	0.000	Merged-chr10-93453277-72
NR1968--MA0508.2.PRDM1	chr6	67266807	67266816	+	0.000	0.000	Merged-chr6-67267043-98
NR2169--MA0508.2.PRDM1	chr7	107609828	107609837	-	0.000	0.000	Merged-chr7-107609877-33
NR2406--MA0508.2.PRDM1	chr9	71189011	71189020	+	0.000	0.000	Merged-chr9-71189020-54
NR42--MA0508.2.PRDM1	chr1	54279815	54279824	-	0.000	0.000	Merged-chr1-54279813-25
NR1817--MA0508.2.PRDM1	chr5	63943450	63943459	+	0.000	0.000	Merged-chr5-63943362-36
NR398--MA0508.2.PRDM1	chr11	78766568	78766577	-	0.000	0.000	Merged-chr11-78766561-26
NR2095--MA0508.2.PRDM1	chr7	24608321	24608330	+	0.000	0.000	Merged-chr7-24608343-34
NR1512--MA0508.2.PRDM1	chr3	116711247	116711256	-	0.000	0.000	Merged-chr3-116711212-6
NR1350--MA0508.2.PRDM1	chr2	135891455	135891464	+	0.000	0.000	Merged-chr2-135891354-60
NR1873--MA0508.2.PRDM1	chr5	115712214	115712223	+	0.000	0.000	Merged-chr5-115712054-77
NR1111--MA0508.2.PRDM1	chr18	60630743	60630752	+	0.000	0.000	Merged-chr18-60630804-17
NR1363--MA0508.2.PRDM1	chr2	145905309	145905318	+	0.000	0.000	Merged-chr2-145905286-60
NR1905--MA0508.2.PRDM1	chr5	149427532	149427541	-	0.000	0.000	Merged-chr5-149427432-30
NR1600--MA0508.2.PRDM1	chr4	7987507	7987516	+	0.000	0.000	Merged-chr4-7987596-39
NR1233--MA0508.2.PRDM1	chr2	30131288	30131297	+	0.000	0.000	Merged-chr2-30131357-10
NR1899--MA0508.2.PRDM1	chr5	144753283	144753292	+	0.000	0.000	Merged-chr5-144753020-44
NR1756--MA0508.2.PRDM1	chr4	147848475	147848484	-	0.000	0.000	Merged-chr4-147848412-69
NR1342--MA0508.2.PRDM1	chr2	128073135	128073144	+	0.000	0.000	Merged-chr2-128073179-40
NR1180--MA0508.2.PRDM1	chr19	30924284	30924293	-	0.000	0.000	Merged-chr19-30924347-34
NR1050--MA0508.2.PRDM1	chr17	70707280	70707289	+	0.000	0.000	Merged-chr17-70707362-50
NR954--MA0508.2.PRDM1	chr16	52147413	52147422	+	0.000	0.000	Merged-chr16-52147489-52
NR2079--MA0508.2.PRDM1	chr6	145993207	145993216	-	0.000	0.000	Merged-chr6-145993129-56
NR920--MA0508.2.PRDM1	chr16	20930158	20930167	-	0.000	0.000	Merged-chr16-20930100-26
NR1063--MA0508.2.PRDM1	chr17	85975159	85975168	-	0.000	0.000	Merged-chr17-85975060-32
NR1334--MA0508.2.PRDM1	chr2	119742213	119742222	-	0.000	0.000	Merged-chr2-119742331-93
NR1857--MA0508.2.PRDM1	chr5	100637487	100637496	+	0.000	0.000	Merged-chr5-100637307-83
NR1172--MA0508.2.PRDM1	chr19	18766571	18766580	+	0.000	0.000	Merged-chr19-18766611-24
NR1238--MA0508.2.PRDM1	chr2	34904947	34904956	+	0.000	0.000	Merged-chr2-34905139-61
NR61--MA0508.2.PRDM1	chr1	82879333	82879342	-	0.000	0.000	Merged-chr1-82879357-31
NR933--MA0508.2.PRDM1	chr16	32190297	32190306	-	0.000	0.000	Merged-chr16-32190230-31
NR1552--MA0508.2.PRDM1	chr3	138420515	138420524	-	0.000	0.000	Merged-chr3-138420589-27
NR1618--MA0508.2.PRDM1	chr4	35224230	35224239	+	0.000	0.000	Merged-chr4-35224278-27
NR1599--MA0508.2.PRDM1	chr4	7961867	7961876	-	0.000	0.000	Merged-chr4-7961828-25
NR771--MA0508.2.PRDM1	chr14	59341474	59341483	-	0.000	0.000	Merged-chr14-59341391-54
NR532--MA0508.2.PRDM1	chr12	99946277	99946286	-	0.000	0.000	Merged-chr12-99946342-2
NR1422--MA0508.2.PRDM1	chr3	28405494	28405503	-	0.000	0.000	Merged-chr3-28405628-27
NR912--MA0508.2.PRDM1	chr16	10741345	10741354	+	0.000	0.000	Merged-chr16-10741370-34
NR1260--MA0508.2.PRDM1	chr2	59364704	59364713	-	0.000	0.000	Merged-chr2-59364601-33
NR1578--MA0508.2.PRDM1	chr3	152127485	152127494	-	0.000	0.000	Merged-chr3-152127515-20
NR1164--MA0508.2.PRDM1	chr19	12475626	12475635	+	0.000	0.000	Merged-chr19-12475721-44
NR402--MA0508.2.PRDM1	chr11	80498186	80498195	-	0.000	0.000	Merged-chr11-80498094-2
NR1544--MA0508.2.PRDM1	chr3	136106737	136106746	-	0.000	0.000	Merged-chr3-136106732-41
NR1068--MA0508.2.PRDM1	chr17	87119290	87119299	+	0.000	0.000	Merged-chr17-87119191-51
NR1719--MA0508.2.PRDM1	chr4	132353366	132353375	-	0.000	0.000	Merged-chr4-132353572-54
NR1305--MA0508.2.PRDM1	chr2	101679625	101679634	-	0.000	0.000	Merged-chr2-101679457-18
NR1414--MA0508.2.PRDM1	chr3	18243924	18243933	-	0.000	0.000	Merged-chr3-18243680-52
NR981--MA0508.2.PRDM1	chr16	92621053	92621062	-	0.000	0.000	Merged-chr16-92621073-48
NR1937--MA0508.2.PRDM1	chr6	50159897	50159906	-	0.000	0.000	Merged-chr6-50160084-30
NR362--MA0508.2.PRDM1	chr11	26586728	26586737	+	0.000	0.000	Merged-chr11-26586855-34
NR885--MA0508.2.PRDM1	chr15	91651690	91651699	-	0.000	0.000	Merged-chr15-91651721-23
NR2330--MA0508.2.PRDM1	chr8	122285081	122285090	-	0.000	0.000	Merged-chr8-122285200-46
NR580--MA0508.2.PRDM1	chr13	3611094	3611103	-	0.000	0.000	Merged-chr13-3611189-5
NR503--MA0508.2.PRDM1	chr12	76957918	76957927	+	0.000	0.000	Merged-chr12-76957913-30
NR1122--MA0508.2.PRDM1	chr18	66478050	66478059	-	0.000	0.000	Merged-chr18-66478119-35
NR58--MA0508.2.PRDM1	chr1	80641944	80641953	-	0.000	0.000	Merged-chr1-80641880-28
NR864--MA0508.2.PRDM1	chr15	66476170	66476179	+	0.000	0.000	Merged-chr15-66476281-69
NR450--MA0508.2.PRDM1	chr12	4454509	4454518	-	0.000	0.000	Merged-chr12-4454481-33
NR1406--MA0508.2.PRDM1	chr2	180307884	180307893	+	0.000	0.000	Merged-chr2-180307978-23
NR625--MA0508.2.PRDM1	chr13	48978067	48978076	+	0.000	0.000	Merged-chr13-48978131-34
NR1244--MA0508.2.PRDM1	chr2	44354957	44354966	-	0.000	0.000	Merged-chr2-44354925-23
NR192--MA0508.2.PRDM1	chr1	185363618	185363627	+	0.000	0.000	Merged-chr1-185363652-3
NR734--MA0508.2.PRDM1	chr14	19979595	19979604	-	0.000	0.000	Merged-chr14-19979538-4
NR572--MA0508.2.PRDM1	chr12	118296397	118296406	-	0.000	0.000	Merged-chr12-118296340-47
NR1366--MA0508.2.PRDM1	chr2	147012125	147012134	+	0.000	0.000	Merged-chr2-147011946-5
NR2301--MA0508.2.PRDM1	chr8	88362331	88362340	+	0.000	0.000	Merged-chr8-88362163-113
NR442--MA0508.2.PRDM1	chr11	115999827	115999836	+	0.000	0.000	Merged-chr11-115999757-14
NR694--MA0508.2.PRDM1	chr13	108044469	108044478	+	0.000	0.000	Merged-chr13-108044472-63
NR965--MA0508.2.PRDM1	chr16	59617374	59617383	-	0.000	0.000	Merged-chr16-59617351-29
NR2391--MA0508.2.PRDM1	chr9	61745155	61745164	+	0.000	0.000	Merged-chr9-61745239-9
NR203--MA0508.2.PRDM1	chr1	191599403	191599412	+	0.000	0.000	Merged-chr1-191599385-45
NR931--MA0508.2.PRDM1	chr16	31234186	31234195	+	0.000	0.000	Merged-chr16-31234137-43
NR1597--MA0508.2.PRDM1	chr4	6844285	6844294	+	0.000	0.000	Merged-chr4-6844197-28
NR835--MA0508.2.PRDM1	chr15	12856971	12856980	-	0.000	0.000	Merged-chr15-12856981-25
NR421--MA0508.2.PRDM1	chr11	96996675	96996684	-	0.000	0.000	Merged-chr11-96996617-51
NR163--MA0508.2.PRDM1	chr1	173420451	173420460	+	0.000	0.000	Merged-chr1-173420566-40
NR2402--MA0508.2.PRDM1	chr9	68966890	68966899	+	0.000	0.000	Merged-chr9-68966744-26
NR2383--MA0508.2.PRDM1	chr9	56928239	56928248	+	0.000	0.000	Merged-chr9-56928215-69
NR447--MA0508.2.PRDM1	chr11	121083088	121083097	-	0.000	0.000	Merged-chr11-121083089-49
NR1066--MA0508.2.PRDM1	chr17	86187956	86187965	-	0.000	0.000	Merged-chr17-86187981-35
NR2001--MA0508.2.PRDM1	chr6	98105516	98105525	-	0.000	0.000	Merged-chr6-98105536-59
NR413--MA0508.2.PRDM1	chr11	88131963	88131972	-	0.000	0.000	Merged-chr11-88132051-21
NR1079--MA0508.2.PRDM1	chr18	10869601	10869610	-	0.000	0.000	Merged-chr18-10869637-25
NR5--MA0508.2.PRDM1	chr1	13659713	13659722	+	0.000	0.000	Merged-chr1-13659781-1
NR2110--MA0508.2.PRDM1	chr7	49462669	49462678	+	0.000	0.000	Merged-chr7-49462687-57
NR317--MA0508.2.PRDM1	chr10	111422752	111422761	-	0.000	0.000	Merged-chr10-111422684-38
NR2091--MA0508.2.PRDM1	chr7	19004028	19004037	+	0.000	0.000	Merged-chr7-19004188-46
NR1188--MA0508.2.PRDM1	chr19	34640787	34640796	+	0.000	0.000	Merged-chr19-34640764-45
NR360--MA0508.2.PRDM1	chr11	22814205	22814214	-	0.000	0.000	Merged-chr11-22814136-127
NR426--MA0508.2.PRDM1	chr11	98294568	98294577	-	0.000	0.000	Merged-chr11-98294653-16
NR2471--MA0508.2.PRDM1	chrX	36989492	36989501	-	0.000	0.000	Merged-chrX-36989513-70
NR2232--MA0508.2.PRDM1	chr7	145283829	145283838	-	0.000	0.000	Merged-chr7-145283862-68
NR373--MA0508.2.PRDM1	chr11	51636452	51636461	-	0.000	0.000	Merged-chr11-51636554-3
NR915--MA0508.2.PRDM1	chr16	14885490	14885499	-	0.000	0.000	Merged-chr16-14885372-34
NR1901--MA0508.2.PRDM1	chr5	148419286	148419295	+	0.000	0.000	Merged-chr5-148419241-23
NR2407--MA0508.2.PRDM1	chr9	72260374	72260383	-	0.000	0.000	Merged-chr9-72260549-32
NR482--MA0508.2.PRDM1	chr12	52615861	52615870	-	0.000	0.000	Merged-chr12-52615986-19
NR548--MA0508.2.PRDM1	chr12	110389527	110389536	+	0.000	0.000	Merged-chr12-110389691-32
NR405--MA0508.2.PRDM1	chr11	83942126	83942135	-	0.000	0.000	Merged-chr11-83942163-42
NR386--MA0508.2.PRDM1	chr11	72301608	72301617	+	0.000	0.000	Merged-chr11-72301642-47
NR657--MA0508.2.PRDM1	chr13	81675480	81675489	-	0.000	0.000	Merged-chr13-81675595-44
NR309--MA0508.2.PRDM1	chr10	107948235	107948244	+	0.000	0.000	Merged-chr10-107948089-22
NR147--MA0508.2.PRDM1	chr1	161671161	161671170	-	0.000	0.000	Merged-chr1-161671075-50
NR2463--MA0508.2.PRDM1	chr9	123935546	123935555	+	0.000	0.000	Merged-chr9-123935599-31
NR399--MA0508.2.PRDM1	chr11	78887160	78887169	-	0.000	0.000	Merged-chr11-78887268-28
NR1861--MA0508.2.PRDM1	chr5	103437887	103437896	-	0.000	0.000	Merged-chr5-103437917-3
NR779--MA0508.2.PRDM1	chr14	67072428	67072437	+	0.000	0.000	Merged-chr14-67072257-105
NR2224--MA0508.2.PRDM1	chr7	140999490	140999499	-	0.000	0.000	Merged-chr7-140999347-54
NR2333--MA0508.2.PRDM1	chr8	123924719	123924728	+	0.000	0.000	Merged-chr8-123924931-30
NR745--MA0508.2.PRDM1	chr14	32201971	32201980	-	0.000	0.000	Merged-chr14-32201951-64
NR1731--MA0508.2.PRDM1	chr4	138943815	138943824	-	0.000	0.000	Merged-chr4-138943897-43
NR2442--MA0508.2.PRDM1	chr9	109000832	109000841	+	0.000	0.000	Merged-chr9-109000906-26
NR583--MA0508.2.PRDM1	chr13	5864714	5864723	+	0.000	0.000	Merged-chr13-5864557-62,Merged-chr13-5864867-1
NR1983--MA0508.2.PRDM1	chr6	84798867	84798876	+	0.000	0.000	Merged-chr6-84798882-8
NR2075--MA0508.2.PRDM1	chr6	145276475	145276484	+	0.000	0.000	Merged-chr6-145276388-70
NR344--MA0508.2.PRDM1	chr10	128232264	128232273	+	0.000	0.000	Merged-chr10-128232191-128
NR615--MA0508.2.PRDM1	chr13	30933190	30933199	-	0.000	0.000	Merged-chr13-30933157-53
NR139--MA0508.2.PRDM1	chr1	160006268	160006277	+	0.000	0.000	Merged-chr1-160006258-20
NR2293--MA0508.2.PRDM1	chr8	81558831	81558840	-	0.000	0.000	Merged-chr8-81558760-48
NR105--MA0508.2.PRDM1	chr1	128399218	128399227	-	0.000	0.000	Merged-chr1-128399248-36
NR2150--MA0508.2.PRDM1	chr7	96818425	96818434	+	0.000	0.000	Merged-chr7-96818578-56
NR466--MA0508.2.PRDM1	chr12	25254963	25254972	-	0.000	0.000	Merged-chr12-25254889-35
NR118--MA0508.2.PRDM1	chr1	139454804	139454813	+	0.000	0.000	Merged-chr1-139454784-71
NR1008--MA0508.2.PRDM1	chr17	26551277	26551286	+	0.000	0.000	Merged-chr17-26551311-33
NR2229--MA0508.2.PRDM1	chr7	143502005	143502014	+	0.000	0.000	Merged-chr7-143502068-57
NR575--MA0508.2.PRDM1	chr12	119147969	119147978	-	0.000	0.000	Merged-chr12-119148040-28
NR336--MA0508.2.PRDM1	chr10	122194304	122194313	-	0.000	0.000	Merged-chr10-122194311-33
NR1941--MA0508.2.PRDM1	chr6	53704599	53704608	+	0.000	0.000	Merged-chr6-53704558-10
NR2447--MA0508.2.PRDM1	chr9	114592575	114592584	+	0.000	0.000	Merged-chr9-114592565-4
NR445--MA0508.2.PRDM1	chr11	120631338	120631347	-	0.000	0.000	Merged-chr11-120631318-28
NR968--MA0508.2.PRDM1	chr16	70408304	70408313	+	0.000	0.000	Merged-chr16-70408152-21
NR2208--MA0508.2.PRDM1	chr7	132337117	132337126	+	0.000	0.000	Merged-chr7-132337014-20
NR2394--MA0508.2.PRDM1	chr9	63173986	63173995	-	0.000	0.000	Merged-chr9-63174130-6
NR2298--MA0508.2.PRDM1	chr8	86686689	86686698	-	0.000	0.000	Merged-chr8-86686852-24
NR2012--MA0508.2.PRDM1	chr6	106769397	106769406	-	0.000	0.000	Merged-chr6-106769282-61
NR2121--MA0508.2.PRDM1	chr7	64309596	64309605	-	0.000	0.000	Merged-chr7-64309656-8
NR2439--MA0508.2.PRDM1	chr9	101099660	101099669	+	0.000	0.000	Merged-chr9-101099532-8
NR437--MA0508.2.PRDM1	chr11	108224762	108224771	+	0.000	0.000	Merged-chr11-108224834-18
NR2277--MA0508.2.PRDM1	chr8	68218585	68218594	-	0.000	0.000	Merged-chr8-68218689-19
NR2405--MA0508.2.PRDM1	chr9	69467470	69467479	-	0.000	0.000	Merged-chr9-69467550-22
NR275--MA0508.2.PRDM1	chr10	79417237	79417246	-	0.000	0.000	Merged-chr10-79417442-89
NR1261--MA0508.2.PRDM1	chr2	59617060	59617069	+	0.000	0.000	Merged-chr2-59617159-6
NR2418--MA0508.2.PRDM1	chr9	80026192	80026201	-	0.000	0.000	Merged-chr9-80026146-29
NR2004--MA0508.2.PRDM1	chr6	99521625	99521634	-	0.000	0.000	Merged-chr6-99521786-49
NR397--MA0508.2.PRDM1	chr11	78178433	78178442	-	0.000	0.000	Merged-chr11-78178287-75
NR1131--MA0508.2.PRDM1	chr18	75304862	75304871	-	0.000	0.000	Merged-chr18-75304696-39
NR158--MA0508.2.PRDM1	chr1	170167939	170167948	-	0.000	0.000	Merged-chr1-170167960-28
NR1492--MA0508.2.PRDM1	chr3	98086092	98086101	-	0.000	0.000	Merged-chr3-98085981-10
NR376--MA0508.2.PRDM1	chr11	52265871	52265880	+	0.000	0.000	Merged-chr11-52265909-50
NR1776--MA0508.2.PRDM1	chr5	24039748	24039757	+	0.000	0.000	Merged-chr5-24039695-21
NR1904--MA0508.2.PRDM1	chr5	149184615	149184624	-	0.000	0.000	Merged-chr5-149184513-135
NR1742--MA0508.2.PRDM1	chr4	145319390	145319399	-	0.000	0.000	Merged-chr4-145319470-38
NR389--MA0508.2.PRDM1	chr11	72954003	72954012	-	0.000	0.000	Merged-chr11-72953852-64
NR2105--MA0508.2.PRDM1	chr7	44344854	44344863	+	0.000	0.000	Merged-chr7-44344765-20
NR246--MA0508.2.PRDM1	chr10	52382205	52382214	-	0.000	0.000	Merged-chr10-52382064-99
NR1898--MA0508.2.PRDM1	chr5	143518123	143518132	+	0.000	0.000	Merged-chr5-143518064-68
NR2466--MA0508.2.PRDM1	chrX	9139761	9139770	-	0.000	0.000	Merged-chrX-9139636-53
NR2118--MA0508.2.PRDM1	chr7	58750043	58750052	-	0.000	0.000	Merged-chr7-58750204-53
NR1864--MA0508.2.PRDM1	chr5	103760624	103760633	+	0.000	0.000	Merged-chr5-103760727-77
NR368--MA0508.2.PRDM1	chr11	34093255	34093264	+	0.000	0.000	Merged-chr11-34093385-10
NR1973--MA0508.2.PRDM1	chr6	70103465	70103474	-	0.000	0.000	Merged-chr6-70103466-27
NR940--MA0508.2.PRDM1	chr16	36598500	36598509	+	0.000	0.000	Merged-chr16-36598490-46
NR1192--MA0508.2.PRDM1	chr19	40684278	40684287	+	0.000	0.000	Merged-chr19-40684349-18
NR1734--MA0508.2.PRDM1	chr4	139598954	139598963	+	0.000	0.000	Merged-chr4-139599159-54
NR1986--MA0508.2.PRDM1	chr6	85239210	85239219	-	0.000	0.000	Merged-chr6-85239239-25
NR1224--MA0508.2.PRDM1	chr2	18765828	18765837	-	0.000	0.000	Merged-chr2-18765910-35
NR2206--MA0508.2.PRDM1	chr7	130773359	130773368	+	0.000	0.000	Merged-chr7-130773473-37
NR1062--MA0508.2.PRDM1	chr17	83307020	83307029	+	0.000	0.000	Merged-chr17-83307130-30
NR1999--MA0508.2.PRDM1	chr6	97235377	97235386	-	0.000	0.000	Merged-chr6-97235343-20
NR1171--MA0508.2.PRDM1	chr19	18591303	18591312	-	0.000	0.000	Merged-chr19-18591291-34
NR1508--MA0508.2.PRDM1	chr3	109433442	109433451	-	0.000	0.000	Merged-chr3-109433404-19
NR1--MA0508.2.PRDM1	chr1	7206748	7206757	+	0.000	0.000	Merged-chr1-7206621-34
NR2328--MA0508.2.PRDM1	chr8	120078268	120078277	+	0.000	0.000	Merged-chr8-120078339-32
NR770--MA0508.2.PRDM1	chr14	59297645	59297654	-	0.000	0.000	Merged-chr14-59297580-39
NR1726--MA0508.2.PRDM1	chr4	136031440	136031449	-	0.000	0.000	Merged-chr4-136031447-41
NR1216--MA0508.2.PRDM1	chr2	9574307	9574316	+	0.000	0.000	Merged-chr2-9574386-32
NR2179--MA0508.2.PRDM1	chr7	112860102	112860111	+	0.000	0.000	Merged-chr7-112860209-23
NR640--MA0508.2.PRDM1	chr13	67500479	67500488	+	0.000	0.000	Merged-chr13-67500378-53
NR1782--MA0508.2.PRDM1	chr5	34514148	34514157	+	0.000	0.000	Merged-chr5-34513990-85
NR1705--MA0508.2.PRDM1	chr4	121002448	121002457	+	0.000	0.000	Merged-chr4-121002570-50
NR1957--MA0508.2.PRDM1	chr6	61263634	61263643	+	0.000	0.000	Merged-chr6-61263601-18
NR1272--MA0508.2.PRDM1	chr2	68932316	68932325	+	0.000	0.000	Merged-chr2-68932401-28
NR510--MA0508.2.PRDM1	chr12	83987859	83987868	+	0.000	0.000	Merged-chr12-83987988-78
NR1033--MA0508.2.PRDM1	chr17	50513055	50513064	+	0.000	0.000	Merged-chr17-50512908-12
NR65--MA0508.2.PRDM1	chr1	86344391	86344400	-	0.000	0.000	Merged-chr1-86344486-59
NR1490--MA0508.2.PRDM1	chr3	97338793	97338802	+	0.000	0.000	Merged-chr3-97338968-23
NR980--MA0508.2.PRDM1	chr16	92443872	92443881	-	0.000	0.000	Merged-chr16-92443749-37
NR1394--MA0508.2.PRDM1	chr2	169396589	169396598	-	0.000	0.000	Merged-chr2-169396513-5
NR31--MA0508.2.PRDM1	chr1	40393373	40393382	+	0.000	0.000	Merged-chr1-40393516-44
NR1522--MA0508.2.PRDM1	chr3	123385939	123385948	+	0.000	0.000	Merged-chr3-123385920-64
NR741--MA0508.2.PRDM1	chr14	27390874	27390883	-	0.000	0.000	Merged-chr14-27390836-41
NR1360--MA0508.2.PRDM1	chr2	144188137	144188146	+	0.000	0.000	Merged-chr2-144188289-22
NR1155--MA0508.2.PRDM1	chr19	9911610	9911619	+	0.000	0.000	Merged-chr19-9911533-24
NR754--MA0508.2.PRDM1	chr14	46819039	46819048	+	0.000	0.000	Merged-chr14-46818898-31
NR1230--MA0508.2.PRDM1	chr2	26933685	26933694	+	0.000	0.000	Merged-chr2-26933520-84
NR863--MA0508.2.PRDM1	chr15	66454132	66454141	+	0.000	0.000	Merged-chr15-66454152-12
NR1405--MA0508.2.PRDM1	chr2	179875336	179875345	-	0.000	0.000	Merged-chr2-179875422-32
NR1004--MA0508.2.PRDM1	chr17	23193129	23193138	+	0.000	0.000	Merged-chr17-23193299-96
NR571--MA0508.2.PRDM1	chr12	117995044	117995053	-	0.000	0.000	Merged-chr12-117995119-48
NR842--MA0508.2.PRDM1	chr15	27784087	27784096	+	0.000	0.000	Merged-chr15-27783998-63
NR1113--MA0508.2.PRDM1	chr18	61614597	61614606	+	0.000	0.000	Merged-chr18-61614590-32
NR680--MA0508.2.PRDM1	chr13	92671879	92671888	-	0.000	0.000	Merged-chr13-92671922-24
NR332--MA0508.2.PRDM1	chr10	120628368	120628377	+	0.000	0.000	Merged-chr10-120628264-28
NR1888--MA0508.2.PRDM1	chr5	135703036	135703045	-	0.000	0.000	Merged-chr5-135702928-61
NR1017--MA0508.2.PRDM1	chr17	31011881	31011890	-	0.000	0.000	Merged-chr17-31011806-34
NR584--MA0508.2.PRDM1	chr13	8831758	8831767	-	0.000	0.000	Merged-chr13-8831757-38
NR855--MA0508.2.PRDM1	chr15	50298320	50298329	+	0.000	0.000	Merged-chr15-50298353-6
NR1474--MA0508.2.PRDM1	chr3	85887675	85887684	-	0.000	0.000	Merged-chr3-85887790-94
