#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR1923--MA0659.1.MAFG	chr10	111107640	111107660	-	0.000	0.000	Merged-chr10-111107692-40
NR11610--MA0089.1.MAFG::NFE2L1	chr6	143690392	143690397	+	0.000	0.000	Merged-chr6-143690441-8
NR7350--MA0495.2.MAFF	chr2	75823972	75823992	-	0.000	0.000	Merged-chr2-75823994-29
NR8951--MA0089.1.MAFG::NFE2L1	chr3	149326931	149326936	+	0.000	0.000	Merged-chr3-149326950-53
NR9863--MA0659.1.MAFG	chr4	155129613	155129633	-	0.000	0.000	Merged-chr4-155129607-22
NR8534--MA0495.2.MAFF	chr3	87919441	87919461	-	0.000	0.000	Merged-chr3-87919615-56
NR5349--MA0496.2.MAFK	chr16	52468521	52468539	+	0.000	0.000	Merged-chr16-52468577-24
NR10091--MA0089.1.MAFG::NFE2L1	chr5	36465041	36465046	-	0.000	0.000	Merged-chr5-36465079-55
NR11324--MA0496.2.MAFK	chr6	108426943	108426961	+	0.000	0.000	Merged-chr6-108426934-21
NR6817--MA0089.1.MAFG::NFE2L1	chr19	32409821	32409826	+	0.000	0.000	Merged-chr19-32409832-17
NR477--MA0591.1.Bach1::Mafk	chr1	88285062	88285076	-	0.000	0.000	Merged-chr1-88285028-12
NR12316--MA0495.2.MAFF	chr7	141072584	141072604	+	0.000	0.000	Merged-chr7-141072410-71
NR7069--MA0501.1.MAF::NFE2	chr2	27693889	27693903	+	0.000	0.000	Merged-chr2-27693880-30
NR1802--MA0117.2.Mafb	chr10	96274309	96274320	-	0.000	0.000	Merged-chr10-96274144-52
NR7002--MA0501.1.MAF::NFE2	chr2	16568275	16568289	-	0.000	0.000	Merged-chr2-16568402-24
NR10393--MA0089.1.MAFG::NFE2L1	chr5	93136944	93136949	+	0.000	0.000	Merged-chr5-93137054-42
NR13406--MA0495.2.MAFF	chr9	108150735	108150755	-	0.000	0.000	Merged-chr9-108150702-30
NR9327--MA0089.1.MAFG::NFE2L1	chr4	56088685	56088690	+	0.000	0.000	Merged-chr4-56088865-1
NR10284--MA0495.2.MAFF	chr5	72622447	72622467	+	0.000	0.000	Merged-chr5-72622310-11
NR1279--MA0089.1.MAFG::NFE2L1	chr10	21186863	21186868	+	0.000	0.000	Merged-chr10-21186963-29
NR1712--MA0501.1.MAF::NFE2	chr10	85829471	85829485	-	0.000	0.000	Merged-chr10-85829298-76
NR6743--MA0501.1.MAF::NFE2	chr19	5850313	5850327	-	0.000	0.000	Merged-chr19-5850230-41
NR5940--MA0496.2.MAFK	chr17	52312186	52312204	-	0.000	0.000	Merged-chr17-52312219-8
NR596--MA0089.1.MAFG::NFE2L1	chr1	106171605	106171610	-	0.000	0.000	Merged-chr1-106171565-10
NR13408--MA0659.1.MAFG	chr9	108150735	108150755	+	0.000	0.000	Merged-chr9-108150702-30
NR4545--MA0501.1.MAF::NFE2	chr14	122000896	122000910	-	0.000	0.000	Merged-chr14-122000857-51
NR6328--MA0591.1.Bach1::Mafk	chr18	32311876	32311890	-	0.000	0.000	Merged-chr18-32311918-36
NR4656--MA0089.1.MAFG::NFE2L1	chr15	25817422	25817427	-	0.000	0.000	Merged-chr15-25817272-36
NR5083--MA0659.1.MAFG	chr16	4736340	4736360	-	0.000	0.000	Merged-chr16-4736414-28
NR12941--MA0089.1.MAFG::NFE2L1	chr8	123807201	123807206	+	0.000	0.000	Merged-chr8-123807206-24
NR4535--MA0659.1.MAFG	chr14	121315821	121315841	+	0.000	0.000	Merged-chr14-121315767-6
NR4252--MA0089.1.MAFG::NFE2L1	chr14	69733564	69733569	+	0.000	0.000	Merged-chr14-69733649-8
NR11140--MA0591.1.Bach1::Mafk	chr6	72601931	72601945	-	0.000	0.000	Merged-chr6-72601954-26
NR6613--MA0089.1.MAFG::NFE2L1	chr18	73816679	73816684	-	0.000	0.000	Merged-chr18-73816843-39
NR7542--MA0089.1.MAFG::NFE2L1	chr2	116438914	116438919	-	0.000	0.000	Merged-chr2-116438825-1
NR6372--MA0496.2.MAFK	chr18	39068274	39068292	-	0.000	0.000	Merged-chr18-39068377-42
NR5545--MA0591.1.Bach1::Mafk	chr16	78532154	78532168	+	0.000	0.000	Merged-chr16-78532286-51
NR11251--MA0501.1.MAF::NFE2	chr6	97420173	97420187	-	0.000	0.000	Merged-chr6-97420267-23
NR8673--MA0089.1.MAFG::NFE2L1	chr3	109732676	109732681	-	0.000	0.000	Merged-chr3-109732646-37
NR7051--MA0591.1.Bach1::Mafk	chr2	24745476	24745490	+	0.000	0.000	Merged-chr2-24745465-17
NR2395--MA0089.1.MAFG::NFE2L1	chr11	100320433	100320438	-	0.000	0.000	Merged-chr11-100320194-102
NR6329--MA0501.1.MAF::NFE2	chr18	32311873	32311887	-	0.000	0.000	Merged-chr18-32311918-36
NR618--MA0501.1.MAF::NFE2	chr1	108038596	108038610	+	0.000	0.000	Merged-chr1-108038539-17
NR3011--MA0591.1.Bach1::Mafk	chr12	112860878	112860892	+	0.000	0.000	Merged-chr12-112860925-89
NR2485--MA0117.2.Mafb	chr12	3441356	3441367	-	0.000	0.000	Merged-chr12-3441534-29
NR8887--MA0591.1.Bach1::Mafk	chr3	142770982	142770996	+	0.000	0.000	Merged-chr3-142770783-6
NR2269--MA0591.1.Bach1::Mafk	chr11	61642333	61642347	-	0.000	0.000	Merged-chr11-61642233-10
NR2507--MA0089.1.MAFG::NFE2L1	chr12	8844996	8845001	+	0.000	0.000	Merged-chr12-8844937-14
NR5849--MA0659.1.MAFG	chr17	33781060	33781080	+	0.000	0.000	Merged-chr17-33781173-86
NR10504--MA0495.2.MAFF	chr5	118269183	118269203	+	0.000	0.000	Merged-chr5-118269215-26
NR10980--MA0117.2.Mafb	chr6	51384105	51384116	-	0.000	0.000	Merged-chr6-51384192-15
NR11832--MA0501.1.MAF::NFE2	chr7	49335179	49335193	+	0.000	0.000	Merged-chr7-49335315-27
NR7001--MA0496.2.MAFK	chr2	16568169	16568187	-	0.000	0.000	Merged-chr2-16568402-24
NR8899--MA0117.2.Mafb	chr3	143936478	143936489	-	0.000	0.000	Merged-chr3-143936594-7
NR494--MA0501.1.MAF::NFE2	chr1	90128191	90128205	+	0.000	0.000	Merged-chr1-90128117-1
NR8465--MA0659.1.MAFG	chr3	78958961	78958981	+	0.000	0.000	Merged-chr3-78959037-23
NR8607--MA0591.1.Bach1::Mafk	chr3	98030695	98030709	-	0.000	0.000	Merged-chr3-98030658-2
NR2293--MA0089.1.MAFG::NFE2L1	chr11	68447293	68447298	+	0.000	0.000	Merged-chr11-68447453-15
NR3347--MA0659.1.MAFG	chr13	63365383	63365403	+	0.000	0.000	Merged-chr13-63365525-19
NR13290--MA0089.1.MAFG::NFE2L1	chr9	85328443	85328448	+	0.000	0.000	Merged-chr9-85328371-22
NR6073--MA0495.2.MAFF	chr17	80139917	80139937	-	0.000	0.000	Merged-chr17-80140059-47
NR10808--MA0496.2.MAFK	chr6	17629865	17629883	-	0.000	0.000	Merged-chr6-17630018-29
NR3141--MA0591.1.Bach1::Mafk	chr13	9882506	9882520	+	0.000	0.000	Merged-chr13-9882509-19
NR5522--MA0117.2.Mafb	chr16	76202324	76202335	-	0.000	0.000	Merged-chr16-76202306-30
NR842--MA0495.2.MAFF	chr1	155029375	155029395	+	0.000	0.000	Merged-chr1-155029443-27
NR2029--MA0089.1.MAFG::NFE2L1	chr10	127211598	127211603	-	0.000	0.000	Merged-chr10-127211540-55
NR7077--MA0089.1.MAFG::NFE2L1	chr2	30699950	30699955	-	0.000	0.000	Merged-chr2-30700028-24
NR290--MA0089.1.MAFG::NFE2L1	chr1	62875856	62875861	-	0.000	0.000	Merged-chr1-62876051-68
NR6075--MA0659.1.MAFG	chr17	80139917	80139937	+	0.000	0.000	Merged-chr17-80140059-47
NR5780--MA0495.2.MAFF	chr17	23630405	23630425	+	0.000	0.000	Merged-chr17-23630399-39
NR6827--MA0117.2.Mafb	chr19	36477338	36477349	+	0.000	0.000	Merged-chr19-36477668-89
NR1926--MA0496.2.MAFK	chr10	111107641	111107659	-	0.000	0.000	Merged-chr10-111107692-40
NR9323--MA0089.1.MAFG::NFE2L1	chr4	55738674	55738679	+	0.000	0.000	Merged-chr4-55738499-1
NR5540--MA0117.2.Mafb	chr16	78198808	78198819	-	0.000	0.000	Merged-chr16-78198816-65
NR13616--MA0501.1.MAF::NFE2	chrX	71468813	71468827	-	0.000	0.000	Merged-chrX-71468864-48
NR12613--MA0501.1.MAF::NFE2	chr8	64826687	64826701	-	0.000	0.000	Merged-chr8-64826546-37
NR2191--MA0089.1.MAFG::NFE2L1	chr11	32542734	32542739	+	0.000	0.000	Merged-chr11-32542755-79
NR11169--MA0089.1.MAFG::NFE2L1	chr6	83763019	83763024	+	0.000	0.000	Merged-chr6-83763123-27
NR2349--MA0496.2.MAFK	chr11	87074102	87074120	-	0.000	0.000	Merged-chr11-87073947-35
NR2216--MA0089.1.MAFG::NFE2L1	chr11	43388470	43388475	-	0.000	0.000	Merged-chr11-43388426-63
NR10506--MA0117.2.Mafb	chr5	118269183	118269194	+	0.000	0.000	Merged-chr5-118269215-26
NR13039--MA0089.1.MAFG::NFE2L1	chr9	14926806	14926811	-	0.000	0.000	Merged-chr9-14926732-51
NR12676--MA0089.1.MAFG::NFE2L1	chr8	75084011	75084016	-	0.000	0.000	Merged-chr8-75083999-30
NR2387--MA0117.2.Mafb	chr11	98513118	98513129	+	0.000	0.000	Merged-chr11-98513180-30
NR8548--MA0496.2.MAFK	chr3	89872364	89872382	+	0.000	0.000	Merged-chr3-89872416-43
NR1183--MA0496.2.MAFK	chr10	12823923	12823941	+	0.000	0.000	Merged-chr10-12823956-45
NR2379--MA0591.1.Bach1::Mafk	chr11	97728509	97728523	-	0.000	0.000	Merged-chr11-97728662-57
NR6742--MA0117.2.Mafb	chr19	5850313	5850324	+	0.000	0.000	Merged-chr19-5850230-41
NR2279--MA0501.1.MAF::NFE2	chr11	62280809	62280823	+	0.000	0.000	Merged-chr11-62280813-1
NR2536--MA0501.1.MAF::NFE2	chr12	16874311	16874325	+	0.000	0.000	Merged-chr12-16874379-16
NR2963--MA0495.2.MAFF	chr12	102425144	102425164	+	0.000	0.000	Merged-chr12-102425206-5
NR13778--MA0496.2.MAFK	chrY	1010508	1010526	+	0.000	0.000	Merged-chrY-1010379-42
NR11090--MA0117.2.Mafb	chr6	67348193	67348204	+	0.000	0.000	Merged-chr6-67348220-52
NR13428--MA0089.1.MAFG::NFE2L1	chr9	109862857	109862862	-	0.000	0.000	Merged-chr9-109862838-42
NR12008--MA0089.1.MAFG::NFE2L1	chr7	78685190	78685195	+	0.000	0.000	Merged-chr7-78685016-20
NR10974--MA0496.2.MAFK	chr6	49128469	49128487	-	0.000	0.000	Merged-chr6-49128471-29
NR6754--MA0495.2.MAFF	chr19	8997796	8997816	-	0.000	0.000	Merged-chr19-8997882-60
NR6535--MA0089.1.MAFG::NFE2L1	chr18	62186339	62186344	-	0.000	0.000	Merged-chr18-62186304-32
NR7174--MA0117.2.Mafb	chr2	52176797	52176808	+	0.000	0.000	Merged-chr2-52176630-15
NR10999--MA0659.1.MAFG	chr6	54925857	54925877	-	0.000	0.000	Merged-chr6-54926058-40
NR6622--MA0089.1.MAFG::NFE2L1	chr18	76259856	76259861	-	0.000	0.000	Merged-chr18-76259816-26
NR9912--MA0089.1.MAFG::NFE2L1	chr5	8426055	8426060	+	0.000	0.000	Merged-chr5-8426095-8
NR1979--MA0089.1.MAFG::NFE2L1	chr10	121331255	121331260	+	0.000	0.000	Merged-chr10-121331107-36
NR4012--MA0117.2.Mafb	chr14	27560687	27560698	+	0.000	0.000	Merged-chr14-27560598-17
NR13211--MA0089.1.MAFG::NFE2L1	chr9	75645726	75645731	+	0.000	0.000	Merged-chr9-75645586-46
NR7750--MA0495.2.MAFF	chr2	148408351	148408371	+	0.000	0.000	Merged-chr2-148408263-26
NR11831--MA0591.1.Bach1::Mafk	chr7	49335176	49335190	+	0.000	0.000	Merged-chr7-49335315-27
NR5839--MA0501.1.MAF::NFE2	chr17	31871323	31871337	+	0.000	0.000	Merged-chr17-31871254-26
NR1084--MA0089.1.MAFG::NFE2L1	chr1	191259313	191259318	-	0.000	0.000	Merged-chr1-191259374-46
NR12208--MA0089.1.MAFG::NFE2L1	chr7	112225753	112225758	+	0.000	0.000	Merged-chr7-112225883-54
NR10308--MA0495.2.MAFF	chr5	76565520	76565540	-	0.000	0.000	Merged-chr5-76565486-34
NR7564--MA0089.1.MAFG::NFE2L1	chr2	121866041	121866046	+	0.000	0.000	Merged-chr2-121866161-7
NR1665--MA0659.1.MAFG	chr10	79909196	79909216	-	0.000	0.000	Merged-chr10-79909301-6
NR8164--MA0495.2.MAFF	chr3	26667906	26667926	+	0.000	0.000	Merged-chr3-26667999-1
NR11569--MA0089.1.MAFG::NFE2L1	chr6	140466497	140466502	-	0.000	0.000	Merged-chr6-140466408-37
NR10901--MA0089.1.MAFG::NFE2L1	chr6	35133985	35133990	-	0.000	0.000	Merged-chr6-35133862-87
NR12637--MA0591.1.Bach1::Mafk	chr8	69183851	69183865	-	0.000	0.000	Merged-chr8-69184043-75
NR11516--MA0117.2.Mafb	chr6	134615230	134615241	-	0.000	0.000	Merged-chr6-134615220-54
NR6812--MA0501.1.MAF::NFE2	chr19	32275410	32275424	+	0.000	0.000	Merged-chr19-32275425-90
NR8712--MA0117.2.Mafb	chr3	116661661	116661672	-	0.000	0.000	Merged-chr3-116661706-5
NR8795--MA0089.1.MAFG::NFE2L1	chr3	130976469	130976474	+	0.000	0.000	Merged-chr3-130976377-12
NR3256--MA0089.1.MAFG::NFE2L1	chr13	32965638	32965643	+	0.000	0.000	Merged-chr13-32965785-122
NR2893--MA0089.1.MAFG::NFE2L1	chr12	91746020	91746025	+	0.000	0.000	Merged-chr12-91745848-45
NR11016--MA0591.1.Bach1::Mafk	chr6	57583832	57583846	-	0.000	0.000	Merged-chr6-57584006-3
NR9736--MA0089.1.MAFG::NFE2L1	chr4	135567843	135567848	+	0.000	0.000	Merged-chr4-135567986-19
NR2351--MA0501.1.MAF::NFE2	chr11	87240407	87240421	+	0.000	0.000	Merged-chr11-87240422-3
NR7462--MA0089.1.MAFG::NFE2L1	chr2	102040308	102040313	+	0.000	0.000	Merged-chr2-102040255-6
NR1688--MA0089.1.MAFG::NFE2L1	chr10	82795540	82795545	+	0.000	0.000	Merged-chr10-82795366-64
NR12181--MA0089.1.MAFG::NFE2L1	chr7	109265802	109265807	-	0.000	0.000	Merged-chr7-109265818-41
NR8550--MA0591.1.Bach1::Mafk	chr3	89912852	89912866	+	0.000	0.000	Merged-chr3-89912987-87
NR2634--MA0117.2.Mafb	chr12	36317334	36317345	-	0.000	0.000	Merged-chr12-36317326-46
NR5213--MA0089.1.MAFG::NFE2L1	chr16	23171169	23171174	+	0.000	0.000	Merged-chr16-23171002-17
NR4850--MA0089.1.MAFG::NFE2L1	chr15	63969410	63969415	+	0.000	0.000	Merged-chr15-63969330-24
NR1341--MA0591.1.Bach1::Mafk	chr10	34418442	34418456	-	0.000	0.000	Merged-chr10-34418340-93
NR9238--MA0117.2.Mafb	chr4	41714401	41714412	+	0.000	0.000	Merged-chr4-41714458-10
NR7938--MA0496.2.MAFK	chr2	173749173	173749191	+	0.000	0.000	Merged-chr2-173749391-11
NR3057--MA0117.2.Mafb	chr13	4110540	4110551	-	0.000	0.000	Merged-chr13-4110676-26
NR4393--MA0117.2.Mafb	chr14	103017209	103017220	-	0.000	0.000	Merged-chr14-103017290-44
NR2533--MA0591.1.Bach1::Mafk	chr12	15811188	15811202	+	0.000	0.000	Merged-chr12-15811206-3
NR6434--MA0117.2.Mafb	chr18	46201103	46201114	-	0.000	0.000	Merged-chr18-46201005-50
NR9258--MA0089.1.MAFG::NFE2L1	chr4	47287681	47287686	-	0.000	0.000	Merged-chr4-47287610-6
NR1110--MA0117.2.Mafb	chr1	194600296	194600307	-	0.000	0.000	Merged-chr1-194600218-2
NR5577--MA0117.2.Mafb	chr16	84972108	84972119	+	0.000	0.000	Merged-chr16-84972104-8
NR968--MA0496.2.MAFK	chr1	174921247	174921265	-	0.000	0.000	Merged-chr1-174921307-1
NR4298--MA0501.1.MAF::NFE2	chr14	86847324	86847338	-	0.000	0.000	Merged-chr14-86847401-13
NR744--MA0591.1.Bach1::Mafk	chr1	139179655	139179669	-	0.000	0.000	Merged-chr1-139179531-1
NR9849--MA0089.1.MAFG::NFE2L1	chr4	152138760	152138765	-	0.000	0.000	Merged-chr4-152138737-60
NR301--MA0496.2.MAFK	chr1	65186473	65186491	+	0.000	0.000	Merged-chr1-65186701-72
NR12987--MA0659.1.MAFG	chr8	128596686	128596706	+	0.000	0.000	Merged-chr8-128596588-1
NR4403--MA0591.1.Bach1::Mafk	chr14	103979916	103979930	-	0.000	0.000	Merged-chr14-103979829-3
NR10032--MA0089.1.MAFG::NFE2L1	chr5	20845378	20845383	+	0.000	0.000	Merged-chr5-20845245-18
NR4975--MA0501.1.MAF::NFE2	chr15	83474201	83474215	+	0.000	0.000	Merged-chr15-83474258-63
NR899--MA0659.1.MAFG	chr1	165828808	165828828	+	0.000	0.000	Merged-chr1-165828679-59
NR4597--MA0496.2.MAFK	chr15	8625547	8625565	-	0.000	0.000	Merged-chr15-8625615-29
NR10131--MA0117.2.Mafb	chr5	43425120	43425131	+	0.000	0.000	Merged-chr5-43425059-17
NR5492--MA0117.2.Mafb	chr16	70421351	70421362	+	0.000	0.000	Merged-chr16-70421204-38
NR9386--MA0117.2.Mafb	chr4	63486681	63486692	+	0.000	0.000	Merged-chr4-63486767-20
NR11754--MA0089.1.MAFG::NFE2L1	chr7	28209117	28209122	-	0.000	0.000	Merged-chr7-28209018-32
NR8893--MA0089.1.MAFG::NFE2L1	chr3	143399664	143399669	-	0.000	0.000	Merged-chr3-143399493-1
NR11263--MA0089.1.MAFG::NFE2L1	chr6	99643708	99643713	-	0.000	0.000	Merged-chr6-99643748-32
NR291--MA0501.1.MAF::NFE2	chr1	62986479	62986493	-	0.000	0.000	Merged-chr1-62986538-11
NR4618--MA0591.1.Bach1::Mafk	chr15	18821598	18821612	+	0.000	0.000	Merged-chr15-18821535-37
NR12318--MA0591.1.Bach1::Mafk	chr7	141072587	141072601	-	0.000	0.000	Merged-chr7-141072410-71
NR205--MA0117.2.Mafb	chr1	45825388	45825399	+	0.000	0.000	Merged-chr1-45825325-25
NR6951--MA0501.1.MAF::NFE2	chr2	11205823	11205837	+	0.000	0.000	Merged-chr2-11205998-7
NR13687--MA0501.1.MAF::NFE2	chrX	114474092	114474106	+	0.000	0.000	Merged-chrX-114474330-36
NR11189--MA0089.1.MAFG::NFE2L1	chr6	88379068	88379073	-	0.000	0.000	Merged-chr6-88379095-25
NR2490--MA0501.1.MAF::NFE2	chr12	3823693	3823707	-	0.000	0.000	Merged-chr12-3823687-29
NR6731--MA0089.1.MAFG::NFE2L1	chr18	90098930	90098935	+	0.000	0.000	Merged-chr18-90098932-1
NR12749--MA0501.1.MAF::NFE2	chr8	83773299	83773313	-	0.000	0.000	Merged-chr8-83773250-61
NR4657--MA0501.1.MAF::NFE2	chr15	25817412	25817426	-	0.000	0.000	Merged-chr15-25817272-36
NR1382--MA0089.1.MAFG::NFE2L1	chr10	37721369	37721374	+	0.000	0.000	Merged-chr10-37721362-7
NR8738--MA0495.2.MAFF	chr3	121593326	121593346	-	0.000	0.000	Merged-chr3-121593516-30
NR248--MA0089.1.MAFG::NFE2L1	chr1	54914583	54914588	-	0.000	0.000	Merged-chr1-54914560-13
NR1730--MA0591.1.Bach1::Mafk	chr10	88405930	88405944	-	0.000	0.000	Merged-chr10-88405928-47
NR3606--MA0496.2.MAFK	chr13	92636942	92636960	+	0.000	0.000	Merged-chr13-92636983-54
NR2342--MA0495.2.MAFF	chr11	87074101	87074121	+	0.000	0.000	Merged-chr11-87073947-35
NR1263--MA0659.1.MAFG	chr10	20119542	20119562	-	0.000	0.000	Merged-chr10-20119637-31
NR12493--MA0591.1.Bach1::Mafk	chr8	35250900	35250914	-	0.000	0.000	Merged-chr8-35250826-10
NR12211--MA0495.2.MAFF	chr7	112369096	112369116	-	0.000	0.000	Merged-chr7-112369142-36
NR7082--MA0089.1.MAFG::NFE2L1	chr2	34790510	34790515	+	0.000	0.000	Merged-chr2-34790571-52
NR6898--MA0591.1.Bach1::Mafk	chr2	5063780	5063794	-	0.000	0.000	Merged-chr2-5063869-93
NR13031--MA0089.1.MAFG::NFE2L1	chr9	13536892	13536897	+	0.000	0.000	Merged-chr9-13536890-20
NR12761--MA0496.2.MAFK	chr8	84825733	84825751	+	0.000	0.000	Merged-chr8-84825845-44
NR10236--MA0591.1.Bach1::Mafk	chr5	65895445	65895459	-	0.000	0.000	Merged-chr5-65895360-6
NR6633--MA0501.1.MAF::NFE2	chr18	78579514	78579528	-	0.000	0.000	Merged-chr18-78579539-1
NR12515--MA0496.2.MAFK	chr8	40962897	40962915	-	0.000	0.000	Merged-chr8-40963134-88
NR1001--MA0496.2.MAFK	chr1	180268832	180268850	-	0.000	0.000	Merged-chr1-180268774-35
NR5620--MA0591.1.Bach1::Mafk	chr16	92696776	92696790	+	0.000	0.000	Merged-chr16-92696848-16
NR12213--MA0659.1.MAFG	chr7	112369096	112369116	+	0.000	0.000	Merged-chr7-112369142-36
NR2465--MA0659.1.MAFG	chr11	117878437	117878457	+	0.000	0.000	Merged-chr11-117878483-30
NR12115--MA0089.1.MAFG::NFE2L1	chr7	99027423	99027428	+	0.000	0.000	Merged-chr7-99027397-37
NR13413--MA0495.2.MAFF	chr9	108156924	108156944	+	0.000	0.000	Merged-chr9-108157018-18
NR2815--MA0591.1.Bach1::Mafk	chr12	69893059	69893073	-	0.000	0.000	Merged-chr12-69892936-80
NR6555--MA0089.1.MAFG::NFE2L1	chr18	65301639	65301644	-	0.000	0.000	Merged-chr18-65301634-12
NR6366--MA0495.2.MAFF	chr18	39068273	39068293	-	0.000	0.000	Merged-chr18-39068377-42
NR1592--MA0496.2.MAFK	chr10	67512299	67512317	-	0.000	0.000	Merged-chr10-67512381-13
NR7062--MA0591.1.Bach1::Mafk	chr2	26753715	26753729	-	0.000	0.000	Merged-chr2-26753671-30
NR12668--MA0495.2.MAFF	chr8	72571103	72571123	-	0.000	0.000	Merged-chr8-72571324-95
NR5928--MA0089.1.MAFG::NFE2L1	chr17	51408573	51408578	+	0.000	0.000	Merged-chr17-51408616-68
NR1809--MA0089.1.MAFG::NFE2L1	chr10	96725018	96725023	+	0.000	0.000	Merged-chr10-96724956-66
NR12492--MA0089.1.MAFG::NFE2L1	chr8	35205679	35205684	+	0.000	0.000	Merged-chr8-35205738-9
NR6568--MA0089.1.MAFG::NFE2L1	chr18	67441275	67441280	+	0.000	0.000	Merged-chr18-67441262-43
NR6908--MA0495.2.MAFF	chr2	6478400	6478420	-	0.000	0.000	Merged-chr2-6478572-51
NR3649--MA0117.2.Mafb	chr13	102273405	102273416	+	0.000	0.000	Merged-chr13-102273368-2
NR8539--MA0659.1.MAFG	chr3	88503277	88503297	-	0.000	0.000	Merged-chr3-88503323-39
NR11128--MA0659.1.MAFG	chr6	70709472	70709492	-	0.000	0.000	Merged-chr6-70709572-48
NR11287--MA0089.1.MAFG::NFE2L1	chr6	103685175	103685180	-	0.000	0.000	Merged-chr6-103685153-3
NR1599--MA0117.2.Mafb	chr10	67911606	67911617	-	0.000	0.000	Merged-chr10-67911704-3
NR12679--MA0659.1.MAFG	chr8	75084001	75084021	-	0.000	0.000	Merged-chr8-75083999-30
NR9244--MA0501.1.MAF::NFE2	chr4	43052782	43052796	+	0.000	0.000	Merged-chr4-43052876-24
NR12236--MA0591.1.Bach1::Mafk	chr7	118922766	118922780	-	0.000	0.000	Merged-chr7-118922669-15
NR12106--MA0659.1.MAFG	chr7	96629755	96629775	-	0.000	0.000	Merged-chr7-96629765-2
NR12228--MA0089.1.MAFG::NFE2L1	chr7	114494256	114494261	+	0.000	0.000	Merged-chr7-114494244-9
NR9367--MA0089.1.MAFG::NFE2L1	chr4	62367785	62367790	-	0.000	0.000	Merged-chr4-62367859-6
NR1691--MA0591.1.Bach1::Mafk	chr10	82887501	82887515	-	0.000	0.000	Merged-chr10-82887554-36
NR13415--MA0117.2.Mafb	chr9	108156924	108156935	+	0.000	0.000	Merged-chr9-108157018-18
NR2838--MA0089.1.MAFG::NFE2L1	chr12	79623461	79623466	+	0.000	0.000	Merged-chr12-79623487-16
NR9541--MA0089.1.MAFG::NFE2L1	chr4	88727550	88727555	-	0.000	0.000	Merged-chr4-88727531-27
NR5614--MA0117.2.Mafb	chr16	91793525	91793536	+	0.000	0.000	Merged-chr16-91793603-12
NR12681--MA0496.2.MAFK	chr8	75084002	75084020	+	0.000	0.000	Merged-chr8-75083999-30
NR4217--MA0089.1.MAFG::NFE2L1	chr14	55745690	55745695	+	0.000	0.000	Merged-chr14-55745715-52
NR620--MA0089.1.MAFG::NFE2L1	chr1	108143184	108143189	-	0.000	0.000	Merged-chr1-108143272-2
NR9341--MA0591.1.Bach1::Mafk	chr4	58236005	58236019	+	0.000	0.000	Merged-chr4-58236026-17
NR2217--MA0591.1.Bach1::Mafk	chr11	43681869	43681883	+	0.000	0.000	Merged-chr11-43682127-96
NR3074--MA0089.1.MAFG::NFE2L1	chr13	5806245	5806250	-	0.000	0.000	Merged-chr13-5806398-17
NR1541--MA0591.1.Bach1::Mafk	chr10	59982656	59982670	-	0.000	0.000	Merged-chr10-59982666-5
NR11198--MA0089.1.MAFG::NFE2L1	chr6	90370355	90370360	+	0.000	0.000	Merged-chr6-90370434-4
NR11950--MA0089.1.MAFG::NFE2L1	chr7	72306444	72306449	+	0.000	0.000	Merged-chr7-72306656-56
NR182--MA0495.2.MAFF	chr1	40382980	40383000	+	0.000	0.000	Merged-chr1-40383046-56
NR7241--MA0496.2.MAFK	chr2	57698741	57698759	+	0.000	0.000	Merged-chr2-57698890-7
NR11713--MA0495.2.MAFF	chr7	16314087	16314107	-	0.000	0.000	Merged-chr7-16314036-50
NR11229--MA0496.2.MAFK	chr6	94623148	94623166	+	0.000	0.000	Merged-chr6-94623201-16
NR935--MA0089.1.MAFG::NFE2L1	chr1	170218615	170218620	+	0.000	0.000	Merged-chr1-170218734-21
NR8232--MA0501.1.MAF::NFE2	chr3	37978667	37978681	-	0.000	0.000	Merged-chr3-37978790-50
NR10968--MA0495.2.MAFF	chr6	49128468	49128488	-	0.000	0.000	Merged-chr6-49128471-29
NR6262--MA0089.1.MAFG::NFE2L1	chr18	15552676	15552681	+	0.000	0.000	Merged-chr18-15552635-38
NR1967--MA0659.1.MAFG	chr10	117829926	117829946	+	0.000	0.000	Merged-chr10-117829855-64
NR9667--MA0089.1.MAFG::NFE2L1	chr4	120032551	120032556	+	0.000	0.000	Merged-chr4-120032784-81
NR5710--MA0591.1.Bach1::Mafk	chr17	12301064	12301078	-	0.000	0.000	Merged-chr17-12301160-36
NR4691--MA0591.1.Bach1::Mafk	chr15	30662285	30662299	+	0.000	0.000	Merged-chr15-30662184-17
NR833--MA0117.2.Mafb	chr1	151766370	151766381	+	0.000	0.000	Merged-chr1-151766309-19
NR11021--MA0501.1.MAF::NFE2	chr6	57814070	57814084	+	0.000	0.000	Merged-chr6-57814077-20
