#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Prdm1/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR2031--MA0508.2.PRDM1	chr8	35628452	35628461	+	0.000	0.000	Merged-chr8-35628375-52
NR714--MA0508.2.PRDM1	chr14	64867111	64867120	+	0.000	0.000	Merged-chr14-64867013-43
NR695--MA0508.2.PRDM1	chr14	45102489	45102498	+	0.000	0.000	Merged-chr14-45102324-46
NR300--MA0508.2.PRDM1	chr10	112002391	112002400	+	0.000	0.000	Merged-chr10-112002529-89
NR1237--MA0508.2.PRDM1	chr2	128367941	128367950	-	0.000	0.000	Merged-chr2-128367839-63
NR390--MA0508.2.PRDM1	chr11	79993064	79993073	-	0.000	0.000	Merged-chr11-79993076-75
NR661--MA0508.2.PRDM1	chr13	111788625	111788634	+	0.000	0.000	Merged-chr13-111788503-44
NR727--MA0508.2.PRDM1	chr14	73445396	73445405	+	0.000	0.000	Merged-chr14-73445360-10
NR2010--MA0508.2.PRDM1	chr7	140999421	140999430	-	0.000	0.000	Merged-chr7-140999347-54
NR422--MA0508.2.PRDM1	chr11	115869448	115869457	-	0.000	0.000	Merged-chr11-115869577-16
NR945--MA0508.2.PRDM1	chr17	35068708	35068717	+	0.000	0.000	Merged-chr17-35068738-10
NR1359--MA0508.2.PRDM1	chr3	103314495	103314504	+	0.000	0.000	Merged-chr3-103314506-15
NR1931--MA0508.2.PRDM1	chr7	74544616	74544625	-	0.000	0.000	Merged-chr7-74544568-34
NR849--MA0508.2.PRDM1	chr16	23844821	23844830	-	0.000	0.000	Merged-chr16-23844946-41
NR2023--MA0508.2.PRDM1	chr8	13992655	13992664	+	0.000	0.000	Merged-chr8-13992764-55
NR86--MA0508.2.PRDM1	chr1	136898415	136898424	+	0.000	0.000	Merged-chr1-136898317-25
NR815--MA0508.2.PRDM1	chr15	86007814	86007823	+	0.000	0.000	Merged-chr15-86007897-35
NR1229--MA0508.2.PRDM1	chr2	119742213	119742222	-	0.000	0.000	Merged-chr2-119742331-93
NR382--MA0508.2.PRDM1	chr11	72176095	72176104	+	0.000	0.000	Merged-chr11-72176027-2
NR653--MA0508.2.PRDM1	chr13	108426961	108426970	+	0.000	0.000	Merged-chr13-108426890-1
NR177--MA0508.2.PRDM1	chr1	191780578	191780587	+	0.000	0.000	Merged-chr1-191780513-20
NR1067--MA0508.2.PRDM1	chr19	9911610	9911619	+	0.000	0.000	Merged-chr19-9911533-24
NR491--MA0508.2.PRDM1	chr12	79832918	79832927	-	0.000	0.000	Merged-chr12-79832817-8
NR414--MA0508.2.PRDM1	chr11	107539186	107539195	+	0.000	0.000	Merged-chr11-107539158-14
NR666--MA0508.2.PRDM1	chr13	113198060	113198069	+	0.000	0.000	Merged-chr13-113198047-76
NR1208--MA0508.2.PRDM1	chr2	102975919	102975928	-	0.000	0.000	Merged-chr2-102975832-14
NR775--MA0508.2.PRDM1	chr15	6549046	6549055	-	0.000	0.000	Merged-chr15-6549135-35
NR361--MA0508.2.PRDM1	chr11	46229281	46229290	+	0.000	0.000	Merged-chr11-46229299-6
NR1761--MA0508.2.PRDM1	chr6	72900502	72900511	+	0.000	0.000	Merged-chr6-72900407-12
NR2233--MA0508.2.PRDM1	chrX	9139761	9139770	-	0.000	0.000	Merged-chrX-9139636-53
NR374--MA0508.2.PRDM1	chr11	66961727	66961736	-	0.000	0.000	Merged-chr11-66961666-9
NR1631--MA0508.2.PRDM1	chr5	77253288	77253297	-	0.000	0.000	Merged-chr5-77253463-13
NR483--MA0508.2.PRDM1	chr12	75837728	75837737	+	0.000	0.000	Merged-chr12-75837700-7
NR1883--MA0508.2.PRDM1	chr7	4026913	4026922	-	0.000	0.000	Merged-chr7-4027016-25
NR406--MA0508.2.PRDM1	chr11	99116171	99116180	+	0.000	0.000	Merged-chr11-99116157-23
NR2246--MA0508.2.PRDM1	chrX	48140018	48140027	-	0.000	0.000	Merged-chrX-48139893-5
NR387--MA0508.2.PRDM1	chr11	78766568	78766577	-	0.000	0.000	Merged-chr11-78766561-26
NR2084--MA0508.2.PRDM1	chr8	107056869	107056878	-	0.000	0.000	Merged-chr8-107056733-66
NR496--MA0508.2.PRDM1	chr12	82226657	82226666	+	0.000	0.000	Merged-chr12-82226802-5
NR148--MA0508.2.PRDM1	chr1	172368889	172368898	+	0.000	0.000	Merged-chr1-172369010-35
NR419--MA0508.2.PRDM1	chr11	113009617	113009626	+	0.000	0.000	Merged-chr11-113009621-13
NR2050--MA0508.2.PRDM1	chr8	69985516	69985525	-	0.000	0.000	Merged-chr8-69985450-23
NR2116--MA0508.2.PRDM1	chr9	22366938	22366947	+	0.000	0.000	Merged-chr9-22366928-17
NR257--MA0508.2.PRDM1	chr10	81350415	81350424	+	0.000	0.000	Merged-chr10-81350595-59
NR1862--MA0508.2.PRDM1	chr6	142950600	142950609	-	0.000	0.000	Merged-chr6-142950474-44
NR114--MA0508.2.PRDM1	chr1	152904639	152904648	-	0.000	0.000	Merged-chr1-152904695-40
NR2225--MA0508.2.PRDM1	chr9	120340031	120340040	+	0.000	0.000	Merged-chr9-120340117-48
NR223--MA0508.2.PRDM1	chr10	44380732	44380741	+	0.000	0.000	Merged-chr10-44380932-96
NR889--MA0508.2.PRDM1	chr16	55637018	55637027	+	0.000	0.000	Merged-chr16-55636906-56
NR2063--MA0508.2.PRDM1	chr8	84106799	84106808	-	0.000	0.000	Merged-chr8-84106629-28
NR475--MA0508.2.PRDM1	chr12	69513432	69513441	-	0.000	0.000	Merged-chr12-69513488-22
NR998--MA0508.2.PRDM1	chr18	9394063	9394072	+	0.000	0.000	Merged-chr18-9394163-42
NR127--MA0508.2.PRDM1	chr1	162740472	162740481	+	0.000	0.000	Merged-chr1-162740242-97
NR1461--MA0508.2.PRDM1	chr4	11095667	11095676	-	0.000	0.000	Merged-chr4-11095738-16
NR2185--MA0508.2.PRDM1	chr9	82964121	82964130	+	0.000	0.000	Merged-chr9-82964235-29
NR597--MA0508.2.PRDM1	chr13	63112942	63112951	-	0.000	0.000	Merged-chr13-63112828-16
NR106--MA0508.2.PRDM1	chr1	151011218	151011227	+	0.000	0.000	Merged-chr1-151011231-27
NR1711--MA0508.2.PRDM1	chr6	4047309	4047318	+	0.000	0.000	Merged-chr6-4047358-2
NR2151--MA0508.2.PRDM1	chr9	56928239	56928248	+	0.000	0.000	Merged-chr9-56928215-69
NR2217--MA0508.2.PRDM1	chr9	113917083	113917092	+	0.000	0.000	Merged-chr9-113917131-18
NR119--MA0508.2.PRDM1	chr1	156574201	156574210	+	0.000	0.000	Merged-chr1-156574252-14
NR1976--MA0508.2.PRDM1	chr7	109861567	109861576	-	0.000	0.000	Merged-chr7-109861640-6
NR1562--MA0508.2.PRDM1	chr4	140958074	140958083	+	0.000	0.000	Merged-chr4-140958009-11
NR1671--MA0508.2.PRDM1	chr5	110639435	110639444	+	0.000	0.000	Merged-chr5-110639613-29
NR175--MA0508.2.PRDM1	chr1	191111425	191111434	-	0.000	0.000	Merged-chr1-191111364-43
NR1780--MA0508.2.PRDM1	chr6	91125020	91125029	+	0.000	0.000	Merged-chr6-91125010-35
NR1846--MA0508.2.PRDM1	chr6	134282187	134282196	-	0.000	0.000	Merged-chr6-134282243-30
NR2209--MA0508.2.PRDM1	chr9	105395183	105395192	+	0.000	0.000	Merged-chr9-105395355-56
NR1684--MA0508.2.PRDM1	chr5	121838728	121838737	+	0.000	0.000	Merged-chr5-121838614-43
NR1955--MA0508.2.PRDM1	chr7	96818644	96818653	-	0.000	0.000	Merged-chr7-96818578-56
NR1541--MA0508.2.PRDM1	chr4	127021123	127021132	+	0.000	0.000	Merged-chr4-127021266-22
NR1812--MA0508.2.PRDM1	chr6	114680676	114680685	+	0.000	0.000	Merged-chr6-114680975-48
NR188--MA0508.2.PRDM1	chr1	195092158	195092167	-	0.000	0.000	Merged-chr1-195092271-59
NR459--MA0508.2.PRDM1	chr12	32099662	32099671	+	0.000	0.000	Merged-chr12-32099741-8
NR1716--MA0508.2.PRDM1	chr6	12038555	12038564	+	0.000	0.000	Merged-chr6-12038478-25
NR1031--MA0508.2.PRDM1	chr18	70611308	70611317	+	0.000	0.000	Merged-chr18-70611498-71
NR1302--MA0508.2.PRDM1	chr3	21838229	21838238	+	0.000	0.000	Merged-chr3-21838264-19
NR1825--MA0508.2.PRDM1	chr6	120251072	120251081	+	0.000	0.000	Merged-chr6-120251204-14
NR2265--MA0508.2.PRDM1	chrX	105721364	105721373	-	0.000	0.000	Merged-chrX-105721364-12
NR1663--MA0508.2.PRDM1	chr5	105239815	105239824	+	0.000	0.000	Merged-chr5-105239792-56
NR1838--MA0508.2.PRDM1	chr6	129049201	129049210	+	0.000	0.000	Merged-chr6-129049251-27
NR1424--MA0508.2.PRDM1	chr3	144704127	144704136	-	0.000	0.000	Merged-chr3-144704080-31
NR2135--MA0508.2.PRDM1	chr9	42995490	42995499	+	0.000	0.000	Merged-chr9-42995452-17
NR1262--MA0508.2.PRDM1	chr2	148689620	148689629	-	0.000	0.000	Merged-chr2-148689712-32
NR2039--MA0508.2.PRDM1	chr8	46941504	46941513	+	0.000	0.000	Merged-chr8-46941577-53
NR308--MA0508.2.PRDM1	chr10	117571562	117571571	+	0.000	0.000	Merged-chr10-117571495-58
NR1913--MA0508.2.PRDM1	chr7	42490994	42491003	+	0.000	0.000	Merged-chr7-42490994-43
NR289--MA0508.2.PRDM1	chr10	105573042	105573051	-	0.000	0.000	Merged-chr10-105573000-6
NR1894--MA0508.2.PRDM1	chr7	24608321	24608330	+	0.000	0.000	Merged-chr7-24608343-34
NR1480--MA0508.2.PRDM1	chr4	59230659	59230668	+	0.000	0.000	Merged-chr4-59230603-11
NR1860--MA0508.2.PRDM1	chr6	142752600	142752609	+	0.000	0.000	Merged-chr6-142752635-30
NR1241--MA0508.2.PRDM1	chr2	130068355	130068364	+	0.000	0.000	Merged-chr2-130068381-27
NR1512--MA0508.2.PRDM1	chr4	92942503	92942512	-	0.000	0.000	Merged-chr4-92942379-25
NR159--MA0508.2.PRDM1	chr1	178836081	178836090	-	0.000	0.000	Merged-chr1-178835926-2
NR1621--MA0508.2.PRDM1	chr5	63943450	63943459	+	0.000	0.000	Merged-chr5-63943362-36
NR2127--MA0508.2.PRDM1	chr9	35475596	35475605	+	0.000	0.000	Merged-chr9-35475679-27
NR1730--MA0508.2.PRDM1	chr6	38360194	38360203	-	0.000	0.000	Merged-chr6-38360325-47
NR1525--MA0508.2.PRDM1	chr4	102499210	102499219	+	0.000	0.000	Merged-chr4-102499116-10
NR1092--MA0508.2.PRDM1	chr19	34607771	34607780	+	0.000	0.000	Merged-chr19-34607589-82
NR1363--MA0508.2.PRDM1	chr3	105133211	105133220	+	0.000	0.000	Merged-chr3-105133189-20
NR1634--MA0508.2.PRDM1	chr5	89044630	89044639	+	0.000	0.000	Merged-chr5-89044543-8
NR1905--MA0508.2.PRDM1	chr7	34918665	34918674	+	0.000	0.000	Merged-chr7-34918703-8
NR1886--MA0508.2.PRDM1	chr7	15912292	15912301	-	0.000	0.000	Merged-chr7-15912372-18
NR138--MA0508.2.PRDM1	chr1	167212486	167212495	-	0.000	0.000	Merged-chr1-167212500-30
NR1472--MA0508.2.PRDM1	chr4	48039742	48039751	-	0.000	0.000	Merged-chr4-48039854-22
NR1538--MA0508.2.PRDM1	chr4	122898564	122898573	-	0.000	0.000	Merged-chr4-122898510-27
NR710--MA0508.2.PRDM1	chr14	61953304	61953313	+	0.000	0.000	Merged-chr14-61953231-1
NR1600--MA0508.2.PRDM1	chr5	28269860	28269869	-	0.000	0.000	Merged-chr5-28269924-54
NR962--MA0508.2.PRDM1	chr17	50070401	50070410	+	0.000	0.000	Merged-chr17-50070273-24
NR1918--MA0508.2.PRDM1	chr7	48795341	48795350	+	0.000	0.000	Merged-chr7-48795353-37
NR1899--MA0508.2.PRDM1	chr7	28788966	28788975	+	0.000	0.000	Merged-chr7-28788971-18
NR1504--MA0508.2.PRDM1	chr4	88071009	88071018	-	0.000	0.000	Merged-chr4-88071071-19
NR1103--MA0508.2.PRDM1	chr19	55688722	55688731	+	0.000	0.000	Merged-chr19-55688769-29
NR670--MA0508.2.PRDM1	chr13	117025559	117025568	+	0.000	0.000	Merged-chr13-117025711-44
NR941--MA0508.2.PRDM1	chr17	29660669	29660678	-	0.000	0.000	Merged-chr17-29660811-69
NR1560--MA0508.2.PRDM1	chr4	139616926	139616935	+	0.000	0.000	Merged-chr4-139616773-45
NR1084--MA0508.2.PRDM1	chr19	30924284	30924293	-	0.000	0.000	Merged-chr19-30924347-34
NR1355--MA0508.2.PRDM1	chr3	101033706	101033715	-	0.000	0.000	Merged-chr3-101033836-38
NR1626--MA0508.2.PRDM1	chr5	72948147	72948156	-	0.000	0.000	Merged-chr5-72948182-5
NR1639--MA0508.2.PRDM1	chr5	92327576	92327585	-	0.000	0.000	Merged-chr5-92327493-24
NR1748--MA0508.2.PRDM1	chr6	66472895	66472904	+	0.000	0.000	Merged-chr6-66473070-26
NR1586--MA0508.2.PRDM1	chr5	8397740	8397749	+	0.000	0.000	Merged-chr5-8397712-7
NR824--MA0508.2.PRDM1	chr15	97389813	97389822	+	0.000	0.000	Merged-chr15-97389746-17
NR1509--MA0508.2.PRDM1	chr4	89458845	89458854	+	0.000	0.000	Merged-chr4-89458773-12
NR410--MA0508.2.PRDM1	chr11	100921394	100921403	+	0.000	0.000	Merged-chr11-100921492-18
NR1552--MA0508.2.PRDM1	chr4	134365259	134365268	+	0.000	0.000	Merged-chr4-134365385-7
NR1076--MA0508.2.PRDM1	chr19	16781168	16781177	+	0.000	0.000	Merged-chr19-16781022-84
NR1347--MA0508.2.PRDM1	chr3	96764769	96764778	+	0.000	0.000	Merged-chr3-96764776-19
NR1599--MA0508.2.PRDM1	chr5	28269839	28269848	-	0.000	0.000	Merged-chr5-28269924-54
NR771--MA0508.2.PRDM1	chr14	122290592	122290601	-	0.000	0.000	Merged-chr14-122290582-19
NR1390--MA0508.2.PRDM1	chr3	126693633	126693642	+	0.000	0.000	Merged-chr3-126693413-64
NR1185--MA0508.2.PRDM1	chr2	77946205	77946214	-	0.000	0.000	Merged-chr2-77946084-74
NR1727--MA0508.2.PRDM1	chr6	37046634	37046643	-	0.000	0.000	Merged-chr6-37046555-33
NR880--MA0508.2.PRDM1	chr16	45389982	45389991	+	0.000	0.000	Merged-chr16-45389886-49
NR803--MA0508.2.PRDM1	chr15	66561049	66561058	+	0.000	0.000	Merged-chr15-66561010-60
NR1151--MA0508.2.PRDM1	chr2	44981798	44981807	+	0.000	0.000	Merged-chr2-44981813-26
NR1198--MA0508.2.PRDM1	chr2	92243956	92243965	-	0.000	0.000	Merged-chr2-92243919-9
NR1469--MA0508.2.PRDM1	chr4	43563263	43563272	+	0.000	0.000	Merged-chr4-43563179-4
NR912--MA0508.2.PRDM1	chr16	91685683	91685692	-	0.000	0.000	Merged-chr16-91685700-49
NR1326--MA0508.2.PRDM1	chr3	79103755	79103764	+	0.000	0.000	Merged-chr3-79103869-18
NR1130--MA0508.2.PRDM1	chr2	19622245	19622254	-	0.000	0.000	Merged-chr2-19622223-29
NR1796--MA0508.2.PRDM1	chr6	99095795	99095804	-	0.000	0.000	Merged-chr6-99095913-165
NR1177--MA0508.2.PRDM1	chr2	69415311	69415320	-	0.000	0.000	Merged-chr2-69415236-25
NR620--MA0508.2.PRDM1	chr13	97857898	97857907	-	0.000	0.000	Merged-chr13-97858038-42
NR1557--MA0508.2.PRDM1	chr4	137898897	137898906	+	0.000	0.000	Merged-chr4-137899052-12
NR524--MA0508.2.PRDM1	chr12	105684196	105684205	+	0.000	0.000	Merged-chr12-105684124-9
NR110--MA0508.2.PRDM1	chr1	152084876	152084885	-	0.000	0.000	Merged-chr1-152084822-56
NR1318--MA0508.2.PRDM1	chr3	60486666	60486675	+	0.000	0.000	Merged-chr3-60486566-72
NR885--MA0508.2.PRDM1	chr16	52329570	52329579	+	0.000	0.000	Merged-chr16-52329510-16
NR994--MA0508.2.PRDM1	chr17	88038451	88038460	+	0.000	0.000	Merged-chr17-88038382-13
NR580--MA0508.2.PRDM1	chr13	36366500	36366509	-	0.000	0.000	Merged-chr13-36366469-31
NR851--MA0508.2.PRDM1	chr16	24165794	24165803	+	0.000	0.000	Merged-chr16-24165807-44
NR1265--MA0508.2.PRDM1	chr2	152790942	152790951	+	0.000	0.000	Merged-chr2-152791058-14
NR1807--MA0508.2.PRDM1	chr6	108165118	108165127	-	0.000	0.000	Merged-chr6-108164965-54
NR1122--MA0508.2.PRDM1	chr2	14312636	14312645	+	0.000	0.000	Merged-chr2-14312633-23
NR341--MA0508.2.PRDM1	chr11	4289425	4289434	+	0.000	0.000	Merged-chr11-4289401-53
NR593--MA0508.2.PRDM1	chr13	54209589	54209598	-	0.000	0.000	Merged-chr13-54209586-83
NR1549--MA0508.2.PRDM1	chr4	132898346	132898355	+	0.000	0.000	Merged-chr4-132898365-25
NR1135--MA0508.2.PRDM1	chr2	26739164	26739173	-	0.000	0.000	Merged-chr2-26739075-19
NR830--MA0508.2.PRDM1	chr15	101283362	101283371	-	0.000	0.000	Merged-chr15-101283335-2
NR354--MA0508.2.PRDM1	chr11	23699882	23699891	+	0.000	0.000	Merged-chr11-23700003-38
NR1039--MA0508.2.PRDM1	chr18	74880281	74880290	-	0.000	0.000	Merged-chr18-74880525-86
NR211--MA0508.2.PRDM1	chr10	39469525	39469534	-	0.000	0.000	Merged-chr10-39469542-68
NR1496--MA0508.2.PRDM1	chr4	83328130	83328139	-	0.000	0.000	Merged-chr4-83328065-107
NR1419--MA0508.2.PRDM1	chr3	142243504	142243513	+	0.000	0.000	Merged-chr3-142243538-27
NR2160--MA0508.2.PRDM1	chr9	61332385	61332394	+	0.000	0.000	Merged-chr9-61332388-31
NR37--MA0508.2.PRDM1	chr1	74379260	74379269	+	0.000	0.000	Merged-chr1-74379433-14
NR572--MA0508.2.PRDM1	chr13	23739350	23739359	-	0.000	0.000	Merged-chr13-23739426-131
NR843--MA0508.2.PRDM1	chr16	19761874	19761883	-	0.000	0.000	Merged-chr16-19761931-27
NR224--MA0508.2.PRDM1	chr10	44381639	44381648	-	0.000	0.000	Merged-chr10-44381463-1
NR1114--MA0508.2.PRDM1	chr2	3810518	3810527	+	0.000	0.000	Merged-chr2-3810542-48
NR1018--MA0508.2.PRDM1	chr18	56566147	56566156	+	0.000	0.000	Merged-chr18-56566232-24
NR790--MA0508.2.PRDM1	chr15	39905283	39905292	-	0.000	0.000	Merged-chr15-39905299-27
NR856--MA0508.2.PRDM1	chr16	27349410	27349419	-	0.000	0.000	Merged-chr16-27349554-54
NR442--MA0508.2.PRDM1	chr12	13575973	13575982	+	0.000	0.000	Merged-chr12-13576044-20
NR203--MA0508.2.PRDM1	chr10	21188087	21188096	+	0.000	0.000	Merged-chr10-21187975-21
NR455--MA0508.2.PRDM1	chr12	26460267	26460276	-	0.000	0.000	Merged-chr12-26460097-25
NR1597--MA0508.2.PRDM1	chr5	24039748	24039757	+	0.000	0.000	Merged-chr5-24039695-21
NR29--MA0508.2.PRDM1	chr1	58311354	58311363	-	0.000	0.000	Merged-chr1-58311498-34
NR1358--MA0508.2.PRDM1	chr3	103206632	103206641	-	0.000	0.000	Merged-chr3-103206656-43
NR577--MA0508.2.PRDM1	chr13	30933190	30933199	-	0.000	0.000	Merged-chr13-30933157-53
NR848--MA0508.2.PRDM1	chr16	23226210	23226219	+	0.000	0.000	Merged-chr16-23226158-41
NR434--MA0508.2.PRDM1	chr12	4454509	4454518	-	0.000	0.000	Merged-chr12-4454481-33
NR957--MA0508.2.PRDM1	chr17	46555998	46556007	+	0.000	0.000	Merged-chr17-46556133-86
NR814--MA0508.2.PRDM1	chr15	80697716	80697725	+	0.000	0.000	Merged-chr15-80697819-49
NR795--MA0508.2.PRDM1	chr15	50751280	50751289	-	0.000	0.000	Merged-chr15-50751217-20
NR400--MA0508.2.PRDM1	chr11	94210257	94210266	+	0.000	0.000	Merged-chr11-94210319-4
NR381--MA0508.2.PRDM1	chr11	71991749	71991758	-	0.000	0.000	Merged-chr11-71991697-3
NR652--MA0508.2.PRDM1	chr13	108316207	108316216	-	0.000	0.000	Merged-chr13-108316339-65
NR1066--MA0508.2.PRDM1	chr19	9067543	9067552	+	0.000	0.000	Merged-chr19-9067477-19
NR304--MA0508.2.PRDM1	chr10	115332395	115332404	+	0.000	0.000	Merged-chr10-115332593-43
NR761--MA0508.2.PRDM1	chr14	118658484	118658493	-	0.000	0.000	Merged-chr14-118658326-68
NR556--MA0508.2.PRDM1	chr13	5286476	5286485	+	0.000	0.000	Merged-chr13-5286449-11
NR665--MA0508.2.PRDM1	chr13	113104962	113104971	+	0.000	0.000	Merged-chr13-113104978-22
NR1079--MA0508.2.PRDM1	chr19	21863656	21863665	-	0.000	0.000	Merged-chr19-21863590-59
NR522--MA0508.2.PRDM1	chr12	104066537	104066546	+	0.000	0.000	Merged-chr12-104066472-5
NR317--MA0508.2.PRDM1	chr10	121493869	121493878	+	0.000	0.000	Merged-chr10-121494014-41
NR1207--MA0508.2.PRDM1	chr2	102853438	102853447	-	0.000	0.000	Merged-chr2-102853359-14
NR569--MA0508.2.PRDM1	chr13	22028930	22028939	-	0.000	0.000	Merged-chr13-22029066-52
NR155--MA0508.2.PRDM1	chr1	177338777	177338786	+	0.000	0.000	Merged-chr1-177338915-41
NR77--MA0508.2.PRDM1	chr1	128617825	128617834	+	0.000	0.000	Merged-chr1-128617938-22
NR883--MA0508.2.PRDM1	chr16	52132955	52132964	-	0.000	0.000	Merged-chr16-52133067-26
NR678--MA0508.2.PRDM1	chr14	20012725	20012734	+	0.000	0.000	Merged-chr14-20012848-52
NR806--MA0508.2.PRDM1	chr15	73629824	73629833	-	0.000	0.000	Merged-chr15-73629813-13
NR373--MA0508.2.PRDM1	chr11	66905954	66905963	-	0.000	0.000	Merged-chr11-66906049-23
NR501--MA0508.2.PRDM1	chr12	86836926	86836935	+	0.000	0.000	Merged-chr12-86836773-41
NR548--MA0508.2.PRDM1	chr12	118296397	118296406	-	0.000	0.000	Merged-chr12-118296340-47
NR591--MA0508.2.PRDM1	chr13	51848938	51848947	+	0.000	0.000	Merged-chr13-51849013-24
NR386--MA0508.2.PRDM1	chr11	76807506	76807515	+	0.000	0.000	Merged-chr11-76807341-17
NR657--MA0508.2.PRDM1	chr13	108854418	108854427	-	0.000	0.000	Merged-chr13-108854384-23
NR1991--MA0508.2.PRDM1	chr7	122932333	122932342	-	0.000	0.000	Merged-chr7-122932357-26
NR243--MA0508.2.PRDM1	chr10	67620233	67620242	+	0.000	0.000	Merged-chr10-67620150-41
NR309--MA0508.2.PRDM1	chr10	117571672	117571681	+	0.000	0.000	Merged-chr10-117571495-58
NR2083--MA0508.2.PRDM1	chr8	106795031	106795040	+	0.000	0.000	Merged-chr8-106794988-23
NR147--MA0508.2.PRDM1	chr1	172000687	172000696	+	0.000	0.000	Merged-chr1-172000780-26
NR418--MA0508.2.PRDM1	chr11	110897214	110897223	+	0.000	0.000	Merged-chr11-110897111-25
NR1037--MA0508.2.PRDM1	chr18	73765290	73765299	+	0.000	0.000	Merged-chr18-73765273-28
NR399--MA0508.2.PRDM1	chr11	90258456	90258465	-	0.000	0.000	Merged-chr11-90258330-4
NR2115--MA0508.2.PRDM1	chr9	21235478	21235487	+	0.000	0.000	Merged-chr9-21235513-26
NR779--MA0508.2.PRDM1	chr15	25865855	25865864	-	0.000	0.000	Merged-chr15-25865817-16
NR2224--MA0508.2.PRDM1	chr9	118908499	118908508	+	0.000	0.000	Merged-chr9-118908380-27
NR365--MA0508.2.PRDM1	chr11	49204074	49204083	-	0.000	0.000	Merged-chr11-49204089-8
NR1970--MA0508.2.PRDM1	chr7	107664528	107664537	+	0.000	0.000	Merged-chr7-107664561-57
NR474--MA0508.2.PRDM1	chr12	69447453	69447462	+	0.000	0.000	Merged-chr12-69447284-163
NR126--MA0508.2.PRDM1	chr1	161735016	161735025	+	0.000	0.000	Merged-chr1-161734917-117
NR48--MA0508.2.PRDM1	chr1	82879333	82879342	-	0.000	0.000	Merged-chr1-82879357-31
NR649--MA0508.2.PRDM1	chr13	107114044	107114053	+	0.000	0.000	Merged-chr13-107114151-28
NR235--MA0508.2.PRDM1	chr10	59974387	59974396	+	0.000	0.000	Merged-chr10-59974606-81
NR1840--MA0508.2.PRDM1	chr6	129406200	129406209	+	0.000	0.000	Merged-chr6-129406250-15
NR615--MA0508.2.PRDM1	chr13	92354948	92354957	+	0.000	0.000	Merged-chr13-92354723-122
NR139--MA0508.2.PRDM1	chr1	167340225	167340234	+	0.000	0.000	Merged-chr1-167340348-59
NR1029--MA0508.2.PRDM1	chr18	68190173	68190182	-	0.000	0.000	Merged-chr18-68190088-51
NR519--MA0508.2.PRDM1	chr12	102702699	102702708	-	0.000	0.000	Merged-chr12-102702822-3
NR357--MA0508.2.PRDM1	chr11	26586812	26586821	+	0.000	0.000	Merged-chr11-26586855-34
NR195--MA0508.2.PRDM1	chr10	12607463	12607472	+	0.000	0.000	Merged-chr10-12607451-15
NR323--MA0508.2.PRDM1	chr10	122717888	122717897	-	0.000	0.000	Merged-chr10-122717958-55
NR989--MA0508.2.PRDM1	chr17	83633001	83633010	+	0.000	0.000	Merged-chr17-83632909-17
NR118--MA0508.2.PRDM1	chr1	156206230	156206239	+	0.000	0.000	Merged-chr1-156206326-26
NR575--MA0508.2.PRDM1	chr13	30754222	30754231	-	0.000	0.000	Merged-chr13-30754228-8
NR846--MA0508.2.PRDM1	chr16	22432040	22432049	-	0.000	0.000	Merged-chr16-22432023-24
NR227--MA0508.2.PRDM1	chr10	52382205	52382214	-	0.000	0.000	Merged-chr10-52382064-99
NR479--MA0508.2.PRDM1	chr12	72520732	72520741	-	0.000	0.000	Merged-chr12-72520771-29
NR336--MA0508.2.PRDM1	chr11	3105458	3105467	+	0.000	0.000	Merged-chr11-3105314-74
NR2176--MA0508.2.PRDM1	chr9	75256336	75256345	-	0.000	0.000	Merged-chr9-75256322-14
NR2033--MA0508.2.PRDM1	chr8	36182375	36182384	-	0.000	0.000	Merged-chr8-36182321-59
NR445--MA0508.2.PRDM1	chr12	17507439	17507448	-	0.000	0.000	Merged-chr12-17507357-35
NR2285--MA0508.2.PRDM1	chrX	163869098	163869107	+	0.000	0.000	Merged-chrX-163869062-41
NR1954--MA0508.2.PRDM1	chr7	96818524	96818533	-	0.000	0.000	Merged-chr7-96818578-56
NR1540--MA0508.2.PRDM1	chr4	124646749	124646758	-	0.000	0.000	Merged-chr4-124646724-23
NR838--MA0508.2.PRDM1	chr16	10741345	10741354	+	0.000	0.000	Merged-chr16-10741370-34
NR2012--MA0508.2.PRDM1	chr7	141096796	141096805	+	0.000	0.000	Merged-chr7-141096826-78
NR1824--MA0508.2.PRDM1	chr6	120056377	120056386	+	0.000	0.000	Merged-chr6-120056156-40
NR1410--MA0508.2.PRDM1	chr3	137865680	137865689	-	0.000	0.000	Merged-chr3-137865594-62
NR2121--MA0508.2.PRDM1	chr9	32521343	32521352	-	0.000	0.000	Merged-chr9-32521383-3
NR1662--MA0508.2.PRDM1	chr5	105110387	105110396	-	0.000	0.000	Merged-chr5-105110402-76
NR2168--MA0508.2.PRDM1	chr9	65004253	65004262	+	0.000	0.000	Merged-chr9-65004115-12
NR437--MA0508.2.PRDM1	chr12	8660050	8660059	-	0.000	0.000	Merged-chr12-8659979-34
