#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR2293--MA0089.1.MAFG::NFE2L1	chr11	68447293	68447298	+	0.000	0.000	Merged-chr11-68447453-15
NR13290--MA0089.1.MAFG::NFE2L1	chr9	85328443	85328448	+	0.000	0.000	Merged-chr9-85328371-22
NR10808--MA0496.2.MAFK	chr6	17629865	17629883	-	0.000	0.000	Merged-chr6-17630018-29
NR1088--MA0089.1.MAFG::NFE2L1	chr1	192092710	192092715	-	0.000	0.000	Merged-chr1-192092599-105
NR13223--MA0495.2.MAFF	chr9	78074138	78074158	+	0.000	0.000	Merged-chr9-78074095-46
NR12826--MA0591.1.Bach1::Mafk	chr8	94191359	94191373	-	0.000	0.000	Merged-chr8-94191444-39
NR5608--MA0089.1.MAFG::NFE2L1	chr16	90727330	90727335	+	0.000	0.000	Merged-chr16-90727331-89
NR2029--MA0089.1.MAFG::NFE2L1	chr10	127211598	127211603	-	0.000	0.000	Merged-chr10-127211540-55
NR7867--MA0591.1.Bach1::Mafk	chr2	162931537	162931551	+	0.000	0.000	Merged-chr2-162931607-133
NR781--MA0089.1.MAFG::NFE2L1	chr1	144086355	144086360	-	0.000	0.000	Merged-chr1-144086303-34
NR290--MA0089.1.MAFG::NFE2L1	chr1	62875856	62875861	-	0.000	0.000	Merged-chr1-62876051-68
NR6827--MA0117.2.Mafb	chr19	36477338	36477349	+	0.000	0.000	Merged-chr19-36477668-89
NR13741--MA0591.1.Bach1::Mafk	chrX	162868568	162868582	+	0.000	0.000	Merged-chrX-162868446-21
NR2163--MA0117.2.Mafb	chr11	23257568	23257579	+	0.000	0.000	Merged-chr11-23257441-61
NR4841--MA0089.1.MAFG::NFE2L1	chr15	61546879	61546884	-	0.000	0.000	Merged-chr15-61546786-37
NR5540--MA0117.2.Mafb	chr16	78198808	78198819	-	0.000	0.000	Merged-chr16-78198816-65
NR2191--MA0089.1.MAFG::NFE2L1	chr11	32542734	32542739	+	0.000	0.000	Merged-chr11-32542755-79
NR2349--MA0496.2.MAFK	chr11	87074102	87074120	-	0.000	0.000	Merged-chr11-87073947-35
NR10501--MA0089.1.MAFG::NFE2L1	chr5	117388974	117388979	-	0.000	0.000	Merged-chr5-117388866-82
NR3470--MA0496.2.MAFK	chr13	80939697	80939715	-	0.000	0.000	Merged-chr13-80939578-1
NR3025--MA0659.1.MAFG	chr12	114991122	114991142	-	0.000	0.000	Merged-chr12-114991248-55
NR12676--MA0089.1.MAFG::NFE2L1	chr8	75084011	75084016	-	0.000	0.000	Merged-chr8-75083999-30
NR11632--MA0089.1.MAFG::NFE2L1	chr6	145340060	145340065	-	0.000	0.000	Merged-chr6-145340016-10
NR8548--MA0496.2.MAFK	chr3	89872364	89872382	+	0.000	0.000	Merged-chr3-89872416-43
NR1183--MA0496.2.MAFK	chr10	12823923	12823941	+	0.000	0.000	Merged-chr10-12823956-45
NR2379--MA0591.1.Bach1::Mafk	chr11	97728509	97728523	-	0.000	0.000	Merged-chr11-97728662-57
NR7663--MA0501.1.MAF::NFE2	chr2	135967348	135967362	+	0.000	0.000	Merged-chr2-135967319-31
NR1144--MA0591.1.Bach1::Mafk	chr10	7470132	7470146	+	0.000	0.000	Merged-chr10-7470291-37
NR13137--MA0501.1.MAF::NFE2	chr9	45251480	45251494	-	0.000	0.000	Merged-chr9-45251567-12
NR12008--MA0089.1.MAFG::NFE2L1	chr7	78685190	78685195	+	0.000	0.000	Merged-chr7-78685016-20
NR9234--MA0501.1.MAF::NFE2	chr4	40876945	40876959	+	0.000	0.000	Merged-chr4-40876932-30
NR225--MA0591.1.Bach1::Mafk	chr1	51509240	51509254	+	0.000	0.000	Merged-chr1-51509217-43
NR2193--MA0495.2.MAFF	chr11	32561585	32561605	+	0.000	0.000	Merged-chr11-32561785-56
NR2201--MA0089.1.MAFG::NFE2L1	chr11	34010295	34010300	+	0.000	0.000	Merged-chr11-34010377-133
NR10974--MA0496.2.MAFK	chr6	49128469	49128487	-	0.000	0.000	Merged-chr6-49128471-29
NR8472--MA0496.2.MAFK	chr3	79100355	79100373	-	0.000	0.000	Merged-chr3-79100420-9
NR7803--MA0496.2.MAFK	chr2	155082572	155082590	-	0.000	0.000	Merged-chr2-155082625-23
NR1002--MA0501.1.MAF::NFE2	chr1	180403754	180403768	-	0.000	0.000	Merged-chr1-180403715-60
NR6535--MA0089.1.MAFG::NFE2L1	chr18	62186339	62186344	-	0.000	0.000	Merged-chr18-62186304-32
NR7088--MA0089.1.MAFG::NFE2L1	chr2	36136639	36136644	-	0.000	0.000	Merged-chr2-36136611-74
NR1186--MA0089.1.MAFG::NFE2L1	chr10	14058112	14058117	+	0.000	0.000	Merged-chr10-14058073-111
NR8097--MA0591.1.Bach1::Mafk	chr3	18623970	18623984	+	0.000	0.000	Merged-chr3-18624063-31
NR10999--MA0659.1.MAFG	chr6	54925857	54925877	-	0.000	0.000	Merged-chr6-54926058-40
NR2195--MA0659.1.MAFG	chr11	32561585	32561605	+	0.000	0.000	Merged-chr11-32561785-56
NR6622--MA0089.1.MAFG::NFE2L1	chr18	76259856	76259861	-	0.000	0.000	Merged-chr18-76259816-26
NR1660--MA0117.2.Mafb	chr10	77130571	77130582	+	0.000	0.000	Merged-chr10-77130786-40
NR7750--MA0495.2.MAFF	chr2	148408351	148408371	+	0.000	0.000	Merged-chr2-148408263-26
NR9079--MA0501.1.MAF::NFE2	chr4	8800193	8800207	+	0.000	0.000	Merged-chr4-8800117-1
NR1009--MA0089.1.MAFG::NFE2L1	chr1	185193693	185193698	-	0.000	0.000	Merged-chr1-185193700-43
NR2289--MA0117.2.Mafb	chr11	64187032	64187043	+	0.000	0.000	Merged-chr11-64187104-15
NR12192--MA0495.2.MAFF	chr7	111015013	111015033	-	0.000	0.000	Merged-chr7-111015040-32
NR2965--MA0117.2.Mafb	chr12	102622565	102622576	-	0.000	0.000	Merged-chr12-102622545-47
NR3126--MA0496.2.MAFK	chr13	8385606	8385624	+	0.000	0.000	Merged-chr13-8385507-1
NR8164--MA0495.2.MAFF	chr3	26667906	26667926	+	0.000	0.000	Merged-chr3-26667999-1
NR11569--MA0089.1.MAFG::NFE2L1	chr6	140466497	140466502	-	0.000	0.000	Merged-chr6-140466408-37
NR8014--MA0089.1.MAFG::NFE2L1	chr2	180256361	180256366	+	0.000	0.000	Merged-chr2-180256201-1
NR4952--MA0089.1.MAFG::NFE2L1	chr15	80735480	80735485	-	0.000	0.000	Merged-chr15-80735548-45
NR10901--MA0089.1.MAFG::NFE2L1	chr6	35133985	35133990	-	0.000	0.000	Merged-chr6-35133862-87
NR12637--MA0591.1.Bach1::Mafk	chr8	69183851	69183865	-	0.000	0.000	Merged-chr8-69184043-75
NR2095--MA0495.2.MAFF	chr11	10276496	10276516	-	0.000	0.000	Merged-chr11-10276392-45
NR11516--MA0117.2.Mafb	chr6	134615230	134615241	-	0.000	0.000	Merged-chr6-134615220-54
NR6812--MA0501.1.MAF::NFE2	chr19	32275410	32275424	+	0.000	0.000	Merged-chr19-32275425-90
NR2893--MA0089.1.MAFG::NFE2L1	chr12	91746020	91746025	+	0.000	0.000	Merged-chr12-91745848-45
NR9736--MA0089.1.MAFG::NFE2L1	chr4	135567843	135567848	+	0.000	0.000	Merged-chr4-135567986-19
NR2403--MA0591.1.Bach1::Mafk	chr11	103028582	103028596	+	0.000	0.000	Merged-chr11-103028483-70
NR2351--MA0501.1.MAF::NFE2	chr11	87240407	87240421	+	0.000	0.000	Merged-chr11-87240422-3
NR11252--MA0089.1.MAFG::NFE2L1	chr6	97447145	97447150	+	0.000	0.000	Merged-chr6-97447180-22
NR6777--MA0495.2.MAFF	chr19	14352214	14352234	-	0.000	0.000	Merged-chr19-14352313-109
NR2634--MA0117.2.Mafb	chr12	36317334	36317345	-	0.000	0.000	Merged-chr12-36317326-46
NR2576--MA0591.1.Bach1::Mafk	chr12	25240220	25240234	+	0.000	0.000	Merged-chr12-25240283-42
NR1775--MA0089.1.MAFG::NFE2L1	chr10	93124500	93124505	-	0.000	0.000	Merged-chr10-93124386-49
NR881--MA0501.1.MAF::NFE2	chr1	162735259	162735273	-	0.000	0.000	Merged-chr1-162735223-28
NR6434--MA0117.2.Mafb	chr18	46201103	46201114	-	0.000	0.000	Merged-chr18-46201005-50
NR1110--MA0117.2.Mafb	chr1	194600296	194600307	-	0.000	0.000	Merged-chr1-194600218-2
NR4298--MA0501.1.MAF::NFE2	chr14	86847324	86847338	-	0.000	0.000	Merged-chr14-86847401-13
NR894--MA0117.2.Mafb	chr1	165763775	165763786	-	0.000	0.000	Merged-chr1-165763682-102
NR3028--MA0496.2.MAFK	chr12	114991123	114991141	-	0.000	0.000	Merged-chr12-114991248-55
NR9849--MA0089.1.MAFG::NFE2L1	chr4	152138760	152138765	-	0.000	0.000	Merged-chr4-152138737-60
NR595--MA0591.1.Bach1::Mafk	chr1	106158132	106158146	-	0.000	0.000	Merged-chr1-106158254-8
NR835--MA0501.1.MAF::NFE2	chr1	152010406	152010420	+	0.000	0.000	Merged-chr1-152010502-52
NR5817--MA0089.1.MAFG::NFE2L1	chr17	28013402	28013407	+	0.000	0.000	Merged-chr17-28013455-33
NR2181--MA0501.1.MAF::NFE2	chr11	26640668	26640682	-	0.000	0.000	Merged-chr11-26640535-47
NR10032--MA0089.1.MAFG::NFE2L1	chr5	20845378	20845383	+	0.000	0.000	Merged-chr5-20845245-18
NR4975--MA0501.1.MAF::NFE2	chr15	83474201	83474215	+	0.000	0.000	Merged-chr15-83474258-63
NR12381--MA0089.1.MAFG::NFE2L1	chr8	13976748	13976753	-	0.000	0.000	Merged-chr8-13976763-5
NR10380--MA0495.2.MAFF	chr5	92348938	92348958	-	0.000	0.000	Merged-chr5-92348973-52
NR9747--MA0089.1.MAFG::NFE2L1	chr4	140948246	140948251	-	0.000	0.000	Merged-chr4-140948211-54
NR4618--MA0591.1.Bach1::Mafk	chr15	18821598	18821612	+	0.000	0.000	Merged-chr15-18821535-37
NR11189--MA0089.1.MAFG::NFE2L1	chr6	88379068	88379073	-	0.000	0.000	Merged-chr6-88379095-25
NR8229--MA0591.1.Bach1::Mafk	chr3	37174728	37174742	+	0.000	0.000	Merged-chr3-37174845-28
NR2490--MA0501.1.MAF::NFE2	chr12	3823693	3823707	-	0.000	0.000	Merged-chr12-3823687-29
NR13735--MA0495.2.MAFF	chrX	152233149	152233169	-	0.000	0.000	Merged-chrX-152233143-82
NR12749--MA0501.1.MAF::NFE2	chr8	83773299	83773313	-	0.000	0.000	Merged-chr8-83773250-61
NR248--MA0089.1.MAFG::NFE2L1	chr1	54914583	54914588	-	0.000	0.000	Merged-chr1-54914560-13
NR3743--MA0089.1.MAFG::NFE2L1	chr13	109922339	109922344	-	0.000	0.000	Merged-chr13-109922319-36
NR2342--MA0495.2.MAFF	chr11	87074101	87074121	+	0.000	0.000	Merged-chr11-87073947-35
NR2410--MA0089.1.MAFG::NFE2L1	chr11	106613082	106613087	+	0.000	0.000	Merged-chr11-106612974-112
NR6898--MA0591.1.Bach1::Mafk	chr2	5063780	5063794	-	0.000	0.000	Merged-chr2-5063869-93
NR12761--MA0496.2.MAFK	chr8	84825733	84825751	+	0.000	0.000	Merged-chr8-84825845-44
NR13513--MA0117.2.Mafb	chrX	9254245	9254256	-	0.000	0.000	Merged-chrX-9254140-30
NR11463--MA0089.1.MAFG::NFE2L1	chr6	128845488	128845493	+	0.000	0.000	Merged-chr6-128845601-30
NR2575--MA0495.2.MAFF	chr12	25240217	25240237	-	0.000	0.000	Merged-chr12-25240283-42
NR12515--MA0496.2.MAFK	chr8	40962897	40962915	-	0.000	0.000	Merged-chr8-40963134-88
NR1001--MA0496.2.MAFK	chr1	180268832	180268850	-	0.000	0.000	Merged-chr1-180268774-35
NR13175--MA0496.2.MAFK	chr9	62811079	62811097	-	0.000	0.000	Merged-chr9-62811056-2
NR9543--MA0089.1.MAFG::NFE2L1	chr4	89351297	89351302	+	0.000	0.000	Merged-chr4-89351221-94
NR7384--MA0089.1.MAFG::NFE2L1	chr2	79981166	79981171	+	0.000	0.000	Merged-chr2-79981258-2
NR3641--MA0089.1.MAFG::NFE2L1	chr13	101664126	101664131	-	0.000	0.000	Merged-chr13-101664276-40
NR2107--MA0659.1.MAFG	chr11	11573642	11573662	-	0.000	0.000	Merged-chr11-11573827-37
NR10036--MA0495.2.MAFF	chr5	21658704	21658724	+	0.000	0.000	Merged-chr5-21658802-28
NR7460--MA0501.1.MAF::NFE2	chr2	101871230	101871244	+	0.000	0.000	Merged-chr2-101871394-25
NR12814--MA0591.1.Bach1::Mafk	chr8	91545805	91545819	-	0.000	0.000	Merged-chr8-91545805-43
NR5626--MA0089.1.MAFG::NFE2L1	chr16	93918207	93918212	-	0.000	0.000	Merged-chr16-93918388-61
NR12115--MA0089.1.MAFG::NFE2L1	chr7	99027423	99027428	+	0.000	0.000	Merged-chr7-99027397-37
NR6361--MA0501.1.MAF::NFE2	chr18	39035417	39035431	-	0.000	0.000	Merged-chr18-39035384-28
NR7062--MA0591.1.Bach1::Mafk	chr2	26753715	26753729	-	0.000	0.000	Merged-chr2-26753671-30
NR5054--MA0117.2.Mafb	chr15	99009003	99009014	+	0.000	0.000	Merged-chr15-99008995-43
NR1809--MA0089.1.MAFG::NFE2L1	chr10	96725018	96725023	+	0.000	0.000	Merged-chr10-96724956-66
NR9917--MA0591.1.Bach1::Mafk	chr5	8798566	8798580	+	0.000	0.000	Merged-chr5-8798453-77
NR6568--MA0089.1.MAFG::NFE2L1	chr18	67441275	67441280	+	0.000	0.000	Merged-chr18-67441262-43
NR12679--MA0659.1.MAFG	chr8	75084001	75084021	-	0.000	0.000	Merged-chr8-75083999-30
NR834--MA0591.1.Bach1::Mafk	chr1	152010403	152010417	+	0.000	0.000	Merged-chr1-152010502-52
NR1971--MA0089.1.MAFG::NFE2L1	chr10	117918729	117918734	+	0.000	0.000	Merged-chr10-117918701-83
NR9367--MA0089.1.MAFG::NFE2L1	chr4	62367785	62367790	-	0.000	0.000	Merged-chr4-62367859-6
NR2045--MA0089.1.MAFG::NFE2L1	chr10	130311663	130311668	+	0.000	0.000	Merged-chr10-130311798-35
NR1800--MA0501.1.MAF::NFE2	chr10	95971023	95971037	-	0.000	0.000	Merged-chr10-95971075-85
NR6379--MA0089.1.MAFG::NFE2L1	chr18	39801296	39801301	+	0.000	0.000	Merged-chr18-39801283-11
NR433--MA0089.1.MAFG::NFE2L1	chr1	82724875	82724880	+	0.000	0.000	Merged-chr1-82725083-56
NR4596--MA0089.1.MAFG::NFE2L1	chr15	8577694	8577699	+	0.000	0.000	Merged-chr15-8577774-16
NR1270--MA0496.2.MAFK	chr10	20966343	20966361	-	0.000	0.000	Merged-chr10-20966333-27
NR4518--MA0495.2.MAFF	chr14	120275574	120275594	+	0.000	0.000	Merged-chr14-120275634-49
NR5046--MA0089.1.MAFG::NFE2L1	chr15	96709636	96709641	-	0.000	0.000	Merged-chr15-96709487-2
NR4666--MA0591.1.Bach1::Mafk	chr15	27518266	27518280	-	0.000	0.000	Merged-chr15-27518308-43
NR5614--MA0117.2.Mafb	chr16	91793525	91793536	+	0.000	0.000	Merged-chr16-91793603-12
NR12681--MA0496.2.MAFK	chr8	75084002	75084020	+	0.000	0.000	Merged-chr8-75083999-30
NR6133--MA0496.2.MAFK	chr17	86185078	86185096	+	0.000	0.000	Merged-chr17-86185009-23
NR3206--MA0117.2.Mafb	chr13	24515259	24515270	+	0.000	0.000	Merged-chr13-24515324-15
NR12126--MA0089.1.MAFG::NFE2L1	chr7	101896630	101896635	-	0.000	0.000	Merged-chr7-101896554-69
NR620--MA0089.1.MAFG::NFE2L1	chr1	108143184	108143189	-	0.000	0.000	Merged-chr1-108143272-2
NR13281--MA0591.1.Bach1::Mafk	chr9	83548440	83548454	+	0.000	0.000	Merged-chr9-83548335-44
NR9843--MA0089.1.MAFG::NFE2L1	chr4	150909918	150909923	-	0.000	0.000	Merged-chr4-150909856-55
NR3074--MA0089.1.MAFG::NFE2L1	chr13	5806245	5806250	-	0.000	0.000	Merged-chr13-5806398-17
NR1795--MA0089.1.MAFG::NFE2L1	chr10	95194223	95194228	+	0.000	0.000	Merged-chr10-95194130-23
NR1541--MA0591.1.Bach1::Mafk	chr10	59982656	59982670	-	0.000	0.000	Merged-chr10-59982666-5
NR3665--MA0089.1.MAFG::NFE2L1	chr13	102895939	102895944	+	0.000	0.000	Merged-chr13-102896052-33
NR13590--MA0659.1.MAFG	chrX	59568329	59568349	+	0.000	0.000	Merged-chrX-59568240-6
NR2068--MA0591.1.Bach1::Mafk	chr11	5762415	5762429	-	0.000	0.000	Merged-chr11-5762236-58
NR11950--MA0089.1.MAFG::NFE2L1	chr7	72306444	72306449	+	0.000	0.000	Merged-chr7-72306656-56
NR1799--MA0591.1.Bach1::Mafk	chr10	95971026	95971040	-	0.000	0.000	Merged-chr10-95971075-85
NR182--MA0495.2.MAFF	chr1	40382980	40383000	+	0.000	0.000	Merged-chr1-40383046-56
NR12261--MA0591.1.Bach1::Mafk	chr7	127113133	127113147	+	0.000	0.000	Merged-chr7-127113224-85
NR11164--MA0117.2.Mafb	chr6	82775641	82775652	-	0.000	0.000	Merged-chr6-82775550-35
NR8132--MA0659.1.MAFG	chr3	21917647	21917667	+	0.000	0.000	Merged-chr3-21917648-70
NR3021--MA0495.2.MAFF	chr12	114991122	114991142	+	0.000	0.000	Merged-chr12-114991248-55
NR8536--MA0089.1.MAFG::NFE2L1	chr3	88325033	88325038	-	0.000	0.000	Merged-chr3-88325153-39
NR8232--MA0501.1.MAF::NFE2	chr3	37978667	37978681	-	0.000	0.000	Merged-chr3-37978790-50
NR10968--MA0495.2.MAFF	chr6	49128468	49128488	-	0.000	0.000	Merged-chr6-49128471-29
NR1780--MA0089.1.MAFG::NFE2L1	chr10	93442398	93442403	+	0.000	0.000	Merged-chr10-93442339-20
NR11021--MA0501.1.MAF::NFE2	chr6	57814070	57814084	+	0.000	0.000	Merged-chr6-57814077-20
NR12239--MA0591.1.Bach1::Mafk	chr7	119861791	119861805	+	0.000	0.000	Merged-chr7-119861539-102
NR5635--MA0089.1.MAFG::NFE2L1	chr16	95827629	95827634	+	0.000	0.000	Merged-chr16-95827524-61
NR6082--MA0117.2.Mafb	chr17	80392000	80392011	+	0.000	0.000	Merged-chr17-80391888-51
NR10628--MA0495.2.MAFF	chr5	146655355	146655375	-	0.000	0.000	Merged-chr5-146655552-37
NR2374--MA0496.2.MAFK	chr11	95834502	95834520	-	0.000	0.000	Merged-chr11-95834511-50
NR1627--MA0659.1.MAFG	chr10	70903743	70903763	+	0.000	0.000	Merged-chr10-70903939-1
NR9231--MA0659.1.MAFG	chr4	40785992	40786012	+	0.000	0.000	Merged-chr4-40785986-16
NR11605--MA0591.1.Bach1::Mafk	chr6	143462312	143462326	-	0.000	0.000	Merged-chr6-143462218-2
NR5925--MA0591.1.Bach1::Mafk	chr17	50470628	50470642	+	0.000	0.000	Merged-chr17-50470429-100
NR7378--MA0117.2.Mafb	chr2	79180871	79180882	-	0.000	0.000	Merged-chr2-79180935-23
NR4592--MA0089.1.MAFG::NFE2L1	chr15	8109317	8109322	+	0.000	0.000	Merged-chr15-8109261-61
NR1180--MA0591.1.Bach1::Mafk	chr10	12823925	12823939	+	0.000	0.000	Merged-chr10-12823956-45
NR8356--MA0117.2.Mafb	chr3	61409840	61409851	-	0.000	0.000	Merged-chr3-61409766-58
NR10543--MA0591.1.Bach1::Mafk	chr5	125340635	125340649	-	0.000	0.000	Merged-chr5-125340767-86
NR4216--MA0117.2.Mafb	chr14	55724768	55724779	+	0.000	0.000	Merged-chr14-55724704-52
NR2972--MA0659.1.MAFG	chr12	103341439	103341459	+	0.000	0.000	Merged-chr12-103341437-53
NR4819--MA0089.1.MAFG::NFE2L1	chr15	57921636	57921641	-	0.000	0.000	Merged-chr15-57921644-21
NR2372--MA0591.1.Bach1::Mafk	chr11	95834504	95834518	+	0.000	0.000	Merged-chr11-95834511-50
NR12917--MA0117.2.Mafb	chr8	116689923	116689934	-	0.000	0.000	Merged-chr8-116689955-52
NR13230--MA0496.2.MAFK	chr9	78074139	78074157	-	0.000	0.000	Merged-chr9-78074095-46
NR3850--MA0089.1.MAFG::NFE2L1	chr14	7964762	7964767	+	0.000	0.000	Merged-chr14-7964637-21
NR8233--MA0496.2.MAFK	chr3	37978668	37978686	+	0.000	0.000	Merged-chr3-37978790-50
NR12642--MA0501.1.MAF::NFE2	chr8	70003339	70003353	-	0.000	0.000	Merged-chr8-70003366-27
NR946--MA0089.1.MAFG::NFE2L1	chr1	170863194	170863199	-	0.000	0.000	Merged-chr1-170863214-38
NR9225--MA0495.2.MAFF	chr4	40785958	40785978	+	0.000	0.000	Merged-chr4-40785986-16
NR4981--MA0089.1.MAFG::NFE2L1	chr15	86054364	86054369	-	0.000	0.000	Merged-chr15-86054318-51
NR4234--MA0117.2.Mafb	chr14	64434220	64434231	+	0.000	0.000	Merged-chr14-64434245-45
NR6733--MA0591.1.Bach1::Mafk	chr19	3851891	3851905	-	0.000	0.000	Merged-chr19-3851775-57
NR13468--MA0089.1.MAFG::NFE2L1	chr9	114743033	114743038	+	0.000	0.000	Merged-chr9-114742915-20
NR862--MA0591.1.Bach1::Mafk	chr1	160042519	160042533	-	0.000	0.000	Merged-chr1-160042538-15
NR2356--MA0089.1.MAFG::NFE2L1	chr11	88161867	88161872	+	0.000	0.000	Merged-chr11-88161947-43
NR542--MA0089.1.MAFG::NFE2L1	chr1	98130346	98130351	-	0.000	0.000	Merged-chr1-98130284-39
NR12268--MA0117.2.Mafb	chr7	127968612	127968623	+	0.000	0.000	Merged-chr7-127968493-40
NR4519--MA0591.1.Bach1::Mafk	chr14	120275577	120275591	-	0.000	0.000	Merged-chr14-120275634-49
NR8547--MA0501.1.MAF::NFE2	chr3	89872363	89872377	-	0.000	0.000	Merged-chr3-89872416-43
NR7723--MA0117.2.Mafb	chr2	145903139	145903150	+	0.000	0.000	Merged-chr2-145903332-51
NR1674--MA0591.1.Bach1::Mafk	chr10	80342883	80342897	-	0.000	0.000	Merged-chr10-80342924-40
NR13151--MA0089.1.MAFG::NFE2L1	chr9	53673866	53673871	+	0.000	0.000	Merged-chr9-53673777-24
NR13166--MA0501.1.MAF::NFE2	chr9	61708039	61708053	-	0.000	0.000	Merged-chr9-61708026-57
NR7074--MA0117.2.Mafb	chr2	29637396	29637407	-	0.000	0.000	Merged-chr2-29637573-32
NR12813--MA0089.1.MAFG::NFE2L1	chr8	91545812	91545817	-	0.000	0.000	Merged-chr8-91545805-43
NR12067--MA0501.1.MAF::NFE2	chr7	89712840	89712854	-	0.000	0.000	Merged-chr7-89712844-48
NR8776--MA0591.1.Bach1::Mafk	chr3	126693213	126693227	-	0.000	0.000	Merged-chr3-126693084-1
NR13593--MA0496.2.MAFK	chrX	59568330	59568348	-	0.000	0.000	Merged-chrX-59568240-6
NR1008--MA0591.1.Bach1::Mafk	chr1	185193503	185193517	-	0.000	0.000	Merged-chr1-185193700-43
NR10590--MA0659.1.MAFG	chr5	135134345	135134365	+	0.000	0.000	Merged-chr5-135134293-53
NR2469--MA0089.1.MAFG::NFE2L1	chr11	118401985	118401990	+	0.000	0.000	Merged-chr11-118401958-49
NR4414--MA0591.1.Bach1::Mafk	chr14	105177470	105177484	+	0.000	0.000	Merged-chr14-105177397-2
NR6109--MA0089.1.MAFG::NFE2L1	chr17	84004425	84004430	-	0.000	0.000	Merged-chr17-84004507-68
NR4241--MA0496.2.MAFK	chr14	64884952	64884970	+	0.000	0.000	Merged-chr14-64885056-34
NR13668--MA0089.1.MAFG::NFE2L1	chrX	101917734	101917739	+	0.000	0.000	Merged-chrX-101917936-6
NR7298--MA0117.2.Mafb	chr2	65199728	65199739	-	0.000	0.000	Merged-chr2-65199920-22
NR7980--MA0089.1.MAFG::NFE2L1	chr2	177957289	177957294	+	0.000	0.000	Merged-chr2-177957258-77
NR8135--MA0496.2.MAFK	chr3	21917648	21917666	-	0.000	0.000	Merged-chr3-21917648-70
NR5843--MA0591.1.Bach1::Mafk	chr17	32891345	32891359	-	0.000	0.000	Merged-chr17-32891413-48
NR11459--MA0591.1.Bach1::Mafk	chr6	128760154	128760168	-	0.000	0.000	Merged-chr6-128760193-2
NR12513--MA0495.2.MAFF	chr8	40962896	40962916	-	0.000	0.000	Merged-chr8-40963134-88
NR1899--MA0495.2.MAFF	chr10	107858904	107858924	-	0.000	0.000	Merged-chr10-107858878-12
NR7427--MA0089.1.MAFG::NFE2L1	chr2	91835340	91835345	+	0.000	0.000	Merged-chr2-91835374-51
NR9487--MA0089.1.MAFG::NFE2L1	chr4	83485784	83485789	-	0.000	0.000	Merged-chr4-83485831-3
NR13191--MA0495.2.MAFF	chr9	72097291	72097311	+	0.000	0.000	Merged-chr9-72097262-35
NR7023--MA0089.1.MAFG::NFE2L1	chr2	19049542	19049547	-	0.000	0.000	Merged-chr2-19049471-2
NR7886--MA0591.1.Bach1::Mafk	chr2	167689763	167689777	+	0.000	0.000	Merged-chr2-167689841-24
NR8658--MA0089.1.MAFG::NFE2L1	chr3	106785304	106785309	+	0.000	0.000	Merged-chr3-106785320-62
NR7614--MA0089.1.MAFG::NFE2L1	chr2	130563776	130563781	-	0.000	0.000	Merged-chr2-130563703-55
NR2268--MA0591.1.Bach1::Mafk	chr11	61642333	61642347	+	0.000	0.000	Merged-chr11-61642233-10
NR11970--MA0089.1.MAFG::NFE2L1	chr7	75600572	75600577	-	0.000	0.000	Merged-chr7-75600674-52
NR13495--MA0496.2.MAFK	chr9	120960865	120960883	-	0.000	0.000	Merged-chr9-120960803-26
NR277--MA0089.1.MAFG::NFE2L1	chr1	60916635	60916640	-	0.000	0.000	Merged-chr1-60916726-62
NR9261--MA0496.2.MAFK	chr4	48039927	48039945	+	0.000	0.000	Merged-chr4-48039854-22
NR2445--MA0501.1.MAF::NFE2	chr11	116397037	116397051	-	0.000	0.000	Merged-chr11-116396893-3
NR4222--MA0089.1.MAFG::NFE2L1	chr14	60129741	60129746	+	0.000	0.000	Merged-chr14-60129717-50
NR2063--MA0089.1.MAFG::NFE2L1	chr11	4206035	4206040	+	0.000	0.000	Merged-chr11-4206247-48
NR3739--MA0591.1.Bach1::Mafk	chr13	109822603	109822617	-	0.000	0.000	Merged-chr13-109822486-79
NR13207--MA0501.1.MAF::NFE2	chr9	75541743	75541757	+	0.000	0.000	Merged-chr9-75541698-38
NR10526--MA0591.1.Bach1::Mafk	chr5	122949248	122949262	+	0.000	0.000	Merged-chr5-122949287-47
NR2365--MA0089.1.MAFG::NFE2L1	chr11	95356989	95356994	-	0.000	0.000	Merged-chr11-95356897-59
NR6131--MA0495.2.MAFF	chr17	86185077	86185097	+	0.000	0.000	Merged-chr17-86185009-23
NR7929--MA0089.1.MAFG::NFE2L1	chr2	173448695	173448700	-	0.000	0.000	Merged-chr2-173448878-59
NR12195--MA0496.2.MAFK	chr7	111015014	111015032	+	0.000	0.000	Merged-chr7-111015040-32
NR11719--MA0089.1.MAFG::NFE2L1	chr7	16366525	16366530	+	0.000	0.000	Merged-chr7-16366464-23
NR10669--MA0496.2.MAFK	chr5	150220633	150220651	+	0.000	0.000	Merged-chr5-150220578-7
NR10805--MA0591.1.Bach1::Mafk	chr6	17629867	17629881	+	0.000	0.000	Merged-chr6-17630018-29
