#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR3647--MA0766.1.GATA5	chr15	59010878	59010885	-	0.000	0.000	Merged-chr15-59010782-34
NR6976--MA0482.1.Gata4	chr4	88015483	88015493	+	0.000	0.000	Merged-chr4-88015608-45
NR5206--MA0037.3.GATA3	chr2	22796699	22796706	+	0.000	0.000	Merged-chr2-22796662-28
NR3899--MA0766.1.GATA5	chr16	29856393	29856400	-	0.000	0.000	Merged-chr16-29856280-19
NR3604--MA0140.2.GATA1::TAL1	chr15	49671377	49671394	-	0.000	0.000	Merged-chr15-49671464-12
NR5732--MA0035.3.Gata1	chr2	148528051	148528061	-	0.000	0.000	Merged-chr2-148527989-4
NR5370--MA0766.1.GATA5	chr2	66184789	66184796	-	0.000	0.000	Merged-chr2-66184903-51
NR6238--MA0035.3.Gata1	chr3	84461169	84461179	-	0.000	0.000	Merged-chr3-84461060-54
NR1780--MA1104.1.GATA6	chr11	116782934	116782946	-	0.000	0.000	Merged-chr11-116782885-34
NR5960--MA0482.1.Gata4	chr3	38371853	38371863	+	0.000	0.000	Merged-chr3-38371815-1
NR6466--MA0482.1.Gata4	chr3	136611951	136611961	-	0.000	0.000	Merged-chr3-136611929-48
NR2143--MA1104.1.GATA6	chr12	83929661	83929673	+	0.000	0.000	Merged-chr12-83929616-29
NR1566--MA0766.1.GATA5	chr11	22813645	22813652	+	0.000	0.000	Merged-chr11-22813643-1
NR367--MA0140.2.GATA1::TAL1	chr1	91065254	91065271	-	0.000	0.000	Merged-chr1-91065226-49
NR2318--MA1104.1.GATA6	chr12	112606009	112606021	-	0.000	0.000	Merged-chr12-112605824-36
NR8778--MA0482.1.Gata4	chr7	73600105	73600115	-	0.000	0.000	Merged-chr7-73600199-6
NR1936--MA0036.3.GATA2	chr12	36057887	36057897	+	0.000	0.000	Merged-chr12-36057875-8
NR8159--MA0482.1.Gata4	chr6	82922014	82922024	-	0.000	0.000	Merged-chr6-82922037-57
NR2156--MA1104.1.GATA6	chr12	88408405	88408417	+	0.000	0.000	Merged-chr12-88408457-71
NR8989--MA0140.2.GATA1::TAL1	chr7	126822089	126822106	-	0.000	0.000	Merged-chr7-126822065-16
NR389--MA0482.1.Gata4	chr1	94035513	94035523	+	0.000	0.000	Merged-chr1-94035484-87
NR3760--MA0035.3.Gata1	chr15	101275265	101275275	+	0.000	0.000	Merged-chr15-101275184-1
NR6116--MA0036.3.GATA2	chr3	60954221	60954231	-	0.000	0.000	Merged-chr3-60954370-10
NR9222--MA0036.3.GATA2	chr8	54436802	54436812	+	0.000	0.000	Merged-chr8-54436651-1
NR9484--MA0766.1.GATA5	chr9	13536930	13536937	+	0.000	0.000	Merged-chr9-13536890-20
NR3664--MA0035.3.Gata1	chr15	63989731	63989741	-	0.000	0.000	Merged-chr15-63989879-13
NR9432--MA0035.3.Gata1	chr8	125351840	125351850	-	0.000	0.000	Merged-chr8-125351679-18
NR1907--MA0035.3.Gata1	chr12	28735564	28735574	-	0.000	0.000	Merged-chr12-28735423-1
NR7404--MA0035.3.Gata1	chr5	29200062	29200072	+	0.000	0.000	Merged-chr5-29200032-4
NR5453--MA0035.3.Gata1	chr2	92192027	92192037	-	0.000	0.000	Merged-chr2-92192158-30
NR3958--MA0482.1.Gata4	chr16	48760676	48760686	+	0.000	0.000	Merged-chr16-48760801-13
NR3773--MA0035.3.Gata1	chr15	103339525	103339535	+	0.000	0.000	Merged-chr15-103339534-3
NR1612--MA0482.1.Gata4	chr11	46389539	46389549	+	0.000	0.000	Merged-chr11-46389577-59
NR6349--MA0482.1.Gata4	chr3	121343373	121343383	+	0.000	0.000	Merged-chr3-121343370-11
NR1797--MA0766.1.GATA5	chr12	3989940	3989947	+	0.000	0.000	Merged-chr12-3989980-1
NR8839--MA0140.2.GATA1::TAL1	chr7	83600200	83600217	-	0.000	0.000	Merged-chr7-83600067-26
NR9721--MA0766.1.GATA5	chr9	90301326	90301333	-	0.000	0.000	Merged-chr9-90301276-26
NR4163--MA1104.1.GATA6	chr16	89595945	89595957	+	0.000	0.000	Merged-chr16-89595892-3
NR8317--MA1104.1.GATA6	chr6	124750611	124750623	+	0.000	0.000	Merged-chr6-124750623-14
NR3791--MA0766.1.GATA5	chr16	5746818	5746825	-	0.000	0.000	Merged-chr16-5746649-1
NR4434--MA0037.3.GATA3	chr17	52348687	52348694	-	0.000	0.000	Merged-chr17-52348820-8
NR4093--MA0482.1.Gata4	chr16	77095208	77095218	+	0.000	0.000	Merged-chr16-77095315-45
NR1753--MA0036.3.GATA2	chr11	106057069	106057079	+	0.000	0.000	Merged-chr11-106057103-42
NR9596--MA0036.3.GATA2	chr9	53271836	53271846	+	0.000	0.000	Merged-chr9-53271662-13
NR6448--MA0035.3.Gata1	chr3	135515339	135515349	+	0.000	0.000	Merged-chr3-135515494-6
NR930--MA0035.3.Gata1	chr10	19122264	19122274	+	0.000	0.000	Merged-chr10-19122454-26
NR7154--MA0036.3.GATA2	chr4	140815639	140815649	+	0.000	0.000	Merged-chr4-140815831-84
NR9782--MA0482.1.Gata4	chr9	116138613	116138623	+	0.000	0.000	Merged-chr9-116138726-20
NR5730--MA1104.1.GATA6	chr2	148528050	148528062	+	0.000	0.000	Merged-chr2-148527989-4
NR8879--MA0482.1.Gata4	chr7	101504104	101504114	+	0.000	0.000	Merged-chr7-101503907-73
NR5602--MA0036.3.GATA2	chr2	132292254	132292264	-	0.000	0.000	Merged-chr2-132292299-25
NR4304--MA0037.3.GATA3	chr17	13654775	13654782	+	0.000	0.000	Merged-chr17-13654932-70
NR7534--MA0036.3.GATA2	chr5	64519186	64519196	-	0.000	0.000	Merged-chr5-64519093-9
NR8992--MA0037.3.GATA3	chr7	127288042	127288049	+	0.000	0.000	Merged-chr7-127288112-51
NR3294--MA0766.1.GATA5	chr14	100283702	100283709	-	0.000	0.000	Merged-chr14-100283659-2
NR8548--MA1104.1.GATA6	chr6	144987412	144987424	+	0.000	0.000	Merged-chr6-144987357-14
NR4072--MA0482.1.Gata4	chr16	66086702	66086712	+	0.000	0.000	Merged-chr16-66086640-17
NR1562--MA0035.3.Gata1	chr11	21103247	21103257	+	0.000	0.000	Merged-chr11-21103382-12
NR9856--MA0766.1.GATA5	chrX	42511293	42511300	+	0.000	0.000	Merged-chrX-42511352-16
NR1241--MA1104.1.GATA6	chr10	89326992	89327004	+	0.000	0.000	Merged-chr10-89327162-49
NR8006--MA0036.3.GATA2	chr6	54119122	54119132	+	0.000	0.000	Merged-chr6-54119085-6
NR6202--MA0037.3.GATA3	chr3	81201468	81201475	-	0.000	0.000	Merged-chr3-81201582-6
NR4522--MA0037.3.GATA3	chr17	71491184	71491191	-	0.000	0.000	Merged-chr17-71491103-50
NR3146--MA0035.3.Gata1	chr14	54197800	54197810	+	0.000	0.000	Merged-chr14-54197805-29
NR3417--MA0035.3.Gata1	chr14	122788394	122788404	-	0.000	0.000	Merged-chr14-122788282-21
NR9785--MA0035.3.Gata1	chr9	116138612	116138622	+	0.000	0.000	Merged-chr9-116138726-20
NR8610--MA0037.3.GATA3	chr7	19332941	19332948	-	0.000	0.000	Merged-chr7-19332998-44
NR3788--MA0482.1.Gata4	chr16	5746818	5746828	+	0.000	0.000	Merged-chr16-5746649-1
NR6040--MA0037.3.GATA3	chr3	51744642	51744649	-	0.000	0.000	Merged-chr3-51744632-10
NR9708--MA0035.3.Gata1	chr9	86579814	86579824	+	0.000	0.000	Merged-chr9-86579809-9
NR1898--MA0766.1.GATA5	chr12	28589598	28589605	-	0.000	0.000	Merged-chr12-28589573-34
NR4631--MA0037.3.GATA3	chr18	6484970	6484977	-	0.000	0.000	Merged-chr18-6484878-33
NR9368--MA0037.3.GATA3	chr8	111566113	111566120	-	0.000	0.000	Merged-chr8-111566005-2
NR4012--MA0037.3.GATA3	chr16	58670210	58670217	-	0.000	0.000	Merged-chr16-58670422-58
NR1822--MA0482.1.Gata4	chr12	12373254	12373264	-	0.000	0.000	Merged-chr12-12373073-13
NR3687--MA0766.1.GATA5	chr15	76231139	76231146	+	0.000	0.000	Merged-chr15-76231095-16
NR2584--MA0037.3.GATA3	chr13	59585438	59585445	-	0.000	0.000	Merged-chr13-59585318-80
NR2855--MA0037.3.GATA3	chr13	106997642	106997649	+	0.000	0.000	Merged-chr13-106997590-6
NR1479--MA0035.3.Gata1	chr10	125330207	125330217	+	0.000	0.000	Merged-chr10-125330277-12
NR7908--MA0482.1.Gata4	chr6	29229407	29229417	-	0.000	0.000	Merged-chr6-29229534-5
NR8779--MA1104.1.GATA6	chr7	73600105	73600117	+	0.000	0.000	Merged-chr7-73600199-6
NR7680--MA0482.1.Gata4	chr5	105699707	105699717	-	0.000	0.000	Merged-chr5-105699890-8
NR9810--MA1104.1.GATA6	chrX	7421266	7421278	+	0.000	0.000	Merged-chrX-7421154-31
NR2597--MA1104.1.GATA6	chr13	61996741	61996753	-	0.000	0.000	Merged-chr13-61996796-15
NR1174--MA0035.3.Gata1	chr10	75406253	75406263	-	0.000	0.000	Merged-chr10-75406076-29
NR4226--MA0482.1.Gata4	chr17	3209754	3209764	+	0.000	0.000	Merged-chr17-3209784-17
NR614--MA0037.3.GATA3	chr1	143202926	143202933	+	0.000	0.000	Merged-chr1-143203062-8
NR9695--MA0140.2.GATA1::TAL1	chr9	84466002	84466019	-	0.000	0.000	Merged-chr9-84466111-2
NR1724--MA0036.3.GATA2	chr11	97994751	97994761	-	0.000	0.000	Merged-chr11-97994878-44
NR2311--MA0037.3.GATA3	chr12	110689851	110689858	+	0.000	0.000	Merged-chr12-110689902-59
NR6446--MA1104.1.GATA6	chr3	135515338	135515350	-	0.000	0.000	Merged-chr3-135515494-6
NR1140--MA0035.3.Gata1	chr10	69168673	69168683	+	0.000	0.000	Merged-chr10-69168741-15
NR5142--MA0482.1.Gata4	chr2	13132683	13132693	-	0.000	0.000	Merged-chr2-13132891-60
NR1690--MA1104.1.GATA6	chr11	80068119	80068131	-	0.000	0.000	Merged-chr11-80068268-1
NR9896--MA0482.1.Gata4	chrX	114474360	114474370	-	0.000	0.000	Merged-chrX-114474330-36
NR1729--MA0035.3.Gata1	chr11	98497544	98497554	+	0.000	0.000	Merged-chr11-98497586-22
NR2559--MA0482.1.Gata4	chr13	49188128	49188138	-	0.000	0.000	Merged-chr13-49188113-1
NR8997--MA0037.3.GATA3	chr7	130774092	130774099	+	0.000	0.000	Merged-chr7-130774226-12
NR6651--MA0037.3.GATA3	chr4	8381061	8381068	+	0.000	0.000	Merged-chr4-8380900-9
NR6717--MA0037.3.GATA3	chr4	19923452	19923459	+	0.000	0.000	Merged-chr4-19923492-7
NR4100--MA0037.3.GATA3	chr16	78265278	78265285	-	0.000	0.000	Merged-chr16-78265078-57
NR9947--MA0036.3.GATA2	chrX	169979119	169979129	-	0.000	0.000	Merged-chrX-169979163-27
NR3959--MA1104.1.GATA6	chr16	48760674	48760686	-	0.000	0.000	Merged-chr16-48760801-13
NR1613--MA1104.1.GATA6	chr11	46389537	46389549	-	0.000	0.000	Merged-chr11-46389577-59
NR7683--MA0035.3.Gata1	chr5	105699708	105699718	-	0.000	0.000	Merged-chr5-105699890-8
NR1961--MA0037.3.GATA3	chr12	40427691	40427698	+	0.000	0.000	Merged-chr12-40427719-34
NR7762--MA0140.2.GATA1::TAL1	chr5	140208921	140208938	-	0.000	0.000	Merged-chr5-140208912-49
NR4418--MA0037.3.GATA3	chr17	45573049	45573056	-	0.000	0.000	Merged-chr17-45573400-189
NR4229--MA0035.3.Gata1	chr17	3209753	3209763	+	0.000	0.000	Merged-chr17-3209784-17
NR1788--MA0140.2.GATA1::TAL1	chr11	117334306	117334323	-	0.000	0.000	Merged-chr11-117334271-49
NR5564--MA0766.1.GATA5	chr2	122125776	122125783	-	0.000	0.000	Merged-chr2-122125883-8
NR9928--MA0482.1.Gata4	chrX	153375288	153375298	+	0.000	0.000	Merged-chrX-153375365-26
NR9437--MA0036.3.GATA2	chr8	127589469	127589479	+	0.000	0.000	Merged-chr8-127589399-43
NR4094--MA1104.1.GATA6	chr16	77095206	77095218	-	0.000	0.000	Merged-chr16-77095315-45
NR5559--MA0035.3.Gata1	chr2	121457052	121457062	+	0.000	0.000	Merged-chr2-121457132-54
NR9766--MA0482.1.Gata4	chr9	112174907	112174917	-	0.000	0.000	Merged-chr9-112174843-101
NR9817--MA0036.3.GATA2	chrX	7566382	7566392	+	0.000	0.000	Merged-chrX-7566514-6
NR7210--MA0766.1.GATA5	chr4	150517582	150517589	-	0.000	0.000	Merged-chr4-150517532-35
NR4528--MA0140.2.GATA1::TAL1	chr17	71491185	71491202	+	0.000	0.000	Merged-chr17-71491103-50
NR6425--MA0037.3.GATA3	chr3	133623448	133623455	-	0.000	0.000	Merged-chr3-133623556-36
NR8139--MA0140.2.GATA1::TAL1	chr6	70709468	70709485	-	0.000	0.000	Merged-chr6-70709572-48
NR8540--MA0766.1.GATA5	chr6	144329733	144329740	-	0.000	0.000	Merged-chr6-144329601-7
NR4400--MA0035.3.Gata1	chr17	36020626	36020636	-	0.000	0.000	Merged-chr17-36020745-74
NR7548--MA0140.2.GATA1::TAL1	chr5	65901067	65901084	-	0.000	0.000	Merged-chr5-65901111-39
NR3202--MA0482.1.Gata4	chr14	74977158	74977168	+	0.000	0.000	Merged-chr14-74977138-7
NR1522--MA0482.1.Gata4	chr11	8524117	8524127	+	0.000	0.000	Merged-chr11-8524008-23
NR9722--MA0035.3.Gata1	chr9	90301325	90301335	+	0.000	0.000	Merged-chr9-90301276-26
NR3387--MA0766.1.GATA5	chr14	118796306	118796313	-	0.000	0.000	Merged-chr14-118796395-16
NR412--MA0036.3.GATA2	chr1	94803981	94803991	+	0.000	0.000	Merged-chr1-94803919-2
NR282--MA0037.3.GATA3	chr1	74239441	74239448	+	0.000	0.000	Merged-chr1-74239577-59
NR7845--MA0036.3.GATA2	chr6	8365160	8365170	+	0.000	0.000	Merged-chr6-8365103-3
NR5937--MA0140.2.GATA1::TAL1	chr3	27067436	27067453	-	0.000	0.000	Merged-chr3-27067455-6
NR5100--MA0482.1.Gata4	chr19	57477221	57477231	+	0.000	0.000	Merged-chr19-57477375-13
NR6720--MA0036.3.GATA2	chr4	19923450	19923460	-	0.000	0.000	Merged-chr4-19923492-7
NR3789--MA1104.1.GATA6	chr16	5746816	5746828	-	0.000	0.000	Merged-chr16-5746649-1
NR9634--MA0036.3.GATA2	chr9	78024980	78024990	+	0.000	0.000	Merged-chr9-78024957-31
NR5028--MA0035.3.Gata1	chr19	12488321	12488331	-	0.000	0.000	Merged-chr19-12488322-25
NR76--MA0036.3.GATA2	chr1	14514551	14514561	-	0.000	0.000	Merged-chr1-14514684-1
NR936--MA0140.2.GATA1::TAL1	chr10	21268945	21268962	-	0.000	0.000	Merged-chr10-21269012-32
NR3962--MA0140.2.GATA1::TAL1	chr16	48760861	48760878	-	0.000	0.000	Merged-chr16-48760801-13
NR5004--MA0482.1.Gata4	chr19	5348971	5348981	+	0.000	0.000	Merged-chr19-5349151-26
NR2339--MA0140.2.GATA1::TAL1	chr12	117173460	117173477	+	0.000	0.000	Merged-chr12-117173433-4
NR3205--MA0035.3.Gata1	chr14	74977157	74977167	+	0.000	0.000	Merged-chr14-74977138-7
NR7616--MA0766.1.GATA5	chr5	92204520	92204527	+	0.000	0.000	Merged-chr5-92204715-7
NR7688--MA0035.3.Gata1	chr5	109997108	109997118	-	0.000	0.000	Merged-chr5-109997231-2
NR611--MA0482.1.Gata4	chr1	143202524	143202534	-	0.000	0.000	Merged-chr1-143202432-31
NR1777--MA0035.3.Gata1	chr11	115564107	115564117	-	0.000	0.000	Merged-chr11-115564290-52
NR7573--MA0140.2.GATA1::TAL1	chr5	74260785	74260802	+	0.000	0.000	Merged-chr5-74260801-106
NR7909--MA1104.1.GATA6	chr6	29229407	29229419	+	0.000	0.000	Merged-chr6-29229534-5
NR8880--MA0766.1.GATA5	chr7	101504104	101504111	-	0.000	0.000	Merged-chr7-101503907-73
NR5570--MA0482.1.Gata4	chr2	122668167	122668177	-	0.000	0.000	Merged-chr2-122668057-9
NR3685--MA0482.1.Gata4	chr15	76231136	76231146	-	0.000	0.000	Merged-chr15-76231095-16
NR3295--MA0035.3.Gata1	chr14	100283701	100283711	+	0.000	0.000	Merged-chr14-100283659-2
NR7696--MA0036.3.GATA2	chr5	118069583	118069593	-	0.000	0.000	Merged-chr5-118069472-39
NR7681--MA1104.1.GATA6	chr5	105699707	105699719	+	0.000	0.000	Merged-chr5-105699890-8
NR6581--MA0766.1.GATA5	chr3	152929753	152929760	-	0.000	0.000	Merged-chr3-152929727-94
NR5103--MA0035.3.Gata1	chr19	57477220	57477230	+	0.000	0.000	Merged-chr19-57477375-13
NR5012--MA0766.1.GATA5	chr19	6015318	6015325	-	0.000	0.000	Merged-chr19-6015500-73
NR4227--MA1104.1.GATA6	chr17	3209752	3209764	-	0.000	0.000	Merged-chr17-3209784-17
NR9586--MA0035.3.Gata1	chr9	47739428	47739438	-	0.000	0.000	Merged-chr9-47739490-10
NR3812--MA0140.2.GATA1::TAL1	chr16	7768613	7768630	+	0.000	0.000	Merged-chr16-7768660-2
NR165--MA0037.3.GATA3	chr1	44101608	44101615	+	0.000	0.000	Merged-chr1-44101717-6
NR3651--MA0482.1.Gata4	chr15	60112102	60112112	+	0.000	0.000	Merged-chr15-60111990-62
NR4161--MA0037.3.GATA3	chr16	89595948	89595955	+	0.000	0.000	Merged-chr16-89595892-3
NR3175--MA0482.1.Gata4	chr14	62342731	62342741	-	0.000	0.000	Merged-chr14-62342844-35
NR3056--MA0035.3.Gata1	chr14	27384253	27384263	+	0.000	0.000	Merged-chr14-27384235-54
NR8315--MA0037.3.GATA3	chr6	124750614	124750621	+	0.000	0.000	Merged-chr6-124750623-14
NR1899--MA0035.3.Gata1	chr12	28589597	28589607	+	0.000	0.000	Merged-chr12-28589573-34
NR7786--MA0482.1.Gata4	chr5	149392278	149392288	-	0.000	0.000	Merged-chr5-149392157-30
NR6542--MA0035.3.Gata1	chr3	146192716	146192726	-	0.000	0.000	Merged-chr3-146192596-55
NR9897--MA1104.1.GATA6	chrX	114474360	114474372	+	0.000	0.000	Merged-chrX-114474330-36
NR980--MA0766.1.GATA5	chr10	28674113	28674120	+	0.000	0.000	Merged-chr10-28674060-27
NR5015--MA0036.3.GATA2	chr19	8019877	8019887	+	0.000	0.000	Merged-chr19-8019847-106
NR6198--MA0482.1.Gata4	chr3	81102401	81102411	+	0.000	0.000	Merged-chr3-81102418-9
NR3688--MA0035.3.Gata1	chr15	76231137	76231147	-	0.000	0.000	Merged-chr15-76231095-16
NR449--MA0037.3.GATA3	chr1	106549283	106549290	-	0.000	0.000	Merged-chr1-106549229-13
NR6297--MA0140.2.GATA1::TAL1	chr3	107100165	107100182	-	0.000	0.000	Merged-chr3-107100029-42
NR1779--MA0482.1.Gata4	chr11	116782936	116782946	+	0.000	0.000	Merged-chr11-116782885-34
NR8602--MA0035.3.Gata1	chr7	12987629	12987639	-	0.000	0.000	Merged-chr7-12987633-12
NR5062--MA0140.2.GATA1::TAL1	chr19	32998961	32998978	-	0.000	0.000	Merged-chr19-32999080-29
NR8262--MA0037.3.GATA3	chr6	108532094	108532101	+	0.000	0.000	Merged-chr6-108531954-46
NR9929--MA1104.1.GATA6	chrX	153375286	153375298	-	0.000	0.000	Merged-chrX-153375365-26
NR8482--MA0036.3.GATA2	chr6	140308226	140308236	+	0.000	0.000	Merged-chr6-140308190-9
NR3178--MA0035.3.Gata1	chr14	62342732	62342742	-	0.000	0.000	Merged-chr14-62342844-35
NR1796--MA1104.1.GATA6	chr12	3891251	3891263	-	0.000	0.000	Merged-chr12-3891363-76
NR5233--MA0036.3.GATA2	chr2	39325860	39325870	-	0.000	0.000	Merged-chr2-39325876-70
NR2908--MA0036.3.GATA2	chr13	113639034	113639044	+	0.000	0.000	Merged-chr13-113639155-24
NR7717--MA0766.1.GATA5	chr5	129524686	129524693	+	0.000	0.000	Merged-chr5-129524684-34
NR8546--MA0037.3.GATA3	chr6	144987415	144987422	+	0.000	0.000	Merged-chr6-144987357-14
NR6672--MA0036.3.GATA2	chr4	11404220	11404230	+	0.000	0.000	Merged-chr4-11404244-13
NR9344--MA0766.1.GATA5	chr8	107164414	107164421	-	0.000	0.000	Merged-chr8-107164486-19
NR683--MA0035.3.Gata1	chr1	158177456	158177466	+	0.000	0.000	Merged-chr1-158177392-1
NR3203--MA1104.1.GATA6	chr14	74977156	74977168	-	0.000	0.000	Merged-chr14-74977138-7
NR7686--MA1104.1.GATA6	chr5	109997107	109997119	+	0.000	0.000	Merged-chr5-109997231-2
NR563--MA0482.1.Gata4	chr1	132046414	132046424	-	0.000	0.000	Merged-chr1-132046441-41
NR5565--MA0035.3.Gata1	chr2	122125775	122125785	+	0.000	0.000	Merged-chr2-122125883-8
NR9838--MA0482.1.Gata4	chrX	17590884	17590894	+	0.000	0.000	Merged-chrX-17590800-11
NR2367--MA0140.2.GATA1::TAL1	chr13	5408608	5408625	-	0.000	0.000	Merged-chr13-5408640-54
NR7768--MA0035.3.Gata1	chr5	144964170	144964180	-	0.000	0.000	Merged-chr5-144963961-18
NR6449--MA0140.2.GATA1::TAL1	chr3	135515341	135515358	+	0.000	0.000	Merged-chr3-135515494-6
NR4195--MA0140.2.GATA1::TAL1	chr16	96030855	96030872	-	0.000	0.000	Merged-chr16-96030968-16
NR5101--MA1104.1.GATA6	chr19	57477219	57477231	-	0.000	0.000	Merged-chr19-57477375-13
NR3037--MA0482.1.Gata4	chr14	21101881	21101891	-	0.000	0.000	Merged-chr14-21101763-12
NR528--MA0766.1.GATA5	chr1	125466896	125466903	+	0.000	0.000	Merged-chr1-125466833-56
NR6794--MA0036.3.GATA2	chr4	41569652	41569662	+	0.000	0.000	Merged-chr4-41569502-63
NR2911--MA0482.1.Gata4	chr13	113639071	113639081	+	0.000	0.000	Merged-chr13-113639155-24
NR8158--MA0037.3.GATA3	chr6	82922017	82922024	+	0.000	0.000	Merged-chr6-82922037-57
NR1195--MA0482.1.Gata4	chr10	81137369	81137379	+	0.000	0.000	Merged-chr10-81137276-7
NR1737--MA0482.1.Gata4	chr11	100545861	100545871	+	0.000	0.000	Merged-chr11-100545700-39
NR388--MA0037.3.GATA3	chr1	94035513	94035520	-	0.000	0.000	Merged-chr1-94035484-87
NR4633--MA0766.1.GATA5	chr18	6484970	6484977	-	0.000	0.000	Merged-chr18-6484878-33
NR8541--MA0035.3.Gata1	chr6	144329732	144329742	+	0.000	0.000	Merged-chr6-144329601-7
NR6770--MA0766.1.GATA5	chr4	32615369	32615376	-	0.000	0.000	Merged-chr4-32615355-52
NR566--MA0035.3.Gata1	chr1	132046415	132046425	-	0.000	0.000	Merged-chr1-132046441-41
NR5571--MA1104.1.GATA6	chr2	122668167	122668179	+	0.000	0.000	Merged-chr2-122668057-9
NR5729--MA0482.1.Gata4	chr2	148528050	148528060	-	0.000	0.000	Merged-chr2-148527989-4
NR4471--MA0766.1.GATA5	chr17	62784084	62784091	-	0.000	0.000	Merged-chr17-62784192-42
NR813--MA0482.1.Gata4	chr1	186713110	186713120	+	0.000	0.000	Merged-chr1-186713074-31
NR3388--MA0035.3.Gata1	chr14	118796305	118796315	+	0.000	0.000	Merged-chr14-118796395-16
NR3659--MA0035.3.Gata1	chr15	61438673	61438683	-	0.000	0.000	Merged-chr15-61438700-21
NR2857--MA0766.1.GATA5	chr13	106997642	106997649	+	0.000	0.000	Merged-chr13-106997590-6
NR1611--MA0037.3.GATA3	chr11	46389539	46389546	-	0.000	0.000	Merged-chr11-46389577-59
NR3176--MA1104.1.GATA6	chr14	62342731	62342743	+	0.000	0.000	Merged-chr14-62342844-35
NR1198--MA0035.3.Gata1	chr10	81137368	81137378	+	0.000	0.000	Merged-chr10-81137276-7
NR6431--MA0140.2.GATA1::TAL1	chr3	133623449	133623466	+	0.000	0.000	Merged-chr3-133623556-36
NR9834--MA0037.3.GATA3	chrX	13461670	13461677	+	0.000	0.000	Merged-chrX-13461805-52
NR7213--MA0482.1.Gata4	chr4	150938226	150938236	+	0.000	0.000	Merged-chr4-150938152-39
NR7787--MA1104.1.GATA6	chr5	149392278	149392290	+	0.000	0.000	Merged-chr5-149392157-30
NR5057--MA0482.1.Gata4	chr19	32998969	32998979	-	0.000	0.000	Merged-chr19-32999080-29
NR7489--MA0035.3.Gata1	chr5	54098237	54098247	+	0.000	0.000	Merged-chr5-54098374-26
NR4092--MA0037.3.GATA3	chr16	77095208	77095215	-	0.000	0.000	Merged-chr16-77095315-45
NR4955--MA0035.3.Gata1	chr18	75322353	75322363	+	0.000	0.000	Merged-chr18-75322404-42
NR7617--MA0035.3.Gata1	chr5	92204518	92204528	-	0.000	0.000	Merged-chr5-92204715-7
NR5759--MA1104.1.GATA6	chr2	154797063	154797075	+	0.000	0.000	Merged-chr2-154797130-17
NR1694--MA0140.2.GATA1::TAL1	chr11	80068122	80068139	+	0.000	0.000	Merged-chr11-80068268-1
NR274--MA0035.3.Gata1	chr1	69331723	69331733	-	0.000	0.000	Merged-chr1-69331775-34
NR6199--MA1104.1.GATA6	chr3	81102399	81102411	-	0.000	0.000	Merged-chr3-81102418-9
NR816--MA0035.3.Gata1	chr1	186713109	186713119	+	0.000	0.000	Merged-chr1-186713074-31
NR1139--MA0766.1.GATA5	chr10	69168674	69168681	-	0.000	0.000	Merged-chr10-69168741-15
NR9781--MA0037.3.GATA3	chr9	116138613	116138620	-	0.000	0.000	Merged-chr9-116138726-20
NR5733--MA0140.2.GATA1::TAL1	chr2	148528042	148528059	-	0.000	0.000	Merged-chr2-148527989-4
NR8780--MA0036.3.GATA2	chr7	73600106	73600116	-	0.000	0.000	Merged-chr7-73600199-6
NR8878--MA0037.3.GATA3	chr7	101504104	101504111	-	0.000	0.000	Merged-chr7-101503907-73
NR348--MA0036.3.GATA2	chr1	86344522	86344532	+	0.000	0.000	Merged-chr1-86344486-59
NR9704--MA0037.3.GATA3	chr9	86579815	86579822	-	0.000	0.000	Merged-chr9-86579809-9
NR8161--MA0036.3.GATA2	chr6	82922015	82922025	-	0.000	0.000	Merged-chr6-82922037-57
NR5013--MA0035.3.Gata1	chr19	6015317	6015327	+	0.000	0.000	Merged-chr19-6015500-73
NR3093--MA0140.2.GATA1::TAL1	chr14	40930159	40930176	+	0.000	0.000	Merged-chr14-40930259-57
NR4867--MA0036.3.GATA2	chr18	62072966	62072976	+	0.000	0.000	Merged-chr18-62072861-2
NR2348--MA0037.3.GATA3	chr12	118836262	118836269	-	0.000	0.000	Merged-chr12-118836221-3
NR391--MA0036.3.GATA2	chr1	94035512	94035522	+	0.000	0.000	Merged-chr1-94035484-87
NR7216--MA0035.3.Gata1	chr4	150938225	150938235	+	0.000	0.000	Merged-chr4-150938152-39
NR9809--MA0482.1.Gata4	chrX	7421266	7421276	-	0.000	0.000	Merged-chrX-7421154-31
NR7766--MA1104.1.GATA6	chr5	144964169	144964181	+	0.000	0.000	Merged-chr5-144963961-18
NR3050--MA0140.2.GATA1::TAL1	chr14	25481178	25481195	-	0.000	0.000	Merged-chr14-25481230-34
NR4389--MA0037.3.GATA3	chr17	35993989	35993996	-	0.000	0.000	Merged-chr17-35993975-42
NR1507--MA1104.1.GATA6	chr10	130313721	130313733	-	0.000	0.000	Merged-chr10-130313729-35
