#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR3760--MA0035.3.Gata1	chr15	101275265	101275275	+	0.000	0.000	Merged-chr15-101275184-1
NR3183--MA0036.3.GATA2	chr14	66218979	66218989	+	0.000	0.000	Merged-chr14-66218968-32
NR1774--MA0036.3.GATA2	chr11	113788692	113788702	+	0.000	0.000	Merged-chr11-113788685-32
NR9222--MA0036.3.GATA2	chr8	54436802	54436812	+	0.000	0.000	Merged-chr8-54436651-1
NR7813--MA0036.3.GATA2	chr6	3343983	3343993	+	0.000	0.000	Merged-chr6-3344027-33
NR4037--MA0482.1.Gata4	chr16	64758765	64758775	-	0.000	0.000	Merged-chr16-64758494-145
NR8058--MA0766.1.GATA5	chr6	58832867	58832874	-	0.000	0.000	Merged-chr6-58832889-39
NR9846--MA0035.3.Gata1	chrX	23673358	23673368	+	0.000	0.000	Merged-chrX-23673581-22
NR9484--MA0766.1.GATA5	chr9	13536930	13536937	+	0.000	0.000	Merged-chr9-13536890-20
NR3664--MA0035.3.Gata1	chr15	63989731	63989741	-	0.000	0.000	Merged-chr15-63989879-13
NR1907--MA0035.3.Gata1	chr12	28735564	28735574	-	0.000	0.000	Merged-chr12-28735423-1
NR5393--MA0140.2.GATA1::TAL1	chr2	77327445	77327462	+	0.000	0.000	Merged-chr2-77327471-3
NR2347--MA0035.3.Gata1	chr12	118255860	118255870	-	0.000	0.000	Merged-chr12-118255780-45
NR7404--MA0035.3.Gata1	chr5	29200062	29200072	+	0.000	0.000	Merged-chr5-29200032-4
NR5453--MA0035.3.Gata1	chr2	92192027	92192037	-	0.000	0.000	Merged-chr2-92192158-30
NR1612--MA0482.1.Gata4	chr11	46389539	46389549	+	0.000	0.000	Merged-chr11-46389577-59
NR6349--MA0482.1.Gata4	chr3	121343373	121343383	+	0.000	0.000	Merged-chr3-121343370-11
NR1797--MA0766.1.GATA5	chr12	3989940	3989947	+	0.000	0.000	Merged-chr12-3989980-1
NR9721--MA0766.1.GATA5	chr9	90301326	90301333	-	0.000	0.000	Merged-chr9-90301276-26
NR8343--MA0482.1.Gata4	chr6	128764089	128764099	+	0.000	0.000	Merged-chr6-128764213-62
NR8317--MA1104.1.GATA6	chr6	124750611	124750623	+	0.000	0.000	Merged-chr6-124750623-14
NR3791--MA0766.1.GATA5	chr16	5746818	5746825	-	0.000	0.000	Merged-chr16-5746649-1
NR7765--MA0035.3.Gata1	chr5	142896936	142896946	-	0.000	0.000	Merged-chr5-142896891-14
NR8298--MA1104.1.GATA6	chr6	122742622	122742634	-	0.000	0.000	Merged-chr6-122742614-91
NR4093--MA0482.1.Gata4	chr16	77095208	77095218	+	0.000	0.000	Merged-chr16-77095315-45
NR8251--MA0037.3.GATA3	chr6	108168408	108168415	+	0.000	0.000	Merged-chr6-108168461-115
NR1753--MA0036.3.GATA2	chr11	106057069	106057079	+	0.000	0.000	Merged-chr11-106057103-42
NR9596--MA0036.3.GATA2	chr9	53271836	53271846	+	0.000	0.000	Merged-chr9-53271662-13
NR7783--MA0766.1.GATA5	chr5	149255637	149255644	-	0.000	0.000	Merged-chr5-149255735-4
NR7071--MA0140.2.GATA1::TAL1	chr4	107989070	107989087	-	0.000	0.000	Merged-chr4-107989218-22
NR930--MA0035.3.Gata1	chr10	19122264	19122274	+	0.000	0.000	Merged-chr10-19122454-26
NR7154--MA0036.3.GATA2	chr4	140815639	140815649	+	0.000	0.000	Merged-chr4-140815831-84
NR5730--MA1104.1.GATA6	chr2	148528050	148528062	+	0.000	0.000	Merged-chr2-148527989-4
NR5602--MA0036.3.GATA2	chr2	132292254	132292264	-	0.000	0.000	Merged-chr2-132292299-25
NR4304--MA0037.3.GATA3	chr17	13654775	13654782	+	0.000	0.000	Merged-chr17-13654932-70
NR7534--MA0036.3.GATA2	chr5	64519186	64519196	-	0.000	0.000	Merged-chr5-64519093-9
NR8992--MA0037.3.GATA3	chr7	127288042	127288049	+	0.000	0.000	Merged-chr7-127288112-51
NR3294--MA0766.1.GATA5	chr14	100283702	100283709	-	0.000	0.000	Merged-chr14-100283659-2
NR3555--MA0036.3.GATA2	chr15	40131079	40131089	+	0.000	0.000	Merged-chr15-40131241-26
NR4072--MA0482.1.Gata4	chr16	66086702	66086712	+	0.000	0.000	Merged-chr16-66086640-17
NR1562--MA0035.3.Gata1	chr11	21103247	21103257	+	0.000	0.000	Merged-chr11-21103382-12
NR9856--MA0766.1.GATA5	chrX	42511293	42511300	+	0.000	0.000	Merged-chrX-42511352-16
NR1241--MA1104.1.GATA6	chr10	89326992	89327004	+	0.000	0.000	Merged-chr10-89327162-49
NR6202--MA0037.3.GATA3	chr3	81201468	81201475	-	0.000	0.000	Merged-chr3-81201582-6
NR1113--MA0036.3.GATA2	chr10	62665830	62665840	-	0.000	0.000	Merged-chr10-62665963-7
NR4522--MA0037.3.GATA3	chr17	71491184	71491191	-	0.000	0.000	Merged-chr17-71491103-50
NR1790--MA0482.1.Gata4	chr11	121038747	121038757	+	0.000	0.000	Merged-chr11-121038759-1
NR3146--MA0035.3.Gata1	chr14	54197800	54197810	+	0.000	0.000	Merged-chr14-54197805-29
NR3417--MA0035.3.Gata1	chr14	122788394	122788404	-	0.000	0.000	Merged-chr14-122788282-21
NR8610--MA0037.3.GATA3	chr7	19332941	19332948	-	0.000	0.000	Merged-chr7-19332998-44
NR3788--MA0482.1.Gata4	chr16	5746818	5746828	+	0.000	0.000	Merged-chr16-5746649-1
NR6040--MA0037.3.GATA3	chr3	51744642	51744649	-	0.000	0.000	Merged-chr3-51744632-10
NR9708--MA0035.3.Gata1	chr9	86579814	86579824	+	0.000	0.000	Merged-chr9-86579809-9
NR1898--MA0766.1.GATA5	chr12	28589598	28589605	-	0.000	0.000	Merged-chr12-28589573-34
NR4631--MA0037.3.GATA3	chr18	6484970	6484977	-	0.000	0.000	Merged-chr18-6484878-33
NR890--MA0035.3.Gata1	chr10	13993678	13993688	+	0.000	0.000	Merged-chr10-13993632-56
NR3186--MA0037.3.GATA3	chr14	66241477	66241484	-	0.000	0.000	Merged-chr14-66241484-22
NR4012--MA0037.3.GATA3	chr16	58670210	58670217	-	0.000	0.000	Merged-chr16-58670422-58
NR1822--MA0482.1.Gata4	chr12	12373254	12373264	-	0.000	0.000	Merged-chr12-12373073-13
NR3687--MA0766.1.GATA5	chr15	76231139	76231146	+	0.000	0.000	Merged-chr15-76231095-16
NR7200--MA0035.3.Gata1	chr4	149147505	149147515	-	0.000	0.000	Merged-chr4-149147530-1
NR9477--MA0037.3.GATA3	chr9	13466584	13466591	+	0.000	0.000	Merged-chr9-13466686-68
NR3754--MA0482.1.Gata4	chr15	97831564	97831574	+	0.000	0.000	Merged-chr15-97831393-88
NR2855--MA0037.3.GATA3	chr13	106997642	106997649	+	0.000	0.000	Merged-chr13-106997590-6
NR1479--MA0035.3.Gata1	chr10	125330207	125330217	+	0.000	0.000	Merged-chr10-125330277-12
NR7908--MA0482.1.Gata4	chr6	29229407	29229417	-	0.000	0.000	Merged-chr6-29229534-5
NR3406--MA0482.1.Gata4	chr14	121995694	121995704	-	0.000	0.000	Merged-chr14-121995600-7
NR4892--MA0140.2.GATA1::TAL1	chr18	67212824	67212841	+	0.000	0.000	Merged-chr18-67212775-57
NR8779--MA1104.1.GATA6	chr7	73600105	73600117	+	0.000	0.000	Merged-chr7-73600199-6
NR4369--MA0482.1.Gata4	chr17	32350601	32350611	+	0.000	0.000	Merged-chr17-32350599-47
NR7680--MA0482.1.Gata4	chr5	105699707	105699717	-	0.000	0.000	Merged-chr5-105699890-8
NR9810--MA1104.1.GATA6	chrX	7421266	7421278	+	0.000	0.000	Merged-chrX-7421154-31
NR1174--MA0035.3.Gata1	chr10	75406253	75406263	-	0.000	0.000	Merged-chr10-75406076-29
NR4226--MA0482.1.Gata4	chr17	3209754	3209764	+	0.000	0.000	Merged-chr17-3209784-17
NR8109--MA0482.1.Gata4	chr6	66252375	66252385	+	0.000	0.000	Merged-chr6-66252273-1,Merged-chr6-66252474-1
NR7112--MA0036.3.GATA2	chr4	126677481	126677491	-	0.000	0.000	Merged-chr4-126677717-65
NR4359--MA0035.3.Gata1	chr17	27323302	27323312	+	0.000	0.000	Merged-chr17-27323176-36
NR614--MA0037.3.GATA3	chr1	143202926	143202933	+	0.000	0.000	Merged-chr1-143203062-8
NR9695--MA0140.2.GATA1::TAL1	chr9	84466002	84466019	-	0.000	0.000	Merged-chr9-84466111-2
NR4038--MA1104.1.GATA6	chr16	64758765	64758777	+	0.000	0.000	Merged-chr16-64758494-145
NR2358--MA1104.1.GATA6	chr13	3637161	3637173	-	0.000	0.000	Merged-chr13-3636993-50
NR1724--MA0036.3.GATA2	chr11	97994751	97994761	-	0.000	0.000	Merged-chr11-97994878-44
NR1519--MA0036.3.GATA2	chr11	6528674	6528684	-	0.000	0.000	Merged-chr11-6528717-51
NR5142--MA0482.1.Gata4	chr2	13132683	13132693	-	0.000	0.000	Merged-chr2-13132891-60
NR1690--MA1104.1.GATA6	chr11	80068119	80068131	-	0.000	0.000	Merged-chr11-80068268-1
NR9896--MA0482.1.Gata4	chrX	114474360	114474370	-	0.000	0.000	Merged-chrX-114474330-36
NR3409--MA0035.3.Gata1	chr14	121995695	121995705	-	0.000	0.000	Merged-chr14-121995600-7
NR1729--MA0035.3.Gata1	chr11	98497544	98497554	+	0.000	0.000	Merged-chr11-98497586-22
NR2559--MA0482.1.Gata4	chr13	49188128	49188138	-	0.000	0.000	Merged-chr13-49188113-1
NR8997--MA0037.3.GATA3	chr7	130774092	130774099	+	0.000	0.000	Merged-chr7-130774226-12
NR6651--MA0037.3.GATA3	chr4	8381061	8381068	+	0.000	0.000	Merged-chr4-8380900-9
NR1613--MA1104.1.GATA6	chr11	46389537	46389549	-	0.000	0.000	Merged-chr11-46389577-59
NR7683--MA0035.3.Gata1	chr5	105699708	105699718	-	0.000	0.000	Merged-chr5-105699890-8
NR1961--MA0037.3.GATA3	chr12	40427691	40427698	+	0.000	0.000	Merged-chr12-40427719-34
NR4418--MA0037.3.GATA3	chr17	45573049	45573056	-	0.000	0.000	Merged-chr17-45573400-189
NR5107--MA0766.1.GATA5	chr19	60838027	60838034	+	0.000	0.000	Merged-chr19-60837918-27
NR4229--MA0035.3.Gata1	chr17	3209753	3209763	+	0.000	0.000	Merged-chr17-3209784-17
NR1788--MA0140.2.GATA1::TAL1	chr11	117334306	117334323	-	0.000	0.000	Merged-chr11-117334271-49
NR5564--MA0766.1.GATA5	chr2	122125776	122125783	-	0.000	0.000	Merged-chr2-122125883-8
NR4094--MA1104.1.GATA6	chr16	77095206	77095218	-	0.000	0.000	Merged-chr16-77095315-45
NR6664--MA0037.3.GATA3	chr4	10770164	10770171	+	0.000	0.000	Merged-chr4-10770192-53
NR5559--MA0035.3.Gata1	chr2	121457052	121457062	+	0.000	0.000	Merged-chr2-121457132-54
NR9766--MA0482.1.Gata4	chr9	112174907	112174917	-	0.000	0.000	Merged-chr9-112174843-101
NR9817--MA0036.3.GATA2	chrX	7566382	7566392	+	0.000	0.000	Merged-chrX-7566514-6
NR4528--MA0140.2.GATA1::TAL1	chr17	71491185	71491202	+	0.000	0.000	Merged-chr17-71491103-50
NR9403--MA0036.3.GATA2	chr8	120537477	120537487	-	0.000	0.000	Merged-chr8-120537413-55
NR8139--MA0140.2.GATA1::TAL1	chr6	70709468	70709485	-	0.000	0.000	Merged-chr6-70709572-48
NR8540--MA0766.1.GATA5	chr6	144329733	144329740	-	0.000	0.000	Merged-chr6-144329601-7
NR4400--MA0035.3.Gata1	chr17	36020626	36020636	-	0.000	0.000	Merged-chr17-36020745-74
NR3074--MA0482.1.Gata4	chr14	30675115	30675125	-	0.000	0.000	Merged-chr14-30675172-26
NR7548--MA0140.2.GATA1::TAL1	chr5	65901067	65901084	-	0.000	0.000	Merged-chr5-65901111-39
NR1716--MA0036.3.GATA2	chr11	95835284	95835294	-	0.000	0.000	Merged-chr11-95835319-21
NR3202--MA0482.1.Gata4	chr14	74977158	74977168	+	0.000	0.000	Merged-chr14-74977138-7
NR1522--MA0482.1.Gata4	chr11	8524117	8524127	+	0.000	0.000	Merged-chr11-8524008-23
NR5067--MA0766.1.GATA5	chr19	33053337	33053344	-	0.000	0.000	Merged-chr19-33053321-32
NR9722--MA0035.3.Gata1	chr9	90301325	90301335	+	0.000	0.000	Merged-chr9-90301276-26
NR6164--MA0140.2.GATA1::TAL1	chr3	69041523	69041540	-	0.000	0.000	Merged-chr3-69041504-24
NR715--MA0037.3.GATA3	chr1	164494819	164494826	+	0.000	0.000	Merged-chr1-164494906-11
NR412--MA0036.3.GATA2	chr1	94803981	94803991	+	0.000	0.000	Merged-chr1-94803919-2
NR4487--MA0037.3.GATA3	chr17	65954138	65954145	-	0.000	0.000	Merged-chr17-65954196-36
NR282--MA0037.3.GATA3	chr1	74239441	74239448	+	0.000	0.000	Merged-chr1-74239577-59
NR5937--MA0140.2.GATA1::TAL1	chr3	27067436	27067453	-	0.000	0.000	Merged-chr3-27067455-6
NR5100--MA0482.1.Gata4	chr19	57477221	57477231	+	0.000	0.000	Merged-chr19-57477375-13
NR3789--MA1104.1.GATA6	chr16	5746816	5746828	-	0.000	0.000	Merged-chr16-5746649-1
NR7784--MA0035.3.Gata1	chr5	149255636	149255646	+	0.000	0.000	Merged-chr5-149255735-4
NR9634--MA0036.3.GATA2	chr9	78024980	78024990	+	0.000	0.000	Merged-chr9-78024957-31
NR936--MA0140.2.GATA1::TAL1	chr10	21268945	21268962	-	0.000	0.000	Merged-chr10-21269012-32
NR5004--MA0482.1.Gata4	chr19	5348971	5348981	+	0.000	0.000	Merged-chr19-5349151-26
NR2339--MA0140.2.GATA1::TAL1	chr12	117173460	117173477	+	0.000	0.000	Merged-chr12-117173433-4
NR3205--MA0035.3.Gata1	chr14	74977157	74977167	+	0.000	0.000	Merged-chr14-74977138-7
NR7616--MA0766.1.GATA5	chr5	92204520	92204527	+	0.000	0.000	Merged-chr5-92204715-7
NR7688--MA0035.3.Gata1	chr5	109997108	109997118	-	0.000	0.000	Merged-chr5-109997231-2
NR611--MA0482.1.Gata4	chr1	143202524	143202534	-	0.000	0.000	Merged-chr1-143202432-31
NR3484--MA1104.1.GATA6	chr15	19857645	19857657	-	0.000	0.000	Merged-chr15-19857574-17
NR7573--MA0140.2.GATA1::TAL1	chr5	74260785	74260802	+	0.000	0.000	Merged-chr5-74260801-106
NR7909--MA1104.1.GATA6	chr6	29229407	29229419	+	0.000	0.000	Merged-chr6-29229534-5
NR5570--MA0482.1.Gata4	chr2	122668167	122668177	-	0.000	0.000	Merged-chr2-122668057-9
NR8968--MA0037.3.GATA3	chr7	119894981	119894988	+	0.000	0.000	Merged-chr7-119895039-1
NR3685--MA0482.1.Gata4	chr15	76231136	76231146	-	0.000	0.000	Merged-chr15-76231095-16
NR3295--MA0035.3.Gata1	chr14	100283701	100283711	+	0.000	0.000	Merged-chr14-100283659-2
NR7681--MA1104.1.GATA6	chr5	105699707	105699719	+	0.000	0.000	Merged-chr5-105699890-8
NR5103--MA0035.3.Gata1	chr19	57477220	57477230	+	0.000	0.000	Merged-chr19-57477375-13
NR4227--MA1104.1.GATA6	chr17	3209752	3209764	-	0.000	0.000	Merged-chr17-3209784-17
NR9586--MA0035.3.Gata1	chr9	47739428	47739438	-	0.000	0.000	Merged-chr9-47739490-10
NR3149--MA0037.3.GATA3	chr14	55724754	55724761	+	0.000	0.000	Merged-chr14-55724704-52
NR3812--MA0140.2.GATA1::TAL1	chr16	7768613	7768630	+	0.000	0.000	Merged-chr16-7768660-2
NR3651--MA0482.1.Gata4	chr15	60112102	60112112	+	0.000	0.000	Merged-chr15-60111990-62
NR3175--MA0482.1.Gata4	chr14	62342731	62342741	-	0.000	0.000	Merged-chr14-62342844-35
NR8315--MA0037.3.GATA3	chr6	124750614	124750621	+	0.000	0.000	Merged-chr6-124750623-14
NR1899--MA0035.3.Gata1	chr12	28589597	28589607	+	0.000	0.000	Merged-chr12-28589573-34
NR8296--MA0037.3.GATA3	chr6	122742624	122742631	-	0.000	0.000	Merged-chr6-122742614-91
NR9897--MA1104.1.GATA6	chrX	114474360	114474372	+	0.000	0.000	Merged-chrX-114474330-36
NR980--MA0766.1.GATA5	chr10	28674113	28674120	+	0.000	0.000	Merged-chr10-28674060-27
NR6198--MA0482.1.Gata4	chr3	81102401	81102411	+	0.000	0.000	Merged-chr3-81102418-9
NR3688--MA0035.3.Gata1	chr15	76231137	76231147	-	0.000	0.000	Merged-chr15-76231095-16
NR1779--MA0482.1.Gata4	chr11	116782936	116782946	+	0.000	0.000	Merged-chr11-116782885-34
NR8602--MA0035.3.Gata1	chr7	12987629	12987639	-	0.000	0.000	Merged-chr7-12987633-12
NR7199--MA0036.3.GATA2	chr4	149147505	149147515	-	0.000	0.000	Merged-chr4-149147530-1
NR5062--MA0140.2.GATA1::TAL1	chr19	32998961	32998978	-	0.000	0.000	Merged-chr19-32999080-29
NR8262--MA0037.3.GATA3	chr6	108532094	108532101	+	0.000	0.000	Merged-chr6-108531954-46
NR3696--MA0036.3.GATA2	chr15	80590804	80590814	-	0.000	0.000	Merged-chr15-80590747-44
NR8482--MA0036.3.GATA2	chr6	140308226	140308236	+	0.000	0.000	Merged-chr6-140308190-9
NR3178--MA0035.3.Gata1	chr14	62342732	62342742	-	0.000	0.000	Merged-chr14-62342844-35
NR1666--MA0140.2.GATA1::TAL1	chr11	66906100	66906117	-	0.000	0.000	Merged-chr11-66906049-23
NR2908--MA0036.3.GATA2	chr13	113639034	113639044	+	0.000	0.000	Merged-chr13-113639155-24
NR1815--MA0037.3.GATA3	chr12	12172556	12172563	-	0.000	0.000	Merged-chr12-12172464-29
NR4784--MA0766.1.GATA5	chr18	50014639	50014646	+	0.000	0.000	Merged-chr18-50014584-52
NR7717--MA0766.1.GATA5	chr5	129524686	129524693	+	0.000	0.000	Merged-chr5-129524684-34
NR5086--MA0482.1.Gata4	chr19	46620060	46620070	-	0.000	0.000	Merged-chr19-46620252-57
NR5081--MA0766.1.GATA5	chr19	42166224	42166231	+	0.000	0.000	Merged-chr19-42166251-13
NR8971--MA0036.3.GATA2	chr7	119894979	119894989	-	0.000	0.000	Merged-chr7-119895039-1
NR6672--MA0036.3.GATA2	chr4	11404220	11404230	+	0.000	0.000	Merged-chr4-11404244-13
NR683--MA0035.3.Gata1	chr1	158177456	158177466	+	0.000	0.000	Merged-chr1-158177392-1
NR1819--MA0766.1.GATA5	chr12	12172556	12172563	-	0.000	0.000	Merged-chr12-12172464-29
NR3203--MA1104.1.GATA6	chr14	74977156	74977168	-	0.000	0.000	Merged-chr14-74977138-7
NR7686--MA1104.1.GATA6	chr5	109997107	109997119	+	0.000	0.000	Merged-chr5-109997231-2
NR1124--MA0036.3.GATA2	chr10	67205199	67205209	-	0.000	0.000	Merged-chr10-67205181-43
NR5042--MA0035.3.Gata1	chr19	25360764	25360774	-	0.000	0.000	Merged-chr19-25360847-26
NR5565--MA0035.3.Gata1	chr2	122125775	122125785	+	0.000	0.000	Merged-chr2-122125883-8
NR1028--MA0036.3.GATA2	chr10	43758227	43758237	+	0.000	0.000	Merged-chr10-43758318-11
NR6762--MA0482.1.Gata4	chr4	32291744	32291754	-	0.000	0.000	Merged-chr4-32291576-26
NR4195--MA0140.2.GATA1::TAL1	chr16	96030855	96030872	-	0.000	0.000	Merged-chr16-96030968-16
NR3165--MA0036.3.GATA2	chr14	60118304	60118314	+	0.000	0.000	Merged-chr14-60118138-14
NR5101--MA1104.1.GATA6	chr19	57477219	57477231	-	0.000	0.000	Merged-chr19-57477375-13
NR3037--MA0482.1.Gata4	chr14	21101881	21101891	-	0.000	0.000	Merged-chr14-21101763-12
NR528--MA0766.1.GATA5	chr1	125466896	125466903	+	0.000	0.000	Merged-chr1-125466833-56
NR6794--MA0036.3.GATA2	chr4	41569652	41569662	+	0.000	0.000	Merged-chr4-41569502-63
NR2911--MA0482.1.Gata4	chr13	113639071	113639081	+	0.000	0.000	Merged-chr13-113639155-24
NR8158--MA0037.3.GATA3	chr6	82922017	82922024	+	0.000	0.000	Merged-chr6-82922037-57
NR1195--MA0482.1.Gata4	chr10	81137369	81137379	+	0.000	0.000	Merged-chr10-81137276-7
NR1737--MA0482.1.Gata4	chr11	100545861	100545871	+	0.000	0.000	Merged-chr11-100545700-39
NR5078--MA0482.1.Gata4	chr19	42166221	42166231	-	0.000	0.000	Merged-chr19-42166251-13
NR4633--MA0766.1.GATA5	chr18	6484970	6484977	-	0.000	0.000	Merged-chr18-6484878-33
NR8541--MA0035.3.Gata1	chr6	144329732	144329742	+	0.000	0.000	Merged-chr6-144329601-7
NR9166--MA0482.1.Gata4	chr8	36194320	36194330	+	0.000	0.000	Merged-chr8-36194183-57
NR7494--MA0140.2.GATA1::TAL1	chr5	57610170	57610187	-	0.000	0.000	Merged-chr5-57610042-1
NR6770--MA0766.1.GATA5	chr4	32615369	32615376	-	0.000	0.000	Merged-chr4-32615355-52
NR5571--MA1104.1.GATA6	chr2	122668167	122668179	+	0.000	0.000	Merged-chr2-122668057-9
NR5729--MA0482.1.Gata4	chr2	148528050	148528060	-	0.000	0.000	Merged-chr2-148527989-4
NR813--MA0482.1.Gata4	chr1	186713110	186713120	+	0.000	0.000	Merged-chr1-186713074-31
NR5068--MA0035.3.Gata1	chr19	33053336	33053346	+	0.000	0.000	Merged-chr19-33053321-32
NR2857--MA0766.1.GATA5	chr13	106997642	106997649	+	0.000	0.000	Merged-chr13-106997590-6
NR794--MA0482.1.Gata4	chr1	180364121	180364131	+	0.000	0.000	Merged-chr1-180364196-41
NR1611--MA0037.3.GATA3	chr11	46389539	46389546	-	0.000	0.000	Merged-chr11-46389577-59
NR651--MA0482.1.Gata4	chr1	151002319	151002329	+	0.000	0.000	Merged-chr1-151002204-60
NR4365--MA0036.3.GATA2	chr17	31210485	31210495	+	0.000	0.000	Merged-chr17-31210494-9
NR3176--MA1104.1.GATA6	chr14	62342731	62342743	+	0.000	0.000	Merged-chr14-62342844-35
NR1198--MA0035.3.Gata1	chr10	81137368	81137378	+	0.000	0.000	Merged-chr10-81137276-7
NR2895--MA0035.3.Gata1	chr13	111655962	111655972	-	0.000	0.000	Merged-chr13-111655949-74
NR370--MA0035.3.Gata1	chr1	91099024	91099034	+	0.000	0.000	Merged-chr1-91099031-34
NR9834--MA0037.3.GATA3	chrX	13461670	13461677	+	0.000	0.000	Merged-chrX-13461805-52
NR7213--MA0482.1.Gata4	chr4	150938226	150938236	+	0.000	0.000	Merged-chr4-150938152-39
NR5057--MA0482.1.Gata4	chr19	32998969	32998979	-	0.000	0.000	Merged-chr19-32999080-29
NR4092--MA0037.3.GATA3	chr16	77095208	77095215	-	0.000	0.000	Merged-chr16-77095315-45
NR4955--MA0035.3.Gata1	chr18	75322353	75322363	+	0.000	0.000	Merged-chr18-75322404-42
NR7617--MA0035.3.Gata1	chr5	92204518	92204528	-	0.000	0.000	Merged-chr5-92204715-7
NR1694--MA0140.2.GATA1::TAL1	chr11	80068122	80068139	+	0.000	0.000	Merged-chr11-80068268-1
NR274--MA0035.3.Gata1	chr1	69331723	69331733	-	0.000	0.000	Merged-chr1-69331775-34
NR6199--MA1104.1.GATA6	chr3	81102399	81102411	-	0.000	0.000	Merged-chr3-81102418-9
NR816--MA0035.3.Gata1	chr1	186713109	186713119	+	0.000	0.000	Merged-chr1-186713074-31
NR700--MA1104.1.GATA6	chr1	161707158	161707170	+	0.000	0.000	Merged-chr1-161707270-12
NR2826--MA0036.3.GATA2	chr13	100576088	100576098	-	0.000	0.000	Merged-chr13-100576105-29
NR5733--MA0140.2.GATA1::TAL1	chr2	148528042	148528059	-	0.000	0.000	Merged-chr2-148527989-4
NR8780--MA0036.3.GATA2	chr7	73600106	73600116	-	0.000	0.000	Merged-chr7-73600199-6
NR9704--MA0037.3.GATA3	chr9	86579815	86579822	-	0.000	0.000	Merged-chr9-86579809-9
NR8161--MA0036.3.GATA2	chr6	82922015	82922025	-	0.000	0.000	Merged-chr6-82922037-57
NR3181--MA0482.1.Gata4	chr14	66218980	66218990	+	0.000	0.000	Merged-chr14-66218968-32
NR3093--MA0140.2.GATA1::TAL1	chr14	40930159	40930176	+	0.000	0.000	Merged-chr14-40930259-57
NR4867--MA0036.3.GATA2	chr18	62072966	62072976	+	0.000	0.000	Merged-chr18-62072861-2
NR2348--MA0037.3.GATA3	chr12	118836262	118836269	-	0.000	0.000	Merged-chr12-118836221-3
NR7216--MA0035.3.Gata1	chr4	150938225	150938235	+	0.000	0.000	Merged-chr4-150938152-39
NR9809--MA0482.1.Gata4	chrX	7421266	7421276	-	0.000	0.000	Merged-chrX-7421154-31
NR9623--MA0140.2.GATA1::TAL1	chr9	76831666	76831683	-	0.000	0.000	Merged-chr9-76831707-1
NR4389--MA0037.3.GATA3	chr17	35993989	35993996	-	0.000	0.000	Merged-chr17-35993975-42
NR1507--MA1104.1.GATA6	chr10	130313721	130313733	-	0.000	0.000	Merged-chr10-130313729-35
NR6181--MA0035.3.Gata1	chr3	75240891	75240901	+	0.000	0.000	Merged-chr3-75240815-11
NR3787--MA0037.3.GATA3	chr16	5746818	5746825	-	0.000	0.000	Merged-chr16-5746649-1
NR6351--MA0036.3.GATA2	chr3	121343372	121343382	+	0.000	0.000	Merged-chr3-121343370-11
NR7229--MA0035.3.Gata1	chr4	154981682	154981692	-	0.000	0.000	Merged-chr4-154981680-18
NR2796--MA0766.1.GATA5	chr13	94381980	94381987	+	0.000	0.000	Merged-chr13-94381981-20
NR7025--MA0140.2.GATA1::TAL1	chr4	96591244	96591261	+	0.000	0.000	Merged-chr4-96591096-6
NR4355--MA0037.3.GATA3	chr17	27323303	27323310	-	0.000	0.000	Merged-chr17-27323176-36
NR133--MA0482.1.Gata4	chr1	35653567	35653577	-	0.000	0.000	Merged-chr1-35653441-55
NR1689--MA0482.1.Gata4	chr11	80068121	80068131	+	0.000	0.000	Merged-chr11-80068268-1
NR1821--MA0037.3.GATA3	chr12	12373257	12373264	+	0.000	0.000	Merged-chr12-12373073-13
NR266--MA0035.3.Gata1	chr1	66987716	66987726	+	0.000	0.000	Merged-chr1-66987794-41
NR3781--MA0140.2.GATA1::TAL1	chr16	4762238	4762255	-	0.000	0.000	Merged-chr16-4762365-8
NR2101--MA0482.1.Gata4	chr12	73598433	73598443	+	0.000	0.000	Merged-chr12-73598343-51
NR8663--MA0036.3.GATA2	chr7	30280500	30280510	-	0.000	0.000	Merged-chr7-30280528-94
NR1798--MA0482.1.Gata4	chr12	4234234	4234244	+	0.000	0.000	Merged-chr12-4234133-70
NR6763--MA1104.1.GATA6	chr4	32291744	32291756	+	0.000	0.000	Merged-chr4-32291576-26
NR7907--MA0037.3.GATA3	chr6	29229410	29229417	+	0.000	0.000	Merged-chr6-29229534-5
NR4785--MA0035.3.Gata1	chr18	50014637	50014647	-	0.000	0.000	Merged-chr18-50014584-52
NR3405--MA0037.3.GATA3	chr14	121995697	121995704	+	0.000	0.000	Merged-chr14-121995600-7
NR7152--MA0482.1.Gata4	chr4	140815640	140815650	+	0.000	0.000	Merged-chr4-140815831-84
NR284--MA0766.1.GATA5	chr1	74239441	74239448	+	0.000	0.000	Merged-chr1-74239577-59
NR8599--MA0037.3.GATA3	chr7	12987631	12987638	+	0.000	0.000	Merged-chr7-12987633-12
