#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Bcl6/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR661--MA0731.1.BCL6B	chr13	37312532	37312548	+	0.000	0.000	Merged-chr13-37312646-27
NR2457--MA0463.1.Bcl6	chr8	25994109	25994122	-	0.000	0.000	Merged-chr8-25994134-53
NR1673--MA0731.1.BCL6B	chr3	97297574	97297590	-	0.000	0.000	Merged-chr3-97297834-52
NR892--MA0731.1.BCL6B	chr14	103550684	103550700	+	0.000	0.000	Merged-chr14-103550672-31
NR1269--MA0463.1.Bcl6	chr18	42589626	42589639	+	0.000	0.000	Merged-chr18-42589675-37
NR1163--MA0731.1.BCL6B	chr17	21501098	21501114	-	0.000	0.000	Merged-chr17-21500914-14
NR274--MA0463.1.Bcl6	chr10	21553115	21553128	-	0.000	0.000	Merged-chr10-21553167-27
NR941--MA0463.1.Bcl6	chr15	27518139	27518152	+	0.000	0.000	Merged-chr15-27518308-43
NR1176--MA0731.1.BCL6B	chr17	35823017	35823033	+	0.000	0.000	Merged-chr17-35823208-57
NR1708--MA0463.1.Bcl6	chr3	129308458	129308471	+	0.000	0.000	Merged-chr3-129308560-67
NR2704--MA0463.1.Bcl6	chrX	142902319	142902332	+	0.000	0.000	Merged-chrX-142902308-39
NR1744--MA0463.1.Bcl6	chr3	146063290	146063303	-	0.000	0.000	Merged-chr3-146063322-20
NR1569--MA0731.1.BCL6B	chr2	163401537	163401553	+	0.000	0.000	Merged-chr2-163401452-24
NR2167--MA0463.1.Bcl6	chr6	32314436	32314449	-	0.000	0.000	Merged-chr6-32314262-1
NR1516--MA0463.1.Bcl6	chr2	132022887	132022900	+	0.000	0.000	Merged-chr2-132022814-33
NR1780--MA0463.1.Bcl6	chr4	9630905	9630918	+	0.000	0.000	Merged-chr4-9631004-95
NR2606--MA0463.1.Bcl6	chr9	61385976	61385989	+	0.000	0.000	Merged-chr9-61385921-10
NR1025--MA0731.1.BCL6B	chr16	8728335	8728351	-	0.000	0.000	Merged-chr16-8728485-34
NR754--MA0463.1.Bcl6	chr13	109912925	109912938	-	0.000	0.000	Merged-chr13-109912847-3
NR508--MA0463.1.Bcl6	chr12	25864290	25864303	+	0.000	0.000	Merged-chr12-25864437-46
NR1212--MA0463.1.Bcl6	chr17	70973772	70973785	+	0.000	0.000	Merged-chr17-70973710-59
NR1897--MA0463.1.Bcl6	chr4	101998738	101998751	-	0.000	0.000	Merged-chr4-101998677-38
NR1342--MA0463.1.Bcl6	chr19	38298314	38298327	-	0.000	0.000	Merged-chr19-38298328-29
NR1907--MA0731.1.BCL6B	chr4	109079933	109079949	-	0.000	0.000	Merged-chr4-109079913-32
NR998--MA0731.1.BCL6B	chr15	78903365	78903381	-	0.000	0.000	Merged-chr15-78903471-19
NR101--MA0463.1.Bcl6	chr1	85894504	85894517	+	0.000	0.000	Merged-chr1-85894541-45
NR1472--MA0463.1.Bcl6	chr2	92055638	92055651	-	0.000	0.000	Merged-chr2-92055769-38
NR616--MA0731.1.BCL6B	chr13	6515741	6515757	-	0.000	0.000	Merged-chr13-6515620-23
NR2422--MA0731.1.BCL6B	chr7	117429000	117429016	-	0.000	0.000	Merged-chr7-117429043-56
NR361--MA0463.1.Bcl6	chr10	99592154	99592167	-	0.000	0.000	Merged-chr10-99592304-27
NR209--MA0463.1.Bcl6	chr1	180829885	180829898	+	0.000	0.000	Merged-chr1-180830009-39
NR324--MA0731.1.BCL6B	chr10	63176747	63176763	+	0.000	0.000	Merged-chr10-63176806-32
NR1195--MA0731.1.BCL6B	chr17	53463444	53463460	+	0.000	0.000	Merged-chr17-53463323-32
NR1052--MA0731.1.BCL6B	chr16	23250854	23250870	+	0.000	0.000	Merged-chr16-23250750-42
NR1034--MA0463.1.Bcl6	chr16	11577696	11577709	-	0.000	0.000	Merged-chr16-11577786-44
NR2382--MA0731.1.BCL6B	chr7	84164954	84164970	+	0.000	0.000	Merged-chr7-84165071-54
NR1822--MA0463.1.Bcl6	chr4	48045108	48045121	-	0.000	0.000	Merged-chr4-48045107-76
NR1336--MA0731.1.BCL6B	chr19	31199616	31199632	-	0.000	0.000	Merged-chr19-31199719-19
NR2254--MA0463.1.Bcl6	chr6	119479228	119479241	-	0.000	0.000	Merged-chr6-119479144-6
NR805--MA0463.1.Bcl6	chr14	18670786	18670799	+	0.000	0.000	Merged-chr14-18670985-9
NR316--MA0731.1.BCL6B	chr10	56848144	56848160	+	0.000	0.000	Merged-chr10-56848025-2
NR2008--MA0463.1.Bcl6	chr5	21786687	21786700	-	0.000	0.000	Merged-chr5-21786800-52
NR147--MA0463.1.Bcl6	chr1	135818023	135818036	-	0.000	0.000	Merged-chr1-135817909-9
NR1044--MA0731.1.BCL6B	chr16	17508848	17508864	-	0.000	0.000	Merged-chr16-17508961-62
NR1724--MA0463.1.Bcl6	chr3	137611265	137611278	+	0.000	0.000	Merged-chr3-137611144-106
NR76--MA0731.1.BCL6B	chr1	66279479	66279495	+	0.000	0.000	Merged-chr1-66279555-43
NR2122--MA0731.1.BCL6B	chr5	138264029	138264045	-	0.000	0.000	Merged-chr5-138263904-55
NR1836--MA0463.1.Bcl6	chr4	57065438	57065451	+	0.000	0.000	Merged-chr4-57065457-35
NR286--MA0463.1.Bcl6	chr10	37232213	37232226	+	0.000	0.000	Merged-chr10-37232300-62
NR438--MA0731.1.BCL6B	chr11	55221690	55221706	+	0.000	0.000	Merged-chr11-55221509-28
NR89--MA0731.1.BCL6B	chr1	76754940	76754956	+	0.000	0.000	Merged-chr1-76755045-2
NR398--MA0463.1.Bcl6	chr11	3157550	3157563	+	0.000	0.000	Merged-chr11-3157744-93
NR1966--MA0463.1.Bcl6	chr4	155491181	155491194	+	0.000	0.000	Merged-chr4-155491010-1
NR1196--MA0463.1.Bcl6	chr17	56885000	56885013	+	0.000	0.000	Merged-chr17-56885050-19
NR242--MA0731.1.BCL6B	chr10	5194947	5194963	-	0.000	0.000	Merged-chr10-5194873-88
NR41--MA0463.1.Bcl6	chr1	33883646	33883659	+	0.000	0.000	Merged-chr1-33883578-48
NR1307--MA0731.1.BCL6B	chr18	79258159	79258175	+	0.000	0.000	Merged-chr18-79258074-1
NR2114--MA0731.1.BCL6B	chr5	125106445	125106461	+	0.000	0.000	Merged-chr5-125106359-47
NR1541--MA0463.1.Bcl6	chr2	144527546	144527559	-	0.000	0.000	Merged-chr2-144527541-67
NR1397--MA0731.1.BCL6B	chr2	49764785	49764801	-	0.000	0.000	Merged-chr2-49764736-24
NR2618--MA0463.1.Bcl6	chr9	78113247	78113260	-	0.000	0.000	Merged-chr9-78113316-53
NR2550--MA0731.1.BCL6B	chr8	117471568	117471584	+	0.000	0.000	Merged-chr8-117471438-26
NR2515--MA0463.1.Bcl6	chr8	81491449	81491462	-	0.000	0.000	Merged-chr8-81491424-1
NR757--MA0463.1.Bcl6	chr13	110683371	110683384	+	0.000	0.000	Merged-chr13-110683272-3
NR1443--MA0463.1.Bcl6	chr2	72283051	72283064	-	0.000	0.000	Merged-chr2-72282934-17
NR2324--MA0731.1.BCL6B	chr7	29908352	29908368	+	0.000	0.000	Merged-chr7-29908489-59
NR465--MA0731.1.BCL6B	chr11	98487928	98487944	+	0.000	0.000	Merged-chr11-98487809-30
NR659--MA0463.1.Bcl6	chr13	34046548	34046561	+	0.000	0.000	Merged-chr13-34046570-24
NR1259--MA0731.1.BCL6B	chr18	36525746	36525762	+	0.000	0.000	Merged-chr18-36525718-16
NR2323--MA0463.1.Bcl6	chr7	29908352	29908365	-	0.000	0.000	Merged-chr7-29908489-59
NR350--MA0463.1.Bcl6	chr10	94378508	94378521	+	0.000	0.000	Merged-chr10-94378414-58
NR2066--MA0731.1.BCL6B	chr5	77170705	77170721	-	0.000	0.000	Merged-chr5-77170742-14
NR2608--MA0731.1.BCL6B	chr9	61924864	61924880	-	0.000	0.000	Merged-chr9-61925004-1
NR2556--MA0463.1.Bcl6	chr8	122551369	122551382	+	0.000	0.000	Merged-chr8-122551287-97
NR2668--MA0463.1.Bcl6	chr9	109862882	109862895	-	0.000	0.000	Merged-chr9-109862838-42
NR122--MA0463.1.Bcl6	chr1	105780191	105780204	+	0.000	0.000	Merged-chr1-105780158-1
NR1135--MA0463.1.Bcl6	chr16	97272489	97272502	+	0.000	0.000	Merged-chr16-97272459-57
NR2113--MA0463.1.Bcl6	chr5	124907074	124907087	+	0.000	0.000	Merged-chr5-124907107-45
NR2250--MA0731.1.BCL6B	chr6	117146748	117146764	-	0.000	0.000	Merged-chr6-117146729-2
NR2568--MA0731.1.BCL6B	chr8	127447272	127447288	+	0.000	0.000	Merged-chr8-127447217-34
NR1274--MA0463.1.Bcl6	chr18	46182171	46182184	-	0.000	0.000	Merged-chr18-46182052-26
NR485--MA0463.1.Bcl6	chr11	117334409	117334422	-	0.000	0.000	Merged-chr11-117334271-49
NR391--MA0463.1.Bcl6	chr10	124784884	124784897	-	0.000	0.000	Merged-chr10-124784824-1
NR2438--MA0731.1.BCL6B	chr7	139648277	139648293	+	0.000	0.000	Merged-chr7-139648313-24
NR2494--MA0463.1.Bcl6	chr8	61283117	61283130	-	0.000	0.000	Merged-chr8-61283229-50
NR1731--MA0463.1.Bcl6	chr3	141841339	141841352	+	0.000	0.000	Merged-chr3-141841340-1
NR2391--MA0463.1.Bcl6	chr7	97371626	97371639	-	0.000	0.000	Merged-chr7-97371683-55
NR1288--MA0463.1.Bcl6	chr18	61643667	61643680	+	0.000	0.000	Merged-chr18-61643847-38
NR1503--MA0463.1.Bcl6	chr2	122486098	122486111	+	0.000	0.000	Merged-chr2-122485879-27
NR2378--MA0463.1.Bcl6	chr7	80905148	80905161	+	0.000	0.000	Merged-chr7-80905285-49
NR1709--MA0463.1.Bcl6	chr3	129308481	129308494	+	0.000	0.000	Merged-chr3-129308560-67
NR2181--MA0463.1.Bcl6	chr6	41526470	41526483	-	0.000	0.000	Merged-chr6-41526509-3
NR983--MA0463.1.Bcl6	chr15	67460444	67460457	-	0.000	0.000	Merged-chr15-67460467-5
NR44--MA0463.1.Bcl6	chr1	36273171	36273184	+	0.000	0.000	Merged-chr1-36273311-46
NR1611--MA0731.1.BCL6B	chr3	31145929	31145945	-	0.000	0.000	Merged-chr3-31145985-42
NR670--MA0463.1.Bcl6	chr13	49247952	49247965	+	0.000	0.000	Merged-chr13-49248043-74
NR1419--MA0463.1.Bcl6	chr2	54272664	54272677	-	0.000	0.000	Merged-chr2-54272736-1
NR80--MA0463.1.Bcl6	chr1	69331973	69331986	+	0.000	0.000	Merged-chr1-69331775-34
NR442--MA0463.1.Bcl6	chr11	58214898	58214911	-	0.000	0.000	Merged-chr11-58214991-50
NR460--MA0463.1.Bcl6	chr11	89024322	89024335	-	0.000	0.000	Merged-chr11-89024298-29
NR102--MA0463.1.Bcl6	chr1	86344411	86344424	+	0.000	0.000	Merged-chr1-86344486-59
NR572--MA0463.1.Bcl6	chr12	86687071	86687084	-	0.000	0.000	Merged-chr12-86687051-28
NR1227--MA0463.1.Bcl6	chr17	85189679	85189692	-	0.000	0.000	Merged-chr17-85189630-51
NR1800--MA0463.1.Bcl6	chr4	26338968	26338981	+	0.000	0.000	Merged-chr4-26338850-16
NR456--MA0463.1.Bcl6	chr11	78345897	78345910	+	0.000	0.000	Merged-chr11-78345997-37
NR2120--MA0463.1.Bcl6	chr5	137338377	137338390	-	0.000	0.000	Merged-chr5-137338498-22
NR1930--MA0463.1.Bcl6	chr4	128689115	128689128	+	0.000	0.000	Merged-chr4-128689044-23
NR595--MA0463.1.Bcl6	chr12	107011658	107011671	+	0.000	0.000	Merged-chr12-107011663-34
NR904--MA0463.1.Bcl6	chr14	118658263	118658276	+	0.000	0.000	Merged-chr14-118658326-68
NR1563--MA0731.1.BCL6B	chr2	158794583	158794599	-	0.000	0.000	Merged-chr2-158794730-73
NR1420--MA0731.1.BCL6B	chr2	54272664	54272680	+	0.000	0.000	Merged-chr2-54272736-1
