#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR9831--MA0002.2.RUNX1	chr7	106271099	106271109	-	0.000	0.000	Merged-chr7-106271098-32
NR9626--MA0002.2.RUNX1	chr7	64043159	64043169	-	0.000	0.000	Merged-chr7-64043125-48
NR7946--MA0002.2.RUNX1	chr4	147520224	147520234	-	0.000	0.000	Merged-chr4-147520392-19
NR3987--MA0684.1.RUNX3	chr15	66785614	66785623	+	0.000	0.000	Merged-chr15-66785581-20
NR3173--MA0002.2.RUNX1	chr13	96555356	96555366	+	0.000	0.000	Merged-chr13-96555289-36
NR6106--MA0002.2.RUNX1	chr2	52378698	52378708	+	0.000	0.000	Merged-chr2-52378804-68
NR9212--MA0002.2.RUNX1	chr6	127723184	127723194	-	0.000	0.000	Merged-chr6-127723234-26
NR2418--MA0684.1.RUNX3	chr12	72674643	72674652	+	0.000	0.000	Merged-chr12-72674596-16
NR8786--MA0684.1.RUNX3	chr6	30671900	30671909	+	0.000	0.000	Merged-chr6-30671721-27
NR9834--MA0511.2.RUNX2	chr7	106551481	106551489	+	0.000	0.000	Merged-chr7-106551313-76
NR10641--MA0684.1.RUNX3	chr8	128223320	128223329	-	0.000	0.000	Merged-chr8-128223372-20
NR3696--MA0002.2.RUNX1	chr14	103088717	103088727	+	0.000	0.000	Merged-chr14-103088795-24
NR10764--MA0002.2.RUNX1	chr9	42097517	42097527	+	0.000	0.000	Merged-chr9-42097544-106
NR1621--MA0002.2.RUNX1	chr11	23818890	23818900	+	0.000	0.000	Merged-chr11-23819028-15
NR11147--MA0684.1.RUNX3	chr9	105499567	105499576	-	0.000	0.000	Merged-chr9-105499679-15
NR3652--MA0511.2.RUNX2	chr14	78685264	78685272	+	0.000	0.000	Merged-chr14-78685455-11
NR4092--MA0511.2.RUNX2	chr15	84178922	84178930	+	0.000	0.000	Merged-chr15-84178956-9
NR5633--MA0684.1.RUNX3	chr19	8871643	8871652	-	0.000	0.000	Merged-chr19-8871512-57
NR5690--MA0002.2.RUNX1	chr19	16873039	16873049	+	0.000	0.000	Merged-chr19-16872995-45
NR1131--MA0684.1.RUNX3	chr10	60162674	60162683	-	0.000	0.000	Merged-chr10-60162645-38
NR2335--MA0511.2.RUNX2	chr12	32292954	32292962	+	0.000	0.000	Merged-chr12-32292976-7
NR1402--MA0684.1.RUNX3	chr10	111719833	111719842	+	0.000	0.000	Merged-chr10-111719810-23
NR4459--MA0684.1.RUNX3	chr16	46001671	46001680	+	0.000	0.000	Merged-chr16-46001866-55
NR7836--MA0684.1.RUNX3	chr4	132040469	132040478	+	0.000	0.000	Merged-chr4-132040319-80
NR9800--MA0511.2.RUNX2	chr7	101636182	101636190	-	0.000	0.000	Merged-chr7-101636183-33
NR3662--MA0002.2.RUNX1	chr14	79499723	79499733	-	0.000	0.000	Merged-chr14-79499625-44
NR8399--MA0002.2.RUNX1	chr5	107209928	107209938	-	0.000	0.000	Merged-chr5-107209984-10
NR3457--MA0002.2.RUNX1	chr14	54042372	54042382	-	0.000	0.000	Merged-chr14-54042366-24
NR9225--MA0002.2.RUNX1	chr6	128769642	128769652	-	0.000	0.000	Merged-chr6-128769715-5
NR7750--MA0002.2.RUNX1	chr4	115984293	115984303	-	0.000	0.000	Merged-chr4-115984376-24
NR3857--MA0684.1.RUNX3	chr15	34467874	34467883	-	0.000	0.000	Merged-chr15-34468001-12
NR1429--MA0002.2.RUNX1	chr10	117494059	117494069	-	0.000	0.000	Merged-chr10-117494286-56
NR8878--MA0511.2.RUNX2	chr6	51073693	51073701	+	0.000	0.000	Merged-chr6-51073558-17
NR6327--MA0511.2.RUNX2	chr2	114145438	114145446	+	0.000	0.000	Merged-chr2-114145226-70
NR8385--MA0684.1.RUNX3	chr5	105840058	105840067	-	0.000	0.000	Merged-chr5-105840151-44
NR4899--MA0511.2.RUNX2	chr17	29531565	29531573	+	0.000	0.000	Merged-chr17-29531509-3
NR1908--MA0511.2.RUNX2	chr11	83016302	83016310	-	0.000	0.000	Merged-chr11-83016354-21
NR3966--MA0684.1.RUNX3	chr15	64102608	64102617	+	0.000	0.000	Merged-chr15-64102610-48
NR1415--MA0684.1.RUNX3	chr10	116914010	116914019	+	0.000	0.000	Merged-chr10-116914032-56
NR10220--MA0002.2.RUNX1	chr8	33636748	33636758	-	0.000	0.000	Merged-chr8-33636764-22
NR10886--MA0002.2.RUNX1	chr9	64780052	64780062	+	0.000	0.000	Merged-chr9-64779927-39
NR1743--MA0002.2.RUNX1	chr11	55031376	55031386	-	0.000	0.000	Merged-chr11-55031517-56
NR11269--MA0684.1.RUNX3	chr9	118751012	118751021	-	0.000	0.000	Merged-chr9-118750873-69
NR1667--MA0684.1.RUNX3	chr11	43358960	43358969	-	0.000	0.000	Merged-chr11-43358857-56
NR10472--MA0002.2.RUNX1	chr8	106718343	106718353	+	0.000	0.000	Merged-chr8-106718294-10
NR6066--MA0002.2.RUNX1	chr2	34162613	34162623	-	0.000	0.000	Merged-chr2-34162703-13
NR10809--MA0002.2.RUNX1	chr9	51961338	51961348	-	0.000	0.000	Merged-chr9-51961362-1
NR2649--MA0684.1.RUNX3	chr12	108635809	108635818	-	0.000	0.000	Merged-chr12-108635835-63
NR7558--MA0002.2.RUNX1	chr4	59204824	59204834	+	0.000	0.000	Merged-chr4-59204829-36
NR10995--MA0002.2.RUNX1	chr9	80266694	80266704	+	0.000	0.000	Merged-chr9-80266579-55
NR2087--MA0002.2.RUNX1	chr11	106742736	106742746	+	0.000	0.000	Merged-chr11-106742740-23
NR3784--MA0002.2.RUNX1	chr15	3270984	3270994	+	0.000	0.000	Merged-chr15-3270817-58
NR1233--MA0002.2.RUNX1	chr10	80700882	80700892	+	0.000	0.000	Merged-chr10-80700904-35
NR2487--MA0684.1.RUNX3	chr12	84762819	84762828	-	0.000	0.000	Merged-chr12-84762785-51
NR3535--MA0511.2.RUNX2	chr14	66241410	66241418	-	0.000	0.000	Merged-chr14-66241484-22
NR5864--MA0684.1.RUNX3	chr19	55332802	55332811	-	0.000	0.000	Merged-chr19-55332814-24
NR5987--MA0002.2.RUNX1	chr2	17671833	17671843	-	0.000	0.000	Merged-chr2-17671925-58
NR5116--MA0002.2.RUNX1	chr17	74140359	74140369	+	0.000	0.000	Merged-chr17-74140468-12
NR8378--MA0002.2.RUNX1	chr5	105642689	105642699	+	0.000	0.000	Merged-chr5-105642805-64
NR1485--MA0002.2.RUNX1	chr10	122200005	122200015	+	0.000	0.000	Merged-chr10-122200080-48
NR4498--MA0511.2.RUNX2	chr16	52064539	52064547	-	0.000	0.000	Merged-chr16-52064719-40
NR5844--MA0002.2.RUNX1	chr19	53318246	53318256	+	0.000	0.000	Merged-chr19-53318391-14
NR5639--MA0002.2.RUNX1	chr19	9038291	9038301	-	0.000	0.000	Merged-chr19-9038318-39
NR4399--MA0002.2.RUNX1	chr16	33691591	33691601	+	0.000	0.000	Merged-chr16-33691596-37
NR6922--MA0002.2.RUNX1	chr3	88664305	88664315	+	0.000	0.000	Merged-chr3-88664296-18
NR4971--MA0002.2.RUNX1	chr17	44463895	44463905	+	0.000	0.000	Merged-chr17-44463845-28
NR10964--MA0511.2.RUNX2	chr9	73176780	73176788	-	0.000	0.000	Merged-chr9-73176903-12
NR26--MA0002.2.RUNX1	chr1	13559517	13559527	-	0.000	0.000	Merged-chr1-13559747-54
NR8139--MA0002.2.RUNX1	chr5	34538612	34538622	+	0.000	0.000	Merged-chr5-34538812-69
NR9294--MA0002.2.RUNX1	chr6	136547310	136547320	+	0.000	0.000	Merged-chr6-136547260-16
NR11248--MA0684.1.RUNX3	chr9	116369243	116369252	-	0.000	0.000	Merged-chr9-116369265-54
NR9250--MA0511.2.RUNX2	chr6	129586974	129586982	-	0.000	0.000	Merged-chr6-129586992-7
NR6859--MA0684.1.RUNX3	chr3	59206215	59206224	-	0.000	0.000	Merged-chr3-59206190-21
NR3925--MA0002.2.RUNX1	chr15	53113961	53113971	+	0.000	0.000	Merged-chr15-53113994-25
NR7266--MA0002.2.RUNX1	chr3	144411165	144411175	+	0.000	0.000	Merged-chr3-144411311-32
NR7808--MA0002.2.RUNX1	chr4	126677526	126677536	-	0.000	0.000	Merged-chr4-126677717-65
NR3511--MA0002.2.RUNX1	chr14	63104030	63104040	-	0.000	0.000	Merged-chr14-63104126-25
NR941--MA0002.2.RUNX1	chr10	12981127	12981137	+	0.000	0.000	Merged-chr10-12981234-40
NR9280--MA0684.1.RUNX3	chr6	135216761	135216770	+	0.000	0.000	Merged-chr6-135216770-8
NR7000--MA0684.1.RUNX3	chr3	101274923	101274932	-	0.000	0.000	Merged-chr3-101274930-55
NR7666--MA0684.1.RUNX3	chr4	99829122	99829131	+	0.000	0.000	Merged-chr4-99829355-64
NR3657--MA0511.2.RUNX2	chr14	78692184	78692192	-	0.000	0.000	Merged-chr14-78692214-30
NR3911--MA0684.1.RUNX3	chr15	50667820	50667829	+	0.000	0.000	Merged-chr15-50667671-62
NR3492--MA0002.2.RUNX1	chr14	60705252	60705262	+	0.000	0.000	Merged-chr14-60705209-36
NR7580--MA0002.2.RUNX1	chr4	63307487	63307497	-	0.000	0.000	Merged-chr4-63307606-15
NR11009--MA0684.1.RUNX3	chr9	83441009	83441018	-	0.000	0.000	Merged-chr9-83441063-64
NR9326--MA0002.2.RUNX1	chr6	140598731	140598741	+	0.000	0.000	Merged-chr6-140598794-45
NR10960--MA0684.1.RUNX3	chr9	72448296	72448305	-	0.000	0.000	Merged-chr9-72448248-17
NR8029--MA0684.1.RUNX3	chr5	3301087	3301096	+	0.000	0.000	Merged-chr5-3301212-57
NR6078--MA0684.1.RUNX3	chr2	35422359	35422368	-	0.000	0.000	Merged-chr2-35422581-39
NR9931--MA0684.1.RUNX3	chr7	120918685	120918694	-	0.000	0.000	Merged-chr7-120918613-12
NR2890--MA0002.2.RUNX1	chr13	29855584	29855594	-	0.000	0.000	Merged-chr13-29855504-46
NR3001--MA0002.2.RUNX1	chr13	52793743	52793753	-	0.000	0.000	Merged-chr13-52793738-50
NR1321--MA0002.2.RUNX1	chr10	94116388	94116398	+	0.000	0.000	Merged-chr10-94116374-33
NR6058--MA0002.2.RUNX1	chr2	32757156	32757166	+	0.000	0.000	Merged-chr2-32757365-75
NR10735--MA0002.2.RUNX1	chr9	32815742	32815752	-	0.000	0.000	Merged-chr9-32815663-32
NR5969--MA0511.2.RUNX2	chr2	13233449	13233457	-	0.000	0.000	Merged-chr2-13233524-26
NR5952--MA0684.1.RUNX3	chr2	10273996	10274005	-	0.000	0.000	Merged-chr2-10274045-5
NR1943--MA0511.2.RUNX2	chr11	86925383	86925391	+	0.000	0.000	Merged-chr11-86925412-36
NR10593--MA0684.1.RUNX3	chr8	124242429	124242438	-	0.000	0.000	Merged-chr8-124242348-54
NR9293--MA0684.1.RUNX3	chr6	136493692	136493701	-	0.000	0.000	Merged-chr6-136493676-34
NR5826--MA0511.2.RUNX2	chr19	45079895	45079903	-	0.000	0.000	Merged-chr19-45079804-49
NR9687--MA0002.2.RUNX1	chr7	75788653	75788663	+	0.000	0.000	Merged-chr7-75788525-69
NR9372--MA0511.2.RUNX2	chr6	145135134	145135142	+	0.000	0.000	Merged-chr6-145134971-3
NR10573--MA0002.2.RUNX1	chr8	121898682	121898692	+	0.000	0.000	Merged-chr8-121898554-47
NR9815--MA0002.2.RUNX1	chr7	105554388	105554398	+	0.000	0.000	Merged-chr7-105554530-56
NR3305--MA0684.1.RUNX3	chr13	113466609	113466618	+	0.000	0.000	Merged-chr13-113466791-29
NR3362--MA0002.2.RUNX1	chr14	20785459	20785469	-	0.000	0.000	Merged-chr14-20785376-56
NR7820--MA0511.2.RUNX2	chr4	129496800	129496808	+	0.000	0.000	Merged-chr4-129496759-24
NR1477--MA0002.2.RUNX1	chr10	121282663	121282673	+	0.000	0.000	Merged-chr10-121282719-28
NR2065--MA0684.1.RUNX3	chr11	104609516	104609525	-	0.000	0.000	Merged-chr11-104609685-47
NR9796--MA0002.2.RUNX1	chr7	101113642	101113652	-	0.000	0.000	Merged-chr7-101113675-14
NR5713--MA0684.1.RUNX3	chr19	21897584	21897593	-	0.000	0.000	Merged-chr19-21897533-47
NR5836--MA0002.2.RUNX1	chr19	46705948	46705958	+	0.000	0.000	Merged-chr19-46705884-16
NR7596--MA0511.2.RUNX2	chr4	70307384	70307392	+	0.000	0.000	Merged-chr4-70307334-49
NR7867--MA0511.2.RUNX2	chr4	135045248	135045256	-	0.000	0.000	Merged-chr4-135045078-6
NR10477--MA0002.2.RUNX1	chr8	110813252	110813262	-	0.000	0.000	Merged-chr8-110813191-16
NR9653--MA0002.2.RUNX1	chr7	68287043	68287053	+	0.000	0.000	Merged-chr7-68287108-65
NR3907--MA0511.2.RUNX2	chr15	50654330	50654338	+	0.000	0.000	Merged-chr15-50654373-10
NR1685--MA0511.2.RUNX2	chr11	46375251	46375259	-	0.000	0.000	Merged-chr11-46375177-31
NR7497--MA0002.2.RUNX1	chr4	44564928	44564938	+	0.000	0.000	Merged-chr4-44564830-13
NR7182--MA0511.2.RUNX2	chr3	133506492	133506500	+	0.000	0.000	Merged-chr3-133506515-24
NR5773--MA0511.2.RUNX2	chr19	33223079	33223087	-	0.000	0.000	Merged-chr19-33223001-63
NR5346--MA0684.1.RUNX3	chr18	54970185	54970194	+	0.000	0.000	Merged-chr18-54970177-21
NR10463--MA0684.1.RUNX3	chr8	105795437	105795446	+	0.000	0.000	Merged-chr8-105795532-5
NR6057--MA0684.1.RUNX3	chr2	32496489	32496498	+	0.000	0.000	Merged-chr2-32496495-8
NR1443--MA0002.2.RUNX1	chr10	118407016	118407026	-	0.000	0.000	Merged-chr10-118407091-36
NR6500--MA0002.2.RUNX1	chr2	144637307	144637317	+	0.000	0.000	Merged-chr2-144637414-14
NR81--MA0684.1.RUNX3	chr1	38657790	38657799	-	0.000	0.000	Merged-chr1-38657935-57
NR3375--MA0002.2.RUNX1	chr14	25560069	25560079	-	0.000	0.000	Merged-chr14-25560139-23
NR9020--MA0684.1.RUNX3	chr6	88518899	88518908	+	0.000	0.000	Merged-chr6-88518766-67
NR810--MA0684.1.RUNX3	chr1	183933980	183933989	-	0.000	0.000	Merged-chr1-183934010-20
NR1224--MA0684.1.RUNX3	chr10	80270197	80270206	-	0.000	0.000	Merged-chr10-80270188-4
NR7863--MA0684.1.RUNX3	chr4	134642024	134642033	+	0.000	0.000	Merged-chr4-134642170-32
NR1303--MA0511.2.RUNX2	chr10	91167021	91167029	+	0.000	0.000	Merged-chr10-91167120-36
NR7638--MA0002.2.RUNX1	chr4	89008715	89008725	-	0.000	0.000	Merged-chr4-89008819-38
NR5021--MA0002.2.RUNX1	chr17	50731044	50731054	-	0.000	0.000	Merged-chr17-50731110-29
NR7052--MA0511.2.RUNX2	chr3	108737883	108737891	-	0.000	0.000	Merged-chr3-108737869-29
NR1141--MA0511.2.RUNX2	chr10	60389728	60389736	-	0.000	0.000	Merged-chr10-60389736-64
NR3470--MA0684.1.RUNX3	chr14	55764673	55764682	-	0.000	0.000	Merged-chr14-55764891-26
NR5273--MA0002.2.RUNX1	chr18	23734925	23734935	+	0.000	0.000	Merged-chr18-23734973-16
NR8478--MA0684.1.RUNX3	chr5	115516845	115516854	+	0.000	0.000	Merged-chr5-115516638-85
NR1042--MA0002.2.RUNX1	chr10	39402665	39402675	+	0.000	0.000	Merged-chr10-39402648-48
NR10141--MA0511.2.RUNX2	chr8	9811411	9811419	+	0.000	0.000	Merged-chr8-9811294-16
NR1565--MA0002.2.RUNX1	chr11	4418481	4418491	+	0.000	0.000	Merged-chr11-4418419-5
NR4942--MA0002.2.RUNX1	chr17	34898273	34898283	-	0.000	0.000	Merged-chr17-34898484-39
NR3374--MA0684.1.RUNX3	chr14	25534437	25534446	-	0.000	0.000	Merged-chr14-25534315-15
NR5653--MA0002.2.RUNX1	chr19	10830052	10830062	+	0.000	0.000	Merged-chr19-10829902-50
NR11375--MA0511.2.RUNX2	chrX	42337013	42337021	-	0.000	0.000	Merged-chrX-42336875-23
NR3102--MA0002.2.RUNX1	chr13	85399090	85399100	+	0.000	0.000	Merged-chr13-85399027-23
NR10565--MA0002.2.RUNX1	chr8	121570459	121570469	+	0.000	0.000	Merged-chr8-121570466-14
NR9536--MA0002.2.RUNX1	chr7	43438811	43438821	-	0.000	0.000	Merged-chr7-43438752-42
NR6115--MA0511.2.RUNX2	chr2	54084452	54084460	+	0.000	0.000	Merged-chr2-54084669-5
NR7856--MA0002.2.RUNX1	chr4	134511126	134511136	+	0.000	0.000	Merged-chr4-134511089-32
NR2914--MA0002.2.RUNX1	chr13	30912397	30912407	+	0.000	0.000	Merged-chr13-30912363-13
NR10965--MA0684.1.RUNX3	chr9	73176779	73176788	-	0.000	0.000	Merged-chr9-73176903-12
NR2279--MA0511.2.RUNX2	chr12	16165140	16165148	+	0.000	0.000	Merged-chr12-16165159-14
NR3625--MA0002.2.RUNX1	chr14	74990691	74990701	+	0.000	0.000	Merged-chr14-74990757-12
NR9788--MA0002.2.RUNX1	chr7	99946599	99946609	-	0.000	0.000	Merged-chr7-99946527-26
NR3483--MA0684.1.RUNX3	chr14	57890102	57890111	+	0.000	0.000	Merged-chr14-57890199-76
NR5828--MA0002.2.RUNX1	chr19	45528076	45528086	+	0.000	0.000	Merged-chr19-45528060-29
NR641--MA0002.2.RUNX1	chr1	162752165	162752175	-	0.000	0.000	Merged-chr1-162752271-30
NR912--MA0002.2.RUNX1	chr10	5795437	5795447	+	0.000	0.000	Merged-chr10-5795457-7
NR10945--MA0002.2.RUNX1	chr9	71543655	71543665	-	0.000	0.000	Merged-chr9-71543818-26
NR992--MA0511.2.RUNX2	chr10	21204900	21204908	+	0.000	0.000	Merged-chr10-21204743-52
NR87--MA0002.2.RUNX1	chr1	38963778	38963788	+	0.000	0.000	Merged-chr1-38963759-8
NR3192--MA0002.2.RUNX1	chr13	98803826	98803836	-	0.000	0.000	Merged-chr13-98803850-12
NR11136--MA0511.2.RUNX2	chr9	103432547	103432555	+	0.000	0.000	Merged-chr9-103432551-32
NR9502--MA0002.2.RUNX1	chr7	27541512	27541522	+	0.000	0.000	Merged-chr7-27541584-49
NR5814--MA0684.1.RUNX3	chr19	41481227	41481236	+	0.000	0.000	Merged-chr19-41481364-20
NR3929--MA0684.1.RUNX3	chr15	53235522	53235531	+	0.000	0.000	Merged-chr15-53235617-41
NR545--MA0002.2.RUNX1	chr1	144086339	144086349	+	0.000	0.000	Merged-chr1-144086303-34
NR1435--MA0002.2.RUNX1	chr10	117938782	117938792	+	0.000	0.000	Merged-chr10-117938782-19
NR9549--MA0002.2.RUNX1	chr7	45069789	45069799	+	0.000	0.000	Merged-chr7-45069861-43
NR10435--MA0002.2.RUNX1	chr8	94969848	94969858	+	0.000	0.000	Merged-chr8-94969690-1,Merged-chr8-94970048-23
NR10706--MA0002.2.RUNX1	chr9	20385316	20385326	-	0.000	0.000	Merged-chr9-20385191-56
NR2513--MA0002.2.RUNX1	chr12	87266791	87266801	+	0.000	0.000	Merged-chr12-87266571-77
NR11497--MA0511.2.RUNX2	chrX	159708609	159708617	-	0.000	0.000	Merged-chrX-159708599-75
NR1339--MA0002.2.RUNX1	chr10	95476119	95476129	-	0.000	0.000	Merged-chr10-95476158-26
NR7312--MA0002.2.RUNX1	chr3	149278005	149278015	+	0.000	0.000	Merged-chr3-149278071-17
NR7729--MA0511.2.RUNX2	chr4	111440482	111440490	-	0.000	0.000	Merged-chr4-111440477-13
NR7236--MA0684.1.RUNX3	chr3	138753296	138753305	-	0.000	0.000	Merged-chr3-138753245-27
NR5827--MA0684.1.RUNX3	chr19	45079894	45079903	-	0.000	0.000	Merged-chr19-45079804-49
NR1547--MA0511.2.RUNX2	chr11	3336011	3336019	+	0.000	0.000	Merged-chr11-3336028-55
NR9866--MA0511.2.RUNX2	chr7	112213429	112213437	+	0.000	0.000	Merged-chr7-112213302-61
NR10673--MA0684.1.RUNX3	chr9	11513964	11513973	-	0.000	0.000	Merged-chr9-11513974-36
NR8990--MA0002.2.RUNX1	chr6	82748350	82748360	-	0.000	0.000	Merged-chr6-82748444-5
NR7150--MA0002.2.RUNX1	chr3	129470243	129470253	-	0.000	0.000	Merged-chr3-129470281-15
NR5413--MA0684.1.RUNX3	chr18	64991733	64991742	+	0.000	0.000	Merged-chr18-64991575-63
NR1799--MA0511.2.RUNX2	chr11	67580585	67580593	+	0.000	0.000	Merged-chr11-67580687-16
NR7838--MA0511.2.RUNX2	chr4	132533684	132533692	+	0.000	0.000	Merged-chr4-132533524-64
NR6962--MA0002.2.RUNX1	chr3	95697805	95697815	-	0.000	0.000	Merged-chr3-95697809-14
NR10177--MA0002.2.RUNX1	chr8	22706637	22706647	-	0.000	0.000	Merged-chr8-22706462-69
NR10448--MA0002.2.RUNX1	chr8	104234566	104234576	-	0.000	0.000	Merged-chr8-104234579-14
NR7345--MA0684.1.RUNX3	chr3	153764809	153764818	+	0.000	0.000	Merged-chr3-153764846-117
NR9624--MA0002.2.RUNX1	chr7	63984436	63984446	+	0.000	0.000	Merged-chr7-63984461-22
NR5394--MA0684.1.RUNX3	chr18	62164363	62164372	-	0.000	0.000	Merged-chr18-62164450-51
NR3607--MA0511.2.RUNX2	chr14	73290034	73290042	-	0.000	0.000	Merged-chr14-73290096-39
NR7197--MA0002.2.RUNX1	chr3	135514415	135514425	-	0.000	0.000	Merged-chr3-135514280-15
NR3985--MA0684.1.RUNX3	chr15	66785499	66785508	-	0.000	0.000	Merged-chr15-66785581-20
NR4047--MA0511.2.RUNX2	chr15	76795408	76795416	+	0.000	0.000	Merged-chr15-76795426-7
NR5788--MA0002.2.RUNX1	chr19	34500982	34500992	-	0.000	0.000	Merged-chr19-34500926-32
NR9104--MA0511.2.RUNX2	chr6	113681492	113681500	-	0.000	0.000	Merged-chr6-113681431-40
NR8894--MA0002.2.RUNX1	chr6	54685171	54685181	-	0.000	0.000	Merged-chr6-54685260-34
NR3237--MA0002.2.RUNX1	chr13	104285459	104285469	-	0.000	0.000	Merged-chr13-104285413-49
NR1557--MA0002.2.RUNX1	chr11	4135370	4135380	+	0.000	0.000	Merged-chr11-4135322-68
NR2860--MA0684.1.RUNX3	chr13	21579854	21579863	-	0.000	0.000	Merged-chr13-21579773-26
NR7597--MA0684.1.RUNX3	chr4	70307384	70307393	+	0.000	0.000	Merged-chr4-70307334-49
NR10861--MA0511.2.RUNX2	chr9	61715135	61715143	-	0.000	0.000	Merged-chr9-61715160-12
NR5317--MA0684.1.RUNX3	chr18	39102429	39102438	+	0.000	0.000	Merged-chr18-39102352-12
NR5169--MA0002.2.RUNX1	chr17	84043251	84043261	+	0.000	0.000	Merged-chr17-84043230-18
NR3908--MA0684.1.RUNX3	chr15	50654330	50654339	+	0.000	0.000	Merged-chr15-50654373-10
NR8751--MA0002.2.RUNX1	chr6	16221195	16221205	+	0.000	0.000	Merged-chr6-16221366-31
NR5996--MA0511.2.RUNX2	chr2	18935685	18935693	-	0.000	0.000	Merged-chr2-18935718-26
NR1414--MA0002.2.RUNX1	chr10	116914010	116914020	-	0.000	0.000	Merged-chr10-116914032-56
NR1209--MA0002.2.RUNX1	chr10	77627622	77627632	+	0.000	0.000	Merged-chr10-77627731-24
NR8880--MA0684.1.RUNX3	chr6	51073693	51073702	+	0.000	0.000	Merged-chr6-51073558-17
NR7533--MA0511.2.RUNX2	chr4	53920736	53920744	-	0.000	0.000	Merged-chr4-53920761-26
NR1814--MA0684.1.RUNX3	chr11	68768602	68768611	+	0.000	0.000	Merged-chr11-68768507-16
NR1666--MA0002.2.RUNX1	chr11	43358959	43358969	+	0.000	0.000	Merged-chr11-43358857-56
NR5648--MA0511.2.RUNX2	chr19	10577297	10577305	-	0.000	0.000	Merged-chr19-10577280-70
NR4772--MA0002.2.RUNX1	chr17	6835224	6835234	+	0.000	0.000	Merged-chr17-6835385-15
NR5278--MA0002.2.RUNX1	chr18	25479751	25479761	-	0.000	0.000	Merged-chr18-25479728-10
NR8926--MA0002.2.RUNX1	chr6	65573685	65573695	+	0.000	0.000	Merged-chr6-65573561-44
NR9095--MA0002.2.RUNX1	chr6	108630932	108630942	+	0.000	0.000	Merged-chr6-108631007-44
NR3554--MA0511.2.RUNX2	chr14	67887047	67887055	+	0.000	0.000	Merged-chr14-67887091-21
NR4900--MA0002.2.RUNX1	chr17	29531565	29531575	-	0.000	0.000	Merged-chr17-29531509-3
NR9637--MA0002.2.RUNX1	chr7	66183652	66183662	-	0.000	0.000	Merged-chr7-66183642-11
NR9908--MA0002.2.RUNX1	chr7	117433803	117433813	-	0.000	0.000	Merged-chr7-117433722-72
NR1874--MA0511.2.RUNX2	chr11	78698073	78698081	-	0.000	0.000	Merged-chr11-78698045-1
NR2473--MA0002.2.RUNX1	chr12	82268111	82268121	+	0.000	0.000	Merged-chr12-82268056-22
NR9322--MA0511.2.RUNX2	chr6	140508535	140508543	-	0.000	0.000	Merged-chr6-140508405-40
NR3455--MA0002.2.RUNX1	chr14	54042311	54042321	+	0.000	0.000	Merged-chr14-54042366-24
NR7166--MA0511.2.RUNX2	chr3	130894420	130894428	+	0.000	0.000	Merged-chr3-130894407-22
NR1299--MA0002.2.RUNX1	chr10	89745089	89745099	+	0.000	0.000	Merged-chr10-89745287-119
NR6832--MA0002.2.RUNX1	chr3	52369415	52369425	-	0.000	0.000	Merged-chr3-52369347-12
NR4881--MA0002.2.RUNX1	chr17	27075465	27075475	+	0.000	0.000	Merged-chr17-27075408-16
NR5387--MA0002.2.RUNX1	chr18	61647289	61647299	+	0.000	0.000	Merged-chr18-61647433-25
NR5929--MA0002.2.RUNX1	chr2	4651894	4651904	-	0.000	0.000	Merged-chr2-4651891-67
NR10299--MA0002.2.RUNX1	chr8	66497233	66497243	-	0.000	0.000	Merged-chr8-66497339-52
NR1156--MA0002.2.RUNX1	chr10	67582048	67582058	-	0.000	0.000	Merged-chr10-67582122-21
NR3729--MA0511.2.RUNX2	chr14	118816677	118816685	-	0.000	0.000	Merged-chr14-118816766-15
NR11330--MA0002.2.RUNX1	chr9	123509989	123509999	+	0.000	0.000	Merged-chr9-123510118-53
NR3359--MA0002.2.RUNX1	chr14	20379783	20379793	+	0.000	0.000	Merged-chr14-20379904-27
NR7817--MA0511.2.RUNX2	chr4	129146580	129146588	+	0.000	0.000	Merged-chr4-129146648-24
NR5767--MA0002.2.RUNX1	chr19	33119032	33119042	+	0.000	0.000	Merged-chr19-33119206-10
NR4199--MA0684.1.RUNX3	chr15	100265823	100265832	+	0.000	0.000	Merged-chr15-100265875-19
NR10679--MA0002.2.RUNX1	chr9	13518644	13518654	-	0.000	0.000	Merged-chr9-13518732-12
NR4371--MA0002.2.RUNX1	chr16	30177882	30177892	+	0.000	0.000	Merged-chr16-30177867-21
NR3838--MA0511.2.RUNX2	chr15	31166832	31166840	-	0.000	0.000	Merged-chr15-31166801-87
NR232--MA0002.2.RUNX1	chr1	66279438	66279448	+	0.000	0.000	Merged-chr1-66279555-43
NR5499--MA0511.2.RUNX2	chr18	76944333	76944341	-	0.000	0.000	Merged-chr18-76944215-56
NR9507--MA0002.2.RUNX1	chr7	27731694	27731704	+	0.000	0.000	Merged-chr7-27731586-58
NR2343--MA0002.2.RUNX1	chr12	34248929	34248939	-	0.000	0.000	Merged-chr12-34249045-49
