#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Bcl6/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR1978--MA0731.1.BCL6B	chr7	45873193	45873209	+	0.000	0.000	Merged-chr7-45873052-66
NR1564--MA0731.1.BCL6B	chr4	121002575	121002591	-	0.000	0.000	Merged-chr4-121002570-50
NR2260--MA0463.1.Bcl6	chr9	78074163	78074176	-	0.000	0.000	Merged-chr9-78074095-46
NR1944--MA0731.1.BCL6B	chr6	148436696	148436712	-	0.000	0.000	Merged-chr6-148436541-68
NR2229--MA0463.1.Bcl6	chr9	35117633	35117646	+	0.000	0.000	Merged-chr9-35117725-13
NR1782--MA0731.1.BCL6B	chr6	15793395	15793411	-	0.000	0.000	Merged-chr6-15793359-107
NR1577--MA0731.1.BCL6B	chr4	132757308	132757324	+	0.000	0.000	Merged-chr4-132757307-47
NR1269--MA0463.1.Bcl6	chr2	167975579	167975592	-	0.000	0.000	Merged-chr2-167975780-28
NR928--MA0463.1.Bcl6	chr17	29304584	29304597	-	0.000	0.000	Merged-chr17-29304449-24
NR1090--MA0463.1.Bcl6	chr2	5704952	5704965	+	0.000	0.000	Merged-chr2-5704821-18
NR1285--MA0731.1.BCL6B	chr2	174674171	174674187	+	0.000	0.000	Merged-chr2-174674180-20
NR1059--MA0463.1.Bcl6	chr19	14668773	14668786	-	0.000	0.000	Merged-chr19-14668781-26
NR2046--MA0463.1.Bcl6	chr7	112210214	112210227	-	0.000	0.000	Merged-chr7-112210103-38
NR1360--MA0731.1.BCL6B	chr3	95135853	95135869	-	0.000	0.000	Merged-chr3-95135773-59
NR1155--MA0731.1.BCL6B	chr2	53102298	53102314	+	0.000	0.000	Merged-chr2-53102302-39
NR16--MA0463.1.Bcl6	chr1	36445320	36445333	+	0.000	0.000	Merged-chr1-36445137-58
NR1230--MA0731.1.BCL6B	chr2	130664268	130664284	-	0.000	0.000	Merged-chr2-130664423-57
NR2069--MA0463.1.Bcl6	chr7	128392783	128392796	-	0.000	0.000	Merged-chr7-128392760-60
NR1212--MA0463.1.Bcl6	chr2	117441216	117441229	+	0.000	0.000	Merged-chr2-117441143-41
NR2199--MA0463.1.Bcl6	chr8	123051768	123051781	-	0.000	0.000	Merged-chr8-123051694-23
NR1256--MA0731.1.BCL6B	chr2	158794583	158794599	-	0.000	0.000	Merged-chr2-158794730-73
NR951--MA0731.1.BCL6B	chr17	57194412	57194428	-	0.000	0.000	Merged-chr17-57194359-63
NR2311--MA0463.1.Bcl6	chr9	119068015	119068028	-	0.000	0.000	Merged-chr9-119067852-20
NR1888--MA0731.1.BCL6B	chr6	121227013	121227029	-	0.000	0.000	Merged-chr6-121226970-16
NR1002--MA0463.1.Bcl6	chr18	57976984	57976997	-	0.000	0.000	Merged-chr18-57976918-16
NR213--MA0463.1.Bcl6	chr1	193421645	193421658	+	0.000	0.000	Merged-chr1-193421738-60
NR1226--MA0463.1.Bcl6	chr2	125866159	125866172	+	0.000	0.000	Merged-chr2-125866332-46
NR1459--MA0463.1.Bcl6	chr4	9009922	9009935	+	0.000	0.000	Merged-chr4-9009782-37
NR1244--MA0463.1.Bcl6	chr2	147012096	147012109	+	0.000	0.000	Merged-chr2-147011946-5
NR1477--MA0463.1.Bcl6	chr4	43972343	43972356	-	0.000	0.000	Merged-chr4-43972345-49
NR1374--MA0463.1.Bcl6	chr3	106785369	106785382	-	0.000	0.000	Merged-chr3-106785320-62
NR227--MA0463.1.Bcl6	chr10	26521073	26521086	-	0.000	0.000	Merged-chr10-26521176-55
NR84--MA0731.1.BCL6B	chr1	105443380	105443396	-	0.000	0.000	Merged-chr1-105443622-43
NR1392--MA0463.1.Bcl6	chr3	123386117	123386130	+	0.000	0.000	Merged-chr3-123385920-64
NR1227--MA0731.1.BCL6B	chr2	127086495	127086511	-	0.000	0.000	Merged-chr2-127086449-24
NR2218--MA0463.1.Bcl6	chr9	21436329	21436342	-	0.000	0.000	Merged-chr9-21436364-48
NR2003--MA0463.1.Bcl6	chr7	80299688	80299701	-	0.000	0.000	Merged-chr7-80299755-32
NR151--MA0463.1.Bcl6	chr1	160307338	160307351	-	0.000	0.000	Merged-chr1-160307254-61
NR1052--MA0463.1.Bcl6	chr19	10842396	10842409	+	0.000	0.000	Merged-chr19-10842319-36
NR969--MA0731.1.BCL6B	chr17	86506945	86506961	-	0.000	0.000	Merged-chr17-86506766-3,Merged-chr17-86507070-1
NR805--MA0463.1.Bcl6	chr15	96285881	96285894	+	0.000	0.000	Merged-chr15-96285638-75
NR1182--MA0463.1.Bcl6	chr2	79698323	79698336	+	0.000	0.000	Merged-chr2-79698404-21
NR521--MA0731.1.BCL6B	chr12	116200612	116200628	+	0.000	0.000	Merged-chr12-116200493-21
NR393--MA0463.1.Bcl6	chr11	97127124	97127137	+	0.000	0.000	Merged-chr11-97127179-61
NR2008--MA0463.1.Bcl6	chr7	88460108	88460121	-	0.000	0.000	Merged-chr7-88459917-15
NR268--MA0463.1.Bcl6	chr10	79926618	79926631	+	0.000	0.000	Merged-chr10-79926758-91
NR2156--MA0463.1.Bcl6	chr8	85060065	85060078	-	0.000	0.000	Merged-chr8-85060180-46
NR183--MA0463.1.Bcl6	chr1	177457120	177457133	+	0.000	0.000	Merged-chr1-177456987-38
NR707--MA0463.1.Bcl6	chr14	74835050	74835063	-	0.000	0.000	Merged-chr14-74835162-39
NR1966--MA0463.1.Bcl6	chr7	30194056	30194069	-	0.000	0.000	Merged-chr7-30194047-25
NR1608--MA0463.1.Bcl6	chr4	149889170	149889183	-	0.000	0.000	Merged-chr4-149889246-22
NR971--MA0463.1.Bcl6	chr17	86904207	86904220	+	0.000	0.000	Merged-chr17-86904097-54
NR385--MA0731.1.BCL6B	chr11	80142247	80142263	-	0.000	0.000	Merged-chr11-80142193-43
NR837--MA0463.1.Bcl6	chr16	23300303	23300316	+	0.000	0.000	Merged-chr16-23300229-19
NR765--MA0731.1.BCL6B	chr15	38122933	38122949	+	0.000	0.000	Merged-chr15-38122880-9
NR949--MA0463.1.Bcl6	chr17	56885000	56885013	+	0.000	0.000	Merged-chr17-56885050-19
NR640--MA0463.1.Bcl6	chr14	20766197	20766210	-	0.000	0.000	Merged-chr14-20766175-32
NR1756--MA0463.1.Bcl6	chr5	138155798	138155811	-	0.000	0.000	Merged-chr5-138155756-50
NR2076--MA0463.1.Bcl6	chr7	130812771	130812784	-	0.000	0.000	Merged-chr7-130812664-20
NR985--MA0463.1.Bcl6	chr18	32880671	32880684	-	0.000	0.000	Merged-chr18-32880667-46
NR1528--MA0463.1.Bcl6	chr4	95053371	95053384	-	0.000	0.000	Merged-chr4-95053399-2
NR1015--MA0731.1.BCL6B	chr18	67290579	67290595	-	0.000	0.000	Merged-chr18-67290612-3
NR1331--MA0463.1.Bcl6	chr3	75517780	75517793	-	0.000	0.000	Merged-chr3-75517936-30
NR1103--MA0463.1.Bcl6	chr2	18609092	18609105	+	0.000	0.000	Merged-chr2-18609153-119
NR681--MA0463.1.Bcl6	chr14	63193889	63193902	+	0.000	0.000	Merged-chr14-63193803-41
NR220--MA0463.1.Bcl6	chr10	18197438	18197451	-	0.000	0.000	Merged-chr10-18197362-51
NR2305--MA0463.1.Bcl6	chr9	114427528	114427541	+	0.000	0.000	Merged-chr9-114427606-33
NR117--MA0731.1.BCL6B	chr1	132316104	132316120	+	0.000	0.000	Merged-chr1-132316198-37
NR207--MA0463.1.Bcl6	chr1	191193935	191193948	+	0.000	0.000	Merged-chr1-191193945-62
NR677--MA0463.1.Bcl6	chr14	59558951	59558964	-	0.000	0.000	Merged-chr14-59558966-13
NR1578--MA0463.1.Bcl6	chr4	132843297	132843310	+	0.000	0.000	Merged-chr4-132843203-52
NR1023--MA0463.1.Bcl6	chr18	69644888	69644901	-	0.000	0.000	Merged-chr18-69644802-19
NR301--MA0731.1.BCL6B	chr10	98785560	98785576	+	0.000	0.000	Merged-chr10-98785565-23
NR449--MA0463.1.Bcl6	chr12	52818807	52818820	-	0.000	0.000	Merged-chr12-52818712-31
NR1368--MA0463.1.Bcl6	chr3	104968184	104968197	+	0.000	0.000	Merged-chr3-104968115-29
NR152--MA0731.1.BCL6B	chr1	161309642	161309658	+	0.000	0.000	Merged-chr1-161309457-43
NR906--MA0463.1.Bcl6	chr16	97869925	97869938	-	0.000	0.000	Merged-chr16-97869698-43
NR436--MA0731.1.BCL6B	chr12	30557461	30557477	-	0.000	0.000	Merged-chr12-30557589-12
NR2276--MA0731.1.BCL6B	chr9	95858479	95858495	+	0.000	0.000	Merged-chr9-95858420-14
NR1825--MA0463.1.Bcl6	chr6	65573452	65573465	+	0.000	0.000	Merged-chr6-65573561-44
NR163--MA0463.1.Bcl6	chr1	165762952	165762965	-	0.000	0.000	Merged-chr1-165762998-3
NR1731--MA0463.1.Bcl6	chr5	111201014	111201027	-	0.000	0.000	Merged-chr5-111200863-1
NR2248--MA0463.1.Bcl6	chr9	62344858	62344871	-	0.000	0.000	Merged-chr9-62344675-54
NR2145--MA0463.1.Bcl6	chr8	72279098	72279111	+	0.000	0.000	Merged-chr8-72279287-40
NR177--MA0463.1.Bcl6	chr1	171939422	171939435	-	0.000	0.000	Merged-chr1-171939454-57
NR2234--MA0731.1.BCL6B	chr9	46067768	46067784	+	0.000	0.000	Merged-chr9-46067902-17
NR1996--MA0463.1.Bcl6	chr7	72261167	72261180	+	0.000	0.000	Merged-chr7-72261137-47
NR388--MA0731.1.BCL6B	chr11	87967898	87967914	+	0.000	0.000	Merged-chr11-87968039-56
NR746--MA0463.1.Bcl6	chr14	121478475	121478488	-	0.000	0.000	Merged-chr14-121478313-77
NR764--MA0463.1.Bcl6	chr15	36708581	36708594	+	0.000	0.000	Merged-chr15-36708582-23
NR406--MA0463.1.Bcl6	chr11	109671896	109671909	+	0.000	0.000	Merged-chr11-109672054-52
NR1307--MA0463.1.Bcl6	chr3	37605793	37605806	-	0.000	0.000	Merged-chr3-37605967-27
NR1419--MA0463.1.Bcl6	chr3	142706757	142706770	+	0.000	0.000	Merged-chr3-142706916-9
NR782--MA0463.1.Bcl6	chr15	58655187	58655200	+	0.000	0.000	Merged-chr15-58655104-54
NR1231--MA0463.1.Bcl6	chr2	131423734	131423747	+	0.000	0.000	Merged-chr2-131423775-8
NR1191--MA0731.1.BCL6B	chr2	93199059	93199075	-	0.000	0.000	Merged-chr2-93199242-68
NR2312--MA0463.1.Bcl6	chr9	121317241	121317254	+	0.000	0.000	Merged-chr9-121317284-25
NR675--MA0463.1.Bcl6	chr14	57680133	57680146	+	0.000	0.000	Merged-chr14-57680165-28
NR7--MA0463.1.Bcl6	chr1	20740783	20740796	+	0.000	0.000	Merged-chr1-20740658-39
NR2348--MA0731.1.BCL6B	chrX	167108519	167108535	-	0.000	0.000	Merged-chrX-167108657-26
NR1680--MA0731.1.BCL6B	chr5	77130534	77130550	+	0.000	0.000	Merged-chr5-77130540-43
NR899--MA0463.1.Bcl6	chr16	92767833	92767846	+	0.000	0.000	Merged-chr16-92767826-70
NR2317--MA0463.1.Bcl6	chr9	123936671	123936684	-	0.000	0.000	Merged-chr9-123936830-62
NR1693--MA0731.1.BCL6B	chr5	92624739	92624755	-	0.000	0.000	Merged-chr5-92624653-16
NR197--MA0731.1.BCL6B	chr1	184441418	184441434	+	0.000	0.000	Merged-chr1-184441398-48
NR2232--MA0463.1.Bcl6	chr9	43784807	43784820	+	0.000	0.000	Merged-chr9-43784994-20
NR116--MA0463.1.Bcl6	chr1	131867396	131867409	+	0.000	0.000	Merged-chr1-131867489-64
NR2250--MA0463.1.Bcl6	chr9	63738565	63738578	+	0.000	0.000	Merged-chr9-63738316-120
NR246--MA0463.1.Bcl6	chr10	60351997	60352010	-	0.000	0.000	Merged-chr10-60352057-41
