#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR2903--MA0037.3.GATA3	chr13	113580117	113580124	+	0.000	0.000	Merged-chr13-113580257-62
NR7813--MA0036.3.GATA2	chr6	3343983	3343993	+	0.000	0.000	Merged-chr6-3344027-33
NR4037--MA0482.1.Gata4	chr16	64758765	64758775	-	0.000	0.000	Merged-chr16-64758494-145
NR8058--MA0766.1.GATA5	chr6	58832867	58832874	-	0.000	0.000	Merged-chr6-58832889-39
NR9846--MA0035.3.Gata1	chrX	23673358	23673368	+	0.000	0.000	Merged-chrX-23673581-22
NR9484--MA0766.1.GATA5	chr9	13536930	13536937	+	0.000	0.000	Merged-chr9-13536890-20
NR8377--MA0482.1.Gata4	chr6	130102978	130102988	+	0.000	0.000	Merged-chr6-130103023-31
NR5393--MA0140.2.GATA1::TAL1	chr2	77327445	77327462	+	0.000	0.000	Merged-chr2-77327471-3
NR2347--MA0035.3.Gata1	chr12	118255860	118255870	-	0.000	0.000	Merged-chr12-118255780-45
NR3773--MA0035.3.Gata1	chr15	103339525	103339535	+	0.000	0.000	Merged-chr15-103339534-3
NR1612--MA0482.1.Gata4	chr11	46389539	46389549	+	0.000	0.000	Merged-chr11-46389577-59
NR4163--MA1104.1.GATA6	chr16	89595945	89595957	+	0.000	0.000	Merged-chr16-89595892-3
NR8298--MA1104.1.GATA6	chr6	122742622	122742634	-	0.000	0.000	Merged-chr6-122742614-91
NR4434--MA0037.3.GATA3	chr17	52348687	52348694	-	0.000	0.000	Merged-chr17-52348820-8
NR4093--MA0482.1.Gata4	chr16	77095208	77095218	+	0.000	0.000	Merged-chr16-77095315-45
NR8251--MA0037.3.GATA3	chr6	108168408	108168415	+	0.000	0.000	Merged-chr6-108168461-115
NR9031--MA0035.3.Gata1	chr7	140207132	140207142	+	0.000	0.000	Merged-chr7-140207191-19
NR1753--MA0036.3.GATA2	chr11	106057069	106057079	+	0.000	0.000	Merged-chr11-106057103-42
NR6448--MA0035.3.Gata1	chr3	135515339	135515349	+	0.000	0.000	Merged-chr3-135515494-6
NR7783--MA0766.1.GATA5	chr5	149255637	149255644	-	0.000	0.000	Merged-chr5-149255735-4
NR5780--MA0035.3.Gata1	chr2	163054626	163054636	-	0.000	0.000	Merged-chr2-163054784-63
NR1657--MA0036.3.GATA2	chr11	64037639	64037649	-	0.000	0.000	Merged-chr11-64037767-32
NR7231--MA0482.1.Gata4	chr4	156022069	156022079	+	0.000	0.000	Merged-chr4-156022073-120
NR5730--MA1104.1.GATA6	chr2	148528050	148528062	+	0.000	0.000	Merged-chr2-148527989-4
NR4304--MA0037.3.GATA3	chr17	13654775	13654782	+	0.000	0.000	Merged-chr17-13654932-70
NR7534--MA0036.3.GATA2	chr5	64519186	64519196	-	0.000	0.000	Merged-chr5-64519093-9
NR8992--MA0037.3.GATA3	chr7	127288042	127288049	+	0.000	0.000	Merged-chr7-127288112-51
NR1633--MA0766.1.GATA5	chr11	54063314	54063321	+	0.000	0.000	Merged-chr11-54063198-57
NR3294--MA0766.1.GATA5	chr14	100283702	100283709	-	0.000	0.000	Merged-chr14-100283659-2
NR4072--MA0482.1.Gata4	chr16	66086702	66086712	+	0.000	0.000	Merged-chr16-66086640-17
NR1562--MA0035.3.Gata1	chr11	21103247	21103257	+	0.000	0.000	Merged-chr11-21103382-12
NR9856--MA0766.1.GATA5	chrX	42511293	42511300	+	0.000	0.000	Merged-chrX-42511352-16
NR1790--MA0482.1.Gata4	chr11	121038747	121038757	+	0.000	0.000	Merged-chr11-121038759-1
NR3417--MA0035.3.Gata1	chr14	122788394	122788404	-	0.000	0.000	Merged-chr14-122788282-21
NR8610--MA0037.3.GATA3	chr7	19332941	19332948	-	0.000	0.000	Merged-chr7-19332998-44
NR6040--MA0037.3.GATA3	chr3	51744642	51744649	-	0.000	0.000	Merged-chr3-51744632-10
NR1898--MA0766.1.GATA5	chr12	28589598	28589605	-	0.000	0.000	Merged-chr12-28589573-34
NR3186--MA0037.3.GATA3	chr14	66241477	66241484	-	0.000	0.000	Merged-chr14-66241484-22
NR7200--MA0035.3.Gata1	chr4	149147505	149147515	-	0.000	0.000	Merged-chr4-149147530-1
NR9477--MA0037.3.GATA3	chr9	13466584	13466591	+	0.000	0.000	Merged-chr9-13466686-68
NR2855--MA0037.3.GATA3	chr13	106997642	106997649	+	0.000	0.000	Merged-chr13-106997590-6
NR7908--MA0482.1.Gata4	chr6	29229407	29229417	-	0.000	0.000	Merged-chr6-29229534-5
NR3406--MA0482.1.Gata4	chr14	121995694	121995704	-	0.000	0.000	Merged-chr14-121995600-7
NR7427--MA0766.1.GATA5	chr5	37083247	37083254	-	0.000	0.000	Merged-chr5-37083387-28
NR4892--MA0140.2.GATA1::TAL1	chr18	67212824	67212841	+	0.000	0.000	Merged-chr18-67212775-57
NR8779--MA1104.1.GATA6	chr7	73600105	73600117	+	0.000	0.000	Merged-chr7-73600199-6
NR4369--MA0482.1.Gata4	chr17	32350601	32350611	+	0.000	0.000	Merged-chr17-32350599-47
NR5989--MA0036.3.GATA2	chr3	41107781	41107791	+	0.000	0.000	Merged-chr3-41107952-27
NR1765--MA0140.2.GATA1::TAL1	chr11	110919281	110919298	-	0.000	0.000	Merged-chr11-110919203-38
NR4226--MA0482.1.Gata4	chr17	3209754	3209764	+	0.000	0.000	Merged-chr17-3209784-17
NR7807--MA0766.1.GATA5	chr5	150593213	150593220	-	0.000	0.000	Merged-chr5-150593583-231
NR8109--MA0482.1.Gata4	chr6	66252375	66252385	+	0.000	0.000	Merged-chr6-66252273-1,Merged-chr6-66252474-1
NR4359--MA0035.3.Gata1	chr17	27323302	27323312	+	0.000	0.000	Merged-chr17-27323176-36
NR9695--MA0140.2.GATA1::TAL1	chr9	84466002	84466019	-	0.000	0.000	Merged-chr9-84466111-2
NR1673--MA0482.1.Gata4	chr11	70594812	70594822	+	0.000	0.000	Merged-chr11-70594778-39
NR4038--MA1104.1.GATA6	chr16	64758765	64758777	+	0.000	0.000	Merged-chr16-64758494-145
NR1724--MA0036.3.GATA2	chr11	97994751	97994761	-	0.000	0.000	Merged-chr11-97994878-44
NR1519--MA0036.3.GATA2	chr11	6528674	6528684	-	0.000	0.000	Merged-chr11-6528717-51
NR6446--MA1104.1.GATA6	chr3	135515338	135515350	-	0.000	0.000	Merged-chr3-135515494-6
NR9373--MA0482.1.Gata4	chr8	111955418	111955428	+	0.000	0.000	Merged-chr8-111955328-48
NR8378--MA1104.1.GATA6	chr6	130102976	130102988	-	0.000	0.000	Merged-chr6-130103023-31
NR1690--MA1104.1.GATA6	chr11	80068119	80068131	-	0.000	0.000	Merged-chr11-80068268-1
NR3409--MA0035.3.Gata1	chr14	121995695	121995705	-	0.000	0.000	Merged-chr14-121995600-7
NR1729--MA0035.3.Gata1	chr11	98497544	98497554	+	0.000	0.000	Merged-chr11-98497586-22
NR2559--MA0482.1.Gata4	chr13	49188128	49188138	-	0.000	0.000	Merged-chr13-49188113-1
NR6651--MA0037.3.GATA3	chr4	8381061	8381068	+	0.000	0.000	Merged-chr4-8380900-9
NR9947--MA0036.3.GATA2	chrX	169979119	169979129	-	0.000	0.000	Merged-chrX-169979163-27
NR3866--MA0035.3.Gata1	chr16	24826502	24826512	+	0.000	0.000	Merged-chr16-24826564-20
NR1613--MA1104.1.GATA6	chr11	46389537	46389549	-	0.000	0.000	Merged-chr11-46389577-59
NR5184--MA0766.1.GATA5	chr2	17644736	17644743	+	0.000	0.000	Merged-chr2-17644831-25
NR1315--MA0035.3.Gata1	chr10	99393612	99393622	-	0.000	0.000	Merged-chr10-99393384-65
NR2741--MA0035.3.Gata1	chr13	85498876	85498886	-	0.000	0.000	Merged-chr13-85498931-37
NR3750--MA1104.1.GATA6	chr15	97790275	97790287	+	0.000	0.000	Merged-chr15-97790248-21
NR4418--MA0037.3.GATA3	chr17	45573049	45573056	-	0.000	0.000	Merged-chr17-45573400-189
NR2738--MA0037.3.GATA3	chr13	85498878	85498885	+	0.000	0.000	Merged-chr13-85498931-37
NR4229--MA0035.3.Gata1	chr17	3209753	3209763	+	0.000	0.000	Merged-chr17-3209784-17
NR9437--MA0036.3.GATA2	chr8	127589469	127589479	+	0.000	0.000	Merged-chr8-127589399-43
NR4094--MA1104.1.GATA6	chr16	77095206	77095218	-	0.000	0.000	Merged-chr16-77095315-45
NR9376--MA0035.3.Gata1	chr8	111955417	111955427	+	0.000	0.000	Merged-chr8-111955328-48
NR9817--MA0036.3.GATA2	chrX	7566382	7566392	+	0.000	0.000	Merged-chrX-7566514-6
NR3170--MA0482.1.Gata4	chr14	60131692	60131702	+	0.000	0.000	Merged-chr14-60131750-51
NR9403--MA0036.3.GATA2	chr8	120537477	120537487	-	0.000	0.000	Merged-chr8-120537413-55
NR6271--MA0140.2.GATA1::TAL1	chr3	96273719	96273736	+	0.000	0.000	Merged-chr3-96273916-38
NR7232--MA1104.1.GATA6	chr4	156022067	156022079	-	0.000	0.000	Merged-chr4-156022073-120
NR6425--MA0037.3.GATA3	chr3	133623448	133623455	-	0.000	0.000	Merged-chr3-133623556-36
NR4400--MA0035.3.Gata1	chr17	36020626	36020636	-	0.000	0.000	Merged-chr17-36020745-74
NR3821--MA0482.1.Gata4	chr16	10732546	10732556	+	0.000	0.000	Merged-chr16-10732689-38
NR3074--MA0482.1.Gata4	chr14	30675115	30675125	-	0.000	0.000	Merged-chr14-30675172-26
NR1716--MA0036.3.GATA2	chr11	95835284	95835294	-	0.000	0.000	Merged-chr11-95835319-21
NR5067--MA0766.1.GATA5	chr19	33053337	33053344	-	0.000	0.000	Merged-chr19-33053321-32
NR9907--MA0482.1.Gata4	chrX	134601054	134601064	+	0.000	0.000	Merged-chrX-134601254-82
NR6164--MA0140.2.GATA1::TAL1	chr3	69041523	69041540	-	0.000	0.000	Merged-chr3-69041504-24
NR4487--MA0037.3.GATA3	chr17	65954138	65954145	-	0.000	0.000	Merged-chr17-65954196-36
NR282--MA0037.3.GATA3	chr1	74239441	74239448	+	0.000	0.000	Merged-chr1-74239577-59
NR9806--MA0766.1.GATA5	chr9	123928903	123928910	-	0.000	0.000	Merged-chr9-123928756-104
NR7845--MA0036.3.GATA2	chr6	8365160	8365170	+	0.000	0.000	Merged-chr6-8365103-3
NR7784--MA0035.3.Gata1	chr5	149255636	149255646	+	0.000	0.000	Merged-chr5-149255735-4
NR9634--MA0036.3.GATA2	chr9	78024980	78024990	+	0.000	0.000	Merged-chr9-78024957-31
NR5028--MA0035.3.Gata1	chr19	12488321	12488331	-	0.000	0.000	Merged-chr19-12488322-25
NR2297--MA0037.3.GATA3	chr12	107139203	107139210	+	0.000	0.000	Merged-chr12-107139139-48
NR936--MA0140.2.GATA1::TAL1	chr10	21268945	21268962	-	0.000	0.000	Merged-chr10-21269012-32
NR5004--MA0482.1.Gata4	chr19	5348971	5348981	+	0.000	0.000	Merged-chr19-5349151-26
NR3851--MA0037.3.GATA3	chr16	20930013	20930020	-	0.000	0.000	Merged-chr16-20930100-26
NR4167--MA0140.2.GATA1::TAL1	chr16	91063928	91063945	-	0.000	0.000	Merged-chr16-91063973-29
NR611--MA0482.1.Gata4	chr1	143202524	143202534	-	0.000	0.000	Merged-chr1-143202432-31
NR1777--MA0035.3.Gata1	chr11	115564107	115564117	-	0.000	0.000	Merged-chr11-115564290-52
NR3637--MA0766.1.GATA5	chr15	53267119	53267126	+	0.000	0.000	Merged-chr15-53267286-91
NR5779--MA0482.1.Gata4	chr2	163054625	163054635	-	0.000	0.000	Merged-chr2-163054784-63
NR7909--MA1104.1.GATA6	chr6	29229407	29229419	+	0.000	0.000	Merged-chr6-29229534-5
NR5570--MA0482.1.Gata4	chr2	122668167	122668177	-	0.000	0.000	Merged-chr2-122668057-9
NR8968--MA0037.3.GATA3	chr7	119894981	119894988	+	0.000	0.000	Merged-chr7-119895039-1
NR3295--MA0035.3.Gata1	chr14	100283701	100283711	+	0.000	0.000	Merged-chr14-100283659-2
NR7696--MA0036.3.GATA2	chr5	118069583	118069593	-	0.000	0.000	Merged-chr5-118069472-39
NR6581--MA0766.1.GATA5	chr3	152929753	152929760	-	0.000	0.000	Merged-chr3-152929727-94
NR3450--MA1104.1.GATA6	chr15	8280448	8280460	-	0.000	0.000	Merged-chr15-8280344-8
NR4227--MA1104.1.GATA6	chr17	3209752	3209764	-	0.000	0.000	Merged-chr17-3209784-17
NR9586--MA0035.3.Gata1	chr9	47739428	47739438	-	0.000	0.000	Merged-chr9-47739490-10
NR762--MA0766.1.GATA5	chr1	172526891	172526898	-	0.000	0.000	Merged-chr1-172526755-50
NR3149--MA0037.3.GATA3	chr14	55724754	55724761	+	0.000	0.000	Merged-chr14-55724704-52
NR8774--MA0036.3.GATA2	chr7	72308182	72308192	+	0.000	0.000	Merged-chr7-72308227-31
NR3651--MA0482.1.Gata4	chr15	60112102	60112112	+	0.000	0.000	Merged-chr15-60111990-62
NR4161--MA0037.3.GATA3	chr16	89595948	89595955	+	0.000	0.000	Merged-chr16-89595892-3
NR1674--MA1104.1.GATA6	chr11	70594810	70594822	-	0.000	0.000	Merged-chr11-70594778-39
NR1899--MA0035.3.Gata1	chr12	28589597	28589607	+	0.000	0.000	Merged-chr12-28589573-34
NR9374--MA1104.1.GATA6	chr8	111955416	111955428	-	0.000	0.000	Merged-chr8-111955328-48
NR8296--MA0037.3.GATA3	chr6	122742624	122742631	-	0.000	0.000	Merged-chr6-122742614-91
NR2905--MA0766.1.GATA5	chr13	113580117	113580124	+	0.000	0.000	Merged-chr13-113580257-62
NR449--MA0037.3.GATA3	chr1	106549283	106549290	-	0.000	0.000	Merged-chr1-106549229-13
NR7199--MA0036.3.GATA2	chr4	149147505	149147515	-	0.000	0.000	Merged-chr4-149147530-1
NR68--MA0036.3.GATA2	chr1	13293495	13293505	+	0.000	0.000	Merged-chr1-13293593-50
NR5062--MA0140.2.GATA1::TAL1	chr19	32998961	32998978	-	0.000	0.000	Merged-chr19-32999080-29
NR7752--MA0482.1.Gata4	chr5	137787615	137787625	-	0.000	0.000	Merged-chr5-137787536-7
NR8262--MA0037.3.GATA3	chr6	108532094	108532101	+	0.000	0.000	Merged-chr6-108531954-46
NR7428--MA0035.3.Gata1	chr5	37083246	37083256	+	0.000	0.000	Merged-chr5-37083387-28
NR5477--MA0035.3.Gata1	chr2	102975817	102975827	-	0.000	0.000	Merged-chr2-102975832-14
NR3696--MA0036.3.GATA2	chr15	80590804	80590814	-	0.000	0.000	Merged-chr15-80590747-44
NR2908--MA0036.3.GATA2	chr13	113639034	113639044	+	0.000	0.000	Merged-chr13-113639155-24
NR7808--MA0035.3.Gata1	chr5	150593212	150593222	+	0.000	0.000	Merged-chr5-150593583-231
NR1815--MA0037.3.GATA3	chr12	12172556	12172563	-	0.000	0.000	Merged-chr12-12172464-29
NR4784--MA0766.1.GATA5	chr18	50014639	50014646	+	0.000	0.000	Merged-chr18-50014584-52
NR5081--MA0766.1.GATA5	chr19	42166224	42166231	+	0.000	0.000	Merged-chr19-42166251-13
NR3171--MA1104.1.GATA6	chr14	60131690	60131702	-	0.000	0.000	Merged-chr14-60131750-51
NR7545--MA0036.3.GATA2	chr5	65867407	65867417	+	0.000	0.000	Merged-chr5-65867573-52
NR8971--MA0036.3.GATA2	chr7	119894979	119894989	-	0.000	0.000	Merged-chr7-119895039-1
NR744--MA0036.3.GATA2	chr1	171118396	171118406	-	0.000	0.000	Merged-chr1-171118470-13
NR5256--MA0766.1.GATA5	chr2	45972084	45972091	-	0.000	0.000	Merged-chr2-45972102-2
NR704--MA0140.2.GATA1::TAL1	chr1	161794947	161794964	+	0.000	0.000	Merged-chr1-161794797-65
NR8700--MA0482.1.Gata4	chr7	45526451	45526461	+	0.000	0.000	Merged-chr7-45526317-62
NR5185--MA0035.3.Gata1	chr2	17644734	17644744	-	0.000	0.000	Merged-chr2-17644831-25
NR1819--MA0766.1.GATA5	chr12	12172556	12172563	-	0.000	0.000	Merged-chr12-12172464-29
NR3666--MA0140.2.GATA1::TAL1	chr15	64031989	64032006	+	0.000	0.000	Merged-chr15-64031961-34
NR1124--MA0036.3.GATA2	chr10	67205199	67205209	-	0.000	0.000	Merged-chr10-67205181-43
NR563--MA0482.1.Gata4	chr1	132046414	132046424	-	0.000	0.000	Merged-chr1-132046441-41
NR7768--MA0035.3.Gata1	chr5	144964170	144964180	-	0.000	0.000	Merged-chr5-144963961-18
NR1028--MA0036.3.GATA2	chr10	43758227	43758237	+	0.000	0.000	Merged-chr10-43758318-11
NR6449--MA0140.2.GATA1::TAL1	chr3	135515341	135515358	+	0.000	0.000	Merged-chr3-135515494-6
NR6762--MA0482.1.Gata4	chr4	32291744	32291754	-	0.000	0.000	Merged-chr4-32291576-26
NR1632--MA0037.3.GATA3	chr11	54063314	54063321	+	0.000	0.000	Merged-chr11-54063198-57
NR3037--MA0482.1.Gata4	chr14	21101881	21101891	-	0.000	0.000	Merged-chr14-21101763-12
NR528--MA0766.1.GATA5	chr1	125466896	125466903	+	0.000	0.000	Merged-chr1-125466833-56
NR5387--MA0140.2.GATA1::TAL1	chr2	73485538	73485555	+	0.000	0.000	Merged-chr2-73485645-123
NR9804--MA0482.1.Gata4	chr9	123928903	123928913	+	0.000	0.000	Merged-chr9-123928756-104
NR2911--MA0482.1.Gata4	chr13	113639071	113639081	+	0.000	0.000	Merged-chr13-113639155-24
NR8158--MA0037.3.GATA3	chr6	82922017	82922024	+	0.000	0.000	Merged-chr6-82922037-57
NR1195--MA0482.1.Gata4	chr10	81137369	81137379	+	0.000	0.000	Merged-chr10-81137276-7
NR5078--MA0482.1.Gata4	chr19	42166221	42166231	-	0.000	0.000	Merged-chr19-42166251-13
NR4179--MA0037.3.GATA3	chr16	93918466	93918473	-	0.000	0.000	Merged-chr16-93918388-61
NR9166--MA0482.1.Gata4	chr8	36194320	36194330	+	0.000	0.000	Merged-chr8-36194183-57
NR7494--MA0140.2.GATA1::TAL1	chr5	57610170	57610187	-	0.000	0.000	Merged-chr5-57610042-1
NR566--MA0035.3.Gata1	chr1	132046415	132046425	-	0.000	0.000	Merged-chr1-132046441-41
NR2324--MA0036.3.GATA2	chr12	112743308	112743318	+	0.000	0.000	Merged-chr12-112743369-41
NR5571--MA1104.1.GATA6	chr2	122668167	122668179	+	0.000	0.000	Merged-chr2-122668057-9
NR5729--MA0482.1.Gata4	chr2	148528050	148528060	-	0.000	0.000	Merged-chr2-148527989-4
NR813--MA0482.1.Gata4	chr1	186713110	186713120	+	0.000	0.000	Merged-chr1-186713074-31
NR5068--MA0035.3.Gata1	chr19	33053336	33053346	+	0.000	0.000	Merged-chr19-33053321-32
NR3659--MA0035.3.Gata1	chr15	61438673	61438683	-	0.000	0.000	Merged-chr15-61438700-21
NR2857--MA0766.1.GATA5	chr13	106997642	106997649	+	0.000	0.000	Merged-chr13-106997590-6
NR8376--MA0037.3.GATA3	chr6	130102978	130102985	-	0.000	0.000	Merged-chr6-130103023-31
NR794--MA0482.1.Gata4	chr1	180364121	180364131	+	0.000	0.000	Merged-chr1-180364196-41
NR4324--MA0140.2.GATA1::TAL1	chr17	17636257	17636274	-	0.000	0.000	Merged-chr17-17636367-22
NR1611--MA0037.3.GATA3	chr11	46389539	46389546	-	0.000	0.000	Merged-chr11-46389577-59
NR4570--MA0036.3.GATA2	chr17	84061870	84061880	+	0.000	0.000	Merged-chr17-84061758-18
NR4365--MA0036.3.GATA2	chr17	31210485	31210495	+	0.000	0.000	Merged-chr17-31210494-9
NR1198--MA0035.3.Gata1	chr10	81137368	81137378	+	0.000	0.000	Merged-chr10-81137276-7
NR2895--MA0035.3.Gata1	chr13	111655962	111655972	-	0.000	0.000	Merged-chr13-111655949-74
NR6431--MA0140.2.GATA1::TAL1	chr3	133623449	133623466	+	0.000	0.000	Merged-chr3-133623556-36
NR5057--MA0482.1.Gata4	chr19	32998969	32998979	-	0.000	0.000	Merged-chr19-32999080-29
NR4092--MA0037.3.GATA3	chr16	77095208	77095215	-	0.000	0.000	Merged-chr16-77095315-45
NR1694--MA0140.2.GATA1::TAL1	chr11	80068122	80068139	+	0.000	0.000	Merged-chr11-80068268-1
NR816--MA0035.3.Gata1	chr1	186713109	186713119	+	0.000	0.000	Merged-chr1-186713074-31
NR2698--MA0036.3.GATA2	chr13	81659054	81659064	-	0.000	0.000	Merged-chr13-81658891-4
NR700--MA1104.1.GATA6	chr1	161707158	161707170	+	0.000	0.000	Merged-chr1-161707270-12
NR3638--MA0035.3.Gata1	chr15	53267117	53267127	-	0.000	0.000	Merged-chr15-53267286-91
NR2826--MA0036.3.GATA2	chr13	100576088	100576098	-	0.000	0.000	Merged-chr13-100576105-29
NR7753--MA1104.1.GATA6	chr5	137787615	137787627	+	0.000	0.000	Merged-chr5-137787536-7
NR7230--MA0037.3.GATA3	chr4	156022069	156022076	-	0.000	0.000	Merged-chr4-156022073-120
NR5733--MA0140.2.GATA1::TAL1	chr2	148528042	148528059	-	0.000	0.000	Merged-chr2-148527989-4
NR8780--MA0036.3.GATA2	chr7	73600106	73600116	-	0.000	0.000	Merged-chr7-73600199-6
NR4445--MA0035.3.Gata1	chr17	56291309	56291319	+	0.000	0.000	Merged-chr17-56291357-21
NR8161--MA0036.3.GATA2	chr6	82922015	82922025	-	0.000	0.000	Merged-chr6-82922037-57
NR3181--MA0482.1.Gata4	chr14	66218980	66218990	+	0.000	0.000	Merged-chr14-66218968-32
NR763--MA0035.3.Gata1	chr1	172526890	172526900	+	0.000	0.000	Merged-chr1-172526755-50
NR186--MA0036.3.GATA2	chr1	53782263	53782273	+	0.000	0.000	Merged-chr1-53782254-16
NR4182--MA0036.3.GATA2	chr16	93918465	93918475	+	0.000	0.000	Merged-chr16-93918388-61
NR7766--MA1104.1.GATA6	chr5	144964169	144964181	+	0.000	0.000	Merged-chr5-144963961-18
NR4389--MA0037.3.GATA3	chr17	35993989	35993996	-	0.000	0.000	Merged-chr17-35993975-42
NR2906--MA0035.3.Gata1	chr13	113580115	113580125	-	0.000	0.000	Merged-chr13-113580257-62
NR9156--MA0036.3.GATA2	chr8	34164659	34164669	+	0.000	0.000	Merged-chr8-34164566-26
NR8701--MA1104.1.GATA6	chr7	45526449	45526461	-	0.000	0.000	Merged-chr7-45526317-62
NR1488--MA1104.1.GATA6	chr10	127135638	127135650	-	0.000	0.000	Merged-chr10-127135675-65
NR7229--MA0035.3.Gata1	chr4	154981682	154981692	-	0.000	0.000	Merged-chr4-154981680-18
NR4521--MA0140.2.GATA1::TAL1	chr17	70925029	70925046	+	0.000	0.000	Merged-chr17-70924985-48
NR2796--MA0766.1.GATA5	chr13	94381980	94381987	+	0.000	0.000	Merged-chr13-94381981-20
NR4355--MA0037.3.GATA3	chr17	27323303	27323310	-	0.000	0.000	Merged-chr17-27323176-36
NR1689--MA0482.1.Gata4	chr11	80068121	80068131	+	0.000	0.000	Merged-chr11-80068268-1
NR564--MA1104.1.GATA6	chr1	132046414	132046426	+	0.000	0.000	Merged-chr1-132046441-41
NR266--MA0035.3.Gata1	chr1	66987716	66987726	+	0.000	0.000	Merged-chr1-66987794-41
NR2500--MA0036.3.GATA2	chr13	20094994	20095004	+	0.000	0.000	Merged-chr13-20095026-36
NR8663--MA0036.3.GATA2	chr7	30280500	30280510	-	0.000	0.000	Merged-chr7-30280528-94
NR446--MA0766.1.GATA5	chr1	105803095	105803102	+	0.000	0.000	Merged-chr1-105803155-19
NR3749--MA0482.1.Gata4	chr15	97790275	97790285	-	0.000	0.000	Merged-chr15-97790248-21
NR1798--MA0482.1.Gata4	chr12	4234234	4234244	+	0.000	0.000	Merged-chr12-4234133-70
NR6763--MA1104.1.GATA6	chr4	32291744	32291756	+	0.000	0.000	Merged-chr4-32291576-26
NR7907--MA0037.3.GATA3	chr6	29229410	29229417	+	0.000	0.000	Merged-chr6-29229534-5
NR5209--MA0036.3.GATA2	chr2	22796697	22796707	-	0.000	0.000	Merged-chr2-22796662-28
NR4785--MA0035.3.Gata1	chr18	50014637	50014647	-	0.000	0.000	Merged-chr18-50014584-52
NR3405--MA0037.3.GATA3	chr14	121995697	121995704	+	0.000	0.000	Merged-chr14-121995600-7
NR3862--MA0037.3.GATA3	chr16	24826503	24826510	-	0.000	0.000	Merged-chr16-24826564-20
NR284--MA0766.1.GATA5	chr1	74239441	74239448	+	0.000	0.000	Merged-chr1-74239577-59
NR5446--MA1104.1.GATA6	chr2	91876527	91876539	-	0.000	0.000	Merged-chr2-91876592-59
NR351--MA0482.1.Gata4	chr1	87878051	87878061	+	0.000	0.000	Merged-chr1-87877929-42
NR4368--MA0037.3.GATA3	chr17	32350601	32350608	-	0.000	0.000	Merged-chr17-32350599-47
NR7008--MA0766.1.GATA5	chr4	95197266	95197273	+	0.000	0.000	Merged-chr4-95197383-10
NR5047--MA0036.3.GATA2	chr19	29367424	29367434	-	0.000	0.000	Merged-chr19-29367376-49
NR2912--MA1104.1.GATA6	chr13	113639069	113639081	-	0.000	0.000	Merged-chr13-113639155-24
NR9011--MA0037.3.GATA3	chr7	135598690	135598697	+	0.000	0.000	Merged-chr7-135598633-32
NR1196--MA1104.1.GATA6	chr10	81137367	81137379	-	0.000	0.000	Merged-chr10-81137276-7
NR8777--MA0035.3.Gata1	chr7	72314634	72314644	+	0.000	0.000	Merged-chr7-72314558-78
NR8108--MA0037.3.GATA3	chr6	66252375	66252382	-	0.000	0.000	Merged-chr6-66252273-1,Merged-chr6-66252474-1
NR5079--MA1104.1.GATA6	chr19	42166221	42166233	+	0.000	0.000	Merged-chr19-42166251-13
NR4352--MA0140.2.GATA1::TAL1	chr17	25273063	25273080	-	0.000	0.000	Merged-chr17-25272992-3
NR526--MA0482.1.Gata4	chr1	125466893	125466903	-	0.000	0.000	Merged-chr1-125466833-56
NR9167--MA1104.1.GATA6	chr8	36194318	36194330	-	0.000	0.000	Merged-chr8-36194183-57
NR2571--MA0482.1.Gata4	chr13	52922195	52922205	-	0.000	0.000	Merged-chr13-52922066-27
NR7758--MA1104.1.GATA6	chr5	139483515	139483527	-	0.000	0.000	Merged-chr5-139483495-36
NR1672--MA0037.3.GATA3	chr11	70594812	70594819	-	0.000	0.000	Merged-chr11-70594778-39
NR814--MA1104.1.GATA6	chr1	186713108	186713120	-	0.000	0.000	Merged-chr1-186713074-31
NR4825--MA0036.3.GATA2	chr18	56733837	56733847	-	0.000	0.000	Merged-chr18-56734019-60
NR795--MA1104.1.GATA6	chr1	180364119	180364131	-	0.000	0.000	Merged-chr1-180364196-41
NR6082--MA0766.1.GATA5	chr3	58622620	58622627	-	0.000	0.000	Merged-chr3-58622670-34
NR4392--MA0036.3.GATA2	chr17	35993988	35993998	+	0.000	0.000	Merged-chr17-35993975-42
NR9015--MA0766.1.GATA5	chr7	135598690	135598697	+	0.000	0.000	Merged-chr7-135598633-32
NR354--MA0035.3.Gata1	chr1	87878050	87878060	+	0.000	0.000	Merged-chr1-87877929-42
NR6580--MA1104.1.GATA6	chr3	152929751	152929763	-	0.000	0.000	Merged-chr3-152929727-94
NR4966--MA1104.1.GATA6	chr18	79027924	79027936	-	0.000	0.000	Merged-chr18-79027907-21
NR1520--MA0766.1.GATA5	chr11	6528676	6528683	+	0.000	0.000	Merged-chr11-6528717-51
NR1634--MA0140.2.GATA1::TAL1	chr11	55023338	55023355	+	0.000	0.000	Merged-chr11-55023207-51
