#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR68056--MA0741.1.KLF16	chr9	111118106	111118116	+	0.000	0.000	Merged-chr9-111118282-73
NR5901--MA0741.1.KLF16	chr10	25576375	25576385	-	0.000	0.000	Merged-chr10-25576456-2
NR48291--MA0741.1.KLF16	chr4	134061709	134061719	+	0.000	0.000	Merged-chr4-134061948-77
NR53998--MA0599.1.KLF5	chr6	3399473	3399482	-	0.000	0.000	Merged-chr6-3399502-52
NR69426--MA0599.1.KLF5	chrX	142681360	142681369	-	0.000	0.000	Merged-chrX-142681485-86
NR22700--MA0741.1.KLF16	chr15	9071394	9071404	+	0.000	0.000	Merged-chr15-9071380-92
NR58882--MA1107.1.KLF9	chr7	28598227	28598239	-	0.000	0.000	Merged-chr7-28598236-46
NR61434--MA0741.1.KLF16	chr7	126928822	126928832	+	0.000	0.000	Merged-chr7-126928885-54
NR2519--MA0493.1.Klf1	chr1	119504867	119504877	-	0.000	0.000	Merged-chr1-119504796-62
NR25155--MA0493.1.Klf1	chr15	96461113	96461123	+	0.000	0.000	Merged-chr15-96460915-125
NR25486--MA0741.1.KLF16	chr15	102722223	102722233	-	0.000	0.000	Merged-chr15-102722024-72
NR69550--MA1107.1.KLF9	chrX	160138408	160138420	+	0.000	0.000	Merged-chrX-160138243-80
NR69482--MA0741.1.KLF16	chrX	151017370	151017380	+	0.000	0.000	Merged-chrX-151017218-72
NR38355--MA0741.1.KLF16	chr2	120628942	120628952	+	0.000	0.000	Merged-chr2-120628986-58
NR35628--MA1107.1.KLF9	chr2	19553971	19553983	-	0.000	0.000	Merged-chr2-19554188-54
NR11688--MA0599.1.KLF5	chr11	87127022	87127031	+	0.000	0.000	Merged-chr11-87127243-79
NR61966--MA0742.1.Klf12	chr7	142532905	142532919	-	0.000	0.000	Merged-chr7-142532783-1
NR54604--MA0741.1.KLF16	chr6	29473970	29473980	-	0.000	0.000	Merged-chr6-29474137-48
NR9513--MA0741.1.KLF16	chr10	128270371	128270381	-	0.000	0.000	Merged-chr10-128270552-51
NR39889--MA1107.1.KLF9	chr2	166786577	166786589	+	0.000	0.000	Merged-chr2-166786664-60
NR36270--MA0742.1.Klf12	chr2	35445535	35445549	+	0.000	0.000	Merged-chr2-35445506-29
NR40482--MA1107.1.KLF9	chr2	180024848	180024860	+	0.000	0.000	Merged-chr2-180024959-69
NR42738--MA1107.1.KLF9	chr3	95871429	95871441	+	0.000	0.000	Merged-chr3-95871445-39
NR6939--MA0742.1.Klf12	chr10	67285400	67285414	-	0.000	0.000	Merged-chr10-67285223-89
NR47356--MA0740.1.KLF14	chr4	106316076	106316089	+	0.000	0.000	Merged-chr4-106316326-74
NR11115--MA0599.1.KLF5	chr11	69409499	69409508	-	0.000	0.000	Merged-chr11-69409455-74
NR43735--MA0599.1.KLF5	chr3	131024245	131024254	-	0.000	0.000	Merged-chr3-131024201-9
NR34217--MA0599.1.KLF5	chr19	21778240	21778249	-	0.000	0.000	Merged-chr19-21778385-93
NR47861--MA0493.1.Klf1	chr4	123412025	123412035	-	0.000	0.000	Merged-chr4-123411950-84
NR55576--MA0742.1.Klf12	chr6	72552992	72553006	+	0.000	0.000	Merged-chr6-72552853-56
NR13048--MA0493.1.Klf1	chr11	121204191	121204201	+	0.000	0.000	Merged-chr11-121204419-68
NR39894--MA0493.1.Klf1	chr2	166786853	166786863	-	0.000	0.000	Merged-chr2-166786664-60
NR38007--MA0741.1.KLF16	chr2	112240503	112240513	+	0.000	0.000	Merged-chr2-112240570-1
NR20605--MA1107.1.KLF9	chr14	46884299	46884311	+	0.000	0.000	Merged-chr14-46884154-9
NR64045--MA0740.1.KLF14	chr8	83442676	83442689	-	0.000	0.000	Merged-chr8-83442554-54
NR58655--MA0599.1.KLF5	chr7	24884473	24884482	+	0.000	0.000	Merged-chr7-24884343-81
NR15873--MA0742.1.Klf12	chr13	6081830	6081844	+	0.000	0.000	Merged-chr13-6081654-1
NR7793--MA1107.1.KLF9	chr10	83360140	83360152	+	0.000	0.000	Merged-chr10-83360220-61
NR9765--MA0741.1.KLF16	chr11	6391591	6391601	-	0.000	0.000	Merged-chr11-6391694-31
NR34647--MA0741.1.KLF16	chr19	43917458	43917468	-	0.000	0.000	Merged-chr19-43917229-61
NR65089--MA0599.1.KLF5	chr8	120276508	120276517	-	0.000	0.000	Merged-chr8-120276586-37
NR28808--MA0742.1.Klf12	chr17	23592729	23592743	+	0.000	0.000	Merged-chr17-23592787-37
NR33821--MA0599.1.KLF5	chr19	4625702	4625711	+	0.000	0.000	Merged-chr19-4625607-74
NR55567--MA0741.1.KLF16	chr6	72391047	72391057	-	0.000	0.000	Merged-chr6-72391108-3
NR34696--MA0599.1.KLF5	chr19	45816078	45816087	+	0.000	0.000	Merged-chr19-45816053-8
NR48289--MA0599.1.KLF5	chr4	134061709	134061718	+	0.000	0.000	Merged-chr4-134061948-77
NR3887--MA0599.1.KLF5	chr1	164248897	164248906	-	0.000	0.000	Merged-chr1-164249048-102
NR48671--MA0741.1.KLF16	chr4	141148500	141148510	+	0.000	0.000	Merged-chr4-141148544-3
NR58944--MA0741.1.KLF16	chr7	29238261	29238271	-	0.000	0.000	Merged-chr7-29238309-53
NR2317--MA1107.1.KLF9	chr1	106158173	106158185	-	0.000	0.000	Merged-chr1-106158254-8
NR10380--MA0741.1.KLF16	chr11	33162346	33162356	+	0.000	0.000	Merged-chr11-33162343-10
NR53482--MA0742.1.Klf12	chr5	138280173	138280187	-	0.000	0.000	Merged-chr5-138280109-50
NR12858--MA0493.1.Klf1	chr11	117308124	117308134	-	0.000	0.000	Merged-chr11-117308232-42
NR20209--MA0741.1.KLF16	chr14	31684574	31684584	-	0.000	0.000	Merged-chr14-31684671-64
NR23794--MA1107.1.KLF9	chr15	59618494	59618506	-	0.000	0.000	Merged-chr15-59618561-44
NR67698--MA0493.1.Klf1	chr9	101073799	101073809	-	0.000	0.000	Merged-chr9-101073611-17
NR37387--MA1107.1.KLF9	chr2	78750708	78750720	-	0.000	0.000	Merged-chr2-78750883-2
NR51805--MA0599.1.KLF5	chr5	99979037	99979046	+	0.000	0.000	Merged-chr5-99978841-118
NR63142--MA0599.1.KLF5	chr8	47675157	47675166	+	0.000	0.000	Merged-chr8-47675197-158
NR1303--MA0741.1.KLF16	chr1	64121728	64121738	-	0.000	0.000	Merged-chr1-64121787-120
NR67977--MA0741.1.KLF16	chr9	108783784	108783794	-	0.000	0.000	Merged-chr9-108783844-54
NR48937--MA1107.1.KLF9	chr4	149562818	149562830	+	0.000	0.000	Merged-chr4-149562585-29
NR49052--MA0599.1.KLF5	chr4	151861947	151861956	+	0.000	0.000	Merged-chr4-151861997-138
NR26495--MA1107.1.KLF9	chr16	34690562	34690574	-	0.000	0.000	Merged-chr16-34690700-62
NR34899--MA0741.1.KLF16	chr19	55062228	55062238	-	0.000	0.000	Merged-chr19-55062253-32
NR10164--MA0599.1.KLF5	chr11	23771041	23771050	-	0.000	0.000	Merged-chr11-23770897-156
NR63123--MA1107.1.KLF9	chr8	46617376	46617388	-	0.000	0.000	Merged-chr8-46617433-87
NR13574--MA0742.1.Klf12	chr12	25958807	25958821	+	0.000	0.000	Merged-chr12-25958694-66
NR24096--MA1107.1.KLF9	chr15	75678795	75678807	+	0.000	0.000	Merged-chr15-75678935-117
NR24741--MA0741.1.KLF16	chr15	85879291	85879301	+	0.000	0.000	Merged-chr15-85879337-71
NR65426--MA0741.1.KLF16	chr8	126614699	126614709	-	0.000	0.000	Merged-chr8-126614626-35
NR55424--MA0741.1.KLF16	chr6	66896545	66896555	-	0.000	0.000	Merged-chr6-66896636-91
NR47736--MA0740.1.KLF14	chr4	120287852	120287865	-	0.000	0.000	Merged-chr4-120287807-68
NR16609--MA0740.1.KLF14	chr13	32338635	32338648	-	0.000	0.000	Merged-chr13-32338674-80
NR62285--MA0599.1.KLF5	chr8	13200650	13200659	-	0.000	0.000	Merged-chr8-13200567-28
NR1921--MA1107.1.KLF9	chr1	88267859	88267871	+	0.000	0.000	Merged-chr1-88267879-42
NR15254--MA1107.1.KLF9	chr12	99610468	99610480	+	0.000	0.000	Merged-chr12-99610571-42
NR63746--MA0741.1.KLF16	chr8	71367449	71367459	+	0.000	0.000	Merged-chr8-71367350-68
NR27971--MA0740.1.KLF14	chr16	93918077	93918090	-	0.000	0.000	Merged-chr16-93917955-1
NR14805--MA0741.1.KLF16	chr12	84408446	84408456	+	0.000	0.000	Merged-chr12-84408533-142
NR5167--MA0599.1.KLF5	chr1	195092337	195092346	-	0.000	0.000	Merged-chr1-195092271-59
NR61795--MA0741.1.KLF16	chr7	139400778	139400788	-	0.000	0.000	Merged-chr7-139400700-36
NR12854--MA0741.1.KLF16	chr11	117302035	117302045	-	0.000	0.000	Merged-chr11-117302059-32
NR66137--MA0741.1.KLF16	chr9	35267840	35267850	+	0.000	0.000	Merged-chr9-35267838-70
NR40231--MA0039.3.KLF4	chr2	173349678	173349688	+	0.000	0.000	Merged-chr2-173349812-58
NR56153--MA0599.1.KLF5	chr6	94700299	94700308	+	0.000	0.000	Merged-chr6-94700200-117
NR45270--MA0599.1.KLF5	chr4	14819950	14819959	-	0.000	0.000	Merged-chr4-14819908-10
NR21596--MA0039.3.KLF4	chr14	86744695	86744705	-	0.000	0.000	Merged-chr14-86744622-36
NR63343--MA0493.1.Klf1	chr8	60632761	60632771	-	0.000	0.000	Merged-chr8-60632762-58
NR44692--MA0741.1.KLF16	chr3	152981106	152981116	-	0.000	0.000	Merged-chr3-152981274-12
NR16232--MA1107.1.KLF9	chr13	13889816	13889828	+	0.000	0.000	Merged-chr13-13889712-47
NR56134--MA1107.1.KLF9	chr6	94665392	94665404	+	0.000	0.000	Merged-chr6-94665476-13
NR3098--MA1107.1.KLF9	chr1	139181143	139181155	-	0.000	0.000	Merged-chr1-139181025-29
NR21221--MA0741.1.KLF16	chr14	67008861	67008871	+	0.000	0.000	Merged-chr14-67008836-73
NR25741--MA1107.1.KLF9	chr16	8671872	8671884	+	0.000	0.000	Merged-chr16-8671994-77
NR16942--MA0741.1.KLF16	chr13	49247942	49247952	+	0.000	0.000	Merged-chr13-49248043-74
NR2981--MA0741.1.KLF16	chr1	134747713	134747723	+	0.000	0.000	Merged-chr1-134747834-30
NR21033--MA0493.1.Klf1	chr14	59341319	59341329	-	0.000	0.000	Merged-chr14-59341391-54
NR34080--MA0742.1.Klf12	chr19	9939047	9939061	-	0.000	0.000	Merged-chr19-9938920-69
NR37862--MA0741.1.KLF16	chr2	103566088	103566098	+	0.000	0.000	Merged-chr2-103566209-140
NR19999--MA0741.1.KLF16	chr14	21832223	21832233	-	0.000	0.000	Merged-chr14-21832195-1
NR6475--MA1107.1.KLF9	chr10	52417627	52417639	-	0.000	0.000	Merged-chr10-52417781-87
NR63603--MA0741.1.KLF16	chr8	70158530	70158540	+	0.000	0.000	Merged-chr8-70158595-38
NR29654--MA0599.1.KLF5	chr17	45595617	45595626	+	0.000	0.000	Merged-chr17-45595411-76
NR9728--MA0599.1.KLF5	chr11	5260457	5260466	+	0.000	0.000	Merged-chr11-5260251-19
NR68308--MA0740.1.KLF14	chr9	120110773	120110786	+	0.000	0.000	Merged-chr9-120110661-68
NR51174--MA0741.1.KLF16	chr5	73265646	73265656	-	0.000	0.000	Merged-chr5-73265624-32
NR48846--MA0741.1.KLF16	chr4	147402145	147402155	+	0.000	0.000	Merged-chr4-147401974-46
NR32737--MA0742.1.Klf12	chr18	60805989	60806003	-	0.000	0.000	Merged-chr18-60805828-10
NR5349--MA0039.3.KLF4	chr10	7470353	7470363	-	0.000	0.000	Merged-chr10-7470291-37
NR16658--MA0493.1.Klf1	chr13	34149080	34149090	+	0.000	0.000	Merged-chr13-34149148-30
NR1141--MA0741.1.KLF16	chr1	57995921	57995931	+	0.000	0.000	Merged-chr1-57996060-51
NR47512--MA0493.1.Klf1	chr4	111721348	111721358	-	0.000	0.000	Merged-chr4-111721420-30
NR15703--MA0599.1.KLF5	chr12	115359432	115359441	-	0.000	0.000	Merged-chr12-115359237-46
NR59936--MA0039.3.KLF4	chr7	67425610	67425620	+	0.000	0.000	Merged-chr7-67425669-21
NR46024--MA0741.1.KLF16	chr4	45799004	45799014	-	0.000	0.000	Merged-chr4-45799180-54
NR42887--MA0599.1.KLF5	chr3	100969700	100969709	+	0.000	0.000	Merged-chr3-100969599-56
NR62060--MA0740.1.KLF14	chr8	3676410	3676423	+	0.000	0.000	Merged-chr8-3676543-77
NR48712--MA0742.1.Klf12	chr4	141793571	141793585	-	0.000	0.000	Merged-chr4-141793612-90
NR21473--MA0741.1.KLF16	chr14	78356649	78356659	+	0.000	0.000	Merged-chr14-78356893-53
NR47771--MA1107.1.KLF9	chr4	120731117	120731129	-	0.000	0.000	Merged-chr4-120731377-66
NR12199--MA0039.3.KLF4	chr11	99144112	99144122	-	0.000	0.000	Merged-chr11-99144248-66
NR21268--MA0741.1.KLF16	chr14	70100082	70100092	-	0.000	0.000	Merged-chr14-70100170-54
NR51156--MA0599.1.KLF5	chr5	72763839	72763848	-	0.000	0.000	Merged-chr5-72763794-20
NR53330--MA1107.1.KLF9	chr5	136173653	136173665	-	0.000	0.000	Merged-chr5-136173807-4
NR64419--MA1107.1.KLF9	chr8	94977056	94977068	-	0.000	0.000	Merged-chr8-94977226-37
NR34356--MA0599.1.KLF5	chr19	32406886	32406895	+	0.000	0.000	Merged-chr19-32406889-30
NR64996--MA0039.3.KLF4	chr8	117802063	117802073	+	0.000	0.000	Merged-chr8-117802067-74
NR26469--MA0493.1.Klf1	chr16	33684365	33684375	+	0.000	0.000	Merged-chr16-33684496-70
NR43730--MA0493.1.Klf1	chr3	130894555	130894565	-	0.000	0.000	Merged-chr3-130894407-22
NR23679--MA0599.1.KLF5	chr15	53267152	53267161	+	0.000	0.000	Merged-chr15-53267286-91
NR12692--MA0741.1.KLF16	chr11	115475698	115475708	-	0.000	0.000	Merged-chr11-115475686-55
NR68126--MA0599.1.KLF5	chr9	114731117	114731126	-	0.000	0.000	Merged-chr9-114731222-121
NR5927--MA1107.1.KLF9	chr10	26319076	26319088	+	0.000	0.000	Merged-chr10-26319233-6
NR53973--MA0657.1.KLF13	chr5	150594586	150594603	-	0.000	0.000	Merged-chr5-150594562-11
NR61723--MA0493.1.Klf1	chr7	136255659	136255669	-	0.000	0.000	Merged-chr7-136255499-1
NR10141--MA0741.1.KLF16	chr11	23257529	23257539	-	0.000	0.000	Merged-chr11-23257441-61
NR6924--MA0599.1.KLF5	chr10	67194229	67194238	+	0.000	0.000	Merged-chr10-67194243-31
NR66637--MA0657.1.KLF13	chr9	57708562	57708579	-	0.000	0.000	Merged-chr9-57708660-35
NR10412--MA0741.1.KLF16	chr11	40763660	40763670	+	0.000	0.000	Merged-chr11-40763630-27
NR6006--MA0741.1.KLF16	chr10	30842889	30842899	+	0.000	0.000	Merged-chr10-30842947-69
NR7799--MA0599.1.KLF5	chr10	83534120	83534129	+	0.000	0.000	Merged-chr10-83533900-47
NR12777--MA1107.1.KLF9	chr11	116377460	116377472	-	0.000	0.000	Merged-chr11-116377399-54
NR56159--MA0657.1.KLF13	chr6	95117306	95117323	-	0.000	0.000	Merged-chr6-95117182-1
NR38393--MA0599.1.KLF5	chr2	121449201	121449210	+	0.000	0.000	Merged-chr2-121449280-76
NR57910--MA0599.1.KLF5	chr6	148212166	148212175	-	0.000	0.000	Merged-chr6-148212124-77
NR65093--MA0493.1.Klf1	chr8	120276530	120276540	-	0.000	0.000	Merged-chr8-120276586-37
NR35405--MA0493.1.Klf1	chr2	13573921	13573931	+	0.000	0.000	Merged-chr2-13573939-7
NR21330--MA0741.1.KLF16	chr14	70894257	70894267	+	0.000	0.000	Merged-chr14-70894203-35
NR33284--MA0599.1.KLF5	chr18	75410330	75410339	+	0.000	0.000	Merged-chr18-75410439-27
NR38486--MA0742.1.Klf12	chr2	125136005	125136019	-	0.000	0.000	Merged-chr2-125136116-38
NR58099--MA1107.1.KLF9	chr7	6286456	6286468	-	0.000	0.000	Merged-chr7-6286404-52
NR39451--MA0493.1.Klf1	chr2	153526107	153526117	+	0.000	0.000	Merged-chr2-153526092-26
NR69649--MA1107.1.KLF9	chrX	166316996	166317008	+	0.000	0.000	Merged-chrX-166317073-39
NR22329--MA0493.1.Klf1	chr14	118950713	118950723	-	0.000	0.000	Merged-chr14-118950797-17
NR47544--MA0599.1.KLF5	chr4	115085839	115085848	-	0.000	0.000	Merged-chr4-115085754-39
NR14500--MA0741.1.KLF16	chr12	72014615	72014625	+	0.000	0.000	Merged-chr12-72014638-4
NR53657--MA1107.1.KLF9	chr5	141081190	141081202	-	0.000	0.000	Merged-chr5-141081137-7
NR67936--MA0599.1.KLF5	chr9	107710079	107710088	+	0.000	0.000	Merged-chr9-107709894-54
NR39371--MA0599.1.KLF5	chr2	152029393	152029402	-	0.000	0.000	Merged-chr2-152029501-52
NR32677--MA0740.1.KLF14	chr18	57354949	57354962	-	0.000	0.000	Merged-chr18-57354913-64
NR34548--MA0493.1.Klf1	chr19	40513855	40513865	-	0.000	0.000	Merged-chr19-40513581-97
NR50909--MA0741.1.KLF16	chr5	64811492	64811502	+	0.000	0.000	Merged-chr5-64811344-3
NR53442--MA1107.1.KLF9	chr5	137770762	137770774	+	0.000	0.000	Merged-chr5-137770863-20
NR27133--MA1107.1.KLF9	chr16	65136006	65136018	+	0.000	0.000	Merged-chr16-65135972-1
NR43081--MA0657.1.KLF13	chr3	104992826	104992843	+	0.000	0.000	Merged-chr3-104992904-39
NR18506--MA1107.1.KLF9	chr13	97681934	97681946	-	0.000	0.000	Merged-chr13-97682077-4
NR3524--MA0493.1.Klf1	chr1	153425000	153425010	-	0.000	0.000	Merged-chr1-153424987-71
NR44182--MA0741.1.KLF16	chr3	143379404	143379414	+	0.000	0.000	Merged-chr3-143379316-24
NR59636--MA0740.1.KLF14	chr7	55962512	55962525	+	0.000	0.000	Merged-chr7-55962435-67
NR67255--MA0493.1.Klf1	chr9	83893336	83893346	+	0.000	0.000	Merged-chr9-83893287-19
NR28317--MA1107.1.KLF9	chr17	6978845	6978857	-	0.000	0.000	Merged-chr17-6979052-61
NR55166--MA0741.1.KLF16	chr6	52191782	52191792	+	0.000	0.000	Merged-chr6-52191955-39
NR68219--MA1107.1.KLF9	chr9	118489785	118489797	-	0.000	0.000	Merged-chr9-118489742-49
NR12335--MA0599.1.KLF5	chr11	102456198	102456207	+	0.000	0.000	Merged-chr11-102456095-36
NR1036--MA0599.1.KLF5	chr1	52011443	52011452	-	0.000	0.000	Merged-chr1-52011364-58
NR32860--MA1107.1.KLF9	chr18	64527554	64527566	+	0.000	0.000	Merged-chr18-64527556-47
NR48709--MA1107.1.KLF9	chr4	141793534	141793546	-	0.000	0.000	Merged-chr4-141793612-90
NR17143--MA0741.1.KLF16	chr13	55623008	55623018	-	0.000	0.000	Merged-chr13-55622931-60
NR38280--MA1107.1.KLF9	chr2	119157052	119157064	-	0.000	0.000	Merged-chr2-119156876-75
NR684--MA0039.3.KLF4	chr1	36279289	36279299	-	0.000	0.000	Merged-chr1-36279399-25
NR56863--MA0741.1.KLF16	chr6	120206738	120206748	+	0.000	0.000	Merged-chr6-120206801-39
NR51196--MA0742.1.Klf12	chr5	73647784	73647798	+	0.000	0.000	Merged-chr5-73647714-62
NR16362--MA1107.1.KLF9	chr13	19854677	19854689	+	0.000	0.000	Merged-chr13-19854859-39
NR68214--MA0039.3.KLF4	chr9	118477724	118477734	-	0.000	0.000	Merged-chr9-118477763-16
NR67847--MA0741.1.KLF16	chr9	106438462	106438472	+	0.000	0.000	Merged-chr9-106438400-53
NR65773--MA1107.1.KLF9	chr9	21136619	21136631	-	0.000	0.000	Merged-chr9-21136453-63
NR36200--MA0599.1.KLF5	chr2	33431340	33431349	+	0.000	0.000	Merged-chr2-33431387-53
NR13444--MA0742.1.Klf12	chr12	21373683	21373697	-	0.000	0.000	Merged-chr12-21373648-61
NR30877--MA0039.3.KLF4	chr17	83632140	83632150	-	0.000	0.000	Merged-chr17-83632090-95
NR67442--MA0742.1.Klf12	chr9	92374641	92374655	-	0.000	0.000	Merged-chr9-92374703-37
NR24091--MA0742.1.Klf12	chr15	75678795	75678809	+	0.000	0.000	Merged-chr15-75678935-117
NR47606--MA0740.1.KLF14	chr4	117134032	117134045	+	0.000	0.000	Merged-chr4-117133999-76
NR40263--MA1107.1.KLF9	chr2	173659727	173659739	-	0.000	0.000	Merged-chr2-173659827-104
NR11920--MA1107.1.KLF9	chr11	95713993	95714005	+	0.000	0.000	Merged-chr11-95714089-14
NR51822--MA1107.1.KLF9	chr5	100498683	100498695	+	0.000	0.000	Merged-chr5-100498698-59
NR29999--MA0599.1.KLF5	chr17	56304179	56304188	-	0.000	0.000	Merged-chr17-56304020-73
NR61947--MA0493.1.Klf1	chr7	142095291	142095301	-	0.000	0.000	Merged-chr7-142095287-55
NR21289--MA0599.1.KLF5	chr14	70520261	70520270	+	0.000	0.000	Merged-chr14-70520372-68
NR63365--MA1107.1.KLF9	chr8	60993127	60993139	+	0.000	0.000	Merged-chr8-60993240-112
NR25988--MA0741.1.KLF16	chr16	16870921	16870931	-	0.000	0.000	Merged-chr16-16870914-54
NR38268--MA0599.1.KLF5	chr2	118926490	118926499	-	0.000	0.000	Merged-chr2-118926565-51
NR35343--MA0599.1.KLF5	chr2	11706114	11706123	-	0.000	0.000	Merged-chr2-11706228-2
NR38554--MA0740.1.KLF14	chr2	127247785	127247798	+	0.000	0.000	Merged-chr2-127248073-84
NR35682--MA1107.1.KLF9	chr2	21223018	21223030	-	0.000	0.000	Merged-chr2-21222970-39
NR42533--MA0493.1.Klf1	chr3	89378532	89378542	+	0.000	0.000	Merged-chr3-89378543-26
NR5940--MA0039.3.KLF4	chr10	26630362	26630372	+	0.000	0.000	Merged-chr10-26630459-16
NR49060--MA1107.1.KLF9	chr4	151862160	151862172	+	0.000	0.000	Merged-chr4-151861997-138
NR61848--MA1107.1.KLF9	chr7	140908800	140908812	-	0.000	0.000	Merged-chr7-140908830-38
NR9744--MA0741.1.KLF16	chr11	5762413	5762423	-	0.000	0.000	Merged-chr11-5762236-58
NR44682--MA0657.1.KLF13	chr3	152943181	152943198	+	0.000	0.000	Merged-chr3-152943273-41
NR43193--MA0493.1.Klf1	chr3	108383961	108383971	-	0.000	0.000	Merged-chr3-108383794-50
NR438--MA0039.3.KLF4	chr1	21314400	21314410	-	0.000	0.000	Merged-chr1-21314472-2
NR52137--MA0740.1.KLF14	chr5	111573492	111573505	+	0.000	0.000	Merged-chr5-111573602-40
NR10715--MA0599.1.KLF5	chr11	55067094	55067103	+	0.000	0.000	Merged-chr11-55067120-19
NR21937--MA1107.1.KLF9	chr14	101883014	101883026	-	0.000	0.000	Merged-chr14-101883175-35
NR60811--MA0741.1.KLF16	chr7	102210348	102210358	-	0.000	0.000	Merged-chr7-102210325-100
NR31776--MA0599.1.KLF5	chr18	24530140	24530149	+	0.000	0.000	Merged-chr18-24530070-76
NR60795--MA0599.1.KLF5	chr7	101504795	101504804	-	0.000	0.000	Merged-chr7-101504709-13
NR47858--MA0740.1.KLF14	chr4	123412022	123412035	-	0.000	0.000	Merged-chr4-123411950-84
NR5242--MA0741.1.KLF16	chr10	4386769	4386779	+	0.000	0.000	Merged-chr10-4386678-1
NR33817--MA0599.1.KLF5	chr19	4397150	4397159	+	0.000	0.000	Merged-chr19-4397378-102
NR5512--MA0599.1.KLF5	chr10	12964270	12964279	+	0.000	0.000	Merged-chr10-12964276-93
NR14656--MA0741.1.KLF16	chr12	79006883	79006893	+	0.000	0.000	Merged-chr12-79007002-75
NR61522--MA0741.1.KLF16	chr7	127841643	127841653	-	0.000	0.000	Merged-chr7-127841775-106
NR54859--MA1107.1.KLF9	chr6	41177284	41177296	+	0.000	0.000	Merged-chr6-41177322-23
NR40712--MA0599.1.KLF5	chr3	14641715	14641724	+	0.000	0.000	Merged-chr3-14641669-50
NR10425--MA0741.1.KLF16	chr11	43767065	43767075	-	0.000	0.000	Merged-chr11-43767173-52
NR61773--MA0599.1.KLF5	chr7	139388737	139388746	-	0.000	0.000	Merged-chr7-139388959-78
NR55980--MA1107.1.KLF9	chr6	89286779	89286791	+	0.000	0.000	Merged-chr6-89286978-37
NR9406--MA0599.1.KLF5	chr10	127263117	127263126	+	0.000	0.000	Merged-chr10-127263127-11
NR11370--MA0493.1.Klf1	chr11	76399174	76399184	+	0.000	0.000	Merged-chr11-76399136-77
NR62289--MA0742.1.Klf12	chr8	13200679	13200693	-	0.000	0.000	Merged-chr8-13200567-28
NR60986--MA0039.3.KLF4	chr7	109726249	109726259	-	0.000	0.000	Merged-chr7-109726329-8
NR8987--MA0493.1.Klf1	chr10	118050587	118050597	-	0.000	0.000	Merged-chr10-118050458-52
NR18994--MA1107.1.KLF9	chr13	109190498	109190510	-	0.000	0.000	Merged-chr13-109190361-18
NR40854--MA0741.1.KLF16	chr3	21936142	21936152	-	0.000	0.000	Merged-chr3-21936128-91
NR13546--MA0599.1.KLF5	chr12	25218783	25218792	-	0.000	0.000	Merged-chr12-25218766-2
NR34472--MA0493.1.Klf1	chr19	38054540	38054550	+	0.000	0.000	Merged-chr19-38054631-113
NR61745--MA1107.1.KLF9	chr7	137437579	137437591	-	0.000	0.000	Merged-chr7-137437784-89
NR25160--MA0741.1.KLF16	chr15	96497804	96497814	-	0.000	0.000	Merged-chr15-96497899-21
NR48302--MA0741.1.KLF16	chr4	134081938	134081948	+	0.000	0.000	Merged-chr4-134082106-60
NR45060--MA0599.1.KLF5	chr4	8811207	8811216	-	0.000	0.000	Merged-chr4-8811216-44
NR68242--MA0493.1.Klf1	chr9	118750842	118750852	-	0.000	0.000	Merged-chr9-118750873-69
NR64880--MA0741.1.KLF16	chr8	114352079	114352089	+	0.000	0.000	Merged-chr8-114352094-52
NR3680--MA0742.1.Klf12	chr1	156474375	156474389	+	0.000	0.000	Merged-chr1-156474258-59
NR48867--MA0599.1.KLF5	chr4	147904975	147904984	-	0.000	0.000	Merged-chr4-147904845-69
NR1534--MA0741.1.KLF16	chr1	74391738	74391748	+	0.000	0.000	Merged-chr1-74391638-119
NR6499--MA0599.1.KLF5	chr10	53596747	53596756	+	0.000	0.000	Merged-chr10-53596886-150
NR11477--MA1107.1.KLF9	chr11	78189426	78189438	-	0.000	0.000	Merged-chr11-78189285-25
NR31315--MA0599.1.KLF5	chr18	4296006	4296015	+	0.000	0.000	Merged-chr18-4296046-21
NR46539--MA0493.1.Klf1	chr4	63861242	63861252	-	0.000	0.000	Merged-chr4-63861232-54
NR12474--MA0599.1.KLF5	chr11	106779551	106779560	+	0.000	0.000	Merged-chr11-106779604-65
NR11388--MA0741.1.KLF16	chr11	76945645	76945655	+	0.000	0.000	Merged-chr11-76945750-46
NR26067--MA0599.1.KLF5	chr16	18344003	18344012	-	0.000	0.000	Merged-chr16-18343895-61
NR52961--MA0740.1.KLF14	chr5	130029493	130029506	-	0.000	0.000	Merged-chr5-130029456-53
NR11659--MA0741.1.KLF16	chr11	85311326	85311336	+	0.000	0.000	Merged-chr11-85311484-93
NR14515--MA0599.1.KLF5	chr12	72761195	72761204	-	0.000	0.000	Merged-chr12-72761201-120
NR29882--MA0740.1.KLF14	chr17	51832737	51832750	-	0.000	0.000	Merged-chr17-51832834-116
