#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Prdm1KO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR4700--MA0037.3.GATA3	chr4	89044206	89044213	-	0.000	0.000	Merged-chr4-89044155-38
NR3714--MA0482.1.Gata4	chr2	79138223	79138233	-	0.000	0.000	Merged-chr2-79138133-24
NR4629--MA0766.1.GATA5	chr4	43973613	43973620	-	0.000	0.000	Merged-chr4-43973629-28
NR62--MA0766.1.GATA5	chr1	44101573	44101580	-	0.000	0.000	Merged-chr1-44101717-6
NR3498--MA0140.2.GATA1::TAL1	chr19	53185685	53185702	+	0.000	0.000	Merged-chr19-53185705-40
NR5732--MA0035.3.Gata1	chr6	127575138	127575148	-	0.000	0.000	Merged-chr6-127575169-36
NR7040--MA0036.3.GATA2	chrX	153375287	153375297	+	0.000	0.000	Merged-chrX-153375365-26
NR3576--MA0035.3.Gata1	chr2	17644734	17644744	-	0.000	0.000	Merged-chr2-17644831-25
NR1672--MA0140.2.GATA1::TAL1	chr13	20094996	20095013	+	0.000	0.000	Merged-chr13-20095026-36
NR5729--MA0037.3.GATA3	chr6	127575140	127575147	+	0.000	0.000	Merged-chr6-127575169-36
NR3680--MA0036.3.GATA2	chr2	58137933	58137943	-	0.000	0.000	Merged-chr2-58137903-53
NR5436--MA0766.1.GATA5	chr6	31169518	31169525	+	0.000	0.000	Merged-chr6-31169603-23
NR3475--MA0036.3.GATA2	chr19	40267568	40267578	+	0.000	0.000	Merged-chr19-40267576-38
NR446--MA1104.1.GATA6	chr1	165988791	165988803	+	0.000	0.000	Merged-chr1-165988939-8
NR6026--MA1104.1.GATA6	chr7	90007378	90007390	+	0.000	0.000	Merged-chr7-90007418-46
NR2758--MA0482.1.Gata4	chr16	50289913	50289923	+	0.000	0.000	Merged-chr16-50289950-12
NR1837--MA0766.1.GATA5	chr13	67332557	67332564	+	0.000	0.000	Merged-chr13-67332541-54
NR5745--MA0035.3.Gata1	chr6	129239825	129239835	-	0.000	0.000	Merged-chr6-129239949-37
NR1904--MA0482.1.Gata4	chr13	93785453	93785463	+	0.000	0.000	Merged-chr13-93785385-35
NR1514--MA0035.3.Gata1	chr12	103129576	103129586	+	0.000	0.000	Merged-chr12-103129553-17
NR3125--MA0037.3.GATA3	chr17	86038433	86038440	+	0.000	0.000	Merged-chr17-86038391-20
NR5900--MA1104.1.GATA6	chr7	27933591	27933603	+	0.000	0.000	Merged-chr7-27933719-74
NR3446--MA0035.3.Gata1	chr19	31321987	31321997	-	0.000	0.000	Merged-chr19-31321995-11
NR5306--MA0766.1.GATA5	chr5	138657964	138657971	-	0.000	0.000	Merged-chr5-138657986-28
NR2775--MA1104.1.GATA6	chr16	57302031	57302043	-	0.000	0.000	Merged-chr16-57301977-7
NR5973--MA0482.1.Gata4	chr7	58731046	58731056	+	0.000	0.000	Merged-chr7-58731125-46
NR6479--MA0482.1.Gata4	chr8	107164414	107164424	+	0.000	0.000	Merged-chr8-107164486-19
NR4931--MA0037.3.GATA3	chr4	156022069	156022076	-	0.000	0.000	Merged-chr4-156022073-120
NR1994--MA0482.1.Gata4	chr13	112427868	112427878	+	0.000	0.000	Merged-chr13-112427724-41
NR3454--MA0036.3.GATA2	chr19	32755815	32755825	-	0.000	0.000	Merged-chr19-32755999-1
NR603--MA0140.2.GATA1::TAL1	chr10	13057123	13057140	-	0.000	0.000	Merged-chr10-13057097-43
NR2361--MA0037.3.GATA3	chr14	121423099	121423106	+	0.000	0.000	Merged-chr14-121422910-45
NR6198--MA0035.3.Gata1	chr7	123378037	123378047	+	0.000	0.000	Merged-chr7-123378098-56
NR5023--MA0037.3.GATA3	chr5	36722519	36722526	+	0.000	0.000	Merged-chr5-36722614-37
NR741--MA0036.3.GATA2	chr10	79417358	79417368	+	0.000	0.000	Merged-chr10-79417442-89
NR5069--MA0140.2.GATA1::TAL1	chr5	63767131	63767148	+	0.000	0.000	Merged-chr5-63767035-24
NR1779--MA0035.3.Gata1	chr13	52801089	52801099	+	0.000	0.000	Merged-chr13-52800951-49
NR5514--MA0036.3.GATA2	chr6	61225493	61225503	+	0.000	0.000	Merged-chr6-61225621-10
NR4821--MA0140.2.GATA1::TAL1	chr4	134361281	134361298	-	0.000	0.000	Merged-chr4-134361428-23
NR3629--MA0036.3.GATA2	chr2	43727958	43727968	-	0.000	0.000	Merged-chr2-43727862-50
NR6968--MA0482.1.Gata4	chrX	17590884	17590894	+	0.000	0.000	Merged-chrX-17590800-11
NR5766--MA0036.3.GATA2	chr6	129997693	129997703	+	0.000	0.000	Merged-chr6-129997694-33
NR3430--MA0766.1.GATA5	chr19	29367426	29367433	+	0.000	0.000	Merged-chr19-29367376-49
NR2737--MA0482.1.Gata4	chr16	45025477	45025487	-	0.000	0.000	Merged-chr16-45025536-40
NR1644--MA0036.3.GATA2	chr13	13730040	13730050	-	0.000	0.000	Merged-chr13-13729900-19
NR116--MA0482.1.Gata4	chr1	64956882	64956892	+	0.000	0.000	Merged-chr1-64956845-95
NR4848--MA0037.3.GATA3	chr4	145361256	145361263	+	0.000	0.000	Merged-chr4-145361226-45
NR1060--MA0035.3.Gata1	chr11	69233139	69233149	+	0.000	0.000	Merged-chr11-69233174-16
NR643--MA0037.3.GATA3	chr10	28518460	28518467	-	0.000	0.000	Merged-chr10-28518434-39
NR2406--MA1104.1.GATA6	chr15	25216777	25216789	-	0.000	0.000	Merged-chr15-25216736-38
NR940--MA0482.1.Gata4	chr11	6568134	6568144	+	0.000	0.000	Merged-chr11-6568162-40
NR550--MA0035.3.Gata1	chr1	191445990	191446000	+	0.000	0.000	Merged-chr1-191445969-55
NR1354--MA0482.1.Gata4	chr12	32183055	32183065	+	0.000	0.000	Merged-chr12-32183013-17
NR1625--MA0482.1.Gata4	chr13	8457041	8457051	+	0.000	0.000	Merged-chr13-8457184-81
NR1711--MA0035.3.Gata1	chr13	37325800	37325810	+	0.000	0.000	Merged-chr13-37325634-26
NR1246--MA0140.2.GATA1::TAL1	chr11	102089251	102089268	-	0.000	0.000	Merged-chr11-102089201-27
NR930--MA0035.3.Gata1	chr11	4335356	4335366	+	0.000	0.000	Merged-chr11-4335459-17
NR3845--MA1104.1.GATA6	chr2	115515294	115515306	+	0.000	0.000	Merged-chr2-115515190-3
NR6209--MA0035.3.Gata1	chr7	127144581	127144591	+	0.000	0.000	Merged-chr7-127144596-50
NR3661--MA0766.1.GATA5	chr2	52319395	52319402	-	0.000	0.000	Merged-chr2-52319482-58
NR1766--MA0036.3.GATA2	chr13	51677051	51677061	+	0.000	0.000	Merged-chr13-51677073-51
NR3133--MA0035.3.Gata1	chr17	86496072	86496082	+	0.000	0.000	Merged-chr17-86495952-1
NR4234--MA0482.1.Gata4	chr3	68240093	68240103	-	0.000	0.000	Merged-chr3-68240034-18
NR5886--MA1104.1.GATA6	chr7	19086248	19086260	+	0.000	0.000	Merged-chr7-19086207-16
NR1833--MA0035.3.Gata1	chr13	64315645	64315655	-	0.000	0.000	Merged-chr13-64315696-19
NR581--MA0766.1.GATA5	chr1	193504247	193504254	-	0.000	0.000	Merged-chr1-193504055-24
NR5835--MA0482.1.Gata4	chr6	144927495	144927505	-	0.000	0.000	Merged-chr6-144927646-14
NR5743--MA1104.1.GATA6	chr6	129239824	129239836	+	0.000	0.000	Merged-chr6-129239949-37
NR3911--MA0140.2.GATA1::TAL1	chr2	132701625	132701642	-	0.000	0.000	Merged-chr2-132701650-26
NR1671--MA0035.3.Gata1	chr13	20094994	20095004	+	0.000	0.000	Merged-chr13-20095026-36
NR4678--MA1104.1.GATA6	chr4	63405245	63405257	-	0.000	0.000	Merged-chr4-63405214-23
NR3850--MA0482.1.Gata4	chr2	115855978	115855988	+	0.000	0.000	Merged-chr2-115856078-28
NR4902--MA0037.3.GATA3	chr4	150517582	150517589	-	0.000	0.000	Merged-chr4-150517532-35
NR3231--MA0482.1.Gata4	chr18	56888877	56888887	+	0.000	0.000	Merged-chr18-56889017-47
NR3897--MA0482.1.Gata4	chr2	129385478	129385488	-	0.000	0.000	Merged-chr2-129385556-29
NR4851--MA0036.3.GATA2	chr4	145361254	145361264	-	0.000	0.000	Merged-chr4-145361226-45
NR6559--MA0482.1.Gata4	chr8	121907710	121907720	+	0.000	0.000	Merged-chr8-121907786-62
NR1617--MA0482.1.Gata4	chr13	5862431	5862441	+	0.000	0.000	Merged-chr13-5862430-12
NR5843--MA0766.1.GATA5	chr6	144987415	144987422	+	0.000	0.000	Merged-chr6-144987357-14
NR5434--MA0482.1.Gata4	chr6	31169515	31169525	-	0.000	0.000	Merged-chr6-31169603-23
NR4740--MA0037.3.GATA3	chr4	102908092	102908099	-	0.000	0.000	Merged-chr4-102908208-33
NR1126--MA0036.3.GATA2	chr11	79060213	79060223	-	0.000	0.000	Merged-chr11-79060117-18
NR3906--MA0035.3.Gata1	chr2	129385621	129385631	+	0.000	0.000	Merged-chr2-129385556-29
NR2833--MA0766.1.GATA5	chr16	89849289	89849296	+	0.000	0.000	Merged-chr16-89849155-62
NR5891--MA0482.1.Gata4	chr7	19819202	19819212	-	0.000	0.000	Merged-chr7-19819165-4
NR2759--MA1104.1.GATA6	chr16	50289911	50289923	-	0.000	0.000	Merged-chr16-50289950-12
NR50--MA0035.3.Gata1	chr1	36684298	36684308	-	0.000	0.000	Merged-chr1-36684318-20
NR5838--MA0035.3.Gata1	chr6	144927496	144927506	-	0.000	0.000	Merged-chr6-144927646-14
NR1541--MA0035.3.Gata1	chr12	108763691	108763701	-	0.000	0.000	Merged-chr12-108763648-15
NR15--MA0036.3.GATA2	chr1	13293495	13293505	+	0.000	0.000	Merged-chr1-13293593-50
NR2488--MA0037.3.GATA3	chr15	73599774	73599781	-	0.000	0.000	Merged-chr15-73599756-21
NR6116--MA0140.2.GATA1::TAL1	chr7	112136764	112136781	+	0.000	0.000	Merged-chr7-112136797-13
NR5974--MA1104.1.GATA6	chr7	58731044	58731056	-	0.000	0.000	Merged-chr7-58731125-46
NR3601--MA0035.3.Gata1	chr2	25054339	25054349	+	0.000	0.000	Merged-chr2-25054565-53
NR5007--MA0037.3.GATA3	chr5	30887493	30887500	+	0.000	0.000	Merged-chr5-30887642-12
NR5652--MA0482.1.Gata4	chr6	108704936	108704946	+	0.000	0.000	Merged-chr6-108704873-18
NR4983--MA0766.1.GATA5	chr5	23894287	23894294	-	0.000	0.000	Merged-chr5-23894337-39
NR5489--MA0766.1.GATA5	chr6	50387876	50387883	+	0.000	0.000	Merged-chr6-50387910-30
NR595--MA0037.3.GATA3	chr10	7630596	7630603	-	0.000	0.000	Merged-chr10-7630837-45
NR844--MA0766.1.GATA5	chr10	108406938	108406945	+	0.000	0.000	Merged-chr10-108407108-16
NR3799--MA0036.3.GATA2	chr2	104763428	104763438	-	0.000	0.000	Merged-chr2-104763396-33
NR640--MA0482.1.Gata4	chr10	26322624	26322634	+	0.000	0.000	Merged-chr10-26322631-48
NR1895--MA0140.2.GATA1::TAL1	chr13	92629662	92629679	-	0.000	0.000	Merged-chr13-92629769-12
NR5368--MA0037.3.GATA3	chr5	149392281	149392288	+	0.000	0.000	Merged-chr5-149392157-30
NR3119--MA0140.2.GATA1::TAL1	chr17	84306375	84306392	+	0.000	0.000	Merged-chr17-84306486-55
NR5588--MA0036.3.GATA2	chr6	90435055	90435065	+	0.000	0.000	Merged-chr6-90435288-28
NR1729--MA0035.3.Gata1	chr13	41097618	41097628	-	0.000	0.000	Merged-chr13-41097728-40
NR499--MA0037.3.GATA3	chr1	179131561	179131568	+	0.000	0.000	Merged-chr1-179131404-17
NR2741--MA0035.3.Gata1	chr16	45025478	45025488	-	0.000	0.000	Merged-chr16-45025536-40
NR1020--MA0482.1.Gata4	chr11	51760530	51760540	-	0.000	0.000	Merged-chr11-51760433-27
NR5129--MA0037.3.GATA3	chr5	93093279	93093286	-	0.000	0.000	Merged-chr5-93093423-108
NR5302--MA0036.3.GATA2	chr5	137787616	137787626	-	0.000	0.000	Merged-chr5-137787536-7
NR5384--MA0035.3.Gata1	chr5	150195387	150195397	+	0.000	0.000	Merged-chr5-150195334-1
NR5655--MA0035.3.Gata1	chr6	108704935	108704945	+	0.000	0.000	Merged-chr6-108704873-18
NR117--MA1104.1.GATA6	chr1	64956880	64956892	-	0.000	0.000	Merged-chr1-64956845-95
NR5359--MA0766.1.GATA5	chr5	147063478	147063485	-	0.000	0.000	Merged-chr5-147063758-85
NR465--MA0037.3.GATA3	chr1	171643757	171643764	-	0.000	0.000	Merged-chr1-171643793-46
NR736--MA0037.3.GATA3	chr10	77021478	77021485	-	0.000	0.000	Merged-chr10-77021563-39
NR443--MA0766.1.GATA5	chr1	165985897	165985904	+	0.000	0.000	Merged-chr1-165985990-54
NR4801--MA0035.3.Gata1	chr4	122872201	122872211	+	0.000	0.000	Merged-chr4-122872187-66
NR1333--MA0766.1.GATA5	chr12	16185623	16185630	-	0.000	0.000	Merged-chr12-16185844-40
NR5241--MA0035.3.Gata1	chr5	107295421	107295431	-	0.000	0.000	Merged-chr5-107295347-25
NR890--MA0036.3.GATA2	chr10	121640514	121640524	+	0.000	0.000	Merged-chr10-121640592-32
NR3240--MA1104.1.GATA6	chr18	60502491	60502503	-	0.000	0.000	Merged-chr18-60502470-34
NR941--MA1104.1.GATA6	chr11	6568132	6568144	-	0.000	0.000	Merged-chr11-6568162-40
NR1355--MA1104.1.GATA6	chr12	32183053	32183065	-	0.000	0.000	Merged-chr12-32183013-17
NR1626--MA1104.1.GATA6	chr13	8457039	8457051	-	0.000	0.000	Merged-chr13-8457184-81
NR813--MA0036.3.GATA2	chr10	96201432	96201442	-	0.000	0.000	Merged-chr10-96201472-66
NR3194--MA0035.3.Gata1	chr18	50024203	50024213	+	0.000	0.000	Merged-chr18-50024197-35
NR5966--MA1104.1.GATA6	chr7	51750387	51750399	+	0.000	0.000	Merged-chr7-51750437-26
NR2813--MA0037.3.GATA3	chr16	84864872	84864879	-	0.000	0.000	Merged-chr16-84864807-26
NR1075--MA0766.1.GATA5	chr11	70594812	70594819	-	0.000	0.000	Merged-chr11-70594778-39
NR1142--MA0482.1.Gata4	chr11	82417272	82417282	+	0.000	0.000	Merged-chr11-82417240-10
NR3345--MA0482.1.Gata4	chr18	84355146	84355156	-	0.000	0.000	Merged-chr18-84355361-12
NR2380--MA0037.3.GATA3	chr15	5263387	5263394	+	0.000	0.000	Merged-chr15-5263232-16
NR3431--MA0035.3.Gata1	chr19	29367424	29367434	-	0.000	0.000	Merged-chr19-29367376-49
NR5010--MA0036.3.GATA2	chr5	30887491	30887501	-	0.000	0.000	Merged-chr5-30887642-12
NR4235--MA1104.1.GATA6	chr3	68240093	68240105	+	0.000	0.000	Merged-chr3-68240034-18
NR3597--MA0482.1.Gata4	chr2	25054340	25054350	+	0.000	0.000	Merged-chr2-25054565-53
NR5057--MA0036.3.GATA2	chr5	53566529	53566539	+	0.000	0.000	Merged-chr5-53566690-62
NR1107--MA0766.1.GATA5	chr11	75472997	75473004	+	0.000	0.000	Merged-chr11-75472911-35
NR1898--MA0140.2.GATA1::TAL1	chr13	92629840	92629857	-	0.000	0.000	Merged-chr13-92629769-12
NR4101--MA0140.2.GATA1::TAL1	chr2	173426932	173426949	+	0.000	0.000	Merged-chr2-173426820-11
NR967--MA0037.3.GATA3	chr11	22813645	22813652	+	0.000	0.000	Merged-chr11-22813643-1
NR1554--MA0036.3.GATA2	chr12	114313378	114313388	+	0.000	0.000	Merged-chr12-114313437-14
NR5836--MA1104.1.GATA6	chr6	144927495	144927507	+	0.000	0.000	Merged-chr6-144927646-14
NR7051--MA0036.3.GATA2	chrX	159910082	159910092	-	0.000	0.000	Merged-chrX-159910260-4
NR1426--MA0482.1.Gata4	chr12	77070146	77070156	+	0.000	0.000	Merged-chr12-77070291-10
NR5371--MA0036.3.GATA2	chr5	149392279	149392289	-	0.000	0.000	Merged-chr5-149392157-30
NR3496--MA0766.1.GATA5	chr19	53185684	53185691	-	0.000	0.000	Merged-chr19-53185705-40
NR5708--MA0036.3.GATA2	chr6	122804673	122804683	+	0.000	0.000	Merged-chr6-122804652-39
NR521--MA0036.3.GATA2	chr1	181839658	181839668	-	0.000	0.000	Merged-chr1-181839725-20
NR3563--MA0482.1.Gata4	chr2	13760571	13760581	-	0.000	0.000	Merged-chr2-13760550-51
NR3715--MA0035.3.Gata1	chr2	80315536	80315546	+	0.000	0.000	Merged-chr2-80315576-77
NR2389--MA0482.1.Gata4	chr15	9533708	9533718	+	0.000	0.000	Merged-chr15-9533546-44
NR3409--MA0036.3.GATA2	chr19	16418578	16418588	+	0.000	0.000	Merged-chr19-16418552-32
NR6730--MA0766.1.GATA5	chr9	63785710	63785717	-	0.000	0.000	Merged-chr9-63785726-16
NR3301--MA0035.3.Gata1	chr18	79303777	79303787	+	0.000	0.000	Merged-chr18-79303705-44
NR1145--MA0035.3.Gata1	chr11	82417271	82417281	+	0.000	0.000	Merged-chr11-82417240-10
NR5352--MA0482.1.Gata4	chr5	147057890	147057900	-	0.000	0.000	Merged-chr5-147057777-2
NR2571--MA0035.3.Gata1	chr15	97213195	97213205	-	0.000	0.000	Merged-chr15-97213099-28
NR4453--MA0037.3.GATA3	chr3	136742960	136742967	-	0.000	0.000	Merged-chr3-136742959-57
NR3851--MA1104.1.GATA6	chr2	115855976	115855988	-	0.000	0.000	Merged-chr2-115856078-28
NR4421--MA0036.3.GATA2	chr3	132791514	132791524	-	0.000	0.000	Merged-chr3-132791387-40
NR5028--MA0035.3.Gata1	chr5	36722517	36722527	-	0.000	0.000	Merged-chr5-36722614-37
NR2470--MA0036.3.GATA2	chr15	60132890	60132900	-	0.000	0.000	Merged-chr15-60132913-50
NR6129--MA0482.1.Gata4	chr7	113419584	113419594	-	0.000	0.000	Merged-chr7-113419557-35
NR5132--MA0036.3.GATA2	chr5	93093278	93093288	+	0.000	0.000	Merged-chr5-93093423-108
NR5208--MA0766.1.GATA5	chr5	100953771	100953778	+	0.000	0.000	Merged-chr5-100953880-8
NR3898--MA1104.1.GATA6	chr2	129385478	129385490	+	0.000	0.000	Merged-chr2-129385556-29
NR933--MA1104.1.GATA6	chr11	4343971	4343983	-	0.000	0.000	Merged-chr11-4344147-20
NR3205--MA0035.3.Gata1	chr18	54860619	54860629	-	0.000	0.000	Merged-chr18-54860804-67
NR1618--MA1104.1.GATA6	chr13	5862429	5862441	-	0.000	0.000	Merged-chr13-5862430-12
NR1896--MA0482.1.Gata4	chr13	92629848	92629858	-	0.000	0.000	Merged-chr13-92629769-12
NR5892--MA1104.1.GATA6	chr7	19819202	19819214	+	0.000	0.000	Merged-chr7-19819165-4
NR1429--MA0035.3.Gata1	chr12	77070145	77070155	+	0.000	0.000	Merged-chr12-77070291-10
NR2259--MA0482.1.Gata4	chr14	78687948	78687958	+	0.000	0.000	Merged-chr14-78687892-42
NR1089--MA0037.3.GATA3	chr11	73267090	73267097	-	0.000	0.000	Merged-chr11-73267242-14
NR2855--MA0035.3.Gata1	chr16	92904090	92904100	+	0.000	0.000	Merged-chr16-92904166-16
NR582--MA0035.3.Gata1	chr1	193504246	193504256	+	0.000	0.000	Merged-chr1-193504055-24
NR5382--MA1104.1.GATA6	chr5	150195386	150195398	-	0.000	0.000	Merged-chr5-150195334-1
NR5653--MA1104.1.GATA6	chr6	108704934	108704946	-	0.000	0.000	Merged-chr6-108704873-18
NR5355--MA0035.3.Gata1	chr5	147057891	147057901	-	0.000	0.000	Merged-chr5-147057777-2
NR3098--MA0036.3.GATA2	chr17	80113010	80113020	+	0.000	0.000	Merged-chr17-80112993-49
NR5126--MA0482.1.Gata4	chr5	92954368	92954378	+	0.000	0.000	Merged-chr5-92954345-1
NR5121--MA0766.1.GATA5	chr5	92375117	92375124	-	0.000	0.000	Merged-chr5-92374946-3
NR94--MA0140.2.GATA1::TAL1	chr1	58311565	58311582	+	0.000	0.000	Merged-chr1-58311498-34
NR3303--MA0482.1.Gata4	chr18	79353028	79353038	-	0.000	0.000	Merged-chr18-79353064-26
NR6089--MA0482.1.Gata4	chr7	107788515	107788525	-	0.000	0.000	Merged-chr7-107788483-31
NR5491--MA0140.2.GATA1::TAL1	chr6	50387865	50387882	-	0.000	0.000	Merged-chr6-50387910-30
NR1147--MA0482.1.Gata4	chr11	82915121	82915131	-	0.000	0.000	Merged-chr11-82915100-27
NR4610--MA0035.3.Gata1	chr4	35006657	35006667	-	0.000	0.000	Merged-chr4-35006607-36
NR2363--MA0766.1.GATA5	chr14	121423099	121423106	+	0.000	0.000	Merged-chr14-121422910-45
NR2701--MA0482.1.Gata4	chr16	36057522	36057532	-	0.000	0.000	Merged-chr16-36057640-19
NR842--MA0482.1.Gata4	chr10	108406935	108406945	-	0.000	0.000	Merged-chr10-108407108-16
NR6768--MA0140.2.GATA1::TAL1	chr9	78010955	78010972	-	0.000	0.000	Merged-chr9-78010803-82
NR361--MA0766.1.GATA5	chr1	151457358	151457365	+	0.000	0.000	Merged-chr1-151457268-30
NR7024--MA0482.1.Gata4	chrX	140537799	140537809	+	0.000	0.000	Merged-chrX-140537922-35
NR6770--MA0482.1.Gata4	chr9	80057793	80057803	-	0.000	0.000	Merged-chr9-80057847-17
NR1021--MA1104.1.GATA6	chr11	51760530	51760542	+	0.000	0.000	Merged-chr11-51760433-27
NR1365--MA0482.1.Gata4	chr12	36155848	36155858	-	0.000	0.000	Merged-chr12-36155639-21
NR3843--MA0037.3.GATA3	chr2	115515297	115515304	+	0.000	0.000	Merged-chr2-115515190-3
NR667--MA0037.3.GATA3	chr10	39613038	39613045	-	0.000	0.000	Merged-chr10-39613248-57
NR5470--MA1104.1.GATA6	chr6	41118792	41118804	+	0.000	0.000	Merged-chr6-41118606-52
NR6138--MA0037.3.GATA3	chr7	114580613	114580620	+	0.000	0.000	Merged-chr7-114580600-10
NR5884--MA0037.3.GATA3	chr7	19086251	19086258	+	0.000	0.000	Merged-chr7-19086207-16
NR2704--MA0035.3.Gata1	chr16	36057523	36057533	-	0.000	0.000	Merged-chr16-36057640-19
NR4315--MA0037.3.GATA3	chr3	98362922	98362929	-	0.000	0.000	Merged-chr3-98362961-5
NR845--MA0035.3.Gata1	chr10	108406936	108406946	-	0.000	0.000	Merged-chr10-108407108-16
NR2998--MA0036.3.GATA2	chr17	48332828	48332838	+	0.000	0.000	Merged-chr17-48332786-43
NR3314--MA0036.3.GATA2	chr18	80738515	80738525	+	0.000	0.000	Merged-chr18-80738458-39
NR1092--MA0036.3.GATA2	chr11	73267089	73267099	+	0.000	0.000	Merged-chr11-73267242-14
NR4907--MA0035.3.Gata1	chr4	150517581	150517591	+	0.000	0.000	Merged-chr4-150517532-35
NR1143--MA1104.1.GATA6	chr11	82417270	82417282	-	0.000	0.000	Merged-chr11-82417240-10
NR5527--MA0766.1.GATA5	chr6	67184856	67184863	+	0.000	0.000	Merged-chr6-67184785-39
NR3075--MA1104.1.GATA6	chr17	72182562	72182574	-	0.000	0.000	Merged-chr17-72182433-18
NR3346--MA1104.1.GATA6	chr18	84355146	84355158	+	0.000	0.000	Merged-chr18-84355361-12
NR1487--MA0482.1.Gata4	chr12	98602219	98602229	-	0.000	0.000	Merged-chr12-98602362-21
NR1368--MA0035.3.Gata1	chr12	36155849	36155859	-	0.000	0.000	Merged-chr12-36155639-21
NR5113--MA0766.1.GATA5	chr5	90612256	90612263	+	0.000	0.000	Merged-chr5-90612116-89
NR5779--MA0766.1.GATA5	chr6	131276830	131276837	-	0.000	0.000	Merged-chr6-131276753-31
NR1838--MA0140.2.GATA1::TAL1	chr13	67332546	67332563	-	0.000	0.000	Merged-chr13-67332541-54
NR1548--MA0766.1.GATA5	chr12	111897202	111897209	-	0.000	0.000	Merged-chr12-111897164-28
NR1538--MA0036.3.GATA2	chr12	108646504	108646514	+	0.000	0.000	Merged-chr12-108646363-75
NR5456--MA0035.3.Gata1	chr6	39341976	39341986	-	0.000	0.000	Merged-chr6-39341975-16
NR3598--MA1104.1.GATA6	chr2	25054338	25054350	-	0.000	0.000	Merged-chr2-25054565-53
NR4602--MA0035.3.Gata1	chr4	32388104	32388114	+	0.000	0.000	Merged-chr4-32387941-10
NR6781--MA0036.3.GATA2	chr9	82855255	82855265	+	0.000	0.000	Merged-chr9-82855437-10
NR6879--MA0037.3.GATA3	chr9	108832555	108832562	+	0.000	0.000	Merged-chr9-108832464-53
NR6750--MA0140.2.GATA1::TAL1	chr9	73060982	73060999	+	0.000	0.000	Merged-chr9-73060822-42
NR5089--MA0035.3.Gata1	chr5	72634995	72635005	-	0.000	0.000	Merged-chr5-72634907-42
NR444--MA0035.3.Gata1	chr1	165985895	165985905	-	0.000	0.000	Merged-chr1-165985990-54
NR1427--MA1104.1.GATA6	chr12	77070144	77070156	-	0.000	0.000	Merged-chr12-77070291-10
NR1334--MA0035.3.Gata1	chr12	16185622	16185632	+	0.000	0.000	Merged-chr12-16185844-40
NR6956--MA0036.3.GATA2	chrX	7308387	7308397	+	0.000	0.000	Merged-chrX-7308441-13
NR3564--MA1104.1.GATA6	chr2	13760571	13760583	+	0.000	0.000	Merged-chr2-13760550-51
NR2757--MA0037.3.GATA3	chr16	50289913	50289920	-	0.000	0.000	Merged-chr16-50289950-12
NR2464--MA0766.1.GATA5	chr15	59010878	59010885	-	0.000	0.000	Merged-chr15-59010782-34
NR3037--MA0482.1.Gata4	chr17	56291310	56291320	+	0.000	0.000	Merged-chr17-56291357-21
NR3308--MA0482.1.Gata4	chr18	80198712	80198722	+	0.000	0.000	Merged-chr18-80198621-9
NR6500--MA0035.3.Gata1	chr8	111955417	111955427	+	0.000	0.000	Merged-chr8-111955328-48
NR2409--MA0140.2.GATA1::TAL1	chr15	25216780	25216797	+	0.000	0.000	Merged-chr15-25216736-38
NR6643--MA0140.2.GATA1::TAL1	chr9	31217839	31217856	+	0.000	0.000	Merged-chr9-31217851-21
NR2393--MA0035.3.Gata1	chr15	9533707	9533717	+	0.000	0.000	Merged-chr15-9533546-44
NR5353--MA1104.1.GATA6	chr5	147057890	147057902	+	0.000	0.000	Merged-chr5-147057777-2
NR213--MA0140.2.GATA1::TAL1	chr1	91065254	91065271	-	0.000	0.000	Merged-chr1-91065226-49
NR5972--MA0037.3.GATA3	chr7	58731046	58731053	-	0.000	0.000	Merged-chr7-58731125-46
NR6478--MA0037.3.GATA3	chr8	107164414	107164421	-	0.000	0.000	Merged-chr8-107164486-19
NR1076--MA0035.3.Gata1	chr11	70594811	70594821	+	0.000	0.000	Merged-chr11-70594778-39
NR366--MA0766.1.GATA5	chr1	151973294	151973301	+	0.000	0.000	Merged-chr1-151973357-25
NR5257--MA1104.1.GATA6	chr5	110284773	110284785	+	0.000	0.000	Merged-chr5-110284699-32
NR4431--MA0140.2.GATA1::TAL1	chr3	135200906	135200923	+	0.000	0.000	Merged-chr3-135200949-36
NR2682--MA0766.1.GATA5	chr16	24826503	24826510	-	0.000	0.000	Merged-chr16-24826564-20
NR4310--MA0035.3.Gata1	chr3	96675626	96675636	+	0.000	0.000	Merged-chr3-96675499-26
NR3178--MA0036.3.GATA2	chr18	46448739	46448749	-	0.000	0.000	Merged-chr18-46448750-18
NR2810--MA0766.1.GATA5	chr16	78237070	78237077	-	0.000	0.000	Merged-chr16-78236959-38
NR3112--MA0482.1.Gata4	chr17	83307181	83307191	-	0.000	0.000	Merged-chr17-83307130-30
NR1108--MA0035.3.Gata1	chr11	75472995	75473005	-	0.000	0.000	Merged-chr11-75472911-35
