#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Bcl6KO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR2415--MA0740.1.KLF14	chr1	151501001	151501014	-	0.000	0.000	Merged-chr1-151500785-93
NR59486--MA1107.1.KLF9	chr8	117052557	117052569	-	0.000	0.000	Merged-chr8-117052612-3
NR22352--MA0741.1.KLF16	chr15	102116084	102116094	-	0.000	0.000	Merged-chr15-102115992-43
NR40230--MA0599.1.KLF5	chr4	41652198	41652207	+	0.000	0.000	Merged-chr4-41652015-1,Merged-chr4-41652381-11
NR12145--MA0741.1.KLF16	chr12	8521794	8521804	+	0.000	0.000	Merged-chr12-8521654-50
NR33270--MA0741.1.KLF16	chr2	93192861	93192871	+	0.000	0.000	Merged-chr2-93192660-66
NR30030--MA0742.1.Klf12	chr19	23273968	23273982	+	0.000	0.000	Merged-chr19-23273759-64
NR30079--MA0657.1.KLF13	chr19	29067198	29067215	-	0.000	0.000	Merged-chr19-29067288-42
NR27702--MA0742.1.Klf12	chr18	21001826	21001840	-	0.000	0.000	Merged-chr18-21001968-97
NR8849--MA0740.1.KLF14	chr11	54438077	54438090	+	0.000	0.000	Merged-chr11-54438316-92
NR6059--MA0741.1.KLF16	chr10	80656559	80656569	-	0.000	0.000	Merged-chr10-80656566-55
NR6232--MA0740.1.KLF14	chr10	82780503	82780516	-	0.000	0.000	Merged-chr10-82780687-69
NR25134--MA1107.1.KLF9	chr17	23193705	23193717	+	0.000	0.000	Merged-chr17-23193725-11
NR46808--MA0039.3.KLF4	chr5	123749539	123749549	-	0.000	0.000	Merged-chr5-123749470-86
NR44562--MA0493.1.Klf1	chr5	36713406	36713416	-	0.000	0.000	Merged-chr5-36713262-67
NR54732--MA0741.1.KLF16	chr7	99483783	99483793	-	0.000	0.000	Merged-chr7-99483585-69
NR52655--MA0599.1.KLF5	chr7	19749907	19749916	+	0.000	0.000	Merged-chr7-19749873-53
NR10060--MA0742.1.Klf12	chr11	83444930	83444944	-	0.000	0.000	Merged-chr11-83445098-22
NR44482--MA0599.1.KLF5	chr5	35176593	35176602	+	0.000	0.000	Merged-chr5-35176446-65
NR53991--MA0599.1.KLF5	chr7	64049101	64049110	-	0.000	0.000	Merged-chr7-64048843-48
NR53928--MA0493.1.Klf1	chr7	58844186	58844196	+	0.000	0.000	Merged-chr7-58844347-15
NR7621--MA0493.1.Klf1	chr10	127211640	127211650	-	0.000	0.000	Merged-chr10-127211540-55
NR50380--MA1107.1.KLF9	chr6	108466111	108466123	+	0.000	0.000	Merged-chr6-108466218-26
NR25559--MA0039.3.KLF4	chr17	29054779	29054789	-	0.000	0.000	Merged-chr17-29054665-9
NR42289--MA0599.1.KLF5	chr4	133024395	133024404	-	0.000	0.000	Merged-chr4-133024379-9
NR14824--MA0741.1.KLF16	chr13	20093614	20093624	-	0.000	0.000	Merged-chr13-20093624-50
NR28279--MA0493.1.Klf1	chr18	53817618	53817628	+	0.000	0.000	Merged-chr18-53817599-8
NR50923--MA0599.1.KLF5	chr6	124931198	124931207	+	0.000	0.000	Merged-chr6-124931294-106
NR36903--MA0039.3.KLF4	chr3	59120254	59120264	-	0.000	0.000	Merged-chr3-59120352-78
NR42750--MA0599.1.KLF5	chr4	138033652	138033661	-	0.000	0.000	Merged-chr4-138033707-13
NR44669--MA1107.1.KLF9	chr5	43802957	43802969	-	0.000	0.000	Merged-chr5-43802965-6
NR11681--MA0599.1.KLF5	chr11	117266156	117266165	-	0.000	0.000	Merged-chr11-117266091-54
NR59392--MA1107.1.KLF9	chr8	115618453	115618465	-	0.000	0.000	Merged-chr8-115618419-52
NR42956--MA0599.1.KLF5	chr4	141538671	141538680	+	0.000	0.000	Merged-chr4-141538465-87
NR47501--MA0599.1.KLF5	chr5	137747883	137747892	-	0.000	0.000	Merged-chr5-137747869-32
NR208--MA0740.1.KLF14	chr1	23922347	23922360	+	0.000	0.000	Merged-chr1-23922466-2
NR10988--MA0741.1.KLF16	chr11	102993053	102993063	-	0.000	0.000	Merged-chr11-102993120-14
NR48874--MA0742.1.Klf12	chr6	38551312	38551326	-	0.000	0.000	Merged-chr6-38551188-3
NR12954--MA0493.1.Klf1	chr12	69228211	69228221	+	0.000	0.000	Merged-chr12-69228126-55
NR52856--MA0493.1.Klf1	chr7	25774458	25774468	-	0.000	0.000	Merged-chr7-25774614-28
NR64193--MA0493.1.Klf1	chrX	48314744	48314754	+	0.000	0.000	Merged-chrX-48314836-34
NR30503--MA1107.1.KLF9	chr19	46003424	46003436	-	0.000	0.000	Merged-chr19-46003515-58
NR6684--MA0599.1.KLF5	chr10	98776413	98776422	-	0.000	0.000	Merged-chr10-98776574-38
NR39534--MA0599.1.KLF5	chr3	152897340	152897349	+	0.000	0.000	Merged-chr3-152897397-8
NR39561--MA0741.1.KLF16	chr3	153190361	153190371	+	0.000	0.000	Merged-chr3-153190220-4
NR17082--MA1107.1.KLF9	chr13	112792080	112792092	-	0.000	0.000	Merged-chr13-112792096-28
NR14915--MA0599.1.KLF5	chr13	24419795	24419804	-	0.000	0.000	Merged-chr13-24419838-27
NR3279--MA1107.1.KLF9	chr1	176800980	176800992	+	0.000	0.000	Merged-chr1-176801159-12
NR9927--MA0740.1.KLF14	chr11	79993068	79993081	-	0.000	0.000	Merged-chr11-79993076-75
NR12865--MA0599.1.KLF5	chr12	59040191	59040200	-	0.000	0.000	Merged-chr12-59040253-37
NR35761--MA0599.1.KLF5	chr2	170205684	170205693	-	0.000	0.000	Merged-chr2-170205615-94
NR21204--MA0039.3.KLF4	chr15	80572461	80572471	-	0.000	0.000	Merged-chr15-80572443-63
NR2982--MA0493.1.Klf1	chr1	167339540	167339550	-	0.000	0.000	Merged-chr1-167339598-12
NR59907--MA1107.1.KLF9	chr8	123341778	123341790	-	0.000	0.000	Merged-chr8-123341706-13
NR18285--MA0599.1.KLF5	chr14	54517537	54517546	-	0.000	0.000	Merged-chr14-54517551-43
NR58187--MA0599.1.KLF5	chr8	72208713	72208722	+	0.000	0.000	Merged-chr8-72208866-14
NR63425--MA1107.1.KLF9	chr9	118884689	118884701	-	0.000	0.000	Merged-chr9-118884641-26
NR50819--MA0741.1.KLF16	chr6	120464185	120464195	+	0.000	0.000	Merged-chr6-120464092-4
NR61195--MA0741.1.KLF16	chr9	53773805	53773815	+	0.000	0.000	Merged-chr9-53773717-9
NR36358--MA0493.1.Klf1	chr3	14641714	14641724	+	0.000	0.000	Merged-chr3-14641669-50
NR9027--MA0599.1.KLF5	chr11	59212519	59212528	-	0.000	0.000	Merged-chr11-59212517-38
NR25691--MA0740.1.KLF14	chr17	31855871	31855884	+	0.000	0.000	Merged-chr17-31855795-60
NR1547--MA1107.1.KLF9	chr1	96570531	96570543	-	0.000	0.000	Merged-chr1-96570567-3
NR23514--MA1107.1.KLF9	chr16	48788722	48788734	-	0.000	0.000	Merged-chr16-48788871-49
NR1332--MA1107.1.KLF9	chr1	88267859	88267871	+	0.000	0.000	Merged-chr1-88267879-42
NR6883--MA0741.1.KLF16	chr10	108110421	108110431	-	0.000	0.000	Merged-chr10-108110299-11
NR49120--MA1107.1.KLF9	chr6	49017254	49017266	+	0.000	0.000	Merged-chr6-49017325-9
NR61332--MA0742.1.Klf12	chr9	57836871	57836885	-	0.000	0.000	Merged-chr9-57836875-58
NR65019--MA0493.1.Klf1	chrX	164427561	164427571	-	0.000	0.000	Merged-chrX-164427497-25
NR46163--MA0657.1.KLF13	chr5	112319540	112319557	+	0.000	0.000	Merged-chr5-112319581-13
NR44158--MA0741.1.KLF16	chr5	23432869	23432879	+	0.000	0.000	Merged-chr5-23432993-3
NR18959--MA0741.1.KLF16	chr14	75131076	75131086	+	0.000	0.000	Merged-chr14-75131133-67
NR46575--MA0742.1.Klf12	chr5	120130350	120130364	+	0.000	0.000	Merged-chr5-120130302-37
NR11505--MA0039.3.KLF4	chr11	115185184	115185194	-	0.000	0.000	Merged-chr11-115185164-10
NR57200--MA0740.1.KLF14	chr8	31211424	31211437	+	0.000	0.000	Merged-chr8-31211623-10
NR21255--MA0740.1.KLF14	chr15	81466191	81466204	-	0.000	0.000	Merged-chr15-81466403-107
NR9586--MA0493.1.Klf1	chr11	74572883	74572893	+	0.000	0.000	Merged-chr11-74572687-46
NR54803--MA0493.1.Klf1	chr7	101108593	101108603	-	0.000	0.000	Merged-chr7-101108593-67
NR19399--MA0741.1.KLF16	chr14	105232611	105232621	-	0.000	0.000	Merged-chr14-105232653-27
NR46620--MA0039.3.KLF4	chr5	120777692	120777702	-	0.000	0.000	Merged-chr5-120777652-8
NR50405--MA0741.1.KLF16	chr6	108659613	108659623	-	0.000	0.000	Merged-chr6-108659565-31
NR20944--MA0599.1.KLF5	chr15	76660214	76660223	-	0.000	0.000	Merged-chr15-76660069-59
NR43840--MA0599.1.KLF5	chr4	156033120	156033129	-	0.000	0.000	Merged-chr4-156033433-76
NR12771--MA0599.1.KLF5	chr12	54862937	54862946	+	0.000	0.000	Merged-chr12-54862798-90
NR12950--MA0740.1.KLF14	chr12	69228211	69228224	+	0.000	0.000	Merged-chr12-69228126-55
NR17687--MA0740.1.KLF14	chr14	25547499	25547512	+	0.000	0.000	Merged-chr14-25547381-29
NR25646--MA0741.1.KLF16	chr17	30363630	30363640	+	0.000	0.000	Merged-chr17-30363504-27
NR3158--MA0741.1.KLF16	chr1	172548937	172548947	-	0.000	0.000	Merged-chr1-172548815-47
NR9148--MA0599.1.KLF5	chr11	61660913	61660922	-	0.000	0.000	Merged-chr11-61660971-31
NR12231--MA0657.1.KLF13	chr12	12320717	12320734	+	0.000	0.000	Merged-chr12-12320871-15
NR50937--MA0742.1.Klf12	chr6	125067855	125067869	-	0.000	0.000	Merged-chr6-125067765-41
NR25343--MA0740.1.KLF14	chr17	26716090	26716103	-	0.000	0.000	Merged-chr17-26716057-110
NR30316--MA0657.1.KLF13	chr19	40762496	40762513	+	0.000	0.000	Merged-chr19-40762334-20
NR28744--MA1107.1.KLF9	chr18	70462745	70462757	+	0.000	0.000	Merged-chr18-70462917-22
NR38039--MA0741.1.KLF16	chr3	105892622	105892632	-	0.000	0.000	Merged-chr3-105892493-111
NR8818--MA1107.1.KLF9	chr11	53841793	53841805	-	0.000	0.000	Merged-chr11-53841703-6
NR41353--MA0741.1.KLF16	chr4	107314358	107314368	+	0.000	0.000	Merged-chr4-107314290-66
NR6388--MA0740.1.KLF14	chr10	86778895	86778908	+	0.000	0.000	Merged-chr10-86778945-85
NR49251--MA0599.1.KLF5	chr6	52191813	52191822	+	0.000	0.000	Merged-chr6-52191955-39
NR7774--MA0599.1.KLF5	chr10	128744924	128744933	+	0.000	0.000	Merged-chr10-128744953-65
NR56656--MA0493.1.Klf1	chr7	143724082	143724092	+	0.000	0.000	Merged-chr7-143724096-15
NR20710--MA1107.1.KLF9	chr15	67145502	67145514	-	0.000	0.000	Merged-chr15-67145484-28
NR62779--MA0493.1.Klf1	chr9	107551417	107551427	+	0.000	0.000	Merged-chr9-107551360-55
NR23420--MA0657.1.KLF13	chr16	38713523	38713540	+	0.000	0.000	Merged-chr16-38713615-5
NR36359--MA0741.1.KLF16	chr3	14641715	14641725	+	0.000	0.000	Merged-chr3-14641669-50
NR29741--MA0599.1.KLF5	chr19	8990238	8990247	+	0.000	0.000	Merged-chr19-8990076-115
NR46805--MA0740.1.KLF14	chr5	123721030	123721043	-	0.000	0.000	Merged-chr5-123720973-59
NR12958--MA1107.1.KLF9	chr12	69258033	69258045	+	0.000	0.000	Merged-chr12-69258081-39
NR64197--MA1107.1.KLF9	chrX	48314738	48314750	+	0.000	0.000	Merged-chrX-48314836-34
NR23356--MA0742.1.Klf12	chr16	36665863	36665877	-	0.000	0.000	Merged-chr16-36665954-31
NR44481--MA0742.1.Klf12	chr5	35176592	35176606	+	0.000	0.000	Merged-chr5-35176446-65
NR53990--MA1107.1.KLF9	chr7	64043090	64043102	-	0.000	0.000	Merged-chr7-64043125-48
NR10005--MA0599.1.KLF5	chr11	82205855	82205864	+	0.000	0.000	Merged-chr11-82205985-28
NR36851--MA0599.1.KLF5	chr3	55424201	55424210	+	0.000	0.000	Merged-chr3-55424109-16
NR7201--MA0599.1.KLF5	chr10	117532127	117532136	+	0.000	0.000	Merged-chr10-117532128-28
NR42974--MA0599.1.KLF5	chr4	141793562	141793571	-	0.000	0.000	Merged-chr4-141793612-90
NR45170--MA0741.1.KLF16	chr5	73256630	73256640	+	0.000	0.000	Merged-chr5-73256531-130
NR32128--MA0741.1.KLF16	chr2	35729724	35729734	-	0.000	0.000	Merged-chr2-35729635-16
NR57145--MA0742.1.Klf12	chr8	27023835	27023849	-	0.000	0.000	Merged-chr8-27023676-72
NR32472--MA0039.3.KLF4	chr2	60774637	60774647	-	0.000	0.000	Merged-chr2-60774747-55
NR7983--MA0742.1.Klf12	chr11	5707703	5707717	-	0.000	0.000	Merged-chr11-5707525-64
NR54168--MA0599.1.KLF5	chr7	75849412	75849421	-	0.000	0.000	Merged-chr7-75849476-13
NR31190--MA1107.1.KLF9	chr2	5404022	5404034	-	0.000	0.000	Merged-chr2-5404009-10
NR921--MA0741.1.KLF16	chr1	66897063	66897073	+	0.000	0.000	Merged-chr1-66897217-4
NR42616--MA0599.1.KLF5	chr4	135963686	135963695	-	0.000	0.000	Merged-chr4-135963723-59
NR5805--MA0740.1.KLF14	chr10	79798372	79798385	-	0.000	0.000	Merged-chr10-79798482-7
NR8943--MA0741.1.KLF16	chr11	57668245	57668255	+	0.000	0.000	Merged-chr11-57668310-4
NR17047--MA0493.1.Klf1	chr13	112062197	112062207	+	0.000	0.000	Merged-chr13-112062272-12
NR61543--MA0740.1.KLF14	chr9	65021723	65021736	-	0.000	0.000	Merged-chr9-65021825-98
NR770--MA0657.1.KLF13	chr1	59614017	59614034	-	0.000	0.000	Merged-chr1-59614002-8
NR64681--MA0741.1.KLF16	chrX	134276772	134276782	+	0.000	0.000	Merged-chrX-134276833-55
NR42401--MA0599.1.KLF5	chr4	134041631	134041640	+	0.000	0.000	Merged-chr4-134041766-28
NR61814--MA0740.1.KLF14	chr9	72389822	72389835	+	0.000	0.000	Merged-chr9-72389636-26
NR11886--MA1107.1.KLF9	chr11	119644298	119644310	-	0.000	0.000	Merged-chr11-119644358-5
NR27314--MA1107.1.KLF9	chr17	84860065	84860077	+	0.000	0.000	Merged-chr17-84860120-51
NR44897--MA0039.3.KLF4	chr5	64435689	64435699	+	0.000	0.000	Merged-chr5-64435633-23
NR12953--MA0039.3.KLF4	chr12	69228213	69228223	+	0.000	0.000	Merged-chr12-69228126-55
NR7289--MA0039.3.KLF4	chr10	118406978	118406988	-	0.000	0.000	Merged-chr10-118407091-36
NR14933--MA0599.1.KLF5	chr13	24786312	24786321	+	0.000	0.000	Merged-chr13-24786227-53
NR59043--MA1107.1.KLF9	chr8	106133767	106133779	+	0.000	0.000	Merged-chr8-106133705-22
NR28865--MA1107.1.KLF9	chr18	74788859	74788871	-	0.000	0.000	Merged-chr18-74788763-4
NR25601--MA0599.1.KLF5	chr17	29490596	29490605	-	0.000	0.000	Merged-chr17-29490702-78
NR25764--MA0742.1.Klf12	chr17	33629371	33629385	+	0.000	0.000	Merged-chr17-33629191-60
NR31038--MA1107.1.KLF9	chr19	59402268	59402280	-	0.000	0.000	Merged-chr19-59402430-13
NR61236--MA0742.1.Klf12	chr9	55283694	55283708	+	0.000	0.000	Merged-chr9-55283833-16
NR18797--MA0741.1.KLF16	chr14	70549480	70549490	-	0.000	0.000	Merged-chr14-70549442-27
NR64498--MA0742.1.Klf12	chrX	96096996	96097010	+	0.000	0.000	Merged-chrX-96096833-83
NR44267--MA0741.1.KLF16	chr5	24915291	24915301	+	0.000	0.000	Merged-chr5-24915325-10
NR9925--MA0741.1.KLF16	chr11	79919946	79919956	+	0.000	0.000	Merged-chr11-79920068-17
NR31842--MA0740.1.KLF14	chr2	31974298	31974311	+	0.000	0.000	Merged-chr2-31974393-52
NR21093--MA0740.1.KLF14	chr15	79209163	79209176	-	0.000	0.000	Merged-chr15-79209220-43
NR44539--MA0039.3.KLF4	chr5	36581928	36581938	+	0.000	0.000	Merged-chr5-36582061-78
NR22783--MA0493.1.Klf1	chr16	14159468	14159478	+	0.000	0.000	Merged-chr16-14159517-83
NR62685--MA0493.1.Klf1	chr9	106430935	106430945	+	0.000	0.000	Merged-chr9-106430870-17
NR21152--MA0599.1.KLF5	chr15	80091314	80091323	-	0.000	0.000	Merged-chr15-80091336-26
NR42555--MA0740.1.KLF14	chr4	135273015	135273028	+	0.000	0.000	Merged-chr4-135272795-85
NR44799--MA0742.1.Klf12	chr5	53998545	53998559	-	0.000	0.000	Merged-chr5-53998390-11
NR37437--MA0741.1.KLF16	chr3	90052823	90052833	-	0.000	0.000	Merged-chr3-90052542-109
NR1350--MA1107.1.KLF9	chr1	88622765	88622777	+	0.000	0.000	Merged-chr1-88622560-34
NR45964--MA0741.1.KLF16	chr5	107597670	107597680	+	0.000	0.000	Merged-chr5-107597762-77
NR37801--MA1107.1.KLF9	chr3	100812081	100812093	+	0.000	0.000	Merged-chr3-100812047-20
NR27706--MA0741.1.KLF16	chr18	21001872	21001882	+	0.000	0.000	Merged-chr18-21001968-97
NR32619--MA0740.1.KLF14	chr2	69803239	69803252	+	0.000	0.000	Merged-chr2-69803068-39
NR38122--MA0599.1.KLF5	chr3	108200862	108200871	+	0.000	0.000	Merged-chr3-108200698-59
NR5684--MA0742.1.Klf12	chr10	77978612	77978626	+	0.000	0.000	Merged-chr10-77978614-55
NR4603--MA0599.1.KLF5	chr10	25118958	25118967	-	0.000	0.000	Merged-chr10-25119051-73
NR8934--MA0039.3.KLF4	chr11	57652742	57652752	-	0.000	0.000	Merged-chr11-57652728-3
NR18612--MA0599.1.KLF5	chr14	63193937	63193946	-	0.000	0.000	Merged-chr14-63193803-41
NR22130--MA0599.1.KLF5	chr15	99126699	99126708	-	0.000	0.000	Merged-chr15-99126498-24
NR45312--MA0493.1.Klf1	chr5	77092712	77092722	+	0.000	0.000	Merged-chr5-77092743-13
NR30509--MA0599.1.KLF5	chr19	46039676	46039685	-	0.000	0.000	Merged-chr19-46039779-63
NR14233--MA0039.3.KLF4	chr12	110500284	110500294	+	0.000	0.000	Merged-chr12-110500249-7
NR33219--MA0599.1.KLF5	chr2	91984767	91984776	+	0.000	0.000	Merged-chr2-91984891-52
NR8864--MA0599.1.KLF5	chr11	54787664	54787673	+	0.000	0.000	Merged-chr11-54787453-103
NR20080--MA0599.1.KLF5	chr15	27923870	27923879	-	0.000	0.000	Merged-chr15-27923818-49
NR31526--MA0741.1.KLF16	chr2	25500755	25500765	-	0.000	0.000	Merged-chr2-25500833-51
NR44902--MA1107.1.KLF9	chr5	64435687	64435699	+	0.000	0.000	Merged-chr5-64435633-23
NR31845--MA0599.1.KLF5	chr2	31974299	31974308	+	0.000	0.000	Merged-chr2-31974393-52
NR26310--MA0741.1.KLF16	chr17	47542402	47542412	+	0.000	0.000	Merged-chr17-47542240-31
NR54741--MA0599.1.KLF5	chr7	99946489	99946498	+	0.000	0.000	Merged-chr7-99946527-26
NR32236--MA0493.1.Klf1	chr2	49744830	49744840	+	0.000	0.000	Merged-chr2-49744707-28
NR46844--MA0039.3.KLF4	chr5	124218433	124218443	-	0.000	0.000	Merged-chr5-124218242-7
NR24630--MA0741.1.KLF16	chr17	5138644	5138654	-	0.000	0.000	Merged-chr17-5138884-51
NR28638--MA0599.1.KLF5	chr18	67464853	67464862	+	0.000	0.000	Merged-chr18-67464848-45
NR6321--MA0493.1.Klf1	chr10	84622256	84622266	-	0.000	0.000	Merged-chr10-84622424-60
NR11434--MA1107.1.KLF9	chr11	113612167	113612179	+	0.000	0.000	Merged-chr11-113612276-39
NR9031--MA0493.1.Klf1	chr11	59294029	59294039	-	0.000	0.000	Merged-chr11-59293910-11
NR46774--MA0599.1.KLF5	chr5	123145042	123145051	+	0.000	0.000	Merged-chr5-123144885-18
NR5675--MA0741.1.KLF16	chr10	77606569	77606579	+	0.000	0.000	Merged-chr10-77606503-166
NR45550--MA0741.1.KLF16	chr5	92967507	92967517	+	0.000	0.000	Merged-chr5-92967427-8
NR39645--MA1107.1.KLF9	chr3	154628506	154628518	+	0.000	0.000	Merged-chr3-154628476-23
NR11708--MA0657.1.KLF13	chr11	117654585	117654602	-	0.000	0.000	Merged-chr11-117654640-95
NR53288--MA0493.1.Klf1	chr7	34312972	34312982	+	0.000	0.000	Merged-chr7-34312942-1
NR32280--MA1107.1.KLF9	chr2	52345495	52345507	+	0.000	0.000	Merged-chr2-52345388-8
NR48815--MA0599.1.KLF5	chr6	35133754	35133763	-	0.000	0.000	Merged-chr6-35133862-87
NR23653--MA1107.1.KLF9	chr16	55924246	55924258	+	0.000	0.000	Merged-chr16-55924140-18
NR37246--MA1107.1.KLF9	chr3	86103920	86103932	-	0.000	0.000	Merged-chr3-86103938-30
NR13161--MA0039.3.KLF4	chr12	76593981	76593991	+	0.000	0.000	Merged-chr12-76594032-18
NR52672--MA1107.1.KLF9	chr7	19824433	19824445	-	0.000	0.000	Merged-chr7-19824278-64
NR61381--MA0740.1.KLF14	chr9	59656418	59656431	+	0.000	0.000	Merged-chr9-59656584-94
NR28404--MA1107.1.KLF9	chr18	60844169	60844181	-	0.000	0.000	Merged-chr18-60844209-77
NR56655--MA0039.3.KLF4	chr7	143724084	143724094	+	0.000	0.000	Merged-chr7-143724096-15
NR56585--MA0599.1.KLF5	chr7	141562093	141562102	+	0.000	0.000	Merged-chr7-141562329-80
NR13249--MA0741.1.KLF16	chr12	80211213	80211223	-	0.000	0.000	Merged-chr12-80211304-22
NR9287--MA0741.1.KLF16	chr11	69008509	69008519	-	0.000	0.000	Merged-chr11-69008506-45
NR4821--MA0741.1.KLF16	chr10	41477860	41477870	-	0.000	0.000	Merged-chr10-41478018-1
NR47958--MA0599.1.KLF5	chr5	143976872	143976881	-	0.000	0.000	Merged-chr5-143976902-14
NR15328--MA1107.1.KLF9	chr13	46030978	46030990	+	0.000	0.000	Merged-chr13-46030994-10
NR21030--MA1107.1.KLF9	chr15	78495159	78495171	+	0.000	0.000	Merged-chr15-78495177-43
NR6047--MA0742.1.Klf12	chr10	80656514	80656528	-	0.000	0.000	Merged-chr10-80656566-55
NR33125--MA0599.1.KLF5	chr2	90679336	90679345	+	0.000	0.000	Merged-chr2-90679344-61
NR27690--MA1107.1.KLF9	chr18	20946543	20946555	+	0.000	0.000	Merged-chr18-20946448-65
NR12403--MA1107.1.KLF9	chr12	25439012	25439024	-	0.000	0.000	Merged-chr12-25438792-86
NR47482--MA0741.1.KLF16	chr5	137601149	137601159	+	0.000	0.000	Merged-chr5-137600985-67
NR18902--MA0657.1.KLF13	chr14	73596753	73596770	+	0.000	0.000	Merged-chr14-73596722-14
NR60840--MA0039.3.KLF4	chr9	40455371	40455381	-	0.000	0.000	Merged-chr9-40455611-102
NR29792--MA0740.1.KLF14	chr19	10525246	10525259	-	0.000	0.000	Merged-chr19-10525471-98
NR42393--MA0740.1.KLF14	chr4	133910768	133910781	+	0.000	0.000	Merged-chr4-133910816-66
NR35505--MA1107.1.KLF9	chr2	166610540	166610552	+	0.000	0.000	Merged-chr2-166610595-30
NR45683--MA1107.1.KLF9	chr5	97983336	97983348	+	0.000	0.000	Merged-chr5-97983447-49
NR50689--MA0039.3.KLF4	chr6	118018730	118018740	-	0.000	0.000	Merged-chr6-118018748-9
NR20388--MA1107.1.KLF9	chr15	53259314	53259326	-	0.000	0.000	Merged-chr15-53259323-8
NR17947--MA0493.1.Klf1	chr14	36962635	36962645	+	0.000	0.000	Merged-chr14-36962609-55
NR59061--MA1107.1.KLF9	chr8	106561357	106561369	-	0.000	0.000	Merged-chr8-106561375-36
NR46680--MA0599.1.KLF5	chr5	122209817	122209826	+	0.000	0.000	Merged-chr5-122209892-38
NR42615--MA1107.1.KLF9	chr4	135946418	135946430	+	0.000	0.000	Merged-chr4-135946528-48
NR19702--MA0599.1.KLF5	chr14	121361750	121361759	-	0.000	0.000	Merged-chr14-121361598-37
NR60751--MA1107.1.KLF9	chr9	35199965	35199977	+	0.000	0.000	Merged-chr9-35199813-60
NR324--MA1107.1.KLF9	chr1	36322004	36322016	-	0.000	0.000	Merged-chr1-36321937-14
NR52525--MA0493.1.Klf1	chr7	18893738	18893748	+	0.000	0.000	Merged-chr7-18893660-7
NR3101--MA0657.1.KLF13	chr1	171677912	171677929	+	0.000	0.000	Merged-chr1-171677833-5
NR10715--MA0741.1.KLF16	chr11	98863622	98863632	+	0.000	0.000	Merged-chr11-98863803-80
NR21170--MA0599.1.KLF5	chr15	80233832	80233841	+	0.000	0.000	Merged-chr15-80233973-50
NR61072--MA0599.1.KLF5	chr9	46272236	46272245	+	0.000	0.000	Merged-chr9-46272194-27
NR55911--MA0493.1.Klf1	chr7	128238049	128238059	+	0.000	0.000	Merged-chr7-128238195-129
NR52445--MA0599.1.KLF5	chr7	16330731	16330740	-	0.000	0.000	Merged-chr7-16330514-7
NR56923--MA0742.1.Klf12	chr8	13785949	13785963	-	0.000	0.000	Merged-chr8-13785827-81
NR21157--MA0741.1.KLF16	chr15	80192526	80192536	+	0.000	0.000	Merged-chr15-80192413-58
NR15047--MA0742.1.Klf12	chr13	34002807	34002821	-	0.000	0.000	Merged-chr13-34002683-127,Merged-chr13-34003004-3
NR4326--MA0740.1.KLF14	chr10	11149363	11149376	-	0.000	0.000	Merged-chr10-11149591-75
NR23407--MA1107.1.KLF9	chr16	38353837	38353849	+	0.000	0.000	Merged-chr16-38353945-34
NR7735--MA0741.1.KLF16	chr10	128232040	128232050	+	0.000	0.000	Merged-chr10-128232191-128
NR1628--MA0742.1.Klf12	chr1	106037027	106037041	-	0.000	0.000	Merged-chr1-106037167-27
NR38140--MA0599.1.KLF5	chr3	108653854	108653863	+	0.000	0.000	Merged-chr3-108653855-66
NR8276--MA0039.3.KLF4	chr11	23754487	23754497	-	0.000	0.000	Merged-chr11-23754497-34
NR64306--MA0599.1.KLF5	chrX	70385861	70385870	-	0.000	0.000	Merged-chrX-70385731-95
NR9926--MA1107.1.KLF9	chr11	79919945	79919957	+	0.000	0.000	Merged-chr11-79920068-17
NR33576--MA1107.1.KLF9	chr2	114566923	114566935	+	0.000	0.000	Merged-chr2-114567021-7
NR50741--MA0742.1.Klf12	chr6	119451004	119451018	+	0.000	0.000	Merged-chr6-119451010-23
NR61588--MA0741.1.KLF16	chr9	65587088	65587098	+	0.000	0.000	Merged-chr9-65587090-27
NR26695--MA0493.1.Klf1	chr17	65613638	65613648	-	0.000	0.000	Merged-chr17-65613497-143
NR53629--MA0599.1.KLF5	chr7	45341498	45341507	+	0.000	0.000	Merged-chr7-45341468-34
NR25064--MA0599.1.KLF5	chr17	21423155	21423164	-	0.000	0.000	Merged-chr17-21423109-81
NR35420--MA0740.1.KLF14	chr2	164943140	164943153	-	0.000	0.000	Merged-chr2-164943047-31
NR48116--MA0741.1.KLF16	chr5	146912626	146912636	+	0.000	0.000	Merged-chr5-146912476-8
NR16776--MA1107.1.KLF9	chr13	105377088	105377100	+	0.000	0.000	Merged-chr13-105377302-26
NR3979--MA0599.1.KLF5	chr1	192092622	192092631	-	0.000	0.000	Merged-chr1-192092599-105
NR38327--MA1107.1.KLF9	chr3	116855748	116855760	+	0.000	0.000	Merged-chr3-116855977-19
NR36829--MA0599.1.KLF5	chr3	54567484	54567493	+	0.000	0.000	Merged-chr3-54567528-25
